GEN.1.1	Kuwaripatjara mulapa Godalu ilkaṟi munu manta palyaṉu uwankara wiyangka. 
LUK.11.13	Wiya, nyura panya kura tjuṯangku nintingku tjitji nyurampa wiṟu tjuṯa kutju ungkupai ngatjinnyangka. Kaya palulanguṟu wanyu Mama Ilkaṟitjanya kulinma, paluṟu nyaa puṟunypa nyinanyi? Panya paluṟu wiṟu mulapa nyurala waintaṟa alatjiṯu munu paluṟu intjanungku Kurunpa Miḻmiḻnga ungkupai nyura palula ngatjinnyangka.” Alatji Jesulu nintintja tjuṯangka wangkangi.
LUK.11.14	Ka wati mamutjara tjaa pati nyinangi puṯu wangkapai mamungku tjaa patinnyangka. Ka Jesulu mamu palunya paiṟa iyaṉu, ka wati panya palulanguṟu ngalya-pakaṟa palunya wantikatingu. Ka wati paluṟu piṟuku wangkapairingu, kaya aṉangu tjuṯangku palunya kuliṟa puḻkaṟa urulyaraṉu. 
LUK.11.15	Palu kutjupa tjuṯangkuya wangkangu, “Wiya, mamu ini Piiltjipaltu wati nyanga palunya witulyankupai panya mamu tjuṯaku mayatja puḻkangku, ka nyara palulanguṟu paluṟu mamu tjuṯa pailpai aṉangu tjuṯanguṟu.”
LUK.11.16	Kaya kutjupa tjuṯangku Jesunya ngunti arkaṟa wituwituningi alatji wangkara, “Nyuntunya kunyu Godalu ilkaṟinguṟu witulyanu. Kalanya wanyu nintila munu kutjupa kutjupa witulya puḻkangku palyala, kala nyakula kulilku, ‘Munta, mulapa wati nyangatja Godalanguṟu pitjanytja.’ ”
LUK.11.17	Palu Jesunya nintiringu tjana unngu kulintjitjaku, panya tjana kuliningi mamu Piiltjipaltu palunya witulyankunyangka-palku. Ka nyangatja kuliṟa paluṟu tjanala nyanga alatji wangkangu, “Kulilaya! Panya aṉangu tjuṯa ngura kutjunguṟu walytjaṟara walytjaṟarangku tjananku pikangku pungkula paṯuringkula tjungu uṯuḻu kutjungka nyinanytja wiyaringkupai. Ka palu puṟunypa aṉangu walytjaṟara walytjaṟara waḻi kutjungka nyinara rawa pikaringkula tjungu nyinanytja wiyaringkula mauṉṯalparingkupai. 
LUK.11.18	Ka palu puṟunypa tjinguṟu Satannga mamu palumpa walytja tjuṯaku pikaringkunyangkampa paluṟu tjana palumpa kuraringkula palula tjungu nyinanytja wiyaringkuku, ka paluṟu tjananya puṯu wituwituṟa uparingkuku munu tjanampa mayatja wiyaringkuku. Ka panya nyura ngayunya wangkapai alatji, ‘Mamu ini Piiltjipaltu wati nyanga palunya witulyankupai mamu tjuṯa paintjaku aṉangu tjuṯanguṟu.’ Alatjiṉi nyura wangkapai. 
LUK.11.19	Palu ngayulu tjinguṟu palumpa witulyatjarangku mamu tjuṯa painnyangkampa nganalu wanyu nyuranya waṉalpai tjuṯa witulyankupai mamu tjuṯa paintjaku? Mamungku? Wiya, nyura alatji wangkanyangkaya nyuranya waṉalpai tjuṯa nyurampa pikaringkuku panya Godalu tjananya witulyankupai mamu paintjaku Satantu wiyangku. Ala palatja! Nyura ngayunya ngunti mamutjaranmananyi. 
LUK.11.20	Palu wiya, Godalu ngayunya witulyankupai mamu tjuṯa paintjaku, ka nyara palulanguṟu nyura uti nyakunytjatjanungku kulilku, ‘Munta-uwa, mulapa Godanya pitjangu nganaṉanya mayatjangku walytjanmaṟa kanyintjikitja.’
LUK.11.21	“Panya wati kuṉpungku kuḻaṯa munu tjuḻa waṟatjarangku waḻi anga-kanyilpai, ka waḻingka unngu palumpa ulytja uwankara palya ngaṟanyi paluṟu aṯunymankunyangka. 
LUK.11.22	Palu tjinguṟu wati kuṉpu puḻka mulapa pitjaku munu palunya pungkula waintariku. Munu palulanguṟu paluṟu wati panya palumpa kuḻaṯa, kutjupa kutjupa tjuṯa kuḻu mantjiṟa katiku ulytja uwankara kuḻu, munu katira palumpa walytja tjuṯa tjaraṟa ungkuku. Ka palu puṟunypa ngayulu witulya puḻka mulapa nyinanyi Satanta tjanala waintaṟa alatjiṯu.
LUK.11.23	“Panya aṉangumpa ngayula tjungu nyinanytja wiya ngaṟalampa paluṟu Satanta tjungutja nyinanyi ngayuku mirpaṉtju. Munu paluṟu aṉangu tjuṯa Godalakutu wirkakatinytja wiyangku wantirampa paluṟu Satanku waṟkarinyi munu tjananya ngayulanguṟu wililytjingaṉi.
LUK.11.24	“Ka mamu aṉangunguṟu painnyangka pakaṟa ankupai ngura piḻṯikutu munu para-ngurilpai paluṟu nyinara pakuwiyaringkunytjikitjangku. Palu tjinguṟu mamu paluṟu ngura puṯu nguriṟa kulilpai, ‘Wiya, ngayulu maḻaku ankuku ngura panya ngayulu ngaṉmanypa nyinanytjitjakutu.’ 
LUK.11.25	Munu mamu panya paluṟu pitjala nyakupai ngura panya paluṟu wiṟu kilina alatjiṯu ngaṟanyangka. 
LUK.11.26	Munu palulanguṟu maḻaku ankula paluṟu mamu 7 kutjupa aḻṯira katipai kura mulapalta, munuya paluṟu tjana palula tjarpara ngura palyaṟa tiṯutjara nyinapai. Ka aṉangu panya paluṟu ngula maḻangka puḻkaṟa mulapa kuraringkupai mamu panya paluṟu tjana unngu nyinara tiṯutjarangku kurannyangka.” Alatji Jesulu tjanala wangkara nintiningi mamu tjuṯatjara.
LUK.11.27	Ka Jesulu tjukurpa nyanganpa wangkanyangka minyma kutjungku mirara wangkangu, “Minyma panya nyuntumpa ngunytju pukuḻpa mulapa nyinanyi, panya paluṟu nyuntunya iṯi kanyinu mununta ampungka puḻkaṉu.”
LUK.11.28	Palu Jesulu wangkangu palula, “Wiya, panya tjana kutjupa tjuṯa pukuḻpa mulapa nyinanyi, panya Godaku tjukurpa wangaṉarangku kuliṟa palyalpai tjuṯa.”
LUK.11.29	Munu aṉangu tjuṯa mulapa tjunguringkunyangka paluṟu tjanala wangkangu, “Alatjiṯu nyura kura tjuṯa nyinanyi, panya nyura ngayuku puṯu mulamularingkula rawangku tjapini ngayulu miracle kutjupa kutjupa witulya puḻkangku palyantjaku, panya ngayulu nyara palu puṟunypa palyannyangka nyakula kutju nyura kulilpai mulamularingkunytjikitjangku. Palu wiya, Godalu kutjupa kutjupa nyura nyakunytjaku witulyangku palyantja wiyangku wantinyi, panya paluṟu ngaṉmanytju wati kutju ini panya Jonah-nya iyaṉu, ka nyura uti aṟa nyara palunya kulintjatjanumpa nintiringama. 
LUK.11.30	Panya wati nyara palunya Godalu iyaṉu aṉangu Ninapanya nguraṟa tjuṯangka wangkara nguḻutjunkunytjaku, tjana kuranguṟu piiwiyaringkula Godalakutu aṟuringkunytjaku.
LUK.11.31	“Ka panya ngula tjiṉṯu maḻatjangka Godalu aṉangu uwankara ngurkantaṟa tjaralku, ka nyara palula-aṟa minyma panya mayatja uḻpaṟiranguṟu pitjanytjalu nyuranya puntuṟa wangkara kuranmankuku ngayuku tjukurpa kuliṟa wantinytjitjangka. Panya paluṟu ngura uḻpaṟira pararinguṟu pitjangu mayatja puḻkangka Tjalamanta kulintjikitja paluṟu tjukurpa nintingku wangkanyangka. Ka kuwari kutjupa Tjalamanta waintaṟa puḻka mulapa nyurala tjungu nyinanyi nyura nyakula wangaṉarangku kulintjaku. Palu nyura ngayunya ngurkantankunytja wiya alatjiṯu.
LUK.11.32	“Ka tjiṉṯu panya palulaṯu aṉangu Ninipanya nguraṟa tjuṯangku kuḻu nyuranya puntuṟa wangkaku ngayuku tjukurpa kuliṟa wantinytjitjanguṟu. Panya paluṟu tjana Jonah-lu Godaku tjukurpa wangkanyangka kulinu munuya piiwiyaringkula kura tjuṯa wantingu. Ka kuwari kutjupa Jonah-la waintaṟa puḻka mulapa nyurala tjungu nyinanyi nyura nyakula wangaṉarangku kulintjaku. Palu nyura ngayunya ngurkantankunytja wiya alatjiṯu.
LUK.11.33	“Kaya wanyu kulinma nyangatja. Aṉangungku waḻi unngu lampa tiliṟa wanyu kutitjunkupai kumpilpa ngaṟanytjaku? Wiya, paluṟu uti tjunkupai katu tili paluṟu irnyaṟa utintjaku aṉangu tjuṯangku waḻingka tjarpara uti nyakunytjaku. 
LUK.11.34	Ka palu puṟunypa nyura kuṟungku tili nyakupai munu kutjupa kutjupa tili paluṟu irnyannyangka kuḻu.
LUK.11.34	“Munu nyura kuṟu palyangku uwankara uti nyanganyi. Palu nyura tjinguṟu kuṟu kurangku puṯu nyanganyi munu mungawaḻuṟungka nyinanyi. 
LUK.11.35	Kayanku palula-tawara purkaṟangku kulinma tili mulata kutju nyinanytjikitjangku Godaku panya tilingka. Tjinguṟu nyuntu tili nguntingka nyinanyi mungawaḻuṟungka. 
LUK.11.36	Palu nyura kurunpa winki Godaku puḻkaṟa nintiringkunytjikitja mukuringkulampa tili mulata nyinanyi mungawaḻuṟungka wiya alatjiṯu, ka Godalu tili puḻkalu nyurala uwankara tjukaṟurungku nintilku nyura palumpa ninti puḻkaringkula tili puḻkangka nyinanytjaku.”
LUK.11.37	Ka Jesulu tjukurpa wangkara wiyaringkunyangka wati Paṟatji kutjungku palunya aḻṯingu palula ankula mai ngalkunytjaku palumpa waḻingka. Ka mulapaṯu Jesunya anu palula tjungu munu waḻingka tjarpara anta ngarikatingu taipulangka itingka.
LUK.11.38	Ka wati panya Paṟatjingku Jesunya nyakula puḻkaṟa urulyaraṟa kuliningi, “Ai, nyangangku aṟa nganampangka ngaṉmanytju manyirka paltjintja wiyaṯu mai ngalkunytjikitjangku.”
LUK.11.39	Ka paluṟu urulyaraṟa kulinnyangka Jesulu nyakula palula wangkangu, “Panya nyura Paṟatji tjuṯangku kutjupa kutjupa wiṟu tjuṯa palyalpai uti aṉangu tjuṯangku nyuranya nyakula palya-palku kulintjaku. Palu Godalu nyuranya unngu nyanganyi, panya nyura manyungku kutju aṉangu tjuṯa nguḻutjingaṟa kutjupa kutjupa tjuṯa tjanampa tjulyalpai, munu panya nyura kura kutjupa kutjupa tjuṯa kuḻu rawangku kampangkaṯu palyalpai. Uwa, nyura nyaa puṟunypa, panya aṉangungku piti uṟilitja kutju paltjiṟa wiṟulpai ka unngutja kiṯi raputji winki ngaṟapai, nyara palu puṟunypa nyura palya-palku nyinanyi kura mulapa. 
LUK.11.40+LUK.11.41	Nyura kawakawa tjuṯa! Godalu wanyu nyuranya puntu kutju palyaṉu kurunpa wiya? Wiya, paluṟu alatjiṯu nyuranya kurunpa winki palyaṉu, uṟilitja munu unngutja kuḻu. Ka nyura uti tjukaṟurungku kulinma munuya aṉangu ngaḻṯutjara tjuṯaku kurunpa winki ngaḻṯuringkula tjanampa mulamulangku palyanma wiṟu tjuṯa kutju, ka nyara palulanguṟu Godalu nyuranya kurunpa winkingku mulamulangku palyannyangka nyakula nyurampa puḻkaṟa pukuḻariku.
LUK.11.42	“Palu nyurampa Paṟatji tjuṯaku pika puḻka mulapa ngaṟaku! Panya nyura ukiṟi paṉṯi wiṟu ini miinpa munu ruuwa munu ini kutjupa kutjupa tjuṯa kuḻu nyurampa kaananguṟu 100 mantjiṟa tjaraṟa 10 Godanya ungkupai Moseku panya tjukurta kulintjatjanungku. Palu nyura Moseku tjukurpa puḻka tjuṯa kuliṟa wantipai, panya nyura aṉangu tjuṯa ngunti kuralpai tjanampa tjukaṟurungku palyantja wiyangku, munu nyura Godaku puḻkaṟa mukuringkunytja wiyangku wantipai. Palya nyura ukiṟi panya tjuṯa Godanya unganyi, palu nyura uti waintaṟa kuḻu kulinma munuya aṉangu tjuṯaku tjukaṟurungku palyanma.
LUK.11.43	“Uwa, mulapa nyurampa pika puḻka ngaṟaku ngula, panya nyura waḻi inmatjangka tjunguringkula tjiya wiṟu tjuṯa ngurkantankupai aṉangu tjuṯangka kuranyu uti nyinakatinytjikitja mukuringkula. Munu nyura tawunungka kaṉany-kaṉanypa para-ngaṟapai aṉangu tjuṯangku nyuranya nyakula mirawaṉinytjaku mukuringkula. 
LUK.11.44	Palu nyurampa pika puḻka mulapa ngaṟaku, panya nyura kurulpa irititja tjuṯa puṟunypa ngaṟanyi. Panya aṉangu tjuṯa kurulpa irititjawanu watarku ankupai manta palyangka-palku, palu puṟunypa nyuranya aṉangu tjuṯangku nyakula palya-palku kulilpai, palu wiya nyurala unngu kura puḻka mulapa ngaṟanyi.” Alatji Jesulu wangkangi tjanala Paṟatji tjuṯangka.
LUK.11.45	Ka wati kutjupangku Moseku tjukurpa nintilpaingku palula wangkangu, “Nintilpai, nyuntu tjukurpa nyanga palunya wangkara nganaṉanya kuḻu paini.”
LUK.11.46	Ka Jesulu palula ngapartji wangkara wangkangu, “Nyurampa kuḻu pika puḻka ngaṟaku Moseku panya tjukurpa nintilpai tjuṯaku, panya nyura aṉangu tjuṯa rawangku wituwitulpai tjukurpa kutjupa kutjupa tjuṯa wangaṉarangku kuliṟa palyantjaku, kaya aṟa tjuṯa mulapa ngaṟanyangka puṯu kuliṟa kaar-kaararira kurunpa pakuringkupai. Panya mayatjangku palumpa wati waṟkaripaingka tjaṉangka kutjupa kutjupa puḻka mulapa katinytjaku tjaḻitjunkupai munu mayatja paluṟu tjaḻiṟa katira paku puḻkaringkunyangka nyakula palunya alpamilaṟa tjara palulanguṟu mantjiṟa tjaḻiṟa katinytja wiyangku wantipai. Nyara palu puṟunytju nyura aṉangu tjuṯa rawangku wituwitulpai kutjupa kutjupa tjuṯa mulapa palyantjaku, kaya pakuringkupai.
LUK.11.47	“Uwa, mulapa nyurampa pika puḻka utiringkuku, panya nyura kuḻpi tjuṯa rawangku wiṟulpai nyara Godaku wati wangkatjara tjuṯa unngu miri ngarinyangka. Palu miri nyara palunya tjananya panya nyurampa tjamupitingku iriti iluntanangi. 
LUK.11.48	Kaṉa nyuranya kuḻpi tjuṯa wiṟuṟa kanyinnyangka nyakula kulilpai, ‘Munta, nyanga paluṟu tjana tjinguṟu palya kulini tjanampa tjamupitingku iriti wangkatjara tjuṯa iluntankunytja.’
LUK.11.49	“Palu nyanga palunya Godalu nintingku kuliningi munu panya wangkangu, ‘Ngayulu iyalku wangkatjara tjuṯa, tjakulpa tjuṯa kuḻu aṉangu tjuṯa wangkara tjukaṟuruntjaku. Kaya tjara iluntankuku munuya tjara kutjupa kuralku.’ 
LUK.11.50	Uwa, nyurampa tjamupitingkuya wangkatjara tjuṯa kuwaripatjara mulapa iluntanangi munuya rawangkuṯu iluntankukatingi. Ka nyara palulanguṟu Godalu nyuranya nyanga kuwari nyinanytja tjuṯa kukanymanu panya nyura munu nyurampa tjamupitingku wati wangkatjara tjuṯa pungkula iluntankunytjitjangka. 
LUK.11.51	Panya nyura Abelnga-waraṟa iluntanu, munuya nyara palulanguṟu Godaku wangkatjara tjuṯa rawangku iluntaṟa waṉaningi, munuya palulanguṟu wati maḻatja Tjakaṟayanya kuḻu iluntanu paluṟu timpula unngu pitjilpa puḻkangka itingka ngaṟanyangka, Godala miṟangka. Uwa, panya palula tjanalanguṟu kuwari nyura kukanypa ngaṟanyi, panya nyurampa tjamupitingku tjananya rawangku pungkukatinytjitjangka.
LUK.11.52	“Uwa mulapa pika puḻka mulapa nyurampa ngaṟaku Moseku tjukurpa nintilpai tjuṯaku. Panya nyura aṉangu tjuṯangka wangkara nintinnyangka kutju tjana kuliṟa Godaku iwaraku nintiringkupai, palu nyura Godala tungunpungkula iwara pala palunya waṉantja wiyangku wantipai munu kutjupa tjuṯangku kuḻu iwara pala palunya waṉantjaku-tawara nyura tiṯutjara anga-ngaṟanyi tjanala tjukaṟurungku nintintja wiya.” Alatji Jesulu tjananya wangkangu.
LUK.11.53	Ka Jesunya ankunytjikitja ritiringkunyangka wati tjukurpa nintilpai tjuṯangku munu Paṟatji tjuṯangku kuḻu palunya markuṉu munuya palula mirpaṉ-mirpaṉṯu rawangku tjapiningi paluṟu tjukurpa tjuṯa piṟuku wangkanyangka kulintjikitjangku. 
LUK.11.54	Panya paluṟu tjanaya ngunti arkaṟa palula tjapiningi ngunti wangkanyangka palunya kuutpakutu katira wangkanytjikitjangku.
LUK.12.1	Ka nyara palula-aṟangka aṉangu mungilyi mulapa tjunguringu munuyanku ngaṟala puḻkaṟa utjuningi. Ka Jesulu palumpa nintintja tjuṯangka-waraṟa wangkangu nyanga alatji, “Nguḻu nyangamayanku nyura Paṟatji tjuṯa puṟunyarinytjaku-tawara panya paluṟu tjana ngunti palya-palku nyinapai. 
LUK.12.2	Panya aṉangungku kampangkaṯu palyantjitja uwankara ngula utiringkuku, paluṟu unngu kuraringkula kulintjitja tjuṯa kuḻu, panya kumpilitja uwankara mulapa utiringkuku, kaya uwankarangku kulilku. 
LUK.12.3	Panya tjukurpa nyura mungangka kumpiṟa wangkanytja kutjupangku kaḻaḻa utingku wangkaku, kaya uwankarangku kulilku. Munu tjukurpa nyura waḻi unngu tjaalytju wangkanytja kutjupangku uṟilta mirara tjakultjunkuku waḻi katunguṟu aṉangu winkingku uti kulintjaku. Uwa nyurayanku paluṟu tjana puṟunyarinytjaku-tawara puḻkaṟa aṯunymanama.”
LUK.12.4	“Kaṉa walytja wiṟu tjuṯangka nyurala wangkanyi, aṉangu tjuṯakuya nguḻuringkuwiya nyinama paluṟu tjana nyurampa pikaringkunyangka, panya tjana nyuranya puntu kutju pungkula iluntankuku, munu palulanguṟulta nyuranya kurunpa puṯu wiyaṉi. 
LUK.12.5	Wiya, nyura uti Godaku puḻkaṟa nguḻuringama panya paluṟu kutju witulya puḻkangku nyuranya puntu iluntankunytjatjanungku kurunpa waṉiku ngura kurangka waṟu puḻkangka kampanytjaku. Uwa, nyara palula-tawara nyura uti palumpa kutjuku nguḻuringama aṉangu tjuṯaku wiya.
LUK.12.6	“Panya Godalu nyuranya tiṯutjarangku mukulyangku kulini watarkurinytja wiyangku. Wanyuya tjuḻpu panya nyii-nyii kulinma. Tjinguṟu nyura tjuḻpu palu puṟunypa kutjara mankurpa payamilalku mani kuḻunytja kalka kutjarangka. Palu Godalu tjuḻpu nyanga tjukutjuku tjuṯaku watarkurinytja wiyangku tjananya kutju-kutju rawangku kulilpai. 
LUK.12.7	Munu palulanguṟu tjuḻpu tjukutjuku tjuṯa rawangku kuliṟa paluṟu wanyu nyurampa puḻka tjuṯaku watarkuriku? Wiya, paluṟu nyuranya rawangku mukulya puḻkangku kulilpai tjuḻpu tjuṯangka muṉkara, kaya palulanguṟu nguḻuringkuwiya rapa nyinama. Panya paluṟu nyuranya uwankara kutju-kutju nintingku kulilpai. Munu paluṟu nyurampa mangkaku ninti yaaltjiṯu nyurampa katangka ngaṟanyi. Kutjupangku puṯu kantamilaṉi, palu Godanya kutju ninti, munu nyurampa kutjupa kutjupa uwankaraku kuḻu paluṟu ninti nyinanyi. Pala palulanguṟu nyura uti nguḻuringkunytja wiya rapa nyinama.
LUK.12.8	“Kulilaya! Tjinguṟu nyura aṉangu tjuṯangka miṟangka rapangku wangkaku ngayuku walytja nyinanytjatjanungku, ka ngayulu Watiku Katjangku ngapartji palu puṟunypaṯu nyuranya wangkaku Godaku angelpa tjuṯangka miṟangka alatji, ‘Nyanga paluṟu tjana ngayuku walytja nyinanyi.’ 
LUK.12.9	Palu nyura tjinguṟu tjuṯangka miṟangka ngayuku ngurparingkunyangkampa ngayulu nyurampa ngapartji ngurparingkukuṯu angelpa tjuṯangka miṟangka. 
LUK.12.10	Uwa, ngayunya nyura Watiku Katjanya kuraṟa wangkanytjatjanu piiwiyaringkunyangka Godalu nyuranya kalypangku pungkuwiyangku wantiku. Palu Kuṟunpa Miḻmiḻnga nyura kuraṟa wangkanyangka Godalu nyuranya kukanymankuku nyurampa kalyparingkunytja wiyangku.
LUK.12.11+LUK.12.12	“Kaya tjinguṟu ngayunya waṉannyangka nyuranya waḻi inmatjakutu witiṟa katiku Jewku mayatja tjuṯakutu nyuranya kuliṟa ngurkantaṟa paintjaku. Ka nyura tjinguṟu mayatjangka wangkanytjikitjangku puṯu kulilku, ‘Tjukurpa nyaaṉatju wangkaku?’ Palu alatji puḻkaṟa kulilwiyangku wantima, panya nyara palula aṟangka tjanala kuranyu ngaṟala nyura Kurunpa Miḻmiḻṯu nintinnyangka kulilku tjukaṟurungku wangkanytjikitjangku.” Alatji Jesulu wangkangi tjanala.
LUK.12.13	Ka wati kutjungku tjanalanguṟu wangkangu Jesula, “Nintilpai, ngali kuṯaṟara tjiṯula nyinanyi. Katju kuṯa wanyu wangka, kaṉi mamaku ulytja tjaraṟa uwa.”
LUK.12.14	Ka Jesulu palula wangkangu, “Wiya, nganaluṉi wangkangu ngayulu mayatjarira nyupalinya tjaraṟa ungkunytjaku? Palatja nyupalimpa, ngayuku wiya.” 
LUK.12.15	Munu palulanguṟu Jesulu aṉangu uwankarangka wangkangu, “Nyura uti ulytja munu mani puḻka mantjintjikitja mukuringkunytja wiyangku wantima! Godalu wanyu nyuranya wankaṟu kanyilku nyura puḻka mulapa kanyinnyangka? Wiya alatjiṯu.”
LUK.12.16	Munu palulanguṟu paluṟu tjanala tjukurpa aṟa kutjupatjara tjakultjunangi alatji wangkara, “Wati mani puḻkatjarangku manta puḻka kanyiningi munu mai ukiṟi puḻka paamangka pakaltjingaṉu. 
LUK.12.17	Munu paluṟu kutjungku kuliningi, ‘Waḻi nyangatja mai puḻka uṯuḻuṟa tjunkunytjaku tjukutjuku utju mulapa, kaṉa nyaalku? 
LUK.12.18	Munta, nyanga alatjintiṉa palyalku. Kuwariṉa waḻi nyanga tjukutjuku piḻuntankuku munuṉa kutjupa puḻka mulapa palyalku munuṉatju nyara palula mai munu ngayuku kutjupa kutjupa uwankara uṯuḻuṟa tjunkuku. 
LUK.12.19	Munuṉatju pukuḻarira wangkaku, “Ngayuku mai puḻka munu kutjupa kutjupa uwankara winki ngarinyi kuwari yiya tjuṯaku alatjiṯu, kaṉa rawangku ngalkula tjikiṟa pukuḻariku munuṉatju pakuwiya nyinaku.” ’
LUK.12.20	“Palu Godalu wati panya palunya wangkangu, ‘Nyuntun kawakawa! Munga nyanga kuwari nyuntu iluku, munun panya nyuntu uṯuḻuṟa tjunkunytja uwankara wantikatiku kutjupangku mantjintjaku.’ ”
LUK.12.21	Munu Jesulu aṟa nyanga palunya wangkara wiyaringkula tjananya wangkangu, “Nyanga palu puṟunyariku aṉangu panya paluṟunku walytjangku kuliṟa wiṟu tjuṯa uṯuḻuṟa tjunkupai, panya paluṟu Godanya puḻkaṟa pukuḻmankunytjikitjangku kulintja wiyaṯu.”
LUK.12.22	Munu palulanguṟu Jesulu wangkangu palumpa nintintja tjuṯangka, “Tjinguṟu nyura kutjupa-aṟa tjituṟu-tjituṟuripai alatji kuliṟa, ‘Mailanku yaaltjinguṟu mantjilku ngalkula paḻtja nyinanytjikitjangku, munula mantara kuḻu yaaltjinguṟu mantjilku tjarpara unytjunpa nyinanytjikitjangku?’ Palu ngayulu nyurala wangkanyi nyanga alatji kuliṟaya tjituṟu-tjituṟurinytja wiyangku wantima! 
LUK.12.23	Panya Godalulanya wanka nyinanytjaku palyaṉu mai kutju puḻkaṟa kulintjaku wiya, munulanya puntu wiṟu palyaṉu mantara kutju puḻkaṟa kulintjaku wiya, palu palunya waintaṟa kulintjaku.
LUK.12.24	“Wanyuya tjuḻpu tjuṯa nyawa munuya kulinma panya paluṟu tjanaya ukiṟi kaanangka pakaltjingalpai wiya munuya mai kuṟuringkunyangka mantjiṟa uṯuḻuṟa waḻingka ngulaku tjunkupai wiyaṯu, panya Godalu tjananya tiṯutjarangku paḻtjalpai tjiṉṯu winki. Kaya kulinma panya nyura tjuḻpu tjuṯa puṟunypa wiya aṉangu puḻka tjuṯa nyinanyi, ka panya Godanya nyurampa puḻkaṟa mulapa mukuringanyi tjuḻpu tjuṯangka muṉkara. 
LUK.12.25+LUK.12.26	Palulanguṟuya maiku kutjupa kutjupa tjuṯaku puṯu kuliṟa tjituṟu-tjituṟurinytja wiyangku wantima, panya nyura tjituṟu-tjituṟu nyinarampa puṯu yiya tjuṯa ma-waṟaṉi mantangka nyanga rawa wanka nyinanytjikitjangku. Palulanguṟuya kutjupa kutjupa tjuṯaku puṯu kuliṟampa tjituṟu-tjituṟurinytja wiyangku wantima.
