MAT.1.1	Baa arrittiaa Yeesu Krĩstõ halaangatõõ cĩ habu Daavide
ROM.12.6	Bũnnaiittaa cĩnnĩ, aaꞌnyeet ngagĩĩt Nyekuci hõdẽĩ hõdẽĩ ꞌbaaninit hidticattõõĩ jurrung. Má occa haduha thõõth ꞌcĩ hatĩ aku horumwa, occa hatĩ hadĩman hĩcĩ aduha lemiiniti ꞌcĩ haꞌnyak naaga. 
ROM.12.7	Má occa hadticanoothĩk eet ũgĩ, hidticattoothĩk. Má ĩĩn ꞌlimman, occa hallimanni. 
ROM.12.8	Má haga ngaatĩ halũllũũmanẽẽkĩ ꞌgoonogeet thõõth ꞌcĩ abũnnaa, hũlũllũũmatteek ĩhõõggõ thooꞌthiok tĩko. Má haga ngaatĩ hõhõaakĩ ꞌgoonogeet hẽlẽggĩ ũgĩ, hohoyyiaak ꞌgõõlaa ꞌcĩ abũnnaa. Má hĩĩgĩn naag makayyiook, hũtũhaac eet ꞌgõõlaa ꞌcĩ abũnnaa. Má ĩĩn thõõth ꞌcĩ hammaannĩkĩ eeta, hatamaattik taliitta.
ROM.12.9	Aꞌnyĩĩk mĩnnan ꞌcĩ ammĩnannu niig ꞌgoonogu hĩĩ dĩdĩ. Ũtũbũrĩt thooꞌthiok vẽlẽk ꞌcĩg abathĩ nẽ uꞌthuuttu ꞌgii vẽlẽk ꞌcĩ abũnnaa. 
ROM.12.10	Ĩmmĩnanit ꞌgoonogu haauto hĩ ꞌgotoonogu hĩ ngoonogu nẽ ubuluꞌthu ĩhõõggõ hĩllõõanit eleeti cugguung. 
ROM.12.11	Idticattõ gẽrrẽẽt nẽ ma hĩĩgĩnnu nyamuttiook. Ĩrrĩcatta ngaatĩ anuyyu Lori ꞌcĩ Ẽllẽẽmĩth nẽ idticattoothihu Makayyioohit. 
ROM.12.12	Aanytĩk muhẽẽnĩt cunuung ꞌcĩ abũnnaa haaꞌnyuung ngagiit accamattoothĩk. Etemeethit pĩĩrnanĩt korrioohĩĩ ꞌcĩg abathĩ nẽ ma habĩllu laiinit. 
ROM.12.13	Uꞌthuutti pĩĩrnattiaak cĩg Nyekuci nẽ aanytĩhu hẽẽrõn hiita olooyyiohĩĩ cugguung.
ROM.12.14	Alaac Nyekuc haggatan eet ꞌcĩg adĩmannuung ngagiit ꞌbuth. Alaac ĩnõõnnõ haggatan ĩhõõggõ thõng, hiittiõõ hõllõngaa accĩĩn thõng. 
ROM.12.15	Accamattoothĩk hĩ eet ꞌcĩg accamanoothĩhĩ nẽ utuluuyyu hĩ eet ꞌcĩg alu. 
ROM.12.16	Aaut jurrung hĩ eet vẽlẽk. Ma hathĩngõõnyannu nẽ iittu eggeeꞌnyu ĩllõõannu ꞌgoonogu. Ookorrio hĩ eet vẽlẽk lõꞌngõõc.
ROM.12.17	Ma haruhaannu oolo hĩ eet ꞌcĩ adĩmannuung ngagiit ꞌbuth. Nẽ ĩdĩmanit thooꞌthiok ꞌcĩg ammuk eeta vẽlẽk aĩ abũnnaa. 
ROM.12.18	Ĩttĩmanit gẽrrẽẽt ngaatĩ aattiyyu lõꞌngõõc hĩ eet vẽlẽk. 
ROM.12.19	ꞌGotoonoga hĩ ngoonoga, ma haruhaannu oolo. Aanytĩk Nyekuc huruha oolo nẽẽnĩ. Aĩ Nyekuci, “Nganĩĩt Nyekuc ꞌcĩ occa haruha oolo.”
ROM.12.20	Õthõõth tarĩ ꞌBuuhi cĩ Nyekuci aĩ,
ROM.12.20	“Má adak mĩrõk cugunnig magĩthĩ, aꞌnyĩĩk ꞌgiimwa hadahit.
ROM.12.20	Nẽ má aam kõrra, aꞌnyĩĩk maam huhuddi.
ROM.12.20	Aduhõõ hatĩ thõõth ciee hĩ ngaatĩ haaꞌnyĩkĩĩ ĩhõõggõ haꞌngaaonit thõng.”
ROM.12.21	Ma haaꞌnyihi bathi hĩllõõanii nganiita, ꞌlõõan bathi ꞌgõõlaa ꞌcĩ adĩmanĩĩ thõõth ꞌcĩ abũnnaa.
ROM.13.1	Aꞌnyĩĩk eet vẽlẽk hõdẽĩ hõdẽĩ hitingolli makayyiook ꞌcĩg aggam ĩhõõggõ, hĩnĩngĩtĩ aitiõõ makaaꞌthĩt umwaa tõõ, makaaꞌthĩt baa aarĩk Nyekuci diooni. Nẽ makaaꞌthĩt ꞌcĩ aaĩ loota nĩnga ho, makaaꞌthĩt baa aarĩk Nyekuci diooni. 
ROM.13.2	Nẽẽthĩ hoti ho, eeta ꞌcĩg abũrĩ makayyiook, abũrĩ nẽẽg makaaꞌthĩt baa aarĩk Nyekuci. Nẽ eeta ꞌcĩg adĩman noho, aĩnanaak hatĩ nẽẽg eleeti cĩggĩĩng ukẽẽnĩt. 
ROM.13.3	Hĩnĩngĩtĩ hõllõngaa uuk makayyiooha eet ꞌcĩg adĩman thõõth ꞌcĩ aũlanĩ, nẽẽthĩ uuk nẽẽg eet ꞌcĩg ẽꞌthẽcan thooꞌthiok. Adiimmu niig hiittiõõ hõllõngaa uukuung makayyiooha ꞌcĩg aggammuung ngagiita? Ĩdĩmanit thĩ thooꞌthiok ꞌcĩg aũlanĩ, hátĩ haccamattaauung nẽẽgĩ. 
ROM.13.4	Hĩnĩngĩtĩ ĩĩn makayyiooha dticcianniook cĩg Nyekuci ꞌcĩg eelluung ngagiita. Nẽẽthĩ, má ẽꞌthẽcannu niig thooꞌthiok, itingolli ĩhõõggõ, hĩnĩngĩtĩ aꞌnyak nẽẽg makaaꞌthĩt ꞌcĩ occa uukuung ngagiita. Ĩĩn nẽẽg dticccianniook cĩg Nyekuci, ꞌcĩg occa uuk eet hetereꞌthia lilii cĩ Nyekuci. 
ROM.13.5	Nẽẽthĩ hoti ho, abũnnaa ngaatĩ hathĩknĩ makayyiook, hõllõngaa hĩnĩngĩtĩ ukẽẽnĩt diooni, nẽẽthĩ, hĩnĩngĩtĩ ĩĩn thõõth ꞌcĩ aũlan ꞌcĩ occa hadĩmanĩ. 
ROM.13.6	Ĩnõõ thõõth ꞌcĩ adũmannu niig occoro buúk ko, hĩnĩngĩtĩ ĩĩn makayyiooha dticcianniook cĩg Nyekuci, ꞌcĩg ũũha eet hõdõõkõthĩ. 
ROM.13.7	Ũdũmatteek makayyiook occoro hode ꞌrabbẽẽt nẽ itingollieeu ĩhõõggõ.
ROM.13.8	Aanytĩk mĩnnan hĩĩ dtiic cunuung! Má ammĩnannu niig ꞌgoonogu, ĩdĩmattu niig ꞌgii vẽlẽk ꞌcĩ adiim nyattalĩ. 
ROM.13.9	Hĩnĩngĩtĩ tilooiniti ꞌcĩ aĩ, “Ma hattihi ngaa cĩ eet umwa, ma haruhi, ma hĩgõrꞌthĩ, ma habũraneehi ꞌgii cĩ eet umwa,”
ROM.13.10	Hõllõngaa adĩman mĩnnani eet ꞌcĩ haarõõ ꞌbuth. Nẽẽthĩ hoti ho, adtican mĩnnanĩ thooꞌthiok vẽlẽk ꞌcĩg adiim nyattalĩ.
ROM.13.11	Agayyu niig korriook iigia ꞌcĩg haattiyyi naag ko, nẽẽthĩ hoti ho, adiim occa aattiyyu jurrung. Ma hattumaniinnu, hĩnĩngĩtĩ agayyu niig õbõhĩ kõrra ꞌcĩ hatĩ heellianĩ naaga, hĩllõõan korriook baag hẽlẽmmĩ naag Makayyioohit. 
ROM.13.12	Õbõhĩ edeccia baalini nẽ uppwaanna hatĩ kõrra. Occa hõllõngaa haattĩg naag hĩ eeta ꞌcĩg aattĩg muguuratõõ, hũkũmattoothĩk haaut lanyita. 
ROM.13.13	Ĩdĩmanit thooꞌthiok ꞌcĩg abũnnaa ꞌcĩg accamana Nyekuci, ma hookoroonnu hĩ eet ꞌcĩg abathĩ, hode aduunnu thõng, ma hattihoonnu tahatak, hode eggerꞌnyoonnu hode ma hiinannu hẽlẽggĩ cĩg eetuk. 
ROM.13.14	Aꞌnyĩĩk Makayyioohit Yeesu Krĩstõ hõbõhĩ hĩ ngagiit, haau hĩ ceremwaana ꞌcĩg ahimittu niiga, hátĩ ũtũngĩt thooꞌthiok ꞌcĩg abũraneek eleeti cugguung.
ROM.14.1	Elemit eet ꞌcĩ aꞌnyak lemiinit ꞌcĩ hõllõngaa attiranĩ nẽ ma hetteediku ĩnõõnnõ thooꞌthiok ꞌcĩg ẽppẽhanoonnu. 
ROM.14.2	Aaꞌnyĩk lemiiniti cĩ eet umwa ĩnõõnnõ hadak hẽlẽggĩ vẽlẽk, nẽẽthĩ, eet umwaa ꞌcĩ hõllõngaa attiran lemiiniti cĩnnẽẽnĩ, aduk ꞌdiaatĩn ꞌcĩg cũlahĩg diooni. 
ROM.14.3	Ẽẽtĩ ꞌcĩ adak hẽlẽggĩ vẽlẽk, hõllõngaa occa ẽmẽnĩt eet ꞌcĩ hõllõngaa adak ꞌgii vẽlẽk,
ROM.14.4	Nganiit nganĩ ꞌcĩ occa etteedihi dticciannioohit cĩ eet umwa thõõth ko? Makayyioohit cĩnnĩ dioo ꞌcĩ aduha, hatĩ adĩman nẽẽ thõõth ꞌcĩ aũlanĩ nẽ Makayyioohit hatĩ dioo ꞌcĩ aaꞌnyĩk ĩnõõnnõ hĩdĩman thõõth ꞌcĩ aũlanĩ.
ROM.14.5	Ammuk eet umwaa aĩ, ẽllẽẽmĩth waathĩnĩ umwaa ĩllõõan waathĩn umwa nẽ ummuk umwaa ĩĩ, aduhõõ waathinniooha vẽlẽk thõng. Aanytĩk eet hõdẽĩ hõdẽĩ haꞌnyahit muhẽẽnĩt hĩcĩ adiim nẽẽgĩ. 
ROM.14.6	Nuyyiooha vẽlẽk ꞌcĩg arrĩcana waathĩn hõdẽẽthõng hĩllõõan waathinniook vẽlẽk, adĩman noho, hátĩ hubuluthit Makayyioohit. Nẽ nuyyiooha vẽlẽk ꞌcĩg adak iding, anneek Nyekuc ĩlaallẽ haauto hĩ eeta ꞌcĩg hõllõngaa adak iding. 
ROM.14.7	Hĩnĩngĩtĩ hõllõngaa harũgĩ naag, hĩnĩngĩtĩ eleeti cĩggaac hode hadaahĩ, hĩnĩngĩtĩ eleeti cĩggaac diooni. 
ROM.14.8	Má harũgĩ naaga, harũgĩ hĩnĩngĩtĩ Makayyioohit nẽ má hadaahĩ, hadaahĩ hĩnĩngĩtĩ Makayyioohit. Nẽẽthĩ, tananga harũgĩ hode hadaahĩ, nga hĩĩgĩn cĩg Makayyiooktak noho.
ROM.14.9	Hĩnĩngĩtĩ thõõth icci, baa adaahĩ Krĩstõ nẽ ũrũga daahĩtha, hátĩ hĩĩ nẽẽ Makayyioohit cĩ daakiahu hĩ cĩ eet ꞌcĩg arũgĩ. 
ROM.14.10	Inni otongomit ꞌgoonogu ũgĩ ꞌcĩg ĩĩn lemmiook ꞌcĩg Makayyiooktak ko? Aaĩ hatĩ kõrra ꞌcĩ aku etteedĩkeet Nyekuci ngagĩĩt vẽlẽk thooꞌthiok. 
ROM.14.11	Eheeddi ꞌBuuhaa cĩ Nyekuci aĩ,
ROM.14.11	“Aduha Makayyioohiti aĩ, ‘Habũtani rũgẽtaa caannĩ haini,
ROM.14.11	akatĩ hatĩ eeta vẽlẽk huruꞌnyia muumaa caannĩ,
ROM.14.11	nẽ ĩdĩhĩthĩt ꞌthaar cĩgannĩg!’ ”
ROM.14.12	Nẽẽthĩ hoti ho, haduhaak hatĩ naag hõdẽĩ hõdẽĩ thõõth hĩ Nyekuc, hĩnĩngĩtĩ thooꞌthiok ꞌcĩg hadtican naaga.
ROM.14.13	Nẽẽthĩ, hibilli ngaatĩ hẽttẽẽdĩkĩ ꞌgoonogeet thõõth. Nẽẽthĩ hinnianĩ, hũkũmatteek muhẽẽnĩt, hátĩ hiittiõõ hõllõngaa hahĩĩnak ꞌgotoonogeet hẽꞌthẽcattõõ. 
ROM.14.14	Hĩ ẽẽtĩ ꞌcĩ aaĩ hĩ Makayyioohit Yeesu, haga naa gẽrrẽẽt aitiõõ ꞌgẽẽn ꞌcĩ aꞌngirannii ꞌcĩ ĩĩn ꞌriiring ẽmmẽn tõõ. Nẽẽthĩ, má ammuk ẽẽtĩ umwaa aĩ aꞌngirannii ꞌgẽẽn nẽ ĩĩ ꞌriiring, aꞌngirannii thĩ mĩĩ ꞌthẽk hĩ ĩnõõnnõ nẽ ĩĩ ꞌriiring. 
ROM.14.15	Má hõllõngaa accamanoothĩk ꞌgoonu ꞌcĩ ĩĩn lemmioohit, hĩnĩngĩtĩ ꞌgii ꞌcĩ adahi niina, iittiõõ hõllõngaa aꞌnyahi nii mĩnnan. Ma haaꞌnyihi ꞌgii ꞌcĩ adahi nii hẽꞌthẽcan ꞌgotonu baa adaaknĩ Krĩstõ. 
ROM.14.16	Ma haaꞌnyihi thõõth cunni ꞌcĩ adahĩ ꞌgẽẽn, haꞌnyahaak Krĩstõ ngaaoni. 
ROM.14.17	Hĩnĩngĩtĩ hõllõngaa ĩĩn habuccieet cĩ Nyekuci cĩ duhẽẽttõ hode cĩ hũdẽẽttõ, nẽẽthĩ, ĩĩn habuccieet ꞌcĩ haaꞌnyĩkĩ Nyekuc haccamanoothĩk nẽ ĩĩ ꞌcĩ haattiyyi ganõõna hĩ ꞌcĩ haattiyyi taliitta dĩdĩ. Aku thõõth ciee vẽlẽk, hĩnĩngĩtĩ Lori ꞌcĩ Ẽllẽẽmĩthĩ. 
ROM.14.18	Má adticanoothiku niig Krĩstõ ꞌgõõlaa cĩ, aaꞌnyiku hatĩ Nyekuc haccamanoothĩk nẽ itingollieeuung eeta.
ROM.14.19	Hĩttĩmanit ngaatĩ haattiyyi ganõõna nẽ heelito eleeti cĩggaac, haꞌnyahit lemiinit ꞌcĩ attiranĩ. 
ROM.14.20	Ma hẽꞌthẽcannu dtiic cĩ Nyekuci hĩnĩngĩtĩ ꞌgẽẽn. Tẽllĩg ꞌgeennioha vẽlẽk, nẽẽthĩ, abathĩ ngaatĩ adahĩ ẽẽtĩ ꞌgẽẽn ꞌcĩ aaꞌnyĩk eet umwa hẽꞌthẽcanõõ. 
ROM.14.21	Ẽllẽẽmĩth ngaatĩ occa hõllõngaa hadahĩ iding hode hahũdĩ mẽrtĩ cĩ viinoo hode hadĩmanĩ thooꞌthiok ũgĩ ꞌcĩg ahaca ꞌgotoonogeet ꞌcĩg ĩĩn lemmiook hẽꞌthẽcattõõ.
ROM.14.22	Nẽẽthĩ, hẽlẽggĩ vẽlẽk ꞌcĩg elemmu niig, hĩnĩngĩtĩ thooꞌthiok iccig, aanytĩk haauto hõrggẽẽnaa cunuung hĩ Nyekuc. Aꞌnyĩĩk Nyekuc haggatan eet ꞌcĩ hõllõngaa etteedĩk ẽlẽ cĩnnĩ ẽmmẽn thõõth ꞌcĩ abathĩ. 
ROM.14.23	Nẽẽthĩ, ẽẽtĩ ꞌcĩ akidanĩ, etteedothoothĩk thõõth hatĩ adak ꞌgẽẽn tĩho, hĩnĩngĩtĩ duhẽẽnĩtĩ cĩnnĩ ho, hõllõngaa aku lemiitta nẽ hẽlẽggĩ vẽlẽk ꞌcĩg hõllõngaa au lemiitta, ĩĩn ꞌthẽccan.
ROM.15.1	Má õkõmĩ lemiiniti cĩnaac, occa haꞌnyak naag ꞌthinneeti ꞌcĩg makatĩg hĩ nuyyiook cĩg Makayyiooktak ꞌcĩg hõllõngaa attiran lemiiniti cĩnĩĩng. Occa haaꞌnyĩk ĩhõõggõ haccamattoothĩk hĩllõõan ngaatĩ haaꞌnyĩkĩ eleeti cĩggaac haccamattoothĩk. 
ROM.15.2	Occa haaꞌnyĩk naag eet ꞌcĩg haarõõ haccamattoothĩk, hĩnĩngĩtĩ bũnnai cĩnĩĩng, hátĩ hĩtĩlĩthĩt nẽẽg thõõthaa cĩ Makayyiookto. 
ROM.15.3	Tananga Krĩstõ, baa hõllõngaa aaꞌnyĩk nẽẽ ẽlẽ cĩnnĩ haccamanoothĩk. Nẽẽthĩ, hĩcĩ aduha Krĩstõ ꞌBuuhaa cĩ Nyekuci aĩ, “Nyekuc, õdõõmta nganĩĩt buúk eeta baag odoommi nganiita.”
ROM.15.4	Hĩnĩngĩtĩ hẽlẽggĩ baag eteheeddi loota ꞌBuuhaa cĩ Nyekuci baa hũnũũk, baa eheeddi hillimatteet ngagĩĩt temeethi hĩ ngaatĩ akũtanneet ngagĩĩt, hátĩ haꞌnyahit muhẽẽnĩt ꞌcĩ abũnnaa.
ROM.15.5	Aaꞌnyuung occa hatĩ Nyekuci temeethi hĩ kũttan hĩ lori cĩ rũmẽẽttõ hõrggẽẽnaa cunuung hĩcĩ anuyyu Yeesu Krĩstõ, 
ROM.15.6	hátĩ ĩdĩhĩthĩt niig Nyekuc Maaꞌnyĩ Makayyioohit cĩnaac Yeesu Krĩstõ, ꞌthĩnĩta hĩ ũtũũga hõdẽẽthõng nuun!
ROM.15.7	Nẽẽthĩ, elemit ꞌgoonogu ꞌcĩg ĩĩn lemmiook hõrggẽẽnaa cunuung haau hĩ baa elemmuung Krĩstõ ngagiita, hátĩ aꞌnyaktaak Nyekuc bulẽẽnĩt. 
ROM.15.8	Haduhaakuung hanneekuung, ikia ĩĩ Krĩstõ dticciannioohit cĩ ꞌJudeei, hátĩ hẽtẽrẽtha hĩĩ, ĩĩn Nyekuci dĩdĩ thooꞌthiohĩĩ baag aduhaak maajihi cĩggĩĩng baag abuli. 
ROM.15.9	Nẽ baa aku Krĩstõ buúk, hátĩ hĩdĩhĩthĩt eeta ꞌcĩg hõllõngaa ĩĩn ꞌJudeei Nyekuc, hĩnĩngĩtĩ amaannĩk nẽẽ ĩhõõggõ. Aaĩ hĩcĩ eheeddi ꞌBuuhaa cĩ Nyekuci aĩ,
ROM.15.9	“Nẽẽthĩ hoti ho, hadihiꞌthii hatĩ naa nganiit hõrggẽẽnaa cĩ eet ꞌcĩg hõllõngaa ĩĩn ꞌJudeei;
ROM.15.9	hebeneehi hatĩ naa ꞌthaar cugunnig tegellwa.”
ROM.15.10	Nẽ tarĩ, anneek ꞌBuuhi cĩ Nyekuci
ROM.15.10	eet ꞌcĩg hõllõngaa ĩĩn ꞌJudeei nẽẽ, “Accamattoothĩk hĩ eet cĩg Nyekuci.”
ROM.15.11	Nẽ tarĩ ĩĩ,
ROM.15.11	“Ĩdĩhĩthĩt Makayyioohit niig vẽlẽk eeta ꞌcĩg hõllõngaa iiginnu ꞌJudeei.
ROM.15.11	Ũllũngatta niig loonyini vẽlẽk iita ĩdĩhĩthĩt ĩnõõnnõ.”
ROM.15.12	Aduha põrõvẽtaacĩ Iꞌthaia aĩ,
ROM.15.12	“Alĩꞌtha hatĩ eet umwaa ꞌcĩ aku hattũũgaa cĩ ꞌJeeꞌthe, hikia hĩĩ habu.
ROM.15.12	Aggam hatĩ nẽẽ loonyin nẽ hatĩ aꞌnyahit eeta ꞌcĩg hõllõngaa ĩĩn ꞌJudeei,
ROM.15.12	muhẽẽnĩt ꞌcĩ abũnnaa hĩ ĩnõõnnõ.”
ROM.15.13	Hala naa Nyekuc ꞌcĩ aaꞌnyĩk eet muhẽẽnĩt ꞌcĩ abũnnaa, haggatanuung ngagiit accamattoothĩk aaut ganõõna, hĩnĩngĩtĩ lemiinit cunuung. Nẽ aꞌnyĩĩk ꞌtirrian cĩ Lori ꞌcĩ Ẽllẽẽmĩth haaꞌnyuung ngagiit muhẽẽnĩt ꞌcĩ abũnnaa.
ROM.15.14	Hagawa naa ẽllaa caannĩ ꞌgotoonoga hĩ ngoonoga hĩĩna, aꞌnyaku niig eleetinii cugguung bũnnai hĩ ꞌgẽẽnyĩth ꞌcĩ maka ꞌcĩ occa allimannu ꞌgoonogu ũgĩ ꞌcĩg ĩĩn lemmiook. 
ROM.15.15	Baa hõllõngaa hiteelli naa ngaatĩ hẽhẽẽdakuung ngagiit thõõth haau hĩcĩ heterꞌtheekuung thooꞌthiok tĩko tarĩ, hĩnĩngĩtĩ bũnnai baa aaꞌnya Nyekuci nganĩĩt, 
ROM.15.16	hátĩ hĩĩ dticciannioohit cĩ Yeesu Krĩstõ ꞌcĩ hadticanoothihi eet ꞌcĩg hõllõngaa ĩĩn ꞌJudeei, ꞌcĩ haꞌnyahi dtiic ꞌcĩ hallimanĩĩ nyeemuut ꞌcĩ abũnnaa cĩ Nyekuci, hátĩ hĩĩtõ eeta ꞌcĩg hõllõngaa ĩĩn ꞌJudeei ꞌbaaninit ꞌcĩ ẽlẽmĩ Nyekuci, ꞌcĩ ũtũũny Lorii ꞌcĩ Ẽllẽẽmĩthĩ.
ROM.15.17	Nẽẽthĩ hoti ho, haccamanoothihi naa hĩnĩngĩtĩ Yeesu Krĩstõ dtiicaa caannĩ hĩ Nyekuc. 
ROM.15.18	Nẽ dĩdĩ thõõth ꞌcĩ hatĩ hothoothi naa vẽlẽk, hothoothi ꞌgõõlaa ꞌcĩ aaꞌnya Krĩstõ hõthõõth nẽ hidticanõõĩ, hátĩ hĩthĩhĩt eeta ꞌcĩg hõllõngaa ĩĩn ꞌJudeei Nyekuc. 
ROM.15.19	Nẽ dĩdĩ, haduha naa ꞌgõõl ꞌcĩ baa adticanĩ Krĩstõ thooꞌthiok ꞌcĩg ĩnaat eeta, ꞌtirriaanaa cĩ Lori ꞌcĩ Ẽllẽẽmĩthĩ. Baa hirrioona naa nyeemuut cĩnnĩ ꞌcĩ abũnnaa, iꞌthianaanĩ ꞌJeruꞌthalẽma ĩꞌthõng hõdõlan looc cĩ Illiriko. 
ROM.15.20	Baa gõõng ĩĩn ꞌrianĩĩth caannĩ ꞌcĩ hirrioonĩ nyeemuut ꞌcĩ abũnnaa gẽrrẽẽt, ngaatĩ nga hagaõõĩ Krĩstõ, hátĩ hiittiõõ hõllõngaa hiꞌthianaanĩ dtiic caannĩ dtiicaa ꞌcĩ baa iꞌthianaaĩ eet umwaa ẽlẽk. 
ROM.15.21	Aaĩ ꞌthẽk hĩcĩ aduha ꞌBuuhi cĩ Nyekuci aĩ,
ROM.15.21	“Eeta ꞌcĩg baag nga hudukiaak thõõth cĩnnẽẽnĩ, acĩn hatĩ ĩnõõnnõ,
ROM.15.21	nẽ eeta ꞌcĩg nga hĩthĩhĩt ĩnõõnnõ, au hatĩ aga ĩnõõnnõ.”
ROM.15.22	Baa gõõng alaamma nganĩĩt dtiici caannĩ ngaatĩ haĩ hikia hicinuung ngagiita.
ROM.15.23	Nẽẽthĩ ꞌyioko, iittiõõ nĩngĩtĩ nga hadticaniini naa loonyini ĩcĩg tõõ nẽ hĩ baa hadiimi irkiꞌnyia ꞌcĩg mẽẽlĩg ngaatĩ hakuu hacinnuunga, 
ROM.15.24	hammuhi occa hadĩmani noho, hatĩ hũũha looccaa cĩ Thĩppania. Haꞌnyahi muhẽẽnĩt ꞌcĩ hẽhẽẽrõnaakuung ngagiit õõaa ꞌcĩ nga hikiaaĩ nĩĩca, hátĩ iita eelliaangu nganĩĩt hẽẽrõnaa caannĩ nĩĩca, urutaa ꞌcĩ hiita haautti hĩ ngagiit hĩdĩhĩdĩĩc. 
ROM.15.25	Nẽẽthĩ, nga hikia, adiim hõkõ nõõ ꞌJeruꞌthalẽma haꞌnyahoothĩk lemmiook ꞌbaaninit ĩĩca. 
ROM.15.26	Hĩnĩngĩtĩ baa accamanoothĩk lemmiooha cĩg looc cĩ Maccedoonia hĩ cĩg looc cĩ Acaia, ngaatĩ õhõaanĩ ꞌrabbẽẽt ũgĩ, hatĩ heelli pĩĩrnattiaak lemmioohĩĩ cĩg ꞌJeruꞌthalẽmĩ. 
ROM.15.27	Baa thõõth ꞌcĩ adiim adĩman nẽẽg cieeni. Nẽẽthĩ, ꞌgõõl ꞌcĩ baa õthõlĩ nẽẽg ꞌrabbẽẽt hĩ eet cĩg ꞌJudeei, aaĩ hinnia hĩcĩ adũmaneek nẽẽg ĩhõõggõ ngabolo, hĩnĩngĩtĩ baa otholit eeta cĩg ꞌJudeei hĩ eet ꞌcĩg hõllõngaa ĩĩn ꞌJudeei, ꞌgattan cĩ Loriio. 
ROM.15.28	Nẽ ma hẽdẽcaaha dtiic icci nẽ hagawa ngaatĩ ummuddiaaĩ nẽẽg eliinit icci dĩdĩ, heheeroni hatĩ hõkõ looccaa cĩ Thĩppania nẽ hikia hothohoteehuung hicinuung ngagiit ꞌgõõla. 
ROM.15.29	Haga naa haini, ma hikia hĩ ngagiita, haꞌnyaha hatĩ ꞌgattan cobbi gẽrrẽẽt cĩ Yeesu Krĩstõ.
ROM.15.30	ꞌGotoonoga hĩ ngoonoga, halayyuung naa ngagiit ꞌthaarĩĩ cĩg Makayyioohit cĩnaac Yeesu Krĩstõ, hĩ mĩnnaanaa cĩ Lori ꞌcĩ Ẽllẽẽmĩthĩ, othollieehaangu thõõth ꞌcĩ hadiim hakuuni nĩĩca, ngaatĩ alaiinnaangu nganĩĩt hĩ Nyekuc. 
ROM.15.31	Alayyio, hátĩ heellia naa athĩnĩĩ cĩg eet ꞌcĩg hõllõngaa ĩĩn lemmiook, looccaa cĩ ꞌJudeea, hátĩ horoong hẽlẽmĩ dtiici caannĩ nĩĩca lemmioohĩĩ cĩg ꞌJeruꞌthalẽmĩ, 
ROM.15.32	hátĩ horoong ma adiim Nyekuci hikia hĩ ngagiit taliitta nẽ hiita haccamattoothĩk hĩ ngagiit hõdẽĩ. 
ROM.15.33	Halayyi naa haini aꞌnyĩĩk Nyekuc ꞌcĩ aaꞌnyeet ganõn haau hĩ ngagiit vẽlẽk ooo. Aamẽn.
ROM.16.1	Hadiimi haduhaakuung dtiic ꞌcĩ abũnnaa ꞌcĩ baa adĩman ngõõnẽẽtĩ cĩnaac Voebe, ꞌcĩ ĩĩn dticciannioohit cĩ lothippit cĩ lemmioohu ꞌtaaũnaa cĩ Cencerea. 
ROM.16.2	Halayyuung naa ngagiit elemit ĩnõõnnõ ꞌthaarĩĩ cĩg Makayyiooktak, ꞌgõõlaa ꞌcĩ abũnnaa ĩcĩ lemmioohu nẽ aanytĩk eliinit vẽlẽk ꞌcĩ horoong adiim nẽẽ hĩ ngagiita, hĩnĩngĩtĩ gõõng ẽẽl nẽẽ eet ꞌcĩg mẽẽlĩg gẽrrẽẽt hĩ nganĩĩt buúk.
ROM.16.3	Ĩꞌthaac Piriciilla hĩ Akwila, gõõng hadticaniinna hõdẽĩ dtiicaa cĩ Yeesu Krĩstõ. 
ROM.16.4	Baa adhuk nẽẽg rũgẽt cĩnĩĩng, hĩnĩngĩtĩ nganĩĩta. Nẽẽthĩ, hõllõngaa hĩnĩngĩtĩ nganĩĩt dioo, adhuk hĩnĩngĩtĩ lothippiꞌnya cĩg lemmiook cĩg eet ꞌcĩg hõllõngaa ĩĩn ꞌJudeei ꞌcĩg anneek ĩhõõggõ ĩlaallẽ. 
ROM.16.5	Ĩꞌthaayyihaangu lothippit cĩ lemmiook gõõng õmmõtõõ ꞌcieethaa cĩnĩĩng. Ĩꞌthaayyihaangu ꞌgõõna Epeneto baa atiman ngaatĩ ẽlẽmmĩ Krĩstõ ĩĩcĩ oou looccaa cĩ Aaꞌthia.
ROM.16.6	Ĩꞌthaac Maria baa adticanni gẽrrẽẽt, hĩnĩngĩtĩ ngagiita.
ROM.16.7	Ĩꞌthaac Androniko hĩ Junia, ittioonniok cĩgannĩg baag hababuuthaniinna hõdẽĩ. Ĩĩn nẽẽg eet ꞌcĩg obbitig ꞌthooyyiahĩ nẽ baa itimanit ngaatĩ ẽlẽmmĩ Krĩstõ õõa caannĩ. 
ROM.16.8	Ĩꞌthaayyihaangu Ampiliato, ꞌcĩ hammĩnani ꞌthaarĩĩ cĩg Makayyiooktak. 
ROM.16.9	Ĩꞌthaac Urbaanõ ꞌgooneet baa gõõng hadticanni hõdẽĩ, hĩnĩngĩtĩ Krĩstõ nẽ ĩꞌthaayyu Thaakith buúk ꞌgõõna cĩ ꞌthĩnĩtõ.
