MAT.1.1	Ã ndei Jesucristo i ñiinda ã. David rei ei tuchɨ. Abraham abe no.
ACT.19.36	Emo eɨcuayã eãte. Nyebe jẽquɨrɨrɨ chõ jẽ. ¡Jẽaquiatuã jẽsaã saã eã ño jẽ! 
ACT.19.37	Ae jẽisi seru nae, ũquɨ̃ mbae mbuquiachã eãte dios mbuae chuchúaa. Ũquɨ̃ ñee ɨcuã ɨcuã eãte dios mbuae rɨɨ̃. Dios mbuae jenderecua rɨɨ̃. 
ACT.19.38	Demetrio ñee ɨcuãse mose emo nɨɨ, sã esɨ nandererecua chuchúaa. Demetrio resenda ñee ɨcuãse mose emo nɨɨ, sã echoɨ nandererecua chuchúaa. Huee chõ ererecua riqui nguiã mbia cheẽ andu. Sã echoɨ ja ererecua je. Sã ñee ñee ja nyue ererecua résaa. Mbae ɨcuã nɨɨ. 
ACT.19.39	Mbae mo nɨɨ abe mose, jeñee mbia chumunua mose. 
ACT.19.40	Jesús quiato que nandeisi chooñochɨ̃ nda. Nandechɨmbɨɨcuã ñooño ño nguiã. Nandererecua ñee arõte nande je. Echeẽ nda nandesɨbɨshorõ eã, ɨ que secretario ra. 
ACT.19.41	Aquere que huɨ mbia sɨ ra. Mbia mbuɨ que cote ra.
ACT.20.1	Mbia quɨrɨrɨ mose que Pablo Jesús quiato munua nda. Embaaquiatu quiatu jiri. —Co acua quia co, ɨ que ee cote ra. Macedóniaa ngue echoɨ cote ra. 
ACT.20.2	Hue jenda sucha mbuchesea seate que echoɨ ra. Jesús quiato mundua ndua. Ngasẽ ngue Gréciaa cote ra. 
ACT.20.3	Huee que eriqui are jiri ra. Tres nyasi. —Taso Siria ama ndɨsha ruɨ, ɨ rei que cote ra. Jirandu que judíos ɨcuã ndese cote ra. —Nandeisi, ɨ nda judíos quia Pablo rɨɨ̃ nda. Nyebe Pablo ru nguiã nyebi sɨ Macedonia. 
ACT.20.4	Ã ngue nyoɨ erese ra. Eata rete. Sópater. Berea jenda. Aristarco. Segundo abe. Tesalónica jenda rei ũquɨ̃. Gayo. Derbe jenda. Timoteo. Tíquico. Trófimo. Asia jenda rei ũquɨ̃. 
ACT.20.5	Ũquɨ̃ ja rane nguia nyoɨ nguiã ure sɨ. Troas que echɨ nguiã ureraarõ. 
ACT.20.6	Fiesta de Pascua mose que urecu Filipos ra. Aquere que ureso ama ndɨsha ruɨ cote ra. Cinco días que tu ure je ama ndɨsha ite re ra. Urecuasẽ namo ngue Troas cote ra. Ae ureraarõ arõ nguia, ũquɨ̃ ngue uresiiti cote ra. Urecu are jiri que hue cote ra. Siete días.
ACT.20.7	Jesús quiato que ñumunua ja domingo mose cote ra. Mbichae sia sia nyue. Pablo que embaaquiatu quiatu quia ra. —Taso isamamɨ, ɨ que ra. Nyebe embaaquiatu quiatu itondiite mose chee. 
ACT.20.8	Sucha ibátee que echɨ ñumunua nda. Eironguia ibate tuchɨ que ra. Ibate tuchɨ que echɨ ñumunua nda. Tata rendi tubɨrɨã ngue etesae tuchɨ ra. 
ACT.20.9	Mbia mo ngue chɨ̃ ibate ra. Ventana tose. Etiarõ namo ngue ra. Eutico, ɨ que ee ra. Uque que huɨ̃ ngoi ibate ra. Pablo que ñee oco tuchɨ embeesi esi ra. Eque que tu ngoɨ ibate sɨ ra. Mano ndei que ra. Tambuchuruã, ɨ rei que emo nda. Eraaque chõ eriqui reaẽ. 
ACT.20.10	Pablo que nguichi u erea ra. Oo tuchɨ que erese ra. Quiaama ngue ra. —¡Jẽsiquichechɨ̃ nda jẽ! Manoãte, ɨ que Pablo mbia je ra. 
ACT.20.11	Pablo que osoɨ nyuɨ ra. Mbichae que echisia sia ra. U que ra. Mbia que embaaquiatu quiatube ra. Eresaitõ ndabe chee. Oso que erecha cote ra. 
ACT.20.12	Ae ngoɨ nae, erasiã ño ngue mbia curuchoɨchɨ̃ nguiã. Mbia ia tuchɨ que ngoɨ je rese cote ra.
ACT.20.13	Pablo que ñee nda. —Ibi rɨ̃ taso se Asón. Hue sɨ ra aso jendese cote. Ama ndɨsha ruɨ, ɨ que ra. Nyebe ure rane ureso nguiã ama ndɨsha ruɨ. 
ACT.20.14	Ae urecuasẽ nguiã Pablo je Asón cote. Pablo que oso urerese am a ndɨsha ruɨ cote ra. Canoa naanguia ye. Urecuasẽ ngue Mitilene cote ra. 
ACT.20.15	Hue sɨ que ureso ra. Isamamɨ ngue ejoõ acua mo urechucuã cote ra. Quío, ɨ que hue ejoõ acua je ra. Isamamɨ nongue que urecuasẽ Samos cote ra. Hue sɨ que ureso Trogílioo ra. Huee que urequeneã ureucua ra. Isamamɨ ngue urecuasẽ Milétoo cote ra. 
ACT.20.16	Pablo que quɨcoɨ asi Asia sɨ ra. Nyebe uresoã Efésoo. —Tacuasẽ quicoɨ oso Jerusalén. Fiesta de Pentecostés taicusu oso ngasẽ, ɨ que Pablo ra.
ACT.20.17	Mileto sɨ que Pablo emo mondo Efésoo ra. —Jenyu, ɨ que ameɨ je ra. Jesús quiato rerecua je. 
ACT.20.18	Ũquɨ̃ ngue ngaẽ ee ra. Pablo que ñee ee ra. —Cosete que achu Asia ra. Seɨcuate raque se. Sechɨsaã jẽɨcuate raque. 
ACT.20.19	Dios cheẽ ngue asenei senei turã tuchɨ quia jẽje. Secuasu que asaã saã eãte quia jẽje. Acheseo tuchɨ que sequia mbia rese. Judíos que sembasi mbasi tuchɨ quia ra. “Taɨquia”, ɨ rei que judíos quia seje ra. 
ACT.20.20	Dios cheẽ ngue asenei senei mbeɨte quia jẽje. Asiquicheã mbeɨ que sequia erenei nenei jẽje. Jembitirõ sacuã. Jeñumunua nua mose. Jenyuchúaa ja abe que aɨco Dios cheẽ nenei nenei jẽje. 
ACT.20.21	Acheẽ tuchɨ que jẽje. Judíos je. Judíos eã je ab e no. “¡Jẽɨcuã sɨ jẽhuɨ rã! Jesucristo jẽɨcua rã”, ae tuchɨ que sequia jẽje. 
ACT.20.22	Co aso quia Jerusalén co. Co Espíritu Turã sererao quia Jerusalén co. Mañɨ ño nda seje pee. 
ACT.20.23	Co mɨɨ ño aɨcua nguiã. Espíritu Turã ngue ñee seje ra. Sucha mbuchesea sea mose que eriqui ñee ñee seje. Mbia ɨcuãte ra seje. Sembasi rae. Sematã ndae. Setarõ ndae. Espíritu Turã ngue sembiirandu ra. 
ACT.20.24	Sesiquicheãte ũquɨ̃ sɨ. Sã seɨquia quiatu. “Dios turã esenei senei mbeɨ quia mbia je”, ɨ que Jesús seje ra. Aque mɨɨ ndese chõ aɨco nguiã ndu a co. Echeẽ mɨɨ ndese. Ɨ̃ nda echeẽ amumba eã. 
ACT.20.25	Dios nandererecua que asenei senei tuchɨ jẽje. Jemae eã mbeɨ ra serese cote. Aɨcuate se quia co. 
ACT.20.26	Jemo siqui sereã mose Jesús rese, se eã ño cote re. Jẽ ño cote re. Jẽ ja je chõ ngue asenei senei ndesẽ. 
ACT.20.27	Dios cheẽ ngue asenei senei jate jẽje. Asiquicheã mbeɨ que sequia erenei nenei jẽje. Dios cheẽ mo ngue atibo tibo eãte jẽje. 
ACT.20.28	¡Jẽɨngo turã ño nyɨese jẽ! ¡Jesús quiato abe jẽteaquiatu quia jẽ! Espíritu Turã ngue ñee jẽje resẽ. “Jesús quiato rerecuarã jẽ”, ɨ que Espíritu Turã jẽje resẽ. Jesús quiato jẽteaquiatu quia jẽ. Ũquɨ̃ ndɨbɨshorõ ngue Jesús nguqui mondo ra. Umano mose. 
ACT.20.29	Seso mose ra emo ngaẽ ñee ñooño jẽje. Tambɨɨrɨ̃ ɨrɨ̃, ɨ ra jẽje. Eɨcuã ño ũquɨ̃ nde. Nyacua rã sɨ́. 
ACT.20.30	Jendese ra emo ndiqui. Jesús quiato mbaaquiatu ɨcuã ɨcuã. Jesús quiato mbɨɨrɨ̃ ɨrɨ̃. “Ɨ̃ nda Jesús quiato siqui nanderese”, ɨ ra ũquɨ̃. 
ACT.20.31	Jẽteaquiatu jẽ. Jaembaaquiatu quiatu tuchɨ que se. Tres años. Jẽ ja que jaembaaquiatu quiatu. Acheseo tuchɨ que sequia jendese. 
ACT.20.32	Aɨco jendecha Dios je a. Aɨco jendecha Dios turã je a. ¡Dios cheẽ turã jemumbayã mbeɨ quia jẽ! Dios cheẽ nda jembuquirãcuã. Dios cheẽ nda jemɨngo tuchɨ Jesús quiato rese. 
ACT.20.33	Mbae isiquia que achoseɨ choseɨ ãte quia mbia mbae aẽ. Mbia ɨrao abe que achoseɨ chɨãte quia aẽ. 
ACT.20.34	Seɨcuate rei que equia aẽ. Se sɨ́ chõ aquieɨ quieɨ nguiã icua. Seresenda mbaerã abe que aquieɨ quieɨ quia aẽ. 
ACT.20.35	Jaembaaquiatu quiatu beɨte que se. “Jẽquieɨ quieɨ”, ae beɨte que sequia jẽje. “Mbaecha reã je mbae jemee mee”, ae que sequia jẽje. Jesús cheẽ ndese jendua. “Ae mbae meeño nguia emo je, eya tuchɨ chõ aque re. Ae eo jenda isi, aque quia eya tuchɨã jiri”, ɨ que Jesús nande je ra, ɨ que Pablo Efeso jenda je ra.
ACT.20.36	Aquere que Pablo ngoi ngũíã ndese ra. Ñee ngue Dios je ra. Ũquɨ̃ ndes e ja. 
ACT.20.37	Mbia que nyese o ja Pablo rese ra. Quiaama ama ngue ra. Eritii que esiite it e ra. 
ACT.20.38	—Jemae ɨã nda serese cote, ɨ que Pablo ee ra. Nyebe que eya eã tuchɨ ra. Pablo rese que echoɨ erasaa ra. Ama ndɨsha rimia ndese. Pablo so rese mae.
ACT.21.1	Urecuata que ũquɨ̃ ndecha cote ra. Canoa naanguia ye que ureso cote ra. Cos que ureso ra. Isamamɨ ngue ureso Rodas cote ra. Hue sɨ que ureso Pátaraa cote ra. 
ACT.21.2	Huee que canoa mo chɨ ure je ra. Fenisia rɨ̃ ngue esɨ quia ra. Aque ye que urea cote ra. Eye que ureso cote ra. 
ACT.21.3	Chipre rese que uremae nda. Ejoõ acua. Ejii rɨ̃ ngue ureso ra. Síriaa que ureso ra. Tiro que ure cu mbɨrɨ̃ cote ra. Huee que canoa yenda jea jea ra. 
ACT.21.4	Jesús quiato que urembɨrõ hue jenda ra. Siete días que ureɨco erese ra. Espíritu Turã ngue hue jenda mbucheẽ Pablo je ra. —¡Eresochɨ̃ nda Jerusalén jẽ! ɨ rei ngue Pablo je re. 
ACT.21.5	Aquere que ureso cote ra. Jesús quiato que nyoɨ ja urerese ra. Ama nimia ndese. Eresebe echoɨ urerese. Nguiirĩ abe ruruchoɨ. Ama ndɨsha rimia ndes e que urecoi ja urenía ndese ra. Ñee ñee Dios je. 
ACT.21.6	Urechɨquiaama ama ja que cote ra. —Co urecua quia co, ure que ee ra. Canoa ye que ureso cote ra. Hue jenda que nyoɨ nyebi uchuchúaa cote ra.
ACT.21.7	Tiro sɨ que ureso cote ra. Ureso que Tolemaida ra. Huee que urecheẽ ñee Jesús quiato je ra. Ureitõ mɨɨ ngue erese ra. 
ACT.21.8	Isamamɨ ngue ureso cote ra. Cesaréaa que urecuasẽ nda. Felipe chuchúaa que ureso ra. Ae que Jesús cheẽ nenei neneisa ra. Ae que mbaecha reã mbuquiaru sa ra. Diáconos, ɨ que mbaecha reã mbu quiarusa je ra. Aque chuchúaa que urecu ra. 
ACT.21.9	Cuatro que Felipe rucucha ra. Eruã ja. Dios cheẽ nenei neneisa ja que ũquɨ̃ nda. 
ACT.21.10	Huee urecu are jiri mose que emo ndu ra. Judea sɨ. Agabo, ɨ que ee ra. Dios cheẽ nenei neneisa que ae abe ra. 
ACT.21.11	Ae que tu ure je ra. Pablo numbicuasa que eisi ra. O que echucua eye ra. Hui abe que echucua ra. Pablo numbicuasa je. Ñee ngue cote ra. —Espíritu Turã ndiqui ñee ndeje a. “Ɨ̃ nda judíos ndecua pee Jerusalén. Nemee nda judíos eã je cote”, ɨ que Espíritu Turã nda, ɨ que Agabo Pablo je ra. 
ACT.21.12	Ure eandu mose queurecheẽ Pablo je ra. Cesarea jenda abe que ñee ee ra. —¡Eresochɨ̃ nda Jerusalén jẽ! ure ja rei ngue ee re. 
ACT.21.13	Pablo que ñee ure je ra. —¿Mbaerã jẽɨngo nyeseo seo serese re? ¿Mbaerã jẽɨngo sembia eãte re? ¿Mbaete ere? Sã secua Jerusalén ae. Sã seɨquia Jesús rɨɨ̃ ae, ɨ que Pablo ra. 
ACT.21.14	Pablo que uresiquisã aroneate ra. Nyebe urecheẽ eã nguiã e e cote. —Sã Dios ae riqui ñee ñee ee no, ure chee que ra.
ACT.21.15	Ureɨco quiatu que cote ra. Ureso que Jerusalén cote ra. 
ACT.21.16	Jesús quiato mo abe que nyoɨ urerese ra. Cesarea jenda. Chipre jenda mo ngue siqui Jerusalén nda. Masón, ɨ que ee ra. Jesús quiato tuchɨ que ra. Cose tuchɨ que eriqui Jesús rese ra. Cesarea jenda que urererao Masón nyuchúaa ra. Huee que urecu erese ra.
ACT.21.17	Jesús quiato ia tuchɨ que urecuasẽ mose Jerusalén nda. Ureisi turã ngue ra. 
ACT.21.18	Isamamɨ ngue Pablo sɨ Jacobo rea ra. Ure abe que ureso erese ra. Huee que ameɨ ja chɨ ra. Jesús quiato rerecua. 
ACT.21.19	Pablo que ñee ee ra. Mba e renei nenei ja ee. —Dios que siqui tuchɨ serese ra. Se echeẽ nenei nenei mose judíos eã je, ɨ que Pablo Jesús quiato rerecua je ra. 
ACT.21.20	Pablo cheẽ andu mose que ñee turã turã Dios je ra. Ñee ngue Pablo je cote ra. —Jesús quiato tubɨrɨãte que judíos cote ra. “¡Moisés cheẽ nduɨ sɨ chõ nandeɨco jẽ!” ɨ tuchɨ que ũquɨ̃ nguia ra. 
ACT.21.21	Ũquɨ̃ ndiqui ñee ɨcuã ɨcuã nderɨɨ̃ ũquɨ̃. “Pablo que judíos ataque mbuɨ Moisés cheẽ sɨ ra”, ɨ equia nderɨɨ̃ ũquɨ̃. “‘Coche rei Moisés cheẽ jemumba. ¡Circuncisión jẽsaãchɨ̃ jendiirĩ je jẽ! ¡Judíos ataque chɨsaã saã nda jẽsaãchɨ̃ jẽ!’, ɨ que Pablo quia judíos je ra”, ɨ rei equia nderɨɨ̃ ũquɨ̃. 
ACT.21.22	¿Mañɨ nande ra re? Jesús quiato ra ñumunua ja judíos. Jirandu mose ndereco mose a. 
ACT.21.23	¡Ɨ̃ ere jẽ! Mbia cuatro que siqui urerese ra. Ũquɨ̃ ngue ñee Dios je ra. “Ã nda uresaã ndeje”, ɨ que ũquɨ̃ Dios je ra. Ũquɨ̃ nda esaã ee cote. 
ACT.21.24	Ũquɨ̃ erao Dios chuchúaa. Ũquɨ̃ na sɨ esaã nde abe. Nembuturã sacuã. Mbae isiquia emondo ee Dios chuchúaa. Queñɨ ua sia cote. Ɨ̃ ere quiatu. Mbia ra jirandu jate nderese. “Pablo abe riqui Moisés cheẽ mumbayã tuchɨchɨ̃ nande rã sɨ”, ɨ ra nderɨɨ̃ cote. 
ACT.21.25	Judíos eã je que nandecheẽ Jesús quiato je. Nandecheẽ mɨɨ ño ngue nandemondo ee. Ɨ̃ nande chõ ngue ee. “Mbia soo mondo mondo mose dios mo je, ¡aque soo ra jẽuchɨ̃ jẽ! ¡Eruqui resebe ra soo jẽuchɨ̃ jẽ! ¡Mbae ruqui ra jẽuchɨ̃ jẽ! ¡Jeninisi rese rocoɨ̃ nda jẽɨngochɨ̃ emo ndese jẽ! ¡Jendu rese rocoɨ̃ nda jẽɨngochɨ̃ emo ndes e jẽ!” nande que judíos eã je, ɨ que Jesús quiato rerecua Pablo je ra.
ACT.21.26	Pablo que ũquɨ̃ cuatro querao cote ra. Dios chuchúaa que ererao ra. Isamamɨ ngue Pablo ñɨmbitirõ nda. Ũquɨ̃ cuatro rese. Oso que ñee Dios chuchua rerecua je cote ra. —Aque mose ra mbae mo ureɨquia Dios je cote, ɨ que Pablo ee ra. 
ACT.21.27	Siete días que echɨ huee ra. Judíos mo ngue mae Pablo rese cote ra. Asia jenda mo. Dios chuchúaa Pablo chɨ̃ mose que judíos mae erese ra. Ũquɨ̃ ngue mbia mbɨɨcuã Pablo je ra. Oo que Pablo rese ra. Isi que ra. 
ACT.21.28	Tasẽ tasẽ ngue ñee mbia je ra. —¡Israel jenda! Jenyu rã urerese. Pablo nandeisi rã. Ae quia oso oso beɨte nguiã ñee ɨcuã ɨcuã judíos rɨɨ̃. Moisés cheẽ nɨ ɨ abe quia eriqui nguiã ñee ɨcuã ɨcuã mbeɨte. Dios chuchua rɨɨ̃ abe quia eriqui nguiã ñee ɨcuã ɨcuã mbeɨte. Judíos eã mo abete quia equeruchɨ̃ nguiã Dios chuchúaa. Dios chuchua mbɨɨcuãte nyeresẽ, ɨ que mbia paama ɨ Pablo je ra. 
ACT.21.29	Pablo quia ñɨ siquichɨ̃ nguiã Trófimo ndese. Pablo quia Trófimo querao abareãte nguiã Dios chuchúaa judíos je. Nyebe ngue mbia riqui nguiã ñee ɨcuã ɨcuã ee. Judíos eã nguia ñɨ ngue Trófimo nde. Efeso jenda quia ñɨ ngue Trófimo nde. Nyebe ngue mbia riqui nguiã ñee ɨcuã ɨcuã Pablo je. 
ACT.21.30	Hue jenda que ñɨmbɨɨcuã tuchɨ Pablo je ra. Oo ja que erese ra. Isi que ra. Mbutiriri que Dios chuchua sɨ ra. Dios chuchua que ematã cote ra. 
ACT.21.31	Pablo nda mbia ɨquia nguiã ña. Emo ngue oso ñee soldados rerecua je ra. —Mbia Pablo ɨquia serɨ̃te quia pee, ɨ que oso ee ra. 
ACT.21.32	Soldados rerecua que soldados munua nda. Oficiales abe no. Nyoɨ asi que mbia ɨcuã ndea cote ra. Mbia que Pablo iruã nua eã cote ra. Soldados rese mae mose. 
ACT.21.33	Ererecua que oso Pablo rea ra. Pablo isi que ra. —Echucua cadenas je, ɨ que soldados je Pablo rɨɨ̃ nda. Ererecua que ñee mbia je cote ra. —¿Aba co re? ¿Mbae ɨcuã esaã jẽje re? ɨ que mbia je ra. 
ACT.21.34	Hue rɨ̃ ja mbia ñee eã ee. Mbia que ñee ata ata ee ra. Tasẽ tasẽte que ñee ee ra. Ñee ñooño ererecua je. —¿Mbae ra aba ɨcua jeñee nde? ɨ chee que ererecua mbia je ra. —Pablo jenya mbɨrɨ̃ na cuartel, ɨ que ererecua soldados je ra. 
ACT.21.35	Pablo ruruchoɨ que ra. Ngasẽ ngue eɨquesa rurubi cote ra. Hue que mbia ɨcuã ɨcuã sɨ́ Pablo je no nda. Nyebe soldados ecuruchoɨ nguiã suɨ cote. 
ACT.21.36	Mbia que tasẽ tasẽ ngaẽ nguia eruɨ ra. —¡Jẽɨquia rei ae! ɨ que mbia cuaẽ nguia eruɨ ra.
ACT.21.37	Pablo nda emingue nguiã soldados chuchúaa chã. Ae Pablo ñee ño nguiã ererecua je. —Tacheẽ na, ɨ que ererecua je ra. 
ACT.21.38	Ererecua que ñee Pablo je cote ra. —¿Griego cheẽ ereɨcuate nde re? Egipto jenda ereɨco reɨ̃ seje. Ae eɨcuã ɨcuã ndiqui gobierno je, ¿ũquɨ̃ nderecua eã nde re? ¿Nde mbia ɨquia ɨquiasa rerecua eã nde re? Cuatro mil mbia ɨquiasa. ¿Nde ererao eã turúquiaa re? ɨ que ererecua Pablo je ra. 
ACT.21.39	Pablo que ñee ee ra. —Tei. Judío chõ se re. Tarso jenda chõ se re. Sucha tubɨrɨã tuchɨ que Tarso de Cilíciaa ra. Tacheẽ na mbia je, aechɨ̃ nguiã ndeje, ɨ que Pablo ererecua je ra. 
ACT.21.40	—Eno. Echeẽ ee, ɨ que ererecua ra. Eironguia ibate rese que Pablo ñɨ juã nda. O que emee mbia mbuquɨrɨrɨ ra. Mbia quɨrɨrɨ mose que ñee ee ra. Judíos cheẽ ngue esaã mbia je ra.
ACT.22.1	—Seataque, seandu rã. “Eɨcuã”, jenyechɨ̃ nguiã seje. Nyebe tacheẽ jẽje, ɨ que Pablo ra. 
ACT.22.2	Pablo judíos cheẽ naa mose, mbia que quɨrɨrɨ ja tuchɨ cote ra. Pablo que ñee mbeɨ mbia je ra. 
ACT.22.3	—Judío chõ se re. Társoo que achaacuquia ra. Tarso de Cilicia. Aa que atiarõ nda. Jerusalén ngue atiarõ nda. Gamaliel que sembaaquiatusa ra. Nanderameɨ nduɨ sɨ que sembaaquiatu quiatu ra. Eraã sɨ. Dios cheẽ ngue amumba sereã tuchɨ ra. Sã jẽɨngo namo ã no. 
ACT.22.4	Seɨcuã tuchɨ que eriqui Jesús quiato je nyii ra. Emo emo ngue aɨquia chee ra. Emo emo ngue aru aru quia tarõ nda. Mbia ninisi abe que atarõ tarõ nguia ra. 
ACT.22.5	Sacerdote rerecua que cartas mondo seje ra. Judíos rerecua abe que cartas mondo seje ra. Damáscoo nda aso nguiã ererao chã. Judíos je nda cartas arao nguiã ña. Hue jenda je. Damáscoo nda aso nguiã ña. Jesús quiato requia requia. Aa nda aru nguiã tarõ ña. Aa nda aru nguiã eiruã nua ña. Jenderecua ũquɨ̃ ɨcuate raque. Jeñee ee ae.
ACT.22.6	Acuasẽ nda Damáscoo chã nde. Tenda ibate que tata mo tu seresae ra. Ibate sɨ que eru ra. Tata rendi que seresae tuchɨ ra. Sembua tuchɨ que ra. 
ACT.22.7	Tata rendi rese mae mose que acoɨ oso íbii ra. Echeẽ mo ngue achandu ra. “Saulo, Saulo. ¿Mbaerã ndeɨcuãte riqui seje re?” ɨ que seje ra. 
ACT.22.8	“¿Aba nde re?” ae que ee ra. “Jesús rei se. Nazaret jenda. Ae je ndeɨcuãte riqui”, ɨ que seje ra. 
ACT.22.9	Seresenda que siquiche tuchɨ ra. Mae ndei ngue tata rese re. Echeẽ nguia echanuate nguiã. 
ACT.22.10	“¿Mañɨ ae ra se re, Sererecua?” ae que se ra. “Dios que ndeirabo ra. Ehuã cote. Ecuasẽ oso cote. Damáscoo. Mbae rɨɨ̃ nda acheẽ ja ndeje huee cote”, ɨ que Jesús seje ra. 
ACT.22.11	Tata rendi que seresa mungue ra. Seresayã. Nyebe seresenda sererao nguiã seo rese. Damáscoo.
ACT.22.12	Huee que emo ndiqu i ra. Ananías, ɨ que ee ra. Moisé s cheẽ ngue emumbayã tuchɨ quia ra. Judíos hue jenda que ñee turã ja quia ee ra. 
ACT.22.13	Ananías que tu serea ra. Ñee ngue seje ra. “Saulo, Jesús quiato ereɨco co cote. Emae cote”, ɨ que seje ra. Seresa turã ngue cote ra. Amae ngue erese cote ra. 
ACT.22.14	Ananías que ñee seje ra. “Nanderu rerecua que Dios ra. Dios que ndeisi cose ra. Ae Dios choseɨ quia, ũquɨ̃ ɨcua sacuã ngue Dios ndeisi cose ra. Jesús turã ndese mae sacuã ngue ndeisi cose ra. Jesús cheẽ andu sacuã ngue ndeisi cose ra. 
ACT.22.15	Dios cheẽ nda eresenei senei mbia ja je cote. Ae erechandu, ũquɨ̃ nda eresenei senei mbia ja je cote. Ae rese eremae, ũquɨ̃ nda eresenei senei mbia ja je cote. 
ACT.22.16	¿Mbaerã ereɨco chõte a re? Ehuã na. Sã Jesús quiato bautizar ɨ ndeje. Echeẽ na Jesucristo je. Sã Dios ndeɨcuã mbutiã”, ɨ que Ananías seje ra.
ACT.22.17	Achube que Jerusalén nda. Aso que ñee Dios je ra. Dios chuchúaa. Huee que Jesús atea cuu ra. 
ACT.22.18	Jesús que atea ra. Ñee ngue seje ra. “Eso asi Jerusalén sɨ. A jenda ra ndecheẽ mumba mumbate, nde serenei nenei mose. Eso erecha” ɨ que Jesús seje ra. 
ACT.22.19	Acheẽ ngue Jesús je ra. “Sererecua, a jenda que seɨcuate nyii ra. Seɨcuãte que eriqui nyii ra. Jesús quiato que asirõ sirõ nguia judíos chumunuasa sɨ nyii ra. Atarõ tarõ ngue sequia ra. Airuã nua ngue sequia nyii ra. 
ACT.22.20	Mbia Esteban ɨquia mose, seyate que ũquɨ̃ mose ra. Huee que aɨco ra. Eɨquiasa ɨrao que asaarõ nda”, ae que Jesús je cuu ra. 
ACT.22.21	Jesús que ñee seje ra. “Eso. Taremondo ɨsho. Secheẽ nda eresenei seneite judíos eã je”, ɨ que Jesús seje ra, ɨ que Pablo mbia je ra.
ACT.22.22	Judíos eã nɨɨ ñee mose que mbia nyiibute cote ra. Pablo cheẽ andu sereã cote. —¡Pablo nandeɨquia rei jẽ! Ɨ̃ nda eriquíã cote, ɨ que judíos tasẽ tasẽ nda. 
ACT.22.23	Mbia paama ɨ ja Pablo je. Tasẽ tasẽ. Huɨɨrao mbaaba aba. Ibi tuba ara ara mombo mombo ibate. 
ACT.22.24	Soldados rerecua que ñee cote ra. —Pablo jendao matã. ¡Nandeiruã nua jẽ! Ɨ̃ nda ñee, ɨ que ererecua ra. —¿Mbaerã mbia ñee ɨcuã ɨcuã ndeje re? ɨ Pablo je. 
ACT.22.25	Soldados que Pablo chucua ra. Iruã nua nda eña nde. Pablo que ñee capitán je cote ra. —¿Mbaerã nda seiruã nua nde? Romano ño se resẽ. Mbae ɨcuã asaã eãte resẽ, ɨ que ra. 
ACT.22.26	Capitán ngue oso ererecua mbiirandu cote ra. Pablo cheẽ nguire. —¡Ereiruã nuachɨ̃ nda jẽ! Romano ño ae re, ɨ que capitán nda. 
ACT.22.27	Ererecua que oso ñee Pablo je cote ra. ¿Romano nde re? ɨ que ee ra. Ae, ɨ que ee ra. 
ACT.22.28	Ererecua que ñee mbe ee ra. —Mbae isiquia que amondo tuchɨ mbia je ra. “Romano” ɨ nonde seje, ɨ que ererecua Pablo je ra. Pablo que ñee ee ra. —Romano mbeɨ chõ se re. Sechɨacuquia mosenda beɨ, ɨ que ra. 
ACT.22.29	Pablo iruã nua eã ngue cote ra. Mbia que huɨ esɨ cote ra. Mbia siquiche ja tuchɨ que cote ra. —Pablo nandechucuachɨ̃. Romano ño eriqui re, ɨ que mbia cote ra. Ererecua abe que siquiche tuchɨ cote ra. Pablo o cuare.
ACT.22.30	—¿Mbaerã judíos paama ɨ Pablo je re? ɨ que soldados rerecua ra. Isamamɨ ngue ererecua ataque munua cote ra. Sacerdote rerecua ja. Ameɨ ererecua ja. Pablo que ecuruchoɨ ererecua achõ je cote ra. Ũquɨ̃ ererecua ñee sacuã ee.
ACT.23.1	Pablo que mae huɨ̃ ererecua ja rese ra. Ñee ngue ee ra. —Seresenda, mbae turã ndese aɨco beɨ co. Namo abe. Nyebe sesiquicheã mbeɨ riqui Dios sɨ co, ɨ que Pablo ra. 
ACT.23.2	Ananías, ɨ sacerdote rerecua je. Aque que ñee Pablo ji jenda je ra. —Pablo churu rese jengua, ɨ que ra. 
ACT.23.3	Pablo que ñee ee cote ra. —Dios ra ucua nderese jẽ. Ndeturã eresaã ñooñochɨ̃ nguiã. “¡Moisés cheẽ nda jemumbachɨ̃ jẽ!” ere rei que ure je. ¿Mbaerã ereɨco echeẽ mumba mumba nde re? “Jengua Pablo churu rese”, ere chõchɨ̃ nguiã serɨɨ̃. Moisés cheẽ mumba, ɨ que Pablo ee ra. 
ACT.23.4	Pablo cheẽ andusa que ñee asite ee ra. —¿Mbaerã erecheẽ ɨcuã sacerdote rerecua je re? Dios emɨngo rei a resẽ, ɨ que Pablo je ra. 
ACT.23.5	Pablo que ñee ee ra. —Sacerdote rerecua eã eriqui reɨ̃ nguiã seje. Ɨ̃ nda acheẽ eãte erɨɨ̃. Aɨcuayãte quia ñɨ se re. “Jenderecua rɨɨ̃ jẽɨngochɨ̃ nguiã ñee ɨcuã”, ɨ rei que Dios ñee nande je resẽ, ɨ que Pablo ra.
