GEN.1.4	Tsî Elob ge ge mû, ǃnâb a ǃgâi ǃkhaisa; tsî Elob ge ǀgorasa ǃnâb tsî ǃkhaenab tsîkha ǁaegu ge dī.
ISA.18.4	Nētib ge ǃKhūba tita ǃoa mî xui-ao: Tita ge ǂkhîse ǂnû tsî nî kō ti ǁanǃkhais ǃnâ ǃhore ra ǀgammi khami, ǀapib khaoǃgâ ǀnanus ǀaub dis khami ǃgaoǁaeb di ǀgammi ǃnâ.
ISA.18.5	ǃGaos aiǃâ ǃumis ga ǀoao, tsî ora ǂauxûiǂûb ga ǁano, ob ge ǁîba ǂgonaga gôas ǀkha ǃgaoǁnâ, tsî ǂgonaga nîra dībē tsî ǁhāǁnâ xui-ao.
ISA.18.6	On ge ǀhûpe ǀâ-anin ǃhomgu din tsî ǀgurun ǃhūbaib dina nîra ǁnābahe; on ge ǀâ-anina ǁîna ǁîn ai ǁkhunaba nî hâǃkharu, tsî ǀgurun ǃhūbaib din hoan ge ǁîn ai saoba nî hâǃkharu.
ISA.19.2	Tita ge Egipteǁîna Egipteǁîn ǀkha nîra ǂgāǁae xui-ao, o-i ge mâ-i hoa-e ǁî-i di ǃgâsaba nîra ǃkhamū, ǃāsa ǃās ǃoagu, gaosisa gaosis ǃoagu.
ISA.19.3	Os ge gagas Egipteǁîn disa ǃnāb ân ǃnâ nîra kā tsî ǀapes âna ta ge tita nîra hapu, ǁgoasin ge ǁîn di ǁgôa-elogu tsî ǁgâuanū-aon tsî ǁō hân gagadi tsî aimûǀgaru-aon tsîn ai nîra dî.
ISA.19.4	Tsî tita ge Egipteǁîna karosa ǀhonkhoen ǃomǁae nîra mā tsî ǁkhō gao-aob ge ǁîna nîra gaoǂam, tib ra ǃKhūb ǂnubidi di ǃKhūba mî.
ISA.19.5	Tsî gu ge ǁgamgu hurib diga nîra ǀari tsî Nylǃāb ge ǀari tsî nîra ǂnâ.
ISA.19.6	Tsî gu ge ǁkhāti Egipteb ǃāga nîra ǁkhaedawahe; tsî gu nîra xuriǂuihe, tsî ǁkhaeǀhaohe hâ dâuga nîra ǀari. ǂĀb tsî ǀharub tsîkha ge nîra ǃū.
ISA.19.7	Tapirǀgâb, Nylǃāb tawa Nylǃāb amǃgâ mâb, tsî Nylǃāb amǃgâ tsorohe hân hoan ge nîra ǂnâ, ǃhaebēhe tsîn ge nîra kā.
ISA.19.8	O gu ge ǁauǃkhō-aoga nîra ǃoa, o gu ge ǁnāgu, ǁauǃkhō-ūǀurisa Nylǃāb ǃnâ ra aoǂgāga nîra ǃoa, tsî ǀûide ǁgamgu ai ra aoǂuigu ge nîra tsanaǁkhui.
ISA.19.9	O gu ge ǀui vlasa ra sîsenga nîra tao, wevergu ǃuri ǃkhaib digu ona.
ISA.19.10	Tsîn ge ǃgaoǃgaodi ân ǀkha nîra ǂkhūǂkhūhe ǁnān sîsenamǃnâs ama ra sîsenn ge nî ǃoaǃoahe.
ISA.19.11	Amase gu ge Soans di gaosaga a gâre, ǀapes gā-aigu Faraob di ǀapemā-aogu dis ge go ǁnâuǃāo xū kai. Mati du kha ǁnâi Faraob ǃoa: Tita ge gā-aigu di ôa ta, kai gao-aogu di ôata, ti nî mî?
ISA.19.12	Mapa gu ǁnâi hâ sa gā-aiga? A gu ǁnâi satsa ǂanǂan, î gu mûǂan, tare-eb ǃKhūb ǂnubidi diba Egipteba ǂâibasenū hâ ǃkhaisa.
ISA.19.13	Gaosagu Soans digu ge go gâre, gaosagu Memfis digu ge gāhe hâ; ǁîgu ge Egipteb ona ra ǂhapu kai, ǃhaodi âb di ǀkhâuǀams kōse.
ISA.19.16	ǁNātsēn ge Egipteǁîna tarase nîra ī, tsîn ge ǀkhū tsî nîra ǃao, gons ǃKhūb ǂnubidi dib di ǃommi ǁînab nî gongonǀîb dis ǃaroma.
ISA.19.17	Tsî ǃhūb Judab dib ge Egipteǁîna ǃhurise nîra ība, ǁî ǃkhaisa ga ǂhôa-i hoa-i, ǁnā-i ge ǁî-i ǂû-i ǃnâ nîra ǃao, ǃKhūb ǂnubidi dib di ǂâibasens ǁînab ǂâibasenū hâs xa.
ISA.19.19	ǁNātsēb ge ǃKhūba altar-e nîra ūhâ Egipteǃhūb di ǁaegub ǃnâ, tsî ǃKhūba ǂnûikhâibahe hâ sao-e ǁîb di ǀkharib tawa.
ISA.19.20	Tsî i ge ǃKhūb ǂnubidi diba saose tsî ǀhûǀguitimîse nîra ība Egipteǃhūb ǃnâ. ǁÎn ge ǃKhūb ǃoa nîra ǂgai xui-ao, ǁgâiǀā-aon ǂama, tsî ǁîb ge ǁîna Hui-ao tsî ǀHonkhoese nîra ība, ǁîna nîra oreba.
ISA.19.21	Tsî ǃKhūb ge Egipteǁîna nîra ǂansaba, tsî Egipteǁîn ge ǃKhūba ǁnātsē nîra ǂan, tsîn ge ǁîba nîra ǃoaba ǂāǁguibas ǀkha tsî ǂûǁguibas ǀkha, tsîn ge ǃKhūba mîmâi-e mîmâiba tsî nîra matare.
ISA.19.22	Tsî ǃKhūb ge Egipteǁîna ǃgarise nîra ǂnau; xaweb ge ǁkhāti nîra ǂgauǂgau, tsîn ge ǃKhūb ǃoa nîra ǃhobasen, tsî ǁîb ge ǁîna nîra ǁnâu-am tsîb ge ǁîna nîra ǂuruǂuru.
ISA.19.23	ǁNātsē i ge ǂhauǂhauhe hâ dao-e nîra hâ, Egipteba xu Asiriab ǃoa, on ge Asiriaǁîna Egipteb ǃnâ tsî Egipteǁîna Asiriab ǃnâ nîra sī ǁkhā; on ge Egipteǁîna Asiriaǁîn ǀkha ǃKhūba nîra ǃoaba.
ISA.19.24	ǁNātsēb ge Israela ǃnonaǁîse nîra ī Egipteǁîn ǀkha tsî Asiriaǁîn ǀkha ǀkhaeb ase ǃhūb di ǁaegub ǃnâ.
ISA.20.3	ǃNubaib ge ǃKhūba ge mî: Ti ǃgāb Jesajab ra ǀōǀkhā tsî ǀōǂai hâse ǃnona kurigu kōse ǃgû khami, sao-i tsî buruburuxa-i ase Egipteb tsî Etiopiab ǂama.
ISA.20.4	ǁNās ǁkhās xaseb ge gao-aob Asiriab diba ǃkhōsan Egipteǁîn din ǁnā Etiopiaǁîn, hîa nî ǂgaeǂguibēhen, ǂkhamn tsî kain tsîna ǀōǀkhā tsî ǀōǂai tsî ǀōǂarese nîra doeǁgabē Egipteǁîn di taob ase.
ISA.20.5	Tsîn ge ǃhuri tsî nîra tao ǁnā Etiopiaǁîn hîan ge ǂgomaiǂnûin xa tsî Egipteǁîna ǁîn koasenni xa.
ISA.20.6	On ge ǁansaben nē ǃnāǃnuis dina ǁnātsē nîra mî: Mû, ǁnātib ge ǁnāba ge hāǂamhe, ǁîb ai da ge ǂgomǃgâsenni, ǁîb ǃoa da ge huib ǃaroma ǁhâba, Asiriab gao-aob di aisa xu da nî orehega. Tsî mati da kha sada nî ûi?
ISA.21.2	Karosa ai-e ta ge tita go ǂhaiǂhaibahe: ǂGomǂgomsa tama-i ge ǂgomǂgomsa tamase ra dī, hîǀhuru-ao-i ge ra hîǀhuru. ǂOaxa Elamtse, xāǂgā si Mediatse! Tita ge ǀhâimâinǀoms âsa go ǀû kai.
ISA.21.3	ǁNā-amagab ge ti kamanaba kai ǁō-i xa ǀoa hâ, tsûgu ge tita go ǃkhō, tsûgu xas ra ǁnās ǁora rasa ǃkhōhe xase; tita ge ǁnâus xa ra ǃgamǃgâ, tita ge kōǀîs xa go ǃhurigâ.
ISA.21.4	Ti ǂgaob ra ǁhapu, ǃhurib xa ta ge go hāǂamhe; tsuxub ǁkhore ta hâbab ra ǀkhūǀkhūxū kaiba te.
ISA.21.5	Tāba ǁāǁā îts kōǃgâ, ǃûi-aotse; ǂû î du ā! Khâi gaosago, î go khōsikhōba ǂkhauǀkhā!
ISA.21.6	Nētib ge ǃKhūba tita ǃoa mî xuige: ǃGû, îts ǃûi-ao-e ǂnûi, î mû i nî xū-e mîba.
ISA.21.11	ǂHôas Dumab xa hâs: Seira xun ra ǂgaiǀî te: ǃÛi-aotse, matikōb a tsuxuba? ǃÛi-aotse matikōb a tsuxuba?
ISA.21.12	Ob ge ǃûi-aoba ge mî: ǁGoas go ǁgoa, xawe i ge ganupe a ǃkhae. Dî ǂgao du kao, dî du re; ǁkhawa oa, î du hā re.
ISA.21.13	ǂHôas Arabiab xa hâs: ǁOes Arabiab dis ǃnâ du ge nîra hâǂkhai, sadu Dedanǁî ǃgû-aodo.
ISA.21.14	ǁGâ hâba du ǃgûǃoa re ǁgam-i ǀkha; ǁansaben Temab di ǃhūb din ge ǁhâsabena pereb ǀkha ge ǃgûǃoa.
ISA.21.15	Gôagan ra ǁhâxū xui-ao, ǂgaeǂuihesa gôaba xu, ǂgaeǃnâhesa khāsa xu tsî ǃgommi torob diba xu.
ISA.21.17	Tsî ǃgau ka ǀgaus ǁkhâu-aogu dis, Kedarǁîn di ǁē-aogu ge nîra ǂkhari; ǃKhūb Israeli di Elob go ǃhoa xui-ao.
ISA.22.2	Sas kai ǀōb xa ge hâ is, sas ǂkhupixa ǃās, sas dâxa ǃāse. Sa ǃgamhesan ge gôab ǀkha ǃgamhe tama hâ, tsî ǃkhammi ǃnâ ǁō tama hâ.
ISA.22.3	Sa ǂamsagu ge ǀhûpe ge ǃhū; ǁîgu ge ǁkhâu-aogu xa ge ǃkhōhe, sa ǃnâ ge hōhen hoan ge ǃgaeǀhûhe hâ, ǁîn ge ǃnūse ge ǁhâ.
ISA.22.4	ǁNā-amaga ta ge tita ge mî: Aisa tita xu unu, î ta ause ā. Tā ǁgūǀkhā te, ǁkhaeǂgao te du nîga hîǀhurus ti ǁaes di ôas dis ǂama.
ISA.22.5	Nēs ge tsēs gongonǃnâs dis, tsî dāǃgâs dis, tsî ǂkhupib dis, ǃKhūb ǂnubidi di ǃKhūba xu go hāsa xuige, ais di ǃgoaǃnāb ǃnâ, tsēs ǂnubiǂgoab ra khôahes dis tsî ǃhommiǀî ra ǀō ǃaus disa.
ISA.22.6	Elammi ge ǂāǁhōba ge ū, aob ge kunis ai hâ, ǃgapi-aogu on ge hâ; tsî Kiri ge khōsikhōba ra napanapa.
ISA.22.7	Tsî i ge nîra ī, ǃkhōǂuihesa ǃgoaǃnāgu âs kunidi xa nîra ǀoa tsî ǃgapi-aogu ǁābǀî nîra mâsī ǃkhaisa.
ISA.22.9	o du ge ǂapagu Davib ǃās diga nîra mû, ǁîgu a ǂgui ǃkhaisa; tsî du ge ǁgamgu ǃnaga ǁgoe ǀaus diga nîra ǀhaohao.
ISA.22.11	Tsî du ge ǁkhāti ǀhû-ā-e nîra dī ǀgam ǂgoakha ǁaegu, ǀoro ǀhôa ra gu di ǁgamgu ǂama, xawe du ge ǁNāb, nēna ra dīb ai kōǃapa tide, tsî du ge ǁkhāti ǁNāb, hugasa xu nēna ge kurub ai ǃgaoǃgâ tide.
ISA.22.12	Ob ge ǃKhūb, ǂnubidi di ǃKhūba ǁnātsē nîra ǂgai, ās ǁga tsî ǃgaes ǁga tsî ǃgoradanasib ǁga tsî ǁhōǃgaesens ǁga.
ISA.22.14	Xawe ǃKhūb ǂnubidi dib ge ti ǂgaera ǃnâ ǂhaiǂhaisen: Nē ǂhanuoǃnâsiba du ǀûbahe tide, ǁō du nîs kōse, tib ra ǃKhūb ǂnubidi di ǃKhūba mî, ti.
ISA.22.16	Tare-ets nēpa ūhâ, tari-ets nēpa ūhâ, ots nēpa ǁao-e go ǁhāǂuibasen, ǁnāb ǁaos âba ǀgapiseb ǃnâ ra ǁhāǂuibasenni xase, ǁanǃkhai-e ǃhaob ǃnâ ra xoaǂgā kaib xase?
ISA.22.17	Mû, ǃKhūb ge satsa nîra ǃgombē aorekhoesi ǃgombē-i ǀkha, tsî ǁîb ge nîra ǃgomǂnûi tsi.
ISA.22.18	ǁÎb ge nîra gababē tsi, sats khoets ra bolsa gaba khami, ǃhū-i hîa hara-i ǃoa, ǁnāpats ge satsa nîra ǁō, tsî ǁnāpa di ge sa îkunide nîra hâ, sats, sa ǀhonkhoeb ommi di taoxūse ītse!
ISA.22.19	Tsî tita ge satsa nîra ǂhāǁnâ, hâts a ǃkhaisa xu, tsî sa sîsenǃkhaisa xuts ge nîra hîkākāhe.
ISA.22.21	Tsî tita ge ǁîba sa saraba nîra ǂgaeǂgā, tsî tita ge ǁîba sa ǃgaesenni ǀkha nîra ǀgaiǀgai. Tsî gaosis âtsa ta ge tita ǁîb ǃomǁae nîra mā, ob ge ǁîba Jerusalems di ǁansaben tsî Judab di omma ǁgûse nîra ība.
ISA.22.23	Tita ge ǁîba ǀurida-i khami ǁaposa ǃkhai-i ǃnâ nîra ǃgâuǂgā, ob ge ǂnû-aiǃnaos ǃgôasib dise ǁgûb di omma nîra ība.
ISA.22.24	Tsîn ge ǁîb tawa nîra ǂgāmâi ǁgûb ommi di ǂkhaisib hoab, ūǀkhīn tsî surib dib hoaba, ǁkhāti ǂkhari xapan hoana, xapan ǃoredi dina xu ǂgoaxapan hoan kōse.
ISA.22.25	ǁNā tsēs ge, tib ra ǃKhūb ǂnubidi diba mî, ǁnā ǀurib, ǁaposa ǃkhai-i ǃnâ ge ǃgâuǂgāhe hâ iba, nîra ūbēhe, ob ge khôa tsî nîra ǁnā, ob ge ǃgommi, ǁîb ai hâba, nîra ǃgaoǁnâhe. ǃKhūb go ǁîsa mî xui-ao.
ISA.23.2	ǃNō re, sadu ǃnāǃnuis di ǁansabedo, sadu Sidons di gao-aogu, huriba ra ǃgâugu xa ge ǀoaǀoahedo.
ISA.23.3	Tsî kai ǁgamgu tawab ge ǃkhommi Sihori diba, Nylǃāb ǃgaos di xūba, ǁîs di hōǂgābasenxū ge i, tsî ǁîs ge ǁaedi di ǁamaguǃkhai ge i.
ISA.23.4	Tao, Sidonse, hurib ra ǃhoa, ā, ǁaposasib hurib dib ra ǃhoa, mî raǃâ: Tita ge ǁoratsû-i xare-e ūhâ tama ge hâ i, tsî ta ǁkhāti ǁora tama hâ; tsî ta ǂkhamkhoega kaikai tama tsî ǂkhamkhoede kaikai tama.
ISA.23.5	ǂHôas Egipteb dis ge ī i xasen ge ǁkhāti tsûb ǃnâ hâ, Tires xan ga ǁnâuo.
ISA.23.6	ǃGâu Tarsis ǃoa, ā re, sadu ǃnāǃnuis di ǁansabedo.
ISA.23.7	Nēsa kha sadu di dâxa ǃāsa, hugakam tsēde xu ge hâ isa, ǁîs di ǂaira ǂûra ge ǁîsa ǃnūse nîra tanibē ǃhao khoeses nî hâga?
ISA.23.9	ǃKhūb ǂnubidi dib ge ǁîsa ge ǂâibasen, anra ǃguriǂgaoxasib hoabab nî ǀuriǀuriga, tsî hoan xa ǂkhaisan ǃhūbaib dinab nî ǃgamǃgamga.
ISA.23.11	ǁÎb ge ǃommi âba ge ǀhōǂui hurib ǂama, ǁîb ge gaoside ge gongonǃnâ, ǃKhūb ge mîmāsa ge mā Kanaanni ǃoagu, ǁaposa ǃkhaidi âb nî hîkākāhe, ti.
ISA.23.13	Kō, Xaldeaǁîn di ǃhūba: ǁNās ge ǁaes ǀkhai ge isa, Asiriab ge ǁnān ǃgaroǃhūb ǃnâ ǁan hâna ge ǃgaoǃgaoba, ǁîn ge ǁaposa ǃkhaidi âna ge ǂnûikhâi tsî î-omgu âna ge ǂnubi, xawe ǁîb ge ǁîna ge hîǀhuru.
ISA.23.14	Ā re, sago Tarsis di doe-omgo, sago di ǁaposa ǃkhais hîkākāhe hâ xuige.
ISA.23.15	Tsî i ge ǁnātsē nîra ī, Tires nîra ǀuruhe ǃkhaisa, hûdisi kurigu kōse, ǀgui gao-aob di tsēdi ī khami, xawe hûdisi kurigu di ǀunis ais ge Tiresa ǁnā ǀai-aoǁnaetsanase nîra ī:
ISA.23.16	Harpsa ū îs ǃāsa ǃgûǂnamipe, sas ǀuruhe hâ ǀai-aose; ǃgâise ǀkhō îs ǀoasa amde ǁnae, în sas xa ǂâi.
ISA.23.17	Ī i nîra xuige, ǁnā hûdisi kurigu di ǀunis ai ǃKhūb nîra Tiresa ôaǃnâ ǃkhaisa, os ge ǁîs di amǃnâs ǀai-aosis dis ǃoa nîra oa tsîs ge nîra ǀai gaosidi ǃhūbaib didi, ǃhūbaib ai hâdi hoadi ǀkha.
ISA.23.18	Tsî ǁamas âs tsî ǀai-ao-amǃnâs âs ge ǃKhūba nîra ǃanuba, ǁîs ge ǁuise ǀhaoǀhaohe tsî ǂganamhe tide, tsî ǁamas âs ge ǁnān ǃKhūb aiǃâ ǁan hâna nîra hâba, ǂûǁân nîga, tsî ǃgomǀgausa saranan nî ūhâga.
ISA.24.1	Mû, ǃKhūb ra ǃhūba ǀkhaiǃnâ kai, tsîb ra ǁîba ǃū-aisa kai; tsî ǁîb ra īsib âba dawaǃkhupu tsîb ra ǁansaben âba ǀgaruǀgaru.
ISA.24.2	Tsî ǁaes īs ǁkhās khamib ge pristera nîra ī, ǃgāb khami ǁnāti ǀhonkhoeb âba, ǃgās khami ǁnāti ǀhonkhoes âsa, ǁama rab khami ǁnāti ǁamaxū raba, ǀkhupi rab khami ǁnāti ǀkhupi-aoba, surude-aob khami, ǁnāti ǁnāb surudemā-aoba.
ISA.24.3	ǃHūbaib ge ǀkhaiǃnâ kaihe tsî nîra ǀâǀhanaǃarihe, ǃKhūb go nē mîsa ǃhoa xui-ao.
ISA.24.4	ǃHūbaib ra ǃoa, ǁîb ra ǃū, ǃhūbaib ra kā tsî ra ǃū, ǀgapikhoen ǃhūbaib ǁaes din ra kā.
ISA.24.5	ǃHūbaib ge ǂnaoǂnaosen hâ ǁansaben âb xa; ǂhanugan ra ǃûǂam, ǂnûiǂgāden ra ǀkharaǀkhara, ǀamo ǃgaeǀhaosan ra ǁauǁau xui-ao.
ISA.24.6	ǁNā-amagab ra ǀâxareba ǃhūbaiba hapu tsî ǁnān ǁîb ǃnâ ǁan hân ge nîra hîǀhuruhe. ǁNā-amagan ge ǁansaben ǃhūbaib dina nîra khauǃkhūhe, tsî ǀoro khoeron ǀguin ge nîra ǃgau.
ISA.24.9	ǁÎn ge ǁnaen ra hîa ǂauxûiba ā tide; ǀgaisa xûib ge ǁnān ǁîba ga āna nîra auba.
ISA.24.10	ǃŪ-aisa ǃās ge khôaǂkhūhe hâ; omdi hoadi ge a ǀkhaiǃnâ, khoe-i xare-i a ǂgâ ǁoas kōse.
ISA.24.11	Tsûsa ǂgai-i ge daogu ai hâ ǂauxûib ǃaroma, ǃgâiaǂgaob a ǀkhai, dâb ǃhūb dib go kā.
ISA.24.12	Hîǀhurus ǀguis ge ǃās ǃnâ go ǃgau, tsî ǀō raseb ra ǁāba khôaǂkhūǂkhūhe.
ISA.24.14	Nēn ge dommi âna nîra ǃhâkhâi, ǁîn ge dâxase nîra ǁnae; ǂkhaisib ǃKhūb dib xan ge huriba xu nîra dâ.
ISA.24.15	ǁNā-amaga ǃKhūba ǃkhōǀkhā soreǃhūgu ǃnâ, î du ǃnāǃnuidi hurib didi ǃnâ ǀons ǃKhūb Israeli Elob disa koa.
ISA.24.16	ǀKhâuǀams ǃhūbaib disa xu da ge psalmde ra ǁnâu: ǃKhōǀkhā re ǂHanu-aiba, ti. O ta ge tita ra mî: ǂGaba ta ra, ǂgaba ta ra, ae, tita-e! Îǂhôaoǃnân ra ǂgomǂgomsa tamase sîsen, tsî ǂgomǂgomsa tamasen ra îǂhôaoǃnâna îǂhôaoǃnâse sîsen!
ISA.24.17	ǃAob tsî āb tsî ǁnoab tsîna an sadu ǂama hā, ǃhūbaib di ǁansabedo.
ISA.24.22	Tsîn ge nîra ǃkhōǀhaoǀhaohe ā-i ǃnâ ǃkhōsan khami; tsîn ge ǃkhō-oms ǃnâ nîra ǂganamhe, xawen ge ǀoasa tsēdi khaoǃgâ ǁkhawa nîra ôahe.
ISA.25.1	ǃKhūtse, sats ge a ti Elo; satsa ta ge nî kaikai, sa ǀonsa ta ge nî koa, sats ge buruxa dīna gere dī xui-ao, sa ǀapeǀape-aidi ge hugasa xu ama tsî a ǁaposa.
ISA.25.2	Sats ge ǃāsa ge ǀuiǁkhopo kai, ǁaposa ǃāsa ge ǂkhū hâ ǁkhobo kai, î-ommi ǃhao khoen dibats ge ǀkhai a ǃkhai kai; ǀamosib kōseb ǂnubihe tidese.
ISA.25.3	ǁNā-amagas ge ǀgaisa ǁaesa satsa nîra ǃgôa; ǃādi tiranǁaedi didi ge satsa nîra ǃao.
ISA.25.5	ǀGammi ǂnâsa ǃhūb ǃnâ ī khamits ge satsa ǃhao khoen di ǂkhupiba ra ǁgâiǁgui, ǀgammi ǁau ǀnanu-i di sommi xa ra kara kaihes ǁkhās xases ge ǁnaes tirangu disa nîra ǃgamǃgamhe.
ISA.25.7	Tsî ǁîb ge nē ǃhommi ai ǁnā ǃgū-aiǃkhaib, ǁaedi hoadi ǁîb ǀkha ǃgū-aihe hâba nîra hîkākā, tsî ǂganais, ǃhaodi hoadi ǁîs ǀkha ǂganaihe hâsa;
ISA.25.10	ǃKhūb ǃommi nî nē ǃhommi ai sâ xuige; xawe Moab ge ǁîb ǃnaga nîra dāǃgâhe, ǃhoroǃgaodan ra ǀaruxa ǃkhai-i ǃnâ dāǃgâhe khami.
ISA.25.11	Tsîb ge ǁîn ǁaegu ǃomkha âba nîra khoraǃā, tsâ-aob ra ǁîkha khoraǃā xase, xawe ǁîb ge ǃgurib âna nîra ǃgamǃgam, ǃomkha âb di ǁôakha ǀkha.
ISA.25.12	Tsî ǁîb ge ǁaposa ǃkhaidi sa ǀgapi ǂnubiǂgoagu dide nîra ǃgamǃgam, ā, ǁîb ge ǁîde tsarab kōse nîra sī kai.
ISA.26.3	ǁAposa ǂâibasens ge nēsa sats nî ǂkhî-i hoa-e sâusa, sa ain ge ǂgomaiǂnûi xui-ao.
ISA.26.5	ǁÎb ra ǀgapise ǂnôana ǃgamǃgam, ǁnā ǀgapi ǃāsa, ǁîb ra ǁîna ǃgamǃgam; ǃhūb kōseb ra ǁîna ǃgamǃgam, ǃhūb kōseb ra ǁîna sī kai.
ISA.26.6	ǂAis ra ǁîna dāǂkhū, ǂaidi ǀkhomǀkhomsaben didi, dāǃharodi ǀgâsan dide.
ISA.26.7	Daob ǂhanu-aib dib ge hoaragase a ǂhau; ǃganni ǂhanu-aib dibats nî satsa ǂhause ǀnō.
ISA.26.9	Ti ǀoms ǀkha ta ge tsuxuba satsa ge ǁkhore; ti gagas, ti ǃnâ hâs on ǀkha ta ge satsa ǃnaupe nîra ôa. Sa ǀgoraǃgâdi ga ǃhūbaib ai hâo, on nî ǁansaben ǃhūbaib dina ǂhanu-aisiba ǁkhāǁkhāsen xui-ao.
ISA.26.10	Eloxoresab ra ǀkhomma dī-ūhe, xaweb ge ǂhanu-aisi-i xare-e ǁkhāǁkhāsen tama hâ; ǁîb ra ǂkhabadī ǃhūb ǂhauǃnâsib dib ǃnâ tsîb ge ǀgapisib ǃKhūb diba kōǀî tama hâ.
ISA.26.11	ǃKhūtse, sa ǃommi a ǀgapi, xawen ge ǁîsa mû tama hâ, xawen ge ǁî-e mû tsî nîra tao; sa ǁaes ǂamats ra tau, tauxasib xa, ǁkhātis ge ǀaesa mâǃoasabena nîra hapu.
ISA.26.12	ǃKhūtse, sats ge sida ǂkhîba nîra ǁāǁāba; sats ge sida ǃkhaidi hoadi ona dība da xui-ao.
ISA.26.13	ǃKhūtse, sida Elotse, sa ose gu ge ǀkhara danakhoega sida ge gaoǂam, xawe sats ǀguitsa xus ge sa ǀons xa da ra ǂâisa.
ISA.26.14	ǁŌ hâǃân ge ǁkhawa ûi tide; kā geǃân ge khâi tide. Sats ge ǁîna ôaǃnâ tsî hîkākā tsî ǂâiǂâisens ǁîn dis hoasats ge ǀaribē amaga.
ISA.26.15	Sats ǃKhūts ge nē ǁaesa ge ǂguiǂgui, ǁaesats ge satsa ge ǂguiǂgui, tsîts ge ge ǂkhaiǂkhaihe, xawets ge ǁîna ǃhūbaib di ǀkhâuǀamdi hoadi kōse ge ǃhaebē.
ISA.26.21	Tsî mû, ǃKhūb ge ǃkhais âba xu nîra ǂoaxa, ǂhanuoǃnâsib ǃhūbaib di ǁansaben dibab nî ǁîn tawa ôaga; ob ge ǃhūbaiba ǀaob âba nîra ǂhaiǂhai, tsî ǃaruǀî ǃgamhe hân âba ǃgū-ai tide.
ISA.27.3	Tita, ǃKhūta ge ǁîba ra ǃûi, mâ mûsǀapiro-i hoa-i ai ta ge ǁîba nîra ǀâǀâ. Khākhoe-i xab ôaǃnâhe tidese ta ge ǁîba nîra ǃûi, tsuxubas kas, tsēas kas hoasa.
ISA.27.4	ǁGôasi-i ge tita tawa a ǀkhai. Tari-e kha tita ǁkhūse tsî ǀgamise nî mâi, torob ǃnâ ǁîba ta nî ǃhabi tsî ǁkhā ǁaeb ai khauǃkhūse?
ISA.27.5	Ti ǀgaisasibab ga ǃkhō-o, ob ge tita ǀkha ǂkhîba nîra dī, ǂkhîbab ge tita ǀkha nîra dī.
ISA.27.7	ǁÎba ǂnaub ge ǁnāb ǁîba ge ǂnaubab ge ǂnau khami? ǃGamheb ge ǁîb di ǃgamsaben ge ǃgamhe khami?
ISA.27.10	ǁAposa ǃās ge nîra ǃū-ai, ǁanǃkhais ǂhāxuhe tsî nîra ǁnāxūhe ǃgaroǃhūb axase xui-ao; ǁnāpan ge tsâuna nîra ǃû, tsî ǁnāpan ge nîra ǁgoe tsî ǂgonagu âba nîra hapu.
ISA.27.11	Tsî ǂgonagu âs ga ǂnâsa, on ge nîra khôaǁnâhe, o di ge tarade nîra hā, tsî ǁîga nîra ǂhubi, ǁnauǃāb â-i ǁae tamas a xui-ao; ǁnā-amagab ge ǁnāb ǁîna ge dība ǁîna ǀkhom tide, tsî ǁîna ge kurub ge ǁîna ǀkhomma mā tide.
ISA.27.12	Tsî i ge ǁnātsē nîra ī, ǃKhūb nîra dāǃnâ ǃkhaisa ǃāba xu Egipteb di ǃāb kōse, xawe sadu ge ǀguiǀguibes ai nîra sākhâihe, sadu Israeli ôado.
ISA.28.1	Tsūba ǁnā ǃgurixa krons, āǁō hân Efraimmi din disa, ǁnā ǂkhaisa anixūs, ǁnā ra ǃkhā-i dis khami īsa, danas kaise kausa ǃgoaǃnāb dis ai hâs, ǂauxûib xa dāhe hân disa.
ISA.28.2	Mû, ǃKhūb ge ǀgaib tsî ǁkhāsiba ūhâ. Dâus ǃnareb dis khami īb, ǁāb hîǀhurus dib khami ība; dâu-i ǀgaisa ǁgamgu, hîa ra dâunarigu di-i khamib ge ǁîba ǃhūbaiba ǃommi ǀkha nîra aoǁgui.
ISA.28.3	ǃGurixa krondi, Efraimmi di āǁō hân didi, ǁîdi ge ǂaidi ǀkha nîra dāǂkhūǂkhūhe.
ISA.28.4	Tsî ǁnā ra ǃkhās ǂkhaisa anixūb âb dis kaise kausa ǃgoaǃnāb di danas ai hâs, ǁîs ge aiǁan hâ ǂûs ǁkhunab dis khami nîra ī, ǁnās khoe-i xas ga mûhe ǃnubai ganupes ǁî-i di ǃomǁae hâ hîa ra hapuhesa.
ISA.28.5	ǁNātsēb ge ǃKhūb ǂnubidi diba ǂkhaisa krons tsî ani ǀgapaxūse ǃgau gen ǁîb di ǁaes dina nîra ība.
ISA.28.6	Tsî gagas ǀgoraǃgâs dise ǁnāb ǀgoraǃgâ nîse ǂnôaba, tsî ǀgaise ǁnān, ǃkhamma ǁāb kōse ra ǁkhaedawana.
