MAT.1.1	Ŋwa'nyə nə ŋkhənyə Yeso Kristo mú David, mú Abraham.
ACT.19.37	Pɔ pyə po dɑ wap sɔ' a, sɔmmo nə pu kɑ hɔ mcò', e lə̀ nəŋ jəmtə si yɔk pɑ. 
ACT.19.38	A pɑ gɑ Demetrio ba mghɛ fa' pyə̀ wap jʉm e a pu a mo ghə shɛ́, bɑ tyɛ' nə fyɛ' shɛ́ bɑ wə̀, pɑ ya'shɛ́ piŋ bɑwə, Guŋ yap awɛ ghɔ dyə fyɛ'. 
ACT.19.39	Bi a shɑ̀ mnwə piŋ jɑ si a, bɑ cu'tə nə gɔ ti nyaptə. 
ACT.19.40	Pɑ si po'o bi a pɑ̀ pu putə wɔk pɑ nə cu'tə yə̌ŋ gɑ́ pɑ̌ tʉɔthə́ bi pɑ sa' guŋ, nə pa' sɔmywə yə bi a pɑ́ pɑ̀ ghɔm gɑ́ ya nə gə tə pɑ cu'tə tə bɑ mco' zhyə́ biŋ bíŋ a, a tə wə pɑ. 
ACT.19.41	E lə ghɔm pɔ cwəlɔ, shwɔ' cu'tə.
ACT.20.1	Paknyə lə cwə tə̀ mǐ Polo ke mghɛ zhi'nwə, hɑ kaktʉɔ bi pu. Biŋ da'nyə wap, tə ntham məjyə Makedonya. 
ACT.20.2	E lə kəka nə yə bɔ ghəŋ awɛ, hɑ kaktʉɔ bi mfɑ̌mfɑ́; gɔ tə ŋkhəm Grikia, 
ACT.20.3	shwə̀ wə̀ nə mŋwə́ tá. Cwə yə e lə pɑ̀ gɔ ko shyə lɑpʉə ghɔ Siria a, pɑ Yudea ko cu'tə cwəpuŋ nə e. E yap cwəlɔ gɑ̀ e gɔ piŋ cyə́ m Makedonya. 
ACT.20.4	Mso ghiŋ pyə pyə pu a pu lə bɑ a, lə bɑ Sopater mu Piro, yə Berea, Aristarko pu Sekundo pɑ̀ Tesalonika, Gayo yə Dɛrbe pu Timotio; 
ACT.20.5	pɔ pɔ gɑ̀ lə tamdzə, ŋkho Troas byap wɔk. 
ACT.20.6	Sɔ' m nə pyə, bɑ tyɛ' Paska lə cyə̌ tə pyə lù guŋ Filipo, ŋkho kənu' gwyə; a cyə mtyɛ'dzʉ mənthɔ̀ tə pyə kwyatə wap Troas, biŋ nthiŋnyə wə nə ta' gap dzʉ́.
ACT.20.7	A lə pɑ̌ nə dəŋdzə tyɛ'dzʉ́ nə gapdzʉ́, pyə cu'tə bɑ bo'nyə msɛ. Pa' dzʉ lə bɑ gɔ lɔ Polo ghɔ a, e lə ghɔmnwə bi mfɑ̌mfɑ́ a sak tə ŋkhəm teŋ mtsʉ̌'. 
ACT.20.8	Mlámbù lə bɑ nə yə zhəŋ dyə thə́ yə pyə lə bɑ pyə cu'tə nə a. 
ACT.20.9	Mú mu' səm tsò tsyə̀ pɑ Etiko yə a lə bɑ̀ e cwə nə kə̌ŋ shwə fǎdyə́ a, lə ti tə ŋʉ̌', Polo yɑwə gɔmghɔ́m. Lwɔk lə ghə mù bɔ fɑ nə zhəŋ dyə́ yɑtá bvʉ́ si, pu nə ghɔ m nə pʉ' e bɑ e pfʉ́. 
ACT.20.10	Polo lə wuŋ fi' cwəlɔ gɔ bəŋ é, ŋkwa e nə bu myə́ gɔm gɑ: Ka po tsɔp nɑ tsɔ, e ka pfʉ̀. 
ACT.20.11	Polo lə piŋ ŋkwɔ' thə̀ cwəlɔ, bo' msɛ, pfɑ, biŋ gɔm nwə tə ŋkhəm fɔkdzʉ, gɔ̌. 
ACT.20.12	Sɔ m nə́ mù mbɛ, pu lɑ é nthʉɔnthʉɔ nə bɑnyə, a pɑ kwa' nə hɑ kaktʉɔ.
ACT.20.13	Pyə lə tamdzə cwəlɔ, ŋkho kənu' gwyə nə gɔ Asos tsʉ' yə pyə lə gɔ lɑ Polo nə a, nə pa' a lə bɑ ě cyə m məjyə̀ dəmcǎ' pa' e lə yǎp nə́ nə gɔ wə́ a. 
ACT.20.14	Polo lə kwyatə wɔk Asos, pyə kwa e nthʉm kənu' gwyə pyə a pu ghɔ m Mitilene. 
ACT.20.15	Pyə lə kǒ wə́, dzʉ̌ lɔ̀ pyə lɑ kənu' gwyə gɔ tə ŋkhəm Kios; a lə pɑ̀ yə mu' jʉ̀m dzʉ̌, pyə cyə Samos, a piŋ nə cyə ta' tyɛ'dzʉ pyə tiŋnyə Trogilion tə ŋwak Mileto. 
ACT.20.16	Polo lə yap gɑ e tə gɔ tiŋnyə pɑ̀, nə pa' e lə bɑwə do'nyə, shəŋ nə kəm Yerusalɛm nə tyɛ' Pantekɔtə
ACT.20.17	Polo lə ko Mileto ŋkhe mghətso cu'tə pɔ Kristo Efeso. 
ACT.20.18	Wap lə kwyatə e, e ghɔm bi pu gɑ: Po zhyə́ pa' ghiŋ tsɑ̌ lɑ pɑ̌ cəcɑ̌ pó tə fɑ tyɛ'dzʉ́ yə ŋ də ŋwak Azia a. 
ACT.20.19	Dɑ lɑ nə fi'nɑ hɑ si pu a shyə̀tsə fa' bi Cyəpɔ nthʉm mləŋtə pu a cu'tə cwəpùŋ yə pɑ Yudea lə ŋkho nə m̀ a. 
ACT.20.20	Ŋ da tə wak sɔmywə yə a lə bi a pɑ̀ a kwitə wɔ a; ŋ də siŋ Cúŋ, ji'tə wɔ dəm sim bɑ m tsʉ' cam. 
ACT.20.21	Mkwinthɛ mə̌ lə bɑ nə ghɔm bi pɑ Yudea ba bi pɑ Grikia gɑ wap kwyəpnyə, shʉ' pɔ Si, biŋ Cyəpɔ yɔk pɑ̀ Yeso.
ACT.20.22	Cwəlɔ, gɑ̌ wə bɑ̀ gɛ cɛ̌ Zhwenyə, bɑ̀ məjyə̀ nə ghɔ m Yerusalɛm. Ŋ khɑ zhyə ywə yə́ a wə̀ bɑ̀wə byap a. 
ACT.20.23	Da' gɑ nə guŋ mtisuŋ awɛ Zhwenyə Dɔlɔ̌ bɑwə siŋ a gɑ gwɑ̀ mtʉ̌ɔ pu a ghəghʉɔ wə byap a. 
ACT.20.24	Ŋ tə yɑwə nyəŋ bɑ sɔm dəŋ nə vɔk a pɑ. Ywə yə gɑ shəŋ a wə bɑ da' gɑ dɑ fa' tsyə Cyəpɔ Yeso lə hɑ bəm a nə ŋkwinthɛ̌ nə mcuŋ pɑpuŋ nə gho' si a, gɔ tə ŋkhəm nə pɑpuŋ.
ACT.20.25	Gɑ̌ wə jyə kwa' pɑpuŋ gɑ̀ wɔ pyə ŋ də siŋ wɔ nwə Nəfo a, tə gɔ la'tə kwi' yɔ sə̀ a pɑ̀. 
ACT.20.26	Bi a pɑ̀ gɔm cwəlɔ dzə po sɔsɔ̌ gɑ gɑ̌ pɑ dɔlɔ̌ nə mcyə mɔ. 
ACT.20.27	Ŋ khɑ lɑ msənyə gə sɔmywə pɑ̀. Gɑ̌ siŋ wɔ guŋ ywə yə Si lə yap a awɛ. 
ACT.20.28	Po wim nɑ̀ tso pɑpuŋ biŋ gwim ka dzə̀ yə Zhwenyə Dɔlɔ̌ dɑ wɔ gə pɑ pyap a. Po khim Cu'tə po Si yə e lə lɑ̀ mcyə myə́ jó a.
ACT.20.29	Gɑ zhyə́ pɑpuŋ gɑ cwə yə gɑ gɔ ghɔ a, mbvʉ̌ go shɔ́kcɔ̌k gɔ ko cəcɑ̌ po, ka dzə lə vɔk wap. 
ACT.20.30	Mghɛ ghɔm cwəpuŋ gɔ təm pɑ cəcɑ̌ po fəŋ mghɛ zhi' nwə yap jʉ̌m pú. 
ACT.20.31	Po ti tə tì bɑ ŋkhamtə gɑ̀ nə dzʉ̀ gu' tá mtsʉ' ba m mɔkcʉ, da tə pwa nə lɑ̀ shyətsə́ nthɔk bǎ ya mo lə nə po. 
ACT.20.32	Cwəlɔ gɑ̌ tak wɔ bi Si ba m nə ghɔm gho' tsyə́ tsyə a bɑ ǎ ghə gʉ' nə ŋkwɑ̀ biŋ gə guŋ pɔ dɔlɔ̌ awɛ sɔ' dzʉ m cʉ' Si a.
ACT.20.33	Ŋ dě tə ghi'nyə ŋkhap, kɑ gɔl, kɑ dzə sɔmmo lɑ. 
ACT.20.34	Bǔ mɔ gɑ, pa' po nə̀ jyə́ a, lé hɑ ywə yə a lə jak ǎ bəm ba m bi mso pɑ̌. 
ACT.20.35	Ŋ də bɑ guŋ mcwə awɛ bɑ da'tə wɔ gɑ́ pu jɔgo' po'o tə ŋkwitə pɔ bwapwǎ, biŋ bɑ̀ ŋkhamtə ghɔm tsyə́ Cyəpɔ Yeso lə ghɔm a, gɑ́ nə hɑ bɑ ǎ ŋwɛnyə shyə nə kwi.
ACT.20.36	Mghɔm mɔ gɑ lə mǐ, pu a pù kam mkwi'tə si, shwyɛ'nyə Si. 
ACT.20.37	A nə mi guŋ yap awɛ lɔ̀, bvʉtə nə Polo nthɛtə e. 
ACT.20.38	Lɔ́ tsap lə dù pa' e lə ghɔm gɑ wap tə gɔ la' tə piŋ yɔ sə é a pɑ́. Wap lə lɑ́ e nə gɔ tə nə kənu' gwyə shya.
ACT.21.1	Pyə a pù lə hapnyə, pyə kó shyə, dé jyə Kos; dzʉ̌ lə nə lɔ́ bɑ pyə ko Rodos, biŋ gɔ tə ŋkho Patara. 
ACT.21.2	Pyə lə ko wə jɔ kənu' gwyə a pɑ̀wə gɔ m Fenikia ŋkho nə́. 
ACT.21.3	Pyə lə ghɔ tə bɑ jɔ Kipro, biŋ fɛ̀ dɑ m Siria, ŋkho Tiro nthəm, a pɑ̀ tsʉ' yə kənu' gwyə lə bɑwə nthé pɔ nə a. 
ACT.21.4	Pyə lə cwə̌ wə tyɛ'dzʉ sɔmbʉə, nə pa' pyə lə ko wə jɔ shɑ mghɛ zhi'tə nwə. Zhwenyə lə thənyə wap, wap ghɔm bi Polo gɑ e kɑ́ pʉɔ Yerusalɛm. 
ACT.21.5	Dəŋ pa' pyə lə bɑ gɔ cwə́ wə́ a lə kǔ', pyə lú nə ghɔ̀, ntham məjyə̀, guŋ pɔ awɛ, pɑ jwǐ, ba pɑkhʉ̌ yap ghɔ shya wɔk nə dhə tisuŋ. Pyə a pu ko tsʉ'u ŋkham mkwi'tə si kəŋ shyə́ lɑpʉə shwyɛ'nyə Si. 
ACT.21.6	Pyə a pu piŋ da'nyə cwəlɔ, pyə nə ko kənu' gwyə wap pɑnyə wə pú. 
ACT.21.7	Pyə lə sa'shyə fɑ Tiro ŋkho Ptolemaida, sha'tə mfɑmfɑ, pyə a pu piŋ shwə̀ ta' tyɛ'dzʉ.
ACT.21.8	Dzʉ̌ lə lɔ̌ pyə ghɔ ŋkho Kaesarea, gɔ dyə́ Filipo, yə e lə bɑ mu' mo nə pɔ sɔmbʉə, bɑ siŋ Cuŋ pɑpuŋ biŋ shwə́ ywə́ é. 
ACT.21.9	A lə bɑ ě ghə po pɑ jwǐ tə zhyə mbɛ papfʉə wap pɑ gɔm ghɔm Si. 
ACT.21.10	Pyə lə na' nə cwə ywə́ nə pǒ mtyɛ'dzʉ́ mu' gɔm ghɔm Si nə tso Si fɑ Yudea sɔ̌', tso tsyə pɑ Agabo. 
ACT.21.11	E lə sɔ' jɔ wɔk, bé tap Polo nə ŋkwɑ bu myə́ pu a mkwə myə́ gɔm gɑ: Zhwenyə Dɔlɔ̌ ghɔm gɑ: Mbɛ yə yəŋ gɑ tap é a yɔ pa' pɑ Yudea gɔ ko Yerusalɛm kwɑ é piŋ hɑ é bi pɑ tə pɑ pɑ Yudea a yəŋ. 
ACT.21.12	Pyə lə yu' po'o, pyə a mfɑmfɑ nthʉm tisuŋ cwyɛ'nyə Polo gɑ̀ e kɑ pʉɔ Yerusalɛm. 
ACT.21.13	A pá po'o e pa' bi pyə gɑ: nwə kɑ́ po lɔ̀ biŋ bɑ́ bwa tʉm tsɑ̌? Gɑ̌ e dá' bɑwə byap tə da' gɑ̀ pu kwɑ a pɑ̀, ba m nə pfʉ Yerusalɛm nə tso Cyəpɔ Yeso. 
ACT.21.14	Pa' é lə kəŋnyə nə yù' bi pyə a, pyə la tə nə gɔ dzə pɑ̀. Pyə lə ghɔm da' gɑ̀ ywə yə Si wə shəŋ a pəmtə́.
ACT.21.15	Mtyɛ'dzʉ bɔ lə nə cyə̀, pyə miŋ nə nyaptə tsə tsɔk, bʉɔ gɔ Yerusalɛm. 
ACT.21.16	Mghɛ zhi'nwə pyə wap lə fɑ Kaesarea bɑ gɔ yap m Yerusalɛm pyə a pu a, lə lɑ̀ wɔk gɔ dyə Mnason yə Kipro mu' mo nə dzə mghɛ zhi'nwə.
ACT.21.17	Pyə ko Yerusalɛm mfɑ̌mfɑ́ lɑ kwa' tʉm pɑpuŋ tə́ nə́ dɑ wɔk. 
ACT.21.18	Dzʉ lə lɔ̌ pyə a Polo ghɔ ywə Yakop. Tsʉ́' yə gúŋ mghətso awɛ lə bɑ nə a. 
ACT.21.19	Polo lə ca'tə wap biŋ siŋ guŋ mfa' awɛ myə Si shyə́ m nə e gə nə gǔŋ pɑ tə pɑ pɑ Yudea a, pɑ m zhəŋ. 
ACT.21.20	Pɔ pyə wap lə bɑ̀wə ju' nwə yə e gɔm a lə hɑ ghu'tə bi Si, biŋ gɔm bi Polo gɑ: Fɑ yɔk, o yɔ dəŋ vəŋ pɑ piŋ pyə wap cəcɑ̌ pɑ Yudea a, guŋ yap awɛ nəŋ bɑ pɑ́ pɔ pyə wap ŋkhaktʉɔ nə mco' a. 
ACT.21.21	A nə́ pɑ̀ po'o bɑ wap tsə yu' ywə yə pú bɑ́wə gɔm nə o a: Gɑ ywə yə o bɑwə ji'tə pɔ a bɑwə gə́ gɑ́ pɑ Yudea pyə wap shwə cəcɑ̌ pɑ tə pɑ pɑ Yudea a wap wa' mco' Mosɛ, wap lə piŋ bɑ bvo po pap pɑ́, wap lə piŋ giŋ nə ŋkhɛ mco'. 
ACT.21.22	Pù gɔ ghə m gɑ̀ kɑ̀? Wap gɔ yu' gɑ o tsɔ'ɔ. 
ACT.21.23	Ghə ywə yə pyə gɔ ghɔm bu a. Pyə̌ ghə pɔ̀ pápfʉ̀ə tsɔ'ɔ bɑ wap lě ŋkhà' mka'nyə bi Si. 
ACT.21.24	Lɑ wap pu a pú pə́mtə́ dɔ́nyə́ nɑ tsɔ, a wə nə ghə ywə nə dɔ́nyə̀ bi guŋ yap awɛ, wap gɔ cwə tə kəm mthə màp, pu zhyə̀ gɑ guŋ ywə awɛ yə pu gɔm nə o a tə bɑ̀ nwə pɑ; gɑ ba wə yǔ bɑwə giŋ nə mcò'. 
ACT.21.25	Sɔ' m nə pɑ tə pɑ pɑ Yudea pyə́ wap shʉ' pɑ piŋ a, pyə kě bvə bi pu gɔm gɑ: Po kɑ pfɑ bap tsə pwɔ' pɑ tə pɑ pɑ Yudea, kɑ mcyə bap yə e fám a lə, kɑ ghiŋ cwəpuŋ lɑ. 
ACT.21.26	A lə pɑ̀ nə yə mù' jʉ̀mdzʉ̌, Polo lə pɑ bɛ bɔ pú a pú to' nə lɔnyə nɑ tsap. E lɑ ghɔ Dyə Si nə ghɔm tyɛ'dzʉ yə mlɔ́nyə̀ gɔ nə mi wap hɑ bǎ yə ywə nə gamtə Si ya mo a nə pu a.
ACT.21.27	Tyɛ'dzʉ batə sɔmbʉə lə nə́ mi, pɑ Yudea nə ghəŋ Azia, pyə wáp lə tyəŋ Polo Dyə Si a, cyə́ guŋ pɔ awɛ biŋ jap bú nə e. 
ACT.21.28	Wáp lə bɑwə shwé gɑ: Pɑ Israɛl, po kwitə́ wɔk. Yɔ mo yə é bɑ̀wə nthé shù nə pɔ pɔk pɑ, ba m nə mco' mɔk pɑ, ba nə tsɔ'ɔ yəŋ gɑ yə pɑ nɑ a, shyə́ m nə ywə yə é bɑwə ji'tə nə guŋ mtsʉ' awɛ bi guŋ pɔ̀ awɛ a yə̌ŋ. E bɑ̀ e lɑ ba pɑ Grikia ŋkho Dyə Si, po'o nə jəmtə yəŋ tsʉ' dɔlɔ̌. 
ACT.21.29	A lə̀ bɑ̀ wap yɔ̌ wap pù Trofimo yə Efeso tisuŋ, bɑ̀wə ŋkwɛ gɑ e lɑ e ŋkho Dyə Si. 
ACT.21.30	Guŋ tisuŋ awɛ lə tə̌m, pɔmnəŋ piŋ sɔ' kwa' vəŋ e. Pù ghəm Polo biŋ fəŋ e nə nthəm Dyə Si, biŋ gùŋ jo' mjyədyə̌. 
ACT.21.31	Cwə yə pu lə pɑ shəŋ nə zhwə Polo, mcuŋ ŋwak ywə tá sa' msəŋwi gɑ guŋ Yerusalɛm awɛ si bɑ a va'. 
ACT.21.32	E lə wuŋ shu'tə msəŋwi pu a pɑ tadyə́ sa' pɔ ŋkhə pu a pù ghɔ nə pwa pɔ. Wap lə nə yɔ tá sa' msəŋwi pu a msəŋwi, wap lə piŋ shwɔ Polo. 
ACT.21.33	Tà sa' msəŋwi lə ghɔ bəŋ Polo cwəlɔ, gəm e, gɔm gɑ̀ pu lɑ gwɑ mtʉɔ mɑbʉ́ə nə shəŋ e. E lə pɑ̌ shəŋ nə zhyə mo yə e bɑ e, ba ywə yə e gə a. 
ACT.21.34	Da' gɑ a ghɔ cəcɑ̌ pɔmnəŋ sɔmmo lə ghɔm yə́ a hwənyə yə́ yəmu' mo yə e bəŋ e a. A cyə m nə zhwyanyə bi a pɑ tadyə̌ sa' msəŋwi lə yu' sɔm nwə nyənyɔ. E ghɔm gɑ pu lɑ Polo nə gɔ nthʉ̀ɔdyə̌. 
ACT.21.35	Cwə yə Polo lə ghɔ tə ŋkho nə zhəŋ mkwə̀ ŋkwɔ' nə ŋkho dyə a, pɔmnəŋ nyɔnyə̀ nyɔ̌nyə́ tə msəŋwi cʉ' ŋkwa Polo kwa. 
ACT.21.36	Nə pa' guŋ pɔ awɛ lə bɑ̀ jʉm e bɑwə shwe gɑ: Pu zhwə e! Pu zhwə e!
ACT.21.37	Pu lə pɑ̀ tə bɑ̀ gɔ nyəŋ Polo nthʉɔdyə e ghɔm bi tadyə msəŋwi gɑ: Bi a pɑ gɔm shwə nwə bu a?
ACT.21.37	E pa' bi e gɑ, a bɑ o zhyə ghɔm pɑ Grikia a? 
ACT.21.38	E piŋ həŋtə e gɑ: Wə né tə bɑ yə Egipto yə e kɑ thə́nyə gwɛ a pɔ sha' pfʉə, pɑ tʉɔthə́ bi Roma, fəŋ wap nə gɔ ghakgo a pɑ a?
ACT.21.39	Polo ghɔm gɑ: Myə̀ lə? Gɑ̌ bɑ yə Yudea, yə Tarso m Kilikia, mù e tisuŋ yə ɑ bɑ̀ a ghə tso a. Sə́so, piŋ gɑ gɔm nwə bi pɔmnəŋ.
ACT.21.40	Pu lə̀ pìŋ bi Polo gɑ̀ e ghɔmnwə. E tiŋnyə nə mzhəŋ ŋkwɔ' nə ŋkho nthʉɔdyə, dɑ pú é gə mtiŋ bi pɔmnəŋ gɑ wap lɛtə́, wap lɛtə gɑ kǎm. Polo lɑ ghɔm Ebraika gɔm bi pu gɑ.
ACT.22.1	Mfɑ̌mfɑ́ pu a mtǎmtá, po yu' mkwinthɛ mə̌ myə gɑ gɔ ghɔm bi po cwəlɔ a. 
ACT.22.2	Pu lə yu' pa' e gɔm ghɔm Ebraika a, pɔmnəŋ cəŋtə dɛtə gɑ kǎm. 
ACT.22.3	Polo ghɔm gɑ: Gɑ̌ ba yə Yudea, bɑ pu dzə a Tarso m Kilikia. Da' gɑ pú kwyə́ a pɑ si tsɔ'ɔ, nthʉm tisuŋ yə̌ŋ, bəŋ Gamaliɛl, e zhi'tə a mco' mta pɔk pɑ̀ kwa' pɑpuŋ. Ŋ də bɑ́ kwa' mo Si tɑ mǐŋ, kwa' pa' po wə cwəlɔ nə bɑ́ awɛ a. 
ACT.22.4	Ŋ də́ pɔ́ jyə́ bǎ tə shyə̀ vʉ́, gə pu ghəm pɑ bɛ́ ba pɑ jwǐ dɑ́ mtʉ́ɔ shəŋ wap nyəŋ cɛ́. 
ACT.22.5	Ŋkhamsi gwyə ba guŋ mghətso awɛ si bɑ̀ mkwinthɛ́ nə́. Ŋ də ŋkwi ŋwa'nyə pɑ bi pu tə bɑ nə gɔ m Damasi nə ghəm mfɑ̌mfɑ́, cəŋ wap nə ghɔ Yerusalɛm pu nyəŋ shɛ thə pu.
ACT.22.6	Ŋ də ghɔ tə bɑ̀ gɔ kəm Damasi, a pɑ gwɛ a mɔkcʉ́, gúŋ nə yɔ̀ mɑ ŋkha' fɑ́ kɛbəŋ, dɑ sɛ̀ e nə sam a. 
ACT.22.7	Ŋ bvʉ̀si, ju' pa' gi mo wə gɔm bəm gɑ: Saulo! Saulo, o shwɔ'mkwə mə̌ cwəpuŋ gɑ̀ kɑ̀? 
ACT.22.8	Ŋ ba' gɑ: O bɑ̀ wɑ̀ Cyəpɔ? Gi bɔ piŋ gɔm gɑ: Gɑ bɑ Yeso yə Nazarɛt yə o bɑwə shwɔ' mkwə myə́ cwəpuŋ a. 
ACT.22.9	Pɔ pyə pyə a pu lə bɑ̀ a lə yɔ̌ ŋkha' bɔ da' gɑ la' wap yu' gì yə a lə bɑwə gɔm nwə bəm a. 
ACT.22.10	Ŋ də həŋtə gɑ: Gɑ gɔ ghə gɑ kɑ̀ Cyəpɔ? Cyəpɔ ghɔm bəm gɑ: Lusi gɔ Damasi, pu gɔ ko wə́ siŋ o fa' tsyə a wə byap o a. 
ACT.22.11	Da' gɑ pa' sɛ ŋkha' bɔ lə bɑ a pi mnyə mə̌ a, pɔ pyə pyə a pu lə bɑ a lə tɔm pɑ pu a tə dɑ́ a nə ŋkho Damasi.
ACT.22.12	Mu' mo lə bɑwə tsó tsyə pɑ̀ Ananias. E lə bɑ̀ kwa' dɑ mku' biŋ, bɑ giŋ nə mco' pɑ Yudea. Nwə tsyə́ pɑ buŋ guŋ pɑ Yudea pyə wap lə shwə́ tsʉ' u a. 
ACT.22.13	E lə sɔ' jɔ a, gɔm bəm gɑ: Saulo, fɑ a, piŋ jɔ́ tsʉ'! Pɑ cwə o bɔ ŋ guŋ jɔ tsʉ́', jɔ e. 
ACT.22.14	Ananias piŋ gɔm bəm gɑ: Si mtá pɔ́k pɑ cwɔ' o gɑ o zhyə ywə yə e shəŋ a, gɑ o yɔ nwə dəŋdəŋ, biŋ ju' pɑ gi yʉ Si. 
ACT.22.15	O gɔ pɑ yə ŋkwinthɛ̌ dzə guŋ pɔ awɛ nə ywə yə o gɔ yɔ piŋ yu' a. 
ACT.22.16	O biŋ jʉ'nyə nə kɑ? Kwi shyə, ŋkwi ba nə cǔ' o nə mhɔ mǔ shyə m nə tso tsyə́. 
ACT.22.17	Ŋ də́ pɑnyə Yerusalɛm, bɑ̀ Dyə Si bɑwə shwyɛ'nyə Si mu' tyɛ'dzʉ, jɔ nə yɔ m nthʉm zhwenyə. 
ACT.22.18	Biŋ jɔ Cyəpɔ e ghɔm bəm gɑ: Təm Yerusalɛm kwa' mgʉ' ʉ nə pa' wap tə gɔ piŋ kwinthɛ yə o gɔ kwi nə m̀ a pɑ. 
ACT.22.19	Ŋ ba' bi e gɑ. Cyəpɔ wap zhyə gɑ myə̀ nə lə gɔ msinagogə gə pu nyəŋ pɑ piŋ dyə cɛ́, biŋ dɑ mka' cyə shwɔ wap. 
ACT.22.20	A piŋ nə pɑ bɑ po'o, bɑ cwə yə pu lə pfyə mcyə Etiennə ŋkwinthɛ̌ o a, ba myə̀ yɑ ŋ də bɑ́ si, nwə pɔ pyə wap lə zhwə Etiennə a puŋ a, nə pa' myə̀ nə lə dwɔ' dzə tsap. 
ACT.22.21	Da' gɑ Cyəpɔ piŋ gɔm bəm gɑ: Ghɔ̌, gɑ gɔ təm o tə gʉə sʉəsʉə, nə mguŋ pɑ tə pɑ pɑ Yudea.
ACT.22.22	Mguŋ pɑ Yudea pyə́ wap lə yu' ywə yə Polo lə ghɔm tə ŋkhəm cwə bɔ a, lə nə yu' mghɔm mɔ̌, bɑ shwé gɔm gɑ: Pu zhwə mó bǎ, e tə mo yə bi a pɑ̀ tak é tə zhwə e a pɑ̀. 
ACT.22.23	Cwə yə wap lə pɑ shwé po'o, bɑ ma' mdzə map pu a vɔp thə a, 
ACT.22.24	tadyə sa' msəŋwi ghɔm gɑ́ pu nyəŋ Polo nthʉɔdyə dɑ pɑ nthé tɑ nə həŋtə e nwə; po'o gɑ pu zhyə̀ kwa' ywə yə a gə tɑ pu pɑwə shwe jʉm e a. 
ACT.22.25	Pù lə ghɔ m nə siŋ Polo si tə cwɔ e, e ghɔm bi tádyə msəŋwi ŋkhə yə e lə bɑ nə fa' a gɑ: Mu e Roma yə pu ka wuŋ fyɛ' e, o ghə nə cwɔ e a? 
ACT.22.26	Tádyə msəŋwi ŋkhə lə nə yu' po' gɔ siŋ tà sa' msəŋwi, gɔm bi e gɑ: O bɑ gɔ ghə kɑ̀ pe' e! Bɛ bɔ bɑ mù e Roma. 
ACT.22.27	Tá sa'msəŋwi lə piŋ sɔ', həŋtə Polo gɑ: Siŋ a, o bɑ mù e Roma nyənyɔ a? Polo ghɔm gɑ ŋ. 
ACT.22.28	Tá sa'msəŋwi piŋ gɔm gɑ: Ŋ də yǒ m tʉɔdə̀ŋ tə́ biŋ tso bǎ. Polo piŋ gɔm gɑ tə sɔ' m pa' myə̀ a pu lə́ nə dzə̀ a. 
ACT.22.29	Pɔ pyə wap lə̀ bɑ gɔ təŋtə e a lə wuŋ nə̀ŋ é. Tə sɔ' m nə tádyə sa' msəŋwi lam tsyə sɔ' nə zhyə gɑ à bɑ mù è Roma tə á bɑ̀ é cəŋ é.
ACT.22.30	Dzʉ lə lɔ̌, tádyə sa' msəŋwi pɑ shəŋ nə zhyə kwa' ywə yə pɑ Yudea bútə Polo nə á kwa' nyənyɔ, gə pu kyɛ́' mgwɑ mtʉɔ mkwə e biŋ shu'tə mkamsi gwyəgwyə ba guŋ Sanedrɛŋ awɛ cwəlɔ gə Polo fi' sɔ' dzə pù, wap fyɛ' e.
ACT.23.1	Polo lə̀ le Sanedrɛŋ dəŋdəŋ gɔm gɑ: Mfɑ̌mfɑ́, gɑ̌ dɑ́ pɑ tʉ́m tə bya nə giŋ dzə́ Si tə́ ŋkhəm cwəlɔ. 
ACT.23.2	Da' gɑ Ananias, ŋkhamsi gwyə lə̀ ghɔm bi mkwipu pyə gɑ wap cwɔ Polo nə shwə e. Tɑ Polo ghɔm bi gɑ: 
ACT.23.3	Si gɔ cwɔ pɑ wə̀ m fə́fə́ sak ywə! O bɑ̀ tsa' a nə lɑ mco' tə nə fyɛ' a, da' gɑ o nəŋtə mco' bɔ, gɔm gɑ pu cwɔ a. 
ACT.23.4	Mkwipu lə ghɔm bi Polo gɑ: O jəmtə pa' ŋkhamsi gwyə Si. 
ACT.23.5	Polo pa' bi pu gɑ: Mfɑ pɑ̀, ɑ kɑ bɑ ŋ khɑ zhyə gɑ e bɑ ŋkhamsi gwyə nə pa' ɑ bɑ pu lé bvə gɑ̀ o tə gɔ yəmtə tadyə pɔ pǔ pɑ̀.
ACT.23.6	Pa' a lə̀ bɑ Polo zhyə gɑ̀ cu'tə lə bɑ̀ mghəŋ bʉə: Pɑ Sadukai ba pɑ Farisai a, e cwé cəcɑ́ Sanedrɛŋ gɑ: Gɑ̌ bɑ Farisai, mu Farisai. A shyə̀ m nə nə́ piŋ nə yam nə vʉ̌ yə pɑ biŋ a, tə pú pɑ̀wə fyɛ' a. 
ACT.23.7	Polo lə nə miŋ nə ghɔm po'o, shɛ́ wuŋ bvʉ̀ cəcɑ̌ pɑ Farisai pu a pɑ Sadukai, cu'tə ghaptə m ghə̌ŋ bʉə 
ACT.23.8	nə pa' pɑ Sadukai gɔm gɑ nə yam nə vʉ̌ tə bɑ̀wə pɑ̀, ba aŋgəle pu zhwenyə lə pɑ̀wə, da' gɑ̀ pɑ Farisai pɑ biŋ gɑ a bɑwə. 
