GEN.1.1	Tɔɔzeizu mɔunpa GALA ge geeɠɔlɔgi ta zooi ɓɛtɛni. 
JDG.21.2	Nuɓusɛiti ti ʋaani Ɓeetɛle, ti yɛni zeini ná GALA kakala eyɛsu kpɔkɔi. Ti yɛni zɔngɔzu, ti ɗa wɔlɔ gola, 
JDG.21.3	ti ɗa ɠɛ ma: «Leeni vaa zu, Ɠɔoɠɔ GALAGI, Izelayɛle ná-GALAGI, niima vaa ɲɔu zii ɠɛai Izelayɛle? Leeni vaa zu Izelayɛle ʋalagai za ná-bolodai gila ma?»
JDG.21.4	Poluma zobui, nuɓusɛiti kpein ti wuzeɠeni ga sobuzobui, ti zalaɠa ɠulazuʋɛ loni náʋɛ. Ti gala zalaɠaiti kulani ta ziilɛi zalaɠaiti. 
JDG.21.5	Naa ʋolu, Izelayɛle nuiti ti ɠɛni ɓɔɠɔ ma: «Izelayɛle wolodai kpein su, ma ɓɛgele ɠa é laade zaama, gaalɛbai zu, Ɠɔoɠɔ GALAGI ɠaazu?» Mazɔlɔɔ ti konai woni naama nui laalɔɠɔma, nii é la ʋaani Ɠɔoɠɔ GALAGI ɠakala Misepa, é woni ga ta naama nui ʋaa.
JDG.21.6	Izelayɛle nuiti ti-ɠɛɛloin Ɓɛnzamɛn ná-fai ma maawɔin ti zoni, ti ɗa ɠɛ ma: «Za, bolodai gila kpeteʋea Izelayɛle ʋa. 
JDG.21.7	Leeni ɠa ada kɛ ti ʋɛ, nii a kɛ niiti ti yɛgai vulua, naati ti anza zɔlɔɔ? Tɔɔzei de ɠonani Ɠɔoɠɔ GALAGI ʋɛ, ga de la de-loun anzanuiti ta vea ti ya ga anza.» 
JDG.21.8	Ti ɠɛni ma: «Nui ta ɠa ná nɛi ɓaa, Izelayɛle ná-bolodaiti saama, nii é la lɛɛni Misepa, Ɠɔoɠɔ GALAGI ɠakala?» Ti kaani ga Yaɓeese nii é Galaade, naa ná-nu ɠila kpalaa ge la ɠɛni ʋaani kɔɔlaɠai zu, ta maaɓɔgi zu. 
JDG.21.9	Ti nuɓusɛiti gaalugai ma, Yaɓeese nii é Galaade, ti la ɠɛni naa ná-nu ɠila kpalaa kaani.
JDG.21.10	Nuɓusɛiti ti kɔɔɠɔ nu waapuugɔ maazu felegɔ (12 000) leʋeni, ti devei ve ti ya, ti ɠɛ ti ma: «À li Galaade yooi zu, wo Yaɓeese laaʋeaiti pɛ paa, anzanuiti pɛ ta doungoiti. 
JDG.21.11	Wɛlɛ ʋelei wa kɛ la, à zunuiti kpein suwuɠaaleʋe, ta anzanui kpein niiti ti zunu vaa ɠwɛɛ.» 
JDG.21.12	Kɔɔɠɔ nui naati ti anzalopo ɓea unnaanigɔ (400) ɠaani Yaɓeese taaʋeaiti saama, Galaade yooi zu, niiti zunu la ɠɛni dɛ vɔɔɠuni ti ʋa. Ti liini ga tiye, Silo kɔɔlaɠai zu, Kanaan yooi zu.
JDG.21.13	Nuɓusɛiti kpein ti keelaiti teʋeni Ɓɛnzamɛn nuiti ma, niiti ti lɔɔɠuni Limon fasai ma, nii a kɛ ti yɔɠɔzuɓɛtɛ, ziilɛigi ɠɛ ti zaama. 
JDG.21.14	Ɓɛnzamɛn nuiti ti ɠaleni ma. Ti anzanuiti feeni ti ya, niiti ti la ɠɛni ti ʋaani Yaɓeese, Galaade yooi zu, kɛlɛ é la ɠɛni kula ɠɛɛni ti ʋa.
JDG.21.15	Ɓɛnzamɛn nuiti maawɔin nuɓusɛiti soni, tɔɔzei Ɠɔoɠɔ GALAGI zeɠe ɲaka wɔɔni Izelayɛle wolodamaiti saama. 
JDG.21.16	Bɛbɛi ma ɠundiɠiiti ti ɠɛni ma: «Ada kɛ ɠale, de ʋa anzanu zɔlɔɔ zɔiti bɛ, ti yɛgai vulua, tɔɔzei Ɓɛnzamɛn anzanuiti kpein undaaʋiligɛ?» 
JDG.21.17	Ti ɠɛni ma mɔnɔ: «Niiti ti yɛgai vulua Ɓɛnzamɛn nuiti saama, naati ti ta-ʋoganiiti makɛ, naa ɠa a kɛ bolodai ta ɠaa mina ʋala ba Izelayɛle zu. 
JDG.21.18	Kɛlɛ ade la zooga de ʋa de-loun anzanui ta ve ti ʋɛ ga anza.» Mazɔlɔɔ Izelayɛle nuiti ti konai woni, ti ɠɛ ma: «Naama nui ɠotoʋɛ, nii a anza ve Ɓɛnzamɛn nui ta ya!» 
JDG.21.19	Ti ɠɛni ma: «Wɛlɛ kona-o-kona Ɠɔoɠɔ GALAGI ná-fɛtii ɠa ɗa ɠula Silo, nii é Ɓeetɛle lɛkpɛmaʋɛ nu ɠɔʋɛzuʋɛ, é lo pelei naa ʋa folo ɠulazu ʋelei, nii é zeɠezu Ɓeetɛle é ɗa li Sikɛme, ta Leɓɔna lɛkpɛmaʋɛ nu yeezazuʋɛ.»
JDG.21.20	Naa ʋolu, ti niima levei veeni Ɓɛnzamɛn nuiti zea, ti ɠɛ ti ma: «À li wo lɔɔɠu ná, leezɛn ɓeleiti su. 
JDG.21.21	Siɛgi zu wo Silo anzalopoiti kaazu la, ti ɗa kuai wo, ti ɗa lati, wa ɠula leezɛn ɓelei zu, wo ɠilagilagi ɠa anzalopo ɠila so ɓɔɠɔ ʋɛ ga anza, wo li ga tiye Ɓɛnzamɛn yooi zu. 
JDG.21.22	Ni ti-ɠɛɛni, ɓaa ti-ɠɛɛleaiti, ta ʋaana ti ɓaazaɠa gi ʋɔ bɛ, gá ɠɛ ti ma: ‹À gi maawɔinɠa, mazɔlɔɔ gi la anzanu zɔlɔɔni ti ʋɛ kɔɔi zu. Wa laade wo ʋa fe ti ya, ni wa ɠɛni de, wa la ɠɛ ga sɔba nu.› »
JDG.21.23	Zekana Ɓɛnzamɛn zunuiti ti kɛɛni la, ti anzanuiti seɠeni ga ti-liegɔi, é ɠula anzalopoiti saama, niiti ti ɠɛni kuai wosu Silo, naa ʋolu ti li ga tiye. Ti ta-laaiti to ʋolu, ti zei ná, ta-ʋoganiiti saama ti ɠilagilagi pɛ. 
JDG.21.24	Naama ziɛgi nɔ zu, Izelayɛle nui zɔiti ti liini ta-wolodaiti su, ta-ʋɛlɛyeɠeiti bu, ti ɠilagilagi ti zei ta-ʋoganii unda.
JDG.21.25	Naama ziɛgi zu, masa ge la ɠɛni Izelayɛle unda. Ɛsɛ ge ɠɛni naa nɔ ɠɛɛzu, nii pagai gaazu.
RUT.1.1	Tukpɔɠaaleʋe nuiti ta-ziɛgi zu, pului looni Izelayɛle nuiti ta-yooi zu. Ɓɛteleyɛme laai é Zuda yooi zu, naama zunui ta liini ta anzai ta ná-doun zunu felegɔiti, ga ti lago zei Moaɓe yooi zu. 
RUT.1.2	Zunui naa laaseigi ɠɛni ga Elimeelɛke, anzai laaseigi ɠɛni ga Naomi, ta ná-doun zunu felegɔiti daaseigiti ti ɠɛni ga Maalon ta Kiliyon. Ti ɠɛni ga Efelata nuiti, Ɓɛteleyɛme laai zu Zuda yooi zu. Ti zeeliai ma Moaɓe yooi zu, ti zeizuʋɛ ɓɛtɛni ná. 
RUT.1.3	Naomi zinigi Elimeelɛke zaani, anzanui ɠila ko yɛni niina ná, ta ná-doun zunu felegɔiti. 
RUT.1.4	Ti Moaɓe anzanuiti seini. Gilagi laaseigi ɠɛni ga Wɔɔlepa, felesiɛi laaseigi ɠɛ ga Lute. Ti zeini ná kona puugɔ laawu. 
RUT.1.5	Maalon ta Kiliyon ti zaani ɓalaa ti felegɔ pɛ. Naomi yɛni ná, balagai ná-doun felegɔiti ma ta sinigi.
RUT.1.6	É yɛni Moaɓe yooi zu, é mɛni ga Ɠɔoɠɔ GALAGI undaanɛɛ laa ná-nuɓusɛiti bɛ, é daamianigi vea ti ya. É wuzeɠeni, tɔ-o, ná-doun anzaiti-yo, ga ti zeɠe Moaɓe yooi zu. 
RUT.1.7	Ti zeɠeni ti-zeizuʋɛ, ta ná-doun anza felegɔiti, ti ʋilɛ pelei ma, ga ti ɠale ma Zuda yooi zu. 
RUT.1.8	Naomi ɠɛni naazu ná-doun anza felegɔiti ma: «À ɠale ma, ɛsɛ ge li dee ná-pɛlɛi wu. Ɠɔoɠɔ GALAGI faaɓɔɠɔ ɠɛ wo ʋɛ, ʋelei wo kɛa la wo-zinigiti bɛ, niiti ti zaai, ta wo kɛa la nà ɓalaa bɛ. 
RUT.1.9	Ɠɔoɠɔ GALAGI wo ɠilagilagi zeiʋele ɓɛtɛ zini pɛlɛi wu, wa ɠɛ bu!» É ti nɛɛnɛni. Ti tɔɔzeini ga wɔlɔa. 
RUT.1.10	Ti ɠɛni ma: «Ɓa-o, ada liizu ʋɔɔma ɗa-nuɓusɛiti pɔ bɛ.»
RUT.1.11	Naomi ɠɛni ti ma: «À ɠale ma, dòun anzanuiti! Lee vaa zu wa ʋilɛ pòlu? Doun zunua ta kòozu mɔnɔ ɓaa, ta ɠɛ ga wo-zinigiti? 
RUT.1.12	À ɠale ma, dòun anzanuiti. À li! Mazɔlɔɔ gòla ʋɔlɔʋɛ na, gè ʋa zei zini bɛ. Anɛɛ ɓalaa nà ɠɛɛzu ma: ‹Kito ka bɛ̀, ga za ɓidii, gè ve zini bɛ ga gè zunu lounɠa zɔlɔɔ,› 
RUT.1.13	wa naati maaɓɔun ga ti wɔɔlɔ, wa ɠɛlɛ wo zei vai ʋa zini bɛ naazu ɓaa? Ɓa-o, dòun anzanuiti! Mazɔlɔɔ nà-kpɔlɔi wɔɔlɔʋɛ wɔnɔi ʋa, ta mɔnɔ Ɠɔoɠɔ GALAGI yeewuzeɠeʋɛ dàalɔɠɔma.»
RUT.1.14	Ti wɔlɔni mɔnɔ. Wɔɔlepa deemɔɔn nɛɛnɛni, ti bali ma, kɛlɛ Lute ɠilini ba. 
RUT.1.15	Naomi ɠɛni Lute ma: «Pɛtɛ, è-zeebɔi ɠalega ma ná-nuɓusɛiti pɔ ta ná-galagiti. Ɠale ma, è ʋilɛ è-zeebɔi ʋolu.»
RUT.1.16	Kɛlɛ Lute ɠɛni ma: «Mina ɓɔi dà ga gè zeɠe è ʋolu, ga gè ɠɛlɛ è ʋa! Ʋɛ ɗa li ná, nà li miná, ʋɛ ɗa zei ná, nà zei miná. Ɗa-nuɓusɛiti ta ɠɛ ga nà-nuɓusɛiti, ɗa-ƓALAGI ɠa ɠɛ ga nà-GALAGI. 
RUT.1.17	Ʋɛ ɗa za ná, nà za miná, màaɠulu ná. Ɠɔoɠɔ GALAGI sò ná-ziiɠaawanai pɛ su, ni ani ɠili ka kpèteʋena è ʋa, é ɠula saai ʋolu!» 
RUT.1.18	Naomi kaai ma ga wɔinʋɛ ga ti li ʋɔɔma, é zɛni kana niina.
RUT.1.19	Ti felegɔ ti ziɛni ʋɔɔma, eyɛsu ti zeeli Ɓɛteleyɛme. Siɛgi zu ti lɛɛni la Ɓɛteleyɛme, taai kpein ge ɓusɛni ti maaʋele ma, anzanuiti ti ɠɛni ɠɛɛzu ma: «Naomi ɠa nɛi ɓaa?» 
RUT.1.20	É ɠɛni ti ma-o: «À mina mɔ tòli ga Naomi,
RUT.1.21	Dìizuʋɛ, zèei laavega ɠɛni de, Ɠɔoɠɔ GALAGI ʋaa ga ze zèaɲakai. Lee vaa zu wa tòli ga Naomi? Tɔɔzei Ɠɔoɠɔ GALAGI ʋoluavega bà, Zɛbɛi-Pɛ-Maliɠii màanɔɠɔa.»
RUT.1.22	Zekana Naomi ta ná-doun anzai Lute, Moaɓe nui, ti ʋaani la, ti zeɠe Moaɓe yooi zu. Ti zeelini Ɓɛteleyɛme, moloi nii daa ga wɔɔlezegi, naa leʋe vai lɔɔzeiɗai nɔ kpein.
RUT.2.1	Naomi zinigi ná-nui ta ɠɛni ná. É ɠɛni ga zobobɛ nu kpɛtɛai, Elimeelɛke ná-pɛlɛyeɠei wu, daaseigi ɠɛni ga Ɓoaze. 
RUT.2.2	Moaɓe nui Lute ɠɛni Naomi ma: «Nà è maanɛɛnɛzu ga è va bu, gè li molo ɠɔpɔ gaiziɛzuʋɛ kpalagaʋɛ, naama nui wosuʋɛ, nii a màawɔinɠa.» É ɠɛni ma: «Li, dòun anzanu.»
RUT.2.3	É liini molo ɠɔpɔ gaiziɛzuʋɛ kpalagi ta zu, molo leʋe nuiti pogi zu. É zolooni nɔ kpein ga kpalagi naa ɠɛni ga Ɓoaze nɔnɔi, nii é ɠɛni ga Elimeelɛke ná-pɛlɛyeɠei wu nui.
RUT.2.4	Ná tago kɛai ma, Ɓoaze ʋaani, é zeɠe Ɓɛteleyɛme, é ɠɛ molo leʋe nuiti ma: «Ɠɔoɠɔ GALAGI ɠɛ wo ʋa!» Ti gooɠaaʋoteni, ti ɠɛ ma: «Ɠɔoɠɔ GALAGI tuya loo è ʋɛ!»
RUT.2.5	Ɓoaze ɠɛni ná-botiɠɛ zunui ma, nii é ɠɛni wɛlɛzu molo leʋe nuiti ma: «Anzanu loungoi nii ɠa ga ɓɛ ná-doun?» 
RUT.2.6	Botiɠɛ zunui é ɠɛni wɛlɛzu molo leʋe nuiti ma, naa gooɠaaʋoteni, é ɠɛ ma: «Moaɓe anzanu loungoi ta ʋe, nii ti ʋaai ta Naomi, ti zeɠe Moaɓe yooi zu. 
RUT.2.7	É bogɛ mà ga gè va bu, é ɗa molo ɠɔpɔgiti gaiziɛ, molo ɠiliiti zɔɠɔzu, molo leʋe nuiti polu ʋelei, é ɗa ti ɠaalɛ ba. Paa yee ma za sobui, toɠa loni nɔ eyɛsu niizu, é lago looɠogɛ nɔ kotai wu.»
RUT.2.8	Ɓoaze ɠɛni Lute ma: «Woilo, dòun anzanu, mina li molo ɠɔpɔ gaiziɛzu kpala kili su, mina maaɠooza ʋɛ ʋa, yɛ nà-botiɠɛ anzanuiti ba. 
RUT.2.9	Wɛlɛ ʋɛ moloi leʋezu ná kpalagi zu, è li ti ʋolu. Gè nà-botiɠɛ zunuiti tɛnɛgɛ ga ti mina vɔɔɠu è ʋa. Siɛgi zu kpɔɔle wɔin è zosu da, ɗa li ziɛ liɠiiti pɔ bɛ, è ɓɔɔle ga nii botiɠɛ zunuiti ta saɠa.» 
RUT.2.10	É ʋilɛni ɲiibiɠa zooi ma, é nɔkɔ, é ɠɛ ma: «Gè zaalai zɔlɔɔgɛ ɠale è ɠaazu, ga è ɠɛɛzu mà bɛbɛ, nɛ̀i gè ga wɛɛn anzanui?» 
RUT.2.11	Ɓoaze gooɠaaʋoteni, é ɠɛ ma: «Ti naa kpein bogɛ mà, nii è kɛa è-leemɔɔn ʋɛ, è-zinigi zaa ʋoluma, ʋelei è zeɠeai la è-ɠɛɛ ta è-leeni ba, ta zooi è zɔlɔɔgai su, ga è ʋa nuɓusɛiti pɔ, niiti è la ɠɛa ti ɠwɛɛ pɔlɔmazu. 
RUT.2.12	Ɠɔoɠɔ GALAGI naa ɠɛ è ʋɛ, nii è kɛa. Ɠɔoɠɔ GALAGI, Izelayɛle ná-GALAGI, nii è ʋaa, è lɔɔɠu koʋegi wu, naa è ɠɔnɔkula ga gola.» 
RUT.2.13	Lute ɠɛni ma: «Ee, Màliɠii, gè zaalai zɔlɔɔga è ɠaazu! Mazɔlɔɔ è gàanɛɛnɛa, ta è ɓɔɛa pɔ̀, è zìila, nɛ̀i, gè ga ɗa-wotiɠɛ anzanui. Anɛɛ naa ʋe, nɔ̀un, gè la ga ɗa-wotiɠɛ anzanuiti gila kpalaa kɛʋele.»
RUT.2.14	Daamii ziɛgi zu, Ɓoaze ɠɛni ma: «Maaɓuɠa, è daamii wo, ɗa-ɓulu ɓuɠai lɔ guulu daɓai wu.» É zeini molo leʋe nuiti kobaʋɛ. Ɓoaze ani ɠae ɠeegai veeni zea. É miini, é yiɠo, é mɔtai makɛ. 
RUT.2.15	Naa ʋolu é wuzeɠeni posuyɛʋɛi ma. Ɓoaze niima levei veeni ná-botiɠɛ zunuiti zea, é ɠɛ ti ma: «À yeezei bu ga é posuyɛʋɛi ɠɛ ɓalaa molo ɠiliiti zɔɠɔzu. À mina kpɔlɔ. 
RUT.2.16	Anɛɛ wa ma ɠɔpɔgi tanigaa ɠula ma ɠiliiti ba, ga wo zɛ ná, é zɛʋɛ, wo mina zelilo ma.»
RUT.2.17	É posuyɛʋɛi ɠɛɛni kpalagaʋɛ eyɛsu kpɔkɔi. É naa loɠani, nii é zɛʋɛni. É kilo ʋuusaʋagɔ (30) ɓɔlɔ ɠila daaveni ga molo ɠaamagi nii daa ga wɔɔlezegi. 
RUT.2.18	Nii é zɛʋɛni, é naa zeɠeni, é lii la taa zu, é dɛɛni ga deemɔɔn. É ná-daamianigi mɔtai ɓalaa ɠulani, é ti ve zea. 
RUT.2.19	Deemɔɔn ɠɛni ma: «Mini ɠa è posuyɛʋɛi ɠɛai ná za? Mini ɠa è botii ɠɛai ná za? Tuya ɠa naa ʋɛ, zɔi é è zɛsɛbogai!» É naa kpein suɠulani deemɔɔn ma, nii kpein é ziɛni su. Naa ʋolu, é ɠɛni ma: «Zunui nii gè botii ɠɛai pɔ bɛ, daa ɠa ga Ɓoaze.» 
RUT.2.20	Naomi ɠɛni ná-doun anzai ma: «Ɠɔoɠɔ GALAGI tuya loo naama nui ʋɛ, tɛigi é maawɔinɠai ɠɛɛzu naati bɛ, ti vulua, ta naati bɛ, niiti ti zaai!» Naomi ɠɛni ma mɔnɔ: «Zunui naa ɠa ga da-nu ɠiteɠite, toɠa ga naati ti ta, niiti ti-losuʋɛ ga ti de unmɔɔ.»
RUT.2.21	Moaɓe nui Lute ta laani ma, é ɠɛ ma: «Kɛɛʋɛ mà ɓalaa: ‹Yɛ nà-botiɠɛ nuiti ba, eyɛsu ti ɓe ga nà-moloi leʋe.› » 
RUT.2.22	Naomi ɠɛni ná-doun anzai Lute ma: «Naa ʋagɛ, dòun anzanu, ga è ɠɛ ná-botiɠɛ anzanuiti ba, naa ɠa a kɛ nu mina è ɓɔlɔ kpalagi taɠili su.»
RUT.2.23	Naazu, é yɛni Ɓoaze ná-botiɠɛ anzanuiti ba, é ɗa posuyɛʋɛi ɠɛ, eyɛsu moloi nii daa ga wɔɔlezegi ta moloi nii daa ga ɓeleegi, naati ti leʋe vaiti kpein ti ɓe. Naa pɛ su é ɠɛɛni deemɔɔn ʋɔ bɛ.
RUT.3.1	Yeeta Lute deemɔɔn Naomi ɠɛni ma: «Dòun anzanu, nà pɔ gè è zeiʋele ɓɛtɛ, naa ɠa a kɛ è ɠɛ undaanɛɛi zu. 
RUT.3.2	È kwɛɛni ga Ɓoaze nii è ɠɛa ná-botiɠɛ anzanuiti ba, naa ɠa ga da-nui ta. Tama za kpɔkɔi, toɠa liizu moloi ɠaavɛɛzu, ná-molo loɠazuʋɛ. 
RUT.3.3	Maagba, è gulɔ maku nɛɛnɛgi ziɛ ɓɔɠɔ ma, è ɗa-zeɠe ʋagɔiti too, è yei molo loɠazuʋɛ. Mina ɓɔɠɔ lɛɛ la, eyɛsu é ɓe ga daamii wo, é ɓɔɔle. 
RUT.3.4	Siɛgi zu é liizu la, é la, ná ʋɛtɛ, ʋɛ é laazu ná. Naa ʋolu maaɓuɠa ba, è seɠei tago wuzeɠe kɔɠɔiti ma, è la. Tɔ ɓɔɠɔgo, toɠa naa wo è ma, nii maanɛai ga è kɛ.» 
RUT.3.5	Lute gooɠaaʋoteni, é ɠɛ ma: «Nà naa kpein kɛ, nii è boga mà.»
RUT.3.6	É yeini molo loɠazuʋɛ, é naa kpein kɛɛni, nii deemɔɔn deveni ma. 
RUT.3.7	Ɓoaze laamiini, é ɓɔɔle, koozunɛɛni ziimaʋɛ. É liini, é la molo ɠiliiti poluʋɛ. Lute ʋaani naazu vaavaa, é seɠei zeɠe kɔɠɔiti ma, é la. 
RUT.3.8	Kua zaamai, zunui naa wuunni kami, é lati, é ka ga anzanui ta ɠa laani kɔɠɔiti bu. 
RUT.3.9	É ɠɛ ma: «Ɓɛ ɠa ga ɗe?» Naa gooɠaaʋoteni, é ɠɛ ma: «Nà ʋe, Lute ʋe, ɗa-wotiɠɛ anzanui. Ɓaa màazu, mazɔlɔɔ ʋelei è la ga gi ɓɔɠɔ nu, unmɔɔ fai ma losuʋɛ veeʋɛ è ya nɔ̀un tetema.»
RUT.3.10	É ɠɛni ma: «Ɠɔoɠɔ GALAGI tuya loo è ʋɛ, dòun anzanu! Faa ɠaaɓelagi nii ɠa ɗa-wooɠɛɠiladai lɛɛzu mɔnɔ, é leʋe ma mɔungi ʋa, mazɔlɔɔ è la nu niinɛiti gaiziɛni, bala nua, ɓaa kpɛtɛ nua. 
RUT.3.11	Niizu, dòun anzanu, mina lua ɲɛgɛlɛin. Nà naa kpein kɛ è ʋɛ, nii è bosu, mazɔlɔɔ nuɓusɛ pɛ ge suɠwɛɛ ga ɗa ga anzanu zɔɓelama. 
RUT.3.12	Gaamai ʋe ga unmɔɔ fai ma losuʋɛ ɠa zèa, kɛlɛ taɠili ka ná, nii é nɔ̀un tuɠɔ. 
RUT.3.13	Ɲi ʋɛ. Lina, ni toɠa pɔ é unmɔɔ fai ma losuʋɛ ɠɛ è ʋɛ, é kɛ. Kɛlɛ ni é la nɛɛni bɛ ga é kɛ è ʋɛ, gè ɠona Ɠɔoɠɔ GALAGI ma, nii é vulua, nɔ̀un, nà kɛ è ʋɛ. Yɛ laani eyɛsu sobu.»
RUT.3.14	É yɛni laani kɔɠɔiti bu eyɛsu sobui. É wuzeɠeni ga kpidiɓidigi, nu la dɛ zooga è ʋa nu maaɓɛɛɠaga ɠa. Mazɔlɔɔ Ɓoaze ɠɛni ma: «Maa la nɛɛni ga nu ʋa suɠwɛɛ ga anzanu lɛɛʋɛ molo loɠazuʋɛ.» 
RUT.3.15	É ɠɛni ma: «Ɗa-zeɠe wolai zuvie, è so.» É soni. Naa su lɔzita ɠɔɠɔni moloi zu, é pu su, é daalɛ bu. Naa ʋolu é lɛɛni taa zu.
RUT.3.16	Lute ʋaani deemɔɔn ʋɔ bɛ. Naomi ɠɛni ma: «Ɗa ʋe ɓaa, dòun anzanu?» Lute naa kpein suɠulani, nii zunui naa kɛɛni bɛ. 
RUT.3.17	É ɠɛni ma: «É su lɔzita veeʋɛ bɛ̀ moloi zu, é ɠɛ mà: ‹È la lia ga yeaɲaka è-leemɔɔn ʋɔ bɛ.› » 
RUT.3.18	Naomi ɠɛni ma: «Yɛ ʋɛ, è yiilɛi, dòun anzanu, eyɛsu è kwɛɛ ʋelei niima vai ʋaazu ɓesu da, mazɔlɔɔ zunui nii la dooɠo nɔpɛ boga ɲɛgɛlɛin, kɛni a niima vai ɠaaɓelana za.»
RUT.4.1	Ɓoaze liini taa ziɠidaʋɛ, é zei ná. Pɛtɛ, zɔi unmɔɔ fai ma losuʋɛ ɠɛni zea, nii Ɓoaze ná-fai woni, naa ʋaani, é ɗa leʋe. Ɓoaze ɠɛni ma: «Ʋaa lɛɛ ʋɛ, zei lɛɛ ʋɛ.» Naa ʋaani, é zei. 
RUT.4.2	Ɓoaze nu puugɔ zeɠeni taa ɠɛwolaiti saama, é ɠɛni ti ma: «À zei lɛɛ ʋɛ.» Ti zeini. 
RUT.4.3	Naa ʋolu é ɠɛni naama nui ma, nii unmɔɔ fai ma losuʋɛ ɠɛni zea: «È suɠwɛɛni ga Naomi ʋa, é zeɠe Moaɓe yooi zu. Toɠa pɔ é zou ɓuɠai ʋɔdi, nii é ga ade-ɠɛɛloin Elimeelɛke nɔnɔi. 
RUT.4.4	Gè ɠisiɛʋɛ ga gè naa wo è ma, ga è geya taa ʋeaiti gaazu, ta nà-nuɓusɛiti ta-ɠɛwolaiti gaazu. Ni ɗa pɔ è unmɔɔ, unmɔɔ. Ni è la unmɔɔsu, dɛɛ ga ze, gè ɠɛ kwɛɛ, mazɔlɔɔ ɗa ɠa mɔunpa ma losuʋɛ è ya. Nà ɠa é zèa ɗɔun è ʋoluma.» É gooɠaaʋoteni, é ɠɛ ma: «Nà pɔ gè zooi unmɔɔ.»
RUT.4.5	Ɓoaze ɠɛni ma: «Foloi è zooi ɠeyazu la Naomi ma, ɗa Moaɓe nui Lute ɓalaagi zei naama ziɛgi zu, nii é ga poanzai, nii a kɛ vofoda ɠɛ sinigi ʋa, nii saai, niiti ta ná-poganii zeɠe.» 
RUT.4.6	Zɔi unmɔɔ fai ma losuʋɛ ɠɛni zea, naa gooɠaaʋote, é ɠɛ ma: «Ni naa ʋe, gè ɠɛlɛa unmɔɔ tosuʋɛ ʋa, gè mina ʋa nà-poganii ɠoloɠolosu. Unmɔɔ fai ma losuʋɛ zeɠe ga ɗɔnɔ, mazɔlɔɔ gè la zooga gè ʋa unmɔɔ.»
RUT.4.7	Izelayɛle nuiti saama mɔungi, faa nɔpɛ a la ɠɛna ɠilia ba, é lo unmɔɔ faa ʋa, ɓaa anii maavalibo faa ʋa, gilagi ɓena ná-saʋalagi ɠula ɠɔɠɔi ɠa, é fe zɔi ya, naa ɓena ɠɛ ga poogi Izelayɛle nuiti bɛ ga naama vai ɓɛtɛa. 
RUT.4.8	Zɔi unmɔɔ fai ma losuʋɛ ɠɛni zea, naa ɠɛni Ɓoaze ma: «Zooi ɠeya ɓɔɠɔ ʋɛ,» é ná-saʋalagi ɠulani ɠɔɠɔa.
RUT.4.9	Ɓoaze ɠɛni naazu kɛwolaiti ta nuɓusɛiti kpein ma: «Wo ɠɛa ga zeeleiti za, ga nii kpein é ɠɛa ga Elimeelɛke nɔnɔ ta Kiliyon, naa ʋɛɛ Maalon ʋa, gè naati pɛ geyaa Naomi ma. 
RUT.4.10	Gè Moaɓe nui Lute zeiɗa ɓalaa, é ɠɛ ga ànza, nii é ɠɛni ga Maalon anzai, ga nii saai naa laaseigi mina ɲɛɛlɛ ná-poganii zaama, naa ɠa a kɛ nii saai naa laaseigi yɛ ɠɔ kɛɛɠɛleaiti saama, sɔlɔɔ taa ziɠidaʋɛ. Wo ɠɛa ga ma zeeleiti za.»
RUT.4.11	Nuɓusɛi niiti kpein ti ɠɛni taa ziɠidaʋɛ ta kɛwolaiti, ti ɠɛni ma: «Gá ga naama zeeleiti! Anzanui é lɛɛzu ɗa-ʋɛlɛi wu, Ɠɔoɠɔ GALAGI kɛ ga Zakɔɓe anzaiti Lasɛle ta Leani kɛʋele, niiti ti felegɔiti ti Izelayɛle ʋɛlɛyeɠei logai! Ɗa ɓɔɠɔi ɓalaa, tuyai ɠɛ è ma Efelata, ta è lɔɠɔ zɔlɔɔ Ɓɛteleyɛme! 
RUT.4.12	Vofodai nii Ɠɔoɠɔ GALAGI feezu è ya ga anzanu loungoi nii maaʋele, é ɗa-ʋɛlɛyeɠei ɠɛ ga Peelɛse ná-pɛlɛyeɠei ɠɛʋele, nii Tamaal sɔlɔɔni Zuda ʋɛ!»
RUT.4.13	Ɓoaze Lute zeɠeni, é kɛ ga anza, é daani ʋolu. Ɠɔoɠɔ GALAGI vaani bu Lute kogi zeɠe, é doun zunu zɔlɔɔ. 
RUT.4.14	Anzanuiti ti ɠɛni Naomi ma: «Mamagi ɠa Ɠɔoɠɔ GALAGI ʋɛ, nii é la vaani bu, è ʋa ʋala za pɛlɛyeɠei makɛ nui ma, GALA ge kɛ daaseigi wɔɔlɔ Izelayɛle nuiti saama faan! 
RUT.4.15	Doin nii ɠa è-yɛnvui niinɛ, é è makɛ ɗa ʋɔlɔzaɠana, mazɔlɔɔ è-loun anzai nii è nɛai bɛ, ta fizɔgai è ʋɛ zunu loun lɔfela ʋa, naa ɠa é sɔlɔɔgai.» 
RUT.4.16	Naomi doin zeɠeni, é pɛɛ yii la. Tɔ ɠa é kulani su. 
