MAT.1.1	O le tala lenei i le gafa o Iesu Keriso le atali‘i o Tavita, le atali‘i o Aperaamo.
ROM.8.12	O lenei, uso e, o i tatou o tagata o lo‘o nofo ‘aitalafu, ‘ae lē o le itū i le tino, ‘ina ‘ia tatou amio ai fa‘aletino; 
ROM.8.13	auā ‘āfai tou te amio fa‘aletino, e oti ai ‘outou; ‘ae ‘āfai tou te fasiotia amioga a le tino i le mana o le Agaga, ‘ona ola ai lea o ‘outou. 
ROM.8.14	Auā o i latou uma ‘ua ta‘ita‘iina e le Agaga o le Atua, o atali‘i i latou o le Atua. 
ROM.8.15	Auā ‘ua ‘outou lē maua le agaga o le pologa e toe fefefe ai; a ‘ua ‘outou maua le Agaga e ‘avea ai ‘outou ma tamafai, tou te vala‘au atu ai, “Tamā! Le Tamā e!” 
ROM.8.16	O le Agaga lava lea o lo‘o molimau mai i o tatou agaga, o le fānau i tatou a le Atua. 
ROM.8.17	‘Āfai fo‘i o le fānau i tatou, o lona uiga o i tatou o suli, o suli lava o le Atua o suli fa‘atasi ma Keriso, pe ‘āfai tatou te tigā fa‘atasi ma ia, ‘ina ‘ia fa‘amanuiaina fo‘i i tatou fa‘atasi ma ia.
ROM.8.18	O lo‘u manatu e lē tatau ‘ona fa‘atusa le tigā i aso nei, ma le manuia o le a o‘o mai, e fa‘aalia mai ‘iā te i tatou. 
ROM.8.19	Auā o lo‘o fa‘atalitali mea uma na faia ma le naunauta‘i i le fa‘aalia mai o atali‘i o le Atua. 
ROM.8.20	Auā o mea uma na faia e i‘uvale le taunu‘uga, e lē ‘ona o le loto o mea na faia, peita‘i ‘ona o lē na fuafuaina fa‘apea e tusa ma lona fa‘amoemoe; 
ROM.8.21	auā o le a fa‘asa‘olotoina mea uma na faia, ia lē fa‘apologaina ma ‘ia lē i‘uvale, a ‘ia maua le manuia o le sa‘olotoga o le fānau a le Atua e manuia ai. 
ROM.8.22	Auā ‘ua tatou iloa ‘ua ōi fa‘atasi, ma ‘o‘ono fa‘atasi mea uma lava na faia, ‘ua o‘o mai lava i aso nei. 
ROM.8.23	E lē gata i lea, a o i tatou lava o ē ‘ua i ai ulua‘i fua o le Agaga, tatou te ōi i totonu ‘iā te i tatou lava, a o tatou fa‘atalitali atu i le ‘avea o i tatou ma tamafai, o le fa‘aolaina lea o tatou tino. 
ROM.8.24	Auā o le fa‘amoemoe lea ‘ua fa‘aolaina ai i tatou. A o le fa‘amoemoe ‘ua va‘aia, e lē o le fa‘amoemoe lea; auā, e fa‘apefea ‘ona toe fa‘amoemoe se isi i le mea ‘ua va‘aia? 
ROM.8.25	‘Ae peita‘i a tatou fa‘amoemoe i le mea ‘ua lē va‘aia, tatou te fa‘atalitali i ai ma le ‘onosa‘i.
ROM.8.26	E fa‘apea fo‘i ‘ona fesoasoani mai le Agaga i lo tatou vaivai; auā tatou te lē iloa pe fa‘apefea ‘ona tatalo atu e pei ‘ona tatau ai; peita‘i o le Agaga lava e fautua mo i tatou i le ōi e lē mafai ‘ona fa‘amatalaina. 
ROM.8.27	O lē o lo‘o su‘esu‘e i loto o tagata, ‘ua silafia e ia le finagalo o le Agaga; auā o lo‘o fautua le Agaga mo le au pa‘ia e tusa ma le finagalo o le Atua.
ROM.8.28	‘Ua tatou iloa fo‘i o lo‘o galue le Atua i mea uma lava mo le lelei, fa‘atasi ma i latou o ē ‘ua alolofa atu ‘iā te ia, o i latou ia ‘ua vala‘auina i lona finagalo. 
ROM.8.29	Auā o ē na silafia e ia anamua, na tofia fo‘i e ia anamua, ia foliga i latou i lona Alo, ‘ina ‘ia ‘avea o ia ma ulumatua o le au uso e to‘atele. 
ROM.8.30	O i latou fo‘i na tofia anamua e ia, ‘ua vala‘auina fo‘i i latou e ia; o ē ‘ua vala‘auina e ia, ‘ua ta‘uamiotonuina fo‘i i latou e ia; o ē ‘ua ta‘uamiotonuina e ia, ‘ua fa‘amanuiaina fo‘i i latou e ia.
ROM.8.31	O le ā ‘ea sa tatou ‘upu e fai i lenei mea? ‘Āfai ‘ua ‘au ma i tatou le Atua, o ai la e fa‘asagatau mai ia i tatou? 
ROM.8.32	E le‘i fa‘asaoina e le Atua lona lava Alo, a ‘ua foa‘iina mai o ia e ia mo i tatou uma; e lē foa‘iina mai ‘ea e ia ‘iā te i tatou mea uma lava fa‘atasi ma ia? 
ROM.8.33	O ai na te molia le au filifilia a le Atua? O le Atua na te ta‘uamiotonuina mai, 
ROM.8.34	o ai la na te fa‘asalaina mai? O Keriso o lē na maliu, a ‘ua toetū mai lava o ia; o lo‘o i ai nei i le itū taumatau o le Atua, o lo‘o fautua fo‘i o ia mo i tatou. 
ROM.8.35	O ai se isi na te fa‘ate‘a‘eseina mai i tatou i le alofa o Keriso? O le puapuagā ‘ea, po o le atuatuvale, po o le sauā, po o le oge, po o le lē lavalavā, po o le pagātia, po o le pelu? 
ROM.8.36	Fa‘apei ‘ona tusia:
ROM.8.36	“ ‘Ona o oe ‘ua fasiotia ai i matou i aso uma;
ROM.8.36	‘ua ‘avea i matou e peiseaī o mamoe o le a fasia.”
ROM.8.37	A ‘ua tatou matuā manumālō i nei mea uma lava ‘ona o ia ‘ua alofa mai ‘iā te i tatou. 
ROM.8.38	Auā ‘ua ‘ou mautinoa, e lē mafaia e le oti, po o le ola, po o agelu, po o ali‘i, po o mea i aso nei, po o mea i aso o lumana‘i, po o le malosi, 
ROM.8.39	po o le maualuga, po o le loloto, po o se isi mea na faia, e lē mafaia e ia mea ‘ona fa‘ate‘aina mai i tatou i le alofa o le Atua, o lo‘o ‘iā Keriso Iesu lo tatou Ali‘i.
ROM.9.1	‘Ou te tautala atu i le ‘upu moni i luma o Keriso, ‘ou te lē pepelo, e molimau mai ‘iā te a‘u lo‘u loto fuatiaifo i le Agaga Pa‘ia, 
ROM.9.2	e tele lo‘u fa‘anoanoa, e puapuagātia fo‘i lo‘u loto e lē aunoa, 
ROM.9.3	Auā e mafai lava ‘ona ‘ou loto atu ‘ina ‘ia fa‘afanoina a‘u, ma ‘ia vavae ‘ese mai ‘iā Keriso, e fai ma sui o o‘u uso, o lo‘u ‘āiga i le tino. 
ROM.9.4	O i latou o tagata Isaraelu o ē ‘ua ‘avea ma tamafai, ma ‘ua i ai fo‘i le mamalu, ma feagaiga, ma sauniga o le tulafono, ma le tapua‘iga, ‘atoa ma mea ‘ua folafolaina mai. 
ROM.9.5	O i latou e ona le augā tamā; o i latou fo‘i na tupu mai ai le Keriso i lona itū i le tino, o le Atua o ia o lē e vi‘ia e fa‘avavau. Amene.
ROM.9.6	Peita‘i, e lē fa‘apea ‘ua lē taunu‘u le afioga a le Atua. Auā o tagata na tupuga mai ‘iā Isaraelu e lē ni Isaraelu uma i latou. 
ROM.9.7	E lē se fānau uma a Aperaamo i latou e ui lava ‘ina sa tupuga mai i latou ‘iā Aperaamo; ‘ae fa‘apea le folafolaga: “E vala‘auina lau fānau ‘iā Isaako.” 
ROM.9.8	O lona uiga, o le fānau i le tino e lē o le fānau a le Atua i latou; peita‘i o le fānau e tusa ma le folafolaga, e ta‘ua i latou o le fānau. 
ROM.9.9	Auā o le ‘upu lenei na folafolaina mai: “O le taimi lenei i le tausaga a sau ‘ou te toe sau ai, ‘ona fānaua lea e Sara lana tama tane.”
ROM.9.10	E lē gata i lea, a ‘ua to fo‘i Repeka ma fānau mai ana tama i le isi tagata, o lo matou tamā lea o Isaako. 
ROM.9.11	A o le‘i fānau mai ana tama, a o le‘i faia fo‘i e i lā‘ua se mea lelei po o se mea leaga, ‘ina ‘ia tumau le finagalo o le Atua e tusa ma lana filifiliga, e lē ‘ona o galuega a ‘ona o lē na vala‘au mai. 
ROM.9.12	Sa fetalai mai le Atua ‘iā te ia, “E ‘au‘auna le ulumatua i le ui‘i.” 
ROM.9.13	Pei ‘ona tusia, “ ‘Ua ‘ou alofa ia Iakopo, a ‘ua ‘ou ‘ino‘ino ia Esau.”
ROM.9.14	O le ā ‘ea sa tatou ‘upu e fai? E lē amiotonu ‘ea le Atua? E leai lava! 
ROM.9.15	Auā na fetalai atu o ia ‘iā Mose, “ ‘Ou te alofa atu i lē ‘ou te fia alofa atu i ai, ‘ou te alofa mutimutivale fo‘i i lē ‘ou te fia alofa mutimutivale i ai.” 
ROM.9.16	O lenei, e lē mai lē ‘ua mana‘o, e lē mai lē ‘ua tausiniō, ‘ae mai le Atua o lē e alofa mai. 
ROM.9.17	Auā ‘ua fai mai le Tusi ia Farao, “O le mea lava lenei ‘ua ‘ou fa‘atūina ai oe, ‘ina ‘ia ‘ou fa‘aalia lo‘u mana ‘iā te oe, ma ‘ia ta‘ua fo‘i lo‘u igoa i le lalolagi ‘atoa.” 
ROM.9.18	O lenei, e alofa o ia i lē ‘ua finagalo i ai; e fa‘ama‘a‘a fo‘i e ia o lē ‘ua finagalo i ai.
ROM.9.19	A nei ‘e te fai mai ‘iā te a‘u, “O le ā ‘ea le mea ‘ua saga a‘oa‘i mai ai pea o ia? Auā o ai e tete‘e atu i lona finagalo?” 
ROM.9.20	Peita‘i, o oe le tagata, o ai ‘ea oe ‘e te fa‘afinau ai i le Atua? E fai atu ‘ea le mea na faia i lē na faia o ia, “O le ā le mea ‘ua e faia ai a‘u fa‘apea?” 
ROM.9.21	E lē pule ‘ea le faiipu ‘omea i le ‘omea, e fai ai e ia i le paluga e tasi le ipu e lelei, a o le isi ipu e fa‘atauva‘a?
ROM.9.22	‘Āfai ‘ua ‘onosa‘i le Atua, ma ‘ua matuā fa‘apalepale i ‘upu o le to‘asā ‘ua fa‘atatauina mo le malaia, ‘ina ‘ua finagalo o ia e fa‘aali mai ai lona to‘asā, ma fa‘ailoa mai ai lona mana; 
ROM.9.23	e fa‘ailoa mai ai fo‘i le tele naunau o lona vi‘iga i ‘upu o le alofa, na mua‘i saunia e ia mo le manuia. 
ROM.9.24	O i tatou fo‘i ‘ua vala‘auina e ia, e lē gata i tagata Iutaia, ‘ae ‘atoa fo‘i ma tagata o Nu‘u ‘ese. 
ROM.9.25	E pei lava ‘ona fetalai mai o ia i le Hosea:
ROM.9.25	“ ‘Ou te ta‘ua o lo‘u nu‘u
ROM.9.25	i latou sa lē ‘avea ma ‘O‘u Nu‘u.’
ROM.9.25	‘Ou te ta‘ua fo‘i o ia ‘ua lē alofaina
ROM.9.25	o lē ‘o‘u te alofa i ai.’ ”
ROM.9.26	“O i le mea tonu lava sa ta‘ua ai i latou, ‘E lē so‘u nu‘u,’
ROM.9.26	o le a ta‘ua ai i latou, o atali‘i o le Atua soifua.”
ROM.9.27	‘Ua ‘alaga atu fo‘i Isaia ‘iā Isaraelu: “E ui lava ‘ina fa‘apei o le oneone i le sami le to‘atele o tagata Isaraelu, e na o ē ‘ua totoe e fa‘aolaina; 
ROM.9.28	auā e fa‘ataunu‘uina fa‘avave e le Ali‘i lana fa‘asalaga mata‘utia i le lalolagi.” 
ROM.9.29	E pei ‘ona fai mai ai Isaia anamua, “ ‘Ana lē fa‘atotoeina e le Ali‘i e ona le malosi uma lava ni fānau mo i tatou, po ‘ua ‘avea i tatou e pei o Sotoma, ma faia e pei o Komoro.”
ROM.9.30	O le ā nei sa tatou ‘upu e fai? ‘Ua maua le amiotonu e tagata o Nu‘u ‘ese o ē e le‘i sā‘ili i le amiotonu, o le amiotonu lava lea e maua i le fa‘atuatua. 
ROM.9.31	A o Isaraelu na sā‘ili i le tulafono o le amiotonu, e le‘i o‘o i latou i le tulafono o le amiotonu. 
ROM.9.32	‘Ua fa‘apea aiseā? ‘Ona ‘ua lē sā‘ilia i le fa‘atuatua, ‘ae peiseaī ‘ua fa‘avae i galuega o le tulafono; auā na ta‘ita‘isesēina i latou i le mea e fa‘asesēina ai. 
ROM.9.33	E pei ‘ona tusia:
ROM.9.33	“Fa‘auta, ‘ou te tu‘uina i Siona le ma‘a e ta‘ita‘isesēina ai,
ROM.9.33	ma le papa e tautevateva ai;
ROM.9.33	e lē ma fo‘i se isi e fa‘atuatua ‘iā te ia.”
ROM.10.1	Uso e, o le mana‘o lava lenei o lo‘u loto, ma la‘u tatalo i le Atua mo Isaraelu: ia fa‘aolaina i latou. 
ROM.10.2	Auā ‘ou te molimau ‘iā te i latou, e fa‘amaoni le tu‘uina atu o i latou i le Atua, peita‘i e lē lava lo latou malamalama. 
ROM.10.3	Auā e lē iloa e i latou le amiotonu mai le Atua, ma ‘ua taumafai e fa‘atū la latou lava amiotonu, a ‘ua lē usiusita‘i i latou i le amiotonu mai le Atua. 
ROM.10.4	Auā o Keriso le taunu‘uga o le tulafono, e o‘o mai ai le amiotonu i ē e fa‘atuatua uma lava.
ROM.10.5	Auā ‘ua tusia e Mose e uiga i le amiotonu e maua i le tulafono, fai mai “O le tagata na te faia ia mea, e ola ai lava o ia.”
ROM.10.6	A o le amiotonu e maua i le fa‘atuatua, fai mai ‘upu e fa‘asino i ai: ‘Aua ‘e te fai ifo i lou loto, “O ai e alu a‘e i le lagi?” (o lona uiga, ‘ina ‘ia ‘a‘ami Keriso e maliu ifo). 
ROM.10.7	Pe fai ifo fo‘i, “O ai e alu ifo i le mea loloto?” 
ROM.10.8	‘Ae fai mai o le ā? ‘Ua latalata ‘iā te oe le ‘upu, o lo‘o i ai lava i lou gutu ma lou loto (o le ‘upu lea o le fa‘atuatua o lo‘o matou folafolaina atu). 
ROM.10.9	‘Āfai ‘e te ta‘utino atu i lou gutu o Iesu o le Ali‘i, ma fa‘atuatua i lou loto ‘ua toe fa‘atūina mai o ia e le Atua nai ē ‘ua oti, e fa‘aolaina ai oe. 
ROM.10.10	Auā o le loto e fa‘atuatua ai, e o‘o mai ai le amiotonu; a o le gutu e ta‘utino ai, e o‘o mai ai le ola. 
ROM.10.11	Auā ‘ua fai mai le Tusi, “E lē ma se isi e fa‘atuatua ‘iā te ia.” 
ROM.10.12	Auā e leai se ‘ese‘esega o le tagata Iutaia ma le tagata Eleni. E to‘atasi le Ali‘i o tagata uma, o lē o lo‘o liligi mai lona tamao‘āiga i luga o tagata uma o ē e vala‘au atu ‘iā te ia. 
ROM.10.13	Auā, “O tagata uma e vala‘au atu i le suafa o le Ali‘i, e fa‘aolaina.”
ROM.10.14	Peita‘i, e fa‘apefea ‘ona vala‘au atu tagata i lē latou te lē fa‘atuatua i ai? E fa‘apefea fo‘i ‘ona fa‘atuatua i latou i lē latou te le‘i fa‘alogo lava i ai? E fa‘apefea fo‘i ‘ona fa‘alogo i latou e aunoa ma se tagata e tāla‘i atu? 
ROM.10.15	E fa‘apefea ‘ona tāla‘i atu e tagata pe ‘āfai e le‘i ‘auina atu i latou? E pei ‘ona tusia, “E matagofie tele vae o ē e tāla‘i mai le Tala Lelei!”
ROM.10.16	Peita‘i e le‘i usiusita‘i i latou uma lava i le Tala Lelei, auā fai mai Isaia, “Le Ali‘i e, o ai ‘ea ‘ua talitonu i le ‘upu na fa‘alogo ai mai ia i matou?” 
ROM.10.17	O le mea lea, e tupu mai le fa‘atuatua i le mea ‘ua fa‘alogo ai, o le mea fo‘i ‘ua fa‘alogo ai e tupu mai lea i le tala‘iina atu e Keriso.
ROM.10.18	‘Ae peita‘i, se‘i ‘ou fesili atu, po ‘ua fa‘alogo mai ‘ea i latou? O le ‘upu moni e leai; auā
ROM.10.18	“ ‘Ua o‘o atu lo latou leo i le lalolagi uma,
ROM.10.18	ma a latou ‘upu i tulu‘iga o le lalolagi.”
ROM.10.19	Se‘i ‘ou toe fesili atu, pe le‘i malamalama ‘ea Isaraelu? Na fai mai muamua Mose,
ROM.10.19	“ ‘Ou te fa‘atupuina ‘iā te ‘outou le fuā i ē e lē o se nu‘u;
ROM.10.19	‘ou te fa‘atupu ‘iā te ‘outou le ita i le nu‘u vālea.”
ROM.10.20	‘Ua tautala mai Isaia ma le lototele,
ROM.10.20	“ ‘Ua maua a‘u e i latou o ē e le‘i sā‘ili mai ‘iā te a‘u;
ROM.10.20	‘ua ‘ou fa‘aali atu fo‘i a‘u lava ia i latou o ē e le‘i fesili mai ‘iā te a‘u.”
ROM.10.21	‘Ae peita‘i ‘ua fai mai o ia ‘iā Isaraelu, “ ‘Ua ‘ou fa‘aloloa o‘u lima i aso uma i tagata lē usiusita‘i ma o lo‘o tete‘e mai.”
ROM.11.1	O lenei, se‘i ‘ou fesili atu: ‘Ua lafoa‘iina ‘ea e le Atua lona lava nu‘u? E leai lava! O a‘u fo‘i o le Isaraelu, e tupuga mai ‘iā Aperaamo, o le itū‘āiga o Peniamina. 
ROM.11.2	E le‘i lafoa‘iina e le Atua lona nu‘u na silafia e ia anamua. Tou te lē iloa ‘ea le mea ‘ua fai mai ai le Tusi i le tala ia Elia? Na molia Isaraelu e ia i luma o le Atua:
ROM.11.3	“Le Ali‘i e, ‘ua fasiotia e i latou au perofeta, ma ‘ua soloia ou fatafaitaulaga; ‘ua na o a‘u lava o lo‘o totoe, a ‘ua sā‘ili mai fo‘i i latou e fasioti a‘u.” 
ROM.11.4	A o le ā la le tali a le Atua ‘iā te ia? “ ‘Ua ‘ou fa‘atotoeina mo a‘u le to‘afituafe o tagata, o ē e le‘i to‘otuli lava ia Paala.” 
ROM.11.5	E fa‘apenā fo‘i aso nei, o lo‘o i ai ē o totoe e tusa ma le filifiliga o le alofa tunoa. 
ROM.11.6	‘Āfai la o le alofa tunoa, o lona uiga e lē o galuega; ana fa‘apenā po ‘ua lē toe ta‘ua le alofa tunoa o le alofa tunoa.
ROM.11.7	O lenei, a fa‘apefea ‘ea? E le‘i maua e Isaraelu le mea na sā‘ilia e ia. O le mea lenā ‘ua maua e ē ‘ua filifilia, a ‘ua fa‘ama‘a‘aina loto o ē ‘ua lē filifilia. 
ROM.11.8	E pei ‘ona tusia: “ ‘Ua tu‘uina atu e le Atua ‘iā te i latou le loto moe gase, ma mata e lē va‘ai ai, ‘atoa ma taliga e lē lagona ai, ‘ua o‘o mai lava i le aso nei.”
ROM.11.9	‘Ua fai mai fo‘i Tavita,
ROM.11.9	“ ‘Ia liua la latou tausamiga e fai ma mailei,
ROM.11.9	ia ‘avea ma matāsele ma mea e fa‘asesēina ai,
ROM.11.9	ia fai fo‘i ma taui ‘iā te i latou;
ROM.11.10	ia fa‘apouliuligia o latou mata ‘ina ‘ia lē vā‘ai,
ROM.11.10	ia fa‘ano‘uno‘u fo‘i o latou tua e lē aunoa.”
ROM.11.11	O lenei, se‘i ‘ou fesili atu: ‘Ua fa‘asesēina ‘ea i latou ‘ina ‘ia pa‘u‘ū ai? E leai lava! A ‘ona o la latou agasala ‘ua o‘o ai le ola i Nu‘u ‘ese, ‘ina ‘ia tupu ai lo latou losilosi. 
ROM.11.12	O lea, ‘āfai ‘ua ‘avea le agasala a Isaraelu ma tamao‘āiga mo le lalolagi, ma ‘āfai e ‘avea lo latou to‘ilalo ma tamao‘āiga o Nu‘u ‘ese, e lē sili ai ‘ea ‘ona fa‘apea o lo latou manuia?
ROM.11.13	‘Ou te fai atu ‘iā te ‘outou tagata o Nu‘u ‘ese, ‘ona o a‘u o le ‘aposetolo o Nu‘u ‘ese, o le mea lea ‘ou te mitamita ai i la‘u galuega. 
ROM.11.14	Atonu e mafai ‘ona ‘ou fa‘atupuina le losilosi i tagata o lo‘u lava nu‘u, ‘ina ‘ia fa‘aolaina ai i latou. 
ROM.11.15	‘Āfai ‘ua maua le leleiga e le lalolagi ‘ina ‘ua lafoa‘iina Isaraelu, e fa‘apefea pe a o‘o ‘ina toe ‘amia i latou? E lē o le ola ‘ea lea nai ē ‘ua oti?
ROM.11.16	‘Āfai e pa‘ia se vaega o le paluga ‘ua ofoina atu e ‘avea ma ulua‘i fua, e fa‘apea fo‘i ‘ona pa‘ia ai le paluga ‘atoa; ‘āfai e pa‘ia le pogai, e fa‘apea fo‘i ‘ona pa‘ia lālā. 
ROM.11.17	‘Āfai fo‘i na gaui ‘ese nisi ‘ona lālā, a o oe o le olive vao, ‘ua fa‘apipi‘ina oe i ai e fai ma sui o i latou, ‘ina ‘ia tofusia fa‘atasi ‘outou ma i latou i le pogai ma le sua o le olive. 
ROM.11.18	O lea, ‘aua ‘e te mitamita i ona lālā. ‘Āfai ‘e te mitamita, ia e manatua, ‘ua lē o ola le pogai ‘iā te oe, a ‘ua e ola i le pogai.
ROM.11.19	Atonu o le a e fai mai, “ ‘Ua gaui‘eseina ona lālā, ‘ina ‘ia fa‘apipi‘iina ai a‘u.” 
ROM.11.20	E moni lava. ‘Ua gaui‘eseina i latou ‘ona o lo latou lē fa‘atuatua, a o lo‘o tumau oe ‘ona o le fa‘atuatua; o lea, ‘aua ‘e te fa‘amaualuga, a ‘ia e mata‘u. 
ROM.11.21	Auā ‘āfai ‘ua lē fa‘asaoina e le Atua lālā na tutupu mai ai, o le a lē fa‘asaoina fo‘i oe. 
ROM.11.22	Se‘i silasila i le agalelei ma le to‘asā o le Atua: e o‘o atu lona to‘asā i e na pa‘u‘ū, a o lona agalelei e o‘o atu ‘iā te oe, pe ‘āfai ‘e te tumau ai i lona agalelei; ‘ae ‘āfai e lē fa‘apenā, ‘ona gaui‘eseina lea o oe. 
ROM.11.23	O i latou fo‘i, ‘āfai e lē tumau pea i le lē fa‘atuatua, e toe fa‘apipi‘iina i latou; auā e mafaia e le Atua ‘ona toe fa‘apipi‘iina i latou. 
ROM.11.24	Auā ‘āfai ‘ua sala‘eseina oe nai le olive vao na e tupu mai ai, ma ‘ua fa‘apipi‘iina oe i le olive lelei, ‘e te le‘i tupu mai ai, o le a sili atu ai ‘ona fa‘apipi‘iina gofie lālā moni o le olive na tutupu mai ai.
ROM.11.25	Uso e, ‘ou te loto ‘ina ‘ia ‘outou iloa le mea lilo lenei, ‘ina ne‘i ‘outou fa‘afiapopoto; ‘ua fa‘ama‘a‘aina loto o nisi o Isaraelu, se‘ia o‘o ‘ina ulufale mai tagata uma o Nu‘u ‘ese; 
ROM.11.26	‘ona fa‘aolaina lea o Isaraelu ‘atoa uma, e pei ‘ona tusia:
ROM.11.26	“E maliu mai le Fa‘aola mai Siona,
ROM.11.26	na te fa‘ate‘a‘eseina le amio fa‘alēmata‘u ia Iakopo.
ROM.11.27	O la‘u feagaiga fo‘i lenei ma i latou pe a ‘ou ‘ave‘eseina a latou agasala.”
ROM.11.28	O fili i latou o le Atua, e tusa ma le Tala Lelei, ‘ona o ‘outou; a ‘ua alofaina i latou, e tusa ma le filifiliga, ‘ona o latou tamā na tupuga mai ai. 
ROM.11.29	Auā e lē salamō le Atua i ana mea e foa‘ifuaina mai, ‘atoa ma lana vala‘au. 
ROM.11.30	Auā e fa‘apei o ‘outou fo‘i, sa ‘outou lē fa‘alogo anamua i le Atua, a o lenei ‘ua alofaina ‘outou ‘ona ‘ua lē fa‘alogo i latou; 
ROM.11.31	e fa‘apea fo‘i i latou ‘ua lē fa‘alogo i aso nei, ‘ina ‘ia alofaina i latou fo‘i ‘ona o le alofaina o ‘outou. 
ROM.11.32	Auā ‘ua ufitia e le Atua tagata uma lava i le lē fa‘alogo, ‘ina ‘ia alofaina e ia tagata uma lava.
ROM.11.33	E! le loloto o le tamao‘āiga o le poto ma le silafaga a le Atua! E lē masu‘esu‘eina ana fa‘amasinoga; e lē mafai fo‘i ‘ona iloa ona ala.
ROM.11.34	Auā o ai ‘ea ‘ua na iloa le finagalo o le Ali‘i?
ROM.11.34	O ai fo‘i lē e mafai ‘ona ‘avea ma ona faufautua?
ROM.11.35	O ai sē ‘ua na mua‘i avatua ni mea ‘iā te ia,
ROM.11.35	‘ina ‘ia tauia mai?
ROM.11.36	Auā na pogai mai ‘iā te ia mea uma lava, na faia fo‘i e ia, ma o le a i‘u atu fo‘i ‘iā te ia mea uma; ia ‘iā te ia le vi‘iga e fa‘avavau lava. Amene.
ROM.12.1	O lenei, uso e, ‘ou te ‘ai‘oi atu ‘iā te ‘outou, ‘ona o le alofa mutimutivale o le Atua, ia ‘outou tu‘uina atu o ‘outou tino i le Atua, o le taulaga ola ma le pa‘ia ma le logoleleia, o la ‘outou tapua‘iga fa‘aleagaga lenā. 
ROM.12.2	‘Aua tou te loto atu i lenei lalolagi, a ‘ia liliuina ‘outou i le toe fuata‘iina o ‘outou loto, ‘ina ‘ia ‘outou su‘esu‘e po o le ā le finagalo o le Atua, a o le ā fo‘i le mea e lelei, ma logoleleia, ma ‘ato‘atoa.
ROM.12.3	Auā o le alofa tunoa ‘ua tu‘uina mai ‘iā te a‘u, ‘ou te fai atu ai ‘iā te ‘outou uma, ‘aua ne‘i fa‘asili le manatu o se tasi ‘iā te ia lava, a ‘ia manatu ifo ma le loto maulalo ‘iā te ia lava, e tusa ma le fua o le fa‘atuatua o tagata ta‘ito‘atasi, e pei ‘ona tofusia ai mai le Atua. 
ROM.12.4	Auā fa‘apei o itūtino e tele i le tino e tasi, ‘ae lē tasi sa latou galuega e fai; 
ROM.12.5	a fa‘apenā i tatou nei e to‘atele, ‘ua tino e tasi ‘iā Keriso, ma ‘ua nonofo fa‘afeagai itūtino ta‘itasi. 
ROM.12.6	E ‘ese‘ese fo‘i a tatou meaalofa ‘ua foa‘iina mai i le alofa tunoa ‘iā te i tatou, ma ‘ua tatau ‘ona tatou fa‘aaogāina: po o le perofeta, ia tusa ai ma le tulaga o lo tatou fa‘atuatua.
ROM.12.7	Po o le tiakono, ‘ia faia e ia le galuega a le tiakono; po o le a‘oa‘o, ‘ia a‘oa‘o atu o ia. 
ROM.12.8	Po o le apoapoa‘i, ia apoapoa‘i atu o ia; o lē e foa‘i mea, ‘ia faia ma le matamau; o lē e pule, ‘ia faia ma le filigā; o lē e fai meaalofa, ‘ia faia ma le loto fiafia.
ROM.12.9	‘Aua le fa‘atagā alofa; ia ‘ino‘ino i le leaga, ‘ae pipi‘i i le lelei. 
