GEN.1.1	Yäput peŋpäŋ Anututä kunum kenta kome pewän ahäŋkumän. 
MRK.4.17	 Unita ämawebe udewani uwä näkŋo man bänepi-ken jäwäri ket nämo äpmoŋpani unita man u kadäni keräpigän yäpmäŋ kuŋatneŋ. Bäräpi kubä ba näkŋo man yäŋahäŋirä yäŋärok man yäwerit iwan täŋ yämiŋit täŋpäwä kwitaŋpäŋ näkŋo man kudupi u bäräŋeŋ peneŋ. 
MRK.4.18+MRK.4.19	 Täŋä ämawebe ätu näkŋo man kudupi nadäk täkaŋ upäŋkaŋ nadäŋ bäräp ba moneŋ wädäk-wädäkta ämäŋi täktäk ba tuŋum imaka imakata yabäŋgärip täŋirä unitä näkŋo man utpewä kumäŋirän näkŋo man jopi täŋpek. Uwä mup wakiwaki gänaŋ mäneŋo udewani. 
MRK.4.20	Täŋpäkaŋ ämawebe ätu näkŋo man kudupi nadäŋkaŋ bänepi-ken peŋpäŋ kehäromi yäpmäŋ kuŋat täkaŋ uwä mujipi kome gakŋi terak piweko u bureni ähan ba taŋi bumik ba bumta ahäneŋo udewani.
MRK.4.22	 Bureni! Imaka imaka apiŋo käbop itkaŋ uwä mäden kwawak ahäŋirä api yabäŋpäŋ-nadäneŋ. Ba imaka imaka ämatä yejämäk täkaŋ uwä äneŋpäŋ kwawak api peneŋ. 
MRK.4.23	Unita äma jukuni nikektä näkŋo man ŋo ket nadäwut!
MRK.4.25	 Unita in ŋode nadäwut; Äma kubätä imaka imani u yäpmäŋ kuŋarayäŋ täko uwä imaka imani uwä yäpurärätpäŋ bumta imikta yäwani. Upäŋkaŋ äma kubätä imaka imani u nämo yäpmäŋ kuŋarayäŋ täko uwä imaka imani u äneŋi yomägatta yäwani.
MRK.4.26	Ude yäŋpäŋ äneŋi man wärani kubä ŋode yäwetkuk; Man wärani kubä ŋode täwera nadäwut; Äbot Anututä yabäŋ yäwat täyak uwä ŋodewani; Äma kubätä mujipi epäni-ken piŋtäŋ kwek. 
MRK.4.27	 Piŋ moreŋkaŋ kuŋirän bipani kepma yarä-yarä itpäŋ mebäri nämo kaŋpäŋ nadäŋirän käruk imätpäŋ amneŋ. 
MRK.4.28	Kometä ini-tägän gakŋi yämiŋirän tädotpäŋ pähämi pitpäŋ äroŋpäŋ bureni pätneŋ. 
MRK.4.29	 Eruk bureni patpäŋ tägaŋirä pugerek. Täŋpäkaŋ äbot Anututä yabäŋ yäwat täyak u udewani.
MRK.4.30	Jesutä ude yäŋpäŋ yäwetkuk; Man wärani jide u täwerira Anutu täŋo yabäŋ yäwat epän unitäŋo mebärita nadäwä täreneŋ? Eruk, kubä ŋode; Äbot Anututä yabäŋ yäwat täyak u ŋodewani; 
MRK.4.31+MRK.4.32	Päya kubä wäpi mastat unitäŋo mujipi täpuri-inik, päya ätu täŋo mujipi gämori-ken itkaŋ. Upäŋkaŋ mujipi u piweno uwä tädotpäŋä taŋi täŋpäŋ pähämi obät täŋpek. Obät täŋirän barak u gänaŋ äyuŋ säkgämän itneŋ.
MRK.4.33	Täŋpäkaŋ Jesutä ämawebe täŋo nadäk-nadäki yabäŋpäŋ-nadäŋkaŋ nadäk-nadäkitä täga iŋitnaŋi udegän Anutu täŋo manbiŋam man wärani terakgän yäwet täŋkukonik. 
MRK.4.34	Man mebäri kwawak nämo yäwetkaŋ man wärani terakgän yäwet täŋkukonik. Täŋpäkaŋ man mebäri uwä iwaräntäkiye-kät inigän itkaŋ yäwet täŋkukonik.
MRK.4.35	Eruk kepma ukengän kome bipmäŋirän Jesutä iwaräntäkiye ŋode yäwetkuk; Gwägu kukŋi udude käda kuna yäk. 
MRK.4.36	Yäweränä iwaräntäkiyetä ämawebe Jesu kakta äbuŋo päke u yepmaŋpeŋ gäpe Jesutä itkuk-ken u gänaŋ ärowäkaŋ penta kuŋkuŋ. Kuŋirä ämawebe ätu gäpe ätu yäpmäŋkaŋ mäden yäwatkuŋ. 
MRK.4.37+MRK.4.38	Eruk, Jesu iwaräntäkiye-kät gäpe terak kuŋtäŋgän Jesu däpmonta iwäwä gäpe mädeni käda gwäkita kunowä peŋpäŋ uterak däpmon patguŋ-guŋ täŋkuk. Parirän mänit pähap piäŋirän gwägu tokätkuk. Tokätpäŋ gäpe gänaŋ äpmoŋirän gäpetä gwägu gänaŋ äpmoŋpayäŋ täŋkuk. Ude täŋpänä iwaräntäkiyetä Jesu yäwä kikŋuränpäŋ iwetkuŋ; Ai! Yäwoŋärewani, gwägu gänaŋ äpmonayäŋ täkamäŋ ŋo yäk. Gwägutä nidäpayäŋ täyak ŋo. Gäk ninta butewaki nämo nadätan? 
MRK.4.39	Iwaräntäkiyetä ude iweräwä eruk, Jesutä akuŋpäŋ mänit kaŋ-yäŋpäŋ gwägu ŋode iwetkuk; Bitnäŋpäŋ kwikinik isi! yäk. Yäweränä mänit kenta gwägu bitnäŋpäŋ wareŋ mämäni nämo itkumän. 
MRK.4.40	Ude täŋpäŋ Jesutä iwaräntäkiye yäwetkuk; Imata umuntäkaŋ? Nadäkinikjin näkken nämo peŋpäŋ umuntäkaŋ ba?
MRK.4.41	Täŋpäkaŋ Jesutä mänit kenta gwägu yäniŋ bitnäŋkuko u kaŋpäŋ umun pähap nadäŋpäŋ ini-tägän näwetgäwet täŋpäŋ yäŋkuŋ; Wa! Äma ŋo jidewani! Äma jopi kubätä ude täga tänaŋi nämo. Upäŋkaŋ äma ŋonitä mänit kenta gwägu man yäwerirän mani buramikamän! yäk.
MRK.5.1	Eruk kumaŋ päŋku gwägu kukŋi udude käda Gerasa komeken ahäŋkuŋ. 
MRK.5.2	 Ahäŋpäŋ Jesu gäpe terak naniktä äpäŋirän äma mäjotä magärani kubä, äma kumbani äneŋpani-ken naniktä ahäŋ yämiŋkuk. 
MRK.5.3+MRK.5.4	Äma u noriyetä iŋitna yäŋkaŋ kadäni kadäni keri kuroŋi yen kehäromipäŋ pädät täwäkaŋ yäpmäŋ däkŋek täŋkukonik. Uwä äma kubätä unitäŋo kehäromi yäpmäŋ äpnaŋi nämo, kehäromigämän. 
MRK.5.5	Täŋpäŋ kepma bipani mobä gänaŋ ba pom terak-terak kuŋatkaŋ mobä yäpmäŋpäŋ gupi awähutkaŋ kähän yäŋtäŋ kuŋat täŋkukonik.
MRK.5.6	Kuŋattäŋgän Jesu ban udu irirän kaŋkaŋ bäräŋeŋ dubini-ken päŋku gukut imäpmok täŋkuk. 
MRK.5.7+MRK.5.8	 Ude täŋirän Jesutä iwetkuk; Mäjo, gäk äma ŋo kakätäŋpeŋ ku! yäk. Ude iweränä äma u kähän pähap yäŋpäŋ ŋode yäŋkuk; Jesu, Anutu Ärowani täŋo nanaki, gäk jide täŋ namayäŋ äbätan? Anutu iŋamiken komi epän nämo gamayäŋ yäŋ näweri nadäwa!
MRK.5.9	Yäŋirän Jesutä iwet yabäŋkuk; Wäpka netä? Iweränä yäŋkuk; Nin mäjo mäyaptä äma ŋo terak itkamäŋ unita wäpnin Mäyap yäŋ niwet täkaŋ yäk. 
MRK.5.10	Ude yäŋpäŋ butewaki terak wari wari iwetkuŋ; Kome itkamäŋ ŋoken nanik niwat kireweno! yäk.
MRK.5.11	Man ude yäŋtäŋgän pom kubä tuän itkuko uken but äbot pähap ketem naŋ irirä yabäŋkuŋ. 
MRK.5.12	Yabäŋpäŋ Jesu butewaki terak iwetkuŋ; But äbot udu yabätan? Niwat kireŋpewi uterak ärona yäk. 
MRK.5.13	Yäŋirä Jesutä yäniŋ kireŋpewän mäjotä äma kakätäŋpeŋ kumaŋ but uterak äroŋkuŋ. Äroŋirä but 2,000 udetä bäräŋeŋ kumaŋ päŋku geŋi-ken äriŋpäŋ gwägu gänaŋ äpmoŋpäŋ ume naŋpäŋ kumbuŋ.
MRK.5.14	Ude täŋirä äma but watäni iranitä yabäŋpäŋ ämetpeŋ päŋku ämawebe yotpärare ba deken deken ittäŋ kuŋkuŋo u manbiŋam u yäwetkuŋ. Yäweräkaŋ umuri ahäŋkuko u käna yäŋkaŋ kuŋkuŋ. 
MRK.5.15	Kumaŋ päŋku Jesuken ahäŋpäŋ kaŋkuŋ. Äma mäjo mäyaptä magärani u tek yamäk ikek, nadäwän tumbäpäŋ Jesu dubini-ken kwikinik maŋit irirän. U kaŋpäŋ äma päke äbuŋo uwä umuntaŋkuŋ. 
MRK.5.16	Täŋpäŋ äma kaŋpäŋ nadäŋkuŋo unitä äma mäjotä magärani u ba but geŋi-ken äriŋpäŋ kumbuŋo unitäŋo manbiŋam yäwetkuŋ. 
MRK.5.17	Man u nadäŋ moreŋpäŋä Jesu iwetkuŋ; Gäk nintäŋo kome ŋo peŋpeŋ ku! yäŋ iwetkuŋ.
MRK.5.18	Ude iweräwä Jesu gäpe terak ärowayäŋ täŋirän äma mäjo yäwat kireŋ imiŋkuko unitä Jesu iwetkuk; Nadäŋ namiŋiri bok kuda! yäk. 
MRK.5.19	Iweränä Jesutä iwetkuk; Nämo! Gäk komeka-ken ku! Päŋku meŋkaye notkaye Ekänitä täŋkentäk ba iron ude täŋ namitak yäŋ biŋam kaŋ yäwet. 
MRK.5.20	 Iweränä äma u mani buramiŋpäŋ kuŋkuk. Kuŋpäŋä Jesutä täŋ imiŋkuko unita ämawebe yotpärare kubäkubä manbiŋam u yäweränkaŋ yäŋkuŋ; Wära! Imaka kudupipäŋ nadäkamäŋ yäk.
MRK.5.24	Ude iwetpäŋ imaguränkaŋ bok kuŋkumän. Kuŋirän ämawebe mäyap täkŋun nikek iwatkuŋ. 
MRK.5.25+MRK.5.26	Iwarirä webe kubä käyäm ikek ämawebe bämopi-ken itkuk. Webe u komepak käyäm kadäni kadäni täŋ yäpmäŋ kuŋtäyon obaŋ 12 ude täreŋkuk. U yäpätägak äma mäyaptä täŋpena tägawän yäŋkaŋ epän täŋ yäpmäŋ kuŋirä komi pähap nadäŋkaŋ moneŋi jop ahäwut yäpmäŋ äbäŋ itkuk. Täŋkaŋ käyämi nämo paotkaŋ wakiinik täŋkuk. 
MRK.5.27+MRK.5.28	 Ude täŋkaŋ webe unitä Jesu täŋo manbiŋam nadäŋpäŋä ämawebe päke u gänaŋ päŋku Jesu täŋo tekgän iŋirira käyämna paorän yäŋkaŋ päŋku mädeni-ken tekgän iŋitkuk. 
MRK.5.29	Ude iŋirirän uterakgän nägät kawuk taŋpäŋ gupi-ken komi nadäŋkuko u paotkuk.
MRK.5.31	Yäwänä iwaräntäkiyetä iwetkuŋ; Etäŋ, ämawebe mäyap dumäŋ gäwatkaŋ u nämo yabätan? Imata netätä nepmäŋitak yäŋ yäyan? 
MRK.5.32	Yäŋirä Jesutä u netätä näkŋo tek iŋitak yäŋpäŋ äyäŋutpäŋ yabäŋ äyäŋutkuk. 
MRK.5.33	Yabäŋ äyäŋurirän webe ukeŋo Näkä täyat yäŋpäŋ umun pähap nadäŋpäŋ äbä Jesu gämori-ken iŋami yäpän äpmoŋpäpäŋ mebärini yäŋahäŋpäŋ iwetkuk. 
MRK.5.34	 Iwerirän Jesutä iwetkuk; Äpetna, näka nadäŋ namikinik täyan unita gepmaŋpa tägatan. Päŋku tägaŋpäŋ säkgämän kaŋ it!
MRK.5.35	Man ude iwerirän äma ätu käbeyä yot täŋo watä äma wäpi Jairas unitä yotken naniktä abäŋpäŋ Jairas iwetkuŋ; Äpetka kumak yäk. Kumakopäŋ imata Jesu jop yäŋikŋat yäpmäŋ kwayäŋ? 
MRK.5.36	Yäwäwä Jesutä man yäŋkuŋo u nadäŋpäŋ Jairas iwetkuk; Umuntäweno! Nadäk-nadäkka näkagän kehäromi peyi!
MRK.5.37	Ude yäŋpäŋ ämawebe päke itkuŋo unita yäjiwätpäŋ äma yaräkubä Pita, Jems-kät Jems noripaki Jon ugänpäŋ yämagut yäpmäŋ kuŋkuk. 
MRK.5.38	Yämagut yäpmäŋ kuŋtäŋgän Jairas täŋo yotken ahäŋpäŋ yabäŋkuŋ; Yäŋtäbätet yäŋpäŋ konäm butewaki pähap täŋ irirä. 
MRK.5.39	Ude yabäŋkaŋ yot gänaŋ äroŋpäŋ yäwetkuk; Mebäri imata yäŋtäbätek yäŋpäŋ konäm butewaki ŋo täŋ itkaŋ yäk? Webe gubaŋ ŋo nämo kumak. Däpmon pat itak. 
MRK.5.40	 Ude yäwänä kaŋ-mägayäŋkuŋ. Kaŋ-mägayäwäwä yäŋ-yäwat-pewän yäman äpämaŋ kuŋirä webe gubaŋ kumbuko unitäŋo miŋi nani-kät iwaräntäkiye yaräkubä ukät webe gubaŋ kumbanitä patkuk-ken u äroŋkuŋ. 
MRK.5.41	 Äroŋpäŋä webe kumbani u kerigän iŋitpäŋ iniken man terak ŋode iwetkuk; Webe gubaŋ, aku! (U iniken man terak Talita kumi yäŋ iwetkuk.) 
MRK.5.42	Ude yäŋirän uterakgän webe gubaŋ uwä akumaŋ kuŋatkuk. (Webe gubaŋ unitäŋo obaŋ 12 ude.) Täŋirän kaŋpäŋ miŋi nani-kät iwaräntäkiye yaräkubä u keri iŋkuŋ. 
MRK.5.43	 Täŋpäŋ Jesutä manbiŋam u nämo yäŋahäneŋ yäŋpäŋ webe gubaŋi u miŋi nani-kät iwaräntäkiye yaräkubä u yäwetpäŋ yäniŋ bitnäŋkuk. Yäniŋ bitnäŋpäŋ ketem imä naŋpän yäŋ yäwetkuk.
MRK.6.1	Jesu iwaräntäkiye-kät yotpärare u peŋpeŋ Jesutä ini yotpärare-ken kuŋkuŋ. 
MRK.6.2	 Päŋku irirä Juda täŋo Orekirit kadäni täŋirän käbeyä yot gänaŋ äroŋpäŋ Anutu täŋo manbiŋam yäŋahäŋpäŋ yäwetkuk. Yäwerirän nadäŋkaŋ mäyaptä nadäwätäk taŋi täŋpäŋ yäŋkuŋ; Äma ŋo nadäk-nadäk pähap ŋowä de yäpuk? Ba imaka imaka ämatä täga tänaŋi nämopäŋ täk täyak u kehäromi netä imiŋkuk? 
MRK.6.3	 Äma ŋo yot täŋpanigän ŋo yäk. U Maria täŋo nanakigän. Noriye Jems, Joses, Juda kenta Saimon u nadäkamäŋ yäk. Ba wanoriye ninkät penta it täkamäŋ ŋo yäk. Ude yäŋpäŋ Jesuta nadäwä wakŋkuŋ.
MRK.6.5	Eruk, ini yotpärare-ken naniktä mäde ude ut imiŋpewä Jesutä kudän kudupi ŋoken täga nämo täŋpet yäŋ nadäŋkuk. Äma käyäm ikek yarä-gänpäŋ keritä yepmäŋit-pewän tägaŋkuŋ. 
MRK.6.6	Täŋpäkaŋ ämawebe nadäk-nadäkitä kehäromi nämo nadäŋ imiŋkuŋo unita nadäwän täga nämo täŋkuŋ.
MRK.6.6	Eruk yotpärare it yäpmäŋ kuŋkuŋo udegän päŋku Anutu täŋo manbiŋam yäwetpäŋ yäwoŋärek täŋtäŋ kuŋkuk. 
MRK.6.7+MRK.6.8+MRK.6.9	 Täŋtäŋ kuŋtäŋgän iwaräntäkiye 12 yäŋpäbä yepmaŋpäŋ yarä-yarä yäpmäŋ daniŋpäŋ mäjo yäwat kirekta kehäromi yämiŋpäŋ jukuman ŋode yäwetkuk; In imaka kubä nämo yäpmäŋkaŋ kuneŋ. Yäk, ketem, moneŋ imaka nämo yäpneŋ. Ähottaba-kät kuroŋjin ärärani ugänpäŋ kaŋ yäput. Ba tek gupjin terak itkaŋ unitagän kaŋ kut. 
MRK.6.10	Päŋku kome kubäken ahäŋpäŋ äma kubätä yori-ken yäŋ-täkŋat yäpmäŋ ärowänä ugän itpäŋ epän täŋ paotkaŋ kome kubäken kaŋ kut. 
MRK.6.11	 Täŋ, kome kubäken ahäŋirä not nämo täŋ tamiŋpäŋ manjin bitnäwäwä mäde kaŋ ut yämut. Mäde ut yämiŋpäŋ kugun kuroŋjin-ken nanik pewä maŋpäpeŋ kaŋ kut. Ude täŋirä tabäŋpäŋ kaŋ umuntawut!
MRK.6.12	Jesutä jukuman ude yäwetpäŋ yäniŋ kireŋpewän päŋku ämawebe bänepi sukurekta manbiŋam yäwetkuŋ. 
MRK.6.13	 Ude täŋit mäjo äma magärani bumta yäwat kireŋit, käyäm ikek mäyap ume gakŋi ärut yämiŋpewä tägaŋit täŋkuŋ.
MRK.6.15	Ätu täwä Äma u Elaija yäŋ yäŋkuŋ. Ba ätu täwä Äma u Anutu täŋo man yäŋahäwani äma kubä bian itkuŋo udewani yäŋ yäŋkuŋ. 
MRK.6.16	Yäŋtäko Herottä nadäŋpäŋä yäŋkuk; Ude nämo! yäk. Jon kotäki madäŋkuro ukeŋonitä äneŋi akuŋkuk! yäk.
MRK.6.19+MRK.6.20	Ude iwet täŋkuko unita Filip webeni Herodias uwä Jonta kokwawak nadäŋ imiŋpäŋ utta kädetta wäyäkŋek täŋkukonik. Täŋirän Herottä ini uwä Jon uwä Anutu täŋo kädet siwoŋi iwarani äma yäŋpäŋ watäni it imik täŋkukonik. Unita Jontä man yäŋirän nadäwän inide kubä täŋpäpäŋ nadäwätäk täŋkaŋ Jon täŋo man nadäkta gäripi nadäk täŋkukonik.
MRK.6.21	Eruk Herodiastä Jon utta kädetta wäyäkŋeŋtäŋ kuŋtäyon kädet ŋode ahäŋkuk; Herottä ini ahäwani kadäni-ken äma ärowani ba iwan täŋo watä äma ba Galili kome täŋo ekäni ekäni yäŋpäbä yepmaŋpäŋ äŋnak-äŋnak pähap täŋ yämiŋkuk. 
MRK.6.22+MRK.6.23	 Ude täŋ yämän naŋ irirä Herodias äperi yäŋpewän päŋku äma ketem naŋ itkuŋo u iŋamiken itpäŋ kap kuroŋ täŋkuk. Kap kuroŋ täŋ irirän Herot ini ba ämaniye-kät kaŋgärip täŋkuŋ. Kaŋgärip täŋpäŋ Herottä äma ärowani itkuŋo u iŋamiken webe uwä yäŋkehäromtak man ŋode iwetkuk; Gäk imaka jopi u ba u unita yäwiwä gamayäŋ yäk. Ba tuŋumna ba kome kaŋiwat täyat unita yäwiwä yäpmäŋ daniŋpäŋ moräki gamayäŋ yäk. 
MRK.6.24	Webe uwä man u nadäŋpäŋä yäman äpmoŋpäŋ miŋi iwet yabäŋkuk; Meŋ, näk imatäkenta yäweret? Yäwänä miŋitä iwetkuk; Kuŋkaŋ Jon, ume ärut yämani unitäŋo gwäkita yäwet yäk.
MRK.6.25	Ude iweränkaŋ äperi bäräŋeŋ päŋku intäjukun äma u iwetkuk; Gäk Jon, ume ärut yämani unitäŋo kotäki madäŋ täkŋeŋpäŋ gwäki gäpe gänaŋ peŋkaŋ äbä nam yäk. 
MRK.6.26	Yäŋirän Herot butewaki pähap nadäŋkuk. Butewaki nadäŋkukopäŋ äma ärowani iŋamiken ba noriye iŋamiken man kehäromi yäŋkuko u nadäŋpäŋ näka nadäŋirä äpani täŋpek yäŋpäŋ nadäŋ imiŋkuk. 
MRK.6.27+MRK.6.28	Nadäŋ imiŋpäŋ bäräŋeŋ Jon kotäki madäŋ täkŋeŋpäŋ gwäki yäpmäŋ äbäkta komi äma kubä iwerän kuŋkuk. Komi äma unitä komi yot gänaŋ äroŋpäŋ Jon u kotäki madäŋ täkŋeŋpäŋ gäpe gänaŋ peŋpäŋ yäpmäŋ päbä Herodias äperita imiŋkuk. Imänkaŋ webe gubaŋi unitä miŋiken yäpmäŋ kuŋkuk. 
MRK.6.29	Ude täŋirä Jon täŋo iwaräntäkiyetä biŋam u nadäŋpäŋ Jon gupi yäpmäŋ päŋku awaŋ äneŋkuŋ. Ugän.
MRK.6.31	 Täŋirä ämawebe mäyap Jesu käna yäŋkaŋ kuŋkaŋ äbäk täŋkuŋ. Unita jide täŋpäŋ ketem näne yäŋpäŋ iwaräntäkiye ŋode yäwetkuk; Päŋku kome äma nämo itkaŋ-ken itpäŋ-nadäk täna yäk. 
MRK.6.32	Ude yäŋkaŋ kuna yäŋpeŋ gäpe terak äroŋpäŋ äma nämo itkuŋ-ken u kuŋkuŋ. 
MRK.6.33	Kuŋirä ämawebe mäyaptä yabäŋpäŋ-nadäk täŋkaŋ komeni komeni akuŋ kireŋpäŋ intäjukun päŋku kome Jesu-kät iwaräntäkiyetä itpäŋ-nadäk tänayäŋ yäŋkuŋ-ken u it kireŋkuŋ.
MRK.6.36	Unita ämawebe yäwetpewi päŋku yotpärare it yäpmäŋ kukaŋ-ken uken päŋku ketem ini-ini gwäki peŋpäŋ yäpmäŋpäŋ naŋput yäŋ iwetkuŋ. 
MRK.6.37	Ude iweräwä Jesutä yäwetkuk; Intä täga nämo yämineŋ? Ude yäweränä yäŋkuŋ; Jide täŋpäŋ yämine? Moneŋ taŋipäŋ uyaku ämawebe päke ŋonita ketemä yämine yäk. Upäŋkaŋ moneŋ taŋi de yäpmäŋpäŋ ämawebe mäyap ŋo yepmäŋ towinayäŋ?
MRK.6.38	Ude yäwäwä Jesutä yäwetkuk; Päŋku ämawebe yäwet yabäwut. Iniken däkum jideka itkaŋ? Ude yäwänä päŋku yabäŋpäŋ-nadäŋkaŋ äbä iwetkuŋ; Käräga 5kät gwägu tom yarä ude itkaŋ yäk. 
MRK.6.39+MRK.6.40	Ude yäwäwä Jesutä yäwet-pewän ämawebe kome terak äbot-äbot maŋiräntäŋ yäpmäŋ kuŋkuŋ. Äbot ätu 100, äbot ätu 50 ude maŋiräntäŋ yäpmäŋ kuŋkuŋ. 
MRK.6.41	 Eruk maŋiräntäŋ yäpmäŋ kuŋirä Jesu käräga 5 ukät gwägu tom yarä ukät yäpmäŋkaŋ kunum terak doraŋpäŋ Anutu-ken bänep täga man iwetkuk. Iwetpäŋ käräga tokätpäŋ iwaräntäkiyeta yämänkaŋ unitäwä ämawebe bumta päke unita yämiŋtäŋ kuŋkuŋ. Täŋpäŋä gwägu tom udegän täŋkuk. 
MRK.6.42+MRK.6.43	Ude täŋkaŋ ämawebe päke unitä naŋpä koki täŋpäpäŋ ätu jop peŋkuŋ. Täŋpäkaŋ jop patkuŋo u iwaräntäkiyetä yäpmäŋpäŋ yäk 12 ude daiwä tokŋeŋkuŋ. 
MRK.6.44	Ämawebe Jesutä yepmäŋ towiŋkuko uwä 5,000 ude. Täŋpäkaŋ u äma ekäni-gänpäŋ daniwani, webe iroŋi-kät nämo.
MRK.6.45	Täŋpäkaŋ pengän Jesutä iwaräntäkiye yäwet-pewän gäpe terak äromaŋ gwägu gägäni kukŋi udude käda Betsaida kome käda intäjukun kuŋkuŋ. Kuŋirä Jesutä ämawebe päke u yäwerän kuŋtäŋpä kuŋkuŋ. 
MRK.6.46	 Ämawebe kuŋtäŋpä kuŋirä Jesu iniwä nani-kät man yädayäŋ pom terak äroŋkuk.
MRK.6.47	Äroŋkuko ittäŋgän kome bipmäŋ uränkaŋ gäpe iwaräntäkiyetä yäpmäŋ kuŋkuŋo u gwägu bämopi-ken kuŋirä Jesu inigän pom terak itkaŋ yabäŋkuk. 
MRK.6.48	Iwän mänit taŋi pähap piäŋirän iwaräntäkiyetä gäpe täŋpena kwän yäŋkaŋ pipiri kubä täŋ irirä. Eruk tamimaŋ barak nämo maŋirirä Jesu uwä iwaräntäkiyetä itkuŋ-ken uken kwa yäŋpäŋ gwägu terak yeŋtäŋ kuŋkuk. Gwägu terak yeŋtäŋ kumaŋ päŋku iwaräntäkiye dubini-ken ahäŋ yämiŋirän kaŋkuŋ. 
MRK.6.49+MRK.6.50	 Kaŋpäŋä mäjo kubätä äbätak yäŋkaŋ umun pähap nadäŋpäŋ kähän yäŋkuŋ. Kähän yäŋirä Jesutä pengän yäwetkuk; Umuntäneŋo, näkŋa äretat yäk.
MRK.6.53	Jesutä gäpe terak ärowänkaŋ penta kuŋtäŋgän Genesaret komeken ahäŋkuŋ. Ahäŋpäŋä gäpe täŋo yen yäpmäŋ päŋku päya kujat terak topmäŋpäŋ peŋkuŋ. 
MRK.6.54+MRK.6.55	Peŋpäŋ kunayäŋ täŋirä ämawebetä Jesu kaŋpäŋ nadäŋkaŋ päŋku yotpärare Genesaret kome kädata ittäŋ kuŋkuŋo u biŋam yäweräkaŋ ämawebe käyäm ikek gäraŋ täŋpäŋ yäpmäŋ Jesutä itkuk-ken ugän iwatkuŋ. 
MRK.6.56	 Täŋpäŋ yotpärare taŋi ba täpuri ba tobät yotken epän täŋtäŋ kuŋirän ämawebe käyäm ikek kwawakgän yepmaŋpäŋ Jesu butewaki man ŋode iwetkuŋ; Nadäŋ yämiŋiri tekka moräkigän iŋirirä käyämi paorut yäŋ iwetkuŋ. Ude iwerä nadäŋ yämiŋirän käyäm ikek teki moräkigän iŋitkuŋo u kudup tägaŋ moreŋkuŋ.
MRK.7.1	Parisi äma ätukät Baga man yäwoŋärewani äma ätu Jerusalem naniktä äbäŋpäŋ Jesuken ahäŋpäŋ itkuŋ. 
MRK.7.2	 Täŋpäŋ yabäŋkuŋ; Jesu täŋo iwaräntäkiyetä Parisi äma täŋo baga man pewani u nämo iwatpäŋ keri nämo ärutkaŋ ketem jop yäpmäŋpäŋ naŋkuŋ. Ude täŋirä yabäwä siwoŋi nämo täŋkuŋ. Bänepi täŋpä wakaŋ yäŋ nadäŋkuŋ. 
MRK.7.3	Unitäŋo mebäri ŋode; Parisi ämakät Juda nanik ämawebe kudup keri ärutkaŋ-gän ketem nak täŋkuŋonik. Uwä äbekiye oraniye täŋo baga man buramiŋpäŋ ude täk täŋkuŋonik. 
MRK.7.4	 Ba käbeyäken naniktä äbäŋpäŋ ketem näna yäŋpäŋä keri ärutkaŋ uyaku täga näneŋ. Täŋkaŋ gäpe, käbot ba imaka imaka ärut täŋkuŋonik. Ude nämo tänawä bänepnin yäpna waneŋ yäŋ nadäk täŋkuŋonik. Täŋpäŋ imaka imaka mebäri mebäri äbekiye oraniyetä pewani ugän iwatpäŋ täk täŋkuŋonik.
MRK.7.5	Mebäri unita nadäŋpäŋ Parisi ämakät Baga man yäwoŋärewani ämatä Jesu ŋode iwet yabäŋkuŋ; Gäwaräntäkaye imata nintäŋo äbekniye oraniye täŋo baga man u nämo iwat täkaŋ? Keri nämo ärutkaŋ imata ketem jop nak täkaŋ? Ude täk täkaŋ uwä bänepi täŋpäwak täkaŋ yäk.
MRK.7.6+MRK.7.7	Äma äbot ŋo menitä näk naniŋ oret täkaŋ upäŋkaŋ bänepitä näka bitnäk täkaŋ.
MRK.7.6+MRK.7.7	Äma täŋo baga mangän iwat täkaŋ unita naniŋ orerirä näk nämo nadäŋ yämik täyat yäk. 
MRK.7.8	In Anutu täŋo baga man peŋpäŋ komen äma täŋo baga man buramiŋpäŋ kuŋat täkaŋ.
MRK.7.9	Ude yäŋpäŋ yäwetkuk; In Anutu täŋo man weŋkireŋpäŋ injinken nadäk-nadäk kädet ugänpäŋ iwat täkaŋ. U siwoŋi yäŋ nadäk täkaŋ upäŋkaŋ näkä nadäwa siwoŋi nämo täk täyak. Unita kädet udewanigän kubä ŋode täwera mebärijin nadäwut. 
MRK.7.10	 Orajin pähap Moses bian jukuman ŋode yäŋkuk; Gäk meŋka nanka oraŋ yämen. Ba kubä ŋode; Äma kubätä miŋi nani yebewänä kumäŋ-kumäŋ utneŋ yäŋ yäŋkuk. 
MRK.7.11	Eruk, in man u nadäkaŋ upäŋkaŋ mäde ut imiŋpäŋ ŋode yäk täkaŋ; Äma kubätä imaka täga kubäta miŋi nani täŋkentäŋ yämikta yäwekopäŋ ŋode yäwerek; Ŋo ekta taminaŋipäŋ ek jop irirän Anututa biŋam peyat yäŋ yäwerek. Wa! Miŋi nani nämo nadäŋ yämiŋpäŋ ude yäweko uwä in täga täyan yäŋ iwetneŋ. 
MRK.7.12	Meŋnan tuŋum upäŋ täŋkentäŋ yäminaŋi nämo yäŋ iwetneŋ. 
