GEN.1.1	Er pen kenta Doue a grouaz an env hag an douar.
LUK.23.39	Unan euz an dorfetourien a oa crucifiet a insulte anezhan ive, en eur lavaret: Mar d’oud ar C’hrist, en em zaveta da‐unan ha ni 
LUK.23.40	Mes egile, ouz he repren, a lavaraz 
LUK.23.41	Evidomp‐ni, gant justis eo e souffromp, rag souffr a reomp ar pez a zo dleet d’hon 
LUK.23.42	Hag e lavare da Jesus: Aotrou, bez sonj ac’hanoun, pa vezi antreet en da rouantelez. 
LUK.23.43	Ha Jesus a lavaraz dezhan: E gwirionez hen lavaran d’id, hirio e vezi ganen er barados.
LUK.23.44	Hogen ar c’houec’hved heur e oa, pe var‐dro, hag e teuaz tevalijen var an douar holl beteg an naoved heur. 
LUK.23.45	An heol a devalaaz, hag ar voal euz an templ a freuzaz dre he greiz.
LUK.23.46	Ha Jesus, en eur grial gant eur vouez krenv, a lavaraz: Va Zad, etre da zaouarn e rentan va spered. Hag o veza lavaret kement‐se e varvaz.
LUK.23.47	Ar c’hantener, o velet ar pez a oa c’hoarvezet, a rentaz gloar da Zoue, en eur lavaret: E gwirionez, an den‐ze a oa 
LUK.23.48	Hag ar bobl holl a oa en em dastumet da velet kement‐man, o velet an traou a oa c’hoarvezet, a zistroe 
LUK.23.49	Hag ar re holl euz he anaoudegez, hag ar groagez ho doa heulliet anezhan adaleg ar C’halile, en em zalc’he a‐ziabell, o sellet ouz an traou‐ze.
LUK.23.50	Hogen eun den, hanvet Josef, hag a oa eur senatour, eun den mad ha just; 
LUK.23.51	pehini n’hen doa ket consantet d’ho c’huzul na d’ho oberou, 
LUK.23.52	o veza deuet da gavout Pilat, a c’houlennaz 
LUK.23.53	Hag o veza hen diskennet 
LUK.23.54	An deiz‐ze a oa deiz ar breparation, hag ar sabbat a iea da gommans.
LUK.23.55	Hag ar gragez a oa deuet gant 
LUK.23.56	Hag o veza distroet var ho c’hiz, e preparjont essanzou ha louzou a c’houez‐vad, hag e kemerjont ho repos deiz ar sabbat, hervez al lezen.
LUK.24.1	Mes an deiz kenta euz ar sizun, e teujont mintin mad d’ar bez, o tigas ganthe al louzou a c’houez‐vad ho doa preparet; ha bez’ e oa unan‐benag all assambles ganthe. 
LUK.24.2	Hag e kavjont e oa bet lammet kuit ar mean a oa o c’holo ar bez. 
LUK.24.3	Hag o veza eat ebarz, ne gavjont ket corf an Aotrou Jesus. 
LUK.24.4	Hag evel ne ouient petra da zonjal var gement‐se, daou den gwisket gant dillad lugernus en em diskouezaz dezhe. 
LUK.24.5	Hag evel ma oant spountet holl, ha ma plegent ho fen var‐zu an douar, ar re‐man a lavaraz dezhe: Perag e klaskit‐hu etouez ar re varo an hini a zo beo? 
LUK.24.6	N’ema ket aman, mes resussitet eo. Ho pezit memor e pe doare hen deuz komzet ouzoc’h pa edo c’hoas er Galile, pa lavare: 
LUK.24.7	Red eo da Vab an den beza livret etre daouarn an dud fall, ha beza crucifiet, ha resussita an trede deiz. 
LUK.24.8	Hag e teuaz sonj dezhe euz he gomzou.
LUK.24.9	Ha pa oant distro euz ar bez, e contjont an traou‐ze holl d’an unnec, ha da bep hini deuz ar re all. 
LUK.24.10	Ar re a lavaraz an traou‐ze d’an ebestel a oa Mari Magdalen, Jeanned, ha Mari, 
LUK.24.11	Mes kemer a rejont ho c’homzou evit hunvreou, ha n’ho c’hredjont ket.
LUK.24.12	Koulskoude Per a zavaz hag a redaz d’ar bez, hag o veza pleget da zellet, na velaz nemed al lienenou a oa var an douar; hag ez eaz ac’hane, souezet braz enhan he‐unan gant ar pez a oa c’hoarvezet.
LUK.24.13	Er memeus devez, daou anezhe a oa o vond da eur bourg hanvet Emmaüs, var hed tri‐ugent staden diouz Jerusalem. 
LUK.24.14	Hag e tivizent assambles divarben ar pez a oa c’hoarvezet. 
LUK.24.15	Hag e‐pad ma oant o komz, hag o rezoni etrezhe, Jesus he‐unan a dostaaz outhe hag en em lekeaz da vale assambles ganthe. 
LUK.24.16	Mes ho daou‐lagad a oa dallet, en hevelep doare ne anavezjont ket anezhan.
LUK.24.17	Hag e lavaraz dezhe: Divarben petra e komzit‐hu evel‐se assambles, en eur vond dre an hent, ha petra a zo caoz ma’z oc’h trist? 
LUK.24.18	Unan 
LUK.24.19	Hag e lavaraz dezhe: Pe seurt traou? Ar re‐man a respontaz: Ar pez 
LUK.24.20	ha penaos ho deuz prinsed ar veleien hag hon otoriteou livret anezhan da veza condaonet d’ar maro, hag ho deuz hen crucifiet. 
LUK.24.21	Evidomp‐ni a oa en gortoz e vije hennes an hini a dlie delivra Israel, ha koulskoude, setu aman dija an trede deiz abaoe ma’z eo c’hoarvezet an traou‐ze. 
LUK.24.22	Gwir eo ez omp bet estonet braz gant ar pez a zo bet lavaret deomp gant gragez euz hon touez; 
LUK.24.23	hag, o veza n’ho doa ket kavet he gorf 
LUK.24.24	Ha darn euz ar re a zo ganeomp a zo bet beteg ar bez, hag ho deuz kavet 
LUK.24.25	Neuze e lavaraz dezhe: O tud diskiant, 
LUK.24.26	Daoust ha ne oa ket red d’ar C’hrist souffr an traou‐ze, hag antren en he c’hloar? 
LUK.24.27	Neuze, en eur gommans dre Voises, ha dre an holl brofeted, e tisclerie dezhe en holl Scrituriou kement a zelle anezhan.
LUK.24.28	Evel‐se en em gavjont tost d’ar bourg da behini e oant o vond; mes 
LUK.24.29	Mes int a reaz dezhan 
LUK.24.30	Ha pa edo ganthe ouz taol, e kemeraz bara, hag e rentaz grasou; hag, o veza torret 
LUK.24.31	Neuze ho daou‐lagad a zigoraz, hag ec’h anavezjont anezhan; mes hen a zisparissaz a‐zirazhe. 
LUK.24.32	Hag e lever‐jont an eil d’egile: Ha na verve ket hor c’halon enomp, e‐pad ma komze ouzimp en hent, ha ma tisclerie deomp ar Scrituriou?
LUK.24.33	Hag o veza savet kerkent, e tistrojont da Jerusalem; hag e kavjont an unnec, hag ar re 
LUK.24.34	An Aotrou en gwirionez a zo resussitet, hag en em ziskouezet eo bet da Simon. 
LUK.24.35	Ar re‐man, d’ho zro, a gontaz ar pez 
LUK.24.36	E‐pad ma oant o komz evel‐se, Jesus he‐unan en em ziskouezaz en ho c’hreiz, hag a lavaraz dezhe: 
LUK.24.37	Mes 
LUK.24.38	Hag e lavaraz dezhe: Perag oc’h‐hu trubuillet, ha 
LUK.24.39	Sellit ouz va daouarn hag ouz va zreid, rag me va‐unan eo. Touchit ouzin ha sellit 
LUK.24.40	En eur lavaret kement‐se, e tiskouezaz dezhe he zaouarn hag he dreid. 
LUK.24.41	Mes evel na gredent ket c’hoas, gant ar joa a oa enhe, hag evel ma oant souezet, hen a lavaraz dezhe: Ha beza oc’h euz‐hu aman eun dra‐benag da zebri? 
LUK.24.42	Hag int a ginnigaz dezhan eun tam euz eur pesk rostet hag euz eur follen vel. 
LUK.24.43	Hag o veza 
LUK.24.44	Neuze e lavaraz dezhe: Setu aze ar pez a lavaren deoc’h, pa oann c’hoas assambles ganeoc’h, e oa red ma vije accomplisset kement a zo bet scrivet divar va fen o lezen Moises, er brofeted, hag er Salmou. 
LUK.24.45	Neuze e tigoraz dezhe ho spered, evit ma c’heljent compren ar Scrituriou. 
LUK.24.46	Hag e lavaraz dezhe: Evel‐se eo scrivet, hag evel‐se ive e oa red d’ar C’hrist souffr, ha resussita an trede deiz a‐douez ar re varo, 
LUK.24.47	ha ma vije prezeget en he hano ar gonversion hag ar remission euz ar pec’hejou, e‐touez an holl nationou, o commans dre Jerusalem. 
LUK.24.48	Hogen, c’houi a zo testou a gement‐man holl; ha setu, ez an da zigas deoc’h ar pez hen deuz prometet va Zad. 
LUK.24.49	Evidoc’hc’houi, choumit er gear a Jerusalem, ken a veot gwisket gant ar galloud euz an neac’h.
LUK.24.50	Goude‐ze e tigassaz anezhe er meaz, bete Bethani; ha neuze, o sevel he zaouarn e vennigaz anezhe. 
LUK.24.51	Ha pa oa ouz ho benniga, e c’hoarvezaz ma tispartiaz outhe, ha ma oe savet en env. 
LUK.24.52	Hag int, goude beza adoret anezhan, a zistroaz da Jerusalem leun a joa. 
LUK.24.53	Hag e vijent dalc’hmad en templ, o veuli hag o venniga Doue. Amen.
JHN.1.1	Er pen‐kenta e oa ar Ger, hag ar Ger a oa gant Doue, hag ar Ger a oa Doue. 
JHN.1.2	Er pen‐kenta e oa gant Doue. 
JHN.1.3	Pep tra a zo bet great ganthan, ha netra a gement a zo bet great, n’ed eo bet great hep‐han. 
JHN.1.4	Enhan e oa ar vuez, hag ar vuez a oa sclerijen an dud. 
JHN.1.5	Hag ar sclerijen he deuz lugernet e‐kreiz an devalijen, hag an devalijen n’he deuz ket he digemeret.
JHN.1.6	Bez’ e oe eun den, hanvet Ian, hag a oe digasset a‐berz Doue. 
JHN.1.7	Dond a reaz evit 
JHN.1.8	N’e ket hen a oa ar sclerijen, mes 
JHN.1.9	Ar gwir sclerijen, hag a sclera pep den, a oa o tond er bed. 
JHN.1.10	Er bed e oa, hag ar bed a zo bet great ganthan; mes ar bed n’hen deuz ket he anavezet. 
JHN.1.11	Deuet eo e‐touez he dud he‐unan; hag he dud he‐unan n’ho deuz ket digemeret anezhan. 
JHN.1.12	Mes d’ar re holl ho deuz hen digemeret, hen deuz roet ar galloud da veza bugale da Zoue, 
JHN.1.13	pere n’int ket ganet euz ar goad, nag euz a volontez ar c’hig, nag euz a volontez an den, mes euz a Zoue.
JHN.1.14	Hag ar Ger a zo bet great kig, hag hen deuz great he zemeurans en hon touez, leun a c’hras hag a wirionez, ha gwelet hon euz he c’hloar, eur gloar henvel ouz 
JHN.1.15	Ian a desteniaz divar he ben, pa zavaz he vouez en eur lavaret: Setu aman an hini divarben pehini e lavaren 
JHN.1.16	Hag holl hon euz bet deuz he leunder, ha gras evit gras. 
JHN.1.17	Rag al lezen a zo bet roet dre Voises, mes ar c’hras hag ar wirionez a zo deuet dre Jesus‐Christ. 
JHN.1.18	Den e‐bed n’hen deuz biskoas gwelet Doue; ar Mab unic, pehini a zo en askre an Tad, eo an hini hen deuz hen roet da anaoud.
JHN.1.19	He‐man eo an desteni 
JHN.1.20	 anzav a reaz, ha n’ 
JHN.1.21	Piou oud‐te eta, a c’houlenjont diganthan? Ha te eo Elias? Hag e lavaraz: N’e ket me eo. Ha te eo ar profet? Hag e respontaz: Nann. 
JHN.1.22	Lavaret a rejont eta dezhan: Piou oud‐te? evit ma c’hellimp renta respont d’ar re ho deuz hon digasset. Petra a leverez‐te ac’hanoud da‐unan? 
JHN.1.23	Hen a lavaraz: Me 
JHN.1.24	Hogen, ar re a oa bet kasset d’he gavoud a oa Farizianed. 
JHN.1.25	Goulen a rejont diganthan: Perag eta e vadezez‐te, ma n’oud nag ar C’hrist, nag Elias, nag ar profet? 
JHN.1.26	Ian a respontaz dezhe hag a lavaraz: Evidoun, me a vadez en dour; mes bez’ ez euz unan en ho touez, ha na anavezit ket. 
JHN.1.27	Hennes eo an hini a zeu var va lerc’h hag a zo dreist‐oun‐me, ha n’ed oun ket dign da zilassa dezhan ar c’horreoueuz he voutou. 
JHN.1.28	Kement‐man a c’hoarvezaz en Bethabara, en tu all d’ar Jourdan, el leac’h ma oa Ian o vadezi.
JHN.1.29	An deiz varlerc’h, Ian a velaz Jesus o tond d’he gavoud, hag e lavaraz: Setu aman Oan Doue, pehini a lam kuit pec’hed ar bed. 
JHN.1.30	He‐man eo an hini euz a behini e lavaren: Dond a ra var va lerc’h eun den hag a zo huelloc’h eged’oun, rag araog d’in e oa. 
JHN.1.31	Evidoun‐me n’hen anavezen ket; mes deuet oun da vadezi en dour, evit ma vezo diskouezet da Israel.
JHN.1.32	Ian a roaz c’hoas an desteni‐man, en eur lavaret: Gwelet em euz ar Spered o tisken euz an env evel eur goulm, hag o choum varnezhan. 
JHN.1.33	Evidoun‐me, n’hen anavezen ket; mes an hini hen deuz va digasset da vadezi en dour, hen deuz lavaret d’in: An hini var behini e veli ar Spered o tisken, hag o choum, hennes eo an hini a vadez er Spered‐Santel. 
JHN.1.34	Hag em euz gwelet, hag em euz testeniet eo hennes Mab Doue.
JHN.1.35	An deiz varlerch, Ian a oa c’hoas 
JHN.1.36	hag o velet Jesus o vale, e lavaraz: Setu aze Oan Doue. 
JHN.1.37	Hag an daou diskibl, o veza klevet anezhan o komz 
JHN.1.38	Jesus, o veza distroet, hag o velet ec’h heullient 
JHN.1.39	Hen a lavaraz dezhe: Deuit ha gwelit. Mond a rejont, hag e veljont en pe leac’h e oa o loja, hag e choumjont ganthan an deiz‐ze, rag var‐dro an decved heur e oa.
JHN.1.40	Andre, breur Simon Per, a oa unan euz an daou ho doa klevet ar pez a lavare Ian, hag ho doa heulliet 
JHN.1.41	Andre a gavaz da genta he vreur Simon, hag a lavaraz dezhan: Kavet hon euz ar Messi (da lavaret eo, ar C’hrist). 
JHN.1.42	Hag e tigassaz anezhan da gavout Jesus. Jesus, o veza sellet outhan, a lavaraz dezhan: Te eo Simon, mab da Jona; te a vezo galvet Cephas (da lavaret eo, Per).
JHN.1.43	An deiz varlerc’h, Jesus a fellaz dezhan mond d’ar Galile, hag e kavaz Philip, hag e lavaraz dezhan: Heuil ac’hanoun. 
JHN.1.44	Hogen, Philip a oa euz a Vethsaida, kear Andre ha Per.
JHN.1.45	Philip a gavaz Nathanael hag a lavaraz dezhan: Kavet hon euz an hini a zo bet scrivet divar he ben gant Moises el lezen, hag 
JHN.1.46	Nathanael a lavaraz dezhan: Daoust hag euz a Nazaret ec’h hell dond eun dra‐benag a vad? Philip a lavaraz dezhan: Deuz ha gwel. 
JHN.1.47	Jesus, o velet Nathanael o tond d’hen kavoud, a lavaraz divar he ben: Setu aman eur gwir Israelit, ha n’euz ket a dromplerez enhan. 
JHN.1.48	Nathanael a lavaraz dezhan: A be leac’h ec’h anavezez‐te ac’hanoun? Jesus a respontaz dezhan: Araog ma oaz bet galvet gant Philip, pa oaz dindan ar vezen‐fiez, e velen ac’hanoud. 
JHN.1.49	Nathanael a respontaz dezhan: Mestr, te eo Mab Doue, te eo roue Israel. 
JHN.1.50	Jesus, a respontaz dezhan: Credi a rez, abalamour ma em euz lavaret d’id em boa da velet dindan ar vezen‐fiez; gwelet a ri traou brassoc’h eged ar re‐man. 
JHN.1.51	Lavaret a reaz ive dezhan: E gwirionez, e gwirionez hen lavaran deoc’h: A‐viziken e velot an env digor, hag elez Doue o pignad hag o tisken var Mab an den.
JHN.2.1	Tri deiz goude, e oa eun eured en Cana, en 
JHN.2.2	Ha Jesus a oa ive pedet d’an eured gant he ziskibien. 
JHN.2.3	Ar gwin o veza deuet da vankout, mam Jesus a lavaraz dezhan: N’ho deuz ken a win. 
JHN.2.4	Jesus a lavaraz dezhi: Maouez, petra 
JHN.2.5	He vam a lavaraz d’ar re a oa o servicha: Grit kement a lavaro deoc’h. 
JHN.2.6	Hogen, bez’ e oa eno c’houec’h laouer vean a zerviche da burification ar Judevien, hag a iea en pep hini anezhe daou pe dri muzurad. 
JHN.2.7	Jesus a lavaraz dezhe: Kargit al laouerou‐ze a zour; hag int ho c’hargaz leun‐bar. 
JHN.2.8	Hag e lavaraz dezhe: Tennit 
JHN.2.9	Pa hen doe tanveet mestr ar fest an dour troet e gwin (hogen, ne ouie ket a beleac’h e teue 
JHN.2.10	An holl a zervich da genta ar gwin mad, ha pa ho deve an dud evet kalz, neuze 
JHN.2.11	Jesus a reaz ar c’henta miracl‐man en Cana 
JHN.2.12	Goude‐ze, e tiskennaz da Gapernaüm gant he vam, he vreudeur hag he ziskibien; ha na choumjont eno nemed eun neubeud deiziou; 
JHN.2.13	ha Pask ar Judevien a oa tost, ha Jesus a bignaz da Jerusalem. 
JHN.2.14	Hag e kavaz en templ ar re a verze coleou, denved ha coulmed, gant ar chenchourien arc’hant a oa azezet 
JHN.2.15	Hag o veza great eur skourjez gant kerdin, e chasseaz 
JHN.2.16	Hag e lavaraz d’ar re a verze coulmed: Kassit an traou‐man ac’halen, 
JHN.2.17	Neuze e teuaz sonj d’he ziskibien penaos ez eo scrivet: Ar zel euz da di hen deuz devoret ac’hanoun.
JHN.2.18	Ar Judevien, o komz outhan, a lavaraz: Dre be seurt sin e tiskouezez deomp ec’h euz otorite da ober kement‐se? 
JHN.2.19	Jesus a respontaz hag a lavaraz dezhe: Diskarit an templ‐man, ha me hen savo a‐nevez en tri devez. 
JHN.2.20	Ar Judevien a lavaraz 
JHN.2.21	Mes euz a dempl he gorf eo e komze. 
JHN.2.22	Goude eta ma oe resussitet a‐douez ar re varo, he ziskibien a zeuaz sonj dezhe hen doa lavaret dezhe kement‐se; hag e credjont d’ar Scritur ha d’ar gomz‐ze hen doa lavaret Jesus 
JHN.2.23	E‐pad ma edo en Jerusalem, da c’houel Pask, kalz a gredaz en he hano, o velet ar miraclou a rea. 
JHN.2.24	Mes Jesus na fizie ket enhe, rag 
JHN.2.25	ha n’hen doa ket ezom e vije rentet dezhan testeni divarben an den, rag he‐unan e ouie petra a oa ebarz an den.
JHN.3.1	Hogen e‐touez ar Farizianed e oa eun den hanvet Nicodem, unan euz ar re huella e‐touez ar Judevien. 
JHN.3.2	An den‐ze a zeuaz, e‐pad an noz, da gavout Jesus hag a lavaraz dezhan: Mestr, gouzoud a reomp ez oud eun doctor deuet a‐berz Doue; rag den na hell ober ar miraclou a rez ma n’ema ket Doue ganthan. 
JHN.3.3	Jesus a respontaz dezhan: E gwirionez, e gwirionez hen lavaran d’id, ma ne deu eun den da c’henel a‐nevez, na hell ket gwelet rouantelez Doue.
JHN.3.4	Nicodem a lavaraz dezhan: Penaos ec’h hell eun den genel, hag hen koz? Daoust hag hen a hell mond adare e kov he vam, ha beza ganet eun eil gwech?
JHN.3.5	Jesus a respontaz: E gwirionez, e gwirionez hen lavaran d’id, ma ne deu eun den da c’henel euz an dour hag euz ar Spered, na hell ket antreal en rouantelez Doue. 
JHN.3.6	Ar pez a zo ganet euz ar c’hig a zo kig, hag ar pez a zo ganet euz ar Spered a zo spered. 
JHN.3.7	Na vez ket souezet abalamour m’em euz lavaret d’id: Red eo deoc’h genel a‐nevez. 
JHN.3.8	An avel a c’houez el leac’h ma fell dezhan; hag e klevez an drouz anezhan; mes na ouzez nag a be leac’h e teu, na da be leac’h ez a. Evel‐se ive e c’hoarvez gant kement den a zo ganet euz ar Spered.
JHN.3.9	Nicodem a lavaraz dezhan: Penaos ec’h hell an traou‐ze c’hoarvezoud.
JHN.3.10	Jesus a respontaz dezhan: Te a zo doctor euz a Israel, ha na anavezez ket an traou‐ze? 
JHN.3.11	E gwirionez, e gwirionez, hen lavaran d’id, ni a lavar ar pez a ouzomp, hag a ro testeni euz ar pez hon euz gwelet; mes c’houi na recevit ket hon testeni. 
JHN.3.12	Ma ne gredit ket, pa em euz komzet deoc’h euz traou an douar, penaos e credot‐hu mar komzan deoc’h euz traou an env? 
JHN.3.13	Hogen den e‐bed n’eo bet pignet en env, nemed an hini a zo diskennet euz an env, 
JHN.3.14	Hag evel ma savaz Moises ar serpant ebarz an dezert, evel‐se eo red da Vab an den beza savet, 
JHN.3.15	evit na berisso ket piou‐benag a gred enhan, mes ma hen devezo ar vuez eternel. 
JHN.3.16	Rag Doue hen deuz karet kement ar bed, ma hen deuz roet he Vab unic, evit na vezo ket kollet piou‐benag a gred enhan, mes ma hen devezo ar vuez eternel. 
JHN.3.17	Rag Doue n’hen deuz ket digasset he Vab er bed, evit barna ar bed, mes evit ma vezo salvet ar bed dreizhan. 
JHN.3.18	An neb a gred enhan n’eo ket barnet, mes an neb na gred ket a zo dija barnet, abalamour n’hen deuz ket credet en hano Mab unic Doue. 
JHN.3.19	Hag 
JHN.3.20	Rag kement hini a ra an droug hen deuz kaz euz ar sclerijen, ha ne dosta ket ouz ar sclerijen gant aoun na vez discleriet he oberou. 
JHN.3.21	Mes an hini a ra he oberou hervez ar wirionez a dosta ouz ar sclerijen, evit ma vezo gwelet he oberou, rag en Doue ez int great.
JHN.3.22	Goude‐ze, Jesus a ieaz gant he ziskibien var douar Jude, hag e choumaz eno ganthe, hag e vadeze. 
JHN.3.23	Ha Ian a vadeze ive en Enon, tost da Zalim, rag kalz a zour a oa eno, ha di e teue an dud evit beza badezet. 
JHN.3.24	Rag Ian ne oa ket bet c’hoas lakeat er prizon. 
JHN.3.25	Hogen, eun disput a zavaz etre diskibien Ian hag ar Judevien, divarben ar burification. 
JHN.3.26	Hag e teujont da gavoud Ian, hag e leverjont dezhan: Mestr, an hini a oa ganez en tu all d’ar Jourdan, ha da behini ec’h euz roet testeni, setu hen o vadezi, hag ez eont holl d’he gavout.
JHN.3.27	Ian a respontaz: Den na hell pretanti kaout tra e‐bed, nemed roet a ve bet dezhan euz an env. 
JHN.3.28	C’houi hoc’h‐unan a zo testou d’in penaos em euz lavaret: N’e ket me eo ar C’hrist, mes digasset oun bet en he raog. 
JHN.3.29	An hini a zo ar vreg yaouank dezhan eo ar pried; mes mignon ar pried a zo en he gichen hag a zelaou anezhan, a zo leun a joa 
JHN.3.30	Red eo dezhan creski, ha d’in‐me bihanaad. 
JHN.3.31	An hini a zeu euz an neac’h, a zo dreist an holl; an hini a zeu euz an douar a zo euz an douar, hag a gomz euz an douar; an hini a zo deuet euz an env a zo dreist an holl. 
JHN.3.32	Ha testeni a ro euz a gement hen deuz gwelet ha klevet; mes den na receo he desteni. 
JHN.3.33	An hini hen deuz recevet he desteni hen deuz siellet penaos Doue a zo gwirion. 
JHN.3.34	Rag an hini a zo bet digasset gant Doue, a lavar komzou Doue, rag Doue na ro ket 
JHN.3.35	An Tad a gar ar Mab, hag hen deuz lakeat pep tra etre he zaouarn. 
JHN.3.36	An hini a gred er Mab hen deuz ar vuez eternel; mes an hini na zent ket ouz ar Mab na velo ket ar vuez, mes coler Doue a choum varnezhan.
JHN.4.1	Pa ouvezaz eta an Aotrou, penaos ar Farizianed ho doa klevet e rea hag e vadeze muioc’h a ziskibien eged Ian, 
JHN.4.2	(koulskoude n’e ket Jesus he‐unan a vadeze, mes he ziskibien), 
JHN.4.3	e kuiteaz ar Jude, hag e tistroaz er Galile. 
JHN.4.4	Hogen red e oa dezhan tremen dre ar Samari.
JHN.4.5	En em gavoud a eure eta en eur gear euz ar Samari, hanvet Sikar, tost d’an douar a oa bet roet gant Jacob d’he vab Josef. 
