GEN.1.1	Tenang tutuna' masipo' Kumponinge aa'ning paning ee'noko kansi' nkovuu'nang. 
1CO.8.13	Tee'koo tee teie taamange mmaiko' dua'antavupeu'nung-pina' ooama ninge maa' ampauka'nung tee bio', tee ntara'ma'nung dua'antavami'neenga.
1CO.9.1	Enang tee, ninka tee' orokomarako dii'koo nii'ninge tokomeriko tee aa'pamaang: Arekee', ning ee naning pankaing deea'? Ning ee kara-okomui-nka deea'? Ninge ee Jiisuu' Karistoo' ooampa'? Dii' ee sinananka deea' nkaang nko-nko-koo tee-koo Ovoring-koo? 
1CO.9.2	Ning nii'ning-koo kara-okomui-nka deeaung deeko' ning tee dii'koo sira'mari o'nopeu'nung ning Kumponing-koo kara-okovui-nka, dii' dootuu'nupoong deentariru'nung-koo, ning taaramerira. 
1CO.9.3	Nkaang kara-dimpa' teing ning tokomaamaing-koo aung: 
1CO.9.4	Arekee'? Ning ee taura'marava' dii'ankoa taamang-koo nai-koo ntong tovang-koo? 
1CO.9.5	Ning ee taura'marava' dootuu'koonani nampansira nari' nanu'koo tee' Piita, ee'noko Ovoringe baara'mainkaang ee'noko nii'ning kara okovuri nkanuka nanaamana'? 
1CO.9.6	Arekee', nee' Baanabas naanka nanaankai kemurii'ka nko-nko nkoampematoainge mono bau'koonge manta'pario'? 
1CO.9.7	Baa naning tee piatooronuka˜koong tavu'koo nanuma taamange baka bau'aramaung? Baie tee taamang keempuma sinang nkavuaung? Baie tee naning kau'karenaumo-navontu bau'urimaung baka maa'kua'? Otoa'. 
1CO.9.8	Ee'noko nantoong biikaang noru' narung tee' minkuamaang ee? A, Moosesi-nung botoi tee' nari' napo' minkuvui otomaung. 
1CO.9.9	Ee'pina' daariari otong,
1CO.9.9	“Boromaka'koong muring dai'eriauka' uite'koong˜ sinang kau'ke ke'dee'koo botoverima, tee-koo uite'koo maa'kuaina'.” 
1CO.9.9	Kumponinge ee boromaka' narung noru'uitaa' tee' minkuvuu'? 
1CO.9.10	Nii' ee tee' minkumuria'? Tee aa' nii' minkumurima tee' daari-antavuu'nung. Ai' tee naning kansi'meemeng tee sinang nkavuaina' noru'uitaa' tee' meemeng-koo makosi. Ee'noko tee naning sinang-bire' tee sinang-koo nii'nariong nkavuaina' noru'uitaa' bire'koo makosi. 
1CO.9.11	Tee tee enang ninge Tanuaang bakaang kara dii'koo keempansi dei, arekee', baru' ee aa'na' manki'dori noru'erimang ning pakumeripeu'na'koo? 
1CO.9.12	Nii'ninge dii' ee' noru'daariko, “Nii' bakei bau'maarii'naang,” ninge tee' nari' baru' deto basinoo' noru'dampipeu'. Nka tee ninge bane makotuio' tee nkomarava'. Ninge arikananka bane tokoonamurii' doonko tamung meu'pamaung Karistoo'koong doorenang tampara arika'antavami'neeng-koo. 
1CO.9.13	Dii'ke ee noru'eria' teing Kumponing bakanava-koo mintoomparimaing teing tee, tee taamang teva-ita nkavamaung? Teing boontudomai mintoomparimainge tee, taamang-koo biikanariong napo' tevaro-ita nkavaamaunge. 
1CO.9.14	Tee'koo Ovoringe botomuru' nii' bakaang kara tampara nkavampiri daankiampimaing niikanariong teka tee-koo doorenang tampara-koo nkakampiainge.
1CO.9.15	Teka teing aing ning-koo makosining tee ninge nkavampa', ee'noko ninge aung nka-koo tampama daariampa'. Makosi, ning moompaing nkavampa'. Naninge daang-antamuauka'nung ning daangamarina'koo. 
1CO.9.16	Tee, ee': Ninge daankiama tee doorenang tampara tee, tee kapoo' ning daangamaravauka'nung tee-koo. Tee, nii'navung taung o'noa', aung tee daankinang nkoamaa'noaing. Tee doorenang tampara daankiamparui dei ning tee baru' oraka' tora'pampeu'. 
1CO.9.17	Aung amurii' nko-nko aroo'ansi nkoampaing deeko' teie tampa' maku'muaing, teka aroo'amparuko etumuio' nkoampaing deeko' tamung nkoamaa'noaing moo'dopa. 
1CO.9.18	Ai' ning aremurii' moo' kompampaing? Tee aa' nkaang moo' ee' oro': tee kapoo' ninge nka-koo makosi karakara tampara-koo tee ninge nkavamparuing. Tee kara tampara ninge daankiansing kapoo' otoaruing. Tee tee ee'nara nkaang moo'.
1CO.9.19	Ning moo' nkavama naning-koo botovotonaa' deea', teka ning ninka ootukunung biikaang botovotonaa' deeng-antamaramaung nantoong mmau' Karistoo'koo baramparama'naang. 
1CO.9.20	Ju'nupoong-ankoi tee ning Ju'nung deemaramaung Ju'nupoong baramparama'naang. Teing Moosesi-nung boto-koo kuung otoromana' ning tee' nari' tee boto-koo kuunung-pina' deemaramaunge teing baramparama'naang, bane tee ning tee boto-koo kuung o'noa'. 
1CO.9.21	Ju'deeaing baramparama'naang Moosesi-nung Boto-koo dama'due otoromaing ning tee tee boto-koo dama'dunung-pina' deemaramaung. A'noo' tee Karistoo' bakaang boto-koo kuung deemari o'noitaa' Kumponing-nung boto-koo dama'due o'noaung. 
1CO.9.22	Aruaru'oromaing-ankoi ning tee' nari' aruaru'momaunge teing baramparama'naang. Amentemeng-koo bere'maramaung aa'pama, “Makosina' nkomarama nii'ning baramparampaina'.” 
1CO.9.23	Tee ookara kapoo'nanka ninge nkoamaung tee bereng-anta-koo tee doorenang tampara, tee-koong biraanke mmau' ninka nari' kompampii'naang to'bii-antamaramaung.
1CO.9.24	To'bii-anta tee kapoo' masikung, ai' dii'ke ee noru'eria' teing nantoong kua'parimaing deikoo'koo tee kua'parimaung namu', teka narunge moo' nkavumaung. Tee' nari' kua'dariaing moo'koo nkakiriaina'. 
1CO.9.25	Ookara moru-nupoong tee paaravarimaung bii'ka tampa' tanatavarii'naang ootukunairu-koo. Biikaang moo' tee tamung baa'koong baakopo, da'deng mara'omaung; teka niikaang moo' tee pankaroonge oto'. 
1CO.9.26	Tee'koo to'bii-antamari ning kua'maramaung. Ning tamung auvi'au ki'bitu bai'ampaung, meu'pansi naro'. 
1CO.9.27	Nkaang mono doonko si'mari meung-antamaramaung Karistoo'ke bamuu'na' oto'koo aa'pama, “Dama'ke ninka dua'mara'neenga nii'ning daankiarankotaa'.”
1CO.10.1	Enang tee mmaikori', ninge noru'antarampii'naang dii' piamoing teing niumaraang Isireeli-nupoong-koo nkoaru'na' tasi'perii'naang. Teing ookara kamo'ka boonge nanau'ning, ee'noko ookara pirung meu' toto'pai tankinau'. 
1CO.10.2	Ee'noko tee kamo'naanka-koo pirung kuunge nanau'nung miru'noo' tee ookara tee' meeka'antavariru' Moosesi-koo kuung-nupoong deemparima. 
1CO.10.3	Ee'noko arikanameensi'ke nanaama taamang tovang ntong otoa'nameensi'ke ookarai taamang tee narung Tanuaang-etaing naiaako'. 
1CO.10.4	Ee'noko ookarai teri nari ntonari Tanuaang-etanari naiau', teieta boia' Tanuaang-aapeita tuuvuko. Ee'noko tee enang noru'ampiri otong tee boia' tee Karistoo' ee'nara teing ninka nanaako'nung. 
1CO.10.5	Nka, bane ookara biraanke-po'nupoonge, daping ookara-koo teing-koo Kumponing tee dotuaravaruko' biikaang aarumo orara-koo, ee'noko nanaama avitoitoi booroma biikaang mono dera'oroko' mee'bora' sirakamaa'koo.
1CO.10.6	Teing ee'ning kapoo' nkoaru'ning teing taa'ni'anta nii'koo nii' koono-anta-kooning oraka'nko piamori'neeng-koo teing-pina'. 
1CO.10.7	Tee'koo kumponing tositosinanka daangamperereria' otoaing teing-koo nii'ninge nkoaako'na'. Daari Meekunge tee naumurimaung teinge kumponing tositosinanka siong-koo bareariko'na' aa'puma,
1CO.10.7	“Teing nantoong paroro pankaing nkoaama, taamang ntong tovang naiaama, donkonaarai'nange moruarima siong-antaveeko'.” 
1CO.10.8	Ee'noko kaukauro nkoveriauka'nung. Teing-koo nii'ning tee' otorokotaa' kenaanka kivora-ita beenaumo kokorei' [23,000] dua'arira boorou'. 
1CO.10.9	Ee'noko nii' Karistoo' iirang-antana' nkomariauka'. Teing-koo nii'ning tee' nkoarikotaa' booroko' boru'ke kakiaariko. 
1CO.10.10	Ee'noko ukuusirariauka' Kumponinge pakururiaung-pina' tantarima. Teing-koo nii'ning tee' nkoariko'ning Orari-antai boo'antavuru'. 
1CO.10.11	Aing teing kapoo' teing-koo nkoaru'ning nii'ke oo-koo taa'ni'antananka, Kumponinge daari-antavuu'ning koono-antamurima nii' asi'naroong-koo o'norining naumurima tutuna'nupoong nkoarima opariru'na' biikanaroong-koo. 
1CO.10.12	Tee'koo nauramaang, da' purintari donkonii otomaung-pina' noru'dari deeko' bakei tampa' masika' tanatararavaing dua'dara'neeng-koo. 
1CO.10.13	Teka tenang kapoo' arikung deeko' ai' orara aarumo-koong piai meu'duko deeko' ee' noru'eaing: da' ookara paara-anta puru'koo makosi. Mmau' da'koo uro'nupoonge nantoonge temurii' paara-anta kune'au'nung. Kumponinge bakaning sipuriaung, ee'noko teie tee paara-anta taura'puauka'nung da' puru'koo, teka tenang paara-anta poko teie tee da' puring-antaruaing mmari'navung nauruma.
1CO.10.14	Tee tee mmaikori' ee, baari'antarariri otoriai kumponing tositosinanka siong-eta. 
1CO.10.15	Ninge daariamang dii'koo dii' onou-po'nupoong noru'dampima. Tasi'peri pinka'eriai kapoo' ninge naurampimatomaung dii'. 
1CO.10.16	Tereng biraanke-nareng biraanke-antavampima-narenge ee nii' naro'kamuriaunge tee ninka ereng Karistoo' bakaang ninka? Tevio' taamanavio' pisi'meerimanavio'ke ee naro'kamuriaunge Karistoo'koo mono ninka nari'? 
1CO.10.17	Tee aa' naro'kamurimaung, ai' tevio' tee navio' masikavio'. Bane mmau'ke nii', narung mono deeng-antamurimaung naro'ke tevio'ke pisi'meerima ookara. 
1CO.10.18	Oovereriaing teing Isireeli-nupoong Kumponing siompaamana'. Tenang taamang naiaama Kumponing-anko boonturomai darimpaamaung, arekee', Kumponing ninka ee teing naro'kavariaung? 
1CO.10.19	Enang arekee' miru'ari otong? Kumponing tositosi ee kapoo' masikung? Ai' tee kumponing tositosi-koo darimpaamaung ee kapoo'ke? 
1CO.10.20	A, tee' deea'. Tee ninge minkuamaatomaung kapoo' tee teing Ju'deeaing boontuarima, Daari Meekunge minkuvui otoina' aa'puma,
1CO.10.20	“Teing ma'nari-koo boontuarimaing, Kumponing-koo deea'.” 
1CO.10.20	Ee'noko piamoa' ma'nari ninka pisi'deerii'naang. 
1CO.10.21	Dii' tuaantariauka' ookarenta-ita, aa'noko Ovoring bakanareng-eta ee'noko ma'nari biikanareng-eta. Tee' nari' napo' ookavaako'ka-ita nari' taamaniriauka', aa'noko Ovoring bakanavaako'keta ee'noko napo' ma'nari biikanavaako'keta. Tee' makosina' deea'. 
1CO.10.22	Arekee', Ovoringe iirai uipaarii'anta-koo piamorimaunge? Arekee', nii' tee-koo ee dau basinoo' iirakutanankai?
1CO.10.23	Dii'ke aa'perimaung, “Amutemurii' kapoo' taura'pari otong nii'ke nko-koo.” Nka tee, ookara kapoo' pakupaku-po'nung deea' nantoong-koo. Amutemurii' kapoo' taura'pari otong nii'ke nko-koo masika', teka ookara kapoo'nankai puring-antamuriaung. 
1CO.10.24	Naning baka tanatavarama otoauka'. Ookara tee naruna' naruna' tanatameeriaing tampa' oto'koo. 
1CO.10.25	Tee ee'pina': Kara otoaruko deeko' kapoo'nanka baaveroma baaveaavaining tee makosi, naieriaing, nka nia'kiria' boontunang-koo darinii'pina' norunoru'erima. 
1CO.10.26	Ai' “Ootukunung kansi'po' tee Ovoring bakaang.” 
1CO.10.27	Ee'noko da' naninge masika'anta oto'evuaunge bokuruko nanu'koo piarora deeko' makosi, naieaing ookara kapoo' aruaining nia'kia' boontunang-koo darinii'pina' norunoru'era. 
1CO.10.28	Teka nii'nung naninge aa'duko deeko', “Aung kumponing tositosi-koo darinii',” tee, tee'puko naieauka'. Tevunge tee naning bakaang masika'anta orariearupeu' ee'noko bakaang domang mooavari otopeu'. 
1CO.10.29	Ninge da' dakaang domang minkuampa', tee bakaang domang minkuamaang. Bane nia'kia' naiemaung, nii'nunge ooruma oraka' noru'du'neeng. 
1CO.10.30	Ninge tee naiamira deeko' Kumponing-koo tampara tampampeu', teka naiampauka'nung. Piamoa' nii'nunge ning oraka' noru'muu'naang. 
1CO.10.31	Tee'koo taamang-koo naikima ntong tovang-koo, aming kapoo' nkoveaing-koo, nkoveaing ootukunung kapoo' Kumponing pankaing-anta-koo. 
1CO.10.32	Nii'nung naning dua'antaveauka', arera, Ju'nung deeko', Ju'deeaing-koong deeko' ai' Kumponing bakaning dootuu'nupoong-koong deeko', tee' nari' ookara nantoong ninge dotu-antavaramaung avuntevunge. 
1CO.10.33	Ninka paku-koo besi'marava', teka ookara nantoong paku-koo moo'arii'naang.
1CO.11.1	Barerariaing ning-koo ning Karistoo'koo baremaramana'.
1CO.11.2	Dii' teing tampenanka tantampimaang ning norunoru'merimaung-koo ee'noko tee naurampiru'nung aarumo tampa' ima'eri otomaung-koo. 
1CO.11.3	Teka ninge dii' pia-antarampimang tee Karistoo' noru'erii'naang tee tee Bore' ookara donkaang kante-koo, ee'noko donkaani tee manikuma-koo bore', ee'noko Kumponing Karistoo'koo bore'. 
1CO.11.4	Baa donkaani kunsiaravaing nii'na' tarampeearavaing˜ bore' daka'paritaa' tee tee Karistoo' dore'ua' otong, bakaang Bore'. 
1CO.11.5	Nii'nani manikuma oosirarimanoo'ke kunsiarapeu' nii'na' tarampeearapeu' bakaang bore'koo baarong maniku'koo makosina' kurumparava' tenie tee ba'ung dore'ua' otong, tee bakaang bore'. Teni tee teni-pina' nari' dapo kaariarinani-pina' maia'po'nani. 
1CO.11.6	Nii'nani manikuma bore'koo baarong kurumparavarupeu'nani makosi, dapo opui napu'arapeu', teka kaariari oto'koo maia'opeu'nung deeko' makosi maniku'koo makosina' baarong kurumparavaing napo', bore' daka'pui. 
1CO.11.7	Donkaani tee bore'koo baarong kurung-koo makosi deea' dootuu'koo oosirarimanoo'ke, ai' teie tee tavo'antavumaung Kumponing bakaang oro'oro'na' ee'noko tee meenasi bakaang; teka manikumai donkaani bakaang meenasi tavo'antavumaung. 
1CO.11.8	Tutuntoma tee donkaani manikuma-ita Kumponinge nkovua', teka manikuma donkaani-eta nkovuu'. 
1CO.11.9	Donkaani tee Kumponinge manikuma nkoevua', teka manikuma Kumponinge donkaani nkoevuu'.
1CO.11.10	Tee'koo manii'koo bore'koo baarong kurumparimatoaing taa'ni'anta-koo donkaani deto deeng-antavui, ee'noko koosinunankai ooaama dotuarimatoai. 
1CO.11.11	A'noo' tee ee'koo: Manikuma donkaani-eta tonta'arava', napo' donkaani manikuma-ita tonta'arava' Kumponing bakaang aarumo-koo. 
1CO.11.12	Tee' nari' manikuma donkaani-eta nkovuu'na'koo napo' tee' nari' donkaani manikuma-ita ponto'aramaung, nka aing ookara teing Kumponing-etaning. 
1CO.11.13	Dii'ka-koo arekee', oosirarimanoo'ke bore'koo baarong kurumparava' manikuma ee kunsiarapeu' Kumponing-koo, makosie? 
1CO.11.14+1CO.11.15	Enanaroong-koo nii'ke nantoong-koo nkoaramana' ooampima dei tasi'pampipeu' makosina' ee': Narung donkaani dapo isikung otoi tampa' deea', ee'noko nani manikuma dapo isikung oto'evuitaa' tee tampa', ai' tee tee bakaang meenasi. Aming-koo, nna' Kumponinge tee dapo avuu' bore' daka'koo. 
1CO.11.16	Baa nii'nung naning minkuminku-koo piavoko ee' naurama'naang, “Nii'namurii' aarumo oto'memuria', ee'noko Kumponing bakaning dootuu'nupoong osi kante-koo oto'evoroa'.”
1CO.11.17	Naurampima aing botovotonanka napo' narung tuumpi oto'memung ninge minku-koo ee': Dii' naro'darima oraka' nkoverimatoininge tamparananka daka'purimatoi. 
1CO.11.18	Tutung tee taaravansieeng dii'koo tankatankaang otong tenang dii' dootuu'koo naro'darima, ee'noko ninge masimasika'antavamang. 
1CO.11.19	Aming-koo, nna' aarumo tankatankaang tee masika' tavo'kuaing dii'koo tasi'pampiaina' baata areing masika'pariri otong. 
1CO.11.20	Tee tee taamang dii' nai-koo naro'darimaung Ovoring-nung tamperima Ovoring-nung taamang deea', 
1CO.11.21	ai' tee tee nariona' dii'ka naierimaung ee'noko tee'koo nii'ning peeravorokoo' ee'noko nii'ninge naiaamatoma kanu'antavarikoo'. 
1CO.11.22	Arekee', osie diikanoo'ke taamang ee'noko ntong tovang ee naieriarupeu'? Kumponing bakaning dootuu'nupoong ee oki'na'anta-koo piarorimaunge, ee'noko ata'oi'nuka maia'anta-koo? Are'dampii'naang ninge; daangantampii'naang? Bakei, katua' tee'koo.
1CO.11.23	Tee pare'naanta ninge naurampiru'nung Ovoringe baka po'antavuu'nung. Te'mung muunga Judasie tooka kompura kare-nupoong-koo sivuu'na'mung Ovoring Jiisuu'ke berete' nkavura, Kumponing-koo tampa', tampura tenang pisi'uu' ee'noko aa'puu', 
1CO.11.24	“Aung tee nkaang mono makosi dii' nee'dampima boo'koo taura'maring. Ee' naierima ning noru'merimatoaing.” 
1CO.11.25	Taamang bakearako tee tee' nari' napo' tereng uaini-po'nareng nkavura aa'puu', “Enang-eta deto areng-koo naikirima ee' noru'merimatoaing, ninge Kumponing ninka nerakung kara naroong-anta nkaang erenge pinka'antavantu'nung dii' domantarii'naang.” 
1CO.11.26	Tenang naierima aung berete' ee'noko tuaantarima areng-eta' dii'ke sira'perimatoaing tee Ovoring dii'koo boo'paru'nung poainoo'ke basi.
1CO.11.27	Tee tee enang naning tee berete' naivuaing tuaamparama tereng-eta Ovoring bakanareng-eta makotua'na' nkovuma tee tee tuumpivuaing mono-koo ee'noko ereng-koo Ovoring bakaang-koo oraka'nko nkovuing-koo. 
1CO.11.28	Naning tee tutung baakeenearavaing baka mme' naivua' bakanavio' berete'koo ee'noko teru' tereng-eta. 
1CO.11.29	Ai' tee naning Ovoring bakaang mono tampa' tasi'pua' naivuaing tee tee baka orari-antavaravaing tee-koo naivuing-koo. 
1CO.11.30	Tee'koo ee'na'koo mmau' dii'koo-nupoong aruaru'oromaung ee'noko siipavorokoo' ee'noko mmau' boo'parikoo'. 
1CO.11.31	Tutung dii'ka tampa' simpesimpe'daripeu'ning deeko' teie orameng-koo simpe'duriarupeu'. 
1CO.11.32	Teka Ovoringe orameng-koo simpe'durima tee, teie koong-antarurimaung baurukaa'pina' asi'noo'ke dii' kiimata-nupoong tanturi'neeng-koo kansi'nupoong ninka nari'. 
1CO.11.33	Tee'koo mmaikori', taamang-koo naro'darima tampa' navurariri tata'deeria' naierimatoai. 
1CO.11.34	Nii'nung peeravoko osie taamang-antaverimatoai diikaang naronaro' kiimata-po'nung deempara'neenga. Dama'ke mora napo' nii'ning naurampiaing.
1CO.12.1	Enang dii' mmaikori', ninge dii' noru'koo pia-antarampimang teing kapoo'nanka Tanuaang-etaning avuavu'. 
1CO.12.2	Dii'ke noru'eri otong tenang dii' mutaanang-koo otoriko'nang Kumponing tositosinanka siompereri poorarima noru' masikung nkaveriaruko'. 
1CO.12.3	Nka tee dii' enang sirapo'aaperaririo' naurampimang Kumponing bakaning nantoong masikeng tasi'pereriaina'. Nii'nung naninge Jiisuu' barakosi'koo tampuko noru'eriaing tee naning Kumponing bakaang Tanuaang-eta karoaung. Ee'noko naninge Jiisuu' tee Ovoring tampuko noru'eriaing tee naning Tanuaang Meekung-eta karomaung, ai' naninge tamung tee' minkuvuarupeu'. 
1CO.12.4	Teing mmau' Tanuaang Meekung-etaning avuavu' otorong, teka Tanuaang teing avurimaung tee narung masikung. 
1CO.12.5	Teing nko-nkonanka tee amutemurii' otorong, teka narung masikung Ovoring Jiisuu' Karistoo'. 
1CO.12.6	Napo' nii'ning otorong amutemurii' iri' Kumponing-etaning mintoomparimaing, teka Kumponing tee narung masikung teing kante-koo mintoomparamaung. 
1CO.12.7	Tanuaang Meekung bakaning nantoong-koo ookara-koo kante avutevu'ari taa'ni'antavaramaung, pakueea'naang. 
1CO.12.8	Nii'nung-koo Kumponinge kara matau-po'nung makosi-antavumaung Tanuaang Meekunge. Nii'nung-koo kara noru'po'nung avumaung teie narunge Tanuaange. 
1CO.12.9	Nii'nung-koo arikung kune'uko masika'anta deto basi avumaung teie narunge Tanuaange. Nii'nung-koo Tanuaang-etaing avuavu' siipa-po'nupoong taare-anta-koonung avumaung teie narunge Tanuaange. 
1CO.12.10	Nii'nung-koo nko-nko deto basi nko-koong avumaung. Nii'nung-koo tarampee-koong avumaung. Nii'nung-koo iri'nanka Kumponing-etaning ee'noko oreng simpe'koong noru' avumaung. Nii'nung-koo Kumponinge kara tasi'paa' meneng-koo sipumaung minkuvuu'naang. Nii'nung-koo napo' oovunara tasi'paa' menenge kara bere'koong noru' avumaung. 
1CO.12.11	Aing teing ookara narung Tanuaang bakaning nko-nkonanka. Teie ee'narai tankaampumaung naruna' naruna' kante piavomana'.
1CO.12.12	Tee ee'pina': Naninung mono tee avatevaro-po'nung, nka teing avatevaronanka tee narung mono. Karistoo' bakaang mono tee' oro'ke. 
1CO.12.13	Bane nii' Ju'nupoong nii'noo' Ju'deeaing, dai'nisinuka nii'noo' dai'ariaing, nka tee narung Tanuaang-koo kuunge meeka'antamariru'nung-koo tee nii' narung mono deemariri otong ee'noko tee ookara narung Tanuaang okomuring makosina' iri' nka-koo. 
1CO.12.14	Naning-koong mono nari' oro' deea', nka tee avatevaro. 
1CO.12.15	Kau'ke deeko' aa'pui dei, “Ning aa' bireng deea', tee'koo ning mono-koo-navio' deea',” teie temurii' karai tee mono-ita bita'aravarupeu'. 
1CO.12.16	Ee'noko dome'ke deeko' aa'pui dei, “Ning aa' duta deea', tee'koo ning mono-koonavio' deea',” teie temurii' karai ee temono-ita bita'arapeu'? Otoa'. 
1CO.12.17	Ootukunung mono duta narung deempari dei, taara-nko are' otong? Napo' ootukunung mono dome' narung deempari dei nuuraa'nko arerai? 
1CO.12.18	Nka tee masika'pari otoina' ee': Kumponinge avitevio' be'nu'uring kantena' narung mono-koo tee' nari' nii' narung mono-pina' oto'koo bamuru'na'. 
1CO.12.19	Ookara mono-koo namaranoo' naro' otoi dei, arekee' mono tampampipeu'? 
1CO.12.20	Nka tee masika'pari otoina' ee': Avatevaro otong teka narung mono tee. 
1CO.12.21	Dutai aa'puarupeu' bireng, “Ning da' piamoa'.” Napo' bore'ke kau' tee'puarupeu'. Katua'. 
1CO.12.22	Nii'nairu mono-koo aruaru'nairu tampampimanairu tee tenairu-koo makosina' nkovupeu'. 
1CO.12.23	Ee', nii' dotumarimaung otoko nii'nairu mono-koo oraka' oonairu, ee'noko tee tampa' masika' nepu'mariri duaanamarimaung oo-koo makosinairu deea'nairu. 
1CO.12.24	Teka tee tampa' oonairu baru' tanatavampiaung. Tee' nari' Kumponinge mono be'nuve'nu'uu' nepu'arava'nairu nepu'ui. 
1CO.12.25	Tee'koo tankatankaang otoaroo'naang mono-koo, teka navarona' mono tampa' tanataveeai nari'. 
1CO.12.26	Nii'navaro mono-koo sisikeeravoko tee ootukunairu nari' tora'paavaing. Navaroi daangang nkavuko deeko' ootukunairu nari' dotuariaing.
1CO.12.27	Enang tee dii' Karistoo'koong mono, naruna' naruna' avatevaro otoring. 
1CO.12.28	Ee'noko Kumponinge bakaning dootuu'nupoong-koo aing ee'ning miru'uru': tutuntoma teing kara okovuri nkanuka, kemu'kana' teing nakaroarimaing˜, beemu'pina' teing kapoo' Kumponing-etaning naunuka, teketa teing iri' ninka nko-nko nkoaamaing, teketa teing Tanuaang Meekung bakaang avuavu'po'nupoong siipa-po'nupoong taare-anta-koong, teing nko-nko pakupaku-po'nung nkoaamaing, teing nko-nko tampa' tankaampaamaing nantoong-koo, ee'noko teing kara tasi'paa' oovunara menenge kareaamaing. 
