GEN.1.2	Erd vikîvala û bêşikil bû, tariyê kûrahî rapêçabû. Ruhê Xwedê li ser rûyê avê digeriya.
MRK.7.25	Îcar jinikeke ku ruhê nepak bi keça wê ya biçûk re hebû, gava li ser Îsa bihîst, di cih de hat û xwe avêt ber lingên wî. 
MRK.7.26	Jinik Yewnanî bû û bi eslê xwe ji Fînîkya Sûriyê bû. Wê ji Îsa lava kir ku cin ji keça wê derxe. 
MRK.7.27	Îsa ji wê re got: «Bihêle ku pêşî zarok têr bibin, çimkî ne rast e ku mirov nanê zarokan bistîne û bavêje ber kûçikan.» 
MRK.7.28	Lê jinikê got: «Erê ya Xudan, lê kûçik jî ji hûrikên zarokan ên bin sifrê dixwin.» 
MRK.7.29	Wî ji jinikê re got: «Ji ber vê gotina te, tu dikarî herî, cin ji keça te derketiye.» 
MRK.7.30	Jinik çû mala xwe, keçik di nav nivînan de raketî dît û cin jê derketibû.
MRK.7.31	Hingê ji Herêma Sûrê veqetiya, di nav Saydayê re derbas bû, di herêma Dêkapolîsê re hat Gola Celîlê. 
MRK.7.32	Mirovekî kerr û lal anîn û jê lava kirin ku destê xwe deyne ser wî. 
MRK.7.33	Îsa ew ji elaletê veqetand, tiliyên xwe xistin guhên wî, destê xwe tif da û li zimanê wî da. 
MRK.7.34	Çavên xwe ber bi ezmên ve hildan, axîn kişand û got: «Effata!» ku tê mana «Vebe!» 
MRK.7.35	Di cih de guhên wî bihîstin, zimanê wî vebû û bi awayekî zelal dest bi peyivînê kir. 
MRK.7.36	Îsa tembîh li wan kir ku ji kesî re nebêjin. Lê wî çiqas zêde tembîh li wan dikir, wan ewqas zêdetir bûyer belav dikir. 
MRK.7.37	Xelk gelek şaş ma û digotin: «Wî hemû tişt qenc kir: Hem guhên kerran vedike, hem jî lalan dipeyivîne.»
MRK.8.1	Di wan rojan de dîsa gava ku elaleteke mezin civiya û tiştekî wan tunebû ku bixwin, Îsa gazî şagirtên xwe kir û got: 
MRK.8.2	«Dilê min bi vê elaletê dişewite, çimkî ev sê roj e ku bi min re ne û tiştekî wan tune ku bixwin. 
MRK.8.3	Eger ez wan birçî bişînim malên wan, ewê di rê de dilbihûrî bibin û hin ji wan jî ji cihên dûr hatine.» 
MRK.8.4	Şagirtên wî lê vegerandin û gotin: «Li vê çolê mirov ji ku derê dikare evqas mirovan têr bike?» 
MRK.8.5	Îsa ji wan pirsî: «Çend nanên we hene?» Wan got: «Heft.» 
MRK.8.6	Îsa li elaletê emir kir ku li erdê rûnin. Wî heft nan hildan, şikir kir, ew şikandin û dan şagirtên xwe ku deynin ber xelkê. Wan jî ew danîn ber wan. 
MRK.8.7	Û çend masiyên wan ên biçûk jî hebûn. Îsa ji bo wan jî şikir kir û got: «Van jî deynin ber elaletê.» 
MRK.8.8	Wan xwar û têr bûn û wan heft selik ji pariyên bermayî dan hev. 
MRK.8.9	Hejmara yên ku xwarin, nêzîkî çar hezar mirov bû. Gava ku Îsa ew verêkirin, 
MRK.8.10	di cih de bi şagirtên xwe ve ket qeyikê û çûn herêma Dalmanûtayê.
MRK.8.11	Fêrisî hatin û bi Îsa re dest bi munaqeşê kirin. Ji bo ku wî biceribînin, nîşanek ji ezmên jê dixwestin. 
MRK.8.12	Îsa ji kûr ve axînek kişand û got: «Çima ev nifş li nîşanekê digere? Bi rastî ez ji we re dibêjim, ji vî nifşî re nîşanek nayê dayîn.» 
MRK.8.13	Wî ew hiştin, dîsa ket qeyikê û derbasî aliyê din ê golê bû.
MRK.8.14	Îcar şagirtan ji bîr kiribûn ku bi xwe re nên bînin. Li ba wan, di qeyikê de ji nanekî pê ve, tiştek tunebû. 
MRK.8.15	Îsa tembîh li wan kir û got: «Hay ji xwe hebin, xwe ji hevîrtirşkê Fêrisiyan û ji hevîrtirşkê Hêrodês biparêzin.» 
MRK.8.16	Şagirt di nav xwe de peyivîn û gotin: «Ji ber ku nanê me tune, weha dibêje.» 
MRK.8.17	Îsa dizanibû ku ew çi dibêjin û wî ji wan re got: «Hûn çima di nav xwe de dipeyivin ku nanê we tune? Ma hûn tênagihîjin û fêm nakin? Ma hişê we giran bûye?
MRK.8.18	Çavên we hene, ma hûn nabînin?
MRK.8.18	Guhên we hene, ma hûn nabihîzin?
MRK.8.18	Ma nayê bîra we,
MRK.8.19	çaxê ku min pênc nan ji bo pênc hezar mirov şikandin, ji pariyên nên we çend selikên tije dan hev?» Wan lê vegerand û gotin: «Diwanzdeh.» 
MRK.8.20	«Û gava min heft nan ji bo çar hezar mirov şikandin, we çend selikên tije parî dan hev?» Wan got: «Heft.» 
MRK.8.21	Îsa ji wan re got: «Ma hûn hê jî fêm nakin?»
MRK.8.22	Û ew hatin Beytsaydayê. Hinekan mirovekî kor anî ba Îsa û jê lava kirin ku destê xwe deyne ser. 
MRK.8.23	Wî jî bi destê mirovê kor girt û ew derxist derveyî gund. Çaxê çavên wî bi tifa xwe şil kirin û destên xwe danîn ser wî, pirsî: «Ma tu tiştekî dibînî?» 
MRK.8.24	Wî jî li jorê nêrî û got: «Ez mirovan dibijêrim, mîna daran in û rêve diçin.» 
MRK.8.25	Careke din Îsa destên xwe danîn ser çavên wî, mirov bi baldarî nêrî û çavên wî vebûn û her tişt bi zelalî dît. 
MRK.8.26	Îsa jî ew şand mala wî û jê re got: «Nekeve nav gund.»
MRK.8.27	Îsa bi şagirtên xwe ve çû gundên Qeyseriya Filîpos û di rê de ji şagirtên xwe pirsî: «Li gor gotina xelkê ez kî me?» 
MRK.8.28	Wan lê vegerand û gotin: «Hinek dibêjin Yûhennayê imadkar e, hinek dibêjin Êlyas e, hinekên din jî dibêjin yek ji pêxemberan e.» 
MRK.8.29	Îsa ji wan pirsî: «Lê hûn çi dibêjin? Bi ya we ez kî me?» Petrûs bersîva wî da û got: «Tu Mesîh î.» 
MRK.8.30	Îsa jî li wan hişk emir kir ku li ser wî ji kesî re nebêjin.
MRK.8.31	Hingê Îsa dest pê kir şagirtên xwe hîn kirin ku divê Kurê Mirov gelek cefayê bikişîne, ji aliyê rihspî, serekên kahînan û Şerîetzanan ve bê redkirin, bê kuştin û roja sisiyan rabe. 
MRK.8.32	Û wî ev bi eşkereyî got. Îcar Petrûs ew kişand aliyekî û lê hilat. 
MRK.8.33	Lê Îsa zivirî û li şagirtên xwe nêrî, li Petrûs hilat û got: «Ji min dûr keve, Îblîs! Çimkî tu ne tiştên xwedayî, lê tiştên mirovî difikirî.»
MRK.8.34	Hingê Îsa elalet û şagirtên xwe gazî ba xwe kirin û ji wan re got: «Eger yek bixwaze li pey min bê, bila xwe înkar bike, rahêje xaça xwe û li pey min bê. 
MRK.8.35	Çimkî kî ku bixwaze jiyana xwe xilas bike, ewê wê winda bike; lê kî ku jiyana xwe di ber min û Mizgîniyê de winda bike, ewê wê xilas bike. 
MRK.8.36	Mirovek hemû dinyayê bi dest bixe jî, lê jiyana xwe winda bike, çi feyda wî heye? 
MRK.8.37	Ma mirov dikare çi di ber jiyana xwe de bide? 
MRK.8.38	Kî ku di nav vî nifşê zînakar û gunehkar de ji min û ji gotinên min şerm bike, Kurê Mirov jî, gava di rûmeta Bavê xwe de tevî milyaketên pîroz bê, wê ji ber wî şerm bike.»
MRK.9.1	Û wî ji wan re got: «Bi rastî ez ji we re dibêjim, hin ji van kesên ku li vir radiwestin, heta ku nebînin Padîşahiya Xwedê bi hêz tê, ew mirinê qet tam nakin.»
MRK.9.2	Piştî şeş rojan Îsa Petrûs, Aqûb û Yûhenna birin û ew bi xwe re derxistin çiyayekî bilind; li wir ew bi serê xwe bûn û dîtina wî li ber wan hat guhertin. 
MRK.9.3	Cilên wî çîlspî bûn û ewqas dibiriqîn ku li ser rûyê erdê tu cilspîker nikaribû ew wisa spî bikirana. 
MRK.9.4	Hingê Êlyas û Mûsa li wan xuya bûn û bi Îsa re peyivîn. 
MRK.9.5	Petrûs ji Îsa re got: «Mamoste, çiqas qenc e ku em li vir in! Ka em sê holikan çêkin, yekê ji te re, yekê ji Mûsa re û yekê jî ji Êlyas re.» 
MRK.9.6	Wî nizanibû ku çi bêje, ji ber ku ew gelek tirsiyabûn. 
MRK.9.7	Hingê ewrek derket, li ser wan kir sî û dengek ji ewr hat: «Ev e Kurê min ê delal! Guhdariya wî bikin!» 
MRK.9.8	Ji nişkê ve şagirtan li dora xwe nêrî, ji Îsa pê ve kesek nedîtin.
MRK.9.9	Çaxê ji çiyê dihatin xwarê, Îsa li wan emir kir ku heta Kurê Mirov ji nav miriyan ranebe, ew ji kesî re tiştên dîtî nebêjin. 
MRK.9.10	Şagirtan ev peyv di dilê xwe de girt û ji hevdû pirsîn, ka mana rabûna ji nav miriyan çi ye. 
MRK.9.11	Û wan jê pirsî: «Gelo, çima Şerîetzan dibêjin divê pêşî Êlyas bê?»
MRK.9.12	Wî jî ji wan re got: «Bi rastî, pêşî Êlyas tê û her tiştî sererast dike. Lê çima weha li ser Kurê Mirov hatiye nivîsîn ku ewê gelek cefayê bikişîne û biçûk bê dîtin? 
MRK.9.13	Lê ez ji we re dibêjim, Êlyas hatiye û çawa ku li ser wî hatiye nivîsîn, çi ku dilê wan xwest bi wî kirin.»
MRK.9.14	Çaxê hatin ba şagirtên din, dîtin ku li dora wan elaleteke mezin civiyaye û Şerîetzan bi wan re munaqeşê dikin. 
MRK.9.15	Îcar gava ku hemû elaletê Îsa dît, gelek ecêbmayî ma û bi bez çûn pêşiya wî û silav danê. 
MRK.9.16	Îsa ji wan pirsî: «We bi wan re li ser çi munaqeşe dikir?»
MRK.9.17	Ji nav elaletê mirovekî bersîva wî da: «Mamoste, min kurê xwe yê ku cinekî lalîtiyê pê re heye ji te re anî. 
MRK.9.18	Ruh her li ku derê wî bigire, davêje erdê, kef bi ser devê wî dikeve, diranên xwe diqirçîne û req dibe. Min ji şagirtên te hêvî kir ku vî ruhî derxin, lê nikaribûn.»
MRK.9.19	Îsa li wan vegerand û got: «Hey nifşê bêbawer! Heta kengê ezê bi we re bim, heta kengê ezê li we sebir bikim? Wî bînin ba min.» 
MRK.9.20	Wan jî kurik anî ba Îsa. Gava ku cin Îsa dît, di cih de kurik vehejand. Ew ket erdê, kef bi ser devê wî ket û gevizî. 
MRK.9.21	Îsa ji bavê wî pirsî: «Ji kengê ve ew weha ye?» Wî jî got: «Ji zaroktiya xwe ve. 
MRK.9.22	Ruh ji bo ku wî helak bike, gelek caran ew avêt nav êgir û avê. Lê eger tu bikarî tiştekî bikî, li me were rehmê û alîkariya me bike!» 
MRK.9.23	Îsa ji wî re got: «Te got: ‹Eger tu bikarî›! Ji bo yê ku bawer dike her tişt çêdibe.» 
MRK.9.24	Wê gavê bavê kurik qîriya û got: «Ez bawer dikim. Alîkariya bêbaweriya min bike!» 
MRK.9.25	Gava Îsa dît ku elalet bi bez li wê derê dicive, li ruhê nepak hilat û got: «Hey ruhê kerr û lal, ez li te emir dikim: Ji kurik derkeve û careke din nekeve wî!» 
MRK.9.26	Ruh qîriya, bi şid kurik vehejand û jê derket. Û kurik bû wek miriyan, wisa ku pirraniya wan digot: «Ew mir!» 
MRK.9.27	Lê Îsa bi destê wî girt û ew rakir. Kurik jî rabû ser xwe. 
MRK.9.28	Piştî Îsa çû malekê, şagirtên wî bi serê xwe jê pirsîn: «Çima me nikaribû em cin derxin?» 
MRK.9.29	Îsa li wan vegerand: «Cinê bi vî cûreyî ji dua pê ve, bi tu riyên din dernakevin.»
MRK.9.30	Ji wir çûn û di nav Celîlê re derbas bûn. Îsa nedixwest ku kes bi vê yekê bizane, 
MRK.9.31	çimkî wî şagirtên xwe hîn dikirin û ji wan re digot: «Wê Kurê Mirov bidin destên mirovan, ewê wî bikujin û piştî kuştinê bi sê rojan, ewê rabe.» 
MRK.9.32	Lê wan ev gotin fêm nekir û tirsiyan ku ji wî bipirsin.
MRK.9.33	Û ew hatin Kefernahûmê. Gava Îsa li mal bû, ji şagirtan pirsî: «Hûn di rê de li ser çi dipeyivîn?» 
MRK.9.34	Lê ew bêdeng man, çimkî di rê de, di nav xwe de peyivîbûn, ka kî ji wan ê herî mezin e. 
MRK.9.35	Îsa rûnişt, gazî diwanzdehan kir û ji wan re got: «Eger kesek bixwaze bibe yê pêşî, divê ew bibe yê paşî û xizmetkarê hemûyan.» 
MRK.9.36	Îcar wî bi destê zarokekê girt û ew di nav wan de da rawestandin, zarok himbêz kir û ji wan re got: 
MRK.9.37	«Kî ku zarokeke weha bi navê min qebûl bike, ew min qebûl dike. Û kî ku min qebûl bike, ne min, lê wî yê ku ez şandime qebûl dike.»
MRK.9.38	Yûhenna ji Îsa re got: «Mamoste, me mirovek dît ku bi navê te cin derdixistin. Lê me nehişt, çimkî li pey me nedihat.» 
MRK.9.39	Lê Îsa got: «Rê lê negirin, çimkî tu kes tune ku bi navê min kerametekê bike û zû bikare li ser min bi xerabî bipeyive. 
MRK.9.40	Çimkî yê ku ne li dijî me ye, ji aliyê me ye. 
MRK.9.41	Bi rastî ez ji we re dibêjim, kî ku tasek av bide we, ji ber ku hûn ên Mesîh in, xelata xwe qet winda nake.
MRK.9.42	«Kî ku yekî ji van biçûkên ku baweriyê bi min tînin ji rê derxe, ji bo wî çêtir e ku beraşekî mezin bi stûyê wî ve bê girêdan û bê avêtin deryayê. 
MRK.9.43+MRK.9.44	Eger destê te, te bixe guneh, wî jêke! Ji bo te çêtir e ku tu bê dest bikevî jiyanê, lê ne ku bi herdu destên xwe ve herî dojehê, nav agirê ku venamire. 
MRK.9.45+MRK.9.46	Eger lingê te, te bixe guneh, wî jêke! Ji bo te çêtir e ku tu bê ling bikevî jiyanê, lê ne ku tu bi herdu lingên xwe ve bêyî avêtin dojehê. 
MRK.9.47	Eger çavê te, te bixe guneh, wî derxe! Ji bo te çêtir e ku tu bi çavekî bikevî Padîşahiya Xwedê, lê ne ku tu bi herdu çavan ve bêyî avêtin dojehê. 
MRK.9.48	Li wir kurmê wan namire û agirê wê natemire.
MRK.9.49	Çimkî her kes wê bi êgir bê xwêkirin. 
MRK.9.50	Xwê qenc e. Lê eger xwê şoriya xwe winda bike, hûnê careke din bi çi şoriya wê bidinê? Bila bi we re tama xwê hebe û bi hev re di aştiyê de bijîn.»
MRK.10.1	Îsa ji wir rabû, hat herêma Cihûstanê û derbasî aliyê din ê Çemê Urdunê bû. Careke din elaletek li dora wî civiya û wî, wek adeta xwe dîsa ew hîn dikirin. 
MRK.10.2	Ji Fêrisiyan hinek nêzîkî wî bûn û ji bo ku biceribînin jê pirsîn: «Ma dibe ku zilamek jina xwe berde?» 
MRK.10.3	Îsa bersîva wan da û got: «Mûsa çi emir da we?» 
MRK.10.4	Wan jî got: «Mûsa destûr da, ku mêr kaxeza jinberdanê binivîse û jinê berde.»
MRK.10.5	Lê Îsa ji wan re got: «Ji ber serhişkiya we Mûsa ev emir ji we re nivîsî. 
MRK.10.6	Lê di destpêka afirandinê de Xwedê ew ‹nêr û mê afirandin›.
MRK.10.7	‹Ji ber vê yekê mêr wê dê û bavê xwe berde, bi jina xwe re bibe yek 
MRK.10.8	û herdu jî wê bibin bedenek.›
MRK.10.9	Ji bo vê yekê yên ku Xwedê ew kirine yek, bila mirov wan ji hevdû veneqetînin.» 
MRK.10.10	Gava ew li malê bûn, şagirtan dîsa li ser vê meselê ji wî pirsîn. 
MRK.10.11	Îsa ji wan re got: «Kî ku jina xwe berde û bi yeke din re bizewice, li hember wê zînayê dike. 
MRK.10.12	Û eger jin jî mêrê xwe berde û bi yekî din re bizewice, zînayê dike.»
MRK.10.13	Îcar zarok dianîn ba Îsa ku destê xwe deyne ser wan, lê şagirtan li yên ku ew dianîn hilat. 
MRK.10.14	Gava ku Îsa ev yek dît, hêrs bû û ji wan re got: «Bihêlin, bila zarok bên ba min; pêşiya wan negirin, çimkî Padîşahiya Xwedê ji yên weha re ye. 
MRK.10.15	Bi rastî ez ji we re dibêjim, kî ku Padîşahiya Xwedê wek zarokekê qebûl neke, tu caran nakeve wê.» 
MRK.10.16	Hingê zarok himbêz kirin, destên xwe danîn ser wan û ew pîroz kirin.
MRK.10.17	Gava Îsa bi riya xwe ve diçû, yek bezî ba wî, li ber wî çû ser çokan û jê pirsî: «Mamosteyê qenc, ez çi bikim, da ku ez bibim wêrisê jiyana herheyî?» 
MRK.10.18	Îsa ji wî re got: «Tu çima ji min re qenc dibêjî? Ji Xwedê pê ve, tu kes qenc tune. 
MRK.10.19	Tu bi emran dizanî: ‹Nekuje!›, ‹Zînayê neke!›, ‹Nedize!›, ‹Şahidiya derewîn neke!›, ‹Heqê kesî nexwe!›, ‹Qedrê dê û bavê xwe bigire!›
MRK.10.20	Wî jî got: «Mamoste, ji xortaniya xwe heta niha, min ev tişt hemû pêk anîne.» 
MRK.10.21	Îsa lê nêrî, jê hez kir û ji wî re got: «Hê jî kêmahiyeke te heye. Here, çi tiştê te heye bifiroşe û li belengazan belav bike. Hingê wê li ezmên xezîna te hebe. Û were, bikeve pey min.» 
MRK.10.22	Li ser vê gotinê reng li wî nema û ew bi xemgînî çû, çimkî gelek mal û milkê wî hebû.
MRK.10.23	Îsa li dora xwe nêrî û ji şagirtên xwe re got: «Çiqas zehmet e ku kesên dewlemend bikevin Padîşahiya Xwedê!» 
MRK.10.24	Şagirt li van gotinên wî ecêbmayî man, lê Îsa careke din got: «Zarono! Ketina Padîşahiya Xwedê çiqas zehmet e! 
MRK.10.25	Derbasbûna devê ya di qula derziyê re, ji ketina mirovê dewlemend a Padîşahiya Xwedê hêsanîtir e.» 
MRK.10.26	Şagirt gelek şaş man û ji hev re gotin: «Eger wisa ye, kî dikare xilas bibe?» 
MRK.10.27	Îsa li wan nêrî û got: «Li ba mirovan ev nabe, lê ne li ba Xwedê, çimkî li ba Xwedê her tişt dibe.» 
MRK.10.28	Hingê Petrûs dest pê kir û jê re got: «Va ye, me her tişt hiştine û em li pey te hatine.» 
MRK.10.29	Îsa ji wan re got: «Bi rastî ez ji we re dibêjim, tu kes tune ku di ber min de û di ber Mizgîniyê de mal, an bira, an xwişk, an dê an bav, an zarok an zeviyên xwe hiştibe 
MRK.10.30	û li vê dinyayê sed qatî xanî, bira, xwişk, dê, zarok û zeviyan nestîne û pê re cefayê jî nekişîne û di dinya din de nekeve jiyana herheyî. 
MRK.10.31	Lê gelek ên pêşî wê bibin ên paşî û yên paşî wê bibin ên pêşî.»
MRK.10.32	Îcar ew li ser rê bûn û hildikişiyan Orşelîmê. Ew li pêşiya wan diçû, şagirt ecêbmayî diman û ew kesên li paş dihatin ditirsiyan. Îsa dîsa her diwanzdeh kişandin aliyekî û dest pê kir ew tiştên ku wê bihatana serê wî ji wan re got: 
MRK.10.33	«Va ye, em hildikişin Orşelîmê. Kurê Mirov wê bê dayîn destê serekên kahînan û Şerîetzanan. Ewê cezayê mirinê li ser wî bidin û wî bidin destê miletan. 
MRK.10.34	Ewê tinazên xwe bi wî bikin, tif bikinê, bidin ber qamçiyan û wî bikujin. Û piştî sê rojan ewê ji nav miriyan rabe.»
MRK.10.35	Hingê kurên Zebedî Aqûb û Yûhenna nêzîkî Îsa bûn û jê re gotin: «Mamoste, me divê ku em her çi ji te bixwazin, tu ji bo me bikî.» 
MRK.10.36	Wî jî ji wan pirsî: «Hûn dixwazin ku ez ji bo we çi bikim?» 
MRK.10.37	Wan jê re got: «Destûra me bide ku di rûmeta te de yek ji me li milê te yê rastê, yê din jî li milê te yê çepê rûne.» 
MRK.10.38	Îsa ji wan re got: «Hûn nizanin ku hûn çi dixwazin. Ma hûn dikarin wê kasa tehl a ku ezê vexwim, vexwin? An jî bi wê imada ku ezê pê bêm imadkirin, imad bibin?» 
MRK.10.39	Wan jî got: «Em dikarin.» Îsa ji wan re got: «Bi rastî hûnê ji wê kasa ku ezê vexwim, vexwin û bi imada ku ezê pê bêm imadkirin, imad bibin, 
MRK.10.40	lê rûnandina li milê min ê rastê û çepê ne di destê min de ye. Ev bi tenê ji bo wan e ku ji wan re hatiye amadekirin.» 
MRK.10.41	Gava ku her deh şagirtan ev yek bihîst, li Aqûb û Yûhenna hêrs bûn. 
MRK.10.42	Lê Îsa ew gazî ba xwe kirin û got: «Hûn dizanin ên ku di nav miletan de serek tên dîtin, serdestiyê li wan dikin û giregirên wan jî li ser wan hukumdariyê dikin.
MRK.10.43	«Lê di nav we de, ne weha ye. Di nav we de, kî ku bixwaze bibe yê mezin, divê bibe xizmetkarê we. 
MRK.10.44	Û di nav we de kî ku bixwaze bibe yê pêşî, divê bibe xulamê hemûyan. 
MRK.10.45	Çimkî Kurê Mirov jî nehatiye ku jê re xizmet bê kirin, lê hatiye ku xizmetê bike û di ber gelekan de canê xwe berdêl bide.»
MRK.10.46	Hingê ew hatin bajarê Erîhayê. Gava Îsa bi şagirtên xwe ve û bi elaleteke mezin ve ji bajêr derket, mirovekî kor, Bar-Tîmeyos, yanî Kurê-Tîmeyos, li tenişta rê rûniştibû û pars dikir. 
MRK.10.47	Gava bihîst ku Îsayê Nisretî derbas dibe, dest pê kir, kir qîrîn û got: «Ya Îsayê Kurê Dawid, li min were rehmê!» 
MRK.10.48	Gelekan li wî hilat, da ku dengê xwe bibire, lê ew hê bêtir qîriya û got: «Ya Kurê Dawid, li min were rehmê!» 
MRK.10.49	Îsa rawesta û got: «Gazî wî bikin.» Wan jî gazî mirovê kor kir û gotin: «Çavê te rohnî be! Rabe ser xwe, gazî te dike.» 
MRK.10.50	Wî jî ebayê xwe avêt, xwe hilavêt û hat ba Îsa. 
MRK.10.51	Îsa jê pirsî: «Tu çi dixwazî ku ez ji bo te bikim?» Yê kor jê re got: «Mamoste, ez dixwazim bibînim!» 
MRK.10.52	Îsa jî jê re got: «Here, baweriya te tu xilas kirî.» Û di cih de wî dît, ket rê û li pey Îsa çû.
MRK.11.1	Gava ku ew nêzîkî Orşelîmê bûn û di Çiyayê Zeytûnê re gihîştin Beytfacê û Beytanyayê, Îsa du şagirtên xwe şandin 
MRK.11.2	û ji wan re got: «Herin gundê pêşberî xwe. Hema gava hûn bikevinê, hûnê dehşikeke girêdayî bibînin ku hê tu kes lê siwar nebûye. Wê vekin û bînin. 
MRK.11.3	Û eger kesek ji we bipirse û bêje: ‹Çima hûn vê yekê dikin?›, bêjin: ‹Ji Xudan re lazim e û ewê wê zû bi şûn de bişîne.›» 
MRK.11.4	Şagirt çûn û li ber deriyê aliyê kuçeyê, dehşikeke girêdayî dîtin. Gava ew vedikirin, 
MRK.11.5	hinek kesên ku li wir rawesta bûn pirsîn: «Hûn çi dikin? Hûn çima wê dehşikê vedikin?» 
MRK.11.6	Şagirtan wek ku Îsa ji wan re gotibû, bersîv dan. Û mirovan dev ji wan berda. 
MRK.11.7	Dehşik ji Îsa re anîn, cilên xwe avêtin ser wê û ew li wê siwar bû. 
MRK.11.8	Gelek mirovan cilên xwe li ser rê raxistin; hinekan jî çiqilên ku ji zeviyan birrîbûn li ser rê raxistin. 
MRK.11.9	Yên li pêşiyê diçûn û yên li pey dihatin diqîriyan:
MRK.11.9	«Hosanna!
MRK.11.9	Yê ku bi navê Xudan tê pîroz be.
MRK.11.10	Padîşahiya bavê me Dawid a ku tê, pîroz be.
MRK.11.10	Li bilindahiyan Hosanna!»
MRK.11.11	Îsa ket Orşelîmê, çû Perestgehê. Çav li her tiştî gerand, lê ji ber ku wext bûbû êvar, bi diwanzdehan ve çû Beytanyayê.
