GEN.1.1	Mu ntangiriro Imana yaremye ijuru n'isi. 
1CH.19.1	Nyuma y'ibyo Nahashi umwami w'Abamoni arapfa, umuhungu we amusimbura ku ngoma. 
1CH.19.2	Dawidi aravuga ati: “Nzagirira neza Hanuni mwene Nahashi, mwitūra ineza se yangiriye.” Nuko Dawidi yohereza intumwa kugira ngo zifatanye na we mu kababaro gatewe n'urupfu rwa se. Intumwa za Dawidi zigera mu gihugu cy'Abamoni kwa Hanuni kwifatanya na we mu kababaro. 
1CH.19.3	Nyamara abatware b'Abamoni babaza Hanuni bati: “Ese ubona ko Dawidi yohereje aba bantu kwifatanya nawe mu kababaro, kubera ko yubahaga so? Aho ntibaba baje kugenzura no gutata igihugu kugira ngo babone uko bakigarurira?”
1CH.19.4	Nuko Hanuni afata intumwa za Dawidi azogosha ubwanwa, imyambaro yazo ayikatira munsi y'urukenyerero, maze arazohereza. 
1CH.19.5	Dawidi amenye ibyabaye ku bagaragu be yohereza abantu bo kubasanganira, kuko bari bakozwe n'isoni cyane. Umwami abatumaho ati: “Mugume i Yeriko kugeza igihe ubwanwa bwanyu buzaba bumaze kumera, maze mubone kugaruka.”
1CH.19.6	Abamoni babonye ko basuzuguye Dawidi, Hanuni n'abantu be bohereza toni mirongo itatu z'ifeza mu Banyasiriya bo muri Mezopotamiya ya ruguru, n'ab'i Māka n'ab'i Soba, bakodesha amagare y'intambara n'abarwanira ku mafarasi. 
1CH.19.7	Nuko bakodesha amagare ibihumbi mirongo itatu na bibiri, n'umwami w'i Māka n'ingabo ze, maze baraza bashinga ibirindiro i Medeba. Abamoni na bo basohoka mu mijyi yabo bajya ku rugamba.
1CH.19.8	Dawidi abimenye yohereza umugaba w'ingabo Yowabu hamwe n'ingabo zose z'intwari. 
1CH.19.9	Abamoni baraza bashinga ibirindiro mu irembo ry'umujyi:, naho abami babatabaye bashinga ibirindiro ku gasozi. 
1CH.19.10	Yowabu abonye ko urugamba rumusatiriye imbere n'inyuma, atoranya ingabo z'intwari mu Bisiraheli kugira ngo zihangane n'Abanyasiriya. 
1CH.19.11	Ingabo zisigaye azishinga mukuru we Abishayi, kugira ngo zihangane n'Abamoni. 
1CH.19.12	Yowabu aramubwira ati: “Abanyasiriya nibandusha amaboko untabare, kandi nawe Abamoni nibakurusha amaboko ndagutabara. 
1CH.19.13	Ukomere turwane kigabo, turwanirire ubwoko bwacu n'imijyi y'Imana yacu. Uhoraho agenze uko ashaka.”
1CH.19.14	Yowabu n'ingabo ze basatira Abanyasiriya, maze Abanyasiriya barahunga. 
1CH.19.15	Abamoni babonye ko Abanyasiriya bahunze, na bo bahunga Abishayi mukuru wa Yowabu basubira mu mujyi:. Nuko Yowabu asubira i Yeruzalemu.
1CH.19.16	Abanyasiriya babonye ko Abisiraheli babatsinze, bohereza intumwa ku Banyasiriya bo hakurya y'uruzi rwa Efurati kugira ngo babatabare. Baza kubatabara bayobowe na Shofaki umugaba w'ingabo za Hadadezeri. 
1CH.19.17	Dawidi abyumvise akoranya ingabo z'Abisiraheli zose, yambuka uruzi rwa Yorodani agenda yerekeje aho bari bari, maze ashinga ibirindiro ahateganye n'Abanyasiriya arwana na bo. 
1CH.19.18	Nuko Abanyasiriya baratsindwa barahunga, Dawidi abicamo ingabo ibihumbi birindwi zirwanira mu magare y'intambara, n'izindi ibihumbi mirongo ine zigenza amaguru. Yica na Shofaki umugaba w'ingabo z'Abanyasiriya. 
1CH.19.19	Abagaragu ba Hadadezeri babonye ko Abisiraheli babatsinze, bagirana amasezerano y'amahoro na Dawidi maze baramuyoboka. Kuva ubwo Abanyasiriya ntibongera gutabara Abamoni.
1CH.20.1	Mu ntangiriro z'umwaka wakurikiyeho, mu gihe abami bakundaga kujya ku rugamba, Yowabu atera igihugu cy'Abamoni arakiyogoza. Nuko agota Raba, ariko Dawidi we yigumira i Yeruzalemu.
1CH.20.1	Yowabu yigarurira umujyi: wa Raba arawusenya. 
1CH.20.2	Dawidi afata ikamba ryari ku mutwe w'ikigirwamana cy'Abamoni cyitwaga Milikomu
1CH.20.3	Asohora abaturage mu mujyi:, abashyira ku mirimo yo gukoresha inkero n'amapiki n'amashoka. Dawidi abigenza atyo no mu yindi mijyi yose y'Abamoni, hanyuma Dawidi n'ingabo ze basubira i Yeruzalemu.
1CH.20.4	Nyuma y'ibyo Abisiraheli barwanira n'Abafilisiti i Gezeri. Sibekayi w'i Husha yica Umufilisiti muremure kandi munini witwaga Sipayi, bityo Abafilisiti barabayoboka. 
1CH.20.5	Abisiraheli n'Abafilisiti bongera kurwana, maze Elihanani mwene Yayiri yica Lahimi umuvandimwe wa Goliyati w'i Gati, wari ufite icumu rifite uruti rumeze nk'igiti cy'ikumbo.
1CH.20.6	Ikindi gihe urugamba ruremera i Gati. Hari Umufilisiti w'intwari muremure kandi munini, wari ufite intoki esheshatu kuri buri kiganza, n'amano atandatu kuri buri kirenge. 
1CH.20.7	Atuka Abisiraheli maze Yonatani mwene Shama mukuru wa Dawidi aramwica.
1CH.20.8	Abo Bafilisiti barebare kandi banini bakomokaga i Gati, bishwe na Dawidi n'ingabo ze.
1CH.21.1	Satani yashakaga guteza Abisiraheli ibyago, maze yoshya Dawidi kubabarura. 
1CH.21.2	Dawidi abwira Yowabu n'abandi bagaba b'ingabo ati: “Nimujye kubarura Abisiraheli muhereye i Bērisheba mu majyepfo mugeze i Dani mu majyaruguru, kugira ngo menye umubare wabo.”
1CH.21.3	Yowabu aramubwira ati: “Nyagasani, icyampa Uhoraho akakugwiriza imbaga y'abantu incuro ijana! Ariko se, abo bose si abagaragu bawe? None se kuki ushaka kubabarura? Ni kuki Abisiraheli baryozwa icyo gikorwa?”
1CH.21.4	Ariko umwami aganza Yowabu. Nuko Yowabu aragenda azenguruka igihugu cyose cya Isiraheli maze agaruka i Yeruzalemu. 
1CH.21.5	Yowabu ashyikiriza Dawidi umubare w'abagabo bashobora kujya ku rugamba. Mu Bisiraheli bose habonetse abagabo miliyoni imwe n'ibihumbi ijana, naho mu Buyuda haboneka ibihumbi magana ane na mirongo irindwi.
1CH.21.6	Yowabu ntiyabaruye Abalevi n'Ababenyamini, kuko itegeko ry'umwami ryari ryamuteye impungenge.
1CH.21.7	Iryo barura ntiryashimishije Imana, maze ihana Abisiraheli. 
1CH.21.8	Dawidi abwira Imana ati: “Nakoze icyaha gikomeye. None ndakwinginze ubabarire igicumuro cy'umugaragu wawe, kuko nakoze iby'ubupfapfa.”
1CH.21.9	Uhoraho atuma umuhanuzi Gadi wahanuriraga Dawidi ati: 
1CH.21.10	“Genda ubwire Dawidi uti: ‘Uhoraho aravuze ati:: Nguhaye ibihano bitatu, uhitemo kimwe abe ari cyo nzaguhanisha.’ ”
1CH.21.11	Nuko Gadi asanga Dawidi aramubwira ati: “Uhoraho aravuze ati: ‘Hitamo: 
1CH.21.12	ari imyaka itatu y'inzara cyangwa amezi atatu uhunga abanzi bagukurikiranye n'inkota, cyangwa iminsi itatu y'icyorezo umumarayika w'Uhoraho azamara ayogoza igihugu cyose cya Isiraheli.’ Ngaho tekereza neza maze umbwire icyo njya gusubiza uwantumye.”
1CH.21.13	Dawidi asubiza Gadi ati: “Ndumva nshenguwe n'agahinda! Reka ngwe mu maboko y'Uhoraho kuko impuhwe ze ari nyinshi, aho kugwa mu maboko y'abantu.”
1CH.21.14	Nuko Uhoraho ateza Abisiraheli icyorezo, gihitana abantu ibihumbi mirongo irindwi. 
1CH.21.15	Bityo Imana ituma umumarayika wayo kujya kurimbura Yeruzalemu. Igihe uwo mumarayika yariho arimbura, Uhoraho arabireba biramubabaza. Ni ko kubwira uwo mumarayika ati: “Ibyo birahagije rekera aho.” Uwo mumarayika w'Uhoraho yari ahagaze ku mbuga Orunani
1CH.21.16	Dawidi yubuye amaso abona umumarayika ahagaze mu kirere yakuye inkota, ayibanguye hejuru ya Yeruzalemu. Dawidi n'abakuru bari kumwe na we bambaye imyambaro igaragaza akababaro, bikubita hasi bubamye. 
1CH.21.17	Dawidi abwira Imana ati: “Mbese si jye wategetse ko babarura abantu? Ni jye rero wakoze icyaha ndacumura. None se aba bantu bo barazira iki? Ndakwinginze Uhoraho Mana yanjye, ube ari jye uhana hamwe n'umuryango wanjye, ariko ukize ubwoko bwawe iki cyorezo.”
1CH.21.18	Umumarayika w'Uhoraho ategeka Gadi kubwira Dawidi ngo azamuke, yubakire Uhoraho urutambiro ku mbuga ya Orunani w'Umuyebuzi. 
1CH.21.19	Nuko Dawidi yumvira itegeko ry'Uhoraho, arazamuka nk'uko Gadi yamubwiye. 
1CH.21.20	Orunani yariho ahura ingano, ahindukiye abona wa mumarayika, abahungu be bane bari kumwe na we barihisha. 
1CH.21.21	Dawidi ajya aho Orunani yari ari, Orunani akebutse abona Dawidi, ava ku mbuga yahuriragaho maze yikubita imbere ya Dawidi yubamye. 
1CH.21.22	Dawidi aramubwira ati: “Mpa iyi mbuga yawe nyigure, nyubakeho urutambiro rw'Uhoraho kugira ngo abantu bakire icyorezo. Uyimpe ndayigura ku giciro gihwanye na yo.”
1CH.21.23	Orunani asubiza Dawidi ati: “Nyagasani, ndayiguhaye uyikoreshe icyo ushaka. Ndaguha n'ibimasa byanjye ubitambe ho igitambo gikongorwa n'umuriro, n'imbaho zahurishwaga ingano zibe inkwi. Ndaguha n'ingano uziture ho ituro ry'ibinyampeke. Ibyo byose ndabiguha.”
1CH.21.24	Nyamara Umwami Dawidi asubiza Orunani ati: “Ntibishoboka, ngomba kubigura ku giciro gihwanye na byo. Ntabwo nafata ibyawe ngo mbiture Uhoraho, cyangwa ngo ibyo mperewe ubuntu mbimutambire ho igitambo.”
1CH.21.25	Dawidi agura iyo mbuga, aha Orunani ibikoroto magana atandatu by'izahabu
1CH.21.26	Dawidi ahubaka urutambiro rw'Uhoraho, arutambiraho ibitambo bikongorwa n'umuriro n'iby'umusangiro. Nuko Dawidi atakambira Uhoraho, na we amusubiza akoresheje umuriro wavuye mu ijuru, utwika ibitambo byari ku rutambiro. 
1CH.21.27	Uhoraho ategeka wa mumarayika gusubiza inkota ye mu rwubati.
1CH.21.28	Dawidi abonye ko Uhoraho amushubirije ku mbuga ya Orunani w'Umuyebuzi, ahatambira ibitambo. 
1CH.21.29	Icyo gihe rya Hema ry'Uhoraho Musa yakoze bakiri mu butayu, ryari hamwe n'urutambiro rw'ibitambo bikongorwa n'umuriro, ahasengerwaga i Gibeyoni. 
1CH.21.30	Ariko Dawidi ntiyashoboraga kujyayo gusenga Imana, kuko yatinyaga inkota y'umumarayika w'Uhoraho.
1CH.22.1	Nuko Dawidi aravuga ati: “Aha ni ho hazaba Ingoro y'Uhoraho Imana, uru ni rwo rutambiro Abisiraheli bazajya batambiraho ibitambo.”
1CH.22.2	Dawidi ategeka ko bakoranya abanyamahanga
1CH.22.3	Nuko Dawidi ateganya ibyuma byinshi byo gucuramo imisumari n'amapata by'inzugi z'amarembo, ateganya kandi n'umuringa mwinshi cyane. 
1CH.22.4	Dawidi ateganya n'ibiti byinshi by'amasederi, kubera ko Abanyasidoni n'Abanyatiri
1CH.22.5	Dawidi yaribwiraga ati: “Umuhungu wanjye Salomo aracyari muto ntarakura, nyamara kandi Ingoro izubakirwa Uhoraho igomba kuba icyamamare mu mahanga yose, kubera ikuzo n'ubwiza buhebuje izagira. Ni cyo gituma nkwiye gutegura ibyo kuyubaka
1CH.22.6	Dawidi ahamagaza umuhungu we Salomo, maze amutegeka kubaka Ingoro y'Uhoraho Imana ya Isiraheli. 
1CH.22.7	Dawidi aramubwira ati: “Mwana wanjye, jyewe ubwanjye nifuje kubakira Uhoraho Imana yanjye Ingoro, 
1CH.22.8	ariko Uhoraho arambwira ati: ‘Warwanye intambara nyinshi zikomeye umena amaraso menshi. Kubera ayo maraso wamennye ku isi mbyirebera, si wowe uzanyubakira Ingoro. 
1CH.22.9	Icyakora umuhungu wawe azagira ituze, sinzemerera abanzi be bamukikije guhungabanya umutekano we. Koko rero, azitwa Salomo
1CH.22.10	Uwo ni we uzanyubakira Ingoro, azambera umwana nanjye mubere Se, nzakomeza ingoma ye muri Isiraheli iteka ryose.’ 
1CH.22.11	Nuko rero mwana wanjye, Uhoraho Imana yawe nabane nawe, kandi akubashishe kumwubakira Inzu nk'uko yabivuze. 
1CH.22.12	Uhoraho aguhe ubwenge n'ubushishozi, kugira ngo uzabashe gutegeka Isiraheli ukurikiza Amategeko y'Uhoraho Imana yawe. 
1CH.22.13	Uzahirwa niwitonda ugakurikiza amateka n'ibyemezo Imana yahaye Abisiraheli iyanyujije kuri Musa. Komera kandi ube intwari, ntutinye cyangwa ngo ucike intege. 
1CH.22.14	Nakoze uko nshoboye nteganya toni eshatu n'igice z'izahabu, na toni mirongo itatu n'eshanu z'ifeza, n'icyuma n'umuringa byinshi cyane byo kubakisha Ingoro y'Uhoraho. Nateguye kandi ibiti n'amabuye ukazabyongēra. 
1CH.22.15	Uzaba ufite abakozi b'ingeri zose, abahanga bo guconga amabuye no kubāza ibiti, abantu bashoboye imirimo y'amoko yose. 
1CH.22.16	Ufite izahabu n'ifeza, n'icyuma n'umuringa byinshi cyane, ngaho haguruka ukore kandi Uhoraho azabane nawe.”
1CH.22.17	Nuko Dawidi ategeka abatware bose b'Abisiraheli gufasha umuhungu we Salomo. 
1CH.22.18	Dawidi arababwira ati: “Mbese Uhoraho Imana yanyu ntari kumwe namwe? Ese ntiyabahaye umutekano impande zose? Koko rero yampaye gutsinda abahoze batuye iki gihugu bose, none ubu bayobotse Uhoraho n'ubwoko bwe. 
1CH.22.19	None rero nimushake Uhoraho Imana yanyu mubikuye ku mutima. Nimutangire mwubake Ingoro y'Uhoraho, kugira ngo muzane Isanduku y'Isezerano n'ibikoresho byeguriwe Imana, mubishyire mu Ngoro muzaba mwubakiye Uhoraho.”
1CH.23.1	Dawidi ageze mu zabukuru yimika umuhungu we Salomo, aba umwami wa Isiraheli. 
1CH.23.2	Nuko akoranya abatware bose b'Abisiraheli, kimwe n'abatambyi n'Abalevi.
1CH.23.3	Babara Abalevi umwe umwe bahereye ku bafite imyaka mirongo itatu, maze umubare w'abagabo ugera ku bihumbi mirongo itatu n'umunani. 
1CH.23.4	Dawidi aha Abalevi ibihumbi makumyabiri na bine muri bo inshingano yo kugenzura imirimo y'Ingoro y'Uhoraho, abandi ibihumbi bitandatu abagira abanditsi n'abacamanza. 
1CH.23.5	Abandi ibihumbi bine abagira abarinzi b'amarembo, abandi ibihumbi bine basigaye abaha inshingano yo gusingiza Uhoraho, bakoresha ibicurangisho yari yarateganyirije uwo murimo. 
1CH.23.6	Dawidi abagabanyamo amatsinda atatu akurikije bene Levi, ari bo Gerishoni na Kehati na Merari.
1CH.23.7	Bene Gerishoni ni Lādani na Shimeyi. 
1CH.23.8	Bene Lādani ni Yehiyeli na Zetamu na Yoweli. 
1CH.23.9	Bene Shimeyi ni Shelomoti na Haziyeli na Harani. Abo ni bo bari abakuru b'imiryango ya bene Lādani. 
1CH.23.10	Bene Shimeyi ni Yahati na Ziza
1CH.23.11	Umukuru yari Yahati, agakurikirwa na Ziza. Yewushi na Beriya ntibabyaye abahungu benshi, bityo babarwa ko ari inzu imwe.
1CH.23.12	Bene Kehati ni Amuramu na Yisehari, na Heburoni na Uziyeli. 
1CH.23.13	Bene Amuramu ni Aroni na Musa. Aroni n'abamukomokaho beguriwe burundu imirimo yerekeye ibikoresho byeguriwe Imana. Bagombaga kosereza imibavu imbere y'Uhoraho no kumukorera, no gusabira abantu umugisha mu izina ry'Uhoraho. 
1CH.23.14	Naho Musa umuntu w'Imana n'abahungu be, babarwa mu muryango wa Levi. 
1CH.23.15	Bene Musa ni Gerushomu na Eliyezeri. 
1CH.23.16	Impfura ya Gerushomu ni Shebuweli. 
1CH.23.17	Eliyezeri yabyaye umuhungu umwe ari we Rehabiya. Ariko Rehabiya we yabyaye abahungu benshi cyane. 
1CH.23.18	Impfura ya Yiseheri ni Shelomiti. 
1CH.23.19	Bene Heburoni ni Yeriya na Amariya, na Yahaziyeli na Yekameyamu. 
1CH.23.20	Bene Uziyeli ni Mika na Ishiya.
1CH.23.21	Bene Merari ni Mahili na Mushi. Bene Mahili ni Eleyazari na Kishi. 
1CH.23.22	Eleyazari yapfuye nta muhungu abyaye, icyakora yasize abakobwa maze bene se wabo ari bo bene Kishi barabarongora. 
1CH.23.23	Bene Mushi ni Mahili na Ederi na Yeremoti.
1CH.23.24	Abo ni bo bakomotse kuri Levi hakurikijwe imiryango yabo. Bari abakuru b'amazu yabo nk'uko babaruwe hakurikijwe amazina yabo. Abari bafite imyaka makumyabiri n'abayirengeje, bari bashinzwe gukora imirimo yo mu Ngoro y'Uhoraho. 
1CH.23.25	Koko rero Dawidi yari yaravuze ati: “Uhoraho Imana y'Abisiraheli yahaye ubwoko bwayo ituze, na we azaba i Yeruzalemu iteka ryose. 
1CH.23.26	Bityo ntibizaba bikiri ngombwa ko Abalevi bimukana Ihema ry'ibonaniro, cyangwa ibikoresho byo muri ryo.” 
1CH.23.27	Hakurikijwe amabwiriza ya nyuma ya Dawidi, habaye ibarura ry'Abalevi bahereye ku bafite imyaka makumyabiri. 
1CH.23.28	Umurimo wabo wari uwo gufasha abakomoka kuri Aroni imirimo yo mu Ngoro y'Uhoraho, n'iyo mu rugo rwayo no mu byumba byayo. Bari bashinzwe kandi no guhumanura ibikoresho byose byeguriwe Imana, no gukora indi mirimo yo mu Ngoro y'Imana: 
1CH.23.29	kwita ku migati yaturwaga Imana, no gutegura ifu yaturanwaga n'amaturo y'ibinyampeke, no gukora imigati y'amoko yose ari idasembuye ari n'iyokeje, no kugenzura ibipimo by'uburemere n'iby'uburebure. 
1CH.23.30	Bari bashinzwe guhimbaza no gusingiza Uhoraho buri gitondo na buri mugoroba, 
1CH.23.31	n'igihe cyose baturaga Uhoraho amaturo ya buri sabato, no mu mboneko z'ukwezi, no ku yindi minsi mikuru. Buri gihe bagombaga gukorera Uhoraho bujuje umubare wategetswe, kandi bakurikije amabwiriza bahawe. 
1CH.23.32	Bari bashinzwe kwita ku Ihema ry'ibonaniro n'Ingoro, no gufasha abavandimwe babo bakomoka kuri Aroni imirimo yo Ngoro y'Uhoraho
1CH.24.1	Abakomoka kuri Aroni bari muri aya matsinda: bene Aroni ni Nadabu na Abihu, na Eleyazari na Itamari. 
1CH.24.2	Nadabu na Abihu babanjirije se gupfa
1CH.24.3	Umwami Dawidi afashijwe na Sadoki ukomoka kuri Eleyazari, na Ahimeleki ukomoka kuri Itamari, ashyira abatambyi mu matsinda akurikije inshingano zabo. 
1CH.24.4	Icyakora amazu y'abatambyi bakomokaga kuri Eleyazari, yarutaga ay'abakomokaga kuri Itamari. Ni cyo cyatumye abakomoka kuri Eleyazari babashyira mu matsinda cumi n'atandatu, naho abakomoka kuri Itamari babashyira mu matsinda umunani. 
1CH.24.5	Babashyize muri ayo matsinda hakoreshejwe ubufindo, kuko mu bakomoka kuri Eleyazari no mu bakomoka kuri Itamari, harimo abayobozi b'Ingoro y'Imana n'abayobozi b'imihango y'idini.
1CH.24.6	Umwigishamategeko Shemaya mwene Netanēli wo mu muryango wa Levi, abandikira imbere y'umwami n'ibyegera bye n'umutambyi Sadoki, na Ahimeleki ukomoka kuri Abiyatari, n'abakuru b'imiryango y'abatambyi n'iy'Abalevi. Bakoreshaga ubufindo kugira ngo babone amatsinda y'abakomoka kuri Eleyazari, n'ay'abakomoka kuri Itamari.
1CH.24.7	Dore abatware b'amazu berekanywe n'ubufindo uko bagiye bakurikirana: uwa mbere ni Yehoyaribu, uwa kabiri ni Yedaya. 
1CH.24.8	Uwa gatatu ni Harimu, uwa kane ni Seyorimu. 
1CH.24.9	Uwa gatanu ni Malikiya, uwa gatandatu ni Miyamini. 
1CH.24.10	Uwa karindwi ni Hakosi, uwa munani ni Abiya. 
1CH.24.11	Uwa cyenda ni Yoshuwa, uwa cumi ni Shekaniya. 
1CH.24.12	Uwa cumi n'umwe ni Eliyashibu, uwa cumi na babiri ni Yakimu. 
1CH.24.13	Uwa cumi na batatu ni Hupa, uwa cumi na bane ni Yeshebeyabu. 
1CH.24.14	Uwa cumi na batanu ni Biluga, uwa cumi na batandatu ni Imeri. 
1CH.24.15	Uwa cumi na barindwi ni Heziri, uwa cumi n'umunani ni Hapisesi. 
1CH.24.16	Uwa cumi n'icyenda ni Petahiya, uwa makumyabiri ni Yehezekeli. 
1CH.24.17	Uwa makumyabiri n'umwe ni Yakini, uwa makumyabiri na babiri ni Gamuli. 
1CH.24.18	Uwa makumyabiri na batatu ni Delaya, uwa makumyabiri na bane ni Māziya.
1CH.24.19	Nguko uko ayo matsinda yakurikiranaga bakora imirimo yo mu Ngoro y'Uhoraho. Basohozaga inshingano zabo bakurikije amabwiriza bari barahawe na sekuruza Aroni, nk'Uhoraho Imana ya Isiraheli yabimutegetse.
1CH.24.20	Dore abandi bakomoka kuri Levi:
1CH.24.20	Mu bakomoka kuri Amuramu ni Shubayeli, mu bakomoka kuri Shubayeli ni Yedeya.
1CH.24.21	Mu bakomoka kuri Rehabiya, umukuru ni Ishiya.
1CH.24.22	Mu bakomoka kuri Yisehari ni Shelomoti, naho muri bene Shelomoti ni Yahati.
1CH.24.23	Bene Heburoni umukuru ni Yeriya, agakurikirwa na Amariya na Yahaziyeli na Yekameyamu.
1CH.24.24	Mwene Uziyeli ni Mika, mu bakomoka kuri Mika ni Shamiri.
1CH.24.25	Umuvandimwe wa Mika ni Ishiya, mu bakomoka kuri Ishiya ni Zakariya.
1CH.24.26	Bene Merari ni Mahili na Mushi, mwene Yāziya ni Beno
1CH.24.27	Bene Merari bakomotse ku muhungu we Yāziya ni Beno na Shohamu, na Zakuri na Iburi. 
1CH.24.28	Mwene Mahili ni Eleyazari utarigeze abyara umuhungu, 
1CH.24.29	mwene Kishi ni Yerahimēli. 
1CH.24.30	Bene Mushi ni Mahili na Ederi na Yerimoti.
1CH.24.30	Abo bari Abalevi ukurikije imiryango yabo. 
1CH.24.31	Kugira ngo bamenye uko basimburana ku mirimo yabo, na bo bagenje nka bene wabo bakomoka kuri Aroni, bakoresha ubufindo bari imbere y'Umwami Dawidi, na Sadoki na Ahimeleki, n'imbere y'abakuru b'imiryango y'abatambyi n'Abalevi. Bigenda bityo ku muryango w'impfura kimwe n'uw'umuhererezi.
1CH.25.1	Dawidi ari kumwe n'abakuru b'ingabo, batoranya bamwe muri bene Asafu na bene Hemani, na bene Yedutuni. Bakoraga umurimo w'ubuhanuzi baherekejwe n'inanga z'indoha n'inanga nyamuduri
1CH.25.2	Bene Asafu ni Zakuri na Yozefu, na Netaniya na Asarela. Bayoborwaga na se Asafu wahanuraga akurikije amabwiriza y'umwami.
1CH.25.3	Bene Yedutuni ni Gedaliya na Seri na Yeshaya, na Shimeyi na Hashabiya na Matatiya. Abo uko ari batandatu bayoborwaga na se Yedutuni wahanuraga acuranga inanga, asingiza kandi ashimira Uhoraho.
1CH.25.4	Bene Hemani ni Bukiya na Mataniya, na Uziyeli na Shubayeli, na Yerimoti na Hananiya na Hanani, na Eliyata na Gidaliti na Romamuti-Ezeri, na Yoshibekasha na Maloti, na Hotiri na Mahaziyoti. 
1CH.25.5	Abo bose bari bene Hemani umuhanuzi w'umwami, wamugezagaho ubutumwa bw'Imana bwo gushimangira ububasha bwe
1CH.25.6	Abo bose baririmbaga mu Ngoro y'Uhoraho bayobowe na se, bagacuranga ibyuma birangīra n'inanga z'indoha n'inanga nyamuduri, bagakora uwo murimo wo mu Ngoro y'Imana. Asafu na Yedutuni na Hemani bakurikizaga amabwiriza y'umwami. 
1CH.25.7	Abo bose hamwe n'abavandimwe babo uko bari magana abiri na mirongo inani n'umunani, bari baratojwe kandi bazi neza indirimbo zo gusingiza Uhoraho.
1CH.25.8	Kugira ngo bamenye uko bazajya basimburana ku mirimo yabo, bakoresheje ubufindo batitaye ku mukuru cyangwa umuto, ku mwigisha cyangwa umwigishwa. 
1CH.25.9	Aba ni bo bari abayobozi b'amatsinda bagaragajwe n'ubwo bufindo, buri tsinda ryari rigizwe n'abantu cumi na babiri.
1CH.25.9	Ubwa mbere ni Yozefu wo mu muryango wa Asafu.
1CH.25.9	Ubwa kabiri ni Gedaliya n'abahungu be n'abavandimwe be.
1CH.25.10	Ubwa gatatu ni Zakuri n'abahungu be n'abavandimwe be.
1CH.25.11	Ubwa kane ni Seri n'abahungu be n'abavandimwe be.
1CH.25.12	Ubwa gatanu ni Netaniya n'abahungu be n'abavandimwe be.
1CH.25.13	Ubwa gatandatu ni Bukiya n'abahungu be n'abavandimwe.
1CH.25.14	Ubwa karindwi ni Asarela n'abahungu be n'abavandimwe be.
1CH.25.15	Ubwa munani ni Yeshaya n'abahungu be n'abavandimwe be.
1CH.25.16	Ubwa cyenda ni Mataniya n'abahungu be n'abavandimwe be.
1CH.25.17	Ubwa cumi ni Shimeyi n'abahungu be n'abavandimwe be.
1CH.25.18	Ubwa cumi na rimwe ni Uziyeli n'abahungu be n'abavandimwe be.
1CH.25.19	Ubwa cumi na kabiri ni Hashabiya n'abahungu be n'abavandimwe be.
1CH.25.20	Ubwa cumi na gatatu ni Shubayeli n'abahungu be n'abavandimwe be.
1CH.25.21	Ubwa cumi na kane ni Matitiya n'abahungu be n'abavandimwe be.
1CH.25.22	Ubwa cumi na gatanu ni Yerimoti n'abahungu be n'abavandimwe be.
1CH.25.23	Ubwa cumi na gatandatu ni Hananiya n'abahungu be n'abavandimwe be.
1CH.25.24	Ubwa cumi na karindwi ni Yoshibekasha n'abahungu be n'abavandimwe be.
1CH.25.25	Ubwa cumi n'umunani ni Hanani n'abahungu be n'abavandimwe be.
1CH.25.26	Ubwa cumi n'icyenda ni Maloti n'abahungu be n'abavandimwe be.
1CH.25.27	Ubwa makumyabiri ni Eliyata n'abahungu be n'abavandimwe be.
1CH.25.28	Ubwa makumyabiri na rimwe ni Hotiri n'abahungu be n'abavandimwe be.
1CH.25.29	Ubwa makumyabiri na kabiri ni Gidaliti n'abahungu be n'abavandimwe be.
1CH.25.30	Ubwa makumyabiri na gatatu ni Mahaziyoti n'abahungu be n'abavandimwe be.
