GEN.1.1	Mbere na mbere Imana yaremye ijuru n'isi. 
2CH.29.35	Kandi ibitambo byoswa byari byinshi cyane n'ibinure by'ibitambo by'ishimwe yuko bari amahoro, n'amaturo y'ibyokunywa aturanwa n'igitambo cyoswa cyose.
2CH.29.35	Uko ni ko umurimo wo mu nzu y'Uwiteka watunganijwe. 
2CH.29.36	Hezekiya n'abantu bose banezererwa ibyo Imana yateguriye abantu, kuko byakozwe ikubagahu.
2CH.30.1	Bukeye Hezekiya atumira Abisirayeli n'Abayuda bose, kandi yandikira Abefurayimu n'Abamanase inzandiko, ngo baze mu nzu y'Uwiteka i Yerusalemu kuziriririza Uwiteka Imana ya Isirayeli Pasika. 
2CH.30.2	 Kuko umwami n'abatware be n'iteraniro ryose ry'i Yerusalemu, bari bagiye inama yo kuziririza Pasika mu kwezi kwa kabiri. 
2CH.30.3	Icyo gihe ntibabashaga kuyiziririza, kuko umubare w'abatambyi biyejeje wari udashyitse, na rubanda bari batarateranira i Yerusalemu. 
2CH.30.4	Iyo nama ishimwa n'umwami n'iteraniro ryose. 
2CH.30.5	Nuko bashyiraho itegeko, baryamamaza mu Bisirayeli bose uhereye i Bērisheba ukageza i Dani, ngo baze i Yerusalemu kuziriririza Uwiteka Imana ya Isirayeli Pasika, kuko bari batakiyiziririza ari benshi cyane uko byari byaranditswe. 
2CH.30.6	Maze intumwa zijyana inzandiko zivuye ku mwami n'abatware be, zizikwiza i Bwisirayeli n'i Buyuda hose, zivuga itegeko ry'umwami yategetse ati
2CH.30.6	“Mwa Bisirayeli mwe, nimugarukire Uwiteka Imana ya Aburahamu na Isaka na Isirayeli, ibone kugarukira mwebwe abasigaye barokotse amaboko y'abami ba Ashūri. 
2CH.30.7	Kandi mwe kumera nka ba sogokuruza banyu, cyangwa bene wanyu bacumuraga ku Uwiteka Imana ya ba sekuruza, bigatuma ibatanga bakarimbuka nk'uko mubireba. 
2CH.30.8	Nuko rero noneho mwebwe ntimube abanyamajosi agamitse nka ba sogokuruza banyu, ahubwo muyoboke Uwiteka mwinjire mu buturo bwe yereje iteka ryose, mukorere Uwiteka Imana yanyu kugira ngo uburakari bwayo bw'inkazi bubaveho. 
2CH.30.9	Nimugarukira Uwiteka, bene wanyu n'abana banyu bazagirirwa imbabazi n'ababajyanye ari imbohe bagaruke muri iki gihugu, kuko Uwiteka Imana yanyu igira imbabazi n'ibambe, kandi ntizabirengagiza ngo ibahe umugongo nimuyigarukira.”
2CH.30.10	Nuko intumwa zinyura mu gihugu cya Efurayimu n'icya Manase, zikava ku musozi zijya ku wundi, zigera no mu cya Zebuluni ariko baraziseka cyane, bazishinyagurira. 
2CH.30.11	Ariko bamwe bo mu Bashēri no mu Bamanase no mu Bazebuluni bicisha bugufi, baza i Yerusalemu. 
2CH.30.12	Kandi n'i Buyuda ukuboko kw'Imana kubaha guhuza umutima, bumvira itegeko ry'umwami n'abatware babitegetswe n'ijambo ry'Uwiteka.
2CH.30.13	Nuko mu kwezi kwa kabiri i Yerusalemu hateranira abantu benshi baziririza ibirori by'imitsima idasembuwe, bari iteraniro rinini cyane. 
2CH.30.14	Barahaguruka bakura i Yerusalemu ibicaniro byari bihari, bakuraho n'ibyotero byo koserezaho imibavu byose, babijugunya mu kagezi kitwa Kidironi. 
2CH.30.15	Maze babaga umwana w'intama wa Pasika ku munsi wa cumi n'ine w'ukwezi kwa kabiri, abatambyi n'Abalewi bakozwe n'isoni bariyeza, bazana ibitambo byoswa mu nzu y'Uwiteka. 
2CH.30.16	Bahagarara mu myanya yabo, uko imihango yabo yari iri bakurikije itegeko rya Mose umuntu w'Imana, abatambyi bamisha amaraso baherejwe n'Abalewi. 
2CH.30.17	Kuko mu iteraniro harimo benshi batiyejeje, ni cyo cyatumye Abalewi bategekwa kubagira intama ya Pasika umuntu wese udatunganye, ngo babereze Uwiteka. 
2CH.30.18	Kuko abantu benshi cyane b'Abefurayimu n'Abamanase, n'Abisakari n'Abazebuluni bari batiyejeje, bagapfa kurya umwana w'intama wa Pasika kandi atari ko byategetswe. Kandi Hezekiya yari yabasabiye ati “Uwiteka umunyambabazi ababarire 
2CH.30.19	umuntu wese ugambiriye gushaka Imana, Uwiteka Imana ya ba sekuruza, nubwo atejejwe nk'uko umuhango w'ubuturo bwera umera.” 
2CH.30.20	Uwiteka yumvira Hezekiya akiza abantu. 
2CH.30.21	Maze Abisirayeli bari i Yerusalemu bamara iminsi irindwi, baziririza ibirori by'imitsima idasembuwe banezerewe cyane, kandi Abalewi n'abatambyi bagahimbaza Uwiteka uko bukeye, bamuvugiriza ibintu bivuga cyane. 
2CH.30.22	Nuko Hezekiya avuga amagambo yo kunezeza Abalewi bose b'abahanga mu murimo w'Uwiteka.
2CH.30.22	Ibirori babimarira iminsi irindwi, batamba ibitambo by'ishimwe yuko bari amahoro, bāturira Uwiteka Imana ya ba sekuruza. 
2CH.30.23	Maze iteraniro ryose bajya inama yo kuziririza indi minsi irindwi, bayiziririza banezerewe. 
2CH.30.24	Kuko Hezekiya umwami w'Abayuda yahaye iteraniro amapfizi igihumbi n'intama ibihumbi birindwi ho ibitambo, abatware na bo bagaha iteraniro amapfizi igihumbi n'intama inzovu, n'abatambyi benshi bakiyeza. 
2CH.30.25	Iteraniro ryose ry'Abayuda n'abatambyi n'Abalewi, n'iteraniro ryose ryavuye i Bwisirayeli n'abashyitsi bavuye mu gihugu cya Isirayeli n'abatuye i Buyuda, baranezerwa. 
2CH.30.26	Nuko i Yerusalemu haba umunezero mwinshi, kuko uhereye ku ngoma ya Salomo mwene Dawidi umwami wa Isirayeli, ntihigeze kubaho nk'ibyo i Yerusalemu. 
2CH.30.27	Maze abatambyi b'Abalewi barahaguruka basabira abantu umugisha, ijwi ryabo rirumvwa, gusenga kwabo kugera mu buturo bwayo bwera, ari bwo juru.
2CH.31.1	Nuko ibyo byose bishize, Abisirayeli bose bari bari aho bajya mu midugudu y'i Buyuda bamenagura inkingi, batemagura Ashera, basenya ingoro n'ibicaniro i Buyuda hose n'i Bubenyamini, n'i Bwefurayimu n'i Bumanase kugeza aho babirimburiye byose. Abisirayeli bose baherako basubira mu midugudu yabo, umuntu wese ajya muri gakondo y'iwabo.
2CH.31.2	Maze Hezekiya ategeka ibihe by'abatambyi n'Abalewi nk'uko ibihe byabo byari biri, ategeka umuntu wese mu batambyi no mu Balewi umurimo we, ari uwo gutamba ibitambo byoswa cyangwa ibitambo by'ishimwe yuko ari amahoro, cyangwa guhereza cyangwa gushima no guhimbariza, mu marembo y'ikirorero cy'Uwiteka. 
2CH.31.3	 Kandi umwami ategeka n'umugabane w'amatungo ye, azajya atanga ho ibitambo byoswa byo mu gitondo n'ibya nimugoroba, n'iby'amasabato n'iby'imboneko z'amezi, n'iby'iminsi mikuru itegetswe nk'uko byanditswe mu mategeko y'Uwiteka.
2CH.31.5	Itegeko rimaze kwamamara, Abisirayeli bazana ibintu byinshi cyane by'umuganura w'amasaka na vino, n'amavuta n'ubuki n'imyaka yose yo mu murima, na kimwe mu icumi cya byose babizana ari byinshi cyane. 
2CH.31.6	Kandi Abisirayeli n'Abayuda bari batuye mu midugudu y'i Buyuda, na bo bazana kimwe mu icumi cy'inka n'intama, na kimwe mu icumi cy'ibintu byejejwe bigaturwa Uwiteka Imana yabo, ibyo bintu babigira ibirundo. 
2CH.31.7	Mu kwezi kwa gatatu ni ho batangiye kurunda ibirundo, babirangiza mu kwezi kwa karindwi. 
2CH.31.8	Maze Hezekiya n'abatware baje babona ibirundo, bashima Uwiteka n'abantu be b'Abisirayeli. 
2CH.31.9	Hezekiya abaza abatambyi n'Abalewi iby'ibirundo. 
2CH.31.10	Azariya umutambyi mukuru wo mu nzu ya Sadoki aramusubiza ati “Uhereye igihe abantu batangiriye kuzana amaturo mu nzu y'Uwiteka, twahereye ubwo turya tugahaga tugasigaza byinshi kuko Uwiteka yahaye abantu be umugisha, kandi ibisagutse ni byo ibi bingana bitya ubwinshi.”
2CH.31.11	Hezekiya aherako ategeka ko batunganya amazu yo mu nzu y'Uwiteka. Barayatunganya 
2CH.31.12	bashyiramo amaturo na kimwe mu icumi n'ibintu byejejwe ari abanyamurava, umutware wabyo yari Konaniya w'Umulewi, agakurikirwa na murumuna we Shimeyi. 
2CH.31.13	Yehiyeli na Azaziya na Nahati, na Asaheli na Yerimoti na Yozabadi, na Eliyeli na Isimakiya na Mahati na Benaya, ni bo bari ibisonga bya Konaniya na murumuna we Shimeyi nk'uko byategetswe n'Umwami Hezekiya, na Azariya umutware w'inzu y'Imana. 
2CH.31.14	Kandi Kore mwene Imuna w'Umulewi, umukumirizi w'irembo ry'iburasirazuba, ni we wategekaga amaturo baturanye Imana umutima ukunze, akagabura amaturo y'Uwiteka n'ibintu byera cyane. 
2CH.31.15	Abamutwariraga mu midugudu y'abatambyi ni Edeni na Minyamini na Yeshuwa, na Shemaya na Amariya na Shekaniya, bari abantu b'abanyamurava bo kugaburira bene wabo, abakomeye n'aboroheje 
2CH.31.16	udashyizeho ababarwaga mu mubare wo kuvuka kw'abana b'abahungu bamaze imyaka itatu n'abayisagije, abinjiraga mu nzu y'Uwiteka nk'uko bikwiriye umurimo w'umunsi wose, ngo bakore umurimo bategetswe nk'uko ibihe byabo byari biri, 
2CH.31.17	n'ababarwaga mu mubare w'abatambyi uko amazu ya ba sekuruza yari ari, n'Abalewi babaga bamaze imyaka makumyabiri n'abayisagije, abakoraga imirimo yabo mu bihe byabo, 
2CH.31.18	n'ababarwaga mu mubare wo kuvuka kw'abana babo bato bose, n'abagore babo n'abana babo b'abahungu n'ab'abakobwa bari mu iteraniro ryose, bari abanyamurava biyereza umurimo w'ibintu byera. 
2CH.31.19	Kandi ku bw'abatambyi bene Aroni bari batuye mu misozi mu bikingi by'imidugudu yabo, mu mudugudu wose harimo abantu bavuzwe mu mazina bo kugaburira abagabo bose bo mu batambyi, n'ababarwaga mu mubare wo kuvuka kw'Abalewi.
2CH.31.20	Uko ni ko Hezekiya yabigenje i Buyuda hose, akora ibishimwa byo gukiranuka bidahinyurwa n'Uwiteka Imana ye. 
2CH.31.21	Mu byo yatangiye gukora byose kugira ngo ashake Imana ye, iby'umurimo wo mu nzu y'Imana n'iby'amategeko n'ibyategetswe, yabikoranaga umwete wose akabisohoza.
2CH.32.1	Hanyuma y'ibyo no hanyuma y'uwo murava yagize, Senakeribu umwami wa Ashūri araza atera i Buyuda, agerera yerekeye imidugudu igoswe n'inkike yibwira ko azayīhindūrira. 
2CH.32.2	Hezekiya abonye ko Senakeribu aje agambiriye gutera i Yerusalemu, 
2CH.32.3	ajya inama n'abatware be n'abakomeye bo mu bantu be yo kuziba amasōko ari inyuma y'umurwa, baramufasha. 
2CH.32.4	Abantu benshi baraterana baziba amasōko yose n'akagezi katembaga mu gihugu hagati, kuko bagiraga bati “Ni iki cyatuma abami ba Ashūri baza bagasanga amazi menshi?” 
2CH.32.5	Arikomeza asana inkike yose yari yarasenyutse, ayireshyeshya n'aho iringanirira mu minara. Asana n'iyindi nkike y'inyuma, akomeza i Milo umudugudu wa Dawidi, acurisha intwaro zo kurwanisha n'ingabo agira byinshi cyane. 
2CH.32.6	Kandi ashyira abatware b'intambara mu bantu, abateraniriza aho ari mu muharuro wo ku irembo ry'umurwa, ababwira amagambo yo kubanezeza ati 
2CH.32.7	“Nimukomere mushikame, ntimutinye kandi ntimukurwe umutima n'umwami wa Ashūri cyangwa ingabo ze zose ziri kumwe na we, kuko Iyo turi kumwe ikomeye iruta abari kumwe na we. 
2CH.32.8	Mu ruhande rwe ari kumwe n'amaboko y'umubiri, ariko mu ruhande rwacu turi kumwe n'Uwiteka Imana yacu, ni yo idutabara kandi ije kuturwanira intambara zacu.” Nuko abantu bishingikiriza ku magambo ya Hezekiya umwami w'Abayuda.
2CH.32.9	Hanyuma y'ibyo Senakeribu umwami wa Ashūri, ubwo yari yagerereje i Lakishi n'ingabo ze zose, atuma abagaragu be kuri Hezekiya umwami w'Abayuda no ku Bayuda b'i Yerusalemu bose ati 
2CH.32.10	“Senakeribu umwami wa Ashūri aravuga ati ‘Mwiringiye iki kibatera gutegereza kuzagoterwa i Yerusalemu? 
2CH.32.11	Mbese Hezekiya ntabashuka ngo mwicwe n'inzara n'inyota, akavuga ati: Uwiteka Imana yacu izadukiza amaboko y'umwami wa Ashūri’? 
2CH.32.12	Hezekiya uwo si we washenye ingoro zayo n'ibicaniro byayo, agategeka Abayuda n'ab'i Yerusalemu ati ‘Muzajye musengera imbere y'icyotero kimwe gusa, kandi abe ari cyo muzajya mwoserezaho imibavu’? 
2CH.32.13	Mbese ntimuzi jyewe na ba sogokuruza banjye ibyo twagiriye amahanga yose yo mu isi? Imana z'amahanga yo mu isi hari ubwo zashoboye gukiza ibihugu byazo amaboko yanjye? 
2CH.32.14	Mu mana z'amahanga ba sogokuruza banjye barimbuye rwose, ni mana ki yashoboye gukiza abantu bayo amaboko yanjye, bikabemeza yuko iyanyu Mana yabankiza mwebwe? 
2CH.32.15	Nuko rero Hezekiya ye kubabeshya ngo abashukashuke atyo kandi ntimumwemerere, kuko ari nta mana y'ishyanga ryose n'ubwami bwose yashoboye gukiza abantu bayo amaboko yanjye n'aya ba sogokuruza banjye, nkanswe Imana yanyu.”
2CH.32.16	Maze abagaragu be bitumiriza n'ayandi magambo, batuka Uwiteka Imana n'umugaragu wayo Hezekiya. 
2CH.32.17	Kandi Senakeribu yandika inzandiko zo gutuka Uwiteka Imana ya Isirayeli no kuyisebya ati “Nk'uko imana z'amahanga yo mu isi zitakijije abantu bazo amaboko yanjye, ni ko n'Imana ya Hezekiya itazankiza abantu bayo.” 
2CH.32.18	Maze abo bagaragu barangurura amajwi arenga mu Ruyuda, babwira abantu b'i Yerusalemu bari ku nkike ngo babatere ubwoba babakure umutima, babone gutsinda umurwa. 
2CH.32.19	Bavuga Imana y'i Yerusalemu bayigereranya n'imana z'amahanga y'isi, kandi zararemwe n'intoki z'abantu.
2CH.32.20	Ibyo bituma Umwami Hezekiya n'umuhanuzi Yesaya mwene Amosi basenga batakambira 
2CH.32.21	Nuko Uwiteka yohereza marayika atsemba abagabo bakomeye bose b'intwari, n'abatware n'abagabo bari mu ngerero z'umwami wa Ashūri, maze asubira mu gihugu cye akozwe n'isoni. Nuko ageze mu ngoro y'imana ye, abo yibyariye bamwicishirizamo inkota.
2CH.32.22	Uko ni ko Uwiteka yakijije Hezekiya n'abaturage b'i Yerusalemu, amaboko ya Senakeribu umwami wa Ashūri n'amaboko y'abandi bose, maze abarinda impande zose. 
2CH.32.23	Nuko benshi bazanira Uwiteka amaturo i Yerusalemu, na Hezekiya umwami w'Abayuda bamutura ibintu by'igiciro cyinshi, bituma yogezwa imbere y'amahanga yose uhereye icyo gihe.
2CH.32.24	Muri iyo minsi Hezekiya ararwara yenda gupfa, asaba Uwiteka amusubiza ijambo, amuha n'ikimenyetso. 
2CH.32.25	Ariko Hezekiya ntiyitura ubuntu yagiriwe kuko yiyogeje mu mutima we, ni cyo cyatumye uburakari bumubaho we n'Abayuda n'ab'i Yerusalemu.
2CH.32.26	Hezekiya abibonye yicisha bugufi yihana ubwibone bwo mu mutima we, ubwe n'abaturage b'i Yerusalemu, bituma uburakari bw'Uwiteka butabageraho ku ngoma ya Hezekiya.
2CH.32.27	Kandi Hezekiya yari atunze cyane ari umunyacyubahiro cyinshi, yiyubakira ububiko bw'ifeza n'ubw'izahabu, n'ubw'amabuye y'igiciro cyinshi, n'ubw'ibihumura neza n'ubw'ingabo n'ubw'ibintu byiza by'uburyo bwose. 
2CH.32.28	Kandi yubaka n'amazu yo guhunikamo amasaka na vino n'amavuta, n'ay'ibiraro by'amatungo y'uburyo bwose n'iby'imikumbi. 
2CH.32.29	Kandi yibonera imidugudu n'inka n'intama byinshi cyane, kuko Imana yamuhaye ibintu byinshi cyane. 
2CH.32.30	Kandi Hezekiya uwo agomera isōko yo haruguru y'amazi y'i Gihoni, arayaboneza ayamanura mu ruhande rw'iburengerazuba rw'umudugudu wa Dawidi. Nuko Hezekiya ahirwa mu byo yakoraga byose. 
2CH.32.31	Ariko mu by'intumwa abatware b'i Babuloni bamutumyeho kumubaza ibitangaza byakorwaga mu gihugu cye, Imana yaramuretse imugerageza, kugira ngo imenye ibyari mu mutima we byose.
2CH.32.32	Ariko indi mirimo ya Hezekiya n'ibyiza yakoze, byanditswe mu byo umuhanuzi Yesaya mwene Amosi yeretswe, no mu gitabo cy'abami b'Abayuda n'ab'Abisirayeli. 
2CH.32.33	Nuko Hezekiya aratanga asanga ba sekuruza, bamuhamba ahazamuka hajya mu mva za bene Dawidi. Ubwo yatangaga Abayuda bose n'ab'i Yerusalemu baramwubaha, maze umuhungu we Manase yima ingoma ye.
2CH.33.1	Manase ubwo yatangiraga gutegeka yari amaze imyaka cumi n'ibiri avutse, amara imyaka mirongo itanu n'itanu i Yerusalemu ari ku ngoma. 
2CH.33.2	 Akora ibyangwa n'Uwiteka, akurikiza ibizira bikorwa n'amahanga Uwiteka yirukanye imbere y'Abisirayeli, 
2CH.33.3	kuko yongeye kubaka ingoro zashenywe na se Hezekiya, akubakira Bāli ibicaniro, akarema na Ashera, akaramya ingabo zo mu ijuru zose akazikorera. 
2CH.33.4	 Ndetse akora ibyotero mu nzu y'Uwiteka kandi ari yo Uwiteka yavuzeho ati “I Yerusalemu ni ho izina ryanjye rizaba iteka ryose.” 
2CH.33.5	Kandi yubakira ingabo zo mu ijuru zose ibicaniro mu bikari byombi by'inzu y'Uwiteka. 
2CH.33.6	Acisha abana be mu muriro mu gikombe cya mwene Hinomu, akaragurisha ibicu, akaraguza abapfumu, akagira iby'uburozi, agashikisha abashitsi n'abakonikoni: akora ibibi byinshi imbere y'Uwiteka, aramurakaza. 
2CH.33.7	 Kandi ashyira igishushanyo cy'ikigirwamana yabumbye mu nzu y'Imana, kandi ari yo Imana yavuze kuri Dawidi n'umuhungu we Salomo iti “Muri iyi nzu n'i Yerusalemu nahatoranije mu miryango ya Isirayeli yose, ngo mpashyire izina ryanjye iteka ryose.” 
2CH.33.8	Kandi iti “Sinzongera gukura Isirayeli mu gihugu natunganirije ba sogokuruza banyu, niba bazitondera amategeko yose n'amateka n'ibyo nategetse byose, mbategekesheje akanwa ka Mose.” 
2CH.33.9	Nuko Manase ayobya Abayuda n'ab'i Yerusalemu, bituma barusha amahanga Uwiteka yarimburiye imbere y'Abisirayeli gukora nabi.
2CH.33.10	Uwiteka aburira Manase n'abantu be, ariko ntibabyitaho.
2CH.33.11	Ni cyo cyatumye Uwiteka abateza abatware b'ingabo z'umwami wa Ashūri, bagafata Manase bakamushyira mu mihama, bakamujyana i Babuloni bamubohesheje iminyururu. 
2CH.33.12	Maze ageze mu makuba yinginga Uwiteka Imana ye, yicishiriza bugufi cyane imbere y'Imana ya ba sekuruza 
2CH.33.13	arayisaba, nuko Imana yemera kwinginga kwe, yumva ibyo asabye imusubiza i Yerusalemu mu bwami bwe. Manase aherako amenya yuko Uwiteka ari we Mana.
2CH.33.14	Hanyuma y'ibyo yubaka inkike y'inyuma y'umudugudu wa Dawidi, iruhande rw'iburasirazuba bw'i Gihoni mu gikombe, ayigeza ku muharuro wo ku irembo ry'amafi, ayigotesha Ofeli ayigira ndende cyane, kandi ashyira abatware b'intwari mu midugudu y'i Buyuda yose igoswe n'inkike. 
2CH.33.15	Kandi akuraho imana z'inyamahanga na cya kigirwamana agikura mu nzu y'Uwiteka, asenya ibicaniro byose yari yubatse ku musozi w'inzu y'Uwiteka ari wo Yerusalemu, abijugunya inyuma y'umurwa. 
2CH.33.16	Maze asana icyotero cy'Uwiteka, agitambiraho ibitambo by'ishimwe yuko ari amahoro n'ibyo guhimbaza, kandi ategeka Abayuda gukorera Uwiteka Imana ya Isirayeli. 
2CH.33.17	Icyakora abantu bakomeza gutambira ibitambo mu ngoro, ariko batambiraga Uwiteka Imana yabo.
2CH.33.18	Ariko indi mirimo ya Manase, no gusenga yasenze Imana ye, n'amagambo ba bamenya bamubwirizaga mu izina ry'Uwiteka Imana ya Isirayeli, byanditswe mu gitabo cy'ibyakozwe n'abami ba Isirayeli. 
2CH.33.19	Kandi no gusenga kwe, n'uko Imana yemeye kumva kwinginga kwe, n'icyaha cye no gucumura kwe, n'ahantu yubatse ingoro akahashyira Ashera n'ibishushanyo bibajwe ubwo yari ataricisha bugufi, ibyo byanditswe mu magambo ya Hozayi. 
2CH.33.20	Nuko Manase aratanga asanga ba sekuruza bamuhamba mu nzu ye bwite, maze umuhungu we Amoni yima ingoma ye.
2CH.33.21	Amoni yatangiye gutegeka amaze imyaka makumyabiri n'ibiri avutse, amara imyaka ibiri i Yerusalemu ari ku ngoma. 
2CH.33.22	Akora ibyangwa n'Uwiteka nk'ibyo se Manase yakoraga, atambira ibishushanyo bibajwe byose se Manase yabaje, akabikorera. 
2CH.33.23	Ariko ntiyicishiriza bugufi imbere y'Uwiteka nk'uko se Manase yicishaga bugufi, ahubwo Amoni uwo yiyongeranya gucumura.
2CH.33.24	Bukeye abagaragu be baramugambanira, bamutsinda mu nzu ye bwite. 
2CH.33.25	Maze abantu bo mu gihugu bica abagambaniye Umwami Amoni bose, bimika umuhungu we Yosiya ingoma ye.
2CH.34.2	Akora ibishimwa n'Uwiteka, agendera mu nzira za sekuruza Dawidi, ntiyateshuka ngo azivemo ace iburyo cyangwa ibumoso.
2CH.34.3	Ahubwo mu mwaka wa munani w'ingoma ye akiri muto, yatangiye gushaka Imana ya sekuruza Dawidi, kandi mu mwaka wa cumi n'ibiri atangira gutunganya i Buyuda n'i Yerusalemu, amaramo ingoro na Ashera n'ibishushanyo bibajwe n'ibiyagijwe. 
2CH.34.4	 Basenya ibicaniro bya Bāli abyirebera, kandi atema ibishushanyo by'izuba byari hejuru yabyo arabigusha, Ashera n'ibishushanyo bibajwe n'ibiyagijwe arabimenagura abigira ishingwe, abinyanyagiza ku bituro by'ababitambiraga. 
2CH.34.5	 Kandi atwikira amagufwa y'abatambyi ku bicaniro byabo, nuko atunganya i Buyuda n'i Yerusalemu. 
2CH.34.6	Kandi ni ko yagenje mu midugudu ya Manase n'iya Efurayimu n'iya Simiyoni, ageza no ku ya Nafutali yabaye amatongo impande zose. 
2CH.34.7	Asenya ibicaniro, asekura Ashera n'ibishushanyo biyagijwe abigira ishingwe, atema ibishushanyo by'izuba byose byari mu gihugu cya Isirayeli cyose arabigusha, maze asubira i Yerusalemu.
2CH.34.8	Mu mwaka wa cumi n'umunani w'ingoma ye amaze gutunganya igihugu n'inzu, yohereza Shafani mwene Asaliya na Māseya umutware w'umurwa, na Yowa mwene Yowahazi w'umucurabwenge ngo bajye gusana inzu y'Uwiteka Imana ye. 
2CH.34.9	Nuko basanga Hilukiya w'umutambyi mukuru bamuha impiya zazanywe mu nzu y'Imana, izo Abalewi b'abakumirizi bari basonzoranije mu Bamanase n'Abefurayimu, n'Abisirayeli bari basigaye bose n'Abayuda bose, n'Ababenyamini n'abaturage b'i Yerusalemu, 
2CH.34.10	na bo baziha abakozi bakoresherezaga inzu y'Uwiteka, maze abo bakozi bakoreraga mu nzu y'Uwiteka bazitangira gukomeza inzu bayisanisha, 
2CH.34.11	baziha ababaji n'abubatsi ngo bagure amabuye abajwe n'ibiti byunga inzu n'iby'ibisenge by'amazu, abami b'Abayuda barimbuye. 
2CH.34.12	Abo bakora uwo murimo bakiranuka, abawutegekaga bakabakoresha ni aba: Yahati na Obadiya b'Abalewi, bo muri bene Merari na Zekariya na Meshulamu bo muri bene Kohati, n'abandi Balewi b'abahanga b'ibintu bivuga bose. 
2CH.34.13	Kandi bashoreraga abikorezi b'imitwaro, bagakoresha n'abakoraga umurimo bose w'uburyo bwose, kandi mu Balewi harimo abanditsi n'abatware n'abakumirizi.
2CH.34.14	Nuko ubwo basohoraga impiya zazanywe mu nzu y'Uwiteka, Hilukiya w'umutambyi yubura igitabo cy'amategeko y'Uwiteka yazanywe na Mose. 
2CH.34.15	Hilukiya abwira Shafani w'umwanditsi ati “Nubuye igitabo cy'amategeko mu nzu y'Uwiteka.” Hilukiya aherako agiha Shafani. 
2CH.34.16	Shafani agishyira umwami kandi ajya no kubwira umwami inkuru ati “Ibyo abagaragu bawe bategetswe barabikoze byose, 
2CH.34.17	kandi basohoye impiya zari ziri mu nzu y'Uwiteka, baziha abakoresha n'abakozi.” 
2CH.34.18	Maze Shafani w'umwanditsi abwira umwami ati “Hilukiya w'umutambyi ampaye igitabo.” Shafani aherako agisomera umwami.
2CH.34.19	Umwami yumvise amagambo y'amategeko ashishimura imyambaro ye. 
2CH.34.20	Maze umwami ategeka Hilukiya na Ahikamu mwene Shafani, na Abudoni mwene Mika na Shafani w'umwanditsi, na Asaya w'umugaragu w'umwami ati 
2CH.34.21	“Nimugende mumbarize Uwiteka, mubarize n'abasigaye mu Bwisirayeli n'i Buyuda iby'amagambo yo muri iki gitabo cyubuwe, kuko uburakari bw'Uwiteka bugiye kudusukwaho ari bwinshi, kuko ba sogokuruza bacu batitondeye ijambo ry'Uwiteka ngo bakore uko byanditswe muri iki gitabo cyose.”
