MAT.1.1	Aganay sləm aŋa azla­baba madzi­dziga aŋa Yesu Kristu, bəzi aŋa David, bəzi aŋa Abəraham. 
ROM.8.26	Kiya uwaga bay Masasəɗok Zəzagəla atsà à waŋ kà mazlak anu, anu uwana anu azla­guɓguɓ la tetəvi aŋa Zəzagəla la tsəh, kà uwana məsəl madəv kuɗa, bokuba uwana naka akəs vok aw. Masasəɗok la gəl aŋha aɓəɗ à huma kà aŋami, adəv kuɗa à Zəzagəla la makəs aŋuf la adi ala. Ɗaɗuwa à gay madəv kuɗa la gay. 
ROM.8.27	La paraka kà, Zəzagəla asəl uwana la tsəh ləv aŋa azladza, ŋgaha babay asəl uwana Masasəɗok aŋha adzugway, kà uwana Masasəɗok aɓəɗ à huma kà aŋa azladza aŋha, adəv kuɗa à Zəzagəla bokuba uwana akəsal à gəl.
ROM.8.28	Azladza uwana tawoya Zəzagəla kà, azla­uwana masla azala atà kà atà maɗa­halla tatak uwana ahəɗal à adi, məsəl kà dèwdèw tatak uwana aɓəza atà, kà Zəzagəla aɗàh tatak uwaga à ahəŋ, kà makəɗ gəl à ahəŋ aŋha aŋa magay delga. 
ROM.8.29	Azla­uwana Zəzagəla ada­tsa­tsa­mani atà dagay uwarà kà, adaɓək atà, afà atà awtày kà magay bokuba azlabəza aŋha, kà bəzi gay ləv aŋha aŋa magay malkwoy la tataka aŋa azlabəza dəŋ la abà. 
ROM.8.30	Aɓə̀k atà, afà atà à awtày pəra aw, azalà atà pəra aw, apakà atà ala kà azla­dzi­riga la huma aŋha. Babay kà, atà aŋa magay azladza aŋha. Azalà atà pəra aw, apakà atà ala kà azla­dzi­riga la huma aŋha, ŋgaha avà à atà mazləɓay aya.
ROM.8.31	Tsa aŋa kiya uwanay ma, mana à uwana atəm kà anu à ahəŋ aŋa mapəhay ma? Tsa Zəzagəla kà awùl kà à anu ma, uwa à uwana adàvədzah anu gəl aya uwi? 
ROM.8.32	Zəzagəla kà akweslà bəzi aŋha aw, aslə̀l à waŋ kà masla aŋa mamətsay kà, kà aŋami gesina. Tsa Zəzagəla avà à anu Kona aŋha ma, sako­raka azla­tatak anik la uwana avà à anu aw takay? 
ROM.8.33	Uwa à uwana aslala vok kà mat kaf à azladza uwana à gəl, Zəzagəla ada­tsa­tsa­mani atà uwa? Kà uwana Zəzagəla adapaka atà ala kà azladza dziriga la huma aŋha. 
ROM.8.34	Uwa à uwana aslala vok aŋa madukw à atà seriya à gəl uwa? Yesu Kristu la gəl aŋha amə̀ts kà aŋami, Zəzagəla awùlla à uda la mamətsay, adzaŋà madzay la ahàl kaf aŋha lakəl, ŋgaha masla la uwana aɓəɗa à humù gami, la huma Zəzagəla. 
ROM.8.35	Uwa à uwana adàvah anu ala la Yesu Kristu kà masla aŋa mawoy anu aya aw uwa? Matərəɓay à uwana adàvah anu ala ay, awma mabas vok ay? Awma azla­uwana tasa à anu zlaɗa la uwana adàvah anu ala ay? Awma may la uwana adàtugw anu ala ay? Awma kuɗa ay? Baməraka anu la zlamtsa la abà, amiyaka katsakar, awma mamətsay la uwana adàvahanula la Yesu Kristu ay? Awaŋ, tatak la ahəŋ, à uwana aɗəɗ gay à masal aŋha ahəŋ, kà aŋa makweska anu aw. 
ROM.8.36	Uwaga kà bokuba uwana tatsetsèr à wakità Zəzagəla à abà kà:
ROM.8.36	ˈKà uwana anu azlaaŋak à kak Zəzagəla, à uwana anu la zlamtsa aŋa mamətsay la abà, kà uwana azladza tayàh makaɗ anu koksi­koksi. Anu kà mədagay la yewdi aŋa azladza kà kalkal la azla­tuwaŋ, uwana tadala atà makaɗ atà.ˈ
ROM.8.37	Ama mədaf asik à azla­matərəɓay uwaga à gəl gesina, məɗaɗuw atà la ndzəɗa aŋa dza uwana awoya anu. 
ROM.8.38	Ndzer, gəsəl kà tatak la ahəŋ à uwana avàhanula la masla, kà masla aŋa mawoy anu aw, aw. Amiyaka baŋa məmətsay, amiyaka anu la adi taslala vok aŋa maɗəɗ à anu gay à ahəŋ aw. Azla­ma­lika la azla­tatak uwana takor ndzəɗa la zagəla gesina bay kà, taslala vok, kà maɗàh tatak kà masla aŋa mawoy anu aw, aw. Azla­tatak uwana aɓəza anu lagonay, la azla­tatak uwana adàɓəza anu la huma la gay bay kà, taslala vok maɗəɗ à anu gay à ahəŋ aw. 
ROM.8.39	Azla­uwana, la ləv zagəla la abà, ŋgaha azla­uwana la tsəh iyaw bay kà, taslala vok aŋa maɗàh tatak aw. Dèwdèw tatak uwana Zəzagəla aɗahàŋ taslala vok aŋa madeɗ gay à Zəzagəla à ahəŋ kà aŋa mawoy anu aw. Mawoy dza uwaga kà apəhanula kà la ahàl aŋa Sufəl gami Yesu Kristu.
ROM.9.1	Uwanay gəpəhay lagwa kà dziriga, kà uwana gi aŋa Kristu, gəɗàh fida aw. Masasəɗok tsi­kasla la madzugway gulo taza sayda aŋa uwaga babay. 
ROM.9.2	Gi la mazaw la gəl gà kaykay la ləv gulo la tsəh, ŋgaha la mazay məŋga 
ROM.9.3	kà tsəhay gulo Isərayel, uwana gəwoyaŋ. Agayŋa Zəzagəla akəɗ à atà gi à uda la tataka kà aŋatà ŋuləm, la mavahanula la Kristu, kà uwana azla­deda gulo. 
ROM.9.4	Atà mayyi à tsəh ala aŋa Isərayel. Zəzagəla atsa­tsà­mànì atà, kà atà aŋa magay azlabəza aŋha, apə̀hatàla mazləɓay aŋha, ŋgaha akə̀s vok slawda la atà, avà à atà mapəhay. Ŋgaha apə̀hatàla tetəvi kà masləkawla masla, ŋgaha apə̀h à atà azlagay, uwana avà à vok aŋatàà abà, asal kà maɗehəŋ bay. 
ROM.9.5	Atà mayyi à tsəh ala aŋa Abəraham la azlabəza aŋha, Isak la Yakuba uwana tadzà à ahəŋ uwarà. Yesu Kristu la sləɓ vok aŋha la abà kà mayyi à tsəh ala aŋatà bay. Kristu uwanay kà Zəzagəla agàŋ lakəl aŋa tatak gesina məzləɓa masla koksi­koksi. Amen.
ROM.9.6	Mədzugw kà uwana Zəzagəla apə̀h à azlatsəhay aŋha à ahəŋ, aɗahàŋ kiya uwatà məgoɗ aw. Ama kəla kà, azla Isərayel gesina la uwana taga tsəhay aŋha aw, say aŋa gay gà pəra. 
ROM.9.7	Mayyi à tsəh ala aŋa Abəraham kà dəŋ, ama atà tagà azlabəza gay ləv aŋha gesina aw. Zəzagəla apə̀h à Abəraham à vok à abà dagay uwarà:
ROM.9.7	ˈFofulo aŋak dziriga kà, adàsa à uda kà la mayyi à tsəh ala aŋa Isak la abà.ˈ
ROM.9.8	Uwaga asal magoɗay kà, azlabəza aŋa Abəraham gesina kà, atà tagà azlabəza aŋa Zəzagəla aw. Zəzagəla agòɗ kà, azlabəza aŋha dziriga kà, say azla­uwana pəra tayyà à vok la uwana la afik, apə̀h à ahəŋ. 
ROM.9.9	Uwana Zəzagəla apə̀h à ahəŋ kà:
ROM.9.9	ˈBaŋa mavakay uwana gəpə̀h à ahəŋ adàslay kà, gədàwul à awtày, ŋgaha la mok uwatà la uwana Sara adàyya bəzi zilgaˈ,
ROM.9.9	agòɗ.
ROM.9.10	Ŋgaha kà uwaga pəra aw, ama mənərəz lakəl aŋa vəgal, uwana Rebeka ayyà bay. Baba aŋatà kà la baba gami madzi­dziga Isak. 
ROM.9.11	Mok uwana aləg mayyàh atà kà Zəzagəla agòɗal:
ROM.9.11	ˈMadəvla à ahəŋ adàɗuw uwana adatsa vok à ahəŋ.ˈ
ROM.9.11	Mok uwana apə̀h kiya uwanay kà, taɗàh tatak delga baməraka tatak mawi­siga dadàŋ aw, Rebeka bay adàyyah atà aw. 
ROM.9.12	Zəzagəla aɗahàŋ kiya uwanay kà, kà uwana zagəlà aŋha kà maɗàh uwana asal. Akə̀sànì dza aŋha la tataka azladza anik la abà, kà huma à gay sləray delga aŋha uwana aɗahàŋ aw.
ROM.9.13	Uwaga apakà vok bokuba uwana tatsetsèr à wakità à abà, Zəzagəla agòɗ:
ROM.9.13	ˈGi Zəzagəla, la uwana gəkə̀sànì Yakuba, ŋgaha gi la uwana gəkweskà Esaw bay.ˈ
ROM.9.14	Baŋa kiya uwanay ma, mana mədà­goɗay zlà ma? Kità ma Zəzagəla kà adà­ɗe­həŋ kà la tetəvi aŋha aw məgoɗ ay? Tetuwa kiya uwaga aw. 
ROM.9.15	Haɗay dagay uwarà agòɗ à Musa:
ROM.9.15	ˈGədàɗah delga à dza, uwana asa à gi maɗa­halla ala delga, vok mahamay adàkəsa à gi kà aŋa dza uwanay vok adàhama gi kà masla.ˈ
ROM.9.16	Kiya uwaga, baŋa Zəzagəla akə̀sànì dza kà, bà akə̀sànì pəra, kà uwana asal maɗa­halla ala delga. Awkà kà, à huma à gay dza la mawaɗ vok à uda aŋha, ŋgaha sləray aŋha pəra aw. 
ROM.9.17	Kità mədzeŋay la wakità Zəzagəla la abà babay kà, Zəzagəla agòɗ à Faruna:
ROM.9.17	ˈGəfà ka à sufəl à abà kà deyday aw, ama kà gi aŋa mapəhla ndzəɗa gulo ala la kak la abà, ŋgaha kà sləm gulo aŋa matsinla la gudəŋ la vok gesina.ˈ
ROM.9.18	Ŋgaha Zəzagəla aɗàh delga à dza uwana asal, ŋgaha adzadzaŋ gəl ala la dza uwana asal babay.
ROM.9.19	Zlahaw tagoɗ à gi: ‘Baŋa Zəzagəla akəsàŋ azladza kiya uwanay ma, kà mana ma masla apakàtàla kà azla­ma­wi­siga aya mi? Uwa la uwana atsizl­liya à mawoyəŋ aŋha à huma uwi? Say azladza taɗehəŋ kà uwana afà à ahəŋ la gəl aŋha pəra.’ 
ROM.9.20	Kayyà, zil! ‘Gi uwa’, kagoɗ, kà mabay vok gay la Zəzagəla uwa? Tak ma abisl maŋalay gà, agoɗ à dza uwana aŋal kà, ‘Kà mana kaŋal gi kiya uwanay mi ay?’, agoɗay takay? 
ROM.9.21	Masla maŋal masik kà, aga la ndzəɗa lakəl aŋa abisl aŋha aw takay? La abisl tekula aslala vok maŋalàh masik səla, aŋal anik uwana asa à ləv aŋha kaykay, ŋgaha anik bay aŋalay bokuba azla­masik anik anik gesina.
ROM.9.22	Iyay, agayŋa Zəzagəla asal magay bokuba masla maŋàl masik uwaga ma aɓəz kakay? Asal kà azladza tasəlay kà masla la mapak ləv gà lakəl aŋa azlaməna tsakana, ŋgaha masla la maslay. Kità aba­sàtàŋ baməraka taɗa­hàhla ləv à Zəzagəla à huɗ, kay, kà atà kà azlayla à atà à mamətsay. 
ROM.9.23	Aɗahàŋ kiya uwanay kà, kà azladza aŋa masəlay, kà masla la mazləɓay məŋga, ŋgaha kà masla aŋa mahəl atà à mazləɓay uwaga à abà suwaŋ, atà uwana asal maɗaha à atà delga. Masla aɗaha à atà à ahəŋ dagay uwarà, kà atà aŋa mad à mazləɓay aŋha à abà. 
ROM.9.24	Gesina gami kà Zəzagəla ada­zalla anu adagay kà mad à mazləɓay aŋha à abà. Akə̀sànì kà azla Yahu­diya à uda pəra aw, ama azalà azlatsəhay gesina. 
ROM.9.25	Uwaga bokuba uwana masla agòɗ la wakità aŋa Hosəya la abà kà:
ROM.9.25	ˈAzladza uwaga tagà azladza gulo aw uwarà, lagwa akul azladza gulo gədàgoɗ à atà. Azla­uwanay gəwoyà atà uwarà aw kà, tadàgay azlabəza gay ləv gulo adagay.
ROM.9.26	La slaka uwana la abà: ‘Akul, azlatsəhay gulo aw’, tagòɗ à atà kà, zwek la huma la gay tadàzala atà ala ‘Azlabəza aŋa Zəzagəla uwana la sifa.’ˈ
ROM.9.27	Yesayya apə̀h la paraka lakəl aŋa azla Isərayel kà:
ROM.9.27	ˈBa­məraka tsəhay Isərayel aŋuvaw kiya wuyyaŋ, uwana la mukwà la tsəh kà, sə̀làw kà, azla­uwana Zəzagəla adàɓəl atà kà, atà dəŋ aw.
ROM.9.28	Sufəl Zəzagəla kà anàl gəl à ahəŋ, kà mas à waŋ à gudəŋ à vok, kà maɗàh uwana apə̀h gesina, aw.ˈ
ROM.9.29	Kiya uwanay Yesayya uwanay adapəhay uwarà:
ROM.9.29	ˈBaŋa Sufəl Zəzagəla uwana akor tatak gesina kà, asakà azla­uwana tsəhay gami anik la uda aw kà, mədà­məts à gay bokuba azladza la gudəŋ Sodom la Gomor!ˈ
ROM.9.30	Mana məgoɗay lagwa ma? Azladza uwana azla Yahu­diya aw kà, tayàh tetəvi kà magay dziriga la huma Zəzagəla aw, ama lagonay kà tagahay dziriga la huma aŋha, kà uwana tadiŋ gəl à masla à vok. 
ROM.9.31	Kà aŋa azla Yahu­diya kà tayàh maɗək vok à mapəhay à afik kà atà magay dziriga la huma aŋha la uwatà, ama taslala vok kà makəɗal gəl à ahəŋ aw. 
ROM.9.32	Kay, kà mana takəɗal gəl à ahəŋ aw ma? Kà uwana tadzugw kà ‘Mədàgay dziriga la maɗehəŋ gami’, tagòɗ. Ŋgaha tadiŋ gəl à Zəzagəla à vok aw. Kità kà, akur uwatà atsala atà matekwiɗ. 
ROM.9.33	Bokuba uwana tatsetsèr à wakità Zəzagəla à abà:
ROM.9.33	ˈNərə̀zàw, gətsəɓ akur matsàhla matekwiɗ à azladza à ahəŋ la Siyon. Dzəgla uwaga la uwana adàdukw à azladza à ahəŋ. Ama azladza uwana tadiŋ gəl à dzəgla uwaga à vok kà, adà­vavar atà aw.ˈ
ROM.10.1	Azla­deda, asa à gi kà azlatsəhay gulo azla Yahu­diya taɓəlay gesina, gəsak à madəv kuɗa à Zəzagəla kà atà aw. 
ROM.10.2	Kà aŋatà kà gi la uwana gəza sayda lakəl aŋatà. Asa à atà ndzer mav vok aŋatà à Zəzagəla, ama tetəvi uwana tavàlla vok aŋatà kà masla aw. 
ROM.10.3	Atà, tatsənà godega aŋa tetəvi uwana Zəzagəla apàkla azladza dziriga ala la huma aŋha aw, tanəfà kà tetəvi aŋatà anik. Kità kà tavàlla à Zəzagəla à ahəŋ lakəl à adi, kà uwana takə̀s tetəvi uwana Zəzagəla asal mapakla azladza ala kà azladza dziriga la huma aŋha aw. 
ROM.10.4	Uwana gəpəhay kiya uwanay kà, à mok uwana Yesu, uwana mafal dzakwa à gəl gà, asà à waŋ kà, anatsà ndzəɗa aŋa mapəhay ala. Uwana aɗahàŋ kiya uwanay kà, kà azladza uwana tadiŋ gəl à masla à vok kà, kà atà la uwana Zəzagəla apakà atà ala kà azla­dzi­riga la huma aŋha.
ROM.10.5	Musa atsetsèr lakəl aŋa manəf mapəhay dagay uwarà. Kakay mədàgay dziriga la manəf uwaga mi? Agòɗ:
ROM.10.5	ˈDza uwana anəfa mapəhay uwaga gesina adàɓəz sifa kà uwaga. Kəla kà, say baŋa dza anəfa uwaga la deŋdaŋˈ
ROM.10.5	agòɗ. 
ROM.10.6	Ama tetəvi aŋa mapakla dziriga la huma Zəzagəla, la madiŋal gəl à vok kà, gərgər. Tatsetsèr à wakità Zəzagəla à abà lakəl aŋa tetəvi uwaga kà:
ROM.10.6	ˈKadzugw la ləv aŋak la tsəh, ‘Uwa à uwana adàda à zagəla à uwi?’, kagoɗ aw.ˈ (Bokuba magoɗay: Uwa à uwana adàda mazalla Kristu uwana à ahəŋ, mafal dzakwa à gəl uwi?)
ROM.10.7	ˈKadzugw babay la ləv aŋak la tsəh, ‘Uwa à uwana adàda à mezewi uwa’ˈ, (Bokuba magoɗay: kà mazalla Kristu à uda la tataka azla­ma­zim­nekiɗ la abà), kagoɗ babay aw.
ROM.10.8	Mana wakità Zəzagəla agoɗ ma?
ROM.10.8	ˈNekwa la kak à gay uwaga, la paŋaw aŋak la awtày, ŋgaha la ləv aŋak la tsəh!ˈ
ROM.10.8	Gay uwaga kà, gay uwana məziŋ à azladza la magoɗay: “Dìŋàw gəl à Zəzagəla à vok”, məgòɗ à atà. 
ROM.10.9	Baŋa dza apəhay la dazu­waya: “Yesu kà, dza uwana Zəzagəla afal dzakwa à gəl”, agoɗay, ŋgaha adiŋal gəl à vok kà, Zəzagəla awùlla Sufəl Yesu à uda la mamətsay, Zəzagəla adà­ɓələŋ. 
ROM.10.10	Baŋa mədiŋ gəl à Yesu à vok la ləv gami, ŋgaha məziŋ la paŋaw gami kà masla kà Sufəl, Zəzagəla adàpaka anu ala azladza dziriga la huma aŋha, ŋgaha adàɓəl anu. 
ROM.10.11	Haɗay, kiya uwaga tatsetsèr à wakità à abà:
ROM.10.11	ˈUwa­be­yuwi uwana adiŋ gəl à masla à vok kà, adàts gay à ahəŋ aw.ˈ
ROM.10.12	Adàgay zil Yahu­diya adàgay tsəhay anik, Sufəl uwaga kà, masla Sufəl aŋa azladza gesina. Apis gay à azladza uwana à vok, tadəval kuɗa gesina. 
ROM.10.13	Uwaga bokuba uwana tatsetsèr à wakità Zəzagəla à abà:
ROM.10.13	ˈUwa­be­yuwi uwana adəv kuɗa à Sufəl Zəzagəla, adàɓəlay.ˈ
ROM.10.14	Kay, gay kà aganay zlakoɗa: Kakay mədəval kuɗa, kokuɗa madiŋ gəl à masla à vok ma? Ŋgaha kakay mədiŋ gəl à masla à vok, kokuɗa matsən gay lakəl aŋha ma? Ŋgaha aya kakay mədà­tsənəŋ, à baŋa masla mapəh à anu gay uwaga la ahəŋ aw ma? 
ROM.10.15	Ŋgaha à baŋa azlaməna gay Zəzagəla tasləl à atà azladza aw, la tetəvi ma uwala azladza taday aŋa mapəhatàla gay la? Uwaga kalkal bokuba uwana tatsetsèr à wakità Zəzagəla à abà:
ROM.10.15	ˈNərə̀zàw, marabay aŋa azladza uwana tarab lakəl aŋa azladza, uwana tasà à waŋ aŋa maz à atà gay marabəŋ tsi.ˈ
ROM.10.16	Ama la tataka azlaməna matsəɓ sləm à gay uwanay kà, dza dəŋ à uwana takə̀s gay uwaga aw. Masla mapəhal gay ahàl Yesayya agòɗ kà:
ROM.10.16	ˈSufəl, uwa à uwana adiŋ gəl à mapəhay gami à vok uwa? Dza dəŋ aw!ˈ 
ROM.10.16	agòɗ. 
ROM.10.17	Kità, sə̀làw kà, dza atsən gay marabəŋ dadàŋ la uwana adiŋal gəl à vok. Ama kà dza aŋa matsən gay marabəŋ kà, say dza anik apəhal lakəl aŋa Yesu Kristu dadàŋ. 
ROM.10.18	Aganay manavay gulo: La dziriga kà, azla Yahu­diya kà, tatsənà gay uwaga aw takay? Ndzer, tatsənàŋ! La wakità Zəzagəla la abà tatsetsèr, tagòɗ kà:
ROM.10.18	ˈAzladza tadàh kà mapəh gay Zəzagəla la gudəŋ la vok gesina, mapəhay aŋatà atsə̀n ala gesina, tsəràh à makəɗ gəl à ahəŋ gudəŋ à vok!ˈ
ROM.10.19	Bà gotənaŋ gənavà akul manavay anik aya: La dziriga ma, azla Yahu­diya tatsənà gay uwatà aw takay? Tatsənàŋ, ama asa à atà matsəɓal sləm aw pəra. Teraŋa dàŋ Musa apə̀h à atà:
ROM.10.19	ˈZəzagəla agòɗ: ‘Gədàpaka akul ala kà azla­maŋor lakəl aŋa tsəhay uwana madziyikw atà gà. Gədà­paka akul ala ləv gà lakəl aŋa tsəhay uwana tasəl gəl aw’, agòɗ.ˈ
ROM.10.20	Ŋgaha la lig aŋa uwaga la ahəŋ, guba akə̀s Yesayya kà mapəhay aw. Kiya uwana mapəhay aŋa Zəzagəla, uwana apə̀h, Yesayya agòɗ:
ROM.10.20	ˈAganay azladza uwana tayàh gi aw kà, tanəŋ gi ŋgaha gədàpəhatàla vok à azladza uwana tadə̀v gi kuɗa aw.ˈ
ROM.10.21	Ama kà aŋa azla Isərayel kà Zəzagəla apə̀h la paŋaw aŋa Yesayya kà:
ROM.10.21	ˈLis gəvak à mafa­takàh à atà gəl kà mazala atà kà, ama tasa à waŋ aw. Takəs gay gulo aw, takwes gi à gəl.ˈ
ROM.11.1	Kità kà, gənava manavay anik aya: Tsa kiya uwanay ma, Zəzagəla amə̀l azla Isərayel ala ay? Awaŋ, amə̀l atà ala aw. Gi la aslasl gəl gulo bay kà, gi zil Isərayel. Gəsà à uda la tsəhay aŋa Ben­yamin uwana mayyi à tsəh ala aŋa Abəraham. 
ROM.11.2	Zəzagəla aməl azladza aŋha uwana ala, atsa­tsà­mànì atà dagay madzəka aw. Kasəlaw kà tatsetsèr kiya uwaga à wakità Zəzagəla à abà lakəl aŋa Eliya aw ay? Apuwà gudzi à azla Isərayel à gəl, la huma Zəzagəla agòɗ:
ROM.11.3	ˈSufəl, azladza uwana takàɗàh azlaməna mapəh à atà gay ahàl aŋak, tabazllàh azla­slaka makaɗ tatak à ahəŋ. Say gi kokuɗa gəl gulo pəra à uwana gətəm à ahəŋ aŋa manəf ka, ŋgaha asa à atà makəɗ gi bay.ˈ
ROM.11.4	Mana Zəzagəla awùlla ala ma? Agòɗal:
ROM.11.4	ˈKak kokuɗa gəl aŋak pəra aw. Gəɓə̀k à ahəŋ azladza dəbow məɗəf, uwana atà kà takədèɗ à Bal à ahəŋ aw.ˈ
ROM.11.4	Zəzagəla agòɗal. 
ROM.11.5	Lagwa kà, kasəlaw gay uwanay təga aw ay? Kà aŋami kà kiya uwanay babay zlà, atəm à ahəŋ azladza uwana Zəzagəla atsa­tsà­mànì atà la vok mahamay aŋha. 
ROM.11.6	Baŋa Zəzagəla atsa­tsà­mànì atà kà, kà sləray aŋatà uwana taɗahàŋ aw. Tsa baŋa kità aw kà, vok mahamay aŋha kà, adagay kà vok mahamay aya aw.
ROM.11.7	Uwaga asal magoɗay kà, azla Isərayel taɓəza uwana tayàh aw, say azla­uwana Zəzagəla atsa­tsà­mànì atà la uwana taɓə̀zal. Ama azla­uwana tatəm à ahəŋ kà tadza­dzà­ŋàhà gəl aŋatà ala. 
ROM.11.8	Uwaga kà bokuba uwana tatsetsèr à wakità Zəzagəla à abà:
ROM.11.8	ˈZəzagəla apakà atà ala dadəgzləka bokuba azla­ma­da­gazlam, atsàkàh à atà à yewdi à ama, anakàh atà à sləm à ama tsəràh à lakana kà: ‘Təh sləm’, agòɗ à atà aw.ˈ
ROM.11.9	David agòɗ babay kà:
ROM.11.9	ˈMazuw tatak may aŋatà kà adàpaka atà maləkaw à ahəŋ, adà­tsahla à atà matekwiɗ, ŋgaha adàdukw atà à ahəŋ. Kità à uwana Zəzagəla adàvà à atà ŋgərpa.
ROM.11.10	Zəzagəla atsàkàh à atà à yewdi à ama, kà atà aŋa manəŋla ala aya aw, kà atà aŋa madz à ahəŋ la ŋgərpa la abà koksi­koksi, kà makalàh atà à vəɗah,ˈ
ROM.11.10	David agòɗ.
ROM.11.11	Tsa kiya uwanay kà, gənava akul manavay anik aya. Mok uwana matekwiɗ atsàla à azla Yahu­diya ma, tatə̀ɗ à ahəŋ aŋa tetuwa takay? Awaŋ, aŋa tetuwa aw. Ama kà uwana matekwiɗ atsàla atà la uwana azlatsəhay anik taɓəzà gəl aŋatà, taɓə̀l. Zəzagəla aɗahàŋ kiya uwanay kà, kà azla Yahu­diya aŋa makəɗ ala yewdi à tsəh. 
ROM.11.12	Mok uwana matekwiɗ atsàla azla Yahu­diya kà, azladza gudəŋ à vok gesina, taɓəzà maɓəlay kà made­golay uwaga. Mok uwana azla Yahu­diya tatə̀ɗ à ahəŋ la tetəvi aŋa Zəzagəla la tsəh, Zəzagəla avà maɓəlay à azlatsəhay anik. Kay, baŋa Zəzagəla adaɗah dzəɓa aŋha səla aw à azladza anik la kaslà uwatà, adà­ɗa­hataŋ ma ɗaɗuwa à gay uwaga aw takay, la mok uwana azla Yahu­diya tadàwul à waŋ à tetəvi aŋha à tsəh?
ROM.11.13	Lagonay kà, gəpəhay kà akul, uwana akul azla Yahu­diya aw. Gi kà, gi masləlay aŋa Zəzagəla uwana aslə̀l gi à slaka aŋkul, uwana akul azla masla Yahu­diya aw. Kà uwaga à uwana, gədèɗ gay ləv kà sləray uwana avà à gi. 
ROM.11.14	Kità, asa à gi kà tsəhay gulo, azla Yahu­diya, tanəŋ gi, kà azlaanik la tataka aŋatà aŋa makəɗ atà à adi, kà atà aŋa mas à waŋ, kà Zəzagəla maɓəl atà la sləray gulo. 
ROM.11.15	Haɗay, mok uwana Zəzagəla amə̀l azla Yahu­diya ala, asə̀l vok à azladza gudəŋ à vok. Ama mok uwana Zəzagəla adà­wulla atà à tsəh aya, ma adàgay ma, kakay ma? Uwaga kà adàgay kà dzəɓa aŋha səla aw, adàvà sifa à azladza mamatsay gà.
ROM.11.16	Mats kaf matera, uwana dza atsəkay à fəta à awtày tsi­kasla kà aŋa Zəzagəla, ŋgaha kaf gesina kà tsi­kasla bay. Baŋa godega ahàf aŋa Zəzagəla azla­sləm gà bay kà, azlaaŋha. 
ROM.11.17	Ahàf delga la abatà takədəval sləm anik la vok ala, ŋgaha tahàd kà makədəvani tsəhay aŋa ahàf uwatà la fəta kà maɓəɗla à slaka uwana à abà, takədəvalla vok ala. Uwaga kà apəhay kà à kak, uwana kak zil Yahu­diya aw. Kà uwana tatak delga uwana azla Yahu­diya taɓəzàl kà, lagonay kà, kak babay kaɓəzal bokuba azla­sləm ahàf uwana taɓəzal ndzəɗa kà made­golay iyà gà. 
ROM.11.18	Kà uwaga zlà kà, kapəsew azla­sləm ahàf uwana taka­daval à vok ala aw. Kà mana kats zlapay ma? Kak kà, sləm ahàf pəra, ndzəɗa aŋa sləm ahàf kà atsa à uda kà la iyà gà la abà pəra, awkà sləm ahàf avà ndzəɗa à iyà gà aw.
ROM.11.19	Zlahaw, dza la tataka aŋkul la abà agoɗ: “Zəzagəla ada­ka­daval azla­sləm ahàf anik la vok ala, ŋgaha kà maɓəɗla gi à abà la abatà”, agoɗay. 
ROM.11.20	Haɗay, uwaga kà kità, Zəzagəla akədə̀valla vok ala, kà uwana tadìŋ gəl à masla à vok aw. Ama kà aŋak kà, avà à ka slaka, kà uwana kadiŋ gəl à masla à vok, kità kà. Kazigəna gəl aw, hòy yewdi aŋa Zəzagəla! 
