MAT.1.1	Hehakaho Jesu Keriso oni amuhija vejajina. Jesuho Teviti 'ee Eparahami puni amuja.
ROM.3.30	Nimaa Godiho ea ka'ene sisa 'uhui'inijija puni nimaaroa 'ahijino veje pu arira'e rehune 'ee ea ka'ene sisa pa'uhuahajija puni nimaa roijara reje pu kwinu rehuna. 
ROM.3.31	'Ú nú nimaa rojujihuna'e Godoni varapa tamanijaho pataaro'eja? Niho'o ija'ina pave'avara. 'Enakaivo nú varapa kajaho veje núni una'i kisima'ura'e rene nahuna.
ROM.4.1	Eparahami ka'ene núni amujijaho hahijihuni 'unamijaho iraka'e piunamane? 
ROM.4.2	'Ejume Eparahamira uneunecha mapoka ka'ene venajara reje hu arimaa'e re'ipisa ijara reje hu ori sasuva'a. 'Enakaivo Godoni una'i hu areri pasasuva'a. 
ROM.4.3	Ijihuni maijaho Godoni ira vaji ika'ina 'warumana.
ROM.4.3	Eparahamiho Godi nimaa ronajihuna'e Godi hu ariramaa 'wamana.
ROM.4.4	Ei pini kaukara ve'amajaho hu eha apehuna kaivo swara vene mahuna pana vo hura kaukaraka venajihuni eha mahura. 
ROM.4.5	'Enakaivo ea irara unenu'u pina parenuna vo Godi ka'ene ea siseijija ariramaa 'iamaji nimaa ronujaho Godi huni nimaa roijaho niho'o ariramaa 'iamana. 
ROM.4.6	Teviti 'u'o ija'ina 'warumana. Ea sisea veji'inijija Godi pu ariramaa 'iamu jihuna'e pu merajihe paranuna. Pu unenu'u pina vejakame Hu ariramaa 'iahuna pana kaivo pu Hu nimaa rojumakame 'waramana.
ROM.4.7	Ea irara Godira vejume huni sisea vwihana arevume niho'o pa'arenana ronujaho teamanama paranu. 
ROM.4.8	Ea sisea ka'ene Godira puni sisea vwihane aremaume nipa'arejajija niho'o teamanama paranu 'úmana.
ROM.4.9	Teamanavu kajaho sisa 'uhui'ina punaru roana 'aho ea sisa pa'uhui'ini jihipuna 'u'o roane? Kaena. Nú nihenare'e 'warama avaju. Eparahamiho Godi nimaa ronajihuna'e Godi hu ariramaa 'wamana. 
ROM.4.10	Vea vecha Godiho Eparahami ariramaa 'wamane? Hu vea ka'ene sisa 'uhuajina ho sisa mai'o pa'uhui'inijino 'waramane? Hu mai'o sisa pa'uhui'ini veijino 'waramana. 
ROM.4.11	Eparahami Godi nimaa rojume Hura ariramaa 'wamajihuna'e túna'i pu hu sisa 'uhuahara. Ijihuna'e Eparahamiho eaka mapoka ka'ene nimaa ro'ika'i sisa pa'uhuahi'ini jihipuni oma. 'Enajihuna'e ea irara Godi nimaa ronajaho Godi hu ariramaa 'wamana. 
ROM.4.12	Eparahami 'u'o Jua 'aho'a ka'ene sisa 'uhui'ini jihipuni oma. Ijihuni maijaho Eparahami mai'o sisa pa'uhua'eme nimaa ronaja'ina'e pu 'u'o nimaa ro'avajaho pu arira'e rehuna.
ROM.4.13	Godira Eparahami huni amuhijijihi pu'úmo kwaa ara maho'o kakaho mi'iro nahama 'waramana. Ijihuni maijaho hu Godi nimaa rojume Hura arimaa 'wamajihuna'e avanana. Hu tamana vejakame ijí mihuna pana. 
ROM.4.14	Nú Jua puni tamana vejakame Godi merajú'ipisa ea ka'ene Godi nimaa rojujaho ira'ata reje 'ee Hura nahama 'warumaji 'u'o ira'ata'e reja'a. 
ROM.4.15	Ijihuni maijaho ijí tamana kajarahara venue nú 'otua vehuna. Varapa ijaho pana'ipisa nú pa'eja'a. 
ROM.4.16	Ijihuna'e nú Godi nimaa rojajihuna'e Hu nú maijí vwihanúe múhajihuna'e Hu nú nahama 'warumajaho Huni amuhi puni vaji nimaa rehuna. Godi Juaru pamerajihana vo ea ka'ene Eparahamira nimaa ronuja'ina nimaa roji'inakaho ijá merajihuna. Eparahamiho nú eaka mapoka kehi puni oma. 
ROM.4.17	Ijihuna'e Godoni ira vaji Eparahami rone ija'ina 'warumana. Nara a vena kamareje kwaaka mapokakino eaka mapoka ka'ene hiju jihipuni oma rehuna 'úmana. Kwaaka mapokakino eaka mapoka ka'ene Eparahamira nimaa ronaja'ina'e nimaa roji'inijija Godira 'ekahuna. Godi ka'ene ea kwamasahi'ina veju'e 'urine 'ee uneunecha ka'ene pa'aji'i veju'e reji'inijina. 
ROM.4.18	'Ejume uneunecha ka'ene túna'i nimaa parehuna sa'inijija hu majama nimaa ronana. Ijihuna'e hu ea maho'o ikihi puni oma rehuna'e nahama nitama 'warame ijá 'wama Oni amuhijijija ija'ina'e rehuna 'wamana. 
ROM.4.19	Eparahamiho ema juara mapoka mapoka (100) pa'arejume naparaha Seraho paranamaa renajihuna'e hariha nahehuni 'unama nitanumana. 'Enakaivo Eparahami ni ema renana vo huni nimaaroijaho mai'o paajuranana. 
ROM.4.20	'Enakaivo Godira raka ka'ene nahama 'waramaji hu panimaa rone arena o'unana kaivo maiji nimaa ronama hiji'i huni nimaaroa kisina rene na'eju'e hu Godi ta'arohi'i hinana. 
ROM.4.21	Eparahami ijaho nihena kamajihuna'e Godira raka ka'ene nahama 'waramajaho areri ijá vehuna.
ROM.4.22	Eparahami Godi nimaa rojumakame Godi hu ariramaa 'wamana.
ROM.4.23	Godoni ira ika'ina 'waramana A ariramaa 'wamana. Ijaho Eparahami onaru rona 'warahuna pana 
ROM.4.24	kaivo Godi nú eaka mapoka kihi rona 'warumana. Godira Jesu vejume kwama 'urinaji nú nimaa rojajihuna'e ariramaa 'úmuna. 
ROM.4.25	Jesuho núni sisei jihuna'e kwamana. 'Enarena Hu kú'o 'urinajaho nú venue ariramaa re'avarono 'urinana.
ROM.5.1	'Enajihuna'e nú nimaa rojajihuna'e arimaa'e rejara'omo Godi pu'úmo matauma hihunijaho núni Natohwa ka'ene Jesu Keriso oni vaji apejara. 
ROM.5.2	Nú Huni vaji nimaa rojajihuna'e maiji vwihanúajaho apene ijihuni toi namiju'e aneja vene najuhe 'ee túna'i Godoni mamaa'e ka'ene 'ekahuniji teamanu'eju'e 'ajaha hiju. 
ROM.5.3	Ijiru pana kaivo nú sisei hi'eja vo nú teamanuma paranúhuna. Ijihuni maijaho ijí sisei hi'avajara ni'ajú'eje nú masuani hina apena vahuna. 
ROM.5.4	Matauvujara venue nú ea kisina rejura 'ee ea kisina rejujara veju'e nú túna'i raka ka'ene rehunijaho masuani 'ajahe hijura. 
ROM.5.5	'Ene ijí túna'i raka ka'ene rehunijara paveje nú temukuhuna. Ijihuni maijaho Godira ea oja mihujaho Godoni 'Avena ka'ene núa múhajihuni vaji ranamana. 
ROM.5.6	Nú vea ka'ene onúno ni'ajarahuna areri parenani veijino Kerisora roe ea sisesa puna'e kwamana. 
ROM.5.7	Ea pina niho'o areri ea mamaa pipuni jihuna'e kwahuna ura pare'ena. 'Enakaivo ea kwinu kwino ea mamaa punijihuna'e kwamasahura. 
ROM.5.8	'Enakaivo Godi nú oja ka'ene múhaji najuhu jihuni maijaho nú sisea kaivo Hu Jesuho ranavume roe núnijihuna'e kwamana. 
ROM.5.9	Ijihuni hurijino Huni 'aijara núnijihuna'e ariha jihuna'e nú arimaa 'úmana. 'Ene nú Godoni sena ijaho asihuna. 
ROM.5.10	Vea kajaho nú Huni naka rejara vo Huni Harihijaho núnijihuna'e kwamana'omo Hu nú venume nú kú'o Godoni napuhija'e rejara. Ijiru pana kaivo Huni hiijara veje nú maranúhuna. 
ROM.5.11	Ijiru pana kaivo núni Natohwa ka'ene Jesu Keriso oni vaji nú Godina'i teamanuma paranu jihuni maijaho Huni vaji núni napura rehunijaho apejara.
ROM.5.12	Ijihuni hahi ea kwinu sisea ka'ene venajara rejume sisea mwe'akaho maho'o apenana. 'Enajihuna'e siseijara rejume kwamasahuna aneja renana. 'Enajihuna'e kwamasahunijara ea maho'o kihi puni vaji rausahana. Ijihuni maijaho pu maho'o sisea vejura. 
ROM.5.13	'Enakaivo nitama ike Godoni tamanakaho mai'o pana'eme sisea ijí namana kaivo Godi puni sisea kajijahija pu panamahana. Ijihuni maijaho vea kajihijaho Huni tamana mai'o panamana. 
ROM.5.14	Vea ka'ene Atamura hinaji rena roe Mosisi oni veiji rene ea ka'ene hijajija kwamasahara. Ijí ea kajija sisea ka'ene Atamura venaja'ina pavejara vo majama pu kwamasahara. Atamuho areri Jesu ka'ene mai'o túna'i rohuni jihuni manura sa'ina. 
ROM.5.15	'Enakaivo swara ka'ene mamúhajaho siseiji vare'ina pana. Ea kwinu sisea ka'ene venajara rejume ea maho'o kwamasahara kaivo Godoni maiji vwihanúajaho maho'o ni'ini jihuna'e Ea kwinu Jesu Keriso swara vene múhajara reju ea mapoka maraniu. 
ROM.5.16	'Enajihuna'e Godoni swarijaho areri ea kwinu ijara sisea ka'ene venaja'ina pana. 'Ene ijihuni ropuna'ijaho ea kwino sisea ka'ene venajihuni eha ijaho sisea apehuna kaivo ija ropuna'ijaho swara kajara reje ea mapoka sisea vejara vo arimaa'e rehuna. 
ROM.5.17	Sisea ka'ene ea kwinu Atamura venajara kwamasahuni 'unamijara emaa puni una'i natohwa renana kaivo ijihuni hurijino Ea ka'ene maijí vwihanúe 'ee swara ka'ene arimaiji apejajija pu Ea kwino Jesu Keriso oni vajijino majama hihuna. 
ROM.5.18	Ea kwino sisea ka'ene venajara rejume ea maho'o eha sisea apeja ja'ina'e vu Ea kwino arimaa'e venajara reje ea maho'o arimaa'e majama hihuna'e renahuna. 
ROM.5.19	'Ejume ea kwinu ira pahene pavena jihuna'e ea maho'o sisea rejara kaivo Ea kwino ira hene venajihuna'e ea mapoka arimaa'e rehuna. 
ROM.5.20	Siseiji 'oi'oi naja'eje mapoka re'avarono Godoni varapijaho roana. 'Enakaivo siseijara emarenajaho Godira maijí vwihanúajara maijí ani'ina'e asima paranana. 
ROM.5.21	Ni areri sisei jihuni 'unamijara natohwa rejume kwamasaha ja'ina'e vu ma ijí vwihaniujaho arimaa ijihuni vaji natohwa'e rene núni Natohwa Jesu Keriso oni vaji majama hihuna.
ROM.6.1	'Ú nú ichá 'wa'eja? 'Ú nú hine sisea majaa veje maijí vwihanúajaho emare'ena? 
ROM.6.2	Niho'o pana. Nú ichá vene sisea ni arevajaho kú'o hine ve'eja? 
ROM.6.3	Jesu Keriso oni vaji samue 'ee Hura kwamajino nú 'u'o pu pu'úmo kwamasahajaho ja vi hena kavo? 
ROM.6.4	'Enajihuna'e Hura kwamajino nú 'u'o pu pu'úmo kwamasahara'omo Amo oni haruri vejume Kerisoho 'urina ja'ina'e nú 'u'o ija'ina'e 'urine 'unama maiu'ini 'urahe ohuna. 
ROM.6.5	Nú Hura kwamaja'ina'e kwamasa'avajaho Hura 'urina ja'ina'e nú 'u'o nimaa nimaa 'urihuna. 
ROM.6.6	Núni 'unama sahasijaho pu pu'úmo 'aniara. 'Ene núni haha ka'ene sisea rukinijaho vejume pa'arenana'omo nú iviamaakaho kú'o sisei jihuni pwea parehuna. 
ROM.6.7	Ea irara kwamujaho sisea vehuni harurijaho niranamana. 
ROM.6.8	'Ene nú Keriso pu'úmo kwamasahara'e re'amajaho nú nimaa rojujaho nú kú'o pu pu'úmo 'urina hihuna. 
ROM.6.9	Kerisoho nikwama 'urinana'omo niho'o kú'o pakwahuna. Kwamasahuni harurijaho Hununa'a niho'o panamu. 
ROM.6.10	'Enajihuna'e Hura kwamajaho Hu sisei jihuna'e ni'aha kwino kwamana kaivo Hu iviamaa 'urine hia ka'ene hinujaho Hu Godona'e hinu. 
ROM.6.11	'Enajihuna'e ja vwihaha ja sisei jihuni 'unamijaho nikwamasahara kaivo Jesu Keriso oni vaji 'urine Godi pu'úmo hiju. 
ROM.6.12	'Enakúne ja paveje siseijara joni haha kehuni 'unamijaho natohwa'e rejakame ja joni haha kehuni ituniji hene ve'ava. 
ROM.6.13	'Enakaivo ja paki'eje joni haha pwinana kehi 'eke 'unama ka'ene sisea vejuri kukuijihi re'ava kaivo kwamasahara'e 'urina hijuja'ina'e joni hahakaho maho'o Godi vajahe Godoni 'unama arira vejuri kukua'e reha. 
ROM.6.14	'Enajihuna'e siseijaho mai'o joni natohwa parehuni maijaho ja iviamaa varapa huni hara pahiju kaivo ja maijí vwihania jihuni hari hiju.
ROM.6.15	Nú ichá'ina ve'eja? Nú varapa hara pahiju kaivo maiji vwihanúani harijino hijujihuna'e nú majaa hine sisea ve'eja? Niho'o ija'ina pave'avara. 
ROM.6.16	'Ú ja paheju? Vea ka'ene ja ea 'ahopuni ira hene vejujaho ijí ea ka'ene ja huni ira hene vejujihuni pwehija rejura. Areri ja sisei jihuni ira hene vejujihuni eha ijaho kwamasahuna. 'Ene mamai jihuni ira hene vejujihuni eha ijaho arimaa'e rehune? 
ROM.6.17	'Enakaivo Godi teimani 'waha. Ijihuni maijaho ja sisei jihuni pwehija rejara kaivo ja joni oja vaji 'unama ka'ene najahuke hene vejara. 
ROM.6.18	'Ejume siseijaho ja irechami'ejume ja ariramai jihuni pwehija rejara. 
ROM.6.19	Na ema puni 'unamijino ikaho 'waravu jihuni maijaho joni hahijaho majano ajuasina'e rena namu. Ja maraku sisei jihuni pwehija rene 'ee joni haha pwina sisei jihuni pwehija rene 'ee hine hura hara sisea vena apene roarakúne iviamaa joni haha pwinakaho vajahe arimai jihuni pwehija'e rejakame ja Hua'ina'e rena apene va'i hi'avara. 
ROM.6.20	Ijihuni maijaho ja vea ka'ene sisei jihuni pwea rejajaho arimaijaho ja irechamiana. 
ROM.6.21	'Ú vea ka'ene ja uneunecha ka'ene iviamai kivu'e junavuji ja nitama veji'i hijajihuni maijaho iraka mamaa'e apejare? Ijí uneunecha ka'ene jara veji'i hijajihuni eha ijaho kwamasahuna. 
ROM.6.22	'Enakaivo iviamaa siseijaho ja ni irechamiu'e ja Godoni pwehija rejajihuna'e ja eha ijaho ariramaa ani'ina. Hua'ina'e rene 'ee majama hihuna rejara. 
ROM.6.23	Sisei jihuni 'ehijaho kwamasahuna kaivo Godira swara ka'ene mamúhajaho Jesu Keriso ka'ene Natohwi jihuni vaji majama hihuna.
ROM.7.1	Ehu núne ja ea ka'ene Mosisi oni tamana heji'inijija mai'o hijuri veijaho hine tamana venu venu va'o kwamasa'avajaho tamana kaji kú'o vehuna pa'arehune? 
ROM.7.2	Napari parua venujaho tamana ija'ina'omo napara kajaho paruaha kaji'i hina apena va'u va'u'e paruaha kajara kwamujino huni harura hari hinujaho pa'arenuna. 
ROM.7.3	'Enavo paruaha hi'eje hu va'e parua pina ve'amajaho hu parua turavi'ina 'wahuna. 'Enakaivo napara kajihuni paruijaho kwa'eje parui pini hu 'wa'amajaho hu napara kajaho paturahuna. 
ROM.7.4	'Enajihuna'e vwehu núne ja 'u'o venaume varapa huni harura hari hijajaho Keriso oni haha vaji kwamasahara. Ijihuna'e ja iviamai Keriso ka'ene kwama 'urinaji jaha hijujihuna'e nú Godoni 'ina renahi'ina'e rehuna. 
ROM.7.5	'Ene nú hahijihuni 'unamijino hijajaho sisea ani ani varapijara vejume núni haha pwina vaji kaukara vejumakame nú kwamasahuni 'ina'e rejara. 
ROM.7.6	'Enakaivo nú iviamaa varapijara 'uninamúajaho ni irechamúana. Nú ijí 'unama kajihuni hari hijujaho arevara. Ijihuna'e nú iviamaa 'Avenijihuni 'unama maiu'inijiru vehuna kaivo varapa sahasi jihuni 'unamijaho ni arevara.
ROM.7.7	'Ena'omo nú ichá'ina 'wa'eja? 'Ú Mosisi oni tamanijaho sisea raka? Niho'o pana. Mosisi oni tamanijara rakijara maa'e rakijara siseijaho najuhu. Na ijí itunavu kajaho sisea pavwihajuta kaivo tamana kajarahara 'warimajaho ea 'ahopuni uneunecha pakime itunahuna'e 'warumaji henarejo iji'a itunavujaho 'unama sisea kavuta. 
ROM.7.8	'Enakaivo siseijaho varapa huni 'unamijino nuni vaji ruha apene veniume na sisea ani ani'ina ura renie itunimana. 'Enakaivo varapijara panamujaho siseijaho harura pa'ana re'ena. 
ROM.7.9	Vea ka'ene varapa paroani veijaho na mai'o hijuta kaivo varapi roani veijaho sisea mai'o hijume na kwavuta. 
ROM.7.10	Na vwihajujaho varapijara veje na mamaa'e hi'eju rojuta kaivo na ivi'a hejujaho na kwahuna'e heju. 
ROM.7.11	'Enakaivo siseijara varapa vajijino nuni vaji ruha apene pisivisivume ijihuni vaji 'aniume na kwavuta. 
ROM.7.12	'Enakaivo tamanijaho akuavi'ine 'ee arimaa'e 'ee mamaa. 
ROM.7.13	'Enajihuna'e varapijipo najahujaho siseijaho niho'o sisemaa'e rena paranu.
ROM.7.14	Tamana kajaho kahino Godoni rena roana kaivo na haha rukine 'ee sisei jihuni pwea. 
ROM.7.15	Nara raka ka'ene hene vejujaho na pahena kavu. 'Ene nara raka ka'ene ura ve'i 'ahiujaho na paveju. 'Enakaivo na hine iraka ka'ene na ura pareniuji veju. 
ROM.7.16	'Enakaivo na uneunecha ka'ene ura pareniujihi hina vejujaho na varapiji'i nimaa vene avaju. 
ROM.7.17	'Ena'omo nara iviamaa iraka ka'ene vejujaho na pana kaivo sisea ka'ene nuni vaji namujara veniu'e veju. 
ROM.7.18	'Enajihuna'e na nihena kavu. Raka ka'ene nuni haha vaji navujija niho'o pina maa panamu. Na 'unama ariramaa ani ani samareje maaru ve'iro savura kaivo areria pareniu. 
ROM.7.19	'Ene na ura maa ve'iro 'ahiujaho na hina sisea veju. 'Ene na sisea ura pave'iro 'ahiu vo na hina sisea veju. 
ROM.7.20	'Ena'omo nara iviamaa iraka ka'ene vejujaho na pana kaivo sisea ka'ene nuni vaji namujara veniu'e veju. 
ROM.7.21	Na varapakaho ka'eju'e nuni hia vajijino kaukara venu. 'Ene na mamaa ve'i 'ahiu vo siseijaho majama ijí na hu'úmo namu. 
ROM.7.22	Nuni vajijaho Godoni varapa ka'ene namujaho na niho'o teamanima paranu. 
ROM.7.23	Na ka'eju'e varapa pina kú'o nuni haha pwina 'ahopuni vaji name nuni vwiha iji'i ninakaramu 'ee veniu'e na sisei jihuni harura vaji hiju. 
ROM.7.24	Na niho'o sisei haha hianime 'ee kwa'i 'ahi'eju'e hijukaho ea irara ni'aji'ena? 
ROM.7.25	Jesu Keriso ka'ene nuni Natohwijara ni'ajihajihuna'e Godi teimani 'wavu. 'Ena'omo nuni vwiha ijaho Godoni varapi jihuni 'unamiji venu. 'Enakaivo nuni hahijaho sisei jihuni 'unamiji venuna.
ROM.8.1	'Enajihuna'e ea ka'ene Jesu Keriso oni vaji hijujija niho'o panama'ena. 
ROM.8.2	Ijihuna'e 'Avena ka'ene majama hiji'ini jihuni harurijara Jesu Keriso oni vaji ja venaume sisei jihuni harura 'ee kwamasahuni harurijija ijá irechamiara. 
ROM.8.3	Tamani jihuni harura ajuarana jihuna'e varapijara ni'ajúhuna areria parenana. 'Enajihuna'e Godiho Huni Hariha nikwinu ijaho ranavume roe ema puni haha siseiji apenana 'ee areri sisea huni swasa renana 'ee haha vaji sisea ka'ene namujaho 'otua vetiana. 
ROM.8.4	'Enajihuna'e varapi jihuni ura ijara núni vaji roe nimaa'e re'amarono nú haha huni ura ijaho pa'urahe oju kaivo nú 'Aveni jihuni ura ijiru veju. 
ROM.8.5	'Enajihuna'e ea ka'ene hahijihuni ura ijí 'ararihaujija hahijihuni ura ijiru vwihane vejura. 'Enakaivo ea ka'ene 'Aveni jihuni ura ijí 'ararihaujija pu 'Aveni jihuni ura ijiru vwihane vejura. 
ROM.8.6	'Enajihuna'e ea ka'ene hahijihunijiru vwihaji'inijija pu kwamasahuna kaivo ea ka'ene Godoni 'Aveni jihunijino vwihaji'inijija mataume majama hihuna. 
ROM.8.7	'Enajihuna'e ea ka'ene hahijihunijiru vwihaji'inijija pu Godi senavura 'ee Godoni varapa hara pahijura'omo niho'o nija'ina'e areria pavehuna. 
ROM.8.8	Ea ka'ene sisei jihuni iraru hena vejujipo veje Godi niho'o teamahuna pana. 
ROM.8.9	'Enakaivo ja sisei jihuni hara pahiju. 'Enavo ja Godoni 'Aveni jihuni hari hiju. Ijihuni maijaho Godoni 'Avenijaho joni vaji hinu kaivo ea irara Keriso oni 'Avena paape'amajaho hu Huni ea pana. 
ROM.8.10	'Ene Kerisoho joni oja vaji hinu vo sisei jihuna'e joni hahijaho kwamasahuna. 'Enakaivo joni 'avenijaho majama hihuna. Ijihuni maijaho ja ni ariramaa rejara. 
ROM.8.11	'Ene Godoni 'Avena ka'ene Jesu vejume kwama 'urinajara joni oja vaji hi'amajaho ja kwamasahuna vo Hura vejume Jesu Keriso 'urina ja'ina'e Huni 'Avena ka'ene joni vaji hinujara venae ja 'u'o 'urihuna. 
ROM.8.12	'Enajihuna'e vwehu nune núni chimua namujihuna'e hahijara ura renuni 'unamijaho nú pahihuna. 
ROM.8.13	'Enajihuna'e ja hahijihuni ura ijí veji'i hi'avajaho ja kwamasahuna kaivo ja 'Avenijara ura renuja'ina'e hijujaho ja hahijara raka ka'ene venujaho 'aniu'e pa'arenujihuna'e ja majama hihuna. 
ROM.8.14	Ea iraharaha Godoni 'Avenijara urani'eju'e ojujija Godoni harihija. 
ROM.8.15	'Enajihuna'e ja 'avena ka'ene apejajaho kú'o 'uname va'e juvujihuni pwea re'irono apehuna pana. 'Enakaivo ja 'Avena ka'ene vena'e Godoni hariha rehuniji apejara'omo nú ivi'a Amo Amo 'wavu. 
ROM.8.16	Godoni 'Avenijara núni oja vamaa kamino Huhusu ija'ina 'warumu. Nú nimaa nimaa'e Godoni harihija 'úmu. 
ROM.8.17	Nú Godoni harihi jihuna'e Huni aachia 'ekahuna. 'Ene Jesunijaho nú pu pu'úmo ahuma 'ekahuna. Hu sisei hinaja'ina'e nú Hunijihuna'e sisei hi'ava jihuna'e nú pu pu'úmo túna'a núni pinana 'urihuna.
ROM.8.18	Ijihuni maijaho nara iviamaa sisei hijukaho iraka mamaa ka'ene túna'i rehuni jihuni manura vehuna areri pana. 
ROM.8.19	Uneunecha ka'ene Godira venajija vea ka'ene Godoni harihipo roe samaahirave kihunijara ura renae oja hiana'eju'e 'ajaha hiju. 
ROM.8.20	'Enajihuna'e uneunecha mapoka ka'ene iki mwe'i navujija sakarasahuni harura hari navu. 'Ene puni ura ijino sakarasahuna pana kaivo Hura siripama jihuna'e sakarasahu kaivo túna'i marasahuniji kavu. 
ROM.8.21	'Enajihuna'e uneunecha mapoka ka'ene iki mwe'i navujija sakarahuni harura hari navura'omo sakarahuni harurijaho pa'are'eje Godoni harihija pu'úmo mari'uvi'i hihuna. 
ROM.8.22	'Enajihuna'e uneunecha ka'ene iki mwe'i navujija areri napari hariha'e nahe'irono hahuna'e venuja'ina'e vena apene rouva'o iviamai ro 'e'unu. 
ROM.8.23	Mwe'a kakara huhusu 'ajaha nahuna pana 'avo nú 'u'o vea kaji 'ajaha hiji'i núni tatua amurijaho Godoni 'Avena ka'ene nú apejajina kaivo nú 'u'o hahuna veji'i Hura aheruve harihwaha'e rene 'ee núni haha hianiji 'eka ruva'amarono 'ajaha hiju. 
ROM.8.24	'Enajihuna'e nú raka ka'ene mai'o rehuniji nimaa rojajihuna'e nú maranúana. 'Enakaivo iraka ka'ene nú 'ajiha hijuji ni'ekujaho nú kú'o pa'ajiha hijura. 'Enakaivo ea irara raka ka'ene hu 'ajahaji kama apenajaho hu rakiji kú'o 'ajaha'e? 
ROM.8.25	'Enakaivo unenu'u pina ka'ene nú pakavi'inijihi 'ajaha hijujaho nú matauma 'ajaha hiju. 
ROM.8.26	'Enajihuna'e 'unama nikwinu'ina kajino Godoni 'Avenijara núra pivusahujaho ni'ajúhuna. Ijihuni maijaho nú siporua ichá'ina'e areri 'ohunijaho puruva retúuna. 'Eju'e Godoni 'Avenijara Huhusu núni siporua ira ka'ene emaa areri pa'wahunijino 'ohuna. 
ROM.8.27	Hu emaapuni ojijija tina ki parane 'ee Huni 'Aveni jihuni vwiha ijaho ka paranana. 'Enajihuna'e Hu Godoni ehijijihi puni siporua Godira ura renuja'ina'e 'onuna. 
ROM.8.28	Nú nihena kavu. Ea ka'ene Godi oja mahe 'ee Huni ura ijí ve'avarono iji pijihajija uneunecha maho'o ahuma rejujija Godira 'eke veju'e pua maranihuna'e venuna. 
ROM.8.29	Nitama mwe'a kakaho pavenani veijikano ea ka'ene Huni Harihiji vare'ina rehunijija Hu iji pijihana. 'Enajihuna'e Godoni Harihijaho vwehwaha kajihipuni Poka rehuna. 
ROM.8.30	Ea ka'ene Godira mwe'akaho mai'o pavenani veijino iji pijihajija Hu vejume pu ariramaa rejara 'ee 'u'o Hu venaume ea ka'ene arimaa'e rejajija vejume puni pinana 'urijara.
ROM.8.31	Uneunecha mavarasa'ina ka'ene ike 'waramakaho nú ichá'ina'e ijihuni maa ka'ene aririjaho 'wa'eja? Godi núnuna'i re'amajaho ea irarahara nú tanu'urú'ena? 
ROM.8.32	Godi ka'ene núnijihuna'e Huni Hariha pa'unasu'i kaivo ranavuma nú ea maho'o punijihuna'e roana. 'Enajihuna'e 'ú Hu uneunecha mapokakija pamavajú'ena? 
ROM.8.33	Irara ea ka'ene Godira iji pijúhajija nama'ena? Godira pu ariramaa 'iamu. 
ROM.8.34	'Ena'omo ea irara nú namu'ena? Jesu Kerisorane? Hu núnijihuna'e kwamane 'ee 'urinane 'ee Hu Godoni ija mana'inija'i asuma hine núni siporua 'onuna. 
ROM.8.35	Ea irara Kerisora oja ka'ene múhajaho ahau'ena? Nú sisea piunime sisei hine ea 'ahopo sise'i 'ahie ora vea rene maisu hine hami pahine erapo so'wi pijú'ava jarane? 
ROM.8.36	'Enajihuna'e Godoni ira vajaki vejajaho
ROM.8.36	Onijihuna'e nú veku veku 'anúue kwamasahu. Nú areri sipia 'ani'irono vejuja'ina'e 'ahúu 'úmana.
ROM.8.37	'Enakaivo Hura nú oja múhani vajijino nú uneunecha ikija maho'o asitaha parajara. 
ROM.8.38	'Enajihuna'e na niho'o nimaa rona parajujaho kwamasahuni jarana ho mai'o hijujarana ho 'ona oji'ina puna ho 'avena sisea puni harura puna ho unenu'u pina iviamaa navuji puna ho unenu'u pina túna'i mai'o rehuniji puna ho harura 'aho'a puna ho 
ROM.8.39	iki kahi ichutoi va'eja ho iki kami mwe'a vaji va'eja ho unenu'u pina ka'ene vejajara areri veje Godira oja ka'ene Jesu Keriso núni Natohwi jihuni vaji múhaji ahaahuna areri pana.
ROM.9.1	Na Keriso oni vaji nimaa'e 'waravu. Na ira'ata paapeju kaivo nuni vwiha ijaho Godoni 'Avenijara nimaa ve'eju'e 'waravu. 
ROM.9.2	Na nuni ehija ka'ene Jua 'wavujihi vwihaniujaho nuni ojijaho hianime 'ee niho'o ni'ima'ura temukivura. 
ROM.9.3	Nara iviamaa tinia ka'ene Keriso oni ea rene hijuji rana'ika'i kwahuni tinijino ruva'ujara veje vwehu nuna 'ee ehu nuna Keriso nimaa rohuna'e re'ipisa na ija'ina'e veju'u. 
