GEN.1.1	太初，上帝创造了天地。 
PSA.106.47	求你拯救我们，
PSA.106.47	从各国招聚我们，
PSA.106.47	使我们可以称谢你的圣名，
PSA.106.47	欢然赞美你。
PSA.106.48	愿万民都说：“阿们！”
PSA.106.48	你们要赞美耶和华！
PSA.107.1	你们要称谢耶和华，
PSA.107.1	因为祂是美善的；
PSA.107.1	祂的慈爱永远长存。
PSA.107.2+PSA.107.3	耶和华救赎的人，
PSA.107.2+PSA.107.3	就是祂从敌人手中救赎出来、
PSA.107.2+PSA.107.3	从东西南北招聚的人，
PSA.107.2+PSA.107.3	都要称谢祂。
PSA.107.4	他们在旷野中飘泊，居无定所，
PSA.107.5	又饥又渴，陷入绝境。
PSA.107.6	他们在危难中呼求耶和华，
PSA.107.6	祂就拯救他们脱离困境，
PSA.107.7	带领他们走直路，
PSA.107.7	到可居住的城邑。
PSA.107.8	他们当称谢耶和华的慈爱，
PSA.107.8	称谢祂为世人所行的奇事。
PSA.107.9	因为祂满足干渴的人，
PSA.107.9	以美食喂饱饥饿的人。
PSA.107.10	有些人坐在黑暗里，
PSA.107.10	在死亡的阴影下，
PSA.107.10	被铁链捆绑，
PSA.107.10	痛苦不堪。
PSA.107.11	因为他们违背上帝的话，
PSA.107.11	藐视至高者的旨意，
PSA.107.12	所以上帝用苦役使他们顺服，
PSA.107.12	他们跌倒也无人扶助。
PSA.107.13	于是，他们在患难中呼求耶和华，
PSA.107.13	耶和华就拯救他们脱离困境。
PSA.107.14	祂带领他们脱离黑暗和死亡的阴影，
PSA.107.14	断开他们的锁链。
PSA.107.15	他们当称谢耶和华的慈爱，
PSA.107.15	称谢祂为世人所行的奇事。
PSA.107.16	因为祂打碎了铜门，
PSA.107.16	砍断了铁闩。
PSA.107.17	有些人愚顽，
PSA.107.17	因自己的悖逆和罪恶而受苦，
PSA.107.18	食欲全消，几近死亡。
PSA.107.19	于是，他们在患难中呼求耶和华，
PSA.107.19	耶和华便拯救他们脱离困境。
PSA.107.20	祂一发令，就医治了他们，
PSA.107.20	救他们脱离死亡。
PSA.107.21	他们当称谢耶和华的慈爱，
PSA.107.21	称谢祂为世人所行的奇事。
PSA.107.22	他们当向祂献上感恩祭，
PSA.107.22	欢然歌颂祂的作为。
PSA.107.23	有些人乘船在汪洋大海上经商，
PSA.107.24	他们看见了耶和华的作为，
PSA.107.24	看见了祂在深海所行的奇事。
PSA.107.25	祂一声令下，
PSA.107.25	狂风大作，巨浪滔天。
PSA.107.26	他们的船只忽而被抛向半空，
PSA.107.26	忽而落入深渊，
PSA.107.26	他们吓得面无人色，
PSA.107.27	东倒西歪，如同醉汉，
PSA.107.27	束手无策。
PSA.107.28	于是，他们在患难中呼求耶和华，
PSA.107.28	耶和华便拯救他们脱离困境。
PSA.107.29	祂使狂风止息，海浪平静。
PSA.107.30	他们因风平浪静而欢喜，
PSA.107.30	祂带领他们到所向往的港湾。
PSA.107.31	他们当称谢耶和华的慈爱，
PSA.107.31	称谢祂为世人所行的奇事。
PSA.107.32	他们当在众人面前尊崇祂，
PSA.107.32	在众首领面前赞美祂。
PSA.107.33	祂使江河变成荒漠，
PSA.107.33	水泉变成干地，
PSA.107.34	叫沃土变成荒凉的盐碱地，
PSA.107.34	因为那里的居民邪恶。
PSA.107.35	祂叫荒漠水塘遍布，
PSA.107.35	使旱地甘泉涌流。
PSA.107.36	祂使饥饿的人住在那里，
PSA.107.36	建造可安居的城邑，
PSA.107.37	耕种田地，栽植葡萄园，
PSA.107.37	收成丰硕。
PSA.107.38	祂赐福给他们，
PSA.107.38	使他们人丁兴旺，
PSA.107.38	牲口有增无减。
PSA.107.39	后来他们在压迫、患难和痛苦的煎熬下人口减少，
PSA.107.39	地位卑下。
PSA.107.40	祂使贵族蒙羞受辱，
PSA.107.40	漂流在荒芜之地。
PSA.107.41	但祂搭救贫苦的人脱离苦难，
PSA.107.41	使他们家族兴旺，多如羊群。
PSA.107.42	正直人看见就欢喜，
PSA.107.42	邪恶人都哑口无言。
PSA.107.43	有智慧的人都当留心这些事，
PSA.107.43	思想耶和华的慈爱。
PSA.108.1	上帝啊！我的心坚定不移，
PSA.108.1	我要用心灵歌颂你。
PSA.108.2	琴瑟啊，弹奏吧，
PSA.108.2	我要唤醒黎明。
PSA.108.3	耶和华啊，我要在列邦称谢你，
PSA.108.3	在列国歌颂你。
PSA.108.4	因为你的慈爱广及诸天，
PSA.108.4	你的信实高达穹苍。
PSA.108.5	上帝啊，
PSA.108.5	愿你得到的尊崇超过诸天，
PSA.108.5	愿你的荣耀覆盖大地。
PSA.108.6	求你应允我们的祷告，
PSA.108.6	伸出右手帮助我们，
PSA.108.6	使你所爱的人获救。
PSA.108.7	上帝在祂的圣所说：
PSA.108.7	“我要欢然划分
PSA.108.9	我要把鞋扔给
PSA.108.9	我要在
PSA.108.10	谁能带我进入坚固的城池？
PSA.108.10	谁能领我到
PSA.108.11	上帝啊，你抛弃了我们吗？
PSA.108.11	上帝啊，你不再和我们的军队一同出战了吗？
PSA.108.12	求你帮助我们攻打仇敌，
PSA.108.12	因为人的帮助徒然无益。
PSA.108.13	我们依靠上帝才能取胜，
PSA.108.13	祂必把我们的敌人踩在脚下。
PSA.109.1	我所赞美的上帝啊，
PSA.109.1	求你不要沉默不语。
PSA.109.2	因为邪恶和诡诈的人开口攻击我，
PSA.109.2	用谎言毁谤我。
PSA.109.3	他们恶言恶语地围着我，
PSA.109.3	无缘无故地攻击我。
PSA.109.4	我爱他们，他们却控告我，
PSA.109.4	但我为他们祷告。
PSA.109.5	他们对我以恶报善，
PSA.109.5	以恨报爱。
PSA.109.6	求你差恶人攻击我的仇敌，
PSA.109.6	派人站在他右边控告他。
PSA.109.7	当他受审时，
PSA.109.7	愿他被判为有罪，
PSA.109.7	他的祷告也算为罪过。
PSA.109.8	愿他的年日短少，
PSA.109.8	愿别人取代他的职位。
PSA.109.9	愿他的孩子失去父亲，
PSA.109.9	妻子成为寡妇。
PSA.109.10	愿他的孩子流浪行乞，
PSA.109.10	被赶出自己破败的家。
PSA.109.11	愿债主夺取他所有的财产，
PSA.109.11	陌生人抢走他的劳动成果。
PSA.109.12	愿无人向他施恩，
PSA.109.12	无人同情他的孤儿。
PSA.109.13	愿他断子绝孙，
PSA.109.13	他的姓氏传不到下一代。
PSA.109.14	愿耶和华记住他祖辈的罪恶，
PSA.109.14	不除去他母亲的罪过。
PSA.109.15	愿耶和华永不忘记他的罪恶，
PSA.109.15	把他从世上铲除。
PSA.109.16	因为他毫无仁慈，
PSA.109.16	迫害困苦、贫穷和伤心的人，
PSA.109.16	置他们于死地。
PSA.109.17	他喜欢咒诅人，
PSA.109.17	愿咒诅临到他；
PSA.109.17	他不喜欢祝福人，
PSA.109.17	愿祝福远离他。
PSA.109.18	他咒诅成性，
PSA.109.18	愿咒诅如水侵入他的身体，
PSA.109.18	如油浸透他的骨头。
PSA.109.19	愿咒诅不离其身，
PSA.109.19	如同身上的衣服和腰间的带子。
PSA.109.20	愿耶和华这样报应那些诬告我，
PSA.109.20	以恶言攻击我的人。
PSA.109.21	主耶和华啊，
PSA.109.21	求你因自己的名恩待我，
PSA.109.21	因你的美善和慈爱拯救我。
PSA.109.22	因为我贫穷困苦，
PSA.109.22	内心饱受创伤。
PSA.109.23	我像黄昏的日影一样消逝，
PSA.109.23	如蝗虫一般被抖落。
PSA.109.24	禁食使我双腿发软，
PSA.109.24	瘦骨嶙峋。
PSA.109.25	仇敌都嘲笑我，
PSA.109.25	他们看见我就连连摇头。
PSA.109.26	我的上帝耶和华啊，
PSA.109.26	求你帮助我，施慈爱拯救我，
PSA.109.27	让他们都看见这是你耶和华的作为。
PSA.109.28	任凭他们咒诅吧，
PSA.109.28	你必赐福给我。
PSA.109.28	攻击我的人必蒙羞，
PSA.109.28	你的仆人必欢喜。
PSA.109.29	愿诬告我的人满面羞辱，
PSA.109.29	无地自容。
PSA.109.30	我要竭力颂扬耶和华，
PSA.109.30	在众人面前赞美祂。
PSA.109.31	因为祂保护贫穷的人，
PSA.109.31	拯救他们脱离置他们于死地的人。
PSA.110.1	耶和华对我主说：
PSA.110.1	“你坐在我的右边，
PSA.110.1	等我使你的仇敌成为你的脚凳。”
PSA.110.2	耶和华必从
PSA.110.2	你必统管你的仇敌。
PSA.110.3	你跟仇敌作战的时候，
PSA.110.3	你的百姓必甘心跟从，
PSA.110.3	他们衣着圣洁，
PSA.110.3	如清晨的甘露。
PSA.110.4	耶和华起了誓，永不反悔，
PSA.110.4	祂说：“你照
PSA.110.5	主在你身旁保护你，
PSA.110.5	祂发怒的时候，必毁灭列王。
PSA.110.6	祂要审判列国，
PSA.110.6	使列国尸横遍野。
PSA.110.6	祂要毁灭世上的首领。
PSA.110.7	祂要喝路旁的溪水，
PSA.110.7	祂必精神抖擞。
PSA.111.1	你们要赞美耶和华！
PSA.111.1	在正直人的大会中，
PSA.111.1	我要全心全意地称谢耶和华。
PSA.111.2	耶和华的作为伟大，
PSA.111.2	所有喜欢的人都必思想。
PSA.111.3	祂的作为荣耀威严，
PSA.111.3	祂的公义永远长存。
PSA.111.4	祂的奇妙作为令人无法忘怀。
PSA.111.4	耶和华充满怜悯和恩惠。
PSA.111.5	祂赐下粮食给那些敬畏祂的人，
PSA.111.5	祂永不忘记自己的约。
PSA.111.6	祂向自己的子民彰显大能，
PSA.111.6	把列国的土地赐给他们。
PSA.111.7	祂凭信实和公正行事，
PSA.111.7	祂的法则可靠，
PSA.111.8	是凭信实和正直赐下的，
PSA.111.8	存到永永远远。
PSA.111.9	祂救赎了自己的子民，
PSA.111.9	立了永远的约，
PSA.111.9	祂的名神圣可畏。
PSA.111.10	智慧始于敬畏耶和华，
PSA.111.10	遵行祂命令者皆明睿。
PSA.111.10	祂永远当受赞美。
PSA.112.1	你们要赞美耶和华！
PSA.112.1	敬畏耶和华、乐于遵行祂命令的人有福了！
PSA.112.2	他的子孙在世上必兴盛，
PSA.112.2	正直人的后代必蒙福。
PSA.112.3	他的家财丰厚，
PSA.112.3	他的公义永存。
PSA.112.4	黑暗中必有光照亮正直人，
PSA.112.4	照亮有恩慈、好怜悯、行公义的人。
PSA.112.5	慷慨借贷，
PSA.112.5	行事公正的人必亨通。
PSA.112.6	他必永不动摇，
PSA.112.6	义人必永远蒙眷顾。
PSA.112.7	他不怕恶讯，
PSA.112.7	他坚定地信靠耶和华。
PSA.112.8	他心里镇定自若，毫不害怕，
PSA.112.8	他终必战胜仇敌。
PSA.112.9	他慷慨施舍，周济穷人；
PSA.112.9	他的仁义永远长存；
PSA.112.9	他必充满力量，得享尊荣。
PSA.112.10	恶人见状，必然恼怒，
PSA.112.10	咬牙切齿，气绝身亡。
PSA.112.10	恶人的盼望必破灭。
PSA.113.1	你们要赞美耶和华！
PSA.113.1	耶和华的仆人啊，
PSA.113.1	你们要赞美，赞美耶和华。
PSA.113.2	愿耶和华的名受称颂，
PSA.113.2	从现在直到永远！
PSA.113.3	从日出之地到日落之处，
PSA.113.3	普世都应当赞美耶和华。
PSA.113.4	耶和华高居万国之上，
PSA.113.4	祂的荣耀高过诸天。
PSA.113.5	谁能与我们的上帝耶和华相比？
PSA.113.5	祂坐在至高之处，
PSA.113.6	俯视诸天和大地。
PSA.113.7	祂从灰尘中提拔贫穷人，
PSA.113.7	从粪堆中擢升困苦人，
PSA.113.8	使他们与王子同坐，
PSA.113.8	与本国的王子同坐。
PSA.113.9	祂赐给不育的妇人儿女，
PSA.113.9	使她们成为快乐的母亲。
PSA.113.9	你们要赞美耶和华！
PSA.114.3	大海看见他们就奔逃，
PSA.114.4	大山如公羊一般跳跃，
PSA.114.4	小山像羊羔一样蹦跳。
PSA.114.5	大海啊，你为何奔逃？
PSA.114.6	大山啊，你为何如公羊一般跳跃？
PSA.114.6	小山啊，你为何像羊羔一样蹦跳？
PSA.114.7	大地啊，你要在主面前，
PSA.114.7	在
PSA.114.8	因为祂使磐石变成水池，
PSA.114.8	使岩石涌出泉水。
PSA.115.1	耶和华啊，
PSA.115.1	不要将荣耀归于我们，
PSA.115.1	不要归于我们。
PSA.115.1	愿荣耀归于你的名，
PSA.115.1	因为你慈爱、信实！
PSA.115.2	为何让列国说
PSA.115.2	“他们的上帝在哪里”？
PSA.115.3	我们的上帝高居在天，
PSA.115.3	按自己的旨意行事。
PSA.115.4	他们的神像不过是人用金银造的。
PSA.115.5	它们有口不能言，有眼不能看，
PSA.115.6	有耳不能听，有鼻不能闻，
PSA.115.7	有手不能摸，有脚不能走，
PSA.115.7	有喉咙也不能发声。
PSA.115.8	那些制造它们、信靠它们的人也会和它们一样。
PSA.115.9	祂是你们的帮助，
PSA.115.9	是你们的盾牌。
PSA.115.10	祂是你们的帮助，
PSA.115.10	是你们的盾牌。
PSA.115.11	敬畏耶和华的人啊，要信靠祂！
PSA.115.11	祂是你们的帮助，
PSA.115.11	是你们的盾牌。
PSA.115.12	耶和华眷顾我们，赐福给我们。
PSA.115.12	祂要赐福给
PSA.115.12	赐福给
PSA.115.13	耶和华要赐福给一切敬畏祂的人，
PSA.115.13	不分尊贵卑贱。
PSA.115.14	愿耶和华使你们和你们的后代人丁兴旺！
PSA.115.15	愿创造天地的耶和华赐福给你们！
PSA.115.16	高天属于耶和华，
PSA.115.16	但祂把大地赐给了世人。
PSA.115.17	死人不能歌颂耶和华，
PSA.115.17	下到坟墓的人不能赞美祂。
PSA.115.18	但我们要赞美耶和华，
PSA.115.18	从现在直到永远。
PSA.115.18	你们要赞美耶和华！
PSA.116.1	我爱耶和华，
PSA.116.1	因为祂垂听了我的呼求和祷告。
PSA.116.2	因为祂垂听我的祈求，
PSA.116.2	我一生都要向祂祷告。
PSA.116.3	死亡的绳索缠绕我，
PSA.116.3	阴间的恐怖笼罩我，
PSA.116.3	我被困苦和忧愁淹没。
PSA.116.4	于是，我求告耶和华，
PSA.116.4	说：“耶和华啊，求你拯救我。”
PSA.116.5	耶和华仁慈、公义，
PSA.116.5	我们的上帝充满怜悯。
PSA.116.6	耶和华保护心地单纯的人，
PSA.116.6	危难之时祂救了我。
PSA.116.7	我的心啊，再次安宁吧，
PSA.116.7	因为耶和华恩待你。
PSA.116.8	祂救我的性命脱离死亡，
PSA.116.8	止住我眼中的泪水，
PSA.116.8	使我双脚免于滑倒。
PSA.116.9	我要在世上事奉耶和华。
PSA.116.10	我相信，所以才说：
PSA.116.10	“我受尽了痛苦。”
PSA.116.11	我曾惊恐地说：
PSA.116.11	“人人都说谎。”
PSA.116.12	我拿什么报答耶和华赐给我的一切恩惠呢？
PSA.116.13	我要为耶和华的拯救之恩而举杯称颂祂的名。
PSA.116.14	我要在耶和华的子民面前还我向祂许的愿。
PSA.116.15	耶和华的眼目顾惜祂圣民的死亡。
PSA.116.16	耶和华啊！我是你的仆人，
PSA.116.16	是你的仆人，是你婢女的儿子。
PSA.116.16	你除去了我的锁链。
PSA.116.17	我要向你献上感恩祭，
PSA.116.17	呼求你的名。
PSA.116.18+PSA.116.19	我要在
PSA.116.18+PSA.116.19	在耶和华的殿中，
PSA.116.18+PSA.116.19	在耶和华的子民面前还我向祂许的愿。
PSA.116.18+PSA.116.19	你们要赞美耶和华！
PSA.117.1	万国啊，你们要赞美耶和华！
PSA.117.1	万民啊，你们要颂赞祂！
PSA.117.2	因为祂对我们的慈爱是何等深厚，
PSA.117.2	祂的信实永远长存。
PSA.117.2	你们要赞美耶和华！
PSA.118.1	你们要称谢耶和华，
PSA.118.1	因为祂是美善的，
PSA.118.1	祂的慈爱永远长存。
PSA.118.2	愿
PSA.118.2	“祂的慈爱永远长存。”
PSA.118.3	愿
PSA.118.3	“祂的慈爱永远长存。”
PSA.118.4	愿那些敬畏耶和华的人说：
PSA.118.4	“祂的慈爱永远长存。”
PSA.118.5	我在苦难中求告耶和华，
PSA.118.5	祂就答应我，救我脱离困境。
PSA.118.6	有耶和华与我同在，
PSA.118.6	我必不惧怕，
PSA.118.6	人能把我怎么样？
PSA.118.7	耶和华与我同在，帮助我，
PSA.118.7	我必看见那些恨我的人一败涂地。
PSA.118.8	投靠耶和华胜过倚靠人。
PSA.118.9	投靠耶和华胜过倚靠权贵。
PSA.118.10	列国围住我，
PSA.118.10	但我靠着耶和华消灭了他们。
PSA.118.11	他们四面围住我，
PSA.118.11	但我靠着耶和华消灭了他们。
PSA.118.12	他们如蜜蜂围住我，
PSA.118.12	然而他们必像燃烧的荆棘，
PSA.118.12	转瞬消逝；
PSA.118.12	我靠着耶和华必消灭他们。
PSA.118.13	我受到猛烈的攻击，
PSA.118.13	几乎要倒下了，
PSA.118.13	但耶和华帮助了我。
PSA.118.14	耶和华是我的力量，
PSA.118.14	是我的诗歌；
PSA.118.14	祂拯救了我。
PSA.118.15	义人的帐篷里传出胜利的欢呼声：
PSA.118.15	“耶和华伸出右手施展了大能！
PSA.118.16	耶和华高举右手，
PSA.118.16	耶和华的右手施展了大能！”
PSA.118.17	我必不至于死，
PSA.118.17	我要活着，
PSA.118.17	并要述说耶和华的作为。
PSA.118.18	耶和华虽然重重地惩罚我，
PSA.118.18	却没有置我于死地。
PSA.118.19	给我打开圣殿的门吧，
PSA.118.19	我要进去称谢耶和华。
PSA.118.20	这是耶和华的门，
PSA.118.20	义人都可以进去。
PSA.118.21	耶和华啊！我称谢你，
PSA.118.21	因为你听了我的祷告，
PSA.118.21	拯救了我。
PSA.118.22	工匠丢弃的石头已成了房角石。
PSA.118.23	这是耶和华的作为，
PSA.118.23	在我们看来奇妙莫测。
PSA.118.24	这是耶和华得胜的日子，
PSA.118.24	我们要欢喜快乐。
PSA.118.25	耶和华啊，求你拯救我们；
PSA.118.25	耶和华啊，求你使我们亨通。
PSA.118.26	奉耶和华之名而来的当受称颂！
PSA.118.26	我们要在耶和华的殿中祝福你们。
PSA.118.27	耶和华是上帝，
PSA.118.27	祂的光照亮我们。
PSA.118.27	要用绳索拴住祭牲，
PSA.118.27	牵到祭坛的角那里。
PSA.118.28	你是我的上帝，我要称谢你；
PSA.118.28	你是我的上帝，我要尊崇你。
PSA.118.29	你们要称谢耶和华，
PSA.118.29	因为祂是美善的，
PSA.118.29	祂的慈爱永远长存。
PSA.119.1	行为正直、遵行耶和华律法的人有福了！
PSA.119.2	遵守祂的法度、全心寻求祂的人有福了！
PSA.119.3	他们不做不义的事，
PSA.119.3	只照祂的旨意而行。
PSA.119.4	耶和华啊，你已经赐下法则，
PSA.119.4	叫我们竭力遵行。
PSA.119.5	我渴望坚定地遵从你的律例。
PSA.119.6	我重视你的一切命令，
PSA.119.6	便不致羞愧。
PSA.119.7	我学习你公义的法令时，
PSA.119.7	要存着正直的心来称谢你。
PSA.119.8	我要遵守你的律例，
PSA.119.8	求你不要弃绝我。
PSA.119.9	青年如何保持纯洁呢？
PSA.119.9	就是要遵守你的话。
PSA.119.10	我全心全意地寻求你，
