GEN.1.1	Uniotabakin ka Nukën 'Ibu Diosan uniokëxa, naíkamë 'ëo 'imainun me. 
LUK.17.32	Caxu bësuquin isi cara Lotnën xanu uisai 'iacëxa quixun camina manuquinma sinánti 'ain. 
LUK.17.33	Uix cara aín cuëëncësa oquin 'ai ënë nëtënu upitax tsótishi sinania ax ca Nucën Papa Diosnan 'itima 'icën. Usa 'aínbi ca uinu 'icë unin cara ënë nëtënushi upitax tsóti sinánquinma 'ëx quicësabi oquin 'aia ax ainan 'aish Nucën Papa Diosan nëtënu abë 'iti 'icën.
LUK.17.34	'Ën cana mitsu cain, 'ëx ucëbë ca ësai 'iti 'icën: a imë́a rabë́ uni anu 'uxtinu racácë, achúshi 'ëbëa 'inun bicë ca achúshi anubi ëncë 'iti 'icën. 
LUK.17.35	Usaribiti ca rabë́ xanúxa ñu rëni tsócë, achúshi 'ëbëa 'inun bimainun achúshi anubi ëncë 'iti 'icën. 
LUK.17.36	'Imainun ca rabë́ unían aín naënuxun ñu mëëia achúshi 'ëbëa 'inun bimainun ca achúshi anubi ëncë 'iti 'icën.
LUK.17.37	Cacëxun ca aín 'unánmicë unicaman Jesús ñucáquin cacëxa:
LUK.17.37	—¿Uinuax cara usai 'iti 'ic?
LUK.17.37	Quia ca Jesusan cacëxa:
LUK.17.37	—Unix ca quia, uinu cara ñuina bamacë 'icë anu ca xëtë cëñúbuti 'icën. Usai ca 'iti 'icën.
LUK.18.1	Aín unix ca atsani, abë cana banatisama tani quixun sinanima, nëtë camabi Nucën Papa Diosbë banati 'icë quixun 'unánmiquin ca bana itsi ñuicësoquin, 
LUK.18.2	Jesusan ësaquin aín 'unánmicë unicama cacëxa:
LUK.18.2	—Ënëx ca ësa 'icën. Achúshi ëmanu 'icë uni an ca amia uni itsi manáncëxunbi 'aquinsama tanan Nucën Papa Diosmi sináncëma 'ianan unicamaribi sinánquin 'aquincëma 'iaxa. 
LUK.18.3	'Imainun ca a ëmanu 'icë xanu achúshi casunamëcë, an a uninu cuanquin —'ë ubíoxunma 'anun camina axa 'ëmi nishcë uni cati 'ai —quixun caxa. 
LUK.18.4	Usaquian cacëxunbi ca 'itsa nëtën cuashiquin 'aquincëma 'icën. 'Itsa nëtën cuashitancëxun ca ësaquin sinánxa, —'ëx cana Nucën Papa Diosmi sináncëma 'ianan unicamaribi sináncëma 'ain. 
LUK.18.5	Usa 'ixunbi cana ënë casunamëcë xanúan 'ë ubíoxunma 'anun, an 'ë cacësabi oquin 'axunti 'ain. Usaquin 'acëma 'aish cana 'ëa ubíocëx 'aisamaira atsánti 'ain.
LUK.18.6	Usaquin catancëxun ca ësaquinribi Nucën 'Ibu Jesusan cacëxa:
LUK.18.6	—An amia uni itsi manáncëxunbi a xanu 'aquinsama tancë uni a 'ën mitsu ñuixuncë ax aín sinan upíma 'aíshbia quicë bana, a camina sinánti 'ain. 
LUK.18.7	¿An usaquin 'acë 'ain cara Nucën Papa Diosan axa ainan 'inúan an caíscë aín unicama an nëtë́nbi, imë́bi a ñucácë, acama bërúanquin 'aquintima 'ic? ¿Cara 'aquinquinma tënánpati 'ic? Usama ca. 
LUK.18.8	'Ën cana mitsu cain, ca asérabi bënë́nquinshi acama 'aquinti 'icën. ¿Usa 'aínbi carana uni 'inux Nucën Papa Diosnuax uá 'aish anu cuantancëx, 'ëx utëcënquin, unicama asérabi 'ëmi sinani 'ëmi catamëtia isti 'ain? Uisai cara 'iti 'icë quixun cana isti 'ain.
LUK.18.9	Uni raírinëxa —nuxbi cananuna Nucën Papa Dios quicësabi oi 'i —quixun sinani raíri unicama timai atumi nishia 'unánquin ca Jesusan bana itsi ñuicësoquin ësoquin cacëxa: 
LUK.18.10	—Uni rabëtax ca Nucën Papa Diosbë banai anuxun a rabiti xubunu cuanxa. Achúshinëxa fariseo uni 'imainun ca bëtsix an 'apu buánmiti curíqui bicë uni 'iaxa. 
LUK.18.11	Cuanx, nitsax abë banaquin ca fariseo unin ësaquin Nucën Papa Dios caxa: Nucën Papa Dios, 'ëx uni raírisama 'ixun cana mi, asábi ca cain. Raírinëx ca an uni paránquin aín curíqui bicë uni 'imainun upí sinánñuma uni 'imainun aín xanuma 'aínbia uni itsin xanubë 'icë uni, usa 'icën. Usa unicama 'aisama 'aínbi cana 'ëx usai 'ima. An 'apu buánmiti curíqui bicë, ënë uníxribia 'aisama 'aínbi cana 'ëx usai 'iman. 
LUK.18.12	'Ëx cana camabi semana rabë́ nëtën pima samatin. 'Ën ñu mëëquin bicë curíquia mëcën rabë́ 'icëbi cana acama mësú, décima parte, a anuxun Nucën Papa Dios rabiti xubunu buánquin, sacerdote 'inanin. 
LUK.18.13	Fariseo uníxa usai quimainun ca an 'apu buánmiti curíqui bicë unin, 'uri niracëti manámi bësuima meuishi bësui, masá nuituquin aín nuitu mëëi abë banaquin, —Nucën Papa Dios, 'ëx 'uchañu 'icë camina 'ë nuibaquin 'ën 'uchacama 'ë tërë́nxunti 'ai —quixun caxa. 
LUK.18.14	Usa 'ain cana mitsu cain, fariseo unima, bëtsi uni a usaquin cacëxun aín 'uchacama tërë́ncë, ax ca aín xubunu cuani Nucën Papa Diosan iscëx upí 'iaxa. Usaribiquin ca an rabíquin —'ëx cana bëtsi unibëtan sënë́nma 'ai —quixun sináncë uni a Nucën Papa Diosan aín uni raíribëtan sënë́nmara 'imiti 'icën. 'Imainun ca axa rabícëma uni a cuni Nucën Papa Diosan cha 'imiti 'icën.
LUK.18.15	Usa 'ain ca ainsa sinánxunquin ramënun quixun tuáratsucama Jesúsnu bëcancëxa. Bëia isquin ca Jesusan 'unánmicë unicaman an bëcëcama ñu caquin, —tuá xuracama ënu bëxunma ca buántan —quixun cacëxa. 
LUK.18.16	Caiabi ca Jesusan cacëxa:
LUK.18.16	—Cuantánun caxunma ca tuá xuracama 'ënua unun ën. 'Ëmi catamëtia Nucën Papa Diosan ainan 'imicë unicamax ca ënë tuá xuracamasaribi 'icën. 
LUK.18.17	Asérabi cana 'ën mitsu cain, uix cara tuá xuratsua an a bërúancë unimi catamëcësa usaribiti 'ëmi catamëcëma 'icë ax ca Nucën Papa Diosnan 'itima 'icën.
LUK.18.18	Aín cushi uni achúshinën ca Jesús ësoquin cacëxa:
LUK.18.18	—Mix camina asérabi upí uni 'ain. Usa 'ixun camina 'ë ñuixunti 'ain, ¿'ëx nëtë́timoi Nucën Papa Diosan nëtënu abë 'inuxun carana añu 'ati 'ai? quixun.
LUK.18.19	Ñucácëxun ca Jesusan cacëxa:
LUK.18.19	—¿Uisati caramina 'ëx isana upí 'ai quixun 'ë cain? Uinu 'icë uníxbi ca upíma 'icën. Nucën Papa Diosaxëshi ca asérabi upí 'icën. 
LUK.18.20	Uisai cara aín bana cuënëo quia quixun camina 'unanin. Ca quia: “Uni itsin xanubë camina 'itima 'ain. Uni camina 'atima 'ain. Uni itsin ñu camina mëcamatima 'ain. Camina bëtsi unimi cëmëi manántima 'ain. Min papa, min titan bana camina upí oquin cuaquin tanti 'ain”.
LUK.18.21	Usaquian cacëxun ca aín cushi unin cacëxa:
LUK.18.21	—Chamaratsu 'aíshbi minmi 'ë cacë banacama quicësabi oi 'iá 'aish cana usabii 'in.
LUK.18.22	Cacëxun cuaquin ca Jesusan cacëxa:
LUK.18.22	—Usari camina 'in. 'Ixunbi camina achúshi ñuishi 'acëma 'ain. Cuanxun camina min ñucama maruquin curíqui bixun ñuñuma unicama 'inánti 'ain. Usotancëx camina ñuñushi 'iti sinanima 'ëmi sinani 'ëbë cuani uti 'ain. Usaquin 'atancëx camina Nucën Papa Diosan nëtënu 'ianan usaquin 'acë cupí anuax cuëëinra cuëënti 'ain.
LUK.18.23	Usaquian Jesusan cacëxun cuati ca aín ñua 'itsaira 'ain, a uni masá nuituti utë́nbuacëxa. 
LUK.18.24	Utë́nbutia isquin ca Jesusan cacëxa:
LUK.18.24	—'Aisamaira ñuñu unix ca ainan 'iti 'aíshbi ñuñu 'itishi sinani Nucën Papa Diosnan 'itima 'icën. 
LUK.18.25	Camello, ax ca chaira 'aish, xumuxan quini chamaratsu 'ain, anun atsínquiantima 'icën. A ñuina chaxa a quinin atsíncasmacësamaira oi ca 'aisamaira ñuñu unix Nucën Papa Diosnan 'itima 'icën.
LUK.18.26	Usai quia cuaquin ca anu 'icë unicaman cacëxa:
LUK.18.26	—Asérabi a bana 'ain ca ui uníxbi Nucën Papa Diosnan 'inux ië́tima 'icën.
LUK.18.27	Cacëxun ca Jesusan cacëxa:
LUK.18.27	—Axbi ië́tisama 'icëbi ca Nucën Papa Diosan usa uniribi ië́miti 'icën.
LUK.18.28	Usaquian atu cacëxun ca Pedronën Jesús cacëxa:
LUK.18.28	—Nun xubucama 'imainun nun ñu camabi cananuna mibë ninuxun ëan.
LUK.18.29	Cacëxun ca Jesusan aín 'unánmicë unicama cacëxa:
LUK.18.29	—Asérabi cana 'ën mitsu cain, uinu 'icë unin cara camabi uníxa 'ëmi catamëti Nucën Papa Diosnan 'inun 'aquinuxun, aín xubu, aín xucë́antu, aín papa, aín tita, aín xanu, aín bëchicëcama ëbianxa, 
LUK.18.30	a unix ca a ëncë ñuñu 'icësamaira oi ñuñu 'iti 'icën. Usai 'ianan ca Nucën Papa Diosan nëtënu 'aish abë nëtë́timoi 'iti 'icën.
LUK.18.31	Bain cuanquin ca 'itsa uni anu 'aínbi Jesusan aín 'unánmicë unicama abëa ninun quixun cuënbianquin cacëxa:
LUK.18.31	—Bërí cananuna Jerusalénu cuanin. Cuanx bëbaxnu anu 'ain ca an Nucën Papa Dios quicë bana uni ñuixuncë unían 'ë ñui quiásabi oi 'iti 'icën. 
LUK.18.32	Judíos unibunën ca judíosma unibunëan binun 'ë 'inánti 'icën. 'Ináncëxun bixun ca 'ëmi cuaiquin bëtsi bëtsi onan 'ë tushucati 'icën. 
LUK.18.33	Usoquin bëtsi bëtsi oquin mëëtancëxuan 'acëx cana bamatancëx rabë́ nëtë 'iónxa pëcaracëbë baísquiti 'ain.
LUK.18.34	Jesusan usaquin cacëxunbi ca aín 'unánmicë unicaman uisai cara quia quixun cuama 'icën. Uisai qui cara usai quia quixunbi ca 'unánma 'icën.
LUK.18.35	Cuanía Jericó ëma 'urama 'ain ca bëxuñu uni achúshi bai amo anuxun uni curíqui ñucátinu tsoócëxa. 
LUK.18.36	Tsóxunbi ca 'aisamaira unían ratábiancëxun cuaquin —¿añu ñu cat? ¿Uisai caina 'icanin? —quixun unicama ñucácëxa. 
LUK.18.37	Ñucácëxun ca cacancëxa:
LUK.18.37	—Nazaretnu 'icë uni, Jesús, ax ca uaxa, a cënë cuania.
LUK.18.38	Usai quia cuati cuëníshquin ca cacëxa:
LUK.18.38	—Jesús, Davitan rëbúnqui, nuibaquin ca 'ë 'aquin.
LUK.18.39	Usaía quia oquin ca ax paían rëcuë́nquiani cuancë unicaman banaxma isa nëtë́nun quixun cacëxa. Cacëxbi ca nëtëtima axa 'icësamaira oi munuma cuëníshtëcëni quiacëxa:
LUK.18.39	—Davitan rëbúnqui, nuibaquin ca 'ë 'aquin.
LUK.18.40	Usaía quia cuati niracëquin ca Jesusan —'ënua unun ca bët —quixun anu 'icë unicama cacëxa. Cacëx aia ca Jesusan ñucáquin cacëxa: 
LUK.18.41	—¿'Ën mi uisoti caina cuëënin?
LUK.18.41	Cacëxun ca cacëxa:
LUK.18.41	—Isnunmi 'ë bëpë́xcuti cana cuëënin.
LUK.18.42	Cacëxun ca Jesusan cacëxa:
LUK.18.42	—Ca bëpë́quit. 'Ën mi bëpë́xcuti sinani 'ëmi catamëti camina bëpë́xcüan.
LUK.18.43	Usaquian cacëxëshi ca bëpë́xcüacëxa. Bëpë́xcucëxun isi cuëënquiani ca Nucën Papa Dios rabibiani Jesúsbë cuancëxa. Jesusan a uni bëpë́xcutia isquin ca anu 'icë unicamanribi Nucën Papa Dios rabiacëxa.
LUK.19.1	Anu bëbaquiani ca Jesús Jericó ëma 'uramaquiani cuancëxa. 
LUK.19.2	Usaía Jesús cuancëbëbi ca a ëmanu 'icë uni achúshi Zaqueo caquin anëcë anu 'iacëxa. Ax ca an 'apu buánmiti curíqui bicë unicaman cushi 'ianan 'itsaira curíquiñu 'iacëxa. 
LUK.19.3	Usa 'ixun ca uisa cara Jesús 'icë quixun istisa tanquinbi mëtúra 'ixun 'aisamaira unían tsitsíruxun bëpáncëbëtan iscasmacëxa. 
LUK.19.4	Usaquin iscasmati, abáquiani cuanx ca achúshi i, sicómoro cacë, bai anúan Jesús uti amoa 'icë anu ronruacëxa. 
LUK.19.5	Usaía anu 'icë ca Jesusan anun cuanquin manámi bësuquinbi mëraquin ësaquin cacëxa:
LUK.19.5	—Zaqueo, bënëtishi ca 'ibúcuatsini ut. Bërí cana min xubunu 'i mibë cuainsa tanin.
LUK.19.6	Usaquian cacëxëshi chuámarua tani bënëtishi 'ibúquin ca Zaqueonën aín xubunu buánuxun Jesús biacëxa. 
LUK.19.7	Usaria isquin ca uni raíricaman —'uchañu unin xubunu ca Jesús 'icuania —quixun ñuiacëxa. 
LUK.19.8	Usa 'ain ca manámi chairuquin Zaqueonën Jesús cacëxa:
LUK.19.8	—'Ën cana mi cain, bërí cana 'ën curíquicama mësú usaribi 'ënan 'inun bianan usaribi ñuñuma unicama 'inani cuanin. 'Inánan cana 'ën aín curíqui mëcama uni, 'ën ainan mëcama inumiquin rabë́ 'imainun rabë́ oquin 'inánti 'ain.
LUK.19.9	Cacëxun ca Jesusan cacëxa:
LUK.19.9	—Bërí ca ënë xubunu 'icë unicama 'ëmi catamëcë 'aish Nucën Papa Diosnan 'inux ië́ti 'icën, ënë uníxribia Abrahamnën rëbúnqui 'ain. 
LUK.19.10	'Uchañu unicama ainanma 'icëbi aín 'ucha tërë́ncë 'ianan ainan 'inun ië́minux, cana Nucën Papa Diosnuax uni 'inux uacën.
LUK.19.11	Usa 'ain ca Jesusan Zaqueo caia cuaquin, Jerusalén 'urama 'ain, abë 'icë unicaman sináncëxa, —Jerusalénu bëbatancëx ca Nucën Papa Diosan 'imicëx Jesúsëshi judíos unibunën 'apu 'iti 'icë —quixun. 
LUK.19.12	Atúan usoquin sinania 'unánquin ca acaman cuamainun, bana itsi ñuicësoquin Jesusan ësaquin cacëxa:
LUK.19.12	—Ësa ca. Achúshi uni, 'apun rëbúnqui, an ca aín menu 'icë unicaman cushi 'iisa tanquin bëtsi menu 'icë 'apu cha anu cuanxun, a 'apu 'iminun quixun catancëx utëcënti sinánxa. 
LUK.19.13	Sinántancëxun aín uni mëcën rabë́ camicëx ucë ca achúshi achúshi curíqui achúshi 'aíshbi 'itsa cupícë, camabi sënë́n 'inánxa. 'Inánquin, —'ëx utëcëntamainun camina ënë curíquinën ñu bitancëxun maruquin curíqui bitëcënti 'ai —quixun caxa. 
LUK.19.14	Usaquin catancëxa cuanbi ca a menu 'icë unicama ami nishcë 'ixun, —a uni cananuna nun 'apu 'iti cuëënima —quixuan 'apu catánun quixun uni xuquin camiaxa. 
LUK.19.15	Usa 'aínbi ca 'apun, ax paían cuancë uni abi aín menu 'icë unicaman 'apu 'imiaxa. 'Imicëx ca aín menu utëcëanxa. Ai bëbaquin ca uiti curíqui cara biaxa quixun 'unántisa tanquin a curíqui 'inánbiancë unicama camiaxa. 
LUK.19.16	Camicëxa anpan ucë an ca aín 'apu caxa:
LUK.19.16	—Min curíqui anun ñu bixun maruquin cana mëcë́n rabë́ sënën 'inun curíqui bian. 
LUK.19.17	Cacëxun ca 'apun caxa: Upí oquin camina 'ën curíquinën ñu 'an. 'Itsairamashi 'aínbimi a curíquinën upí oquin 'acë cupí camina mëcën rabë́ ëmanu 'icë unicaman cushi 'iti 'ain. 
LUK.19.18	Bëtsíxribi uquin ca caxa: Min curíqui anun ñu bixun maruquin cana mëcën achúshi sënën 'inun curíqui bian. 
LUK.19.19	Cacëxun ca 'apun caxa: Mix camina mëcën achúshi ëmanu 'icë unicaman cushi 'iti 'ain. 
LUK.19.20+LUK.19.21	Cacëbë uquin ca bëtsínribi caxa: Mixmi unimi nishcësa 'icë cana mi 'unan. Uni itsin ñu 'apámitancëxun camina a bimi mináinshi 'inun min unicama bimin. Usa 'ain cana mimi racuë́quin, pañunan rabúnxun, min curíqui ami 'ë 'ináncë, a nan. A cënë 'icën. 
LUK.19.22	Cacëxun ca aín 'apun caxa: Mix camina 'aisama 'ain. Min bana cuaquin cana uisa uni caramina mix 'ai quixun 'unanin. 'Ëx unimi nishcësa 'ixun uni itsin ñu 'apámitancëxun a bimi 'ënáinshi 'inun 'ën unicama bimicë isna 'ai quixun camina 'ë 'unan. 
LUK.19.23	¿Usaquin 'unánquin caramina uisacasquin a curíqui banconu nancëma 'ain? Anumi nancë 'ain cana 'ën curíqui 'imainun curíqui itsiribi bitsían. 
LUK.19.24	Caxun ca 'apun anu 'icë unicama caxa: A curíqui 'ën a 'inan, a camina a uninua bixun, an mëcën rabë́ sënën 'inun curíqui bicë uni a 'inánti 'ain. 
LUK.19.25	Cacëxun ca caxa: Nun a curíqui 'inánti 'aínbi ca ax mëcën rabë́ sënën 'inúan bicë curíquiñu 'icën. 
LUK.19.26	Usaquin cacëxun ca aín 'apun caxa: Uisa ñu cara a 'ináncë 'icë anúan an cacësabi oquin ñu 'acë uni a ca aín 'ibun 'inántabaquin 'ináncësamaira oquin 'inántëcënti 'icën. Usonan ca anúan ñu 'axuncëxunma a 'ináncë ñu a aín 'ibun bicuanti 'icën. 
LUK.19.27	Axa 'ëmi nishi 'ëx 'apu 'iti cuëëncëma unicama a camina ënu bëxun 'ën ismainunbi 'ati 'ain.
LUK.19.28	Usaquin bana itsi ñuicësoquin 'apu ñuiquin unicama cabiani ca Jesús Jerusalénu cuanti sinánbiani cuancëxa. 
LUK.19.29	Jerusalénu cuani Betfagé ëma 'imainun Betania ëma 'urama 'ixun ca Olivos cacë matá anuxun aín 'unánmicë uni rabë́ xuquin, 
LUK.19.30	Jesusan cacëxa:
LUK.19.30	—Aúnu bësucë ëma, anu ca cuantan. Cuanx anu bëbaquin camina burro, anua uni tsócëma pain, a anua tëcërëcacë mërati 'ain. Mëraquin camina tububëtsinquin bëti 'ain. 
LUK.19.31	Mitsúnmi tubuia isquian bëtsi unin —¿uisati caramina ënë burro tëcërëcacë tubuin? —quixun mitsu ñucácëxun camina cati 'ain: Nucën 'Ibu ca ënë burro buánxunun quixun nu caxa.
LUK.19.32	Usaquin caquian xucëx cuanxun ca Jesusan atu cacësabi oquin burro mëracëxa. 
LUK.19.33	Mëraquian tubuia ca burron 'ibucaman cacëxa:
LUK.19.33	—¿Uisoti caramina burro tubuin? —quixun.
LUK.19.34	Ñucácëxun ca cacëxa:
LUK.19.34	—Nucën 'Ibun ca ënë burro buánxunun nu caxa.
LUK.19.35	Usoquin cabianquin buántancëxun ca chupan camáputancëxun anu Jesús 'irumiacëxa. 
LUK.19.36	Usoquian 'irumicëxa burron cuancëbëtan ca unicaman anun Jesús cuanti bainu anúan mapúcë chupabi 'apácëxa. 
LUK.19.37	'Apácëbë anun cuani matá Olivos, anuax cuabútia 'urama 'ain ca anu 'icë unicaman 'aisamaira 'aish, cuëënquin, —uni itsin 'acëma ñucama Jesusan 'aia cananuna isa —quixun an 'acëcama ñuiquin munuma banaquin Nucën Papa Dios rabiacëxa. 
LUK.19.38	Rabi ca quiacëxa:
LUK.19.38	—Nucën 'Ibu Diosan xucëxa ucë, ënë 'Apux ca bërí aia. A ca camabi unin rabiti 'icën. Naínu 'icë Nucën Papa Diosaxribi ca cuëënia. Aribi ca camabi unin rabiti 'icën.
LUK.19.39	Usai quiquian axa ami sináncë unicaman Jesús rabia cuaquin ca fariseo unicama raírinën Jesús cacëxa:
LUK.19.39	—Axa mimi sináncë unicama sharáxma 'inun camina cati 'ain.
LUK.19.40	Cacëxun ca Jesusan cacëxa:
LUK.19.40	—'Ën cana mitsu cain, ënë unicaman 'ë rabicëbëtanma ca ënë maxáxcama ënën cuëncëni sharáquin 'ë rabiti 'icën.
LUK.19.41	Usai quiquianquin rarobianquin, Jerusalén isi ca Jesús nitë́xëti bëunan mëscuti Jerusalénu 'icë unicama cai quicësai quiacëxa: 
LUK.19.42	—Nucën Papa Diosan 'imicëx camina asérabi chuámarua 'aish cuëënti 'ai —quixun bërí nëtë́nbi mitsun 'unánti cana cuëënin. Usa 'aínbi camina mitsun nuitunënbi sinánquin cuaquinma 'unáncantima 'ain. 
LUK.19.43+LUK.19.44	Nucën Papa Diosan mitsu sinánxunquin 'ë mitsunu xucë 'icëbi ui carana 'ëx 'ai quixun 'ë 'unántsinxunbi 'unáncëma 'ain, ca anun mitsu 'atimoti nëtëcama uti 'icën. Axa mitsumi nishcë unicaman ca mitsu ëman chiquítisama oquin bëararanan mitsun a xubu 'acë maxáxcama rurupaquin rëúpanan unicamaribi cëñuti 'icën.
LUK.19.45	Jerusalénu bëbatancëx anuxun Nucën Papa Dios rabiti xubunu atsínquin ca Jesusan anuxuan ñu marucë unicama chiquíancëxa. 
LUK.19.46	Chiquínquin ca cacëxa:
LUK.19.46	—Nucën Papa Diosan bana cuënëo ca ësai quia: “Anuxun 'ë rabiti xubu ax ca anuaxa camabi unix 'ëbë banati xubu 'iti 'icën”. Usaía cuënëo bana quicë 'aínbi camina mitsun anuxun ñu maruquin uni paránquin mëcamati xubusa 'inun ënuxun ñu maruin.
LUK.19.47	Camabi nëtën ca Jesusan anuxun Nucën Papa Dios rabiti xubunuxun bana ñuixunquin unicama 'unánmiacëxa. Usaía 'ia ca judíos sacerdotenën cushicama 'imainun an Moisésnën cuënëo bana 'unáncë unicama 'imainun aín cushi unicama a 'acatsi quiax ami 'ësë́nancëxa. 
LUK.19.48	Usai 'ësë́nanquinbi ca 'apuma unicama aín bana cuati ami sináncë 'ain uisoxun 'ati cara quiax sináncasmacëxa.
LUK.20.1	Achúshi nëtën anuxun Nucën Papa Dios rabiti xubunuxun unicama bana 'unánmianan upí bana anúan uni Nucën Papa Diosnan 'iti ñuixunmainun ca judíos sacerdotenën cushicama 'imainun an Moisésnën cuënëo bana 'unáncë unicama 'imainun anpan caniacëcë unicama anu cuanxun 
LUK.20.2	ñucáquin Jesús cacëxa:
LUK.20.2	—¿Uin banan caramina min usa ñu 'ain? ¿Uin cara ësoquinmi ñu 'anun mi cax? Ca nu ñuixun.
LUK.20.3	Cacëxun ca Jesusan cacëxa:
LUK.20.3	—'Ënribi cana mitsu bana itsi ñucatin. 'Ë ca ñuixun, 
LUK.20.4	¿uin cara Juan unicama nashiminun cacëx? ¿Nucën Papa Diosan cara cacëx? ¿Unin cara usaquian 'anun cacëx?
LUK.20.5	Usaquian Jesusan ñucáquin cacëxbi ca uisaquin cara cati 'icë quixun 'unanima atúxbi ñucacanani quicancëxa: ¿Uisaquin caranuna cati 'ain? Nun nu, Nucën Papa Dios naínu 'icë an ca cacëxa, quixun cati 'aínbi ca usaquin nun cacëxun nu, usa 'ain caramina uisa cupí aín bana cuama 'ai quixun nu cati 'icën. 
LUK.20.6	Nun nu, unían unicama nashiminun cacë ca Juan 'iacëxa quixun cati, 'aínbi ca 'apuma unicaman nu maxaxan 'ati 'icën. Acaman ca aín bana cuaquin, Nucën Papa Diosan ca asérabi aín bana unicama ñuixunun quixun Juan xuacëxa quixun sinania. 
LUK.20.7	Usari canantancëxun ca Jesús cacëxa:
LUK.20.7	—Uin xucë cara 'iacëxa quixun cananuna 'unániman.
LUK.20.8	Cacëxun ca Jesusan cacëxa:
LUK.20.8	—Mitsúnmi 'ën ñucácëxun 'ë ñuixuncëxunma cana 'ënribi uin banan carana ësaquin ñu 'ai quixun mitsu caiman.
LUK.20.9	Bana itsi ñuicësoquin ca Jesusan, a usoquin unin 'ati ñuiquin, ënë banaribi unicama ñuixuancëxa:
LUK.20.9	—Ësa ca. Achúshi unin ca aín naënu uvas 'apáxa. 'Apátancëxun bëtsi uni aín naëa bërúanxunun quixun ami ëbiani ca 'ura menu 'i cuanxa. 
LUK.20.10	Cuantancëxun ca uvas bimicëbëtan abëa 'icë an ñu mëëmicë uni achúshi xuquin caxa:
LUK.20.10	—An naë bërúancë unicamanu cuantancëxun camina 'ënan 'iti a mësúa 'ë bëxúnun mi 'inánun cati 'ain. Cacëx cuanxa bëbaiabi ca a uni an naë bërúancë unicaman mëëtancëxun ñuñuma cuantëcëntanun xuaxa. 
LUK.20.11	Usoquian 'an ca naë 'ibun aín ñu mëëmicë uni itsi xutëcëanxa. Xucëxa bëbaiabi ca aribi an naë bërúancë unicaman mëëquin bëtsi bëtsi oquin masóxa. Usotancëxun ca ñuñuma cuantánun aribi xuaxa. 
LUK.20.12	Usocëbëtan ca bëtsiribi amiribishi xutëcëanxa. Xucëbi ca aribishi 'atimoxun, ënuaxma ca cuantan, quixun caxun xuaxa. 
LUK.20.13	Usoquian 'acëbëtan ca naë 'ibun sinánxa: ¿Añu carana oti 'ain? Cana 'ëx amiira sináncë bacë bëchicë xuti 'ain. A sapi ca cuania 'atimoquinma upí oquin biquin aín bana cuati 'icën. 
LUK.20.14	Usoquin sinánquin aira xucë́xa bëbaia isi ca an naë bërúancë unicamax canani quiaxa: Aín papáxa bamacëbë ca aín bëchicë ënëx naë 'ibu 'iti 'icën. Usa 'ain cananuna nux naë 'ibu 'inuxun ënë 'ati 'ain. 
