MAT.1.1	Naunaekhimayun Jesus Christim hivullingita atingit, tamna Davidim kingullia, Abrahamlu kingullia. 
JHN.2.20	Talva Jewmiut ukallaktun, “Una angayyuvikpagyuak hanayauhimalekpaktuk ukiuni 46ini, ilvillu uvluni pingahuni nappatiniakkiuk?” 
JHN.2.21	Jesusimli timini ukautigiyagaluanga. 
JHN.2.22	Kinguagunlu tukungayuninlu makiktitauhimangman, maligutaita itkaktaat tamna ukakhimayaa ukpegluakhutik ukauhianik ukakhimayuniglu Jesusim.
JHN.2.23	Talva Jesus Jerusalemiitillugu Kangiutivingugman, inuit amihut atianun ukpektun tautukhugit havaangit tapfuma. 
JHN.2.24	Jesusimli inuit ukpeguhutain ilumugluanginahugiyain ilitugigamigit tapkua pitkuhiit, 
JHN.2.25	tuhapkaktitauyumangngitkivlunin inuktigun allanin inuit umatain ilihimagamigit.
JHN.3.1	Pharisekut ilangat, ataniuyuk Jewmiuni, atikaktuk Nicodemusmik. 
JHN.3.2	Tapfuma Jesus pulaaktaa unuktillugu ukautivlugulu, “Rabbi ilihauyyiugavin Godmin ilihimayugut, iliktun inuk alla pilimaiman hapengnaktunik Godim naiyugngitpagu.” 
JHN.3.3	Jesusim kiuyaa “Ilumun ukautigipkin inuk anikigngitkumi Godim atanguvianik tautugunaituk.” 
JHN.3.4	Nicodemusim ukallautiyaa, “Inuk kanuk anikigniakka inukuaktillugu? angnami timaanun itekigniakka anikikuvlugu?” 
JHN.3.5	Jesus kiuyuk “Ilumuktumik ukautigipkin, inuk anikigngitkumi imekun, Anengnikullu Naguyukun Godim atanguvianun tikittunaituk. 
JHN.3.6	Tamna anihimayuk timikaktumin timauyuk, tamnalunin anihimayuk Anengnimin anengniuyugaluak. 
JHN.3.7	Kugluktailutin ukautigapkin 'Anikiktukhauyuhi nutaamik'. 
JHN.3.8	Anugi kuyagingnakhuni pivaktuk anukhivakkanlu nipaa tuhaayan, nakinlunin pimangan naamunlikiak ainiagmangan ilihimangngitpiaktutin. Taimalingnaktuk kinalika anihimagumi Anengnikun Naguyukun.” 
JHN.3.9	Nicodemusim kiuyaa, “Kanuk piniakka tamna?” 
JHN.3.10	Jesusim kiuyaa, “Ilvin Israelmiunun ilihauyyiuvin hapkuninga kangekhilimaitkaluaktillutin? 
JHN.3.11	Ilumun ukautigipkin ilihimayaptingnik ukaktugut, takuyaptingniglu uniuyyiyugut, ukaktavulli ukpengngitagaluahi. 
JHN.3.12	Ukpegngitkuvin ukautigigapkin nunaum pikutain ilingnun, kanuk ukpegniakkin ukautigigupkin kilaum pikutain? 
JHN.3.13	Inuit kilangmun maiyukhimaitpiaktun, atauhingnak kihimi, tatpanga atkakhimayuk tamnauyuk, Inum engniga.
JHN.3.14	“Mosesim nimegianguak kangataktimagu inuilgulmi, taimatuntauk Inum engniga kangataktitauniaktuk, 
JHN.3.15	tapfumunga ukpegluaktun inuit inuhengmik nungulaitumik pikakuvlugit tapfumuna. 
JHN.3.16	Godim nunaum inungit nagugigamigit engniminik tuniyain tapfumunga inuit tamangmik ukpekluaktun inuhengmik nungulaitumik pikakuvlugit tamakhimaitumik. 
JHN.3.17	Godim engnini tilihimaitaa nunamun uktukuvlugit inuit, inuilli annauyyaukuvlugit kihimi tapfumuna.
JHN.3.18	“Inum ukpegigumiuk Jesus ihuigiyaungituk, ukpektaitugli ihuigiyauhimayugaluak ukpegnginami Godim engniktuata atianun. 
JHN.3.19	Uktuktauyyutikhak imaatun-ituk, kaumanek inungnun tikihimayuk, inuilli taagnek aliagikiyagiyagaluangat kaumangnengmin havaangit ihuitpiangmata. 
JHN.3.20	Huinekiyun ilaa kaumangnek nagugiyuitpiaktaat kaumaktitauyumangngitkivlutik havaangit tautugnakunagit. 
JHN.3.21	Inuillunin ilumuktumik havagumik kaumangnengmun piyumayun havaangit tautugnakuvlugit piyaumata Godmin.”
JHN.3.22	Kinguaguntauk Jesus maligutaillu Judeam nunaanungaktun takanani naiyukhutik aahin baptaihivaktuglu. 
JHN.3.23	Johntauk Aenonmi, Salim hanianiituk baptaiekhiyuk talvani imekangman, inuilli kaivlutik baptaiektauyun, 
JHN.3.24	John itektauvigmungaktinagu. 
JHN.3.25	Aahin Johnim maligutaita ilangit, Jewmiutaglu kangutiyun halumautikhanik. 
JHN.3.26	Tapkualu upakhugu John ukallautiyaat, “Rabbi tamna ilingniitpaktuk Jordam avataani, ukautigihimayan, baptaihilekpangman tamna inuit tamangmik upalektaat.” 
JHN.3.27	John kiuyuk, “Inuk piyunaituk kilangmin Godim aitugngitpani. 
JHN.3.28	Ilipfi ilipfingnik tuhaavaktuhi uvamnin ukakhimagama, 'Uvanga Christiungitunga tiliyauhimagaluaktunga tapfuma hivuagun.' 
JHN.3.29	Uikhak kihimi nuliakhakaktuk, uikham ilanangali hanianiituk tuhaavluni aliatakpiakhuni uikhak ukangman. Taimatuntauk kuviahukpiakaakhunga. 
JHN.3.30	Tamna ilaa ataniukiyauyukhauyuk uvanga ataniukiyaungitkaluaktillunga.
JHN.3.31	Tatpanga kilangmin tikihimayuk ataniuyuk tamainun, inuklunin nunamin piyauyuk nunaum pikutaitigun ukainaktuk. Tamnali kilangmin tikihimayuk tamainun ataniuyugaluak. 
JHN.3.32	Tamna takuyaminik, tuhaayaminiglu uniuyyiyuk, inuilli ukakhimayain tuhaayumangngitpiaktagaluangit. 
JHN.3.33	Inumli ukauhiit tuhaagumigit naunaektuk God ilumungman. 
JHN.3.34	Tiliyauyum Godmin Godim ukauhiit ukautigiyain, Godim aitutigimagu Anengnek Naguyuk tapfumunga. 
JHN.3.35	Godim engnilgum engnini nagugiya tunivlugu tamainik. 
JHN.3.36	Inuglu engningaanun ukpegumi inuhengmik nungulaitumik pikaktuk, inumli engniga tuhaangitkumiuk inuhengmik nungulaitumik kauyimangngituk Godim ningautigilengmagu.”
JHN.4.1	Pharisekut tuhaavangmata Jesus baptaiekhilengman malikuivluni inungnik amigaikiyanik Johnmin– 
JHN.4.2	Jesus inmi baptaiekhiyuitugaluak, maligutait kihimi– 
JHN.4.3	tuhaagami Judeamin aullaktuk utiuvluni Galileemun. 
JHN.4.4	Samariakuktukhaugamilu 
JHN.4.5	iglukagvik taiyauyuk Sycharmik Samariamiituk tikittaa, tamna nuna hivungani Jacobim aitutigivagaa engniminun Josephmun kanituk. 
JHN.4.6	Aahin Jacobim imektagvia takananiiman Jesus pihugiamigun unagukpallaagami haniani ingiyuk, uvluk kitkaniitillugu.
JHN.4.7	Tapfumani angnak Samariamiutak tikiman imektagahuakhuni, Jesusim ukallautiyaa, “Imektilanga” 
JHN.4.8	maligutait iglukagvigmungaumata niuvegiaktukuvlugit nekimik. 
JHN.4.9	Angnam Samariamiutam kiuyaa, “Hug ilvin Jewmiutaugavin imengmik tukhiaviginga angnaugama Samariamiunin?” (Jewmiut Samariamiullu ukakatigiyuitpiangmatalunin) 
JHN.4.10	Jesusim kiuyaa, “Ilitagigungni Godim aitutaa kinaumanganlu ukaktuk ilingnun, 'Imektilanga', tukhiagviginiaktan, tapfumalu tuniniaktaatin imengmik inugutilengmik.” 
JHN.4.11	Angnam ukallautiyaa, “Ilaa kallutikhainavin, imektagviglu itengman, nakin imengmik inugutilengmik piniakkin? 
JHN.4.12	Hivullipta Jacobim tunivagaatigut uminga imektagmik, umangalu inmi, kitungaillu negyutingillu imekpaktun, Jacobmin ataniukiyauvin ilvin?” 
JHN.4.13	Jesusim kiuyaa, “Kinalika imegumi uminga imekiniangmiyuk 
JHN.4.14	kinalikalunin imegumi imengmik tuniniaktamnik tamna imekilaituk, tamna imek tuniniagiga inungmi-iniaktuk anialiktun hagvainaktutun-ilivluni inuhengmun nungulaitumun.” 
JHN.4.15	Angnam Jesus ukallautiyaa, “Ilaa imengmik uminga tuniviginga imekikunanga kaitfaayunaekuvlungalu hamunga imektaglunga.” 
JHN.4.16	Jesus ukaktuk, “Taki uin kaitkuguk kaitfaayyavutinlu.” 
JHN.4.17	Angnak kiuyuk, “Uikangngitgaluaktunga”. Jesusim ukautiyaa, “Ukagavin 'Uikangngitunga' itkumayumik ukakkutin, 
JHN.4.18	uikakpagavin talimanik, aahin tamna angun naiyulektan tayya katiyyutigingitagaluagan naguyumik. Ilaa itkumayumik ukakkutin.” 
JHN.4.19	Angnam ukallautiyaa “Ilaa nalautaiyiugavin ilingnik ilitakhiyunga. 
JHN.4.20	Uvagut hivullivut taikani manilgumi angayyuvaktun ilipfili ukainakaluaktuhi Jerusalemi kihiani inuit angayyuyukhauyugaluit.” 
JHN.4.21	Jesusim ukallautiyaa, “Angnak ukpeginga ilaani angayyuyunaitgaluaktuhi Angutipfingnun pikani manilgumilunin, Jerusalemilunin. 
JHN.4.22	Ilipfi angayyuningnaktuhi naunaktumik, uvagulli angayyuvigiyakkut naunaituk, annautikhak kaitauman Jewmiunin. 
JHN.4.23	Ilaanili tayyalunin, inuit angayyuyuktun Angutikput angayyuviginiaktaat ilumuktumik anengnimiglu, Angutipta angayyukumagit inuit taimatun. 
JHN.4.24	God Anengniuyuk, inuillu angayyuyumagumik tapfumunga angayyuvigiyakhagiyaat anengnimik ilumuktumiglu.” 
JHN.4.25	Angnam ukallautiyaa, “Tamna Messiah (Christmik taiyauyuk) kailengman ilihimayunga. Tikitkumi tapfuma takupkaihunguyuk tamainik uvaptingnun.” 
JHN.4.26	Jesusim ukallautiyaa, “Uvanga ukagvigilektagin tamnauyunga.”
JHN.4.27	Tapfumani Jesusim maligutait utektun kuglukpiakhutiglu tapfuma angnak ukagvigilengmagu, ukangngitugaluit, “Humik piyumavin?” imaalunin, “Hug ukagvigilekiuk angnak?” 
JHN.4.28	Aahin angnam imektautini kemakhugu angilgaktuk iglukagvigmun inuit ukautivlugit, 
JHN.4.29	“Kaigiagitti takuyaktughiuk inuk uvamnun pivaktatka ukautigimagit. Christiuva tamna?” 
JHN.4.30	Tapkualu iglukagvigmin avungaktun tikittumavlugu.
JHN.4.31	Talvalu maligutaita Jesus negikuyaat akhun, ukakhutik, “Rabbi negiyumaaktutin” 
JHN.4.32	Tapfuma ukautiyain, “Ilaa nekihagliuyungali naluyapfingnik.” 
JHN.4.33	Maligutait ingmingnik ukakatigiktun, “Inum uma nekhautain agyaktain?” 
JHN.4.34	Jesusim ukallautiyain, “Tiliyima ihumangit maligupkit, pitkuyainiglu havaguma tapkua uvamnun nekihaptun-iliyun ilaa.
JHN.4.35	“Ukaktailuhi, tatkekhiutit hitaman nungutpata katihivik tikingniaktuk'? Ukautigipfi uititti nauttivit inilengmata tayya katihivingmun. 
JHN.4.36	Tayya ilaa katihiyi akiliuhialektuk katihivluni inuhengmun nungulaitumun, nauttiyekhiyi katihiyilu kuviahukatigikuvlugik. 
JHN.4.37	Ukaktauyuk imaatun ilumuktuk 'Aipa nauttiyekhiyuk, aipangali katihiyugaluak'. 
JHN.4.38	Uvanga pitkuyapfi katihikuvluhi tapkuninga havangngitapfingnik, allat ilaa havakpaktun tapkualu havagingnin ikayuhiakaluaktuhi.”
JHN.4.39	Tapfumanilu Samariamiut amihut iglukagvimiitun Jesusmun ukpektun angnam uniuyyiman ukakhuni, “Tapfuma uvanga pivaktatka tamaita ukautigiyain”. 
JHN.4.40	Samariamiullu tikinamitku Jesus uvlikuyaat ingmingni, talva uvliyuk tapkunani malgunik. 
JHN.4.41	Allatauk ukpektun ukauhiagun Jesusim, 
JHN.4.42	angnak ukautivlugu, “Tayya ilvin uniutigaptigut tapfumuna ukpegunaektugut ukpekaluaktugut tayya uvaptingnik tuhaagaptigu ilihimavlugu ilumun tamna annauyyiuman inungnun.
JHN.4.43	Uvluglu malguk nungumanik Jesus aullangmiyuk Galileemun, 
JHN.4.44	inmi ukainagami nalautaiyiguk kinalika maliktaungituk nunaminiitillugu. 
JHN.4.45	Talva Jesus Galileemun tikinman, Galileemiut kuviahutigiyaat, havaangit pivaktain Jerusalemi kangiutivinguktillugu, tapkuatauk takanani Kangiutivikakpakamik.
JHN.4.46	Aahintauk Jesus tikimiyuk Canamun Galileemiitumun, takanani imiinak wainguktitain hivungani. Takananilu atangum inua ituk, tapfuma engniga aaniakpiaktuk. 
JHN.4.47	Tamnalu inuk tuhaagami, Jesus tikihimangman Galileemun Judeamin, upangniktuk tapfumunga kaitkuvlugu naguhipkakuvlugulu engniga tukuyukilengman tamna. 
JHN.4.48	Talva Jesusim ukallautiyaa, “Naunaikutaanik, aglengnaktuniglu takungitkupfi ukpegunaituhi.” 
JHN.4.49	Atangum inuata ukallautiyaa, “Atanek, kaigiagin engniga tukunakhavuk.” 
JHN.4.50	Jesusim ukautiyaa, “Aigiagin engnin inuhimangniaktuk.” Taima Jesusim ukautimani, inuk ukpegluaktuk angilgakhuni. 
JHN.4.51	Angilaktillugulu kivgaita upaktaat ukallautivlugulu inuhuktuk tukuyunainman. 
JHN.4.52	Tapfuma apegiyain kanga engniga naguhilektilakhaanik. Kiuyaat, “Ikpakhak, uvluk kitkaniitillugu 1mungaktumi aaniagutaata kimaktaa.” 
JHN.4.53	Inuhuktum angutaa talva ilihimayuk engniga naguhivaktuk atauhektun Jesus ukaktillugu, “Engnin inuhimangniaktuk”, talva inmi, iglumiukataillu ukpektun.
JHN.4.54	Taima Jesus havakfaamiyuk naunaikutamik tikihimaktillugu Galileemun Judeamin.
JHN.5.1	Kinguagun Jewmiun negiaktugvikhamik pimata Jesus Jerusalemungaktuk. 
JHN.5.2	Iglukagviglu Jerusalem kaglukaktuk taiyauyuk Bethsaidamik Hebrewtun, tamna imnait itegviata hanianiituk tukhuakakhunilu talimanik. 
JHN.5.3	Tapkunanilu aaniakhimayun inuit, takpiitun, pihulimaitullu tumangayullu nallakatigiktun, utakingnakhutik imek aulayyaaniangmangan. 
JHN.5.4	Ilaani ihalgulik atkakpangman kaglukaktumun imek aulayyaaktikuvlugu. Talva inuk hivulliugumi atkagluni imengmun aulayyaaktillugu naguhiniaktuk aaniagutiminin. 
JHN.5.5	Tapkua ilangat angun aaniagyuaktuk ukiuni 38ni. 
JHN.5.6	Jesusim takugamiuk tamna ilihimavluni, taikaniitpagman kangagaaluk, ukallautiyaa, “Naguhipkaktauyumalekkin?” 
JHN.5.7	Aaniaktum kiuyaa, “Atanek, imek aulayyagagan ikayuktikhainama kaglugmun atkaulektilunga allat hivulliuktun uvamnin kimakaahivlunga.” 
JHN.5.8	Jesusim ukallautiyaa, “Makittin kipkin tiguguk pihugiaginlu.” 
JHN.5.9	Tayyainak inuk tamna naguhipkaktaugami kipiminik tigumiavluni pihuktuk.
JHN.5.9	Tapfumanilu Sabbathiuyuk. 
JHN.5.10	Talva Jewmiun inuk naguhipkaktauhimayuk ukautiyaat, “Tayya Sabbathgunman tigugangni kipkin ihuitpiaktuk.” 
JHN.5.11	Tapfuma kiuyain, “Tapfuma inum naguhipkakpaktanga ukallautivaktanga imaatun, 'Kipkinguk tiguguk pihugiaginlu.' ” 
JHN.5.12	Tapkua apekhuktaat, “Kia ukautiyaatin, 'Tiguguk kipkin pihugiaginlu'?” 
JHN.5.13	Tamnali naguhipkaktauyuk ilihimangngitkaluaktuk kinaumangan Jesus kimauman inugiekpallaaman taika.
JHN.5.14	Kinguaguntauk Jesus katkaktaa tamna angayyuvikpagyuami ukautivlugu, “Ilaa ilvit naguhipkaktauhimayutin, huinekihuegin kuvianaikiyamik piyaunakhavutin.” 
JHN.5.15	Talva aivluni tapfuma Jewmiun uniutiyain Jesusim naguhipkakpagmagu. 
JHN.5.16	Talva Jewmiun aiyukaktitumainaktaat Jesus tapkuninga havangman Sabbathiutillugu. 
JHN.5.17	Jesusim kiuyain, “Tayyalu Angutiga havaguekhimaituk, tapfumatuntauk havalektunga uvanga.” 
JHN.5.18	Talvangaanin Jewmiut akhun tukutumainaktaat uvluk Sabbathim pitkuyain malingngimagit, taivagmagulu God Anguminik, inmi ayyikutagivlugu.
JHN.5.19	Jesusim kiuyain, “Ilumuktumik ukautigipfi, Godim engniga inminik pilimaitugaluak takuyaminik Anguminin kihimi, humiklunin Anguta pipan, ayyikutaanik engniga tapfuma piyuktauk. 
JHN.5.20	God engnikakami engnini nagugiyaa takupkaktitugu piniaktaminik, hapkunangalu angikiyanik takupkaktihunguyaa ilipfi agligutakuvluhi. 
JHN.5.21	God engnilik tukungayunik inupkaivangman, tapfuma engnigalu inupkaiyuk ihumaminik. 
JHN.5.22	God engnilik inmigun uktuyuituk inungnik uktukugamiuk engnini kihimi, 
JHN.5.23	tamangmik inuit engniga kuviahutigikuvlugu Godtun engniliktun. Inum Godim engniga kuviahutigingitkumiuk atautikun kuviahutigilimaitaa tiliyauyum angutaa.
JHN.5.24	“Ilumuktumik ukautigipfi, inum ukauhitka tuhaagumigit tiliyiga ukpeglugu inuhengmik nungulaitumik pikaktuk uktuktauhimaitumik inuhengmun tikihimagami tukungayumin. 
JHN.5.25	Ilumun ilumun ukautigipfi ilaani tayyalunin tukungayun Godim engningata nipaa tuhaaniaktaat, tuhaagumitkulu inuniaktun. 
JHN.5.26	God engnilik inugutikagami inminik pipkaktaa engninitauk tamna inugutikakuvlugu inminik. 
JHN.5.27	Aahin tapfuma pipkaktaa uktukuvlugu inugmin engnigiyauman. 
JHN.5.28	Umuna agliguhuktailuhi ilaani inuit iluvekhimayun tamangmik nipaa tuhaaniagmayyuk, 
JHN.5.29	aninahuaglutik, tapkualu inuhigikpaktun makititauniaktun inuhengmun nungulaitumun; huinekiyulli makititauniaktugaluit uktuktaukuvlugit kihimi.
JHN.5.30	“Uvanga uvamnik pilimaitunga, Angutima pitkupanga uktuktunga, talva ilumuktumik uktuinaktunga tiliyima ihumangit piyumagapkit kihimi piyumayatka hugiyuikivlugit.
JHN.5.31	“Uvanga uniuyyiguma uvapkun ukauhitka ilumugngitun 
JHN.5.32	Alla ilaa uniuyyiyuk uvapkun, tapkua ukakhimayain uvapkun ilumugmata ilihimayunga. 
JHN.5.33	Ilipfi John apekhukpiagapfiuk uniuyyivaktuk ilumuktumik. 
JHN.5.34	Uvanga tuhaanaktakhaungitugaluyunga inuktigun kihimi, hapkuningali ukaktunga ilipfi annauyyaukuvluhi. 
JHN.5.35	John ilaa kulliktun ikumainaktutun-ilivaktuk tapfuma kaumangningani kuviahukpaktuhi mikiyumik. 
JHN.5.36	Ukauhitkali uvanga Johnmin angikiyauyun havaamnik Angutima havakumanga, havaama hapkua unipkautigiyanga Angutima tilivagmanga. 
JHN.5.37	Angutimalu tiligaminga uniuyyivaktuk uvapkun. Ilipfili tapfuma nipaa tuhaayuipiaktakhi timaa takuyuitkivlugulu. 
JHN.5.38	Aahit ukauhiit inikhaitun umatipfingni ukpeginginapfiuk tapfuma tiliyanga. 
JHN.5.39	Ilipfi Godim Ukauhianik tiitigakhimayunik taiguinakaluaktuhi ihumavluhi tapkunani katkangniaktuhi inuhengmik nungulaitumik, tapkualu ukauhiit uniuyyivaktun uvapkun, 
JHN.5.40	ilipfili uvamnun kaiyumangngitkaluaktuhi inuhengmik pikakuvluhi.
JHN.5.41	”Uvanga nagugiyauhimaitunga inungnin, 
JHN.5.42	ilihimayapfilu Godim kuviakutaanik pikangnginapfi ilupfingni. 
JHN.5.43	Kaithimavakaluaktillunga Angutima atkagun ilagiyumangngitapfinga. Alla kihimi kaitpan atimigun tamna ilaginiaktakhi. 
JHN.5.44	Ilipfi ilipfingnik nagugigupfi kenigiaktugngitkaluaktillugu kuviakut kaitauhimayuk Godmin kanuk ukpegniakkihi? 
JHN.5.45	Ihumatailuhi uvanga ihuiginiagapfi Angutimnun, imanak, tamna ukpegihimayakhi Moses, tapfuma ihuigiyaahi ilaa. 
JHN.5.46	Ilipfi Moses ukpegigupfiuk ukpeginiakipfingatauk Mosesim tiitigautigivagmanga. 
JHN.5.47	Tapfuma tiitigainik ukpegngitkupfi kanuk ukpengniakkihi ukauhimnik?
JHN.6.1	Kinguagun Jesusim tahek Galileemik taiyauyuk ikagvigiyaa, Tiberiasmiglu taiyauyuglu. 
JHN.6.2	Inuillu amigaitpiaktun maliktaat takugamitigit Jesusim naunaikutain pimagit aaniaktun pivlugit. 
JHN.6.3	Jesuslu manilgulmun maiyuakhuni maligutiminiituk ingivluni. 
JHN.6.4	Aahin Jewmiun negiaktugviat, Kangiutivik, kaglilektuk. 
JHN.6.5	Jesuslu kiviakami tautukhuni inungnik amigaitunik kailektillugit Philip ukallautiyaa, “Kanuk nekimik niuvegiaktugniakkita hapkua inuit negikuvlugit?” 
JHN.6.6	Ukallaktuk taima uktugumagamiuk piniaktaminik ilihimagaluaktillugu inmi. 
JHN.6.7	Philipim kiuyaa, “200 dalanik atugupta mukpauyanun naamayunaitunlunin tapkua atuni negikuvlugit mikiyumik.” 
JHN.6.8	Maligutaita ilangata, Andrewm, Simon Peterm nukata ukallautiyaa, 
JHN.6.9	“Taika inuhuktuk mukpauyakaktuk talimanik, ikalungniglu malgunik, amigaitununli naamangngitpiaktugaluit.” 
JHN.6.10	Jesus ukaktuk, “Inuit ingitihigit,” ivikangman amihumik talvani. Inuillu ingivlutik 5000guyun. 
JHN.6.11	Talva Jesus mukpauyanik tiguhiyuk kuyahukamilu tapkuninga tunipkaiyuk inungnun ingihimayunun, taimalivlunilu ikalungnik. Tamangmik inuit akeatukpaktun. 
JHN.6.12	Negihuegmata Jesusim maligutini ukallautiyain, “Nekit ilakuit katilugit tamakunagit.” 
JHN.6.13	Tapkuningalu katihiyun tigumiaktit 12n tatatugit mukpauyat talimat ilakungingnin negivaktunin.
JHN.6.14	Inuit takugamitku tamna Jesusim naunaikuta, pimagu, ukaktun, “Ilumun, tamna nalautaiyiuyuk nunamun kaiyukhauyuk.”
JHN.6.15	Talva Jesus ilihimagami inuit ataninguktinahualegmayyuk (Herodtun) kimauyuk manilgulmun kihimgiukhuni. 
JHN.6.16	Unulengman Jesusim maligutait ataaktun. 
JHN.6.17	Umiagmun ikivlutik ikagahualektuk Capernaumun taakhilektillugu Jesus tapkunani-itngitugaluak. 
JHN.6.18	Talva anukhilengman imak maligyuaktuk. 
JHN.6.19	Tapkua mailnun hitaman naatugit paugamik tautuktaat Jesus imam kangagun pihukhuni umiagmun kaglilekhunilu. Ekhitakpiaktun tapkua. 
JHN.6.20	Tapfuma ukallautiyain, “Uvangauyunga, ekhitailuhi.” 
JHN.6.21	Talva kuviatakhutik ikipkaktumayaat umiagmun tayyainagli nunamun tikitakhaanun tikittainaktun.
JHN.6.22	Akagunguman inuit tahiup akianiitpaktun tautuktun umiagmik atauhengmik, ilihimavlutik Jesus umiaktukataungiman maligutaini, tapkua kihimgiukhutik aullangmata. 
JHN.6.23	Tiberiasminlu umiat allat tikingnaktun nunamun takanani inuit negivangmata Jesus kuyahukaaktillugu. 
JHN.6.24	Talva inuit ilihimagamik Jesus maligutaillu tamangmata, ingmingnik umiaktuktun aahin iglukagvik Capernaum tikittugu kenigiaktukhugu Jesus. 
JHN.6.25	Inuit katkagamitku Jesus tahiup akiaani, ukautiyaat “Rabbi kanga hamungakpakpin?”
JHN.6.26	Jesusim kiuyain, “Ilumuktumik ukautigipfi kenigiaktugngitkipfinga naunaikutanik tautukpagapfi, mukpauyamik akeatukpagapfi kihimi. 
JHN.6.27	Havaktailuhi nekihakakuvluhi nungutaktunik, ilaa havakpagluhi nekihagnun nungulaitumik inugutilengmik Inum engningata tuniyaahi tapkuninga, tapfuma Angutata Godim naunaikutagimagu naguyumik.” 
JHN.6.28	Tapkua ukallautiyaat, “Uvagut huliniakkita havakuvluta Godim havaktakhainik?” 
JHN.6.29	Jesusim kiuyain, “Godim havaanga imaatun-ituk, Godim tiliyanga ukpegilugu.” 
JHN.6.30	Talva tapkua ukallautiyaat, “Talva kanugmik naunaikutamik piniakkin uvagut tautukuvlugu ukpegikuvlutin? Humik havakkin? 
JHN.6.31	Hivullivut inuilgulmiitillugit Mannanik negivaktun tiitigakhimangman, 'Godim negipkaktain inuit kilaum nekhautainik.' ” 
JHN.6.32	Jesusim ukautiyain, “Ilumuktumik ukautigipfi Mosesim tunihimaitaahi kilaum nekhautainik, Angutimali tayya tunilektaahi kilaum nekhautainik ilumuktumik. 
JHN.6.33	Godim mukpauyanga, tamnauyuk kilangmin atkakhimayuk tunivlugit inuit inuhengmik.” 
JHN.6.34	Tapkua Jesusmun ukaktun, “Atanek tunitigut mukpauyamik uminga nutkakhimaitumik.” 
JHN.6.35	Jesusim ukallautiyain, “Uvanga mukpauyauyunga inugutilengmik, inum kaiyyutigiguminga kaagunaituk, ukpegigumingalu imekiyunaektuk talvangaanin. 
JHN.6.36	Ukautiyagaluapfili, ilipfi tautukaluaktillunga ukpegngituhi uvamnun. 
JHN.6.37	Angutima tunitpanga inungnik, tamangmik uvamnungauniaktun, uvamnun kaitpata aahinun igitunaitatka, 
JHN.6.38	atkakhimagama kilangmin tiliyima ihumangit pikuvlugit uvanga ihumatka pitaililugit. 
JHN.6.39	Tiliyimalu ihumangit imaatun-itun, inuit tuniyauhimayun uvamnin tamaktukhaungitpiaktun inupkangniagapkin uvluk kingullik tikitpan. 
JHN.6.40	Angutima ihumanga imaatun-ituk, kialika engniga Godim tautukumiuk ukpegilugu inuhengmik nungulaitumik pikaktukhauyuk, tamnatauk uvanga inupkangniaktaga uvluk kingullik tikitpan.”
JHN.6.41	Jewmiullu Jesus ihumalutigiyaat ukakhimangman, “Uvanga mukpauyauyunga kilangmin kaitauhimayuk.” 
JHN.6.42	Tapkua ukaktun, “Una Jesusiungilak, Josephim engniga, tapfuma anguta, angnangalu ilihimangngilavuk? Tayya kanuk ukakka, 'Kilangmin atkakhimayunga'?” 
JHN.6.43	Jesusim kiuyain, “Ilipfingnik ihumaluktailuhi. 
JHN.6.44	Inuk uvamnun kailimaituk Angutima tiliyima pipkagngitpagu, tamnatauk kaithimayuk inupkangniaktaga uvluk kingullik tikitpan. 
JHN.6.45	Nalautaiyit tiitigaini tiitigakhimayuk, “Tamangmik ilihauyyauhunguyun Godmin.' Ilaa tamangmik tuhaavigigumitku Angutiga ilihauyyauvluni tapfumanga kaivangniaktun uvamnun.
JHN.6.46	“Tapkuali takuyuitpiaktagaluangat Angutiga, atauhingnak kihimi Godmin kaithimayuk, tapfuma tautukpaga. 
JHN.6.47	Ilumun ilumun ukautigipfi, inuk ukpegluaktuk inuhengmik nungulaitumik pikaktuk. 
JHN.6.48	Uvanga mukpauyauyunga inugutilengmik. 
JHN.6.49	Hivullihi inuilgulmiitillugit mannanik negivaktun tamangmigli tukuvaktugaluit. 
JHN.6.50	Una kihimi mukpauyak kilangmin kaitauhimayuk, uminga inuk negikuvlugu tukuhimaitumik. 
JHN.6.51	Uvanga ilaa mukpauyauyunga inugutilengmik kaitauhimayumik kilangmin. Inuk uminga mukpauyamik negigumi inuniaktuk nungulaitumun, mukpauyamiglu tunihiniaktunga timiga tamna, aitutigiyaga inuit inuyyutain pivlugit.”
