GEN.1.1	Pada mulanya, ketika Allah mula menciptakan alam semesta,
PSA.139.2	Engkau mengetahui segala perbuatanku;
PSA.139.2	dari jauh Engkau memahami fikiranku.
PSA.139.3	Engkau melihat aku,
PSA.139.3	sama ada aku sedang bekerja ataupun berehat;
PSA.139.3	Engkau mengetahui segala perbuatanku.
PSA.139.4	Bahkan sebelum aku bercakap,
PSA.139.4	Engkau sudah tahu apa yang akan kukatakan.
PSA.139.5	Engkau mengelilingi aku di segala penjuru;
PSA.139.5	Engkau melindungi aku dengan kuasa-Mu.
PSA.139.6	Pengetahuan-Mu tentang diriku sangat dalam;
PSA.139.6	terlalu dalam bagi pengertianku.
PSA.139.7	Ke manakah aku dapat pergi untuk menjauhkan diri daripada-Mu?
PSA.139.7	Ke manakah aku dapat lari dari hadirat-Mu?
PSA.139.8	Jika aku pergi ke syurga, Engkau di sana;
PSA.139.8	jika aku tidur di alam maut, Engkau di sana juga.
PSA.139.9	Jika aku terbang ke ufuk timur,
PSA.139.9	atau tinggal di hujung barat yang paling jauh,
PSA.139.10	di sana juga Engkau akan memimpin aku,
PSA.139.10	dan di sana pun Engkau akan menolong aku.
PSA.139.11	Jika aku minta kegelapan melingkupi aku,
PSA.139.11	ataupun cahaya di sekelilingku menjadi malam,
PSA.139.12	namun bagi-Mu kegelapan itu tidak gelap,
PSA.139.12	dan malam itu cerah seperti siang.
PSA.139.12	Bagi-Mu gelap dan terang sama sahaja.
PSA.139.13	Engkau menciptakan segala bahagian badanku;
PSA.139.13	Engkau membentuk aku di dalam rahim ibuku.
PSA.139.14	Aku memuji Engkau kerana Engkau menciptakan aku dengan baik dan luar biasa.
PSA.139.14	Segala perbuatan-Mu ajaib dan mengagumkan.
PSA.139.14	Aku benar-benar menyedarinya.
PSA.139.15	Ketika tulang-tulangku dijadikan,
PSA.139.15	dan dirangkaikan dengan teliti di dalam rahim ibuku,
PSA.139.15	ketika aku tumbuh di sana secara rahsia,
PSA.139.15	Engkau tahu bahawa aku di sana.
PSA.139.16	Engkau melihat aku semasa aku dalam kandungan ibuku.
PSA.139.16	Jangka masa hidupku sudah ditetapkan
PSA.139.16	dan dicatat di dalam kitab-Mu,
PSA.139.16	bahkan sebelum satu hari pun bermula.
PSA.139.17	Ya Allah, betapa sukarnya
PSA.139.17	dan betapa banyak jumlahnya.
PSA.139.18	Jika dihitung, bilangannya lebih banyak daripada butir pasir.
PSA.139.18	Ketika aku bangun, aku masih bersama-sama-Mu.
PSA.139.19	Ya Allah, bunuhlah orang jahat,
PSA.139.19	dan jauhkanlah pengganas daripadaku!
PSA.139.20	Mereka memfitnah Engkau;
PSA.139.20	mereka menjahatkan nama-Mu.
PSA.139.21	Ya TUHAN, aku benci akan orang yang membenci Engkau!
PSA.139.21	Aku berasa jijik terhadap orang yang melawan Engkau!
PSA.139.22	Aku membenci mereka dengan sepenuh hati;
PSA.139.22	aku menganggap mereka musuhku.
PSA.139.23	Selidikilah aku, ya Allah, dan selamilah hatiku;
PSA.139.23	ujilah aku dan ketahuilah fikiranku.
PSA.139.24	Periksalah hatiku sama ada terdapat kejahatan dalam diriku,
PSA.139.24	dan pimpinlah aku ke jalan yang abadi.
PSA.140.1	Untuk pemimpin koir. Mazmur Daud.
PSA.140.2	Ya TUHAN, selamatkanlah aku daripada orang jahat;
PSA.140.2	jauhkanlah aku daripada pengganas.
PSA.140.3	Mereka sentiasa merancang kejahatan,
PSA.140.3	dan selalu menimbulkan pertengkaran.
PSA.140.4	dan kata-kata mereka seperti racun ular senduk.
PSA.140.5	Ya TUHAN, lindungilah aku daripada kuasa orang jahat;
PSA.140.5	peliharalah aku daripada pengganas
PSA.140.5	yang merancang untuk menjatuhkan aku.
PSA.140.6	Orang sombong memasang perangkap untukku;
PSA.140.6	mereka merentang jaring untuk menjerat aku,
PSA.140.6	dan memasang jerat di sepanjang jalan untuk menangkap aku.
PSA.140.7	Aku berkata kepada TUHAN, “Engkaulah Allahku.”
PSA.140.7	Dengarlah seruanku minta tolong, ya TUHAN!
PSA.140.8	TUHAN Rajaku, penyelamatku yang kuat,
PSA.140.8	Engkau telah melindungi aku dalam pertempuran.
PSA.140.9	Ya TUHAN, jangan beri orang jahat keinginan mereka;
PSA.140.9	jangan biarkan rancangan mereka berjaya.
PSA.140.10	Jangan biar musuhku menang,
PSA.140.10	tetapi biarlah kata-kata jahat mereka menimpa diri mereka.
PSA.140.11	Biarlah bara api yang menyala-nyala menghujani mereka;
PSA.140.11	biarlah mereka jatuh ke dalam jurang dan tidak dapat keluar lagi.
PSA.140.12	Biarlah mereka yang memfitnah orang lain tidak berjaya;
PSA.140.12	biarlah pengganas ditimpa dan dibinasakan oleh malapetaka.
PSA.140.13	Ya TUHAN, aku tahu Engkau membela perkara orang miskin,
PSA.140.13	dan hak orang yang tertindas.
PSA.140.14	Orang yang taat dan setia kepada-Mu akan memuji Engkau;
PSA.140.14	mereka akan hidup di hadirat-Mu.
PSA.141.1	Mazmur Daud.
PSA.141.1	Aku berseru kepada-Mu, ya TUHAN; tolonglah aku sekarang!
PSA.141.1	Dengarlah aku apabila aku berseru kepada-Mu.
PSA.141.2	dan sambutlah tangan yang aku tadahkan sebagai korban malam.
PSA.141.3	Ya TUHAN, kawallah mulutku,
PSA.141.3	dan jagalah bibirku.
PSA.141.4	Jauhkan aku daripada keinginan berbuat jahat,
PSA.141.4	dan daripada pergaulan dengan orang derhaka.
PSA.141.4	Jangan biarkan aku berpesta dengan mereka.
PSA.141.5	Aku rela menerima hukuman dan teguran daripada orang baik,
PSA.141.5	tetapi aku tidak akan menerima pujian daripada orang jahat
PSA.141.5	kerana aku sentiasa berdoa menentang perbuatan jahat mereka.
PSA.141.6	Apabila pemerintah mereka dicampakkan dari tebing batu,
PSA.141.6	barulah mereka akan mengakui bahawa perkataanku benar.
PSA.141.7	Seperti kayu yang dibelah dan ditetak kecil-kecil,
PSA.141.7	begitulah juga tulang mereka dihamburkan di tepi kubur.
PSA.141.8	Tetapi aku tetap percaya kepada-Mu, ya TUHAN Rajaku;
PSA.141.8	aku mengharapkan perlindungan-Mu;
PSA.141.8	janganlah biarkan aku mati!
PSA.141.9	Lindungilah aku dari perangkap yang dipasang untukku,
PSA.141.9	dari jerat yang dipasang oleh orang jahat.
PSA.141.10	Biarlah mereka jatuh ke dalam perangkap mereka sendiri,
PSA.141.10	sedangkan aku dapat melepaskan diri dan selamat.
PSA.142.2	Aku berseru kepada TUHAN,
PSA.142.2	aku merayu kepada-Nya meminta bantuan.
PSA.142.3	Aku mengemukakan segala aduanku kepada-Nya;
PSA.142.3	aku memberitahukan segala kesusahanku kepada-Nya.
PSA.142.4	Apabila aku putus asa,
PSA.142.4	Dia tahu apa yang harus aku lakukan.
PSA.142.4	Di jalan yang harus aku tempuh,
PSA.142.4	musuhku telah memasang perangkap untukku.
PSA.142.5	Aku melihat ke sampingku,
PSA.142.5	tiada sesiapa pun yang dapat menolong aku;
PSA.142.5	tiada seorang pun yang melindungi aku.
PSA.142.5	Tiada seorang pun yang mempedulikan aku.
PSA.142.6	Ya TUHAN, aku berseru minta tolong kepada-Mu,
PSA.142.6	Engkaulah pelindungku,
PSA.142.6	Engkau sahaja yang aku perlukan dalam hidup ini.
PSA.142.7	Dengarlah seruanku minta tolong,
PSA.142.7	kerana aku tidak berdaya.
PSA.142.7	Selamatkanlah aku daripada musuhku;
PSA.142.7	mereka terlalu kuat bagiku.
PSA.142.8	Lepaskanlah aku daripada kesusahan,
PSA.142.8	maka dalam perhimpunan umat-Mu, aku akan memuji-Mu,
PSA.142.8	kerana Engkau telah berbuat baik kepadaku.
PSA.143.1	Mazmur Daud.
PSA.143.1	Ya TUHAN, dengarlah doaku,
PSA.143.1	terimalah rayuanku!
PSA.143.1	Engkau baik dan setia,
PSA.143.1	oleh itu jawablah aku!
PSA.143.2	tiada seorang pun yang tidak bersalah di hadapan-Mu.
PSA.143.3	Musuhku telah memburu aku,
PSA.143.3	dan mengalahkan aku.
PSA.143.3	Dia memasukkan aku ke dalam penjara yang gelap,
PSA.143.3	dan aku ini seperti orang yang sudah lama mati.
PSA.143.4	Oleh itu aku putus asa,
PSA.143.4	aku tidak berdaya.
PSA.143.5	Aku mengingatkan masa yang lalu;
PSA.143.5	aku memikirkan segala yang telah Engkau lakukan,
PSA.143.5	aku mengenangkan segala perbuatan-Mu.
PSA.143.6	Aku berdoa dengan menghulurkan tangan kepada-Mu;
PSA.143.6	aku memerlukan Engkau seperti tanah kering memerlukan hujan.
PSA.143.7	Jawablah aku segera, ya TUHAN,
PSA.143.7	aku putus harapan.
PSA.143.7	Jangan sembunyikan diri-Mu daripadaku,
PSA.143.7	supaya aku tidak menjadi seperti orang yang sudah turun ke alam maut.
PSA.143.8	Setiap pagi ingatkanlah aku tentang kasih-Mu,
PSA.143.8	kerana aku berharap kepada-Mu.
PSA.143.8	Aku berdoa kepada-Mu;
PSA.143.8	tunjukkanlah aku jalan yang harus aku tempuh.
PSA.143.9	Aku datang hendak berlindung kepada-Mu,
PSA.143.9	ya TUHAN, selamatkanlah aku daripada musuhku.
PSA.143.10	Engkaulah Allahku;
PSA.143.10	ajarlah aku melakukan kehendak-Mu.
PSA.143.10	Berbuat baiklah kepadaku,
PSA.143.10	dan pimpinlah aku ke jalan yang selamat.
PSA.143.11	Selamatkanlah aku, ya TUHAN, menurut firman-Mu;
PSA.143.11	selamatkanlah aku daripada kesusahan kerana Engkau baik.
PSA.143.12	Bunuhlah musuhku kerana Engkau mengasihi aku;
PSA.143.12	binasakanlah semua penindasku, kerana aku ini hamba-Mu.
PSA.144.1	Mazmur Daud.
PSA.144.1	Pujilah TUHAN, pelindungku!
PSA.144.1	Dia melatih aku untuk bertempur,
PSA.144.1	dan mempersiapkan aku untuk berperang.
PSA.144.2	Dialah pelindungku dan pembelaku,
PSA.144.2	tempat aku bernaung dan penyelamatku;
PSA.144.2	aku bergantung kepada-Nya supaya aku selamat.
PSA.144.2	Dia menaklukkan bangsa-bangsa ke bawah kuasaku.
PSA.144.3	apakah manusia sehingga Engkau memperhatikan dia?
PSA.144.3	Dia manusia biasa, namun Engkau mengendahkan dia!
PSA.144.4	Manusia bagaikan hembusan nafas,
PSA.144.4	dan hidupnya berlalu seperti bayangan.
PSA.144.5	Ya TUHAN, bukalah langit dan turunlah;
PSA.144.5	sentuhlah gunung-gunung supaya berasap.
PSA.144.6	Pancarkanlah kilat dan cerai-beraikanlah musuh-Mu;
PSA.144.6	lepaskanlah anak panah-Mu supaya musuh lari.
PSA.144.7	Hulurkanlah tangan-Mu dari syurga,
PSA.144.7	dan selamatkanlah aku dari air yang dalam;
PSA.144.7	selamatkanlah aku daripada kuasa orang asing,
PSA.144.8	yang selalu berdusta dan menipu,
PSA.144.8	dan mengangkat sumpah palsu.
PSA.144.9	Aku akan menyanyikan lagu baru untuk-Mu, ya Allah;
PSA.144.9	aku akan memainkan kecapi dan menyanyi untuk-Mu.
PSA.144.10	Engkau memberikan kemenangan kepada raja-raja,
PSA.144.10	dan menyelamatkan hamba-Mu, Daud.
PSA.144.11	Selamatkanlah aku daripada pedang orang kejam,
PSA.144.11	dan lepaskanlah aku daripada kuasa orang asing,
PSA.144.11	yang selalu berdusta dan menipu,
PSA.144.11	dan mengangkat sumpah palsu.
PSA.144.12	Semoga anak-anak lelaki kita yang masih muda
PSA.144.12	menjadi seperti tumbuh-tumbuhan yang membesar.
PSA.144.12	Semoga anak-anak perempuan kita menjadi seperti tiang cantik
PSA.144.12	yang menyangga sudut-sudut istana.
PSA.144.13	Semoga gudang kita dipenuhi
PSA.144.13	pelbagai hasil bumi.
PSA.144.13	Semoga domba di ladang kita
PSA.144.13	beranak sampai berpuluh-puluh ribu banyaknya.
PSA.144.14	Semoga lembu kita pun membiak,
PSA.144.14	tanpa ada yang hilang ataupun keguguran.
PSA.144.14	Semoga tiada tangisan kesengsaraan
PSA.144.14	yang kedengaran di jalan-jalan kota kita.
PSA.144.15	Berbahagialah bangsa yang sedemikian,
PSA.144.15	berbahagialah umat yang Allah mereka TUHAN!
PSA.145.1	Lagu pujian oleh Daud.
PSA.145.1	Aku akan mengagungkan Engkau, ya Allahku dan Rajaku;
PSA.145.1	aku bersyukur kepada-Mu selama-lamanya.
PSA.145.2	Setiap hari aku akan bersyukur kepada-Mu;
PSA.145.2	aku akan memuji Engkau selama-lamanya.
PSA.145.3	TUHAN agung dan harus dipuji setinggi-tingginya,
PSA.145.3	kebesaran-Nya tidak dapat kita fahami.
PSA.145.4	Perbuatan-Mu akan dipuji orang dari satu generasi ke satu generasi;
PSA.145.4	mereka akan memberitakan perbuatan-Mu yang hebat.
PSA.145.5	Orang akan menceritakan kemuliaan-Mu dan kebesaran-Mu,
PSA.145.5	dan aku akan merenungkan perbuatan-Mu yang mengagumkan.
PSA.145.6	Orang akan mewartakan perbuatan-Mu yang hebat,
PSA.145.6	dan aku akan mengisytiharkan keagungan-Mu.
PSA.145.7	Mereka akan memberitakan segala kebaikan-Mu,
PSA.145.7	dan bernyanyi tentang keadilan-Mu.
PSA.145.8	TUHAN pengasih dan penyayang,
PSA.145.8	Dia panjang sabar dan penuh dengan kasih.
PSA.145.9	Dia baik terhadap setiap orang,
PSA.145.9	dan mengasihani semua ciptaan-Nya.
PSA.145.10	Semua makhluk ciptaan-Mu akan memuji Engkau, ya TUHAN,
PSA.145.10	dan segenap umat-Mu akan bersyukur kepada-Mu.
PSA.145.11	Mereka akan menceritakan kemuliaan pemerintahan-Mu sebagai Raja,
PSA.145.11	dan mengisytiharkan keperkasaan-Mu,
PSA.145.12	supaya semua orang mengetahui perbuatan-Mu yang hebat,
PSA.145.12	dan pemerintahan-Mu yang mulia dan semarak.
PSA.145.13	Pemerintahan-Mu tetap sepanjang masa,
PSA.145.13	dan Engkaulah raja selama-lamanya.
PSA.145.13	TUHAN setia kepada umat-Nya dan menepati janji-Nya;
PSA.145.13	Dia berbelas kasihan dalam segala perbuatan-Nya.
PSA.145.14	Dia menolong orang yang dalam kesusahan;
PSA.145.14	Dia menguatkan orang yang putus harapan.
PSA.145.15	Semua makhluk ciptaan-Mu bergantung kepada-Mu,
PSA.145.15	dan Engkau memberikan semuanya makanan pada waktunya.
PSA.145.16	Engkau memberikan segala keperluan kepada makhluk ciptaan-Mu
PSA.145.16	sehingga tidak berkekurangan.
PSA.145.17	TUHAN adil dalam segala tindakan-Nya,
PSA.145.17	dan berbelas kasihan dalam semua perbuatan-Nya.
PSA.145.18	Dia dekat dengan orang yang berseru kepada-Nya,
PSA.145.18	dan yang memohon kepada-Nya dengan tulus hati.
PSA.145.19	Dia membekalkan keperluan semua orang yang menghormati-Nya;
PSA.145.19	Dia mendengar seruan mereka dan menyelamatkan mereka.
PSA.145.20	Dia melindungi semua orang yang mengasihi Dia,
PSA.145.20	tetapi Dia membinasakan orang yang jahat.
PSA.145.21	Aku akan sentiasa memuji TUHAN;
PSA.145.21	hendaklah semua makhluk ciptaan-Nya
PSA.145.21	memuji nama-Nya yang suci sampai selama-lamanya.
PSA.146.1	Pujilah TUHAN!
PSA.146.1	Pujilah TUHAN, hai jiwaku!
PSA.146.2	Aku akan memuji Dia seumur hidupku;
PSA.146.2	aku akan menyanyi untuk Allahku sepanjang hayatku.
PSA.146.3	Jangan berharap kepada pemerintah manusia,
PSA.146.3	tidak seorang pun dapat menyelamatkan kamu.
PSA.146.4	Apabila mereka mati, mereka kembali ke tanah;
PSA.146.4	pada hari itu segala rancangan mereka musnah.
PSA.146.5	Berbahagialah orang yang ditolong oleh Allah Yakub,
PSA.146.5	dan yang berharap kepada TUHAN, Allahnya;
PSA.146.6	serta isi semuanya.
PSA.146.6	Dia sentiasa menepati janji-Nya;
PSA.146.7	Dia membela hak orang yang tertindas,
PSA.146.7	dan Dia memberikan makanan kepada orang yang lapar.
PSA.146.7	TUHAN membebaskan orang tawanan,
PSA.146.8	dan mencelikkan mata orang buta.
PSA.146.8	Dia menguatkan orang yang putus harapan;
PSA.146.8	Dia mengasihi umat yang taat kepada-Nya.
PSA.146.9	Dia melindungi orang asing yang tinggal di negeri kita;
PSA.146.9	Dia menolong para balu dan anak yatim,
PSA.146.9	tetapi Dia memusnahkan rancangan orang jahat.
PSA.146.10	TUHAN ialah raja selama-lamanya.
PSA.146.10	Allahmu, hai Sion, akan memerintah sepanjang masa.
PSA.146.10	Pujilah TUHAN!
PSA.147.1	Pujilah TUHAN!
PSA.147.1	Memang baik kita menyanyikan lagu pujian untuk Allah kita;
PSA.147.1	memang elok dan patut kita memuji Dia.
PSA.147.2	TUHAN sedang memulihkan Yerusalem;
PSA.147.2	Dia sedang membawa orang Israel kembali dari pembuangan.
PSA.147.3	Dia menyembuhkan orang yang hancur hati,
PSA.147.3	dan membalut luka mereka.
PSA.147.4	Dia telah menentukan jumlah bintang,
PSA.147.4	dan memberikan nama setiap bintang.
PSA.147.5	Sungguh agung dan perkasa Tuhan kita;
PSA.147.5	kebijaksanaan-Nya tidak terhingga.
PSA.147.6	Dia memberikan kuasa kepada orang yang tertindas,
PSA.147.6	tetapi Dia mengalahkan dan mempermalukan orang jahat.
PSA.147.7	Nyanyikanlah lagu pujian untuk TUHAN,
PSA.147.7	dan mainkanlah kecapi untuk Allah kita.
PSA.147.8	Dia membentangkan awan di langit;
PSA.147.8	Dia menurunkan hujan ke bumi,
PSA.147.8	dan menumbuhkan rumput di bukit.
PSA.147.9	Dia memberikan makanan kepada binatang,
PSA.147.9	dan kepada anak burung gagak yang menciap-ciap.
PSA.147.10	Dia tidak suka akan kuda yang kuat,
PSA.147.10	ataupun askar yang berani;
PSA.147.11	tetapi Dia suka akan orang yang menghormati-Nya,
PSA.147.11	orang yang yakin kepada kasih-Nya yang kekal.
PSA.147.12	Pujilah TUHAN, hai Yerusalem!
PSA.147.12	Pujilah Allahmu, hai Sion!
PSA.147.13	Dia menguatkan pintu gerbangmu;
PSA.147.13	Dia memberkati umatmu.
PSA.147.14	Dia menjaga keamanan negerimu
PSA.147.14	dan memuaskan engkau dengan gandum yang terbaik.
PSA.147.15	Dia memberikan perintah kepada bumi,
PSA.147.15	dan firman-Nya dilaksanakan dengan segera.
PSA.147.16	Dia meliputi tanah dengan salji seperti menghamparkan selimut,
PSA.147.16	Dia menghamburkan embun beku seperti menghamburkan debu.
PSA.147.17	Dia menurunkan hujan batu seperti kerikil;
PSA.147.17	tiada sesiapa pun tahan menghadapi kesejukan itu.
PSA.147.18	Kerana firman-Nya, air batu menjadi cair;
PSA.147.18	Dia meniupkan angin, maka air pun mengalir.
PSA.147.19	Dia memberikan firman-Nya kepada umat-Nya,
PSA.147.19	peraturan dan hukum-Nya kepada Israel.
PSA.147.20	Dia tidak berbuat demikian bagi bangsa lain;
PSA.147.20	mereka tidak mengenal hukum-Nya.
PSA.147.20	Pujilah TUHAN!
PSA.148.1	Pujilah TUHAN!
PSA.148.1	Pujilah TUHAN, hai seisi syurga,
PSA.148.1	hai kamu yang tinggal di tempat tinggi.
PSA.148.2	Pujilah Dia, hai semua malaikat-Nya,
PSA.148.2	pujilah Dia, hai seluruh tentera syurga.
PSA.148.3	Pujilah Dia, hai matahari dan bulan;
PSA.148.3	pujilah Dia, hai bintang-bintang yang gemerlapan.
PSA.148.4	Pujilah Dia, hai langit yang tertinggi,
PSA.148.4	pujilah Dia, hai air yang di atas langit.
PSA.148.5	Biarlah semuanya memuji nama TUHAN;
PSA.148.5	semuanya tercipta oleh perintah-Nya.
PSA.148.6	Dengan perintah-Nya, Dia menentukan tempat semuanya untuk selama-lamanya,
PSA.148.6	dan semua itu harus selalu mentaati ketetapan-Nya.
PSA.148.7	Pujilah TUHAN, hai seisi bumi,
PSA.148.7	hai makhluk raksasa laut dan seluruh samudera raya,
PSA.148.8	hai kilat dan hujan batu,
PSA.148.8	salji dan awan,
PSA.148.8	serta angin ribut yang taat kepada perintah-Nya.
PSA.148.9	Pujilah Dia, hai bukit dan gunung,
PSA.148.9	pokok buah dan hutan,
PSA.148.10	semua binatang yang jinak dan yang liar,
PSA.148.10	yang besar mahupun yang kecil, dan juga burung.
PSA.148.11	Pujilah Dia, hai raja-raja dan semua bangsa,
PSA.148.11	para pemerintah dan penguasa,
PSA.148.12	semua pemudi dan pemuda,
PSA.148.12	orang tua dan orang muda.
PSA.148.13	Hendaklah mereka semua memuji nama TUHAN!
PSA.148.13	Dia lebih agung daripada semua yang lain;
PSA.148.13	Dia lebih berkuasa daripada semua yang di bumi dan di syurga.
PSA.148.14	Dia telah menguatkan umat-Nya,
PSA.148.14	supaya Dia dipuji oleh segenap umat-Nya,
PSA.148.14	umat Israel yang dikasihi-Nya.
PSA.148.14	Pujilah TUHAN!
PSA.149.1	Pujilah TUHAN!
PSA.149.1	Nyanyikanlah lagu baru untuk TUHAN;
PSA.149.1	pujilah Dia dalam perhimpunan umat-Nya yang setia!
PSA.149.2	Bergembiralah, hai orang Israel, kerana Pencipta kamu;
PSA.149.2	bersukacitalah, hai penduduk Sion, kerana Raja kamu!
PSA.149.3	Pujilah nama-Nya dengan tarian;
PSA.149.3	pujilah Dia dengan memainkan kecapi dan tamburin.
PSA.149.4	TUHAN berkenan kepada umat-Nya;
PSA.149.4	Dia memberikan kemenangan kepada orang yang bergantung kepada-Nya.
PSA.149.5	Hendaklah umat Allah bersukacita kerana mereka menang,
PSA.149.5	dan bernyanyi dengan gembira sepanjang malam.
PSA.149.6	Hendaklah mereka memuji Allah dengan bersorak-sorak,
PSA.149.6	sambil memegang pedang yang tajam
PSA.149.7	untuk mengalahkan bangsa-bangsa,
PSA.149.7	dan menghukum rakyat mereka;
PSA.149.8	untuk membelenggu raja-raja
PSA.149.8	dan merantai pemimpin mereka,
PSA.149.9	untuk menghukum bangsa-bangsa menurut perintah Allah.
PSA.149.9	Itulah kemenangan umat Allah.
PSA.149.9	Pujilah TUHAN!
PSA.150.1	Pujilah TUHAN!
PSA.150.1	Pujilah Allah di Rumah-Nya!
PSA.150.1	Pujilah kekuatan-Nya di angkasa-Nya!
PSA.150.2	Pujilah Dia kerana perbuatan-Nya yang perkasa!
PSA.150.2	Pujilah keagungan-Nya!
PSA.150.3	Pujilah Dia dengan trompet!
PSA.150.3	Pujilah Dia dengan gambus dan kecapi!
PSA.150.4	Pujilah Dia dengan tamburin dan tarian!
PSA.150.4	Pujilah Dia dengan kecapi dan seruling!
PSA.150.5	Pujilah Dia dengan simbal kecil yang berdenting!
PSA.150.5	Pujilah Dia dengan simbal besar yang berdentang!
PSA.150.6	Pujilah TUHAN, hai semua makhluk yang hidup!
PSA.150.6	Pujilah TUHAN!
PRO.1.2	Amsal yang berikut akan menolong kamu mengenal hikmat dan nasihat yang baik, serta memahami ungkapan yang dalam maknanya. 
PRO.1.3	Amsal ini mengajar kamu hidup dengan bijaksana, jujur, adil, dan tidak berat sebelah. 
PRO.1.4	Amsal ini dapat mengajar orang yang tidak berpengalaman supaya berfikiran tajam, dan mengajar orang muda menjadi pandai dan bijaksana. 
PRO.1.5	Amsal ini dapat menambah pengetahuan orang bijaksana dan dapat membimbing orang terpelajar. 
PRO.1.6	Dengan demikian mereka dapat memahami makna yang tersirat dalam amsal, kata-kata, dan soalan yang dikemukakan oleh orang bijaksana.
PRO.1.8	Hai anakku, perhatikanlah kata-kata bapa dan ibumu. 
PRO.1.9	Ajaran mereka akan menambah budi pekertimu seperti hiasan kepala dan kalung mempercantik rupamu.
PRO.1.10	Anakku, jika kamu digoda oleh orang berdosa, jangan ikut pujukan mereka. 
PRO.1.11	Seandainya mereka berkata, “Marilah kita mencari orang dan membunuh mereka. Marilah kita menyerang orang yang tidak bersalah sekadar untuk bersuka-suka! 
PRO.1.12	Sekarang mereka hidup dan sihat, tetapi mereka akan mati apabila kita sudah mengerjakan mereka. 
PRO.1.13	Kita akan mendapat dan mengambil segala jenis kekayaan mereka, lalu memenuhi rumah kita dengan barang rampasan! 
PRO.1.14	Marilah ikut kami, kita akan berkongsi hasil curian kita!”
PRO.1.15	Anakku, jangan ikut orang yang demikian. Jauhkan dirimu daripada mereka. 
PRO.1.16	Mereka tidak sabar lagi untuk melakukan kejahatan. Mereka ingin cepat-cepat membunuh orang. 
PRO.1.17	Tiada gunanya memasang jerat di depan mata burung yang hendak ditangkap, 
PRO.1.18	tetapi orang jahat seperti itu memasang perangkap bagi diri mereka - perangkap yang akan membinasakan mereka. 
PRO.1.19	Orang yang mencari nafkah dengan keganasan akan membayarnya dengan nyawanya sendiri.
PRO.1.20	Dengarlah! Hikmat sedang berseru di jalan raya dan di pasar, 
