MAT.1.1	BAHWA inilah surat katurunan Isa Almasih, iya itu anak Daud, dan anak Ibrahim.
ACT.26.23	Iya itu bahwa saharusnyalah Almasih itu mŭrasai sŭngsara, dan patutlah iya dahulu bŭrbangkit deripada mati, dan akan mŭnunjokkan trang pada kaum ini, dan pada sagala orang sŭsat.
ACT.26.24	Shahadan tŭtkala Paulus mŭnchŭrtrakan derihal dirinya itu, maka bŭrkatalah Festus dŭngan swara nyaring, Gila angkau hie Paulus, sŭbab banyak kŭpandieanmu mŭnjadikan angkau gila.
ACT.26.25	Tŭtapi sahutnya, Bahwa bukannya patik gila hie Festus yang amat mulia, mŭlainkan patik mŭngatakan pŭrkataan yang bŭnar, dan yang sungguh sungguh.
ACT.26.26	Kŭrna rajalah yang mŭngŭtahui akan sagala pŭrkara ini, maka dihadapannyalah patik bŭrkata dŭngan luas hatiku, kŭrna patik kŭtahui bŭnar, bahwa barang suatu deri pada pŭrkara ini tiadalah tŭrsŭmbunyi deripadanya, sŭbab sagala pŭrkara ini bukannya jadi dalam batin.
ACT.26.27	Ya raja Agripa, tŭngku pŭrchayakah akan sagala nabi? maka patik kŭtahui, bahwa tŭngku pŭrchaya adanya.
ACT.26.28	Maka bŭrkatalah raja Agripa kapada Paulus, Hampir hampir angkau mŭmbujok aku akan mŭnjadikan sa’orang orang Masihi.
ACT.26.29	Maka bŭrkatalah Paulus, Patik pohonkan kiranya kapada Allah, bahwa bukannya tŭngku sahja, mŭlainkan sagala orang yang mŭnŭngarkan hal patik pada hari ini, biarlah kiranya spŭrti patik ini juga, baik hampir hampir, baik jadi skali, mŭlainkan bŭlunggu ini sahja jangan.
ACT.26.30	Maka apabila Paulus sudah bŭrkata dŭmkian ini, maka bangunlah raja Agripa, dan pŭmrentah, dan Berniki dan sagala orang yang dudok bŭrsama sama dŭngan marika itu.
ACT.26.31	Maka sŭtlah sudah marika itu undor, lalu bŭrkata katalah sa’orang sama sa’orang, katanya, Bahwa orang ini tiada mŭmbuat barang apa yang patut dibunoh, atau dibŭlunggu.
ACT.26.32	Maka bŭrkatalah raja Agripa kapada Festus, Adapun orang ini bulih dilŭpaskan, kalau tiada iya minta handak bichara kapada Kiesar.
ACT.27.1	SŬBARMULA maka apabila tŭntulah sudah patut kami akan bŭrlayar, kabŭnua Italia, maka disŭrahkannyalah Paulus dan bŭbrapa orang lain yang tŭlah tŭrbŭlunggu itu kapada sa’orang yang bŭrnama Julius, iya itu sa’orang pŭnghulu orang sa’ratus, deripada pasukan Augustus.
ACT.27.2	Maka kami pun naiklah kŭdalam sa’buah kapal deri Adramitium, maka bŭrlayarlah kami handak mŭnyusor rantau rantau bŭnua Asia; maka adapun yang bŭrsama sama dŭngan kami itu Aristarkus orang Makadonia, deri nŭgri Thessalonika.
ACT.27.3	Maka pada esoknya singgahlah kami kaSidon. Adapun Julius bŭrlaku dŭngan kasihannya akau Paulus itu, dibrinyalah kŭbibasan akan dia, supaya bulih iya pŭrgi bŭrtŭmu dŭngan sahabat sahabatnya, sŭrta mŭnyŭnangkan dirinya.
ACT.27.4	Maka sŭtlah sudah kami kluar deri sana, bŭrlayarlah kami mŭnyusor Siprus, sŭbab mŭndahga angin.
ACT.27.5	Adapun sŭtlah sudah kami bŭrlayar dilaut Celisia dan Pamfilia, maka singgahlah kami kaMira, nŭgri Licia.
ACT.27.6	Maka pŭnghulu itu pun bŭrtŭmulah disana dŭngan sa’buah kapal yang datang deri Iskanderia yang handak pŭrgi kaItalia, maka ditompangkannyalah kami kŭdalamnya.
ACT.27.7	Maka apabila pŭlayaran kami itu pun bŭrlambatan bŭbrapa hari lamanya, dan sukarlah juga kami mŭnuju kapada nŭgri Kuidus, kŭrna angin tiada mŭluloskan, maka bŭrlayarlah kami juga mŭnyusor Kreti bŭrtŭntangan nŭgri Solomoni.
ACT.27.8	Sŭbab sukarlah kami handak mŭlŭpaskan nŭgri itu, maka sampielah kami kapada suatu tŭmpat yang bŭrnama Labohan chantek; maka adalah nŭgri Lasea dŭkat dŭngan dia itu.
ACT.27.9	Sŭtlah bŭbrapa lamanya sudah lalu, dan pŭlayaran itu pun skarang bŭrbahya adanya, kŭrna hari raya puasa pun sudah lampau, maka Paulus pun mŭngingatkanlah akan marika itu:
ACT.27.10	Katanya, Hie tuan tuan skalian, kulihat bahwa pŭlayaran kita ini kŭlak dalam kŭsukaran dan kŭrugian banyak, bukannya kapada muatan dan kapal sahja, mŭlainkan atas nyawa kita pun.
ACT.27.11	Akan tŭtapi pŭnghulu orang sa’ratus itu tŭrlebih pŭrchayanya akan jŭrumudi dan nakhoda kapal itu deripada pŭrkataan Paulus.
ACT.27.12	Adapun sŭbab labohan itu bukannya tŭmpat yang baik akan mŭnahun pada musim sŭjok, maka kabanyakkan marika itu bŭrfikir fikir baik juga undor deri sana, kalau dŭngan mudah mudahan dapat marika itu singgah kaFenice, supaya bulih mŭnahun pada musim sŭjok, kŭrna iya itu labohan pulau kreti yang mŭngadap barat daya dan barat laut.
ACT.27.13	Maka apabila bŭrtiuplah angin slatan sapui sapui, maka disangka ulih marika itu tŭlah dipŭrulih kahandaknya, lalu dibongkarnyalah sauh sŭrta bŭrlayarlah disisi pulau Kreti.
ACT.27.14	Tŭtapi tiada brapa lama antaranya, maka datanglah suatu angin tŭrsangat kŭras, yang bŭrnama Uruklidon.
ACT.27.15	Maka tŭkala disambarnyalah kapal itu, tiadalah dapat iya mŭlawan angin, maka kami biarkanlah iya bŭranyut.
ACT.27.16	Maka tiba tiba jatohlah kami kapada sa’buah pulau yang bŭrnama Klauda, maka susahlah kami handak mŭngambil sampan.
ACT.27.17	Maka sŭtlah sudah dinaikkan sampan itu, lalu diupayakanlah handak mŭmbarut kapal itu, maka takotlah marika itu tŭrdampar kapada bŭting, maka dituronkanlah layar lalu bŭranyutlah.
ACT.27.18	Maka sŭbab kami dilengkong lengkongkan ulih angin ribut tŭrlalu sangat, maka pada esoknya dichampak champakkan oranglah muatannya kalaut.
ACT.27.19	Maka pada lusanya dŭngan tangan sŭndiri kami mŭmbuangkan bŭbrapa pŭrkakas kapal.
ACT.27.20	Maka apabila tiadalah klihatan matahari dan bintang bŭbrapa hari lamanya, sŭrta angin ribut pun bukan buatan mŭmukol kami, maka pada waktu itu putuslah harap kami deripada slamat.
ACT.27.21	Shahadan kumdian deri pada bŭbrapa lamanya orang pun ta’dapat makan, tŭtkala itu maka bŭrdirilah Paulus pada sama tŭngah marika itu, sambil bŭrkata kata, Hie tuan tuan skalian, dahulu patutlah kamu mŭnurot pŭrkataanku, supaya jangan mŭninggalkan pulau Kreti, sŭrta bŭrulih mŭrbahya dan kŭrugian ini.
ACT.27.22	Tŭtapi skarang pun aku mŭmbri nasihat pada kamu supaya tŭtap hati kamu, kŭrna sa’orang pun diantara kamu tiada akan hilang nyawanya, hanya kapal sahja.
ACT.27.23	Kŭrna pada malam ini adalah datang kapadaku sa’orang mŭliekat deripada Allah yang ampunya milek akulah ini, maka kapadanyalah juga aku bŭrbuat bakti:
ACT.27.24	Katanya, Janganlah takot hie Paulus, sŭsungguhnya angkau akan disampiekan juga kahadapan Kiesar, maka bahwasanya tŭlah dikurniakan Allah kapadamu bahwa sagala orang yang bŭrlayar sŭrtamu.
ACT.27.25	Sŭbab itu pŭrtŭtapkanlah hatimu hie tuan tuan skalian, kŭrna aku pŭrchaya akan Allah, bahwa ta’dapat tiada akan jadi spŭrti pŭrkataannya padaku itu.
ACT.27.26	Akan tŭtapi dapat tiada juga kita ini bias tŭrdampar kadada suatu pulau kŭlak.
ACT.27.27	Adapun sŭtlah sampielah ampatblas hari lamanya bŭranyut anyutlah kŭsana kŭmari dalam laut Adria, maka sŭkira kira pada tŭngah malam, disangkakan ulih orang, bahwa kapal itu tŭlah dŭkatlah kapada suatu darat.
ACT.27.28	Maka dibuanglah duga, didapati dua puloh dŭpa dalamnya, sŭtlah lalulah sŭdikit kahadapan, maka diduga pula, didapatinya limablas dŭpa dalamnya.
ACT.27.29	Maka takotlah marika itu kalau kalau bias tŭrdampar kapada batu, maka dilabohkanlah ampat sauh deri buritan, sambil rindulah iya akan hari siang.
ACT.27.30	Tŭtapi apabila khŭlasi kapal itu handak lari kluar deri dalam kapal sambil mŭnuronkan sampan kŭdalam laut, pura pura iya handak mŭngluarkan sauh deri haluan,
ACT.27.31	Maka bŭrkatalah Paulus kapada pŭnghulu itu dan kapada sagala lashkar, Jikalau marika ini tiada tinggal dalam kapal, maka kamu tiada akan slamat.
ACT.27.32	Maka tŭtkala itu dipotongkanlah ulih lashkar akan tali sampan itu, lalu dianyutkanlah dia kŭlaut.
ACT.27.33	Maka tŭtkala hampirlah hari siang, lalu diajaklah ulih Paulus akan marika itu makan, katanya, Skarang kita tŭlah ampatblas hari lamanya sudah mŭnantikan dŭngan kŭlaparan, suatu pun tiada makan.
ACT.27.34	Sŭbab itu aku mŭminta kapadamu, makanlah barang sŭdikit, supaya mŭndatangkan sehat bagiemu, kŭrna sa’lie rambut pun tiada gugor deri pada kŭpala barang sa’orang deri antara kamu.
ACT.27.35	Maka sŭtlah sudah iya bŭrkata dŭmkian, lalu diambilnyalah roti, sŭrta mŭnguchap shukor kapada Allah dihadapan marika itu skalian, maka dipŭchahkannyalah akan dia, sŭrta dimakannya.
ACT.27.36	Maka sŭtlah itu tŭtaplah hati skalian marika itu, lalu iya pun makanlah.
ACT.27.37	Adapun kami skalian dalam kapal itu adalah dua ratus tujoh puloh anam orang banyaknya.
ACT.27.38	Shahadan tŭlah kŭnyanglah marika itu, maka dianggalkannyalah kapalnya dŭngan mŭmbuangkan gandom kŭlaut.
ACT.27.39	Maka apabila sianglah hari, tiada dikŭnal ulih marika itu tanah itu, tŭtapi dilihatnya ada suatu tŭlok yang bŭrpantie rata, maka fikirannya disanalah handak dikandaskannya kapalnya kalau bulih dŭngan bulihnya.
ACT.27.40	Maka sŭtlah marika itu mŭmbongkar sauh, maka dianyutkanlah kapal itu kŭlaut, sŭrta dilŭpaskannya kŭmudi, lalu ditarikkannyalah layar agong supaya makan angin, maka ditujunyalah pantie itu.
ACT.27.41	Maka masoklah kapada suatu tŭmpat dua harus bŭrtŭmu kapada kadua fiaknya, lalu tŭrkŭnalah kapal itu, maka tŭrjongketlah haluannya tŭtap tinggallah tiada bŭrgrak lagi, tŭtapi buritannya tŭlah pŭchahlah sŭbab kuat ombak itu.
ACT.27.42	Maka bŭrbicharalah sagala lashkar itu handak mŭmbunoh akan sagala orang yang tŭrblunggu itu, supaya jangan barang sa’orang jua pun lari bŭrnang tŭrlŭpas dirinya.
ACT.27.43	Tŭtapi pŭnghulu itu handak mŭmliharakan Paulus, ditŭgahkannyalah marika itu deri pada kahandaknya, lalu disurohkannyalah sagala orang yang tahu bŭrnang itu tŭrjon mula mula supaya sampie kŭdarat.
ACT.27.44	Maka yang tinggal, ada yang sŭtŭngah diatas papan, dan sŭtŭngah atas pŭchah pŭchahan kapal, sahingga marika itu skalian pun tŭrlŭpaslah naik kŭdarat.
ACT.28.1	SŬBARMULA sŭtlah tŭrlŭpaslah marika itu skalian, bahrulah dikŭtahuinya bahwa pulau itu bŭrnama Malita.
ACT.28.2	Maka orang orang sŭsat dipulau itu mŭnulong kami bukannya sŭdikit, kŭrna marika itu mŭmbakar suatu timbunan kayu, sŭrta mŭnyambot kami skalian, sŭbab pada tŭtkala itu hujan sŭrta sŭjok adanya.
ACT.28.3	Maka sŭtlah sudah dikampongkan ulih Paulus ranting sa’bŭrkas, sŭrta dimasokkannya kŭdalam api, maka kluarlah sa’ekor ular yang bisa sŭbab kŭna panas itu, lalu dipagutnyalah tangannya.
ACT.28.4	Bŭrmula sŭtlah dilihat ulih orang orang sŭsat itu ular itu bŭrgantong ditangan Paulus, maka kata marika itu sama sŭndirinya, Ta’dalah shak lagi bahwa orang ini pŭmbunoh adanya; jikalau iya tŭrlŭpas deripada laut skali pun, tŭtapi kŭtula tiada mŭmbri hidop akan dia.
ACT.28.5	Maka dikŭbaskan ulih Paulus binatang itu kŭdalam api dŭngan tiada iya mŭrasai suatu bahya juga pun.
ACT.28.6	Maka dinantikan ulih marika itu kalau kalau iya bŭngkak, atau jatoh mati skutika itu juga. Maka dinanti nantikan ulih marika itu bŭbrapa lamanya, tiada juga dilihatnya bŭrlaku bahya ka’atasnya, maka bŭrubahlah pula sangka marika itu, katanya, Iya ini suatu dewata adanya.
ACT.28.7	Maka adalah dŭkat tŭmpat itu juga tanah ayer pŭnghulu pulau itu yang bŭrnama Publius, iya itu mŭnyambot kami, sŭrta mŭmbri tumpangan akan kami dŭngan murahnya tiga hari lamanya.
ACT.28.8	Maka adalah bapa Publius itu tŭlah jatoh sakit dŭmam, dan buang buang ayer darah; maka Paulus pun masoklah kŭdalam rumahnya, sŭrta mŭminta doa, sambil mŭmbubohkan tangannya ka’atasnya, lalu disŭmbohkannyalah akan dia.
ACT.28.9	Maka apabila jadilah yang dŭmkian itu, datanglah orang orang lain pun yang ada bŭrbagie bagie pŭnyakit dipulau itu, maka disŭmbohkannyalah marika itu.
ACT.28.10	Maka orang orang itu pun mŭmbri hormatlah akan kami dŭngan bŭbrapa hormat; maka apabila kami handak bŭrlayar, dibrinyalah pŭrbŭkalan bagie bagie yang bŭrguna pada kami.
ACT.28.11	Shahadan sŭtlah tiga bulan lamanya, maka mŭnompanglah kami dalam sa’buah kapal yang datang deri Iskanderia, alamat kŭpalanya Kastor dan Pollox, yang tŭlah mŭnahun pada musim dingin dipulau itu.
ACT.28.12	Maka sŭtlah sudah kami singgah kaSirakus, maka tinggallah kami disana tiga hari lamanya.
ACT.28.13	Hata deri sana kami pun bŭrlayarlah mŭnyusor sampielah kaRegium, maka pada esoknya bŭrtiuplah angin slatan, maka sampielah kami kapada hari yang kadua kaPuteoli.
ACT.28.14	Maka disanalah kami bŭrtŭmu dŭngan bŭbrapa orang saudara yang mŭminta kami tinggal sŭrtanya tujoh hari lamanya, maka kami pun pŭrgilah kanŭgri Rom.
ACT.28.15	Adapun deri sana kluarlah bŭbrapa orang saudara yang tŭlah mŭnŭngarkan sagala hal ahwal kami, datanglah bŭrtŭmu dŭngan kami sŭjauh Appiforum, kapada tŭmpat yang bŭrnama Kŭdie tiga: maka dŭmi dilihat Paulus akan marika itu, maka iya pun mŭnguchaplah shukor kapada Allah, sŭrta mŭnŭtapkan hatinya.
ACT.28.16	Maka apabila kami sampielah kanŭgri Rom, maka disŭrahkanlah ulih pŭnghulu itu akan sagala orang yang tŭrblunggu itu kapada panglima tŭntara, tŭtapi diluloskannya Paulus dudok sa’orang sa’tŭmpat dŭngan sa’orang lashpar yang mŭnunggui dia.
ACT.28.17	Maka kumdian deripada tiga hari, maka dijŭmpot ulih Paulus akan sagala orang bŭsar bŭsar diantara orang Yahudi datang kapadanya; maka sŭtlah bŭrhimponlah marika itu skalian, lalu bŭrkatalah Paulus kapadanya, Hie tuan tuan skalian saudaraku, sungguh pun aku ini tiada bŭrbuat barang suatu salah atas sagala kaumku, atau atas adat nenek moyang kami, tŭtapi dibŭlunggukan orang aku, sŭrta disŭrahkannya juga kŭtangan orang Rom deri Jerusalem.
ACT.28.18	Maka sŭtlah sudah dipreksainya akan halku, lalu kahandaknya handak mŭlŭpaskan aku, kŭrna tiada didapatinya barang sŭbab yang patut akan dihukumkan mati.
ACT.28.19	Tŭtapi apabila dilawan ulih orang Yahudi itu, ta’dapat tiada aku pintalah handak mŭngadap Kiesar, bukannya aku handak mŭnudohi barang sŭsuatu akan kaumku.
ACT.28.20	Maka sŭbab itulah aku tŭlah mŭnjŭmpot kamu skalian datang kapadaku, sŭbab aku handak bŭrtŭmu sŭrta bŭrkata kapadamu, kŭrna deri sŭbab harap orang Israil itulah aku tŭrblunggu dŭngan rantie ini.
ACT.28.21	Maka jawab marika itu padanya, Bahwa kami ini bŭlom mŭndapat surat deri halmu, baik deri tanah Yahuda, baik deri pada barang sa’orang jua pun, deripada sagala saudara yang datang kŭmari itu, tiada iya mŭnchŭrtrakan, atau mŭnyŭbut salah apa apa deri halmu.
ACT.28.22	Akan tŭtapi kami bŭrkahandaklah akan mŭnŭngar deripadamu, bagimanakah fikiranmu? kŭrna derihal mŭzhab ini, kami tŭlah mŭngŭtahui diumpat orang sana sini.
ACT.28.23	Maka sŭtlah sudah ditŭntukan ulih marika itu skalian kapadanya suatu hari handak datang, maka datanglah tŭrlalu banyak orang kapadanya ditŭmpat iya mŭnumpang itu, maka diartikanlah ulih Paulus kapada marika itu, sŭrta bŭrsaksi derihal krajaan Allah, sŭrta mŭmbujok marika itu akan bŭrimankan Isa, baik deri dalam tauret, baik deri dalam surat sagala nabi nabi, deri pagi sampie pŭtang.
ACT.28.24	Maka sŭtŭngah orang pŭrchayalah barang yang dikatakan, tŭtapi sŭtŭngah orang tiada pŭrchaya.
ACT.28.25	Apabila tiadalah stuju sa’orang dŭngan sa’orang diantara marika itu, lalu kŭmbalilah iya kumdian deripada iya tŭlah mŭnŭngar pŭrkataan Paulus dŭmkian ini: katanya, Bahwa bŭnarlah spŭrti kata Roh Alkudos dŭngan mulot nabi Jasia kapada nenek moyang kami:
ACT.28.26	Katanya, Pŭrgilah angkau kapada kaum ini, katakanlah, Bahwa dŭngan pŭnŭngaran kamu akan mŭnŭngar, maka tiada juga kamu mŭngarti, dan dŭngan pŭnglihatan kamu akan mŭlihat, tŭtapi tiada juga kamu mŭngŭtahui.
ACT.28.27	Kŭrna tŭlah tŭballah hati kaum itu, dau bŭratlah pŭnŭngaran tŭlinganya, maka ditutopkannya matanya, asal jangan iya mŭmandang dŭngan matanya, dan mŭnŭngar dŭngan tŭlinganya, sŭrta mŭngarti dŭngan hatinya, sambil bŭrtaubat, sahingga kusŭmbohkan dia itu.
ACT.28.28	Sŭbab itu kŭtahuilah ulihmu, bahwa slamat deripada Allah itu disampiekannya kapada orang sŭsat, maka marika itu akan mŭnŭngar dia itu.
ACT.28.29	Maka sŭtlah sudah dikatakannya akan sagala pŭrkataan ini, maka pulanglah sagala orang Yahudi itu sampie mŭnjadi pŭrbantahan bŭsarlah diantara marika itu sama sŭndirinya.
ACT.28.30	Maka tinggallah Paulus dalam rumah yang disewanya itu dua tahun gŭnap, dŭngan mŭnyambut sagala orang yang datang kapadanya.
ACT.28.31	Sŭrta mŭmashorkan krajaan Allah, dan mŭngajarkan pŭrkara pŭrkara derihal Isa Almasih Tuhan itu dŭngan banyak kŭpŭrchayaan, dŭngan tiada dilarangkan uiih sa’orang jua pun akan dia.
ROM.1.1	BAHWA Paulus sa’orang hamba Isa Almasih yang tŭlah ditŭntukan mŭnjadi rasol, akan dipileh kŭrna Injil Allah.
ROM.1.2	Yang tŭlah dijanjikannya dahulu dŭngan mulot nabi nabinya dalam kitab kitab yang suchi
ROM.1.3	Akan hal Anaknya, iya itu Isa Almasih Tuhan kami, yang sudah dijadikan deripada bŭnih Daud sŭkŭdar ka’adaan manusia.
ROM.1.4	Yang ditŭntukannya iyalah Anak Allah dŭngan kawasa sŭkŭdar Roh Alkudos, ulih sŭbab kŭbangkitan deripada matinya.
ROM.1.5	Maka deripadanyalah kami tŭlah pŭrulih anugrah, dan pangkat rasol, akan mŭnjadikan sagala bangsa manusia pŭrchaya, sŭrta bŭrbakti ulih kŭrna namanya.
ROM.1.6	Maka diantara marika itu kamulah yang tŭlah dipileh ulih Isa Almasih.
ROM.1.7	Adapun kapada sagala orang yang diRom yang dikasihi Allah kiranya, dan yang tŭlah dipileh akan mŭnjadi orang suchi, maka dibri kiranya nikmat dan slamat bagiemu deripada Allah, iya itu Ayah kami, dan Tuhan Isa Almasih.
ROM.1.8	Adapun pŭrtama tama aku mŭnguchap shukor kapada Allah dŭngan bŭrkat Isa Almasih akan kamu skalian, sŭbab iman kamu itu tŭlah mashorlah pada sagala alam.
ROM.1.9	Bahwa Allah itulah akan mŭnjadi saksiku, dan kapadanya juga aku bŭrbakti dŭngan jiwaku dalam Injil Anaknya; bahwa dŭngan tiada bŭrkŭputosan juga aku mŭnyŭbut nama kamu slalu dalam doaku.
ROM.1.10	¶ Maka adalah aku mŭmohonkan kalau dŭngan sŭbulih bulinnya, insha Allah, supaya aku bulih pŭrgi skarang mŭndapatkan kamu skalian dŭngan sŭjahtranya.
ROM.1.11	Kŭrna rindu hatiku handak bŭrtŭmu dŭngan kamu skalian, supaya bulih aku mŭmbahgikan kapada kamu pun barang anugrah Roh Alkudos, akhirnya kŭlak kamu dapat ditŭtapkannya.
ROM.1.12	Iya itu supaya aku pun bulih dihiborkan bŭrsama sama dŭngan kamu ulih iman yang ada pada kadua fiak kita, iya itu kamu dan aku.
ROM.1.13	Saudara saudaraku, bahwa bukannya kahandakku supaya kamu mŭnjadi bodoh; maka bŭbrapa kali chitaku handak datang kapadamu, tŭtapi sampie skarang pun aku ada tŭrsangkot akan bŭrulih buah buahan deripadamu pula, spŭrti deripada orang orang sŭsat yang lain pun.
ROM.1.14	Kŭrna adalah aku ini sa’orang yang bŭrhutang, baik kapada orang orang Grika, baik kapada orang orang dagang, baik kapada orang yang bŭrakal, baik kapada orang yang tiada bŭrakal.
ROM.1.15	Maka dŭngan sŭbulih bulihnya juga adalah sŭdia aku akan mŭmbri tahu Injil kapada skalian yang diRom pun.
ROM.1.16	Kŭrna aku tiada malu akan Injil Almasih itu, kŭrna iya itulah kudrat Allah akan mŭndatangkan slamat bagie tiap tiap orang yang pŭrchaya, tŭrdahulu kapada orang Yahudi, dan kapada orang Grika pun.
ROM.1.17	Kŭrna dalamnya itulah dinyatakan kabŭnaran Allah deripada iman sampie kapada iman, spŭrti yang tŭlah tŭrsurat, Bahwasanya orang yang bŭnar itu akan hidop dŭngan iman.
ROM.1.18	Kŭrna morka Allah itu tŭlah dinyatakannya deripada shorga atas sagala kŭjahatan dan kŭsalahan orang yang mŭnahankan kabŭnaran itu dŭngan kŭjahatannya.
ROM.1.19	Kŭrna pŭrkara yang dapat dikŭtahui deripada Allah itu adalah tŭrnyata diantara marika itu, kŭrna sudah ditunjokkan Allah kapada marika itu.
ROM.1.20	Kŭrna sagala sifat Allah yang tŭrsŭmbunyi deri kutika kŭjadian dunia itu, maka itu pun dapat dilihat ulih orang dŭngan nyatanya, sŭbab dapat dikŭtahuinya deri pŭrkara yang dijadikannya, iya itu kudrat, dan kŭtuhanan Allah yang kŭkal; maka sŭbab itu marika itu tiada bulih mŭndatangkan uzur lagi.
ROM.1.21	Kŭrna apabila dikŭtahui ulih marika itu, bahwa ada Allah, maka tiada juga marika itu mŭmuliakan dia spŭrti Allah, dan tiada juga marika itu mŭmbri shukor, mŭlainkan iya jadi bŭbal dŭngan sangka sangkanya, dan hatinya yang bodoh itu pun digŭlapkannyalah.
ROM.1.22	Maka marika itu mŭngaku dirinya pandie, tŭtapi dialah yang bodoh adanya.
ROM.1.23	Maka diubahkannya kŭmuliaan Allah yang tiada bŭrhingga itu kapada suatu bŭrhala yang dibuatnya rupa manusia yang binasa, dan lagi rupa burong burong, dan binatang binatang yang bŭrkaki ampat, dan yang mŭnjalar.
