MAT.1.1	Ekitabu kyesyondengo sya Yesu Kristo, mugala wa Dawidi, mugala wa Abrahamu.
ACT.4.3	Neryo mobatsimbabo, moba hirabo omo muliki erihika omungyakya: kusangwa bwabya igologolo. 
ACT.4.4	Nikwa bangi bukwabo abowa mobikirirya; neriganza ryabalume ryabya nga elfu tanu.
ACT.4.5	Neryo engyakya, abarongani babo, nabakulu nabasaki mobahindana eYerusalema; 
ACT.4.6	na Ana muhereri mukulu, na Kayafa, na Yoane, na Alesandura, nabo mo kihanda kyosi kyomuhereri mukulu. 
ACT.4.7	Neryo babere babihirabo omukati kati, mobabulyabo, bati, Mo kagala kahi, kutse omo rina ryahi, byamabaha erikola eki kwehi? 
ACT.4.8	Neryo Petero iniuswire ne Kirimu Kibuyirire, mwabwirabo, ati, Inywe barongani ba bandu, na bakulu, 
ACT.4.9	twamabulibwa munabwire busana nomu biri owene akolawa oko kirema, nga ni musindo wahi omundu oyu alamibawamo; 
ACT.4.10	muminye inywe bosi, nabandu bosi beIsraeli, omo rina rya Yesu Kristo we Nazareti, oyo mwa bamba oko muti, oyo Mungu alubukaya oko baholi, omwisi wuwe omundu oyu akahangana hano emuliro wenyu iniama lama. 
ACT.4.11	Iye nibwe eryaponawa ninywe bahimbi, eryayirawa mo mutwe wengonde. 
ACT.4.12	Nerilama siriri mugundi: nibya sihari rindi rina eyikwa oko butuku, erikahabawa abandu eritolere itwangalamibwamo.
ACT.4.13	Neryo omugulu balangira obutubaha bwa Petero na Yoane, kandi mobaminya ko batakangiriribawa, kandi kobate bamenge, mobasweka; mobibukabo kobabya haguma na Yesu. 
ACT.4.14	Nerilangira omundu oyo walamibawa inianimene haguma nabo, mobataluka eribuga kinywa. 
ACT.4.15	Nikwa omugulu babere abibitegekabo eriya eyihya okwibugiro, mobakania omukati kati kabo, 
ACT.4.16	bati, Twasyakolaki oko bandu aba kwehi? kusangwa kwenene ekitikotiko kiminyikere kyabirikolwa nabo, kiminyikere oko bosi bikere eYerusalema; sitwenditoka eriga nakyo. 
ACT.4.17	Nikwa sikitsungane kwilaba aho omukati-kati kabandu, tubahirirayebo, sibaswebuga nomundu omo rina eri. 
ACT.4.18	Neryo mobaswabirikirabo, mobategekabo bati sibabuge kutse erikangirirya omo rina rya Yesu. 
ACT.4.19	Nikwa Petero na Yoane mobasubiryabo, bati, Ryamabya ryowene omo meso woMungu eribowa kwilaba Mungu, inywe mutswere: 
ACT.4.20	ku­sangwa sitwangatoka eribuga bye nebyo twabirilolako nebyo twabiriowa. 
ACT.4.21	Nabo babere babisubahiriryabo, mobalekabo erigenda, ibakabula ko bangasuyirabo, busana nabandu; ku­sangwa bandu bosi mobapipa Mungu, busana nekyakolawa. 
ACT.4.22	Kusangwa emituta yomundu oyo akolerawa ekitikotiko eki kyerimulamya yabya kwilaba mituta makumi ani.
ACT.4.23	Neryo bamabilwikwa, mobasa oko ndeko yabo, mobatula ebyosi abahereri bakulu na bakulu babuga nabo. 
ACT.4.24	Neryo babere bowabyo, mobasumba omulenge wabo oko Mungu nomutima muguma, bati, Uwe, Mukama, mowakola olubula ne kihugo nengetsi, nebyosi ko birimo: 
ACT.4.25	mowabuga omobuno bwatata wetu Dawidi omugombe wawe, busana ne Kirimu Kibuyirire, uti, Busana naki ebihanda byahitana, Nabandu mobaganirya emyatsi buyira kwehi? 
ACT.4.26	Abami be kihugo mobasika, Nabarongani mobahindana haguma, Eriya embita yerilwa noMukama na Kristo wuwe:
ACT.4.27	kusangwa kwenene omo muyi oyu Herode na Pontio Pilato, neBihanda nabandu baIsraeli mobahindana haguma erilwa noMwana wawe oyu buyirire, oyo wahakabaya, 
ACT.4.28	erikola ebyo ebyala byawe nerihana ryawe ryategeka erimbere eribererera. 
ACT.4.29	Na lino, Mukama, usamarira eryubahirirya ryabo: uhe abagombe bawe babuge eKinywa kyawe neritindiubaha ryosi, 
ACT.4.30	unemokakya okuboko kwawe erilamya; nebitikotiko nebye riswekera bikolawe omo rina ryoMwana wawe Yesu oyu buyirire. 
ACT.4.31	Neryo babere babisaba, aho bahindene mohatsuka sukanibwa; nabosi nobusulibwa neKirimu Kibuyirire, moba buga eKinywa kyoMungu neritindiubaha.
ACT.4.32	Nendeko yabikiriraya moyabya nomutima muguma neki rimu kiguma: isihari muguma wakubo oyo wabuga ati bindu biwe ni biwe iyowene; nikwa mobasangira ebyosi. 
ACT.4.33	Naba kwenda mobatulago namaka manene owerilubuka ryoMukama Yesu: nolukogo lunene molwabya oko bosi. 
ACT.4.34	Kandi moha taswabya muguma wa kubo ukabula kindu: kusangwa abosi ababya bawite bitaka kutse amanyumba mobagulyabyo, moba leta obuguri bwebindu ebyaguribawa, 
ACT.4.35	mobahirabo oko bisandu byabakwenda: mobyagabirwa oko buri mundu ngoko bimutolere.
ACT.4.36	Yosefu oyo wahulawa nabakwenda mo Baranaba (riringene neribindula, ambu, Mugala werisibikya) omuLawi, omundu wekihanda kya Kipuro, 
ACT.4.37	iniawite eririma mwaguryaryo, mwaleta obuguri bwaryo mwahirabo oko bisandu byabakwenda.
ACT.5.1	Nikwa mundu muguma akahulawa mo Anania, nomukali wuwe Safira, mobagurya eririma, 
ACT.5.2	neryo mwabisa eki hande kyobuguli, na mukaliwe inianasi, mwaletabo ko kihande, mwahirakyo oko bisandu bya bakwenda. 
ACT.5.3	Nikwa Petero mwabuga, ati, Anania, busana naki Satani abiriusulya mutima wawe eribihira eKirimu Kibuyirire, kwehi? neribisa oko buguri bwekitaka. 
ACT.5.4	Omugulu kikine ewawe, isikyawe kwehi? nomu­gulu kyamabiguribwa, sikyabya omu hamuri yawe kwehi? ni musindoki alekire iwahira omwatsi oyo omo mutima wawe kwehi? suritabiha oko bandu nikwa oko Mungu. 
ACT.5.5	Neryo Anania abere biowa ebinywa ebi mwagwa ahisi mwahola: neri ubaha inene moryahika oko bosi bowa. 
ACT.5.6	Nabalwana moba hangana mobamusenge, mobamutwala neriyamuta.
ACT.5.7	Kandi hahwa nga ndambi isatu, omukali mwingira isiasi ekyakolirwe. 
ACT.5.8	Neryo Petero mwamusubirya, ati, Umbwire nga mwagulaya ekitaka kyo singaha. Naye ati, Inga, kona singaha. 
ACT.5.9	Nikwa Petero mwamubwira ati, Niki kikaleka imwahanana haguma erilenga oko Kirimu kyoMukama kwehi? lebaya ebisandu byabariata ibawe biri oko luyi, nawe bakandi kutwala. 
ACT.5.10	Naye mwagwa neryo-neryo oko bisandu biwe, mwahola: nabalwana mobingira mobeya iniamabihola, moba mutwala eyihya mobamuta hakuhi niba wuwe. 
ACT.5.11	Neriubaha inene moryahika oko kanisa yosi, noko bosi bowa emyatsi eyi.
ACT.5.12	Nebitikotiko nebyeriswekera bingi mobyakoleka omukati kati kabandu omo byala byabakwenda: nabosi babya bomutima muguma omo kiseku kya Solomono. 
ACT.5.13	Nikwa sihabya nomu guma gokobandi owalenga eriyihira kubo: nikwa bandu mobapipabo;
ACT.5.14	Nabikirirye mobatomekerwa oko Mukama kwilaba, esyo ndeko syabalume nabakali: 
ACT.5.15	kyaleka ibahekera abakoni omo syonzira, nerihirabo oko syongingo nebirago, neryo omugulu Petero akalaba, ekitsutsu kiwe ikyatoka erihika kubo muguma muguma. 
ACT.5.16	Nendeko moyahindana erilwa oko miyi eyihere renye ne Yerusalema, erileta bakoni nabakagalawa nesyombinga: abosi mobalimibwa.
ACT.5.17	Nikwa muhereri mukulu mwahangana, nabosi ababya naye (ekyo ni kihanda kya baSadukayo) mobusula neritsuro, 
ACT.5.18	mobatsimba abakwenda, mobahirabo omu nyumba yomuliki. 
ACT.5.19	Nikwa omulaika woMukama mwakingula esyonyuyi syenyu mba yomuliki omo kiro, mwahulukyabo, mwabuga, ati, 
ACT.5.20	Mu gende, muhangane mubugire omo hekalu oko bandu ebinywa byosi byeNgebe eyi. 
ACT.5.21	Nomugulu bowa mobingira omo hekalu bwasondikya, mobakangirirya. Nikwa muhereri mukulu mwasa, na babya haguma naye, neryo mwabirikira eribugiro haguma, na bakulu bosi ba bana ba Israeli, neryo mwatumirabo oko nyumba yomuliki baletawe. 
ACT.5.22	Nikwa abagombe abahika mo bateteyabo omo nyumba yoinuliki; neryo mobasubula moba tulago, 
ACT.5.23	bati, Enyumba yomuliki motukegayayo ininaki ngiri ndeke, nabateya ibanimene oko syonyuyi: nikwa turyabya twakingulamo, motuteteya mo mundu. 
ACT.5.24	Neryo omu teya wehekalu nabahereri bakulu babere babiowa ebinywa ebi, mobabya nengitsi ngo mwatsi oyu ngakandisyabya ati. 
ACT.5.25	Nomundu muguma mwahika mwabwirabo, ati, Lebaya abalume mwahira omo muliki bimene omo hekalu bakakangi riraya abandu. 
ACT.5.26	Neryo omuteya nabagombe mobayendabo, butsira erikunangabo; kusangwa bubaha abandu, ambu baka syaswiryabo amabwe. 
ACT.5.27	Babere babiletabo, mobahirabo embere wabo omwibugiro. Nomuhereri mukulu mwabulyabo, 
ACT.5.28	ati, Kwe motutetabakunga tuti sumuswekangiriraya omu rina eri kwehi? talebaya mwabariusulya eYerusalema omwika ngirirya ryenyu, mukasonda erituhira komusasi womundu oyo. 
ACT.5.29	Nikwa ye Petero nabakwenda mobasubirya, bati, Ritolere itowa oMungu kwilaba abandu. 
ACT.5.30	OMungu wabotata wetu, mwalubukya Yesu, oyo mwita, oyo mwabamba oko muti. 
ACT.5.31	Mungu akamusikaya oko byala biwe byamali eribya Mukulu noMulamya, eriha eribinduka oko Israeli, neribugirwa ryebibi, 
ACT.5.32	Netu turi balangiri bemyatsi eyi haguma neKirimu Kibu yirire ekyo Mungu abiriha abakamowa.
ACT.5.33	Nabo babere babiowa ekyo, mobahitana omo mitima, mobasonda eriitabo. 
ACT.5.34	Nikwa omwibugiro mohahangana omuFarisayo oyo kahulawa mo Gamalieli, omukangirirya wamahano, oyu kakengawa nabandu bosi, mwategeka ati bahirawe eyihya akatambi kake. 
ACT.5.35	Neryo mwabuga nabo, ati, Inywe balume baIsraeli, muyitondeke busana nabandu aba nga mwangakolaki. 
ACT.5.36	Kusangwa oko biro byerimbere mohahuluka Teuda, iniakayahula mo mundu mukulu; nabandu nga magana ani, mobamukwama: naye mwitwa; nabosi bamowa mobapanza panzwa mobabya buyira. 
ACT.5.37	Nenyuma waho Yuda we Galilaya mwahangana omu biro byeriganzwa, mwakura bandu bangi erimukwama: naye mwahera: nabosi bamowa mobapanza panzwa. 
ACT.5.38	Na lino ngabuga nenyu, nyiti, muyilusaye oko bandu aba, mulekebo: kusangwa erihana eri nomubiri oyu amabya wabandu, iniasyaguswa: 
ACT.5.39	tse amabya ini woMungu simwendisyatoka eriheryago; isimwabanika nga mukalwa no Mungu. 
ACT.5.40	Nabo mobamowa: mobabirikira abakwenda moba swirabo mobakungabo bati sibakangiriraye omo rina rya Yesu, mobalwikabo. 
ACT.5.41	Neryo mobalwa omwibugiro, ibanemotsema kusangwa baganzawa kobatolere eriitwa esisoni busana neRina eryo. 
ACT.5.42	Nebiro byosi omo hekalu newabo, mobatumbya erikangirirya engulu yowene ya Yesu kwari Kristo.
ACT.6.1	Neryo omu biro ebi omugulu eriganza ryabiga ryakanya, abaYuda abe kihugo kya baGiriki mobasiningulira abaEbrania, kusangwa abakwakali babo mobataganzwa okwiga birwa ryebiro byosi. 
ACT.6.2	Nerikumi nababiri mobabirikira endeko yabiga kubo, bati, Siritolere tukaleka eKinywa kyoMungu, tuka kolera obutara. 
ACT.6.3	Balikyetu, musondaye omukati-kati kenyu bandu balinda abakasimawa, aboswire neKirimu Kibuyirire namenge, tuhirebo oko mubiri oyu. 
ACT.6.4	Nikwa itwe twasyayi tsinga omwisaba, nomo mubiri weKinywa. 
ACT.6.5	Nebinywa ebyo mobyatsemesya endeko yosi: mobayisoga Setefano omundu wuswire nerikirirya neKirimu Kibuyirire, na Filipo na Poro koro, na Nikanora, na Timoni, na Parimena, na Nikolao we Antiokia oyu wabinduka mo muYuda; 
ACT.6.6	mobahirabo emuliro wabakwenda: neryo babere babisaba, mobahira kubo kwebyala.
ACT.6.7	Nekinywa kyoMungu mokyakanya; neriganza ryabiga moryakanya kutsibu omo Yerusalema; nendeko nene ryabahe reri mobaliga erikirirya eryo.
ACT.6.8	Na Setefano iniuswire nolukogo namaka, mwakola ebyeri swekera bingi nebitikotiko omukati-kati kabandu.
ACT.6.9	Neryo mohahangana abandi abenyumba yerihindana ikahulawa mo ya Libertino, neya banyaKurene, nabanya Alesanduria, na banyaKilikia, nabanyaAsia, mobakuba obuhaka na Setefano. 
ACT.6.10	Mobataluka erisinga obwenge neKirimu kikamubugisaya. 
ACT.6.11	Neryo mobayakulula abandu, ababuga bati, Motukowa oyu akabuga ebinywa byeritsuma Musa, noMungu. 
ACT.6.12	Mobagangagangya abandu, nabakulu na basaki, mobamuhikako, mobamuhamba, mobamuleta omwibugiro, 
ACT.6.13	mobahangania abatula omwamabehi ababuga, bati, Omundu oyu siariumbaya erinegulira ahabuyirire hano, namahano: 
ACT.6.14	kusangwa twabiriowa akabuga ati, Yesu oyu weNazareti asyaheryahano, kandi asyabindula emitsye Musa atuha. 
ACT.6.15	Na bosi babya bikere omwibugiro, mobamusamalira, mobalangira obusu buwe ibwamabya ngo bwomulaika.
ACT.7.1	Nomuhereri mukulu mwamubulya, ati, Emyatsi eyi ne kwenene kwehi? 
ACT.7.2	Naye mwabuga ati, Abagala betunabotata muhulikirire: OMungu wolukengerwa mwabutukira tata wetu Abrahamu, omugulu abya eMesopotamia, abya isiariikala eHarani, 
ACT.7.3	mwamubwira, ati, Ulwe omo kihugo kyawe, nomo kihanda kyawe, wase omo kihugo ekyo nasyaku kangya. 
ACT.7.4	Neryo mwalwa omo kihugo kyeKaldea, mwikala eHarani: nerilwa eyo, ise aberebihola Mungu mwamuhumirya omo kihugo kino aho inywe mwikere lino: 
ACT.7.5	neryo mwatamuha omwandu mukyo, kutse naherihira ekisandu kiwe: kandi mwalaga erimuhakyo iniabya mwenyekyo, noko lubuto luwe isiariabuta mwana. 
ACT.7.6	NoMungu mwabuga ati, olubuto luwe lukandisyalendera omo kihugo kigeni, ibakandisyahirabo mo muliki nerikolabo nabi emituta amagana ani. 
ACT.7.7	Nekihanda ekyo ekikandisyahirabo mo muliki Mungu ati, nasyatswerakyo: nenyuma waho basyalwamo basyanyikolera hano. 
ACT.7.8	Neryo mwamuha erilagana ryeribania: nAbrahamu mwabuta Isaka, mwamubania omo kiro kyomunani; na Isaka mwabuta Yakobo, na Yakobo mwabuta abosokulu erikumi na babiri. 
ACT.7.9	Nabo sokulu busana nobuha uku Yosefu mobamugulya eMisiri: noMungu mwabya naye, 
ACT.7.10	nerimulamya omo malige wuwe gosi, kandi mwamuha erisimwa na menge embere syaFarao omwami weMisiri; kandi mwamuyira omutabali mukulu endata weMisiri nenyumba yiwe yosi. 
ACT.7.11	Neryo enzala moya hika eMisiri neKanana nobulige bunene: na botata wetu mobatabana ekyerirya. 
ACT.7.12	Nikwa omugulu Yakobo owa kohari akaryo eMisiri, mwatuma abotata wetu engendo yerimbere. 
ACT.7.13	Noko ngendo yakabiri Yosefu mwaminyikala ku bagala babo; nekitunga kyaYosefu mukyaminyikala ku Farao. 
ACT.7.14	Na Yosefu mwatumira kwise mwabirikira Yakobo ise wuwe, nekitunga kiwe, abandu makumi arinda nabatano. 
ACT.7.15	Na Yakobo mwa ndagarira eMisiri; mwahola, iye nabotata wetu; 
ACT.7.16	neryo mo babya bakahekerwa eSekemu mobahirwa omwisinda Abrahamu agula omo buguli bwesyofranka syekitsipa ku bagala baHamori eSekemu. 
ACT.7.17	Nikwa endambi yerilaga yasonda erihika eyo Mungu alahiriraya Abrahamu, abandu mobakanya mobabya bangi eMisiri, 
ACT.7.18	erihika aho ogundi mwami asyasingira eMisiri, oyu tasi Yosefu. 
ACT.7.19	Iye mwayira menge weriherya kitunga kyetu, mwayira abotata wetu bo nabi, ati baguse abana babo bahole. 
ACT.7.20	Noko mugulu oyo Musa mwabutwa ini mubuya kundu; mobamulembera omu nyumba yise emikera isatu: 
ACT.7.21	abere abiguswa, mwali waFarao mwamwimya, mwa mulembera eribya mugala wuwe. 
ACT.7.22	Na Musa mwakangiriribwa omo menge gosi wabanyaMisiri; mwayira maka omo binywa biwe nemibiri. 
ACT.7.23	Nikwa emituta yiwe yasonda eribya makumi ani, olukando molwingira omo mutima wuwe lweriyalola ku balikyabo abana beIsraeli. 
ACT.7.24	Nerilangira oko muguma akaga libwa buyira, mwamwimira, mwakisya oyo wabya akagalibwa, mwaswirya munyaMisiri: 
ACT.7.25	iniakaganiraya ati balikyabobangaminya ko Mungu akatongolayabo omo byala biwe; nikwa mobataminya batya. 
ACT.7.26	Nengyakya mwahuluka kubo ibakalwa, mwalenga erisanganiabo, ati, Bakama, mubutirwe haguma; busana naki mukakolana nabi kwehi? 
ACT.7.27	Nikwa oyo wakola muli kyabo yo nabi mwamukuna, ati, Nindi wakuyira mo murongani nomutsweri okwitwi kwehi? 
ACT.7.28	Wanzire erinyita ngoko wita omunyaMisiri muligolo kwehi? 
ACT.7.29	Musa abere abiowa eKinywa eki mwatibita mwabya mugendigendi omu kihugo kyeMidiana, mwabutirayo abagala babiri. 
ACT.7.30	Nomugulu emituta makumi ani yabere yabihwa, omulaika mwamubutukira omu kirimi kyomuliro omo kisaka omo mbwarara yoko kitwa kyaSinai. 
ACT.7.31	Na Musa abere alebyago, mwasweka erilola kugo: nomugulu asegera eriyitegererya, omulenge woMukama mwasa, ati, 
ACT.7.32	Ingye ndi Mungu wabotata wawe, Mungu wa Abrahamu, na Isaka, na Yakobo. Musa mwatitimana, mubaha erilangira. 
ACT.7.33	NoMukama mwabuga naye, ati, Lusaya esyo ngendero oko bisandu byawe: kusangwa aho uhangene ni kitaka kibuyirire. 
ACT.7.34	Nabirilangira kwenene amalige wabandu bage abari Misiri, nabiriowa erisimba ryabo, kandi nabirikima eri tongolyabo: na lino wase, ngakutuma eMisiri. 
ACT.7.35	Musa oyo bagana bati, Nindi wamakuyira mo murongani no mutsweri kwehi? Mungu atuma eribya murongani nomutongolya omu byala byomulaika oyo wamubutukira omo kisaka. 
ACT.7.36	Omundu oyo mwasondolobo, iniamabikola ebyeriswekera nebiminyikalo omo kihugo kyeMisiri, omo ngetsi yengula, nomo mbwarara emituta makumi ani. 
ACT.7.37	Oyo ni Musa, oyo wabuga na bana baIsraeli, ati, Mungu asyabahanganirya omuminyereri akalwa omukati-kati ka balikenyu, oyu ringa ngye. 
ACT.7.38	Oyo ni ye oyo wabya omo kanisa omo mbwarara haguma nomulaika oyo wabuga naye oko kitwa kyaSinai, haguma nabotata wetu: oyo wangirira amahano wengebe nerituhago: 
ACT.7.39	yoyo abotata wetu bagana eriowa, yobakuna erilwa kubo mobasuba eMisiri omo mitima yabo, 
ACT.7.40	mobabwira Haroni, bati, Utukokoteraye emiungu eyasyatusondolera: kusangwa Musa oyu watusondo lera erilwa omo kihugo kyeMisiri, sitwasi kwabere. 
ACT.7.41	Moba kokotya enyana yende oko biro ebyo, mobaleta obuhere oko lusumba olo, mobatsema omo mubiri webyala byabo. 
ACT.7.42	Nikwa Mungu mwabinduka, mwahabo erikolera emilondo yomokya nya; ngoko kisakiri omu kitabu kya baminyereri, kiti,
ACT.7.42	Enyumba ya Israeli
ACT.7.42	Momwanyiherera esyonyama esikerire namahere
ACT.7.42	Emituta amakumi ani omo mbwarara kwehi?
ACT.7.43	Momwaheka ehema ya Moloki,
ACT.7.43	Nengununu yomungu Pafoni,
ACT.7.43	Nesisumba esyomwabumba erikukamira
ACT.7.43	Nage nasyabahumirya eyisirya yeBabeli hali.
ACT.7.44	Abotata wetu babya bawite ehema yeritulago omo mbwarara, ngoko ategeka oyo wabuga na Musa ati akokotayeyo, ngomu sindo alolako. 
ACT.7.45	Abotata wetu nabo mobaletayo haguma na Yosua bamabihiga eBihanda ebyo Mungu akuna eyihya embere wabotata wetu erihika oko mugulu wa Dawidi, 
ACT.7.46	oyu wabana erisimwa omo meso woMungu, neryo mwabulya eribanira Mungu wa Yakobo aheriikala. 
ACT.7.47	Nikwa Solomono mwabya iyo wahimba enyumba busana naye. 
ACT.7.48	Nikwa owendata kutsibu siarikala mu manyumba akahimbawa mo byala; ngoko muminyereri akabuga, ati,
ACT.7.49	Elubula ni kitumbi kyage kyobwami,
ACT.7.49	Ne kihugo ni kitumbi kyebisandu byage,
ACT.7.49	Enyumba yahi mwasyambimbira,
ACT.7.49	OMukama akabuga,
ACT.7.49	Kutse aheriluhukira hage ni hahi kwehi?
ACT.7.50	Ebyala byage byobitakola ebi byosi kwehi?
ACT.7.51	Inywe bandu bebikya bibasire, bomutima namatwi bita bwene, ebiro byosi mukalwa neKirimu Kibuyirire: ngoko abotata wenyu bakola, nenyu mukakola mutya. 
ACT.7.52	Nindi oko baminyereri oyo abotata wenyu batendireraya kwehi? Kandi mobita abatsuka eritulago oweriasa ryoyo Tunganene, oyo mwahotela neriita, 
ACT.7.53	inywe mwangirira amahano owaletawa nabalaika, nenyu momutateyago.
ACT.7.54	Nikwa omugulu bowa emyatsi eyi mobahitana, moba mukegetera ameno wabo. 
ACT.7.55	Nikwa iye iniuswire neKirimu Kibuyirire, mwasamarira omo lubula mwalangira olukengerwa lwoMungu, na Yesu inanimene oko byala byamali byo Mungu; 
ACT.7.56	mwabuga, ati, Lebaya, namalebya olubula ilunakingwire, noMugala womundu ahangene oko byala byamali byo Mungu. 
ACT.7.57	Nikwa mobabuya olukanda nerisumba mirenge mobaliba matwi mobamugulukira igumaguma. 
ACT.7.58	Neryo mobamugusa eyihya oko muyi mobamwita omo mabwe; nabalangiri mobahira esyongimba syabo oko bisandu byomulwana oyu kahulawa mo Saulo. 
ACT.7.59	Nomugulu bita Setefano omo mabwe, mwasaba, ati, Mukama Yesu, angirira ekirimu kyage. 
ACT.7.60	Neryo mwaku kama mwabuga nomulenge munene, ati, Mukama, suganzire kubo kwe kibi eki. Abere abibuga eki mwagotsera.
ACT.8.1	Na Saula abya akaliga oluholo luwe. Noko kiro ekyo mobatsuka eriendererya inene oko kanisa eYerusalema; nabosi mobapanzikanira omo bihugo byeYudea na Samaria, butsira bakwenda. 
ACT.8.2	Nabandu bagenge mobata Setefano, mobamurira kutsibu. 
ACT.8.3	Nikwa Saula mwaherya ekanisa kutsibu mwingira omo buri nyumba, akakura abalume nabakali akahi rabo omo nyumba yomuliki.
ACT.8.4	Neryo abapanzikana mobaya eyi neyi eritula engulu yowene yekinywa ekyo. 
ACT.8.5	Filipo mwandagalira oko muyi wa Samaria, mwatulirabo engulu ya Kristo. 
ACT.8.6	Nesyondeko mobowa ebyo Filipo abuga nomutima muguma, omugulu bamowa nerilangira ebiminyikalo akola. 
ACT.8.7	Kusangwa esyombinga mosyalwa oko bosi ababya bakwiresyo, isikabirikira nomulenge munene: nabangi ababya babasire nebilema mobalamibwa. 
ACT.8.8	Neryo mohabya obutseme bunene omo muyi oyo.
ACT.8.9	Nikwa habya omundu ukahulawa mo Simoni oyo wabya akakola obusaki omo muyi oyo iniakaswekaya ekihanda kya Samaria, iniakayahula mo mundu mukulu. 
ACT.8.10	Abosi ibaka mowa, abosi abakebake na bakulu bati, Omundu oyu ni maka ayo woMungu awakahulawa mo Manene. 
ACT.8.11	Nabo bosi moba mowa, kusangwa abya akaswekayabo nobusaki buwe oko biro binene. 
ACT.8.12	Nikwa omugulu bikiriraya Filipo kwa kakangiriraya engulu yowene busana nobwami bwoMungu nerina ryaYesu Kristo mobabatisibwa abalume na bakali. 
ACT.8.13	Na Simoni mwikirirya neryo abere abibatisibwa mwakwama eribya haguma na Filipo; nerilangira ebiminyikalo nebitikotiko byakolawa, mwasweka.
ACT.8.14	Nikwa omugulu abakwenda ababya eYerusalema bowa ambu abanyaSamaria bamangirira eKinywa kyo Mungu, moba tumayo Petero na Yoane, 
ACT.8.15	mobandagalirayo mobasaba busana nabo bati bangirire eKirimu Kibuyirire; 
ACT.8.16	kusangwa isikyekyatogerabo, ibamatabatisibwa buyira omo rina ryo Mukama Yesu. 
ACT.8.17	Neryo mobahira kubo kwebyala mobangi rira eKirimu Kibuyirire. 
ACT.8.18	Nikwa Simoni abere alangira kwabahirawa kwebyala byabakwenda bamahabwa eKirimu, mwahereryabo esyofranka, ati, 
ACT.8.19	Mumbe amaka aya, neryo kwoyo nasyahira kwebyala iniangirira eKirimu Kibuyirire. 
ACT.8.20	Nikwa Petero mwamubwira, ati, Esyofranka syawe sihere haguma nawe, kusangwa wamaringikania uti wangabana erihitya ryoMungu busana nesyofranka! 
ACT.8.21	Suwite ekihande kutse igabo omu mwatsi oyu, kusangwa omutima wawe siatunganene embere syoMungu. 
ACT.8.22	Binduka oko bubi bwawe obu, usabe Mukama uti kyamatokekana, erisonda ryomutima wawe lwa bugirwaryo. 
