MAT.1.1	Mɛkana maka kɛ lɛpɔ kasi Yesus Krist nɛ̀ mɛɗinɔ mɛ ɓesaŋmbambɔ ɓenɛ. Nyɛ nday Davit, nday Abaraham. 
ACT.13.31	Ɓotu ɓete ɓe wulma Galile ɓenɛ ɓe Yesus nje kɛ Yerusalɛm ɓaka ɓɛŋma nyɛ mɛtu ɓuɗyate kɛ kɔŋ womiya nɛ. Ɓotu ɓete ɓe ɓa̧ kɛte ɓɛŋɛ mɛyasi mɛte yi kwaŋnama kɛ́ kɛ lɛpɔ yo ndana nɛ ŋgbak ŋgbak nyɛ ɓotu ɓe kandɔ Isarayɛl. 
ACT.13.32	Wusɛ nɛ ŋguru wusu kɛ nje lɛpɔ Kimɔ Tom te nyɛ wunɛ nde, yasi te yi Njambiyɛ kpoma nyɛ ɓesaŋmbambɔ ɓusu kɛ́, 
ACT.13.33	a ma si tonjɛ yo nyɛ wusɛ ɓenday ɓan kɛ ŋgimɔ te yi nyɛ womiya nɛ Yesus nda yi yo kɛtinate kɛ mɛkana mɛ Njambiyɛ kɛ Ɓesom yiɓa nde: ‹Wɛ mɔnmbɛ, kandɛ ndana mi mɛ sɔŋgwɛ.› 
ACT.13.34	Njambiyɛ kandima si lɛpɔ nde, a ta womiyɛ Yesus soŋɛ kɛ njoka ɓemuŋ, ɗete ko a tí ɓɔ na. Njambiyɛ lɛpima kasi te nde: ‹Mi ta nyɛ wunɛ kpasa mɛkombila mɛte yi mi kpoma nyɛ Davit kɛ́. Ɓomɔ ɓɛ̂ki nɛ ɓiɓina temɔ nde, mɛkombila mɛte ta ɓɛŋna gbate.› 
ACT.13.35	Njambiyɛ kɛ lɛpɔ sendi kɛ wɛtɛ mbɛy kɛ mɔy mɛkana mɛnɛ nde: ‹Wɛ tí jayɛ nde, muŋ kimɔ mɔ mɛsay wɔ ɓɔ̂ku kɛ mɔy mɛnɛti na.› 
ACT.13.36	Yasi wɛtɛ, kɛ Davit ma si kelɔ mɛsay kɛ ŋgimɔ te yenɛ ɓeŋgwɛ yasi te yi Njambiyɛ kombila kɛ́, ɛ nyɛ nje gwe. Ɛ ɓo pumbɛ nyɛ nda yi ɓo pumbuma sendi nɛ ɓesaŋmbambɔ kɛ́. Ɛ muŋ nɛ ɓɔ kɛ mɔy mɛnɛti. 
ACT.13.37	Ndi nde, yɔkɔ yi Njambiyɛ womiya nyɛ kɔ tì ɓɔ nɛ na. 
ACT.13.38	Ɗete, wunɛ njɔŋ, wunɛ dûkwɛ nde, yo kɛ ɗinɔ ɗyenɛ yi ɓo lɛpɛ nyɛ wunɛ nde, Njambiyɛ ta tikɔ mɛɓeyɔ mun nɛ ŋgwɛtɛ. 
ACT.13.39	Yo sendi kɛ ɗinɔ ɗyenɛ, mumɔ te ɛ tikɛ temɔ nɛ nyɛ, Njambiyɛ kɛ pɛsɔ nde, mɔ te mɛ nɛ ŋgbeŋ kɛ mbɔmbu wenɛ. Yo yasi te yi mɛmboŋga mɛte yi Mɔyisi kɛtima tì ɓɛ nɛ ɗeti te yi kelɔ na. 
ACT.13.40	Ɗete, wunɛ ɗîy nɛ sɔsɔ, ma wunɛ mɛ nje saŋgwa nɛ mɛyasi mɛte yi ɓotu ɓe punja mɛlɛpi mɛ Njambiyɛ lɛpima kɛ́. Ɓo lɛpima nde: 
ACT.13.41	‹Wunɛ ɓotu ɓe yɛliya, wunɛ ɓɛ̂ŋa, wunɛ ŋgbâkimaŋgwɛ ɓuɗyate kwa̧ yambile, kɛto mi ta kelɔ yiŋa mɛkele kɛ ŋgimɔ te yun, ko ɓo lɛ̂pi yo nyɛ wunɛ, wunɛ tí jayɛ na.› »
ACT.13.42	Kɛ Pol ɓenɛ Barnabas ma pundɔ kɛ mɔy mbanjɔ mɛwesiɗya kɛ́, ɛ ɓomɔ ŋgwɛta nɛ ɓo nde, ɓo kâlaŋgwɛ nje kɛ yesɔ *Saba te ɛ kɔŋte, nje lɛpina sendi kɛ kiya to lɛpi te. 
ACT.13.43	Kɛ mɛwesiɗya ma siyɔ kɛ́, ɛ ɓuɗya Ɓeyudɛn nɛ̀ ɓaŋa gbɛla ɓomɔ ɓuɗyate ɓe nja̧ nyiŋɛ misɔn Ɓeyudɛn ɓaka ɓeŋgwɛ Pol ɓenɛ Barnabas. Ɛ Pol ɓenɛ Barnabas nyɛ mɛsimɔ ɓenɛ ɓo kitɛ ɓo nde, ɓo kɛ̂n mbɔmbu tikɔ temɔ nde, Njambiyɛ nɛ ŋgikwa.
ACT.13.44	Kɛ yesɔ Saba te ɛ kɔŋte ma ɗya̧ kɛ́, ɛ sulɔ ɓotu ɓe Aŋtiyos wesiɗya nje wokɔ mɛlɛpi mɛ Njambiyɛ. 
ACT.13.45	Kɛ Ɓeyudɛn ma ɓɛŋɛ nyaŋgwɛ ŋgil ɗete kɛ́, ɛ ɓo kelɛ ɓeya temɔ, ɓiye mɛso nɛ Pol kɛ yasi te yi nyɛ ɗikima lɛpɔ kɛ́ toyɛ sendi nyɛ. 
ACT.13.46	Ɛ Pol ɓenɛ Barnabas lɛpɛ misi nɛ misi nyɛ ɓo nde: «Yo ɓa̧ nde, wusɛ kânda lɛpɔ mɛlɛpi mɛ Njambiyɛ nyɛ wunɛ. Yasi wɛtɛ, nda yi wunɛ sɛŋma yo, pɛsɔ sendi jɔsi yun nɛ ŋguru wun nde, wunɛ ti yaka ɓɛ nɛ joŋgwɛ te yi kpo nɛ kpo na, ndana wusɛ kɛ tumɔ kɔŋ nɛ wunɛ kɛ̀ kɛ yi ɓotu ɓete ɓe yeti Ɓeyudɛn ɓaka, 
ACT.13.47	kɛto Baba Mbokɔ lɛpima nyɛ wusɛ nde: ‹Mi tɛmbiɗya wɛ nda mɛjasi kɛ mɛkandɔ mɛ ɓotu ɓete ɓe yeti kɛ duwɛ Njambiyɛ ɓaka, nɛ́ wɛ joŋgwɛ ɓomɔ kumɔ kɛ njena mɛnɛti.› » 
ACT.13.48	Kɛ ɓotu ɓete ɓe yeti Ɓeyudɛn ɓaka ma wokɔ mɛlɛpi mɛnɔri kɛ́, ɛ ɓo ɓɛ nɛ mɛsosa lɛpɔ nde, mɛlɛpi mɛ Baba Mbokɔ kimɔte ɓuɗyate. Ɓomɔ hɛnɛ te yi Njambiyɛ kpoma nde, ɓo ta ɓɛ nɛ joŋgwɛ te yi kpo nɛ kpo ɓaka yeŋsama temɔ tikɔ kɛ yi Kumande Yesus. 
ACT.13.49	Kimɔ Tom Kumande Yesus ka̧ kɛndɔ mbɔmbu kɛ mɛnɛti mɛte hɛnɛ. 
ACT.13.50	Yasi wɛtɛ, ɛ Ɓeyudɛn ɗesɛ to ɓoma ɓete ɓe ɓa̧ nɛ kusuku ɓe ɗikima ɓeŋgwɛ mɛlɛpi mɛ Njambiyɛ ɓaka nɛ̀ nyaŋgwɛ ɓotu ɓe ɗya suŋgwɛ nɛ Pol ɓenɛ Barnabas. Ɛ ɓo teɗye ɓo mɛbɔnɛ ɗuɗye ɓo kɛ ɗya ɗyan. 
ACT.13.51	Ɛ Pol ɓenɛ Barnabas kutɛ mɛkol man soŋɛ ŋgbutu ɗya te yi teɗye ɓo nde, ɓo yeti nɛ mɛsosa nɛ ɓo na. Ɛ ɓo nje kwa̧ kɛ̀ kɛ Ikɔn. 
ACT.13.52	Yasi wɛtɛ, jɔnja ɓotu ɓete ɓe nja̧ ɓeŋgwɛ mɛlɛpi mɛ Yesus Krist kɛ Aŋtiyos ɓaka ɓa̧ yan nɛ nyaŋgwɛ mɛsosa. Sendi, Kimɔ Sisiŋ ɓa̧ tondunate kɛ yotu yan.
ACT.14.1	Pol ɓenɛ Barnabas ɗyaŋma kɛ Ikɔn, ɛ mɛyasi kwaŋna nda yi yo kwaŋnama kɛ mɛɗya mɛte yiri kɛ́. Ɛ ɓo hɛnɛ yiɓa nyiŋɛ kɛ mbanjɔ mɛwesiɗya mɛ Ɓeyudɛn lɛpina nyɛ ɓomɔ. Ɛ lɛpi yan kelɛ nde, ɓuɗya Ɓeyudɛn nɛ̀ ɓuɗya Ɓegrɛk tîki temɔ kɛ yi Kumande Yesus. 
ACT.14.2	Yasi wɛtɛ, ɛ Ɓeyudɛn ɓete ɓe sɛŋma kinɛ tikɔ temɔ kɛ yi Kumande Yesus ɓaka ɗesɛ to ɓotu ɓete ɓe yeti Ɓeyudɛn ɓaka kelɔ nde, ɓo ɓɛ̂ki nɛ ɓeya mɛtakɛ suŋgwɛ nɛ njɔŋ ɓotu ɓete ɓe tikima temɔ kɛ yi Kumande Yesus ɓaka. 
ACT.14.3	Ɗete, ɛ Pol ɓenɛ Barnabas kwaŋɗye ɓuɗya mɛtu kɛ Ikɔn. Ɓo ɗikima lɛpina kinɛ gwe wɔ̧ ɓomɔ na, tikɔ temɔ kɛ yi Kumande Yesus. Kumande Yesus ɗikima nyɛ ɓo ɗeti te yi kelɔ mɛyekambiyɛ nɛ̀ nyaŋgwɛ mɛyasi yí teɗye nde, Kimɔ Tom te yi ɓo lɛpɛ kɛ kasi ŋgikwa nɛ kɛ́, gbakasi. 
ACT.14.4	Ɛ ɓotu ɓe ɗya ɓaka kɛ mɛŋgaɓiyɛ yiɓa, ɓaŋa kɛ kɔŋ Ɓeyudɛn, ɓaŋa kɛ kɔŋ ɓotu ɓe tomun ɓe Yesus. 
ACT.14.5	Ɓotu ɓete ɓe yeti Ɓeyudɛn ɓaka nɛ̀ Ɓeyudɛn nɛ ŋguru wan ɓenɛ ɓekum ɓan komsama, nɛ́ ɓo kɛ̀ teɗye Pol ɓenɛ Barnabas mɛbɔnɛ, lu̧ ɓo sendi nɛ mɛtari wo. 
ACT.14.6	Kɛ Pol ɓenɛ Barnabas ma wokɔ kasi te kɛ́, ɛ ɓo mbɔmbila kwa̧ kɛ̀ ɗiyɔ kɛ Listɛr nɛ̀ Dɛrbɛ nɛ̀ kɛ pɔku te yite kɛ Likawoni. 
ACT.14.7	Kumɔ mate, ɛ ɓo lɛpɛ Kimɔ Tom nyɛ ɓomɔ.
ACT.14.8	Wɛtɛ mɔ kɔsu ɓa̧ kɛ Listɛr, mɛkol mɛnɛ ma jɛmɛ. Ɓo jama ndi nyɛ ɗete, a tì kɛndɛ ko wɛtɛ yesɔ na. 
ACT.14.9	Mbam kɔ ɓa̧ kɛ wokɔ yasi te yi Pol ɓa̧ kɛ lɛpɔ kɛ́. Ɛ Pol ɓɛŋɛ nyɛ nɛ ŋgoŋ duwɛ nde, mbam te ɓa̧ kɛ tikɔ temɔ nde, kɔsu nɛ yakama siyɔ. 
ACT.14.10	Ɛ Pol lɛpɛ nɛ mɛn kɛ kwey nyɛ nyɛ nde: «Tɛma, ɗiyɔ kɛ kwey nɛ ŋgbeŋ nɛ mɛkol mɔ.» Ɛ mbam ɗo tɛmɛ kɛndɔ. 
ACT.14.11	Kɛ ŋgil ɓotu ɓete ɓe ɓa̧ womɛte ɓaka ma ɓɛŋɛ yasi te yi Pol kelma kɛ́, ɛ ɓo lɛpɛ nɛ mɛn kɛ kwey nɛ numbu Likawoni nde: «Ɓaŋa ɓenjambiyɛ ma yeŋsa yotu nda ɓomɔ nje nɔ kɛ yusu.» 
ACT.14.12	Ɓo loma Barnabas nde Seyus,*f1* nje lo Pol nde Hɛrmɛs,*f1* kɛto yo ndi nyɛ ɗikima lɛpina kɛ njoka yan yiɓa. 
ACT.14.13	Mbanjɔ mbaŋa njambiyɛ te yi ɓo jeɓa nde Seyus kɔ ɓa̧ kɛ numbu ɗya. Ɛ mɔ te ɛ ɓa̧ nɛ mɛsay mɛ nyɛna sadaka nyɛ njambiyɛ te kɔ kwa̧ kɛ ɓu̧ ɓembam nday nje nɔ. Ɓo jakima njam mɛjeti lɛnje ɓembam ɓenday ɓete. Ɛ nyɛ ɓu̧ ɓo kɛ̀ nɔ kɛ mɛnumɛy mɛ ndoko te yi litɛ ɗya kɛ́. A kwaɗya wo ɓo kelɔ nɛ sadaka nyɛ Pol ɓenɛ Barnabas. Ŋgil ɓomɔ ɓa̧ sendi nɛ yɛsiɗyɛ kelnate ɗete. 
ACT.14.14	Kɛ Barnabas ɓenɛ Pol te ɓotu ɓe tomun ɓe Yesus ma wokɔ kasi te kɛ́, ɛ ɓo nyalɛ mɛlambɔ kɛ yotu sɛɗyɛ nɛdɔ kɛ̀ kɛ mɔy ŋgil ɓomɔ kembiɗya lɛpɔ nde: 
ACT.14.15	«Wunɛ njɔŋ, kɛto ŋge yi wunɛ kelɛ mɛyasi mɛte yinɔri kɛ́? Wusɛ ndi gbɛla ɓomɔ sendi nda wunɛ. Wusɛ njáki nje lɛpɔ Kimɔ Tom Yesus nyɛ wunɛ yí kitɛ wunɛ nde, wunɛ yêŋsaŋgwɛ temɔ tikɔ lem ɓenjambiyɛ ɓete kanɔ Njambiyɛ te ɛ nɛ joŋ kɔ. Yo nyɛ kusɛ ɗyoɓɔ nɛ̀ mɛnɛti nɛ̀ maŋ nɛ̀ mɛyasi hɛnɛ te yi ɗiyɛ kɛ mɔyte kɛ́. 
ACT.14.16	Njombu yaŋa kɛ mɛtu mɛ njimɛ Njambiyɛ te tikima mɛkandɔ mɛ ɓomɔ hɛnɛ nde, ɓo kêl mɛyasi nda yi ɓo kwaɗyɛ. 
ACT.14.17	Ko ɓɛkɔ ɗete, mɛŋgimɔ hɛnɛ, a tì sɔɗyɛ yotu na. A ka̧ mbɔmbu teɗye gbate nde, a nɛ ŋgikwa, kɛto a kɛ nɔɗyɛ mbiyɔ njesɛ wunɛ wulɛ ɗyoɓɔ, nyɛ wunɛ nyambi yaka nɛ mɛŋgimɔ. A kɛ nyɛ wunɛ nyɛŋgwɛ, tonjɛ mɛsosa kɛ temɔ yun.» 
ACT.14.18	Ko ɓɛkɔ nde, Pol ɓenɛ Barnabas lɛpinama ɗete, ɓo wɔnduma ɓiriki yí petɔ nɛ ɓomɔ nde, ɓo tî kel sadaka nyɛ ɓo na.
ACT.14.19	Ndana, ɛ Ɓeyudɛn tɛmɛ wulɛ Aŋtiyos nɛ Ikɔn lɛpina nyɛ ŋgil ɓomɔ. Ɛ ɓomɔ yeŋsa ɗiyɔ kɛ kɔŋ yan lu̧ Pol nɛ mɛtari, nɛ́ ɓo wo nyɛ. Kɛ kɔŋte, ɛ ɓo ɗalɛ nyɛ soŋɛ kɛ mɔy ɗya takɛ nde, a ma gwe. 
ACT.14.20	Yasi wɛtɛ, kɛ ɓotu ɓete ɓe ɓeŋgwɛ mɛlɛpi mɛ Kumande Yesus Krist ɓaka ma wesiɗya litɔ nyɛ kɛ́, ɛ nyɛ tɛmɛ yɔkwɛ nyiŋɛ sendi kɛ mɔy ɗya. Misi pupɛ ɛ ɓenɛ Barnabas tɛmɛ kwa̧ kɛ̀ kɛ Dɛrbɛ.
ACT.14.21	Ɓo lɛpima Kimɔ Tom mate kelɔ nde, ɓuɗya ɓomɔ ɓɛ̂ki ɓotu ɓete ɓe ɓeŋgwɛ mɛlɛpi mɛ Yesus Krist. Kɛ kɔŋte, ɛ ɓo nje yɔkwɛ nɛ kɔkɔ kɛ̀ kɛ Listɛr nɛ̀ Ikɔn nɛ̀ Aŋtiyos. 
ACT.14.22	Ɓo ka̧ mbɔmbu nyɛ ɗeti nyɛ ɓotu ɓete ɓe ɓeŋgwɛ mɛlɛpi mɛ Yesus Krist ɓaka, kitɛ ɓo nde, ɓo kêl tiŋ te yi tikɔ temɔ kɛ yenɛ. Ɓo lɛpima sendi nyɛ ɓo nde: «Yí nyiŋɛ nɔ kɛ *Kandɔ Njambiyɛ, wusɛ ta pa saŋgwa nɛ ɓuɗya mɛbɔnɛ.»
ACT.14.23	Ɓo ɗikima nyɛ ɓaŋa ɓomɔ ɗiyɔ ɓetomba mbanjɔ Njambiyɛ kɛ njoka mɛnjɔŋ mɛ ɓomɔ hɛnɛ ɓe tikima temɔ kɛ yi Kumande Yesus ɓaka. Kɛ kɔŋ tɛmbiɗya yan, ɓo ɗikima kiyɔ mɛɗye ŋgwɛta nɛ Njambiyɛ nje diyɛ Kumande mɔ te ɛ ɓotu ɓete tikima temɔ kɛ yenɛ kɔ nde, a ɓâkiɗya ɓo. 
ACT.14.24	Pol ɓenɛ Barnabas nja̧ kwa̧ nɛ Pisidi kumɔ kɛ Pamfili. 
ACT.14.25	Ɓo ka̧ mbɔmbu lɛpɔ Kimɔ Tom kɛ Pɛrgɛ nje kwa̧ kumɔ Atali. 
ACT.14.26	Ɓo nja̧ tɛmɛ womɛte nyiŋɛ kuka kɛndɔ kumɔ Aŋtiyos, kɛ mbɛy komɛ ɓomɔ kandima si diyɛ Njambiyɛ kɛto yan nde, a nyɛ̂ki ɓo mɛkombila kɛ mɛsay mɛte yi ɓo siyma si tonjɛ ndana kɛ́.
ACT.14.27	Kɛ ɓo ma ɗya̧ kɛ Aŋtiyos kɛ́, ɛ ɓo jeɓa njɔŋ ɓotu ɓete ɓe ma tikɔ temɔ kɛ yi Kumande Yesus ɓaka, yekiɗye mɛyasi hɛnɛ te yi Njambiyɛ nya ɓo ɗeti nde, ɓo kêl kɛ́. Ɓo yekiɗya sendi nda yi Njambiyɛ ɓutuma nje nyɛ yiŋa mɛkandɔ, nɛ́ ɓo sendi tiki temɔ kɛ yi Kumande Yesus. 
ACT.14.28	Ɓo yama mɔnɔ mɛtu womɛte kɛ Aŋtiyos ɓenɛ ɓotu ɓete ɓe ɓeŋgwɛ mɛlɛpi mɛ Yesus Krist ɓaka.
ACT.15.1	Ɓaŋa ɓomɔ wulma Yuda kɛ̀ kɛ Aŋtiyos kɛ̀ teɗye yiŋa yasi dɛlɛ nyɛ ɓotu ɓete ɓe ma tikɔ temɔ kɛ yi Kumande Yesus ɓaka. Ɓo lɛpima nyɛ ɓo nde: «Ŋgɛ wunɛ ti pɛsina ɓeŋgwɛ mboŋga te yi Mɔyisi nya kɛ́, wunɛ ti yaka ɓɛ nɛ joŋgwɛ na.» 
ACT.15.2	Ɛ Pol ɓenɛ Barnabas nyɛ mɛso ɓeyate ɓenɛ ɓo lombiɗya kɛto te. Ɛ ɓotu ɓete ɓe ma tikɔ temɔ kɛ yi Kumande Yesus ɓaka pɛsɛ nde, nɛ̀ Pol nɛ̀ Barnabas nɛ̀ ɓaŋa ɓenjɔŋ ɓan ta kɛ̀ kɛ Yerusalɛm kɛ̀ ɓɛŋɛ ɓotu ɓe tomun ɓe Yesus nɛ̀ ɓetomba mbanjɔ Njambiyɛ, nɛ́ ɓo nɛmbi lɛpi te. 
ACT.15.3	Kɛ kɔŋte, ɛ ɓotu ɓete ɓe ma tikɔ temɔ kɛ yi Kumande Yesus ɓaka kɛ̀ tikiɗye ɓo kɛ nje, ɛ ɓo kɛ̀ nɛ kɛndi yan mbɔmbu kwa̧ nɛ Fenisi nɛ̀ Samari yekiɗye nda yi ɓotu ɓete ɓe yeti Ɓeyudɛn yeŋsama temɔ kɛ́. Ɛ ɓotu ɓete ɓe ma tikɔ temɔ kɛ yi Kumande Yesus kɛ mɛɗya mɛte ɓaka wokɛ nyaŋgwɛ mɛsosa. 
ACT.15.4	Kɛ ɓo ma ɗya̧ kɛ Yerusalɛm kɛ́, ɛ njɔŋ ɓotu ɓete ɓe ma tikɔ temɔ kɛ yi Kumande Yesus ɓaka nɛ̀ ɓotu ɓe tomun ɓe Yesus nɛ̀ ɓetomba mbanjɔ Njambiyɛ ɓu̧ ɓo nɛ mɛsosa. Ɛ ɓo yekiɗye mɛyasi hɛnɛ te yi Njambiyɛ nya ɓo ɗeti nde, ɓo kêl kɛ́. 
ACT.15.5	Ko ɓɛkɔ ɗete, ɛ ɓaŋa ɓomɔ kɛ njoka ɓotu ɓete ɓe ma tikɔ temɔ kɛ yi Kumande Yesus ɓe ɓa̧ kɛ njɔŋ *Ɓefarisɛ̧ ɓaka tɛmɛ lɛpɔ nde: «Ɓo pɛ̂si ɓotu ɓete ɓe yeti Ɓeyudɛn ɓe ma tikɔ temɔ kɛ yi Kumande Yesus ɓaka, lɛpɔ sendi nyɛ ɓo nde, ɓo ɓêŋgwɛ mɛmboŋga mɛte yi Mɔyisi kɛtima kɛ́.»
ACT.15.6	Ɛ ɓotu ɓe tomun ɓe Yesus nɛ̀ ɓetomba mbanjɔ Njambiyɛ nɛmbɛ lɛpi te. 
ACT.15.7	Ɛ ɓo lɛpina ɓiye mɛso ɓuɗyate. Kɛ kɔŋte, ɛ Piyɛr tɛmɛ lɛpɔ nyɛ ɓo nde: «Wunɛ njɔŋ, wunɛ duwa̧ nde, Njambiyɛ kikima tɔkɛ mi kɛ njoka yun, nɛ́ mi lɛpi Kimɔ Tom nyɛ ɓotu ɓete ɓe yeti Ɓeyudɛn ɓaka, nɛ́ ɓo tiki temɔ kɛ yi Kumande Yesus. 
ACT.15.8	Njambiyɛ te ɛ duwɛ mɛtemɔ mɛ ɓomɔ kimɔte kɔ teɗya nde, a jayma ɓo, nyɛ ɓo Kimɔ Sisiŋ nda yi nyɛ nya wusɛ sendi kɛ́. 
ACT.15.9	Njambiyɛ tì nɛmbɛ njoka su sinɛ ɓo na. A pupuɗya mɛtemɔ man, kɛto ɓo tikima temɔ kɛ yi Kumande Yesus. 
ACT.15.10	Kɛto ŋge yi wunɛ kwaɗyɛ ɓoɓile Njambiyɛ ndana yí soɓiɗye nyaŋgwɛ mapi nyɛ ɓotu ɓete ɓe ɓeŋgwɛ mɛlɛpi mɛ Yesus Krist ɓaka? Mapi te, sinɛ ɓesaŋmbambɔ ɓusu suɗya yo. 
ACT.15.11	Yasi wɛtɛ, wusɛ kɛ tikɔ temɔ nde, wusɛ ta ɓɛ nɛ joŋgwɛ, kɛto Kumande Yesus nɛ ŋgikwa. Ɓo sendi ta ɓɛ nɛ joŋgwɛ kɛto te.»
ACT.15.12	Ndana, ɛ ɓomɔ hɛnɛ ɓe wesiɗyama ɓaka ɗiyɛ nɛ sɛm yí wokɔ nda yi Barnabas ɓenɛ Pol ɓa̧ kɛ yekiɗye kasi mɛyekambiyɛ nɛ̀ nyaŋgwɛ mɛyasi hɛnɛ te yi Njambiyɛ nya ɓo ɗeti nde, ɓo kêl kɛ njoka ɓotu ɓete ɓe yeti Ɓeyudɛn ɓaka.
ACT.15.13	Kɛ ɓo ma si lɛpina kɛ́, ɛ Jak ɓu̧ lɛpi lɛpɔ nde: «Wunɛ njɔŋ, wunɛ lɛ̂ŋgwɛ mɛtɔ kɛ yasi te yi mi ta lɛpɔ kɛ́. 
ACT.15.14	Simɔn yekiɗya nda yi Njambiyɛ kikima teɗye ŋgikwa nyɛ yiŋa mɛkandɔ yí tɔkɛ ɓaŋa ɓomɔ kɛ njoka yan ɓe ta ɓɛ ɓotu ɓenɛ. 
ACT.15.15	Mɛkele mɛte kɛ yaka nɛ mɛlɛpi mɛte yi ɓotu ɓe punja mɛlɛpi mɛ Njambiyɛ lɛpima kɛ́. Kɛto yo kɛtinate kɛ mɛkana mɛ Njambiyɛ nde: 
ACT.15.16	‹Baba Mbokɔ kɛ lɛpɔ nde: Kɛ kɔŋte, mi ta yɔkwɛ nɛ kɔkɔ nje. Mi ta tɛmbiɗye mɔy tu̧ Davit yi ma ɓalɔ kɛ́. Mi ta tɛmbiɗye ɓɔru yasi te. 
ACT.15.17	Ɗete, ɓukwɛ ɓomɔ te ɓaka hɛnɛ nɛ̀ mɛkandɔ hɛnɛ te yi mi kwaɗyɛ nde, ɓo ɓɛ̂ki ɓotu ɓembɛ ɓaka ta sa̧ nje Baba Mbokɔ. 
ACT.15.18	Baba Mbokɔ te ɛ kikima teɗye mɛyasi mɛte kɔ lɛpɛ ɗete.›
ACT.15.19	«Kɛ yembɛ, mi kɛ kombile ɓɛŋɛ nde, wusɛ tî njaŋgwɛ ɓotu ɓete ɓe yeti Ɓeyudɛn ɓe yeŋsa temɔ tikɔ kɛ yi Njambiyɛ ɓaka na. 
ACT.15.20	Yasi wɛtɛ, wusɛ kɛ̂ti mɛkana kɛnjɛ ɓo nde, ɓo tî ɓoɓa ɗye mɛnjay mɛte yi ɓo kelma nɛ sadaka nyɛ ɓaŋa ɓenjambiyɛ na, kɛto yo kɛ kelɔ nde, mumɔ ɓɛ̂ki nɛ sɛmbɔ. Ɗiyɔ mbam ɓenɛ nyari tî ɓɛŋnaŋgwɛ kinɛ nde, ɓo ɓɛ̂ki kɛ gwaki na. Ɓo tî ɗyaki nyamɔ te ɛ gwe gbɔŋgi ho ɗye mɛkiyɔ mɛ nyamɔ na. 
ACT.15.21	Kɛto kandɛ nɛ ɓetomba kɛ mɛɗya hɛnɛ ɓomɔ kɛ pelɛ yo wulɛ kɛ mɛkana mɛ mɛmboŋga mɛte yi Mɔyisi kɛtima kɛ́. Ɓo kɛ tɔlɔ sendi yo yesɔ *Saba hɛnɛ kɛ mɛmbanjɔ mɛwesiɗya mɛ Ɓeyudɛn.»
ACT.15.22	Ndana, ɛ ɓotu ɓe tomun ɓe Yesus nɛ̀ ɓetomba mbanjɔ Njambiyɛ nɛ̀ njɔŋ ɓotu te ɓe tikima temɔ kɛ yi Kumande Yesus ɓaka ɓɛŋɛ kimɔte yí tɔkɛ ɓaŋa ɓomɔ kɛ njoka yan, tomɔ ɓo ɓenɛ ɓe Pol nɛ Barnabas kɛnjɛ Aŋtiyos. Ɓo tɔkuma Yude te yi ɓo jeɓa nde Barsabas kɔ, tɔkɛ sendi Silas. Ɓo hɛnɛ yiɓa ɓa̧ nda ɓetokondo kɛ njoka te ɓari. 
ACT.15.23	Ɛ ɓo ɓu̧ mɛkana nyɛ ɓo. Ɓo kɛtima kɛ mɔy mɛkana mɛte nde: ‹Wunɛ ɓemaŋ ɓusu ɓe yiŋa mɛkandɔ ɓe ɗiyɛ kɛ Aŋtiyos, kɛ Siri nɛ̀ kɛ Silisi ɓaka, wusɛ ɓotu ɓe tomun ɓe Yesus nɛ̀ ɓetomba mbanjɔ Njambiyɛ nɛ̀ ɓemaŋ ɓusu, wusɛ kɛ nyɛnɔ wunɛ. 
ACT.15.24	Wusɛ wokuma nde, ɓaŋa ɓomɔ kɛ njoka su tɛmma woŋga kɛ̀ njaŋgwɛ wunɛ nɛ mɛlɛpi man, kelɔ nde, temɔ yun kûɗyukwɛ. Wusɛ tì lɛpɛ yiŋa yaŋa ɗete nyɛ ɓo na. 
ACT.15.25	Wusɛ hɛnɛ ɓa̧ ŋgiŋ wɛtɛ, ɛ wusɛ ɓɛŋɛ kimɔte yí tɔkɛ ɓaŋa ɓomɔ kɛ njoka su, tomɔ ɓo kɛnjɛ wunɛ ɓenɛ ɓenjɔŋ ɓusu Pol nɛ̀ Barnabas, sɔŋ temɔ su. 
ACT.15.26	Ɓomɔ ɓaka yiɓa ɓa̧ nɛdɔ te yi ɗyaŋgwɛ joŋgwɛ ɗyan kɛto ɗinɔ Kumande wusu Yesus Krist. 
ACT.15.27	Yo ɗete yi wusɛ kɛ tomɔ Yude ɓenɛ Silas, nɛ́ ɓo kɛ̀ lɛpi kiya mɛlɛpi mɛte nɛ numbu yan nyɛ wunɛ. 
ACT.15.28	Kɛto Kimɔ Sisiŋ nɛ̀ wusɛ sendi ɓɛŋma nde, yo yeti kimɔte nde, wusɛ sôɓiɗya wunɛ yiŋa ɗitina mɛmapi te yi tí kamɛ wunɛ kɛ́ na. Yasi wɛtɛ, wunɛ ɓâkiɗya ndi nde, 
