MAT.1.1	Tone nüri bama pünanaquiti Jesucristo tücañe, bama ipiarientetorrti David y arrti Abraham.
JHN.19.38	Anancati au manu tiemporrü maniqui ñoñünrrü nürirrti José, naqui auqui manu pueblurrü nürirri Arimatea. Arrti icocorotiti Jesús, pero anecanati ñacoconauncurrti ui nirrucurrti ñünana bama üriatu israelitarrü. Arrti naqui José yebotitü esati Pilato anquirioti pünanaquiti, arrtü puerurrü aiquiaübuti nicunturrti Jesús apüqui curusürrü. Nauquiche tütorrio ümoti uiti Pilato, auqui sürotitü aiquiaübuti nicunturrti apüqui curusürrü. 
JHN.19.39	Arrtito Nicodemo cuati ayurati ümoti José. Arrti maniqui Nicodemo tonenti naqui yapasearatiti tücañe ümoti au tobirri. Macanati treinta kilo perfume aübu mirra, arrüna urriantai norimia, nauqui aisemati nicunturrti Jesús uirri. 
JHN.19.40	Arrti José ichepeti Nicodemo isematama nicunturrti Jesús ui manu perfume y mirra. Auqui icümurriquiatama. Sane nesarrüma costumbrerrü bama israelitarrü ümo bama tücoiño, nauqui aüroma cütu. 
JHN.19.41	Au manu cauta anancati Jesús apü curusürrü ane taman bertarrü. Acamanu ane taman nusutu canrrü, icübo bama tücoiño. Pero champüti naqui tüsüro cütu ahu, itopiqui nuevurrüqui. 
JHN.19.42	Au manu nusuturrü iñanamati cütu Jesús, itopiqui saimiantai y tirranrrü aiñanai manu nanenese nesa macansacarrü.
JHN.20.1	Pasao manu nanenese sabaro nesa macansacarrü. Tominco tansürü tomiquianeneiqui nurria sürotü Mariarrü Matarenarrü esa manu nusutu canrrü. Numo iñatai acamanu saimia arrtai tururrü aurübo, carübo manu canrrü sürümanarrü uiche ananca taburrio. 
JHN.20.2	Auqui sürotato yarucurrü esati Simón Pedro y esati maniqui quiatarrü, naqui cuasürütiapae ümoti Jesús. Nantü ümoma:
JHN.20.2	—Opiquiata nicuntu Señor auqui nicürrü, y chütusiopü iñemo cauta apiña.
JHN.20.3	Auqui arrti Pedro ichepeti maniqui quiatarrü süromatü esa nicürrti Jesús, yarucurrüma. 
JHN.20.4	Arrti maniqui quiatarrü manrrü fuerte yarucurrti pünanaquiti Pedro. Cusürüboti aiñanainti esa manu nusutu canrrü. 
JHN.20.5	Basaboricoti ahu auqui türüpo, champürrtü sürotipo. Besüro narrtati ñome cüburriquia, uiche ananca cüburrio nicunturrti Jesús. Abiqui tahapo acü. 
JHN.20.6	Auqui iñataitito Simón Pedro, besürotipo, asaboriti. Asariotiño manio cüburriquia. 
JHN.20.7	Arrtaitito manu nicüburri nitanurrti Jesús. Champürrtü ane ichepe manio piquiataca nicüburrirrti, ta ananca au quiatarrü narücüquirri acomorabo. 
JHN.20.8	Auqui arrti maniqui quiatarrü, naqui cusürüboti aiñanainti acamanu, sürotipo ito. Arrtaiti nanaiña, y aüboqui aicocoti que arrti Jesús chauqui tüsüboricoti tato. 
JHN.20.9	Itopiqui hasta au manu nanenese chiyeboiquipü uimia arrüna Nicororrü. Ane te corobo, que arrti Jesús tiene que asüboriti tato iyau niconcorrti. 
JHN.20.10	Auqui süroma tato au niporrüma.
JHN.20.11	Tapü arrümanu Mariarrü ane tatito esa manu nusuturrü, nicürrti Jesús, areoro. Basaboricopo ahu. 
JHN.20.12	Auqui asaratü ümo bama torrüma angelerrü, champü tacanache nipurusubiqui naibirrimia. Aboma tümonsoma auna cauta ananca nicunturrti Jesús, tamanti auna cauta amonquio nipoperrti, arrti quiatarrü auna cauta ananca nitanurrti. 
JHN.20.13	Arrüma ñanquitioma pünanaqui:
JHN.20.13	—Paürrü, ¿causane areoracacü?
JHN.20.13	—Itacu Señor —nantü—, opiquiata auqui na, y chütusiopü iñemo cauta nacarrü.
JHN.20.14	Au manu rratorrü apebü, asaratato chacu, auqui asaratü ümoti Jesús, atüraiti esa. Abu chütusiopü nurria ümo arrtü tonenti. 
JHN.20.15	Ñanquitioti Jesús pünanaqui:
JHN.20.15	—Paürrü, ¿causane areoracacü? ¿Quiti iyoche napachequi?
JHN.20.15	Tone ñaquioncorrü que arrti maniqui bacuirara itacu manu bertarrü. Sane nauquiche nantü ümoti:
JHN.20.15	—Señor, arrtü obi aiquia auqui na, urasoi isucarüñü cauta aiñata, nauqui yerotü iquia.
JHN.20.16	—¡María! —nanti Jesús ümo.
JHN.20.16	Auqui asaratü nurria ümoti, isuputarati. Nantü ümoti sane auqui hebreo, arrüna ñanitacarrü:
JHN.20.16	—¡Raboni! —nantü auqui besüro “Maestro”.
JHN.20.16	Auqui sürotü esati.
JHN.20.17	Nanti Jesús ümo:
JHN.20.17	—Tapü aiñencañü, itopiqui sürotiqui niyücü tato esati Iyaü. Pero acosi tato uraboi isucarü bama masaruquitaiqui nirranunecasa, yeca tato esati Iyaü, naqui Abaü ito, ta esati Tuparrü naqui ümoche nirranauncu y napanauncu ito.
JHN.20.18	Auqui sürotü Mariarrü Matarenarrü esa bama ñanunecasarrti Jesús, nantü ümoma:
JHN.20.18	—¡Yasatai Señor!
JHN.20.18	Urapoi isucarüma nanaiña arrüna nanti Jesús ümo.
JHN.20.19	Chauqui tütobiquia au manu nanenese tominco. Arrübama ñanunecasarrti Jesús iyoberabaramacü au manu taman porrü. Mamana bien nurria uimia turuca, ui nirrucurrüma ñünana bama üriatu bama israelitarrü. Rrepenteatai tanati Jesús arrüpecumampo, manitanati nurria ümoma, nanti:
JHN.20.19	—Taiquiana urria nabaca.
JHN.20.20	Auqui itusiancatati isucarüma arrümanio nobüriturrü ümoti apü neherrti y nipetacurrti. Arrüma pucünuñama ui arrüna asaramati. 
JHN.20.21	Nanti tatito ümoma:
JHN.20.21	—Taiquiana urria nabaca. Icüpucaño caüma isiatai tacana yacüpucurrti Iyaü tücañe iñemo.
JHN.20.22	Auqui bausucüroti ümoma y nanti:
JHN.20.22	—Apasusiusurrti Espíritu Santo. 
JHN.20.23	Yachera aume abüriacabo nauqui puerurrü apiñarrimiaca tato nomünantü ui macrirrtianuca. Y arrti naqui chapirrimiacatapü nomünantü uiti, süsioti aübu nipünatenti.
JHN.20.24	Tamanti uturuqui manuma doce apostolerrü nürirrti Tomás, nürirrtito uimia “Tocarrü”. Arrti chanancatipü ichepema nauquiche iñataiti Jesús. 
JHN.20.25	Numo tüsürotitito Jesús, iñataiti tato Tomás. Auqui urapoimia isucarüti que arrüma asaramati Jesús. Tapü arrti iñumutati:
JHN.20.25	—Arrüñü icocota arrtü yarrtai neherrti obürio oboi crabuca. Irranca te iñe arrümanu nobüriturrü ümo neherrti y ümo nipetacurrti. Aüboqui puerurrü icoco que süboricoti tato.
JHN.20.26	Pasao taman semana. Aboma tatito au manu porrü y arrti Tomás anati ichepema. Bien mamana turuca. Rrepenteatai tanati tatito Jesús arrüpecumampo. Manquioti nurria ümoma, nanti:
JHN.20.26	—Taiquiana urria nabaca.
JHN.20.27	Auqui nanti ümoti Tomás:
JHN.20.27	—Asasai niñe, aiñe na nobüriturrü, aiñe ito nobüritu nipetacu. Tapü asiquia aübu torrü napensaca, tari aicocosoñü nurria.
JHN.20.28	Aiñumuti Tomás:
JHN.20.28	—¡Arrücü Tuparrücü y arrücü Señorcü iñemo!
JHN.20.29	Nanti Jesús ümoti:
JHN.20.29	—Caüma aicococañü, itopiqui tasacañü. Urria nacarrüma bama chasarapümañü, pero icocoromañü.
JHN.20.30	Arrti Jesús isamutenti sürümana piquiataca milagrorrü, arrüba chübocorobopü au na librurrü. Isamuniontiño isucarü bama ñanunecasarrti. 
JHN.20.31	Pero tonehion arrüba bocorobo sobi au na librurrü, nauqui atusi aume que arrti Jesús tonenti naqui Aütorrti Tuparrü. Arrtü amoncatü ümoti auqui caüma torrio aume ausüboriquibo uiti.
JHN.21.1	Auqui arrti Jesús itusiancanatiyü tatito isucarü bama ñanunecasarrti abeu manu narubaitu turrü nürirri Tiberias. Pasabo sane: 
JHN.21.2	Amoncoma chépema arrti Simón Pedro, arrti Tomás naqui tocarrü, arrti Natanael naqui auqui Caná auqui manu cürrü Galilea, arrübama torrü aütorrti Zebedeo y arrübama torrü maquiataca eanaqui manuma doce ñanunecasarrti Jesús. 
JHN.21.3	Auqui nanti Simón Pedro ümo bama maquiataca:
JHN.21.3	—Yecatü yasu nopiocorrü ui momese.
JHN.21.3	Arrübama maquiataca namatü:
JHN.21.3	—Somecatü asiucü, curi te.
JHN.21.3	Auqui süromatü au taman barco au tobirri. Pero enterurrü manu tobirri champürrtü bacharama nopiocorrü. 
JHN.21.4	Tücuatü nanenese arrti Jesús anancati abeu manu narubaitu turrü. Tusioti auqui barco. Tapü arrübama ñanunecasarrti chütusiopü ümoma arrtü tonenti. 
JHN.21.5	Auqui tosibicoti ümoma, nanti:
JHN.21.5	—Masaütaiqui, ¿apachaca pario nopiocorrü?
JHN.21.5	Arrüma iñumutama, namatü:
JHN.21.5	—Champü, ni tamampü.
JHN.21.6	Auqui nanti ümoma:
JHN.21.6	—Apiña tatito naumome eana turrü au nepanauncu naubesa barco. Sane caüma apachaca nopiocorrü.
JHN.21.6	Isamutema isiu nurarrti. Auqui bacharama sürümana nopiocorrü ui nimomesüma. Umianene oboi. Chüpuerurrüpü aitonoma au barco. 
JHN.21.7	Arrti maniqui cuasürütiapae ümoti Jesús nanti ümoti Pedro:
JHN.21.7	—¡Tonenti Señor Jesús!
JHN.21.7	Numo oncoiti Pedro arrüna sane, iñatati niquiamisarrti cütüpüti, itopiqui sipoñoenotiatai. Auqui tobüsoti eana turrü, batusuti hasta nabeu turrü. 
JHN.21.8	Amoncoma saimia nabeurrü, taqui cien metros. Tapü arrübama maquiataca rremaboma barco hasta nabeurrü isiuti Pedro, aübu ñatonocorrüma isiuma ümo manu momese ataso ui nopiococa. 
JHN.21.9	Nauquiche iñataimia abeu, acamanu arrtaimia pese, aübu sücüborrü. Abe nopiococa oto sücüborrü macünucunu y abe ito pan. 
JHN.21.10	Nanti Jesús ümoma:
JHN.21.10	—Apaca tauna mümana nopiococa, omeanaqui manio aübo apacaübuca.
JHN.21.11	Auqui arrti Simón Pedro sürotitü esa barco aitonoti momese taiyiritu. Ane ataso ui ciento cincuenta y trerrü nopiococa arrüba posürümanaca. Pero chüquiopüropü momese yupu. 
JHN.21.12	Nanti Jesús ümoma:
JHN.21.12	—Ausiapata auba.
JHN.21.12	Pero champüti eanaqui bama ñanunecasarrti ñanquitio pünanaquiti nürirrti, cüsobomantai. Pero ta tusio te ümoma que tonenti Jesús. 
JHN.21.13	Auqui atüraiti Jesús esama, iquiatati manu pan, itorrimiatati ümoma. Sane ito isamutenti aübu manu nopiocorrü obiquio.
JHN.21.14	Sane caüma tabe trerrü vecerrü itusiancanatiyü Jesús isucarüma, nauquiche tüsüboricoti tato auqui niconcorrti.
JHN.21.15	Chauqui niyacarrüma, ñanquitioti Jesús pünanaquiti Simón Pedro:
JHN.21.15	—Simón, aütorrti Jonás, ¿isuasürüca manrrü aemo pünanaqui bama maquiataca auna?
JHN.21.15	Iñumutati Pedro:
JHN.21.15	—Señor, tusio aemo ta acuasürüca nurria iñemo.
JHN.21.15	Nanti Jesús ümoti:
JHN.21.15	—Acuira nurria itacu bama icocoromañü tacana yutacu nobirramanca.
JHN.21.16	Auqui ñanquitioti tatito Jesús pünanaquiti:
JHN.21.16	—Simón, aütorrti Jonás, ¿isuasürüca aemo?
JHN.21.16	—Tusio te aemo Señor, acuasürüca iñemo —nanti.
JHN.21.16	Nanti Jesús ümoti:
JHN.21.16	—Acuira y anuneca nurria ümo bama icocoromañü.
JHN.21.17	Coboi pario ñanquitioti tatito pünanaquiti Pedro:
JHN.21.17	—Simón, aütorrti Jonás, ¿isuasürüca aemo?
JHN.21.17	Auqui arrti Pedro sucheboti ui na ñanquiquirrti trerrü vecerrü pünanaquiti arrtü cuasürüti ümoti. Auqui nanti ümoti:
JHN.21.17	—Señor, tusio aemo nanaiña. Tusio ito aemo que ta acuasürüca iñemo.
JHN.21.17	Nanti Jesús:
JHN.21.17	—Acuira nurria itacu bama icocoromañü, aiñununecasama nurarrti Tuparrü. 
JHN.21.18	Suraboira asucarücü ñemanauncurratoe: Tücañe numo yaürrücüqui aipoñoencü obiatoe, aücatü auna cauta narrianca. Pero arrtü tüpomacü, aipesünacaquio caüma napa y cuati quiatarrü itomoenotiyü y iquianatiyü auna cauta charriancapü aürotü.
JHN.21.19	Ui arrüna sane nurarrti Jesús urapoiti pario isucarüti Pedro causane ñana niconcorrti y ñanauncurrti ümoti Tuparrü ui niconcorrti. Auqui nantito ümoti:
JHN.21.19	—Ariacu isiuñü.
JHN.21.20	Arrti Pedro basücübücoti tato, asaratitü ümoti maniqui cuasürütiapae ümoti Jesús. Tonenti naqui anancati petacuti Jesús nauquiche basoma au manu virrpera pierrta parrcua, y ñanquitioti pünanaquiti: “Quiti naqui uiche aitorrimianatiyü”? Tonenti naqui anati acamanu pürücüti Pedro. 
JHN.21.21	Numo asaratitü Pedro ümoti, ñanquitioti pünanaquiti Jesús:
JHN.21.21	—¿Señor, carüti naqui? ¿Isane pasabo ñana ümoti?
JHN.21.22	Aiñumuti Jesús:
JHN.21.22	—Arrtü irranca na asüboriti icu na cürrü cheperrtü iseca tato, tapü ane nümoche obi. ¡Arrücü ariacu isiuñü, aisamuse isiu arrüna nirracüpucu!
JHN.21.23	Sane nauquiche iñarrio nürirrti maniqui taman au nanaiñantai eana bama icocoromati Jesús, arrti chüpuerurrüpü aconti. Abu ta chüsanempü nurarrti Jesús. Ta solamenterrü nanti: “Arrtü irranca na asüboriti icu na cürrü cheperrtü isecatato, ¡tapü ane nümoche obi!”
JHN.21.24	Arrüñü Juan maniqui ñanunecasarrti Jesús, naqui cuasürütiapae ümoti Jesús. Yarrtai nanaiña arrüna pasabo y surapoi ausucarü y iconomota ito. Tusio nurria oemo, ta ñemanauntu nurria arrüna corobo sobi.
JHN.21.25	Abe sürümana arrüba omirriante uiti Jesús, arrüna chübocorobopü. Arrtü suirrancapü supaconomo nanaiña arrüna urriante uiti, nirraquionco caümainquipü chütacürusupü supaconomoco.
ACT.1.1	Süro tanu nirraquionco aemo naqui Teófilo. Au manu cusürübo niyesa librurrü iconomota nanaiña arrüna nisamutenti y ñanunecacarrti Jesucristo auqui maübo, 
ACT.1.2	hasta que iñatai manu nanenese auche camperoti tato au napese uiti Tuparrü. Numo anatiqui icu na cürrü, manunecanati ui nicusüurrti Espíritu Santo ümo bama nesarrti apostolerrü, bama tacümanauncunu tücañe uiti. Urapoiti isucarüma arrüna yachücoboiboma. 
ACT.1.3	Numo tüpasao nitaquisürücürrti, süboricoti tato, itusiancanatiyü isucarüma. Cuarenta naneneca nacarrti aübuma. Sane nauquiche tusio nurria ümoma, ta süboricoti tato, y tacane urapoiti isucarüma causane arrtü üriabucati Tuparrü eanama icu na cürrü.
ACT.1.4	Nauquiche anancatiqui ichepema, nanti ümoma:
ACT.1.4	—Tapü amecatü auqui Jerusalén. Aparrüpera cheperrtü cocono arrümanu nurarrti Iyaü, que arrti Espíritu Santo cuati ñana aume. 
ACT.1.5	Tai ñemanauntu, arrti Juan tücañe maunimianati aume eana turrü —nanti ümoma—, pero ta chübubiuquipü cuantio naneneca arrüna auche ayeti Espíritu Santo au nabausasü. Tone caüma arrüna nabüriqui tato.
ACT.1.6	Ñanquitioma ito pünanaquiti, namatü:
ACT.1.6	—Señor, ¿taqui auquito caüma taesüburu tato obi arrüna sobesa cürrü Israel pünanaqui bama rromanorrü, nauqui yüriaburrücü suiñemo?
ACT.1.7	Iñumutati Jesús:
ACT.1.7	—Chümopü atusi aume arrüna sane. Arrti Tuparrü naqui uiche uraboiti auche. Itopiqui arrti ane nüriacarrti. 
ACT.1.8	Pero arrtü cuati Espíritu Santo au nabausasü, torrio aume abüriacabo, na amenotü apanitane nisüri, auna Jerusalén, auna cürrü Judea, au cürrü Samaria y au nanaiñantai icu na cürrü.
ACT.1.9	Numo chauqui arrüna nurarrti ümoma, isucarüma nurria iquiamperotiyü, niyücürrti tato au napese. Auqui cuatü taman cüsaüborrü taburriuti uirri. Auqui champürrtü asaramatiqui tato. 
ACT.1.10	Nauquiche amoncomainqui arrtayomatü isiuti Jesús niyücürrti tato au napese, auqui paecüburuma esama torrü mañoñünca, purusubi naibirrimia. 
ACT.1.11	Namatü ümoma:
ACT.1.11	—Arraño auqui Galilea, ¿causane süsio año amarrtaiquiatü icu napese? Arrti Jesús süroti tato au napese amopünanaqui. Pero ta, cuati tato ñana tacana arrüna amarrtaiquiatü isiuti.
ACT.1.12	Auqui süroma tato au Jerusalén onüqui manu yiriturrü nürirri Olivos. Tamantai kílometro nichequirri auqui manu.
ACT.1.13	Nauquiche tiñataimia tato taha, süroma ape au manu quiatarrü piso nesa manu porrü auna cauta nantarrü iyoberabaramacü. Arrüpecuma anancati Pedro, arrti Jacobo, arrti Juan, arrti Andrés, arrti Felipe, arrti Tomás, arrti Bartolomé, arrti Mateo, arrti Jacobo aütorrti Alfeo, arrti Simón naqui auqui manu partidorrü nürirri cananista, y arrti Judas yaruquitorrti Jacobo.
ACT.1.14	Arrüma iyoberabaramacü nantarrü na eama. Amoncoma ito bama yaruquitorrti Jesús, nipiacütoti y arrüba piquiataa paüca.
ACT.1.15	Au manio naneneca arrti Pedro atüraiti cümuinata manuma amoncoma acamanu, taqui ciento veinte nubiquirrimia, nanti ümoma:
ACT.1.16	—Masaruquitaiqui, chauqui tücocono arrümanu turapoiticaü Espíritu Santo turuquiti yüriaburrü David. Ta maconomonoti tücañe sane icu Nicororrü icütüpüti Judas, naqui cusürüboti tücañe aübu manuma uiche aiñenomati Jesús. 
ACT.1.17	Arrti Judas tücañe tacümanauncunuti ochepe, y tacane torrio ito ümoti arrüna trabacorrü usaca aübu. 
ACT.1.18	Pero arrti macomporarati cürrü ui manu monirri torrio ümoti itobo na churriampatai yachücoiti. Taha paquioti cusürübo nitanurrti acü. Poboti, cuantio tanene nanterererrti. 
ACT.1.19	Numo tütusio ümo bama auqui Jerusalén, iñatama üribo manu cürrü Acéldama. Nantü auqui nurarrümantoe: “Cürrü auna cauta arapara notorrü.” 
ACT.1.20	Itopiqui icu manu Nicororrü niyobesa Salmos nantü sane:
ACT.1.20	Tari cücheca nicürrti y tapü anati naqui vivibo acamanu.
ACT.1.20	Ane ito corobo sane:
ACT.1.20	Tari ñatoconati quiatarrü aübu nesarrti cargorrü.
ACT.1.21	Aboma auna uyarrüpecu bama amoncomantai ochepe enterurrü manu tiemporrü nuñame ichepeti Señor Jesús, 
ACT.1.22	auqui numo ürioti uiti Juan hasta numo camperoti au napese. Sane nauquiche urria arrtü tamanti uturuquimia iñanatiyü ochepe na uraboitito, que süboricoti tato Jesús, itopiqui asaratiti ta süboricoti.
ACT.1.23	Auqui nombraboma bama torrü uimia: Arrti José Barsabás nürirrtito Justo, y arrti Matías. 
ACT.1.24	Meaboma sane:
ACT.1.24	—Señor, arrücü asuputacai nausasü macrirrtianuca, aitusiancarrti suisucarü quiti naqui uturuqui bama torrü urria au naquionco, 
ACT.1.25	nauqui asuriuti nesarrti cargorrü Judas tücañe numo apostoltiqui. Pero churriampataito yachücoiti, sane nauquiche tanati taha auna cauta nipenequirrti.
ACT.1.26	Auqui suerteaboma uimia. Tocabo ümoti Matías. Auqui manu nanenese iñanatiyü ichepe manuma once apostolerrü.
ACT.2.1	Iñatai manu nanenese Pentecostés. Namanaiña bama icocoromati Jesús iyoberabaramacü taha au Jerusalén. 
ACT.2.2	Rrepenteatai rabotü süuru auqui napese tacanarrtü arrone maquiütüca fuerte, y cutañarrü au manu porrü auna cauta amoncoma. 
ACT.2.3	Auqui butusio onü nitanurrüma arrümanio sane tacana nonco pese mochiomancatai. 
ACT.2.4	Enterurrüma süroti Espíritu Santo au nausasürrüma. Manitanama caüma uiti piquiatacatai manitacaca.
ACT.2.5	Au manio naneneca amoncoma au Jerusalén bama israelitarrü auqui nanaiñantai nacioneca, bama tarucu ñacoconauncurrüma ümoti Tuparrü. 
ACT.2.6	Oncoimia manu nisüurrü onü manu porrü. Ipiacünomacü asaborimia, cütüpürrüma macrirrtainuca. Cütomutañama ui na oncoimia ñanitaca bama ñanunecasarrti Jesús au na nurarrümantoe. 
ACT.2.7	Cütobüsoma, chümarrtacarrüpatai ümoma, namatü ümomantoe: —¿Canapaemo auqui Galilea enterurrüma bama manitana? 
ACT.2.8	¿Causane aipiama anitama nusura? 
ACT.2.9	Auna aboma bama auqui Partia, auqui Media, auqui Elam, auqui Mesopotamia, Judea, Capadocia, Ponto y auqui manu provinciarrü Asia, 
ACT.2.10	auqui Frigia y Panfilia, auqui Egipto, y arrüba puebluca abe manrrü tahiqui pürücü Cirene. Aboma ito uyarrüpecu bama auqui Roma bama pohosoma auna. Eanama aboma bama propiorrü israelitarrü y arrübama yasutiumantai nesarrüma religión. 
ACT.2.11	Aboma ito bama auqui Creta y Arabia. Enterurrü oñü oñoncoi nurarrüma auqui na numanitacatoe. Champü causane, iyebo nurria uimia. Urapoimia arrüba nomirria uiti Tuparrü. 
ACT.2.12	Enterurrü cütobüsoma, chümarrtacarrüpatai ñapensacarrüma. Ñanquitioma pünanaquimiantoe:
ACT.2.12	—¿Isane naca arrüna sane?
ACT.2.13	Aboma ito bama iyapoimia, namatü sane:
ACT.2.13	—¡Orisübaboma arrümanuma!
ACT.2.14	Auqui atüraiti Pedro aübu manuma maquiataca once apostolerrü. Fuerte nurria nurarrti, nanti sane:
ACT.2.14	—Arraño bama mañoñünca auqui Judea y arrübama auqui Jerusalén, amonsoi nurria arrüna sucanañü aume. 
ACT.2.15	Arrüsomü champürrtü soborisübaca, tacana arrüna napapensaca. ¿Causanempü soborisüba? aübapae ane ape surrü. 
ACT.2.16	Más bien arrüna sane ta tone arrümanu turapoiticaü tücañe profetarrü Joel. Nanti sane:
ACT.2.17	Sane nurarrti Tuparrü:
ACT.2.17	Au nitacüru cuantio naneneca, iñemecata aruqui niyesa Espíritu onü macrirrtianuca.
ACT.2.17	Arrübama aütorrüma y arrüba nitaquiumucuturrüma ipianacatema ñana arrüna nisura.
