MAT.1.1	LLYVER 
ACT.10.43	Ac y gyd hwnn y mae yr oll Prophwyti yn testiaw, mae trwy yr Enw ef, y bydd i pwy bynac a creto ynthaw 
ACT.10.44	Tra 
ACT.10.45	Ac wyntwy o’r 
ACT.10.46	Can ys yddynt y clybot wy yn 
ACT.10.47	A all neb ’ohardd ddw
ACT.10.48	Ac velly ef ’orchymynawdd y patyddio 
ACT.11.1	CLYBOT o’r Apostolon a’r broder y oeddent yn Iudaia, ddarvot hefyt ir Cenedloedd 
ACT.11.2	A’ gwedy dyvot Petr y vyny
ACT.11.3	gan ddywedyt, Ti aethost y mewn at wyr eb ddarvot ei enwaedy, ac y vwyt
ACT.11.4	Yno Petr a ddechreawdd, ac a esponiawdd 
ACT.11.5	My
ACT.11.6	A’ phan ddeleis selw ernei, yr 
ACT.11.7	A’ chlyweis lef
ACT.11.8	A dywedais 
ACT.11.9	Ac atep o’r llef
ACT.11.10	A’ hyn a wnaethpwyt tairgwaith, a’r oll 
ACT.11.11	Ac wele, yn 
ACT.11.12	A’r Yspryt a ddyvot wrthyf, ar vynet o hanof y gyd ac wynt, eb 
ACT.11.13	Ac ef a ddangoses y ni 
ACT.11.14	ef e a ymadrodd ’eiriae wrthyt’, trwy yr ei ith 
ACT.11.15	Ac a 
ACT.11.16	Yno y meddyliais am ’air yr Arglwydd, modd y dywetsei ef, Ioan a vatyddiawdd a dw
ACT.11.17	Gan hyny 
ACT.11.18	Pan glywsant wy hynn, 
ACT.11.19	Ac wyntwy a ’oyscaresit obleit y 
ACT.11.20	Ac ’rei o hanaddwynt oedd wyr o Cyprus ac o Cyrene, y sawl pan ddaethant y Antiocheia, a ymddiddanesont a’r Groecieit, ac a precethesont yr Arglwydd Iesu. 
ACT.11.21	A’ llaw yr Arglwydd oedd gyd ac wynt: ac niuer mawr a gredawdd ac y ymchwelawdd 
ACT.11.22	Ac yno y daeth y gair o’r pethae hyny i glustiae yr Eccles, ’oedd yn‐Caerusalem, ac wynt anvonesont Barnabas y vyned yd yn Antiocheia. 
ACT.11.23	Yr hwn gwedy ei ddyvot a’ gwelet 
ACT.11.24	Can ys gwr da 
ACT.11.25	Yno ydd aeth Barnabas y maith i Tarsus y geisiaw Saul: 
ACT.11.26	ac wedy y ddaw ei gahel, ef ei duc y Antiocheia. Ac e ddarvu, y n y buont vlwyddyn gyfan yn cytal ar Eccles, ac yn dyscy 
ACT.11.26	Yr Epistol ar ddydd. S. Iaco.
ACT.11.27	Ac yn y dyddiae hyn
ACT.11.28	ac y cyvodes vn ha
ACT.11.29	Yno yr discipulon pop vn yn ol ei allu, a ddarparasont anvon 
ACT.11.30	Yr hyn hefyt a wnaethant, gan 
ACT.12.1	AC yn‐cylch y cyfamser hyny, yr estennodd Herod Vrenhin ei 
ACT.12.2	Ac ef a laddawdd Iaco brawd Ioan a chleddyf. 
ACT.12.3	A’ phan welas ei vot yn voddlawn gan yr Iuddaeon, ef aeth racddo, y ddal
ACT.12.4	ac wedy iddaw ei ddal
ACT.12.5	Ac velly Petr a getwit yn‐carchar, a’ gweddi 
ACT.12.6	Ac pan oedd Herod aei vryd ar y ddwyn ef allan 
ACT.12.7	Ac wele, Angel yr Arglwydd yn dyvot 
ACT.12.8	Dywedyt o’r Angel wrthaw, Ymwregysa, a ’rhwym dy 
ACT.12.9	Ac 
ACT.12.10	Weithiam wedy ei mynet eb law y gyntaf ar ail gadwriaeth, wy ddaethant ir porth haiarn, y 
ACT.12.11	Ac wedy ymchwelyt Petr ato ehun, y dyvot, Yn awr y gwnn yn ddiau, mae yr Arglwydd a dd’anvonas ei Angel, ac am 
ACT.12.12	Ac wrth iddaw 
ACT.12.13	Ac wedi i Petr 
ACT.12.14	A’ phan adnabu hi lais Petr, ni
ACT.12.15	Ac wy
ACT.12.16	Ac Petr oedd 
ACT.12.17	Ac ef a amneidiawdd arnwynt a llaw, ar dewi o hanwynt, ac a vanagawdd yddwynt, 
ACT.12.18	Eithr pan ddyddhaodd hi, y bu trallot nyd bychan ymplith y 
ACT.12.19	Ac wedy i Herod y geisiaw ef, ac eb ei gahel, ef a holawdd y ceidweit, ac a ’orchymynawdd ei harwein ymaith 
ACT.12.20	Ac Herod oedd 
ACT.12.21	Ac ar ddyddgwaith nodedic, ydd ymwiscodd Herod yn‐gwisc brenhinawl, ac ydd eisteddawdd yn y vrawdle, ac y areithiawdd wrthwynt. 
ACT.12.22	A’r popul a roes 
ACT.12.23	Ac 
ACT.12.24	A’ gair Dew a dyvot, ac a liosocwyt 
ACT.12.25	Yno Barnabas ac Saul a ymchwelesont 
ACT.13.1	YDD oedd hefyt yn yr Eccles 
ACT.13.2	Ac mal ydd oeddent wy yn 
ACT.13.3	Yno ydd vmprydiesont, ac y gweddiesont, ac y dodesont ei dwylaw arn
ACT.13.4	Ac wynte wedy ei 
ACT.13.5	Ac pan oeddent yn Salamis, y precethesant ’air Dew yn 
ACT.13.6	Ac wedy yddwynt gerddet dros yr ynys yd yn Paphus, wy a gawsant ryw swynwr, gau prophwyt, o Iddew, a’ei enw Bariesus, 
ACT.13.7	yr hwn 
ACT.13.8	Ac Elymas, y swynwr (can ys velly ytyw ei enw oei ddeongyl) a wrthladdawdd yddwynt, gan geisiaw d’atroi y Raglaw o’r ffydd. 
ACT.13.9	Yno Saul (yr hvn hefyt 
ACT.13.10	ac a ddyvot, 
ACT.13.11	Ac yn awr, 
ACT.13.12	Yno y Raglaw pan welas yr hyn a wnaethit, a credodd, gan ryveddy wrth ddysc
ACT.13.13	Pellach, wedy daroedd i Paul a’r ei oedd gyd ac ef 
ACT.13.14	Ac wedy yddwynt vyned ymaith o Perga, wy ddaethant i Antiocheia 
ACT.13.15	Ac yn ol 
ACT.13.16	Yno y c
ACT.13.17	Dew y popul hynn 
ACT.13.18	ac 
ACT.13.19	Ac wedy yddaw 
ACT.13.20	Ac wedy hyn y rhoes ef yddynt vrawdwyr yn‐cylch petwar‐cant a’ dec a dauugain o vlynydde
ACT.13.21	Ac yn ol hynny yr archasant gael Brenhin, ac y rhoes Dew yddwynt Saul, vap Cis gwr o lwyth Beniamin 
ACT.13.22	Ac yn ol y 
ACT.13.23	O had hwnn 
ACT.13.24	pan precethodd Ioan yn gyntaf 
ACT.13.25	Ac pan gyflawnodd Ioan ei 
ACT.13.25	Yr Epistol ddie Marth Pasc.
ACT.13.27	Can ys preswylwyr Caerusalem a’ ei llywodraethwyr can nad adnabuont ef, nac eto llefae yr Prophwyti, yr ei a ddarlle
ACT.13.28	a chyd na chawsant ddim achos angae 
ACT.13.29	Ac gwedy yddwynt 
ACT.13.30	Ac Dew y cyvodes ef i vyny
ACT.13.31	Ac y gwelwyt ef lawer dydd y ganthwynt, yr ei ddaeth i vyny
ACT.13.32	A’ ni
ACT.13.33	ddarvot i Ddew ei gyflawny y 
ACT.13.34	Ac am iddaw y gyvody ef o veirw 
ACT.13.35	Erwydd paam y dywait ef hefyt yn lle arall, Ny adewy ith Sanct welet 
ACT.13.36	Can ys Dauid eisioes gwedy iddaw wasanaethy ei oes, drwy gyccor Dew, ef a hunawdd, ac a 
ACT.13.37	Eithr ef e ’rhwn a gyvododd Dew i vyny
ACT.13.38	Can hyny bid wybodedic y chwy, 
ACT.13.39	Ac ywrth pop peth, y gan ba r’ei ny ellit eich cyfiawny 
ACT.13.40	Gwilwch am hyny, rac dyvot 
ACT.13.41	Edrychwch ddirmygwyr, a’ rhyveddwch, a’ 
ACT.13.42	Ac wedi ei ei dyvot wy allan o Synagog yr Iuddaeon, ydd atolygawdd y Cenetloedd preceo hanynt y geiriae hyn y ddwynt y dy
ACT.13.43	A’ gwedy 
ACT.13.44	A’r 
ACT.13.45	A’ phan welas yr Iuddaeon y popul, y cyflawnwyt wy o 
ACT.13.46	Yno y llevarawdd Paul a’ Barnabas yn 
ACT.13.47	Can ys velly y gorchymynawdd yr Arglwydd y ni, 
ACT.13.48	A’ phan glybu yr Cenetloedd, llawenhay a wnaethant, a gogoneddy gair yr Arglwydd, a’ chyniver ac a ordinesit ir 
ACT.13.49	 val hynn y 
ACT.13.50	A’r Iuddaeon oedd yn cynnyrfy rei or gwragedd devosionol ac anrydeddus, a’ phennaethieit y dinas, ac y godesont ymlit yn erbyn Paul ac Barnabas, ac ei gyrresont allan oei tervynae 
ACT.13.51	A’ 
ACT.13.52	A’r discipulon a gyflawnit o lawenydd ac o’r Yspryt glan.
ACT.14.1	AC e ddarvu yn Iconium, bot yddwynt ill dau 
ACT.14.2	Anid yr Iuddaeon 
ACT.14.3	Ac am hyny yr arosant ynaw yn hir o amser, ac a gympwyllesont yn hyderus 
ACT.14.4	A’ p
ACT.14.5	Ac pan wnaethpwyt rhuthr y gan y Cenetloedd, a’r Iuddaeon, y gyd aei llywodraythwyr i 
ACT.14.6	deall y peth wnaethant a’ 
ACT.14.7	ac yno ydd oeddent yn precethy yr Euangel.
ACT.14.8	Ac ydd oedd 
ACT.14.9	Hwn a glybu Paul yn ymadrodd: yr hwn gan edyrch arnaw, ac yn 
ACT.14.10	a ddyvot a llef vchel, Sa yn 
ACT.14.11	Yno pan welas y popul yr hynn a wnaethoedd Paul, y darchavesant ei llef, can ddywedyt yn iaith Lycaonia, Dewiae a ddescenesent atam yn rhith dynion. 
ACT.14.12	Ac 
ACT.14.13	Yno 
ACT.14.14	Am’d pan glybu yr Apostolon, Barnabas ac Paul, wy a rwygesont ei ddillat, ac a redesont 
ACT.14.15	a’ dywedyt, 
ACT.14.16	Yr hwn yn yr oesoedd vu gynt a ’oddefawdd ir Cenetloedd 
ACT.14.17	Cyd na adawodd ehun yn ddi‐dyst, can iddaw wneythy da
ACT.14.18	Ac wynt yn ymaddrodd y pethae hynn, braidd yr attaliesant wy’r popul rac aberthy yddwynt. 
ACT.14.19	Yno y daeth ryw Iuddaeon e Antiocheia ac Iconium, yr ei wedy yddwynt 
ACT.14.20	Ac a’r discipulon yn sefyll oei amgylch, y cyvodes ef, ac yd aeth y mewn ir dinas, a’ thranoeth y tynnawdd ef a’ Barnabas i D
ACT.14.21	Ac wedy yddwynt praecethy ir dinas hono, a’ 
ACT.14.22	gan gadarnhay 
ACT.14.23	Ac wedy ordiniaw o hanynt yddwynt Henafiait trwy etholedigaeth ym‐pop Eccles, a’ gweddiaw, ac vmprydiaw, wy ei gorchymynesont 
ACT.14.24	Ac 
ACT.14.25	Ac wedy precethu o han
ACT.14.26	ac o 
ACT.14.27	Ac 
ACT.14.28	Ac ynaw ydd arosant yn hir o amser y gyd a’r discipulon.
ACT.15.1	AC 
ACT.15.2	A’ phan 
ACT.15.3	Yno wedy ei d’anvon wy ymaith gan yr Eccles, traweny a wnaethant trwy Phoinice, ac Samareia, gan vanegy ymchweliat y Cenetloedd: ac wy a dducesont lewenydd inawr ir oll vroder. 
ACT.15.4	Ac pan ddaethant i Gaerusalem, ei 
ACT.15.5	Eithyr 
ACT.15.6	Yno y daeth yr Apostolon ar Henafieit yn‐cyt, y 
ACT.15.7	Ac wedy bot ymddadle mawr, y cyvodes Petr, ac y dyvot wrthwynr, 
ACT.15.8	Ac Dew 
ACT.15.9	ac ny wnaeth ef ddim gohan
ACT.15.10	Ac yn awr paam ydd ych yn 
ACT.15.11	Eithr ydd ym ni yn credu, trwy rat Iesu Christ ein bot yn gatwedic, yn y modd 
ACT.15.12	Yno yd ystawodd yr oll tyrfa, ac y gwrandawsant Barnabas ac Paul, yr ei a vanagent pa arwyddion a’ ryveddodac a wnaethai Dew ymplith y Cenetloed trwyddynt 
ACT.15.13	Ac wedy yddwynt 
ACT.15.14	Symeon a vanagawdd, paddelw y 
ACT.15.15	Ac 
ACT.15.16	Yn ol hyn ydd ymchwelaf, ac yr adadeilaf 
ACT.15.17	yd pan 
ACT.15.18	O ddechreu
ACT.15.19	Erwydd paam im‐barn i, ny ddlem ni gynnyrfy yr ei hyny o’r Cenetloedd a ymchwelwyt 
ACT.15.20	anid bot y ni escennrivy attwynt, a’r ymgadw o hanynt o wrth 
ACT.15.21	Can ys y mae i Voysen yn yr hen 
ACT.15.22	Yno y gwelwyt vot yn iawn gan yr Apostolion ar Henafiait y gyd a’r oll Eccles, bot anvon gwyr etholedig
ACT.15.23	ac escriveny llythyrae y gyd ac wynt yn y ffurf hynn. 
ACT.15.24	Can ys clywsam, 
ACT.15.25	Am hyny y gwelpwyt genym vot yn dda, gwedy ein dyvot yn‐cyt o gyfundab, anvon gwyr etholedig
ACT.15.26	gwyr a roesont ei 
ACT.15.27	Can hyny yd anvonesam Iudas, ac Sylas, yr ei a venaic hefyt ychwy yr vnryw pethae ar 
ACT.15.28	Can ys gwel
ACT.15.29	Bot i chwy 
ACT.15.30	Ac wedy ei 
ACT.15.31	Ac wedy yddwynt ei ddarllen, llawenhay a ’orugant gan y 
ACT.15.32	Ac Iudas ac Silas ac wynt yn prophwyti, a anogent y broder ac 
ACT.15.33	Ac wedy yddwynt drigio ynaw dalm o amser, wy 
ACT.15.34	Ac er hynny e welawdd Silas yn iawn aros yno yn’ostat. 
ACT.15.35	Paul hefyt ef a’ Barnabas arosant yn Antiocheia gan 
ACT.15.36	Eithyr ar ol swrn o ddyddiae ysganei Paul wrth Barnabas, Ymchwelwn 
ACT.15.37	Ac Barnabas a gycgorawdd gymeryd gyd ac ynt Ioan a elwit Marc. 
ACT.15.38	Eithr Paul a dybiawdd nad oedd 
ACT.15.39	Ac yno yr ymgyffroesant mor ddirvawr ac yr ymadawas yn aill y wrth y llall, val y cymerth Barnabas Varc, ac y mordyawdd i Cyprus. 
ACT.15.40	Ac Paul a ddewysawdd Silas, ac aeth 
ACT.15.41	Ac ef a dramwyawdd trwy Siria a’ Cilicia gan, gadarnhay yr Ecclesi.
ACT.16.1	YNO y daeth ef i Derbe ac i Listra: ac wele, ydd oedd ynaw 
ACT.16.2	I hwn ydd oedd y broder oedd yn Lystra ac Iconium, yn rhoi 
ACT.16.3	Ac am hyny Paul a vynnei iddaw vyned ymaith canthaw, ac ei cymerth ac ei enwaedawdd, o bleit yr Iuddaeon y oedd yn y 
ACT.16.4	Ac mal ydd oeddent yn ymddeith trwy yr dinasoedd, wy roesont atwynt yr 
ACT.16.5	Ac velly y cadarn
ACT.16.6	Ac wedy yddwynt tramwy dros Phrygia, a’ gorwlad Galacia, ei goharddwyt gan yr Yspryt glan rac precethy ’r gair yn Asia. 
ACT.16.7	Yno yd a
ACT.16.8	Ac 
ACT.16.9	lle ymddangoses gweledigaeth i Paul 
ACT.16.10	A’ gwedy gwelet o hanaw y weledigaeth, yn y van yr ymparatoesam i vynet i Macedonia, gan ein bot yn ddiogel mae yr Arglwydd a’n galwesei y precethy ’r Euangel yddwynt 
ACT.16.11	Yno mordwyaw a wnaetham o Troas, ac vniongyrch dyvot i Samothracia, a’ thranoeth i Neapolis, 
ACT.16.12	ac o yno y Philippi yr hon ysy ddinas pennaf ym 
ACT.16.13	Ac 
ACT.16.14	A’ rryw wreic y elwit Lydia, erwerthai burpur, o ddinas y Thyatiriait, yr hon a ddolei Ddew, a wrandawodd 
ACT.16.15	A’ gwedy y batyddio hi, ai thuy
ACT.16.16	Ac ef a ’orucpwyt, a 
ACT.16.17	Hon a 
ACT.16.18	A ’hynn a wnaeth hi lawer dydd: eithyr Paul yn 
ACT.16.19	Pellach pan welas hi arglwyddi vyned ymaith gobeith y 
ACT.16.20	a’y harwein hwy at y 
ACT.16.21	a’r nyd cyfreithlawn y ni ei 
ACT.16.22	A’r tyrfa a 
ACT.16.23	Ac wedy dody llawer gwialennot yddwynt, wy 
ACT.16.24	Yr hwn pan 
ACT.16.25	Ac am haner nos y gweddiawdd Paul a’ Sylas, ac y can‐molasant Ddew: a’r carcharorion y clywsant wy. 
ACT.16.26	Ac yn ddysyfyt y bu daiar‐gryn mawr, yd yn y yscytwyt 
ACT.16.27	Yno goarcheidwat y carchar wedy 
ACT.16.28	Ac Paul a lefawdd a ei lawnllef, gan ddywedyt, Na wna ddim drwc yty hun: can ys ydd ym 
ACT.16.29	Yno y galwodd 
ACT.16.30	ac y duc wy allan, ac a ddyvot, 
ACT.16.31	Ac wynte a ddywetsant, Cred yn yr Arglwydd Iesu Christ 
ACT.16.32	Ac wy a precethesont yddaw ’air yr Arglwydd, ac i pawp oedd yn ei d
ACT.16.33	Ac 
ACT.16.34	Ac wedy iddo y dwyn 
ACT.16.35	Ac wedy iddi ddyddhay, ydd anvones y llywiawdwyr, y 
ACT.16.36	Yno y managawdd ceidwat y carchar yr ymadraddion hynn i Paul, 
ACT.16.37	Yno y dyvot Paul wrthwynt, Gwedy darvot yddwynt ein 
ACT.16.38	A’r caisiait a vanegesont y geiriae hynn ir llywawdwyr, ac 
ACT.16.39	Yno yd a
ACT.16.40	Ac wy athant allan o’r carchar, ac a ddaethant y mewn i 
ACT.17.1	AC val yr oeddent yn ymddeith drwy Amphipolis, ac Apollonia, wy 
ACT.17.2	Ac Paul, yn ol ei ddevot, aeth y mywn attynt, ac ar dri 
ACT.17.3	gan agori a’ 
ACT.17.4	A’ r’ei o han
ACT.17.5	Anid yr Iuddaeon a’r nid oedd
ACT.17.6	Eithyr pryd na vedresont ei caffael, wy luscesont Iason a’ rryw vroder at pennaethieit y dinas, gan lefain, Yr ei hyn ysydd yn dadymchwel llywodraeth y byd, a’ ll’yma ynt wy, 
ACT.17.7	yr ei a 
ACT.17.8	Yno y cyffroesant 
ACT.17.9	Eithyr gwedy yddwynt 
ACT.17.10	A’r broder yn y 
ACT.17.11	Ar ei hyn oedd 
ACT.17.12	Am hyny llawer o hanwynt a gredesont, ac o ’roec wragedd 
ACT.17.13	Eithyr pan wybu yr Iuddaeon o Thessalonica, vot hefyt precethy gair Dew gan Paul yn Beroia, wy ddathant yno hefyt, ac a gynyrfesont y 
ACT.17.14	Ac yn y man yd anvones y broder Paul ymaith y vynet 
ACT.17.15	A’r ei y oeddent yn cyfrwyddo‐ffordd i Paul, ei dug
ACT.17.16	Ac tra ytoedd Paul yn aros arn
ACT.17.17	 am hyny yr ymddaleuawdd ef yn y Synagog a’r Iuddaeon, ac ar ei 
ACT.17.18	A’rhyw Philosophwyr o’r Epicurieit, ac o’r Stoiceit a ymeddadlaesont ac ef, a ’r ei a ddywedent, Pa 
ACT.17.19	Ac wy y daliesont ef, ac ei duc
ACT.17.20	Can ys ydd wyt yn dwyn ryw pethae dieithyr y ein clustiae: am hyny yr ewyllysem wybot pa 
ACT.17.21	Can ys yr oll Athenieit a’r dieithreit oedd yn preswilio ynaw, nid oeddynt yn 
ACT.17.22	Yno Paul a safodd ym‐
ACT.17.23	Can ys wrth ddyvot heibio, ac edrych ar eich 
ACT.17.24	Dew yr hwn a wnaeth y byd, a’r oll pethae ys ydd ynthaw, can y vot ef yn Arglwydd nef a’ daear, ny thric 
ACT.17.25	ac nid addolir a dwylaw dynion, val 
ACT.17.26	ac a wnaeth o’r vn gwaed 
ACT.17.27	er ceisiaw o hanwynt yr Arglwydd, a byddei yddwynt gan 
ACT.17.28	Can ys 
ACT.17.29	A’ chan ein bot yn genedlaeth Dew, ny ddlem 
ACT.17.30	Ac amser yr anwybot hyn, nid oedd Dew yn 
ACT.17.31	o bleit iddo ’osot dydd yn yr hwn y bairn ef y byt yn‐cyfiawnder, can y gwr 
ACT.17.32	A’ phan glywsant 
ACT.17.33	Ac velly Paul 
ACT.17.34	A’ rryw wyr a 
ACT.18.1	YN ol y 
ACT.18.2	ac y cafas 
ACT.18.3	A’ chan y vot or vn 
ACT.18.4	Ac ef a 
ACT.18.5	A’ phan ddaethesei Silas ac Timotheus o Macedonia, ydd 
ACT.18.6	Ac wrth 
ACT.18.7	Ac ef a ysmutawdd o 
ACT.18.8	Ac Crispus yr archsynagogwr, a gredawdd yn yr Arglwydd a’ ei oll duylu: a ’llawer o’r Corinthieit wrth ei glywet, a gredesont ac a vatyddiwyt. 
ACT.18.9	Yno y dyvot yr Arglwydd wrth Paul 
ACT.18.10	Can ys my
ACT.18.11	Ac velly e drigawdd ynaw vlwyddyn ac chwe
ACT.18.12	Yn awr pan oedd Gal‐lio yn 
ACT.18.13	gan ddywedyt, Y mae yr 
ACT.18.14	Ac val ydd oedd Paul 
ACT.18.15	eithyr a’s 
ACT.18.16	Ac ef y gyrawdd hwy ywrth y vrawdle. 
ACT.18.17	Yno y Groegwyr oll a gymersont Sosth
ACT.18.18	Ac wedy i Paul aros 
ACT.18.19	Yno yd aeth ef i Ephesus, ac y gadawdd wynt ynaw: ac ef e aeth y mywn ir Synagog ac a ddadleuodd a’r Iuddaeon. 
ACT.18.20	Ac wy ddeisyfesont arnaw aros y gyd ac wynt amser 
ACT.18.21	anid cany yn iach yddwynt, gan ddywedyt, Y mae yn 
ACT.18.22	A’ phan ddescenawdd ef y Caisareia, ef a escennodd 
ACT.18.23	Ac wedy iddo drigo 
ACT.18.24	Ac nebun Iuddew, Apollos ei enw, 
ACT.18.25	Hwn oedd wedy ei addyscy 
ACT.18.26	Ac ef a ddechreawdd ymadrodd yn 
ACT.18.27	Ac pan 
ACT.18.28	Can ys 
ACT.19.1	AC e ddarvu, tra 
ACT.19.2	a’ dywedyt wrthwynt, A 
ACT.19.3	Ac ef a ddyvot wrthwynt, Er
ACT.19.4	Yno y dyvot Paul, Ioan yn ddiau a vatyddiodd a batydd ediveirwch, can ddywedyt wrth y popul, bot yddwynt credy 
ACT.19.5	Ac wedy yddwynt glywet hyny, wy vatyddiwyt yn Enw yr Arglwydd Iesu. 
ACT.19.6	Ac wedy gesot o Paul ei ddwylaw arn
ACT.19.7	A’r oll wyr ytoedd 
ACT.19.8	Yno ydd aeth ef y mewn ir Synagog, ac yr ymadroddawdd yn eon dros dri‐mis, gan 
ACT.19.9	Eithyr pan 
ACT.19.10	A hynn a wnaethpwyt yspait dwy 
ACT.19.11	Ac Dew a weithredawdd 
ACT.19.12	yd pan ddugit y wrth y gorph ef ir cleifion, 
ACT.19.13	Yno bot i rei or Iuddaeon crwydrait, consurwyr, gymeryd arnwynt 
ACT.19.14	(Ac ydd oedd 
ACT.19.15	A’r yspryt drwc a atepawdd, ac a ddyvot Yr Iesu a gydnabyddaf, ac Paul a adwaen
ACT.19.16	A’r dyn ydd oedd yr yspryt drwc ynthaw, a gyrchawdd arnwynt, ac ei 
ACT.19.17	A’ hynn vu hynot gan yr oll Iuddaeon a’r Groecwyr hefyt, a’r oedd yn preswiliaw yn Ephesus, ac e ddygwyddawdd ofn ar bawp o hanwynt, ac Enw yr Arglwydd Iesu a vawr
ACT.19.18	Ac llawer o’r ei oedd yn credy, a 
ACT.19.19	Llawer hefyt o’r ei oedd yn arver o 
ACT.19.20	Velly mor gadarn y tyfawdd gair Dew, ac yr 
ACT.19.21	Yn awr wedy cyflawny hynn yma, y propasodd Paul trwy ’r yspryt teithiaw trwy Macedonia ac Achaia, a’ mynet i Caerusalam, can ddywedyt, Gwedy bwyf ynaw, rhait i mi hefyt welet Ruuain 
ACT.19.22	Yno yd anvones ef i Macedonia ddau o’r ei oedd yn ei weini, 
ACT.19.23	Ac yn y cyfamser hyny y c
ACT.19.24	Can ys 
ACT.19.25	Yr ei wedy iddo ei galw ir vn‐lle, y gyd a gweithwyr yr cyfryw bethae, a’ ddyvot, 
ACT.19.26	Pellach 
ACT.19.27	Yd nad yw yn vnic 
ACT.19.28	A’ phan glywsant wy hynn, yr oeddent yn llawn 
ACT.19.29	A’r oll ddinas a gyflawnwyt o wradwydd, a’ rhuthraw a wnaethant ir 
ACT.19.30	A’ phan 
ACT.19.31	A’r ei hefyt o pendevigion Asia a’r oeddent yn 
ACT.19.32	Yr ei wrth hyny a lefent vn‐peth, ar ei peth 
ACT.19.33	A’r ei o’r tyrfa a luscesont canthwynt Alexander, a’r Iuddaeon yn ei wthiaw racddaw. Yno Alexander a amneidiodd a 
ACT.19.34	Eithyr pan wybuont may Iuddew oedd 
ACT.19.35	Yno 
ACT.19.36	A’ chan na ddygon nep ddywedyt yn erbyn y pethae hynn, iawn i chwy 
ACT.19.37	Can ys dug
ACT.19.38	Erwydd paam a
ACT.19.39	Eithyr a
ACT.19.40	Can ys in peryclir rac ein 
ACT.19.41	Ac wedy iddo ymadrod velly, y 
ACT.20.1	AC wedy darvot yspeidiaw or derfysc, y galwodd Paul y discipulon ataw, ac y 
ACT.20.2	Ac wedy iddaw vynet, trwy y parthae hyny, a’ ei h’annoc drwy lawer o ymadrodd, yd aeth ef 
ACT.20.3	Ac yn ol trigio 
ACT.20.4	A’ chyd‐ymddaith ac ef ir Asia a wnaeth Sopater 
ACT.20.5	Yr ei hynn aeth
ACT.20.6	Ac ni
ACT.20.7	A’r dydd cyntaf or 
ACT.20.8	Ac ydd oedd 
ACT.20.9	Ac eisteddawdd mewn ffenestr 
ACT.20.10	Ac Paul a ddescennawdd, ac a orweddawdd arnaw, ac ei coflleidiawdd, gan ddywedyt, Na chyffroet arnoch: can ys y mae ei 
ACT.20.11	Velly yn ol escen
ACT.20.12	Ac wy a dducesont y bachcen yn vyw, ac wy ddiddanwyt yn 
ACT.20.13	Yno yr aetham ymaith ir llong, ac ir hwyliesam 
ACT.20.14	Ac wedy y ddyvot ef atom y y Assos, 
ACT.20.15	Ac mordwyaw a wnaetham o 
ACT.20.16	Can ys 
ACT.20.17	Erwydd pa ble it, o Miletum yd anvonodd ef y Ephesus, ac y galwodd 
ACT.20.18	Yr ei pan ddaethant ataw, ef a ddyvot wrthwynt, Chwi
ACT.20.19	yn goasonaethy yr Arglwydd gyd ac oll gestyngeiddrwydd‐meddwl, a’ llawer daigr, a’ 
ACT.20.20	ac val na ’ommeddeis ddim ar oedd 
ACT.20.21	gan testiaw 
ACT.20.22	Ac yn awr wele, 
ACT.20.23	Anid bot yr Yspryt glan yn testiaw ym‐pop dinas, gan ddywedyt, bot rhwymae a’ blinderoedd yn vy aros. 
ACT.20.24	Eithyr nad wy vi yn gwneythy dim devnydd, ac nid oes genyf vri ar 
ACT.20.25	Ac yr awrhon wele, mi ’wnn pan yw o hynn allan na bydd y chwi 
ACT.20.26	Erwydd paam eich galwaf yn testolaeth y dydd heddyw, vy‐bot i yn ’lan y wrth waet 
ACT.20.27	Can na childynnais i ddim, rac dangos ychwy oll gyccor Dew. 
ACT.20.28	Edrychwch gan hyny arnoch eeich hunain, ac ar yr oll ddevait, ar yr ei y gwnaeth yr Yspryt glan chwi yn 
ACT.20.29	Can ys mi a wn hyn, yn ol vy mynediat, y daw bleiddiae trymion, yn eich plith, eb eiriach y 
ACT.20.30	Eb law hynny, o hanoch eich hunain y cyvyd gwyr a adroddant bethae trawsion, y dynny discipulon ar ei hol. 
ACT.20.31	Am hyny gwiliwch a’ meddyliwch, pan yw tros yspait tair blynedd na pheidiais i a rhybyddio pop vn, ddydd a’ nos a da
ACT.20.32	Ac yr awrhon vroder, eich gorchymynaf i Ddeo, ac i air y rat ef, yr hwn ys ydd abyl y adeiliat angwanec, a’rhoi y chwy 
ACT.20.33	Ariant 
ACT.20.34	Ac chwy
ACT.20.35	Yr oll bethae a ddangoseis y‐chwy, p’odd gan weithiaw velly, y dylech gynnal y gweiniaid, a’ choffa geiriae yr Arglwydd Iesu, can yddaw 
ACT.20.36	Ac wedy yddo ddywedyt hyn, y 
ACT.20.37	Yno yr wylesont wy oll yn ddirvawr, ac y rhuthresont yn‐mwngl Paul, aei gyssany, 
ACT.20.38	gan ymovidio yn bennaf o bleit y gairiae a ddywedesei ef, Na chaffent 
ACT.21.1	A’GWEDY, daroedd y ni ddiangori, ac ymady ac wynt, ni a 
ACT.21.2	A’ gwedy i ni gahel llong y elei trosodd i Phoinice, ni aetham iddi, ac a hwyliesam ymaith,
ACT.21.3	A’ gwedy ymddangos o 
ACT.21.4	A’ gwedy i ni gaffael discipulon, 
ACT.21.5	Ac yn ol 
ACT.21.6	Ac wedy daroedd y ni 
