GEN.1.1	Ar y dechrau cyntaf, dyma Duw yn creu y bydysawd a'r ddaear. 
EZK.36.12	Bydda i'n dod â'm pobl Israel yn ôl i bob rhan o'r wlad. Byddan nhw'n etifeddu'r tir. A fyddi di ddim yn cymryd eu plant oddi arnyn nhw byth eto.
EZK.36.13	“‘Dyma mae'r 
EZK.36.14	Ond fyddwch chi ddim yn dinistrio'ch pobl a cholli'ch plant o hyn ymlaen, meddai'r Meistr, yr 
EZK.36.15	Fydda i ddim yn gadael i'r gwledydd eraill eich sarhau chi. Fydd dim rhaid i chi deimlo cywilydd o flaen pawb. Fyddwch chi ddim yn colli'ch plant.’” Dyna neges y Meistr, yr 
EZK.36.16	Dyma'r 
EZK.36.17	“Ddyn, pan oedd pobl Israel yn byw yn eu gwlad eu hunain, roedden nhw wedi llygru'r wlad drwy'r ffordd roedden nhw'n ymddwyn. Roedd yn aflan, fel gwraig pan mae'n dioddef o'r misglwyf. 
EZK.36.18	Felly dw i wedi tywallt fy llid arnyn nhw, am eu bod nhw wedi tywallt gwaed a llygru'r wlad gyda'u heilunod. 
EZK.36.19	Dw i wedi'u gyrru nhw ar chwâl drwy'r gwledydd. Dw i wedi'u cosbi nhw am y ffordd roedden nhw'n ymddwyn.
EZK.36.20	“Ond wedyn, roedden nhw'n dal i sarhau fy enw sanctaidd ar ôl cyrraedd y gwledydd hynny. Roedd pobl yn dweud amdanyn nhw, ‘Maen nhw i fod yn bobl yr 
EZK.36.21	Rôn i'n poeni am fy enw da. Roedd yn cael ei sarhau gan bobl Israel ble bynnag roedden nhw'n mynd.
EZK.36.22	“Felly dywed wrth bobl Israel, ‘Dyma mae'r 
EZK.36.23	Dw i'n mynd i ddangos mor wych ydy fy enw i – yr enw dych chi wedi'i sarhau ym mhobman. Bydd y gwledydd i gyd yn deall mai fi ydy'r 
EZK.36.24	“‘Bydda i'n eich casglu chi a dod â chi allan o'r gwledydd i gyd, a mynd â chi yn ôl i'ch gwlad eich hunain. 
EZK.36.25	Bydda i'n taenellu dŵr glân arnoch chi, a byddwch chi'n cael eich glanhau o bopeth sy'n eich gwneud chi'n aflan, ac yn stopio addoli eilun-dduwiau. 
EZK.36.26	Bydda i'n rhoi calon newydd i chi, ac yn rhoi ysbryd newydd i chi. Byddai'n cymryd y galon garreg ystyfnig i ffwrdd ac yn rhoi calon newydd dyner i chi. 
EZK.36.27	Dw i'n mynd i anadlu fy Ysbryd fy hun i mewn i chi, i wneud yn siŵr eich bod chi'n ufudd i mi ac yn gwneud beth sy'n iawn.
EZK.36.28	Wedyn byddwch chi'n cael byw yn y wlad rois i i'ch hynafiaid chi. Chi fydd fy mhobl i, a fi fydd eich Duw chi.
EZK.36.29	Bydda i'n eich achub chi o ganlyniadau'r holl bethau aflan wnaethoch chi. Byddai'n gwneud i'r caeau roi cnydau mawr i chi, yn lle anfon newyn arnoch chi. 
EZK.36.30	Bydd digonedd o ffrwythau'n tyfu ar y coed, a bydd cnydau'r caeau i gyd yn llwyddo. Fyddwch chi byth eto'n gorfod cywilyddio am fod y gwledydd o'ch cwmpas chi'n eich gweld chi'n diodde o newyn. 
EZK.36.31	Byddwch chi'n edrych yn ôl ac yn cofio'r holl bethau drwg wnaethoch chi, ac yn teimlo cywilydd ofnadwy am yr holl bechodau a'r pethau ffiaidd wnaethoch chi. 
EZK.36.32	Ond dw i eisiau i hyn fod yn glir: Dw i ddim yn gwneud hyn er eich mwyn chi, meddai'r 
EZK.36.33	“‘Dyma mae'r 
EZK.36.34	Bydd y tir anial yn cael ei drin a'i aredig eto, yn lle bod pawb yn ei weld wedi tyfu'n wyllt. 
EZK.36.35	Bydd pobl yn dweud, “Mae'r wlad yma oedd yn anial wedi troi i fod fel gardd Eden unwaith eto. Mae'r trefi oedd yn adfeilion wedi'u hadeiladu eto, ac mae pobl yn byw ynddyn nhw!” 
EZK.36.36	Bydd y gwledydd sydd ar ôl o'ch cwmpas chi yn sylweddoli mai fi sydd wedi achosi i'r trefi gael eu hadeiladu ac i'r tir gael ei drin unwaith eto. Fi ydy'r 
EZK.36.37	“Dyma mae'r 
EZK.36.38	Bydd fel yr holl ddefaid sy'n cael eu cymryd i'w haberthu yn Jerwsalem adeg y gwyliau crefyddol! Bydd yr holl drefi oedd yn adfeilion yn llawn pobl unwaith eto! A bydd pawb yn deall wedyn mai fi ydy'r 
EZK.37.1	Roedd dylanwad yr 
EZK.37.2	Gwnaeth i mi gerdded o gwmpas drwy'i canol nhw, yn ôl ac ymlaen. Roedden nhw ym mhobman! Esgyrn sychion ar lawr y dyffryn i gyd. 
EZK.37.3	Yna gofynnodd i mi, “Ddyn, oes gobaith i'r esgyrn yma ddod yn ôl yn fyw eto?” A dyma fi'n ateb, “Meistr, 
EZK.37.4	Yna dyma fe'n gofyn i mi broffwydo dros yr esgyrn, a dweud wrthyn nhw: “Esgyrn sychion, gwrandwch ar neges yr 
EZK.37.5	Dyma mae'r 
EZK.37.6	Dw i'n mynd i roi cnawd arnoch chi, gewynnau a chyhyrau, a rhoi croen amdanoch chi. Wedyn bydda i'n rhoi anadl ynoch chi, a byddwch chi'n dod yn ôl yn fyw. Byddwch chi'n gwybod wedyn mai fi ydy'r 
EZK.37.7	Felly, dyma fi'n proffwydo fel roedd Duw wedi dweud wrtho i. Ac wrth i mi wneud hynny dyma fi'n clywed sŵn ratlo, a dyma'r esgyrn yn dod at ei gilydd, pob un yn ôl i'w le. 
EZK.37.8	Wrth i mi edrych dyma fi'n gweld gewynnau a chyhyrau'n dod arnyn nhw, a chroen yn ffurfio amdanyn nhw, ond doedd dim anadl ynddyn nhw.
EZK.37.9	A dyma'r 
EZK.37.10	Felly, dyma fi'n proffwydo fel roedd Duw wedi dweud wrtho i a dyma nhw'n dechrau anadlu. Roedden nhw'n fyw! A dyma nhw'n sefyll ar eu traed, yn un fyddin enfawr.
EZK.37.11	Yna dyma'r 
EZK.37.12	Ond dw i eisiau i ti broffwydo a dweud wrthyn nhw, ‘Dyma mae'r 
EZK.37.13	Pan fydda i'n agor eich beddau a dod â chi allan, byddwch chi'n deall wedyn mai fi ydy'r 
EZK.37.14	Dw i'n mynd i anadlu fy Ysbryd fy hun i mewn i chi, a byddwch yn byw. Dw i'n mynd i'ch setlo chi i lawr yn ôl yn eich gwlad eich hunain, a byddwch chi'n deall wedyn mai fi ydy'r 
EZK.37.15	Dyma'r 
EZK.37.16	“Ddyn, dw i eisiau i ti gymryd ffon, ac ysgrifennu arni, ‛Jwda a holl bobl Israel sydd gydag e.‛ Yna cymer ffon arall, ac ysgrifennu arni hi, ‛ffon Joseff, sef Effraim, a holl bobl Israel sydd gydag e.‛ 
EZK.37.17	Dal nhw gyda'i gilydd yn dy law, fel un ffon. 
EZK.37.18	Yna pan fydd dy bobl yn gofyn, ‘Wyt ti am esbonio i ni beth rwyt ti'n wneud?’ 
EZK.37.19	Dwed wrthyn nhw, ‘Dyma mae'r 
EZK.37.20	Dal y ffyn rwyt ti wedi ysgrifennu arnyn nhw o'u blaenau, 
EZK.37.21	a dweud fel yma, ‘Dyma mae'r 
EZK.37.22	Dw i'n mynd i'w gwneud nhw'n un genedl eto, ar fynyddoedd Israel. Un brenin fydd ganddyn nhw, a fyddan nhw byth eto wedi'u rhannu'n ddwy wlad ar wahân. 
EZK.37.23	Fyddan nhw ddim yn llygru eu hunain yn addoli eu heilunod ffiaidd, nac yn gwrthryfela yn fy erbyn i. Dw i'n mynd i'w hachub nhw er eu bod nhw wedi troi oddi wrtho i a phechu. Dw i'n mynd i'w glanhau nhw. Nhw fydd fy mhobl i, a fi fydd eu Duw nhw. 
EZK.37.24	Fy ngwas Dafydd fydd yn frenin arnyn nhw. Yr un bugail fydd ganddyn nhw i gyd. Byddan nhw'n ufudd i mi, ac yn gwneud beth sy'n iawn.
EZK.37.25	“‘Byddan nhw'n byw ar y tir rois i i'm gwas Jacob, lle roedd eu hynafiaid yn byw. Byddan nhw'n cael byw yno, a'u plant, a'u disgynyddion am byth. Fy ngwas Dafydd fydd eu pennaeth nhw am byth. 
EZK.37.26	Bydda i'n gwneud ymrwymiad i roi heddwch iddyn nhw – ymrwymiad fydd yn para am byth.
EZK.37.27	Bydda i'n byw gyda nhw. Fi fydd eu Duw nhw, a nhw fydd fy mhobl i. 
EZK.37.28	Pan fydd fy nheml yn eu canol nhw am byth, bydd y cenhedloedd yn gwybod fy mod i, yr 
EZK.38.1	Dyma'r 
EZK.38.2	“Ddyn, dw i eisiau i ti droi i wynebu Gog o dir Magog, sef y tywysog sy'n teyrnasu dros Meshech a Twbal. Proffwyda yn ei erbyn, 
EZK.38.3	a dweud: ‘Dyma mae'r 
EZK.38.4	Dw i'n mynd i dy droi di rownd, rhoi bachyn yn dy ên, a dy arwain di a dy fyddin i ryfel – gyda dy geffylau a dy farchogion arfog, yn dyrfa enfawr yn cario tarianau mawr a bach ac yn chwifio'u cleddyfau. 
EZK.38.5	Bydd byddinoedd Persia, dwyrain Affrica
EZK.38.6	Hefyd Gomer a'i byddin, a Beth-togarma o'r gogledd pell, a llawer o bobloedd eraill.
EZK.38.7	“‘“Bydd barod – ti a phawb arall sydd gyda ti. Ti sydd i arwain. 
EZK.38.8	Ar ôl amser hir, byddi'n cael dy alw i wlad Israel. Gwlad wedi'i hadfer ar ôl cael ei dinistrio gan ryfel. Gwlad â'i phobl wedi'u casglu at ei gilydd ar y mynyddoedd oedd wedi bod yn anial am amser hir. Pobl wedi dod adre ac yn teimlo'n saff yn eu gwlad. 
EZK.38.9	Byddi'n ymosod arnyn nhw fel storm. Byddi di a dy fyddin, a byddinoedd yr holl wledydd eraill, fel cwmwl du yn dod dros y wlad.”
EZK.38.10	“‘Dyma mae'r 
EZK.38.11	“Dw i am ymosod ar Israel. Gwlad o drefi heb waliau na giatiau a barrau i'w hamddiffyn! Fydd ei phobl ddim yn disgwyl y peth; maen nhw'n teimlo mor saff! 
EZK.38.12	Dw i'n mynd i ysbeilio a rheibio'r bobl sydd wedi'u casglu at ei gilydd o'r gwledydd, yn byw lle roedd adfeilion, yn ffermio gwartheg a marchnata, ac yn meddwl mai nhw ydy canolbwynt y byd!” 
EZK.38.13	Bydd Sheba a Dedan a marchnatwyr Tarshish yn gofyn, “Wyt ti wedi dod i ysbeilio? Wyt ti wedi casglu dy fyddin i reibio'r wlad – cymryd yr arian a'r aur, y gwartheg a phopeth arall sydd ganddyn nhw?”’
EZK.38.14	“Felly ddyn, proffwyda a dywed wrth Gog: ‘Dyma mae'r 
EZK.38.15	Byddi'n gadael dy wlad yn y gogledd pell, ac yn dod gyda thyrfa enfawr – dy gafalri a dy fyddin fawr. 
EZK.38.16	Byddi'n dod fel cwmwl du dros y wlad. Ac yn y dyfodol pan fydd hyn yn digwydd, Gog, bydd y gwledydd i gyd yn cydnabod pwy ydw i. Bydd beth fydd yn digwydd i ti, Gog, yn dangos yn glir iddyn nhw mor wych ydw i.
EZK.38.17	“‘Dyma mae'r 
EZK.38.18	“‘“Y diwrnod hwnnw, pan fydd Gog yn ymosod ar wlad Israel, bydda i wedi cynhyrfu, a gwylltio'n lân. 
EZK.38.19	Bydd tân fy ffyrnigrwydd yn llosgi. Bydd daeargryn yn ysgwyd gwlad Israel bryd hynny. 
EZK.38.20	Bydd pawb a phopeth yn crynu mewn ofn o mlaen i – pysgod, adar, anifeiliaid gwyllt, creaduriaid bach a phryfed, a phob person byw! Bydd y mynyddoedd yn cael eu bwrw i lawr, y clogwyni'n dryllio a phob wal sydd wedi'i hadeiladu yn syrthio. 
EZK.38.21	Bydda i'n galw am gleddyf i ymosod arnat ti ar fynyddoedd Israel, Gog,” meddai'r Meistr, yr 
EZK.38.22	Bydda i'n barnu Gog gydag afiechydon ofnadwy, a thrais. Bydd storm yn arllwys i lawr arno fe a'i fyddin, a phawb arall sydd gyda nhw – cenllysg, tân a lafa. 
EZK.38.23	Dw i'n mynd i godi i fyny a dangos mor wych ydw i. Bydda i'n dangos pwy ydw i i'r gwledydd i gyd. Byddan nhw'n deall wedyn mai fi ydy'r 
EZK.39.1	“Ddyn, proffwyda yn erbyn Gog, a dweud, ‘Dyma mae'r 
EZK.39.2	Dw i'n mynd i dy droi di rownd, a dy lusgo di o'r gogledd pell i ymosod ar fynyddoedd Israel. 
EZK.39.3	Ond wedyn bydda i'n taro'r bwa o dy law dde a'r saethau o dy law chwith. 
EZK.39.4	Byddi di a dy filwyr, a phawb arall sydd gyda ti, yn syrthio'n farw ar fynyddoedd Israel. Byddi'n fwyd i bob math o adar rheibus ac anifeiliaid gwyllt. 
EZK.39.5	Byddi'n disgyn yn farw ar dir agored. Fi ydy'r 
EZK.39.6	Bydda i'n anfon tân ar Magog a'r bobl sy'n byw ar yr arfordir, ac sy'n teimlo'u bod nhw mor saff. Byddan nhw'n deall wedyn mai fi ydy'r 
EZK.39.7	Dw i ddim yn mynd i adael i fy enw sanctaidd i gael ei sarhau o hyn allan. A bydd y cenhedloedd yn deall wedyn mai fi ydy'r 
EZK.39.8	“‘Mae'n dod! Ydy, mae'n mynd i ddigwydd!’ meddai'r Meistr, yr 
EZK.39.9	Bydd y rhai sy'n byw yn y trefi yn Israel yn mynd allan i losgi'r arfau rhyfel i gyd – y tarianau bach a mawr, pob bwa saeth, pastwn rhyfel a gwaywffon – byddan nhw'n dal i'w llosgi am saith mlynedd! 
EZK.39.10	Fydd dim angen coed o gefn gwlad na thorri coed o'r fforestydd. Byddan nhw'n llosgi'r arfau. Byddan nhw'n ysbeilio a rheibio'r bobl oedd wedi'u rheibio nhw,’ meddai'r Meistr, yr 
EZK.39.11	“‘Bydda i wedi paratoi mynwent anferth yn Israel i Gog a'i filwyr – yn Nyffryn y Teithwyr, i'r dwyrain o'r Môr Marw. Bydd y dyffryn yn cael ei gau i deithwyr, am fod Gog a'i fyddin i gyd wedi'u claddu yno. Byddan nhw'n galw'r dyffryn yn Ddyffryn Hamon-Gog o hynny ymlaen. 
EZK.39.12	Bydd yn cymryd saith mis i bobl Israel lanhau y tir o'r cyrff, a'u claddu nhw i gyd. 
EZK.39.13	Bydd pawb yn Israel yn gorfod helpu gyda'r gwaith. Bydd y diwrnod y bydda i'n dangos mor wych ydw i yn ddiwrnod mawr i bobl Israel.
EZK.39.14	“‘Ar ddiwedd y saith mis bydd criwiau o ddynion yn cael eu penodi i chwilio drwy'r wlad am unrhyw gyrff sydd wedi'u gadael ar ôl, a'u claddu nhw. Byddan nhw gwneud yn siŵr fod y tir wedi'i lanhau'n gyfan gwbl. 
EZK.39.15	Pan fydd un o'r dynion yn dod o hyd i asgwrn dynol byddan nhw'n marcio'r fan gydag arwydd er mwyn i'r rhai sy'n eu claddu ei gymryd i ffwrdd a'i gladdu yn y fynwent dorfol yn Nyffryn Hamon-Gog. 
EZK.39.16	(Bydd tref o'r enw Hamonâ
EZK.39.17	“A ti, ddyn, dyma mae'r 
EZK.39.18	Cewch fwyta cyrff milwyr ac yfed gwaed penaethiaid y gwledydd – hyrddod, ŵyn, bychod geifr, teirw, a lloi wedi'u pesgi yn Bashan. 
EZK.39.19	Byddwch yn stwffio eich hunain ar fraster, ac yn meddwi ar waed yn y wledd dw i wedi'i pharatoi i chi. 
EZK.39.20	Byddwch yn dod at fy mwrdd ac yn gwledda ar gnawd ceffylau a marchogion, arwyr a milwyr o bob math,” meddai'r Meistr, yr 
EZK.39.21	“‘Bydda i'n dangos fy ysblander i'r cenhedloedd. Bydd y gwledydd i gyd yn fy ngweld i'n eu barnu nhw, ac mor rymus ydw i. 
EZK.39.22	O hynny ymlaen, bydd pobl Israel yn deall mai fi ydy'r 
EZK.39.23	Bydd y cenhedloedd yn deall fod pobl Israel wedi'u cymryd yn gaeth am bechu drwy fod yn anffyddlon i mi. Felly dyma fi'n troi i ffwrdd oddi wrthyn nhw ac yn gadael i'w gelynion eu lladd nhw. 
EZK.39.24	Dyma nhw'n cael beth roedden nhw'n ei haeddu am wneud pethau mor aflan a gwrthryfela yn fy erbyn i.’
EZK.39.25	“Felly, dyma mae'r 
EZK.39.26	Byddan nhw'n teimlo cywilydd go iawn am fod mor anffyddlon i mi, pan fyddan nhw'n byw yn saff yn y wlad a neb yn eu dychryn nhw. 
EZK.39.27	Bydda i'n dangos mor wych ydw i drwy beth fydd yn digwydd iddyn nhw. Bydda i wedi dod â nhw adre o wledydd eu gelynion. 
EZK.39.28	Byddan nhw'n deall wedyn mai fi ydy'r 
EZK.39.29	Fydda i ddim yn troi i ffwrdd oddi wrthyn nhw byth eto. Bydda i'n tywallt fy ysbryd ar bobl Israel.’” Dyna neges y Meistr, yr 
EZK.40.1	Roedd hi'n ddechrau'r flwyddyn, ddau ddeg pum mlynedd ar ôl i ni gael ein cymryd yn gaeth i Babilon, ar y degfed diwrnod o'r mis cyntaf
EZK.40.2	Aeth â fi yno mewn gweledigaeth a'm gosod ar ben mynydd uchel iawn.
EZK.40.3	Dyma fe'n mynd â fi yno; ac yno'n sefyll o flaen giât y ddinas roedd dyn oedd yn ddisglair fel pres. Roedd ganddo dâp mesur a ffon fesur yn ei law. 
EZK.40.4	Dwedodd wrtho i, “Ddyn, edrych yn ofalus a gwrando'n astud. Dw i eisiau i ti sylwi'n fanwl ar bopeth dw i'n ddangos i ti. Dyna pam mae Duw wedi dod â ti yma. Rwyt i fynd yn ôl a dweud wrth bobl Israel am bopeth rwyt ti wedi'i weld.”
EZK.40.5	Roedd wal o gwmpas adeiladau'r deml. Roedd ffon fesur tua tri metr o hyd yn llaw y dyn. Roedd y wal yn dri metr o drwch a tri metr o uchder.
EZK.40.6	Yna aeth at y giât oedd yn wynebu'r dwyrain. Dringodd i fyny'r grisiau a mesur y trothwy allanol. Roedd yn dri metr o ddyfnder. 
EZK.40.7	Roedd cilfachau i'r gwarchodwyr bob ochr i'r fynedfa – pob un yn dri metr sgwâr, gyda wal dau fetr a hanner rhyngddyn nhw. Roedd trothwy mewnol y fynedfa i'r ystafell gyntedd o flaen cwrt y deml yn dri metr o ddyfnder. 
EZK.40.8	Yna mesurodd yr ystafell gyntedd. 
EZK.40.9	Roedd yn bedwar metr o hyd, gyda colofnau oedd yn fetr o drwch. Roedd y cyntedd hwn yn wynebu cwrt y deml. 
EZK.40.10	Roedd tair cilfach bob ochr i'r fynedfa, sef y giât ddwyreiniol. Roedden nhw i gyd yr un faint, a'r waliau rhyngddyn nhw yn mesur yr un faint. 
EZK.40.11	Roedd lled y fynedfa yn bum metr a chwarter, a'i hyd bron yn saith metr. 
EZK.40.12	Roedd wal fach hanner metr o daldra o flaen pob un o'r cilfachau, a'r cilfachau eu hunain yn dri metr sgwâr. 
EZK.40.13	Yna mesurodd led y fynedfa o'r to uwchben wal gefn un gilfach i'r to uwchben wal gefn y gilfach gyferbyn â hi. Roedd yn un deg tri metr. 
EZK.40.14	Mesurodd y colofnau i gyd (o du blaen y fynedfa i gwrt y deml), ac roedden nhw'n dri deg un metr a hanner o uchder. 
EZK.40.15	Mesurodd y pellter o du blaen y fynedfa i du blaen yr ystafell gyntedd fewnol. Roedd yn ddau ddeg chwech metr. 
EZK.40.16	Roedd yna ffenestri cul yn waliau cilfachau'r gwarchodwyr ac o gwmpas yr ystafell gyntedd. Ac roedd y colofnau wedi'u haddurno gyda coed palmwydd.
EZK.40.17	Yna aeth â fi allan i gwrt allanol y deml. Roedd yna bafin o gwmpas yr iard, a tri deg o ystafelloedd o gwmpas y pafin. 
EZK.40.18	Roedd y pafin yn cysylltu'r giatiau, ac roedd yr un lled â'r giatiau eu hunain. Dyma'r pafin isaf. 
EZK.40.19	Yna dyma fe'n mesur y pellter rhwng y tu mewn i'r giât isaf a tu blaen yr iard fewnol. Roedd yn bum deg dau metr a hanner.
EZK.40.19	Aeth â fi wedyn o'r ochr ddwyreiniol i'r ochr ogleddol. 
EZK.40.20	Mesurodd hyd a lled y fynedfa i'r iard allanol sy'n wynebu'r gogledd. 
EZK.40.21	Roedd y cilfachau (tair bob ochr), y colofnau a'r ystafell gyntedd yr un fath â'r giât gyntaf: dau ddeg chwech metr o hyd ac un deg tri metr o led. 
EZK.40.22	Roedd y ffenestri, yr ystafell gyntedd a'r coed palmwydd yr un fath ag yn y giât ddwyreiniol. Roedd saith gris i fyny at y giât ac roedd ystafell gyntedd ar yr ochr fewnol. 
EZK.40.23	Roedd giât arall i'r iard fewnol gyferbyn a'r fynedfa ar yr ochr ogleddol, fel gyda'r fynedfa ddwyreiniol. Mesurodd y pellter o'r naill i'r llall ac roedd yn bum deg dau metr a hanner.
EZK.40.24	Yna aeth â fi i'r ochr ddeheuol. Mesurodd y colofnau a'r cilfachau ar y giât ddeheuol ac roedden nhw yr un faint â'r lleill. 
EZK.40.25	Roedd y ffenestri yno a'r ffenestri yn yr ystafell gyntedd yr un fath â'r lleill, ac roedd hyd a lled y fynedfa yr un fath hefyd, sef dau ddeg chwech metr wrth un deg tri metr. 
EZK.40.26	Roedd saith gris yn mynd i fyny at y giât, ac roedd ystafell gyntedd ar yr ochr fewnol. Ac roedd coed palmwydd ar y colofnau, un bob ochr. 
EZK.40.27	Roedd giât i'r iard fewnol yn wynebu'r de hefyd. Mesurodd y pellter o un giât i'r llall, ac roedd yn bum deg dau metr a hanner.
EZK.40.28	Yna aeth â fi i'r iard fewnol drwy'r giât ddeheuol. Mesurodd y fynedfa, ac roedd yr un faint â'r lleill. 
EZK.40.29	Roedd y cilfachau, y colofnau a'r ystafell gyntedd yr un faint â'r lleill; roedd ei ffenestri'r un fath; ac roedd yn mesur dau ddeg chwech metr wrth un deg tri metr. 
EZK.40.30	Roedd cynteddau o'i chwmpas, yn un deg tri metr o hyd a dau fetr a hanner o led. 
EZK.40.31	Roedd yr ystafell gyntedd yn wynebu'r iard allanol. Roedd coed palmwydd ar ei cholofnau. Roedd wyth gris i fyny at y giât.
EZK.40.32	Yna aeth â fi i ochr ddwyreiniol yr iard fewnol. Mesurodd y fynedfa, ac roedd yr un faint â'r lleill. 
EZK.40.33	Roedd y cilfachau, y colofnau a'r ystafell gyntedd yr un faint â'r lleill; roedd ei ffenestri'r un fath; ac roedd yn ddau ddeg chwech metr wrth un deg tri metr. 
EZK.40.34	Roedd yr ystafell gyntedd yn wynebu'r iard allanol. Roedd coed palmwydd ar ei cholofnau. Roedd wyth gris i fyny at y giât.
EZK.40.35	Yna aeth â fi at y giât ogleddol, a'i mesur. Roedd yr un faint â'r lleill – 
EZK.40.36	y cilfachau, y colofnau a'r ystafell gyntedd; roedd ei ffenestri'r un fath; ac roedd yn mesur dau ddeg chwech metr wrth un deg tri metr. 
EZK.40.37	Roedd yr ystafell gyntedd yn wynebu'r iard allanol. Roedd coed palmwydd ar ei cholofnau. Roedd wyth gris i fyny at y giât.
EZK.40.38	Roedd drws i mewn i ystafell arall wrth ymyl ystafell y cyntedd. Dyma lle roedd yr offrymau i'w llosgi yn cael eu golchi. 
EZK.40.39	Yn ystafell gyntedd y fynedfa roedd dau fwrdd bob ochr, lle roedd yr anifeiliaid ar gyfer y gwahanol offrymau yn cael eu lladd – yr offrwm i'w losgi, yr offrwm i lanhau o bechod, a'r offrwm i gyfaddef bai. 
EZK.40.40	Roedd byrddau tu allan i'r ystafell gyntedd hefyd, dau bob ochr i'r grisiau sy'n mynd at fynedfa'r gogledd. 
EZK.40.41	Felly roedd wyth bwrdd i gyd – pedwar y tu allan i'r fynedfa a phedwar y tu mewn – lle roedd yr anifeiliaid i'w haberthu yn cael eu lladd. 
EZK.40.42	Roedd y pedwar bwrdd ar gyfer yr offrymau i'w llosgi wedi'u cerfio o garreg. Roedden nhw tua wyth deg centimetr sgwâr, a hanner can centimetr o uchder. Roedd yr offer oedd yn cael ei ddefnyddio i ladd yr anifeiliaid yn cael eu hongian ar 
EZK.40.43	fachau 75 milimetr o hyd oedd ar y waliau o gwmpas. Roedd cyrff yr anifeiliaid oedd i'w haberthu i'w gosod ar y byrddau.
EZK.40.44	Y tu allan i'r giât yn yr iard fewnol roedd dwy ystafell – un wrth ochr y giât ogleddol yn wynebu'r de, a'r llall wrth ochr y giât ddeheuol yn wynebu'r gogledd. 
EZK.40.45	A dyma'r dyn yn dweud wrtho i, “Ystafell yr offeiriaid sy'n gofalu am y deml ydy'r un sy'n wynebu'r de, 
EZK.40.46	ac ystafell yr offeiriaid sy'n gofalu am yr allor ydy'r un sy'n wynebu'r gogledd. Disgynyddion Sadoc ydy'r dynion yma, sef yr unig rai o ddisgynyddion Lefi sy'n cael mynd yn agos at yr 
EZK.40.47	Yna mesurodd yr iard. Roedd yn bum deg dau metr a hanner sgwâr, gyda'r allor yn sefyll o flaen y deml.
EZK.40.48	Aeth â fi at gyntedd y deml ei hun a mesur ei dwy golofn. Roedden nhw tua dau fetr a hanner sgwâr. Roedd y giât yn saith metr o led a'r waliau bob ochr yn fetr a hanner o drwch. 
EZK.40.49	Roedd hyd y cyntedd yn ddeg metr a hanner a'i led yn bum metr a thri chwarter, gyda deg gris yn mynd i fyny ato a cholofnau bob ochr.
EZK.41.1	Yna dyma'r dyn yn mynd â fi i mewn i gysegr allanol adeilad y deml. Mesurodd y colofnau bob ochr i'r fynedfa. Roedden nhw'n dri metr o led. 
EZK.41.2	Roedd y fynedfa ei hun yn bum metr a chwarter, ac roedd y waliau bob ochr yn ddau fetr a hanner o drwch. Roedd y cysegr allanol yn ddau ddeg un metr o hyd a deg metr a hanner o led.
EZK.41.3	Yna aeth y dyn i mewn i'r cysegr mewnol.
EZK.41.4	Roedd yr ystafell yn ddeg metr a hanner sgwâr, ar ben pella'r cysegr allanol. “Dyma'r Lle Mwyaf Sanctaidd,” meddai wrtho i.
EZK.41.5	Yna mesurodd wal y deml, ac roedd hi'n dri metr o drwch. Roedd pob un o'r ystafelloedd ochr o gwmpas y deml yn ddau fetr o led. 
EZK.41.6	Roedd yr ystafelloedd ochr ar dri llawr, tri deg ar bob llawr. Roedd y trawstiau o dan yr ystafelloedd yma yn gorwedd ar siliau o gwmpas y wal. Doedden nhw ddim wedi'u gosod yn wal y deml ei hun. 
EZK.41.7	Roedd yr ystafelloedd ar y llawr canol yn lletach na'r rhai ar y llawr isaf, a'r rhai ar llawr uchaf yn lletach eto. Roedd grisiau yn arwain o'r llawr isaf i'r llawr uchaf drwy'r llawr canol. 
EZK.41.8	Roedd y deml wedi'i hadeiladu ar deras tri metr o uchder, ac roedd y teras yma'n rhoi sylfaen i'r ystafelloedd ochr. 
EZK.41.9	Roedd wal allanol yr ystafelloedd ochr dros ddau fetr a hanner o drwch. Roedd lle agored rhwng ystafelloedd ochr y deml 
EZK.41.10	a'r ystafelloedd ar wal allanol yr iard fewnol; roedd y lle agored yma o gwmpas y deml i gyd ac yn ddeg metr a hanner o led. 
EZK.41.11	Roedd dau ddrws o bob ystafell ochr i'r lle agored – un yn wynebu'r gogledd a'r llall yn wynebu'r de. Roedd dau fetr a hanner o deras o gwmpas y cwbl.
EZK.41.12	Roedd yr adeilad oedd yn wynebu'r iard sydd ar wahân ar ochr orllewinol y deml yn dri deg saith metr o led. Roedd wal allanol yr adeilad yn ddau fetr a hanner o drwch ac yn bedwar deg saith metr o hyd.
EZK.41.13	Yna mesurodd y deml ei hun. Roedd yn bum deg dau metr a hanner o hyd, ac roedd yr iard sydd ar wahân o'i chwmpas yn bum deg dau metr a hanner arall. 
EZK.41.14	Hefyd roedd lled y deml a'r iard sydd ar wahân ar yr ochr ddwyreiniol iddi yn bum deg dau metr a hanner.
EZK.41.15	Yna mesurodd hyd yr adeilad oedd yn wynebu'r iard sydd ar wahân tu cefn i'r deml gyda'r galeri bob ochr, ac roedd yn bum deg dau metr a hanner.
EZK.41.15	Roedd tu mewn y cysegr allanol a'r cyntedd oedd yn wynebu'r cwrt 
