GEN.1.1	Tô tigkanayan ka langun, igimu ka Manama tô langit
JHN.5.9	Inému ni dalám ka álló ka kapaginawa. 
JHN.5.10	Purisu tô mga pangulu ka Judio igkagi katô manubù na inólian, na mà dan, “Ni gó tô álló ka kapaginawa. Ikalapas ka katô sugù su igpid nu tô ágdággaan nu.”
JHN.5.11	Asal igtaba sikandin, na mà din, “Tô manubù na ikólì kanak, tô gó tô igsugù kanak na piddán ku ni ágdággaan ku, asta mulì ad.”
JHN.5.12	Iginsà sikandan, na mà dan, “Sadan manubui tô igsugù áknikó na piddán nu tô ágdággaan nu asta mulì kad?”
JHN.5.13	Asal ándà ikasóddór tô manubù na inólian ka sadan tô ikólì kandin, su igpanó dán si Jesus, asta marapung tô mga manubù na ilimud.
JHN.5.14	Ándà kadugé, igkita si Jesus kandin tun ta plasa ka templo. Igkagi si Jesus, na mà din, “Na, inólian kad! Yaka gabé áglumu ka salà ébô dì ka dungguan katô tuu pa madat.”
JHN.5.15	Na, igpanó tô manubù na inólian, asta igulit sikandin katô mga pangulu ka Judio na si Jesus tô ikólì kandin. 
JHN.5.16	Purisu igirrayatan dan si Jesus, su ikólì sikandin katô manubù dalám ka álló ka kapaginawa. 
JHN.5.17	Asal igkagi si Jesus kandan, na mà din, “Inalayun áglumu tô Ámmà ku agad ni álló ni. Purisu áglumuwa pagsik.”
JHN.5.18	Purisu igrayan dan igplano na matayan dan si Jesus, su agad dì sikandin ágbánnal katô ágkémun dan tingód katô álló ka kapaginawa, asal igkagi pagsik sikandin na Manama tô Ámmà din. Purisu magunawa sikandin asta tô Manama.
JHN.5.19	Na, igkagi si Jesus katô mga pangulu ka Judio, na mà din, “Paminág yu ni kagin ku ákniyu. Sakán na Batà ka Manama, ándà palang áglumun ku na tikud tun ta kanak kakalyag, asal áglumun ku dád tô igkita ku na áglumun katô Ámmà ku. Tô áglumun katô Ámmà ku, tô gó pagsik tô áglumun ku, 
JHN.5.20	su ágginawaanna katô Ámmà ku, asta ágpakitanán din kanak tô langun ka áglumun din. Duwán pa lumun din na pakitanán din ukit kanak na tuu pa matulus ka tandingán katô iglumu ku kani manubù ni ébô kasalábbuan kó. 
JHN.5.21	Gantén katô Ámmà ku tô mga inaté, asta ágbággayan din sikandan ka kantayan. Magunawa tô áglumun ku, su ágbággéya pagsik ka kantayan tun ta mga salinán ku. 
JHN.5.22	Ánnà tô Ámmà ku tô rumuud ka mga manubù, asal igbággé din kanak tô karuud, 
JHN.5.23	su kakalyag din na durungánna katô langun manubù na magunawa katô pagdurung dan kandin. Tô manubù na dì ágdurung kanak, dì sikandin ágdurung katô Ámmà ku na igpapid kanak.
JHN.5.24	“Paminág yu ni kagin ku ákniyu. Tô manubù na ágpaminág ka kagi ku, asta ágbánnal katô Ámmà ku na igpapid kanak, duwán kantayan din na ándà ágtamanán. Dì sikandin ágkaruudan su ikaluwà dán sikandin tikud tun ta kamatayan, asta duwán dán kantayan din na ándà ágtamanán. 
JHN.5.25	Paminág yu ni kagin ku ákniyu. Duwán álló na dumunggù, agad igdunggù dán yan, na tô mga manubù na ándà kantayan makadinág ka kagi ku na Batà ka Manama, asta tô maminág bággayan ka kantayan. 
JHN.5.26	Su tô Ámmà ku na Manama tô ágtikudan katô kantayan, igimuwa pagsik ikandin na ágtikudan ka kantayan. 
JHN.5.27	Igbággé din kanak tô karuud ka mga manubù, su sakán tô Igpamanubù. 
JHN.5.28	Yakó ágkasalábbuan kani kagi ku, su duwán álló na dumunggù na tô langun manubù na inaté maminág katô pagtawar ku kandan, 
JHN.5.29	asta manté dan puman tun ta tapuri álló. Tô manubù na iglumu ka madigár, tô gó tô antén puman ébô dì dán maté. Asal tô manubù na iglumu ka madat, tô gó tô antén puman ébô ruudan.”
JHN.5.30	“Ánnà tikud dini kanak tô áglumun ku. Tô karuud ku igtinurù katô Ámmà ku kanak. Purisu nángngà tô karuud ku, su ánnà kanak kakalyag tô ágtumanán ku, asal ágtumanán ku tô kakalyag katô Ámmà ku na igpapid kanak.
JHN.5.31	“Atin ka sábbad ku dád tô mulit-ulit ákniyu tingód kanak, dì kó mánnal ka kagi ku. 
JHN.5.32	Asal duwán duma na makólit tingód kanak, asta isóddóran ku na ágkasarigan tô gulitán din. 
JHN.5.33	Duwán mga manubù na igpapid yu ébô minsà ki Juan na Tarabunyag tingód kanak, asta igulit si Juan ka kabánnalan tingód kanak. 
JHN.5.34	Ándà kailangan na duwán manubù na mulit ka kabánnalan tingód kanak. Asal igkagiyan ku sikiyu tingód katô igkagi i Juan na Tarabunyag ébô matábbus kó. 
JHN.5.35	Si Juan na Tarabunyag iring na sulù na inalayun giló, asta idayawan kó tingód katô igtinurù din ákniyu tun ta mabbabà dád timpo. 
JHN.5.36	Asal duwán pa duma na ágpasóddór ka kabánnalan tingód kanak na tuu pa ágkasarigan ka tandingán ki Juan, su tikud tun ta Ámmà ku tô langun kasalábbuan na áglumun ku, asta tô gó tô ágpasóddór na igpapidda gó katô Ámmà ku. 
JHN.5.37	Ámmà ku na igpapid kanak tô igulit ka kabánnalan tingód kanak, asal ándà yu gó dinággi tô kagi din. Ándà yu kakitayi tô báttuk din. 
JHN.5.38	Dì yu ágtaguán tô kagi din tun ta pusung yu, su agad igpapidda ikandin, asal dì kó ágpamaké kanak. 
JHN.5.39	Marag kó ágbasa katô kagi ka Manama na igsulat sayyan, su tun ta panámdám yu, ukit katô kabasa yu kabággayan kó ka kantayan na ándà ágtamanán. Kagi ka Manama na igsulat tô gulit katô kabánnalan tingód kanak, 
JHN.5.40	asal géllé kó kanak. Purisu dì kó kabággayan katô kantayan na ándà ágtamanán. 
JHN.5.41	Ándà kakalyag ku na durungánna katô mga manubù, 
JHN.5.42	asal isóddóran ku na dì kó ágginawa katô Manama. 
JHN.5.43	Agad igpapidda katô Ámmà ku, ándà kó tanggap kanak. Asal atin ka duwán manubù na ágtinurù agad ándà sikandin papiddi ka Manama, tô gó tô ágtanggapán yu. 
JHN.5.44	Kakalyag yu na durungán kó ka duma mga manubù, asal ándà kakalyag yu na durungán kó katô sábbad dád Manama. Purisu dì kó ágpamaké. 
JHN.5.45	Tun ta tapuri álló, ánnà sakán tô dumimanda tun ta Manama tingód ákniyu, su tô kamónaan yu na si Moises na ágsarigan yu, sikandin tô dumimanda tingód ákniyu tun ta tapuri álló. 
JHN.5.46	Atin ka igbánnal kó pád katô kagi i Moises, igbánnal kó pád katô kagi ku, su igsulat si Moises tingód kanak. 
JHN.5.47	Asal atin ka dì kó ágbánnal katô igsulat i Moises, dì kó pagsik mánnal katô ágkagin ku ákniyu.”
JHN.6.1	Na, pángnga igtinurù si Jesus, igsadun sikandin tun dipag ka Ranó ka Galilea na ágngadanan Ranó ka Tiberias. 
JHN.6.2	Tuu marapung tô mga manubù na igtalundug ki Jesus, su ikitaan dan tô mga kasalábbuan na iglumu din tô igdappánnan din tô mga manubù na ágkabógókan. 
JHN.6.3	Igtikáddág si Jesus asta tô mga disipulu din tun ta pabungan, asta igunsad dan. 
JHN.6.4	Na, masig dán dumunggù tô kalimudan ka mga Judio na ágngadanan Kalimudan Ka Kalabé. 
JHN.6.5	Tô igsállág si Jesus, igkita din tô marapung manubù na ágsadun tun kandin. Igkagi si Jesus ki Felipe, na mà din, “Ánda é bálliyan ta ka pan ébô makakan dan?”
JHN.6.6	Tô gó tô iginsà i Jesus ébô kinnaman din tô kapamaké i Felipe kandin, su taganà dán isóddóran i Jesus ka ándin tô lumun din. 
JHN.6.7	Igtaba si Felipe, na mà din, “Atin ka duwán duwa gatus (200) salapì na denario
JHN.6.8	Taddô tô sábbad disipulu i Jesus na si Andres na adi i Simon Pedro. Igkagi si Andres, na mà din, 
JHN.6.9	“Duwán mallaki kannun na igpid ka lima abuk pan na sebada, asta duwa abuk sáddà. Asal pamánnun ni, su tuu marapung tô mga manubù.”
JHN.6.10	Igkagi si Jesus, na mà din, “Pónsad yu tô mga manubù.”
JHN.6.10	Na, maluwag tô sigbáttán. Purisu igunsad dan. Mga lima mararan (5,000) tô mga gamama na ilimud.
JHN.6.11	Igkangé i Jesus tô lima abuk pan, igpasalamat tun ta Manama, asta igpatalad din para katô mga manubù na igunsad. Magunawa pagsik tô iglumu din katô sáddà sippang ka ibássug tô langun dan. 
JHN.6.12	Tô ibássug dan dán, igkagi si Jesus katô mga disipulu din, na mà din, “Limud yu tô samà ka ágkannán ébô dì ágkanugunan.”
JHN.6.13	Purisu iglimud dan tô samà ka lima abuk pan na sebada, asta sapulù duwa (12) tô magdakál basket na ipánnù. 
JHN.6.14	Tô igkita tô mga manubù katô kasalábbuan na iglumu i Jesus, igkagi sikandan, na mà dan, “Sikandin gó tô bánnal propeta
JHN.6.15	Asal igpanó si Jesus tikud tun kandan na sábbad din dád, asta igtikáddág puman sikandin tun ta pabungan, su isóddóran din na mirit dan pád kandin ébô imun dan na harì.
JHN.6.16	Na, tô igsalláp dán tô álló, igtupang tô mga disipulu i Jesus sippang tun ta ligad ka ranó. 
JHN.6.17	Tô dukilám dán, agad ándà pa dunggù si Jesus, igsaké dan ka barangé ébô tumalipag dan tun ta Capernaum. 
JHN.6.18	Na, igdakál tô mga balud su mabákkár tô karamag. 
JHN.6.19	Tô igbugsay dan ka mga lima ó ánnám kilometro, igkita dan si Jesus na igpanó tun ta bówwó ka ranó, asta igpadani sikandin tun kandan. Imáddangan dan. 
JHN.6.20	Asal igkagi si Jesus, na mà din, “Sakán ni. Yakó ágkamáddangan.”
JHN.6.21	Purisu idayawan dan, asta igpasaké dan si Jesus tun ta barangé dan. Tigkô dád igdunggù dan tun ta lugar na sadunan dan.
JHN.6.22	Na, pagkasimag, tô mga manubù na igtananan ka mga disipulu tun dipag ka ranó, isóddóran dan na sábbad dád tô barangé, asta ándà tákkás si Jesus katô mga disipulu din katô kasaké dan. 
JHN.6.23	Asal duwán mga barangé tikud tun ta Tiberias na igdunggù madani tun ta lugar na igkannan dan ka pan na igpasalamatan katô Áglangngagán. 
JHN.6.24	Tô ikasóddór dan na ándà taddô si Jesus asta tô mga disipulu din, igsaké pagsik sikandan ka mga barangé, asta igsadun dan tun ta Capernaum ébô mamasak ki Jesus.
JHN.6.25	Tô igdunggù dan tun ta Capernaum, igkita dan si Jesus, asta iginsà sikandan, na mà dan, “Sir, kadángngan ka igdunggù kannun?”
JHN.6.26	Igtaba si Jesus, na mà din, “Paminág yu ni kagin ku ákniyu. Igpamasak kó kanak ánnà su igpamaké kó ukit katô kasalábbuan na igpakita ku ákniyu, asal igpamasak kó kanak su ibássug kó katô pan na igpakan ku ákniyu bani. 
JHN.6.27	Yakó ágpamasak katô ágkakan na ágkandà dád. Asal pamasak kó katô ágkakan na dì ágkandà, su tô gó tô makabággé ka kantayan na ándà ágtamanán. Tô gó tô bággén ku ákniyu, su sakán tô Igpamanubù, asta igpasóddór katô Ámmà ku na Manama na sakán tô igpapid din.”
JHN.6.28	Purisu igkagi sikandan ki Jesus, na mà dan, “Ándin tô kailangan lumun dé ébô makatuman ké katô kakalyag ka Manama?”
JHN.6.29	Igtaba si Jesus, na mà din, “Ni gó tô kakalyag ka Manama na lumun yu. Pamaké kó kanak na igpapid ka Manama.”
JHN.6.30	Iginsà sikandan, na mà dan, “Ándin tô kasalábbuan na pakitanán nu áknami ébô mamaké ké áknikó? Ándin tô lumun nu? 
JHN.6.31	Su sayyan róggun igóddô tô mga kamónaan ta tun ta disyerto, igkan dan tô ágngadanan mana, su mà katô kagi ka Manama,
JHN.6.31	“‘Igbággé din kandan tô ágkakan tikud tun ta langit.’”
JHN.6.32	Igkagi si Jesus, na mà din, “Paminág yu ni kagin ku ákniyu. Ánnà si Moises tô igbággé katô ágkakan tikud tun ta langit, asal tô Ámmà ku tô ágbággé ákniyu katô bánnal ágkakan tikud tun ta langit. 
JHN.6.33	Tikud tun ta langit tô bánnal ágkakan na bággén ka Manama, asta tô gó tô makabággé ka kantayan tun ta mga manubù nit banuwa.”
JHN.6.34	Igkagi sikandan, na mà dan, “Sir, bággéyi ké kani ágkakan tukid ka álló.”
JHN.6.35	Igkagi si Jesus, na mà din, “Sakán tô ágkakan na ágbággé ka kantayan. Tô manubù na padani kanak asta mamaké kanak dì gó ballusán, asta dì gó katákkangan. 
JHN.6.36	Asal taganà ku igkagi ákniyu na agad igkita kó kanak, ándà kó gó pamaké kanak. 
JHN.6.37	Tô langun manubù na igsarig katô Ámmà ku dini kanak, tô gó tô padani kanak. Tô manubù na padani kanak, dì ku sikandin élléyan.
JHN.6.38	Igpónógga tikud tun ta langit ánnà ébô lumun ku tô kanak kakalyag, asal ébô tumanán ku tô kakalyag katô igpapid kanak. 
JHN.6.39	Ni gó tô kakalyag katô igpapid kanak, na dóppónan ku tô langun manubù na igsarig din kanak ébô ándà mandà kandan, asta antén ku puman tô langun dan tun ta tapuri álló. 
JHN.6.40	Kakalyag katô Ámmà ku na bággayan ka kantayan na ándà ágtamanán tô langun manubù na ágpamasak asta ágpamaké kanak, asta antén ku puman sikandan tun ta tapuri álló.”
JHN.6.41	Igburáng-buráng tô mga pangulu ka Judio, su igkagi si Jesus na sikandin tô ágkakan na tikud tun ta langit. 
JHN.6.42	Purisu igpatóngkóé dan, na mà dan, “Sikandin gó si Jesus, asta si Jose dád tô ámmà din. Ikilalaan ta tô ámmà asta tô innà din. Purisu manan ka igkagi sikandin na igpónóg sikandin tikud tun ta langit?”
JHN.6.43	Igkagi si Jesus, na mà din, “Yakó ágburáng-buráng. 
JHN.6.44	Ándà manubù na makapadani kanak ka dì taganà kállángngán tô pusung din katô Ámmà ku na igpapid kanak. Tô manubù na padani kanak, tô gó tô antén ku puman tun ta tapuri álló. 
JHN.6.45	Duwán igsulat katô sábbad propeta, na mà din,
JHN.6.45	“‘Tinuruan ka Manama tô langun dan.’
JHN.6.45	Tô langun na maminág asta mánnal katô ágtinuruán katô Ámmà ku, tô gó tô padani kanak. 
JHN.6.46	Ándà manubù na ikakita katô Ámmà ku na Manama, asal sakán na igtikud tun ta Manama tô igkita kandin. 
JHN.6.47	Paminág yu ni kagin ku ákniyu. Tô ágpamaké kanak, duwán kantayan din na ándà ágtamanán. 
JHN.6.48	Sakán tô ágkakan na ágbággé ka kantayan. 
JHN.6.49	Róggun igóddô tô mga kamónaan yu tun ta disyerto, agad igkan dan katô mana na igbággé ka Manama kandan tikud tun ta langit, inaté dan gó. 
JHN.6.50	Asal ássa ni ágkakan na igpónóg tikud tun ta langit, su tô manubù na kuman kani, dì gó maté. 
JHN.6.51	Sakán tô ágkakan na manté tikud tun ta langit. Tô manubù na kuman kani ágkakan, ándà ágtamanán katô kantayan din. Ni ágkakan na ágbággén ku, ni gó tô ákkud ku, ébô duwán kantayan na ándà ágtamanán katô mga manubù nit banuwa.”
JHN.6.52	Na, igpapulé tô mga pangulu ka Judio, na mà dan, “Pamánnun din ka kabággé áknita katô ákkud din ébô kannán ta?”
JHN.6.53	Igkagi si Jesus, na mà din, “Paminág yu ni kagin ku ákniyu. Atin ka dì kó kuman kani ákkud ku na Igpamanubù, asta dì kó minám kani dipanug ku, ándà kantayan na ándà ágtamanán tun ákniyu.
JHN.6.54	Tô manubù na kuman kani ákkud ku asta minám kani dipanug ku, sikandin tô bággayan ku ka kantayan na ándà ágtamanán, asta antén ku puman sikandin tun ta tapuri álló. 
JHN.6.55	Bánnal ágkakan tô ákkud ku, asta bánnal ginámmán tô dipanug ku. 
JHN.6.56	Tô manubù na kuman kani ákkud ku asta minám kani dipanug ku, móddô sikandin dini kanak, asta móddô a tun kandin. 
JHN.6.57	Igpapidda katô Ámmà ku na duwán kantayan din, asta duwán kantayan ku tikud tun kandin. Iring pagsik kani tô manubù na kuman kanak, su sikandin tô bággayan ka kantayan ukit kanak. 
JHN.6.58	Ni gó tô ágkakan na tikud tun ta langit. Ánnà ni iring katô mana na igkan katô mga kamónaan yu, su inaté dan. Asal tô manubù na kuman kani ágkakan, ándà palang ágtamanán katô kantayan din.”
JHN.6.59	Tô gó tô igtinurù i Jesus tun ta simbaan ka Judio tun ta lunsud ka Capernaum.
JHN.6.60	Na, tô igdinág tô mga disipulu i Jesus kani igtinurù din, marapung tô igpatóngkóé, na mà dan, “Matággas ágkagpáttan ni igtinurù din. Ándà manubù na makatanggap kani.”
JHN.6.61	Asal isóddóran i Jesus na duwán mga disipulu din na igburáng-buráng tingód katô igtinurù din. Purisu igkagi sikandin, na mà din, “Atin ka méllé kó kanak tingód katô igkagi ku géna, 
JHN.6.62	mamánnu kó ka kumita kó kanak na Igpamanubù ka mabatunna tun ta langit na taganà igtikudan ku? 
JHN.6.63	Tikud tun ta Ugis Espiritu tô kantayan. Dì kangén ni ukit ka pagud ka manubù. Asal tikud tun ta Ugis Espiritu na ágbággé ka kantayan tô kabánnalan na igtinurù ku ákniyu. 
JHN.6.64	Asal duwán kannun ákniyu na dì ágpamaké kanak.”
JHN.6.64	Tô gó tô igkagi i Jesus, su taganà din dán isóddóran ka sadan tô mga manubù na dì ágpamaké, asta isóddóran din ka sadan tô pammát kandin.
JHN.6.65	Igkagi si Jesus, na mà din, “Purisu igkagiya ákniyu na ándà manubù na pasakup kanak ka dì nunugan katô Ámmà ku.”
JHN.6.66	Na, tikud katô oras tô, marapung tô mga disipulu na igtanan ki Jesus, asta ándà dan tákkás kandin. 
JHN.6.67	Purisu igkagi si Jesus katô sapulù duwa (12) disipulu din, na mà din, “Tumanan kó pagsik kanak?”
JHN.6.68	Igtaba si Simon Pedro, na mà din, “Áglangngagán, ándà ássa na sadunan dé, su sikuna dád tô ágtinurù tingód katô kantayan na ándà ágtamanán. 
JHN.6.69	Igpamaké ké áknikó, asta isóddóran dé na sikuna tô Ugis na igpapid ka Manama.”
JHN.6.70	Igkagi si Jesus, na mà din, “Igsalin ku sikiyu na sapulù duwa (12), asal sakup i Maibuyan tô sábbad.”
JHN.6.71	Tô gó tô igkagi i Jesus tingód ki Judas na batà i Simon Iscariote, su agad si Judas tô sábbad katô sapulù duwa (12) disipulu i Jesus, asal sikandin gó tô pammát ki Jesus.
JHN.7.1	Na, igpanó-panó si Jesus tun ta probinsya ka Galilea. Igliliyan din tô probinsya ka Judea, su kakalyag katô mga pangulu ka Judio na matayan dan sikandin. 
JHN.7.2	Tô masig dán dumunggù tô kalimudan ka mga Judio na ágngadanan Kalimudan Ka Mga Rákkó, 
JHN.7.3	igkagi tô mga kataladi i Jesus kandin, na mà dan, “Madigár ka miwà ka kannun, asta sadun ka tun ta probinsya ka Judea ébô kumita tô mga disipulu nu katô mga kasalábbuan na áglumun nu. 
JHN.7.4	Atin ka malyag tô manubù na ágkangadanan sikandin, dì din állássán tô áglumun din. Purisu ka duwán kasalábbuan na lumun nu, madigár pád ka pakitanán nu tun ta langun manubù nit banuwa.”
JHN.7.5	Tô gó tô igkagi dan, su agad sikandan tô mga kataladi i Jesus, ándà dan pamaké kandin. 
JHN.7.6	Igkagi si Jesus, na mà din, “Ándà pa dunggù tô nángngà álló para katô kalumu ku. Asal agad ándin állawi tô nángngà para ákniyu. 
JHN.7.7	Dì kó ágkaringasaan ka mga manubù nit banuwa, asal sakán tô ágkaringasaan dan, su maragga gulit kandan na madat tô áglumun dan. 
JHN.7.8	Una kó sadun tun ta kalimudan. Diya pa madun, su ándà pa dunggù tô nángngà álló para katô kasadun ku.”
JHN.7.9	Pángnga igkagi si Jesus kani, igóddô pa sikandin tun ta probinsya ka Galilea.
JHN.7.10	Na, pángnga igsadun tô mga kataladi i Jesus tun ta kalimudan tun ta Jerusalem, igsadun pagsik si Jesus asal igállás-állás, su kakalyag din na ándà makasóddór tingód katô kasadun din. 
