MAT.1.1	Yisúʻ Masíh, ibn i Dáúd, ibn i Ibráhím ká nasabnáma.
ACT.10.42	Aur us ne hameṉ hukm diyá, ki Ummat meṉ manádí karo aur gawáhí do, ki yih wuhí hai jo Ḳhudá kí taraf se zindoṉ aur murdoṉ ká munsif muqarrar kiyá gayá. 
ACT.10.43	Is shaḳhs kí sab nabí gawáhí dete haiṉ, ki jo koí us par ímán láegá, us ke nám se gunáhoṉ kí muʻáfí hásil karegá.
ACT.10.44	Patras yih báteṉ kah hí rahá thá, ki Rúhuʼl Quds un sab par názil húá, jo kalám sun rahe the. 
ACT.10.45	Aur Patras ke sáth jitne maḳhtún ímándár áe the, wuh sab hairán húe, ki gairqaumoṉ par bhí Rúhuʼl Quds kí baḳhshish járí húí. 
ACT.10.46	Kyúṉki unheṉ tarah tarah kí zabáneṉ bolte, aur Ḳhudá kí baṛáí karte suná. Patras ne jawáb diyá; 
ACT.10.47	Kyá koí pání se rok saktá hai, ki yih baptisma na páeṉ, jinhoṉ ne hamárí tarah Rúhuʼl Quds páyá? 
ACT.10.48	Aur us ne hukm diya, ki unheṉ Yisúʻ Masíh ke nám se baptisma diyá jáe. Is par unhoṉ ne us se darḳhwást kí, ki chand roz hamáre pás rah.
ACT.11.1	Aur rasúloṉ aur bháiyoṉ ne jo Yahúdiya meṉ the suná, ki gairqaumoṉ ne bhí Ḳhudá ká kalám qubúl kiyá. 
ACT.11.2	Jab Patras Yarúshalem meṉ áyá, to maḳhtún us se yih bahs karne lage, 
ACT.11.3	ki Tú námaḳhtúnoṉ ke pás gayá, aur un ke sáth khána kháyá. 
ACT.11.4	Patras ne shurúʻ se wuh amr tartíbwár un se bayán kiyá, ki 
ACT.11.5	Maiṉ Yáfá shahr meṉ duʻá máṉg rahá thá: aur beḳhudí kí hálat meṉ ek royá dekhí, ki koí chíz, baṛí chádar kí tarah chároṉ konoṉ se laṭaktí húí, ásmán se utarkar mujh tak áí: 
ACT.11.6	us par jab maiṉ ne gaur se nazar kí, to zamín ke chaupáe, aur janglí jánwar, aur kíṛe makauṛe, aur hawá ke parande dekhe; 
ACT.11.7	aur yih áwáz bhí suní, ki Ai Patras, uṭh; zabh kar aur khá. 
ACT.11.8	Lekin maiṉ ne kahá, ki Ai Ḳhudáwand, hargiz nahíṉ; kyúṉki kabhí koí harám yá nápák chíz mere muṉh meṉ nahíṉ gayí. 
ACT.11.9	Is ke jawáb meṉ dúsrí bár ásmán se áwáz áí, ki Jin ko Ḳhudá ne pák ṭhahráyá hai, tú unheṉ harám na kah. 
ACT.11.10	Tín bár aisá hí húá: phir wuh sárí chízeṉ ásmán kí taraf kheṉch lí gayíṉ. 
ACT.11.11	Aur dekho, usí dam tín ádmí, jo Qaisariya se mere pás bheje gaye the, us ghar ke pás á khaṛe húe, jis meṉ ham the. 
ACT.11.12	Rúh ne mujh se kahá, ki Tú bilá imtiyáz un ke sáth chalá já. Aur yih chha bháí bhí mere sáth ho liye; aur ham us shaḳhs ke ghar meṉ dáḳhil húe. 
ACT.11.13	Us ne ham se bayán kiyá, ki maiṉ ne firishte ko apne ghar meṉ khaṛe húe dekhá; jis ne mujh se kahá, ki Yáfá meṉ ádmí bhejkar Shamaʻún ko bulwá le, jo Patras kahlátá hai. 
ACT.11.14	Wuh tujh se aisí báteṉ kahegá, jin se tú aur terá sárá gharáná naját páegá. 
ACT.11.15	Jab maiṉ kalám karne lagá, to Rúhuʼl Quds un par is tarah názil húá, jis tarah shurúʻ meṉ ham par názil húá thá. 
ACT.11.16	Aur mujhe Ḳhudáwand kí wuh bát yád áí, jo us ne kahí thí, ki Yúhanná ne to pání se baptisma diyá; magar tum Rúhuʼl Quds se baptisma páoge. 
ACT.11.17	Pas jab Ḳhudá ne un ko bhí wuhí niʻmat dí jo ham ko Ḳhudáwand Yisúʻ Masíh par ímán lákar milí thí, to maiṉ kaun thá, ki Ḳhudá ko rok saktá? 
ACT.11.18	Wuh yih sunkar chup rahe, aur Ḳhudá kí baṛáí karke kahá; To beshakk Ḳhudá ne gairqaumoṉ ko bhí zindagí ke liye tauba kí taufíq dí hai.
ACT.11.19	Pas jo log us musíbat se paráganda ho gaye the, jo Stifanus ke báʻis paṛí thi, wuh phirte phirte Fíníke aur Kuprus aur Antákiya meṉ pahuṉche, magar Yahúdíoṉ ke siwá âur kisí ko kalám na sunáte the. 
ACT.11.20	Lekin un meṉ se chand Kuprusí aur Kurení the, jo Antákiya meṉ ákar Yúnáníoṉ ko bhí Ḳhudáwand Yisúʻ kí ḳhushḳhabarí kí báteṉ sunáne lage. 
ACT.11.21	Aur Ḳhudáwand ká háth un par thá; aur bahut se log ímán lákar Ḳhudáwand kí taraf rujúʻ húe. 
ACT.11.22	Un logoṉ kí ḳhabar Yarúshalem kí kalísiyá ke kánoṉ tak pahuṉchí; aur unhoṉ ne Bar Nabá ko Antákiya tak bhejá. 
ACT.11.23	Wuh pahuṉchkar, aur Ḳhudá ká fazl dekhkar ḳhush húá; aur un sab ko nasíhat kí, ki dilí iráde se Ḳhudáwand se lipṭe raho: 
ACT.11.24	kyúṉki wuh nek mard aur Rúhuʼl Quds aur ímán se maʻmúr thá: aur bahut se log Ḳhudáwand kí kalísiyá meṉ á mile. 
ACT.11.25	Phir wuh Sháúl kí talásh meṉ Tarsus ko chalá gayá: 
ACT.11.26	aur jab wuh milá, to use Antákiya meṉ láyá. Aur aisá húá ki wuh sál bhar tak kalísiyá ki jamáʻat meṉ shámil hote, aur bahut se logoṉ ko taʻlím dete rahe; aur shágird pahle Antákiya hí meṉ Masíhí kahláe.
ACT.11.27	Unhíṉ dinoṉ meṉ chand nabí Yarúshalem se Antákiya meṉ áe. 
ACT.11.28	Un meṉ se ek ne, jis ká nám Agabus thá, khaṛe hokar Rúh kí hidáyat se záhir kiyá, ki tamám dunyá meṉ baṛá kál paṛegá; aur yih Klaudiyus ke ʻahd meṉ wáqiʻ húá. 
ACT.11.29	Pas shágirdoṉ ne tajwíz kí, ki apne apne maqdúr ke muwáfiq Yahúdiya meṉ rahnewále bháiyoṉ kí ḳhidmat ke liye kuchh bhejeṉ. 
ACT.11.30	Chunáṉchi unhoṉ ne aisá hí kiyá, aur Bar Nabá aur Sháúl ke háth buzurgoṉ ke pás bhejá.
ACT.12.1	Us waqt meṉ Herodes bádsháh ne satáne ke liye kalísiyá meṉ se baʻz par háth ḍálá. 
ACT.12.2	Aur Yúhanná ke bháí Yaʻqúb ko talwár se qatl kiyá. 
ACT.12.3	Jab dekhá, ki yih bat Yahúdíoṉ ko pasand áí, to Patras ko bhí giriftár kar liyá. Aur yih ʻIʹd i Fatír ke din the. 
ACT.12.4	Aur us ko pakaṛke qaid kiyá, aur nigahbání ke liye chár chár sipáhíoṉ ke chár pahroṉ meṉ rakkhá; is iráde se ki Fasah ke baʻd us ko logoṉ ke sámne pesh kare. 
ACT.12.5	Pas qaidḳháne meṉ to Patras kí nigahbání ho rahí thí: magar kalísiyá us ke liye ba dil o ján Ḳhudá se duʻá máṉg rahí thí. 
ACT.12.6	Aur jab Herodes use pesh karne ko thá, to usí rát Patras do zanjíroṉ se bandhá húá do sipáhíoṉ ke darmiyán sotá thá: aur pahrewále darwáze par qaidḳháne kí nigahbání kar rahe the; 
ACT.12.7	ki dekho, Ḳhudáwand ká ek firishta á khaṛá húá, aur us koṭhrí meṉ núr chamak gayá: aur us ne Patras kí paslí par háth márkar use jagáyá aur kaha, ki Jald uṭh. Aur zanjíreṉ us ke háthoṉ meṉ se khul paṛíṉ. 
ACT.12.8	Phir firishte ne us se kahá; Kamar báṉdh, aur apní jútí pahin le. Us ne aisá hí kiyá. Phir us ne us se kahá, ki Apná choga pahinkar mere píchhe ho le. 
ACT.12.9	Wuh nikalkar us ke píchhe ho liyá, aur yih na jáná, ki jo kuchh firishte kí taraf se ho rahá hai wuh wáqaʻí hai, balki yih samjhá, ki royá dekh rahá húṉ. 
ACT.12.10	Pas wuh pahle aur dúsre halqe meṉ se nikalkar, us lohe ke pháṭak par pahuṉche, jo shahr ki taraf hai; wuh áp se áp un ke liye khul gayá: pas wuh nikalkar kúche ke us sire tak gaye; aur fauran firishta us ke pás se chalá gayá. 
ACT.12.11	Aur Patras ne hosh meṉ ákar kahá, ki Ab maiṉ ne sach sach ján liyá, ki Ḳhudáwand ne apná firishta bhejkar mujhe Herodes ke háth se chhuṛá liyá, aur Yahúdí qaum kí sárí ummed toṛ dí. 
ACT.12.12	Aur is par gaur karke us Yúhanná kí mán Maryam ke ghar áyá, jo Marqus kahlátá hai: waháṉ bahut se ádmí jamaʻ hokar duʻá máṉg rahe the. 
ACT.12.13	Jab us ne pháṭak kí khiṛkí khaṭkhaṭáí, to Rudí nám ek lauṉdí áwáz sunne áí; 
ACT.12.14	aur Patras kí áwáz pahchánkar ḳhushí ke máre pháṭak na kholá, balki dauṛkar andar ḳhabar kí, ki Patras pháṭak par khaṛá hai. 
ACT.12.15	Unhoṉ ne us se kahá; Tú díwání hai. Lekin wuh yaqín se kahtí rahí, ki yún hi hai. Unhoṉ ne kahá, ki Us ká firishta hogá. 
ACT.12.16	Magar Patras khaṭkhaṭátá rahá: pas unhoṉ ne khiṛkí kholí, aur us ko dekhkar hairán ho gaye. 
ACT.12.17	Us ne unheṉ háth se ishára kiyá, ki chup raheṉ, aur un se bayán kiyá, ki Ḳhudáwand ne mujhe is is tarah qaidḳháne se nikálá. Phir kahá, ki Yaʻqúb aur bháiyoṉ ko is bát kí ḳhabar kar dená; aur rawána hokar dúsrí jagah chalá gayá. 
ACT.12.18	Jab subh húí, to sipáhí bahut ghabráe, ki Patras kyá húá. 
ACT.12.19	Jab Herodes ne us kí talásh kí aur na páyá, to pahrewáloṉ kí tahqíqát karke un ke qatl karne ká hukm diyá; aur Yahúdiya ko chhoṛkar Qaisariya meṉ já rahá.
ACT.12.20	Aur wuh Súr aur Saídá ke logoṉ se niháyat náḳhush thá. Pas wuh ek dil hokar us ke pás áe, aur bádsháh ke hájib Blastus ko apní taraf karke sulh cháhí, is liye ki un ke mulk ko bádsháh ke mulk se rasad pahuṉchtí thí. 
ACT.12.21	Pas Herodes ek din muqarrar karke, aur sháhána poshák pahinkar taḳht i ʻadálat par baiṭhá, aur un se kalám karne lagá. 
ACT.12.22	Log pukár uṭhe, ki Yih to Ḳhudá kí áwáz hai, na insán kí. 
ACT.12.23	Usí dam Ḳhudá ke firishte ne use márá, is liye ki us ne Ḳhudá kí tamjíd na kí: aur wuh kíṛe paṛke mar gayá.
ACT.12.24	Magar Ḳhudá ká kalám taraqqí kartá aur phailtá gayá.
ACT.12.25	Aur Bar Nabá aur Sháúl apní ḳhidmat púrí karke, aur Yúhanná ko jo Marqus kahlátá hai sáth lekar, Yarúshalem se wápas áe.
ACT.13.1	Antákiya meṉ, us kalísiyá ke mutaʻalliq jo waháṉ thí, kaí nabí aur muʻallim the, yaʻní Bar Nabá, aur Shamaʻún jo Kálá kahlátá hai, aur Lúkiyus Kurení, aur Manáhem jo chautháí mulk ke hákim Herodes ke sáth palá thá, aur Sháúl. 
ACT.13.2	Jab wuh Ḳhudáwand kí ʻibádat kar rahe, aur roze rakh rahe the, to Rúhuʼl Quds ne kahá, ki Mere liye Bar Nabá aur Sháúl ko us kám ke wáste maḳhsús kar do, jis ke wáste maiṉ ne un ko buláyá hai. 
ACT.13.3	Tab unhoṉ ne roza rakh kar, aur duʻá máṉgkar, aur un par háth rakhkar, unheṉ ruḳhsat kiyá.
ACT.13.4	Pas wuh Rúhuʼl Quds ke bheje húe Silúkiya ko gaye, aur waháṉ se jaház par Kuprus ko chale. 
ACT.13.5	Aur Salamís meṉ pahuṉchkar, Yahúdíoṉ ke ʻibádatḳhánoṉ meṉ Ḳhudá ká kalám sunáne lage: aur Yúhanná un ká ḳhádim thá. 
ACT.13.6	Aur us tamám ṭápú meṉ hote húe Páfus tak pahuṉche; waháṉ unheṉ ek Yahúdí jádúgar aur jhúthá nabí, Bar Yisú, nám, milá. 
ACT.13.7	Wuh Sirgiyus Paulus súbe ke sáth thá, jo sáhib i tamíz thá. Is ne Bar Nabá aur Sháúl ko bulákar, Ḳhudá ká kalám sunná cháhá. 
ACT.13.8	Magar Ilímás jádúgar ne, (ki yihí us ke nám ká taṛjuma hai,) un kí muḳhálafat kí, aur súbe ko ímán láne se rokná cháhá. 
ACT.13.9	Aur Sháúl ne, jis ká nám Paulus bhí hai, Rúhuʼl Quds se bharkar us par gaur se nazar kí, 
ACT.13.10	aur kahá, ki Ai Iblís ke farzand, tú jo tamám makkárí aur sharárat se bhará húá, aur har tarah kí nekí ká dushman hai, kyá Ḳhudáwand kí sídhí ráhoṉ ko bigáṛne se báz na áegá? 
ACT.13.11	Ab dekh, tujh par Ḳhudáwand ká gazab hai, aur tú andhá hokar kuchh muddat tak súraj ko na dekhegá. Usí dam kohar aur andherá us par chhá gayá; aur wuh ḍhúṉḍhtá phirá, ki koí us ká háth pakaṛke le chale. 
ACT.13.12	Tab súbadár yih májará dekh kar, aur Ḳhudáwand kí taʻlím se hairán hokar, ímán le áyá.
ACT.13.13	Phir Paulus aur us ke sáthí Páfus se jaház par rawána hokar, Pamfúliya ke Pirga meṉ áe: aur Yúhanná un se judá hokar, Yarúshalem ko wápas chalá gayá. 
ACT.13.14	Aur wuh Pirga se chalkar Pisidiya ke Antákiya meṉ pahuṉche; aur Sabt ke din ʻibádatḳháne meṉ já baiṭhe. 
ACT.13.15	Phir Tauret aur nabíoṉ kí kitáb ke paṛhne ke baʻd ʻibádatḳháne ke sardároṉ ne unheṉ kahlá bhejá, ki Ai bháiyo, agar logoṉ kí nasíhat ke wáste tumháre dil meṉ koí bát ho, to bayán karo. 
ACT.13.16	Pas Paulus ne khaṛe hokar aur háth se ishára karke kahá;
ACT.13.16	Ai Isráílío, aur ai ḳhudátarso, suno. 
ACT.13.17	Is ummat i Isráíl ke Ḳhudá ne hamáre bápdádá ko chun liyá, aur jab yih ummat Misr ke mulk meṉ pardesiyoṉ kí tarah rahtí thí, to us ko sarbaland kiyá, aur zabardast háth se unheṉ waháṉ se nikál láyá. 
ACT.13.18	Aur koí chálís baras tak biyábán meṉ un kí ʻádatoṉ kí bardásht kartá rahá. 
ACT.13.19	Aur Kanʻán ke mulk meṉ sát qaumoṉ ko gárat karke, taḳhmínan sáṛhe chár sau baras meṉ un ká mulk in kí mírás kar diyá. 
ACT.13.20	Aur in bátoṉ ke baʻd Samwíl nabí ke zamáne tak un meṉ qází muqarrar kiye. 
ACT.13.21	Is ke baʻd unhoṉ ne bádsháh ke liye darḳhwást kí: aur Ḳhudá ne Binyámín ke qabíle meṉ se ek shaḳhs, Sháúl Qísh ke beṭe ko chálís baras ke liye un par muqarrar kiyá. 
ACT.13.22	Phir use maʻzúl karke Dáúd ko un ká bádsháh banáyá; jis kí bábat us ne yih gawáhí dí, ki Mujhe ek shaḳhs Yishai ká beṭá Dáúd mere dil ke muwáfiq mil gayá; wuhí merí tamám marzíoṉ ko púrá karegá. 
ACT.13.23	Isí kí nasl meṉ se Ḳhudá ne apne waʻde ke muwáfiq Isráíl ke pás ek munjí, yaʻní Yisúʻ ko bhej diyá; 
ACT.13.24	jis ke áne se pahle Yúhanná ne Isráíl kí tamám ummat ke sámne tauba ke baptisma kí manádí kí. 
ACT.13.25	Aur jab Yúhanná apná daur púrá karne ko thá, to us ne kahá, ki Tum mujhe kyá samajhte ho? Maiṉ wuh nahíṉ: balki dekho, mere baʻd wuh shaḳhs ánewálá hai, jis ke páṉwoṉ kí jútiyoṉ ká tasma maiṉ kholne ke láiq nahíṉ. 
ACT.13.26	Ai bháiyo, Ibráhím ke farzando, aur ai ḳhudátarso, is naját ká kalám hamáre pás bhejá gayá. 
ACT.13.27	Kyúṉki Yarúshalem ke rahnewáloṉ aur un ke sardároṉ ne na use pahcháná, aur na nabíoṉ kí báteṉ samjhíṉ, jo har Sabt ko sunáí játí haiṉ; is liye us par fatwá dekar un ko púrá kiyá. 
ACT.13.28	Aur agarchi us ke qatl kí koí wajh na milí, taubhí unhoṉ ne Pílátus se us ke qatl kí darḳhwást kí. 
ACT.13.29	Aur jo kuchh us ke haqq meṉ likhá thá, jab us ko tamám kar chuke, to use salíb par se utárkar qabr meṉ rakkhá. 
ACT.13.30	Lekin Ḳhudá ne use murdoṉ meṉ se jiláyá: 
ACT.13.31	aur wuh bahut dinoṉ tak un ko dikháí diyá, jo us ke sáth Galíl se Yarúshalem meṉ áe the; ummat ke sámne ab wuhí us ke gawáh haiṉ. 
ACT.13.32	Aur ham tum ko us waʻde ke báre meṉ, jo bápdádá se kiyá gayá thá, yih ḳhushḳhabarí dete haiṉ, 
ACT.13.33	ki Ḳhudá ne Yisúʻ ko jilákar, hamárí aulád ke liye usí waʻde ko púrá kiyá; chunáṉchi dúsre Mazmúr meṉ likhá hai, ki Tú merá beṭá hai, áj tú mujh se paidá húá. 
ACT.13.34	Aur us ke is tarah murdoṉ meṉ se jiláne kí bábat, ki phir kabhí na mare, us ne yúṉ kahá, ki Maiṉ Dáúd kí pák aur sachchí niʻmateṉ tumheṉ dúṉgá. 
ACT.13.35	Chunáṉchi wuh ek âur Mazmúr meṉ bhí kahtá hai, ki Tú apne Muqaddas ke saṛne kí naubat pahuṉchne na degá. 
ACT.13.36	Kyúṉki Dáúd to apne waqt meṉ Ḳhudá kí marzí ká tabiʻdár rahkar so gayá, aur apne bápdádá se já milá, aur us ke saṛne kí naubat pahuṉchí: 
ACT.13.37	magar jis ko Ḳhudá ne jiláyá, us ke saṛne kí naubat nahíṉ pahuṉchí. 
ACT.13.38	Pas, ai bháiyo, tumheṉ maʻlúm ho, ki usí ke wasíle se tum ko gunáhoṉ kí muʻáfí kí ḳhabar dí játí hai. 
ACT.13.39	Aur Músá kí sharíʻat ke báʻis jin bátoṉ se tum barí nahíṉ ho sakte the, un sab se har ek ímán lánewálá us ke báʻis barí hotá hai. 
ACT.13.40	Pas ḳhabardár, aisá na ho ki jo nabíoṉ kí kitáb meṉ áyá hai, wuh tum par sádiq áe, ki
ACT.13.41	Ai tahqír karnewálo, dekho, taʻajjub karo, aur miṭ jáo;
ACT.13.41	Kyúṉki maiṉ tumháre zamáne meṉ ek kám kartá húṉ,
ACT.13.41	Aisá kám, ki agar koí tum se bayán kare, to kabhí us ká yaqín na karoge.
ACT.13.42	Un ke báhar játe waqt log minnat karne lage, ki agle sabt ko bhí yih báteṉ hameṉ sunáí jáeṉ. 
ACT.13.43	Jab majlis barḳhwást húí, to bahut se Yahúdí aur ḳhudáparast naumuríd Yahúdí Paulus aur Bar Nabá ke píchhe ho liye. Unhoṉ ne un se kalám kiyá, aur targíb dí, ki Ḳhudá ke fazl par qáim raho.
ACT.13.44	Dúsre Sabt ko taqríban sárá shahr Ḳhudá ká kalám sunne ko ikaṭṭhá húá. 
ACT.13.45	Magar Yahúdí itní bhíṛ dekhkar hasad meṉ bhar gaye, aur Paulus kí bátoṉ kí muḳhálafat karne, aur kufr bakne lage. 
ACT.13.46	Paulus aur Bar Nabá diler hokar bole, ki Zarúr thá ki Ḳhudá ká kalám pahle tumheṉ sunáyá jáe. Lekin chúṉki tum us ko radd karte ho, aur apne áp ko hamesha kí zindagí ke náqábil ṭhahráte ho, to dekho, ham gairqaumoṉ kí taraf mutawajjih hote haiṉ. 
ACT.13.47	Kyúṉki Ḳhudáwand ne hameṉ yih hukm diyá hai, ki
ACT.13.47	Maiṉ ne tujh ko gairqaumoṉ ke liye núr muqarrar kiyá,
ACT.13.47	Táki tú zamín kí intiha tak naját ká báʻis ho.
ACT.13.48	G̣airqaumwále yih sunkar ḳhush húe, aur Ḳhudá ke kalám kí baṛáí karne lage: aur jitne hamesha kí zindagí ke liye muqarrar kiye gaye the, ímán le áe. 
ACT.13.49	Aur us tamám ʻiláqe meṉ Ḳhudá ká kalám phail gaya. 
ACT.13.50	Magar Yahúdíoṉ ne ḳhudáparast aur ʻizzatwálí ʻauratoṉ aur shahr ke raísoṉ ko ubhárá, aur Paulus aur Bar Nabá ke satáne par ámáda karke, inheṉ apní sarhaddoṉ se nikál diyá. 
ACT.13.51	Yih apne páṉwoṉ kí ḳhák un ke sámne jháṛkar Ikuniyum ko gaye. 
ACT.13.52	Magar shágird ḳhushí aur Rúhuʼl Quds se maʻmúr hote rahe.
ACT.14.1	Aur Ikuniyum meṉ aisá húá ki wuh sáth sáth Yahúdíoṉ ke ʻibádatḳháne meṉ gaye, aur aisí taqrír ki, ki Yahúdíoṉ aur Yúnáníoṉ donoṉ kí ek baṛí jamáʻat ímán le áí. 
ACT.14.2	Magar náfarmán Yahúdíoṉ ne gairqaumoṉ ke diloṉ meṉ josh paidá karke, un ko bháiyoṉ kí taraf se badgumán kar diyá. 
ACT.14.3	Pas wuh bahut ʻarse tak waháṉ rahe, aur Ḳhudáwand ke bharose par dilerí se kalám karte the; aur wuh un ke háthoṉ se nishán aur ʻajíb kám karáke apne fazl ke kalám kí gawáhí detá thá. 
ACT.14.4	Lekin shahr ke logoṉ meṉ phúṭ paṛ gayí: baʻz Yahúdíoṉ kí taraf ho gaye, aur baʻz rasúloṉ kí taraf. 
ACT.14.5	Magar jab gairqaumwále aur Yahúdí unheṉ beʻizzat aur saṉgsár karne ko, apne sardároṉ samet un par chaṛhe; 
ACT.14.6	to wuh is se wáqif hokar Lukáuniya ke shahroṉ Lustra aur Dirbe aur un ke girdnawáh meṉ bhág gaye; 
ACT.14.7	aur waháṉ ḳhushḳhabarí sunáte rahe.
ACT.14.8	Aur Lustra meṉ ek shaḳhs baiṭhá thá, jo páṉwoṉ se láchár thá; wuh janam ká laṉgṛá thá, aur kabhí na chalá thá. 
ACT.14.9	Wuh Paulus ko báteṉ karte sun rahá thá; aur jab is ne us kí taraf gaur karke dekhá, ki us meṉ shifá páne ke láiq ímán hai, 
ACT.14.10	to baṛí áwáz se kahá, ki Apne páṉwoṉ ke bal sídhá khaṛá ho já. Pas wuh uchhalkar chalne phirne lagá. 
ACT.14.11	Logoṉ ne Paulus ká yih kám dekhkar, Lukáuniya kí bolí meṉ baland áwáz se kahá, kí Ádmíoṉ kí súrat meṉ deotá utarkar hamáre pás áe haiṉ. 
ACT.14.12	Aur unhoṉ ne Bar Nabá ko Zyús kahá, aur Paulus ko Hirmes, is liye ki yih kalám karne meṉ sabqat rakhtá thá. 
ACT.14.13	Aur Zyús ke us mandir ká pujárí, jo un ke shahr ke sámne thá, bail aur phúloṉ ke hár pháṭak par lákar, logoṉ ke sáth qurbání karní cháhtá thá. 
ACT.14.14	Jab Bar Nabá aur Paulus rasúloṉ ne yih suná, to apne kapṛe pháṛkar logoṉ meṉ já kúde, aur pukár pukárkar 
ACT.14.15	kahne lage, ki Logo, tum yih kyá karte ho? ham bhí tumháre hamtabíʻat insán haiṉ, aur tumheṉ ḳhushḳhabarí sunáte haiṉ, táki in bátil chízoṉ se kanára karke us zinda Ḳhudá kí taraf phiro, jis ne ásmán aur zamín aur samundar aur jo kuchh un meṉ hai paidá kiyá: 
ACT.14.16	us ne agle zamáne meṉ sab qaumoṉ ko apní apní ráh chalne diyá. 
ACT.14.17	Táham us ne apne áp ko begawáh na chhoṛá; chunáṉchi us ne mihrbáníáṉ kíṉ, aur ásmán se tumháre liye pání barsáyá, aur baṛí baṛí paidáwár ke mausim ʻatá kiye, aur tumháre diloṉ ko ḳhurák aur ḳhushí se bhar diyá. 
ACT.14.18	Yih báteṉ kahkar bhí logoṉ ko mushkil se roká, ki un ke liye qurbání na kareṉ.
ACT.14.19	Phir baʻz Yahúdí Antákiya aur Ikuniyum se áe; aur logoṉ ko apní taraf karke, Paulus ko saṉgsár kiyá, aur us ko murda samajhkar shahr ke báhar ghasíṭ le gaye. 
ACT.14.20	Magar jab shágird us ke girdágird á khaṛe húe, to wuh uṭhkar shahr meṉ áyá: aur dúsre din Bar Nabá ke sáth Dirbe ko chalá gayá. 
ACT.14.21	Aur wuh us shahr meṉ ḳhushḳhabarí sunákar, aur bahut se shágird karke, Lustra, aur Ikuniyum, aur Antákiya ko wápas áe, 
ACT.14.22	aur shágirdoṉ ke diloṉ ko mazbút karte, aur yih nasíhat dete the, ki imán par qáim raho, aur kahte the; Zarúr hai ki ham bahut musíbateṉ sahkar Ḳhudá kí bádsháhat meṉ dáḳhil hoṉ. 
ACT.14.23	Aur unhoṉ ne har ek kalísiyá meṉ un ke liye buzurgoṉ ko muqarrar kiyá, aur roze se duʻá máṉgkar, unheṉ Ḳhudáwand ke supurd kiyá, jis par wuh ímán láe the. 
