MAT.1.1	Iga nyigo marina ga waku wa Yesu Kristo awei o kyishari kya Dawidi na Abrahamu.
ROM.5.12	Koikyo, kokooya kui mndu umwi wunyamaṟi wulecha na wuyanenyi, na kyipfa kya wunyamaṟi-wo kukocha upfu; na kuṙo upfu lukoshika ko wandu woose kyipfa woose walewuta wunyamaṟi. 
ROM.5.13	Kyipfa kyiyeri mawawaso galawendewiko wunyamaṟi wuwekyeri wuyanenyi, indi wunyamaṟi wokyetalo kulawoṙe mawawaso-pfo. 
ROM.5.14	Kyaindi upfu lulechilyia wookyia Adamu mṟasa Mose, nalo lulechilyia maa iwo walawekyewuta wunyamaṟi wufananyi na ṙeko lya Adamu, akyeri mfano okye oe echicha. 
ROM.5.15	Kyaindi kyisumbo kyilya kyiwekyeri cha ṙeko lyilya-pfo. Cha kyipfa kokooya kyipfa kya iṙeko lya ulya umwi wafoi walepfa, ngoseṟa mnu isaṟia lya Ruwa na kyienengo kyikyeri isaṟienyi lyakye mndu umwi Yesu Kristo kyileengyeṟika kyipfa kya walya wafoi. 
ROM.5.16	Maa chandu mndu ulya umwi alewuta wunyamaṟi chi kyimwi na kyienengo kyilya-pfo. Cha kyipfa ianduyo lyilecha kui njia ya mndu umwi lyikaende ngapo; indi kyisumbo kya isaṟia kyilecha kyipfa kya maṙeko gafoi, kyikaende italyio wusumganyi. 
ROM.5.17	Kyipfa kokooya kui iṙeko lya mndu umwi upfu lulechilyia kyipfa kya ulya umwi, ngoseṟa mnu iwo wekyeambilyia isaṟia lyifoi, na kyienengo kyilya kya wusumganyi, wechichilyia moonyi kui ulya umwi, Yesu Kristo. 
ROM.5.18	Kyasia-ng'u, kokooya kui ṙeko lyimwi wandu woose waleanduyo ngapo, na wuṙo kui iṟunda lyimwi lya wusumganyi wandu woose waletalyio wusumganyi wuwoṙe moo. 
ROM.5.19	Kyipfa kokooya kui inyamaṟa lya mndu umwi wandu wafoi walewiko wandunyi wawoṙe wunyamaṟi, na wuṙo kui iindia lya mndu umwi wandu wafoi wechisanzio kyiiṙi kya wawoṙe wusumganyi. 
ROM.5.20	Indi mawawaso galecha kundu ṙeko lyilya lying'ane mnu. Na kyiyeri wunyamaṟi wuleengyeṟika, isaṟia lyiwefoi ngoseṟa; 
ROM.5.21	kundu kye chandu wunyamaṟi wulechilyia upfunyi, na wuṙo kui njia ya wusumganyi isaṟia lyichilyie mṟasa moo o mlungana kui Yesu Kristo Mndumii oṙu.
ROM.6.1	Kyasia lugambe kyikyi-ng'u? Lukae wunyamaṟinyi kundu isaṟia lyiengyeṟe ifo? 
ROM.6.2	Maa ale! Soe lulawoṙe-se moo o wuta sha wunyamaṟi lochikaa-se luṙa wunyamaṟinyi? 
ROM.6.3	Muichi kye soe loose lulepatiso kyiiṙi kya Kristo Yesu lulepatiso upfunyi lokye? 
ROM.6.4	Kyasia luleṟiko hamwi na oe kui njia ya wupatiso upfunyi lokye, kundu luwaṙe moo ngyihya nakamwi chandu Awu aleṟutsa Kristo iwuka upfunyi kui pfinya yakye ing'anyi. 
ROM.6.5	Cha kyipfa chandu lulelungana na oe mfanonyi o upfu lokye na wuṙo lowelungana na oe mfanonyi o iṟuka lyakye. 
ROM.6.6	Luichi mbonyi-tsi kye, mkaṟo oṙu o kacha ulekapio msalabenyi hamwi na oe, kundu mmbiu o wunyamaṟi uilachikye lulachilyio-se nyi wunyamaṟi. 
ROM.6.7	Kyipfa oe alepfa naletalyio wusumganyi kuleshi na wunyamaṟi. 
ROM.6.8	Kyaindi lui kye lulepfa hamwi na Kristo, luiṙikyie kye lochiwaṙa moo hamwi na oe; 
ROM.6.9	luichi kye Kristo kamṟuka ko wapfu epfa-se-pfo, maa upfu lomchilyia-se-pfo. 
ROM.6.10	Kyipfa kui ipfa lyakye, wunyamaṟi woiṙima-se imchilyia-pfo; indi kulya oe iwaṙa moo, nawaṙa moo ko Ruwa. 
ROM.6.11	Na wuṙo maa nyoe kutalenyi kye muwapfu ko mbonyi tsa wunyamaṟi, na wai na moo ko Ruwa kyiiṙi kya Kristo Yesu.
ROM.6.12	Kyasia, wunyamaṟi wulachilyie mmbiunyi yanyu yekyepfa mṟasa mukoosha lango tsayo. 
ROM.6.13	Maa mulaengyeṟe iwuta shiwungo shanyu shiwe shisha sha mbaka ko wunyamaṟi. Indi kuwutenyi muwenyi ko Ruwa cha wai na moo numa ya ipfa, na shiwungo shanyu ko Ruwa iwa shisha sha wusumganyi. 
ROM.6.14	Kyipfa wunyamaṟi wochimuchilyia nyoe-pfo, cha kyipfa muwachilyie nyi mawawaso-pfo, indi muwachilyie nyi isaṟia.
ROM.6.15	Kyasia ny'kyikyi-ngu? Luwute wunyamaṟi kyipfa lulawachilyie nyi mawawaso indi isaṟia? Ote! 
ROM.6.16	Muichi kye icho muiwuta mrima yanyu kokye iwa waṟundi wakye kyiiṙi kya imwindia, mowa waṟundi wakye ulya muimwindia, kokooya nyi wuṟundi wo wunyamaṟi wokyeende upfu, ang'u kokooya nyi wuṟundi wo wuindi wokyeende wusumganyi. 
ROM.6.17	Kyaindi Ruwa naano, cha kyipfa muwewachilyie nyi wunyamaṟi, indi muleindia kui mrima yanyu mbaṟe iya ya wuṟango wulewiko wumchilyie. 
ROM.6.18	Na mommbiko kuleshi na wunyamaṟi, mukochilyio nyi wusumganyi. 
ROM.6.19	Ngyiṙeṙa kui mbaṟe ya kyimndu kyipfa kya wufofo wo mmbiu yanyu. Cha kyipfa chandu mulewuta shiwungo shanyu shiṟunde mbonyi tsa ukoe na wunyamaṟi muiṙime iwuta wunyamaṟi, na wuṙo-ng'u wulalu wutenyi shiwungo shanyu shiṟunde sha wusumganyi muiṙime iyeṟemtso. 
ROM.6.20	Kyipfa kyiyeri muwewachilyie nyi wunyamaṟi, muwekyeri kuleshi na wusumganyi. 
ROM.6.21	Kyasia nyi kyiira kyiha-ng'u mulewona mfiri iya ko shindo-sho shimuriisa sonu wulalu? Kyipfa mafurumionyi ga shindo-sho nyi upfu. 
ROM.6.22	Kyaindi wulalu mukomlekyio, na iwa kuleshi na wunyamaṟi, na iwa waṟundi wa Ruwa, muwoṙe kyiira kyanyu, nyikyo iilyisho, na mafurumionyi gakyo nyi moo o mlungana. 
ROM.6.23	Kyipfa wori wo wunyamaṟi nyi upfu, indi kyisumbo kya Ruwa nyi moo o mlungana kyiiṙi kya Kristo Yesu Mndumii oṙu.
ROM.7.1	Wana wa wama wako, muichi (kyipfa ngyiṙeṙa na iwo waichi mawawaso), kye mawawaso gekyechilyia mndu ilyi akyeri na moo? 
ROM.7.2	Kyipfa mndu mka awoṙe mii nampfungye nyi mawawaso ko ulya amwalyikyie kyiyeri akyeri na moo. Indi kapfa ulya amwalyikyie, nalekyio iwuka iwawasonyi lya wolyi. 
ROM.7.3	Kyasia kyiyeri mii okye akyeri na moo, kokooya mka-chu awaṙa mii ungyi nekyelago mṟui. Indi mii okye kapfa, nalekyio, eshingyio-se nyi iwawaso lyilya-pfo, na oe chi mṟui-se-pfo, maa kaalyiko nyi mii ungyi. 
ROM.7.4	Na wuṙo, wana wa wama wako, nyoe taa muwoṙe-se moo o osha uwawaso-pfo, kyipfa mukyeri kyoonyi kya mmbiu o Kristo, muiṙime iwa masaa ga ungyi, ulya aleṟuka ko wapfu, kundu soe lukumbie ndunda ko Ruwa. 
ROM.7.5	Kyipfa kyiyeri luwekyeri na mbaṟe ya mmbiu, lango tsa wunyamaṟi tsiwekyeri pfo kyipfa kya uwawaso, tsileṟunda mmbiunyi yaṙu lukopfa. 
ROM.7.6	Indi wulalu lolekyio iwuka uwawasonyi, luwoṙe-se moo o osha wunyamaṟi wulya wuleluchilyia-pfo, kundu soe luiṙime iṟunda mbaṟenyi ngyihya ya Mumuyo o Ruwa, chi mbaṟenyi ya kacha ya kyiṟeio-pfo.
ROM.7.7	Kyasia lugambe kyikyi-ng'u? Uwawaso nyi wunyamaṟi? Ote! Indi ngyiweiṙima imanya wunyamaṟi sile nyi kui mawawaso-pfo; cha kyipfa kokooya uwawaso lulalegamba “Ulalangye” gyiwechimanya ilanga-pfo. 
ROM.7.8	Kyaindi wunyamaṟi wulewona ṙaawa ko iwawaso lyilya, wukowuta mrimenyi koko orio mbaṟe ya ilanga. Kyipfa wunyamaṟi kulawoṙe mawawaso upfiie. 
ROM.7.9	Na inyi ngyiwekyeri na moo ipfo mawookyionyi kulawoṙe mawawaso, indi kyiyeri iwawaso lyilya lyilecha, wunyamaṟi wulewaṙa pfinya na inyi ngapfa. 
ROM.7.10	Ngawona iwawaso lyilya lyekyeende moo kye koko inyi lyileende upfu. 
ROM.7.11	Kyipfa wunyamaṟi, kui iwona ṙaawa ko iwawaso lyilya, wulengyilemba, koikyo wukongyiwaaga. 
ROM.7.12	Kyasia uwawaso lungyiele. Na iwawaso lyilya lyilyiele, na lya wusumganyi, na lyilyicha. 
ROM.7.13	Kyasia-ng'u ngyesa, lyilya lyikyeri lyicha lyiwekyeri upfu koko inyi? Ote! Indi wunyamaṟi, kundu wuwono kye nyi wunyamaṟi loi, wulengyiwaaga kui iwawaso lyilya lyicha, kundu kui iwawaso lyilya wunyamaṟi wuengyeṟe iwiha mnu.
ROM.7.14	Cha kyipfa luichi kye uwawaso mawookyionyi galo nyi mrimenyi; indi inyi nyi mndu o mmbiunyi, ngyimchilyie nyi wunyamaṟi. 
ROM.7.15	Kyipfa ngyiichi kyindo ngyiwuta-pfo; cha kyipfa kyilya ngyikundi, ngyikyiwuta-pfo; indi kyilya ngyikyisuuye nyikyo ngyekyewuta. 
ROM.7.16	Kyaindi kokooya ngawuta kyilya ngyilakyikundi, ngaiṙikyia kye iwawaso lyilya lyilyicha. 
ROM.7.17	Kyasia wulalu chi inyi mrimenyi koko ngyiwuta ikyo-pfo, indi nyi wunyamaṟi wulya wukyeri mrimenyi koko. 
ROM.7.18	Cha kyipfa ngyiichi kye mrimenyi koko, lugambe mmbiunyi oko, kokyekaa kyindo kyicha-pfo cha kyipfa ikunda ngyikundi, indi iwuta kyindo kyicha ngiiṙima-pfo. 
ROM.7.19	Cha kyipfa kyilya kyicha ngyikyikundi ngyikyiwuta-pfo; indi kyilya kyiwicho ngyilakyikundi nyikyo ngyekyewuta. 
ROM.7.20	Kyasia kokooya kyilya ngyilakyikundi nyikyo ngyikyiwuta, chi inyi mrimenyi koko ngyikyiwuta-pfo, indi nyi wunyamaṟi wulya wukyeri mrimenyi koko. 
ROM.7.21	Kyasia ngawona iwawaso-lyi, kye koko inyi ngyikundi iwuta kyindo kyicha, kuwoṙe lyilyiwicho. 
ROM.7.22	Cha kyipfa mrimenyi koko ngyimchihiye kyipfa kya iwawaso lya Ruwa. 
ROM.7.23	Kyaindi shiwungonyi shako, ngyiwonyi iwawaso lyikyeri kuleshi, lyikapana shiṙa na iwawaso lyilya lya wuṟango woko, na ingyiwaṙa ko pfinya kui iwawaso lyilya lya wunyamaṟi lyikyeri shiwungonyi shako. 
ROM.7.24	Ochia loko, mkyiwa inyi, nyi wui echingyiletsa na mmbiu-chu o upfu? 
ROM.7.25	Ngyiana Ruwa, kui Yesu Kristo Mndumii oṙu. Kyasia, kokooya nyi wuṙo, inyi ngyimonyi kui wuṟango woko ngyiṟundia iwawaso lya Ruwa, indi kui mmbiu oko iwawaso lya wunyamaṟi.
ROM.8.1	Kyasia-ng'u, wulalu, kuwoṙe ianduyo lya ngapo ko iwo wakyeri kyiiṙi kya Kristo Yesu-pfo. 
ROM.8.2	Cha kyipfa iwawaso lya Mumuyo o moo ulya ukyeri kyiiṙi kya Kristo Yesu lyilengyilekyia, kuleshi na iwawaso lya wunyamaṟi na upfu. 
ROM.8.3	Kyipfa shilya shilekyeiṙimika kui iwawaso, kyipfa kya ilyi lyiwewoṙe wufofo kyipfa kya mmbiu, Ruwa kui iṙuma Mana okye amonyi kui mbaṟe ya mmbiu ui o wunyamaṟi, na kyipfa kya wunyamaṟi, naleanduya wunyamaṟi mmbiunyi. 
ROM.8.4	Kundu shilya shishigambe mawawasonyi, shiafutsio mrimenyi koṙu soe, lulekyekaa kui iosha mbonyi tsa mmbiu, indi mbonyi tsa mrima. 
ROM.8.5	Cha kyipfa walya wekyeosha mmbiu wekyekusaṟa mbonyi tsa mmbiu; indi walya wekyeosha mrima wekyekusaṟa mbonyi tsa mrima. 
ROM.8.6	Cha kyipfa kyindo mmbiu ukundi nyi upfu; indi kyindo mrima ukundi nyi moo na ufoṟo. 
ROM.8.7	Cha kyipfa kyilya mmbiu ukundi nyi kyituwa ko Ruwa, kyipfa kyekyeindia iwawaso lya Ruwa-pfo, maa kyeiṙima ilyiindia-pfo. 
ROM.8.8	Walya wekyeosha mmbiu wechiiṙima ichihiṟa Ruwa-pfo. 
ROM.8.9	Kyaindi kokooya Mumuyo o Ruwa nakyeri mrimenyi konyu, nyoe muiosha mmbiu-pfo; indi muiosha Mumuyo. Kyaindi kokooya mndu oose alawoṙe Mumuyo o Kristo, icho chi okye-pfo. 
ROM.8.10	Na Kristo akyeri mrimenyi konyu, mmbiu yanyu iwoṙe-se moo o osha wunyamaṟi-pfo; indi mrima yanyu ikyeri na moo kyipfa kya wusumganyi. 
ROM.8.11	Kyaindi kokooya Mumuyo okye ulya aleṟutsa Yesu ko wapfu nakyeri mrimenyi konyu, ulya aleṟutsa Kristo Yesu ko wapfu naiṟutsa na mmbiu yanyu ikyeri mbaṟenyi ya ipfa, kui Mumuyo okye akyeri mrimenyi konyu.
ROM.8.12	Kyasia, kokooya nyi wuṙo, wana wa wama, lui wasile, chi wa mmbiu lukae na moo kui iosha mbonyi tsa mmbiu-pfo. 
ROM.8.13	Kyipfa kokooya mokaa na moo kui iosha mbonyi tsa mmbiu, mukundi ipfa; indi kokooya mowaaga mawuto ga mmbiu kui Mumuyo, mokaa na moo. 
ROM.8.14	Cha kyipfa woose wekyesongoyo nyi Mumuyo o Ruwa, iwo nyiwo wana wa Ruwa. 
ROM.8.15	Cha kyipfa Mumuyo ulya Ruwa amuenengyie omugaluo nyoe watumo na imuenenga wuowu-pfo; indi muleambilyia Mumuyo o imugaluo wana, na kui Mumuyo-cho luilaga Papa, nyi kyimwi na igamba Awu. 
ROM.8.16	Mumuyo oe amonyi nekyeṟingyishia hamwi na mrima yaṙu, kye soe nyi wana wa Ruwa. 
ROM.8.17	Na kokooya soe nyi wana, kyasia, soe nyi weoṟa mboṟa tsa Ruwa, wekyeoṟa hamwi na Kristo. Yee, lochituuro hamwi na oe kundu luweiṙima ing'anyiso hamwi na oe.
ROM.8.18	Cha kyipfa ngyitala matuuro ga kyiyeri-kyi kya wulalu kye chi kyindo cha mng'ano ulya ochiloṟo koṙu-pfo. 
ROM.8.19	Cha kyipfa shigumbe shoose shiweṙelyia kui sia ing'anyi iloṟo lya wana wa Ruwa. 
ROM.8.20	Cha kyipfa shigumbe shoose shilewiko wanda ya kyindo kyilawoṙe kyiira; chi kui ikunda lyasho-pfo, indi kyipfa kyakye oe aleshiwika kyiiṙi kya ikusuria. 
ROM.8.21	Kyipfa shigumbe-sho shimonyi nasho shechiwiko handu halawoṙe ichilyio na iwuto wutumonyi wo inyamaṟika, mṟasa shiiṙe handunyi halawoṙe ichilyio ha mng'ano o wana wa Ruwa. 
ROM.8.22	Cha kyipfa luichi kye shigumbe shoose taa shiwawio handu hamwi, nasho shiwoṙe fowa cha ya mndu mka aienengo mana handu hamwi maa wulalu. 
ROM.8.23	Maa chi wuṙo tikyi-pfo, indi maa soe luwenyi luwoṙe shindo shikyeri ndunda tsa kuwooka tsa Mumuyo, soe taa luiwawio mrimenyi koṙu, lochiweṙelyia iwa wana, nyi kyimwi na wukyiṟo wo mmbiu yaṙu. 
ROM.8.24	Cha kyipfa lulekyiṟo kui kyindo kyiweṙelyio, kyilawonio. Indi kyindo kyiweiweṙelyio kyikammboneka, kuwoṙe-se iweṙelyia-pfo. Cha kyipfa nyi wui ekyeweṙelyia kyilya akyiwonyi? 
ROM.8.25	Indi lukoweṙelyia kyindo lulakyiwonyi, lokyiweṙelyia kui wusimiri.
ROM.8.26	Na wuṙo Mumuyo na oe nekyelutarama wufofo woṙu, kyipfa luichi iterewa chandu kyiluwaṟi-pfo; indi Mumuyo amonyi nekyeluterewia kui isumkyia lyilechiiṙima isendo. 
ROM.8.27	Na oe ai moruwa-ruwa mrima, naichi kyilya Mumuyo akundi cha kyipfa nekyeterewia wandu wa Ruwa chandu Ruwa akundi. 
ROM.8.28	Na soe luichi kye shindonyi shoose Ruwa nekyeṟunda hamwi na walya wamkundi kyiiṙi kya iwanenga mecha, kyimwi na igamba soe luwalage chandu Ruwa akundi. 
ROM.8.29	Kyipfa walya awewaichi wookyia mawookyionyi, nalewasambuṟa wookyia mawookyionyi wafananyisho na mfano o Mono-kye, kundu oe nawe mmbele o wana wa wama wafoi. 
ROM.8.30	Na walya alewasambuṟa wookyia mawookyionyi, iwo kawalaga; na walya alewalaga, iwo kawatalyia wusumganyi; na walya alewatalyia wusumganyi, iwo kawang'anyisa.
ROM.8.31	Kyasia lugambe kyi kyipfa kya isho? Ruwa akyeri ura loṙu, nyi wui eiṙima iluwutia kyindo kyiwicho? 
ROM.8.32	Ulya alalelekyia Mono-kye amonyi, indi kammbuta kyipfa kyaṙu soe loose nechilemo kuṙa iluenenga necha shindo shoose hamwi na oe? 
ROM.8.33	Nyi wui echiṙuo mengyenyi wasambuṟe wa Ruwa? Ruwa nyi oe aiwatalyia wusumganyi. 
ROM.8.34	Nyi wui eiṙima igamba kye nawaṟi iolotsio ngapo? Kristo Yesu nyi oe alepfa; yee, na ngoseṟa ya isho, naleṟuka ko wapfu, na oe naṙamie kuwoko ko kulyoe ko Ruwa. Ngoseṟa nyi oe ailuterewia. 
ROM.8.35	Nyi wui echiluletsana na ikunda lya Kristo? Ngyesa nyi fowa, ang'u wukyiwa, ang'u kyiwi, ang'u njaa, ang'u iwuṟa nguo, ang'u ndenga, ang'u ushu? 
ROM.8.36	Chandu kyikyiṟeie kye,
ROM.8.36	“Kyipfa kyapfo luiwoogo kyingoto puti,
ROM.8.36	luwatale cha moondo geshinja.”
ROM.8.37	Kyaindi kyiiṙi kya mbonyi-tso tsoose luiwinga, na ngoseṟa ya iwinga, kui ulya alelukunda! 
ROM.8.38	Cha kyipfa ngammanya kui wuloi kye, maa upfu, maa moo, maa malaika, maa wawoṙe wuchilyi, maa shikyeri pfo, maa shilya shechiwa pfo, maa wawoṙe wuiṙimi, 
ROM.8.39	maa shikyeri wuye, maa shikyeri wanda, maa kyindo kyingyi kyoose kyikyigumbe kyechiiṙima iluletsana na ikunda lya Ruwa lyikyeri kyiiṙi kya Kristo Yesu Mndumii oṙu-pfo.
ROM.9.1	Ngyiṙeṙa loi kyiiṙi kya Kristo, ngyiṙeṙa wongo-pfo, mrima oko ongyiṟingyishia Mumuyonyi Mweele, 
ROM.9.2	kye ngyiwoṙo nyi fowa ing'anyi na mawawio galekyesia mrimenyi koko. 
ROM.9.3	Kyipfa ngyiweiṙima iterewa inyi ngyimonyi iseso nyi Ruwa na iletsano na Kristo kyipfa kya wana wa wama wako, kyishari kyako kyimmbiu. 
ROM.9.4	Iwo wakyeri Waisiraelyi wawoṙe kulya ilago nyi wana, na kyiṟumi kyilya; na shiteṟio, na ienengo uwawaso, na iindia na iterewa Ruwa, na shaasa shakye. 
ROM.9.5	Iwo wakyeri wachuku wa waku, na kyiiṙi kya iwo kulewuka Kristo kui mbaṟe ya mmbiu. Nyi oe akyeri wuye ya shindo shoose, Ruwa, ekyeano shiyeri shoose. Amen. 
ROM.9.6	Chi kye Ṙeṙo lya Ruwa lyailachika-pfo. Kyipfa wandu Ruwa asambuṟie chi Waisiraelyi tikyi-pfo. 
ROM.9.7	Maa wailago wana kyipfa kya ilyi wakyeri wa ushari lo Abrahamu-pfo, indi, “Kyiiṙi kya Isakyi ushari lopfo lochilago.” 
ROM.9.8	Kyimwi na igamba chi wana wa mmbiu wai wana wa Ruwa-pfo, indi wana wa kyaasa kyilya wekyetalo kye nyi wa ushari. 
ROM.9.9	Cha kyipfa mbonyi tsa kyaasa nyi itsi: “Kyiyeri cha ikyi ngyechicha, na Sara nekoamwenengo mana.” 
ROM.9.10	Maa chi wuṙo tikyi-pfo, indi Rebeka na oe, amwire mana kui mii umwi, na oe nyi Isakyi, awu oṙu, 
ROM.9.11	(kyipfa walandefeo wana walya, maa walandewute kyindo kyicha ang'u kyiwicho, kundu kyindo Ruwa akundi kui isambuṟa kyigoṟokye, chi kyipfa kya mawuto-pfo, indi kyipfa kya kyilya ulya ailaga akundi), 
ROM.9.12	nalewio kuṙi: “Ang'anyi nechiṟundia mtutu.” 
ROM.9.13	Chandu kyikyiṟeie, “Ngakunda Yakobo, indi Esau ngamsuo.”
ROM.9.14	Kyasia lugambe kyikyi-ng'u? Kuwoṙe wuwicho ko Ruwa? Ote! 
ROM.9.15	Kyipfa naiwia Mose, “Ngyehooṟia ulya ngemhooṟia; ngyesaṟia ulya ngyemsaria.” 
ROM.9.16	Kyasia, kokooya nyi wuṙo, chi wuiṙiminyi wo ulya akundi, maa wo ulya aikapa mteeṟa-pfo; indi wo Ruwa ulya aihooṟia. 
ROM.9.17	Kyipfa shiṟeio shagamba kya Farao kye, “Ngyilekugoṟotsa kyipfa kya ikyi, kundu ngyiloṟe pfinya tsako kopfo, rina lyako lyiongoyo urukyenyi koose.” 
ROM.9.18	Kyasia, kokooya nyi wuṙo, akunda imhooṟia nekyemhooṟia, na akunda imwenenga mrima muumu nekyemgaluo muumu. 
ROM.9.19	Kyasia, nongyiwia, “Ny'kyilyi Ruwa aiengyeṟa igamba kye luwoṙe tewe? Cha kyipfa nyi wui ekyewingana na kyilya oe akundi?” 
ROM.9.20	Ote! Chi wuṙo-pfo, iyoe mndu. Iyoe nyi wui uigaluo Ruwa? Ngyesa kyindo kyigumbe kyiwie ulya alekyigumba, “Ny'kyilyi ongyigumba kuṙi?” 
ROM.9.21	Ang'u moachikyia shinungu ngyesa achilyie teri, kui ṙombo lyimwi lya teri iachikyia kyindo kyimwi kyiwaṙe kyiṟumi na kyingyi kyilawoṙe kyiṟumi-pfoe? 
ROM.9.22	Kyasia ny' kyikyi-ng'u, kokooya Ruwa kui ikunda iloṟa nyashi yakye, na iṟingyishia wuiṙimi wokye, kui ikarishia lying'anyi, naleṙuana na walya wawewaṟi inyamaṟo nyi nyashi ya Ruwa. 
ROM.9.23	Lyingyi-se, kundu naṟingyishie wung'anyi wo kyiṟumi kyakye kui shindo shilya sha isaṟia, aleshiachikyia wookyia kacha shiwaṙe kyiṟumi. 
ROM.9.24	Nyi soe-ng'u alelulaga. Chi wandu wai Wayuda tikyi-pfo, indi na wandu walai Wayuda taa. 
ROM.9.25	Nyi chandu awegambie ipfo ko Hosea,
ROM.9.25	“Ngyelaga wandu wako walya walakyeri wandu wako,
ROM.9.25	na mkunde oko ulya alakyeri mkunde oko,
ROM.9.26	Lyingyi-se kyechiwa handu halya walewio,
ROM.9.26	nyoe chi wandu wako-pfo,
ROM.9.26	iho welago wana wa Ruwa ai na moo.”
ROM.9.27	Yesaya na oe naiṙeṙa kya Isiraelyi, echigamba,
ROM.9.27	“Itala lya wana wa Isiraelyi,
ROM.9.27	maa chandu lyikyeri cha
ROM.9.27	mlelya o ipalyipalyi,
ROM.9.27	nyi matsugaṟo gawo tikyi gechikyiṟo.
ROM.9.28	Kyipfa Mndumii kulawoṙe iṙetsa kyiyeri nechianduya wandu woose wa Wuyana,
ROM.9.28	echimarisa na iṙumbuo.”
ROM.9.29	“Lyingyi-se chandu Yesaya alesonguo iṙeṙa,
ROM.9.29	‘Kokooya Mndumii o ngyuulyimalyi alaleluṙeeya ushari,
ROM.9.29	luwewa cha Sodoma,
ROM.9.29	luwechifananyisho na Gomora.’ ”
ROM.9.30	Kyasia lugambe kyikyi-ng'u? Kye wandu walaiṙikyie Ruwa, walekyeosha wusumganyi; walewona wusumganyi; kyaindi nyi wusumganyi wulya wukyeri wo iiṙikyia. 
ROM.9.31	Indi Isiraelyi wechiosha iwawaso lya wusumganyi walewona iwawaso lyilya-pfo. 
ROM.9.32	Kyipfa kya kyikyi? Kyipfa walelyiosha kui njia ya iiṙikyia-pfo, indi cha ilyi kye nyi kui njia ya mawuto. Wakakapa tuulyia halya igoenyi lyekyeenenga wandu ikapa ṙende, 
ROM.9.33	chandu kyileṟeio,
ROM.9.33	“Ngyiwika Sion
ROM.9.33	igoe lyekyeenenga wandu ikapa ṙende
ROM.9.33	na iṟaṟa lyekyeolotsa.
ROM.9.33	Na orio echimwiṙikyia echirigo nyi sonu-pfo.”
ROM.10.1	Wana wa wama wako, kyindo ngyilangyie mnu mrimenyi koko, na kyiterewo kyako ko Ruwa, nyi kyipfa kyawo kundu wakyiṟo. 
ROM.10.2	Cha kyipfa ngyiwaṟingyishia kye wawoṙe wuragari kyipfa kya Ruwa, indi chi kyiiṙi kya wuṟango-pfo. 
ROM.10.3	Cha kyipfa, walaichi wusumganyi wo Ruwa, na wakundi iṟingyishia wusumganyi wowo wawenyi, walechilyio nyi wusumganyi wo Ruwa-pfo. 
ROM.10.4	Cha kyipfa Kristo amche kuwoṙe-se kyimaṙuma kya uwawaso-pfo; kundu orio aiṙikyie natalyio wusumganyi.
ROM.10.5	Cha kyipfa Mose naleṟeia kui wusumganyi wuwukyie kui mawawaso, kye mndu ekyewuta isho nechiwaṙa moo kui isho. 
ROM.10.6	Indi wusumganyi wulya wokyewono kui iiṙikyia wogamba kuṙi: “Maa ulagambe mrimenyi kopfo, nyi wui echiṙo iyenda Ruwewu?” (Nyi kyimwi na isotsa Kristo na wanda). 
ROM.10.7	Ang'u, “Nyi wui echisoka iyenda ko waṟumu?” (Nyi kyimwi na iṙosia Kristo wuye, iwuka ko wapfu.) 
ROM.10.8	Kyaindi wusumganyi wogamba kuṙa? Ṙeṙo lyilya lyikyeri kufuhi na iyoe, ṙumbunyi lyapfo, na mrimenyi opfo, nyi ṙeṙo lyilya lya iiṙikyia lokyelyionguo. 
ROM.10.9	Cha kyipfa, koṟingyishia Yesu kui ṙumbu lyapfo kye nyi Mndumii, na iiṙikyia mrimenyi kopfo kye Ruwa nalemṟutsa ko wapfu, nochikyiṟo. 
ROM.10.10	Cha kyipfa kui mrima mndu nekyeiṙikyia mṟasa kawona wusumganyi, na kui ṙumbu nekyeṟingyishia kawona wukyiṟo. 
ROM.10.11	Cha kyipfa kyiṟeio kyagamba, “Orio momwiṙikyia echiwona sonu-pfo.” 
ROM.10.12	Cha kyipfa kuwoṙe mbaṟe ingyi ko Myuda na Mkyiṟikyi-pfo, kyipfa oe nyi Mndumii o woose, awoṙe wunjama ko woose wekyemlaga; 
ROM.10.13	kyipfa orio mndu echilaga rina lya Mndumii nechikyiṟo. 
ROM.10.14	Kyasia wamlage kuṙa icho walamwiṙikyie? Lyingyi-se wamwiṙikyie kuṙa icho walandemwicho? Lyingyi-se wamwicho kuṙa icho kulawoṙe moonguo mbonyi? 
ROM.10.15	Lyingyi-se weonguo mbonyi kuṙa walawaṙume? Chandu kyikyiṟeie, “Gamecha cha kyikyi maṙende ga iwo wekyeonguo mbonyi tsa mecha.”
ROM.10.16	Kyaindi chi woose waleindia mbonyi iya ngyicha-pfo, kyipfa Yesaya naigamba, “Mndumii, nyi wui aleiṙikyia mbonyi tsaṙu?” 
ROM.10.17	Kyasia iiṙikyia lyekyecha kui kyilya mndu aiicho; na kyilya mndu aiicho kyekyecha kui ionguo Ṙeṙo lya Kristo. 
ROM.10.18	Kyaindi ngyigamba, ngyesa wo waleicho-pfoe? Yee waleicho.
ROM.10.18	“Ṟui lyawo lyileṙunganana wuyanenyi koose,
ROM.10.18	na maṙeṙo gawo mṟasa matsitsionyi ga wuyana.”
