MAT.1.1	Jesucristo Abrahampaj Davidpajpiwan mirayninmanta carkan. Cayka Jesucristopaj abueloncuna: 
JHN.21.22	—Cutimunaycama causananta munayman chayri, ¿imataj kanman importasunqui? Kanka, nokawan puriy.
JHN.21.23	Chay niskanraycu creyentecuna ninacorkancu: “Chay discípulo mana wañonkachu” nispa. Jesuska mana niskachu mana wañunantaka, niskanka cayllami: “Cutimunaycama causananta munayman chayri, ¿imataj kanman importasunqui?”
JHN.21.24	Chay quiquin discípulo cay librota escribispa caycunata willacun. Yachanchis verdadta niskanta.
JHN.21.25	Jesús achqha wajcunatawan ruwarkan. Achqha, sichus ujmanta uj escribincuman chayka, pensani tucuy cay pachapipas mana campo cananta chay escribiska librocunata churanapaj. Ajina cachun.
ACT.1.1	Sinchi respetaska Teófilo, ñaupajcaj libroypi escribimorkayquiña tucuy imata Jesús ruwaskanta yachachiskantawan, naciskanmantapacha 
ACT.1.2	janaj pachaman puripunan p'unchaycama. Manaraj puripuchcaspa, Santo Espíritu uqhunta ajllaska apostolnincunaman imata ruwanancuta yachacherkan. 
ACT.1.3	Wañuskamanta causarimuspataj, Jesús quiquin apostolnincunaman ricuchicorkan ciertota causarimuskanta yachanancupaj. Tawa chunca p'unchaycama jinata paycunaman riqhurerkan, Diospaj gobiernonmanta parlaspa.
ACT.1.4	Apostolnincunawan cachcasparaj, Jesús nerkan:
ACT.1.4	—Jerusalenpi suyaychis Tataypaj prometicuskan junt'acunancama. Noka chay promesanmanta parlarkayquichis. 
ACT.1.5	Ciertota unullawan Juan bautizarkan, cay pisi p'unchaycunamantataj kancuna Santo Espirituwan bautizaska canquichis.
ACT.1.6	Jesuswan tantaska cachcajcuna taporkancu:
ACT.1.6	—Señor, ¿cunitanchu Israel llajtaman cutichipunqui ñaupaj jina gobiernonta?
ACT.1.7	Jesús contestarkan:
ACT.1.7	—Mana kancunaman tupasunquichischu yachanayquichiska ima tiempochus chayri ima p'unchaychus cananta Dios Tatalla atiyniyoj gobernananpaj. 
ACT.1.8	Jayc'ajchus Santo Espíritu kancunaman jamojtin, Diospaj atiyninta jap'ekanquichis. Chaywantaj purispa nokamanta willaramunquichis Jerusalenpi, tucuy Judea llajtacunapi, Samaria llajtacunapi, tucuy cay pachapipas.
ACT.1.9	Apostolnincuna khawachcajtincu, Jesús chayta nispa janaj pachaman puriporkan. Uj phuyu tapaycapojtin, manaña ricorkancuchu. 
ACT.1.10	Imaynata ripuskanta paycuna khawachcajtincuraj, iscay khari yuraj p'achayoj riqhurerkancu, paycunawan sayachcaj. 
ACT.1.11	Nerkancu:
ACT.1.11	—Galileo kharicuna, ¿imaraycutaj janaj pachata khawachcanquichisri? Cay quiquin Jesús chaupiyquichismanta janaj pachaman puripun. Imaynatachus ricuchcanquichis puripojta, ajinallatataj cay caskanta ujtawan cutimonka.
ACT.1.12	Apostolcuna Olivos lomamanta Jerusalenman cutiporkancu. Uj kilómetro puriy jina carkan, samana p'unchaypi leypaj permitiskanman jina. 
ACT.1.13	Llajtaman chayaspataj, alojacuskancu altosniyoj wasiman sekaporkancu. Carkancutaj: Pedro, Juan, Santiago, Andrés, Felipe, Tomás, Bartolomé, Mateo, Alfeopaj churin Santiago, Simón Celote, Santiagopaj churin Judaspiwan. 
ACT.1.14	Tucuynincu tantacojpuni carkancu oracionta ruwanancupaj Jesuspaj waukencunawan, maman Mariawan, waj warmicunapiwan.
ACT.1.15	Chay p'unchaycunapi pachaj iscay chuncayoj creyentecuna tantacorkancu. Pedrotaj sayarispa, nerkan: 
ACT.1.16	“Hermanocuna, Judasmanta Davidpaj escribiskan Escriturapi Santo Espiritupaj niskan junt'acunanpuni carkan. Chay Judaska runacunata pusarkan Jesusta jap'inancupaj. 
ACT.1.17	Nokanchiswan cachcaspa, paypas cay ruwananchispi cachcarkan. 
ACT.1.18	Mana allin ruwaskanmanta pagaska kolkewan uj jallp'ata ranterkancu. Umanejmanta urmakaspa wijsanta phatachicorkan, ch'unchulnincunataj tallicorkan. 
ACT.1.19	Jerusalenpi tiyajcuna yachaspa chay jallp'ata suticharkancu Acéldama nispa. Chay niyta munan: ‘Yawar Jallp'a.’ 
ACT.1.20	Judasmanta Salmos libropi nin: ‘Wasin wijch'uska cachun, chaypi ama pipas tiyachunchu.’ Nillarkantaj: ‘Ruwanantataj waj jap'ichun.’
ACT.1.21	“Caypi nokanchiswan cachcancu Jesucristowan tucuy tiempo purejmasinchis, 
ACT.1.22	Juanpaj bautizaskanmantapacha janaj pachaman puripunancama. Paycunamanta ujninta ajllananchis, Jesucristopaj causariskanmanta willananpaj nokanchiswan cusca.”
ACT.1.23	Chhicataj iscayojta ajllarkancu: Justo niskancu José Barsabasta, Matiastawan. 
ACT.1.24	Diosmanta mañacorkancu, nispa: “Señor, tucuypaj sonkonta rejsinqui. Ricuchiwaycu ari, maykentachus cay iscay kharimanta ajllaskayquita, 
ACT.1.25	Judaspaj cuentanmanta apostolniyqui cananpaj. Judaska juchallicuskanraycu castigoman puripun.”
ACT.1.26	Sorteajtincu, Matiasman chayarkan. Chhicamantapacha Matiaska apóstol carkan chunca ujniyoj apostolcunawan cusca.
ACT.2.1	Pentecostés niska p'unchay chayamojtin, tucuy creyentecuna uj chhicallapi tantaska cachcarkancu. 
ACT.2.2	Konkaylla janaj pachamanta athun suenay jamorkan, sinchi wayra jina. Chay wasipi cajcuna tucuynincu chayta uyarerkancu. 
ACT.2.3	Sapa uj paycuna patapi nina lauray jina riqhurerkan. 
ACT.2.4	Tucuynincutaj Santo Espirituwan junt'a carkancu. Waj idiomacunapitaj parlayta kallarerkancu, Santo Espiritupaj parlachiskanman jina.
ACT.2.5	Jerusalén llajtapi tucuynejmanta chayamoj judiocuna cachcarkancu, religión costumbreta junt'anancupaj. 
ACT.2.6	Chay jina suenamojta uyarispa, runacuna tantacamorkancu. Sapa uj paycunapaj quiquin idiomanpi apostolcunata parlajta uyarispa, musphararkancu, ni imata pensayta atispa. 
ACT.2.7	Sinchitapuni muspharaspa, uj ujcuna ninacorkancu:
ACT.2.7	—¿Manachu tucuy cay parlachcajcunari Galilea llajtayojcuna? 
ACT.2.8	¿Imaynataj sapa ujpaj idiomanchispi parlajta uyarichcanchisri? 
ACT.2.9	Caypi cachcancu tucuy nacioncunamanta: Partia, Media, Elam, Mesopotamia, Judea, Capadocia, Ponto, Asia, 
ACT.2.10	Frigia, Panfilia, Egipto, Cirene kayllapi caj Libia, Romamanta jamojcunapiwan. 
ACT.2.11	Waquincuna judío familiapi nacejcuna, waquincunataj judío religionman cutejcuna. Ajinallataj Cretamanta Arabiamantawan jamuncu. ¡Quiquin idiomanchispi sapa uj uyarichcanchis Diospaj musphana jina athun ruwaskancunamanta parlajta!
ACT.2.12	Tucuynincu musphachcarkancu, ni imata pensayta atispa. Tapucuchcarkancutaj:
ACT.2.12	—¿Ima niytataj munan tucuy cay imari?
ACT.2.13	Waquincuna burlacuspa, nerkancu:
ACT.2.13	—¡Machaska cancu! —nispa.
ACT.2.14	Pedro apostolcunawan cusca sayarispa, alto vozwan nerkan: “Judiocuna, tucuy Jerusalenpi tiyajcuna, cayta yachaychis, niskaytataj allinta uyariychis. 
ACT.2.15	Kancuna machaska caskaycuta creenquichis chaywanpas, mana machaskachu caycu; tutamanta iskon horallaraj canpas. 
ACT.2.16	Astawanka profeta Joelpaj niskan junt'acuchcan. Payka nerkan:
ACT.2.17	‘Dios nin: Khepa p'unchaycunapi tucuy
ACT.2.17	runacunaman Espirituyta chayachisaj.
ACT.2.17	Churiyquichiscuna ususiyquichiscunapas
ACT.2.17	Diosmanta parlankacu.
ACT.2.17	Waynacunataj moskoypi jina riconkacu.
ACT.2.17	Machulacunapas moskoycunata moskoconkacu.
ACT.2.18	Chay p'unchaycunapi khariman warmimanpas,
ACT.2.18	tucuy sirviwajcunaman Espirituyta
ACT.2.18	chayachejtiy, nokamanta parlankacu.
ACT.2.19	Janaj pachapi musphanacunata ricuchisaj,
ACT.2.19	cay pachapitaj señalcunata:
ACT.2.19	yawarta, nina laurayta, phuyu k'osnitapiwan.
ACT.2.20	Inti tutayanka, quillataj yawar jina puca
ACT.2.20	tuconka, manaraj Señorpaj athun glorioso
ACT.2.20	p'unchay chayamuchcajtin.
ACT.2.21	Señorta tucuy wajacojcunaka salvaska cankacu.’
ACT.2.22	“Israel runacuna, uyariychis ari. Cayta niyquichis: Nazaret llajtayoj Jesús kancuna uqhupi milagrocunata, musphana jina ruwaycunata, señalcunatawan ruwarkan. Ruwaskanpi Dios ricuchisunquichis pay Diosmanta caskanta. Chayta allinta yachanquichis. 
ACT.2.23	Chaywanpas Diospaj ñaupajmantaña waquichiskanman jina kancunaman pay entregaska cajtin, kancuna presota jap'ichinquichis. Wañuchinquichistaj, mana allin ruwaj runacuna chaupipi chacataspa. 
ACT.2.24	Diostaj causarichin wañuy nanaycunamanta libraspa, imaraycuchus wañoyka mana atipayta aterkanchu. 
ACT.2.25	Gobernaj David Jesusmanta nerkan:
ACT.2.25	‘Nokaka ñaupakeypi Señorta ricullajpuni cani.
ACT.2.25	Paña ladoypi pay cajtin,
ACT.2.25	ni ima urmachiwankachu.
ACT.2.26	Chayraycu sonkoyka cusicun,
ACT.2.26	simiytaj taquin cusicuywan junt'a.
ACT.2.26	Diospi confiacuspa,
ACT.2.26	causanka tucuy runa cayneyka.
ACT.2.27	Imaraycuchus sepulturapi mana sakerpayawanquichu.
ACT.2.27	Nillataj santo sirvejniyquipaj cuerponta ismuchinquichu.
ACT.2.28	Causay ñanta ricuchiwanqui.
ACT.2.28	Kanwan cajtiytaj, cusiywan junt'achiwanqui.’
ACT.2.29	“Llajtamasicuna, sut'inta niyta munayquichis ñaupaj tatanchis Davidmanta. Payka wañuporkan, p'ampaska carkan, caypitaj nokanchiswan sepulturan cachcan. 
ACT.2.30	David profeta caspa yacharkan Dios juramentowan prometicuskanta ujnin pariententa gobernajta churananpaj. 
ACT.2.31	Ajinaka ricuchcanmanñapas jinata, Jesucristo causarinanmanta David parlarkan. Nillarkantaj sepulturapi mana quedananta ni cuerponpas ismunanta. 
ACT.2.32	Dios cay Jesucristota wañuymanta causarichimorkan. Nokaycutaj tucuy caycunamanta testigo caycu. 
ACT.2.33	Pay okhariska carkan, Diospaj paña ladonpi tiyaycunanpaj. Dios, prometicuskanman jina, Santo Espirituta payman korkan. Paytaj chay Espirituta nokaycuman cachamorkan, imaynatachus cunan ricuchcanquichis uyarichcanquichistaj ajinata. 
ACT.2.34	Mana Davidchu janaj pachaman okhariska carkan; chaywanpas payka nerkan:
ACT.2.34	Dios Señorniyta nerkan:
ACT.2.34	‘Tiyaycuy paña ladoypi,
ACT.2.35	noka enemigoyquicunata atipaspa
ACT.2.35	chaquiyqui uraman churanaycama.’
ACT.2.36	“Tucuy Israel runacuna ciertota yachachuncu, Dios cay quiquin kancuna chacataskayquichis Jesusta churan Señor, Cristotaj cananpaj.”
ACT.2.37	Chaypi tantaska cajcuna cayta uyarispa, sinchitapuni llaquicorkancu. Taporkancutaj Pedrota waj apostolcunatapas:
ACT.2.37	—Waukecuna, ¿imatataj ruwasajcu?
ACT.2.38	Pedrotaj paycunaman contestarkan:
ACT.2.38	—Sapa ujniyquichis Diosman cutiricuychis, bautizachicuychistaj Jesucristopaj sutinpi, Dios juchayquichista perdonananpaj. Ajinapi Dios Santo Espiritunta kosunquichis. 
ACT.2.39	Cay promesaka kancunapaj, wawayquichiscunapaj, tucuy carupi cajcunapajpiwan. Niyta munan: picunatachus Señorninchis Dios wajayta munan, chaycunapaj cay promesaka.
ACT.2.40	Caycunawan waj palabracunapiwan Pedro nerkan:
ACT.2.40	—¡Salvacuychis, cay sajra runacunawan cusca mana castigaska canayquichispaj!
ACT.2.41	Ajina Pedropaj willaskanta creejcuna bautizaska carkancu. Chay p'unchay quimsa waranka jina creyentecunaman yapacorkancu. 
ACT.2.42	Tucuynincu apostolcunapaj yachachiskanpi firme quedacorkancu, tucuy cajnincuta jaywanacuspa, oracionta ruwaspa. Tantaycucuspataj, t'antata partispa junto miqhorkancu.
ACT.2.43	Apostolcuna achqha milagrocunata señalcunatawan ruwajtincu, tucuy musphararkancu. 
ACT.2.44	Tucuy creejcunaka ujchaska carkancu, tucuy cajnincuta paycunapura jaywanacuspa. 
ACT.2.45	Jallp'ancuta ima cajnincunatawan vendispa, kolketa jaywararkancu sapa uj pisichicuskanman jina. 
ACT.2.46	Sapa p'unchay templopi tucuynincu tantacoj cancu. Wasicunapi t'antata partispa, athun cusicuywan sumaj sonkowan junto miqhorkancu. 
ACT.2.47	Diosta alabarkancu, tucuy runacunapas paycunata respetarkancu. Señortaj sapa p'unchay salvaska cajcunata iglesiaman yapachcarkan.
ACT.3.1	Uj p'unchay quimsa hora tardeyayta, Pedro Juanpiwan temploman purerkancu, oración ruwana horata. 
ACT.3.2	Chaypi tucuy p'unchay uj naciskanmantapacha such'u runata churaj cancu Hermosa niska sutiyoj puncupi, tucuy yaycojcunamanta limosnata mañacunanpaj. 
ACT.3.3	Such'u runataj Pedrota Juantawan temploman yaycuchcajta ricuspa, limosnata mañacorkan. 
ACT.3.4	Such'uta khawarispa, Pedro nerkan:
ACT.3.4	—Khawariwaycu.
ACT.3.5	Such'utaj khawarerkan, imallatapas konancuta yuyaspa. 
ACT.3.6	Pedrotaj nerkan:
ACT.3.6	—Mana kolkepas ni koripas capuwanchu, chaywanpas imachus capuwajllata koskayqui. Nazaret llajtayoj Jesucristopaj sutinpi jatariy, puripuy.
ACT.3.7	Chayta nispataj, Pedro paña maquinmanta jap'ispa, sayaricherkan. Chhicapacha chaquincuna mokoncunapas c'uchiyaporkan. 
ACT.3.8	Ujta saltaspa sayarerkan, puriytataj kallarerkan. Paycunawan temploman yaycorkan, saltaspa Diosta alabaspa. 
ACT.3.9	Tucuy runacuna such'uta ricorkancu, Diosta alabaspa purichcajta. 
ACT.3.10	Rejserkancu imaynatachus cay runa Hermosa sutiyoj puncupi tiyaycuspa limosnata mañacoj caskanta. Purichcajta ricuspa, manchariska musphararkancu.
ACT.3.11	Such'umanta alliyaska runa Pedrota Juantawan mana cacharerkanchu. Salomón niska patiopi cachcajtincu, chayman tucuy runacuna phawamorkancu, musphararkancutaj. 
ACT.3.12	Pedro chayta ricuspa, nerkan: “Israel runacuna, ¿imaraycutaj muspharachcanquichis? ¿Imaraycutaj khawawanquichis, nokaycupas atiyniycuwan cay runata alliyachiycuman, chayri Diosta yupaychaskaycuwanpas purichiycuman jinata? 
ACT.3.13	Dios, Abrahampaj, Isaacpaj, Jacobpaj, ñaupaj abuelonchiscunapajpiwan Diosnin, sirvejnin Jesusman astawan athun honorta kon. Cay Jesusta kancuna autoridadcunaman entreganquichis. Payta Pilato cachariyta munajtin, kancuna mana munarkanquichischu. 
ACT.3.14	Jesús justo mana juchayoj cachcajtinpas, paypaj cachariska cananta mañaypachaka runa wañuchej cachariska cananpaj mañarkanquichis. 
ACT.3.15	Ajinata salvación causay kojta wañuchinquichis. Chaywanpas Dios causarichin. Chaymanta nokaycu testigo caycu. 
ACT.3.16	Cay such'u runaka Jesuspaj sutinpi creeskanwan alliyan. Kancuna payta ricunquichis, rejsinquichistaj. Atiyniyoj Jesuspi creeskanraycu alliyaskata tucuyniyquichis ricuchcanquichis.
ACT.3.17	“Waukecuna, noka yachaniña, Jesusta mana pi caskanta yachaspa, kancuna jefeyquichiscunapiwan wañucherkanquichis. 
ACT.3.18	Chay jinamanta Dios junt'arkan tucuy profetancunapaj ñaupajmanta willaskancuta, Cristo wañunan niskanta. 
ACT.3.19	Chayraycu Diosman cutiriychis, converticuychis, pay juchayquichista perdonananpaj. Chhica Dios sonko tiyaska samaricuyta kosunquichis. 
ACT.3.20	Kallariymantapacha kancunapaj Cristota ajllaska, cachamunasunquichispaj. 
ACT.3.21	Cunanka Jesucristo janaj pachapiraj canan, Dios tucuy imata niskanman jina churanancama, ñaupaj tiempopi causaj profetacunapaj niskanman jina. 
ACT.3.22	Moisés ñaupaj abuelonchiscunaman willarkan: ‘Señor Diosniyquichis kancuna uqhumanta uj profetata okharenka nokata jina. Casucuychis paypaj tucuy ima niskanta. 
ACT.3.23	Tucuy mana casucojcuna Diospaj llajtanmanta wijch'uska cankacu.’
ACT.3.24	“Cay p'unchaycunamanta tucuy profetacuna Samuelmantapacha parlarkancu. 
ACT.3.25	Profetancuna uqhunta abuelonchiscunaman Diospaj prometicuskancunaka kancunapaj, kancunallapajtaj salvación compromisonpas. Dios Abrahamman nerkan: ‘Tucuy nacioncunapi runacuna bendiciska cankacu mirayniyquicuna uqhunta.’ 
ACT.3.26	Chayraycu Dioska Churinta causarichimuspa, kancunaman ñaupajta cachamorkan, bendiciska canayquichispaj, sapa uj kancuna mana allin causayniyquichismanta Diosman cutiricunayquichispaj.”
ACT.4.1	Pedro Juanpiwan runacunaman parlachcajtincuraj, chayamorkancu sacerdotecuna, templo guardiajcunapaj jefen, saduceocunapiwan. 
ACT.4.2	Phiñaska cachcarkancu Pedropaj Juanpajwan cay jinata yachachiskancumanta: “Jesucristo causariskanpi ricuchin tucuy runa wañuskamanta causarinanta” nispa. 
ACT.4.3	Chayraycu tardeña cajtin, Pedrota Juantawan carcelpi wisk'aycorkancu k'ayantincama. 
ACT.4.4	Chaywanpas Pedropaj willaskanta achqha uyarejcuna creerkancu. Creejcunamanta kharicunalla phichka waranka jina carkancu.
ACT.4.5	K'ayantintaj judiocunapaj jefencuna, llajtapaj jefencuna, leymanta yachachejcunapiwan Jerusalenpi tantacorkancu. 
ACT.4.6	Chaypitaj cachcallarkancutaj curaj sacerdote Anás, Caifás, Juan, Alejandro, curaj sacerdotecunapaj familiancunapiwan. 
ACT.4.7	Pedrota Juantawan pusachimuspa, ñaupakencupi sayaycuchispa, taporkancu:
ACT.4.7	—¿Ima autorizacionwantaj chayri pipaj sutinpitaj caycunata ruwanquichis? —nispa.
ACT.4.8	Pedrotaj Santo Espirituwan junt'a caspa, nerkan:
ACT.4.8	—Llajtapaj jefencuna, waj jefecuna, 
ACT.4.9	kancuna tapuwanquichis uj such'u runata allin ruwaskamanta, yachanayquichispaj imaynamanta alliyachiska caskanta. 
ACT.4.10	Tucuy Israel runacunapas allinta yachanayquichispaj willaskayquichis: cay ñaupakeyquichispi cachcaj runaka alliyachiska atiyniyoj Jesucristopaj sutinpi. Nazaret llajtayoj cay Jesustaka kancuna cruzpi chacatarkanquichis, Diostaj payta causarichin. 
ACT.4.11	Cay Jesusmi rumeka. Kancunataj, wasi ruwajcuna, payta millarpayanquichis. Cunan pay wasi esquinapaj astawan importante rumiman tucun. 
ACT.4.12	Mana wajpi salvación canchu, imaraycuchus Dios Jesusllata cay pachaman cachamun runacunata salvananpaj.
ACT.4.13	Tucuy autoridadcuna Pedrota Juantawan mana manchacuspa parlaskancuta uyarispa, musphararkancu mana estudiaska nitaj educaska caskancuraycu. Repararkancutaj Jesuspaj discipuloncuna caskancuta. 
ACT.4.14	Chaywanpas such'umanta alliyaska runa chaypi paycunawan cachcaskanraycu, apostolcuna contra mana ni ima niyta aterkancuchu. 
ACT.4.15	Asambleamanta jawaman llojsichispa, autoridadpura parlanacuspa, nerkancu:
ACT.4.16	—¿Imanasuntaj cay runacunawanri? Jerusalén llajtapi tucuy cajcuna yachancu cay milagro ruwaskancuta, manataj negayta atinchischu. 
ACT.4.17	Llajtanchispi cay tucuy ima mana yachacunanpaj, paycunata amenazasunchis mancharichinapaj, amaña cunanmanta ni pimanpas Jesuspaj sutinmanta parlanancupaj.
ACT.4.18	Wajaycuspataj, mandarkancu chaymanta ama parlanancupaj ni Jesusmanta yachachinancupaj. 
ACT.4.19	Pedrotaj Juanpiwan contestarkancu:
ACT.4.19	—Kancuna quiquiyquichis niwaychis, Diospaj ñaupakenpi imachus justo caskanta, ¿Allinchu canman ñaupajta kancunataraj casunaycu, icha Diostachu casunaycu? 
ACT.4.20	Nokaycu willanaycupuni ricuskaycuta uyariskaycutawan.
ACT.4.21	Autoridadcunataj amenazaycuspa cachariporkancu. Milagrota ricuskancumanta tucuy runa Diosta alabachcarkancu. Chayraycu autoridadcuna mana imaynamanta castigayta aterkancuchu. 
ACT.4.22	Milagrowan alliyachiska runaka tawa chunca curaj watayoj jina carkan.
ACT.4.23	Pedro Juanpiwan cachariskaña caspa, creyentecunawan tantacoj purerkancu. Willarkancutaj curaj sacerdotecunapaj, llajtaj jefencunapajpiwan tucuy ima niskancuta. 
ACT.4.24	Chayta uyarispa, tucuynincu uj sonkolla Diosman oracionta ruwarkancu, nispa: “Señor, kan ruwanqui janaj pachata, cay pachata, kochata, tucuy cajcunatapas. 
ACT.4.25	Señor, Santo Espirituyqui sirvejniyqui Davidta parlacherkan cay jina niskayquita:
ACT.4.25	‘¿Imaraycutaj runacuna phiñacuywan pitucuncu?
ACT.4.25	¿Imaraycutaj yankhapaj rimanacuncu?
ACT.4.26	Cay pachapi reycuna gobernajcunapiwan junto
ACT.4.26	tantacuspa Señor Dios contra sayarincu,
ACT.4.26	ajllaskan Cristo contrapas.’
ACT.4.27	“Cay llajtapi Herodeska Poncio Pilatowan, Israel runacunawan, waj llajtayoj runacunapiwan tantacorkancu ajllaskayqui Cristo, santo sirvejniyqui Jesús, contra. 
ACT.4.28	Chay jinapi paycuna tucuy kanpaj munayniyquiman jina ruwarkancu, niskayquicuna junt'acunanpaj. 
ACT.4.29	Cunanka khawariy, Señor Dios, amenazawaskancuta. Sirvejniyquicunata callpachawaycu, mana manchacuspa palabrayquita willanaycupaj, 
ACT.4.30	atiyniyquiwan onkoskacunata alliyananpaj, milagrocunata sirvejniyqui santo Jesuspaj sutinpi ruwacunanpaj.”
ACT.4.31	Tucuchajtincutaj, tantacuskancu lugar qharcaterkan. Tucuynincuman Santo Espíritu junt'aycorkan. Diospaj palabrantataj sut'inta willarkancu.
ACT.4.32	Tucuy creyentecuna uj sonkolla, uj runa jinalla pensarkancu. Ni pipas “nokallapaj” nejka carkanchu, ima cajnincupas tucuynincupajta carkan. 
ACT.4.33	Apostolcuna atiywan willarkancu Señor Jesucristopaj causarimuskanmanta. Diostaj tucuynincuta sinchita bendicerkan. 
ACT.4.34	Paycuna uqhupi mana pipas imamantapas pisiska cajchu, imaraycuchus jallp'ayojcuna wasiyojcunapas chay cajnincuta vendispa, 
ACT.4.35	kolketa apostolcunaman jaywaj cancu, tucuyman konancupaj pisichicuskancuman jina. 
ACT.4.36	Chipre llajtamanta uj runa José sutiyoj carkan Levipaj mirayninmanta. Apostolcunataj payta suticharkancu Bernabé nispa. (Chay suti niyta munan: “Sonkochaj runa.”) 
ACT.4.37	Bernabé jallp'anta vendispa, kolketa apostolcunaman apamorkan.
ACT.5.1	Uj runa carkan Ananías sutiyoj. Warmin Safirapiwan jallp'ancuta venderkancu. 
ACT.5.2	Warminwan yachachinacuspa, Ananías waquin kolketa apakaspa, waquillanta apostolcunaman aparkan lliujninta jina. 
ACT.5.3	Pedrotaj payta nerkan:
ACT.5.3	—Ananías, ¿imaraycutaj supay Satanás sonkoyquiman yaycun Santo Espirituta llullachinayquipaj, jallp'ayqui vendiskayquimanta waquin kolketa apakaspa? 
ACT.5.4	¿Manachu jallp'aka kanpajta carkan? Vendejtiyquipas ¿manachu kanllapajtaj chay kolke carkan? ¿Imaraycutaj jinata ruwanqui? ¡Diosta llullachinqui, mana runatachu!
ACT.5.5	Ananiastaj chayta uyariytawan, wañuporkan. Tucuy chayta yachajcuna sinchita mancharicorkancu. 
ACT.5.6	Waynacunataj jamuspa, ayata p'istuycuspa, wantuporkancu p'ampamunancupaj.
ACT.5.7	Quimsa hora pasayta Ananiaspaj warmin jamorkan, cay pasaskanmanta mana imata yachaspa. 
ACT.5.8	Pedrotaj Safirata taporkan:
ACT.5.8	—Niway, ¿chay niskayquichis preciopichu jallp'ayquichista venderkanquichis?
ACT.5.8	Paytaj contestarkan:
ACT.5.8	—Arí, chay preciopi —nispa.
ACT.5.9	Pedrotaj payman nerkan:
