LUK.1.1	Kän mange käsäkädä dackä ngakä wexeki kasogäning na kä'desesäning tä warogkang tä räbäne kä'day, 
LUK.23.34	Neng Yasuwa ngade ka, “Appa, wangi täsa xa säyex ngakong säsogong song.” Na sa asägarugi gadas Yasuwa tä kaliccang sägä'docco sägäcasäng sawany atapayu ndey sälartäs tandugu Yasuwa.
LUK.23.35	Kän kädokolo lale ma, na mändeng ngotorpugä Yaxudiny kädegejeydä ma ngadeccä täma ka, “Ma maxonydä kän. Wanga ma mäxony ngasäma ka cong mäs Almasinä Kalägkang, ani Kaläg kayaxsäng nuxungang!” 
LUK.23.36	Mändey asägaru kängobtä ma ndä 'docco toga buxka kawace täma ka mäwux 
LUK.23.37	ndä ngadeccä täma ka, “Yex ngasägi ka näs buguningzä Yaxudinyang, xonya ngasägi!” 
LUK.23.38	Badaxiccandäng sägärekärejeze täng tä owdu zäma ngade ka, “Buguningzä Yaxudinyanang.”
LUK.23.39	Nuxung märingzi sägadasa tä cengiccämang kalegeyze täma näs langad ngade ka, “Gi näs Almasi song? Ata xony ngasägi na xony was!” 
LUK.23.40	Neng märingzi nuxungang kadux nya accanani ngade ka, “Gi nyigate Kaläg song? Noxo kogkakang na'anggog tä zänggä xäs. 
LUK.23.41	Tä ngakog tireneng xa kog käsogig ngaka siye kog, yä 'doxtong kasog nuxung 'doga tas song.” 
LUK.23.42	Na mawetäde na legey mängade ka, “Yasuwa, känox känoc tä butugkuging wanga agägi wayesäng tagä.” 
LUK.23.43	Na Yasuwa ngade täma ka, “Aläpedäng zänggä nga tägi, xongondong agänang nagi 'doccig tä Pang Kaläg tiyati.”
LUK.23.44	Ani xong kawunäs tä piding, ow kälämaswa täng bägälic kasog sada kodos, 
LUK.23.45	xa xong kadärändä. Na tandänä akäsogaldä axä tämed tä Kaläg kacereswa tä pidi kälaräswa pädax. 
LUK.23.46	Na kala Yasuwa, kabandäsa paccey ka, “Appa, agä ka'daka ligidang tä andägi kala!” Ani mangadäs ngakiyang na mägänungis sanydä nunggäma.
LUK.23.47	Ngotorponu asägarugu Roman kox 'dogi kasogkuwang, na kädädäxti Kaläg ngade ka, “Pezängga 'doxtong käxa lelexang!” 
LUK.23.48	Na kala xä'däni dokoloccu kox 'dogi kasogkuwang, kämele tä pa na zängay. 
LUK.23.49	Na känggi kä'day yex Yasuwang kädokolo täxande na uxugi käräbkädä bangä Yasuwa cawu Calilang kox 'dogi kasogkuwang.
LUK.23.50	Apangandäng säbangäs Yusif nuxung ngotorponu Yaxudinyang, ndä käxa lelexang. 
LUK.23.51	Ndä ma mäpaye 'dogi nycoki kawex ta Yasuwang song. Ma mäs me bo pana säbangäs Armataya tä cabärä Yaxudiya ndä mäbene bugundugku Kaläg.
LUK.23.52	Yusif kä'doc ta Pälatis ka toga wanä Yasuwa täma. 
LUK.23.53	Na Pälatis kagixi kadogas ma ka mä'doc mäcoccoley wanä Yasuwa. Na kala mamulungi na darnase mägä'doc mägälola taxä morogsa sadotogey tä ngayic ndä kax taxä nuxung sabosu kig täng song. 
LUK.23.54	Ndä nya xongondeneni xongondu deleygä wexetang xa xongondu Sapid ngäte.
LUK.23.55	Uxugi kabag bangä Yasuwa cawu Calilang, kä'docco tä bangä Yusif käsay morog na bokosänaki sabokasanäs wanä Yasuwang. 
LUK.23.56	Na sägämele tä pa sägä'docco sägädeley may na midä mäxäs. Na sägänunducco tä xongondu Sapid xa asiriye Musa kangad mänang.
LUK.24.1	Xongondi tä bangä xongondu Sapitang, tä kesekä ow uxuwatäng kä'docco tä copku morog koyo mäxäsi sägädeleyang. 
LUK.24.2	Sägä'docco sa'doxa kädandafi gärenggärengeswa tä cengic, 
LUK.24.3	ani sägä'docconäs saläsäs axä morogkang, sa'doxa wanä Bazuwec Yasuwa wundung taxä morog.
LUK.24.4	Na sägädongasa sägäre ngakä 'dogi kasogkuwang, na tetex apanginy pädax kawayesäno kälagä tanduga dulatulajeccä kädokolo tä wadäkäsa. 
LUK.24.5	Na nyigatäg kadeles sa uxugi de kädukurusuno täzäg neng sa apanginygi pädaxang ngadeccä täsa ka, “Oxadi siye anggo nyamadang käxa oxacca tä warä kängga käxseng? 
LUK.24.6	Mandäng todong song, mabägäng tä xäs! Nimäning ngaki maläpäng tanggo tä cukuma tä Calilang, 
LUK.24.7	aki ka Päxä Käxa Jul basa sä'docco sämenes tä asänggä kängga tasiny ndey gadas ma tä kalic, na tä sängädi sogo kodoseneng, mängäsata tä xäs.”
LUK.24.8	Na sa uxugi sagäräng legeygi Yasuwa kalegey täsang, 
LUK.24.9	na sägämele na morog sägä'docco saläpe ngaki kä'day kasogunong ta känggi Yasuwa käligä asiny wang nuxungang na tä kulung känggi tängang. 
LUK.24.10	Sa uxugi kox ngakiyang Mariyom Macidalinang na Xana na Mariyom bo Yaxupag na kulung uxugi nasang sag kaläpe ngaki tä känggi Yasuwa käligäng. 
LUK.24.11	Neng ngaki uxugi käcopu morog kaläpe täsang samen song xa sälaleyis degejey winy.
LUK.24.12	Na Putros kangäsa koy kä'doc kälim morog ka'doxa darnaseni samulungis Yasuwang winy. Na mägämel tä pa mägäbabangwa tä ngaki kasogunong.
LUK.24.13	Tänya xongondi menggä räbkä Yasuwagi pädaxang wedetese tä päxä cabära säbangäs Imawus, ndä kä'dalangaswa bate sada pädax na Ursalim. 
LUK.24.14	Ndä sälege ngakä wegki kä'day kasoguning ta Yasuwang. 
LUK.24.15	Na tä zänggä legeygäsagi, Yasuwa kacubugiswa täsa wedeccä nasa 
LUK.24.16	neng agäsa kamägäning sabäles ma song.
LUK.24.17	Na Yasuwa kangada täsa ka, “Legeygatiyakang legedeng ndä wedetesengang?” Na käkäräb sägädokalasa sägänyonyey agäsa.
LUK.24.18	Na nuxung accäsani age ka Kiloppasang kabuc täma ka, “Giningang watäkägi näs palangasic tä Ursalim tä enggä sänggongang dexä 'di ngaki kasogunong?” 
LUK.24.19	Na mängade täsa ka, “Ngaka keyag?”
LUK.24.19	Na sabuc täma ka, “ 'Dogi kasogkuwa ta Yasuwa me Nasrang. 'Doxteneni Kaläg kadoga panggudug täng na wexed na legey kasog kabälesäwa ka me logeygä Kalägkang kayaxsäng tä kän kä'day, 
LUK.24.20	ndä bazuwinygä axä tämed tä Kaläg na ngotorpugusko kamenes ma sägadas ma tä kalic ndä säpax ma. 
LUK.24.21	Yä was wakabokosunig ka mang mäs Almasini kawung ndey ka xony Israyilang. Ndä ganang seley ngakong kala satäng säng pädax ndä kodosenenang. 
LUK.24.22	Ndä mändey kulung uxugi tä waräskong kabal mäganygusko ow tudizong xa saloxtu ow sägä'docco tä morog. 
LUK.24.23	Sägä'docco sa'doxa ngaccä wanäma song na sawuno saläpäng täwas ka sägox malayikada läpede täsa ka moxacca. 
LUK.24.24	Ndä kulung känggi nawasang kä'docco tä morog ka'doxa sangaki saläpäng täwasang kalayenäs wega ndä sägox ma song.”
LUK.24.25	Na Yasuwa ngade täsa ka, “Ama kängga kamanande, oxadi mäganygägo päpäxiny tä menekä ngakä menggä logeygi kalegeyze tanggong! 
LUK.24.26	Anggo käbäleng ka basa Almasi cäläxtiwa ndey sädädäxti song?” 
LUK.24.27	Na madeb geneygä ngakä me logey Musa na menggä logeygi kä'dayang, mägene kä'day ngaki gärekärejesäno tä ngakä ngasäma tä kaxsä Sorunu Kalägkang.
LUK.24.28	Ani sawunonäs käsac tä wang päxä cabärang, Yasuwa kasoguswa käxa paye warä päxä cabär, 
LUK.24.29	neng sapappaledä ma ka mä'doc mälay nasa xa ow kamo'dsa. Na kala mägä'doc nasa.
LUK.24.30	Ani magurus siyad nasang, mabag raxif, malog Kaläg ndä mäbeny, ndä mälarta täsa. 
LUK.24.31	Na todi agäsa kalengesäning, na sajenggerey ma sabäles ma. Na käkäräb mägä'duywa täsa. 
LUK.24.32	Na sängadeccä tä ngastänggäsa ka, “Yä päx mäganygog kalaye tidiny tä ngaki kä'dang mägene tägog tä akäsog näs käkä Sorunu Kalägkang song?”
LUK.24.33	Na tänya owdi sägämelese tä Ursalim. Sägä'docco sa'doxas känggämagi mägäligä asiny wang nuxungang na kulung känggi todiyang kudurisuno 
LUK.24.34	na sa känggi sa'doxa kädurisunong läpede täsa ka, “Nästire Bazuwec kangäsa tä xäs, de maparaswa ta Saman Putros!” 
LUK.24.35	Na sagi pädaxang mändey sadedebeyde ngaki kasoguno täsa tä akäsogkang, na benyeki mabenyis raxif de sabälenäs mang.
LUK.24.36	Ani menggä räbkä Yasuwa legeyis ngakämang, ma Yasuwa täzäma magayasawa tä waräsa mängade täsa ka, “Amodo anggo.” 
LUK.24.37	Neng sägox ma na mäganygäsa kabal sa na nyigatäg kamen sa soxo ka sägox arälodic.
LUK.24.38	Na mängade täsa ka, “Oxadi siye anggo nyägadänyang na basadang mäganygägong? 
LUK.24.39	Lala asänggang na badagä exenggang, agänangang! Läbe wanang na lala, arälodic yandäng tä wane na ngay song yä lalang agä gang anggo noxadang ngayakang tä wanang na ya.” 
LUK.24.40	Ani malegeyis legeygongang, madoga badadagä exenggäma na asänggäma ka säzay.
LUK.24.41	Ndä musku säcukuludäning samen ngaki mangatang song xa wadäkäsa tidiny tä oxakäma de sägädongo. Na mamän sa ka, “ 'Doga siyewa tanggo todongandäng päx?” 
LUK.24.42	Na tetex sabag axsicca käbux sadoga täma 
LUK.24.43	na mabag masiy tagäsa tänya owdi.
LUK.24.44	Na mängade tä menggä räbke ka, “Ngakanggongag kaläpäng tanggo ani musku cuccusig nanggong, ka ngaki kä'day gärekärejesäno tä ngakang tä asiriyenä Musa na tä sorunu menggä logey na tä Sorunu Masmurang ka bal päsesäwa.”
LUK.24.45	Na malenge zänggäsa ndey ka säbäle ngakä Sorunu Kaläg, 
LUK.24.46	ndä mängade täsa ka, “Sägädokoley gärekärejey tä Sorunu Kaläg ka Almasi bal cäläxtiwa ndä äxsä ndä ngäsa tä xäs tä sängädi kodosang. 
LUK.24.47	Sädebe duwaleygä agä Almasi tä Ursalim na tä cabärta kä'day. Säduwale nga tä kän ka xajkä mäganyga tä ngaka tasiny ndey Kaläg wanga ngaka tasiny täng. 
LUK.24.48	Ndä anggo käzayang ngakong nagägo seley ndey läpeng tä kulung kän. 
LUK.24.49	Ndä gang lala, agä ayaxsedäng 'dogi Appanang kangad ngakeneng. Neng nycicci tä Ursalim basa Kaläg yaxsäng panggudug tanggo.”
LUK.24.50	Na Yasuwa kabag menggä räbke kä'docco nang tä owda säbängäs Petani, na mayuxi asänggäma tiyati mapes sa. 
LUK.24.51	Ani mäpesecenäsang, Kaläg kabag ma tä pane tiyati.
LUK.24.52	Na kala sägädukurusuno sägädädäxti ma. Na kala sägämelese tä Ursalim na led, 
LUK.24.53	na todotol sädädäxti Kaläg tä axä tämed tä Kaläg.
