MAT.1.1	SIN AK'SIN Jesus Christ David okkuai' Abraham okkuai' un'ix o sĭnaks' oaiĕxĕsts. 
MAT.24.7	Aiok'auaua aksipua'tseiau aiokauai'i ki nin'naiisĭnni aksipua'atomiau nĭn'naiisĭnni; ki ak'unnatosiu aau'ŏssĭnni, ki ak'itstsiu okh'tokosĭsts, ki ksŏk'kumă otaks'ikauopiisĭsts, ki akokŏnau'toitstsiiau. 
MAT.24.8	Am'osts Istokŏnau'mŭtŭpipuĭnawkuyii' sists. 
MAT.24.9	Kitakaumŭts'kakipuau kŏkĭtapauksĭstutoksi, ki kĭtaks'enikoaiau: ki kŏnai'okauaua kumutaks'tsĭmmĭmmokoau nitsĭn'ikŏsĭm. 
MAT.24.10	Ki akai'tappix akĭstskĭmskŭkiau ki akaumŭts'katseiau, ki akau'kĭmotseiau. 
MAT.24.11	Ki akaiĕm'ix ksĭs'tapsix prophetix aksipuauiau ki aksipĭsksĭs'tutuyiuax. 
MAT.24.12	Ki sauo'kŏmotsitappiisinni otakau'osi, akai'tappix otŭkome'tŭksuaii akstuyiuaie. 
MAT.24.13	Ki annŏk' eikak'ĭmauŏk umuk'itsipi aksikŏmotse'piau. 
MAT.24.14	Ki am'ok nĭn'naiisĭnni ĭstŏkh'sitsĭniksĭnni ak'anĭstop kŏnŭs'ksŏkkum, kŏnai'okoaua mŏks'ksĭniĭsauaie; ki umuk'itsipi ak'otŭmitoto. 
MAT.24.15	Ninĭm'ĭnnoainiki ŭs'tsĭmetsipi Daniel otan'ĭstopi atsĭm'apii ĭstai'puyĭssi (annŏk' an'ĭstomŏk ŭnnĭsts'ksĭnĭssi:) 
MAT.24.16	Anniks'isk Judæa itau'pixk ŭnnianĭstitŭpoks'kasau nitum'moĭsts: 
MAT.24.17	Annok' itokh'itaupiuŏk oko'ai pĭnŭnĭsts'ĭnĭssaatos mŏk'sauautsĭssi itsipsts'tsii oko'ai: 
MAT.24.18	Annŏk' ĭnsĭmman itau'piuŏk pinŭt'ŭnĭstsskos mŏk'otsĭssi otsĭstotos'ĭsts. 
MAT.24.19	Anniks'isk ipitap'piixk ki ŭs'takataxk aksksĭnĭmiau makapi annists'ĭsts ksĭstsiku'ĭsts! 
MAT.24.20	Atsĭmoiikak kŏk'stautsĭmutasuai stuyĭssi, ki ĭssĭk'opiiksĭstsikui. 
MAT.24.21	Annik' omŭx'ipuĭnasĭnni ak'itstsiu, istsitsĭs'si ksŏk'kŭm, ki annok' manĭsts'ipuĭnapspi, aksĭs'tŭpŭnĭstsipuĭnapsiu, ki ĭs'sotsk matakotŭmanĭstsipuĭnapsiu'ats. 
MAT.24.22	Ki annists'ists ksĭstsiku'ĭsts sauun'natsĭstutsĭsĕsts mat'akitstsipa matap'pi itsikŏmotse'piaiau; aumai'tŭkkixk, osto'auai itunnats'ĭstutsĭmĕsts annists'ĭsts ksĭstsikuĭsts. 
MAT.24.23	Kŭmĭts'tsiki matap'pi kitai'akaniki Sŭm'mĭs, am'auk Christ, ki om'auk; pinau'maitos. 
MAT.24.24	Ksĭs'tapsix Christix akitsipuau'iau ki ksĭs'tapsix prophetix, ki akanĭs'tsĭnnŭkiau omŭk'apstosĭsts ki pĭsats'kasĭsts; ki ikŭm'itstsiki aks'ipĭstsiksĭstutuyiauax aumai'tŭkkixk. 
MAT.24.25	Sat'sik, kikau'anĭstopuau. 
MAT.24.26	Kŭm'anĭstsenikiau sat'sit ksĭs'tapsksŏkkuyi ŭn'amauk; pini'tappoat; Sa'sit, sĭmiap'ioyĭsts ŭn'amauk; pinaumai'tŭkkik. 
MAT.24.27	Ksĭstsikum' manĭsttotsipuksipupi umut'autstsipi apinŏk'kuyi, ki manĭstsitŭpikŭnatspi ame'totsi; netoi' ak'ŭnĭststsiu nĭn'au okku'i otos'aie. 
MAT.24.28	Mĭksĭnii otsits'tsipi, ŭn'nim pi'tax akomooi'iau. 
MAT.24.29	Annists'ĭsts ksĭstsiku'ĭstsk ĭstsipu'ĭnasĭsts otaiksiuos'au, nato'si akski'ĭnŭm, ki kokum'ikesŭm matakanakĭmauats, ki kŏk'atosix akotots'ĭnĭssiau, ki spots'im otsĭs'kŏpsĭnni akauŭt'apixip: 
MAT.24.30	Ki Nin'auă okku'i otap'stosĭnni akitsĭnakoaie spots'im: ki ksŏk'kum ĭstokŏnai'tappix ak'otŭmauyesiau, ki aks'ĭnnoyeiau Nĭn'au okku'i spots'im istsĭssoksĭs'tsikuĭsts itsipsts'otosi, otŭmap'sĭnni ki omŭxĭk'kŭnnasĭnni akopoto. 
MAT.24.31	Ki ak'itŭpskuyiuax otatsĭm'otokatatsix ak'soksĭkkiax, ki aumai'tŭkkixk akitotomoi'piiauax, nĭssoo'ĭsts sopu'ĭsts ki spots'im umuk'itsipi: 
MAT.24.32	Annok', ĭsksĭnik parable omŭx'ĭnĭstsĭs; okŭn'iksi otsa'kiŭkkĭnĭsĭssi, ki otsuio'pokassi, kitsksĭnipuau nepu'yi itasts'tsiu; 
MAT.24.33	Neto'i maks'ĭnĭmenoainiki annists'isk, ĭsksĭnik, mŏkaststsĭssi, ito'to okh'sepĭstanĭsts. 
MAT.24.34	Kitau'mŭnĭstopuau am'oi o'tappiisĭnaii mataksĭstapu'ats otsauomaisŭpanĭs'tsiosau annists'isk. 
MAT.24.35	Spots'im ki ksŏk'kum ak'eitsĭnikau, ki nitse'poawsĭsts matakeitsĭnikau'ĕstsau. 
MAT.24.36	Annik' ksĭstsiku'ik ki annik' itai'ksĭstsikumiopik matsksĭnĭm'ats matap'pi, Spots'im ĭstso'tokatatsix matsksĭnĭm'axauaie, Nin'a nits'ksĭnĭmaie. 
MAT.24.37	Noe otsiksĭs'tsikumĭsts manistsi'piĕsts, netoi' ak'anĭsttsiiĕsts Nĭn'au okku'i oto'saie 
MAT.24.38	Otsauomo'kŏnaiokkeuasi ksŏkkum manĭstau'yipiau ki manĭstai'sĭmipiau, manĭstok'kemipiau manĭsta'pikŏttŭkkipiau, itŭp'itsiu annik' ksĭstsikuik, Noe otsit'sŭppopĭssi akh'iosatsĭs. 
MAT.24.39	Ki matsksĭnĭm'axau otsauomo'kŏnaiokkeuasi ki itsau'inakuaiĭstutuaiau; netoi' ak'anĭstsiu Nĭn'au okku'i oto'saie. 
MAT.24.40	Natsitappiix akotŭmitau'piiau insĭm'man: nituks'kŭmi ak'otoau, ki stsĭk'i ak'skĭtau. 
MAT.24.41	Natsitappiĭx akex' akĭtaipĭk'iakiau; nituks'kŭmi ak'otoau, ki stsĭk'i ak'skĭtau. 
MAT.24.42	Ŭn'nikaie mokŏkik: kimats'ksĭnipuau annik' itai'ksĭstsikumiopik kitsĭn'aimoau otai'akĭtotopik. 
MAT.24.43	Am'okă ĭsksĭnĭk', Napioyĭs ĭstŏkhsĭn'auă otsksĭnĭm'opi annik' itai'ksĭstsikumiopik otai'akitotosi kŏmos'iepĭtsĭuă ĭs'taiŭskskŭmiuopi, ĭstai'saiepukĭtsetsĭmopi oko'ai ĭstokitsĭm'i mŏkopokse'ĭsaie. 
MAT.24.44	Ŭn'nikaie ŭk'aisŭppuiapĭstotosĭk; kitsit'sisauaitsitatopuai, Nĭn'au okku'i ak'itoto. 
MAT.24.45	Tŭkka' aumai'tŭkki ap'otŭkkiuă, ki mokŏk'i apotŭkkiuă annŏk' otsĭn'aim otĭnaiăts'okŏk oko'ai ĭstsitappim'ix, mŏk'okŏmotokotŏsax otso'ŏsĭnoauĕsts? 
MAT.24.46	Atsĭm'siu annŏk ap'otŭkkiuŏk, otsĭn'aim oto'saie otak'okonokaie netoi' it'ŭnĭstsĭstutsimaie. 
MAT.24.47	Kitau'mŭnĭstopuau, akokŏnitainaiăts'iuaie otokŏnai'nanĭsts. 
MAT.24.48	Ki annŏk sauum'itapotŭkkiuŏk, makotots'anĭssi u'skĕttsipŏppi ai'sŭmsiu nitsĭn'aim; 
MAT.24.49	Ki makaumŭtŭpauaiak'iŭssi ot'opokapotŭkkimax, ki makopoks'oyimŭssi ki mak'opoksĭmimŭssi ai'sĭmix; 
MAT.24.50	Annŏk' ap'otŭkkiuŏk otsĭn'aim ak'oto annik' kustsiku'ik otsauomŭsks'kŭmosaie, ki annik' itai'ksĭstsikumiopik otsauomŭs'ksĭnniĭssi, 
MAT.24.51	Ki akaiaketsĭn'iuaie, ki aiakokotsiuaie mŏk'itaupĭssaie otsitau'pipiax ksĭstapokŏmotsităppiansix: annim' ak'itstsiu asain'sĭnni ki satse'kĭnani.
MAT.25.1	SPOTS' IM ĭstsĭn'naiisĭnni aketum'anĭstsiau ke'pix ake'kuax, anniks'isk mat'tuyixk ot'anakimatsuauĕsts, ki itsux'iau mŏkota'tsemŏsau annŏk' ai'akokemiuŏk. 
MAT.25.2	Ki nĭs'itsix mokŏk'iau, ki nĭs'ĭtsix mat'tsapsiau. 
MAT.25.3	Anniks'isk mat'tsapsixk nito'tsĭmiau ot'anakimatsuauĕsts, ki, mattotŭkkiu'axau okke'anakĭmatsĭs: 
MAT.25.4	Ki mokŏk'ixk ipok'iotscmiau otanakimatsuauĕsts okke'anakĭmatsis, kos'ĭx itsŭp'pitŭkkiau. 
MAT.25.5	Annŏk' ai'akokkemiuŏk otai'sŭmsi, ikŏnai'okano'piiau ki ikŏnai'okax. 
MAT.25.6	Ki itŭt'sikiikokoi ikum'iŭstutsip, sat'sik, ak'okemiuă ai'puksipu; Sŭksĭk' kŏkotatsemŏssuai. 
MAT.25.7	Itŭmokŏnaipuau'iau am'ox ake'kuax, ki ikŏn'itaisŭppasuyĭnŭkiau otanakimatsuauĕsts. 
MAT.25.8	Ki mat'tsapsix an'ĭstsiauax mokŏk'ix, kok'ĭnan kitŏk'keanakĭmatsuai; tŭk'ka, nitan'akimatsĭnanĕsts ŭk'aiitsĭnikaiau. 
MAT.25.9	Ki mokŏk'ix an'ĭstsiauax, Sa; matakakauo'ats ksĕstŭn'un: Is'tapuk aumŭts'kotŭkkix kŏk'opumattosuai. 
MAT.25.10	Ki otsakiaitapposau mŏk'opumattosau, aiakokemi ito'to; ki anniks'isk sopuiap'ĭstotosĭxk ipok'sipimiauaie okkem'sĭnni: ki ai'okip. 
MAT.25.11	Sako'okhtsi mat'tsapsix nokŭt'otoiau ki an'iau, Nin'a, nin'a, kauai'pĭxĭkĭnan. 
MAT.25.12	Ki an'ĭstsiuax, kitau'mŭnĭstopuau kimats'ksĭnopuauats. 
MAT.25.13	Ŭn'nikaie mokŏkĭk', tŭk'ka, kimats' ksĭnipuauats annik' ksĭstsiku'ĭk ki annik' itai'ksĭstsikumiopik Nin'au okku'i otai'akĭtotopik. 
MAT.25.14	Spots'im ĭstsĭn'naiisĭnni netum'anĭstsiu nĭn'au annŏk' piuo'ŏk, ki ninikŏt'tsiuax otap'otomokix, ki ikotsiu'ax otsinan'ĭsts. 
MAT.25.15	Ki tuks'kai ikotsiu'aie nĭsĭtsi'i itawk'pumaupix ki stsĭk'i na'tokai, ki stsĭk'i nituks'kai; ki kŏnai'tappix itanistokotsiu'ax manĭst'okotsĭstutsipiau; ki itau'matto. 
MAT.25.16	Annŏk' ikuyiu'ok nĭsĭtsi'i itawk'pumaupix itsĭs'tapu, ki itau'mŭtskotŭkkiu, ki ikuyiu' stsĭk'ix nĭsĭtsix itawk'pumaupix. 
MAT.25.17	Ki netoi annŏk' ikuyiu'ŏk na'tokŭmi, ikuyiu' stsĭk'ix na'tokŭmĭx. 
MAT.25.18	Ki annŏk' ikuyiu'ŏk nituks'kŭmi itsĭs'tapu, ki itatŭn'akiu ksŏk'kum, ki ai'ksasattomaie otsĭn'aim otsĭxkĭmim'iaie. 
MAT.25.19	Otai'sŭmmosi, am'ox ap'otŭkkix otsĭn'aimoauai itoto'yiĭnai, ki ipokoks'tŭkimiuax. 
MAT.25.20	Ki annŏk ikuyiu'ŏk nĭsĭtsi'i itawk'pumaupix ito'to ki ito'tsĭpatopiau stsĭk'ix nĭsitsix itawk'pumaupix, ki an'iu, Nin'a, kit'okŏk nĭsitsi'i itawk'pumaupix: Sat'sĭt nitokuinan' matsĭs'ĭtsix. 
MAT.25.21	Otsĭn'aim an'ĭstsiuaie, kitŏkhs'ĭstututŭkki, ŏkhs'apotŭkkiuă ki emŭn'apotŭkkiuă: kitse'mŭnŭssatsipiau un'natosĕsts, kitakĭnai'atso akauo'iĕsts: Kitsĭn'aim otse'tametŭksĭnni ĭstsipi'it. 
MAT.25.22	Annŏk' iku'yiuŏk natokŭm itawk'pumaupix ito'to ki an'iu, Nin'a, kit'okok natokŭmi itawk'pumaupix: Sat'sit, nimat'okuinani mats'ĭstokai itawk'pumaupix. 
MAT.25.23	Otsĭn'aim an'ĭstsiuaie, kitŏkhs'ĭstutŭkki, okhs'apotŭkkiuă ki emŭn'apotŭkkiuă; kitse'mŭnŭssatsipiau un'natosĕsts, kitakĭnai'atso akauo'iĕsts: Kitsĭn'aim otse'tametŭksĭnni ĭstsipi'ĭt. 
MAT.25.24	Annŏk' ikuyiu'ŏk tuks'kŭmi itawk'pumaupi ito'to ki an'iu, Nin'a kits'ksĭno ksĕsto'a kitse'ĭnai, kikŭt'tomaisŭppipumattopi kitai'pokiaki, ki kikŭttomauanit'apixipi kitomoi'pitŭkki; 
MAT.25.25	Ki nĭtsiko'pum, ki nitsit'tappo ki nitai'ksasattop ksŏk'kum kitsinană itawk'pumaupi: Sat'sit, kĭtsinan. 
MAT.25.26	Otsĭn'aim an'ĭstsiuaie, kitsauum'apotŭkkiuă ki kitsistap'apotŭkkiuă, kitsksĭnoki nitai'pokiaki nikŭttomai'sŭppipumattopi, ki nitomoi'pitŭkki, ni kŭttomauanit'apĭxipi: 
MAT.25.27	Kumaukstauokotaiĭsksĭxau au'awtsoomŭtskotŭkkix nitsĭx'kĭmĭmĭx, ki nitsitotopi nŏk'staitokuyitopi nitsinan'ix ki umut'okuyesix. 
MAT.25.28	Mattomok'aie itawk'pumaupi, ki kotok' annŏk iku'yiuŏk ke'pix itawk'pumaupix. 
MAT.25.29	Anniks'isk iku'yixk ak'okotaiau, ki otaksinanoaiau akauo'i: ki annŏk' itsau'okuyiuŏk ak'otomoau annik' ooko'ŏsĭnik. 
MAT.25.30	Ki ĭstŭp'satŭpiksĭstsĭs ap'otŭkkĭuă itsau'okuyiuă ski'natsii: ak'itstsiu asain'sĭnni ki satse'kĭnani. 
MAT.25.31	Otak'ĭtotosi Nin'au okku'i otstsa'pĭnasĭnni ipokom'ŏssau otokŏnatsĭm'otokatatsĭx, ak'otŭmotokhitaupiu otsĭstsapĭsso'pŏtsĭs: 
MAT.25.32	Ki akokŏnipotamoi'piaiau ikŏnai'okauaua: ki aiakanĭstaiaketaipĭksĭstaiau emŭk'ikĭnaikuŭn manistai'aketaipiksĭstopiax emŭk'ikĭnax ki apomŭk'ikĭnax: 
MAT.25.33	Ki akotŭpĭpiuax emŭk'ikĭnax onet'otsĭs ki ap'omŭkikĭnax otse'aksĭssauotsĭs. 
MAT.25.34	Omŭx'ina akotŭm'anĭstsiuax anniks'isk onetotsĭs itau'pixk, Puk'sipuk, Nin'a otatsims'imix, ki nĭn'naiisĭnni matsĭk' annik' kitapĭstutomokiiik, otsauomap'astutoŏssi ksŏk'kum. 
MAT.25.35	Nitse'nots, ki kit'okokipuau aau'ŏsĭn; nitse'naki, ki kitsit'tutokokipuau: nitsi'piitappi, ki kito'tokipuau: 
MAT.25.36	Nimatsĭstotospa, ki kitsĭs'totosatskokipuau; nitokh'tokos, ki kitsĭpĭs'kotokipuau; itai'okiakiopi nitsitau'pi, ki kitsittotaakipuau. 
MAT.25.37	Mokŏm'otsitappix akotŭm'anĭstsiauaie, Nin'a, tsanistsi'i kit sits' In o pin an kitau'nots, ki kits is' so pi Q an? Ki kitse'naki, ki kitiitakopinan. 
MAT.25.38	Tsanĭstsi'i kitsĭts'ĭnopĭnan, kitsi'piitappiisi ki kito'tosĭnĭn? Ki kimatsĭstotospa, ki kitsĭstotos'atskopĭnan? 
MAT.25.39	Tsanĭstsi'i kitsĭts'ĭnopĭnan kitai'okhtokos, ki kitsitau'pĭssi itai'okiakiopi ki kĭtsito'taatosĭnan? 
MAT.25.40	Ki omŭx'ina ak'anĭstsiuax, kitau'mŭnĭstopuau kanistitŭpĭstutsipuai tuks'kŭma inŭx'tsĭma am'ox nĭx'okoax, kitanĭsts'ĭstutomokipuau. 
MAT.25.41	Akotŭm'anĭstsiuax anniks'isk ote'aksĭsautsĭs itau'pixk, ĭs'tapuk emŭtskax mŏkseĭnsau, ŭsksustsinasii ĭs'tapuk, ek'aisepŭtsĭstotomoiiauax au'tutsokiuă ki oto'tokatatsix: 
MAT.25.42	Tŭk'ka, nitau'nots, ki kimatsĭssok'ipuaua: nitse'naki, ki kimat'tutukkokipuaua: 
MAT.25.43	Nitsi'pitappi, ki kimat'otokipuau: nimats'ĭstotospa, ki kimatsĭstotosats'kokipuaua: nitokh'tokos, ki nitsitau'pi itai'okiakiopi, ki kimat'sipĭskotokipuaua. 
MAT.25.44	Osto'auai ak'otŭmanĭstsiiauaie, Nin'a Tsanĭstsi'i kitsĭts'ĭnopĭnan kitau'nots, ki kitse'naksi, ki kit'sipitappisi, ki kitokh'tokosi, ki kitsitaupĭssi itai'okiakiopi kŏkstaikawk'anĭstotŏsĭnan? 
MAT.25.45	Ai'akotŭmanĭstsiuax, kitau'mŭnĭstopu au kanĭst'saiitŭpĭstutsipuai tuks'kŭmă inŭxtsĭma amox, kimat'anĭstsĭstutomokipuaua. 
MAT.25.46	Ki am'oxi aksĭstŭpitappo'iau ŭsk'sĭtauksĭstototspi: ki mokŏm'otsitappix akittappoiau ŭsk'sipaitappiisĭnni.
MAT.26.1	KI itŭnĭstsiu, Jesus otaiksĭste'poattosĕsts am'ŏsts epo'awsĭsts, itŭn'ĭstsiuax otŭsksĭnĭmatsax, 
MAT.26.2	Kĭtsksĭnipuau aisto'kŭssi ksĭstsiku'ĭsts ak'itstsiu passover, ki Nĭn'au okka'i itaumŭts'kau mŏk'ĭtsiksĭstoxŏsi. 
MAT.26.3	Omŭk'atoiapiekuax, ki aisĭnakix, ki matap'pix otsĭn'aimoauax itŭmitŭpaumooiau sp'a'toiapiekuŭn Caiaphas oko'aii. 
MAT.26.4	Ki ai'sĭtsĭpsattseiau mŏk'anistokotsisĭmmiotoŏsauaie Jesus, ki mŏk'itsenitŏsauaie. 
MAT.26.5	Ki an'iau, pinĭts'tsĭs oye'tani ĭstsiksĭs'tsikui ŏkskakŭmĭstsikĭniau matap'pix. 
MAT.26.6	Jesus otsitau'pĭssi Bethany, Simon leper oko'ai otsitsĭpsts'taupĭssi, 
MAT.26.7	Ake'ua itoto'aie, ipa'tŭkkiu alabaster atŭxak'sin puye' itsŭp'patomaie, akai'ĭnxkĭmasiuaie, ki otau'yisaie itsita'suyĭnĭnmaie otokŏn'iaie. 
MAT.26.8	Ki otŭksĭnĭmats'ax otsĭnĭs'saxaie, ĭstse'tŭkkiax, ki an'iau mauk'etsĭnikatopi? 
MAT.26.9	Am'ok ipum'atotopi ĭs'taiekekaiĭxkĭmasiuopi, ki kĭm'atapsix ĭs'tauokotauopiauaie. 
MAT.26.10	Jesus otokh'tsĭmsi, an'ĭstsiuax, kumauk'sauaiksĭxinoauaiisksĭx ake'uă ŏkh'siu nitapĭstutu'yipi. 
MAT.26.11	Ksĕsto'au, kĭmatapsix kitŭsk'sauopoksemokoaiau; ki nĕsto'a kimat'ŭsksauopoksemokipuaua. 
MAT.26.12	Am'ok puye' nostŭm'i otsĭta'suyĭnĭssi itsĭstuts'imaie mŏkĭtsopuiapĭstutuyĭssi nŏkitak'itsasi. 
MAT.26.13	Kitau'mŭnĭstopuau am'oi ŏkhs'itsĭniksĭnni amianĭstan'ĭstopi kŏnŭs'ksŏkkumă, am'ok, am'o ake'uă otap'ĭstutsipi ak'ŭtanĭstomaie, mŏk'ĭtŭsksĭnoŏsi. 
MAT.26.14	Na'tsikoputsix, tuks'kŭmă, anĭstau Judas Iscariot, itappo omŭk'atoiapiekuax, 
MAT.26.15	Ki an'iu, tsanĭstap'pi kitak'okokipuaii, ki nitakitŭp'omutskau ksĕsto'au? Ki nitsi'tuyiauaie niĭp'pii ksĭxĭx'kĭmĭx. 
MAT.26.16	Ki annik' itot'apsatsim mŏk'itamŭtskŏsaie. 
MAT.26.17	Ke'tani kŭt'taikopŭtstsii, ĭstotom'iksĭs'tsikui, ŭsksĭnĭmats'ax itoto'iau Jesus, ki an'ĭstsiauaie, Tse'a kit'stapa kŏk'sopuiapĭstutosĭnan kŏk'kĭtsoyĭsi passover? 
MAT.26.18	Ki an'iu ĭs'tapuk akap'ioyĭs, ki om'ŭmă nĭn'auŭmă anĭstok', Nin'a, an'iu, nitsiksĭstsikum'i aststsi'u: koko'ai nitŭs'ksĭnĭmatsax nitak'opoksoyimaiau passover. 
MAT.26.19	Ki ŭsksĭnĭmats'ax manĭstan'ĭstopiax itan'ĭsttutsĭmiax; ki itso'poŭtsĭstutsĭmiau passover. 
MAT.26.20	Ki otau'tŭkkusi, ipokitau'pimiuax na'tsikoputsix. 
MAT.26.21	Ki otau'yĭsau, an'iu, kitau'mŭnĭstopuau tuks'kŭmă ksĕsto'au kĭtakaumŭts'kauki. 
MAT.26.22	Ki eks'kaiĭkikĭn'etŭkkiau, ki ikŏnau'mŭtŭpanĭstsiauaie, Nin'a nĕsto'akats? 
MAT.26.23	Ki an'iu, annŏk okĭt'sĭs nitopoksĭstapĭmakemauok kos'i nitakaumŭts'kauk. 
MAT.26.24	Nin'au okku'i itanĭsts'itappo nitsĭn'awpi: ak'itŭpokapiu annŏk' nĭn'auŏk imŭts'kaiuŏk Nĭn'au okku'i! Kŭt'taipokaiiuopi annŏk' nĭn'auŏk, ĭs'taŏkhsiuopi. 
MAT.26.25	Judas anni'ĭsk itse'mŭtskaukisk, itŭm'anĭstsiuaie, Nin'a nĕsto'akats? An'ĭstsiuaie, kitan'i. 
MAT.26.26	Ki otau'yĭsau Jesus ito'tsĭmaie ke'tani ki itatsĭm'ĭstutsĭmaie, ki itaumin'ĭmaie, kĭ ikotsiu'ax ŭsksĭnĭmats'ax, ki an'iu, Matsĭk', oyik'; am'oiauk nostŭm'i. 
MAT.26.27	Ki mat'tuyiuaie kos'i ki thanks ikotŭk'kiu, ki ikotsiu'ax, ki an'iu kŏnai'sĭmattok; 
MAT.26.28	Am'okauk nitsa'apŭn, mananĭsts'etoksĭnni itŭp'itsiu itsai'kimskau akai'tappix otsauum'itsitappiisuauĕsts mŏk'sinĭsĕsts. 
MAT.26.29	Ki kitan'ĭstopuau nimatakŭtsĭmattopa am'ok mĭniokke sauomo'pokitsipstsĭmattomĭnaniki manĭs'si nin'a ots'ĭnnaĭisĭnni. 
MAT.26.30	Ki otinik'sau natoi'ĭniksĭnni itŭp'sŭxiau nitum'moyi Olives. 
MAT.26.31	Jesus itŭm'anĭstsiuax, nĕsto'a kĭtak'okŏnŭsskĭmskŭkipuau annok'ă koko'ikă: tŭk'ka, sĭn'aip, nitak'auaiakiau annŏk' ŭsks'kŭmiuŏk emŭk'ikĭnax, ki ot'omŭkikĭnauăsĭnna ĭsto'mŭkikĭnax akŭneto'iau. 
MAT.26.32	Aiksistatsipuau'eniki kitakitŭpotoma'topuau Galilee. 
MAT.26.33	Peter an'istsiuaie, ikŭm'okŏnŭstsskĭmskŭkĭssau ksĕsto'a, nimat'akĭstsskĭmskŭkipa. 
MAT.26.34	Jesus an'ĭstsiuaie, kitau'mŭnĭsto, Annok' koko'ik otsauomit'awkkumsi nipuau'ă nioks' kai kitakani kimatsksĭnok'ipa. 
MAT.26.35	Peter an'ĭstsiuaie ŏkskakŭmopoks'eniop, nimat'akanipa kimatsksĭnopa; neto'i ikŏnau'aniiax ŭsksĭnĭmats'ax. 
MAT.26.36	Jesus itŭmitŭpopokomiuax Gethsemane an'ĭstop, ki an'ĭstsiuax otŭsksĭnĭmatsax, annom' stau'pik, nitakittappo omim' nŏkĭtŭt'tsĭmoiikasi. 
MAT.26.37	Ki mat'tuyiuax Peter, ki Zebedee otsĭstok'iokuyix, ki itaumŭtŭpĭkikĭn'etukki ki itau'mŭtŭpeikapitsitau. 
MAT.26.38	Itŭm'anĭstsiuax nitsitŭpĭkikĭnetukki e'ĭnsĭnni: annom' stau'pik, ki ŏk'itŭskskatŭkkiop. 
MAT.26.39	Ki pa'tsiĭstŭpaatsiuax, ki ĭsstokopi'u ostoksĭs', ki itŭt'tsĭmoiikau ki an'iu, Nin'a, ikŭm'okotsitstsĭssi am'oi kos'a ŭnnianistĭs'tŭpipotoŏssi; nimatakitsitan'ats, ksĕsto'a kitak'itsitan. 
MAT.26.40	Ki matskitoto'ax otŭsksĭnimats'ax, ki ikon'oyiuax oto'kaniax, ki an'ĭstsiuaie Peter, Awx'ats? Kikŭttaukotŭskskŭmmokipa tuks'kai itai'ksĭstsikumiopi? 
MAT.26.41	Mokŏk'etsĭk ki a'tsĭmoiikak, kŏkstaitsipĭssuai ĭssaks'ksĭnŭksĭnni; sta'aw itsitsi'tatomaie ki ĭx'isakuyi matsi'uats. 
MAT.26.42	Ki mats'ĭstapu ki itŭt'tsĭmoiikau, ki an'iu, Nĭn'a, am'oi kos'a sauomot'aisĭmmieniki sauomĭs'tŭpipotomokoeniki, kĭtak'itsitan. 
MAT.26.43	Ki mat'oto ki mat'okonoyiuax otsok'asax: tŭk'ka ĭssoksĭm'au oŏps'puauax. 
MAT.26.44	Ki itskĭtsiuax, ki mats'ĭstapu, ki nioks'kai itŭt'tsĭmoiikau, ki netoi' au'aniu. 
MAT.26.45	Itŭm'itotoiax otŭsksĭnĭmats'ax ki an'ĭstsĭuax okak' annok, ki issĭk'sĭstsikok: sat'sik aststsiu' itai'ksĭstsikumiopix, ki Nin'au okku'i itŭp'aumŭtskau sauum'itsitappix otsu'auĕsts. 
MAT.26.46	Nipuak', ŏkittăppau'op: annŏk' nitakaumŭts'kaukŏk aststsiu'. 
MAT.26.47	Ki otsa'kiai epuyĭssi, Sat'sik, Judas, na'tsikoputsix tuks'kŭmă ito'to ki akai'tappix ipokom'iauaie inus'stoanix ki sŏksĭs'tsĭsts ipa'tŭkkix, itototoiau omŭk'atoiapiekuax ki matap'pix otsĭn'aimoauax. 
MAT.26.48	Ki annŏk' imŭts'kaĭuŏkaie ikotsiu'ax apsto'sinni, ki an'iu, annŏk' nitak'sĭnnauskippauŏk, an'nŏkauk: mi'eenok. 
MAT.26.49	Ki ikŏm'itoto Jesus, ki aniu, Hail, Nin'a; ki itsĭn'nauskĭppiuaie. 
MAT.26.50	Ki Jesus an'ĭstsiuaie, Napi'ă, kumauk'sipuksipuksĭks? Itŭmitoto'iauaie ki een'iauaie Jesus, ki mat'tuyiauaie. 
MAT.26.51	Ki sat' sit, anniks'isk ipokom'iskaie Jesus, tuks'kŭma itsitŭpikĭns'tsakiuaie otsĭn'usstoan itsau'tuyiuaie, ki sp'a'toiapiekuŭn tuks'kŭmi otap'automok ot'auaiakiokaie, ki kŏk'sĭnĭmaie okhtok'ĭsaie. 
MAT.26.52	Jesus itŭm'anĭstsiuaie, kitsĭn'usstoană otsits'tsipi ĭststsi'ĭs; anniks'ĭsk matap'pixk mat'tuyixk inus'stoan, inus'stoan itax'enittaiau. 
MAT.26.53	Kit'stapa nŏkŭttokotsitŭp'atsĭmoiikani nin'ă, ki annok' nŏk'okuyĭssi otsĭtsksĭstsikoputsix legionix otatsĭm'otokatatsix? 
MAT.26.54	Tsa akokototŭmunĭstsĭstutsipa natoi'sĭnaksĭsts, mŏk'itŭnĭstsĭssi? 
