GEN.1.1	Kezdetben 
1CH.6.54	És az Áron fiainak, a Kéhátiták nemzetségéből, ezek a 
1CH.6.55	Ők kapták Hebront, a Júda földében és a körülte való legelőket. 
1CH.6.56	De e város földjeit és annak faluit Kálebnek, 
1CH.6.57	Az Áron fiainak azért a Júda városai közül adák a menedékvárosokat, Hebront, Libnát és legelőit, Jatthirt és Esthemoát és ezeknek legelőit, 
1CH.6.58	És Hilent és annak legelőit, és Débirt és annak legelőit, 
1CH.6.59	Asánt és annak legelőit, és 
1CH.6.60	A Benjámin nemzetségéből: Gébát és annak legelőit, Allémetet és annak legelőit, Anatót 
1CH.6.61	A Kéhát többi fiainak pedig az egy nemzetségnek családjaitól, és a félnemzetségből, a Manasse 
1CH.6.62	Míg a Gerson fiainak meg az ő nemzetségök szerint az Izsakhár nemzetségéből, az Áser nemzetségéből, a Nafthali nemzetségéből és a Manasse nemzetségéből Básánban 
1CH.6.63	A Mérári fiainak az ő nemzetségök szerint a Rúben nemzetségéből, a Gád nemzetségéből és a Zebulon nemzetségéből sors által tizenkét várost. 
1CH.6.64	Adának tehát az Izráel fiai a Lévitáknak városokat, azoknak legelőivel együtt. 
1CH.6.65	Sors által adták a Júda nemzetségéből, a Simeon nemzetségéből és a Benjámin nemzetségéből ezeket a névszerint megnevezett városokat. 
1CH.6.66	Azoknak, a kik a Kéhát fiainak családjaiból valók voltak, és a határukban 
1CH.6.67	Azoknak adák a menedékvárosokat, Sikemet és annak legelőit az Efraim hegyén, 
1CH.6.68	És Jokmeámot és annak legelőit, Bethoront és annak legelőit. 
1CH.6.69	Ajalont 
1CH.6.70	A Manasse nemzetségének feléből Anert és annak legelőit, Bileámot és annak legelőit, a Kéhát többi fiainak családjai részére. 
1CH.6.71	A Gerson 
1CH.6.72	Az Izsakhár nemzetségéből 
1CH.6.73	Rámótot és annak legelőit, Anémet és annak legelőit. 
1CH.6.74	Az Áser nemzetségéből 
1CH.6.75	Hukókot és annak legelőit; Réhobot és annak legelőit. 
1CH.6.76	A Nafthali nemzetségéből Kédest Galileában és annak legelőit; Hammont és annak legelőit; és Kirjáthaimot és annak legelőit. 
1CH.6.77	A Mérári 
1CH.6.78	A Jordánon túl Jérikhó ellenében a Jordánnak napkelet felől való részében a Rúben nemzetségéből Bésert a pusztában és annak legelőit; Jahását és annak legelőit. 
1CH.6.79	Kedemótot és annak legelőit; Mefaátot és annak legelőit. 
1CH.6.80	A Gád nemzetségéből 
1CH.6.81	Hesbont és annak legelőit; Jaázert és annak legelőit.
1CH.7.1	Izsakhár 
1CH.7.2	Thóla fiai pedig: Uzzi, Réfája, Jériel, Jakhmai, Jibsám és Sámuel, kik fejedelmek valának az ő atyjaiknak családjaiban. A Thóla 
1CH.7.3	Uzzi fiai: Izráhja; és az Izráhja fiai: Mikáel, Obádia, Joel, Issia, öten, a kik mind főemberek valának. 
1CH.7.4	És közöttük nemzetségeik és családjaik szerint harminczhatezer hadakozó férfi volt, mert sok feleségök volt és 
1CH.7.5	Ezeknek testvéreik is, Izsakhárnak egész nemzetsége szerint erős hadakozó férfiak valának, nyolczvanhétezeren szám szerint mindenestől. 
1CH.7.6	Benjámin 
1CH.7.7	Bela fiai: Esbon, Uzzi, Uzziel, Jérimót és Hiri, öt főember az ő nemzetségökben, erős hadakozó férfiak, a kik megszámláltatván, huszonkétezerharmincznégyen valának. 
1CH.7.8	Béker fiai: Zémira, Joás, Eliézer, Eljoénai, Omri, Jeremót, Abija, Anatót és Alémet; ezek mindnyájan Béker fiai. 
1CH.7.9	Azok megszámláltatván nemzetségeik szerint, családjuk fejei és az erős hadakozó férfiak húszezerkétszázan valának. 
1CH.7.10	Továbbá Jédiáel fia: Bilhán; Bilhán fiai: Jéus, Benjámin, Éhud, Kénaána, Zetán, Társis és Ahisahár. 
1CH.7.11	Ezek mind Jédiáel fiai, családfők, erős hadakozó férfiak, a kik tizenhétezerkétszázan mehetnek vala ki a viadalra. 
1CH.7.12	Ir fiai: Suppim és Khuppim; Húsim Ahernek fia. 
1CH.7.13	Nafthali 
1CH.7.14	Manasse fiai: Aszriel, kit szüle 
1CH.7.15	Mákir pedig vevé feleségül Khuppimnak és Suppimnak hugát, kinek neve Maáka. A másiknak neve 
1CH.7.16	Maáka, a Mákir felesége szüle fiat, a kit neveze Péresnek; annak pedig öcscsét Séresnek. Ennek fiai: Ulám és Rékem. 
1CH.7.17	Ulám fia: Bédán. Ezek a Gileád fiai, ki Mákir fia volt, ki Manasse fia volt. 
1CH.7.18	Az ő huga, Moléket pedig szülé Ishodot, Abiézert és Makhlát. 
1CH.7.19	Semidának fiai voltak: Ahián, Sekem, Likhi és Aniám. 
1CH.7.20	Efraim 
1CH.7.21	Ennek fia Zábád, ennek fia Sútelákh, Ezer és Elhád. És megölék ezeket a Gáthbeliek, a földnek lakosai; mert alámentek vala, hogy barmaikat elhajtsák. 
1CH.7.22	Efraim azért, az ő atyjok sokáig siratá őket, a kihez elmennek 
1CH.7.23	Beméne azért az ő feleségéhez, ki fogada méhében, és szüle fiat, és nevezé Bériának, mivelhogy szerencsétlenség történt az ő házában. 
1CH.7.24	Leánya pedig Seéra vala, a ki alsó és felső Bethoront és Uzen-Seérát építé. 
1CH.7.25	Réfah is az ő fia és Resef; ennek fia Théla, ennek fia Táhán. 
1CH.7.26	Ennek fia Laadán, ennek fia Ammihud, ennek fia Elisáma. 
1CH.7.27	Ennek fia Nún, ennek fia 
1CH.7.28	Ezeknek birtokuk és lakóhelyük vala: Béthel és annak mezővárosai; napkeletre Naarán, napenyészetre Gézer és ennek mezővárosai, Sikem és ennek mezővárosai, szinte Gázáig és az ehhez tartozó mezővárosokig; 
1CH.7.29	És a Manasse fiai mellett: Béth-Seán és ennek mezővárosai, Thaanák és ennek mezővárosai, Megiddó és ennek mezővárosai, Dór és ennek mezővárosai. Ezekben laktak az Izráel fiának, Józsefnek 
1CH.7.30	Áser fiai: Jimnah, Jisvah, Jisvi, Beriha és Szerakh, az ő hugok. 
1CH.7.31	Beriha fiai: 
1CH.7.32	Khéber pedig nemzé Jaflétet, Sómert, Hótámot és Suát, az ő hugokat. 
1CH.7.33	Jaflét fiai: Pásák, Bimhál, Asvát; ezek Jaflét fiai. 
1CH.7.34	Sómer fiai: Ahi és Róhega, Jehubba és Arám. 
1CH.7.35	Testvérének, Hélemnek fia vala: Sófákh, Jimna, Séles és Amál. 
1CH.7.36	Sófákh fiai: Suákh, Harnéfer, Suál, Béri és Imra. 
1CH.7.37	Béser, Hód, Samma, Silsa, Itrán és Beéra. 
1CH.7.38	Jéter fiai: Jéfunné, Pispa és Ara. 
1CH.7.39	Ulla fiai: Ara, Hanniel és Risja. 
1CH.7.40	Ezek mind Áser fiai, családfők, válogatott harczosok, a fejedelmek fejei; és megszámláltatván az ő nemzetségök rendje szerint, huszonhatezer harczra képes férfi volt.
1CH.8.1	Benjámin 
1CH.8.2	Negyediket Nóhát, és Ráját ötödiket. 
1CH.8.3	(Belának fiai voltak: Adár, Géra és Abihúd, 
1CH.8.4	Abisua, Naamán, Ahóah.) 
1CH.8.5	Gérát, Sefufánt és Hurámot. 
1CH.8.6	Ezek az Ehud fiai: (Ezek voltak főemberek a Géba 
1CH.8.7	Nevezetesen Naamánt és Ahiját és Gérát vitték fogságba): nemzé pedig Uzzát és Akhihúdot. 
1CH.8.8	Saharáim pedig nemzé a Moáb mezején, minekutána eltaszítá feleségeit, Husimot és Baarát; 
1CH.8.9	Nemzé 
1CH.8.10	Jéust is, Sokját és Mirmát. Ezek az ő fiai; főemberek az ő nemzetségökben. 
1CH.8.11	Husimtól nemzé Abitúbot és Elpaált. 
1CH.8.12	Elpaál fiai: Eber, Miseám és Sémer; ez építé Onót és Lódot és ennek mezővárosait. 
1CH.8.13	Béria, Séma, (ezek voltak fők az Ajalonban lakozó nemzetségek közt, és ezek űzték vala el Gáthnak lakóit), 
1CH.8.14	Ahio, Sasák, Jeremót, 
1CH.8.15	Zebádia, Arád, Ader. 
1CH.8.16	Mikáel, Ispa, Jóha, Béria fiai. 
1CH.8.17	Zebádia, Mésullám, Hizki, Héber. 
1CH.8.18	Ismérai, Izlia és Jobáb; Elpaál fiai. 
1CH.8.19	Jákim, Zikri, Zabdi, 
1CH.8.20	Eliénai, Silletai, Eliel, 
1CH.8.21	Adája, Berája és Simrát, Simhi fiai. 
1CH.8.22	Jispán, Eber, Eliel, 
1CH.8.23	Abdon, Zikri, Hanán, 
1CH.8.24	Hanánja, Elám, Anatótija, 
1CH.8.25	Ifdéja, Pénuel, Sasák fiai, 
1CH.8.26	Samsérai, Sehárja, Atália. 
1CH.8.27	Jaarésia, Elia, és Zikri, Jérohám fiai. 
1CH.8.28	Ezek voltak a családfők az ő nemzetségök szerint, főemberek és ezek laktak Jeruzsálemben. 
1CH.8.29	Gibeonban 
1CH.8.30	És az ő elsőszülötte Abdon, azután Súr, Kis, Baál, Nádáb; 
1CH.8.31	Gedor, Ahio és Zéker, 
1CH.8.32	És Miklót, 
1CH.8.33	Nér pedig nemzé Kist; Kis nemzé Sault, Saul nemzé Jonathánt, Malkisuát, Abinádábot és Esbaált. 
1CH.8.34	Jonathán fia: 
1CH.8.35	Mika fiai: Pitón, Mélek, Tárea és Akház. 
1CH.8.36	Akház nemzé Jehoádát. Jehoáda pedig nemzé Alémetet és Azmávetet és Zimrit; Zimri nemzé Mósát; 
1CH.8.37	Mósa pedig Binát; ennek fia Ráfa, ennek fia Elása, ennek fia Asel. 
1CH.8.38	Továbbá Aselnek hat fia volt, kiknek ezek neveik: Azrikám, Bókru, Ismáel, Seárja, Obádia és Hanán; ezek mind Asel fiai. 
1CH.8.39	Az ő testvérének Eseknek fiai ezek: Ulám az ő elsőszülötte, Jéus második és Elifélet harmadik. 
1CH.8.40	És az Ulám fiai erős hadakozó férfiak, kézívesek voltak, s gyermekeik és unokáik százötvenre szaporodtak. Mindezek a Benjámin fiai közül valók 
1CH.9.1	Az egész Izráel megszámláltatván nemzetségeik szerint, beirattak az Izráel és Júda királyainak könyvébe, a kik gonoszságukért Babilóniába 
1CH.9.2	A legelső lakosok az ő jószágaikon s városaikban, ezek: Izráeliták, papok, Léviták és Nétineusok. 
1CH.9.3	Mert Jeruzsálemben laktak a Júda fiai közül s Benjámin fiai közül, Efraim és Manasse fiai közül valók: 
1CH.9.4	Utái, Ammihud fia, ki Omri fia, ki Imri fia, ki Báni fia, a Pérecz fiai közül való, 
1CH.9.5	A Silóniták közül, Asája, ki elsőszülött vala s ennek fiai. 
1CH.9.6	A Zérah fiai közül: Jéuel és az ő atyjafiai, hatszázkilenczvenen. 
1CH.9.7	A Benjámin fiai közül: Sallu, Mésullám fia, ki Hodávia fia, ki Hasénua fia. 
1CH.9.8	Ibnéja, Jérohám fia, és Ela, Uzzi fia, ki Mikri fia, és Mésullám, Séfátja fia, ki Reuel fia, ki Ibnija fia 
1CH.9.9	Testvéreik, nemzetségeik szerint, kilenczszázötvenhatan valának; ezek mind családfők voltak az ő atyjok háznépe szerint. 
1CH.9.10	A papok közül is: Jedája, Jéhojárib és Jákin. 
1CH.9.11	Azária, Hilkia fia, ki Mésullám fia, ki Sádók fia, ki Mérajót fia, ki Ahitubnak, az Isten háza főgondviselőjének fia vala. 
1CH.9.12	És Adája Jérohám fia, ki Pashúr fia, ki Málkija fia; Maasai, Adiel fia, ki Jahzéra fia, ki Mésullám fia, ki Mésillémit fia, ki Immer fia. 
1CH.9.13	Ezeknek atyjokfiai az ő családjaiknak fejei, ezerhétszázhatvanan 
1CH.9.14	A Léviták közül Semája, Hásub fia, ki Azrikám fia, ki Hasábia fia, a Mérári 
1CH.9.15	Bakbakkár, Héres és Galál, és Mattánia, a Mika fia, ki Zikri fia, 
1CH.9.16	Obádia, a Semája fia, Galál fia, ki Jédutun fia, és Bérékia, Asa fia, ki Elkána fia, a ki Nétofáti faluiban lakik vala.
1CH.9.17	És az ajtónállók: Sallum, Akkúb, Talmon, Ahimán és ezek testvérei; Sallum pedig fő 
1CH.9.18	(És 
1CH.9.19	Sallum pedig a Kóré fia, ki Ebiásáf fia, ki Kórákh fia, és ennek rokonságai a Kórakhiták családjából a szolgálat munkájában a hajlék ajtajának őrizői valának, mint az ő atyáik az Úr seregében őrizték vala a bejáratot, 
1CH.9.20	Mikor Fineás, 
1CH.9.21	Zakariás, a Meselémia fia, a gyülekezet sátorába való bejárat őrizője. 
1CH.9.22	Ezek mind választott ajtónállók voltak, kétszáztizenketten; kik az ő faluikban, nemzetségök szerint, megszámláltattak volt; kiket Dávid rendelt és Sámuel 
1CH.9.23	Ők és fiaik őrizik vala renddel az Úr házának, a sátornak kapuit. 
1CH.9.24	Négyfelé valának az őrizők: napkeletre, napnyugotra, északra és délre. 
1CH.9.25	És ezeknek atyjokfiai az ő faluikban 
1CH.9.26	De a kapunállók négy főemberének állandó megbizatásuk volt. Ezek a Léviták őrizik vala a 
1CH.9.27	És az Úrnak háza körül hálnak vala, mivelhogy az őrzés az ő tisztök volt, és minden reggel ők nyitják vala meg az ajtókat. 
1CH.9.28	És ő közülök 
1CH.9.29	Ugyanazok közül választattak vala 
1CH.9.30	A papok fiai közül valók csinálják vala fűszerekből a 
1CH.9.31	Továbbá Mattitja, a Léviták közül való (ki elsőszülötte a Kórakhiták közül való Sallumnak), a 
1CH.9.32	A Kéhátiták fiai és azok atyjokfiai közül 
1CH.9.33	Ezek közül valók valának az éneklők is, a Léviták közül a családfők, a kik szabadosok valának 
1CH.9.34	Ezek a Léviták között családfők nemzetségök szerint, 
1CH.9.35	Gibeonban 
1CH.9.36	Az ő elsőszülött fia Abdon, azután Súr, Kis, Baál, Nér és Nádáb. 
1CH.9.37	Gedor, Ahió, Zékária és Miklót. 
1CH.9.38	Miklót pedig nemzé Simámot. Ezek is az ő atyjokfiai átellenében laktak Jeruzsálemben az ő testvéreikkel. 
1CH.9.39	Nér nemzé Kist, Kis nemzé 
1CH.9.40	Jonathán fia Méribbaál; és Méribbaál nemzé Mikát. 
1CH.9.41	Mika fiai: Piton, Mélek és Táréa. 
1CH.9.42	Akház pedig nemzé Jahrát, Jahra nemzé Alémetet, Azmávetet, Zimrit, Zimri pedig nemzé Mósát. 
1CH.9.43	Mósa nemzé Bineát, ennek fia Réfája, ennek fia Elása, ennek fia Ásel. 
1CH.9.44	Áselnek hat fia volt, kiknek neveik: Azrikám, Bókru, Ismáel, Seárja, Obádia és Hanán; ezek Ásel fiai.
1CH.10.1	A Filiszteusok pedig hadakoznak vala az Izráellel, és megfutamodék Izráel népe a Filiszteusok előtt, és 
1CH.10.2	Elérék pedig a Filiszteusok Sault és az ő fiait, és megölék a Filiszteusok Jonathánt, Abinádábot és Malkisuát, a Saul fiait. 
1CH.10.3	És a viadal igen heves volt Saul körül, és rátalálván a kézívesek, nyilakkal megsebesíték őt. 
1CH.10.4	És monda Saul az ő fegyverhordozójának: Vond ki fegyveredet, és verj által engem vele, mert netalán eljőnek e körülmetéletlenek, és meggyaláznak engemet. De fegyverhordozója nem akará, mert igen fél vala. Ragadá azért Saul a fegyvert, és belé bocsátkozék. 
1CH.10.5	Látván pedig az ő fegyverhordozója, hogy Saul immár meghalt, ő is a fegyverbe bocsátkozék, és meghala. 
1CH.10.6	Meghala azért Saul és az ő három fia, 
1CH.10.7	Mikor pedig meglátták Izráelnek minden férfiai, a kik a völgyben valának, hogy ők megfutamodtak, és hogy Saul és az ő fiai megholtak: pusztán hagyák városaikat és elfutának. Akkor eljövének a Filiszteusok, és azokba beszállának. 
1CH.10.8	Lőn pedig másodnap, eljövének a Filiszteusok, hogy a holtakat kifoszszák, és megtalálák Sault és az ő fiait, halva feküdvén a Gilboa hegyén. 
1CH.10.9	És kifoszták őt, 
1CH.10.10	Az ő fegyvereit isteneik házába helyezék el, fejét pedig Dágon templomában akasztották fel. 
1CH.10.11	Mikor pedig meghallotta az egész Jábesgileád, hogy mit cselekedtek a Filiszteusok Saullal: 
1CH.10.12	Feltámadának mindnyájan az erős férfiak, és elvivék Saulnak 
1CH.10.13	Meghala azért Saul az ő gonoszsága miatt, mivel vétkezett 
1CH.10.14	És nem az Urat kérdé. Ezért elveszté őt, és adá az ő országát Dávidnak, 
1CH.11.1	És gyűlének az Izráeliták mindnyájan Dávidhoz 
1CH.11.2	Ezelőtt is, még mikor Saul volt a király, te voltál az, a ki az Izráelt ki- és bevezetéd, és ezt mondotta a te Urad Istened néked: Te 
1CH.11.3	Elmenének azért mindnyájan az Izráel vénei a királyhoz Hebronba, és szövetséget tőn Dávid velök Hebronban az Úr előtt; és királylyá kenték Dávidot Izráel felett, az Úrnak Sámuel által 
1CH.11.4	Elméne akkor Dávid és az egész Izráel 
1CH.11.5	És mondának Jebus lakói Dávidnak: Ide be nem jössz! De megvevé Dávid a Sion várát; ez a Dávid városa; 
1CH.11.6	Mert ezt mondotta vala Dávid: A ki legelőször egy Jebuzeust 
1CH.11.7	Azután lakék Dávid a várban, azért nevezék azt Dávid városának. 
1CH.11.8	És megépíté Dávid a várost Millótól fogva egészen körül; Joáb pedig megépíté a városnak maradékát. 
1CH.11.9	És folytonosan emelkedék Dávid; mert a Seregek Ura vala ő vele.
1CH.11.10	Ezek pedig a hősök előljárói, a kik Dávid mellett valának, a kik erősen forgolódának vele az ő királyságáért egész Izráellel, hogy királylyá válaszszák őt Izráel felett, az Úr 
1CH.11.11	Ezek számszerint a hősök, 
1CH.11.12	Ezután Eleázár, az Ahóhita Dódó fia; a ki a három 
1CH.11.13	Ő vala Dáviddal Pasdamimban, a hová összegyűlének a Filiszteusok viadalra. Egy darab föld árpával vala tele, és a nép elmenekült a Filiszteusok elől. 
1CH.11.14	De ők megállának ott annak a darab földnek a közepén, és megtartották azt, és megverék a Filiszteusokat, és az Úr megszabadítá őket nagy szabadítással. 
1CH.11.15	Továbbá, mikor alámentek hárman a 
1CH.11.16	(Dávid az erősségben vala akkor, a Filiszteusok hada pedig Bethlehemnél.) 
1CH.11.17	Kivána 
1CH.11.18	Akkor keresztülvágták magokat hárman a Filiszteusok táborán, és vizet merítének a Bethlehem forrásából, mely a kapu előtt vala, és felvivék, és menének Dávidhoz; de Dávid nem akara inni, hanem 
1CH.11.19	És monda: Távoztassa el tőlem az én Istenem, hogy ezt cselekedném. Avagy e férfiaknak vérét igyam-é meg, a kik életöket halálra vetették? Mert ők ezt életök veszedelmével hozták. És 
1CH.11.20	És Abisai, 
1CH.11.21	A három közül 
1CH.11.22	Benája, 
1CH.11.23	Ugyanez ölé meg az Égyiptombeli férfit, akinek magassága öt sing volt, és oly dárda vala az Égyiptombeli férfiú kezében, mint a szövő zugoly. Szembeszálla vele egy pálczával, s kiragadá az Égyiptombeli ember kezéből a dárdát, és saját dárdájával általveré. 
1CH.11.24	Ezeket cselekedte Benája, a Jojada fia, a ki híres vala a három hős között. 
1CH.11.25	Híres vala ő a harmincz között, de azzal a hárommal 
1CH.11.26	A seregnek pedig 
1CH.11.27	Haróritból való Sammót, Pélomból való Héles, 
1CH.11.28	Tékoabeli Hira, Ikkés fia, Anatótbeli Abiézer, 
1CH.11.29	Húsatbeli Sibbékai, Ahóhitbeli Hirai. 
1CH.11.30	Nétofátbeli Maharai, Nétofátbeli Héled, 
1CH.11.31	Ittai, Ribai fia, a Benjámin fiainak Gibea városából való; 
1CH.11.32	Húrai, a Gaás völgyéből való; Arbátbeli Abiel; 
1CH.11.33	Baharumi Azmávet, 
1CH.11.34	Gisonbeli Hásem fiai: Jonathán, Hararitbeli Ságé fia. 
1CH.11.35	Hararitbeli Ahiám, Sákár fia; Elifál, Úr fia, 
1CH.11.36	Mekerátbeli Héfer, Pélonbeli Ahija, 
1CH.11.37	Kármelből való Hésró, Naárai, Ezbái fia, 
1CH.11.38	Jóel, Nátán testvére; Mibhár, Géri fia; 
1CH.11.39	Sélek, Ammon nemzetségéből való; Berótbeli Naárai, Joábnak, 
1CH.11.40	Itrébeli Hira, Itrébeli Gáreb, 
1CH.11.41	Hitteus 
1CH.11.42	Hadina, a Rúben nemzetségéből való Siza fia, ki a Rúbeniták előljárója vala, és vele harminczan valának. 
1CH.11.43	Hanán, Maaka fia, és Mitnibeli Jósafát, 
1CH.11.44	Asterátbeli Uzzija; Sáma és Jéhiel, Aroerbeli Hótám fiai. 
1CH.11.45	Jidiháel, Simri fia, és az ő testvére, Joha, Tisibeli. 
1CH.11.46	Mihávimbeli Eliel, Jéribai és Jósávia, Elnaám fia, és Jitma, Moáb nemzetségéből való. 
1CH.11.47	Eliel és Obed és Jaásiel, Mésóbájából valók.
1CH.12.1	Ezek azok, a kik 
1CH.12.2	Ívesek, a kik mind jobb-, mind balkézre kővel 
1CH.12.3	Előljáró vala Ahiézer és Joás, a Gibeabeli Semáa fiai és Jéziel és Pélet, Azmávet fiai, Beráka és Jéhu, Anatótból, 
1CH.12.4	És a Gibeonbeli Ismája, a harmincz közül való hős, a kiknek előljárójok is vala; Irméja, Jaháziel, Johanán és Gederátbeli Józabád, 
1CH.12.5	Elúzai, Jérimót, Behália, Semária és Hárufbeli Sefátja, 
1CH.12.6	Elkána, Isija, Azaréel, Jóézer és a Kóré nemzetéből való Jásobéám. 
1CH.12.7	Joéla és Zebádja, a Gedorból való Jérohám fiai. 
1CH.12.8	A Gáditák közül is menének Dávidhoz, mikor a pusztában vala az erősségben, erős és hadakozó férfiak, paizsosok, dárdások, a 
