MAT.1.1	 A Krisztus Jézus származásáról 
JHN.10.41	 Sokan mentek hozzá és azt beszélték, hogy János ugyan semmi jelt nem tett, de igaz volt minden, amit János őfelőle mondott.
JHN.10.42	 Sokan hittek hát ott őbenne.
JHN.11.1	 Volt egy elerőtlenült ember, Lázár, Betániából, Mártának és 
JHN.11.2	 Mária volt az az asszony, aki az Urat kenettel megkente és lábát hajával törölte meg. Ennek a testvére Lázár volt az elerőtlenült.
JHN.11.3	 A nőtestvérek elküldtek hát 
JHN.11.4	 Mikor Jézus ezt meghallotta, így szólt: „Ez az erőtlenség nem halálos, hanem az Isten dicsőségét 
JHN.11.5	 Jézus pedig szerette Mártát, valamint annak hugát és Lázárt.
JHN.11.6	 Amint tehát meghallotta, hogy 
JHN.11.7	 Azután így szólt tanítványaihoz: „Menjünk ismét Júdeába.”
JHN.11.8	 „Rabbi – mondták neki tanítványai –, 
JHN.11.9	 „Nem tizenkét órája van-e a nappalnak? – felelte Jézus. – Ha valaki nappal jár, nem botlik meg, mert látja e világ világosságát.
JHN.11.10	 Ha valaki éjjel jár, megbotlik, mert nincsen benne világosság.”
JHN.11.11	 Ezeket mondta. Azután így szólt hozzájuk: „Barátunk, Lázár aluszik, de elmegyek, hogy felébresszem álmából.”
JHN.11.12	 „Uram, ha alszik, meg fog menekülni” – mondták a tanítványai.
JHN.11.13	 Jézus azonban a haláláról beszélt, míg azok azt vélték, hogy álom alvásáról szól,
JHN.11.14	 akkor azután nyíltan megmondta nekik: „Lázár meghalt.
JHN.11.15	 De örülök annak, hogy nem voltam ott, miattatok, hogy higgyetek. Most azonban menjünk el hozzá.”
JHN.11.16	”Menjünk el és haljunk meg vele együtt!” – szólt tanítványtársaihoz Tamás, akit Ikernek neveznek.
JHN.11.17	 Mikor Jézus odaért, úgy találta, hogy már négy nap óta van a sírban.
JHN.11.18	 Betánia közel volt Jeruzsálemhez, csak mintegy tizenöt stádiumnyira.
JHN.11.19	 A zsidók közül sokan jöttek el Mártához és Máriához, hogy vigasztalják őket testvérük miatt.
JHN.11.20	 Mikor Márta meghallotta, hogy Jézus útban van, elébe ment, Mária pedig ült házában.
JHN.11.21	 „Uram – szólt Márta Jézushoz –, ha itt lettél volna, nem halt volna meg a testvérem.
JHN.11.22	 Azt azonban most is tudom, hogy amire csak kéred az Istent, megadja neked az Isten.”
JHN.11.23	 „Fel fog támadni a testvéred” – felelte neki Jézus.
JHN.11.24	 Márta így válaszolt: „Tudom, hogy fel fog támadni a feltámadáskor az utolsó napon.”
JHN.11.25	 „Én vagyok a feltámadás és az élet – mondta neki Jézus –, aki bennem hisz, élni fog, még ha meghalna is.
JHN.11.26	 Soha nem hal meg senki, aki él és hisz bennem. Hiszed-e ezt?”
JHN.11.27	 „Igen, Uram – mondta neki –, én hívő vagyok, 
JHN.11.28	 Mikor ezt mondta, eltávozott és hívta a húgát, Máriát, titkon azt súgva neki: „A tanító itt van és hív tégedet.”
JHN.11.29	 Az, ahogy meghallotta, sietve felkelt és hozzáment.
JHN.11.30	 Jézus még nem ment be a faluba, hanem ott volt azon a helyen, ahová Márta elébement.
JHN.11.31	 Azok a zsidók, akik Máriával együtt voltak a házban és vigasztalták őt, – amikor meglátták, hogy Mária sietve felkel és eltávozik, követték abban a hiedelemben, hogy a sírhoz megy, hogy ott sírjon.
JHN.11.32	 Mihelyt Mária odaért, ahol Jézus volt és meglátta őt, a lábaihoz borult és így szólította meg: „Uram, ha itt lettél volna, nem halt volna meg a testvérem.”
JHN.11.33	 Amikor Jézus sírni látta őt és azokat a zsidókat, akik vele jöttek, indulat jött reá, nyugtalanná lett
JHN.11.34	 és így szólott: „Hol helyeztétek őt el?” – „Uram, jöjj és lásd meg!” – mondották neki.
JHN.11.35	 Jézus könnyezett.
JHN.11.36	 „Nézd, mennyire kedvelte őt” – szóltak a zsidók.
JHN.11.37	 Némelyek meg ezt mondták közülük: „Ő, aki a vaknak szemét megnyitotta, nem lett volna képes megtenni, hogy 
JHN.11.38	 Jézus most újra megtelt indulattal és a sírhoz ment. Ez egy üreg volt és egy kő feküdt rajta.
JHN.11.39	 „Vigyétek el a követ!” – mondotta Jézus.” Uram – szólalt meg Márta, a halott testvére –, már szaga van, hiszen négy napos.”
JHN.11.40	 „Nem megmondtam neked – mondta neki Jézus –, hogyha hiszel, meglátod az Isten dicsőségét?”
JHN.11.41	 Erre elemelték a követ, Jézus pedig az égre emelte szemét és így szólt: „Atyám, hálát adok neked, hogy meghallgattál.
JHN.11.42	 De tudtam én, hogy mindenkor meghallgatsz, csak a körülálló tömegért szóltam, hogy elhiggyék, hogy te küldtél engem.”
JHN.11.43	 Miután ezeket mondta, nagy hangon felkiáltott: „Lázár, jöjj ki!”
JHN.11.44	 És kijött a halott, kezén, lábán pólyákkal átkötözve, arcát keszkenő takarta.” Oldjátok fel, hadd járjon!” – mondta nekik Jézus.
JHN.11.45	 Azok közül a zsidók közül, akik Máriához jöttek és látták, hogy Jézus mit cselekszik, sokan hittek.
JHN.11.46	 Közülük némelyek elmentek azután a farizeusokhoz és elmondották nekik, mit tett Jézus.
JHN.11.47	 Ekkor a főpapok és farizeusok összegyűjtötték a nagytanácsot és 
JHN.11.48	 Ha úgy hagyjuk, mindenki benne hisz majd. Azután eljönnek a rómaiak és elveszik tőlünk a helyet is, a nemzetet is.”
JHN.11.49	 Közülük egyik, Kajafás, aki abban az évben főpap volt, ezt mondta nekik: „Nem tudtok ti semmit.
JHN.11.50	 Azzal sem számoltok, hogy hasznosabb nektek, ha egy ember hal meg a népért, mintsem, hogy az egész nemzet elvesszen.”
JHN.11.51	 Ezt pedig nem magától mondta, hanem mivel ő volt abban az esztendőben a főpap, prófétai látást mondott, hogy Jézusnak meg kell halnia a nemzetért,
JHN.11.52	 és hozzá nemcsak a nemzetért, hanem azért is, hogy Isten szétszórt gyermekei egybegyűjtessenek.
JHN.11.53	 Attól a naptól fogva támadt az az elhatározásuk, hogy 
JHN.11.54	 Így azután Jézus többé nem járt nyilvánosan a zsidók közt, hanem elvonult onnan egy, a pusztához közel eső vidékre, Efraim nevű városba és tanítványaival együtt ott tartózkodott.
JHN.11.55	 Közel volt a zsidók pászkája. A pászka előtt a vidékről sokan mentek fel Jeruzsálembe, hogy szent tisztulásban részesüljenek.
JHN.11.56	 Keresték Jézust és a szenthelyen állva így beszélgettek egymás között: „Mi a véleményetek? 
JHN.11.57	 A főpapok és farizeusok pedig parancsolatot adtak, hogy ha valaki tudja, hol van, jelentse, hogy elfoghassák.
JHN.12.1	 Jézus a pászka előtt hat nappal Betániába érkezett, ott lakott Lázár, akit Jézus a halottak közül feltámasztott.
JHN.12.2	 Ugyanott lakomát készítettek számára, amelyen Márta szolgált fel, Lázár pedig egy volt azok közül, akik vele együtt asztalhoz dőltek.
JHN.12.3	 Mária ekkor, miután vett egy font igazi nagyon értékes nárdus kenőcsöt, megkente 
JHN.12.4	 Tanítványai közül azonban egyik, a karióti Júdás, ki őt elárulni készült, így szólott:
JHN.12.5	 „Miért nem adták el ezt a kenetet háromszáz dénárért 
JHN.12.6	 Ezt azonban nem azért mondta, mintha a szegényekre lett volna gondja, hanem, mert tolvaj volt. Nála volt az erszény, s ő hordta, amit belé vetettek.
JHN.12.7	 „Hagyd őt – mondotta Jézus –, hadd szóljon ez nekem temetésem napjára.
JHN.12.8	 Szegények ugyanis mindenkor lesznek veletek, de én nem leszek mindenkor a tietek.”
JHN.12.9	 A zsidók közül nagy tömeg értesült arról, hogy 
JHN.12.10	 A főpapok erre elhatározták, hogy Lázárt is megölik,
JHN.12.11	 mert a zsidók közül sokan mentek le oda és hittek Jézusban.
JHN.12.12	 A következő napon az a nagy tömeg, amely az ünnepre érkezett, miután meghallották, hogy Jézus Jeruzsálembe jön,
JHN.12.13	 pálmaágakat szedtek, kimentek eléje és így kiáltottak: „Hozsánna, áldott az, aki az Úr nevében jön, Izráel királya!”
JHN.12.14	 Jézus, miután egy fiatal szamarat talált, ráült a megírt 
JHN.12.15	 „Ne félj Sion leánya! Íme királyod jő, szamárnak csikaján ül.”
JHN.12.16	 Tanítványai eleinte nem ismertek rá e dolgokra, de amikor Jézus megdicsőült, akkor visszaemlékeztek, hogy ezek már meg voltak írva felőle, és hogy ezeket is tették vele.
JHN.12.17	 Az a tömeg, mely együtt volt vele akkor, amikor Lázárt a sírból előhívta, és a halottak közül feltámasztotta, most tanúságot tett 
JHN.12.18	 Azért is ment eléje a tömeg, mert hallották róla, hogy ezt a jelt tette.
JHN.12.19	 A farizeusok meg így beszéltek egymás között: „Látjátok, semmi hasznotok már? Lám! Utána megy már a világ.”
JHN.12.20	 Azok között, akik az ünnepre felmentek imádkozni, volt néhány hellén.
JHN.12.21	 Ezek odamentek a galileai Betszaidából való Fülöphöz és megkérték: „Uram, Jézust akarnók látni.”
JHN.12.22	 Fülöp elment és szólt Andrásnak, András és Fülöp elmentek és szóltak Jézusnak.
JHN.12.23	 Jézus meg így szólt hozzájuk: „Eljött az óra, hogy az embernek Fia megdicsőüljön.
JHN.12.24	 Bizony, bizony azt mondom nektek, ha a földbe hullatott gabonamag el nem hal, egyedül marad. Ha azonban meghal, sok gyümölcsöt terem.
JHN.12.25	 Aki kedveli a lelkét, elveszti azt, s aki gyűlöli e világban a lelkét, örök életre megőrzi azt.
JHN.12.26	 Ha valaki kiszolgál engem, kövessen is engem, és ahol én vagyok, ott lesz az én szolgám is. Ha valaki nekem szolgál, meg fogja becsülni azt az Atya.
JHN.12.27	 Most nyugtalan a lelkem. Mit mondjak? Atyám, ments meg engem ez órától! De hisz ezért jöttem erre az órára.
JHN.12.28	 Atyám, dicsőítsd meg nevedet!” Hang szólt az égből: „Meg is dicsőítettem és újra meg fogom dicsőíteni.”
JHN.12.29	 Az ott álló és hallgató tömeg azt mondta: „Mennydörgés hallatszott.” Mások ezt mondták: „Angyal beszél vele.”
JHN.12.30	 Megszólalt Jézus: „Nem értem szólt ez a hang, hanem érettetek.
JHN.12.31	 Most folyik a világon az ítélet! Most fogják e világ fejedelmét kivetni.
JHN.12.32	 De én is, ha engem felemelnek e földről, mindeneket magamhoz vonok majd.”
JHN.12.33	 Ilyen jelképpel fejezte ki, hogy mily halállal kell meghalnia.
JHN.12.34	 „Mi a törvényből azt hallottuk – felelte neki a tömeg –, hogy a Krisztus örökre megmarad, hogy mondhatod hát, hogy az ember Fiának fel kell emeltetnie? Ki ez az embernek Fia?”
JHN.12.35	 Jézus azt felelte nekik: „A világosság még egy kis ideig köztetek van. Úgy járjatok, ahogy világosságotok van, hogy a sötétség hatalmába ne kerítsen titeket. Aki a sötétségben jár, nem tudja, hová megy.
JHN.12.36	 Minthogy világosságotok van, higgyetek a világosságban, hogy a világosság fiaivá lehessetek.” Ezeket mondta Jézus, azután elment és elrejtőzött előlük.
JHN.12.37	 Bár ily nagy jeleket tett előttük, mégsem hittek benne, hogy beteljesedjék Ézsaiás próféta szava, melyet mondott:
JHN.12.38	 „Uram, ki hitt annak, amit tőlünk hallott? Az Úrnak karjáról ki előtt hullott le a lepel?”
JHN.12.39	 Azért nem tudtak hinni, mert Ézsaiás később még azt 
JHN.12.40	 „Vakká tette szemüket, megkövesedetté szívüket, hogy szemükkel ne lássanak, szívükkel ne értsenek, meg ne forduljanak, és meg ne gyógyíthassam őket.”
JHN.12.41	 Ezeket azért mondta Ézsaiás, mert látta az ő dicsőségét és őróla beszélt.
JHN.12.42	 Mégis még az elöljárók közül is sokan hittek benne, de a farizeusok miatt nem vallották meg, hogy a zsinagógából ki ne vessék őket.
JHN.12.43	 Mert jobban szerették az emberek elismerését, mint azt a dicsőséget, amelyet az Isten 
JHN.12.44	 Jézus hangosan kiáltotta: „Aki bennem hisz, nem én bennem hisz, hanem abban, aki elküldött engem.
JHN.12.45	 És aki engem lát, azt látja, aki engem elküldött.
JHN.12.46	 Én világosságul jöttem e világra, hogy senki, aki bennem hisz, sötétségben ne maradjon.
JHN.12.47	 Ha valaki beszédemet hallgatja, és nem őrzi meg, én nem ítélem meg azt, mert nem azért jöttem, hogy a világot megítéljem, hanem hogy megmentsem a világot.
JHN.12.48	 Van valaki, aki megítéli azt, aki elvet engem és beszédeimet el nem fogadja, az Ige ítéli el, amelyet szóltam, az 
JHN.12.49	 Mert én nem magamból szóltam, hanem az Atya, aki engem elküldött, adott nekem parancsot arra, hogy mit szóljak, és mit beszéljek.
JHN.12.50	 És tudom, hogy az ő parancsa örök élet. Amiket tehát beszélek, úgy beszélem, ahogy az Atya mondotta nekem.”
JHN.13.1	 A pászka ünnepe előtt 
JHN.13.2	 Egy estebéd alkalmával, mikor a vádló már belesugallta Júdásnak, a karióti Simon fiának szívébe, hogy elárulja őt,
JHN.13.3	 miután tudta 
JHN.13.4	 Minderről tudva felkelt az estebédtől, köpenyét levetette, fogott egy vászontörlőt s azt körülkötötte magán.
JHN.13.5	 Aztán vizet töltött egy tálba s hozzáfogott, hogy tanítványainak lábát megmossa és a törülközővel, melyet magán körülkötött, megtörölje.
JHN.13.6	 Elérkezett Simon Péterhez, ki ezt mondta neki: „Uram, te mosod meg az én lábamat?”
JHN.13.7	 „Amit most én teszek, azt te most nem érted – felelte neki Jézus –, később majd meg fogod érteni.”
JHN.13.8	 De Péter ezt mondta: „Az én lábamat te soha meg nem mosod.” Jézus azt felelte neki: „Ha meg nem moslak, nincs részed velem.”
JHN.13.9	 „Uram – szólott Simon Péter –, ne csak a lábamat, hanem a kezemet és a fejemet is.”
JHN.13.10	 „Annak, aki megmosdott, nincs többre szüksége – válaszolta neki Jézus –, minthogy a lábát megmossák, egyébként egészen tiszta. Ti is tiszták vagytok, de nem mindnyájan.”
JHN.13.11	 Tudta ugyanis, hogy ki árulja el őt, azért mondotta, hogy nem vagytok mindnyájan tiszták.
JHN.13.12	 Mikor már megmosta lábukat, felvette köpenyét, újra asztalhoz dőlt és így szólt hozzájuk: „Értitek, mit tettem veletek?
JHN.13.13	 Ti így hívtok engem: Tanító! Vagy: Úr! És helyesen mondjátok, az vagyok.
JHN.13.14	 Ha én, aki Úr és Tanító vagyok, megmostam lábatokat, ti is tartoztok egymás lábát mosni,
JHN.13.15	 mert példát adtam nektek, hogy ti is úgy tegyetek, ahogy én tettem.
JHN.13.16	 Bizony, bizony azt mondom nektek, a rabszolga nem nagyobb uránál, sem akit elküldenek nem nagyobb annál, aki elküldötte.
JHN.13.17	 Ha ezeket tudjátok, boldogok vagytok, ha megtehetitek őket.
JHN.13.18	 Nem mindnyájatok felől szólok. Tudom, kiket válogattam ki. De 
JHN.13.19	 Most kezdem ezt beszélni nektek, még mielőtt megtörtént volna, hogy ha megtörténik, elhiggyétek, hogy én vagyok az.
JHN.13.20	 Bizony, bizony azt mondom nektek, hogy aki valakit befogad, akit én küldök, engem fogad be, s aki engem befogad, azt fogadja be, aki küldött engem.”
JHN.13.21	 Mikor Jézus ezeket mondta, nyugtalanná tette szelleme, mire ő a következő tanúságot tette: „Bizony, bizony azt mondom nektek, hogy közületek egy el fog engem árulni.”
JHN.13.22	 A tanítványok erre egymásra néztek, zavarban a felől, hogy melyikükről beszél.
JHN.13.23	 Tanítványai közül az egyik, akit Jézus szeretett, Jézus keblére dőlve feküdt
JHN.13.24	 s annak intett Simon Péter kérdezve: „Ki az, akiről beszél?”
JHN.13.25	 Az Jézus keblére vetvén magát, megkérdezte tőle: „Uram, ki az?”
JHN.13.26	 Jézus ezt felelte: „Az, akinek a bemártott falatot oda fogom adni.” Bemártott egy falatot, azután fogta és odaadta karióti Simon 
JHN.13.27	 Akkor a falat után bement abba a sátán.” Jobban siess azzal, amit tenni készülsz!” – mondta neki Jézus.
JHN.13.28	 Azt azonban az asztalnál fekvők közül senki sem értette, hogy ezt mire mondotta.
JHN.13.29	 Némelyek azt gondolták, hogy miután a persely Júdásnál volt, Jézus azt mondta neki: „Vedd meg, amire az ünnepen szükségünk lesz,” vagy, hogy a szegényeknek adjon valamit.
JHN.13.30	 Mikor azután a falatot elvette, tüstént eltávozott. Akkor már éjszaka volt.
JHN.13.31	 Mikor elment, Jézus így szólt: „Most dicsőült meg az embernek Fia, Isten is megdicsőült benne.
JHN.13.32	 Ha Isten megdicsőült benne, Isten is meg fogja őt dicsőíteni önmagában, hamarosan megdicsőíti őt.
JHN.13.33	 Gyermekeim, még egy kevés ideig veletek vagyok, keresni fogtok engem, és amiként a zsidóknak már megmondtam, azt most nektek is mondom: Ahová én megyek, ti oda nem jöhettek.
JHN.13.34	 Új parancsolatot adok nektek, hogy egymást szeressétek. Ahogy én szerettelek titeket, ti is úgy szeressétek egymást.
JHN.13.35	 Arról ismeri meg mindenki, hogy az én tanítványaim vagytok, ha szeretet lesz bennetek egymás iránt.”
JHN.13.36	 „Uram, hová mégy?” – kérdezte tőle Simon Péter. Jézus ezt felelte: „Ahová megyek, oda most nem követhetsz, de utólag követni fogsz.”
JHN.13.37	 „Uram – mondta neki Péter –, miért nem követhetlek most? A lelkemet adom oda érted.”
JHN.13.38	 „A lelkedet adod oda értem? – felelte neki Jézus –, bizony azt mondom neked, hogy nem szól addig a kakas, míg háromszor meg nem tagadsz engem.”
JHN.14.1	 „Ne rendüljön meg a szívetek! Higgyetek Istenben, én bennem is higgyetek!
JHN.14.2	 Atyám házában sok lakás van. Ha nem úgy volna, megmondtam volna nektek. Mert azért megyek el, hogy helyet készítsek nektek.
JHN.14.3	 És ha elmegyek, és helyet készítek nektek, ismét megjövök, és magamhoz veszlek titeket, hogy ahol én vagyok, ti is ott legyetek.
