MAT.1.1	Ǝntanay da esmawan n aljadan ǝn Ɣaysa Ǝlmǝsix, ahaya n ǝnnǝbi Dawǝd, d ǝnnǝbi Ibrahim:
ACT.13.46	Tǝzzar inn-asan Bulǝs ǝd Barnabas wǝr tǝha tasa ǝn wala: «Kawanay a iddǝraran s a dawan-attamal awal ǝn Mǝššina ǝs tizarat, mišan dad zamas tugayam sǝr-ǝs, wǝr tǝssǝharam iman-nawan ǝd tǝmǝddurt ta tǝɣlalat, wǝdi ad nǝmǝlǝllǝy s aytedan win wǝr nǝmos Kǝl-Ǝlyǝhud. 
ACT.13.47	Fǝlas awen da as danaɣ-omar Ǝmǝli Mǝššina s ǝmmǝk was inna daɣ Ǝlkǝttaban as ǝnnan: 
ACT.13.48	As ǝslan aytedan win wǝr nǝmos Kǝl-Ǝlyǝhud y awen, ǝddǝwen, ǝzzǝzwǝran awal n Ǝmǝli Mǝššina, ǝzzǝgzanan aytedan kul win as itawatas ad ǝgrǝwan tǝmǝddurt ta tǝɣlalat. 
ACT.13.49	Ad itiwǝziwiz awal n Ǝmǝli daɣ akal ketnet.
ACT.13.50	Mišan ǝnkaran Kǝl-Ǝlyǝhud ǝgan ark-man daɣ tǝdoden šiyyad tiwasaɣmarnen ǝhânen ǝddin ǝn Kǝl-Ǝlyǝhud ǝd muzaran n ǝɣrǝm, ewayan-du ǝs Bulǝs ǝd Barnabas ǝtǝwǝdgaz labasan, tǝzzar ǝstaɣan-tan, ǝkkasan-tan daɣ akal-nasan. 
ACT.13.51	Ǝbbǝkbakan aboqqa ǝn daran-nasan daɣ batu n ǝɣrǝm wen, tǝzzar ǝkkan aɣrǝm wa n Ikonǝyum. 
ACT.13.52	Inalkiman ǝn Ɣaysa win d-oyyan dǝffǝr-san daɣ Antǝyoxǝya amaran, ǝknân tǝfalawist, idnay-tan deɣ Infas wa Zǝddigan.
ACT.14.1	Iga Bulǝs ǝd Barnabas daɣ ǝɣrǝm n Ikonǝyum arat wa da taggin fawda, a t-imosan iguz n ahan n ǝlɣibada ǝn Kǝl-Ǝlyǝhud; tǝzzar ǝgan daɣ-as awal a d-ewayan as ǝzzǝgzanan aytedan aggotnen daɣ Kǝl-Ǝlyǝhud ǝd Kǝl-Ǝlyunan ǝs Ɣaysa. 
ACT.14.2	Mišan ǝnkaran Kǝl-Ǝlyǝhud win ugaynen s ǝzǝgzan ǝs Ɣaysa, ǝgan daɣ aytedan win hadatnen wǝr nǝmos Kǝl-Ǝlyǝhud ark-man ǝs mǝzzǝgzan ǝs Ɣaysa. 
ACT.14.3	Harkid awen iga Bulǝs ǝd Barnabas tamert tagget daɣ Ikonǝyum. Taggin awal a daq-qan wǝr tǝha tasa, tagayyen fǝl Ǝmǝli. Ikf-en Ǝmǝli fǝrregat n igi ǝn tǝlmǝɣjujaten ǝmosnen alɣalamaten d aratan simaklalnen sataddinen tidǝt a mosan salan win ǝqqalnen arraxmat-net.
ACT.14.4	Mišan tǝzun tamattay n ǝɣrǝm. Wiyyad ǝwaran aganna wa n Kǝl-Ǝlyǝhud, wiyyad aganna wa n nǝmmuzal. 
ACT.14.5	Ǝnkaran aytedan win wǝr nǝmos Kǝl-Ǝlyǝhud ǝd Kǝl-Ǝlyǝhud ǝd muzaran-nasan sammarkasan ad agin taršǝxšad labasnen i Bulǝs ǝd Barnabas, anɣin-tan kǝrǝz ǝs tǝgur ǝn tǝhun. 
ACT.14.6	As isla Bulǝs ǝd Barnabas awen, ǝgmadan aɣrǝm wen, ǝkkan Lustra ǝd Derbe ǝmosnen iɣǝrman n akal wa n Lukawnǝya ǝd kallan win tan-ǝɣlaynen, 
ACT.14.7	a daɣ-san ǝmmalan isalan n Ǝlinjil.
ACT.14.8	Aɣrǝm ǝn Lustra ih-ay alǝs n anabdon s as d-ihǝw da, ǝmmutan daran-net, wǝr kala tǝwer takkolt-net amaḍal. 
ACT.14.9	As ǝzǝl iyyan ad issisam i Bulǝs iššewal, idak-ku Bulǝs s asawad, inay daɣ-as as, ila ǝzǝgzan a t-izzozayan; 
ACT.14.10	tǝzzar inn-as s afalla: «Ǝnkǝr, taɣǝda tebadday-nak!» Iggad alǝs, iggaz šin teklay. 
ACT.14.11	As tǝnay tamattay tǝgget awa iga Bulǝs den, ad gannin aytedan s afalla daɣ awal wa n tǝlukawnǝysat: «Imalan ǝhânen šaššelan an aytedan, a fall-ana d-ǝzzǝbbatnen.» 
ACT.14.12	Ǝgan i Barnabas esǝm n iyyan daɣ ǝssǝnaman-nasan as gannin «Zus», Bulǝs ǝgan-as esǝm n iyyan as gannin «Hǝrmes» fǝlas ǝnta a imosan ǝmǝššewǝl. 
ACT.14.13	Inkar ǝlimam n ǝssǝnǝm wa igan «Zus» âs ehan n ǝlɣibada-net iha imi n ǝɣrǝm, isassalway-du ǝs mawan n ǝɣrǝm izǝgran ǝd tǝtǝltǝla ǝn tǝjigay, ira ǝnta ǝd tamattay tagget a tan-agin šizǝgzam i Bulǝs ǝd Barnabas.
ACT.14.14	Mišan as ǝslan nǝmmuzal win ǝganen Barnabas ǝd Bulǝs awen, zazzarren šikadkaden-nasan fǝl man-nasan, ozalan ǝs tamattay tǝgget ǝdkâlan imaslan-nasan s afalla gannin: 
ACT.14.15	«Xa meddan! Ma tǝtaggim da? Nakkanay wǝr nǝmos ar aytedan ǝn šilaten-nawan. Isalan n Ǝlinjil a dawan-du-neway fǝl ad tammazzayam d ǝlɣibada n ǝssǝnǝman, tutabam ǝs Mǝššina di n Amaɣlol a d-ixlakan ijǝnnawan d amaḍal ǝd gǝrwan d awa tan-ihan kul. 
ACT.14.16	Daɣ elan win ǝrǝwnen, oyya šimattiwen kul, ǝlkamnat i tara ǝn man-nasnat. 
ACT.14.17	Mišan dǝr iga awen da ya, iga i man-net tǝgǝyya id issǝkna ǝlluɣ-net imosan: ǝsufǝy wa dawan-d-itaggu akonak daɣ jǝnnawan, ihakk-iwan šimeren olaɣnen ǝd sudar, isifǝliwis-kawan.» 
ACT.14.18	Gǝrrid as sahhadarren aytedan ǝs batu ta ǝgan den, ǝgdalan-asan a dasan-agin šinagzamen. 
ACT.14.19	Osan-du Kǝl-Ǝlyǝhud wiyyad a d-ǝfalnen aɣrǝm n Antǝyoxǝya ǝd wa n Ikonǝyum, ǝššewalan y aytedan har tan-ǝssǝwaran aganna wa-nasan. Ad ǝggaran Bulǝs ǝs tǝhun, dǝffǝr adi zarorawan-tu har dǝr-ǝs ǝgmadan aɣrǝm, ǝɣilan aba-tu. 
ACT.14.20	Mišan as sǝr-ǝs d-ǝddewan nalkiman ǝn Ɣaysa, ɣalayɣalayan-tu, ibdad-du iqqal aɣrǝm. As affaw, iddew ǝd Barnabas ǝkkan aɣrǝm ǝn Derbe.
ACT.14.21	As ǝmalan isalan n Ǝlinjil daɣ ǝɣrǝm wen, ǝlkaman aytedan aggotnen i Ɣaysa; iqqal Bulǝs ǝd Barnabas aɣrǝm ǝn Lustra ǝd wa n Ikonǝyum ǝd wa n Antǝyoxǝya, 
ACT.14.22	ad gammayan daɣ nalkiman ǝn Ɣaysa win ɣǝrman win ad zǝzzǝwen daɣ tarrayt-nasan. Šâwalan-asan, talaman-asan fǝl man s ad zǝzzǝwen daɣ ǝzǝgzan-nasan, gannin-asan: «Illikan as, iguz ǝn Taɣmar ta n Mǝššina, iddew ǝd tǝssust tagget.» 
ACT.14.23	Ǝkkulluk n Ǝlkǝnisat sinafranan-as imuzaran, ǝššedawan awen ǝd tǝwatriwen d ǝzum, amaran agin-tan daɣ tǝɣlift ǝn Mǝššina di as ǝzzǝgzanan. 
ACT.14.24	Dǝffǝr awen ǝrzagan akal wa n Bissidǝya, okayan ǝs wa n Banfilǝya. 
ACT.14.25	Ǝmalan isalan n Ǝlinjil daɣ ǝɣrǝm wa n Bǝrge, amaran ǝrasan ǝs wa n Attalǝya. 
ACT.14.26	Ǝggazan aɣlal n aman daɣ Attalǝya, ǝnnǝmadan Antǝyoxǝya, aɣrǝm was ǝnta as kala daɣ-as tawaggan daɣ tǝɣlift ǝn Mǝššina y ǝššǝɣǝl wa ǝssǝndan den. 
ACT.14.27	As din-osan, sassaɣran-du aytedan kul n Ǝlkǝnisat, tǝzzar ǝssoɣalan-asan isalan n arat kul was tan-ikfa Mǝššina turagat n igi-net, d ǝmmǝk was olam Mǝššina tarrayt n ǝzǝgzan i tǝmattiwen šin wǝr nǝmos Kǝl-Ǝlyǝhud. 
ACT.14.28	Dǝffǝr awen ǝmalan ɣur nalkiman win den har ǝgan tamert tagget.
ACT.15.1	Osan-du meddan wiyyad a d-ǝgmadnen akal ǝn Yahudǝyya aɣrǝm n Antǝyoxǝya ad sasaɣrin inalkiman ǝn Ɣaysa, gannin-asan: «As wǝr tǝlkemam y alɣadat n ǝmǝnkǝd ta d-oyya ǝnnǝbi Musa, wǝr za tǝgrǝwam ǝlɣillas.» 
ACT.15.2	Wǝr irḍa Bulǝs ǝd Barnabas ǝs batu ten, eway-du awen tamazaq labasat gar-essan ǝd Bulǝs ǝd Barnabas. Tǝzzar tǝtawagga tanat n ad aggazzay Bulǝs ǝd Barnabas ǝd nalkiman ǝn Ɣaysa wiyyad ǝs Yerusalam fǝl ad ǝnǝyan inǝmmuzal ǝd muzaran n Ǝlkǝnisat daɣ batu ten. 
ACT.15.3	Tǝkf-en Ǝlkǝnisat ta n Antǝyoxǝya arat kul was ǝddǝraran, amaran ǝglan. Ǝrzagan akal wa n Fenisǝya ǝd wa n Samarǝya suɣulan isalan kul ǝn tǝtubt ta d-ǝganat tǝmattiwen šin wǝr nǝmos Kǝl-Ǝlyǝhud ǝs Mǝššina. Isifilawas awen wǝllen inalkiman kul win kallan en. 
ACT.15.4	As osan Yerusalam tǝg-asan Ǝlkǝnisat ketnet marxaba ǝd nǝmmuzal ǝd muzaran. Tǝzzar ǝgan daɣ-san isalan n arat kul was tan-ikfa Mǝššina igi-net. 
ACT.15.5	Mišan ǝggadan-du meddan wiyyad ǝn nalkiman ǝn Ɣaysa ǝhanen taggayt ta n Farisaytan ǝnnan: «Ǝmǝnkǝd ǝd lǝkkum y ǝlqanun wa n ǝnnǝbi Musa fǝrǝḍ a imos fǝl aytedan win wǝr nǝmos Kǝl-Ǝlyǝhud.»
ACT.15.6	Tǝzzar ǝmmǝnayan nǝmmuzal ǝd muzaran n Ǝlkǝnisat fǝl ad ǝssǝnan awa zʼagin daɣ batu ten. 
ACT.15.7	As ǝrǝwan ǝmmizaɣan, ibdad Butros inn-asan: «Imǝdrayan-in, tǝssânam as irǝw as di-isannafran daɣ-wan Mǝššina fǝl ad aslin aytedan win wǝr nǝmos Kǝl-Ǝlyǝhud isalan n Ǝlinjil daɣ imi-nin, ǝzzǝgzǝnan ǝs Mǝššina. 
ACT.15.8	Mǝššina issânan awa ihan ǝwǝl n awedan kul, issikna tǝrǝddawt ta sǝr-san iga ǝs tǝhakkay ta tan-iga Infas wa Zǝddigan ǝs tǝmǝwit tas dana-t-ikfa nakkanay win Kǝl-Ǝlyǝhud. 
ACT.15.9	Wǝr danaɣ-izannamazlay dǝr-san fǝlas Mǝššina a izazdagan iwallan s ǝzǝgzan sǝr-ǝs. 
ACT.15.10	Daɣ adi ǝmǝrǝdda ma fel tǝtaggim tǝnagmayt i Mǝššina s igi wa tǝtaggim fǝl rawan ǝn nalkiman ǝzuk ǝs wǝrmad ǝfrâgan marawan-nana adakal-net wala deɣ nǝfrâk-ku nakkanay? 
ACT.15.11	Wǝrgeɣ arraxmat n Ǝmǝli Ɣaysa as nǝzzǝgzan, tǝssǝfs-ana? Ǝntanay da za, ǝntanay win wǝr nǝmos Kǝl-Ǝlyǝhud, tǝmǝwit ta da as ǝfsan!»
ACT.15.12	Tǝzzar tǝffǝsta tamattay ketnet, ǝssǝsaman aytedan i Barnabas ǝd Bulǝs suɣulan isalan kul ǝn tǝlmǝɣjujaten ǝmosnen alɣalamaten d aratan simaklalnen win as tan-ikfa Mǝššina igi-nasan daɣ tǝmattiwen šin wǝr nǝmos Kǝl-Ǝlyǝhud.
ACT.15.13	As iffǝsta Barnabas ǝd Bulǝs, iššewal Yaqub, inna: «Imǝdrayan-in, sǝsǝmat-i. 
ACT.15.14	Simɣon Butros issôɣal-ana tǝmǝwit tas issǝnta Mǝššina harwa daɣ tizarat ǝsǝkni ǝn tara ta iga i tǝmattiwen šin wǝr nǝmos Kǝl-Ǝlyǝhud s ǝsǝnnǝfrǝn wa daɣ-asnat iga aytedan as zʼǝqqǝlnen tamattay-net. 
ACT.15.15	Amaran inimannak awen d awa ǝnnan ǝnnǝbitan daɣ Ǝlkǝttaban as ǝnnan: 
ACT.15.18	fǝl tǝga masnat harwa irǝw.
ACT.15.19	Awen da fǝlas nak Yaqub, ǝrḍêɣ s ad nayyu ǝsǝmmǝɣitǝr n aytedan win wǝr nǝmos Kǝl-Ǝlyǝhud win du-tutabnen ǝs Mǝššina. 
ACT.15.20	Mišan ǝktǝbatana y-asan širawt, nann-asan ad ammazzayan d ǝsǝmmǝdǝs ǝn man-nasan s arat ad d-immâran ǝssǝnǝm, ammazzayan d igi n ǝzzǝna ǝd tattay ǝn ṣan n ǝmudar tǝnɣa tarzam ǝd tǝssay n ǝzni. 
ACT.15.21	Fǝlas irǝw ad t-ǝmalan ǝlfǝqqitan sasaɣrinen Ǝttawret daɣ ǝkkulluk n ǝɣrǝm, itawaɣru deɣ akk ǝzǝl ǝn tǝsanfawt daɣ nan ǝn Kǝl-Ǝlyǝhud win ǝlɣibada.»
ACT.15.22	Tǝzzar ǝrḍan nǝmmuzal ǝd muzaran d Ǝlkǝnisat ketnet s ad sǝnnǝfrǝnan wiyyad daɣ-san, zǝmmizǝlan-tan s ǝɣrǝm n Antǝyoxǝya, idawan ǝd Bulǝs ǝd Barnabas. Sannafranan Yahuza was itawannu Barsabbas ǝd Silas, ǝmosnen imuzaran daɣ mǝzzǝgzan ǝs Ɣaysa. 
ACT.15.23	Ǝssǝwaran-tan ad awǝyan širawt s ǝnta da awa daɣ-as ǝktaban: «Awa nakkanay inǝmmuzal ǝd muzaran ǝn nalkiman ǝn Ɣaysa win mǝdrayan-nawan. Nǝhul-in imǝdrayan-nana win wǝr nǝmos Kǝl-Ǝlyǝhud, win ǝhanen aɣrǝm n Antǝyoxǝya ǝd win ǝhanen akal ǝn Surǝya ǝd wa n Kilikǝya. 
ACT.15.24	Nǝslâ assa wa kawan-in-ǝgan meddan danaɣ-in-ǝfalnen ši wala turagat-nana, ǝɣšadan iman-nawan, ǝššǝwašan-kawan s awa gannin. 
ACT.15.25	Adi a fǝl nǝnamannak ketnana, nǝga tanat ad nǝsǝnnǝfrǝn meddan, nǝzǝmmizǝl-tan-in sǝr-wan, idawan-in ǝd maran-nana Barnabas ǝd Bulǝs, 
ACT.15.26	ǝmosnen meddan ǝgânen iman-nasan daɣ alɣarar fǝl ǝddǝlil n esǝm n Ǝmǝli-nana Ɣaysa Ǝlmǝsix. 
ACT.15.27	Adi da fǝl din-nǝzammazal Yahuza ǝd Silas fǝl a dawan-ǝlǝsan ǝsuɣǝl ǝn salan win imi s imi. 
ACT.15.28	Fǝlas issîbdad Infas wa Zǝddigan ǝd nǝkkanay iman-nana tanat n as wǝr kawan-za-nǝssǝwǝr ǝzuk waliyyan ar wa n aratan win ǝwwǝjjabnen, 
ACT.15.29	ǝmosnen: ad tammazzayam ǝd tattay n amensay itiwakfan y ǝssǝnǝman ǝd tassay n ǝzni ǝd tattay ǝn ṣan n ǝmudar tǝnɣa tarzam d igi n ǝzzǝna. As tǝttafam iman-nawan fǝl igi n aratan win di, ad tagim a olâɣan. Nǝhul-kawan-in wǝllen.»
ACT.15.30	Dǝffǝr awen tawasallaman, ǝzagadayyan, ǝqqalan Antǝyoxǝya, ewâyan širawt. As din-ewadan ǝššedawan-du inalkiman ǝn Ɣaysa, ǝkfan-tan širawt ten. 
ACT.15.31	Tǝtawaɣra, tǝzzar saddawen-tan salan talamnen fǝl man win ǝgrawen den. 
ACT.15.32	Amaran iššewal Yahuza ǝd Silas ǝmosnen ǝntanay iman-nasan ǝnnǝbitan ad taggin ǝnnǝsixa aggen i mǝdrayan talaman-asan fǝl man, sisuhen ǝzǝgzan-nasan. 
ACT.15.33	As iga Yahuza ǝd Silas tamert den, ǝssǝllaman-tan mǝdrayan win Antǝyoxǝya fǝl ad ǝqqǝlan Ǝlkǝnisat ta tan-du-tǝzammazalat. [ 
ACT.15.34	Mišan issof Silas ad aqqam den da, iqqal âs Yahuza ɣas a iqqalan Yerusalam.] 
ACT.15.35	Ixsar Bulǝs ǝd Barnabas daɣ Antǝyoxǝya, xattaban ǝntanay ǝd wiyyad imǝdrayan aggotnen y aytedan Ǝlinjil n Ǝmǝli, sasaɣrin-asan-tu deɣ.
ACT.15.36	As ǝgan tamert dǝffǝr awen, inna Bulǝs i Barnabas: «Ǝqqǝlana imǝdrayan-nana daɣ ǝzǝgzan win ǝhanen iɣǝrman kul win daɣ nǝmal awal n Ǝmǝli, ad nǝssǝn awa daɣ-san in-igan.» 
ACT.15.37	Ira Barnabas ad idawan ǝd Yaxya was itawannu Markus. 
ACT.15.38	Mišan inna Bulǝs wǝr ihor ad idawan d alǝs as dat awen a daɣ-san ixtas iman-net daɣ Banfilǝya, wǝr ɣur-san iqqim har sǝkkǝsǝwan ǝššǝɣǝl-nasan. 
ACT.15.39	Tǝkkus talɣa gar-essan har d-eway awen as ǝmmǝzzayan. Iddew Barnabas ǝd Markus ǝggazan aɣlal n aman ǝkkan Qibrus. 
ACT.15.40	Bulǝs ǝnta isannafran Silas, iddew dǝr-ǝs. As t-ǝgan mǝdrayan daɣ tǝɣlift ǝn Mǝššina, igla. 
ACT.15.41	Illil Bulǝs akal wa n Surǝya ǝd wa n Kilikǝya isisuhit ǝzǝgzan n Ǝlkǝnisaten.
ACT.16.1	Osa Bulǝs aɣrǝm ǝn Derbe, as t-ifal ikka wa n Lustra. Amaran Lustra ih-et ǝnalkim ǝn Ɣaysa igân Timotay s anna-net iyyat daɣ Kǝl-Ǝlyǝhud tǝzzigzanat ǝs Ɣaysa, mišan abba-net iyyan daɣ Kǝl-Ǝlyunan. 
ACT.16.2	Ǝmmâlan-tu mǝdrayan daɣ ǝzǝgzan win Lustra d Ikonǝyum ǝlluɣ. 
ACT.16.3	Ira Bulǝs tidawt-net, inkar isammankad-tu fǝl ǝddǝlil ǝn Kǝl-Ǝlyǝhud win ǝhanen akal wen, fǝlas ǝssânan ketnasan as abba-net iyyan daɣ Kǝl-Ǝlyunan a imos. 
ACT.16.4	Aɣrǝm a d-osa Bulǝs ǝd Silas a daɣ-as ǝmǝlan i nalkiman win t-ǝhanen šinaden šin ǝgan nǝmmuzal ǝd muzaran n Ǝlkǝnisat ta n Yerusalam, ǝgmǝyan daɣ-san a dasnat-ǝlkǝman. 
ACT.16.5	Ad itasahat ǝzǝgzan n Ǝlkǝnisaten, tǝyttǝynat akk ǝzǝl.
ACT.16.6	Irzag Bulǝs ǝd Silas akal wa n Frijǝya ǝd wa n Galatǝya ǝglan okâyan, fǝlas Infas wa Zǝddigan a dasan-igdalan emel n awal ǝn Mǝššina daɣ akal wa Asǝya. 
ACT.16.7	As osan ǝgogas n akal wa n Mǝsǝya, ǝgmayan d iguz n akal wa n Bitinǝya, mišan igdal-asan-tu Infas wa Zǝddigan. 
ACT.16.8	Tǝzzar ǝrzagan Mǝsǝya, ǝzagadayyan s ǝɣrǝm wa n Trowas. 
ACT.16.9	As iga ahad orga Bulǝs: Inay alǝs iyyan n akal ǝn Masedonǝya ibdâd dǝnnǝg-ǝs, itansay-tu, igann-as: «Akka-du Masedonǝya, tǝdhǝlaɣ-ana.» 
ACT.16.10	Iga Bulǝs targǝt ten ɣas, nǝsammatag y iki ǝn Masedonǝya fǝlas nǝkkâs aššak as Mǝššina a danaɣ-iɣran fǝl a daɣ-as nǝmǝl isalan n Ǝlinjil.
ACT.16.11	Nǝggaz aɣlal n aman daɣ Trowas, nǝnnǝmad akal imosan gǝrwǝtlan as itawannu Samotras. As affaw nǝkka aɣrǝm ǝn Neyabolis. 
ACT.16.12	Ǝnta nǝgmad-tu ǝs wa n Filib imosan aɣrǝm fǝl tǝxkâm Ǝrrum; imos deɣ aɣrǝm wa azzaran daɣ akal ǝn Masedonǝya. Nǝga daɣ-as adan. 
ACT.16.13	As d-ewad ǝzǝl wa n ǝssǝbǝt, ǝzǝl wa n tǝsanfawt ǝn Kǝl-Ǝlyǝhud, nǝgmad-in aɣrǝm ǝs tǝgadamayt ǝn tǝsǝssǝngǝyt iyyat as norda as, ih-et adag a daɣ taggin Kǝl-Ǝlyǝhud šiwatriwen. Nogaz-in šidoden ǝmminaynen den, tǝzzar nǝqqim, nǝššewal-asnat, nǝg-asnat deɣ tǝlxutbat.
ACT.16.14	Tǝssǝsam-ana iyyat daɣ-asnat ǝn tǝmiksat ǝn Mǝššina tǝgât esǝm Lidǝya n ǝɣrǝm ǝn Tǝyatir tǝtaggit jola ǝn tǝbǝddaɣ zaggaɣnen hossaynen. Ora Ǝmǝli ǝwǝl-net, tǝga ǝsǝsǝm olâɣan y awa igannu Bulǝs, tǝzzar tǝzzǝgzan ǝs Ɣaysa. 
ACT.16.15	As tǝtawasalmaɣ daɣ aman ǝnta d aytedan n aɣaywan-net, tonsay-ana, tǝnn-ana: «Zama tǝhannayam as ǝzzigzana s Ǝmǝli, wǝdi akkiwat-du ehan-in tazzabbem daɣ-as.» Tǝgraw-du daɣ-na as nǝrḍa.
ACT.16.16	Ǝzǝl iyyan nǝkkâ edag ǝn tǝwatriwen wen as nǝmmǝnay ǝd tǝmawat iyyat ǝn tǝklit iha aggǝsuf a das-immalan awa d-izayan, garrawan sǝr-ǝs mǝssawǝs tǝnfa tagget daɣ awen. 
ACT.16.17	Tǝlkam-ana nakkanay ǝd Bulǝs tǝsiɣarat tǝgannu: «Meddan win, eklan ǝn Mǝššina di n Amadkol a ǝmosan. Isalan ǝn tarrayt ta n ǝlɣillas as d-osan y a dawan-tan-agin.» 
ACT.16.18	Tǝga adan aggotnen tǝtaggu awen. Igla Bulǝs har t-išaɣaššašat awen, imalallay-tat-in inna y aggǝsuf wa tat-ihan: «Omaraq-qay ǝs tarna ta tǝhat esǝm ǝn Ɣaysa Ǝlmǝsix, ǝgmǝd-tat!» Tǝzzar igmad-tat aggǝsuf daɣ tamazayt ten da.
ACT.16.19	As ǝnayan mǝssawǝs as ab-as sǝr-san tat-du-tǝgammad tǝnfa, ǝbazan Bulǝs ǝd Silas, ǝlwayan-tan s asammanay n ǝɣrǝm, ǝssǝbdadan-tan dat naxkiman. 
ACT.16.20	Ǝnnan i naxkiman: «Meddan win jannajarwayan aɣrǝm-nana. Kǝl-Ǝlyǝhud a ǝmosan, 
ACT.16.21	sasaɣrinen aytedan alɣadaten as nakkanay Kǝl-Ǝrrum wǝr nǝla turagat ǝn tǝrǝddawt sǝr-ǝsnat wala lǝkkum y-asnat.» 
ACT.16.22	Tǝnkar tamattay ǝnta da tǝzzan ǝs Bulǝs ǝd Silas. Ǝnnan naxkiman a fall-asan tǝwǝzǝzǝrren sǝlsa, omaran s a dasan-tǝwǝgginat tǝwit. 
ACT.16.23	As tan-ǝyyǝwanan šiwwit, ǝgaran-tan daɣ kasaw, omaran ǝmuzar ǝn kasaw s a dasan-agu aggaz olâɣan. 
ACT.16.24	Ǝmuzar ǝn kasaw deɣ as das-itawanna awen, inkar ig-en daɣ adangaya ǝn kasaw, inday idaran-nasan daɣ šilǝlt.
ACT.16.25	As isaggaraygaray ahad, ad itattar Bulǝs ǝd Silas sihaken imaslan-nasan taggin deɣ tǝmmalen i Mǝššina, ǝssisaman-asan mǝskǝsa win hadatnen. 
ACT.16.26	Wala a ihogan iga amaḍal ǝnǝgǝynǝgǝy s awa iga daɣ assahat har inagaynagay ahan ǝn kasaw ketnet, ǝnnolamnat tǝsǝhar ǝn kasaw kul tamazayt ten da, zalabben sassaran daɣ mǝskǝsa kul. 
ACT.16.27	Inkar-du ǝmuzar n ahan ǝn kasaw daɣ etǝs. As inay šisǝhar ǝn kasaw ǝnnolamnat, ilbay-du takoba-net y sǝr-ǝs anɣu iman-net fǝlas a iɣil imǝskǝsa ǝddǝggagan. 
ACT.16.28	Mišan isaɣarat-as Bulǝs inn-as: «Ad wǝr tanɣaɣ iman-nak, ketnana nǝlla da.» 
ACT.16.29	Inna ǝmuzar ǝn kasaw ad d-ammawaynat fǝtǝlaten, iggaz ammas ǝn kasaw tarmad igla har ewad adangaya-net tǝndaw-tu taysǝst har issǝjad i Bulǝs ǝd Silas. 
ACT.16.30	Tǝzzar ikkas-tan-du inn-asan: «Meddan, mas di-iwar igi-net ǝgrǝwaɣ ǝlɣillas?» 
ACT.16.31	Ǝnnan-as: «Zǝgzǝn s Ǝmǝli Ɣaysa ad tǝɣlǝsa kay d aɣaywan-nak.» 
ACT.16.32	Amaran ǝmalan-as awal n Ǝmǝli ǝnta d aytedan kul n aɣaywan-net. 
ACT.16.33	Eway-tan alwaq wen da adawannay n ahad, iššorad ibusan-nasan. Den da ad itawasalmaɣ daɣ aman, ǝnta d aytedan n aɣaywan-net ketnasan. 
ACT.16.34	Tǝzzar iddew ǝmuzar ǝn kasaw ǝd Bulǝs ǝd Silas s ahan-net, isammagarat-tan. Isidawat-tu wǝllen ǝnta d aɣaywan-net ketnet ǝzǝgzan wa ǝgan ǝs Mǝššina.
ACT.16.35	As affaw, zammazalan naxkiman sojitan s ǝmuzar ǝn kasaw y a das-annin ad ikkǝs Bulǝs ǝd Silas. 
ACT.16.36	Imal ǝmuzar ǝn kasaw ǝmazal wen i Bulǝs, inn-as: «Inaxkiman n ǝɣrǝm ǝnnan-du ad tǝtǝwǝkkǝsam. Daɣ adi ǝgmǝdat, taglim daɣ alxer.» 
ACT.16.37	Mišan inna Bulǝs i sojitan: «A danaɣ-agin šiwwit dat awedan kul da wala ǝššǝriɣa, ǝnta nakkanay nǝmos Kǝl-Ǝrrum; ǝgǝran-ana daɣ kasaw, amaran ǝmǝrǝdda iren a danaɣ-ǝkkǝsan wǝr t-illa i issanan! Kala kala! Asinet-du iman-nasan, ǝkkǝsan-ana.» 
ACT.16.38	Ǝqqalan sojitan ǝssoɣalan batu ten i naxkiman. As ǝslan as Bulǝs ǝd Silas Kǝl-Ǝrrum a ǝmosan, ǝrmaɣan. 
ACT.16.39	Osan-tan-du a tan-talaɣden, tǝzzar ǝkkasan-tan daɣ kasaw, a daɣ-san gammayan ad ǝgmǝdan aɣrǝm-nasan. 
ACT.16.40	Ifal Bulǝs ǝd Silas kasaw, ǝkkan ehan ǝn Lidǝya. As ǝmmǝnayan ǝd mǝdrayan daɣ ǝzǝgzan, ǝššewalan-asan, olaman-asan fǝl man, amaran ǝglan.
ACT.17.1	Iga Bulǝs ǝd Silas tarrayt ta tǝrzagat Anfibolis d Abollonǝya har din-osan aɣrǝm ǝn Tesalonik a daɣ ǝlân Kǝl-Ǝlyǝhud ehan n ǝlɣibada. 
ACT.17.2	Os-en-in Bulǝs, awa da itaggu fawda. Iga den karadat ǝssǝbǝten itimǝšiwil ǝd Kǝl-Ǝlyǝhud daɣ salan n awa ǝnnan Ǝlkǝttaban. 
ACT.17.3	Isassagr-asan-tan, issosan-tan âs, Ǝlmǝsix ilzâm-tu ad aɣɣazzab iba-tu, tǝzzar inkǝr-du daɣ tǝmattant. Igann-asan deɣ: «Ɣaysa wa dawan-ǝmmala da, ǝnta Ǝlmǝsix.» 
