MAT.1.1	Taariika iwdi Iisaa *Almasiihu mo Daawuuda mo Ibraahiima.
ACT.14.18	Fii kala ɓe yewtirii non, ko karahan ɓe waawiri haɗirde ɓen yimɓe waɗangol ɓe sadakaaji.
ACT.14.19	Onsay Yahuudiyankeeɓe iwri Antiyoosi-Pisidii e Ikoniim, ɓe murtini jamaa on, ɓe hawtiti, ɓe fiɗi Puulusa kaaƴe haa ɓe sikki o maayii, ɓe daasi mo, ɓe naɓi ka ɓaawo saare. 
ACT.14.20	Kono taalibaaɓe ɓen hundi mo, o immii, o naatiti ka saare. Bimbi nden ɲande kanko Puulusa e Barnabaasi ɓe yahi Derbata.
ACT.14.21	Ɓay Puulusa e Barnabaasi waajike fii Kibaaru Moƴƴo on e nden saare haa ɓe heɓii taalibaaɓe ɗuuɗuɓe, onsay ɓe yiltitii e ɗee ca'e ɗoo, ɗun ko Listaara e Ikoniim e Antiyoosi-Pisidii. 
ACT.14.22	Ɓe wallitii taalibaaɓe ɓen fii tiiɗingol ɓerɗe maɓɓe ɗen, ɓe wakkilini ɓe e duumagol e gomɗinal ngal, ɓe wi'i ɓe: «Ko e nder tampereeji buy naateten ka *laamu Alla!» 
ACT.14.23	Ɓe toɗɗanii *moftal kala ko wonana ɗun ardotooɓe. Ɓay ɓe gaynii hoorude toroo, ɓe halfini ɓe Joomiraaɗo mo ɓe gomɗini on.
ACT.14.24	Ɓawto ɗun, ɓe taƴitoyi ngal diiwal Pisidii, ɓe yahi Pamfilii. 
ACT.14.25	Ɓay ɓe waajike fii daaluyee Alla on ka saare Pergii, onsay ɓe yahi Atalii. 
ACT.14.26	Ɓe bakii ɗon e laana fii yiltitagol Antiyoosi-Sirii, ka ɓe ƴettanoo ɗon ɓe halfinaa sulfu Alla on fii ɗee golle ɗe ɓe ari e laatinde ɗoo. 
ACT.14.27	Ɓay ɓe hewtii, ɓe mottindiri moftal ngal, ɓe fillitanii ɓe ko Alla waɗini ɓe kon fow, e ko honno o udditirani ɓe wonaa Yahuudiyanke ɓen dambugal gomɗinal ngal. 
ACT.14.28	Onsay ɓe wontidi e taalibaaɓe ɓen ɗon ko neeɓi.
ACT.15.1	Onsay woɓɓe iwri ka diiwal Yahuuda ari e jannugol musiɓɓe ɓen, wi'a: «Si on sunninaaka tippude e aada Muusaa on, haray on waawetaake dandeede.» 
ACT.15.2	Ɓay yeddondiral njanal e yewtere tiiɗunde wonii hakkunde maɓɓe e Puulusa e Barnabaasi fii ɗun, onsay musiɓɓe ɓen aadii yo Puulusa e Barnabaasi e woɓɓe goo hakkunde maɓɓe yaadu Yerusalaam, ɓe tawoya *sahaabaaɓe ɓen e ardotooɓe *moftal ngal fii nden huunde. 
ACT.15.3	Ɓay moftal ngal wattii ɓe e laawol, ɓe yahi ɓe taƴitoyi Fenisii e Samariiya, e hoore hiɓe fillitanoo ɓen musiɓɓe wonɓe e ɗen ca'e, ɓe fensita ko honno ɓe wonaa Yahuudiyanke ɓen jaɓiri laawol ngol. Ɗun wonani musiɓɓe ɓen fow weltaare njande. 
ACT.15.4	Ɓay ɓe hewtii Yerusalaam, moftal ngal e sahaabaaɓe ɓen e ardotooɓe moftal ngal tolni ɓe, kamɓe kadi ɓe fillitanii ɓen ko Allaahu on waɗini ɓe kon fow.
ACT.15.5	Onsay woɓɓe e fedde *Fariisiyaaɓe gomɗinɓe ɓen hawtii, wi'i: «No haani ka ɓe wonaa Yahuudiyanke ɓen sunninee, ɓe yamiree ɗoftagol Sariya Muusaa on.»
ACT.15.6	Onsay sahaabaaɓe ɓen e ardotooɓe moftal ngal yiitidi fii ndaarangol ndun muraadu. 
ACT.15.7	Ɓay yeddondiral ngal tiiɗii hakkunde maɓɓe, onsay Petruusu hawtii, wi'i ɓe: «Musiɓɓe, hiɗon andi wonde, gila ka ɲalaaɗe arane, Allaahu on suɓino lan e hakkunde mon fii no ɓe wonaa Yahuudiyanke ɓen nanira daaluyee Kibaaru Moƴƴo on, ɓe gomɗina. 
ACT.15.8	Alla, on Anduɗo ko woni e ɓerɗe, o seeditoranike ɓe yeɗugol ɓe *Ruuhu Seniiɗo on wano men non. 
ACT.15.9	O waɗaali hay fus ko serti hakkunde men e maɓɓe, ko fii ko gomɗinal maɓɓe ngal o laɓɓiniri ɓerɗe maɓɓe ɗen. 
ACT.15.10	Jooni non, ko honɗun ndarndoranton Alla rondugol taalibaaɓe ɓen dongal ngal enen tigi e baabiraaɓe men ɓen en waawaali townude? 
ACT.15.11	Kono ko moƴƴere Iisaa Joomi on tanƴinorɗen dandeede, kamɓe kadi-le wano non.»
ACT.15.12	Onsay mbatu ngun fow deƴƴiti, ɓe heɗii Barnabaasi e Puulusa, ɓen fillitanii ɓe kala maandeeji e kaawakeeji moƴƴi ɗi Allaahu on waɗini ɓe e hakkunde ɓe wonaa Yahuudiyanke ɓen. 
ACT.15.13	Ɓay ɓe gaynii yewtude, Yaaquuba kadi ƴetti haala kan, wi'i: «Heɗee lan yo musiɓɓe an! 
ACT.15.14	En nanii ko Sim'uunu Petruusu fillitanii en kon, ko honno Allaahu on haajiraa e ɓe wonaa Yahuudiyanke ɓen gila ka fuɗɗoode, o ƴetti jamaa e hakkunde maɓɓe ko wona e innde makko. 
ACT.15.15	Konguɗi annabaaɓe ɓen no fotti e ɗun-le, ko fii no windii:
ACT.15.16	‹Ɓawto ɗun mi artoyay,
ACT.15.16	mi ɓanta suudu laamu Daawuuda yanunoondu ndun,
ACT.15.16	mi ɓanta kadi ko yirbi kon, mi fewna,
ACT.15.17	fii no yimɓe heddiiɓe ɓen ɗaɓɓira Joomiraaɗo on,
ACT.15.17	e kala leƴƴi ɗi innde an nden jantaa e mun.
ACT.15.18	Ko Joomiraaɗo on daali ɗun,
ACT.15.18	on Waɗunooɗo ɗii piiji andanooɗi gila ko ɓooyi.› »
ACT.15.19	Yaaquuba wi'i kadi: «Ko ɗun waɗi si mi miijii wonde moƴƴaa ka sincanen ɓen ɓe wonaa Yahuudiyanke tuubanɓe Alla satteende. 
ACT.15.20	Kono windanen ɓe tun, wi'en ɓe yo ɓe terto tuunintinorgol sanamuuji e jinaa e ɲaamugol jiibe e ƴiiƴan. 
ACT.15.21	Ko fii, gila e ɗiya jamaanuuji feƴƴuɗi, Muusaa no mari yimɓe e saare kala ko waajoo fii makko, ɓay hiɗen jangude fii ɗun e aseweere kala ka juulirɗe.»
ACT.15.22	Onsay sahaabaaɓe ɓen e ardotooɓe moftal ngal e moftal ngal fow ndaari tawi no moƴƴi ka ɓe suɓa woɓɓe e hakkunde maɓɓe, ɓe wattida ɓe e Puulusa e Barnabaasi fii ko yaha Antiyoosi-Sirii. Onsay ɓe suɓii Yahuuda, jammaaɗo Barsabaa, e Silaasi, tawi ɓen ɗiɗo ko ɓe ɓe musiɓɓe ɓen teddini fota. 
ACT.15.23	Ɓe wattidi ɓe e ɓatakuru ndu tawata ko ɗunɗoo windii ton:
ACT.15.23	«Menen ɓee musiɓɓe mon, ɗun ko sahaabaaɓe ɓen e ardotooɓe moftal ngal, men salminii on onon ɓee musiɓɓe amen wonɓe e hakkunde ɓee ɓe wonaa Yahuudiyanke, hoɗuɓe Antiyoosi-Sirii e Sirii e Silisii.
ACT.15.24	«Men nanii wonde woɓɓe e amen jiiɓiroyii on konguɗi maɓɓe haa ɓe aaninii wonkiiji mon ɗin, ɓen-le wonaa menen yamiri ɓe ɗun. 
ACT.15.25	Men taw no moƴƴi, e nder nanondiral amen, ka men suɓoo woɓɓe, men immindinana on ɓe e ɓee yiɓɓe amen, ɗun ko Barnabaasi e Puulusa, 
ACT.15.26	ɗun ko ɓee weeɓituɓe ngurndan mun ɗan fii innde Iisaa Almasiihu Joomi men on haa takko mayde. 
ACT.15.27	Ko men imminiri Yahuuda e Silaasi, ko ko yewta on e hunduko fii ko woni kon ka ɓatakuru. 
ACT.15.28	Ko fii menen e Ruuhu Seniiɗo on men taw no moƴƴi ka men ronka on fawude dongal goo, si hinaa ɗii haanuɗi ɗoo: 
ACT.15.29	ɗun non ko yo on terto tebbeeli sakkanaaɗi sanamuuji e ƴiiƴan e mummunteeji jiibuɗi e jinaa. Si on reenike e ɗun, haray on waɗii ko moƴƴi. Yo jam wonu e mon!»
ACT.15.30	Onsay kamɓe imminaaɓe ɓen ɓe waynii, ɓe yahi Antiyoosi-Sirii, ɓe wattoyi ɓatakuru ndun e juuɗe mbatu mooɓiingu ɗon ngun. 
ACT.15.31	Ɓay ɓatakuru ndun jangaama, ɓe weltori kon ko ɓe wakkilinaa. 
ACT.15.32	Nde tawnoo Yahuuda e Silaasi ko haalooɓe ko Alla longini ɗun, ɓe ɓeydi wakkilinde musiɓɓe ɓen, ɓe tiiɗiniri ɓe kadi konguɗi buy. 
ACT.15.33	Ɓay ɓe neeɓidii e maɓɓe seeɗa, musiɓɓe ɓen newnitani ɓe ruttagol ka imminnooɓe ɓe ɓen e dow ɓuttu. 
ACT.15.34	Kono Silaasi kaɲun tawi luttugol mo ton no moƴƴi. 
ACT.15.35	Puulusa kadi e Barnabaasi lutti koɗaade Antiyoosi-Sirii ɗon e jannugol feɲɲindina e yimɓe buy fii daaluyee Joomiraaɗo on.
ACT.15.36	Balɗe seeɗa ɓawto ɗun, Puulusa wi'i Barnabaasi: «Yiltitoɗen, ndartoyen musiɓɓe ɓen e nder ca'e ɗe waajiɗen fii daaluyee Joomiraaɗo on e mun ɗen fow, fii andugol ko honno ɓe fewndori.» 
ACT.15.37	Tawi Barnabaasi no faalaa yo ɓe yaadu e Yuuhanna jammaaɗo Markuusa. 
ACT.15.38	Kono Puulusa ndaari tawi haanaa ka ɓe yaada e on yiltinooɗo ɓaawo maɓɓe gila Pamfilii, salii ɓe ɗowtude ka golleeji maɓɓe. 
ACT.15.39	Hakkee yeddondiral ngal tiiɗii hakkunde maɓɓe, ɓe sakkitori seedugol. Onsay Barnabaasi ƴetti Markuusa, ɓe bakii ɗon e laana ndiyan fii yahugol Siipuru. 
ACT.15.40	Puulusa kaɲun suɓii Silaasi ko o yaada, ɓawto musiɓɓe ɓen halfinde mo kanko Puulusa sulfu Joomiraaɗo on. 
ACT.15.41	Onsay ɓe yahi, ɓe taƴitoyi Sirii e Silisii, e hoore hiɓe tiiɗina mofte ɗen.
ACT.16.1	Kanko Puulusa o hewtoyi kadi Derbata e Listaara, o tawi no ɗon taalibaajo wi'eteeɗo Timotee. Tawi on yumma mun ko Yahuudiyankeejo gomɗinɗo, kono ben makko ko *Gereekiyankeejo. 
ACT.16.2	Tawi musiɓɓe ɓe Listaara e ɓe Ikoniim ɓen no joganii mo kanko Timotee kongol moƴƴol. 
ACT.16.3	Tawi Puulusa no faalaa naɓorde mo. Onsay o ƴetti mo, o sunnini sabu Yahuudiyankeeɓe wonɓe e ɗin nokkeeli ɗon ɓen, ko fii hari fow no andi wonde ben makko kanko Timotee ko Gereekiyankeejo. 
ACT.16.4	Tawi kanko Puulusa e Timotee, hiɓe hollitude e nder ca'e ɗe ɓe rewi e mun ɗen, pehe ɗe *sahaabaaɓe ɓen e ardotooɓe *moftal ngal Yerusalaam ƴetti ɗen fii yo ɗe huutore. 
ACT.16.5	Tawi mofte ɗen no tiiɗude tun e nder gomɗinal ngal, awa kadi hiɓe ɓeydaade ɗuuɗugol ɲande woo ɲande.
ACT.16.6	Nde tawnoo *Ruuhu Seniiɗo on newnanaali ɓe feɲɲinoygol daaluyee on e nder *Aazii on, ɓe yahi ɓe taƴitoyi Firgii wondude e leydi Galaasi ndin. 
ACT.16.7	Ɓay ɓe hewtii takko Misii, ɓe etii fii yahugol Bitinii, kono laatii Ruuhu Iisaa on newnanaali ɓe. 
ACT.16.8	Onsay ɓe taƴitiri Misii ɗon, ɓe yahi Turuwaasi. 
ACT.16.9	E nder jemma on, kanko Puulusa o yi'i e nder koyɗol, goɗɗo mo Masedonii no darii no jeeja mo, wi'a: «Rewu Masedonii gaa, faaboɗaa men!» 
ACT.16.10	Ɓawto ngol koyɗol Puulusa, men ɗaɓɓi kisan feere no men hewtira Masedonii, sabu meɗen felliti ko Alla noddi men ton, fii yo men waajo fii Kibaaru Moƴƴo on.
ACT.16.11	Ɓawto ɗun, men bakii Turuwaasi ɗon e laana ndiyan, men sutori Samotiraasi. Bimbi nden ɲande kadi men sutori Neyapolii. 
ACT.16.12	Ɓay men iwii ɗon, men yahi Filipii, ɗun ko saare wonde e diiwal aranal ngal ka leydi Masedonii, jeyaande e ley laamu Roomu, men woni Filipii ɗon e nder balɗe.
ACT.16.13	Ɲande *ɲalaande fowteteende nden, ɗun ko *aseweere nden, men yahi e binde caangol, ɗun ko ka ɓaawo saare, ka men tanƴininoo ko ɗon wonnoo ka juuletee. Ɓay men jooɗike, men yewti rewɓe mooɓinooɓe ɗon ɓen. 
ACT.16.14	Tawi no e ɓen debbo rewoowo Alla, on no wi'ee Linda, jeyaaɗo e ndee saare wi'eteende Saayatiira, yeeyoowo gaara baka. Tawi himo heɗinoo, Joomiraaɗo on kadi udditi ɓernde makko nden fii yo o wonan ko Puulusa yewtaynoo kon. 
ACT.16.15	Ɓay o *lootidaama e ɓeynguure makko nden maande kisiyee, o saatini men e hoore himo wi'a: «Si tawii hiɗon jogori lan wa gomɗinɗo Joomi on, haray naatee ka suudu an, weeron ka ɓeynguure an ɗoo.» O jeeji men e ɗun haa men jaɓi.
ACT.16.16	Ɓawto ɗun, ko men yahata ka juuletee ɗon, korɗo mo jinnawii *hiitinoowii nangi, ari fotti e amen, tawi kon ko o hiitotonoo no okkoraynoo jeyɓe mo ɓen jawle buy. 
ACT.16.17	O woni e jokkugol men, menen e Puulusa, e hoore himo ewnoo, wi'a: «Ɓee yimɓe ko kurkaaɗi Alla Jom Ɓural on, awa hiɓe feɲɲinande on laawol kisiyee on!»
ACT.16.18	O waɗi ɗun e nder balɗe buy. Ɓay Puulusa haaɓii ɗun, o yeƴƴitii, o wi'i ngin jinnawii: «Mi yamirii ma e innde Iisaa Almasiihu on, yaltu e oo debbo!» Jinnawii ngin yalti e makko e on saa'i tigi.
ACT.16.19	Ɓay jeyɓe kurkaadu ndun tawii ka ɓe tanƴininoo heɓugol ɗon bonii, ɓe nangi Puulusa e Silaasi, ɓe pooɗi ɓe, ɓe addi yeeso hooreeɓe ɓen ka nokkuure fottirde. 
ACT.16.20	Onsay ɓe addi ɓe ka ɲaawooɓe ɓen, ɓe wi'i: «Ɓee yimɓe ko Yahuudiyankeeɓe, hiɓe jiiɓude saare men nden, 
ACT.16.21	ɓe janna naamuuji ɗi en newnanaaka jaɓugol maa waɗugol, enen ɓee jeyaaɓe e laamateeri Roomu!»
ACT.16.22	Jamaa on kadi immanii ɓe kamɓe ɗiɗo. Ɓay ɲaawooɓe ɓen waɗii haa ɓe ɓortii ɓe dolokkaaji ɗin, ɓe yamiri yo ɓe luubor ɓe bedi. 
ACT.16.23	Ɓay ɓe gaynii ɓe luubaade, ɓe bugii ɓe ka kaso. Ɓe yamiri aynuɗo kaso on yo o jogo ɓe, o ayna fota. 
ACT.16.24	On yamiraaɗo ɗun bugii ɓe ka nder kaso nder-nderwo, o dumbi ɓe ka koyɗe.
ACT.16.25	Ɓay wonii tumbere jemma, Puulusa e Silaasi woni e toragol Alla, beytana mo. Tawi kasooɓe ɓen no heɗii ɓe. 
ACT.16.26	Tun, nde wootere leydi ndin dimbii ko tiiɗi, didoodi kaso ngon yergi. E on saa'i tigi baafe kaso ngon fow udditii, jolokooje ɗe kasooɓe ɓen jolkanoo ɗen kadi jolkitii. 
ACT.16.27	Aynuɗo kaso ngon fini. Ɓay o yi'ii baafe kaso ngon udditike, o sorti kaafa makko kan fii wartagol, ko fii hari himo sikka kasooɓe ɓen dogii. 
ACT.16.28	Kono Puulusa ewnii mo e hawa tiiɗuka, wi'i: «Wota a waɗito bone woo! Men fow meɗen ɗoo!»
ACT.16.29	Onsay kanko aynuɗo kaso ngon o torii ndaygu, o wubbi o naati, o yani yeeso Puulusa e Silaasi e hoore himo diwna. 
ACT.16.30	Onsay o yaltini ɓe ka yaasi, o wi'i: «Koohooɓe, ko honɗun mi waɗata fii yo mi dande?»
ACT.16.31	Ɓe jaabii mo, ɓe wi'i: «Gomɗin Iisaa Joomi on, ɗun a dandete, an e ɓeynguure maa nden.» 
ACT.16.32	Onsay ɓe feɲɲindinani mo e kala wonɗo ka suudu makko daaluyee Joomiraaɗo on. 
ACT.16.33	Kanko kadi o ƴetti ɓe e on saa'i tigi e nder on jemma, o lootani ɓe barmeeji maɓɓe ɗin. E on saa'i tigi kanko kadi o *lootaa maande kisiyee, kanko e yimɓe suudu makko ndun fow. 
ACT.16.34	O werni ɓe ka suudu makko, o ɓannani ɓe ɲaametee, o weltodi e ɓeynguure makko nden fow fii ko ɓe gomɗini Alla kon.
ACT.16.35	Ɓay weetii, ɲaawooɓe ɓen immini mbatulaaɓe mun ɓen ko yaha wi'a aynuɗo kaso on: «Accitu ɓen yimɓe.»
ACT.16.36	Onsay aynuɗo kaso on fillitanii Puulusa kon ko ɓe wi'i, o wi'i mo: «Ɲaawooɓe ɓen imminii woɓɓe ko wi'ammi yo mi accitu on. Jooni yaltee, yahon e hoore ɓuttu.»
ACT.16.37	Kono Puulusa wi'i ɓen mbatulaaɓe: «Ɓay ɓe foccii men ka tumbere mbatu e ɓaawo ɲaawugol men, menen ɓee jeyaaɓe e laamateeri Roomu, e hoore ɗun ɓe bugike men ka kaso, e hara jooni ɓe yaltinay men ka kene e dow gundoo? Waawaa wonude! Kamɓe tigi yo ɓe aru, ɓe yaltina men!» 
ACT.16.38	Onsay ɓen mbatulaaɓe yahi hollitoyi ɗun ɲaawooɓe ɓen. Ɓen huli ɓay ɓe andii ɓen ko jeyaaɓe e laamateeri Roomu. 
ACT.16.39	Onsay ɓen ari, ɓe jeeji ɓe, ɓe acciti ɓe, ɓe torii ɓe kadi yaltugol saare nden. 
ACT.16.40	Ɓay ɓe yaltii ka kaso, ɓe naatiri ka oo debbo wi'eteeɗo Linda, ɓe yiidi e musiɓɓe ɓen, ɓe wakkilini ɓe. Onsay ɓe yahi.
ACT.17.1	Ɓe rewoyi Amfipolii e Apolonii, ɓe hewti Tesalonii ka Yahuudiyankeeɓe ɓen mari juulirde ɗon. 
ACT.17.2	Puulusa naati ɗon wano woowirani mo non, o wondi e maɓɓe e nder aseweeje tati, himo yewtidude e maɓɓe fii ko bindi ɗin wi'i kon. 
ACT.17.3	O sifii, o weeɓiti wonde *Almasiihu on no haanunoo tampude e immintineede kadi e hakkunde mayɓe ɓen, o wi'i ɓe: «Iisaa oo mo mi woni on wowlande fii mun, ko on woni Almasiihu on.» 
ACT.17.4	Woɓɓe e maɓɓe hoolii ɗun, ɓe tawti Puulusa e Silaasi, e hoore ɗun *Gereekiyankeeɓe ɗuuɗuɓe rewooɓe Alla, e rewɓe buy jeyaaɓe e ɓurɓe teddude ɓen kadi hoolii.
ACT.17.5	Kono Yahuudiyankeeɓe ɓen nawli ɗun, ɓe ƴetti woɓɓe e bonɓe wonɓe ka fottirde ɓen, ɓe wattidi e maɓɓe, ɓe waɗi haa sonko waɗi e nder saare nden e haa yimɓe ɓen dilliri hen fow. Ɓe yahi ka suudu oo wi'eteeɗo Yaasuunu fii ɗaɓɓitugol Puulusa e Silaasi ɓe adda ɓe e yeeso jamaa on. 
ACT.17.6	Laatii ɓe tawaali ɓe ton. Onsay ɓe pooɗi Yaasuunu e musiɓɓe goo, ɓe addi ɓe yeeso hooreeɓe saare nden, e hoore hiɓe sonka, wi'a: «Ɓee jiiɓuɓe aduna on fow arii ɗoo kadi, 
ACT.17.7	Yaasuunu wernii ɓe! Ɓe fow hiɓe dartaade yamirooje lanɗo mawɗo Roomu on, e hoore hiɓe wi'a lanɗo goo no woodi wi'eteeɗo Iisaa.» 
ACT.17.8	Ɗin konguɗi jiɓi jamaa on e ɲaawooɓe ɓen. 
ACT.17.9	Laatii ɓe accitude Yaasuunu e ɓeya woo nde ɓe yoɓunoo alamaani.
ACT.17.10	E on jemma kisan musiɓɓe ɓen watti Puulusa e Silaasi e laawol Biriyata. Ɓay ɓen hewtoyii, ɓe naatiri ka juulirde Yahuudiyankeeɓe ɓen. 
ACT.17.11	Tawi ɓerɗe ɓen ɗen no ɓuri ɓe Tesalonii ɓen udditaade. Ɓe jaɓiri daaluyee on heɲaare tiiɗunde e hoore hiɓe taskotonoo ɲande woo bindi ɗin fii andugol ko ɓe wi'aa kon si ko non woniri. 
ACT.17.12	Onsay buy e hakkunde maɓɓe gomɗini, ɓe gomɗindini e rewɓe Gereekiyankeeɓe tedduɓe e worɓe Gereekiyankeeɓe ɗuuɗuɓe.
ACT.17.13	Kono nde Yahuudiyankeeɓe ɓe Tesalonii ɓen andunoo wonde Puulusa no feɲɲinde kadi daaluyee Alla on Biriyata, ɓen kadi ari, ɓe memmini jamaa on, ɓe jiiɓindiri. 
ACT.17.14	Kisan, musiɓɓe gomɗinɓe ɓen waɗi feere no Puulusa yaara ka daande baharu, kono Silaasi e Timotee kaɲun lutti ɗon. 
ACT.17.15	Ɓen wonnooɓe ɗowtude Puulusa, ɓe ardii mo haa Atiina. Onsay ɓen yiltitii, ɓay ɓe yamiraama wi'ugol Silaasi e Timotee wonde yo ɓen tawtoy mo ko yaawi.
ACT.17.16	Nde tawnoo Puulusa no habbii ɓeya Atiina, tawi ɓernde makko nden no aani fota kon ko o yi'aynoo saare nden no jokki sanamuuji. 
ACT.17.17	Onsay o yewtidi e Yahuudiyankeeɓe ɓen e rewooɓe Alla ɓen ka juulirde e yimɓe fottaynooɓe ɓen ka nokkuure fottirde nden, ɗun non tawi ko ɲande woo. 
ACT.17.18	Faamuɓe goo e nder fedde Epikuriiɓe ɓen e fedde Sitoyikiiɓe ɓen nangi e yewtidugol e makko. Onsay woɓɓe e maɓɓe wi'i: «Ko honɗun oo wowloowo faalaa wowlude?» Tawi woɓɓe e maɓɓe no wi'a: «Himo wa'i wa waajotooɗo fii allaaɓe jananɓe goo.» Tawi ɗun fow ko fii himo waajaade fii Iisaa e kibaaru mun moƴƴo on e fii ummutal ngal. 
ACT.17.19	Onsay ɓe ƴetti mo, ɓe naɓi ka mbatirde wi'eteende Areyopaasi, ɓe wi'i mo: «A waaway men andinde ko honɗun woni ndee jannde heyre nde wonɗaa wowlude fii mun? 
ACT.17.20	Ko fii hiɗa waɗude e noppi amen piiji ɗi men woowaa nanude, meɗen faalaa andude ko honɗun woni ɗun.» 
ACT.17.21	Tawi ɓe Atiina ɓen fow e hoɓɓe wondunooɓe e maɓɓe ɓen ko jokkunoo woo ko wowlugol maa heɗagol piiji hesi.
ACT.17.22	Onsay Puulusa darii ka tumbo mbatirde, o wi'i: «Ko onon yo ɓe Atiina, mi ndaarii e cenɗe ɗen fow, mi tawii ko on ɓe diina fota. 
ACT.17.23	Awa kadi e nder ko mi feƴƴata kon, mi yi'ii kala ko rewoton, e hay mi yi'ii *layyorde ka ɗunɗoo windii: ‹Ko ko allaajo mo andaaka.› Ɗun ko on mo wonɗon teddinde, mo tawata on andaa, mi woni on feɲɲinande. 
ACT.17.24	Ɗun ko on Alla taguɗo aduna on e kala ko woni e mun, on wonɗo Joomiraaɗo kammuuli ɗin e leyɗeele ɗen, on ko mo hoɗataa e nder juulirɗe ɗe yimɓe moƴƴiniri juuɗe mun. 
ACT.17.25	Hinaa neɗɗanke waɗanta mo, wa si tawii himo hatonjini e goɗɗun, ko on woni Yeɗoowo mo kala ngurndan e poopaali e kala huunde. 
ACT.17.26	Ko immorde e aaden gooto o tagiri leƴƴi neɗɗanke ɗin fow, yo ɓen hoɗu e hoore ndelo leydi ndin fow. Awa o happiino saa'iiji maɓɓe ɗin e ittiri ko ɓe hoɗata e mun kon, 
ACT.17.27	fii no ɓe ɗaɓɓira Alla, ɓe yi'a mo si no hawri e nder memugol, fii kala o woɗɗaaki hay gooto e men. 
ACT.17.28	Ko fii ko kanko heɓirɗen ngurndan, waawirɗen memminaade, ko e makko kadi woodaɗen. Ko ɗun yuɓɓooɓe gimɗi mon goo no wi'i: ‹Ko en fayɓe makko kadi.›
ACT.17.29	«Ɓay non ko en fayɓe Alla, haanaa ka miijoɗen wonde Alla no nandi e kaŋŋe e kaalisi maa e kaaƴe lesaaɗe fotinaa, hara ko e immorde e miijo neɗɗanke. 
ACT.17.30	Hari Allaahu on jogoraano yimɓe ɓen ko ɓe andaano mo kon, kono jooni o daalanii yimɓe ɓen fow e nder nokkeeli ɗin fow yo ɓe tuubu. 
ACT.17.31	Ko fii o happii ɲalaande nde o ɲaawirta aduna on peewal, rewrude e on neɗɗo mo o toɗɗii, ɗun ko on mo o waɗirani fow seedee timmuɗo immintingol mo e hakkunde mayɓe ɓen.»
ACT.17.32	Nde ɓe nanunoo himo wowla fii ummutal mayɓe ɓen, woɓɓe e maɓɓe jali mo, woɓɓe ɓen wi'i: «Men heɗoto ma ɲande goo fii ɗun.» 
ACT.17.33	Onsay kanko Puulusa o sortii hakkunde maɓɓe. 
ACT.17.34	Kono fow e mun, ɗun haɗaali woɓɓe humoo e makko, gomɗina. Tawi no tawaa e ɓen oo wi'eteeɗo Denuusi, tawdaaɗo e dental fewjooɓe Areyopaasi ɓen, e debbo no wi'ee Damaari, kaɲun e woɓɓe goo kadi.
ACT.18.1	Ɓawto ɗun, Puulusa iwi Atiina, o yahi Korenti. 
ACT.18.2	O tawi ɗon Yahuudiyankeejo wi'eteeɗo Akiila, mo iwdi mun woni Pontii, tawi neeɓaali ko on yaltidi e sonna mun Piriskiila leydi Italii, sabu ko Kuloodiyuusu lanɗo Roomu on yamiri Yahuudiyankeeɓe ɓen fow yaltugol Roomu kon. Onsay Puulusa yahi yiidoyi e maɓɓe, 
ACT.18.3	ɓay tawii ko mecce goote ɓe mari, o weeri ka maɓɓe, ɓe woni e gollidugol. Tawi ko wonnoo mecce maɓɓe ko moƴƴingol cuuɗi bagi. 
ACT.18.4	Tawi kanko Puulusa himo yewtaynoo yewtereeji e aseweere kala ka juulirde fii fellintingol Yahuudiyankeeɓe ɓen e *Gereekiyankeeɓe ɓen.
ACT.18.5	Kono ɓay Silaasi e Timotee iwii Masedonii hewtii, Puulusa jokkii e daaluyee on tun e seeditanagol Yahuudiyankeeɓe ɓen wonde ko Iisaa woni *Almasiihu on. 
ACT.18.6	Kono nde tawnoo Yahuudiyankeeɓe ɓen no liddaade mo, hoyna, o fiɗɗi conci makko ɗin, o wi'i ɓe: «Yo ƴiiƴan mon ɗan yantu e hoore mon, min mi laaɓii. Kono gila jooni ko ka ɓe wonaa Yahuudiyanke ɓen mi yaarata.»
ACT.18.7	O iwi ɗon, o yahi e suudu aaden rewoowo Alla no wi'ee Titiyuusu Yustuusa, tawi kadi suudu makko ndun no ɓadondiri e juulirde nden. 
ACT.18.8	Onsay oo wi'eteeɗo Kirispuusa, ɗun ko ardiiɗo juulirde nden, kaɲun e ɓeynguure mun nden fow gomɗini Joomi on. Korentiyankooɓe ɗuuɗuɓe kadi heɗotonooɓe Puulusa gomɗini, *lootaa maande kisiyee.
ACT.18.9	Ɓawto ɗun, Joomiraaɗo on daalani Puulusa e nder jemmaare goo e nder koyɗol, o wi'i mo: «Wota a hulu, yewtu, wota a fanku. 
ACT.18.10	Ko fii min miɗo wondi e maa, gooto fawataa ma jungo fii waɗugol ma ko boni, ko fii miɗo mari jamaa ɗuuɗuɗo e nder ndee saare ɗoo.» 
ACT.18.11	Onsay kanko Puulusa o daakii hakkunde maɓɓe e nder hitaande e lebbi jeegoo, himo janna daaluyee Alla on.
ACT.18.12	Wa fewndo on saa'i tawi ko Galiyuunu lamminaa Akaaya. Onsay Yahuudiyankeeɓe ɓen immanii Puulusa e nder nanondiral maɓɓe, ɓe addi mo ka yeeso ɲaawirdu, 
