MAT.1.1	Leꞌe naŋ titinge loumwah tikin Jisas Krais. Loumwah kin kiŋ Dewit hindi Abraham.
1CO.10.19	Yip sisyeme wusyep ŋaiye ŋam manange lakai? Yip syeꞌ ŋoiheryembe ŋaiye ŋam manange taꞌe leꞌe, “Ŋai ŋaiye lenge haiten yende ofa me yipihinge pupwa pe, luku ki ŋai bwore mise. Topoꞌe yipihinge pupwa ki bwore mise.” Pakai supule! 
1CO.10.20	Kom ŋam manange taꞌe leꞌe, ŋai ŋaiye tinge yende ofa yanah ŋeser hendeinge lenge haiten pe, luku tinge yende ofa yalme lenge yipihinge pupwa, yukur nalme Got. Pe ŋam gwarnge ŋaiye pa juhilyeh topoꞌe lenge yipihinge pupwa. 
1CO.10.21	Yukur pa yonoꞌe pinip juh yokoh tikin Lahmborenge, topoꞌe pa plihe yonoꞌe pinip juh yokoh tikin yipihinge pupwa. Yukur pa yono ŋai yurp hendeinge tikin Lahmborenge, topoꞌe pa plihe yono ŋai yurp hendeinge tikin yipihinge pupwa. 
1CO.10.22	Taꞌe poi da mende Lahmborenge ka ŋoihmbwaip nihe topoꞌe tuhwarme poi lakai? Topoꞌe poi ŋoiheryembe nange poi bongol mengelyembe kin lakai?
1CO.10.24	Yukur ya ŋoiheryembe ŋaiye ya mungwisme potopoi, na pakai. Ya mungwisme lenge mitiŋ syeꞌ.
1CO.10.25	Yuwor lalme ŋaiye tinge yende windau yal luh windau pe, pa yono. Yukur pa ŋoiheryembe wula wula no, pa yisilih yule yut. 
1CO.10.26	Wusyep tikin Got ŋanange na,
1CO.10.26	Kekep topoꞌe ŋaiꞌe ŋaiꞌe lalme ŋaiye sai nato kekep pe,
1CO.10.26	luku tikin Lahmborenge.
1CO.10.27	Ŋaiye haiten miyeꞌ ende ka isilih nin ŋaiye pa hindi yono ŋai no, nin ŋoiheryembe ŋaiye na el pe, ono ŋai ŋaiye ki yale. Yukur na hiꞌgirnge no, na ŋoiheryembe wula wula ŋaiye na plihe isilih elꞌe ot. 
1CO.10.28	Kom ŋaiye miyeꞌ ende ka ini nin na, “Yuwor eꞌe tinge si yahraꞌe naŋ got homboꞌe” pe, yukur na ono yuwor uku. Detale, na ŋoiheryembe wusyep ŋaiye miyeꞌ uku ŋana nin pe, yukur na ende yumbune ŋoihmbwaip bwore kin. 
1CO.10.29	Ŋam yukur ŋoiheryembe nin, ŋam ŋoiheryembe lenge mitiŋ syeꞌ. Ŋaiye miyeꞌ ende yukur ka ininge wusyep ende me ŋai pe, ni tatame na ono ŋai ŋaiye ni sande. Yukur na gunde ŋoihmbwaip miyeꞌ ende me ŋaimune ŋaiye kin hiꞌgarnge ŋaiye ka ono. 
1CO.10.30	Ŋaiye ŋam si manange wusyep hriphrip malme Got me ŋai ŋaiye ŋam da mono pe, detaꞌe la ŋai ti ka jonome ŋam nange ŋam mende pupwa?
1CO.10.31	Taꞌe luku pe, ŋai ŋaiye na ono, lakai pinip ŋaiye na onoꞌe, lakai ŋaiꞌe ŋaiꞌe ŋaiye na ende pe, ende ŋaiye na ahraꞌe naŋ tikin Got. 
1CO.10.32	Ŋoiheryembe lenge Juta, topoꞌe lenge haiten, topoꞌe lenge miyeꞌ tuweinge tikin Got, ŋaiye yukur na ende ŋainde pupwa no, na ende tinge ka tumbe yi yoto hwap. 
1CO.10.33	Yende tuꞌe ŋaiye ŋam mende. Ŋam mende ŋaiye tinge ka lalme hriphrip me ŋaimune ŋaiye ŋam mende. Ŋam yukur ŋoiheryembe ŋam, pakai. Ŋam ŋoiheryembe tinge lalme nange Lahmborenge ka ungwisme tinge.
1CO.11.1	Yip pa junde yaŋah ŋam tuꞌe ŋaiye ŋam gwande Krais.
1CO.11.2	Ŋam hriphrip me yip supule, detale, nye nyermbe yip ŋoiheryembe ŋam, topoꞌe yip jande yaŋah tikin Lahmborenge ŋaiye ŋam yasam yip. 
1CO.11.3	Kom ŋam masande yip pa sisyeme tuꞌe leꞌe, Krais kin ŋondoh me lenge miyeꞌ lalme, o miyeꞌ kin ŋondoh me tuwei kin, kut Got kin ŋondoh me Krais. 
1CO.11.4	Ŋaiye miyeꞌ ka aparaꞌe ŋondoh kin no, ka isilihme Yai, lakai ka ininge wusyep profet ende pe, luku kin naŋaꞌe hiꞌe nalme Krais ŋaiye kin miyeꞌ ondoh poi. 
1CO.11.5	Topoꞌe ŋaiye tuwei ende yukur waparaꞌe ŋondoh ti no, ti wisilihme Yai, lakai ti wanange wusyep profet ende gwan halhale pe, luku ti ta waŋaꞌe hiꞌe wilme miyeꞌ ti. Luku pe, ki ŋahilyeh taꞌe tuwei ŋaiye ti si wainge ŋondoh ti. 
1CO.11.6	Ŋaiye tuwei yukur waparaꞌe ŋondoh ti pe, ta wotombo ŋondoh waih ti ka seheiꞌe. Kom ŋaiye ta hiꞌe ŋaiye ta winge pe, ta waparaꞌe ŋondoh ti.
1CO.11.8	Got yukur nenge wahriꞌ tuwei ŋende miyeꞌ, pakai. Kin nenge wahriꞌ miyeꞌ ŋende tuwei. 
1CO.11.9	Got yukur ŋoiheryembe tuwei no, kin ŋende miyeꞌ ŋaiye ka ungwisme ti, pakai. Kin ŋoiheryembe miyeꞌ pe, ki ŋende tuwei ŋaiye ta wungwisme kin. 
1CO.11.10	Taꞌe luku pe, tuwei ta waparaꞌe ŋondoh ti no, luku ka sasambe tuꞌe ŋaiye ti warp tuwihme miyeꞌ ti. Detale, ŋembep lenge walip hlaꞌ sai. 
1CO.11.11	Kom poi miyeꞌ tuweinge tikin Got pe, tuwei yukur ta wurp tititi, topoꞌe miyeꞌ yukur ka orp kitikin, pakai. 
1CO.11.12	Ŋendeheiyeh Got nenge wahriꞌ miyeꞌ ŋende tuwei, kom tukwini tuwei waraꞌe miyeꞌ. Kom ŋaiꞌe ŋaiꞌe lalme luku pe, Got kin tehei. 
1CO.11.13	Yip ŋoiheryembe taꞌe lai me wusyep eꞌe, ŋaiye tuwei yukur waparaꞌe ŋondoh ti no, ti wisilihme Yai gwan halhale pe, luku ki bwore lakai? 
1CO.11.14	Lenge miyeꞌ tuweinge yanange nange ki hiꞌe, ŋaiye dohwaih lenge miyeꞌ ka sokoloh. 
1CO.11.15	Kom ŋaiye tuwei dohwaih ti sokoloh pe, luku taꞌe ŋaiye hihyilih ti. Detale, tinge yaŋaꞌe dohwaih sokoloh ŋaiye ka aparaꞌe ŋondoh ti. 
1CO.11.16	Kom ŋaiye miyeꞌ ende ka ininge nange wusyep eꞌe ŋaiye ŋam manange ki homboꞌe pe, ŋam da mininge tuꞌe leꞌe. Poi yukur gwande yaŋah ŋoinde, topoꞌe sios tikin Got yukur jande yaŋah ŋoinde, pakai.
1CO.11.17	Ŋupe ŋaiye yip jahilyeh yende lotu pe, yip si yende ŋaiꞌe ŋaiꞌe ŋaiye yukur bwore pe, ŋam yukur hriphrip, kom leꞌe wusyep erŋeme ŋam ŋaiye pa yende junde. 
1CO.11.18	Ŋendeheiyeh kin lenge mitiŋ syeꞌ yana ŋam nange ŋupe ŋaiye yip jahilyeh yende lotu pe, yip yoworꞌe yip tip hoime pe, yip teketenge yale yat yiptip. Pe luku ŋam sisyeme nange wusyep syeꞌ mise. 
1CO.11.19	Yip yoworꞌe yip tip hoime pe, luku ki bwore ŋaiye ki sasambe ŋaiye lahmende bwore mise, o lahmende homboꞌe. 
1CO.11.20	Ŋupe ŋaiye yip jahilyeh yende lotu pe, yaŋah ŋaiye yip yambaꞌe ŋai tikin Lahmborenge pe, yukur bwore bwarme, pakai. 
1CO.11.21	Yip ŋoiheryembe yip tip pe, yip hri yono ŋai yiptip, o lenge syeꞌ pe, nimbot nongomb lenge, topoꞌe lenge syeꞌ pe, tinge yonoꞌe pinip wain ŋembere sekete pe, tinge kwote. 
1CO.11.22	Detaꞌe la? Taꞌe yip yokoh ŋaiye pa yono ŋai topoꞌe yonoꞌe pinip yurp pakai, lakai? Yip ŋoiheryembe nange sios tikin Got pupwa luh pakaiye pe, yip yende hiꞌ me lenge toꞌ tatai ŋaiye seheiꞌme ŋai ŋaiye tinge ka yono. Pe ma mini yip tuꞌe la? Ma mininge wusyep hriphrip me yip lakai? Ŋaiye yip yende taꞌe luku pe, yukur ma mininge wusyep hriphrip me yip, pakai supule.
1CO.11.23	Ŋam si yal yip wusyep ŋaiye ŋam mambaꞌ me Lahmborenge. Wusyep uku ki taꞌe leꞌe: Ŋupe ŋaiye Judas nember Jisas nal syep lenge wachaih, ŋup uku pe, Lahmborenge Jisas nambaꞌe kakah. 
1CO.11.24	Pe kin ŋanange wusyep hriphrip nalme Got miꞌe pe, kin noworꞌe kakah pe, ki ŋanange na, “Leꞌe wahriꞌ ŋam, ŋam yal yip ŋaiye ka ungwisme yip. Yip pa yende tuꞌe luku no, pa ŋoiheryembe ŋam.” 
1CO.11.25	Ŋupe ŋaiye tinge yono ŋai miꞌe pe, ki ŋende ŋahilyeh. Kin nambaꞌe yokoh wain pe, ki ŋanange na, “Yokoh wain eꞌe pe, kontrak ŋambaran tikin Got ŋaiye ŋam menge wim ŋam mupwaiꞌe. Nye nyermbe ŋupe ŋaiye pa yonoꞌe juh yokoh eꞌe pe, pa yende tuꞌe luku ŋaiye pa ŋoiheryembe ŋam.”
1CO.11.26	Nyermbe nyermbe ŋaiye pa yono kakah uku topoꞌe pa yonoꞌe pinip juh yokoh eꞌe pe, pa yininge nule tikin Lahmborenge ka e tutume ŋupe ŋaiye ka ot.
1CO.11.27	Taꞌe luku pe, lahmende ŋaiye kin ŋoiheryembe ŋaiye wim topoꞌe wahriꞌ tikin Lahmborenge pupwa luh pakaiye no, ka ambaꞌe ŋai uku pe, kin ŋende hwap nalme wahriꞌ topoꞌe wim tikin Lahmborenge. 
1CO.11.28	Miyeꞌ ŋaiye da ono kakah topoꞌe onoꞌe wain tikin Lahmborenge pe, kin ka iyarꞌe oto ŋoihmbwaip kitikin bworerme. 
1CO.11.29	Ŋaiye miyeꞌ yukur sisyeme tehei ŋai uku ŋaiye wahriꞌ tikin Lahmborenge no, kin ŋono ŋai topoꞌe kin ŋonoꞌe pinip pe, Got se ka aŋaꞌe nihe syohme kin. 
1CO.11.30	Luku tehei kin ŋaiye wula yip yende wahriꞌ epwa, topoꞌe bongol yip pakai, topoꞌe syeꞌ tinge si yule. 
1CO.11.31	Ŋaiye poi ya miyarꞌe poi pe, yukur Lahmborenge se ka pul poi nihe syohe, pakai. 
1CO.11.32	Kom ŋaiye Lahmborenge kin ŋetekeꞌe poi mende pupwa no, ki pwal poi mane pe, kin ŋende taꞌe luku ŋaiye ka ungwisme poi no, yukur poi ya talai topoꞌe lenge miyeꞌ tuweinge kekep. 
1CO.11.33	Taꞌe luku pe, lenge toꞌ tatai ŋam, ŋupe ŋaiye pa juhilyeh yono ŋai tikin Lahmborenge pe, ter pa yeseperhme lenge syeꞌ. 
1CO.11.34	Ŋaiye iyeꞌ ende ka isyunde nimbot pe, ka ono ŋai orp yokoh kitikin. No yukur ka plihe ende pupwa ŋupe ŋaiye pa lalme juhilyeh no, Got ka iyarꞌe kin ŋaiye kin si ŋende pupwa pe, Got ka ende yumbune kin. Ma mininge wusyep me ŋaiꞌe ŋaiꞌe syeꞌ ŋupe ŋaiye ma mut.
1CO.12.1	Lenge toꞌ tatai, tukwini ŋam da mini yip bworerme yitini tikin Yohe Yirise ŋaiye yip tatame pa sisyeme bworerme. 
1CO.12.2	Yip sisyeme ŋupe ŋaiye yip yarp haiten pe, yipihinge pupwa kete yip nalme got homboꞌe ŋaiye yukur ŋanange wusyep. Kom yukur yip jarnge, yip yal. 
1CO.12.3	Ŋam da mini yip na, miyeꞌ ende ŋaiye papararme Yohe Yirise tikin Got pe, yukur ka gonosambalaiꞌ Jisas. Topoꞌe miyeꞌ ŋaiye Yohe Yirise pakai pe, yukur ka gilme Jisas ŋaiye kin Lahmborenge.
1CO.12.5	Wah tikin Lahmborenge ŋaiye ya mende pe, ki ilyeh ilyeh tongonose, kom Lahmborenge kin ŋaisep ŋilyeh. 
1CO.12.6	Ŋahwikin kin ilyeh ilyeh tongonose ŋaiye ya mende wah tikin Got, kom Got kin ŋilyeh ŋaiye kin ŋende wah nato poi. 
1CO.12.7	Yohe Yirise sasambe bongol tikin Got nate tas poi ilyeh ilyeh tongonose, topoꞌe ki nungwisme sios.
1CO.12.8	Miyeꞌ ende pe, Yohe Yirise naŋaꞌe bongol ŋaiye ka ininge wusyep topoꞌe ŋoiheryembe bwore el lenge miyeꞌ tuweinge. O miyeꞌ ende pe, Yohe Yirise ŋilyeh uku naŋaꞌe bongol ŋaiye ka ininge wusyep topoꞌe sande tekeꞌe bwore tikin Got el lenge miyeꞌ tuweinge. 
1CO.12.9	Ŋoinde nambaꞌe yitini ŋaiye ŋoihmbwaip kin teŋei bongol me Got. Yohe Yirise ŋilyeh uku pe, ŋoinde nambaꞌe yitini ŋaiye ŋende miꞌme wahriꞌ epwa. 
1CO.12.10	Miyeꞌ ende pe, Yohe Yirise naŋaꞌe bongol ŋaiye ka ende mirakel, ŋoinde pe, kin nambaꞌe yitini tikin Yohe Yirise ŋaiye ka ininge wusyep profet, topoꞌe ŋoinde, kin nambaꞌe yitini tikin Yohe Yirise ŋaiye ka iyarꞌe lenge yipihinge ŋaiye tikin Got topoꞌe yipihinge pupwa. O miyeꞌ ŋoinde pe, kin nambaꞌe yitini tikin Yohe Yirise ŋaiye ka ininge wusyep ŋilim tikin Yohe Yirise, topoꞌe ŋoinde pe, kin nambaꞌe yitini ŋaiye nimbilme wusyep ŋilim tikin Yohe Yirise ŋaiye miyeꞌ uku ŋanange. 
1CO.12.11	Kom Yohe Yirise sep ilyeh uku pe, kin ŋende ŋaiꞌe ŋaiꞌe luku lalme gande ŋasande kitikin pe, kin nangange yitini luku nalme lenge miyeꞌ ilyeh ilyeh tongonose.
1CO.12.13	Yaŋah ilyeh uku pe, poi lalme taꞌe Juta pe, Grik pe, lenge miyeꞌ wah pakaiye pe, lenge miyeꞌ hlaininge pe, Yohe Yirise pangaih pinip me poi lalme ma moto wahriꞌ ilyeh uku, topoꞌe Got si pwal poi Yohe Yirise ŋilyeh uku nato ŋoihmbwaip poi.
1CO.12.14	Hei, bwore mise, wahriꞌ pe, wahriꞌ lombo kin wula wula sekete, yukur wahriꞌ orope ŋilyehme, pakai. 
1CO.12.15	Ŋaiye ŋihip ka ininge na, “Ŋam yukur syep” pe, luku taꞌe ŋaiye yukur ki ŋonombe nal wahriꞌ orope. Kom kin teter narp taꞌe ŋaiye lombo tikin wahriꞌ orope. 
1CO.12.16	Topoꞌe ŋaiye mungwim ka ininge na, “Ŋam yukur ŋembep, taꞌe luku pe, ŋam yukur wahriꞌ lombo ende.” Kom kin wahriꞌ lombo tikin wahriꞌ orope. 
1CO.12.17	Ŋaiye wahriꞌ lalme ka ŋembep pe, ka isyunde wusyep tuꞌe la? Ŋaiye wahriꞌ lalme ka mungwim pe, ka ginihme ŋaiꞌe ŋaiꞌe tuꞌe la?
1CO.12.18	Kom wahriꞌ yukur taꞌe liki, pakai. Got si ŋende wahriꞌ lombo ilyeh ilyeh tongonose sai wahriꞌ taꞌe ŋaiye ŋasande kitikin. 
1CO.12.19	Ŋaiye ŋihip ŋilyehme ka si pe, luku yukur wahriꞌ bwore mise. 
1CO.12.20	Wahriꞌ yukur taꞌe liki, pakai. Wahriꞌ lombo pe, ki wula wula, kom ki sai wahriꞌ orope ilyeh. 
1CO.12.21	Taꞌe luku pe, ŋembep yukur ka inime syep tuꞌe leꞌe, “Ŋaiye yukur nin sai pe, ŋam ilyeh ŋam tatame ma murp bwore.” Topoꞌe ŋondoh yukur ka inime ŋihip na, “Ŋaiye yukur nin sai pe, ŋam tatame ma murp bwore.” Pakai.
1CO.12.22	Wahriꞌ lombo syeꞌ ŋaiye poi ŋoiheryembe yukur bongol pe, ŋaiye yukur ki sai pe, wahriꞌ yukur ka si bwore, pakai supule. 
1CO.12.23	Wahriꞌ lombo ŋaiye poi ŋoiheryembe sikirp pupwa pe, luku poi mendendeꞌme miꞌ supule, topoꞌe wahriꞌ lombo ŋaiye poi hiꞌe pe, luku poi tatme miꞌ supule. 
1CO.12.24	Wahriꞌ lombo ŋaiye mitiŋ tatame ka yetekeꞌe pe, luku yukur poi tatme bworere, kom Got ŋende wahriꞌ lalme gahilyeh pe, wahriꞌ lombo ŋaiye yukur bongol pe, wahriꞌ lombo uku ki sai ŋembere sekete me ŋembep tikin Got. 
1CO.12.25	Taꞌe luku pe, wahriꞌ yukur ŋowor ilyeh ilyeh tongonose, pakai. Kom tinge lalme yahraꞌe bepeteme titinge lalme. 
1CO.12.26	Ŋaiye wahriꞌ lombo ende ka ambaꞌe syohe pe, wahriꞌ lalme luku ka yambaꞌe syohe topoꞌe. Ŋaiye wahriꞌ lombo ende ka ambaꞌe naŋ embere pe, wahriꞌ lalme ka yahraꞌe hriphrip.
1CO.12.27	Yip ilyeh ilyeh tongonose yarp ya yoto wahriꞌ tikin Krais, topoꞌe yip ilyeh ilyeh tongonose yip lalme wahriꞌ ilyeh uku. 
1CO.12.28	Nato sios pe, Got si nalaŋatme lenge miyeꞌ tuweinge ilyeh ilyeh tongonose ŋaiye ka yende wah me kin. Ŋendehei kin pe, lenge aposel, hoi kin pe, lenge mitiŋ ŋaiye yanange yalaŋatme wusyep profet tikin Got, hun kin pe, lenge jetmam ŋaiye yalaŋatme ŋoihmbwaip bwore bwore tikin Got. Topoꞌe lenge mitiŋ ŋaiye yende mirakel, topoꞌe lenge mitiŋ ŋaiye yende miꞌme wahriꞌ epwa, topoꞌe lenge mitiŋ ŋaiye yungwisme lenge mitiŋ syeꞌ. Topoꞌe lenge mitiŋ ŋaiye bepteme wah tetehei syeꞌ. Topoꞌe lenge mitiŋ ŋaiye yanange wusyep ŋilim tikin Yohe Yirise.
1CO.12.29	Detaꞌe lai? Taꞌe tinge lalme ka yende wah aposel, lakai? Taꞌe tinge lalme ka yininge wusyep profet lakai? Taꞌe tinge lalme ka yende wah tuꞌe jetmam lakai? Taꞌe tinge lalme bongol tatame ŋaiye ka yende mirakel lakai? 
1CO.12.30	Taꞌe tinge lalme bongol tatame ŋaiye ka yende miꞌme wahriꞌ epwa lalme lakai? Topoꞌe taꞌe tinge lalme sisyeme ŋaiye ka yininge wusyep ŋilim tikin Yohe Yirise tongonose lakai? Taꞌe tinge lalme tatame ka yimbilme wusyep ŋilim tikin Yohe Yirise lakai? Pakai. 
1CO.12.31	Pa yende nihararme yitini tikin Yohe Yirise ŋaiye ki ŋembere nengelyembe yitini tikin Yohe Yirise lalme. Kom tukwini ŋam de ma yasam yip ŋahwikin ŋaiye tikin miꞌ supule.
1CO.13.1	Ŋaiye ŋam tatame ma mininge wusyep ŋimeser wula wula titinge lenge miyeꞌ tuweinge, topoꞌe ma mininge wusyep titinge lenge walip hlaꞌ, kom ŋaiye ŋoihmbwaip ŋam yukur ŋende nihararme lenge miyeꞌ tuweinge pe, wusyep ŋam taꞌe yerh ŋaiye tinge yendere no, ki ŋende titire, lakai ki taꞌe wuhu ŋaiye tinge yendere no, diꞌ kin tas pakaiye.
1CO.13.2	Ŋaiye ŋam tatame ma mininge wusyep profet, topoꞌe ŋam si sisyeme ŋoihmbwaip tase tikin Got, topoꞌe ŋam si sisyeme ŋaiꞌe ŋaiꞌe syeꞌ, topoꞌe ŋaiye ŋoihmbwaip ŋam ki teŋeime Got bongol sekete no, ma mininge wusyep me hwate syeꞌ ŋaiye ka tuhur el la si el luh ende. Kom ŋoihmbwaip ŋaiye ŋende nihararme lenge mitiŋ yukur sai me ŋam pe, ŋam pupwa luh paka pakaiye. 
1CO.13.3	Ŋaiye ŋam tatame ma mangange ŋaiꞌe ŋaiꞌe ŋam lalme mil lenge ŋaipwa ŋiꞌ, topoꞌe ma mangange wahriꞌ ŋam ka yesekeh yil nih, kom ŋoihmbwaip ŋaiye yende nihararme lenge mitiŋ yukur sai me ŋam pe, ŋaimune ŋaiye ŋam mende, luku yukur ka ungwisme ŋam.
1CO.13.4	Miyeꞌ ŋaiye ŋende niharar lenge mitiŋ pe, kin papararme ŋoihmbwaip ŋumwaiye, topoꞌe ŋoihmbwaip bwore bwore. Kin yukur miyeꞌ ŋaiye ŋahraꞌe ŋoihmbwaip nihe hihwaiye. Topoꞌe kin yukur miyeꞌ ŋaiye wimlal me ŋaiꞌe ŋaiꞌe lenge mitiŋ, topoꞌe gate bip, topoꞌe ŋahraꞌe naŋ kitikin. Pakai. 
1CO.13.5	Kin miyeꞌ ŋaiye yukur ŋende bwiliꞌe bwulaꞌe, topoꞌe yukur ŋoiheryembe kitikin, topoꞌe yukur tuhwar hihwaiye, topoꞌe kin yukur ŋoiheryembe ŋaimune ŋaiye tinge yende me kin. 
1CO.13.6	Kin yukur hriphrip me ŋaiꞌe ŋaiꞌe pupwa, pakai. Kom kin hriphrip me ŋaiꞌe ŋaiꞌe ŋaiye bwore bwarme. 
1CO.13.7	Miyeꞌ ŋaiye ŋende nihararme lenge mitiŋ pe, ŋaiꞌe ŋaiꞌe bwore lakai pupwa ŋaiye nat pe, kin nambaꞌe, yukur kin garnge. Ŋoihmbwaip kin teŋeime Got pe, kin neseperhme Got ŋaiye ka ungwisme kin. No ŋupe ŋaiye mane ka ot pe, ka gin bongole.
1CO.13.8	Ŋoihmbwaip ŋaiye yende nihararme mitiŋ yukur ka miꞌe, pakai supule. Wah ŋaiye yanange wusyep profet se ka miꞌe. Topoꞌe ŋaiye yanange wusyep ŋilim tikin Yohe Yirise pe, se ka miꞌe. Topoꞌe sande tekeꞌe se ka miꞌe el luh paka pakaiye. 
1CO.13.9	Tukwini poi sisyeme ŋaiꞌe ŋaiꞌe sikirp sikirp, topoꞌe tukwini poi manange wusyep profet sikirp sikirp. 
1CO.13.10	Mindemboi ŋai bwore mise luku ka tus pe, ŋup uku ŋaiꞌe ŋaiꞌe sikirp sikirp ŋaiye poi sisyeme pe, ka miꞌe.
1CO.13.11	Ŋupe ŋaiye ŋam taꞌe talah pe, ŋam manange wusyep taꞌe lahmakerep, topoꞌe ŋoiheryembe ŋam taꞌe lahmakerep. Kom ŋupe ŋaiye ŋam tahar taꞌe miyeꞌ bworenge pe, ŋam masme wusyep lenge lahmakerep. 
1CO.13.12	Ki taꞌe ŋaiye tukwini poi metekeꞌe yipihinge tikin Got mal pinip yipihinge ŋaiye ki kurmbe. Kom mindemboi ya metekeꞌe bepmohro tikin Got bwore mise. Tukwini poi sisyeme ŋaiꞌe ŋaiꞌe sikirp sikirp tikin Got, kom mindemboi ya sisyeme kin bworerme tuꞌe ŋaiye kin sisyeme poi bworerme.
1CO.13.13	Ŋoihmbwaip poi ka teŋeime Got, topoꞌe ya mende nihararme lenge mitiŋ, topoꞌe ya murp meseperhme ŋaiye Got ka ende miꞌmiꞌ me poi. Wusyep bop hun uku pe, ka si nyermbe nyermbe, kom wusyep bop ilyeh ŋaiye ŋende nihararme lenge mitiŋ pe, ki ŋembere sekete nengelyembe wusyep bop hoi.
1CO.14.1	Ŋoihmbwaip ŋaiye yende niharar lenge mitiŋ pe, ka si ŋembere el oto ŋoihmbwaip yip nye nyermbe. Kom yende niharar ŋaiye pa yambaꞌe yitini tikin Yohe Yirise lalme ŋaiye kin si yal yip. Kom yitini ŋendehei ŋaiye pa yende niharar ŋaiye pa yambaꞌe pe, yitini ŋaiye pa yininge wusyep Got tuꞌe profet. 
1CO.14.2	Miyeꞌ ŋaiye ŋanange wusyep ŋilim tikin Yohe Yirise pe, yukur kin ŋanange nal lenge miyeꞌ tuweinge, pakai. Kin ŋanange nal me Got, taꞌe na Got ŋilyeh ŋasande wusyep kin. Yohe Yirise gahanahme kin pe, kin ŋanange wusyep tase luku. 
1CO.14.3	Kom miyeꞌ ŋaiye ŋanange wusyep Got taꞌe profet pe, kin ŋende bongolme lenge miyeꞌ tuweinge ŋaiye ŋoihmbwaip tinge teŋeime Lahmborenge, topoꞌe kin nahraꞌe ŋoihmbwaip lenge miyeꞌ tuweinge ŋaiye ka yende ŋaiꞌe ŋaiꞌe bwore bwore, topoꞌe kin ŋoihginir ŋende bongolme tinge. 
1CO.14.4	Miyeꞌ ŋaiye ŋanange wusyep ŋilim tikin Yohe Yirise pe, wusyep uku nungwisme kitikin, kut miyeꞌ ŋaiye ŋanange wusyep Got taꞌe profet pe, wusyep uku nungwisme lenge sios ŋende bongol me tinge lalme.
1CO.14.5	Ŋam masande yip lalme pa yininge wusyep ŋilim tikin Yohe Yirise, kom ŋam masande ŋembere kin pe, pa yininge wusyep profet tikin Got topoꞌe. Taꞌe na, miyeꞌ ŋaiye ŋanange wusyep profet pe, ki ŋembere sekete nengelyembe miyeꞌ ŋaiye ŋanange wusyep ŋilim tikin Yohe Yirise. Ŋaiye miyeꞌ ende ka orp ŋaiye ka imbilme wusyep ŋilim uku pe, ka ungwisme bworerme sios lalme.
1CO.14.6	Lenge toꞌ tatai ŋam, ŋupe ŋaiye ma mut me yip no, ma mininge wusyep ŋilim tikin Yohe Yirise milme yip pe, luku ŋam mungwisme yip taꞌe la? Pakai supule. Sai ŋaiye ma mini yip wusyep tase ŋaiye Got si ŋana ŋam, topoꞌe ma mini yip sande tekeꞌe ŋaiye ŋam si mambaꞌe, topoꞌe ma mini yip wusyep profet ŋaiye natme Got, topoꞌe ma masamb yip sande tekeꞌe pe, luku ka ungwisme yip. 
1CO.14.7	Topoꞌe ŋaiꞌe ŋaiꞌe taꞌe tumbuh, topoꞌe loutumbwah
1CO.14.8	Topoꞌe miyeꞌ ŋaiye ŋunduhulꞌe ŋoih gal gal kom ŋaiye yukur ki ŋunduhulꞌe gondoume pe, lahmende tatame ŋaiye ka yende miꞌmiꞌ ŋaiye ka yurmbe wondoh. 
1CO.14.9	Ki ŋahilyeh taꞌe ŋaiye lenge miyeꞌ tuweinge yukur ka sisyeme ŋaimune ŋaiye nin nenge wusyep ŋilim tikin Yohe Yirise ŋanange. Wusyep nin uku pe, ki nal taꞌe yohe pakaiye nal hlaꞌ.
1CO.14.10	Bwore mise, wusyep ŋimeser wula wula ki sai kekep eꞌe lalme pe, wusyep ŋimeser uku lenge miyeꞌ tuweinge ŋaiye yanange pe, tinge si sisyeme wusyep tehei uku lalme. 
1CO.14.11	Kom ŋaiye yukur ŋam sisyeme wusyep uku ŋaiye miyeꞌ uku ŋanange pe, miyeꞌ uku yukur ŋimei ŋam, topoꞌe ŋam yukur ŋimei kin. 
1CO.14.12	Ŋaiye yip yasande pa yambaꞌe yitini tikin Yohe Yirise pe, pa yisilihme Got bongol no, ka yul yip yitini luku ŋaiye ka ungwisme lenge sios lalme bworerme.
1CO.14.13	Taꞌe luku pe, miyeꞌ ŋaiye ŋanange wusyep ŋilim tikin Yohe Yirise pe, ka isilihme Got ŋaiye ka plihe aŋaꞌe yitini ŋoinde tikin Yohe Yirise ŋaiye ka imbilme wusyep ŋaiye ki ŋanange. 
1CO.14.14	Ŋaiye ma menge wusyep ŋilim tikin Yohe Yirise hindi Got mininge wusyep pe, luku yipihinge ŋam ŋanange wusyep topoꞌme Got. O ŋoiheryembe ŋam yukur sisyeme ŋaimune ŋaiye yipihinge ŋam ŋanange.
1CO.14.15	Ma mende tuꞌe la? Yipihinge ŋam ka ininge wusyep ŋilim tikin Yohe Yirise isilihme Got, topoꞌe ŋam ma mininge wusyep misilihme Got mil wusyep ŋaiye ŋam sisyeme. Yipihinge ŋam ka osoko wenersep ŋilim tikin Yohe Yirise, kom ŋam ma plihe mosoko wenersep mil wusyep ŋaiye ŋam sisyeme. 
