GEN.1.1	IN die 
PSA.107.42	Die opregtes sien dit en is bly, maar alle 
PSA.108.3	Waak op, harp en siter! Ek wil die dageraad wakker maak.
PSA.108.4	Ek wil U loof onder die volke, o 
PSA.108.5	want u goedertierenheid is groot 
PSA.108.6	Verhef U bo die hemele, o God, en u heerlikheid bo die hele aarde!
PSA.108.8	God het gespreek in sy heiligdom: Ek wil jubel, Ek wil Sigem verdeel en die dal van Sukkot afmeet.
PSA.108.9	Gílead is myne, Manasse is myne, en Efraim is die beskutting van my hoof; Juda is my veldheerstaf.
PSA.108.10	Moab is my waskom; op Edom werp Ek my skoen; oor Filistéa 
PSA.108.11	Wie sal my bring in 
PSA.108.12	Het U, o God, ons nie verwerp nie? 
PSA.108.13	Gee ons hulp teen die vyand, want die mens se hulp is vergeefse moeite.
PSA.108.14	In God sal ons kragtige dade doen, en Hy self sal ons vyande vertrap.
PSA.109.1	VIR die musiekleier. Van Dawid. 'n Psalm.
PSA.109.2	Want hulle het die mond van die goddelose en die mond van bedrog teen my oopgemaak; hulle het met my gespreek met 'n leuenagtige tong,
PSA.109.3	en my met woorde van haat omring; ja, hulle het my 
PSA.109.4	Vir my liefde behandel hulle my vyandig, terwyl ek tog 
PSA.109.5	En 
PSA.109.8	Laat sy dae min wees; 
PSA.109.9	Laat 
PSA.109.10	en laat sy kinders 
PSA.109.11	Laat die skuldeiser alles neem wat hy het, en 
PSA.109.12	Laat hom niemand hê wie se guns bestendig is, en laat niemand hom oor sy wese ontferm nie.
PSA.109.13	Laat 
PSA.109.14	Laat 
PSA.109.15	Laat dié altyddeur voor die 
PSA.109.16	omdat hy nie daaraan gedink het om guns te bewys nie, maar 
PSA.109.17	Ja, 
PSA.109.18	Hy 
PSA.109.19	Laat dit vir hom wees soos 'n kleed waarin hy hom toedraai, en 'n gordel wat hy altyddeur ombind.
PSA.109.20	Laat dit die loon van my teëstanders wees vanweë die 
PSA.109.21	Maar U, o 
PSA.109.22	Want ek is ellendig en behoeftig, en my hart is deurwond in my binneste.
PSA.109.23	Ek gaan heen 
PSA.109.24	My knieë knik van vas, en my vlees het maer geword, sonder vet.
PSA.109.25	En ék het vir hulle 
PSA.109.27	sodat hulle kan weet dat dit u hand is: U, o 
PSA.109.28	Laat húlle vloek, maar U, seën U. Hulle het opgestaan en beskaamd geword, maar 
PSA.109.29	Laat my teëstanders beklee word met smaad en hulle 
PSA.109.30	Ek sal die 
PSA.109.31	want Hy staan 
PSA.110.1	VAN Dawid. 'n Psalm.
PSA.110.2	U magtige septer sal die 
PSA.110.3	U volk sal baie gewillig wees op die dag van u krygsmag; in heilige feesgewade, uit die moederskoot van die dageraad sal vir U wees die dou van u jong manskappe.
PSA.110.5	Die Here 
PSA.110.6	Hy sal 'n strafgerig hou onder die nasies; Hy maak dit vol dooie liggame; Hy 
PSA.110.7	Uit die stroom sal Hy drink op die pad; daarom sal Hy die hoof ophef.
PSA.111.1	HALLELUJA!
PSA.112.1	HALLELUJA!
PSA.113.1	HALLELUJA! 
PSA.113.4	Die 
PSA.113.8	om 
PSA.114.1	TOE 
PSA.114.2	het Juda 
PSA.114.7	Beef, aarde, voor die aangesig van die 
PSA.114.8	wat 
PSA.115.2	Waarom sou die heidene sê: 
PSA.115.3	terwyl onse God tog in die hemel is; Hy doen alles wat Hom behaag.
PSA.115.5	Hulle het 'n mond, 
PSA.115.6	ore het hulle, maar hoor nie; hulle het 'n neus, maar ruik nie;
PSA.115.7	hande, maar hulle tas nie; voete, maar hulle loop nie; hulle gee geen geluid deur hul keel nie.
PSA.115.11	Julle wat die 
PSA.115.12	Die 
PSA.115.13	Hy sal diegene seën wat die 
PSA.115.14	Die 
PSA.115.15	Julle is geseënd deur die 
PSA.116.1	EK 
PSA.116.2	want Hy het 
PSA.116.6	Die 
PSA.116.7	My siel, keer terug tot jou 
PSA.116.9	Ek sal wandel voor die aangesig van die 
PSA.116.12	Wat sal ek die 
PSA.116.13	Ek sal die 
PSA.116.16	Ag, 
PSA.116.17	Ek sal U 
PSA.116.19	in die voorhowe van die huis van die 
PSA.117.2	Want sy goedertierenheid is geweldig oor ons, en 
PSA.118.3	Laat die huis van Aäron dan sê dat sy goedertierenheid tot in ewigheid is!
PSA.118.4	Laat die wat die 
PSA.118.8	Dit is beter om by die 
PSA.118.9	Dit is beter om by die 
PSA.118.10	Al die heidene het my omsingel; dit is in die Naam van die 
PSA.118.11	Hulle het my omsingel, ja, hulle het my omsingel; dit is in die Naam van die 
PSA.118.12	Hulle het my omsingel 
PSA.118.13	Jy het my hard gestamp om my te laat val, maar die 
PSA.118.14	Die 
PSA.118.15	'n Stem van gejubel en van heil is in die tente van die regverdiges: die regterhand van die 
PSA.118.17	Ek 
PSA.118.18	Die 
PSA.118.20	Dit is die poort van die 
PSA.118.21	Ek wil U loof, omdat U my verhoor het en my tot heil geword het.
PSA.118.23	Dit het van die 
PSA.118.24	Dit is die dag wat die 
PSA.118.25	Ag, 
PSA.118.27	Die 
PSA.118.28	U is my God, en ek wil U loof; o my God, ek wil U verhoog.
PSA.119.1	WELGELUKSALIG is die opregtes van weg, wat in die wet van die 
PSA.119.2	Welgeluksalig is die wat sy getuienisse bewaar, Hom van ganser harte soek;
PSA.119.4	Ú het u bevele gegee om dit trou te onderhou.
PSA.119.5	Ag, was my weë maar vas om u insettinge te onderhou!
PSA.119.6	Dan 
PSA.119.7	Ek sal U loof in opregtheid van hart as ek u regverdige verordeninge leer.
PSA.119.8	Ek sal u insettinge onderhou; verlaat my nie geheel en al nie.
PSA.119.9	Waarmee sal die jongeling sy pad suiwer hou? Deur 
PSA.119.10	Ek soek U met my hele hart; laat my nie afdwaal van u gebooie nie.
PSA.119.12	Lofwaardig is U, o 
PSA.119.13	Ek het met my lippe vertel al die verordeninge van u mond.
PSA.119.14	Ek is 
PSA.119.15	Ek wil u bevele oordink en op u paaie let.
PSA.119.16	Ek sal 
PSA.119.18	Open my oë, dat ek kan sien die wonders uit u wet.
PSA.119.19	Ek is 
PSA.119.21	U dreig die vermeteles as gevloektes wat van u gebooie afdwaal.
PSA.119.22	Wentel smaad en veragting van my af, want 
PSA.119.23	Al sit vorste 
PSA.119.24	Ja, u getuienisse is 
PSA.119.26	My weë het ek vertel, en U het my verhoor; leer my u insettinge!
PSA.119.28	My siel drup weg van kommer; rig my op na u woord.
PSA.119.29	Verwyder van my die weg van leuens, en verleen my genadiglik u wet.
PSA.119.30	Ek het die weg van waarheid verkies; u verordeninge het ek 
PSA.119.31	Ek kleef u getuienisse aan; o 
PSA.119.32	Ek sal op die weg van u gebooie wandel, want U 
PSA.119.34	Gee my verstand, dat ek u wet kan bewaar, ja, dit kan onderhou van ganser harte.
PSA.119.35	Laat my wandel op die pad van u gebooie, want daarin 
PSA.119.36	Neig my hart tot u getuienisse en nie tot 
PSA.119.37	Wend my oë af, dat hulle geen nietigheid sien nie; maak my lewend in u weë.
PSA.119.39	Wend my smaadheid af wat ek vrees, want u verordeninge is goed.
PSA.119.40	Gewis, ek het 
PSA.119.41	En laat u goedertierenhede 
PSA.119.42	sodat ek my smader iets kan antwoord, want ek vertrou op u woord.
PSA.119.43	En onttrek die woord van waarheid nie geheel en al aan my mond nie, want op u verordeninge wag ek.
PSA.119.44	Dan wil ek u wet altyddeur onderhou, vir ewig en altyd,
PSA.119.45	en in die ruimte wandel, want ek soek u bevele.
PSA.119.46	Ook wil ek 
PSA.119.47	En ek wil my verlustig in u gebooie wat ek liefhet,
PSA.119.48	en 
PSA.119.49	Gedenk die woord aan u kneg, omdat U my laat hoop het.
PSA.119.50	Dit is my 
PSA.119.51	Vermeteles het baie met my gespot; van u wet het ek nie afgewyk nie.
PSA.119.52	Ek het gedink, o 
PSA.119.54	U insettinge was gesange vir my in die huis van my 
PSA.119.56	Dit het my deel geword, omdat ek u bevele bewaar het.
PSA.119.57	Die 
PSA.119.58	Ek het U van ganser harte om genade gesmeek; wees my genadig 
PSA.119.60	Ek het my gehaas, en nie getalm nie, om u gebooie te onderhou.
PSA.119.61	Die strikke van die goddelose het my omring; u wet het ek nie vergeet nie.
PSA.119.63	Ek is 'n metgesel van almal wat U vrees, en van die wat u bevele onderhou.
PSA.119.65	U het goed gedoen aan u kneg, 
PSA.119.66	Leer my 'n goeie insig en kennis, want ek glo aan u gebooie.
PSA.119.69	Vermeteles het my leuens toegedig; 
PSA.119.71	Dit 
PSA.119.74	Die wat U vrees, sien my, en hulle 
PSA.119.75	Ek weet, 
PSA.119.76	Laat tog u goedertierenheid wees om my te troos volgens u belofte aan u kneg.
PSA.119.77	Laat u barmhartighede oor my kom, dat ek kan lewe; want u wet is my verlustiging.
PSA.119.78	Laat die vermeteles beskaamd staan, omdat hulle sonder oorsaak my onregverdig behandel het; 
PSA.119.79	Laat die wat U vrees, na my terugkeer, en die wat u getuienisse ken.
PSA.119.80	Laat my hart opreg wees in u insettinge, sodat ek nie beskaamd hoef te staan nie.
PSA.119.83	Want ek 
PSA.119.85	Vermeteles het vir my kuile gegrawe, hulle wat nie 
PSA.119.86	Al u gebooie is waarheid; hulle vervolg my sonder oorsaak; help my!
PSA.119.87	Hulle het my amper vernietig op die aarde; maar ék het u bevele nie verlaat nie.
PSA.119.88	Maak my lewend na u goedertierenheid, dat ek die getuienis van u mond kan onderhou.
PSA.119.89	Vir ewig, o 
PSA.119.90	U 
PSA.119.91	Volgens u verordeninge bly hulle vandag 
PSA.119.92	As u wet nie my verlustiging was nie, dan het ek omgekom in my ellende.
PSA.119.93	Ek sal u bevele tot in ewigheid nie vergeet nie, want deur hulle het U my lewend gemaak.
PSA.119.94	Aan U behoort ek: verlos my, want ek soek u bevele.
PSA.119.95	Die goddelose lê en wag op my, om my om te bring; ek gee ag op u getuienisse.
PSA.119.98	U gebooie maak my 
PSA.119.99	Ek is verstandiger as al my leermeesters, 
PSA.119.100	Ek 
PSA.119.101	Ek het my voete teruggehou van elke verkeerde pad, dat ek u woord kan bewaar.
PSA.119.102	Ek het van u verordeninge nie afgewyk nie, want Ú het my geleer.
PSA.119.103	Hoe 
PSA.119.104	Uit u bevele kry ek verstand; daarom 
PSA.119.106	Ek 
PSA.119.107	Ek is baie diep neergedruk; 
PSA.119.108	Laat tog 
PSA.119.110	Die goddelose het vir my 'n vangnet gespan; nogtans het ek van u bevele nie afgedwaal nie.
PSA.119.111	Ek het u getuienisse vir ewig 
PSA.119.112	Ek het my hart geneig, om u insettinge te betrag, vir ewig, 
PSA.119.113	Twyfelaars haat ek, maar u wet het ek lief.
PSA.119.114	U is my 
PSA.119.116	Ondersteun my volgens u belofte, dat ek kan lewe; en maak my nie 
PSA.119.117	Steun my, dat ek verlos word; dan sal ek altyddeur op u insettinge let.
PSA.119.118	U 
PSA.119.119	U ruim al die goddelose van die aarde weg 
PSA.119.121	Ek het reg en geregtigheid gedoen: gee my nie oor aan my verdrukkers nie.
PSA.119.124	Handel met u kneg na u goedertierenheid, en leer my u insettinge.
PSA.119.126	Dit is tyd vir die 
PSA.119.127	Daarom 
PSA.119.128	Daarom hou ek al die bevele aangaande alles vir reg; elke leuenpad haat ek.
PSA.119.129	U getuienisse is wonderbaar; daarom bewaar my siel hulle.
PSA.119.130	Die opening van u woorde gee lig; dit 
PSA.119.131	Ek maak my mond wyd oop en hyg, want na u gebooie verlang ek.
PSA.119.132	Wend U tot my en wees my genadig volgens die reg van die wat u Naam liefhet.
PSA.119.134	Verlos my van die mens se verdrukking, sodat ek u bevele kan onderhou.
PSA.119.140	U woord is deur en deur gelouter, en u kneg het dit lief.
PSA.119.141	Ek is klein en verag, 
PSA.119.142	U geregtigheid is geregtigheid tot in ewigheid, en u wet is 
PSA.119.143	Benoudheid en angs het my getref, 
PSA.119.144	U getuienisse is geregtigheid tot in ewigheid; 
PSA.119.145	Ek het geroep van ganser harte; verhoor my, o 
PSA.119.146	Ek het U aangeroep; verlos my, dat ek u getuienisse kan onderhou.
PSA.119.147	Voor die 
PSA.119.148	My oë is 
PSA.119.149	Hoor my stem na u goedertierenheid; o 
PSA.119.150	Hulle kom nader wat skandelike dade najaag, hulle wat ver van u wet af is.
PSA.119.152	Lankal het ek geweet uit u getuienisse dat U hulle 
PSA.119.157	My vervolgers en my teëstanders is talryk; van u getuienisse wyk ek nie af nie.
PSA.119.158	Ek het diegene gesien wat troueloos handel, en dit 
PSA.119.159	Aanskou dat ek u bevele liefhet; o 
PSA.119.160	Die hele inhoud van u woord is waarheid, en al u regverdige verordeninge is tot in ewigheid.
PSA.119.162	Ek is vrolik oor u belofte 
PSA.119.163	Leuens haat ek en het daar 'n afsku van; u wet het ek lief.
PSA.119.164	Ek loof u sewe maal elke dag oor u regverdige verordeninge.
PSA.119.165	Die wat u wet liefhet, 
PSA.119.167	My siel onderhou u getuienisse, en ek het hulle baie lief.
PSA.119.168	Ek onderhou u bevele en u getuienisse, want al 
PSA.119.170	Laat my smeking voor u aangesig kom; red my volgens u belofte.
PSA.119.171	My lippe sal lofsange laat uitstroom, want U leer my u insettinge.
PSA.119.172	My tong sal u woord besing, want al u gebooie is geregtigheid.
PSA.119.173	Laat u hand my tot hulp wees, want ek het 
PSA.119.175	Laat my siel lewe, dat dit U kan loof; en laat u gerigte my help.
PSA.119.176	Ek het 
PSA.120.1	Ek roep die 
PSA.120.3	Wat sal Hy jou gee of wat vir jou daaraan toevoeg, o bedrieglike tong?
PSA.120.4	Skerp pyle van 'n held saam met gloeiende kole van besembosse.
PSA.120.5	Wee my dat ek as vreemdeling vertoef in 
PSA.120.6	Te lank al woon my siel by die wat die vrede haat.
PSA.120.7	Ek is vredeliewend; maar as ek spreek, is hulle op oorlog uit.
PSA.121.1	Ek slaan my oë op na 
PSA.121.3	Hy kan 
PSA.121.4	Kyk, die Bewaarder van Israel sluimer of slaap nie.
PSA.121.5	Die 
PSA.121.7	Die 
PSA.121.8	Die 
PSA.122.1	Ek was bly toe hulle vir my gesê het: Laat ons 
PSA.122.2	Ons voete staan in jou poorte, o Jerusalem!
PSA.122.3	Jerusalem wat 
PSA.122.5	Want 
PSA.122.7	Mag daar vrede wees in jou skanse, rus in jou paleise!
PSA.122.8	Ter wille van my broers en my vriende wil ek spreek: 
PSA.122.9	Ter wille van die huis van die 
PSA.123.2	Kyk, soos die oë van die knegte is op die hand van hulle heer, soos die oë van die diensmaagd is op die hand van haar meesteres — so is ons oë op die 
PSA.123.3	Wees ons genadig, o 
PSA.123.4	meer as versadig is ons siel van die 
PSA.124.2	as die 
PSA.124.3	dan het hulle ons 
PSA.124.4	dan het 
PSA.124.5	dan het die trotse waters oor ons siel gegaan.
PSA.124.6	Geloofd sy die 
PSA.124.7	Ons siel het vrygeraak soos 'n voël 
PSA.125.1	Die wat op die 
PSA.125.2	Rondom Jerusalem is berge; so is die 
PSA.125.3	Want 
PSA.125.5	Maar die wat langs 
PSA.126.1	Toe die 
PSA.126.2	Toe 
PSA.126.3	Die 
PSA.126.6	Hy loop aldeur en ween en dra die saadkoring; hy sal sekerlik kom met gejubel en sy gerwe dra.
PSA.127.1	As die 
PSA.127.2	Tevergeefs dat julle vroeg opstaan, laat opbly, 
PSA.127.3	Kyk, 
PSA.127.4	Soos pyle in die hand van 'n held, so is die seuns van die jeug.
PSA.127.5	Gelukkig is die man wat sy pylkoker daarmee gevul het! Hulle sal nie beskaamd staan as hulle met die vyande in 
PSA.128.3	Jou vrou is 
PSA.128.4	Kyk, so sal sekerlik geseën word die man wat die 
PSA.128.6	En dat jy 
PSA.129.1	Alreeds te veel het hulle my as vyand behandel van 
PSA.129.2	alreeds te veel het hulle my as vyand behandel van my jeug af; 
PSA.129.4	Die 
PSA.129.5	Laat hulle beskaamd staan en agteruitwyk, almal wat Sion haat.
PSA.129.6	Laat hulle word 
PSA.129.7	waarmee die maaier sy hand en die gerwebinder sy arm nie vul nie.
PSA.129.8	Sodat die wat verbygaan, nie sê nie: 
PSA.130.2	Here, hoor na my stem; laat u ore luister na die stem van my smekinge.
PSA.130.3	As U, 
PSA.130.4	Maar by U is 
PSA.130.6	My siel 
PSA.130.8	en 
PSA.131.2	Waarlik, ek het my siel tot bedaring gebring en stilgemaak; soos 'n gespeende kind by sy moeder, soos 'n gespeende kind is my siel in my.
PSA.132.2	dat hy aan die 
PSA.132.3	Sekerlik sal ek nie ingaan in die tent van my woning of klim op die bed wat vir my gesprei is nie;
PSA.132.4	sekerlik sal ek my oë geen slaap gun, aan my ooglede geen sluimering nie,
PSA.132.5	totdat ek 'n plek vind vir die 
PSA.132.6	Kyk, ons het daarvan gehoor in Éfrata; ons het dit gevind in die velde van Jaär.
PSA.132.7	Laat ons na sy woning gaan, ons neerbuig voor die voetbank van sy voete.
PSA.132.9	Laat u priesters bekleed wees met geregtigheid, en laat u gunsgenote jubel.
PSA.132.10	Wys 
PSA.132.11	Die 
PSA.132.12	As jou seuns my verbond hou en my getuienisse wat Ek hulle leer, dan sal húlle seuns ook vir ewig op jou troon sit.
PSA.132.13	Want die 
PSA.132.14	Dit is my rusplek vir ewig; hier 
PSA.132.15	Sy voedsel sal Ek ryklik seën, sy behoeftiges versadig met brood;
PSA.132.16	en sy priesters sal Ek met heil beklee, en sy gunsgenote sal vrolik jubel.
PSA.132.17	Daar sal Ek vir Dawid 'n horing laat uitspruit; Ek het vir 
PSA.132.18	Ek sal sy vyande met skaamte beklee, maar op hom sal sy kroon skitter.
PSA.133.1	Kyk, hoe goed en hoe lieflik is dit dat 
PSA.133.2	Dit is soos 
PSA.133.3	Dit is soos die dou van 
PSA.134.1	Kom, loof die 
PSA.134.3	Mag die 
PSA.135.1	HALLELUJA! Prys die Naam van die 
PSA.135.2	wat 
PSA.135.3	Loof die 
PSA.135.4	Want die 
PSA.135.5	Waarlik, ék weet dat 
PSA.135.6	Alles wat die 
PSA.135.7	Hy wat die dampe laat opgaan van die einde van die aarde af, bliksemstrale by die reën maak, die wind uit sy 
PSA.135.8	wat die eersgeborenes van Egipte getref het, van mense sowel as van vee;
PSA.135.9	wat 
PSA.135.12	en hulle land as erfdeel gegee het, as erfdeel aan Israel, sy volk.
PSA.135.14	Want die 
PSA.135.16	Hulle het 'n mond, maar praat nie; hulle het oë, maar sien nie;
PSA.135.17	ore het hulle, maar hoor nie; ook is daar geen asem in hulle mond nie.
PSA.135.18	Die wat hulle maak, sal net soos hulle word — elkeen wat op hulle vertrou.
PSA.135.20	Huis van Levi, loof die 
PSA.135.21	Geloofd sy die 
PSA.136.2	Loof 
PSA.136.3	Loof 
PSA.136.4	Hy wat alleen groot wonders doen, want sy goedertierenheid is tot in ewigheid.
PSA.136.5	Wat die hemele 
PSA.136.6	Wat 
PSA.136.7	Wat 
PSA.136.8	Die son om te heers oor die dag, want sy goedertierenheid is tot in ewigheid.
PSA.136.9	Die maan en sterre om te heers oor die nag, want sy goedertierenheid is tot in ewigheid.
PSA.136.10	Wat 
PSA.136.11	En 
PSA.136.13	Wat 
PSA.136.14	En Israel daar dwarsdeur laat gaan het, want sy goedertierenheid is tot in ewigheid.
PSA.136.18	En geweldige konings gedood het, want sy goedertierenheid is tot in ewigheid.
PSA.136.19	Sihon, die koning van die Amoriete, want sy goedertierenheid is tot in ewigheid.
PSA.136.20	En Og, die koning van Basan, want sy goedertierenheid is tot in ewigheid.
PSA.136.21	En hulle land as erfdeel gegee het, want sy goedertierenheid is tot in ewigheid.
PSA.136.22	As erfdeel aan Israel, 
PSA.136.23	Wat in ons vernedering aan ons gedink het, want sy goedertierenheid is tot in ewigheid.
PSA.136.24	En ons van ons teëstanders losgeruk het, want sy goedertierenheid is tot in ewigheid.
PSA.136.25	Wat 
PSA.136.26	Loof die God van die hemel, want sy goedertierenheid is tot in ewigheid.
PSA.137.1	BY die riviere van Babel, daar het ons gesit, ook geween as ons aan Sion dink.
PSA.137.2	Aan die wilgerbome wat daarin is, het ons ons siters opgehang.
PSA.137.3	Want daar het hulle wat ons as gevangenes weggevoer het, van ons die woorde van 'n lied gevra en hulle wat ons verdruk het, vreugde, 
PSA.137.5	As ek jou vergeet, o Jerusalem, laat my regterhand dan 
PSA.137.6	Laat my 
PSA.137.9	Gelukkig is hy wat jou kinders gryp en verpletter teen die rots!
PSA.138.1	Ek sal U loof met my hele hart; 
PSA.138.2	Ek sal my neerbuig 
PSA.138.3	Die dag toe ek geroep het, het U my verhoor, my moedig gemaak met krag in my siel.
PSA.138.5	en hulle sal sing van die weë van die 
PSA.138.8	Die 
PSA.139.2	U ken 
PSA.139.3	U deurvors my gaan en my lê, en U is met al my weë goed bekend.
PSA.139.4	Want daar is nog geen woord op my tong nie — of U, 
PSA.139.5	U 
PSA.139.6	Om 
PSA.139.9	Neem ek 
PSA.139.10	ook daar sou u hand my lei en u regterhand my vashou.
PSA.139.11	En as ek sê: 
PSA.139.12	dan is selfs die duisternis vir U nie donker nie, en die nag gee lig soos die dag, die duisternis is soos die lig.
