GEN.1.1	Na počiatku stvoril Boh nebo a zem.
JOB.40.11	Vylej svoj prekypujúci hnev,
JOB.40.11	zhliadni na všetkých povýšených a poníž ich!
JOB.40.12	Pozri na všetkých povýšených a pokor ich,
JOB.40.12	pošliap bezbožníkov všade, kde sa nachádzajú!
JOB.40.13	Všetkých ich zahrab do prachu,
JOB.40.13	obviaž im tváre na zabudnutých miestach.
JOB.40.14	Potom ťa aj ja pochválim,
JOB.40.14	že ťa zachránila tvoja vlastná pravica.
JOB.40.15	Pozri na behemóta
JOB.40.15	žerie trávu ako dobytok.
JOB.40.16	Pozri, v jeho bedrách je sila,
JOB.40.16	v brušných svaloch má svoju moc.
JOB.40.17	Svoj chvost vzpriamuje ako céder,
JOB.40.17	šľachy na jeho stehnách sú pospletané.
JOB.40.18	Jeho kosti sú ako trubice z bronzu,
JOB.40.18	jeho hnáty sú ako železné tyče.
JOB.40.19	Stojí na začiatku Božích ciest,
JOB.40.19	len jeho Tvorca sa môže k nemu s mečom priblížiť.
JOB.40.20	Vrchy mu poskytujú potravu tam,
JOB.40.20	kde sa všetka poľná zver hráva.
JOB.40.21	Ležiava pod lotosmi,
JOB.40.21	v úkryte z trstiny a v močarisku.
JOB.40.22	Prikrývajú ho lotosy, robia mu tieň,
JOB.40.22	obklopujú ho riečne vŕby.
JOB.40.23	Rieka môže byť prudká, ale on sa neľaká;
JOB.40.23	má istotu, aj keď sa mu Jordán valí do papule.
JOB.40.24	Chytí ho niekto spredu,
JOB.40.24	hákom mu nos prepichne?
JOB.40.25	Vytiahneš Leviatana
JOB.40.25	zviažeš mu jazyk povrazom?
JOB.40.26	Pretiahneš mu cez nozdry povraz z tŕstia,
JOB.40.26	prepichneš mu čeľusť hákom?
JOB.40.27	Vari ťa bude prosiť,
JOB.40.27	bude s tebou nežne hovoriť?
JOB.40.28	Uzavrie s tebou zmluvu,
JOB.40.28	aby si si ho vzal navždy za otroka?
JOB.40.29	Budeš sa s ním hrať ako s vtáčaťom,
JOB.40.29	priviažeš ho pre svoje dievčatá?
JOB.40.30	Budú s ním kupčiť obchodníci,
JOB.40.30	rozdelia si ho medzi sebou kupci?
JOB.40.31	Dopicháš mu kožu bodcami
JOB.40.31	a jeho hlavu harpúnami?
JOB.40.32	Polož naňho dlaň!
JOB.40.32	Pamätaj na boj! Viac to neurobíš!
JOB.41.1	Nádej, že ho budeš mať, je klamlivá.
JOB.41.1	Či už pohľad na jeho zjav nevyvoláva mdlobu?
JOB.41.2	Nikto nie je taký odvážny, aby sa proti nemu postavil.
JOB.41.2	Kto by už potom predo mnou obstál?
JOB.41.3	Kto mi niečo prvý dal, aby som sa mu musel odmeniť?
JOB.41.3	Veď všetko pod nebom mi patrí.
JOB.41.4	Nebudem mlčať o jeho údoch
JOB.41.4	ani o jeho obrovskej sile,
JOB.41.4	ani o kráse jeho vzrastu.
JOB.41.5	Kto ho zbavil panciera,
JOB.41.5	kto prenikol za dvojitý rad jeho zubov?
JOB.41.6	Kto otvoril vráta jeho papule?
JOB.41.6	Vôkol jeho zubov je hrôza.
JOB.41.7	Jeho chrbát je ako rady štítov,
JOB.41.7	sú tesne uzavreté a zapečatené.
JOB.41.8	Jeden k druhému tak priliehajú,
JOB.41.8	že ani vietor neprenikne medzi ne.
JOB.41.9	Navzájom sú pospájané,
JOB.41.9	sú zopnuté, nedajú sa rozdeliť.
JOB.41.10	Keď kýchne, zapaľuje sa svetlo,
JOB.41.10	oči má ako riasy rannej zory.
JOB.41.11	Z papule mu vychádzajú pochodne,
JOB.41.11	prskajú ohnivé iskry.
JOB.41.12	Z nozdier sa mu valí dym
JOB.41.12	ako spod rozdúchaného kotla alebo ako z tŕstia.
JOB.41.13	Jeho dych rozpaľuje uhlíky,
JOB.41.13	z papule mu šľahá plameň.
JOB.41.14	V jeho šiji prebýva sila,
JOB.41.14	hrôza pred ním tancuje.
JOB.41.15	Laloky jeho tela k sebe priliehajú,
JOB.41.15	sú na ňom ako odliate, netrasú sa.
JOB.41.16	Jeho srdce je tvrdé sťa skala,
JOB.41.16	nepoddajné ako spodný mlynský kameň.
JOB.41.17	Keď vstane, mocní sa strachujú,
JOB.41.17	keď ničí, strácajú hlavu.
JOB.41.18	Ak ho aj meč zasiahne, bezvýsledne,
JOB.41.18	podobne kopija, šíp aj oštep.
JOB.41.19	Železo považuje za slamu,
JOB.41.19	bronz za práchnivé drevo.
JOB.41.20	Strela z luku ho nedonúti zutekať,
JOB.41.20	kamene z praku sa na ňom menia na plevy.
JOB.41.21	Kyjak mu pripadá ako steblo,
JOB.41.21	chveniu oštepa sa iba smeje.
JOB.41.22	Naspodku má akoby ostré črepiny,
JOB.41.22	ťahá sa v blate ako mlátiaci cep.
JOB.41.23	Hlbinu sťa hrniec do varu uvádza,
JOB.41.23	more používa ako fľaštičku na voňavku.
JOB.41.24	Za sebou zanecháva žiarivú dráhu,
JOB.41.24	takže prahlbina pripomína šedivú hlavu.
JOB.41.25	Na zemi ho nemožno k ničomu pripodobniť,
JOB.41.25	tak je utvorený, že nepozná strach.
JOB.41.26	Na všetko pyšné pozerá zhora,
JOB.41.26	kráľom je nad všetkými šelmami.“
JOB.42.1	Nato Jób odpovedal Hospodinovi takto:
JOB.42.2	„Spoznal som, že môžeš všetko,
JOB.42.2	a že nijaký plán nie je pre teba neuskutočniteľný.
JOB.42.3	Kto tu pre neznalosť zakrýva múdre rozhodnutie?
JOB.42.3	Preto odpovedám: ‚Ja som hovoril o veciach,
JOB.42.3	ktoré som nechápal, a o divoch, o ktorých neviem.‘
JOB.42.4	Vypočuj ma, prosím, a ja prehovorím.
JOB.42.4	Budem ti klásť otázky a ty ma poučíš.
JOB.42.5	Chýr o tebe sa mi dostal do ucha,
JOB.42.5	ale teraz ťa na vlastné oči vidím.
JOB.42.6	Preto odvolávam svoje slová
JOB.42.6	a kajám sa v prachu a v popole.“
JOB.42.7	Potom, keď Hospodin dopovedal Jóbovi tieto slová, Elifazovi z Temánu povedal: „Môj hnev vzplanul proti tebe a tvojim dvom spoločníkom, lebo ste nehovorili o mne správne, tak ako môj služobník Jób.
JOB.42.8	Preto teda si vezmite sedem býčkov a sedem baranov, choďte k môjmu služobníkovi Jóbovi a prineste za seba spaľovanú obetu. Môj služobník Jób sa bude za vás modliť, lebo len pre neho nebudem zaobchádzať s vami podľa vášho bláznovstva, pretože ste nehovorili o mne ako môj služobník Jób.“
JOB.42.9	Potom Elifaz z Temánu, Bildad zo Šúachu a Cofar z Naamy urobili tak, ako im Hospodin povedal. Nato Hospodin vzal ohľad na Jóba.
JOB.42.10	Hospodin zmenil Jóbov údel vtedy, keď sa modlil za svojich blížnych. Potom dal Hospodin Jóbovi dvojnásobok všetkého, čo vlastnil.
JOB.42.11	Vtedy k nemu prišli všetci jeho bratia, sestry a všetci niekdajší známi, aby s ním jedli chlieb v jeho dome. Prejavili mu sústrasť a potešovali ho pre všetko zlé, čo Hospodin na neho dopustil. Každý z nich mu daroval jednu kesitu
JOB.42.12	Ďalšie Jóbove dni Hospodin požehnal ešte väčšmi ako predchádzajúce. Mal štrnásťtisíc oviec a šesťtisíc tiav, tisíc volských záprahov a tisíc oslíc. 
JOB.42.13	Mal sedem synov a tri dcéry.
JOB.42.14	Jednej dal meno Jemima, druhú pomenoval Kecía a tretiu nazval Keren-Happúch
JOB.42.15	V celej krajine nebolo krajších žien ako boli Jóbove dcéry. Aj im dal otec dedičstvo medzi ich bratmi. 
JOB.42.16	Jób potom žil stoštyridsať rokov, videl svojich synov a vnukov až do štvrtého pokolenia. 
JOB.42.17	Napokon Jób zomrel starý a sýty životom.
PSA.1.1	Blahoslavený ten, kto nechodí podľa rady bezbožných,
PSA.1.1	nestojí na ceste hriešnikov,
PSA.1.1	nesedáva v kruhu posmešníkov,
PSA.1.2	ale záľubu má v zákone Hospodina,
PSA.1.2	o jeho zákone rozjíma dňom i nocou.
PSA.1.3	Bude ako strom zasadený pri vodných tokoch,
PSA.1.3	čo úrodu dáva vo svojom čase,
PSA.1.3	jeho lístie nevädne
PSA.1.3	a všetko, čo robí, darí sa mu.
PSA.1.4	Inak je to s bezbožníkmi,
PSA.1.4	tí sú ako plevy, ktoré odnáša vietor.
PSA.1.5	Preto bezbožníci neobstoja pred súdom
PSA.1.5	ani hriešnici v zhromaždení spravodlivých.
PSA.1.6	Hospodin pozná cestu spravodlivých,
PSA.1.6	no cesta bezbožníkov vedie do záhuby.
PSA.2.1	Prečo sa búria národy
PSA.2.1	a ľudia vymýšľajú daromnosti?
PSA.2.2	Spolčujú sa pozemskí králi,
PSA.2.2	vládcovia sa spolu radia
PSA.2.2	proti Hospodinovi a jeho pomazanému:
PSA.2.3	„Roztrhnime putá
PSA.2.3	a odhoďme ich povrazy!“
PSA.2.4	Ten, ktorý tróni na nebesiach, smeje sa,
PSA.2.4	Pán sa im vysmieva.
PSA.2.5	Vtedy v hneve prehovorí,
PSA.2.5	svojou prchkosťou ich vyľaká:
PSA.2.6	„Ja som ustanovil svojho kráľa na Sione,
PSA.2.6	na svojom svätom vrchu.“
PSA.2.7	Oznamujem rozhodnutie Hospodina.
PSA.2.7	Povedal mi: „Ty si môj syn,
PSA.2.7	ja som ťa dnes splodil.“
PSA.2.8	Požiadaj ma a dám ti národy ako dedičstvo,
PSA.2.8	končiny zeme do vlastníctva.
PSA.2.9	Rozbiješ ich železným prútom,
PSA.2.9	roztlčieš ako hlinenú nádobu.
PSA.2.10	Králi, buďte teda rozumní,
PSA.2.10	sudcovia zeme, dajte sa poučiť!
PSA.2.11	S bázňou slúžte Hospodinovi!
PSA.2.11	Jasajte s chvením!
PSA.2.12	Bozkávajte syna, aby sa nerozhneval
PSA.2.12	a aby ste nezahynuli na ceste,
PSA.2.12	lebo jeho hnev veľmi ľahko vzplanie.
PSA.2.12	Blahoslavení sú všetci, čo sa k nemu utiekajú.
PSA.3.1	Dávidov žalm. Keď utekal pred svojím synom Absolónom.
PSA.3.2	Hospodin, ako veľa je mojich nepriateľov,
PSA.3.2	mnohí povstávajú proti mne.
PSA.3.3	Mnohí hovoria o mne:
PSA.3.3	„Ani Boh mu nepomôže!“
PSA.3.4	Ty však, Hospodin, si môj štít,
PSA.3.4	si moja sláva; pozdvihuješ mi hlavu.
PSA.3.5	Nahlas volám k Hospodinovi
PSA.3.5	a on mi odpovie zo svojho svätého vrchu.
PSA.3.6	Ľahnem si, zaspím a prebudím sa,
PSA.3.6	lebo Hospodin ma podoprie.
PSA.3.7	Nebojím sa mnohotisícového zástupu,
PSA.3.7	ktorý ma obkľučuje.
PSA.3.8	Povstaň, Hospodin,
PSA.3.8	zachráň ma, môj Boh!
PSA.3.8	Veď ty si rozbil čeľuste mojim nepriateľom
PSA.3.8	a povyrážal si zuby bezbožníkom.
PSA.3.9	Hospodin je záchranou.
PSA.3.9	Nech tvoje požehnanie spočinie na tvojom ľude. 
PSA.4.1	Zbormajstrovi pri hre na strunovom nástroji. Dávidov žalm.
PSA.4.2	Keď volám, vypočuj ma,
PSA.4.2	môj spravodlivý Bože!
PSA.4.2	Ty si mi uľavoval v tiesni.
PSA.4.2	Zmiluj sa nado mnou; počuj moju modlitbu!
PSA.4.3	Ľudia, dokedy budete tupiť moju česť,
PSA.4.3	milovať daromnosti a vyhľadávať lož?
PSA.4.4	Pochopte, Hospodin pre zbožného robí divy.
PSA.4.4	Hospodin počuje, keď volám k nemu.
PSA.4.5	Chvejte sa a nehrešte;
PSA.4.5	uvažujte na lôžku a zmĺknite!
PSA.4.6	Prinášajte správne obety
PSA.4.6	a dôverujte Hospodinovi!
PSA.4.7	Mnohí sa pýtajú: „Kto nám ukáže niečo dobré?“
PSA.4.7	Hospodin, nech nás osvieti svetlo tvojej tváre!
PSA.4.8	Dal si mi do srdca väčšiu radosť,
PSA.4.8	než majú oni z hojnosti obilia a muštu.
PSA.4.9	V pokoji si ľahnem a zaspím,
PSA.4.9	lebo len ty sám, Hospodin,
PSA.4.9	dávaš bezpečný príbytok.
PSA.5.1	Zbormajstrovi na flaute. Dávidov žalm.
PSA.5.2	Hospodin, počuj moje slová,
PSA.5.2	všimni si môj vzdych!
PSA.5.3	Vypočuj moje hlasné volanie,
PSA.5.3	Kráľ môj a Boh môj,
PSA.5.3	lebo sa k tebe modlím!
PSA.5.4	Hospodin, ty zrána počuješ môj hlas.
PSA.5.4	Ráno ti pripravím obetu a počkám.
PSA.5.5	Ty predsa nie si božstvo,
PSA.5.5	čo sa v bezbožnosti kochá,
PSA.5.5	u teba nešľachetný nemá miesta.
PSA.5.6	Povýšenci pred tebou neobstoja;
PSA.5.6	nenávidíš všetkých, čo páchajú neprávosť.
PSA.5.7	Vyhubíš luhárov;
PSA.5.7	krvilačný a klamár sa Hospodinovi protiví.
PSA.5.8	Ja však z tvojej veľkej milosti
PSA.5.8	smiem vojsť do tvojho domu,
PSA.5.8	s bázňou pred tebou sa budem klaňať
PSA.5.8	v tvojom svätom chráme.
PSA.5.9	Hospodin, veď ma svojou spravodlivosťou
PSA.5.9	navzdory mojim protivníkom.
PSA.5.9	Urovnaj svoju cestu predo mnou!
PSA.5.10	Veď na ich ústa nieto spoľahnutia,
PSA.5.10	ich vnútro — samá skaza,
PSA.5.10	ich hrdlo — otvorený hrob,
PSA.5.10	ich jazyk — samá úlisnosť.
PSA.5.11	Bože, odhaľ ich vinu!
PSA.5.11	Nech padnú pre svoje zámery!
PSA.5.11	Rozožeň ich pre mnohé vzbury,
PSA.5.11	lebo ti odporovali.
PSA.5.12	Nech sa radujú všetci, čo sa k tebe utiekajú,
PSA.5.12	a nech naveky plesajú!
PSA.5.12	Ochraňuj ich a nech jasajú v tebe tí,
PSA.5.12	čo milujú tvoje meno.
PSA.5.13	Ty, Hospodin, žehnáš spravodlivého.
PSA.5.13	Chrániš ho priazňou ako štítom.
PSA.6.1	Zbormajstrovi pri hre na osemstrunovom nástroji. Dávidov žalm.
PSA.6.2	Netrestaj ma, Hospodin, vo svojom hneve
PSA.6.2	a vo svojom rozhorčení ma nekarhaj!
PSA.6.3	Zmiluj sa nado mnou, Hospodin, lebo chradnem,
PSA.6.3	uzdrav ma, Hospodin, lebo mi kosti meravejú.
PSA.6.4	Moja duša je veľmi vystrašená
PSA.6.4	a ty, Hospodin, dokedy…?
PSA.6.5	Obráť sa, Hospodin, vysloboď moju dušu,
PSA.6.5	zachráň ma svojou milosťou!
PSA.6.6	V smrti si na teba nikto nespomenie.
PSA.6.6	Kto ťa v podsvetí
PSA.6.7	Už ma vyčerpalo vzlykanie,
PSA.6.7	každú noc plačom kropím svoje lôžko,
PSA.6.7	slzami zmáčavam svoju posteľ.
PSA.6.8	Žiaľ mi oko zoslabil,
PSA.6.8	kalí ho množstvo mojich protivníkov.
PSA.6.9	Vzdiaľte sa všetci, čo páchate neprávosť,
PSA.6.9	lebo Hospodin počul môj plač.
PSA.6.10	Hospodin počul moju úpenlivú prosbu.
PSA.6.10	Hospodin prijal moju modlitbu.
PSA.6.11	Veľmi sa zahanbia a prestrašia všetci moji nepriatelia.
PSA.6.11	Odídu v náhlom zahanbení.
PSA.7.1	Dávidov žalospev, ktorý spieval Hospodinovi pre Benjamínovca Kúša
PSA.7.2	Hospodin, môj Bože, k tebe sa utiekam.
PSA.7.2	Zachráň ma pred všetkými, čo ma prenasledujú,
PSA.7.2	a vysloboď ma,
PSA.7.3	aby ma neroztrhali ako lev
PSA.7.3	a nebolo by pomoci ani záchrany.
PSA.7.4	Hospodin, môj Boh, ak som to urobil,
PSA.7.4	ak je na mojich rukách bezprávie,
PSA.7.5	ak som sa dobrodincovi odplatil zlom
PSA.7.5	či bezdôvodne obral svojho protivníka,
PSA.7.6	nech nepriateľ prenasleduje a dostihne moju dušu,
PSA.7.6	zašliapne môj život do zeme
PSA.7.6	a moju česť zhodí do prachu. 
PSA.7.7	Povstaň, Hospodin, vo svojom hneve!
PSA.7.7	Postav sa proti zúrivosti mojich protivníkov!
PSA.7.7	Prebuď sa k súdu, ktorý si prikázal, môj Bože!
PSA.7.8	Nech ťa obkľúči zástup národov,
PSA.7.8	zasadni nad nimi na výsosti!
PSA.7.9	Hospodin bude súdiť národy.
PSA.7.9	Súď ma, Hospodin,
PSA.7.9	podľa mojej spravodlivosti a neviny!
PSA.7.10	Skoncuj so zlobou bezbožníkov,
PSA.7.10	podpor spravodlivého,
PSA.7.10	spravodlivý Bože, ktorý skúmaš srdcia i obličky.
PSA.7.11	Boh mi je štítom.
PSA.7.11	On je záchrancom ľudí úprimného srdca.
PSA.7.12	Boh je spravodlivý sudca.
PSA.7.12	On dáva výstrahu každý deň.
PSA.7.13	Ak sa človek neobráti, ak si ostrí meč,
PSA.7.13	napína luk a chystá sa strieľať,
PSA.7.14	na seba chystá smrtonosnú zbraň
PSA.7.14	a pripravuje si ohnivé šípy.
PSA.7.15	Hľa, počne neprávosť, nosí trápenie
PSA.7.15	a porodí lož.
PSA.7.16	Kope jamu, vyhĺbi ju,
PSA.7.16	ale spadne do priehlbne, ktorú prichystal.
PSA.7.17	Čím iných chce trápiť, to padne na jeho hlavu,
PSA.7.17	čím iných trýzniť chce, zosype sa mu na temeno.
PSA.7.18	Oslavovať budem Hospodina pre jeho spravodlivosť
PSA.7.18	a ospevovať meno Hospodina, Najvyššieho.
PSA.8.1	Zbormajstrovi. Na nápev: „Pri lisoch.“ Dávidov žalm.
PSA.8.2	Hospodin, Pán náš,
PSA.8.2	aké vznešené je tvoje meno na celej zemi!
PSA.8.2	Velebnosť svoju vyvýšil si nad nebesia.
PSA.8.3	Z úst detí a dojčiat si si pripravil chválu
PSA.8.3	proti svojim odporcom,
PSA.8.3	aby si umlčal nepriateľa i pomstiteľa.
PSA.8.4	Keď hľadím na tvoje nebesia,
PSA.8.4	dielo tvojich prstov,
PSA.8.4	na mesiac a hviezdy, ktoré si upevnil, pýtam sa:
PSA.8.5	„Čo je človek, že naňho pamätáš,
PSA.8.5	a syn človeka, že sa ho ujímaš?
PSA.8.6	Urobil si ho len o niečo menším než nebeské bytosti.
PSA.8.6	Korunoval si ho slávou a dôstojnosťou.
PSA.8.7	Ustanovil si ho za vládcu nad dielom svojich rúk,
PSA.8.7	všetko si mu položil pod nohy:
PSA.8.8	všetky ovce, kozy a dobytok
PSA.8.8	aj divú zver,
PSA.8.9	nebeské vtáctvo, morské ryby,
PSA.8.9	všetko to, čo pláva morskými cestami.
PSA.8.10	Hospodin, Pán náš,
PSA.8.10	aké vznešené je tvoje meno na celej zemi!“
PSA.9.1	Zbormajstrovi na nápev Mútlabbén
PSA.9.2	Oslavovať budem Hospodina celým srdcom.
PSA.9.2	Chcem vyrozprávať všetky tvoje obdivuhodné skutky.
PSA.9.3	Budem sa radovať a jasať v tebe,
PSA.9.3	ospevovať budem tvoje meno, Najvyšší.
PSA.9.4	Moji nepriatelia ustúpia,
PSA.9.4	potknú sa a zhynú pred tebou,
PSA.9.5	lebo si obhájil moje právo a rozriešil môj spor.
PSA.9.5	Zasadol si na trón, Sudca spravodlivý.
PSA.9.6	Pokarhal si pohanov a zahubil bezbožníka,
PSA.9.6	ich meno si vytrel na večné veky.
PSA.9.7	Po nepriateľoch zostali navždy len trosky,
PSA.9.7	zbúral si ich mestá, niet po nich ani pamiatky.
PSA.9.8	Hospodin však tróni naveky,
PSA.9.8	súdny stolec má pripravený.
PSA.9.9	On bude spravodlivo súdiť svet,
PSA.9.9	národy rozsúdi podľa práva.
PSA.9.10	Hospodin je útočiskom utláčanému,
PSA.9.10	útočiskom v čase súženia.
PSA.9.11	V teba dúfajú tí, čo poznajú tvoje meno,
PSA.9.11	veď ty, Hospodin, neopúšťaš tých, čo ťa hľadajú.
PSA.9.12	Ospevujte Hospodina, ktorý tróni na Sione,
PSA.9.12	zvestujte národom jeho skutky.
PSA.9.13	Veď ten, ktorý pomstí krv, pamätá na ubiedených,
PSA.9.13	nezabúda na ich kvílenie.
PSA.9.14	Zmiluj sa nado mnou, Hospodin!
PSA.9.14	Pozri, ako ma sužujú tí, čo ma nenávidia!
PSA.9.14	Vytrhni ma z brán smrti,
PSA.9.15	aby som mohol hlásať
PSA.9.15	všetku tvoju velebnosť
PSA.9.15	v bránach dcéry Siona
PSA.9.15	a plesať, že si ma zachránil.
PSA.9.16	Pohania padli do jamy,
PSA.9.16	ktorú vykopali,
PSA.9.16	noha im uviazla
PSA.9.16	v sieti, ktorú nastražili.
PSA.9.17	Hospodin sa dal poznať pri súde, ktorý konal;
PSA.9.17	bezbožník uviazol
PSA.9.17	v diele svojich rúk. — Higgajón
PSA.9.18	Do podsvetia sa prepadnú bezbožníci,
PSA.9.18	všetci pohania, ktorí zabúdajú na Boha.
PSA.9.19	Chudobný však nezostane natrvalo zabudnutý,
PSA.9.19	ani nádej utrápených nikdy nezhynie.
PSA.9.20	Povstaň, Hospodin, nech sa človek nevystatuje,
PSA.9.20	nech sú pohania súdení pred tvojou tvárou.
PSA.9.21	Zastraš ich, Hospodin,
PSA.9.21	nech spoznajú pohania, že sú len ľuďmi. 
PSA.10.1	Hospodin, prečo si tak ďaleko
PSA.10.1	a prečo sa skrývaš v čase súženia?
PSA.10.2	Spupnosť bezbožníka spaľuje chudobného.
PSA.10.2	Nech sa chytí do nástrah, ktoré pripravil.
PSA.10.3	Bezbožník sa vystatuje svojimi záľubami,
PSA.10.3	chváli lakomca a pohŕda Hospodinom.
PSA.10.4	Bezbožník hovorí povýšene:
PSA.10.4	„Boh sa nestará, Boha niet.“
PSA.10.4	Také je celé jeho zmýšľanie.
PSA.10.5	Úspešné sú jeho cesty v každom čase.
PSA.10.5	Tvoje súdy sú pre neho privysoko.
PSA.10.5	Soptí proti všetkým svojim protivníkom.
PSA.10.6	Myslí si: „Nepohnem sa.
PSA.10.6	Z pokolenia na pokolenie nič zlé ma nestihne.“
PSA.10.7	Ústa má plné kliatby, klamu a násilia,
PSA.10.7	na jazyku trápenie a neprávosť.
PSA.10.8	Sedáva na postriežke za ohradou,
PSA.10.8	v úkrytoch vraždí nevinného,
PSA.10.8	očami sliedi po bezbranných.
PSA.10.9	V húštine striehne ako v úkryte lev.
PSA.10.9	Striehne, aby sa zmocnil biedneho.
PSA.10.9	Zmocní sa biedneho, vtiahne ho do siete.
PSA.10.10	Plazí sa a krčí,
PSA.10.10	nešťastníci padajú do jeho pazúrov.
PSA.10.11	Myslí si: „Boh zabudol,
PSA.10.11	skryl si tvár, nikdy to neuvidí.“
PSA.10.12	Hospodin, Bože, povstaň, zdvihni svoju ruku!
PSA.10.12	Nezabúdaj na ubiedených!
PSA.10.13	Prečo smie bezbožník znevažovať Boha
PSA.10.13	a myslieť si: „Ty to nevyskúmaš?“
PSA.10.14	Ty však vidíš trápenie a žiaľ,
PSA.10.14	hľadíš a berieš to do svojich rúk.
PSA.10.14	Bezbranný sa spolieha na teba,
PSA.10.14	ty pomáhaš sirote.
PSA.10.15	Zlom rameno bezbožného a zlého človeka.
PSA.10.15	Jeho bezbožnosť vypátraš, nič ti neunikne.
PSA.10.16	Hospodin je kráľom na večné veky,
PSA.10.16	pohania zmiznú z jeho krajiny.
PSA.10.17	Vypočúvaš túžbu pokorných, Hospodin,
PSA.10.17	posilňuješ ich srdce, nakláňaš k nim ucho.
PSA.10.18	Brániš právo siroty i zdeptaného.
PSA.10.18	Pozemský človek už nebude naháňať strach.
PSA.11.1	Zbormajstrovi. Dávidov.
PSA.11.1	V Hospodinovi nachádzam útočisko.
PSA.11.1	Ako mi môžete povedať:
PSA.11.1	„Uleť si, vtáča, na svoj vrch!?
PSA.11.2	Pozri, bezbožníci už luk napínajú,
PSA.11.2	šíp si kladú na tetivu,
PSA.11.2	aby za tmy strieľali na úprimných.
PSA.11.3	Keď sa základy rozvrátia,
PSA.11.3	čo si počne spravodlivý?“
PSA.11.4	Hospodin je vo svojom svätom chráme,
PSA.11.4	Hospodinov trón je na nebesiach,
PSA.11.4	jeho oči hľadia,
PSA.11.4	jeho pohľad skúma ľudí.
PSA.11.5	Hospodin skúma spravodlivého i bezbožného.
PSA.11.5	Z duše nenávidí toho, kto má záľubu v násilí.
PSA.11.6	Dážď žeravého uhlia a síry spustí na bezbožníkov,
PSA.11.6	horúci vietor bude ich údelom.
PSA.11.7	Hospodin je predsa spravodlivý, miluje spravodlivé skutky.
PSA.11.7	Úprimní uvidia jeho tvár.
PSA.12.1	Zbormajstrovi na osemstrunovom nástroji. Dávidov žalm.
PSA.12.2	Pomôž, Hospodin, lebo zbožného už niet
PSA.12.2	a spomedzi ľudí miznú verní.
PSA.12.3	Klamú sa navzájom
PSA.12.3	úlisnými perami a neúprimným srdcom.
PSA.12.4	Nech Hospodin zničí všetky úlisné pery
PSA.12.4	i chvastavý jazyk tých,
PSA.12.5	čo hovoria: „V našom jazyku je sila,
PSA.12.5	máme predsa ústa. Kto je naším pánom?“
PSA.12.6	„Pre útlak biednych, pre vzdychy úbohých
