GEN.1.1	Na počiatku stvoril Boh nebo a zem.
PRO.12.24	Ruka usilovných bude vládnuť,
PRO.12.24	ale lenivá bude konať nútenú prácu.
PRO.12.25	Ustarostenosť v srdci
PRO.12.25	skľučuje človeka,
PRO.12.25	ale dobré slovo mu spôsobuje radosť.
PRO.12.26	Spravodlivý sa odvracia od zlého,
PRO.12.26	ale cesta bezbožných
PRO.12.26	vedie na scestie.
PRO.12.27	Lenivec neupečie, čo ulovil,
PRO.12.27	ale usilovnosť človeka
PRO.12.27	je vzácnym imaním.
PRO.12.28	Na chodníku spravodlivosti je život,
PRO.12.28	ale cesta odpadnutia vedie k smrti.
PRO.13.1	Múdry syn poslúcha
PRO.13.1	napomínanie otcovo,
PRO.13.1	ale posmešník nepočúva karhanie.
PRO.13.2	Z ovocia úst človek
PRO.13.2	jedáva dobré,
PRO.13.2	ale žiadosť neverných
PRO.13.2	znamená násilie.
PRO.13.3	Kto si dá pozor na ústa,
PRO.13.3	zachová si život,
PRO.13.3	tomu však, kto roztvára pery,
PRO.13.3	hrozí skaza.
PRO.13.4	Lenivec baží, a nemá nič,
PRO.13.4	ale túžba usilovných bude naplnená.
PRO.13.5	Spravodlivý nenávidí lživé slovo,
PRO.13.5	ale bezbožný koná
PRO.13.5	odporne a hanebne.
PRO.13.6	Spravodlivosť chráni toho,
PRO.13.6	kto chodí bezúhonne,
PRO.13.6	ale bezbožnosť
PRO.13.6	privádza hriešnika k pádu.
PRO.13.7	Niekto predstiera, že je bohatý,
PRO.13.7	a nemá nič,
PRO.13.7	iný, že je chudobný,
PRO.13.7	a má mnoho majetku.
PRO.13.8	Človek má výkupné za život
PRO.13.8	vo svojom bohatstve,
PRO.13.8	ale chudobný ani nepočuje
PRO.13.8	o vykúpení.
PRO.13.9	Svetlo spravodlivých žiari jasne,
PRO.13.9	ale svieca bezbožných hasne.
PRO.13.10	Človek pýchou vyvoláva len spor,
PRO.13.10	ale pri tých, ktorí si dajú poradiť,
PRO.13.10	je múdrosť.
PRO.13.11	Rýchlo získaný majetok sa zmenší,
PRO.13.11	ale kto zbiera po hŕstke,
PRO.13.11	rozmnožuje ho.
PRO.13.12	Predlžované očakávanie spôsobuje
PRO.13.12	v srdci bôľ,
PRO.13.12	ale splnená túžba je stromom života.
PRO.13.13	Kto pohŕda slovom, zahynie,
PRO.13.13	kto sa však bojí prikázaní,
PRO.13.13	dostane odmenu.
PRO.13.14	Učenie múdreho je žriedlom života,
PRO.13.14	aby človek unikol osídlam smrti.
PRO.13.15	Dobrý rozum získava priazeň,
PRO.13.15	ale cesta neverných je ich záhubou.
PRO.13.16	Opatrný robí všetko rozvážne,
PRO.13.16	ale blázon roztrubuje bláznovstvo.
PRO.13.17	Bezbožný posol vrhá do nešťastia,
PRO.13.17	ale verný posol uzdravuje.
PRO.13.18	Bieda a hanba stihne toho,
PRO.13.18	kto nedbá na karhanie,
PRO.13.18	ale dôjde cti, kto si všíma karhanie.
PRO.13.19	Splnená túžba lahodí duši,
PRO.13.19	ale pre bláznov je ohavnosťou
PRO.13.19	vyhýbať sa zlu.
PRO.13.20	Kto chodí s múdrymi,
PRO.13.20	bude múdry,
PRO.13.20	kto však s bláznami drží,
PRO.13.20	tomu sa zle povodí.
PRO.13.21	Hriešnikov stíha nešťastie,
PRO.13.21	ale spravodlivých odmeňuje dobrota.
PRO.13.22	Dobrý pridelí dedičné vlastníctvo
PRO.13.22	detným deťom,
PRO.13.22	ale majetok hriešnikov
PRO.13.22	bude zachovaný
PRO.13.22	pre spravodlivých.
PRO.13.23	Mnoho pokrmu
PRO.13.23	dáva prieloh chudobných,
PRO.13.23	ale i to býva uchvátené
PRO.13.23	nespravodlivosťou.
PRO.13.24	Kto šetrí prút, nenávidí svojho syna,
PRO.13.24	ale kto ho miluje,
PRO.13.24	zavčasu ho trestá.
PRO.13.25	Spravodlivý má čo jesť dosýta,
PRO.13.25	ale brucho bezbožných
PRO.13.25	trpí nedostatkom.
PRO.14.1	Múdrosť stavia svoj dom,
PRO.14.1	bláznivosť ho však
PRO.14.1	vlastnými rukami rúca.
PRO.14.2	Kto sa bojí Hospodina,
PRO.14.2	žije statočne,
PRO.14.2	ale kto Ním pohŕda,
PRO.14.2	chodí nerovnými cestami.
PRO.14.3	V bláznových ústach je prút
PRO.14.3	na jeho chrbát,
PRO.14.3	múdrych však chránia
PRO.14.3	ich vlastné pery.
PRO.14.4	Kde niet volov, nieto obilia,
PRO.14.4	ale sila volov spôsobuje hojné úrody.
PRO.14.5	Verný svedok neklame,
PRO.14.5	ale falošný svedok chrlí lož.
PRO.14.6	Posmešník hľadá múdrosť,
PRO.14.6	ale nadarmo,
PRO.14.6	avšak pre rozumného
PRO.14.6	je poznanie ľahké.
PRO.14.7	Odíď od blázna,
PRO.14.7	aj tak tam nepoznáš rozumné pery.
PRO.14.8	Opatrný múdrosťou chápe
PRO.14.8	svoju cestu,
PRO.14.8	blázon sa svojou hlúposťou oklame.
PRO.14.9	Blázni sa smejú z viny,
PRO.14.9	ale medzi statočnými je blahovôľa.
PRO.14.10	Srdce pozná svoju vlastnú trpkosť,
PRO.14.10	ale cudzí nemôže zdieľať
PRO.14.10	ani jeho radosť.
PRO.14.11	Dom bezbožných bude spustošený,
PRO.14.11	ale stánok úprimných
PRO.14.11	bude prekvitať.
PRO.14.12	Nejedna cesta vidí sa človeku
PRO.14.12	správnou,
PRO.14.12	ale jej koniec môže byť
PRO.14.12	cestou k smrti.
PRO.14.13	Aj pri smiechu môže bolieť srdce,
PRO.14.13	ale koniec radosti býva zármutok.
PRO.14.14	Odpadlík sa nasýti svojimi cestami,
PRO.14.14	ale dobrý človek svojimi skutkami.
PRO.14.15	Neskúsený verí
PRO.14.15	každému slovíčku,
PRO.14.15	ale opatrný dáva pozor na svoj krok.
PRO.14.16	Múdry sa obáva a stráni zlého,
PRO.14.16	ale blázon zúri a cíti sa bezpečný.
PRO.14.17	Prchký sa dopúšťa bláznovstva,
PRO.14.17	avšak zákerný upadne do nenávisti.
PRO.14.18	Neskúsení zdedia bláznovstvo,
PRO.14.18	ale opatrných korunujú poznaním.
PRO.14.19	Zlí sa zohnú pred dobrými
PRO.14.19	a bezbožní pred bránou
PRO.14.19	spravodlivého.
PRO.14.20	Chudobného nenávidí aj jeho blížny,
PRO.14.20	bohatý má však mnoho priateľov.
PRO.14.21	Kto pohŕda blížnym, hreší,
PRO.14.21	kto má však súcit s biednymi,
PRO.14.21	je blahoslavený.
PRO.14.22	Či neblúdia tí, čo snujú zlé?
PRO.14.22	Lásku a vernosť však žne,
PRO.14.22	kto myslí na dobré.
PRO.14.23	Pri každej drine býva zisk,
PRO.14.23	ale kde sú len reči, tam je nedostatok.
PRO.14.24	Korunou múdrych je ich opatrnosť,
PRO.14.24	ale vencom bláznov je bláznovstvo.
PRO.14.25	Pravdivý svedok zachraňuje život,
PRO.14.25	kto vraví lož, je podvodník.
PRO.14.26	V bázni pred Hospodinom
PRO.14.26	je silná nádej človeka,
PRO.14.26	i jeho synom je On útočiskom.
PRO.14.27	Bázeň pred Hospodinom
PRO.14.27	je žriedlom života,
PRO.14.27	aby človek unikol osídlam smrti.
PRO.14.28	Sláva kráľova je v množstve ľudu,
PRO.14.28	ale kde niet národa,
PRO.14.28	tam je vladárova záhuba.
PRO.14.29	Trpezlivý je bohatý,
PRO.14.29	ale prchký stupňuje bláznovstvo.
PRO.14.30	Pokojná myseľ je životom pre telo,
PRO.14.30	ale žiarlivosť je hnilobou v kostiach.
PRO.14.31	Kto utláča slabého, tupí jeho Tvorcu,
PRO.14.31	ctí Ho však,
PRO.14.31	kto sa zmilúva nad chudobným.
PRO.14.32	Bezbožný vlastnou zlobou
PRO.14.32	príde k pádu,
PRO.14.32	ale spravodlivý má útočisko
PRO.14.32	vo svojej bezúhonnosti.
PRO.14.33	V srdci rozumného
PRO.14.33	múdrosť spočíva,
PRO.14.33	ale čo je vo vnútri bláznov,
PRO.14.33	sa pozná.
PRO.14.34	Spravodlivosť dvíha národ,
PRO.14.34	ale hriech je hanbou národov.
PRO.14.35	Múdry sluha má kráľovu priazeň,
PRO.14.35	avšak jeho hnev stihne toho,
PRO.14.35	kto si počína hanebne.
PRO.15.1	Vľúdna odpoveď
PRO.15.1	odvracia prchkosť,
PRO.15.1	ale urážlivé slovo vzbudzuje hnev.
PRO.15.2	Jazyk múdrych dáva
PRO.15.2	dobré poznanie,
PRO.15.2	ale ústa bláznov chrlia bláznovstvo.
PRO.15.3	Na každom mieste
PRO.15.3	sú oči Hospodinove,
PRO.15.3	ktoré pozorujú zlých i dobrých.
PRO.15.4	Ušľachtilý jazyk je stromom života,
PRO.15.4	avšak jeho prevrátenosť
PRO.15.4	je duchovná skaza.
PRO.15.5	Blázon pohŕda kázňou otcovou,
PRO.15.5	kto si však všíma pokarhanie,
PRO.15.5	koná rozumne.
PRO.15.6	V dome spravodlivého
PRO.15.6	je veľká hojnosť,
PRO.15.6	no príjem bezbožného prináša strasť.
PRO.15.7	Pery múdrych rozširujú poznanie,
PRO.15.7	no nie tak srdce bláznivých.
PRO.15.8	Obeť bezbožných
PRO.15.8	je ohavnosťou Hospodinovi,
PRO.15.8	ale modlitbu statočných má rád.
PRO.15.9	Cesta bezbožného
PRO.15.9	je Hospodinovi ohavnosťou,
PRO.15.9	miluje však toho,
PRO.15.9	kto sa usiluje o spravodlivosť.
PRO.15.10	Prísna kázeň patrí tomu,
PRO.15.10	kto opúšťa chodník,
PRO.15.10	a ten, čo nenávidí karhanie, zomrie.
PRO.15.11	Podsvetie i ríša mŕtvych
PRO.15.11	sú zjavné pred Hospodinom,
PRO.15.11	tým viac srdcia ľudí.
PRO.15.12	Posmešník nemá rád,
PRO.15.12	keď ho karhajú, a k múdrym nejde.
PRO.15.13	Radostné srdce rozjasňuje tvár,
PRO.15.13	ale bolesť srdca ubíja ducha.
PRO.15.14	Srdce rozumného hľadá poznanie,
PRO.15.14	ale ústa bláznov sa pasú
PRO.15.14	na pochabosti.
PRO.15.15	Všetky dni bedára sú zlé,
PRO.15.15	avšak radostné srdce má stále hody.
PRO.15.16	Lepšie je málo s bázňou
PRO.15.16	pred Hospodinom
PRO.15.16	ako veľký poklad, a s ním nepokoj.
PRO.15.17	Lepšie je jedlo zo zeleniny s láskou
PRO.15.17	ako vykŕmený vôl s nenávisťou.
PRO.15.18	Prchký človek vyvoláva svár,
PRO.15.18	trpezlivý však utišuje škriepku.
PRO.15.19	Chodník lenivca je ako plot z tŕnia,
PRO.15.19	cesta statočných je ako hradská.
PRO.15.20	Múdry syn pôsobí otcovi radosť,
PRO.15.20	ale bláznivý človek pohŕda matkou.
PRO.15.21	Bláznovstvo je radosťou
PRO.15.21	pre nerozumného,
PRO.15.21	avšak rozumný kráča priamo.
PRO.15.22	Kde nieto rady, plány sa rušia,
PRO.15.22	daria sa však, kde je dosť poradcov.
PRO.15.23	"Človek má radosť
PRO.15.23	z odpovede svojich úst;
PRO.15.23	aké dobré je slovo v pravý čas!
PRO.15.23	"
PRO.15.24	Chodník života rozumného
PRO.15.24	vedie nahor,
PRO.15.24	aby sa vyhol ríši mŕtvych dolu.
PRO.15.25	Hospodin zbúra dom pyšných,
PRO.15.25	ale medzu vdovy upevní.
PRO.15.26	Úmysly zlého sú Hospodinovi
PRO.15.26	ohavnosťou,
PRO.15.26	ale príjemné reči sú Mu čistými.
PRO.15.27	Kto baží po zisku, rúca si dom,
PRO.15.27	kto však nenávidí úplatky, bude žiť.
PRO.15.28	Myseľ spravodlivého uváži,
PRO.15.28	čo povedať,
PRO.15.28	ale ústa zlostníkov chrlia zlé veci.
PRO.15.29	Ďaleko je Hospodin od bezbožných,
PRO.15.29	vyslýcha však modlitbu
PRO.15.29	spravodlivých.
PRO.15.30	Svetlo očí potešuje srdce,
PRO.15.30	dobrá zvesť občerstvuje kosti.
PRO.15.31	Ucho, čo počúva
PRO.15.31	životodarné karhanie,
PRO.15.31	pobudne medzi múdrymi.
PRO.15.32	Kto zavrhuje napomenutia,
PRO.15.32	pohŕda vlastným životom,
PRO.15.32	kto si všíma karhanie, zmúdrie.
PRO.15.33	Bázeň Hospodinova
PRO.15.33	vychováva k múdrosti,
PRO.15.33	slávu predchádza pokora.
PRO.16.1	Človek môže usporiadať
PRO.16.1	svoje myšlienky,
PRO.16.1	ale odpoveď na jazyku pochádza
PRO.16.1	od Hospodina.
PRO.16.2	Všetky cesty sa človeku zdajú
PRO.16.2	čistými,
PRO.16.2	ale Hospodin skúša duchov.
PRO.16.3	Uvaľ na Hospodina svoje diela
PRO.16.3	a tvoje úmysly sa zdaria.
PRO.16.4	Hospodin učinil všetko
PRO.16.4	cieľu primerane,
PRO.16.4	aj bezbožného na deň pohromy.
PRO.16.5	"Každé pyšné srdce
PRO.16.5	je ohavnosťou Hospodinovi;
PRO.16.5	ruku na to, že nezostane bez trestu!
PRO.16.5	"
PRO.16.6	Láskou a vernosťou zmieruje sa vina,
PRO.16.6	a bázňou pred Hospodinom
PRO.16.6	vyhneme sa zlému.
PRO.16.7	Keď sa Hospodinovi páčia
PRO.16.7	cesty človeka,
PRO.16.7	On naladí k pokoju voči nemu
PRO.16.7	aj jeho nepriateľa.
PRO.16.8	Lepšie je málo so spravodlivosťou
PRO.16.8	ako veľké príjmy s nespravodlivosťou.
PRO.16.9	Myseľ človeka si premyslí cestu,
PRO.16.9	ale Hospodin riadi jeho krok.
PRO.16.10	Boží výrok je na perách kráľa,
PRO.16.10	jeho ústa sa nepomýlia pri rozsudku.
PRO.16.11	Váha a pravé misky
PRO.16.11	sú Hospodinove,
PRO.16.11	Jeho dielom sú všetky závažia
PRO.16.11	v mešci.
PRO.16.12	Je nehanebnosťou,
PRO.16.12	keď sa kráľ dopúšťa bezbožnosti,
PRO.16.12	lebo trón stojí pevne spravodlivosťou.
PRO.16.13	Spravodlivé pery sa páčia kráľovi,
PRO.16.13	miluje toho, kto úprimne hovorí.
PRO.16.14	Hnev kráľa je posol smrti,
PRO.16.14	ale múdry človek ho uzmieri.
PRO.16.15	Jasná tvár kráľova znamená život
PRO.16.15	a jeho priazeň je
PRO.16.15	ako oblak jarného dažďa.
PRO.16.16	Nadobudnúť múdrosť
PRO.16.16	je lepšie ako rýdze zlato,
PRO.16.16	zadovážiť si rozumnosť
PRO.16.16	je vzácnejšie ako striebro.
PRO.16.17	Cesta statočných sa vyhýba zlu,
PRO.16.17	život si chráni,
PRO.16.17	kto bdie nad svojím správaním.
PRO.16.18	Pýcha prichádza pred skazou
PRO.16.18	a namyslenosť ducha pred pádom.
PRO.16.19	Lepšie je byť skromným
PRO.16.19	s pokornými,
PRO.16.19	ako deliť sa o korisť s pyšnými.
PRO.16.20	Kto dbá na slovo, nachádza dobro,
PRO.16.20	a kto dúfa v Hospodina,
PRO.16.20	je blahoslavený.
PRO.16.21	Múdry srdcom
PRO.16.21	býva označovaný za rozumného,
PRO.16.21	a vľúdna reč zvyšuje presvedčivosť.
PRO.16.22	Rozum je prameňom života tým,
PRO.16.22	ktorí ho majú,
PRO.16.22	ale bláznovstvo je trestom bláznom.
PRO.16.23	Myseľ múdreho robí
PRO.16.23	jeho ústa rozumnými
PRO.16.23	a na perách
PRO.16.23	rozmnožuje presvedčivosť.
PRO.16.24	Láskavé reči sú plástom medu,
PRO.16.24	sladkosťou pre dušu,
PRO.16.24	zdravím pre kosti.
PRO.16.25	Nejedna cesta vidí sa človeku
PRO.16.25	správna,
PRO.16.25	ale nakoniec sú to cesty smrti.
PRO.16.26	Ten, kto sa lopotí, robí to kvôli sebe,
PRO.16.26	lebo hladné ústa ho poháňajú.
PRO.16.27	Naničhodník chystá zlo,
PRO.16.27	jeho reč je ako spaľujúci oheň.
PRO.16.28	Zvrátený človek vyvoláva svár
PRO.16.28	a ohovárač rozlučuje priateľov.
PRO.16.29	Násilník zvádza svojho blížneho
PRO.16.29	a vedie ho nedobrou cestou.
PRO.16.30	Kto klopí oči,
PRO.16.30	zmýšľa prevrátené veci,
PRO.16.30	kto zatína pery, už vykonal zlo.
PRO.16.31	Ozdobnou korunou sú šediny,
PRO.16.31	nachodia ju na ceste spravodlivosti.
PRO.16.32	Lepšie je byť trpezlivým,
PRO.16.32	ako byť udatným,
PRO.16.32	lepšie je ovládať sa, ako zaujať mesto.
PRO.16.33	Lós sa hádže do podolka,
PRO.16.33	ale každé rozhodnutie
PRO.16.33	závisí od Hospodina.
PRO.17.1	Lepší kúsok suchého chleba
PRO.17.1	s pokojom
PRO.17.1	ako dom plný obetného mäsa
PRO.17.1	so zvadou.
PRO.17.2	Múdry sluha bude panovať
PRO.17.2	nad hanebným synom
PRO.17.2	a s bratmi si podelí dedičstvo.
PRO.17.3	Taviaci téglik je na striebro
PRO.17.3	a pec na zlato,
PRO.17.3	srdcia však skúša Hospodin.
PRO.17.4	Zločinec pozoruje zlé pery,
PRO.17.4	klamár počúva záškodný jazyk.
PRO.17.5	Kto sa vysmieva chudobnému,
PRO.17.5	rúha sa jeho Tvorcovi,
PRO.17.5	kto sa raduje z nešťastia,
PRO.17.5	neostane bez trestu.
PRO.17.6	Korunou starcov sú vnukovia
PRO.17.6	a ozdobou synov sú ich otcovia.
PRO.17.7	Bláznovi nesvedčí ušľachtilá reč,
PRO.17.7	ešte menej lživé reči šľachetnému.
PRO.17.8	Úplatok je akoby
PRO.17.8	čarovným kameňom
PRO.17.8	pre toho, kto ho dáva:
PRO.17.8	kamkoľvek sa obráti, má úspech.
PRO.17.9	Kto odpúšťa priestupok,
PRO.17.9	hľadá lásku,
PRO.17.9	kto však opakuje vec,
PRO.17.9	rozíde sa s priateľom.
PRO.17.10	Viac zapôsobí jedno pokarhanie
PRO.17.10	na rozumného
PRO.17.10	ako sto úderov na blázna.
PRO.17.11	Zlý myslí len na vzburu,
PRO.17.11	ale proti nemu príde
PRO.17.11	ukrutný posol.
PRO.17.12	Lepšie je, ak sa niekto stretne
PRO.17.12	s medvedicou
PRO.17.12	zbavenou mláďat,
PRO.17.12	ako s bláznom, keď vystrája.
PRO.17.13	Tomu, kto sa odpláca
PRO.17.13	zlým za dobré,
PRO.17.13	nepohne sa z domu nešťastie.
PRO.17.14	"Kto začína svár,
PRO.17.14	je ako ten, kto vypúšťa vody;
PRO.17.14	preto nechaj škriepku skôr,
PRO.17.14	než vypukne.
PRO.17.14	"
PRO.17.15	I ten, čo ospravedlňuje vinného,
PRO.17.15	i ten, čo odsudzuje nevinného,
PRO.17.15	obaja sú odporní Hospodinovi.
PRO.17.16	Načo je kúpna cena v ruke blázna
PRO.17.16	na zakúpenie múdrosti,
PRO.17.16	keď nemá rozum?
PRO.17.17	Priateľ miluje v každom čase
PRO.17.17	a brat sa rodí na čas súženia.
PRO.17.18	Nerozumný je človek,
PRO.17.18	ktorý dáva ruku,
PRO.17.18	ktorý sa zaručuje za svojho blížneho.
PRO.17.19	Kto miluje svár, miluje priestupok,
PRO.17.19	kto privysoko stavia dvere,
PRO.17.19	hľadá zrútenie.
PRO.17.20	Kto má prevrátené srdce,
PRO.17.20	nenájde šťastie,
PRO.17.20	a kto má falošný jazyk,
PRO.17.20	padne do nešťastia.
PRO.17.21	"Kto splodí blázna, bude mať žiaľ;
PRO.17.21	otec nemá z blázna radosť.
PRO.17.21	"
PRO.17.22	Radostné srdce je dobrým liekom,
PRO.17.22	ale zronený duch vysušuje kosti.
PRO.17.23	Bezbožný tajne prijíma úplatok,
PRO.17.23	aby poprekrúcal chodníky práva.
PRO.17.24	Rozumný má múdrosť pred sebou,
PRO.17.24	ale oči blázna blúdia
PRO.17.24	až po okraji zeme.
PRO.17.25	Bláznivý syn je svojmu otcovi
PRO.17.25	na zármutok
PRO.17.25	a na trpkosť svojej rodičke.
PRO.17.26	Už pokutovať spravodlivého
PRO.17.26	nie je dobre,
PRO.17.26	ale biť šľachetných je proti právu.
PRO.17.27	Zdržanlivý v rečiach má rozum
PRO.17.27	a chladnokrvný je rozumným
PRO.17.27	mužom.
PRO.17.28	Aj blázna pokladajú za múdreho,
PRO.17.28	za rozumného, keď stisne pery.
PRO.18.1	Kto sa oddeľuje,
PRO.18.1	hľadá to, po čom túži,
PRO.18.1	vyráža proti všetkému,
PRO.18.1	čo je vydarené.
PRO.18.2	Blázon nemá záľubu v rozumnosti,
PRO.18.2	ale len v prejavovaní
PRO.18.2	svojho zmýšľania.
PRO.18.3	Keď príde bezbožnosť,
PRO.18.3	príde aj opovrhnutie
PRO.18.3	a s hanbou potupa.
PRO.18.4	Sťa vody hlboké sú slová z úst muža,
PRO.18.4	zurčiaci potok, žriedlo múdrosti.
PRO.18.5	Nie je dobré nadržiavať bezbožnému
PRO.18.5	a potláčať na súde spravodlivého.
PRO.18.6	Pery blázna vyvolávajú škriepky
PRO.18.6	a jeho ústa volajú po bitke.
PRO.18.7	Ústa sú bláznovi na skazu
PRO.18.7	a pery sú osídlom pre jeho život.
PRO.18.8	Slová ohovárača sú ako lahôdky,
PRO.18.8	zostupujú až do útrob tela.
PRO.18.9	Aj ten, kto je nedbalý
PRO.18.9	pri svojej práci,
PRO.18.9	je bratom ničiteľa.
PRO.18.10	Meno Hospodinovo
PRO.18.10	je pevnou vežou,
PRO.18.10	spravodlivý sa do nej utieka
PRO.18.10	a je chránený.
PRO.18.11	Bohatému je majetok
PRO.18.11	pevným mestom
PRO.18.11	a vysokým múrom v jeho predstave.
PRO.18.12	Pred pádom sa srdce človeka
PRO.18.12	povyšuje,
PRO.18.12	ale slávu predchádza pokora.
PRO.18.13	Ak niekto odpovie skôr, ako vypočul,
PRO.18.13	poslúži mu to
PRO.18.13	na bláznovstvo a hanbu.
PRO.18.14	Duch muža vydrží chorobu,
PRO.18.14	ale kto znesie zroneného ducha?
PRO.18.15	Rozumné srdce získava poznanie
PRO.18.15	a ucho múdrych hľadá poznanie.
PRO.18.16	Dar uvoľňuje človeku priestor
PRO.18.16	a vedie ho pred veľmožov.
PRO.18.17	Spravodlivým sa zdá,
PRO.18.17	kto vystupuje prvý vo svojom spore,
PRO.18.17	ale príde druhý a vyskúša ho.
PRO.18.18	Lós ukončieva spory
PRO.18.18	a rozhoduje aj medzi mocnými.
PRO.18.19	Zradený brat je viac
PRO.18.19	ako opevnené mesto
PRO.18.19	a spory sú ako závory hradu.
PRO.18.20	Ovocím svojich úst sa nasýti
PRO.18.20	žalúdok človeka
PRO.18.20	a z výnosu svojich perí
PRO.18.20	sa naje dosýta.
PRO.18.21	Smrť a život sú v moci jazyka,
PRO.18.21	a kto ho miluje, okúsi jeho ovocie.
PRO.18.22	Kto našiel ženu,
PRO.18.22	našiel znamenitú vec
PRO.18.22	a priazeň dostal od Hospodina.
PRO.18.23	Úpenlivo prosí chudobný,
PRO.18.23	ale bohatý odpovedá tvrdo.
PRO.18.24	Sú blížni, ktorí privádzajú do záhuby,
PRO.18.24	a sú priatelia,
PRO.18.24	ktorí sú oddanejší ako brat.
PRO.19.1	Lepší je chudobný,
PRO.19.1	ktorý chodí vo svojej
PRO.19.1	bezúhonnosti,
PRO.19.1	ako človek pokrivených úst,
PRO.19.1	ktorý je blázon.
PRO.19.2	Snaha bez poznania nie je dobrá,
PRO.19.2	kto beží prenáhlene, zmýli si cestu.
PRO.19.3	Človeka vlastné bláznovstvo
PRO.19.3	zvedie na scestie,
PRO.19.3	ale jeho srdce sa hnevá
PRO.19.3	na Hospodina.
PRO.19.4	Bohatstvo rozmnožuje
PRO.19.4	počet priateľov,
PRO.19.4	ale chudobného opúšťa jeho priateľ.
PRO.19.5	Falošný svedok neostane bez trestu,
PRO.19.5	a ten, kto dýcha lžou, sa nezachráni.
PRO.19.6	Mnohí sa líškajú vznešenému,
PRO.19.6	a každý je priateľom tomu,
PRO.19.6	kto rozdáva dary.
PRO.19.7	Chudobného nenávidia
PRO.19.7	všetci jeho bratia,
PRO.19.7	tým viac sa ho stránia priatelia.
PRO.19.7	Ženie sa za nimi slovami, ale niet ich.
PRO.19.8	Kto získava um, miluje svoj život,
PRO.19.8	kto zachováva rozumnosť,
PRO.19.8	dobre sa mu povedie.
PRO.19.9	Falošný svedok neostane bez trestu,
PRO.19.9	a ten, kto dýcha lžou, zahynie.
PRO.19.10	Nestačí bláznovi blahobyt,
PRO.19.10	ani otrokovi,
PRO.19.10	aby panoval nad kniežatmi.
PRO.19.11	Chápavosť robí človeka
PRO.19.11	zhovievavým
PRO.19.11	a je mu cťou prehliadnuť hriech.
PRO.19.12	Ako revanie levíčaťa je hnev kráľov,
PRO.19.12	ale jeho láskavosť je ako rosa
PRO.19.12	na rastline.
PRO.19.13	Bláznivý syn je na skazu
PRO.19.13	svojmu otcovi
PRO.19.13	a škriepky ženy
PRO.19.13	sú sťa neprestajné kvapkanie
PRO.19.13	cez strechu.
PRO.19.14	Dom i majetok dedia sa po otcoch,
PRO.19.14	ale rozumná žena je od Hospodina.
PRO.19.15	Lenivosť ponára do tvrdého spánku
PRO.19.15	a nedbalý človek bude hladovať.
PRO.19.16	Kto zachováva prikázanie,
PRO.19.16	zachová si život,
PRO.19.16	zomrie však,
PRO.19.16	kto nedbá na svoje cesty.
PRO.19.17	Hospodinovi požičiava,
PRO.19.17	kto sa zmilúva nad chudobným.
PRO.19.17	On mu odplatí jeho dobrodenie.
PRO.19.18	Trestaj syna, kým je ešte nádej,
PRO.19.18	ale nedaj sa strhnúť k tomu,
PRO.19.18	aby si ho usmrtil.
PRO.19.19	Veľký hnev musí znášať pokutu,
PRO.19.19	ak sa ho však snažíš odstrániť,
PRO.19.19	ešte ho zväčšíš.
PRO.19.20	Poslúchaj radu a prijmi napomenutie,
PRO.19.20	aby si napokon bol múdry.
PRO.19.21	Je veľa myšlienok v srdci človeka,
PRO.19.21	ale rada Hospodinova sa uskutoční.
PRO.19.22	Ziskom človeka je jeho dobrota
PRO.19.22	a lepší je chudobný ako klamár.
PRO.19.23	"Bázeň pred Hospodinom
PRO.19.23	vedie k životu;
PRO.19.23	ten, kto ju má, odpočíva sýty,
PRO.19.23	nenavštívi ho nešťastie.
PRO.19.23	"
PRO.19.24	Lenivec siahne rukou do misy,
