GEN.1_1.1	I. 
JOB.7_1.13	Na oemane dõdõgoe: Fondrara dõdõgoe dania kasogoe, itolodo woloeʼi famakaogoe kasogoe andrõ,
JOB.7_1.14	ba õkeani ndraʼo fangifi ba õfetaʼoedo angilata,
JOB.7_1.15	tobali omasido, na nitõgi bagi ndraʼo, omasido waʼamate, moroi ba zi no hatṍ tõla andre.
JOB.7_1.16	Ariri manõ ndraʼo, tenga saoeri si lõ aetoe ndraʼodo: bõhõido, angi sa weʼasogoe ba goeli danõ!
JOB.7_1.17	Hadia niha, wa no eboea ia ba dõdõoe, wa no sosó dõdõoe ia? 
JOB.7_1.18	Wa õʼerogõ mahemoloe, wamaigimaigi jaʼia, wa lõ aedoeʼaedoe õtandraigõ ia?
JOB.7_1.19	Ha waʼara dania õʼefaʼõ hõrõoe chõgoe; ha waʼara lõʼõ manõ õbõhõido, irege oetõlõ gilogoe?
JOB.7_1.20	Na so horõgoe — ba hadia nilaoegoe chõoe, jaʼoegõ sihõrõhõrõgõ niha? Hana wa õbaliʼõ tandrõsa ndraʼo chõoe, irege aboea ndraʼo chõgoe?
JOB.7_1.21	Ba hana wa lõ õbeʼe aefa chõgoe horõgoe, hana wa lõ õheta lalõgoe? Oefalõgoe saʼae ndraʼo tooe, ba gawoegawoe, ba na õʼaloei ndraʼo, ba lõ jaʼodo saʼae.”
JOB.8_1.1	I. 
JOB.8_1.2	”Ha waʼara lõ õbato hoehoeo si manõ, wa no hoelõ nangi sabõlõ mbeweoe andrõ!
JOB.8_1.3	Hadia, ifoejoeʼõ hoekoe Lowalangi, ba hadia, ibilaʼõ zatoelõ Si lõ ambõ faʼabõlõ?
JOB.8_1.4	Na no so horõ ndraonooe chõnia, ba no iloeloe ira ba hoekoe horõra andrõ. 
JOB.8_1.5	Na õforege wangandrõ chõ Lowalangi, na õkao chõ Zi lõ ambõ faʼabõlõ, —
JOB.8_1.6	na no ohaoehaoe ndraʼoegõ ba na sadõlõ dõdõoe, ba lõ zi lõ ifaigifaigiʼõ ba iʼazõchi naha waʼatoelõ andrõ chõoe.
JOB.8_1.7	Ba na faʼideʼide mege mbõrõtaoe, ba fondrege waʼeboea dania gamozoea.
JOB.8_1.8	II. 
JOB.8_1.9	Jaʼita sa, ba ha sara wongi na, ba si lõ mangila watahõgõ hadia ia, me no amaedola loemõloemõ weʼasoda ba goeli danõ andre.
JOB.8_1.10	Ba jaʼira zamahaõ jaʼoegõ, laʼombachaʼõ chõoe, latoenõ chõoe dõdõra andrõ.
JOB.8_1.11	Hadia, aoeri zoechoe, na tenga ba damboe, ba eboea hõi, na lõ idanõ?
JOB.8_1.12	Aoeri na, lõ moetaba — ba alio okõli, moroi ba ndroeʼoe bõʼõ fefoe. 
JOB.8_1.13	Daʼõ dania lala zolifoe Lowalangi, dozi, ba tobali faja dõtõnafõ zeboea horõ. 
JOB.8_1.14	Saedoeʼaedoe zabeʼe dõdõnia, ba timba goeʼõ galaw̃a nidõnadõnania.
JOB.8_1.15	Abeʼe dõdõnia nomonia, ba adoedoe; iʼolembai, ba asoʼa.
JOB.8_1.16	Aoeri ia ba manõi ba zino, ba ihawoei kaboenia lewiõnia.
JOB.8_1.17	Ibõbõ gara tooe w̃aʼania, isõsõ gotaloea gara.
JOB.8_1.18	Ba na Jaʼia zondreha ba nahania, ba iʼosilõʼõgõ ia [nahania andrõ], imane: ”Lõ oerai oeʼilaʼõ!
JOB.8_1.19	Hiza, daʼõ waʼomoeso dõdõ ba lalania andrõ, ba moroi ba danõ tooe, ba toemboe mbõʼõnia!”
JOB.8_1.20	Hiza, tenga si lõ ba dõdõ Lowalangi zatoelõ tõdõ, ba lõ iraʼoe danga zamazõchi horõ.
JOB.8_1.21	Ba ihõna waʼiki ba mbawaoe ba fanoenõ ba mbeweoe. 
JOB.8_1.22	Si fatioe tõdõ chõoe, ba laʼonoecha waʼaila, ba ose zeboea horõ, ba lõʼõ saʼae.”
JOB.9_1.1	I. 
JOB.9_1.2	”Jaʼia, oeʼila, wa si manõ — he iwisa niha waboeʼasa chõ Lowalangi! 
JOB.9_1.3	Na omasi ia fasoso, ba he hõnõ ngawalõ isofoe, ba sambalõ lõ iʼila iboeʼa niha. 
JOB.9_1.4	Si no atoeatoea tõdõ ba si no fahõna faʼabõlõ — ha niha zirai fatandro chõnia, ba si lõ gõna hadia ia?
JOB.9_1.5	Jaʼia andrõ, samawoeʼa hili, si lõ oroma, wanoeliʼõ ba wõnoenia;
JOB.9_1.6	Samahisi tanõ ba nahania, fa mangiwa gehomonia.
JOB.9_1.7	Sanenaw̃a loeo, ta bõi toemboe, ba sombaʼa dõfi.
JOB.9_1.8	Samologõ banoea jaw̃a, ha jaʼia, ba sanõrõ taloe nasi. 
JOB.9_1.9	Sombõi dofi soja ba ”si tõloe”, awõ ”zara” andrõ, fabaja bateʼe [ndrõfi] andrõ tánõ raja. 
JOB.9_1.10	Solaoe seboea, si tebai aboto ba dõdõ niha, ba sahõlihõli dõdõ, si lõ moetaha moeʼerai. 
JOB.9_1.11	Hiza, itõrõ ngaigoe, ba lõ oeʼila ia; amaedola zihombo ia, wanõrõ, ba lõ oroma chõgoe.
JOB.9_1.12	Na ihori niha, ba ha niha zanenaw̃a jaʼia? Ha niha zi tola mangoemaʼõ chõnia: Hadia nilaoemõ? 
JOB.9_1.13	Lõ iʼalõsi wõnoenia Lowalangi — noa sa lakõwõ ira fõnania sanolo Dawa Miseraji — 
JOB.9_1.14	ba mendroea manõ tebai faboeʼa ndraʼo chõnia; tebai oesõndra niw̃aʼõgoe chõnia,
JOB.9_1.15	jaʼodo, si tebai manema li, he na lõ horõgoe; sangandrõ faʼahachõ dõdõ enaʼõ ndraʼo chõnia sangoehoekoe jaʼodo.
JOB.9_1.16	Ba he w̃aʼae itema ligoe, na oeʼangarõfi li ia, ba tebai fadoehoe dõdõgoe, wa ifondrondrongo chõgoe.
JOB.9_1.17	Irasa naʼi ndraʼo angi sabõlõ, ba inõnõ zochogoe, lõ bõrõ.
JOB.9_1.18	Lõ itehe chõgoe wangahasoegõ jaʼodo, iʼaboesoiʼõ ndraʼo safõchõ sibai chõgoe.
JOB.9_1.19	Na faʼabeʼe zabõlõ mbalazi, ba hiza ia! ba na lala hoekoe mbalazi, ba ha niha zogaoni jaʼodo!
JOB.9_1.20	Na lala chõgoe, ba bewegoe zangetoeʼõ hoekoegoe; ba na lõ horõgoe, ba si falimo ndraʼo ibeʼe [bewegoe andrõ]. 
JOB.9_1.21	Lõʼõ sa horõgoe — ba lõ ba dõdõgoe nosogoe; anoezoe dõdõgoe weʼasogoe ba goeli danõ.
JOB.9_1.22	Oi faoma manõ, andrõ oefaloea baeha: faoma iboenoe, he satoelõ ba he si so horõ.
JOB.9_1.23	Na adõlõ famoenoe niha mbõzibõzi andrõ, ba maʼiki ia ba waʼaragoeragoe dõdõ zi lõ horõ.
JOB.9_1.24	Oeli danõ andre, ba no moebeʼe ba danga zeboea horõ, hõrõ zangoehoekoe, ba iʼochõ: na tenga jaʼia, ba ha niha na sa!
JOB.9_1.25	II. 
JOB.9_1.26	No itõrõ manõ, amaedola doendraha saoha, amaedola mojo sondraʼoe.
JOB.9_1.27	Na oemane dõdõgoe: Daʼoeʼosolifoeagõ waʼaboe dõdõgoe andrõ, daʼoebõhõli wa lõ sõchisõchi dõdõgoe ba oeʼohaoehaoeʼõ mbawagoe;
JOB.9_1.28	ba hoemocha mboegoe zafõchṍ andrõ chõgoe fefoe — oeʼila wa lõ õbeʼe aefa ndraʼodo.
JOB.9_1.29	Lõ tola tenga si so horõ ndraʼodo, ba hadia wa oeʼeregeïsi na dõdõgoe si lõ boto?
JOB.9_1.30	He oesasai ndraʼo taw̃a deoe si bakoe ba he oedoechoe idanõ nawoe dangagoe, 
JOB.9_1.31	ba õʼoengoegõ ndraʼo ba getoena ba tobali ogoro noechagoe ndraʼodo.
JOB.9_1.32	Tenga niha si mane jaʼodo ia, fa oeʼila oetema linia, fa tola faboeʼa ndraʼaga fõna zangoehoekoe. 
JOB.9_1.33	Lõ chõma sameʼe ba lala, si faoma manoefa tanga jaʼaga.
JOB.9_1.34	Enaʼõ na iheta ba hoeloegoe mbõzibõzinia, ba enaʼõ na lõ ikeani ndraʼodo fametaʼoe andrõ chõnia:
JOB.9_1.35	Ba hoemede ndraʼo, lõ ataʼoedo ia; tenga sa si manõ dõgõgoe.”
JOB.10_1.1	I. ”
JOB.10_1.2	Oemane chõ Lowalangi: Bõi etoeʼõ hoekoegoe; farongogõ chõgoe, hadia mbõrõ, wa no hoelõ õsoewõ ndraʼodo.
JOB.10_1.3	Hadia, sõchi dõdõoe, na õfakao niha? na õtiboʼõ niwõwõi dangaoe, ba na õtehe nichoi dõdõ zeboea horõ?
JOB.10_1.4	Hadia, no hõrõ nõsi niha hõrõoe, ba no famaigi niha wamaigioe?
JOB.10_1.5	Hadia, ha faʼanaoe noso niha waʼanaoe nosooe; hadia, ha sagõtõ niha gõtõoe?
JOB.10_1.6	Wa õʼaloei lalõgoe, wa õʼobini horõgoe?
JOB.10_1.7	He w̃aʼae no õʼila, wa si lõ horõ ndraʼodo, awõ wa no lõ sangefaʼõ [jaʼo] ba dangaoe.
JOB.10_1.8	No tangaoe zombõi jaʼo, nihaogõ, botogoe maʼasamboea — ba hadia, õfakiko ndraʼodo? 
JOB.10_1.9	Tõrõ tõdõoe, wa no õfazõchi ndraʼo, amaedola wamõbõzi laʼoeri, ba hadia, õfoeli õfoefoe ndraʼodo? 
JOB.10_1.10	Hadia, tenga no õfadoewa tooe ndraʼo, amaedola wamadoewa soesoe, ba tenga no abeʼe ndraʼo hoelõ kezoe, õbeʼe? 
JOB.10_1.11	No õfobaloebaloe ndraʼodo oeli ba nagole, ba no õbeʼe dajadajania dõla ba oeo.
JOB.10_1.13	Ba no õbiniʼõ daʼõ ba dõdõoe; oeʼila wa no nichoi dõdõoe zi manõ:
JOB.10_1.14	Na molalõ ndraʼo, ba õdarodarogõ, ba lõ zi lõ õʼotoeʼõ ndraʼo ba horõgoe.
JOB.10_1.15	Na so horõgoe enaʼõ, ba alai ndraʼo! Ba he si lõ sala ndraʼo, ba lõʼõ zoei oefaõga mbawagoe, jaʼodo si no fahõna faʼaila, ba sanehenehe famakao!
JOB.10_1.16	Ba na maõga mbawagoe, ba õgohi ndraʼodo, timba wolohi zingo, ba õʼoromaromaʼõ ba chõgoe andrõ waʼabõlõoe ba wolaoe sahõlihõli dõdõ. 
JOB.10_1.17	Lõ õbato wamaʼaso sasi, oedoegoe, ba õhõna wõnoemõ chõgoe, mangalingali manõ zanoewõ jaʼodo, õbeʼe.
JOB.10_1.18	II. 
JOB.10_1.19	Enaʼõ na hoelõ zi lõ irai aloea ndraʼodó, enaʼõ na nidõlõ ba lewatõ ndraʼo, iʼotarai daloe ninagoe!
JOB.10_1.20	Lõ anaoe tõ nosogoe — ba jamoebõhõlido, jamoeʼerogõ ndraʼo, fa ohahaoe dõdõgoe, maʼifoe,
JOB.10_1.21	gasagasa oesaw̃a zi lõ fangawoeli, tanõ sogõmigõmi, si so loemõ waʼamate,
JOB.10_1.22	tanõ nihawoei faʼogõmigõmi, si mane na taloe mbongi, si gõna loemõ waʼamate ba si fakoejoe manõ; hagania, ba no si mane taloe mbongi.”
JOB.11_1.1	I. 
JOB.11_1.2	”Hadia, lõ tademadema hoehoeo si no fahõna andrõ, ba alacha lõ teboeʼa wehede zi beweasõ andrõ?
JOB.11_1.3	Hadia, lõʼõ saʼae hedehede niha bõʼõ ibeʼe beweoe andrõ? Hadia, sangoʼaja ndraʼoegõ, ba lõ laʼailasiʼõ?
JOB.11_1.4	Õmane: ’Satoelõ niw̃aʼõgoe ba lõ salagoe, na õfaigidõ’.
JOB.11_1.5	Ba enaʼõ na moehede Lowalangi, enaʼõ na ifaloea baeha niw̃aʼõnia, famoeʼa wehedeoe;
JOB.11_1.6	enaʼõ na ifarongogõ chõoe zi no tobini andrõ, faʼatoeatoea, wa no mendroea manõ waʼadoehoe daʼõ, — ba aboto enaʼõ ba dõdõõe, wa iʼosilõmilagõ na Lowalangi horõoe õsa.
JOB.11_1.7	Hadia, õsõndra dõdõ Lowalangi, ba õchamõ wondrege andrõ chõ Zi lõ ambõ faʼabõlõ?
JOB.11_1.8	Italoeʼi mbanoea si jaw̃a — he õwisa? Abacha moroi ba mbanoea tooe — hadia nisõndraoe?
JOB.11_1.9	No eboea moroi ba goeli danõ, maʼasagõrõ, ba no ebolo moroi ba nasi.
JOB.11_1.10	Na itõrõ, ba na iraʼoe niha, ba na ifaloechaʼõ zalaw̃a rafe — ba ha niha zanenaw̃a jaʼia?
JOB.11_1.11	Jaʼia zangila niha sofaja, oroma chõnia horõ, he lõ ifaigi sibai.
JOB.11_1.12	Ba isõndra geraʼera si lõ tõdõ ba tobali niha nono galide gatoea.
JOB.11_1.13	II. 
JOB.11_1.14	ba no falemba ba dangaoe horõ, heta ia ba bõi tehe zi lõ atoelõ ba noseoe! —
JOB.11_1.15	Ba tola saʼae õfaõga mbawaoe, lõ sala; si lõ mangiwa ndraʼoegõ ba si lõ faʼataʼoe.
JOB.11_1.16	Ba taja saʼae ba dõdõoe wamakao andrõ; na itõrõ tõdõoe, ba hoelõ nidanõ, si no ahele misa, õw̃aʼõ.
JOB.11_1.17	Ba mohaga dõdõoe, moroi na laloeo, ba he na ogõmigõmi, ba si mane na moloeo dania.
JOB.11_1.18	Ba õdõnadõna zi sõchi, me so na sa dõtõnafõ; ba he na õdarodarogõ na, ba mõiʼõ manõ mõrõ, lõ aboe dõdõoe. 
JOB.11_1.19	Ba mõrõmõrõʼõ, lõ si keani jaʼoegõ, ba ato zomasi mangai tõdõoe. 
JOB.11_1.20	Ba hõrõ zeboea horõ, ba ariri; lõʼõ saʼae saw̃atõ chõra, ba tõtõnafõra, ba faʼaetoe noso”. 
JOB.12_1.1	I. 
JOB.12_1.2	”Jaʼia, si ndroehoe ami, ba na mate ami dania, ba aetoe waʼatoeatoea?
JOB.12_1.3	Ba satõdõ gõi ndraʼodo, si mane jaʼami; tenga si tohoede ami, moroi chõgoe, ba ha niha zi lõ aboto ba dõdõ daʼõ?
JOB.12_1.4	Aja zi fahoewoe chõgoe saʼae ndraʼodo, jaʼodo andre, nifondrondrongo Lowalangi, me oeʼangarõfi li ia; aja zatoelõ tõdõ ba si lõ lalõ! 
JOB.12_1.5	Si gõna famakao, ba lõ ba dõdõ zohahaoe tõdõ — tetoeliʼõ na zi no mangiwa ahe.
JOB.12_1.6	Lõ hadia ia ba nose zoraboe, ba lõ faʼaboe dõdõ ba zangandrõ fõnoe Lowalangi, samaliʼõ Lowalangira gochõra. 
JOB.12_1.7	Ba sofoe atṍ ba goerifõ niha, ba lafahaõ ndraʼoegõ, ba ba wofo ba daloe mbanoea, ba laʼombachaʼõ chõoe.
JOB.12_1.8	Ba ma zoei tanõ tooe õfaigi, ba ibotochi ba dõdõoe; ba īʼa ba nasi, ba latoenõ chõoe.
JOB.12_1.9	Ha niha zi lõ aboto ba dõdõ, ba daʼõ fefoe, wa no tanga Jehowa zamazõchi si manõ.
JOB.12_1.10	Jaʼia andrõ, si so ba danga noso zaoeri fefoe, awõ hanoehanoe nõsi niha fefoe?
JOB.12_1.11	Hadia, lõ itandra daroma li tõgi dalinga, si mane araro, na itandra waʼami gõ? 
JOB.12_1.12	Ba zi no tohare hoewa so waʼatoeatoea, ba ba waʼara ba goeli danõ fao waʼaboto ba dõdõ. 
JOB.12_1.13	II. 
JOB.12_1.14	Na idoedoegõ hadia ia, ba tebai lafoeli laʼotomosi; nikoeroenia, ba lõʼõ saʼae teʼefaʼõ. 
JOB.12_1.15	Na ibaʼa nidanõ, ba ogoʼõ; ba na itõlaʼõ, ba aroeroe danõ ibeʼe.
JOB.12_1.16	Ba Chõnia so waʼabõlõ ba faʼaro; Chõnia zeloengoe, fabaja samõwõhõ.
JOB.12_1.17	Iʼoloiʼõ zalaw̃a rafe, niheta gamagama, ba awõhõ mowa zangoehoekoe ibeʼe. 
JOB.12_1.18	Itotoʼõ wesoe razo [famesoera niha bõʼõ] ba ifesoe lafojora,
JOB.12_1.19	Iʼoloiʼõ gere, niheta baroe, ba itimba zi no aro w̃aʼa.
JOB.12_1.20	Ifaʼafoe mbawa zi no toʼõlõ ba hoehoeo, ba iboenoe dõdõ zatoea.
JOB.12_1.21	Ihawoei fa lõ ba dõdõ niha bõʼõ zalaw̃a, ba iloeloe mbõbõ taloe zabõlõ. 
JOB.12_1.22	Ibokai zi no tobini sibai ba zogõmigõmi, iʼohe ba zohaga zi so ba daloe zogõmigõmi. 
JOB.12_1.23	Iʼabõlõʼõ soi niha, ba ifoeli ifoefoe; ato sibai ibeʼe, ba ifoeli iloeloe, niʼoloiʼõ.
JOB.12_1.24	Itajaigõ dõdõ zalaw̃a niha ba danõ, seloengoe ira, ibeʼe, ba zi lõ lala, ba danõ si mate. 
JOB.12_1.25	Labajaisi lalara ba zogõmigõmi sibai ba alaoelaoe ira, hoelõ zi maboe, ibeʼe.”
JOB.13_1.1	I. ”
JOB.13_1.2	Niʼilami andrõ, ba oeʼila gõi; tenga sambõ moroi chõmi ndraʼodo.
JOB.13_1.3	Ba omasido moehede chõ Zi lõ ambõ faʼabõlõ, faboeʼasa chõ Lowalangi nilaoe dõdõgoe.
JOB.13_1.4	Samachai faja saʼae ami ba sameʼe daloedaloe si lõ boto. 
JOB.13_1.5	Enaʼõ na mibato wehede, ba tobali faʼatoeatoea, wamaigi niha bõʼõ!
JOB.13_1.6	Mifondrondrongo atṍ wanegoegoe [jaʼami]; mibeʼe mbõrõ dalingami ba watahisa mbewegoe andre.
JOB.13_1.7	Hadia, miw̃aʼõ zi lõ atoelõ, ba wangoʼawõgõ Lowalangi, ba milaoe waja, ba wamohare jaʼia?
JOB.13_1.8	Hadia, si faʼawõ chõ Lowalangi ami, hadia, samoeʼa ba hoeloe Lowalangi nilaoenia ami?
JOB.13_1.9	Hadia, sõchi maõ lawoelawoe, na isechegõ ami, ma edõna miʼoʼaja, si mane fangoʼaja niha awõra?
JOB.13_1.10	Lõʼõ, lõ zi lõ iʼotoeʼõ ami, na faʼawõ ami, famini tõdõ.
JOB.13_1.11	Hadia, lõ tokea ami ibeʼe faʼasalaw̃ania, ba lõ ihawoei ami fametaʼoenia [jaʼami]?
JOB.13_1.12	Timba nawoe daroma limi, ba baʼabaʼami, ba no baʼabaʼa laʼoeri.
JOB.13_1.13	Bõi mihedehede chõgoe, ba jaʼodo zihede; gofoe itõrõ chõgoe!
JOB.13_1.14	II. 
JOB.13_1.15	Hiza, iboenoe ndraʼo, ba oedõnadõna chõnia; ba oefaʼeleʼõ chõnia gamoeatagoe.
JOB.13_1.16	Daʼõ saʼae wangorifigoe, wa tebai iʼondrasi ia seboea horõ.
JOB.13_1.17	Ba mifondrondrongo sibai wehedegoe; jamõi ba dõgi dalingami wamoeʼagoe andre!
JOB.13_1.18	Hiza, no oefobõrõ hoehoeo andrõ, oeʼila wa no satoelõ chõgoe.
JOB.13_1.19	Ha niha zi tola fasoso chõgoe? ba lõʼõ sa hedehedegoe enaʼõ; mate manõ ndraʼodo.
JOB.13_1.20	Ha doea balõ zi bõi õfatõrõ chõgoe, ba lõʼõ saʼae oebiniʼõ ndraʼodo, ba wamaigioe jaʼo.
JOB.13_1.21	Bõda dangaoe chõgoe, ba bõi ifetaʼoe ndraʼo fametaʼoe andrõ chõoe. 
JOB.13_1.22	Ba ao chõgoe, ba jaʼo zanema lioe; ba ma jaʼodo zihede, ba jaʼoegõ zanedema.
JOB.13_1.23	Ha waʼoja atṍ lalõgoe ba ha waʼoja horõgoe? Farongogõ chõgoe golalõw̃agoe, awõ horõgoe!
JOB.13_1.24	Hana wa õbiniʼõ mbawaoe, ba hana wa õbeʼe si faʼoedoe chõoe ndraʼodo? 
JOB.13_1.25	Hadia õfeʼawa mboeloe lehoe niʼoloiʼõ nangi, ba hadia, õgohi dõla wache si no okõli?
JOB.13_1.26	Wa no safeto sibai õhonogõi chõgoe, wa oetema amaedola gondrõita horõgoe me ono matoea ndraʼo? 
JOB.13_1.27	Wa õbeʼe ba galo gahegoe, wa õdarodarogõ nitõrõgoe fefoe, awõ wa õfaʼoeʼoe laloeʼa kahegoe? 
JOB.13_1.28	Ba no niha sadoedoe dania ndraʼodo, amaedola niʼā go, ba amaedola mbaroe niʼā hama.”
JOB.14_1.1	I. ”
JOB.14_1.2	Amaedola waʼatoemboe mboenga waʼatoemboenia, ba ifoeli aleoe, taja, hoelõ loemõ, lõ ararā.
JOB.14_1.3	Ba õhõrõhõrõgõ zi manõ, ba õdõni ndraʼo, ba wangoehoekoe jaʼo!
JOB.14_1.4	Hadia, so maõ zi lõ si lõ sõchi ba zi otarai zi lõ sõchi? Samõsa lõʼõ! 
JOB.14_1.5	Na no moehonogõi mbonginia, ba na no õhoekoe mbaw̃ania; na no õhonogõi wondregenia, si tebai italoeʼi,
JOB.14_1.6	ba efaʼõ hõrõoe chõnia, enaʼõ molombase ia, ba enaʼõ omasi ia mbaw̃ania andrõ, si mane enoni ba halõw̃õ. 
JOB.14_1.7	Ba dõla geoe, ba so sa dõtõnafõ: na teʼobõ ia, ba ifoeli molewiõ, lõʼõ sa si lõ madooenia.
JOB.14_1.8	He w̃aʼae atoea w̃aʼania barõ danõ, ba he w̃aʼae mate doehenia, ba gawoegawoe tooe,
JOB.14_1.9	ba ba hoea nidanõ andrõ, ba ifoeli aoeri ba faloecha lewiõ, hoelõ si mane si bohooe toemanõ.
JOB.14_1.10	Ba na mate niha, ba adõlõ tooe, na aetoe noso niha, ba heza so ia?
JOB.14_1.11	Si mane faʼataja nidanõ ba mbaw̃a, ba si mane faʼogoʼõ mboto nidanõ seboea, si mane faʼotoefonia,
JOB.14_1.12	si manõ wamadõlõ niha jaʼia, ba lõʼõ saʼae ifoeli maoso. Irege adoedoe mbanoea si jaw̃a, ba lõ tokea ira, ba lõ liw̃aliw̃ara ba wemõrõra andrõ. 
JOB.14_1.13	II. 
JOB.14_1.14	Hadia na mate niha, hadia, ifoeli aoeri? Na si manõ, ba alacha lõ aetoe wanõtõnagoe, gõtõ wasõndratagoe andre, irege aefa ndraʼo! 
JOB.14_1.15	Ba moeʼao enaʼõ ndraʼoegõ, ba oetema lioe; hoemoeloe enaʼõ dõdõoe ba gombõila dangaoe andre.
JOB.14_1.16	Ba iadaʼe, ba õʼofaja mbekagoe, ba lõʼõ sa õʼosilõmilagõ horõgoe. 
JOB.14_1.17	No moefotandro lalõgoe, bacha ba dokosa, ba no õlaoe wamachitõ ba horõgoe. 
JOB.14_1.18	Ba si mane hili, sadoedoe, na aroeroe, ba si mane kara ba hili, sawoeʼa,
JOB.14_1.19	ba si mane na adoedoe gara ibeʼe idanõ, si mane na ihanigõ danõ hohooenia, si manõ wamoefoemõ tõtõnafõ niha.
JOB.14_1.20	Õhõndrõgõ ia, õfaoeloegõ, ba taja ia; tobali mbawania õbeʼe, ba õtimba ia.
JOB.14_1.21	Na lasõndra waʼeboea dõi iraononia, ba lõ iʼila; ba na ahõndrõ ira, ba lõ ba dõdõnia jaʼira.
JOB.14_1.22	Ha safõchõ chõnia iʼila õsinia; ha jaʼia niʼaboesinia tõdõ.”
JOB.15_1.1	I. 
JOB.15_1.2	”Hadia, ilaoe maõ hoehoeo nifahocha niha satoeatoea, wanedema li, ba hadia, ifoʼõsi narõ dotonia angi timoe —
JOB.15_1.3	fasosota si lõ boto ba hoehoeo si lõ goena?
JOB.15_1.4	Ba õfaraʼoe naʼi wangataʼoefi Lowalangi, ba taja geraʼera ba wangandrõ chõ Lowalangi, õbeʼe.
JOB.15_1.5	Horõoe andrõ saʼae wangatoeatoea mbeweoe, ba hoehoeo zoneche õtoejoe.
JOB.15_1.6	Bawaoe andrõ zangetoeʼõ hoekoemõ, ba beweoe andrõ zi mõi sasi, oedoemõ.
JOB.15_1.7	Hadia, si aʼa niha ndraʼoegõ, me toemboeʼõ, ba si aʼa ndraʼoegõ moroi ba hili ba danõ, me bõrõtaoe?
JOB.15_1.8	Hadia, no õrongo dõdõ Lowalangi, ba no õraʼoei waʼatoeatoea? 
JOB.15_1.9	Hadia niʼilaoe, si lõ maʼila enaʼõ, ba hadia zaboto ba dõdõoe, si lõ aboto ba dõdõma?
JOB.15_1.10	Ba chõma gõi so zatoea ba si no tohare hoewa, sarā ba goeli danõ, moroi ba waʼarā namaoe! 
JOB.15_1.11	Hadia, ambõ chõoe wondrara tõdõ andrõ, chõ Lowalangi, ba fangehao li andrõ chõoe?
JOB.15_1.12	Hadia wa ifarooe ndraʼoegõ falõsõchisõchi dõdõoe, ba hadia wa tegaõlõgaõlõ bacha hõrõoe,
JOB.15_1.13	wa no maoso dõdõoe chõ Lowalangi, wa aloea ba mbeweoe wehede [si manõ]? 
JOB.15_1.14	II. 
JOB.15_1.15	Hiza, ba niʼamoniʼõ andrõ chõnia naʼi aombõ dõdõnia, ba banoea si jaw̃a, ba tenga sohaoehaoe wamaiginia. 
JOB.15_1.16	Ba mendroea manõ niʼogorofi andrõ, si no fakoejoe manõ — niha andrõ, samamadoe idanõ si lõ atoelõ.
JOB.15_1.17	Daʼoeʼombachaʼõ chõoe, fondrongondrongo chõgoe, ba hadia zi no iʼila hõrõgoe, ba oedoenõdoenõ chõoe.
JOB.15_1.18	Niʼombachaʼõ zatoeatoea andrõ, si lõ labiniʼõ, si otarai gõtõ ndra toea saʼae.
JOB.15_1.19	Chõra manõ na danõ; lõʼõ na sa niha bõʼõ si fatewoe chõra.
JOB.15_1.20	III. 
JOB.15_1.21	Hoemõngõ ba dõgi dalingania zataʼoe ita; na lõ hadia ia taw̃aʼõ, ba ihawoei ia samoefoe. 
JOB.15_1.22	Aetoe chõnia wanõtõna faʼaefa ba zogõmigõmi, ba no moehonogõi chõnia mbawa ziʼõli.
JOB.15_1.23	Mowaõwaõ ia misa, mangaloei gõ — ba heza so? — iʼila, wa no moebeʼe fõnania mbaw̃a si lõ haga. 
JOB.15_1.24	Ikeani ia faʼaboe dõdõ ba faʼataʼoe; iraʼoe ia, si mane razo si no mamaʼanõ jaʼia ba wanoewõ,
JOB.15_1.25	me no iʼoroʼõ dangania, faʼoedoesa ba Lowalangi, ba me no ilaw̃a Zi lõ ambõ faʼabõlõ.
JOB.15_1.26	Amaedola isoewõ — no abeʼe mbõrõ doeʼi — ilaoe hoeloe mbaloesenia, si no aweʼeweʼe,
JOB.15_1.27	me no ibeʼe baloebaloe mbawania dawõ ba me no motawõ gõi lõwilõwinia, 
JOB.15_1.28	me no iʼagõ mbanoea nilachaʼõ, ba me no iʼonahia nomo, si lõ tola so niha, si no moehonogõi adoedoela. 
JOB.15_1.29	Lõ faloecha moʼanaʼa, ba lõ aró ba dangania nibajabajania, ba lõ adada ba danõ nifaʼoea zi manõ.
JOB.15_1.30	Lõ aefa ia ba zogõmigõmi; lewiõnia, ba okõli ba galitõ, ariri ia ba wõnoe Lowalangi. 
JOB.15_1.31	Bõi abeʼe dõdõnia ba waja, eloengoe ia: faja sa dania wangali.
JOB.15_1.32	Lõʼõ na sa iroegi baw̃ania, ba no itõrõ, ba aleoe mboeloe nohi chõnia.
JOB.15_1.33	Itoroegõ mboeania si lakiritõ, si mane agoe, waʼatoroe mbowonia, si mane faʼatoroe mbowo falo.
JOB.15_1.34	Ngaʼõtõ zeboea horõ, ba no timba zi mate, ba alitõ zi manga nose zi manga ganaʼa.
JOB.15_1.35	Manabina famakao ira, ba laʼadonogõ wamakiko; faja loealoea daloera.” 
JOB.16_1.1	I. 
JOB.16_1.2	”No fahõna oerongo zi manõ; sondrara tõdõ fangaboe dõdõ ami fefoe. 
