MAT.1.1	Ăṭṭarex n-
1CO.9.27	ănnihăḍăɣ dăɣ-iman-in hullan, wăr-əlkemăɣ ɣas i-a-wa făll-i tărha taɣəssa-nin, ănn-ak, Măssinăɣ a oyyeɣ a dăɣ-i ănnăhăḍ i-ad-ămašălăɣ erhet-net dăɣ-a-s ăksuḍăɣ ad-ăbas heɣ azzal-wen-dăɣ ḍarăt ălxuṭbăt wa jeɣ i-ăddinăt.
1CO.10.1	Ayətma, wăr ărheɣ ad-təžhalăm dăɣ-isălan n-a-wa irmăsăn imɣarăn-nănăɣ ibda dăɣ-tenere. Ăzzăman-en, təllay jənnəj-săn tejărăkt, sasaɣad-tăn, ijrăw-asăn Măssinăɣ ad-əjləyăn ejărew wa səmmăn, 
1CO.10.2	olăh a-wen d-a-s ătiwăsălmăɣăn dăɣ-tejărăkt-en d-ejărew wa səmmăn dăɣ-idəm n-tassaɣt ta jăn d-ănnăbi Mosa, 
1CO.10.3	ăzzăbbăt-dd Măssinăɣ fălla-săn amənsi n-taləmmiẓt dd-ifalăn išənnawăn, əkšăn, 
1CO.10.4	əswăn dăɣ-aman wi fălla-săn dd-ăzzăbbăt Măssinăɣ. Aman-en, taḍaɣt dd-falăt išənnawăn a dd-əzjarăn, tărjăš ḍăra-săn e-s əkkăn dăɣ; taḍaɣt-en, tamătart n-
1CO.10.5	Hakd a-wen-dăɣ, tunjăy təššəm-năsăn amišəl n-erhet n-Măssinăɣ, ăbjănjănăn fălla-s, hăn-dd-i ăjjootnen dăɣ-săn ămmuun dăɣ-tenere-en-dăɣ.
1CO.10.6	Hărătăn-win-dăɣ, ălmitalăn a hanăɣ-ămoosăn i-ad-wăr nəjješ ălxal wa əjjăšăn, i-ad-wăr nəsədărhən a-wa lăbasăn ăsdărhănăn. 
1CO.10.7	Ǝbḍəwăt d-ălɣibadăt n-ăṣṣănămăn, wăr jem a-wa jăn iyyăḍ dăɣ-săn ed ătwănnʼ-anăɣ:
1CO.10.7	«Tăqqima tamətte, təkšă, təswă,
1CO.10.7	təbdad ad-dallăl dat-ăṣṣănămăn-net.»
1CO.10.8	Wăr nəsămăḍaset iman-nănăɣ šund a-wa jăn iyyăḍ dăɣ-săn; win-hi əntăneḍ, ihlăk dăɣ-săn Măssinăɣ sănatăt timərwen d-kăraḍ n-efăḍ n-ăhaləs dăɣ-iyyăn n-ašăl. 
1CO.10.9	Wăr nətirmet 
1CO.10.10	Wăr tăbjănjănăm šund a-wa jăn iyyăḍ dăɣ-săn ed, təssanăm a-s, osʼ-en-dd ănjălos wa iṭṭăfăn tamăttant, ilhăs-tăn iket-dăɣ-năsăn.
1CO.10.11	A-wa tăn-irmăsăn, ifăqqăn n-a-wa ăddoben ad-hanăɣ-irməs a ămoos i-ad-năj ənniyăt i-iman-nănăɣ. Isălan-wi-dăɣ, əktăbăn i-ad-hanăɣ-səfhəmăn hărăt năkkăneḍ-i hănen ajilal n-ăddunya. 
1CO.10.12	A-wen-dăɣ a făl ere ordăn iman-net tebădde, ăjet ənniyăt i-ad-wăr-oḍa. 
1CO.10.13	A-s kăwăn-ăžžurrăb Iblis-dăɣ, ənta a-s itižărrub dăgg-adəm iket-năsăn, Măssinăɣ Ămaɣdal a ămoos, wăr kăwăn-e-ăyy ăžžurrăb-kăwăn Iblis s-a t-illăn jənnəj-tădabit-năwăn, ănn-ak, e-d kăwăn-ăžžurrăb-dăɣ, ad-kăwăn-ăkf daɣ tădabit n-ăṣṣăbarăt s-dd-təntăšăm iman-năwăn dăɣ-a-wen.
1CO.10.14	Ayətma wi əkneɣ tărha, jawăḍăt i-ălɣibadăt n-ăṣṣănămăn, 
1CO.10.15	meddən əjrahnen hărăt a-s ăssewălăɣ, a-wen-dăɣ a făl zənnəzjumətăt hullan dăɣ-a-wa hawăn-janneɣ. 
1CO.10.16	Afăl ălwăqq wa d-nətihăr amənsi wa šăddijăn n-Emăli, afăl ălwăqq wa d-nəsass dăɣ-alkas wa šăddijăn i-ad-numay i-Măssinăɣ, ajăn wădden ənta-den-dăɣ a-wa isidəttun tartit-nănăɣ d-
1CO.10.17	Šămad wăr t-illa ar tajəlla tiyyăt, a-wen a t-ămoosăn taɣəssa n-Ălmasex, a-wen-dăɣ daɣ a-s năkkăneḍ, kud nəjjət-dăɣ, nămoos tiyyăt taɣəssa dăɣ-təssəba n-tassaɣt-nănăɣ dăr-s.
1CO.10.18	Ǝkyədăt ɣas dăɣ-kăl-Iṣrayil, ɣur-săn wi tattănen isan n-tikutawen ti jănen i-Măssinăɣ, osaɣăn daɣ dăɣ-təssəba n-takute-ten-dăɣ d-Măssinăɣ ed asăɣrəs wa făll-ɣarrăs takute, i n-Măssinăɣ. 
1CO.10.19	Ma tordam, ma əkkeɣ dăɣ-a-wen? Tordam a-s isan ikat ăwadəm i-ăṣṣănămăn, ămoosăn hărăt? Meɣ ăṣṣănămăn iman-năsăn făw, ak hărăt? Wăr-ămoosăn wăla a ənḍărrăn, 
1CO.10.20	ănn-ak, a ărheɣ, ad-kăwăn-səlmədăɣ a-s a ikăt ăwadəm i-ăṣṣănămăn-dăɣ, wădden Măssinăɣ a-s t-ikăt, alšinăn a-s t-ikăt. Ăywa! Năkk, wăr-ărheɣ ad-tasɣəm hărăt d-alšinăn. 
1CO.10.21	Wăr tăddobem ad-sassăm dăɣ-alkas wa kăwăn-dd-isakten tanăɣla ta ija ašni n-Emăli Ɣisa dăɣ-təssəba n-ad-təjrəwăm tenăšše n-ibăkkaḍăn-năwăn, taləsăm daɣ ḍarăt-a-wen, tesăse dăɣ-alkas wa dăɣ-sassăn inaɣbadăn n-alšinăn ăssaɣăt wa d-tăn-ɣabbădăn. Wăr tăddobem ad-təkšəm tajəlla ta kăwăn-dd-saktet taɣəssa n-Ɣisa-i ămmun i-ad-təjrəwăm tenăšše n-ibăkkaḍăn-năwăn, taləsăm daɣ ḍarăt-a-wen tetăte n-tajəlla ta tăttăn inaɣbadăn n-alšinăn ăssaɣăt wa d-tăn-ɣabbădăn. 
1CO.10.22	Meɣ, kăwăneḍ, a tărham ad-asəm Emăli fălla-wăn? Tordam a-s tăddobem ad-tăɣləsăm dăɣ-ăššar-net afăl t-ijjăš aḍkăr fălla-wăn?
1CO.10.23	Wăr t-illa a-s wădden nəjraw săr-s măšan, wădden hărăt iket-net a infan hărăt. 
1CO.10.24	Wăr dăɣ-wăn itămmăɣet wălʼ iyyăn i-tənfa ta n-iman-net ənta ɣas, ănn-ak, izəzăret tənfa ta n-imidiwăn-net ta n-iman-net.
1CO.10.25	Isan təjrăwăm nazzăn dăɣ-ăssuk-dăɣ, a ămoosăn-dăɣ, ăkšăt dăɣ-săn kunta wăr tăn-əkrehăn ulhawăn-năwăn 
1CO.10.26	ed əlkəttab n-Măssinăɣ, innă:
1CO.10.26	«Ăkall d-a-wa t-ihăn iket-net, i n-Emăli.»
1CO.10.27	Afăl kăwăn-dd-ăsmăjarăt ere wărăn ămoos amumən, afăl t-təkkăm, amənsi hawăn-dd-issəskăr-dăɣ, ăkšăt dăɣ-s, wăr t-kărrăhnet ulhawăn-năwăn 
1CO.10.28	măšan, afăl kăwăn-iɣtăl ăwadəm, innʼ-awăn: «Hewăt, isan-di, i n-teɣse ikat ăwadəm i-ăṣṣănăm, wăr tăn-təkšem dăɣ-təssəba n-ăwadəm wa hawăn-illăɣen i-ad-wăr tăɣšedăm iman-net.» 
1CO.10.29	Wăr hawăn-ənneɣ a-wen dăɣ-təssəba n-aɣăšad n-iman wi-năwăn, ănn-ak, ənneɣ-awăn-t dăɣ-təssəba n-ad-wăr tăɣšedăm iman n-ăwadəm wa kăwăn-ikkăsăn dăɣ-taɣdărt d-ad-wăr təššekăm iman-năwăn ḍarăt a-wa.
1CO.10.29	Ǝssanăɣ a-s ad-hi-ənnən iyyăḍ dăɣ-wăn: «Ajăn năkk, mafăl təyyăɣ ăwadəm ikmam-ahi dăɣ-tărha n-iman-in, dăɣ-təssəba n-a-s ikrah a-wa tajjăɣ? 
1CO.10.30	Năkk a-wa dăɣ-ămmoyăɣ i-Măssinăɣ ălwăqq wa d-tattăɣ, əndek a-wa ijrăwăn i-ăwadəm ad-ijjəš ti-nin făll-amənsi s-išwăr ămmoyăɣ i-Măssinăɣ dăɣ-təssəba-net?»
1CO.10.31	Ămăra, ənneɣ-awăn: jer-tattăm wăla sassăm, a tăjjăm-dăɣ, ăjăt-t dăɣ-derhan n-ad-səmɣărăm Emăli. 
1CO.10.32	Wăr tumasăt i-ăwadəm wălʼ iyyăn əssəbab n-tanməšrayt jer-ămoos ăgg-Ălyăhud wăla ăgg-Ălyunan
1CO.10.33	Tălălăt-ahi, wăr təjjăɣ făw a dăɣ-hi-əššakăn ăddinăt, wădden tənfa n-iman-in ɣas a ḍarăt ošalăɣ, ănn-ak, dăɣ-a-wa tăjjăɣ iket-net, ăzizărăɣ tənfa n-ăddinăt wi iyyăḍnen ta-nin i-ad-tăn-iɣləs Măssinăɣ.
1CO.11.1	Tălălăt-ahi s-əmmək wa s-ăttilălăɣ 
1CO.11.2	Ayətma, ămmoyăɣ-awăn əmmək wa s-hi-kittəwăm hak ašăl, hannăyăɣ daɣ a-s a-wa kăwăn-əssăɣrăɣ d-a-wa dăr-kăwăn-ăsmătărăɣ, tamašălăm-t iket-net. 
1CO.11.3	Ămăra, ărheɣ ad-kăwăn-in-səjrăhăɣ hărăt iyyăn: Ɣisa a ixkamăn dăɣ-hak ăhaləs, ăhaləs a ixkamăn dăɣ hănne-s, Ɣisa daɣ Măssinăɣ a dăɣ-s ixkamăn. 
1CO.11.4	A-wen-dăɣ a făl e-d itəddal ăhaləs Măssinăɣ, meɣ ijraw ɣur-Măssinăɣ măjrăd s-ila s-ad-t-ăffăssăr i-ăddinăt, wăr-ităjjet a-wen injaḍ ed asəmmăḍri a itajj Ɣisa-i n-ămănokal-net. 
1CO.11.5	Tamăḍt daɣ, e-d təddal Măssinăɣ, meɣ e-d təjrăw ɣur-Măssinăɣ măjrăd s-la s-ad-t-tăffăssăr i-ăddinăt, wăr la s-ad-tăj a-wen wăr tăswăr ed tamăḍt wărăt tăswăr, asəmmăḍri a tajj ăhaləs-net ed wăr təẓley d-ere ăsităbălbălăn; asəttəbəlbəl ya, ăsikărakăḍ făll-tamăḍt. 
1CO.11.6	A-wen-dăɣ a făl tamăḍt ta wărăt tărha aswăr, adiš šəjwəšet daɣ, măšan, kunta ija ɣur-wăn a-s ăsikărakăḍ ad-šəjwəš tamăḍt meɣ tăstăbălbăl, adiš, ufʼ-as ad-səwăr.
1CO.11.7	Ăhaləs ənta, wăr-ămɣatăr s-ad-injaḍ e-d itəddal Măssinăɣ ed Măssinăɣ, ixlăk-anăɣ dăɣ-milhaw wa-net i-ad-t-nəsəmɣăr, a-s ija a-wen, semɣar wa ila ăhaləs, hănne-s a dd-ifal, 
1CO.11.8	ed ašăl wa dd-ixlăk Măssinăɣ ăddunya, wădden ăhaləs, a dd-iknăn dăɣ-tamăḍt, ănn-ak tamăḍt a dd-təknăt dăɣ-ăhaləs. 
1CO.11.9	Wădden ăhaləs a dd-iknăn dăɣ-təssəba n-tamăḍt, ănn-ak, tamăḍt a dd-təknăt dăɣ-təssəba n-ăhaləs. 
1CO.11.10	Dăɣ-təssəba n-a-wen-dăɣ d-dăɣ-təssəba n-ănjălosăn wi ăsijădnen hak ăssaɣăt, a făl iwar tamăḍt ad-tăsiwăr eɣăf-net i-ad-tăssikna s-a-wen-dăɣ a-s tăqbal a-s illʼ-e jənnəj-s ăhaləs-net. 
1CO.11.11	Măšan, hakd a-wen-dăɣ dăɣ, năkkăneḍ-i s-ašăl-i-dăɣ, nosăɣ d-Emăli s-immun wa săr-s nəja, ăhaləs, wăr t-illa ar s-tamăḍt, tamăḍt daɣ, wăr t-təlla ar s-ăhaləs 
1CO.11.12	făl-a-s, ašăl wa dd-ixlăk Măssinăɣ ăddunya, ăhaləs a dăɣ-dd-ikkăs tamăḍt măšan, ašăl-i-dăɣ, wăr t-illa ăhaləs s-wădden tamăḍt a t-torăwăt. A-wen iket-net, Măssinăɣ ad-dd-ifal.
1CO.11.13	Ǝjrăhăt-in ɣas kăwăneḍ iman-năwăn: ak, ăhuuskăt ad-dd-təjjəš tamăḍt wărăt tăswăr ălžămaɣăt n-imumənăn təddalnen Măssinăɣ, ad-t-təddal ənta-dăɣ? 
1CO.11.14	Ajăn wădden, a-wa hanăɣ-iɣlăyăn iket-net, isaknʼ-anăɣ a-s wăr dd-osenăt tišəkkaḍ făll-ăhaləs? Ilăš fălla-s a-wen 
1CO.11.15	măšan, tamăḍt ənta, a-wa hanăɣ-iɣlăyăn iket-net, ăssiiknʼ-anăɣ a-s tišəkkaḍ, tamăḍt a făll-ăhusknăt ed Măssinăɣ a has-tănăt-ikfăn i-ad-tudabăt ad-təṣtăr iman-net. 
1CO.11.16	Ăywa, kunta han-kăwăn ăddinăt ha tamădašt dăɣ-isălan-wi-dăɣ, əlmədnet a-s wăr t-illa agna nəzzay săl wa-dăɣ, wăr t-illa daɣ agna əzzaynăt 
1CO.11.17	Ămăra, ăssiilmădăɣ-kăwăn a-s wăr ɣur-i lem tisenen ed, əsleɣ a-s kăwăneḍ, e-d tažămmaɣăm, wăr tinɣəymim i-ad-təhələm s-data, ănn-ak, a-wa kăwăn-isahalăn s-ider ɣas a făl tažămmaɣăm. 
1CO.11.18	S-tizarăt, əsleɣ a-s e-d tažămmaɣăm i-ălɣibadăt, tiẓunawen a tajjăm, əflasăɣ a-s a-wen, ija dăɣ-s hărăt, 
1CO.11.19	ed băḍḍo-băḍḍo, ăhhuuššăl ɣas i-ad-itwənhəy wi s-itbăt a-s tidət a-s əlkamăn. 
1CO.11.20	Ǝsleɣ a-s tažămmaɣăm măšan, ažəmmăɣ-năwăn i-ad-tahərəm amənsi wa n-tasăktot šăddijăn n-Emăli, wăr-itəjj s-ălmăɣna 
1CO.11.21	făl-a-s, e-d iwwăḍ ălwăqq wa n-tetăte n-amənsi-en, hak iyyăn dăɣ-wăn, ad-iḍəw dăɣ-a-wa dd-iwwăy ad-t-itatt, umas a-s aɣil-năwăn iyyăn, ălluẓ, a-s ija a-wen, aɣil wa iyyăḍăn, ăyyiwăn har dăɣ-s ikkăs făw asməd ənniyăt. 
1CO.11.22	Ma jăn ihănan-năwăn təkšəm-dd, təswəm-dd dăɣ-săn təzzar təkkəm-dd ălkănisăt n-Măssinăɣ? Meɣ kăwăneḍ, wăr təssəmɣărăm 
1CO.11.23	Ămăra, a-wa hi-issăɣra Emăli a-s ărheɣ ad-hawăn-t-in-səssiwəḍăɣ: Ehăḍ wa dăɣ-ila Emăli 
1CO.11.24	ămmoy i-Măssinăɣ təzzar, ăẓun-tăt jer-inəṭṭulab-net, innʼ-asăn: tajəlla-ta-dăɣ a-s taɣəssa-nin ta mad-ăkfăɣ dăɣ-idăggan-năwăn. Ɣăymăt tažămmaɣăm, tuẓanăm-tăt jer-iman-năwăn i-ad-hi-dd-kittəwăm. 
1CO.11.25	Ǝssəmdăn tetăte ɣas, ijă a ənnin-dăɣ daɣ i-kara wa n-tesăse, iḍkăl-t, innă: «A-wa ihăn kara-wa-dăɣ a-s tasăktot n-
1CO.11.26	e-d təžəmmăɣăm-dăɣ har tohărăm tajəlla d-kara-wa-dăɣ, isălan n-tamăttant n-Emăli a tajjăm har ašăl wa dd-mad-iqqəl.»
1CO.11.27	A-wen-dăɣ a făl ere ikšăn tajəlla-ta-dăɣ dd-siktəwăt taɣəssa n-Emăli, meɣ ere iswăn kara-wa-dăɣ dd-isiktəwăn ašni-net, dăɣ-a-s, wăr-ikfa a-wen semɣar, asəffăṭṭi ɣas a itajj dăɣ-taɣəssa d-ašni n-Emăli-i ikfa i-əlɣəllas n-dăgg-adəm. 
1CO.11.28	A-wen-dăɣ a făl hak ăwadəm-dăɣ, izəjjəzzet iman-net, ikkəset abăkkaḍ dăɣ-tămudre-net təzzar, ijrəw s-ad-ăkš tajəlla n-Emăli, isəw daɣ kara-net 
1CO.11.29	făl-a-s, ere ikšăn tajəlla n-Emăli meɣ iswă kara-net dăɣ-a-s wăr-omen a-s a-wa taɣəssa n-Emăli d-ašni-net, ăwadəm-en, ilmədet a-s əḍmanăn dăɣ-s iman-net. 
1CO.11.30	Dăɣ-təssəba n-a-wen-dăɣ făw a făl kăwăn-han ăddinăt ăssilmăḍnăt turhənnawen d-inəbdan, iyyăḍ făw, ămmun. 
1CO.11.31	Afăl nădoɣ i-iman-nănăɣ, wăr hanăɣ mad-iwăr uḍlem dat-Măssinăɣ.
1CO.11.32	Măšan, kud hanăɣ-iwăr uḍlem dăɣ-ăššăreɣa n-Emăli-dăɣ, ija a-wen dăɣ-ittus n-ad-naɣəd, dihen, wăr mad-nahăr d-ăddunya ujəš n-temse.
1CO.11.33	Ayətma, e-d təžžəmmăɣăm i-ad-təkšəm tajəlla ta dd-siktut taɣəssa n-Emăli, ẓəẓẓidărăt, nəmăqqəlăt jer-iman-năwăn, 
1CO.11.34	kunta ihʼ-iwăn ere ălluẓăn, ăkšet-dd ɣur-ehăn-net təzzar, i-ad-wăr-itumas ažəmmăɣ-năwăn a fălla-wăn dd-isiḍəwăn ăššăreɣa n-Măssinăɣ.
1CO.11.34	Harătăn wi iyyăḍnen hin-oyyeɣ wăr tăn-ənneɣ, ad-hawăn fălla-săn ədwənneɣ afăl kăwăn-in-oseɣ.
1CO.12.1	Ayətma, ămăra, dăɣ-isălan n-isuf wi ităjj Măssinăɣ s-tărna n-
1CO.12.2	Təssanăm a-s ibda a-s tănimăšrăyăm i-Măssinăɣ, ăṣṣănămăn ɣas a ḍarăt tošalăm siha d-siha, a-s ija a-wen, wăr t-təlla tăfert tăddobet ad-dd-təzjăr imawăn-năsăn. 
1CO.12.3	A-wen-dăɣ a făl ărheɣ, ad-hawăn-ăllăɣeɣ a-s, wăr t-illa ere s-iha Unfas Šăddijăn ulh-net dd-e-iggədăn, ad-ijanna: «Ilɣăn Măssinăɣ Ɣisa», wăr t-illa daɣ ăgg-adəm ăddooben tənna n-a-s: «Ɣisa a-s Emăli» ar s-ad-t-dd-intaj Unfas Šăddijăn s-tənna n-a-wen.
1CO.12.4	Isuf n-Măssinăɣ wi ităjj i-dăgg-adəm s-tărna n-
1CO.12.5	imašalăn wi issăɣlăf Măssinăɣ i-dăgg-adəm s-tărna n-Unfas-net, əjjətăn, əẓlayăn măšan, a-wen, wăr hin-ikkes a-s Emăli iyyăn a ihakkăn a-wen; 
1CO.12.6	tădabit daɣ ta ihăkk Măssinăɣ i-asəssiwəḍ n-imašalăn-win-dăɣ, təbḍa s-ăwadəm-ăwadəm măšan, Măssinăɣ iyyăn a isarɣasăn a-wen-dăɣ iket-net i-ăddinăt iket-năsăn.
1CO.12.7	Hak amumən-dăɣ, ijraw ɣur-
1CO.12.8	Ăwadəm iyyăn, ijraw ɣur-Unfas Šăddijăn tădabit n-tənna n-măjrăd ilan ujreh, iyyăn ijraw ɣur-Unfas Šăddijăn təlɣuləma, a-wen iket-net, Unfas-en-dăɣ n-iyyăn a t-ihakkăn. 
1CO.12.9	Ăwadəm iyyăn, ihakkʼ-e Unfas immun, ăkf iyyăn tădabit n-ad-izizuy imarhinăn, 
1CO.12.10	ăkf iyyăḍ tădabit n-tijawt n-tikunen, ăkf iyyăḍ tădabit n-asəssiwəḍ i-ăddinăt isălan fălla-s dd-ăzizăbbăt Măssinăɣ, ăkf iyyăn musnăt jer-ăddinăt, iyyăḍ tădabit n-asiwəl n-awalăn wăren ătwăssan, ăkf daɣ iyyăḍ tădabit n-ăttăfăssir n-awalăn-en-dăɣ. 
1CO.12.11	Unfas Šăddijăn-en-dăɣ a itajjăn hărătăn-win-dăɣ iket-dăɣ-năsăn. Hak ăwadəm-dăɣ d-tădabit ta s-irha ad-has-tăt-ăkf, hak ăwadəm-dăɣ, wăr-ăssalăh a-wa t-ikfă d-a-wa ikfă amidi-net.
1CO.12.12	Ăyyăt-ahi ad-kăwăn-ăkfăɣ ălmital s-kăwăn-əssəfhəmăɣ edăgg wa-dăɣ: wădden taɣəssa n-ăwadəm-i-dăɣ, tiyyăt ɣas măšan, tămmuzjăl, tartit n-izəmmuzjal-en-dăɣ iket-năsăn a-s taɣəssa. Ǝnta-den-dăɣ daɣ a-wa nəja dăɣ-tassaɣt-nănăɣ d-
1CO.12.13	iket-nănăɣ, iyyăn n-Unfas a dăɣ-nătwăsălmăɣ i-ad-nasăɣ, numas tiyyăt taɣəssa. A-wen, wăr săr-s əẓleyăn kăl-Ălyăhud wăla kăl-Ălyunan
1CO.12.14	Taɣəssa ya, wăr tămoos azămmăzjul iyyăn ɣas, əjjətăn izəmmuzjal-net. 
1CO.12.15	Afăl dd-iggăd aḍăr, inna: «Năkk, wăr hi-təla taɣəssa ed wăr-ămoosăɣ ăfuss», ajăn ikkăs-t a-wen dăɣ-tumast n-azămmazjul n-taɣəssa? 
1CO.12.16	Kud dd-təggăd daɣ taməẓẓujt, tənnă: «Năkk, wăr hi-la taɣəssa ed, wăr-ămoosăɣ tiṭṭ», ajăn a-wen ikkas-tăt dăɣ-tumast n-hărăt dăɣ-taɣəssa? 
1CO.12.17	Ǝnnăr tămoos tăɣəssa iket-net tiṭṭ, ma s-mad-isəl ăgg-adəm hărăt? Ǝnnăr tămoos taɣəssa iket-net taməẓẓujt, ma s-mad-isunsəj ăwadəm hărăt? 
1CO.12.18	Wădden əmmək-wen-dăɣ daɣ a-s dd-ixlăk Măssinăɣ taɣəssa, ănn-ak a-s tăt-dd-ixlăk, hak azămmazjul n-taɣəssa-dăɣ d-edăgg wa s-has-irha dăɣ-taɣəssa. 
1CO.12.19	Ǝnnăr azămmazjul iyyăn ɣas a t-illan, iket-di, wăr t-təmmil taɣəssa. 
1CO.12.20	Dăɣ-təssəba n-a-wen-dăɣ a făl, taɣəssa, əjjətăn izəmmuzjal-net măšan, taɣəssa ənta, tiyyăt ɣas. 
1CO.12.21	A-wen-dăɣ a făl wăr tăddobăt, ad-dd-təggəd tiṭṭ, tănn i-ăfuss: «Năkk, wăr dăɣ-k leɣ əššăɣəl», wăr-ăddobăt daɣ eɣăf, ad-dd-iggəd, ănn i-iḍarăn: «Wăr săr-wăn ămɣatărăɣ.»
1CO.12.22	Wădden, hannăyăm a-s izəmmuzjal n-taɣəssa-nănăɣ wi wăr nəkna asəfrar, əntăneḍ-en-dăɣ a hanăɣ-ənfanen s-hărăt, 
1CO.12.23	ija ɣur-năɣ a-s izəmmuzjal n-taɣəssa-nănăɣ wi nəkna məlkăhaw, əntăneḍ, a nəkna asəbbələl, wi s-hanăɣ-ăsikărakăḍ wăla ad-năɣăr ismawăn-năsăn, əntăneḍ-en-dăɣ a nəkkan aṣătar. 
1CO.12.24	Wi iwăr sărho, wăr nămɣatăr s-aṣătar-năsăn făl-a-s Măssinăɣ iman-net-i dd-iknăn taɣəssa, ijʼ-asăn ăddăbara făl iwăr sărho išrutăn wi ifăl. 
1CO.12.25	A-wen ijʼ-e Măssinăɣ i-ad-wăr kənnəs taɣəssa d-iman-net, dihen, hak azămmazjul-dăɣ, ăkkuul dăɣ-amidi-net. 
1CO.12.26	A-wen-dăɣ a făl e-d ăsnin edăgg iyyăn dăɣ-taɣəssa, taɣəssa iket-net daɣ a tăsniinăt, e-d irxăm daɣ edăgg iyyăn dăɣ-taɣəssa, taɣəssa iket-net a madăt-tisraw.
1CO.12.27	Kăwăneḍ, a-s taɣəssa n-
1CO.12.28	A-wen-dăɣ a făl dd-ăšmašăl Măssinăɣ inəmmušal s-tizarăt dăɣ-ălxidmăt-net wa n-
1CO.12.29	Ǝnhəywăt, wădden ăddinăt iket-dăɣ-năsăn a-s inəmmušal, wădden iket-dăɣ-năsăn a-s ănnăbităn, wăr ămoosăn iket-năsăn ălɣulam, wădden iket-năsăn a əjrawnen tădabit n-tijawt n-tikunen 
1CO.12.30	wăla azuzi n-imarhinăn wăla măjrăd n-awalăn wăren ătwăssan wăla tădabit n-ăttăfăssir-năsăn. 
1CO.12.31	Šămad isălan-den-dăɣ, adiš, ărheɣ dăɣ-wăn ad-səddărhənăm isuf n-
1CO.13.1	Kud-irha siwəlăɣ awalăn wi n-dăgg-adəm hakd-dăɣ wi n-ănjălosăn, kunta ămmuukkăn a-wen, afăl wăr-ăsdăwăɣ a-wen d-tărha n-ulh təmdat, wăr iẓley măjrăd-in d-emăsli n-tăẓoli tăssewălăt bannăn meɣ tefelt n-daroɣ təẓyakăt. 
1CO.13.2	Kud-irha făw umas a-s wăr t-illa măjrăd n-Măssinăɣ s-wădden ăzizăbbăt-t-dd făll-i i-ad-t-in-səssiwəḍăɣ ăddinăt, kud-irha făw, wăr t-illa əddăraj s-wădden əssanăɣ-t, kud-irha ăzizăbbeɣ musnăt, kud-irha leɣ immun wa isahanen iḍaɣăn, afăl wăr-ăsdăwăɣ a-wen d-tărha n-ulh təmdat, wăr-ămoosăɣ wăla a ənḍărrăn. 
1CO.13.3	Kud-irha, ărməsăɣ ehăre-nin iket-net, ăjăɣ-t takute i-tilăqqiwen, kud-irha făw ăjăɣ i-Emăli alkum-wa-dăɣ s-wăr-ăkkulăɣ a-s ărɣeɣ dăɣ-efew dăɣ-təssəba-net, afăl wăr-ăsdăwăɣ a-wen d-tărha n-ulh təmdat, wădden wăla a ənḍărrăn.
1CO.13.4	Ăwadəm wa s-ha tărha təmdat ulh-net, he taẓidert, oolaɣ, wăr-itisəm făl a ikfa Măssinăɣ wăr t-ikfa, wăr-itəbărij, wăr-ăssakăy, 
1CO.13.5	wăr itəjj a ilăšăn, wăr-igla făl derhan n-iman-net, išmăr, ilammăẓ-in a ăjjeen, 
1CO.13.6	wăr-ităqqəs i-a wărăn oɣed, tidət a t-isadăwen, 
1CO.13.7	inašš, iflas, ijar ăṭṭăma, iṣbăr.
1CO.13.8	Tărha, wăr-ilkem ad-tăt-ăba, təlluləya dăɣ-isălan n-Măssinăɣ, ad-təmdəw; awalăn wi wăren ătwăssan, ad-tăn-iba, musnăt ad-imdəw 
1CO.13.9	ed musnăt, hakd-dăɣ təlluləya dăɣ-isălan n-Măssinăɣ, hak iyyăn dăɣ-năɣ ila dăɣ-s hărăt 
1CO.13.10	măšan, afăl dd-osa a-wa imdăn, ad-imdəw a-wa dărrusăn, ijjəš a-wa imdăn edăgg-net.
1CO.13.11	A-s nămoos aratăn, măjrăd n-aratăn a nətajj, inəzjam n-aratăn a nəṭṭaf, tayətte n-ara a-s nărjaš măšan, nămoos meddən ɣas, noyyʼ-in fălla-năɣ a-wa lăn aratăn. 
1CO.13.12	Tidət-dăɣ a-s ămăra-dăɣ, wăr nănnuflăy dăɣ-ahănay n-hărătăn wi n-Măssinăɣ ed ahănay-nănăɣ, olăh d-ahănay wa ităjj ăwadəm i-iman-net dăɣ-tiset wăššărăt, wăr-ăddobăt s-iyyăt ad-dăɣ-s inhəy iman-net iket-net măšan, ašăl wa n-tebădde, ad-nənhəy Măssinăɣ s-tiṭṭawen-nănăɣ, nəzzəy-t s-əmmək wa s-hanăɣ-izzăy ašăl-i-dăɣ.
1CO.13.13	Iket-di d-ităjj a-wen, əllan-t kăraḍ hărătăn ăɣlalnen: immun, ăṭṭăma d-tărha măšan, toojăr-tăn tărha iket-dăɣ-năsăn.
1CO.14.1	Ayətma! Təjjəšet tărha təmdat ulhawăn-năwăn, ărhăt isuf wi ităjj 
1CO.14.2	Ăwadəm wa ăddooben ad-isiwəl awalăn wăren ătwăssan, Măssinăɣ a-s itamăjrad wădden dăgg-adəm, wăr t-illa ere t-ifhamăn ed, Unfas a t-dd-intăjăn i-ad-isiwəl əddărajăn-wi dăɣ-ăssewăl. 
