MAT.1.1	Dawute naa, Abrahaame naa gidida Yesus Kirstoosa yeletetha zarkey hayssafe kaallizayssa;
ACT.1.13	Gede katamayo gelida wode kase ba diza keeththa Pooqe bolla kezida; heytikka Phexroosa, Yohannisa, Yaqoobe, Indiraasa, Piliphoosa, Toomaasa, Bartelemoosa, Matoosa, Ilfiyoosa naa Yaqoobe, ba bagga maaddizade geetettiza Simoonanne Yaqoobe naa Yuhuda. 
ACT.1.14	Heyti wurikka macasatappe Yesusa aayo Maaramira hessathoka iza ishatara issi woznan issi bolla qanxonta minni woossida.
ACT.1.15	He gallasatan Phexroosi xeetanne nam7u tammu ammaniza asa giddon eqqidi, 
ACT.1.16	“Ta ishato! Yesusa oykkida asata kaalethi ehida. Yuhuda gish Xillo Ayanay kasetidi Dawute duunan haasayida Geeshsha maxaafa qaalay polettana koshshees. 
ACT.1.17	Izikka nuuppe issade mala taybettidi hayssa ha oosozan gellanas qaada demmides” gides.
ACT.1.18	Gidikkoka hayssadey ba iita ooson demmida miishan gade shamides; henka ba liiphen gufanni kundin iza asatethay giddofe phalqeti wodhdhides; iza maracey biitta bolla zaazetides. 
ACT.1.19	Hessika Yerusalamen diza asas ubbas siyettides. Biittaykka ista qaalara “Akeldama” geetettides; hessas birsheththayka suutha biitta guussa.
ACT.1.20	Gujjidikka Phexroosi “Mazamure maxaafan
ACT.1.20	‘Iza gadey mela atto, izan ay asikka dooppo;
ACT.1.20	qasseka iza daannateth hara asi ekko’
ACT.1.20	geetetti xaafettides. 
ACT.1.21	“Hessa gish Goda Yesusi nunara diza wode ubban nunara issife dizayta giddofe nu issade dooranas koshshees. 
ACT.1.22	Hessika Yohannisa xinqateppe haa simmin Yesusi nuuppe shaaketi dendi baana gakkanaas nunara dizadde gidanas bessees. Gaasoyka ha asatappe issadey nunara Yesusa denthas marka gidana koshshees” gides. 
ACT.1.23	Hessa gish Barsabaasa woykko Yosxoosa geetettiza Yoosefenne Maatiyaasa nam7ata shiishshidi, 
ACT.1.24	“Godo! Ne asa ubba wozna eraasa; hayta nam7ata giddofe ne oona dooridakko issade nuna bessa. 
ACT.1.25	Yuhuday yeggi bidason ha oosa ooththanadenne Hawaare gidanadde ne doora” gi woossida. 
ACT.1.26	Hessafe saama yeggin saamay Maatiyaasas kezides. Izikka tammanne issi Hawaaretara issife tayibettides.
ACT.2.1	Phenxaqoste geetettiza ba7aale gallassi gakkida wode asay wurikka issi soon shiiqi dishin; 
ACT.2.2	qofay baynda daro mino gote carko mala giirissi yides; asay diza keeththakka kumides. 
ACT.2.3	Tama laco inxarsa malay asas beettidi shaaketi shaaketi issi issi asa bolla uttides. 
ACT.2.4	Ammanizayti wuri Xillo Ayanan kumidi Ayanay istas haasayanas immidayssa keena hara qaalara haasaya oykkida.
ACT.2.5	He wode salo gufanthon diza dereppe yida Xoossas babbiza Ayhudati Yerusalamen deettes. 
ACT.2.6	He giirissa siydi derey shiiqides. Issi issi asay ba qaalara haasayizayssa siydi malalettida. 
ACT.2.7	Malaletidinne gaanazi dhayin “Hayti haasayizayti wurikka Galila as deettenee? 
ACT.2.8	Histin nuni nu yeletida nu dere qaalara isti haasayishin wosti siyizonii? 
ACT.2.9	Nuni Pharteena asay, Meede asay, Eelaame asay, Mesopotoomiyan, Yuhudan, Qophodooqiyan, Phanxoosan, Iisiyan, 
ACT.2.10	Firgiyan, Phinfiliyan, Gibxen, Qareena achchan diza Liibiyappenne Oroomeppe yidayti 
ACT.2.11	Ayhudatinne gede Ayhudatethan gelida Qarxeese asanne Araabe asata gidishin Xoossa wolqama oosoza hayti nu qaalara haasayishin nu siyoos” gida.
ACT.2.12	Wurikka keehi malalettidinne gaanazi dhayin ba giddon “Hayssi aazeshaa?” geetettida. 
ACT.2.13	Bagga asay “Hayti daro woyne cajje uyida” giidi ista qidhida.
ACT.2.14	He wode Phexroosi tammanne issinetara eqqidinne ba qaala dhoqu histidi deraas hizgides “Inteno Yuhuda asato! Yerusalamen dizayto! Inte wurikka hayssa issi miish eritenne ta gizayssa siyite. 
ACT.2.15	Ha7i gadey wontin buro heedzdzu saate gidida gish inte qoppiza mala hayti asati mathotibeetenna. 
ACT.2.16	Gido attin hayssi kase nabe Iyu7eelen hizgi yootetida qaalay poletanassa,
ACT.2.17	‘Xoossi Wursetha gallas
ACT.2.17	ta Ayana asho may7ida ubba bolla ta gussana;
ACT.2.17	inte maca naytinne inte attuma nayti tinbite haasayana;
ACT.2.17	yelaga nayti ajjuta beyana;
ACT.2.17	Cimati agumo agumettana. 
ACT.2.18	He wode ta maca ashkarata bollanne ta attuma ashkarata bolla
ACT.2.18	ta Ayanappe ta gussana.
ACT.2.18	Istika tinbite haasayana.
ACT.2.19	Bolla Salon malalisiza hanota ta bessana,
ACT.2.19	garsa sa7an malatata ta bessana;
ACT.2.19	suuthi, tamaynne tulalay hanana.
ACT.2.20	Gitanne boncho gidida
ACT.2.20	Goda gallassi yaanappe kasetidi
ACT.2.20	awa arshey dhumana;
ACT.2.20	Aginaykka suuth misatana.
ACT.2.21	Goda sunth xeygizay wuri attana’ gides.
ACT.2.22	“Isra7eele nayto! Hayssa qaala siyite; inte inte baggara erizayssa mala inte giddon malatanne asi siyi eronta miishata iza kushen ooththidi Xoossi Naazirete Yesusas markatides. 
ACT.2.23	Xoossi kase ba qachidayssa izas beni eratetha mala hayssade inte kushen aaththi immides. Inteka iita asata kushen kaqeti hayqqana mala ooththideta. 
ACT.2.24	Gido attin Xoossi iza bollafe hayqo wolqa diggidi hayqoppe denthides. Hayqoyka iza oykki ashshanas dandaybenna. 
ACT.2.25	Dawuteykka iza gish
ACT.2.25	‘Tani Goda ubba wode ta sinthan beyays;
ACT.2.25	izi ta ushachan dees; mulekka hirgike.
ACT.2.26	Hessa gish ta woznay ufayetees;
ACT.2.26	ta duunaykka galatees;
ACT.2.26	ta ashoy ufayssan daana.
ACT.2.27	Ne ta shempoyo Duufon aggaka;
ACT.2.27	ne naa geeshshaza wooqana mala aggaggakka.
ACT.2.28	Ne de7o oge ta erana mala ooththadasa.
ACT.2.28	Ne tanara diza gish ta ufayssay kumeththa’
ACT.2.29	“Ta ishato! Beni aawatappe Dawutey hayqqi moogetiddayssanne iza duufoy hach gakkanaas nu achchan dizayssa babbonta ta intes yootana danda7ays. 
ACT.2.30	Izi nabe gidida gish Xoossi iza zerethafe issade iza kawoteththa alga bolla wothanayssa kase caaqo qaalan yootidayssa erides. 
ACT.2.31	Hessa kasetidi erida gishshinne iza ashoy wooqi Duufon attonta doorettida Kirstoosa dentha gish haasayides. 
ACT.2.32	He Yesusa Xoossi hayqoppe denthides. Nukka wuri hayssas markata. 
ACT.2.33	Hessa gish izi Xoossa ushachchan dhoqu dhoqu gidappe guye Xillo Ayana ufaysa ba aawappe ekkidi ha7i inte beyizayssanne siyizayssa duge gussides. 
ACT.2.34+ACT.2.35	Dawutey pude salo kezibenna; izi ba duunan
ACT.2.34+ACT.2.35	‘Goday ta Godas “Ta ne morketa
ACT.2.34+ACT.2.35	ne toho garsan yedhissana gakkanaas
ACT.2.34+ACT.2.35	ta ushachchan utta” gides.’ 
ACT.2.36	“Hessa gish Xoossi inte kaqqida Yesusa Godanne Kirstoosa histidayssa Isra7eele asay wuri lo7ethi ero” gides.
ACT.2.37	Derey hessa siyida mala woznay boshettides. Phexroosanne hanko Yesusi kiittidayta “Nu ishato! Histin nu ay ooththinoo?” gida.
ACT.2.38	Phexroosikka “Maarotethan gelite; inte nagaray maarettana mala intefe issi issi asi Yesus Kirstoosa sunthan xammaqettite; izi immiza Xillo Ayana inte ekkana. 
ACT.2.39	Ufayssa qaalay intessinne inte naytassa; qasseka Goda Xoossi baako xeygiza haahon dizaytassara ubbassa” gides.
ACT.2.40	Hara daro qaalara istas markatishe “Hayssa geella yeletethafe intena ashshite” giidi ista qofisides. 
ACT.2.41	He gallas qaala ekkidaytinne xammaqetidayti heedzdzu shi mala asay kaseyta bolla gujettides. 
ACT.2.42	Istika Hawaareta timirten, issife quma muussaninne woossan minnida.
ACT.2.43	Hawaareta kushen daro malatati oosettida gish asi ubbay istas babbides. 
ACT.2.44	Ammanidayti wurikka issife de7ida; baas dizazikka ubba issi bolla go7ettida. 
ACT.2.45	Baas diza miishenne mehe bayzi bayzi ba giddon koshshida mala gishechchida. 
ACT.2.46	Gallas gallas Xoossa Keeththan issife shiiqetes. Ba keeththanka quma issife ufayssaninne suure woznara meetes. 
ACT.2.47	Isti Xoossa galatishe dere sinthan bonchettida. Godayka ista bolla gallas gallas oorath ammanizayta gujjides.
ACT.3.1	Issi wode gallassafe uddufun saate bolla Phexroosinne Yohannisi woossa saaten Xoossa Keeththe baana kezida. 
ACT.3.2	Issi yeletosappe doommidi tohoy silidade Xoossa Keeththe geliza asappe miishe woossana mala asay gallas gallas tookki efidi woththin issi “Lo7o” geetettiza Xoossa Keeththa pengen woossizadey dees.
ACT.3.3	Izikka Phexroosinne Yohannisi Xoossa Keeththe gelishin beyida istafe miishe woossides. 
ACT.3.4	Phexroosinne Yohannisi iza tishshi histi xeellida. Phexroosikka iza “Ane haa nuna xeella” gides. 
ACT.3.5	Addezikka istafe aykko demmana giidi ista tishshi histi xeellides. 
ACT.3.6	Gido attin Phexroosi izas zaaridi “Taas biraynne worqay deenna; gidikkokka taas dizaz ta nees immays; Naazirete Yesus Kirstoosa sunthan dendada ne tohora hamuta” gides. 
ACT.3.7	Izas ushachcha kushe oykkidi denthides. Heerakka addeza tohoynne toho qirphey minnides. 
ACT.3.8	Guppi dendi eqqidi hamuth oykkides. Yaanne haanne hamutishenne guppishe Xoossaka galatishe istara issife Xoossa Keeththa gibbe gelides. 
ACT.3.9	Izi Xoossa galatishe yaanne haane simerettishin asay beyides. 
ACT.3.10	Hayssadey hannife kase “Lo7o” geetettiza Xoossa Keeththa pengen uttidi miishe woossizay iza gididayssa erides. Iza bolla hanidayssafe dendidayssan asay keehi malaletides.
ACT.3.11	Ha paxida woossanchay Phexroosakonne Yohannisakko shiph giidi istara oykketi dishin derey wuri malaletidi istako “Solomoone simeretethaso” geetettizaso wothan yides. 
ACT.3.12	Phexroosi he asa beyidi “Inteno Isra7eele dereto! Hayssan aazas malaletetii? Qasseka hayssa addeza nuni nu wolqan woykko nuni nu xillotethan pathidi hamutissida mala qoodidi nuna aazas tishshi histi xeelletii? 
ACT.3.13	Nu aawanta Abrahaamenta, Yisaaqanta, Yaqoobenta Xoossi ba naaza Yesusa bonchides. Inte qas iza hayqos aaththi immideta; Philaxoosi izi birshana koynka inte ‘Koyokko’ gideta. 
ACT.3.14	Geeshshanne xilloza inte kadidi shempo wodhizayssi birshettana mala woossideta. 
ACT.3.15	De7o immizade inte wodhideta; gido attin Xoossi iza hayqoppe denthides; hessas nuni marka. 
ACT.3.16	Hayssi inte beyizayssinne inte erizayssi minni eqqiday Yesusa sunthan ammanida gishassa. Inte wurikka beyiza mala izi kumeththa paxa demmiday Yesusa sunthaninne iza sunthan beettiza ammanona.
ACT.3.17	“Ha7ikka ta ishato! Inte hessa ooththiday inte halaqata mala eronta gididayssa ta erays. 
ACT.3.18	Gidikkoka Kirstoosi waaye ekkanayssa Xoossi kase nabeta duunan haasayidayssa polides. 
ACT.3.19	Hessa gish inte nagaray qucceti dhayana mala maarotethan gelite. Inte biza ogeppe simmite; Goda matappe inte ooraxana wodey intes yaana. 
ACT.3.20	Qasseka Xoossi kase intes doori woththida Yesus Kirstoosa izi intes yeddana. 
ACT.3.21	Xoossi kase geeshsha nabeta duunan haasayidayssa mala hanizayssa wursi ooraxissana wodey gakkanaas izi salon gam7anas koshshees. 
ACT.3.22	Museykka ‘Inte Goda Xoossay inte giddofe ta mala nabe intes denthana. Izi intes yootizayssa siyite. 
ACT.3.23	He nabeza siyonta ixida shempoy wuri dere giddofe shaaketi dhayo’
ACT.3.24	“Tumappe Sameelappe ha simmin dendida nabeti wuri hayta wodeta gish haasayida. 
ACT.3.25	Inteka nabeta nayta. Qasseka Xoossi Abrahaames ‘Ne zerethan biitta asi wuri anjettana’ giidi izi caaqida caaqoza inte laattana. 
ACT.3.26	Xoossi naaza denthida wode intena issa issa inte iitatethafe zaaridi anjana mala kasetidi inteko kiittides” gides.
ACT.4.1	Phexroosinne Yohannisi asas haasayan dishin Qeeseta Halaqatinne Xoossa Keeththa naagizayta halaqay qasseka Saduqaaweti akekonta istako yida. 
ACT.4.2	Yiidinne Hawaareti asa tamarsizayssassinne Yesusa baggara bettida hayqqidayta dentha gish sabakizayssas keehi hanqettida. 
ACT.4.3	Phexroosanne Yohannisa gadey qammishin oykidi wontana gakkanaas qasho keeththan ayssida. 
ACT.4.4	Gido attin qaala siyida asappe dariza baggay ammanides. Ammaniza attuma asata qooday gede ichashu shi gakkanaas dhoqu gides.
ACT.4.5	Wontetha gallas ista halaqatinne cimati qasseka Muse woga tamarsizayti Yerusalamen shiiqida. 
ACT.4.6	Ista Qeeseta halaqa Haanaynne Qayaafay, Yohannisi, Iskindirosinne Qeeseta halaqaso asay wuri he gadaan bettida. 
ACT.4.7	Istika Phexroosanne Yohannisa ba giddon aaththi essidi “Hayssa inte ooththizay aaza wolqanee? Woykko oona sunthanee?” giidi oychida.
ACT.4.8	He wode Phexroosi Xillo Ayanan kumidi “Inteno dere halaqato! Dere cimato! 
ACT.4.9	Inte hach ha toho sila addezas oosettida lo7o oosoy waani izi paxidakko inte nuna oychiza gidikko, 
ACT.4.10	inte kaqqin Xoossi hayqoppe denthida Naazirete Yesus Kirstoosa sunthan izi paxidayssanne inte sinthan izi eqidayssa inteka Isra7eele dere asay wuri hayssa erite. 
ACT.4.11	Izikka inte keeththa hiillati leqqi aggida shuchchay ginbe keeththas gula bolla bollara woththiza shuch gidides.
ACT.4.12	Atotethi hara oonanka ba; saloppe garsa baggara nu asa nayti attana mala nuus imettiday hayssafe hara sunthi deenna” gides.
ACT.4.13	Ayhudata duulata asaykka Phexroosinne Yohannisi hessatho xali haasayizayssa beyidi isti tamaronta as gididayssa eridi malaletidanne isti kase Yesusara dizayta gididayssa akeekida. 
ACT.4.14	He paxida addezi istara eqqidishin beyida gish istas hara ooththanas gaasoy dhayides. 
ACT.4.15	Hessa gish ista duulatappe kessana mala azazida. Hessafe qasseka shiiqetidi ba giddon zoretida. 
ACT.4.16	Ba giddon “Hayta asata wostinoo? Yerusalamen diza asay wuri ista kushen hanida gita malata erides. Hessa gish nu ha yo7oza asa baleththanas dandayokko. 
ACT.4.17	Gido attin hayssi yo7ozi dere giddon keehi aakkonta malanne hayti asati nam7antho hayssa ha sunthan hara oonaska yootonta mala istas lo7ethi yootana” gida.
ACT.4.18	Ista xeygidinne mulekka Yesusa sunthan haasayonta malanne tamarsonta mala azazida. 
ACT.4.19	Phexroosinne Yohannisi qasse zaaridi “Nuni Xoossafe bollara intes azazettanas bessizakonne ane inte Xoossa sinthan pirdite. 
ACT.4.20	Nuni nu beyidayssanne nu siyidayssa haasayanappe guye gookko” gida.
ACT.4.21	Qasseka ista bolla mandidi yeddida. Gaasoyka hanko derey wuri hanida yo7oza gaason wurikka Xoosse galatiza gish ista qaxayanas dandaybetenna. 
ACT.4.22	He gita malatan paxida addezas laythi oyddu tammafe bolla.
ACT.4.23	Phexroosinne Yohannisi qashoppe birshettidi gede ba asatakko simmidi Qeeseta Halaqatinne Dere cimati ista gidayssa wursika yootida. 
ACT.4.24	Istika hessa siyida mala ba qaala dhoqu histidi issife Xoossakko “Wogga Godawu! Neni salonne sa7a, abbanne abba giddon dizayta wursa medhadassa. 
ACT.4.25	Ne ashkara nuus aawa Dawute duunara Xillo Ayanan
ACT.4.25	‘Dere asay aazas hanqetti dendidee?
ACT.4.25	Derey aazas mela maqetizee?
ACT.4.26	Biitta kawoti issife gaaggidi
ACT.4.26	biitta haarizayti issi bolla shiiqettidi
ACT.4.26	Goda bollan ne dooretti tiyettidayssa bolla duulatida’
ACT.4.26	giidi waassida.
ACT.4.27	“Tumappe Herdoossinne Phanxoosa Philaxoosi Isra7eelataranne hara dere asara hanno katamayn ne doora tiyida geeshsha naaza Yesusa bolla yo7o qachanas shiiqetida. 
ACT.4.28	Hayssanka ne wolqaninne ne shenen kase ne qoppidayssa isti polida. 
ACT.4.29	Godo! Ha7ikka ista mandeza ne beya; nuni ne aylleti ne qaala babbonta kumeththa xalatethara yootana mala dandayissa. 
ACT.4.30	Pathanas ne kushe micca. Ne naa geeshshaza sunthan gita malata ooththa” gida.
ACT.4.31	Isti woossidappe guye isti dizasoy qaaxides. Wurikka Xillo Ayanan kumidi Xoossa qaala xalatethan yootida.
ACT.4.32	Ammanizayti wurikka issi woznaninne issi qofan gaaggi deettes. Istas dizay wuri issi bolla dees attin baas dizaz “Hayssi taas buzo miisha” gizaddey deenna. 
ACT.4.33	Hawaaretikka Goda Yesusa dentha gita wolqan markateth oykkida. Ubba bolla gita Xoossa kiyatethi dees. 
ACT.4.34	Ista giddon metotanchay issadeykka baawa. Gaasoyka gade gidin keeththe gidin baas diza wursi bayzi bayzi shiishida miish 
ACT.4.35	Hawaareta kushen woththidi issi issades izas koshshiza mala gisheettes.
ACT.4.36	Qophiroose geetettizason diza Yoosefe geetettizadey issi Lewe bagga asi dees. Izikka Hawaaretan “Barnabaasa” geetetti summides. Hessas birsheththay “Minthetho naa” guussa. 
ACT.4.37	Izikka ba gade bayzida miisha ehidi Hawaareta kushen woththides.
ACT.5.1	Issi Hananiya geetettiza asi Saphphira geetettiza ba macheyra ba gade bayzides. 
ACT.5.2	Macheya Saphphiray lo7etha erishin gadeza bayzida miishafe bagga shaakki ashshidi bagga ehidi Hawaareta kushen immides. 
ACT.5.3+ACT.5.4	Qasse Phexroosi “Haysso Hananiya! Neni Xillo Ayana bolla wordotanassinne gade miishafe ashshana mala Xala7ey ays ne woznan gelidee? Bayzanappe kase gadezi neyssa gidenee? Ne bayzidappe guye qasse miishay ne kushen deenee? Histin ne hayssa mala wosta ne woznan qoppadii? Ne Xoossa bolla wordotadassa attin asa bolla gidenna” gides.
ACT.5.5	Hessa siyida mala Hananiyay kundi hayqqides. Hessa siyida asay wuri daro babbides.
ACT.5.6	Attumasay dendidi aha xaaxidinne heerakka efidi moogides.
ACT.5.7	Heedzdzu saateppe guye macheya izi waanidakkonne eronta dashe yadus. 
ACT.5.8	Phexroosikka “Ane taas yoota; inte gadeza bayzida waagay hanno xallaa?” gides. Izakka “Ee hanno ha waagayn bayzidos” gadus.
ACT.5.9	Phexroosikka “Inte Xoossa Ayana paacanas aysi issi duuna gididetii? Hekko ne azina moogida asati moogi simmidi karen penge bolla deettes. Isti nenakka kessi ekki efana” gides. 
ACT.5.10	Iza siyida mala heerakka iza toho bolla kundada hayqqadus. Attumasaykka soo gelida mala hayqqidaro beyidi kessi efidi izi azina achchan moogida. 
ACT.5.11	Kumeththa Woosa Keeththa asaynne hessa siyida asay wuri daro babbides.
ACT.5.12	Hawaaretikka dere giddon daro malatanne malalisiza miish ooththida. Ammanizayti wuri “Solomoone simeretethaso” geetettiza pengen shiiqeetes. 
ACT.5.13	Istas babbida gish oonnikka istara walakketanas koyibenna. Gido attin derey ista keehi bonches. 
ACT.5.14	Daro macasattinne addeti wodeppe woden Godan ammani ammani ista bolla gujettida. 
ACT.5.15	Hessa gaason Phexroosi aadhdhishin haray attin iza eeshoy harganchatappe bagga harganchata bolla wodhdhana mala hargizayti ichchiza alga bollanne hala bolla karen ishiseetes. 
ACT.5.16	Yerusalame yuushon diza katamatappe hargizaytanne tuna ayanay waayssizayta ehin wuri paxida.
ACT.5.17	Hessa wode Qeeseta Halaqaynne izara diza Saduqaaweta baggati wurikka qanate qanatizayta xalla gidida. 
ACT.5.18	Hawaareta oykkidi qasho keeththe gelthida. 
ACT.5.19	Gido attin Goda kiitanchay qamara qasho keeththa kare doyidi ista kessidi, 
ACT.5.20	“Biidi Xoossa Keeththa gibbe giddon eqqidi hayssa de7o qaala ubba deres yootite” gides.
ACT.5.21	Gadey wontida mala istas yootidayssa Xoossa Keeththa gibbe gelidi dereza tamarso oykkida; Qeeseta halaqaynne izara dizayti yiidi Ayhudata duulatanne Isra7eele dere cimata kumeth issi bolla shiishida. Hawaareta qasho keeththafe ekki yaana mala as yeddida. 
ACT.5.22	Kiiteti bida asati biidi ista qasho keeththan demmibeetenna; simmidinne 
ACT.5.23	“Qasho keeththay lo7ethi qulfeti dees; naagizaytikka penge bolla eqqi dishin beyidos; gido attin nu doy gelishin qas keeththan oonikka ba” gida. 
ACT.5.24	Xoossa Keeththi naagizayta halaqaynne Qeeseta Halaqatika hessa siyida mala hanozan daro malaletidanne istas hanoy wuri tikki gides. 
ACT.5.25	Heerakka issi asi yiidi “Hekko inte qasho keeththe gelthida asati Xoossa Keeththa gibbe giddon eqqidi dere tamarson deettes” gides. 
ACT.5.26	Xoossa Keeththe naagizayta halaqay ba oosanchatara biidi ista oykki ekki yides. Oykki ehidaytti asay bana shuchchara caddonta mala babbidi wolqathonta loddara ehida.
ACT.5.27+ACT.5.28	Hawaareta ehidi Ayhuda duulata sinthan essida. Qeeseta halaqaykka ista “Hayssa ha sunthan inte tamarsonta mala intes lo7ethi yootidoskoshin inte inte timirteza Yerusalame ubban kuntheta. Qasse nunakka ha addeza suuthas oyshetizayta histanas gixxi dendideta” gides. 
ACT.5.29	Phexroosinne hanko Hawaaretikka zaaridi “Nuni asappe aaththidi Xoossas azazettanas bessees.
ACT.5.30	“Inte iza mitha bolla kaqqi wodhida Yesusa nu aawanta Xoossay iza hayqoppe denthides. 
