GEN.1.1	Bunso zaa piiligu, Naawunni n daa n maalini saazu ni tiŋŋa. 
GEN.41.45	Niŋi n na, naaba maa ti Yisifu Yijipiti yuuri, Zafenati-Paniiya, ka lee n ti u poga, Asenati, o ba n niŋi Potifera, so n niŋi Oon tindaana. Ka Yisifu daa n chaŋŋi n kaa Yijipiti paaligu zaa.
GEN.41.46	Yisifu daa n niŋini yuma pisita, ka kpe naaba maa tuma niŋi, a yi Yijipiti paaligu, ka chaŋŋi n kaa Yijipiti paaligu zaa la. 
GEN.41.47	Yuma ayapoin, bindira daa n niŋi ga. 
GEN.41.48	Lala yuma maa, Yisifu daa laŋsini bindira maa zaali tiŋkara maa niŋi. Tiŋkarigu zaa puuri niŋi n na, o daa laŋsini bindira maa zaali. 
GEN.41.49	Bindira maa Yisifu n daa n laŋsira maa daa n ti niŋi zoogirisim, o daa n cheli a kaaligu, a daa n zooya ga, a maa teeku tambisigu.
GEN.41.50	Poin, ka kom maa daa n ti li, ka Yisifu ni o poga Asenati daa n dogini biduusi bayi. 
GEN.41.51	Yisifu daa n digili o bikpeema maa yuuri Manaasi, ka yeli, “Naawunni ti ma tami nam la zaa, a ni m ba laanta niriba zaa yela.” 
GEN.41.52	Yuso o n daa n lee n digili biisi bayi daana maa n niŋi, Efirem, ka yeli, “Naawunni ti ni ma nye dogim, a yi paaliguso ni nye nam.”
GEN.41.53	Yuma ayapoin seesi bindira n daa n niŋi ga maa jemani n daa n ti gaari, 
GEN.41.54	yuma ayapoin kom n daa n ti piili, a maa seema Yisifu ni daa n yeli la. Kom maa daa n ti li paaliguseesi paasi, ama Yijipiti paaligu wune, bindira daa n ba niŋi. 
GEN.41.55	A n daa n ti wumina Yijipiti dima, a yi kom pelli, ba daa n fobili n ti Yijipiti naaba, o yeli ba, “Ya we Yisifu saani, a wa ti niŋi bunso zaa o n yeli ya niŋi.”
GEN.41.56	Kom maa n daa n ti saligi seela zaa, Yisifu yoo o bindira diisi la, a nyisi chi maa koosi n tira Yijipiti dima. 
GEN.41.57	A kpali kom maa n daa n ba kpeeŋu ga seela zaa zu, niriba daa n yini paaliguseesi gba, daa n ti daara chi maa yi Yisifu saani.
GEN.42.1	Yakubu n daa n ti wumi ni bindira ba Yijipiti paaligu, o boosi o biduusi n ŋa, “Wula n na ya na zi n nyaasira taaba?” 
GEN.42.2	O daa n lee n yeli ba, “M wumiya maa bindira ba Yijipiti, a zu, ya we niŋi, a wa ti da seesi ta, ti naa n guri ti zu, lala jemani, kom ki lee n ku ti.”
GEN.42.3	Niŋi n na, Yisifu beya pii we Yijipiti, ni ba wa ti da chi. 
GEN.42.4	Yakubu daa n bi ti ba sunzo Benjamin paa ba gaari, a kpali, o daa n zorini dabeem maa, o ni nye daaŋu. 
GEN.42.5	Kom maa daa n lini Keenan paaligu gba, a zu, Yakubu biduusi maa daa n paani niseesi we bindira maa daabu.
GEN.42.6	Yisifu mini n daa niŋi Yijipiti paaligu zaa kpeema, wune n daa n koosira chi maa tira paaligu maa dima. O beya maa n daa n ti paa Yijipiti, ba kpe Yisifu saani, a gba u tiŋŋa, ka zulisi ba zuuri. 
GEN.42.7	Yisifu n daa n si n nye o beya maa, o baŋŋi ba, ka niŋi maa o bi baŋŋi ba, ka togsi ba saani suuritiri, a boosi ba, “Ya n na ya yi?” Ba yeli u, “Ti yini Keenan, ti tani ti ti da bindira.”
GEN.42.8	Yisifu daa n baŋŋi o beya maa nene, ama ba wune daa n bi lee n baŋŋi u. 
GEN.42.9	Niŋi n na, o teesi o zaasima yi ba pelli, ka yeli ba, “Ya niŋini daatiriba, ya tani kpe, ya ti daari paaligaa, a nye seela ti pugirisim n be.” 
GEN.42.10	Ba yeli u, “Akai, ti yidaana, pa lala n na, e gurunsi tani, ti ti da bindira. 
GEN.42.11	Ti zaa niŋini mabiluŋko, dabluŋko biisi, ti niŋini nivumansi, ti bi niŋi daatiriba.”
GEN.42.12	Yisifu yeli ba, “Akai, ya tani ya ti daari ti paaligaa, seela ti pugirisim n be.” 
GEN.42.13	Ba yeli u, “Tirima, e gurunsi, ti zaa daa n bani pii ni bayi, dabluŋko biisi, ka o zi Keenan tiŋgbaŋŋu niŋi, ti luŋko lee n ka niŋi, ka ti bibila daana mi ba ti ba saani.” 
GEN.42.14	Yisifu yeli ba, “Wune n na ma si n yeli ya la, ya niŋini daatiriba. 
GEN.42.15	N ŋa n na ma ya n niŋi ya yatoga ŋa nyaasi, a baŋŋi ya yamonsi. M pe Yijipiti naaba nyevuri maa, ya ki yi Yijipiti, ama ya sunzo la gba tani kpe. 
GEN.42.16	A zu, ya tumi ya yinni, o wa ti mari ya sunzo maa ta, ama, ba ni yo ya seesi n che la dii, lala jemani, ya yatoga puu n na, ti ni naa n baŋŋi maa yamonsi n na ya yetira. Ama, ka lala bi niŋi, a yi naaba maa nyevuri zu, ya niŋini daatiriba.”
GEN.42.17	Niŋi n na, Yisifu ti ba yo ba dii dabaa ata. 
GEN.42.18	Dabaa ata maa daari, Yisifu daa yeli ba, “M niŋini Naawunni zora, ya niŋi seema ni ya n wusiya ŋa, ka nye ya zu. 
GEN.42.19	Ka ya niŋi yamonsi diriba, ya ti ya luŋko, o na ba diyoorigaa puwa, ka ya seesi n che la, ya naa chi pori n wa ti ti ya yidima, kom n kuura la. 
GEN.42.20	Ama, ya mari ya sunzobila la ti ti ma. N ŋa ni wusi maa yamonsi ba ya yatoga puwa. Lala jemani, ya ki kpi.” Ba sagi.
GEN.42.21	Ba yeli taaba, “O doni soori maa yaso ti n daa n niŋi ti sunzo Yisifu la zu n na, ti nye n ŋa tubidarigirisim la. Ti daa n nye nimbirimoso n daa n paag u, o suusi ti, ni ti cheli u, ka ti zagsi, lala nimbirimoo n paa ti gba la.” 
GEN.42.22	Ka Rubin boosi ba, “M daa n bi yeli ya, ni ya da pa ti niŋi biyaa sen, ka ya zagsi? To, bunso ti n daa n niŋi u la, o zeem maa samini n yoora ti la.” 
GEN.42.23	Ba daa bi baŋŋi maa Yisifu wumini ba yatoga la, a kpali, nira n daa n loobira ba yatoga maa tiri u.
GEN.42.24	Ba n daa n togsira, Yisifu gaa seela kumi, ka n lee n loobi n ti togsi ba saani. O daa n ti ni ba gbaa Simiyon yi ba puwa, a le u, ba zaa nufu niŋi.
GEN.42.25	Yisifu ti ba niŋi chi niŋi o beya bowatesi niŋi, ka pori ba ligiri niŋi ba bowatesi puusi, ka lee n ti ba soori puu bindira. O n niŋi ba n ŋa baasi, 
GEN.42.26	ba kaasi ba ziiri pa ba buŋsi niŋi, a gbaa soori. 
GEN.42.27	Ba n wa ti paa seela ba n ya n do n kaa bee, yindaana lerigi o bowate, ka o niŋi bindira ti o buŋŋu, ka nye o ligiri n pa saa. 
GEN.42.28	O yeli o mabiisi la, “Ba pori m ligiri la niŋi ma, ŋarima n ba m bowate puu la.” Dabeem gbaa ba, ba niŋa ŋme taaba niŋi, ka ba boosi, “Bo yela n na Naawunni niŋi ti ŋa?”
GEN.42.29	Ba n ta ba ba Yakubu saani yi Keenan paaligu, ba yeli u yatogso zaa n paa ba, ba yeli, 
GEN.42.30	“Dabso n niŋi paaligu maa kpeema maa togsi ti halibee yatoga ga, ka niŋi ti maa ti n niŋi daatiriba yi paaligu maa niŋi. 
GEN.42.31	Ama, ti yeli u maa, ti bi niŋi daatiriba, ti niŋini jilima dima. 
GEN.42.32	Ka yeli u, ti daa n bani pii ni bayi, dabluŋko biisi, yindaana lee n ka niŋi, ka ti bibila daana ba ti ba saani yi Keenan. 
GEN.42.33	Niŋi n na, dabso n niŋi Kpeema yi paaligu maa yeli ti, ‘N ŋa n na ma ni baŋŋi maa ya niŋini jilima niriba, ya ti ya yindaana o zi m saani, ka ya seesi n che la, ya naa chi la wara yiri, kom la zu. 
GEN.42.34	Ama, ya mari ya sunzobila la ta, lala m ni baŋŋi maa, ya bi niŋi daatiriba, ama jilima niriba, ka m pori ya mabii ti ya, ka ya dira yawu yi kpe.’”
GEN.42.35	Ba n daa n kpaagira ba chi yi ba bowatesi puwa, ba zaa nye ni ba ligiri borosi n ba niŋi. Jemanso ba ni ba ba n nye ligiri borosi maa, dabeem gbaa ba. 
GEN.42.36	Ba ba Yakubu yeli ba, “Ya naa m biisi, ka che ma. Yisifu lee n ka, Simiyon gba ka, pimparaŋa, ya lee n ya n naa Benjamin gaari. Mani n na bunso zaa ziina!” 
GEN.42.37	Rubin yeli o ba, “Ka m si n bi mari u pori n ta, e ku m biduusi bayi ŋa. Naag u pobi m nuusi, m ni mari u pori n ta.” 
GEN.42.38	Ama Yakubu yeli u, “M biduwa ki pa ya zu gaa niŋi. O beeri kpiya, ka che o ko. Ka garidama ti gbaag u soori puwa, m zuaa peligini jaga, ya ni pi m ni sufusaaŋu.”
GEN.43.1	Kom maa daa n na ba kpeeŋu yi paaligu maa niŋi, 
GEN.43.2	ba n daa n di ba chiseesi ba n daa n da n yi Yijipiti la baasi, ba ba yeli ba, “Ya lee n gaa n wa ti da bindira beela ti ti ti.”
GEN.43.3	Juuda yeli u, “Daba maa kpaasi ti tubiri ga, ‘Ya ki lee n nye m nufuaa see, ama ya ni ya mabii maa n ta.’ 
GEN.43.4	Ka e ni ti ti mabiiaa pa ti zu wune, ti ni lee n wa ti da bindira ti ti i. 
GEN.43.5	Ama, ka e yi ki sagi wune, ti ki gaari, a kpali, daba maa yeli ti, ni, ti ki lee n nye o nufusee, ka ti ni ti mabii maa bi na.”
GEN.43.6	Yakubu boosi ba, “Bo n na ya yeli daba maa ni ya mabii na ba niŋi, a taasi ma garidama ŋa?”
GEN.43.7	Ba yeli u, “Daba maa boosi ti ni boosa, maa o n baŋŋi ti ni ti laanta zaa yela. ‘Ya ba na ba niŋi? Ya na kpari n mari mabiya?’ Ti sagi. Wula n na ti ya n niŋi n baŋŋi, o ya n yeli, ya mari u paasi n ta?”
GEN.43.8	Juuda yeli o ba Yakubu, “Naa bii maa pobi m nuusi, ti gaa pimparaŋa, ka ti nini, a ni ti biisi da kpi ni kom. 
GEN.43.9	M gbagba ni za n ti o nyevuri moligirisim. Naag o tarijugu ziili ma. Ka m yi bi mari u ti ti i, ni alaanfiya, o tarijugu, o pa ma, m nyevuri puu zaa. 
GEN.43.10	Seema o n be ŋa, ka ti di bi nagimi, ti di gaaya, ka pori n ta buyi daana.”
GEN.43.11	Ba ba Yakubu yeli ba, “Ka lala wune n na, ya niŋi n ŋa, ya naa tiŋgbaŋaa binseesi wa ti pi u piini: kpasarigira beela, sikpaam beela, a ni binseesi n tira ziiri ŋusuma, tulalesi, a ni tiwalibiseesi n meesa. 
GEN.43.12	Ya naa ligiri tulumbuyaayi zu, ya wa ti yo seesi n daa n ba ya bowatesi puusi la. Saŋa, ba daa n naag a ni niŋi, ka bi baŋŋi. 
GEN.43.13	Ya mari ya mabii maa paasi n gaa yoom. 
GEN.43.14	Naawunni kpeeŋu zaa daana, o zo ya nimbaa yi daba maa saani. O ti ya mari ya mabii maa ni Benjamin zaa pori n ta. Ama, ma wune yi bi lee n nye ba gba, wune n na la.”
GEN.43.15	A zu, dabsi maa naa ba piinisi ni ligiri tulumbuyaayi, ka mari Benjamin gba paasi, ba niŋi yi n gaa Yijipiti, wa ti naa ba maŋŋa we Yisifu saani.
GEN.43.16	Jemanso Yisifu n nye ba ni Benjamin la, o yeli o nachiima, “Mari niribaa gaari m laanta, ka korigi buŋkoowa, ba niŋi bindira, m ni ba n ya n di wuntooŋaa.”
GEN.43.17	Daba maa niŋi bunso zaa Yisifu ni yeli u la, o mari niriba maa gaa Yisifu laanta. 
GEN.43.18	Dabeem daa n gbaani niriba maa, ba n mari ba gaari o laanta la. Ba feni maa, “Ba mari ti ni ta kpe kpali ti ligiri la n daa n ba ti bowatesi puusi la zu. O ya n zabini nyaŋŋi ti, ka naa ti loobi o gurunsi, a naa ti buŋsaa paasi.” 
GEN.43.19	Ba wa ti togsi Yisifu nachiima maa saani, a yi laanta maa voori noori. 
GEN.43.20	Ba yeli u, “Gaafira, ti n daa n ta kpe ti da bindira piiligu la, 
GEN.43.21	soori puu seela n na, yiiŋu zibi ti, ti zaa lerigi ti bowatesi, ka nye ti ligiri n ba ti bowatesi naŋgbana niŋi, seema gbagba ti n da. A zu, ti mari a pori n ta. 
GEN.43.22	Ka ti na mari ligiri paasi n ta, ti ti daa bindira. Ti bi baŋŋi niso n naa ti ligiri pori n niŋi ti bowatesi niŋi.” 
GEN.43.23	O yeli ba, “A zaa veela, ya da zora dabeem, ya Naawunni, ya ba Naawunni n ti ya ligiri yi ya bowatesi niŋi, ma wune dee ya ligiri.” Niŋi n na, o mari Simiyon ti paasi ba niŋi.
GEN.43.24	Niŋi n na, nachiima la mari ba kpe Yisifu dii, ka ti ba koom ba pegi ba noba, ka lee n ti ba buŋsi bindira. 
GEN.43.25	Ba wumiya maa nisaaniŋi n na ba ya n di wuntooŋu maa. A zu, ba niŋi ba piinisi siriya gutira Yisifu, o ta.
GEN.43.26	Jemanso Yisifu n ta yiri, ba naa ba piiniseesi ba n ma n ta la ti u, ka gba u tiŋŋa, ka zulisi ba zuuri. 
GEN.43.27	O boosi ba alaanfiya yela, ka boosi ba, “Ya ba, dakuriso yela ya n daa n yeli ma la, ba wula? O na ba o nyevuri niŋi?”
GEN.43.28	Ba yeli u, “E guruŋu, ti ba, na ba niŋi ni alaanfiya.” Ka ba gba u tiŋŋa jilimatiri. 
GEN.43.29	O nyaasi ba poli n jili n ti nye o sunzo Benjamin, o ma bii gbagba, o boosi, “Ya sunzo so yela ya n yeli ma la n ŋa?” Ka yeli, “Naawunni nimbaa nuu o pa e niŋi, m biya.” 
GEN.43.30	Kumsi gbaag u yi o beya maa sunsuuniŋi, o nyisigi yoom yi n kpabira seela o n di n wa ti kumi. O kpe n gaari o dikpaari wa ti kumi.
GEN.43.31	A nyaaŋa, o pegi o nufu, ka yi laanta, a gbaag o maŋŋa, ka yeli, “Ya tori bindira la.” 
GEN.43.32	Ba ti u o toori, o ziizii kuri, ka ti o beya la gba, ba ziizii kuri, ka Yijipiti dimseesi o ni ba n dira la gba, ziizii kuri, a kpali Yijipiti dima ni Hiburu dima bi lagimi n dira, Yijipiti dima chisirini lala. 
GEN.43.33	Ba daa n ti ni o beya maa zi n pa taaba zu, kpemba kpemba, o yiya, ba nyaasi taaba ni naŋgbaŋkuubu. 
GEN.43.34	Ba ti ba bindira yi Yisifu teebul niŋi, Benjamin toori daa n gaa ba zaa toya tulum bunu zu. Ba nunu di, ka ŋu n kuuli.
GEN.44.1	Niŋi n na, Yisifu yeli o laanta nachiinsi kpeema n ŋa, “Niŋi bindira niŋi niribaa bowatesi a puwa, a paali seema ba n di n tee n zi, ka e pori so zaa ligiri niŋi o bowate niŋi. 
GEN.44.2	Ka naa m gbiti kobee la, a ni ligiseesi ba sunzobila la n di n ya n naa da bindira maa paasi n niŋi o bindira bowate maa puwa.” Niŋi n na, nachiima maa niŋi seema Yisifu n yeli u maa.
GEN.44.3	Bee n daa n ti chee, bogufiili, o beya maa niŋi ba buŋsi siriya, a gbaa yiri soori. 
GEN.44.4	Ba n daa n yi tiŋkarigu maa wara, ba daa n na bi paa wogila, ka Yisifu yeli o nachiinsi kpeema maa n ŋa, “Zo yomyom kari niriba la bobiri. Ka e paa ba, e boosi ba, ‘Wula n na ya naa yabeeri yoora yasuma samini? 
GEN.44.5	Wula n na ya zu m yidaana gbiti kobee? Wune n na o ma n ŋuura bini, ka lee n naag u baŋina soosizu yela. Ya niŋi yabee ga.’”
GEN.44.6	Nachiinsi kpeema maa n wa ti paa ba, o yeli ba seema gbagba o yidaana n yeli u la. 
GEN.44.7	Niŋi n na, ba yeli u, “Bo n na e yeli ti lala? Ti niŋini e gurunsi, ti ki sagi n niŋi lala! 
GEN.44.8	Ti n daa we ti paa ti yiri, ka nye ti ligiri, ti daa n bi lee n pori a yi Keenan zaa ti ti ya? Ka wula zu n na ti ya n zu e yidaana gbiti koo suga, a yi o yiri? 
GEN.44.9	Ka e yi nye u yi ti yindaana zaa saani, kum n na a daana ni kpi, ka ti seesi n che la, ti mi loobi m yidaana daaba.”
GEN.44.10	O yeli ba, “M wumiya. Ama ya so saani ti n nye kobeegaa ko ni loobi m daabiri, ka ya seesi n che la, ya nye ya zu.” 
GEN.44.11	A zu, ba zaa lerigi ba bowatesi yi ba buŋsi niŋi yoom zaali tiŋŋa, ka lerigi a noya. 
GEN.44.12	Yisifu nachiinsi kpeema maa yuligira ba ziiri puusi nyaasira, ba kpeema daana ziiri niŋi n na o piili yuligi, o yuligi lala a ti paa bibila daana, Benjamin. O bowate puu n na o nye gbiti kobee maa. 
GEN.44.13	O beya maa darigi ba bimpinna kasigi, a kpali sufusaaŋu zu, ka ba lee n le ba ziirisi maa pa ba buŋsi niŋi, a pori n gaa tiŋŋa maa puwa.
GEN.44.14	Juuda ni o sunzoba maa n daa n pori n we tiŋŋa maa puwa, ba we Yisifu yiri, a wa ti do u tiŋŋa. 
GEN.44.15	Yisifu boosi ba, “Bo n na ya niŋi seema? Ya bi baŋŋi maa, ka nira ba maa seema ni be ŋa, o ni tee n baŋŋi yaseesi n sogi?”
GEN.44.16	Niŋi n na, Juuda yeli, “Pimparaŋa, bo n na ti lee n mari ti yeli i, ti yidaana? Wula ti lee n ya n yeli, a wusi maa ti bi naa kobee maa? Naawunni yuligi ti gbinni, ti yabee yi paaligu, ti zaa ni loobi e daaba, pa so saani e ni nye gbiti kobee maa ko.”
GEN.44.17	Yisifu yeli ba, “Akai! M ki niŋi lala. So saani ba n nye kobee la yi o ziiri niŋi maa ko n ni loobi m daabiri. Yaseesi n che la, ya pori n kunna ya ba saani, a ni niŋgbirimaasim.”
GEN.44.18	Niŋi n na, Juuda we o saani, a wa ti yeli u n ŋa, “M yidaana, jaande, cheli e daabiri togsi yaluŋko ti i. Da ti e suuri nyisigi, m baŋŋi e ni Yijipiti naaba zaa n sagi. 
GEN.44.19	Nyini n daa n boosi ti, ni ti mari ba ni sunzo? 
GEN.44.20	Ti sagi, Mm, ti mariya, ti ba kpe kpebilim niŋi, ka dogi biduwa o kurigirisim jemani. Bii maa beeri kpiya, o ko n che o ma biya, ka o ba kpabira u ga. 
GEN.44.21	Niŋi n na, e daa n yeli ti, ni ti mari u ta, e nye u. 
GEN.44.22	Ti mi daa n yeli i, bii maa ki tee n larimi o ba. Ka o yi larimi o ba, o ba maa ni kpi. 
GEN.44.23	Ama, e daa n yeli ti, ni, ka ti bi mari ti sunzo maa ta e saani, ti nini nimbiisi ki lee n niŋi anaasi. 
GEN.44.24	Ti n daa n pori n gaari ti ba, e daabiri, saani, ti yeli u seema zaa e n yeli. 
GEN.44.25	Niŋi n na, ti ba yeli ti, ya pori n wa ti da bindira ta. 
GEN.44.26	Ti yeli u, ‘Ti ki tee n gaa. Ka e bi ti ti sunzobilaa pa ti zu, ti ki nye daba maa nufu see. 
GEN.44.27	Ti ba yeli ti, ya baŋiya maa, m poga Rachel dogini biduusi bayi ko. 
GEN.44.28	Luŋko lee n ka m saani, a ko moo puu buŋ n gbaag u. O n yi zaa, m bi lee n nye u. 
GEN.44.29	Ka ya lee n nyisi ŋa la mi yi m saani, ka garidama wa ti paa soori, sufusaaŋu ni ku ma, m kurigirisim niŋi.
GEN.44.30+GEN.44.31	“A zu, m yidaana, ka m ko pori n gaa m ba saani, ka biyaa bi pobi m nuusi, m ba ni kpi, a kpali bo, o nyevuri zaa bani bii maa niŋi. O n kurigi ga la zu, sufusaaŋu ni ku u.
GEN.44.32	“M yidaana, poin ka ti ta kpe, mani, e daabiri, daa n naani m nyevuri pa tarima, biyaa zu, a yi m ba saani, maa ka biyaa yi bi lee n pori n ta, m ni zi o tarijugu, m beebu niŋi zaa. 
GEN.44.33	A zu, jaande, cheli m dee bii maa noba, a ba kpe, a loobi e daabiri, ka bii maa o paa o beya ŋa pori n kunna. 
GEN.44.34	A kpali bo? Wula ma ya n pori n gaa m ba saani, ka che biyaa? M ki n ti n ŋa sufusaaŋu kpe m ba niŋi.”
GEN.45.1	A jemani maa, Yisifu bi lee n tee n mari o maŋŋa yi o nachiinsi maa saani, ka chaari kpeeŋutiri yeli ba, “So zaag o yi m saani.” A zu, nira zaa daa n lee n ka Yisifu saani, jemanso o naag o maŋŋa wusi o mabiisi maa. 
GEN.45.2	Ka chaari kpeeŋutiri, haali Yijipiti dima wumi, ka Yijipiti naaba laanta dima wumi o baaru. 
GEN.45.3	Yisifu yeli o mabiisi maa, “Mani n niŋi Yisifu! M ba na ba o nyevuri niŋi?” Ama o mabiisi maa daa n bi tee ba sagi, a kpali bo, dabeem daa n gbaa ba ni.
GEN.45.4	Yisifu yeli o mabiisi maa, “Ya vuu n ta m saani.” Ba n niŋi lala, o yeli ba, mani n niŋi ya sunzo Yisifu, so ya n koosi n ti Yijipiti dima la. 
GEN.45.5	Ama pimparaŋa, ya da ti ya sufusi saami, koo, a yeli maa ya bi niŋi nene, ya n koosi ma kpe ŋa. A kpali, ya nyevuya moligirisim zu n na, Naawunni ti ma pa ya yii ta kpe. 
GEN.45.6	Yuma ayi n na la, kom n ba tiŋgbaŋaa niŋi, ka yuma anu seesi n che, koobu ki ba niŋi, cheebu gba ki ba niŋi. 
GEN.45.7	Naawunni mari ma ni pa ya yii ta, m ti nye bunso zaali ya tiŋgbaŋaa niŋi, a moligi ya ni ya nyaaŋa dima, ya nye moligirisim tintaa. 
GEN.45.8	“Ama, pa yarima n mari ma ta kpe, wune Naawunni n daa n naa ma loobi Yijipiti naaba feretira, a ni o laanta zaa kpeema, ka nyaasira Yijipiti paaligu zaa. 
GEN.45.9	Pimparaŋa, ya pori yomyom gaari m ba saani, wa ti yeli u, ‘N ŋa n na, e bii Yisifu yeli. Naawunni naa ma ni loobi yidaana, a yi Yijipiti zaa. Ta m saani, ka da nagimi. 
GEN.45.10	Ya ti zi Goosin paaligu, a leeli ma, ya ni ya biisi, ya yaŋsi, peeri, naagi, a ni bunso zaa ya n mari. 
GEN.45.11	M ni tira ya bindira nisaaniŋi, a kpali, yuma anu gba kom na ba niŋi. Ka pa lala, ya ni ya laanta zaa ni ya bunso zaa ni kpini kom.’”
GEN.45.12	Yisifu lee n yeli, “Ya gbagba nyeya, lala n niŋi m sunzo Benjamin gba, a maa o niŋini yamonsi, ni mani so n togsira ya saani n niŋi Yisifu. 
GEN.45.13	Ya yeli m ba, m yela, jilimaso ni mari yi Yijipiti paaligu, a ni yaso zaa ya n nye. Ka ya mari m ba ta kpe yomyom.”
GEN.45.14	Niŋi n na, o naag o nuusi ŋaami o sunzo Benjamin, ka kumi, Benjamin gba ŋaami u, ka kumina. 
GEN.45.15	Ka mugisira o mabiisi maa, ka kumina. A nyaaŋa, o ni ba togsi taaba saani.
GEN.45.16	Niŋi n na, baaru maa paa naaba maa yiri, maa Yisifu mabiisi tani. A daa n peri naaba maa ni o kpemba zaa. 
GEN.45.17	O yeli Yisifu, “Yeli e mabiisi maa, ‘Ya niŋi n ŋa, ya naa ya bindira le n pa ya buŋsi niŋi, a pori n gaa Keenan paaligu, 
GEN.45.18	a wa ti mari ya ba ni ya pogiba ni ya biisi pori n ta m saani. M ni ti ya tiŋgbanmaŋa yi Yijipiti, ya di o tono ni meesim.’ 
GEN.45.19	Ka e lee n yeli ba, ‘Ya niŋi n ŋa, ya naa turukusi yi Yijipiti, wa ti naa ya biisi, pogiba, a ni ya ba ta. 
GEN.45.20	Ya da ti ya bini yela tiri ya, tiŋgbaŋaa binsuma zaa ni niŋi ya toori.’”
GEN.45.21	Lala jemani maa, Yakubu biisi niŋi seema ba n yeli ba maa. Yisifu gba naa turukusi ti ba, a maa seema naaba maa n yeli la, ka lee n ti ba soori puu bindira. 
GEN.45.22	O ti ba so zaa bimpinna luŋkoluŋko, ama Benjamin wune, o ti u gbitisi kobsita, a ni bimpinna tulumbunu zu. 
GEN.45.23	Binseesi o n naa ti ba wa ti ti o ba n ŋa, buŋsi pii zi Yijipiti bimmansi, ka naa chi ni paanusi ziili buŋnyaana piiya, a ni o ba soori puu bindira.
GEN.45.24	Niŋi n na, o beeli o mabiisi maa soori. Ba n wara maa, o yeli ba, “Ya wara, ka da zabira.”
GEN.45.25	Lala jemani, ba yi Yijipiti ta ba ba Yakubu saani yi Keenan paaligu. 
GEN.45.26	Ba yeli u, “Yisifu na ba niŋi! Wune n niŋi Yijipiti paaligu zaa nyaasira.” Yakubu fere jebi u, o bi yeride ba. 
GEN.45.27	Ama, jemanso ba n yeli u bunso zaa Yisifu n yeli ba, ka o lee n nye Yisifu n naa turukusi ti ba ti mari u pori n gaari, ba ba Yakubu sii pori n ta. 
GEN.45.28	Niŋi n na, Yakubu yeli, “M wumi o gbinni, m bii Yisifu na ba niŋi. M ni wa ti nye u, poin ka kpi.”
GEN.46.1	A zu, Yakubu nyisigi n naa o bunso zaa o n mari, a wara. O n wa ti paa Beesiiba, o nyisi sariga ti Naawunni, so o ba Yisaaka n daa n tumina la.
GEN.46.2	O yiiŋu, Naawunni togsi Yakubu saani yi zaasim niŋi, a booli, “Yakubu, Yakubu.” O sagi, “Mani n ŋa.” 
GEN.46.3	O yeli u, “Mani n niŋi Naawunni, so e ba n daa n tumina. Da zora dabeem, a yi Yijipiti weebu. M ni loobi i balitintaa nisaaniŋi. 
GEN.46.4	M ni paag i gaa Yijipiti, ka lee n mari e yaŋsi pori n ta paaligaa. Yisifu nuusi niŋi n na e ni kpi.”
GEN.46.5	Niŋi n na, Yakubu yi Beesiiba. O biisi naa ba ba Yakubu, a ni ba biisi, ba pogiba, a niŋi turukuseesi naaba maa n naa ti, ba naa n mari ba ta la. 
GEN.46.6	Ba naa ba buŋkobiri ni ba kapeteseesi zaa ba n nye, a yi Keenan paaligu puwa. Yakubu ni o biisi zaa gaari Yijipiti. 
GEN.46.7	O mari o biisi ni o yaŋsi zaa nyem gaari.
GEN.46.8+GEN.46.9+GEN.46.10+GEN.46.11+GEN.46.12+GEN.46.13+GEN.46.14+GEN.46.15+GEN.46.16+GEN.46.17+GEN.46.18+GEN.46.19+GEN.46.20+GEN.46.21+GEN.46.22+GEN.46.23+GEN.46.24+GEN.46.25	blank
GEN.46.26	Niseesi n daa pa Yakubu zu gaa Yijipiti, seesi n niŋi o biisi ni yaŋsi, ba pisiyoobu ni bayoobu. O biisi pogiba bi paasi. 
GEN.46.27	Yisifu daa n dogini biduusi bayi yi Yijipiti, a naa n ti paasi Yakubu biisi niŋi, ba loobi pisiyapoin.
GEN.46.28	Yakubu tumi Juuda, o pa u yii gaa Yisifu saani, a wa ti yeli u, o ti wusi ma Goosin soori. Ba n paa Goosin paaligu, 
GEN.46.29	Yisifu niŋi o turuku seriya, a gaa Goosin wa ti paag o ba Yakubu. O n wa ti paag u, o naag o nuusi wa ti che n vili o ba nuŋgori, ka kumi jemanwogili.
GEN.46.30	Yakubu yeli Yisifu, “Pimparaŋa m niŋi siriya m kpi, seema m gbagba n si n nye i, ka baŋŋi maa e na ba nyevuri puwa.”
GEN.46.31	Niŋi n na, Yisifu yeli o mabiisi maa ni o ba laanta zaa, “M ni gaa naaba maa saani wa ti yeli u, ‘M mabiisi ni m ba ni o laanta zaa, seesi n daa n ba Keenan paaligu la ta m saani. 
GEN.46.32	Dabsi maa niŋini pekpagiriba, ba guunini buŋkobiri. Ba marini ba peeri ni buŋkobiseesi ni bunso zaa ba n mari ta.’ 
GEN.46.33	Ka naaba maa booli ya boosi, ‘Bo tuma n na ya tumina?’ 
GEN.46.34	Ya yeli u, ‘E gurunsi guunini buŋkobiri ti bibiilim niŋi zaa, seema ti ba dima n niŋina.’ Lala wune, o ni sagi ya zi Goosin paaligu, a kpali peeri kpagirisim niŋini tumdagiri ti Yijipiti dima zu.”
