MAT.1.1	Neney na ɗeriwel ma mezley ma baba tete ma Yezu Kriste hay, bəzey ma David, bəzey ma Abraham.
JHN.11.34	Ŋga me ləvey: «Ɗagay ka zləlama na ka waray?» Taya ma mbəɗam kava: «Bay’ərlam a ɗaw, sawa da nəkafərawa kwa.» 
JHN.11.35	Arka na Yezu ma tuway. 
JHN.11.36	Arka 
JHN.11.37	Ama ndaw hay da walaŋ ata ma ləvam: «Ŋga ndaw ma wuradara dey ma ndaw wulaf ana ŋga na tok na, a slafa ma təkafa memətsey ka Lazar sakay tok ɗaw?» 
JHN.11.38	Arka ma kar tossa a Yezu da mevel sa na, ŋga ma daway ka ɗay tsəvay, ma zləla ha da ŋgwa gasah aha, beleler ma wuɗa ha ka miya. 
JHN.11.39	Yezu me ləvey tok: «Wurama beleler ana ba.» Marta malam ma vagay ana ma ləvar: «Bay’ərlam a ɗaw, ka key tsoy dəvaɗ faɗ, akwa na a da zey ka dəba.» 
JHN.11.40	Ama Yezu ma mbəɗar kava: «I ka ləvaka kakay ɗaw, kendzey ka pey 'ar na, ka da nəkada maram ma Bay ma Bəla.» 
JHN.11.41	Ma badəŋgwalama beleler ana hana tok. Arka Yezu ma tsakafada dey me ləvey: «Baba, i madaka sise, hərway ka mbəɗafiyawa ha kava. 
JHN.11.42	Dərka na, i sərada ha, ka mbəɗafiyawa ha ka pas ka pas, amana, i tsa na, kavəday ma ndaw a neney ma kusa hiya ma ɗawaləmaya na, ma taya ka pam 'ar ma sləradiyawa na kah.» 
JHN.11.43	A dəba ma guma ŋga neney na, ŋga me wudey ta magala ha: «Lazar, bawa!» 
JHN.11.44	Arka ndaw ana hana ma mətsa na ma bawa, sek ta har ahiya ma tuɗa hiya ta petekeɗ yam aha, mey dey ma mbəza ha ta petekeɗ. Yezu ma ləvatar a ndaw hay: «Pasəkama, mbəkadama ka daw təŋga.»
JHN.11.45	Ndaw hay haɗadzidzay da walaŋ ma zuif hay ma səmawa ka tsakay ma Mariya ana, ma nəkadama tek ma Yezu a neney me key ana na, ma pam 'ar ka ŋga. 
JHN.11.46	Ama sa na hay na, ma dawam ka tsakay ma Fariziyeŋ hay, ma təkaradəmatara tek ma Yezu me key ana. 
JHN.11.47	Baba ɗuhwa na me key kuley ana hay ta Fariziyeŋ hay ma tsəham 'ar ma da ŋgəley mawa ma ləvam: «I ka kakwama na teŋgey? Ndaw a neney a key zeheɗ hay haɗadzidzay, 
JHN.11.48	haɗaw lakwa ka mbəkadakwa ba re ka key andza ha na, ndaw hay tabiyaha a da pam 'ar ka ŋga. Romeŋ hay a da mbəɗafəmandakwar ’ar, a da dufama ’Ay me kuley kokwoɗ ana ba, ta ndaw ma dala lakwa hay adzay.» 
JHN.11.49	Ndaw asləta da walaŋ ata a zəlamar Kayif, ka lam ana ŋga na na, ŋga bay ma baba ɗuhwa na me key kuley ana hay, me ləvey: «Kuray na ka səradama kakay, 
JHN.11.50	Akwa na ka səradama tikay ɗaw, ka da nafakwar na ŋgama ndaw asləta ka mətsey hərway ma səkway, ma ndaw ma dala hay tabiya ha ka da bazlam zlay» 
JHN.11.51	A tsərawa guma neney na, ma bay 'ar ma vaw ŋga na kakay, amana, ŋga baba ɗuhwa na me key kuley ana ka lam ana ŋga na na, ŋga me tsey guma neney andza ma ndaw sek: a dafa Yezu ka mətsey hərway ma ndaw ma dala hay, 
JHN.11.52	ma səkway dada tsa kakay, amana, ma tsəhadatara 'ar, da me dzəmey ma bəzey ma Bay ma Bəla ma pa mey ahiya na. 
JHN.11.53	A dzalama ma zəɗada ba, ta pas ana ŋga na na tok. 
JHN.11.54	Yezu tey na ma gərada ma daway ma sawa ndar ndar da walaŋ ma zuif hay, ŋga me wurzley vaw ŋga a slam ana daha bəse ta palah, a wuraw ana daha a zəlamar Efrayim, ŋga ma ndzam da huɗa ta gawla ŋga hay.
JHN.11.55	Andza magurlam ma Pak ma zuif hay a slawa ha bəse na, andza magurlam ma Pak ma medew ana na, ndaw hay haɗadzidzay ma tsələmawa da wuraw ata hay a Zeruzalem, ma da bazləmaɓa vaw. 
JHN.11.56	Taya ma səpama Yezu, arka da 'Ay me key 
JHN.11.57	Baba ɗuhwa na me key kuley ana hay ta Fariziyeŋ hay ma vəlam slam har, kwa way way ma sərada slam aŋga na na, ŋga ka ɓada, ma da zəga.
JHN.12.1	Andza Pak a zarawa meney mukwa na, Yezu me husey a Betani a wuraw ma Lazar, na ŋga ma lətsadərawa da walaŋ ma ndaw ma mətsa na hay ana. 
JHN.12.2	Ma tam tek haɗadzidzay ma kadama magurlam ma vəday ŋga. Marta na a həladatərawa ha, Lazar na, ma ndza ha da walaŋ ma ndaw ma wuna na hay. 
JHN.12.3	Mariya na me zəgey rita ma liter ma wurdey hayna, ma sumko haɗadzidzay ana, ma mbəɗadara ka sek ma Yezu, ma takaɗa ta mbez 'ar aŋga na. Arka me zey ŋga na ma rəhada 'ay ana tabiyaha. 
JHN.12.4	Arka ndaw asləta da walaŋ ma gawla ŋga hay, a zəlamar Zudas Iskariyot, na ŋga na ma da haɗəkada Yezu ba na, me ləvey: 
JHN.12.5	«Ɗagay ka haɗəkadama wurdey ana gabal temere makar na, a vəladəmatara a ndaw mbarga na hay na, hayaha seŋgey.» 
JHN.12.6	A tsey andza ha na, ka ləva na ndaw mbarga na hay ma kamar da vaw kakay, a tsey na hərway ŋga mahal aha, sulay ta ma paha na da har aŋga, a huley təŋga hay da huɗa. 
JHN.12.7	Yezu me ləvey tok: «Mbəkada ŋgwas ana, a ka tek aŋga neney na kassla, a zegweley na ma da pey ɗaw a tsəvay. 
JHN.12.8	Ndaw mbarga na hay na daha ta kuray ka pas ka pas seŋgey, ama yah na, i daha ta kuray ka pas ka pas kakay.» 
JHN.12.9	Azlakwa na zuif hay ma kusa hiya haɗadzidzay, ma tsənadama Yezu ŋga daha ka slam ana na, ma səmawa, a səmawa na kavəday ma Yezu ana dada tsa kakay, amana satsa ma da nəkafəraɓa ka Lazar, na ŋga ma lətsadərawa da walaŋ ma ndaw ma mətsa na hay ana. 
JHN.12.10	Zla da na ŋga na na, baba ɗuhwa na me key kuley ana hay, ma ŋgəlafama mawa ka Lazar ma da kəɗa ba vagay aha tiyatsa. 
JHN.12.11	hərway kavəday ŋga na, zuif hay haɗadzidzay ma mbəkadəmatərawa ma da pam 'ar ka Yezu.
JHN.12.12	Ma medew ana ndaw ma kusa hiya haɗadzidzay, na ma səmawa a magurlam ana, ma tsənadama waya Yezu a sawa ha a Zeruzalem na; 
JHN.12.13	ma tsam ɓaslah ma təɓah, ma bəmawa ma da zlam 'ar. Taya ma wudam: «Ozana! Ndaw ma sawa da mezəley ma Bay’ərlam ana na, ma pəsa mey aha ba, bay ɗuhwa na ma Israyel.» 
JHN.12.14	Yezu me ndzefey bəzey ma zuŋgow, me ndzey ka ’arra andza na ma winda ha da Mewindey Kokwoɗ ana: 
JHN.12.15	«Ka wesey zlay dem ma Siyoŋ: nəkafa bay ɗek ɗuhwa na a sawa ha, ma ndza ha ka 'ar ma bəzey ma zuŋgow.» 
JHN.12.16	Da har ana tsəfəmey ana na, gawla ŋga hay a səradama tek ana ma kawa na kakay, ama a dəba ma Yezu me ndzefey maram ba na, taya ma sərafama azlakwa, a windəmərawa na ka ŋga, azlakwa a kəmawa andza ha na ma ŋga. 
JHN.12.17	Ndaw ma kusa hiya andza da har a zələrawa Lazar ba da tsəvay ana, ŋga ma lətsadərawa ba da walaŋ ma ndaw ma mətsa na hay na, ma kam seydewe ŋga na. 
JHN.12.18	Akwa a da dam haɗadzidzay ma dazlam 'ar ana na, kavəday taya ma tsənadama ŋga me key zeheɗ ana aŋga na na. 
JHN.12.19	Fariziyeŋ hay ma ləvam ka 'ar vaw ta na: «Ka nəkadama ha kuray ana ta dey kwar, ka da slafama ha me key tek dakay, nəkafama bəla tabiyaha a səpa aha.»
JHN.12.20	Grek hay daha nekəɗey ma tsəlam ma da nawa dəba da har ma magurlam. 
JHN.12.21	Taya ma tsəhafama ka Filip ndaw Betəsayda da Galiley, ma ləvamar: « Bay, la wuɗam la ka nəkadama Yezu.» 
JHN.12.22	Filip ma daw ma ɓadara a Andrey, arka ka masləta ha na, ma dam ma tsadəmara a Yezu. 
JHN.12.23	Yezu ma mbəɗatar kava andza neney: «Har ma 
JHN.12.24	Dərka dərka na, i ɓadakwar, haɗaw bəzey ma daw ka kəley ka dala, ka mətsey kakay na, a ndzey re ŋga aslətaa, ama haɗaw dzadzak ka mətsey ba na, a yey bəzey kava haɗadzidzay. 
JHN.12.25	Ndaw me wuɗey mendzey aŋga na, a da zəɗada, ndaw mendzey aŋga ma kar da 'ar kakay ka bəla neney tey na, a da wafa vaw a mendzey me ndəvey kakay ana. 
JHN.12.26	Haɗaw ndaw a wuɗey ma kaya mber na, ka səpaya bəzay, ka slam a ɗaw i kava na na, gawla ma 'ay ɗaw a da key ŋga kava tey. Haɗaw ndaw a kaya ha mber na, Baba a da vəlar a da hasəkadara bəzay. 
JHN.12.27	Ekəɗey na, mezek aɗaw ma dawara ha, ana i da ləvey teŋgey? Baba,buiyaɓa da har a neney ana tsukuɗu? Ama dzadzak i sawa ɗerre na ma har a neney ana. 
JHN.12.28	Baba, hasəkadara bəzay a Mezəley ɗek.» Arka vəɗe ma ɗay ma tsənawa da 'ərlam: «I ka hasəkadara bəzay ba, i da hasəkadara sa.» 
JHN.12.29	Ndaw na andza ma kusa hiya ka slam ana, ma tsənadama guma na na, ma ləvam waya: «Yam me rəvey», sa na hay waya: «
JHN.12.30	Yezu me tsey guma, me ləvey: «Vəɗe ma ɗay neney a tsənawa na hərway ɗaw kakay, ama a tsənawa na mavəday kwar.» 
JHN.12.31	Ekəɗey na, sariya ma bəla neney, ekəɗey na bay ma bəla neney a da kəladama a bəla. 
JHN.12.32	Na ŋga ɗaw na, aza ka da tsakafadəmaya ba tsaŋ ka dala na, i da kavatsatərawa ndaw hay tabiyaha ka tsakay ɗaw.» 
JHN.12.33	Ta guma neney na, a ɓada a da mətsey na ta memətsey waray. 
JHN.12.34	Ndaw na ma kusa hiya na hay tabiyaha ma mbəɗafəmara kava: «La tsənadama da 
JHN.12.35	Yezu ma mbəɗatar kava: «Waw me nəkey dey ŋga daha da walaŋ a kwar mba me mendzey nekəɗey na, halam da har waw me nəkey dey kwar daha na, ma ləvaŋ ka da zəgakwar zlay, hərway ndaw me heley da ləvaŋ na, a sərada a daw na a may kakay. 
JHN.12.36	Da har waw me nəkey dey kwar daha na pam 'ar ka waw me nəkey dey ana, ma aza kuray ka təram bəzey ma waw me nəkey dey ahiya.» Andza ŋga ma tsatar guma na hay ba andza neney na, Yezu me wurzley ŋga, ma kəzlafata vaw ba.
JHN.12.37	Kwa andza ka key zeheɗ hay ba haɗadzidzay ka slam dey ta na, re a pam 'ar ka ŋga kakay təŋga. 
JHN.12.38	Akwa, a da key andza neney na andza ma ndaw sek Ezayi ma tsawa na: ‹Bay’ərlam, me pey 'ar ka guma la ma tsawa na na way? Gədaŋ ma har ma Bay’ərlam ana na, a da ɓadəmərawa na a way?› 
JHN.12.39	Akwa na ndaw sek Ezayi ana ka tsawa ba kava sa, a da slafama ma pam 'ar kakay ana na: 
JHN.12.40	‹Ŋga ka wuləfadatara dey ta ba, ma təradatara mevel ata ba təɗo təɗo, ma ka nəkadama ta dey ta zlay, ma mevel ata ka sərada tek zlay, ka mbəɗadama mendzey ta zlay, dakay na i ka ndaladata ba!› 
JHN.12.41	Ezayi a da tsey andza ha na, mavəday ka nəkada maram aŋga ba, arka a tsawa na ka ŋga. 
JHN.12.42	Akwa na, da walaŋ ma bay ana hay tekeɗe na, ndaw hay haɗzadzidzay ka pam 'ar ba ka ŋga. Ama hərway ma Fariziyeŋ hay na, a slafa ma me wurey mey, ma ɓada kakay, hərway a wasam a da warzləmatərawa ba da ’ay me ɗuley mey. 
JHN.12.43	A hiyam na maram ma sawa da ndaw hay ta maram na ma sawa da Bay ma Bəla ana. 
JHN.12.44	Arka Yezu ma tələkey mey: «Ndaw me pey 'ar ka yah na, a pey 'ar na ka yah dada kakay, ama na ka Ndaw ma sləradiyawa na. 
JHN.12.45	Ndaw ma nəkadaya na, a nəkey na Ndaw ma sləradiyawa na tiyatsa. 
JHN.12.46	Yah na, waw me nəkey dey, i sawa ka bəla na, ma aza kwa way way me pey 'ar ka yah na, ka da ndzey da ləvaŋ zlay. 
JHN.12.47	Ndaw ma tsənada guma ɗaw hay, ma wafata vaw kakay na, ma da kafa sariya na yah kakay, hərway i sawa na, ma da kafa sariya ka bəla kakay, i sawa na ma da buwa bəla. 
JHN.12.48	Ndaw ma kəladaya, ma təɓa guma ɗaw kakay na, ndaw ma key sariya ŋga na daha: guma ɗaw ana i me tsey ana na,a da kadara sariya ŋga na ta pas madakwaydok ana na ŋga. 
JHN.12.49	I tsey guma na na, ma 'ar a ɗaw ana kakay, amana, Baba ma sləradiyawa na, ma ɓadaya guma na i me tsey ana ta na i ma tələkada mey ana. 
JHN.12.50	I sərada ha, mey ma mewey ŋga na na, mendzey me ndəvey kakay ana. Guma i me tsey ana na, i tsa na, andza ma Baba ɗaw ma tsadiyawa na.»
JHN.13.1	Amba magurlam ma Pak na, Yezu a sərada har aŋga ka slawa ba, har aŋga ma da tesey ka dala ɗey 'ar a 'ay Baba ŋga. Ŋga ka wuɗata ndaw aŋga hay ba ka bəla neney, a wuɗata ha səlekw. 
JHN.13.2	Da har ana a zəmam aha tek na, ɓa 
JHN.13.3	Ŋga na a sərada Baba ka vəladatara tek hay ba tabiyaha a huɗa har aŋga. A bawa na da Bay ma Bəla, a mey a ’ar 'ay Bay ma Bəla ana. 
JHN.13.4	Yezu me lətsey ba ka slam me zəmey tek, ma tsəkwa kelmedzey ŋga ba, me zəgey petəle, me rey a bəzay. 
JHN.13.5	Ŋga me mbəɗey yam a tasawa, ma zlar ma pəradatara sek ma gawla ŋga hay, ma takaɗadatara ta petəle a hana na ma raha da bəzay ŋga na. 
JHN.13.6	Ŋga me husey ka slam ma Simoŋ Piyer, Simoŋ Piyer ma ləvar: «Kah Bay’ərlam a ɗaw tok na, ka pəradaya sek » 
JHN.13.7	Yezu ma mbəɗar kava: «Tek a ɗaw ana me key ekəɗey ana na, ka slafa ma sərada tsaray kakay, ama a dəba na na, azambay ka da sərada.» 
JHN.13.8	Piyer ma ləvar: «Me pərey na sek a ɗaw daw? Ɗaɗa a key vaw kakay.» Yezu ma mbəɗar kava: «Haɗaw i ka pəradaka sek kakay na, i da dzəmama ha sakay.» 
JHN.13.9	simoŋ Piyer ma mbəɗar kava: «Bay’ərlam a ɗaw, na ŋga na na, sek dada sakay, ama na pəradaya har ta 'ar aha dzay.» 
JHN.13.10	Yezu ma ləvar: «Ndaw ma pəra vaw aha na, a pərey vaw sa ɗaw, hərway vaw ŋga kərem ma bazləma ha, kuray ekəɗey na ma bazləma ahiya, amana tobiya kwar ahiya kakay.» 
JHN.13.11	Akwa na a sərada ha ndaw ma da haɗəkada na. Arka a da ləvey: ‹Kuray tobiya kwar aha ma bazləma hiya kakay na ›, na kavədiya. 
JHN.13.12	Andza ma ndəvada ma pəradatara sek ba na, Yezu ma zəga kelmedzey ŋga, ma mey ka slam me zəmey tek, arka ma ləvatar: «Ka səradama tek aɗaw a neney i ma kakwar ana ɗaw? 
JHN.13.13	Ka zələmaya na ‹Miter, Bay’ərlam›, Ka ləvam andza ha na təɗe, zləna hərway yah ana dərka na. 
JHN.13.14	Zla ekəɗey andza i ma pəradakwar sek, yah Bay’ərlam a kwar, Miter a kwar aha, i ka pəradakwar ba na, pəram sek ka 'ar vaw kwar ana hay andza ha tey. 
JHN.13.15	Hərway i vəlakwar eɗey na tek ma tsafa dey kava: tek andza ma kadakwar ana na, kam ka 'ar vaw kwar ana na, andza ha tey. 
JHN.13.16	Dərka dərka na i ləvakwar: gawla ma 'ay na, a fəna bay ma 'ay ŋga kakay dakay bəzey me slərey na a fəna ndaw ma slərada na kakay. 
JHN.13.17	Kendzey kuray ka səradama tsoy, ka kama ha andza ha na, ka da ndzam da wuiya. 
JHN.13.18	I tsey na ma kwar tabiyaha kakay, i səradata ha ndaw i ma walata na hay, ma aza Mewindey Kokwoɗ ana ka ndesley andza ha: Ndaw me zəmey tek ta yah ana na tok na, a da mbəɗafaya 'ar ka yah ana. 
JHN.13.19	I ləvakwar ekəɗey na, amba tek ana ka sawa, aza ka da husawa ba na, kuray ka pam 'ar: Yah daha. 
JHN.13.20	Dərka dərka na i ləvakwar: ndaw me ŋgəley ndaw i ma da sləradata na hay na, a ŋgəley na yah ana, ndaw me ŋgəley yah tey na, a ŋgəley na Ndaw ma sləradiyawa na.»
JHN.13.21	A dəba ma guma ŋga neney na, Yezu ma dawara ha da mevel, ŋga ma zlar me tsey guma pəlaŋ pəlaŋ: «Dərka dərka na i ləvakwar: ndaw asləta da walaŋ a kwar a da haɗəkadaya.» 
JHN.13.22	Gawla ŋga hay ma nəkam dey ka 'ar vaw ta na hay, ma tsəham akwatay a tsey na ka way. 
JHN.13.23	Ndaw asləta da walaŋ ma gawla ŋga hay, na Yezu ma wuɗa na, ma ndza ha kəreh ka tsakay ŋga. 
JHN.13.24	simoŋ Piyer na ma kar ta har:«Tsəhafa ɗagay, a tsey na ka way?» 
JHN.13.25	Gawla na ma gweɗəkwey ka 'ərev ma Yezu ma tsəhafa tok: «Bay’ərlam, ɗagay na way?» 
JHN.13.26	Yezu me mbəɗey kava: «Ndaw na i ma da kar lar ka 'ar ma ɗaf mey asləta na.» Arka tsana, Yezu me tsey ɗaf mey asləta, ma kafa lar, ma vəladara a Zudas Iskariyot bəzey ma Simoŋ. 
JHN.13.27	Da har ana andza ŋga ma vəladara ɗaf ana mey asləta na ba na, 
JHN.13.28	Kwa ndaw asləta da walaŋ ma ndaw ana hay ka slam ana ma tsənada ɗagay a tsey andza ha na ka mey na dakay. 
JHN.13.29	Andza sumkwo ta ma pa ha da har ma Zudas na, ka sa ma ndaw hay a dzalam na waya: Yezu a ləvar na ka da haɗəkawa tek ma kada magurlam, dakay na ka daw ka da vəlatar tek a ndaw mbarga na hay. 
JHN.13.30	Arka Zudas tey ma təɓa ɗaf ana mey asləta na ba na, ma bawa təŋga tsa, dəvaɗ kabəba.
JHN.13.31	Andza ma bawa ma Zudas ba na, Yezu me ləvey: «Ekəɗey na ka hasəkadəmara bəzay tsoy a 
JHN.13.32	Bay ma Bəla a da hasəkadara bəzay a vaw ŋga na, mazlambar aha a da hasəkadara bəzay. 
JHN.13.33	Dem a ɗaw hay, me ndzey lakwa ka vaw na, a zarawa na nekəɗey dada, ka da səpəmaya. Andza na i ma ləvatar a 
JHN.13.34	I vəlakwar mey ma mewey wayaha: wuɗam vaw ka 'ar vaw kwar ana hay. Andza na ŋgaɗaw i ma wuɗakwar ana na, wuɗam vaw ka 'ar vaw kwar ana hay. 
JHN.13.35	Ka neney na ndaw hay tabiya ha a da səradama kuray gawla ɗaw ahiya na, ka wuɗey vaw kwar ka 'ar vaw kwar ana hay na.»
JHN.13.36	Simoŋ Piyer ma ləvar: «Bay’ərlam a ɗaw, ɗagay ka da daw na a may?» Yezu ma mbəɗar kava: «A slam a ɗaw ana ma da daway ana na, ka da slafama ha ma daway ekəɗey ana tsaray kakay. Ama azambay ka mey na, ka da səpəmiyaɓa. 
JHN.13.37	Piyer ma mbəɗafara kava: « Bay’ərlam a ɗaw ɗagay i slafa ma səpaka ekəɗey ana kakay na, ka mey? I da vəlada mendzey ɗaw hərway ɗek.» 
JHN.13.38	Yezu me mbəɗey kava: «Ka da vəlada mendzey ɗek hərway ɗaw? Dərka, dərka na i ləvaka, maga dzagulok a da zlehey na, kah ka ləvey tsoy dey makar, ka səradaya kakay.»
JHN.14.1	Hayna 'ərev ka da həɓakwar zlay, ka pam 'ar ka Bay ma Bəla kakay ɗaw, pam 'ar ka yah ana tiyatsa. 
JHN.14.2	Da 'ay Baba ɗaw na, slam mendzey na belem belem. Hana na atay andza ha kakay na, i ka ləvakwar, i daway, i da ləmakwar slam mendzey da huɗa kakay seŋgey. 
JHN.14.3	Kendzey andza i ka daway, i ka ləmadukurawa slam ana ba na, i da mawa, i da həlukuraɓa ka tsakay ɗaw, ma kuray ka da ndzam ka slam a ɗaw, i ma ndza ha kava na tey. 
JHN.14.4	Slam a ɗaw ana i ma daw a huɗa na na, ka səradama ha tsəveɗ ana. 
JHN.14.5	Tomas ma ləvar: «Bay’ərlam a ɗaw, slam eɗek ana ma daway a huɗa na dzay na, la səradama kakay tok na, la da səradəməraɓa tsəveɗ ana na teŋgey?» 
JHN.14.6	Yezu ma ləvar: «Yah na tsəveɗ, yah na mey ma dərka, yah na mendzey, ɗaɗa ndaw ma slafa me husey ka tsakay ma Baba mandzara yah na dakay. 
JHN.14.7	Kendzey ka səradəmaya na, ka da səradama Baba ɗaw tiyatsa. Zla ekəɗey ana na, ka səradama, kuray ka nəkadama ba.» 
JHN.14.8	Filip ma ləvar: «Bay’ərlam a ɗaw, ɓafandar har ka Baba na na, na ŋga na na ɗarandar.» 
JHN.14.9	Yezu ma ləvar: «Filip, zla ekəɗey kakay lakwa dzaya tok na, ha ekəɗey ka səradaya tsaray kakay ɗaw? Ndaw ma nəkadaya na, a nəkey na, Baba ana. Ka ləvey: ɓafandar har ka Baba na na, teŋgey? 
JHN.14.10	Ka pey aha 'ar, yah na ma ndza ha da Baba, Baba tey ma ndza ha da yah kakay ɗaw? Guma ɗaw a neney hay, i ma tsakwar ana hay na, i tsata ma bay ’ar ma vaw ɗaw ana kakay! Dzadzak na Baba ma ndza ha da yah ana na, a ndasladata mber aŋga hay. 
JHN.14.11	Pəmaya 'ar yah ma ndza ha da Baba, Baba tey ma ndza ha da yah. Haɗaw ka pam 'ar ka guma ɗaw kakay na, dakay na pam 'ar kavəday ma mber a neney hay kwa. 
JHN.14.12	Dərka dərka na, i ləvakwar ndaw me pey 'ar ka yah na, a da key tek na yah me key ana hay, a da key na tek na ɗuhwa hiya a fəna sa. Hərway ma mey na, i daway aha 'ar a 'ay Baba. 
JHN.14.13	Tek a kwar tabiyaha, ma tsəham da mezəley ɗaw na, i da kata, ma aza Baba ka ndzefey maram da Bəzey. 
JHN.14.14	Haɗaw ka tsəhafəmaya tek da mezəley ɗaw na, i da ka tek ana.
JHN.14.15	«Haɗaw ka wuɗəmaya na, ka da kam andza mey ma mewey ɗaw me ləvey ana hay. 
JHN.14.16	Yah tey na, i da ɗular mey a Baba, a da vəlukurawa ndaw ma dzaŋgərey ana mekelehe, a da ndzey ta kuray ma tsoy aha. 
JHN.14.17	Ŋga na, Mesəfrey ma Dərka, na bəla ma slafa ma ŋgəla kakay ana, mavəday a nəkar a dey kakay, a sərada kakay. Kuray na ka səradama zləna, hərway ma ndza ha ka tsakay kwar, ma ndza ha da vaw kwar. 
JHN.14.18	I da mbəkadakwar aha matakwam ahiya kakay, i da sawa ka tsakay kwar. 
JHN.14.19	Ekəɗey mendzey nekəɗey adiya na, bəla a da nəkadaya ha sakay, ama kuray na ka da nəkadəmaya werwer, arka kuray ana tiyatsa na, ka da səfram. 
JHN.14.20	Ta pas ana ŋga na na, ka da səradama yah da Baba ɗaw, kuray da yah, yah tey da kuray. 
JHN.14.21	Ndaw ma zəgafata har ka mey ma mewey ɗaw hay, me key andza ha na, ndaw aŋga na na, a wuɗaya. Arka ndaw ma wuɗaya na, Baba ɗaw a da wuɗa tiyatsa. Arka yah ana tey na, i da wuɗa, arka na, i da ɓada vaw ɗaw da ŋga.» 
JHN.14.22	Zud, zləna Zudas Iskariyot kakay, ma ləvar: «Bay’ərlam a ɗaw, ɗagay ka da ɓandar vaw na a la dada ama na a bəla tikay na teŋgey?» 
JHN.14.23	Yezu ma mbəɗar kava: «Haɗaw ndaw ana a wuɗaya na, a da tsənar sləmay a guma ɗaw, arka na, Baba ɗaw a da wuɗa. La da səmawa ka tsakay ŋga, la da ləmam slam ala me ndzey da ’ay ŋga. 
JHN.14.24	Ndaw ana a wuɗaya kakay tey na, a wafa vaw ka guma ɗaw kakay, amana, guma neney kuray ma tsənadama na na, a bawa na da yah ana kakay, ama na da ndaw ma sləradiyawa na. 
JHN.14.25	I ɓadakwar tek a neney hay na, zla da lakwa ma ndza hiya dzaya mba. 
JHN.14.26	Ndaw ma dzaŋgərey ana, Mesəfrey Kokwoɗ ana, na Baba ma da slərawa da mezəley ɗaw ana na, a da tatəkadakwar tek hay tabiyaha. Ka da sərafəmata ka tek na i ma tsakwar ana hay tabiyaha. 
JHN.14.27	I mbəkadakwar zozoy, i vəladakwar zozoy ɗaw. I vəladakwar na andza ma ndaw ma bəla hay tikay, 'ərev ka da həɓakwar zlay, ka da wasam zlay. 
JHN.14.28	Kuray ka tsənadama ba i ka ləvakwar ba: i daway, i da mawa ka slam a kwar, haɗaw ka wuɗəmaya na, ma daw ɗaw a neney a 'ay Baba na na, a da mbafakwar, hərway Baba na, a fənaya. 
JHN.14.29	I ɓadakwar ba zla ekəɗey ana, amba tek ana ka kam, ma aza ka da husəmawa ba na, kuray ka pam 'ar. 
JHN.14.30	Zla ekəɗey na I da tsakwar aha ka tek hay a kuray dasakay: hərway bay ma bəla neney a sawa ha.Dərka na tek aŋga ma slafa ma da kaya na dakay. 
JHN.14.31	Ama a sawa na, ma bəla ka sərada, i wuɗa Baba ɗaw, i key na kassla andza ma Baba ma ləviyawa, i ka key andza ha na. Lətsam, nakwama ba ka sləna na!.
JHN.15.1	Yah na vəɗe ma viŋge hayna, Baba ɗaw na, ndaw ma nəkafa dey ana. 
JHN.15.2	Mendzey ma hawal na ma tapa ha ka yah, me yey bəzey kakay ana na, a rətsama ba. Mendzey ma hawal na me yey ana na, a kalama, ma aza ka yey a fəna satsa. 
JHN.15.3	Kuray ekəɗey na, ma kala hiya ba tsoy ta guma ɗaw i ma tsakwar ana. 
JHN.15.4	Ndzam da yah andza i me ndzey da kuray ana. Kal kal andza ma hawal, haɗaw ma tapa ha ka vəɗe ma viŋe ana kakay na, a slafa ka ’ar vaw ŋga na me yey bəzey kakay. Kuray ekəɗey, haɗaw kuray ma tapa hiya ka yah kakay na, andza ha atsa. 
JHN.15.5	Yah na vəɗe ma viŋe ana, kuray na hawal ana hay, ndaw ana ma ndza ha da yah, yah ma ndza ha da ŋga tey na, a da yey kava haɗadzidzay, hərway mandzar yah na, tek a kwar ma slafa me key na dakay. 
JHN.15.6	Haɗaw ndaw ana ma ndza ha da yah kakay na, a kəladama ba a bəla andza ma hawal, a ŋgweley, arka a kwakusama, a kuyadama a waw, arka a təɓam. 
JHN.15.7	Haɗaw kuray ma ndza hiya da yah, guma ɗaw hay ma ndza hiya da vaw kwar na, ka slafama me tsəhey tek ma sakwar ana hay na, a da husafəkurawa. 
JHN.15.8	Tek ma vəlar maram a Baba ɗaw na, me yey kwar kava haɗadzidzay ana, arka na, ka təram gawla ɗaw ahiya. 
JHN.15.9	Andza ma Baba ma wuɗaya na na, yah tey na, i ka wuɗəkurawa ba, ndzam da ma wuɗa vaw ɗaw. 
