GEN.1.1	Na počátku Bůh stvořil nebe a zemi. 
EST.2.8	Když bylo vyhlášeno královské nařízení, začalo se do paláce v Súsách do Hegajovy péče shromažďovat množství dívek. Také Ester tehdy vzali do královských komnat pod dohled strážce žen Hegaje. 
EST.2.9	Ta dívka se mu líbila a získala si jeho přízeň. Hned ji dal krášlit, obstaral jí přednostní příděly a zařídil, aby se jí věnovalo sedm děvčat z králova domu. Navíc ji i s děvčaty přemístil do lepší části harému. 
EST.2.10	Ester neprozradila nic o své národnosti a původu, protože jí Mordechaj přikázal, aby o tom mlčela. 
EST.2.11	Mordechaj se denně procházel před nádvořím harému, aby zjistil, jak se Ester daří a co se s ní děje. 
EST.2.12	Dívky přicházely před krále Xerxe ve svém pořadí po uplynutí dvanácti měsíců, předepsaných ženám. Po šest měsíců byly denně ošetřovány myrhovým olejem a dalších šest měsíců balzámy a ženskou kosmetikou. 
EST.2.13	Když měla jít dívka ke králi, mohla si z harému vzít s sebou do králových komnat, cokoli chtěla, a bylo jí vyhověno. 
EST.2.14	Večer odcházela a ráno se vracela zpět do harému pod dohled královského eunucha Šaašgaze, strážce konkubín. Ke králi už nevcházela, ledaže by si ji král oblíbil a byla zavolána jménem. 
EST.2.15	Jednoho dne přišla na řadu Ester, dcera Abichaila, strýce Mordechajova, jenž ji přijal za vlastní. Když měla vstoupit ke králi, nežádala nic než to, co řekl králův eunuch Hegaj, strážce žen. Každý, kdo Ester viděl, si ji oblíbil. 
EST.2.16	Sedmého roku vlády krále Xerxe, desátého měsíce zvaného tebet,
EST.2.17	Král si Ester zamiloval nade všechny ženy; ze všech panen získala jeho přízeň a lásku právě ona. Nasadil jí královskou korunu a učinil ji královnou namísto Vašti. 
EST.2.18	Král pak na počest Ester uspořádal velikou slavnost pro všechny své velmože a dvořany. V provinciích vyhlásil svátek a rozdával královské dary. 
EST.2.19	Při dalším výběru panen zaujímal Mordechaj místo v královském kancléřství. 
EST.2.20	Ester stále ještě neprozradila svůj původ a národnost, jak jí Mordechaj přikázal. Poslouchala ho na slovo, tak jako kdysi, dokud byl jejím pěstounem. 
EST.2.21	V době, kdy Mordechaj zastával svůj úřad v kancléřství, chystali se dva nespokojenci vztáhnout ruku na krále Xerxe. Byli to Bigtan a Tereš, královští eunuchové ze strážců prahu. 
EST.2.22	Když se o tom doslechl Mordechaj, pověděl to královně Ester, která to Mordechajovým jménem oznámila králi. 
EST.2.23	Věc se vyšetřila a potvrdila. Oba pachatele pověsili na kůl a na králův pokyn to bylo zapsáno do říšské kroniky. 
EST.3.1	Po nějaké době král Xerxes poctil Hamana, syna Hamedaty Agagovce. Povýšil jej a jeho křeslo vyzvedl nade všechny ostatní velmože. 
EST.3.2	Všichni dvořané v královském paláci před Hamanem klekali a klaněli se, neboť tak znělo královské nařízení. Jen Mordechaj neklekal a neklaněl se. 
EST.3.3	Dvořané z královského paláce Mordechajovi říkali: „Proč porušuješ královské nařízení?“ 
EST.3.4	Říkali mu to den co den, ale když neposlouchal, pověděli to Hamanovi. Chtěli vidět, zda to Mordechajovi projde; řekl jim totiž, že je Žid. 
EST.3.5	Samotný Haman si pak všiml, že Mordechaj před ním nekleká ani se neklaní. Hamana to tak rozlítilo, 
EST.3.6	že mu připadalo málo vztáhnout ruku jen na Mordechaje. Když se dozvěděl Mordechajovu národnost, usmyslel si, že vyhladí všechny Židy v celé Xerxově říši, všechen ten mordechajský národ. 
EST.3.7	Prvního měsíce zvaného nísan, dvanáctého roku
EST.3.8	Haman potom řekl králi Xerxovi: „Je tu jeden národ mezi národy všech provincií tvé říše, roztroušený, ale oddělený. Jejich zákony jsou od všech národů odlišné a královské zákony nedodržují. Není v králově zájmu nadále je trpět. 
EST.3.9	Kdyby král ráčil, může se napsat, ať jsou vyhlazeni. Osobně vyplatím správcům deset tisíc talentů
EST.3.10	Nato si král sňal z ruky pečetní prsten a dal jej tomu židobijci Hamanovi, synu Hamedaty Agagovce. 
EST.3.11	„Stříbro je tvé,“ řekl král Hamanovi, „a stejně tak ten lid. Udělej s ním, co chceš.“ 
EST.3.12	Třináctého dne prvního měsíce byli svoláni královští písaři. Přesně podle Hamanových pokynů se napsalo královým satrapům, místodržícím každé jednotlivé provincie a představitelům jednoho každého národa. Do každé provincie se psalo jejich písmem, jednomu každému národu jejich jazykem. Psalo se jménem krále Xerxe a pečetilo se královým prstenem. 
EST.3.13	Do všech provincií říše byli vysláni poslové s listy: 
EST.3.13	Všechny Židy, mladé i staré, ženy i nemluvňata, je třeba zničit, pobít a vyhladit, a to v jediný den: třináctého dne dvanáctého měsíce zvaného adar. Co kdo po nich ukořistí, ať si nechá. 
EST.3.14	Tento edikt budiž zařazen mezi zákony v každé jednotlivé provincii a vyhlášen ve všech národech, aby se mohli na ten den připravit. 
EST.3.15	Poslové na králův rozkaz neprodleně vyrazili a zákon byl vyhlášen i v súském paláci. Král s Hamanem pak zasedli a popíjeli, ale ve městě Súsách zavládl rozruch. 
EST.4.1	Když se Mordechaj dozvěděl o všem, co se stalo, roztrhl svůj oděv, oblékl se pytlovinou, posypal se popelem a s hlasitým a hořkým nářkem vyšel do města. 
EST.4.2	Dostal se ale jen ke královské bráně; do paláce totiž nikdo oblečený v pytlovině nesměl. 
EST.4.3	(V každé jednotlivé provincii, kamkoli dorazilo královské nařízení, nastal u Židů veliký smutek a půst, pláč a nářek. Mnozí si stlali v popelu a pytlovině.) 
EST.4.4	Za Ester přišla její děvčata a eunuchové, aby jí to oznámili. Královna se zděsila. Poslala Mordechajovi šaty, aby se oblékl a odložil pytlovinu, ale on odmítl. 
EST.4.5	Ester si tedy zavolala královského eunucha Hatacha, který jí byl osobně přidělen. Přikázala mu, ať od Mordechaje zjistí, co se děje a proč se tak chová. 
EST.4.6	Hatach tedy vyšel za Mordechajem na náměstí před královský palác. 
EST.4.7	Mordechaj mu pověděl o všem, co ho potkalo, i kolik přesně stříbra slíbil Haman vyplatit do králových pokladnic za vyhlazení Židů. 
EST.4.8	Dal mu i opis zákonného ediktu vydaného v Súsách ohledně jejich vyhubení. Ať ho ukáže Ester a všechno jí poví. Ať jí vzkáže, že má jít za králem orodovat u něj za svůj národ a vyprosit jeho milost. 
EST.4.9	Hatach se vrátil a pověděl Ester, co říkal Mordechaj. 
EST.4.10	Ester pak poslala Hatacha zpět za Mordechajem s odpovědí: 
EST.4.11	„Kdokoli, ať muž či žena, se bez pozvání přiblíží ke králi do vnitřní dvorany, zemře! Ten zákon znají všichni královi dvořané i lid v říšských provinciích. Jen ten, na koho by král ukázal zlatým žezlem, smí žít. A já jsem ke králi nebyla pozvána už třicet dní!“ 
EST.4.12	Když byl Mordechajovi doručen vzkaz od Ester, 
EST.4.13	poslal jí tuto odpověď: „Nemysli si, že v královském domě jako jediná ze všech Židů vyvázneš. 
EST.4.14	Budeš-li v tuto chvíli mlčet, Židům přijde spásná pomoc odjinud, ale ty i s rodinou svého otce zahyneš. Kdo ví? Snad jsi dosáhla království právě pro chvíli, jako je tato.“ 
EST.4.15	Ester na to Mordechajovi odpověděla: 
EST.4.16	„Jdi a shromáždi všechny Židy v Súsách. Ať se za mne postí tři dny – ať nejedí ani nepijí ve dne ani v noci. I já a mé dívky se takto budeme postit. Potom půjdu ke králi, ačkoli je to proti zákonu. A zahynu-li, zahynu.“ 
EST.4.17	Mordechaj tedy šel a udělal přesně, co mu Ester vzkázala. 
EST.5.1	Třetího dne si Ester oblékla královské roucho a vstoupila do vnitřní dvorany královského paláce přímo před komnatu krále. V královské síni naproti vchodu seděl na svém trůnu král. 
EST.5.2	Když spatřil královnu Ester, jak stojí v dvoraně, získala si jeho srdce. Ukázal na ni svým zlatým žezlem, Ester přistoupila a dotkla se jeho konce. 
EST.5.3	„Copak chceš, královno Ester? Žádej půl říše a bude ti vyhověno,“ řekl jí král. 
EST.5.4	„Kdyby král ráčil, mohl by prosím král dnes přijít s Hamanem na hostinu, kterou jsem pro něj připravila?“ odpověděla Ester. 
EST.5.5	„Hned jděte pro Hamana,“ král na to, „ať se Ester splní, co žádá!“ 
EST.5.5	Král i Haman pak přišli na hostinu, kterou Ester připravila. 
EST.5.6	Nad pohárem vína se král Ester otázal: „Tak jaké máš přání? Bude ti splněno. Žádej půl říše a stane se.“ 
EST.5.7	„Mé přání?“ odvětila Ester. „Co žádám? 
EST.5.8	Ráčí-li král laskavě vyhovět mému přání a splnit mou žádost, nechť král přijde s Hamanem na hostinu, kterou jim zítra vystrojím. Tehdy králi odpovím na jeho otázku.“ 
EST.5.9	Toho dne Haman odcházel veselý a v dobrém rozmaru. V paláci ale potkal Mordechaje a ten před ním nevstal, ani se nepohnul. Haman se na Mordechaje rozlítil, 
EST.5.10	ale ovládl se a šel domů. 
EST.5.10	Sezval své přátele, také svou ženu Zereš, 
EST.5.11	a vykládal jim, jaký je proslulý boháč a kolik má synů a čím vším ho král poctil a vůbec jak ho král povýšil nad velmože i královské dvořany. 
EST.5.12	„Dokonce,“ povídá Haman, „královna Ester vystrojila hostinu, na kterou nepozvala kromě krále už nikoho, jenom mě! Dokonce jsem k ní spolu s králem pozván i na zítra! 
EST.5.13	Jenže to všechno je mi na nic, když se musím dívat, jak si ten Žid Mordechaj sedí na královském dvoře!“ 
EST.5.14	Jeho žena i všichni přátelé mu tedy poradili: „Nech postavit kůl na padesát loktů
EST.6.1	Té noci král nemohl spát. Rozkázal tedy, ať mu přinesou kroniku říšských záznamů. Když z ní králi předčítali, 
EST.6.2	narazili na zápis o tom, jak jistý Mordechaj odhalil Bigtana a Tereše, dva královské eunuchy ze strážců prahu, kteří se chystali vztáhnout ruku na krále Xerxe. 
EST.6.3	Král se otázal: „Jak za to byl Mordechaj vyznamenán a povýšen?“ 
EST.6.3	„Vůbec nijak,“ odpověděli panoši obsluhující krále. 
EST.6.4	„Je někdo v předsálí?“ zeptal se král. (Do vnějšího předsálí královských komnat právě přišel Haman, aby promluvil s králem, že je záhodno Mordechaje pověsit na kůl, který pro něj připravil.) 
EST.6.5	„Ano, v předsálí čeká Haman,“ odpověděli panošové králi. 
EST.6.5	„Ať vejde,“ řekl král. 
EST.6.6	Když Haman vešel, král se ho zeptal: „Co se má udělat, když král chce někoho vyznamenat?“ 
EST.6.6	Haman si pomyslel: „Koho jiného by král mohl chtít vyznamenat než mě?“ 
EST.6.7	a tak tedy králi odpověděl: „Chce-li král někoho vyznamenat, 
EST.6.8	ať přinesou královské roucho, které nosívá král, a přivedou koně, na kterém jezdí král, s královskou korunou na hlavě. 
EST.6.9	To roucho i koně ať svěří některému z králových nejvznešenějších velmožů. Ať je to roucho oblečeno tomu, koho král chce vyznamenat; ať je na tom koni proveden po náměstí a ať se před ním volá: ‚Takto se děje tomu, koho chce král vyznamenat!‘“ 
EST.6.10	„Rychle vezmi to roucho i koně!“ odpověděl král Hamanovi. „To, co jsi řekl, uděláš pro Žida Mordechaje z královského kancléřství. Dej pozor, ať nic z toho, co jsi řekl, nevynecháš.“ 
EST.6.11	A tak Haman vzal to roucho a koně, oblékl Mordechaje, provezl ho po náměstí a volal před ním: „Takto se děje tomu, koho chce král vyznamenat.“ 
EST.6.12	Mordechaj se pak vrátil do královského paláce, ale Haman spěchal domů sklíčený a s hlavou zahalenou. 
EST.6.13	Když Haman vypravoval své ženě Zereš a všem přátelům, co všechno ho postihlo, odvětili mu ti mudrcové i jeho žena Zereš: „Jestli je ten Mordechaj opravdu Žid, pak tvůj pád teprve začal! Nikdy ho nepřemůžeš; padneš před ním úplně.“ 
EST.6.14	Ještě to ani nedořekli, když vtom dorazili královi eunuchové a spěšně Hamana odvedli na hostinu, kterou vystrojila Ester. 
EST.7.1	Král i Haman přišli na hostinu ke královně Ester. 
EST.7.2	Král se nad pohárem vína stejně jako včera Ester otázal: „Tak jaké máš přání, královno Ester? Bude ti splněno. Žádej půl říše a stane se.“ 
EST.7.3	„Ráčíš-li mi, králi, prokázat laskavost,“ odpověděla královna Ester, „daruj mi prosím život – to je mé přání! Ušetři i můj lid – to je má žádost. 
EST.7.4	Já i můj lid jsme vydáni zkáze, k pobití a vyhlazení! Kdybychom byli jen prodáni do otroctví, mlčela bych, neboť ten padouch nestojí za to, aby byl král obtěžován.“ 
EST.7.5	„Kdo to je?“ přerušil ji král Xerxes. „Kde je ten, kdo by se odvážil provést něco takového?“ ptal se královny Ester. 
EST.7.6	„Ten zavilý padouch,“ řekla Ester, „je tenhle zlosyn Haman!“ 
EST.7.6	Haman zůstal před králem a královnou jako omráčený. 
EST.7.7	Král v návalu hněvu vstal od vína a vyšel ven do zámecké zahrady. Haman zůstal, aby královnu Ester prosil o život. Bylo mu jasné, že u krále už nemá naději. 
EST.7.8	Vtom se král vrací ze zámecké zahrady do vinného pavilonku a vidí Hamana zhrouceného na Esteřině lehátku. „Tak on se ještě u mě doma bude vrhat na královnu?!“ zvolal král. 
EST.7.8	Jakmile to král vyřkl, eunuchové zakryli Hamanovi tvář. 
EST.7.9	Charbona, jeden z nich, před králem poznamenal: „A co s tím kůlem, který Haman postavil pro toho Mordechaje, jehož slovo zachránilo krále? Stojí u Hamanova domu, vysoký na padesát loktů.“
EST.7.9	„Pověste ho na něj!“ rozkázal král. 
EST.7.10	A tak Hamana pověsili na kůl, který postavil pro Mordechaje. Teprve tehdy králův hněv opadl. 
EST.8.1	Téhož dne král Xerxes daroval majetek židobijce Hamana královně Ester a Mordechaj získal přístup k samému králi. Ester totiž prozradila, kým pro ni je. 
EST.8.2	Nato si král sňal z ruky pečetní prsten (který odebral Hamanovi) a dal ho Mordechajovi. Ester pak Mordechaje učinila správcem Hamanova majetku. 
EST.8.3	Ester pak znovu promluvila před králem. Padla mu k nohám a s pláčem ho prosila, aby odvrátil tu pohromu, kterou Haman Agagovec zosnoval proti Židům. 
EST.8.4	Král na ni ukázal zlatým žezlem, ať vstane. Ester se postavila před králem 
EST.8.5	a řekla: „Ráčí-li mi král prokázat laskavost a uzná-li to král za vhodné, jestliže mu na mně záleží, ať nechá napsat, že se odvolávají ty listy, které vymyslel a sepsal Haman, syn Hamedaty Agagovce, aby vyhladil Židy ve všech provinciích říše. 
EST.8.6	Jak bych se mohla dívat na pohromu, která má potkat můj lid? Jak bych se mohla dívat na záhubu svých blízkých?“ 
EST.8.7	Král Xerxes královně Ester a Židu Mordechajovi odpověděl: „Hamana jsem nechal pověsit na kůl a jeho majetek jsem dal Ester, protože vztáhl ruku na Židy. 
EST.8.8	Edikt psaný královým jménem a zapečetěný královým prstenem ovšem odvolat nelze. Smíte však Židům napsat, co uznáte za vhodné; pište královým jménem a zapečeťte to královým prstenem.“ 
EST.8.9	Hned tehdy, třiadvacátého dne třetího měsíce zvaného sivan,
EST.8.10	Po jízdních poslech na rychlých koních z říšského hřebčince rozeslal Mordechaj listy napsané jménem krále Xerxe a zapečetěné královským prstenem: 
EST.8.11	Židům v každém jednotlivém městě král povoluje shromáždit se a bránit své životy. Smějí zničit, pobít a vyhladit jakékoli ozbrojence z kteréhokoli národa či provincie, kteří by napadli je nebo jejich ženy a děti. Co kdo po nich ukořistí, ať si ponechá. 
EST.8.12	Tak se staň ve všech provinciích krále Xerxe, a to v jediný den: třináctého dne dvanáctého měsíce zvaného adar.
EST.8.13	Tento edikt budiž zařazen mezi zákony v každé jednotlivé provincii a vyhlášen ve všech národech, aby Židé mohli být v ten den připraveni k odplatě proti svým nepřátelům. 
EST.8.14	Jízdní poslové na koních z říšského hřebčince na králův příkaz neprodleně vyrazili a zákon byl vyhlášen i v súském paláci. 
EST.8.15	Mordechaj vyšel od krále oděn královsky v modré a bílé, s velkou zlatou čelenkou a v hávu z kmentu a purpuru. Ve městě Súsách zavládlo bujaré veselí. 
EST.8.16	Židům vzešlo světlo a radost, jásot a sláva. 
EST.8.17	V každé jedné provincii, v každičkém městě, kam dorazilo královské nařízení, nastalo u Židů veselí a jásot, hody a svátky. Mnozí z ostatních národů se tehdy požidovštili, protože na ně padl strach z Židů. 
EST.9.1	Třináctého dne dvanáctého měsíce zvaného adar se mělo naplnit královské nařízení. Nepřátelé čekali, že toho dne Židy přemohou, ale vše se obrátilo: Židé přemohli své protivníky. 
EST.9.2	Ve všech provinciích krále Xerxe se Židé ve svých městech shromáždili, aby bránili své životy proti těm, kdo jim chystali pohromu. Nikdo před nimi neobstál; strach z nich padl na všechny národy. 
EST.9.3	Také všichni představitelé provincií, satrapové, místodržící a královští správci podporovali Židy, neboť na ně padl strach z Mordechaje. 
EST.9.4	Mordechaj měl totiž v královském paláci významné postavení. Jeho pověst se šířila po všech provinciích a Mordechajův vliv rostl stále víc. 
