GEN.1.1	Na počátku
LAM.5.19	Ty, Hospodine, zůstáváš navěky, tvůj trůn z generace na generaci. 
LAM.5.20	Proč 
LAM.5.21	Vrať
LAM.5.22	Nebo jsi nás zcela zavrhl? Přespříliš ses na nás rozhněval?
EZK.1.1	I stalo se ve třicátém roce
EZK.1.2	Pátého 
EZK.1.3	se opravdu stalo Hospodinovo slovo ke knězi Ezechielovi,
EZK.1.4	A hle, viděl jsem 
EZK.1.5	A zprostřed ní jakoby
EZK.1.6	Každá
EZK.1.7	Jejich nohy 
EZK.1.8	Zpod jejich křídel 
EZK.1.9	Svými křídly se jedna druhé dotýkají.
EZK.1.10	Jejich tváře 
EZK.1.11	Jejich tváře
EZK.1.12	A všechny se pohybují
EZK.1.13	Podoba těch bytostí, jejich vzhled 
EZK.1.14	A ty bytosti běhají 
EZK.1.15	Díval jsem se 
EZK.1.16	Vzhled těch kol a jejich zpracování 
EZK.1.17	Když se dají do pohybu, pohybují
EZK.1.18	Mají loukotě
EZK.1.19	A když ty bytosti jdou, dají se do pohybu 
EZK.1.20	Když duch bude 
EZK.1.21	Při jejich chůzi se dají do pohybu 
EZK.1.22	A nad hlavami 
EZK.1.23	Pod tou klenbou pak 
EZK.1.24	Slyšel jsem zvuk jejich křídel jako zvuk mnohých vod, jako hlas Všemohoucího, když chodily; zvuk bouře jako zvuk vojska; když se zastavily, svěsily svá křídla. 
EZK.1.25	I stal se hlas svrchu nad klenbou, která 
EZK.1.26	A shora nad klenbou, která 
EZK.1.27	A viděl jsem 
EZK.1.28	Jako vzhled duhy,
EZK.2.1	Tu mi řekl: Lidský synu,
EZK.2.2	Jakmile ke mně promluvil, vstoupil do mě duch, postavil mě na nohy a 
EZK.2.3	Řekl mi: Lidský synu, posílám tě k synům Izraele, k těm vzpurným
EZK.2.4	 synové tvrdých tváří a krutého
EZK.2.5	A oni poznají, ať uposlechnou nebo ať nedbají
EZK.2.6	A ty, lidský synu, neboj se jich a neboj se jejich slov, že 
EZK.2.7	Promluvíš k nim má slova, ať uposlechnou nebo ať nedbají
EZK.2.8	A ty, lidský synu, slyš to, co k tobě mluvím; nebuď vzpurný jako ten dům vzpoury, otevři svá ústa a sněz to, co ti dávám. 
EZK.2.9	Tu jsem viděl, hle, ruka vztažená ke mně a hle, v ní svitek knihy. 
EZK.2.10	Rozprostřel jej přede mnou. Měl popsaný líc i rub
EZK.3.1	A řekl mi: Lidský synu,
EZK.3.2	Otevřel jsem tedy svá ústa a 
EZK.3.3	Řekl mi: Lidský synu, nakrmíš své břicho a naplníš své útroby tímto svitkem, který ti dávám. Snědl jsem 
EZK.3.4	Pak mi řekl: Lidský synu, jdi, předstup před dům izraelský. Promluvíš k nim mými slovy. 
EZK.3.5	Vždyť nejsi poslán k lidu nesrozumitelné řeči
EZK.3.6	Nikoli k mnohým národům nesrozumitelné řeči a těžkého jazyka, jejichž slovům bys nerozuměl
EZK.3.7	Avšak dům izraelský tě nebude chtít poslouchat. Nejsou totiž ochotní poslouchat mě, protože celý dům izraelský má tuhé čelo
EZK.3.8	Hle, dal jsem ti 
EZK.3.9	Dal jsem ti čelo jako křemen,
EZK.3.10	Dále mi řekl: Lidský synu, všechna má slova, která k tobě promluvím, přijmi do svého srdce a poslouchej na vlastní uši.
EZK.3.11	Jdi, předstup před vyhnance, před syny svého lidu. Promluvíš k nim a řekneš jim: Toto řekl Panovník Hospodin, ať uposlechnou nebo ať nedbají.
EZK.3.12	Pak mě Duch
EZK.3.13	A zvuk křídel těch bytostí
EZK.3.14	Duch mě pozdvihl, zmocnil se mě a 
EZK.3.15	Přišel jsem k vyhnancům 
EZK.3.16	Když uplynulo
EZK.3.17	Lidský synu, ustanovil jsem tě strážným
EZK.3.18	Když řeknu o ničemovi: Jistě zemřeš, a 
EZK.3.19	Ale pokud ty bys ničemu varoval a ten ničema by se neodvrátil od své ničemnosti a od své cesty, on pro svou zvrácenost zemře, zatímco ty jsi vysvobodil svou duši.
EZK.3.20	A když se odvrátí spravedlivý od své spravedlnosti, provede špatnost
EZK.3.21	Ale pokud ty bys toho spravedlivého varoval, aby
EZK.3.22	I spočinula tam na mně Hospodinova ruka a řekl mi: Vstaň, vyjdi na tu pláň,
EZK.3.23	Vstal jsem, vyšel jsem na tu pláň a tam hle, Hospodinova sláva 
EZK.3.24	Pak do mě vstoupil duch, postavil mě na nohy a promluvil na mě. Řekl mi: Vejdi 
EZK.3.25	A ty, lidský synu, pohleď: Vloží na tebe popruhy, svážou tě jimi a nebudeš 
EZK.3.26	Přitom ti nechám jazyk přilnout k patru a budeš němý. Nebudeš pro ně mužem, který kárá, protože jsou dům vzpoury. 
EZK.3.27	Když však s tebou budu mluvit já, otevřu tvá ústa a řekneš
EZK.4.1	A ty, lidský synu, vezmi si cihlu.
EZK.4.2	Položíš proti němu
EZK.4.3	Ty si pak vezmi železnou pánev. Dáš ji 
EZK.4.4	Ty pak ulehni na svůj levý bok. Vložíš na něj zvrácenost
EZK.4.5	Já jsem ti převedl léta jejich zvrácenosti na počet dnů:
EZK.4.6	Až tyto 
EZK.4.7	Pak zaměříš svou tvář a svou obnaženou paži k obležení Jeruzaléma a budeš proti
EZK.4.8	Hle, vložil jsem na tebe popruhy a nebudeš se 
EZK.4.9	Ty si teď vezmi pšenici, ječmen, fazole, čočku, proso a špaldu.
EZK.4.10	Tvá potrava, kterou budeš jíst, 
EZK.4.11	I vodu budeš pít podle odměrky: šestinu hínu.
EZK.4.12	Budeš jíst ječný chléb a budeš jej péci na výkalech lidské nečistoty před jejich očima.
EZK.4.13	Nato řekl Hospodin toto: Synové Izraele budou jíst svůj chléb nečistý mezi národy, kam je zaženu. 
EZK.4.14	I řekl jsem: Ach, Panovníku Hospodine,
EZK.4.15	Řekl mi tedy: Pohleď, dal jsem ti kravská lejna místo lidských výkalů; svůj chléb budeš péci na nich.
EZK.4.16	Dále mi řekl: Lidský synu, hle, zlomím hůl
EZK.4.17	Proto budou mít nedostatek chleba a vody, zděsí se jeden jako druhý
EZK.5.1	A ty, lidský synu, vezmi si ostrý meč 
EZK.5.2	Třetinu zapálíš na ohništi uprostřed města, jakmile se naplní dny obléhání. Vezmeš další třetinu 
EZK.5.3	Ale vezmeš odtamtud trochu
EZK.5.4	I z toho
EZK.5.5	Toto řekl Panovník Hospodin: Postavil jsem tento Jeruzalém
EZK.5.6	Ale pro 
EZK.5.7	Proto řekl Panovník Hospodin toto: Jelikož křiklavěji
EZK.5.8	Proto řekl Panovník Hospodin toto: Hle, já zase
EZK.5.9	A vykonám v tobě to, co jsem 
EZK.5.10	Proto otcové uprostřed tebe budou jíst syny a synové budou jíst své otce.
EZK.5.11	Jakože jsem živ,
EZK.5.12	Třetina 
EZK.5.13	Pak pomine
EZK.5.14	Proměním tě v trosky a v potupu mezi národy, které 
EZK.5.15	A staneš se
EZK.5.16	Až proti nim vystřelím zlé šípy hladu, které se staly ničitelem, které vystřelím, aby vás zničily, přidám vám hlad a zlomím vám hůl
EZK.5.17	Pošlu na vás hlad a divou zvěř a učiní tě bezdětným, projde tebou mor a krev a přivedu na tebe meč. Já Hospodin jsem promluvil.
EZK.6.1	I stalo se ke mně Hospodinovo slovo: 
EZK.6.2	Lidský synu, nastav svou tvář proti
EZK.6.3	Řekneš: Izraelské hory,
EZK.6.4	Vaše oltáře budou zpustošeny, vaše kadidlové oltáře budou rozdrceny a vaše pobité nechám padnout před vašimi bůžky.
EZK.6.5	Mrtvoly synů Izraele zanechám před jejich bůžky a vaše kosti rozmetám okolo vašich oltářů.
EZK.6.6	Ve všech vašich sídlech budou zpustošena města a zpustnou návrší, protože vaše oltáře budou zpustošeny a zničeny;
EZK.6.7	Pobitý padne uprostřed vás a pak poznáte, že já 
EZK.6.8	Avšak, až se 
EZK.6.9	Pak si na mě ti 
EZK.6.10	A poznají, že já Hospodin jsem nepromluvil bezdůvodně, že jim způsobím toto zlo.
EZK.6.11	Toto řekl Panovník Hospodin: Udeř do své dlaně, dupni nohou a řekni: Ach! kvůli všem zlým ohavnostem domu izraelského, neboť padnou mečem, hladem a morem. 
EZK.6.12	Ten, kdo je daleko, zemře na mor, ten, kdo je blízko, padne mečem a ten, kdo zůstane a bude v obležení, zemře hladem, a tak proti nim dovrším svou zlobu. 
EZK.6.13	A poznáte, že já 
EZK.6.14	Vztáhnu proti
EZK.7.1	I stalo se ke mně Hospodinovo slovo: 
EZK.7.2	Ty, lidský synu, 
EZK.7.3	Teď 
EZK.7.4	Mé oko se nad tebou neslituje ani nebudu mít soucit, neboť na tebe uvalím tvé cesty a tvé ohavnosti budou uprostřed tebe. I poznáte, že já 
EZK.7.5	Toto řekl Panovník Hospodin: Zlo 
EZK.7.6	Konec přišel, přišel konec, probudil
EZK.7.7	Přišel na tebe 
EZK.7.8	Už brzy
EZK.7.9	Mé oko se neslituje ani nebudu mít soucit. Naložím s tebou podle tvých cest a tvé ohavnosti budou uprostřed tebe. I poznáte, že já Hospodin 
EZK.7.10	Hle, ten den, hle přichází. Kruh se uzavřel,
EZK.7.11	Násilí vzešlo v hůl
EZK.7.12	Přišel ten čas, nastal ten den. Kupující ať se neraduje a prodávající ať netruchlí, protože 
EZK.7.13	Vždyť prodávající se nenavrátí k prodané věci, i když oba zůstanou
EZK.7.14	Zatroubili na trubku a vše je zajištěno, ale nikdo 
EZK.7.15	Na ulici
EZK.7.16	Když utečou ti 
EZK.7.17	Všechny ruce ochabnou
EZK.7.18	Přepásají se pytlovinou a přikryje je hrůza; na všech tvářích hanba a na všech jejich hlavách lysina. 
EZK.7.19	Své stříbro pohodí na ulice a zlato jim bude za nečisté.
EZK.7.20	Svou nádhernou ozdobu,
EZK.7.21	A dám ji do ruky cizinců za lup a ničemům země za kořist a znesvětí ji.
EZK.7.22	Odvrátím od nich svou tvář a 
EZK.7.23	Udělej řetěz, protože země se naplnila vinou 
EZK.7.24	Přivedu nejhorší národy a obsadí jejich domy, skoncuji 
EZK.7.25	Přišla stísněnost, budou hledat pokoj, ale 
EZK.7.26	Přijde neštěstí za neštěstím a dojde zpráva za zprávou. Budou hledat vidění od proroka, ale knězi
EZK.7.27	Král bude truchlit, kníže
EZK.8.1	I stalo se v šestém roce v šestém 
EZK.8.2	Tu jsem viděl, hle, 
EZK.8.3	Vztáhl cosi
EZK.8.4	A tam hle, sláva Boha Izraele podobná vidění,
EZK.8.5	Řekl mi: Lidský synu, pozvedni nyní své oči směrem k severu. Pozvedl jsem tedy své oči směrem k severu a hle, na sever od oltářní brány 
EZK.8.6	Pak mi řekl: Lidský synu, vidíš přece, co páchají, velké ohavnosti, které tu páchá dům izraelský, abych se vzdálil
EZK.8.7	Nato mě přivedl ke vchodu 
EZK.8.8	Řekl mi: Lidský synu, prokopej se nyní skrze zeď. Prokopal jsem se tedy skrze zeď a hle, nějaký vchod. 
EZK.8.9	Pak mi řekl: Vejdi a podívej se na ty zlé ohavnosti, které tady páchají. 
EZK.8.10	Tu jsem vešel a hle, viděl jsem všelijaká zpodobení plazů a zvířat hodných opovržení a všelijaké bůžky domu izraelského vyryté na zdi kolem dokola. 
EZK.8.11	A sedmdesát mužů ze starších domu izraelského s Jaazanjášem, synem Šáfanovým, stojícím uprostřed nich, stojí před nimi, každý 
EZK.8.12	Tu mi řekl: Viděl jsi přece lidský synu, co páchají starší domu izraelského potmě, každý v pokojích svých obrazů,
EZK.8.13	Pak mi řekl: Znovu uvidíš ještě větší ohavnosti, které páchají. 
EZK.8.14	Přivedl mě ke vchodu 
EZK.8.15	Řekl mi: Viděl jsi přece lidský synu. Znovu uvidíš ještě větší ohavnosti, než 
EZK.8.16	Pak mě přivedl na vnitřní nádvoří Hospodinova domu a hle, 
EZK.8.17	Nato mi řekl: Viděl jsi to, lidský synu? Cožpak bylo domu judskému málo páchat ty ohavnosti, které páchali tady? Vždyť naplnili zemi násilím, znovu mě provokovali ke hněvu a hle, podávají si vinnou ratolest k nosu.
EZK.8.18	Také já budu jednat
EZK.9.1	Pak 
EZK.9.2	A hle, šest mužů přichází cestou od Horní brány, která je obrácena k severu, každý 
EZK.9.3	A sláva Boha Izraele se vznesla z cheruba,
EZK.9.4	Hospodin mu řekl: Projdi středem města, středem Jeruzaléma. Označíš značkou
EZK.9.5	A oněm řekl, 
EZK.9.6	Starce, mládence a pannu i malé dítě a ženy zabíjejte 
EZK.9.7	Řekl jim: Znečistěte ten dům a naplňte nádvoří pobitými, jděte. I vyšli a pobíjeli ve městě. 
EZK.9.8	A
EZK.9.9	Odpověděl mi: Zvrácenost domu izraelského a judského 
EZK.9.10	Ani mé oko se neslituje a nebudu mít soucit. Jejich cestu jsem uvalil na jejich hlavu. 
EZK.9.11	Tu hle, ten muž oděný lněným oděvem, který má na bedrech kalamář, podává zprávu: Udělal jsem všechno,
EZK.10.1	A hle, viděl jsem, 
EZK.10.2	Pak promluvil 
EZK.10.3	Když ten muž vcházel, stáli cherubové na pravé
EZK.10.4	Hospodinova sláva se pozdvihla od cheruba k prahu domu, dům byl naplněn oblakem a nádvoří naplnila zář Hospodinovy slávy. 
EZK.10.5	A zvuk křídel cherubů bylo slyšet až na vnější nádvoří jako hlas Všemohoucího Boha, když mluví. 
EZK.10.6	I stalo se, když přikázal tomu muži oděnému lněným oděvem: Vezmi oheň z meziprostoru u podvozku, z meziprostoru u cherubů, že přišel a postavil se vedle kola. 
EZK.10.7	Tu 
EZK.10.8	U cherubů se tehdy ukázalo cosi
EZK.10.9	A hle, viděl jsem čtyři kola vedle cherubů, jedno kolo vedle jednoho cheruba a další
EZK.10.10	Takže 
EZK.10.11	Když se dají do pohybu, pohybují se na všechny
EZK.10.12	Celé své tělo i své hřbety,
EZK.10.13	Kolům, těm byl dán název podvozek, jak jsem slyšel.
EZK.10.14	Každá 
EZK.10.15	Cherubové se také vznášeli. 
EZK.10.16	Když se cherubové dají do pohybu, pohybují se ta kola vedle nich, a když cherubové roztáhnou
EZK.10.17	Když se oni zastaví, zastaví se 
EZK.10.18	I vyšla Hospodinova sláva od prahu domu a postavila se nad cheruby. 
EZK.10.19	Cherubové roztáhli křídla a vznesli se před mýma očima od země, když vycházeli, a kola měli vedle sebe. Zůstali stát 
EZK.10.20	 jsou ty bytosti, které jsem spatřil pod Bohem Izraele u řeky Kebaru, a poznal jsem, že jsou 
EZK.10.21	Každý má čtyři tváře, každý má čtyři křídla a pod svými křídly 
EZK.10.22	Jejich tváře jsou podobné tvářím, které jsem spatřil u řeky Kebaru. Vypadali stejně -- 
EZK.11.1	Tu mě Duch pozdvihl, přivedl mě k východní bráně Hospodinova domu obrácené k východu; a hle, ve vchodu 
EZK.11.2	Tehdy mi řekl: Lidský synu, tito muži vymýšlejí zlo a připravují v tomto městě zlý plán, 
EZK.11.3	když říkají: V blízké době nestavte domy;
EZK.11.4	Proto prorokuj proti
EZK.11.5	I padl na mě Duch Hospodinův
EZK.11.6	Rozmnožili jste v tomto městě 
EZK.11.7	Proto praví Panovník Hospodin toto: Vaši pobití, které jste nechali ležet uprostřed něho, jsou tím masem a ono 
EZK.11.8	Meče jste se báli a meč na vás přivedu, 
EZK.11.9	Vyvedu vás z jeho středu, vydám vás do ruky cizinců a vykonám nad vámi soudy. 
EZK.11.10	Padnete mečem na izraelské hranici.
EZK.11.11	Ono
EZK.11.12	I poznáte, že já 
EZK.11.13	I stalo se, jakmile jsem prorokoval, že Pelatjáš, syn Benajášův, zemřel. Padl jsem na tvář, volal jsem hlasitě o pomoc a řekl jsem: Běda, Panovníku Hospodine, ty činíš konec s ostatkem Izraele.
EZK.11.14	I stalo se ke mně Hospodinovo slovo: 
EZK.11.15	Lidský synu, tvým bratrům, tvým příbuzným, 
EZK.11.16	Proto řekni: Toto praví Panovník Hospodin: Ačkoliv jsem je vzdálil mezi národy a ačkoliv jsem je rozptýlil po zemích, stal jsem se jim 
EZK.11.17	Proto řekni: Toto praví Panovník Hospodin: I shromáždím vás z těch národů a vezmu vás z těch zemí, do nichž jste byli rozptýleni, a dám vám izraelskou zemi.
EZK.11.18	Přijdou tam a odstraní z ní všechny její ohavné modly a všechny její odporné věci. 
EZK.11.19	A dám jim jedno srdce
EZK.11.20	aby žili podle mých ustanovení, zachovávali má nařízení a plnili je. I budou mým
EZK.11.21	Avšak ohledně srdce 
EZK.11.22	Tu cherubové pozdvihli svá křídla, kola měli vedle sebe a sláva Boha Izraele 
EZK.11.23	A Hospodinova sláva vystoupila zprostřed města a zůstala stát nad horou, která 
EZK.11.24	Pak mě Duch pozdvihl a přivedl mě ve vidění v Božím Duchu do Chaldejska k vyhnancům
EZK.11.25	A 
EZK.12.1	I stalo se ke mně Hospodinovo slovo: 
EZK.12.2	Lidský synu, bydlíš uprostřed domu vzpoury, těch, kteří mají oči k vidění, ale nevidí, mají uši k slyšení, ale neslyší, protože jsou dům vzpoury. 
EZK.12.3	A ty, lidský synu, připrav
EZK.12.4	Své věci vyneseš jako věci 
EZK.12.5	Před jejich očima si pro sebe prokopej 
EZK.12.6	Před jejich očima si 
EZK.12.7	I učinil jsem tak, jak mi bylo přikázáno. Své věci jsem vynesl ve dne jako věci 
EZK.12.8	I stalo se ke mně zrána Hospodinovo slovo:
EZK.12.9	Lidský synu, cožpak se tě nezeptali, dům izraelský, dům vzpoury, co to děláš? 
EZK.12.10	Řekni jim: Toto praví Panovník Hospodin: Tento výnos
EZK.12.11	Řekni: Já 
EZK.12.12	A kníže, který 
EZK.12.13	Rozprostřu nad ním svou síť, bude chycen do mé lovecké sítě
EZK.12.14	A všechny, kteří 
EZK.12.15	A poznají, že já 
EZK.12.16	Ale zachovám z nich tolik mužů před mečem, před hladem a před morem, aby vyprávěli o všech svých ohavnostech mezi národy, kamkoli přijdou. I poznají, že já 
EZK.12.17	A stalo se ke mně Hospodinovo slovo: 
EZK.12.18	Lidský synu, svůj chléb jez s třesením
EZK.12.19	A řekneš lidu země:
EZK.12.20	Obydlená města budou zpustošena a země se stane spouští. I poznáte, že já 
EZK.12.21	I stalo se ke mně Hospodinovo slovo: 
EZK.12.22	Lidský synu, co to máte za pořekadlo o izraelské zemi, když říkáte: Dny budou dlouhé a každé vidění přijde vniveč? 
EZK.12.23	Proto jim řekni: Toto praví Panovník Hospodin: Skoncoval jsem
EZK.12.24	Už totiž nebude uprostřed domu izraelského žádné klamné vidění a lichotivá věštba. 
EZK.12.25	Vždyť já Hospodin promluvím to, co promluvím, slovo, které bude vykonáno, už se neoddálí. Ve vašich dnech totiž, dome vzpoury, promluvím slovo a vykonám ho, 
EZK.12.26	I stalo se ke mně Hospodinovo slovo: 
EZK.12.27	Lidský synu, pohleď 
EZK.12.28	Proto jim řekni: Toto praví Panovník Hospodin: Už se neoddálí žádné 
EZK.13.1	I stalo se ke mně Hospodinovo slovo: 
EZK.13.2	Lidský synu, prorokuj proti izraelským prorokům, kteří prorokují. Řekneš 
EZK.13.3	Toto praví Panovník Hospodin: Běda těm bláznivým
EZK.13.4	Jako lišky
EZK.13.5	Nevstoupili jste do trhlin a 
EZK.13.6	Viděli klam a lživou věštbu, ti, kdo říkají: Hospodinův výrok. Hospodin je neposlal, a přece očekávali na potvrzení slova. 
EZK.13.7	Cožpak jste neviděli klamné vidění a 
EZK.13.8	Proto praví Panovník Hospodin toto: Jelikož mluvíte klam a vidíte lež, proto hle, já 
EZK.13.9	Má ruka bude proti těm prorokům, kteří vidí klam a kteří věští lež. Nebudou v důvěrném společenství
EZK.13.10	Jelikož a protože zmátli můj lid slovy: Pokoj! Ale 
EZK.13.11	Řekni 
EZK.13.12	A hle, ta zeď spadla. Cožpak vám neřeknou: Kde
EZK.13.13	Proto praví Panovník Hospodin toto: Prolomím 
EZK.13.14	Zbořím tu zeď, kterou jste omítali omítkou, srazím ji k zemi a bude odhalen její základ, spadne a 
EZK.13.15	Tehdy dovrším svou zlobu proti zdi a proti 
EZK.13.16	izraelští proroci, kteří prorokovali o Jeruzalému a kteří pro něho viděli vidění pokoje. 
EZK.13.17	A ty, lidský synu, nastav svou tvář
EZK.13.18	Řekneš: Toto praví Panovník Hospodin: Běda 
EZK.13.19	Znesvětily jste mě před mým lidem za hrst ječmene a za kus chleba,
EZK.13.20	Proto praví Panovník Hospodin toto: Hle, jsem proti vašim páskám, do kterých lovíte duše jako ptáky.
EZK.13.21	Strhnu i vaše kukly a vysvobodím svůj lid z vaší ruky. Už nebudou úlovkem ve vaší ruce. I poznáte, že já 
EZK.13.22	Jelikož mučíte srdce spravedlivého
