MAT.1.1	Antuyawino neturakkanneno gagginafuwera i Jesu Kristo a gaka i Ari David a gaka kappayi Abraham. 
ACT.26.10	Kunnenoyino inangwak sey Jerusalem. Odduweno tolayira i Dios a nepabaluggu, se neaꞌdeno pangafuwanirana padiyeno turek. E sin sinapiꞌda si mapapatayira, inanggammangku kappay. 
ACT.26.11	Namipidyaka inang sino sinagogera ta kastigungkuweno manguruwira ta patutangkuwera a mattalekkud sino angngurudda. Gafu se naoꞌganino bungukku sino manguruwira, inangngak si korwana lulubbuna mappadyat sikwara.”
ACT.26.12	Sinapikkappayi Pablo si, “Antu gafuneno inangngangku sey Damasco a manoꞌma sino manguruwira ki Jesus sinay, se aneno neyaꞌdeno pangafuwanirana padiya tureka manoꞌma. 
ACT.26.13	E wasin agyangkami kepay sino dalan si tangnganaw, Afu Ari, initakino baggawa mangngilikilita naggabwat sey langita nabaggawingke amma sino sinag. Linebannakami andino bulungkuwera, 
ACT.26.14	e naletwaggami ammin. E agyanino diningngagguwa damita naddamit si damiꞌna Hebreo, a sinapiꞌna si, ‘Saulo, Saulo, mayan padyatannak? Ino baggimungkepayino padyatannuwa mangontara sikwak.’ 
ACT.26.15	E sinapikku si, ‘Inyaka, Afu?’ E sinapiꞌna si, ‘Ikkanaki Jesus a padyatannu. 
ACT.26.16	Gumabwakka, se ino gafuneno nappaddangku sikwam, pinilitaka a aripangkuwa umang mangipakaammu sino tolayira sito nappaitangku sikwam sito aw annino ipaitaꞌnga sikwam naso maddagguna aw. 
ACT.26.17	Dundunantaka a manuldu sino kasiJudyumira annino bakkannira a Judyu, e nu sanneno akwanda sikwam, imutantaka. 
ACT.26.18	Tulduwannuwerana takesi maammuwandeno mappeafu sikwak ta talekkurandeno narakkat e mabaggawanino nakanda. Nu talekkuranda i Satanas a matturay sikwara e aꞌlanganda i Dios e manguruwira sikwak, mapakomanneno liwaꞌdera e mebilangira sino piniliyera i Dios si tolena.’ Antuweno netulduwi Afu Jesus sikwak.”
ACT.26.19	Wasinoy, sinubburani Pabloweno sinapiꞌna si, “Kunna mantu, Ari Agripa, kinuruggungke ino sinapiti Jesus sin nappaitanna sikwak. 
ACT.26.20	Neyafuka nanuldu sey Damasco, kasena sey Jerusalem anna sino palulubbunna probinsiya a Judea, kasek kappay nanuldu sino bakkannira a Judyu. Ino netulduk sikwara, ibobolira naddino liwaꞌda ta umaꞌlangira ki Dios, e mangwera nad si nalawara pamakurudda si gakkuruwingke a nabboboliyeran. 
ACT.26.21	Gafu se kunnenoya netulduk, dinoꞌmandakino kasiJudyutamira sino Templo, e papatayandaꞌngad. 
ACT.26.22	Udde makkiyad sitaw, dinuffunandaki Dios, e antu gafuna, mattaꞌdaggak sito aꞌlandaw sito ingkein. Mangipakaammuwak sino mappeafu ki Dios sino ammina tolay, baꞌnang onnu pobiri, e ino ipakaammuk, kunna kappayino sinapiti Moises andino korwanira a gumalabbuni Dios siꞌina makwana. 
ACT.26.23	Se nelabbunda si maawag si madyatanino Kristo a dundunanni Dios, kasena matay. E nelabbunda kappay si antuweno mapalunguwa mangngangoli ta waldanneno nakammino tolayira, Judyuwera annino bakkannira a Judyu, mappeafu sino kesalakanda.”
ACT.26.24	Wasin sinapiti Pabloweno kunnenoy, nekokwa i Gubernador Festo a nassapit si, “Nansekkan, Pablo! Nepanseꞌdaka yan odduwa adalnu!”
ACT.26.25	Udde sinabbi Pablo si, “Ammek inanset, Afu Gubernador, se gakkurug ammin yo sapitangku. 
ACT.26.26	Ammuk si aggaammuni Ari Agripa amminino mappeafu sitaw, se ammera neimadda inangwa. Antuweno sapitangkungke sikwana si kunnayaw. 
ACT.26.27	Ari Agripa, kuruwannuweno sinapitino gumalabbunira i Dios siꞌin? Ammuk si kuruwannu.”
ACT.26.28	Udde sinabbi Agripa si, “Ma, ino anggammu e pabbalinnak si Kristiyano ingkein?”
ACT.26.29	“Massiki ingkein onnu mabayaggepay,” kunni Pablo, “ikkayu ammina maddingngag sikwak sito aw, ikararaggu ki Dios ta manguruggayu ammin ki Jesus a kunna pay sikwak, ta mekunnakayu sikwak, fera sito gakaggu.”
ACT.26.30	Wasinoy, nattaꞌdaggino ari annino gubernador anni Bernice andino korwanira, 
ACT.26.31	e nanawiran. E mattatarabbira a massapit si, “Awana inangwa inaya tolay si kebaluranna onnu katayanna.”
ACT.26.32	E sinapippayi Agripa ki Festo si, “Melawanin nad inaya tolay nu ammena inarang si umaꞌlang sino Emperador.”
ACT.27.1	Wasin nadaꞌngennino awa umangngammi anni Pablo sey Italia, neyalawaꞌda i Pablo annino korwanira a balud ki Julio, tata a kapitanino sindaluwera a mingngan si Kompanyana Emperador. 
ACT.27.2	E inangkami nattakay si bafora naggabwat sey Adrumeto a massisippal sino lulubbunna probinsiya a Asia. Nebulun sikwamiyi Aristarco a taga-Tesalonica a lubbunna Macedonia.
ACT.27.3	Wasin kadaramaꞌna, nassippalkami sey Sidon. E inallakki Juliowi Pablo, e inannuꞌna si inang naddoraw sino bafulunnera sinay ta iyaꞌdareno maawangnga. 
ACT.27.4	Wasin ginikkakkami sinay, ilaꞌwutammiyeno Chipre a umang sino tafiꞌnga a awana bayabbangnga, se nadaꞌngangkami si bayabbag. 
ACT.27.5	Dinammammiyeno bebaya araꞌni sey Cilicia anna Pamfilia, e ginaꞌdangkami sey Mira a lubbunna probinsiya a Licia. 
ACT.27.6	Sinayino nakasumpalani Kapitan Julio si bafora naggabwat sey Alejandria a umang sey Italia, e antuweno nattakayammi. 
ACT.27.7	Naganayino nattakayammi se nadyatan sino bayabbag, e nabayino ginamwangammi sey Nido. Gafu se natuyaggino bayabbag, ammekami makagaddangnga umang sino angammi, e nallikukamiya inang sey tafikino funa Creta, e nallaꞌwukkami sey Salmone. 
ACT.27.8	E massiki nanadappikkami, nadyatangkami kappay kiyad si ginamwangkami sino lubbuna ngananda si Nalawara Pitturanna Bafora araꞌni sino lubbuna Lasea.
ACT.27.9	Gafu se nabayaggami sinay, kattalatalawino mattakay si bafor. Ammumi si aggeangaangin, se nabalininnino pallantanganino Judyuwera. Antuweno sinapiti Pablo sikwara si, 
ACT.27.10	“Bulungkuwera, ammuk si kattatalawinnino umangngantam. Se nu ikararuttam, gakkuruwa odduweno kargatama madaral, anna madaral kappay yo nattakayantam, e ana kappeneno matay sikwatam.” 
ACT.27.11	Udde ino kapitan, ammena kinuruwino sinapiti Pablo, se antu kinurungngeno sinapitino gumattakkan sino bafor annino makwan bafor. 
ACT.27.12	Ino kaodduwan sino bulummiyera a nattakay, angganda kappaya ikararut, se narakkat kanuweno pitturanneno baformi nu mabbayabbag. Angganda a ituluymi ta gumamwangkami sey Fenix a lubbunna Creta, se antu kanuweno nalawara pitturammi sino aggeangaanginanna, se malingufan.
ACT.27.13	Wasin kunnenoy, nibbattino angin e agyanino lelera naggabwat sino abbag, e nekunda si damanan nakuya ikararuꞌmi sey Fenix. Wasinoy, nelabbeddeno baliyanga pappaittud sino bafor ta sumullu, e ginikkakkamin. Nanadappikkami pelang sey Creta. 
ACT.27.14	Udde ammena nabayag, ginamwangino natuyagga angina naggabwat sey Creta. 
ACT.27.15	Nedanggaꞌneno baformi e ammena makatuttut sino bayabbag, e nepurera pelang ta dandanammiyeno bayabbag. 
ACT.27.16	Wasin araꞌnikamin sino bibissangnga fuwa Cauda, neyuddumiyeno abanga binuꞌbutino baformi, se nalingufangkami si bisang, udde nadyatangkami kepaya miyuddu. 
ACT.27.17	Wasino neyudduranino abang, ginakaddeno bafor si napaddatta lufid kenasi ammena maokayak. E gafu se mattalawira si medompakino bafor sino karatana araꞌni sey Sirte, inarireno dokalla bandera a mappaanikkad sino bafor,
ACT.27.18	Waso kadaramaꞌna, natuyaggepayino bayabbag, e neyafura a mitakkub sino kargarera sino bebay takesi mallampawino bafor. 
ACT.27.19	Waso kadaramaꞌna kappay, netakkudda kappayino nadammatta arumentana bafor. 
ACT.27.20	Pipidya awa ammemi maiteno sinag anda bitun se ammena umibbattino bayabbag, antuwenoyin awana innanamammi si mabiyaggami.
ACT.27.21	Nabayingkappaya ammekami nangapangngan. Wasinoy, nattaꞌdaggi Pablo e nekunna si, “Bafulungkuwera, nu kinuruddonaddino sinapikku ta ammetam ginikkat sey Creta, ammetammadda nadyatan anna nadarallan. 
ACT.27.22	Udde kadde, ammekayu maddararan, se awana matay sikwatam, ino pelang baforino madaral. 
ACT.27.23	Ammuk yaw, se waso gafi, i Dios a dayawangkuwa makangkwa sikwak, nanundun si anghela mituldu sikwak, 
ACT.27.24	e sinapiꞌna si, ‘Ammeka mattalaw, Pablo, se maawag si umaꞌlangka sino Emperador. E gafu sikwam, allakkanni Diosino katakayannuwera ta awana matay sikwara.’ 
ACT.27.25	Kunna antu, bafulungkuwera, pattuyaggandawino nakandaw, se kuruwangku si makweno sinapiti Dios sikwak. 
ACT.27.26	Udde maawag si medompakino bafortam si tata a fu sino tangngana bebay.”
ACT.27.27	Wasin kadwaannattin si appata gafi kiyad sin nangiyafuwanino angin, mepapalleggami kepay sino bebaya Adriatico. E waso nattangngennino gafi, giniꞌneno mattarabafuwera sino bafora umaraꞌnikamin sino lubag. 
ACT.27.28	E kinamandeno kasoꞌdangngeno danum, e adwafuluwappeno kasoꞌdangnga. E wasin kinaꞌriyakkami kappay si bisang, kinamanda kappayino kasoꞌdangngeno danum, e kadwafulu si lima a dappa. 
ACT.27.29	E mattalawira si medompakino bafor si patul. Antu gafuna, sinuwewera sino uninna baforino appata baliyanga pappaittud, kasera nekararag si gigiꞌbattin nad.
ACT.27.30	Ino mattarabafuwera sino bafor, angganda si manawira. Antuweno nanuwewayanda sino abang ta pattakayanda a umanaw, se ino rasonda, iyekwara kanu kappenaddino baliyanga pappaittud sino uluna bafor. 
ACT.27.31	Udde nekunni Pablo sino kapitan andino sindalunera si, “Nu umanawino mattarabafuwera sito bafor, matayetam ammin.” 
ACT.27.32	Kunna antu, ginattatino sindaluwereno gakanneno abang takesi maanawanin.
ACT.27.33	Wasi marrifarifad, patutanni Pabloweno tolayira a mangngan, a kunna si, “Adwa lingguwaninna ammekayu nangapangngan. 
ACT.27.34	Mangngangkayu lud, takesi mattuyaggayu, se awana maansa sikwatam.” 
ACT.27.35	Wasin sinapiti Pablo inoy, nappa si tinapay, nakkararag ki Dios sino naraꞌlanganda ammin, kasena ginaradweno tinapay e nangnganin. 
ACT.27.36	Nattuyaggino nakanda ammin, e nangnganira pay. 
ACT.27.37	Ino kaoddumiya nattakay sino bafor, kaꞌluwatut si pitufulu e annam. 
ACT.27.38	Wasin nabattuggamin, netakkudda amminino korwana kargarera a trigo takenasi mallampawino bafor.
ACT.27.39	Wasin gigiꞌbattin, agyanino nedipaꞌmiya lubag, udde amme naimunuwanino mattarabafuwera sino bafor nu sintawino agyanammi. Udde initareno nedalluwa adat so dappiꞌna bebay, e dinandanda a nu damana, iyasiꞌdeno bafor sinay. 
ACT.27.40	Antuweno ginattaꞌdeno gakanneno baliyangira ta maanawanira sinay, inubbarandeno lufinna paluwa a mangifuyut sino bafor, kasera netulluweno bandera a ana so uluneno bafor takesi metuꞌyud sino dappit. 
ACT.27.41	Udde neruꞌngatino bafor sino karatan sino kaabbafawana danum, e nefutakkino uluna e ammena makaanikkad. Udde ino uninna, idadanggatino palungira, e naokayakin.
ACT.27.42	Wasinoy, dinandammino sindaluwera si papatayanda amminino balurira takesi awana umalluweta manalug sino dappit, 
ACT.27.43	udde inallangnganireno kapitan, se ikalona i Pablo. Sinapiꞌna sikwara si amminira a makatalug, mallattuwera nad sino danum ta manaluwira e umasipira sino dappit. 
ACT.27.44	E dumandan naddino korwanira a gumafut si tabla onnu sino nadaralla naggabwat sino bafor. Kunna pelang inoyino inangwami, e inasikkami ammin sino dappit.
ACT.28.1	Wasin ginaꞌdangkami, naammuwammi si Malteno anganino fuwa ginaꞌdangammi. 
ACT.28.2	Kinallaꞌdakamiyeno tolayira sinay e nafuyira si naggarenuwammi, se muran anna nalaꞌbat sinay. 
ACT.28.3	I Pablo, nampat si itungura. Udde wasin itungunan sino afuy, ilatwapino nagita a ulag se napatuwanin, sinukawanna i Pablo, e binuriburanneno kamaꞌna. 
ACT.28.4	Wasin naiteno Maltera a aggabassinino ulag sino kamaꞌna, nassapitino taggitata sikwara si, “Antu gakkuruwino gumapapatay si tolay, se massiki nalasatanneno bebay, gumammiringkappayino palanna.” 
ACT.28.5	Udde newassaki Pabloweno ulag sino afuy, e awana naansa sikwana. 
ACT.28.6	E aggataronanda si lumattaggino baggina onnu matayin, udde awana naansa sikwana. E nangkakweno nakanda, e kundan si, “Tata ikka a dios yan.”
ACT.28.7	I Publio a turay sinaya lubbun, aneno lubangnga a araꞌni sino ginaꞌdangammi. Kinallaꞌdakami e inayandakami sey balera e nagyangkami sinay si tallu aw. 
ACT.28.8	Nedemmuwammiyeno natakitanino ama i Publio se mababannag anna mabburet. Inangngi Pablo sino agyananna, nepotunneno kamaꞌna sikwana e nakkararag, e naariyennino giꞌnanna. 
ACT.28.9	Wasin naammuwanda inoy, inang amminino matakitira ki Pablo, e nepabbattunoynera. 
ACT.28.10	Odduwa nalawara neaꞌdara sikwami. E wasin umanokamin, inaꞌdandakami kappay si ammina maawammi sino biyahemi.
ACT.28.11	Wasin tallu dakkammin sey Malta, ginikkakkamiya nattakay si bafora nagyan sinay kiyad si nassiꞌlutino ungung. Inaya bafor, naggabwat sey Alejandria e ngananda si Sipingira a Dios.
ACT.28.12	E inangkami sey Siracusa e tallu aw kami sinay. 
ACT.28.13	Ginikkakkami kappaya inang sey Regio. Waso kadaramaꞌna, nalangkami se nalawarino naggabwatanino bayabbag, e waso metufara aw, ginamwangkami sey Puteoli. 
ACT.28.14	E dinaꞌngami sinayino korwanira a kakkolaꞌmi si angngurug, e inayandakamiya nagyan sikwara si talingguwan, kasekami nallakara inang sey Roma. 
ACT.28.15	Wasin diningngaggino kakkolaꞌmi si angngurug sey Roma a umangkami sinay, inandakami dinambal. Ino korwanira, dinambaldakami sey palengki sey Appio, e ino korwanira, dinambaldakami sey lubbunna Talluwa Affunduwan.
ACT.28.16	Wasin ginamwangkami sey Roma, inannutino tatturayira si mabangi Pablo si balaya pagyananna, e tata a sindaluweno mindag sikwana.
ACT.28.17	Wasin mekatalluwa awnan sinay, nepaayangngeno pangafuwanirana Judyu. Wasin nakkakarampattiran, sinapiꞌna si, “Ikkayuwa kakkolak, awana liwakku sino kasiJudyutamira. Awana inangwaka mekontara sino gagangetama netulduweno gagginafutamira siꞌin. Udde massiki nu kunnenoy, nebaluddak kappay sey Jerusalem, e neyalawaꞌdak sino Romera sinay. 
ACT.28.18	Ino Romera, wasin inimbistigardak, anggandaka pallawanan, se ammura si awana liwakku si kepangngattana pamapatayanda sikwak. 
ACT.28.19	Udde inammayino kasiJudyutamira si mallawanak, e napatutaka narang si umaꞌlangak sino Emperador ta antuweno musig sikwak. Massiki antuweno inangwara sikwak, ammekira paliwatan. 
ACT.28.20	Antu gafuna a nepaayaddakayu ta tatabbantakayu, e ipakaammuk sikwayuweno gafuneno nabalurangku. Se ino kakuruwanna, nebalurak gafu sino angnguruggu sino innanamantama gakagaka i Israel.”
ACT.28.21	Wasinoy, sinapiꞌda ki Pablo, “Awana inappami si turakka naggabwat sey Judea mappeafu sikwam. E awangkappay sinapitino kasiJudyutamira a naggabwat sinay si narakkatta inangwam. 
ACT.28.22	Udde anggammiya dingngaggannino sapitannu, se ammumi si ammina tolay si palulubbun, narakkattino sapitanda mappeafu sikwayuwa sumuntul ki Jesus.”
ACT.28.23	Wasinoy, nattataronandeno awa pakkakarampattanda. Wasin nadaꞌngen inaya aw, odduwera a nakkakarampat sino agyanani Pablo. E nappafufuwafino nanulduwanna sikwara mappeafu sino patturayani Dios, e nepakaammuneno anggamma sapitannino neturaꞌda Moises annino korwanira a gumalabbuni Dios mappeafu ki Kristo, se anggamma si kuruwanda i Jesus. 
ACT.28.24	Nanguruwino korwanira sino sinapiꞌna, udde ino korwanira, ammera mangurug. 
ACT.28.25	Waso gafenin a gagagikkatiran, mattatarukkiyera mappeafu sino diningngadda. Udde sino liyera umanaw, kunni Pablo si, “Gakkuruwingke ino nepeturakkino Espirituwi Dios ki Isaias mappeafu sino gagginafutamira 
ACT.28.26	a kunna si,
ACT.28.26	‘Umangka mituldu sitawira a tolay, e kunnayawino ituldum sikwara si, Massiki aggadingngaggandaw, ammeyu maawatan, e massiki nu aggitandaw, ammeyu maimunuwan. 
ACT.28.27	Se iyawira a tolay, nataggatingke ino ulura, inammuꞌdeno layadda, e makkiꞌdammira, se nu ammera kunninoy, makaitera anna makadingngaggira e maammuwandeno sapikku e muliyera sikwak takesi pannakammangkuwera. Antuweno nekunni Dios.’ ”
ACT.28.28	E sinapikkappayi Pablo sikwara si, “Kunna antu, anggangku si ammundawa Judyu si aneno dinundunira i Dios a manuldu sino bakkannira a Judyu sino angngisalaꞌnga, e kuruwandana.” 
ACT.28.29	Wasin sinapiti Pablo inoy, inanawaninnino Judyuwera a mattatarukkiyera kepay.
ACT.28.30	Adwaruningke i Pablo a nagyan sino inabanganna a balay, e amminira a inang naddoraw sikwana sinay, nepadiloꞌnera. 
ACT.28.31	Gakkuruwannangke a nanuldu mappeafu sino patturayani Dios anni Afu Jesu Kristo, e awana nallang sikwana.
ROM.1.1	Ikkanaki Pablo a nanurak sitaw. Tataka aripanni Kristo Jesus. Pinilinaki Dios a tata apostolna anna dinotukannaka umang mangibanyag sino nalawara damaga naggabwat sikwana. 
ROM.1.2	Iyawa nalawara damag, ino nekarina siꞌina nepeturaꞌnga sino gumalabbunnera. 
ROM.1.3	Ino sapitanna yawa nalawara damag, e ino Abbingnga a i Jesu Kristo a Afutam. Mappeafu sino katolena, neyanak sito lubagga gaka i Ari David. 
ROM.1.4	E mappeafu kappay sino akkadiosna, nepaiteno Espirituwi Dios si antuweno mannakadama a Abbingi Dios gafu sino nangngangoliyanna sino natayanna. 
ROM.1.5	Gafu sikwana, inallaꞌdaki Dios e nepabbalirak si apostolna takesi umangngak mangibanyag mappeafu ki Kristo sino bakkannira a Judyu si palulubbun takesi manguruwira e dayawanda. 
ROM.1.6	Massiki ikkayu kappay sitan Roma, nesapakkayu sino inayanira i Dios a mabbali si tolayi Jesu Kristo.
ROM.1.7	Antuyawino turakku sikwayu ammin sitan Roma a iiddukani Dios anna inayanna a mabbali si tolena. Allakkandakayu naddi Dios a Amatam anni Afu Jesu Kristo e passiyanakkanda naddino nakandaw.
ROM.1.8	Ino palunguwa anggangku sapitan, mappasalamatak ki Dios gafu sikwayu ammin, se naddinnamino angnguruddaw si palulubbun. E gafu ki Jesu Kristo, dingngagganni Diosino pasalamakku. 
ROM.1.9	Ino Dios a passerbiyangku sino ammina damaka mangibanyag sino nalawara damag mappeafu sino Abbingnga, antuweno mamakurug sito sapitangkuwa ammetakayu lallan 
ROM.1.10	kadda makkararak. E iyaraarangku sikwana si madorawantakayu nad, nu antuweno urena, se nabayinna anggangkuwa umang sitan. 
ROM.1.11	Se anggantakayungke itan takesi itulduk sikwayuweno nepakaammuweno Espirituwi Dios sikwaka mappatuyag sino angnguruddaw. 
ROM.1.12	Ino anggangku sapitan, makkaduduffunetama mappatuyag sino angnguruddam. Maduffunangkayu sino angnguruggu e massiki ikkanak, maduffunanappay nu itangkuweno angnguruddaw.
ROM.1.13	Kakkolakku, anggangku si maaammuwandawa kanayungkuwa dandammanna umang sitan, udde odduweno katalantanangku. Anggangkuwa umang manuldu sitan, takesi mangurubbayino korwanira sitan gafu sino itulduk a kakunneno bakkannira a Judyu a nangurug si korwana lulubbun. 
ROM.1.14	Se piniliraki Dios a manuldu sinaya nalawara damag e sombatangku nu ammek akwan. Antuweno tulduwangku naddino ammina tolay si palulubbun, massiki sanneno katolera, nu diyadalira onnu awan. 
ROM.1.15	Antu gafuna, anggangkungke a manuldu kappay sino nalawara damag sikwayu sitan Roma.
ROM.1.16	Ammek maatalla mangibanyag sino nalawara damag, se antuweno mituldu sino pannakadama i Dios a misalak si massiki sanna a mangurug sinay. Ino Judyuwereno palunguwa nipakaammuwanna sino kesalakan, kasena kappay sino bakkannira a Judyu. 
ROM.1.17	Se inaya nalawara damag, ipakaammuneno planowi Dios a mibilang sino tolayira si naggaddang sikwana. Awana korwana kebilanganda si naggaddang sikwana, nu bakkampelang gafu sino angngurudda. Se kunna kappayino sapitannino nepeturakki Dios siꞌina kunna si,
ROM.1.17	“Ino tolaya ibilangi Dios si naggaddang gafu sino angngurungnga, mabiyag si makkikiyad.”
ROM.1.18	I Dios sey langit, ipakaammuna si kastigunna ammina tolaya ammena mangurug sikwana anna mangwa si narakkat. Gafu sino kinarakkaꞌda, tipaddandeno pangammuwanda sino kakuruwan mappeafu sikwana. Kastigunirana i Dios, 
ROM.1.19	se naladda nadda maammuwandeno damana tolaya maammuwan mappeafu sikwana, nu ammera tipaddan, se nepakaammunangke sikwara. 
ROM.1.20	Se makkiyad sin namaratuwanna sito lubag, maammuwanino akkadiosna annino pannakadamana a awana pakkiyaranna, massiki ammera maita, se maitara sino pinaratuna. Antu gafuna, awaningke parrasonda sino ammera panguruwan sikwana. 
