MAT.1.1	Nkanda ya mbutukulu ya Yesu Klisto, mwana ya Davidi, mwana ya Abalahami. 
ACT.14.2	Kansi baYuda ya kwikilaka ve, pindulaka miela ya bapaien, ye salaka bau vanda mbi kwa bampangi.
ACT.14.3	Sambu na yai, bau vandaka kuna ntangu mingi, bau tubaka mu kikesa mu Mfumu, yandi songaka kitemo kwa mambu ya nlemvo ya yandi, ye bikaka bidimbu ye nyitukulu salwa na maboko ya bau.
ACT.14.4	Kansi kibuka ya mbanza kabanaka, bankaka vandaka na baYuda, kansi bankaka na bantumwa.
ACT.14.5	Bu bapaien ye baYuda ye bakuluntu ya bau, kubwisaka makelele sambu na kumonisa bau mpasi ye kufwa bau na matadi,
ACT.14.6	bau zabaka mambu yina, ye tinaka ku bambanza ya Likaoni, Listila ye Delebe ye nsi yonso ya zunga.
ACT.14.7	Kuna bau samunaka nsamu mbote.
ACT.14.8	Mu Listila muntu mosi vandaka na kieta mu makulu ya yandi, makulu yumaka tuka divumu ya ngudi ya yandi, yandi imene kutambula ta fioti ve.
ACT.14.9	Yandi kuwaka bu Paulu tubaka, buna Paulu talaka yandi ngolo ye monaka yandi ikele na lukwikilu kubeluka,
ACT.14.10	buna yandi tubaka na ndinga ya nene: Telema va makulu ya nge. Yandi telemaka nswalu ye tambulaka.
ACT.14.11	Bu kibuka monaka mambu ya Paul salaka, bau sasulaka ndinga ya bau kutuba mu kiLikaoni: Banzambi imene kulumuka kwa beto mu kifwani ya bantu. 
ACT.14.12	Bau bingaka Banaba Yupiteli, bau bingaka Paulu Merkure, sambu na yandi vandaka mutubi ya mambu.
ACT.14.13	Nganga ya Yupiteli ya vandaka nanganda ya mbanza twalaka bangombe ye matiti ya kitoko ku mielo ya mbanza, yandi ye bibuka zolaka kuyoka yau.
ACT.14.14	Bu bantumwa Paulu ye Banaba kuwaka yo, bau pasulaka mvwatu ya bau, ye kwisa nakati na bau kuboka,
ACT.14.15	ye tubaka: Babakala, sambu na nki beno sala mambu yai ? Beto mpe ikele bantu ya nitu mutindu mosi ya beno, ye beto twala beno nsamu mbote, na beno tabika mambu yai ya mpamba ye pindula kwa Nzambi ya ikele na moyo, ya salaka zulu ye ntoto ye mbu ye bima yonso ya ikele mu yau. 
ACT.14.16	Mu mbandu ya lutaka, yandi bikaka bapaien kutambula mu nzila ya bau kibeni. 
ACT.14.17	Kansi yandi kondaka kitemo kwa yandi kibeni ve, bu yandi salaka beno mbote ye pesaka mvula tuka zulu, ye nsungi ya lubutu, ye fulusaka mintima ya beno na madia ye kiese.
ACT.14.18	Na ndinga yai mpe yo vandaka mpasi na bau kubikisa bantu kuyoka nkailu kwa bau.
ACT.14.19	BaYuda ya katuka na Antiokia ye Ikone kwizaka kuna, bau pindulaka mabanza ya bibuka, ye bau bulaka Paulu na matadi ye bendaka yandi nanganda ya mbanza, sambu na bau banzaka yandi imene kufwa. 
ACT.14.20	Bu banlonguki telemaka kuzunga yandi, yandi telemaka ye kotaka mu mbanza. Kilumbu ya landa, yandi basikaka ye kwendaka na Banaba ku Delebe.
ACT.14.21	Bu bau imene kusamuna nsamu mbote mu mbanza yina, ye bakaka banlonguki mingi, bau vutukaka ku Listila ye Ikone ye Antiokia. 
ACT.14.22	Bau pesaka ngolo kwa miela ya banlonguki, ye bombidilaka bau kuvanda ngolo mu lukwikilu, ye tubaka mu mpasi mingi beto takota mu kimfumu ya Nzambi. 
ACT.14.23	Bu bau imene kusola bambuta mu mabundu yonso, ye imene kulomba ye kubuya madia, bau bikaka bau mu maboko ya Mfumu, yandi ya bau imene kukwikila. 
ACT.14.24	Bu bau imene kuluta Pisidia, bau kwizaka ku Pamfilia.
ACT.14.25	Bu bau imene kulonga mambu mu Pelenge, bau kulumukaka ku Atali.
ACT.14.26	Bau katuka kuna ye sabukaka ku Antiokia, sika ya bau peswaka ku nlemvo ya Nzambi sambu na kisalu ya bau manisaka.
ACT.14.27	Bu bau imene kwiza ye kutikisa dibundu, bau songaka bau mambu yonso ya Nzambi salaka mu bau, ye na yandi kangulaka mwelo ya lukwikilu kwa bapaien.
ACT.14.28	Bau vandaka kuna na banlonguki ntangu mingi.
ACT.15.1	Bankaka kulumukaka tuka Yuda, ye longaka bampangi, kutuba: Kana beno zengwa ve bonso kifu ya Mose, beno kuvuluswa ve. 
ACT.15.2	Kansi bu Paulu ye Banaba swanaka ye vandaka na ntembe mingi na bau, bampangi zengaka mambu na Paulu ye Banaba ye bankaka ya bau fwiti kwenda ku Yelusalemi kwa bantumwa ye bambuta sambu na ntembe yai.
ACT.15.3	Sambu na yai bau kwendaka ye dibundu sindikaka bau mu nzila, bau lutaka mu Fenike ye Samalia, bau samunaka mpindulu ya mabanza ya bapaien; ye bau pesaka kiese mingi kwa bampangi yonso.
ACT.15.4	Bu bau kwizaka ku Yelusalemi, dibundu ye bantumwa ye bambuta bakaka bau, bau songaka mambu yonso ya Nzambi salaka na bau. 
ACT.15.5	Kansi bankaka ya vandaka bafalisi ya imene kukwikila, telemaka kutuba: Bapaien ya kwikila fwiti kuzengwa ye sikidikisa bau kukeba nsiku ya Mose.
ACT.15.6	Bantumwa ye bambuta kutakanaka kutubana mambu yai.
ACT.15.7	Bu ntembe vandaka mingi, Petelo telemaka, ye tubaka kwa bau: Bampangi, beno zaba na bilumbu ya ntete, Nzambi solaka nakati na beno sambu na munoko ya mono bapaien fwiti kuwa mambu ya nsamu mbote ye kwikila. 
ACT.15.8	Nzambi ya zaba ntima songaka ntemo kwa bau, ye pesaka bau Mpeve Yanlongo bonso yandi pesaka beto. 
ACT.15.9	Yandi salaka mambu mutindu yankaka ve nakati bau ye beto, bu yandi vedisaka ntima ya bau mu lukwikilu.
ACT.15.10	Sambu na nki beno yunsa Nzambi, na beno tula vangu va nkingu ya banlonguki, ya batata ya beto, ye beto lendaka kunata ve. 
ACT.15.11	Kansi beto kwikila beto tavuluswa mu nlemvo ya Mfumu Yesu, mutindu mosi na bau. 
ACT.15.12	Kibuka yamvimba vandaka napi, ye kuwaka Banaba ye Paulu, bu bau songaka bau bidimbu ye nyitukulu ya Nzambi salaka mu bau nakati bapaien.
ACT.15.13	Bu bau vandaka napi, Yakobi vutulaka ye tubaka: Bampangi, kuwa mono.
ACT.15.14	Simoni imene kusonga beno mpilamosi Nzambi kwizaka ntete kwa bapaien sambu na kubaka bantu nakati ya bau, ya lunga kuvanda na nkumbu ya yandi. 
ACT.15.15	Mambu ya bambikudi kundimaka na mambu yai, bonso yo ikele kusonama:
ACT.15.16	Nanima na mambu yai, mono tavutuka, ye mono tatunga diaka nzo ya lele ya Davidi ya imene kubwa, mono tatunga diaka yonso ya imene kupasuka mu yo, mono tatelemisa yo diaka. 
ACT.15.17	Na bantu ya bika tasosa Mfumu, ye bapaien yonso ya bingwa mu nkumbu ya mono. 
ACT.15.18	Mfumu tubaka mpilayai, ya zabisaka mambu yai tuka luyantiku.
ACT.15.19	Sambu na yai, mono zenga mambu mpilayai, beto fwiti kutula kizitu ve, va bau ya katuka na bapaien ye pindula kwa Nzambi,
ACT.15.20	kansi beto tasonika kwa bau, na bau tatina bima ya bau pesa kwa biteki, ye bizumba ye mbizi ya kufwa na menga basika ve, ye menga. 
ACT.15.21	Sambu na tuka mbandu ya nkulu, Mose ikele na bau ya samuna yandi, mu mbanza yonso, ye bau tanga yandi mu banzo ya sambilu kilumbu ya luvundu na kilumbu ya luvundu. 
ACT.15.22	Buna bantumwa ye bambuta ya dibundu yamvimba monaka yo mbote kusola bantu nakati na bau kibeni ye fidisa bau ku Antiokia sikamosi na Paulu ye Banaba, bau ikele Yuda ya bingwa Balasaba ye Sila, bau ikele bantu ya luzitu nakati na bampangi.
ACT.15.23	Bau pesaka bau nkanda ya sonikwa mpilayai: Beto bantumwa ye bambuta mu bampangi, kwa bampangi mu bapaien mu Antiokia ye Silia ye Kiliki, yenge kwa beno.
ACT.15.24	Sambu na beto imene kuwa na bankaka ya katuka na beto imene kumonisa beno mpasi mu mambu, ye bau pindulaka miela ya beno, kansi beto sikidikisaka bau ve. 
ACT.15.25	Bu beto vandanaka mabanza mosi, beto monaka yo mbote kusobantu ye fidisa bau kwa beno sikamosi na bazolwa ya beto Banaba ye Paulu.
ACT.15.26	Ikele bantu ya pesaka moyo ya bau sambu na nkumbu ya Mfumu ya beto Yesu Klisto.
ACT.15.27	Sambu na yai, beto fidisaka Yuda ye Sila, bau mpe tatuba na beno mambu yai mu munoko ya bau.
ACT.15.28	Kadi Mpeve Yanlongo ye beto mpe monaka yo mbote kutula kizitu yankaka ve va beno, kansi kaka yai ya beno fwiti kusala.
ACT.15.29	Beno tatina bima ya yokwa ku biteki, ye menga, ye mbizi ya kufwa na menga basika ve, ye bizumba. Kana beno dikeba na bima yai, yo tavanda mbote na beno. Bika mbote. 
ACT.15.30	Buna bu bau pesaka bau mbote, bau kwizaka ku Antiokia, Bu bau imene kutikisa kibuka, bau pesaka bau nkanda yina.
ACT.15.31	Bu bau imene kutanga yo, bau yangalalaka sambu na mbombolo yina.
ACT.15.32	Yuda ye Sila ikele bambikudi mpe, bau bombidilaka bampangi mu mambu mingi ye pesaka bau kikesa.
ACT.15.33	Bu bau imene kuvanda kuna ntangu ndambu, bampangi sindikaka bau mu yenge kwa bau ya fidisaka bau.
ACT.15.34	Kansi Sila monaka mbote kuvanda kuna.
ACT.15.35	Kansi Paulu ye Banaba bikaka mu Antiokia, bau longaka ye samunaka nsamu mbote ya mambu ya Mfumu, sikamosi na bankaka mingi mpe.
ACT.15.36	Nanima na bilumbu ndambu, Paulu tubaka kwa Banaba: Bika beto vutuka ye tala bampangi mu mbanza yonso ya beto imene kusamuna mambu ya Mfumu, ye tala bonso bau ikele.
ACT.15.37	Banaba zolaka kutwala Yoane mpe, ya bingwa Malako. 
ACT.15.38	Kansi Paulu banzaka yo lunga ve kutwala yandi na bau, yandi ya bikaka bau mu Pamfilia ye kwendaka ve na bau ku kisalu.
ACT.15.39	Buna ntembe mingi kwizaka nakati na bau ye bau kabanaka, Banaba bakaka Malako ye sabukaka ku Kipelo.
ACT.15.40	Kansi Paulu solaka Sila ye bau kwendaka, bu bampangi imene kupesa bau ku nlemvo ya Nzambi. 
ACT.15.41	Yandi lutaka mu Silia ye Kiliki ye pesaka kikesa kwa mabundu. 
ACT.16.1	Yandi kwizaka ku Delebe ye Listila. Tala, nlonguki mosi vandaka kuna, nkumbu ya yandi Timoteo, mwana bakala ya nkento ya Yuda, ya kwikilaka, kansi tata ya yandi vandaka muElene:
ACT.16.2	bampangi ya vandaka mu Listila ye Ikone songaka kitemo mbote sambu na yandi.
ACT.16.3	Paulu zolaka yandi kwenda na yandi, yandi bakaka yandi ye zengaka yandi, sambu na baYuda ya vandaka ndambu kuna, kadi bau yonso zabaka tata ya yandi ikele muElene.
ACT.16.4	Bu bu lutaka mu bambanza, bau pesaka bau bansiku yina ya bantumwa ye bambuta mu Yelusalemi pesaka, sambu na kukeba 
ACT.16.5	Mpilayai mabundu kwizaka ngolo mu lukwikilu, ye ntalu ya bau lutaka kilumbu na kilumbu.
ACT.16.6	Bu Mpeve Yanlongo buyaka bau kulonga mambu mu Asia, bau lutaka mu Filingia ye ntoto Ngalatia.
ACT.16.7	Bu bau mfinamaka Misia, bau zolaka kukota mu Bitinia, kansi Mpeve ya Yesu buyaka bau kwenda.
ACT.16.8	Bu bau imene kuluta Misia, bau kulumukaka ku Toloa.
ACT.16.9	Paulu monaka mona-meso mu mpimpa, muntu ya Makedonia telemaka ye bombidilaka, ye kutuba: Sabuka ku Makedonia ye sadisa beto.
ACT.16.10	Bu yandi monaka mona-meso, nswalu beto sosaka sabuka ku Makedonia, sambu na beto zabaka Nzambi imene kubinga beto kusamuna nsamu mbote kwa bau.
ACT.16.11	Bu beto bikaka Toloa, beto sabukaka ya sungama ku Samotolake, ye kilumbu ya landa ku Neapoli.
ACT.16.12	Tuka kuna beto kwendaka ku Filipi, mbanza ya ntete mu ndambu yina ya Makedonia, ikele mbanza ya baLoma. Beto vandaka mu mbanza yina bilumbu ndambu.
ACT.16.13	Mu kilumbu ya luvundu, beto basikaka na mwelo ya mbanza ye kwendaka ku mukidi ya nzadi, beto banzaka kuna ikele sika ya lombilu, beto vandaka ye tubaka kwa bankento ya kutakanaka.
ACT.16.14	Nkento mosi vandaka kuna ya vuminaka Nzambi, nkumbu ya yandi, Lidia, muteki ya lele ya mpumbu ya mbanza ya Tiatila, yandi kuwaka, ye Mfumu kangulaka ntima ya yandi kubaka mambu ya Paulu tubaka.
ACT.16.15	Bu yandi imene kubotikwa ye nzo ya yandi, yandi bombidilaka beto, kutuba: Kana beno banza mono imene kukwikila Mfumu ya kieleka, kota mu nzo ya mono ye vanda muna. Yandi kwikidisaka kwenda ku sika ya lombilu beto beto mingi.
ACT.16.16	Yo vandaka mpilayai, bu beto kutakanaka na, sielo nkento ya ikele na mpeve ya tuba mambu, yandi bakilaka bamfumu ya yandi ndandu mingi na kindoki ya yandi.
ACT.16.17	Yandi landaka Paulu ye beto, ye bokaka, kutuba: Bantu yai ikele bampika ya Nzambi Mpungu, bau kwiza kusamuna nzila ya mpulusu.
ACT.16.18	Yandi salaka mpilayai bilumbu mingi. Kansi Paulu vandaka na ntantu mingi, yandi pindulaka ye tubaka kwa mpeve: Mono tuba kwa nge mu nkumbu ya Yesu Klisto, basika na yandi. Lokula yina yandi basikaka.
ACT.16.19	Bu bamfumu ya yandi monaka na vuvu ya bau ya ndandu imene kusuka, bau simbaka Paulu ye Sila ye bendaka bau ku zandu kwa bakuluntu. 
ACT.16.20	Bu bau twalaka bau kwa banyadi, bau tubaka: Bantu yai ya ikele baYuda ikele kusala makelele mingi mu mbanza ya beto, 
ACT.16.21	bau songa bifu ya lunga ve ya beto kubaka ye kukeba, beto ya ikele baLoma. 
ACT.16.22	Kibuka bakaka makasi na bau, banyadi katulaka mvwatu ya bau ye sikidikisaka kubula bau na banti.
ACT.16.23	Bu bau imene kubula bau mingi, bau losaka bau mu boloko, ye songaka nkengi ya boloko kukeba bau mbote.
ACT.16.24	Bu yandi peswa nsikudukusu yina, yandi losaka bau mu katikati ya boloko, ye yandi tulaka makulu ya bau mu minyololo.
ACT.16.25	Kati-kati ya mpimpa Paul ye Sila lombaka ye yimbaka bankunga kwa Nzambi, ye bantu ya boloko kuwaka bau. 
ACT.16.26	Nswalu ndikunu nene ya ntoto vandaka, lufulu ya boloko nikukaka, nswalu mielo yonso kangukaka, minyololo ya bau yonso kangukaka. 
ACT.16.27	Nkengi ya boloko sikamaka na tulu, bu yandi monaka mielo ya boloko ikele kukanguka, yandi bakaka mbele ya yandi ye zolaka kudifwa, kadi yandi banzaka bantu ya boloko imene kutina.
ACT.16.28	Paulu bokaka mu ndinga nene, kutuba: Disadila mpasi ve, kadi beto yonso ikele awa.
ACT.16.29	Yandi lombaka mwinda, ye kotaka nswalu ye zakama sambu na boma, ye kubwaka na makulu ya Paulu ye Sila;
ACT.16.30	ye basisaka bau, ye tubaka: Bamfumu, mono fwiti kusala nki kuvuluswa ? 
ACT.16.31	Bau tubaka: Kwikila Mfumu Yesu Klisto, ye nge tavuluswa, ye nzo ya nge. 
ACT.16.32	Bau tubaka mambu ya Mfumu kwa yandi, ye kwa bau yonso ya vandaka mu nzo ya yandi.
ACT.16.33	Yandi bakaka bau mu lokula yina ya mpimpa, ye sukulaka bamputa ya bau, nswalu yandi botikwaka, yandi kibeni ye bau yonso ya yandi.
ACT.16.34	Yandi twalaka bau ku nzo ya yandi, ye tulaka madia nantwala na bau, yandi yangalalaka sikamosi na nzo ya yandi yamvimba, sambu na bau imene kukwikila Nzambi.
ACT.16.35	Bu kuma kia, banyadi fidisaka bapolisi, kutuba: Bika bantu yai kwenda.
ACT.16.36	Nkengi ya boloko tubaka mambu yina kwa Paulu: Banyadi imene kufidisa kubika beno kwenda, sambu na yai, basika ye kwenda mu yenge.
ACT.16.37	Paulu tubaka kwa bau: Bau imene kubula beto nantwala na bantu yonso, beto baLoma, bu bau imene kufundisa beto ve, ye bau losaka beto mu boloko, ntangu yai bau zola kubasisa beto mu kinsweki ? Mpilayai ve, kansi bika bau kibeni kwiza kubasisa beto.
ACT.16.38	Bapolisi tubaka mambu yai kwa banyadi. Bau vandaka na boma, bu bau kuwaka bau ikele baLoma.
ACT.16.39	Bau kwizaka ye bombidilaka bau; bu bau imene kubasisa bau, bau lombaka bau kukatuka na mbanza. 
ACT.16.40	Bau basikaka na boloko ye kotaka mu nzo ya Lidia, bu bau monaka bampangi, bau pesaka bau kikesa ye katukaka.
ACT.17.1	Bu bau imene kuluta mu Amfipoli ye Apolonia, bau kwizaka ku Tesalonika, kuna vandaka nzo ya sambilu ya baYuda. 
ACT.17.2	Paul kotaka kwa bau, bonso vandaka kifu ya yandi, longaka bau mambu ya masonukwa bilumbu tatu ya kilumbu ya luvundu. 
ACT.17.3	Yandi tendulaka ye songaka Klisto fwiti kumona mpasi ye fulukiswa tuka bafwa, Yesu yai ya mono samuna kwa beno ikele Klisto. 
ACT.17.4	Bankaka ya bau kwikilaka ye kotaka sikamosi na Paulu ye Sila, ye kibuka nene ya baElene ya vuminaka Nzambi ye bankento mingi ya luzitu. 
ACT.17.5	BaYuda fulukaka na kimpala, bau bakaka bantu ya bumolo nakati na bantu ya mpamba, bau kutakanaka bantu mingi ye salaka makelele mingi mu mbanza, bau kotaka mu nzo ya Yasoni, ye sosaka kubasisa bau kwa bantu.
ACT.17.6	Bu bau monaka bau ve, bau bendaka Yasoni ye bampangi yankaka kwa banyadi ya mbanza, ye bokaka: Bantu yai ya imene kupindula nsi yamvimba, imene kwiza mpe awa. 
ACT.17.7	Yasoni imene kubaka bau, bayai yonso ikele kubuya bansiku ya Kaisali, bau tuba ntinu yankaka ikele, yandi Yesu. 
ACT.17.8	Bau salaka bantu yonso ye banyadi ya mbanza vandaka na makasi, bu bau kuwaka mambu yai.
ACT.17.9	Bu bau imene kubaka kibau ya Yasoni ye bankaka, bau bikaka bau kwenda.
ACT.17.10	Nswalu bampangi fidisaka Paulu ye Sila mu mpimpa ku Belea; bu bau kumaka kuna, bau kwenda ku nzo ya sambilu ya baYuda. 
ACT.17.11	Bantu yai lutaka mbote na bantu ya Tesalonika, sambu na bau bakaka mambu mu ntima ya yidikwa, ye bau sosaka mu masonukwa kilumbu na kilumbu kuzaba kana mambu yina ikele kieleka.
ACT.17.12	Buna mingi ya bau kwikilaka, bankento mingi mpe ya baElene ya luzitu ye babakala mingi. 
ACT.17.13	Bu baYuda ya Tesalonika kuwaka na Paulu samunaka mambu ya Nzambi mu Belea mpe, bau kwizaka kuna mpe, ye telemisaka ntima ya bibuka kuvanda na makelele.
ACT.17.14	Buna nswalu bampangi fidisaka Paulu kwenda ti mbu, kansi Sila ye Timoteo bikaka kuna.
ACT.17.15	Bau ya filaka Paul twalaka yandi ti ku Atene, Paulu pesaka bau nsikudukusu kwa Sila ye Timoteo na bau takwiza kwa yandi nswalu, bau katukaka. 
ACT.17.16	Bu Paulu vingilaka bau mu Atene, ntima ya yandi bakaka ntantu, bu yandi monaka mbanza ikele kufuluka na biteki.
ACT.17.17	Yandi tubaka na baYuda ye bantu ya vuminaka Nzambi mu nzo ya sambilu, ye na bau ya kutanaka na yandi na zandu kilumbu na kilumbu.
ACT.17.18	Bankaka ya bayindudi ya Epikuli ye ya Stoika tubaka ntembe na yandi, ye bankaka tubaka: Muntu yai ya bituba-tuba tatuba nki ? Kansi bankaka tubaka: Yandi ikele nsamuni ya banzambi ya nzenza, sambu na yandi samunaka nsamu mbote ya Yesu, ye mfulukulu.
ACT.17.19	Bau simbaka yandi ye twalaka yandi ku mongo ya Aleopango, ye tubaka: Beto lenda kuzaba malongi yampa yai ikele nki, ya nge ikele kutuba ? 
ACT.17.20	Kadi nge ikele kutwala mambu ya nzenza ku makutu ya beto. Mpilayai beto zola kuzaba kana mambu yai ikele nki. 
ACT.17.21	Kadi bantu ya Atene yonso ye banzenza ya vandaka kuna, sadilaka ntangu ya bau mu mambu yankaka ve, kansi kaka kusonga keti kuwa nsangu yampa.
ACT.17.22	Paulu telemaka nakati mongo ya Aleopango ye tubaka: Beno bantu ya Atene, mono mona mu mambu yonso beno ikele kusambila banzambi mingi,
ACT.17.23	kadi bu mono lutaka, mono monaka bima ya beno ikele kusambila, mono monaka zikwa ya ikele na sonama yai: KWA NZAMBI YA KONDA ZABAKANA. Yandi ya beno sambila, mu konda ngangu, mono ikele kusamuna yandi kwa beno.
ACT.17.24	Nzambi ya salaka nsi ye bima yonso ya ikele mu yo, yandi ikele Mfumu ya zulu ye ya ntoto, yandi ikele kuvanda ve mu tempelo ya tungwa na maboko. 
ACT.17.25	Ye maboko ya bantu lenda kusadila yandi ve, bonso yandi ikele na nsatu ya kima, sambu na yandi kibeni ikele kupesa kwa yonso moyo ye mwela ye bima yonso. 
ACT.17.26	Yandi salaka makanda yonso ya bantu katuka na tata mosi, sambu na kuvanda na ntoto yonso, yandi songaka nsungi ya zengwa, ye kitezo ya ntoto ya bau tavanda. 
ACT.17.27	Na bau tasosa Nzambi, kana bau lenda kwiza mfinama na yandi ye mona yandi, kansi yandi ikele ntama ve na beto muntu na muntu. 
ACT.17.28	Kadi mu yandi beto ikele na moyo, ye tambula, ye vanda; bonso bansoniki yankaka ya beno ya bankunga tubaka: Kadi beto ikele bana ya yandi.
ACT.17.29	Mpilayai, bu beto ikele bana ya Nzambi, beto fwiti kubanza ve na Nzambi ikele mpilamosi wola keti palata keti matadi, ya ikele kusalwa na ngangu ye mayele ya muntu. 
ACT.17.30	Sambu na yai, Nzambi vibidila ntangu yina ya kondwa ngangu, kansi ntangu yai, yandi sikidikisa bantu yonso mu sika yonso na bau fwiti kupindula mabanza. 
ACT.17.31	Sambu na yandi imene kutula kilumbu ya yandi tafundisa bantu ya nsi mu lunungu, mu muntu yina ya yandi solaka, sambu na yai; yandi silaka vuvu kwa bantu yonso, na yandi fulukisaka yandi tuka bafwa. 
ACT.17.32	Bu bau kuwaka mambu ya mfulukulu ya bafwa, bankaka sekaka, kansi bankaka tubaka: Beto takuwa nge na mambu yai ntangu nkaka.
ACT.17.33	Buna Paulu katukaka nakati na bau.
ACT.17.34	Kansi babakala yankaka bundanaka na yandi ye kwikilaka, mu bau vandaka mpe Dionisio muntu ya Aleopango, ye nkento mosi nkumbu ya yandi Damali, ye bankaka sikamosi na bau.
ACT.18.1	Nanima na mambu yai Paulu katuka na Atene ye kwizaka ku Kolinto.
ACT.18.2	Yandi monaka muYuda, nkumbu ya yandi Akila, muntu ya Ponto, ntama ve yandi katukaka na Italia sikamosi na nkento ya yandi, Pliskila, sambu na Klaudio sikidikisaka na baYuda yonso takatuka na Loma. Buna Paulu kwendaka kwa bau.
ACT.18.3	Sambu na yandi vandaka na kisalu mosi na bau, yandi vandaka na bau ye salaka na bau, sambu na kisalu ya bau ikele kusala nzo ya tente. 
ACT.18.4	Yandi tubanaka na bantu mu nzo ya sambilu kilumbu ya luvundu na kilumbu ya luvundu, yandi sosaka kukwidisa baYuda ye baElene. Bis. 
ACT.18.5	Bu Sila ye Timoteo katukaka na Makedonia, mambu ya Nzambi kwikidisaka Paulu, ye yandi songaka kitemo kwa baYuda na Yesu ikele Klisto. 
ACT.18.6	Bu bau buyaka ye tubaka mbi, yandi bulaka mvwatu ya yandi, ye tubaka kwa bau: Menga ya beno ikele va ntu ya beno mosi, mono ikele na mambu ve, tuka ntangu yai, mono takwenda kwa bapaien. 
ACT.18.7	Yandi katukaka kuna ye kotaka mu nzo ya muntu, nkumbu ya yandi Tito Yustu ya vumina Nzambi, nzo ya yandi vandaka mfinama ku nzo ya sambilu. 
ACT.18.8	Kansi Klispo nkuluntu ya nzo ya sambilu kwikilaka Mfumu ye nzo ya yandi yamvimba. Bantu mingi ya Kolinto kuwaka ye kwikilaka ye botikwaka. 
ACT.18.9	Mfumu tubaka kwa Paulu mu mpimpa mu mona-meso: Vanda na boma ve, kansi tuba, vanda napi ve. 
ACT.18.10	Sambu na mono ikele sikamosi na nge, ye muntu tabwila nge ve, kumonisa nge mpasi, kadi mono ikele na bantu mingi mu mbanza yai. 
ACT.18.11	Yandi vandaka kuna mvu mosi ye ngonda sambanu, ye longaka mambu ya Nzambi nakati na bau.
ACT.18.12	Bu Ngalio vandaka nyadi mu Akaya, baYuda teleminaka Paulu ye twalaka yandi ku kiti ya mfundisi.
ACT.18.13	Bau tubaka: Muntu yai ikele kukwikidisa bantu kusambila Nzambi mpilamosi nsiku ikele kubuya.
ACT.18.14	Kansi bu Paulu zolaka kukangula munoko ya yandi, Ngalio tubaka kwa baYuda: Beno baYuda, kana yo ikele mambu ya mbi keti mambu ya masumu, mono fwiti kuwa beno. 
ACT.18.15	Kansi kana yo ikele biuvu sambu na mambu ye bankumbu ye nsiku ya beno, beno kibeni tala yau, mono zola ve kuvanda mfundisi ya mambu yai. 
ACT.18.16	Yandi kulaka bau tuka kiti ya mfundisi.
ACT.18.17	Bau yonso bwilaka Sostene nkuluntu ya nzo ya sambilu, ye bulaka yandi nantwala na kiti ya mfundisi, kansi Ngalio banzaka sambu na mambu yai ve.
ACT.18.18	Bu Paulu imene kuvanda kuna bilumbu mingi diaka, yandi pesaka bampangi mbote, ye sabukaka ku Silia sikamosi na Pliskila ye Akila. Paulu imene kuzenga nsuki ya ntu ya yandi mu Kenkelea, sambu na nsilulu vandaka na yandi. 
ACT.18.19	Bau kwizaka ku Efeso, ye yandi bikaka bau kuna. Yandi kibeni kotaka mu nzo ya sambilu ye tubanaka na baYuda.
