MAT.1.1	ایسّا مَسیه، 
LUK.12.5	من شمارا کَڈّنَ کنان و گوَشان که چه کئیا بتُرسێت. چه هماییا بتُرسێت که کُشتَ کنت و کُشگا رَند تَهتَرونا دئور دئیگئے واکی هم هست. هئو! من شمارا گوَشان که چه هماییا بتُرسێت. 
LUK.12.6	پنچ جِنجشک په دو پئیسها
LUK.12.7	هُدایا شمئے سرئے مودانی هساب هم گۆن اِنت، گڑا متُرسێت چیا که شمئے کَدر و اَرزش چه سجّهێن جِنجشکان گێشتر اِنت.
LUK.12.8	«من شمارا گوَشان که هرکَس مردمانی دێما منا بمَنّیت، 
LUK.12.9	بله هرکَس مردمانی دێما منا ممَنّیت، من هم هُدائے پرێشتگانی دێما آییا نمَنّان. 
LUK.12.10	همے ڈئولا، اگن کَسے انسانئے چُکّئے هِلاپا هبر بکنت پهِلّ کنگَ بیت، بله هرکَس 
LUK.12.11	«مردم شمارا گرنت و 
LUK.12.12	چیا که 
LUK.12.13	چه مردمانی مُچّیا، یکّێا گۆن آییا گوَشت: «او استاد! منی براتا بگوَش که چه پتئے میراسا منی بهرا بگیشّێنیت و بدنت.» 
LUK.12.14	ایسّایا پَسّئو دات: «او مرد! کَسێا منا شمئے میراسئے بهر کنۆک نکرتگ.» 
LUK.12.15	گڑا گۆن مردمان گوَشتی: «هُژّار بێت! وتا چه هر ڈئولێن تَمَه و لالچا دور بدارێت، چیا که مال و دئولتئے زیادَهی انسانئے زِندئے مکسد و مُراد نه‌اِنت.»
LUK.12.16	آییا یک مِسالے دات و گوَشتی: «یک هستۆمندێن زمیندارے هست‌اَت که آییا چه وتی ڈگار و کِشاران بازێن دَهل و رَسَدے رَست. 
LUK.12.17	نون وتی دلا پِگری کرت که: ‹چے بکنان؟ منا په اِشانی اَمبار کنگا جاگه نێست.› 
LUK.12.18	گڑا گۆن وت گوَشتی: ‹نون زانتُن چے بکنان. وتی اَمبارانَ کرۆجان و هرابَ کنان و اِشانی جاگها مسترێن اَمبارَ بندان و سجّهێن دان و مالان همۆدا اَمبارَ کنان. 
LUK.12.19	پدا گۆن وتَ گوَشان: «تئو په بازێن سالان مزنێن مالے مُچّ کرتگ. نون آسودگ ببئے، وشّ بوَر و بنۆش و شادهی کن!»› 
LUK.12.20	بله هُدایا گوَشت: ‹او نادان! اِنشپی تئیی ساه چه تئو گِرگَ بیت، گڑا تئیی اے مُچّ کرتگێن مال و مِلکت کئییگَ بنت؟›
LUK.12.21	«اِش اِنت آ مردمئے آسر و آکبت که په وت مال اَمبارَ کنت بله هُدائے گوَرا هستۆمند نه‌اِنت.»
LUK.12.22	ایسّایا گۆن وتی مریدان گوَشت: «پمێشکا شمارا گوَشان که په وتی زِندا پرێشان و دِلتپرکه مبێت که ‹چے بوَرێن؟› نه په وتی جسم و جانا که ‹چے بپۆشێن؟› 
LUK.12.23	چیا که زِند، چه وراکا و جسم و جان، چه پۆشاکا گێشترَ کرزیت. 
LUK.12.24	گوَراگان بچارێت، نه کِشنت و نه رُننت و نه کاهدان و اَمبارِش هست. بله اَنگت هُدا آیان رۆزیگَ دنت. شمئے اَرزش و کیمّت چه مُرگان باز گێشتر اِنت. 
LUK.12.25	کَسے گۆن پِگر و هئیالانی زۆرا وتی زِندئے رۆچان ساهتے هم گێش کرتَ کنت؟
LUK.12.26	اگن شما اینچُکێن کسانێن کارے کرتَ نکنێت، گڑا چیا زِندئے دگه چیزانی بارئوا پِگرَ کنێت؟
LUK.12.27+LUK.12.28	«او کَمباوران! گُل و پُلّانی نێمگا دلگۆش کنێت که چۆن رُست و رُدۆمَ کننت. نه زهمتے کَشّنت و نه رێسنت و گوَپنت، بله من شمارا گوَشان که 
LUK.12.29	پمێشکا په وَرد و وراکئے شۆهازا وتا دلسیاه مکنێت. 
LUK.12.30	 سجّهێن هُداناباورێن مردم اے چیزانی رَندا تچنت، بله شمئے آسمانی پتَ زانت که شمارا اے چیز پَکار اَنت. 
LUK.12.31	شما 
LUK.12.32	«او منی کسانُکێن رُمب و ٹۆلی! متُرسێت چیا که شمئے آسمانی پتئے رَزا و واهگ همِش اِنت که بادشاهیا شمارا بدنت. 
LUK.12.33	وتی مال و مِلکتا بها کنێت و نێزگارانی سرا بهر کنێت. په وت اَنچێن زَرتورَگ اڈّ بکنێت که هچبر کوَهن مبنت، نهَلّگی و اَبدمانێن آسمانی گنجے اَمبار کنێت که نه دُزّ آییا بارت و نه وَرۆک و رَمێز
LUK.12.34	شمئے دل هما جاها رئوت که مال همۆدا اِنت.
LUK.12.35	«لانکا ببندێت و وتی چِراگا رۆک و رُژناگ بدارێت. 
LUK.12.36	هما هِزمتکار و دَزبۆجانی پئیما ببێت که رَهچار اَنت آیانی هُدابُند کدێن چه سور و آرۆسئے شادهیان پِرَ ترّیت و انچُش که کئیت و دروازگا ٹُکّیت، آ دروازگا پَچَ کننت. 
LUK.12.37	بَهتاور اَنت هما هِزمتکار که آیانی هُدابُندَ کئیت و گندیت آگاه و هُژّار اَنت. باور کنێت هُدابُند وت په آیانی هِزمتا لانکَ بندیت، آیانَ نندارێنیت و ورگ دێما دنت. 
LUK.12.38	بَهتاور اَنت هما هِزمتکار اگن آیانی واجه شپئے دومی یا سئیمی پاسا بیئیت، بگندیت که آگاه اَنت. 
LUK.12.39	شما شَرَّ زانێت، اگن لۆگئے هُدابُندا بزانتێن دُزّ کجام وهدا کئیت، گڑا آییا هچبر دُزّ وتی لۆگا په دُزّیا نه‌اِشتگ‌اَت. 
LUK.12.40	همے پئیما تئیار ببێت، چیا که 
LUK.12.41	پِتْرُسا گوَشت: «او 
LUK.12.42	هُداوندێن ایسّایا گوَشت: «وپادار و شیوارێن کارمَستر هما اِنت که هُدابُند آییا وتی اے دگه سجّهێن هِزمتکارانی مستر بکنت تان آیان په وهد وَرد و وراک بدنت. 
LUK.12.43	بَهتاور اِنت هما هِزمتکار که وهدے هُدابُند کئیت، آییا هما کارانی سرا گندیت. 
LUK.12.44	شمارا راستێنَ گوَشان، هُدابُند هما هِزمتکارا وتی سجّهێن مال و هستیئے کارمَسترَ کنت.
LUK.12.45	«بله اگن هما کارمَستر وتی دلا بگوَشیت: ‹اَنگت منی هُدابُندئے آیگا باز وهد هست› و پمێشکا ورگ و چرگا ملار و هنۆش ببیت و وتی همکارێن گُلام و مۆلدان لَٹّ و کُٹّ بکنت. 
LUK.12.46	آییئے هُدابُند اَنچێن رۆچ و ساهتێا کئیت و رسیت که آ نزانت و وَدارا نه‌اِنت. گڑا هُدابُند آییا ٹُکّر ٹُکّرَ کنت و بێوپا و ناباورانی نیاما دئورَ دنت.
LUK.12.47	«آ هِزمتکار که وتی هُدابُندئے واهگ و دلکَشّیانَ زانت، بله اَنگت آییئے رَزا و مُرادانی سرا کار کنگا وتا تئیارَ نکنت، بازێن لَٹّے وارت. 
LUK.12.48	بله هما که په نازانتی اَنچێن رَدے جنت که لَٹّ و کُٹّئے سِزاوار اِنت، کمتر لَٹَّ وارت. چیا که چه مسترێن مَنسبدارا گێشتر جُست و پُرسَ بیت و کَسێا که گێشتر زِمّهواری دئیگ بوتگ، چه آییا گێشتر هساب گِرگَ بیت.
LUK.12.49	«من 
LUK.12.50	بله چه آییا پێسر، منا 
LUK.12.51	گُمانَ کنێت من آتکگان تان زمینئے سرا تِپاکی و سُهل بیاران؟ نه، من په جتاییئے آرگا آتکگان. 
LUK.12.52	چه اے دمانا و رَند، هر لۆگئے پنچێن مردمانی نیاما جتاییَ کپیت، سئے دوئے هِلاپا و دو سئیئے هِلاپا بیت. 
LUK.12.53	پت گۆن چُکّا ناتِپاکَ بیت و چُکّ گۆن پتا، جنک چه ماتا جِتا بیت و مات چه جنکا، وَسّیگ گۆن نِشارا ناتِپاکَ بیت و نِشار گۆن وَسّیگا.»
LUK.12.54	گڑا ایسّایا گۆن مردمان گوَشت: «وهدے شما دێم په رۆنِندا گندێت که جمبرێا بستگ، هما دمانا گوَشێت که هئورَ بیت و هئور هم گواریت. 
LUK.12.55	وهدے چه جنوبا گواتَ کَشّیت، گوَشێت که مرۆچی گرم و لِوارَ بیت و همے ڈئولا هم بیت. 
LUK.12.56	او دوپۆستێن شَتَلکاران! وهدے شما زمین و آسمانئے رنگ و نشانیانَ زانێت که چے بئیگی اِنت، گڑا چۆن اے اَنّوگێن زمانگئے نشانیان کِساس کرتَ نکنێت؟
LUK.12.57	«شما په چے راستیا وت کِساس کرتَ نکنێت؟ 
LUK.12.58	وهدے گۆن وتی دئینکارا هَکدیوانا
LUK.12.59	ترا گوَشان، تان وهدے که تئو زَرّانی گُڈّی پئیی و پئیسها پُرّ مکنئے، چه اۆدا آزاتَ نبئے.»
LUK.13.1	هما وهدا، لهتێنا گۆن ایسّایا آ 
LUK.13.2	ایسّایا آیانی پَسّئوا گوَشت: «شما گُمانَ کنێت، آ جَلیلی که په چُشێن بَزّگی و سیَه‌رۆچیے دُچار کپتنت، چه آ دگران گنهکارتر اتنت؟ 
LUK.13.3	من شمارا گوَشان نه، چُش نه‌اِنت، بله اگن چه وتی گناهان پشۆمان مبێت، شما هم همایانی ڈئولا گار و گُمسارَ بێت. 
LUK.13.4	گُمانَ کنێت هما هژدهێن مردم که سیلوهائے بُرج آیانی سرا کپت و مرتنت، چه 
LUK.13.5	من شمارا گوَشان نه، شما هم، اگن چه وتی گناهان پشۆمان مبێت، همایانی ڈئولا گار و گُمسارَ بێت.»
LUK.13.6	پدا ایسّایا په آیان مِسالے جت: «مردێا وتی انگوری باگا اِنجیرئے درچکے هست‌اَت. یک رۆچے، آ اِنجیرئے بَرانی چارگا باگا شت، بله بَرے ندیستی. 
LUK.13.7	گڑا گۆن وتی باگپانا گوَشتی: ‹سئے سال اِنت که من اے اِنجیرئے بَرانی چارگا کایان بله هچَّ نگندان. بگُڈّی تان زمینا بێبَر و بێسَمَر مکنت.› 
LUK.13.8	بله باگپانا پَسّئو دات: ‹واجه! دگه یک سالے بِلّی، من اِشیئے بُنا کۆچان و کلۆنڈان و سَماتَ دئیان، 
LUK.13.9	دێمی سالا، اگن بَری دات شَرّ، اگن نداتی گڑا بگُڈّی.›»
LUK.13.11	یک جنێنے همۆدا اَت که هژده سالا، یک اَرواهێا نادْراه کرتگ‌اَت. کُمپی جتگ‌اَت و هچ ڈئولا وتی سْرێنی تچک کرتَ نکرت. 
LUK.13.12	وهدے ایسّائے چمّ په آییا کپتنت، تئواری کرت و گوَشتی: «او جنێن! تئو چه وتی ناجۆڑیا رَکّتئے.» 
LUK.13.13	ایسّایا وتی دست آییئے سرا اێر کرت و هما دمانا آ کُمپێن جنێنئے سْرێن تچک بوت و هُدائے سِپَت و سَنایا لگِّت.
LUK.13.14	بله 
LUK.13.15	 ایسّایا آییئے پَسّئوا درّاێنت: «او شَتَلکارێن ریاکاران! چه شما هچکَس شَبَّتئے رۆچا وتی هَر و گۆکان چه وتی بَنجاهانَ نبۆجیت و ڈنّا په آپ دئیگا نبارت؟ 
LUK.13.16	گڑا، اے جنێن، که اِبراهێمئے نَسل و پدرێچ اِنت و هژده سال اِنت که شئیتانا وتی بندیگ کرتگ، چیا شَبَّتئے رۆچا چه وتی اَزابان آزات و آسودگ کنگ مبیت؟»
LUK.13.17	وهدے ایسّایا چُش گوَشت، آییئے سجّهێن بَدواه پَشَل و شرمندگ بوتنت. بله اے دگه سجّهێن مردم چه ایسّائے اے مۆجزه و اَجَبێن کاران باز وَشدل و شادان بوتنت.
LUK.13.18	رَندا، ایسّایا گوَشت: «
LUK.13.19	هُدائے بادشاهی، ٹێلکاهئے
LUK.13.20	پدا گوَشتی: «من په 
LUK.13.21	هُدائے بادشاهی هما هُمیرئے پئیما اِنت که جنێنێا زرت و گۆن بازێن آرتێا
LUK.13.22	ایسّا شهر په شهر و مێتگ په مێتگ مردمان سر و سۆج دئیان دێم په 
