MAT.1.1	Igioroni jio abuk ana afureta hohonyiok Yesu Kristo to woyo ba Dafide, lonyi Abramo.
ROM.4.5	Ati lia, elle iyihi 'to jio neruk buo obiaŋara jio egiama, buo fe iruk jio Hollum ollo ojio 'to jio, obeŋ epalani ipal. Atulo ihua alia, elle ihianak Hollum ahabisani te neruk honyi. 
ROM.4.6	Eram ania ninyia iken Dafide, to ninyia ikianari inyi te eram tulo ollo omuno 'to te ehianana Hollum inyi a habisani, buo obiaŋara te eram ono egiama honyi. Ojio nyia Dafide jio:
ROM.4.7	“Hotomunohi hia, hulla abusanie epalita hosi,
ROM.4.7	iko hia hulla ahohinie eyyata hosi!
ROM.4.8	Hotomunoi atulo ollo obeŋ Lamonye ihianatta eyyata honyi.”
ROM.4.9	Ara soho amuno enne ikiana Dafide ania ta abosok hama? Obeŋ! Ara buo fe inyi to hia hullo obeŋi 'to obosoi; nyio, hetek duo ihenuna to Buk Hollum jio, “Iruk nyia Abramo Hollum, ania, iruhoniere Hollum inyi ahabisani te eruk honyi.” 
ROM.4.10	Iduoŋ nyia eram ania nyia baya? Hobeŋi obosi Abramo kuyya ninyia labosi inyi? Iduoŋ nyia eram ania hobeŋi obosi Abramo, buo obiaŋara ihalu boso honyi. 
ROM.4.11	Obosi nyia inyi irari etamijani enne iruhoniere Hollum inyi ahabisani te eruk honyi, hobeŋi ikoddaŋ obosi inyi. Ihuania, ara Abramo ahohonyi jio hia, hulle iruhi 'to jio Hollum, buo fe Hollum iruhok isi a habisak duadi bu obeŋi obosi isi. 
ROM.4.12	Ara buo fe inyi ahohonyi hia hullo obosoi 'to, obiaŋara ta aboso hosi ijiai; ati te ejifatio hosi amanya ono neruk ono hohonyi hohoi Abramo, ninyia hobeŋi obosi inyi.
ROM.4.14	Elle isiori duo ecoriti Hollum jio hia hullo oniŋie 'to Efahita, oso duo neruk asai, buo fe ecorit Hollum ette irahan obojiai. 
ROM.4.15	Iyaŋunie Efahita ajore Hollum, buo alla abeŋi duo Efahita obeŋ duo buo fe amesio hosi.
ROM.4.17	ihuo ojio Abuk Hollum jio, “Ehanak ni iyye ahohonyi olo awoi waati arriai.” Oyyu ecorit ania to hosiere Hollum elle iruk Abramo jihonyi. Inyi Hollum elle itubuhu 'to ayaak toye, buo fe ekiana honyi iyaŋutta erre hunno obeŋitatie 'to, irari. 
ROM.4.18	Iruk nyia Abramo buo fe odulo eyihina, ara duadi bu obeŋ riŋ iyihiniere jio, attu adi inyi irahan ahohonyi woi waati; ihuo ninyia iramanierek inyi jio, “Oluaji adi aati hutto woyo hoi ihuo elelefi.” 
ROM.4.19	Iliahai nyia aŋasi honyi ifanyan esiha abotie. Ati odulo nyia eruk honyi agolon, duadi bu igigilo inyi te eram huan honyi ninyia ara 'to ihuo anna aye, kuyya te eholofi ŋoruoi honyi Sara. 
ROM.4.20	Obeŋ nyia inyi oyuho eruk, buo fe obeŋ okuaya ecorit Hollum. Itagolio nyia eruk ania inyi, ette inyi itahabuyo Hollum. 
ROM.4.21	Ifut nyia itaji honyi luŋa jio, oremik Hollum ihanio ecoriti honyi. 
ROM.4.22	Inyi ninyia “Iruhoniere Hollum Abramo ahabisani” te eruk honyi. 
ROM.4.23	Ati, ekenita hunno ojiori 'to jio, “Iruhok nyia Hollum inyi ahabisani,” obeŋi nyia igioroni to Abramo hama. 
ROM.4.24	Arai nyia buo fe isi to hohoi hullo ofuoi iruhonia ahabisak, te eruk hohoi jio lia linyia itubuhu 'to Yesu Lamonye hohoi toye. 
ROM.4.25	Itattohori nyia Yesu te eram iyyata hohoi, buo fe itubuhuni inyi toye itabisaniere hohoi ihosiere Hollum.
ROM.5.1	Ihuo itabisani hohoi ihosiere Hollum te eruk, ayyu namanya hohoi
ROM.5.2	Tenyi, enyurak ayiji taji Hollum enne emanyari ihuania. Tania, etadara te
ROM.5.3	Etadara buo fe
ROM.5.4	Buo adihan iyaŋuno eruhonia Hollum hohoi, buo eruhonia Hollum iyaŋuno eyihina jihohoi. 
ROM.5.5	Obeŋ eyihina ania oremik itaŋarijonia hohoi, nyio, ihanani abuaran taji Hollum itajia hohoi to Loholio Olibo ninyia isiarak Hollum jihohoi.
ROM.5.6	Ninyia hobeŋ agolon jihohoi, oye nyia Kristo te eram heyyak jio noloŋ ninyia onyimu Hollum. 
ROM.5.7	Ogol bebe jio atulo iyeri te eram tulo ollo obis 'to. Ati oremik atulo irinyana aye te eram tulo ollo oyyu 'to alia. 
ROM.5.8	Itahutak atibuo Hollum abolori buaran taji honyi hohoi, ta naye Kristo to hohoi buo hera aheyyak. 
ROM.5.9	Elle itabisak nooto honyi
ROM.5.10	Era nyia amiorok Hollum, ati itimuarak naye Lonyi honyi hohoi ikonyi. Ihuania, emuara iko Hollum, efuo atibuo hode hode italahuno te nesu Kristo! 
ROM.5.11	Obiaŋara inyi ania hama; nyio, emuno te erre hunne ihan Hollum jihohoi to Yesu Kristo, Lamonye hohoi linyia itimuarak 'to hohoi ikonyi.
ROM.5.12	Ottu nyia eyyau ifau ta atulo abotie. Buo eyyau honyi ette iyaŋuno aye enne isarrahi 'to jio awoyo tulo 'daŋ, nyio, iyyauni aati 'daŋ. 
ROM.5.13	Owon nyia eyyau berien ifau many hobeŋi isiori efahita; buo jio amasik hunno obiaŋarik efahita, obeŋi buo fe onyurani eyyata diya. 
ROM.5.14	Ati itterio jio oŋitek huno Adam many jio huno Mose, harasa naye igottiere aati 'daŋ ara duadi bu hullo obeŋi eyyata hosi orriamari iko huno Adam, linyia omesio 'to ekiana Hollum.
ROM.5.14	Ara nyia Adam arrijiori ono lia, linyia olo 'to ittuna. 
ROM.5.15	Ati obeŋ esiorio anna ara 'to asai orriama iko eyyau Adam. Hode, ayei aati arriai te eyyau tulo abotie. Ati agalik bebe ayiji taji Hollum iko esiorio honyi anna ara 'to asai eram ania; nyio, ifuotuni nyia aati arriai esiorio Hollum anna ara 'to asai ta ayiji taji tulo abotie, Yesu Kristo. 
ROM.5.16	Olufa esiorio ono asai jio eyyau tulo abotie; nyio, iyaŋuno nyia eyyau tulo abotie aŋotonia “Ipali”; buo eyyata waati arriai iyaŋunie esiorio anna ara 'to asai ono, “Abiaŋan ipali!” 
ROM.5.17	Hode, te eyyau tulo abotie, ilohittok aye jio aati 'daŋ te eram atulo alia. Ati ariŋ ninyia ihan atulo abotie, Yesu Kristo, agalik agolon honyi eram ania bebe! To Kristo, ogottierek adi hia nesu, hulle ifuotuni 'to ayiji taji Hollum onno obolo 'to iko esiorio honyi anna ara 'to asai enne itabisak 'to isi ihosiere honyi.
ROM.5.18	Tania, ihuo ninyia iyaŋuniere eyyau tulo abotie aŋotonia epali jio aati 'daŋ, iyaŋuno buo fe ehan ariŋ abotie onno obis 'to ahohino iko nesu jio aati 'daŋ. 
ROM.5.19	Buo ta amesio tulo abotie, arai aati arriai aheyyak, ihuo nyia buo fe ta aniŋio tulo abotie, itabisanie aati arriai ihosiere Hollum. 
ROM.5.20	Iyaŋunie nyia Efahita, ifuananiere epalita jio aati. Ati jio amaji onno obolorori eyyau, inyiak ayiji taji Hollum ibolori bebe diya. 
ROM.5.21	Ihuo enne iyaŋuniere eyyau naye, iyaŋuno buo fe ayiji taji Hollum, abisan enne iyaru 'to hohoi jio nesu onno osio 'to 'tulaŋ, to Yesu Kristo, Lamonye hohoi.
ROM.6.1	Ejio 'tadi anyio? Edulo 'tadi eyyautta oŋida ayiji taji Hollum ofuananio? 
ROM.6.2	Obeŋ 'tuŋ! Era ahayak alla awon eyyau. Aŋai ti eremik iduloro amanya te eyyau? 
ROM.6.3	Hode, imijana itai jio ninyia efuotuniere batisimo inosori iko Kristo Yesu, efuotu nyia batisimo iyeri ikonyi. 
ROM.6.4	Enuhanio nyia ikonyi buo fe eye ikonyi te efuotuna batisimo, jio, oŋida bati emanya namanya aŋejuk, ihuo ninyia itubuhunierek Kristo toye ta aduaran Monye onno okuat 'to.
ROM.6.5	Ihuania enosonio arabotie ikonyi iye ihuo ninyia oyeri inyi, ihuo nyia buo fe efuo adi inosonio ikonyi jio ebuhuna ihuo ninyia itubuhunierek inyi. 
ROM.6.6	Emijak jio isihonie nyia ahuattek hohoi eberien ikonyi likruce jio, oŋida bati ottohori ahuattek hohoi eberien hunyia omunoi 'to eyyau, jio oŋida ebeŋ ewon igolon ono eyyau. 
ROM.6.7	Nyio, alla aye atulo, abeŋ inyi owon jio agolon ono eyyau. 
ROM.6.8	Ati ta aye hohoi arabotie iko Kristo, eruk jio esu adi buo fe ikonyi. 
ROM.6.9	Emijak jio, itubuhuni nyia Kristo toye; obeŋ adi inyi inyiak iye 'tuŋ. Nyio, ittallik inyi inyiak iwanan jio agolon ono naye. 
ROM.6.10	Ta naye Kristo, abeŋ inyi inyiak iwanan jio agolon ono eyyau; ihuania, amanya inyi amanya anna awak Hollum. 
ROM.6.11	Ihuo nyia buo fe, omijana luŋa jio, irata nyia itai ahayaak jio agolon ono eyyau. Ati te enoso hatai iko Kristo Yesu, imanyati itai ihuania amanya anna awak Hollum.
ROM.6.12	Tania, hèlaha luŋa agolon ono eyyau inyiak iwanan jio ahuattek hatai hunia hunno oremehini 'to iye, ŋadi itai ijifatiete ewahiti huattek hatai. 
ROM.6.13	Hèŋatana aŋacio huattek hatai jio eyyau irari ehanita hirre arrohojak. Ati isiatta ahuattek hatai jio Hollum ihuo aati hunyia itubuhuni toye. Isiatta ahuattek hatai 'daŋ jio Hollum irari ehanita hirre ayijok. 
ROM.6.14	Hèlaha luŋa eyyau ogottiere itai, nyio, ibiaŋata itai imanyati te Efahita; ati imanyati itai ta ayiji taji Hollum.
ROM.6.15	Anyioti? Oŋida ti eyyau, ta amanya hohoi ta ayiji taji Hollum buo obiaŋara te efahita? Obeŋ 'tuŋ! 
ROM.6.16	Itimoti ti itai jio, elle isiatta itai ahuattek hatai apiti iniŋiere obo atulo, irata itai luŋa apiti lia, elle iniŋiete itai; kuyya apiti hulo eyyau enne iyaŋuno 'to aye, kuyya apiti hulo aniŋio enne iyaŋuno 'to abisan ihosiere Hollum? 
ROM.6.17	Ati humo jio Hollum! Nyio, duadi bu irata nyia itai apiti hulo eyyau, iniŋiete itai, ta atajia hatai 'daŋ, nelahode onno owon 'to jio ettiyenio ninyia ifuotuna itai. 
ROM.6.18	Ahouni itai jio agolon ono eyyau irari apiti hulo abisan. 
ROM.6.19	(Ekiana ni ihuo atulo nyio, irata itai awaati hullo obeŋ agolon.) Isiatta nyia itai ahuattek hatai 'daŋ apiti hirre hunne iboti iko erre 'daŋ arrohojak. Ihuo nyia buo fe, isiatta luŋa ahuattek hatai 'daŋ apiti hulo abisan, imanyari amanya elibo.
ROM.6.20	Ninyia hèrata itai apiti hulo eyyau, obeŋ nyia agolon ono abisan jihatai. 
ROM.6.21	Inyurana nyia itai anyio yiji to ninyia ihaniette itai erre hunne iyaŋunie 'to ihuania jihatai ariri? Isi hunia erre hunne iyaŋunie 'to aye. 
ROM.6.22	Ati ihuania, ahouni itai addi jio eyyau. Irata itai apiti Hollum. Inyurana itai amanya elibo, enne iyaŋuno 'to nesu onno osio 'to 'tulaŋ. 
ROM.6.23	Ara naye edumit ono eyyata, buo nesu onno osio 'to 'tulaŋ, ara esiorio ono asai, enne isiarak Hollum, onno ottu 'to te enoso iko Yesu Kristo, Lamonye hohoi.
ROM.7.1	Illarak iko haniyarak hoŋ, hode, imijana itai eram anna ajio ni ekiana; nyio, imijana itai 'daŋ efahita. Ogottierek efahita atulo buo inyi hesu. 
ROM.7.2	Ike imijata aŋotte, ojiori efahita oŋida inyi luŋa arasa jio habi honyi buo habi hesu. Buo alla aye habi, obeŋi efahita inyiahi itihotio inyi idehiniere habi. 
ROM.7.3	Tania, alla awoni inyi iko obo alle, buo habi hesu, ara adi inyi aharotoni. Ati alla aye habi, ahohino inyi jio efahita hunia, buo fe obeŋ iyyau, elle inyiak inyi iwanan iko obo alle. 
ROM.7.4	Illarak iko haniyarak hoŋ, ara buo fe inyi ihuo nyia jihatai. Alla ara te eram Ifahita, iyeti nyia itai nyio, irata itai aŋati huan Kristo. Ihuania irata itai a hulonyi, inyi linyia itubuhuni toye jio oŋida bati ehanio egiama Hollum onno oyyu. 
ROM.7.5	Ninyia hemanya ihuo aati, itadeti nyia Efahita awahan iyyauna ihuattek hohoi, enne iyaŋuno 'to naye jihohoi. 
ROM.7.6	Ati ihuania, ehouno addi jio Efahita; nyio, era nyia ahayaak jio efahita, hunyia ifitani 'to hohoi. Tania, ebeŋ enyiak igiama te ekoi eberien ono efahita hunyia igioroni. Ati egiama te ekoi aŋejuk ono Oloholio.
ROM.7.7	Eremik 'tadi jiaran jio owon eyyau jio Efahita? Obeŋ 'tuŋ! Nyio, Efahita nyia itamijanani nani eram ono eyyau. Alla abeŋi nyia Efahita ojiori jio, “Hèwak asaŋ huno lobo,” atimo duo ni jio orroho adaya saŋ waati. 
ROM.7.8	Ati arumak eyyau ekoi jio efahita, itadeciere awoi iwahiti 'daŋ hunna abeŋ ni asiru idayari. Nyio, alla abeŋi duo efahita, ara duo eyyau ihuo ariŋ anna aye. 
ROM.7.9	Esu nyia ni ninyia hatimo ni efahita. Buo ninyia amijak ni efahita, ette buo fe eyyau isu, 
ROM.7.10	ette ni iye. Inyiahi tibuo efahita hunyia ojiori oŋida iyaŋunie nesu, itabahasuno naye jihoŋ. 
ROM.7.11	Nyio, te efahita, orumak eyyau ekoi inyobiere buo fe ittohori nani.
ROM.7.12	Tania, olibori Efahita, buo fe erre hunno ojiori isi olibori, buo fe obisi, buo fe oyiji. 
ROM.7.13	Itahutak ati ania jio, ayiji nyia iyaŋuno jihoŋ naye? Obeŋ 'tuŋ! Eyyau nyia iyaŋuno jihoŋ naye, ta attuna honyi tottolo erre ayijok jio, oŋida bati italeyehini ahode hode honyi. Tania, itahutani atibuo efahita jio orroho eyyau bebe agalik 'daŋ.
ROM.7.14	Emijak jio arai Efahita te eram loholio, ati ara ni atulo ijiai, elle itinyiaŋani apit jio eyyau. 
ROM.7.15	Abeŋ ni amijak anyio enne ehanio ni; nyio, abeŋ ni ehanio ariŋ anna awak ni ihanio, ati ehanio ni ariŋ onno obeŋ atua hoŋ awak. 
ROM.7.16	Elle ehanio ni ariŋ onno obeŋ atua hoŋ awak, itahutak fe inyi jio eruk ni jio, obisi Efahita. 
ROM.7.17	Tania, obiaŋara nani luŋa ehanio erre hunia; ati eyyau otto tua hoŋ inyi luŋa ihanio erre hunia. 
ROM.7.18	Amijak ni jio obeŋ obo ayiji owon jihoŋ; ihuan hoŋ anna ara 'to atulo. Awak duo bu atua hoŋ ihanio onno oyyu, ettallik ni ihanio ihuo nyia. 
ROM.7.19	Nyio, abeŋ ni ehanio erre ayijok hunna awak ni; ati ehanio ni erre arrohojak hunna abeŋ ni awak. 
ROM.7.20	Elle ehanio ni erre hunna abeŋ ni awak, itahutak ania jio obiaŋara nani luŋa elle ehanio 'to erre hunia, ati eyyau otto tua hoŋ luŋa ihanio isi.
ROM.7.21	Tania, anyurak ni jio agolik ekoi ania jihoŋ. Alla awak ni ihanio onno oyyu, buo ni fe anyimu ehanio onno orroho. 
ROM.7.22	Iyaŋunie efahita Hollum amuno onno obolo itaji hoŋ. 
ROM.7.23	Ati egonyu ni obo efahi hama itua hoŋ onno orriomonie iko obo onno owon 'to ihou hoŋ. Efahi ania, enne ihanak 'to ani, atulo babus jio efahi ono neyyau onno owon 'to itua hoŋ. 
ROM.7.24	Eii, arrohoji ottonoŋ! Ŋai adi nani etaluahu jio ahuan ana, enne iyaŋuno 'to ana naye jihoŋ? 
ROM.7.25	Humo jio Hollum to Yesu Kristo, Lamonye hohoi!
ROM.7.25	Tania, te egigilo hoŋ, ejifatio ni efahita Hollum; buo te erre hunna awak atua hoŋ, ejifatio ni efahi enne iyaru 'to ani iyyau.
ROM.8.1	Ihuania, obeŋ aŋotonia epali jio hia hulle inosoi 'to iko Kristo Yesu. 
ROM.8.2	Nyio, efahi ono Loholio enne iyaŋuno 'to nesu jihohoi te enoso iko Kristo Yesu, inyi nani
ROM.8.3	Ihan Hollum erre hunyia obeŋi Efahita oremehini ihan ta afiahaji huan tulo. Aŋotok Hollum epali jio eyyau otto huan tulo te efahuna honyi Lonyi honyi ollo owon iko ahuan ihuo atulo eyyani, iyari addi eyyau waati. 
ROM.8.4	Ihan nyia Hollum ihuo nyia, jio oŋida hohoi hulle emanya 'to ta agolon ono Oloholio, ati obiaŋara te ekotia hunna amanyarik aati, ehanio luŋa ewahiti hunno obisi 'to huno efahita. 
ROM.8.5	Nyio, hia hulla amanyai 'to te ewahiti huno ahuan, otuhoni isi egigilita hosi 'daŋ jio erre hunna awak ahuan. Buo hia hulla amanyai 'to te ewahiti huno Oloholio, otuhoni egigilita hosi 'daŋ jio erre hunna awak Oloholio. 
ROM.8.6	Elle ituhok iyye egigilita hoi jio ewahiti huan, iye adi iyye. Buo elle ituhok iyye egigilita hoi jio ewahiti huno Oloholio, irumak adi iyye nesu iko nelik taji. 
ROM.8.7	Ihuo nyia, oliwarik aati hullo otuhoni 'to egigilita hosi jio ewahiti huan, Hollum. Ittallihi isi iniŋio efahita honyi; ittallihi isi luŋa iniŋio efahita hunia. 
ROM.8.8	Ittallihi aati hullo otuhoni 'to egigilita hosi jio ewahiti huan, itamuno Hollum.
ROM.8.9	Ati ibiaŋata itai imanyati te ewahiti huattek hatai, ati imanyati itai ihuo iramak Oloholio itai; alla ara hode jio, amanya Oloholio Hollum jihatai. Lia, ollo obeŋ 'to owon iko Oloholio Kristo, obeŋ inyi ara aholonyi. 
ROM.8.10	Alla awon Kristo jihatai, iyaŋuno adi Oloholio nesu jihatai
ROM.8.11	Alla awon jihatai Oloholio Hollum linyia itubuhu 'to Yesu toye, isiarak adi buo fe inyi, nesu ihuattek hatai hunno oremehini 'to hunia iye. Isiarak adi inyi nesu ania, ta awanan ono Oloholio honyi jihatai.
ROM.8.12	Tania, illarak iko haniyarak hoŋ, ojiori luŋa hèlaha emanya te ewahiti huattek hohoi. 
ROM.8.13	Nyio, elle emanyati itai te ewahiti huattek hatai, iyeti adi itai. Buo elle inuhana itai ehanita hatai, hunno orrohoji 'to hunia, to Oloholio, isuoto adi itai. 
ROM.8.14	Nyio, arai aati 'daŋ hulle iyyahatio Oloholio Hollum, aduri Hollum. 
ROM.8.15	Nyio, obeŋ Oloholio ninyia isiarak Hollum jihatai ihanak itai apiti. Obeŋ buo fe inyi iyaŋuno abaŋi jihatai. Ati ihanak inyi itai aduri Hollum; buo ta agolon ono Oloholio ania, eremik iloŋo Hollum jio, “Baba! Monye!” 
ROM.8.16	Inosok Oloholio Hollum ahuan honyi jio oloholioo hohoi, itahutaniere jio era aduri Hollum. 
ROM.8.17	Ta arahan hohoi aduri Hollum, efuotu adi jihonyi emuniti hunno ottunak inyi jio aati honyi. Efuotu adi buo fe arabotie iko Kristo ariŋ ninyia ottunak Hollum tenyi. Buo elle erumak ettigemita ihuo huno Kristo, erumak adi buo fe akuatan ihuo inyi.
ROM.8.18	Amijak ni jio ettallik itarriamahina ettigemita hunne erumak jio oŋitek huna iko akuatan onno ofuoi italeyehina jihohoi moi. 
ROM.8.19	Ta awahan onno obolo 'to bebe, itilai erre 'daŋ hunyia oyyeuni etaleyehina Hollum aduri honyi. 
ROM.8.20	Itafiaha Hollum erre 'daŋ hunno oyyeu inyi ahirre asai; obiaŋara ta awahan hosi. Ati, awak nyia inyi isi heterahi ihuo nyia te eyihina honyi 
ROM.8.21	jio, obo oloŋ ohouni adi erre 'daŋ hunno oyyeuni jio epito enne ihan isi asaŋ asai. Orumani adi isi ahouno onno okuat 'to ono aduri Hollum. 
ROM.8.22	Nyio, emijak jio many ahana, hetuditai erre 'daŋ hunyia oyyeuni iko adiaha ihuo aŋotte onno ojio 'to esio. 
ROM.8.23	Ati obiaŋara erre hunno oyyeuni hunne itudita 'to hama. Owon buo fe etudita ituajin hohoi hulle ewon 'to iko Oloholio anna ara 'to esiorio Hollum etteri; buo etila ehanana Hollum hohoi aduri honyi iko
ROM.8.24	Nyio, italahuni nyia hohoi te eyihina. Buo elle egonyu ariŋ enne eyihi jihonyi, abeŋ fe inyi luŋa ara eyihina. Nyio, ŋai jihohoi iyihi jio ariŋ enne egonyu to oŋite? 
ROM.8.25	Ati edik etila dee, elle eyihi jio ariŋ enne hèbeŋ egonyu.
ROM.8.26	Ihuo nyia buo fe, oluahio Oloholio hohoi te nelik ottonohoi. Nyio, etimo oŋida duo luŋa emojo aŋai; ati omojo Oloholio ta ahuan honyi jio Hollum to hohoi te etudita onno obeŋ tulo oremik ikiana. 
ROM.8.27	Buo Hollum, ollo omijak 'to atajia hohoi, omijak egigilita huno Oloholio. Nyio, omojo Oloholio jio Hollum te eram waati Hollum iko ta awahan Hollum.
ROM.8.28	Emijak jio, jio erre 'daŋ igiama Hollum onno oyyu to hia hullo obuori atajia hosi inyi,
ROM.8.29	Hia hinyia anyimu Hollum, igelu buo fe inyi isi irari ihuo Lonyi honyi, jio oŋida Lonyi ara oloŋeu ihiji heruhok arriai. 
ROM.8.30	Tania, hia hinyia igelu Hollum, iloŋu nyia inyi isi. Hia hinyia iloŋu inyi, itabisak nyia inyi isi to hosiere honyi. Hia hinyia itabisak inyi to hosiere honyi, isiarak nyia inyi jihosi akuatan honyi.
ROM.8.31	Ejio 'tadi anyio te erre hunia 'daŋ? Alla ara Hollum aholohoi, ŋai 'tadi oremik iliwari hohoi? 
ROM.8.32	Inyi linyia obeŋ 'to ofitok Lonyi honyi, ati isiarak nyia inyi Lonyi honyi irari ehumi to hohoi 'daŋ! Obeŋ 'tadi inyi buo fe isiarak jihohoi erre 'daŋ obeŋ etaduma? 
ROM.8.33	Ŋai ti oremik itisiahina olonyimot Hollum? Ojio Hollum ta ahuan honyi jio obeŋ epali jihosi! 
ROM.8.34	Ŋai 'tadi oŋotok jihosi epali? Obiaŋara Kristo Yesu, linyia oye 'to, ette itubuhuna toye. Owon inyi ihuania iŋati iŋet Hollum, ollo omojo jio Hollum to hohoi. 
ROM.8.35	Ŋai 'tadi oremik itapek hohoi jio abuaran taji Kristo? Oremik 'tadi arrohoji, kuyya agolon manya, kuyya ettigemio, kuyya ehuria, kuyya elocaŋ, kuyya obo ariŋ onno oyeyer 'to, kuyya naye, itapek hohoi? 
ROM.8.36	Ihuo igioroni Libuk Hollum jio,
ROM.8.36	“Oŋitek 'daŋ awahi aati ittohoro hohoi te eram hoi;
ROM.8.36	ihanie isi onno orroho jihohoi ihuo akioro hunno ofuoi isi ittohoro.”
ROM.8.37	Obeŋ! Etattur luŋa erre hunia 'daŋ to lia, ollo obuor ataji honyi hohoi! 
ROM.8.38	Nyio, amijak ni luŋa jio obeŋ obo ariŋ oremik itapek hohoi jio abuaran taji honyi: ara duadi bu naye, nesu, ajilohien, kuyya elettaha kuyya eduariti huttedou, kuyya erre huno ahana kuyya huno moi; 
ROM.8.39	kuyya erre hunno owoni ahide dou, kuyya attua fau, kuyya erre 'daŋ hunyia oyyeuni. Ittallihi isi 'daŋ itapek hohoi jio abuaran taji Hollum anna ara 'to ahonohoi to Kristo Yesu, Lamonye hohoi.
ROM.9.1	Ekiana ni nelahode, ara ni a holo Kristo, abeŋ ni agesem. Ogottiere Loholio Olibo egigilita hutto hou hoŋ, hunne itahutani 'to jio abeŋ ni agesem, 
ROM.9.2	alla ajio ni jio, obolo ejiriŋa jihoŋ, buo fe esidi obeŋ jio amijan taji hoŋ, 
ROM.9.3	te eram waati hohoi, hutto woyo hohoi. Te eram hosi, ojio atua hoŋ ijiara duo Hollum ipitak nani buo fe ni apiaharu addi jio Kristo. 
ROM.9.4	Isi aati Hollum hunyia onyimu inyi aduri honyi, ette italeyehina jihosi akuatan honyi, ette isiarana jihosi ecorit honyi iko Efahita buo ekoi ahode onno omojorik. Ifuotuni nyia isi ecoriti Hollum, 
ROM.9.5	buo fe odetunie jio hohonyiok Ebrei hullo ohuji 'to. Ara buo fe Kristo a holo aati hulia, ta arahan honyi atulo. Ijiara itahabuye 'tulaŋ Hollum, elettok olo erre 'daŋ!
ROM.9.6	Abeŋ ni ajio, itapuak Hollum ecorit honyi; nyio, obeŋi aati Israele 'daŋ arai awaati Hollum. 
ROM.9.7	Obeŋi buo fe aati 'daŋ hullo odetunie 'to to woyo Abramo arai aduri Hollum. Ojio nyia Hollum jio Abramo, “Ofuonni adi aati hutto woyo hoi tottolo Isako.” 
ROM.9.8	Itahutak fe ania jio obeŋi aduri 'daŋ hulle isiuni te ekoi ottoloŋi
ROM.9.9	Ekenita huna hunyia ocoroniere Hollum jio Abramo jiojio: “Teleŋa, jio asaa ihua ana, attu adi ni irumana Sara isiu leto.”
ROM.9.10	Obiaŋara erre hua hunia 'daŋ. Nyio, arai nyia lonyirok Rebeka hula arrihai aduri tulo abotie, hohonyi hohoi Isako. 
ROM.9.11+ROM.9.12	Ati itasiruniere jio, ara nyia luŋa anyimuna ono leto abotie awahan ono Hollum, iramak nyia Hollum Rebeka jio, “Igiama adi ahouti jio alahalu.” Ikenu nyia Hollum erre hunia hobeŋi isiuni isi, buo fe isi hobeŋi ihani omuk erre ayijok kuyya arrohojak. Tania, ara anyimuna Hollum te eloŋo honyi, buo obiaŋara to obo ariŋ enne ihani aduri hulia. 
ROM.9.13	Ihuo igioroni Ibuk Hollum jio, “Obuor ataji hoŋ Yakobo, buo oliwari Esau.”
ROM.9.14	Eremik 'tadi jiaran obeŋ Hollum obis? Obeŋ 'tuŋ! 
ROM.9.15	Nyio, iramak nyia Hollum Mose jio, “Amehino adi ni jio atulo alla awak ni; buo fe anyalam jio atulo alla awak ni.” 
ROM.9.16	Tania, obeŋi erre 'daŋ arai te ewahiti kuyya te ehanita tulo; ati arai isi ta amehino ono Hollum hama. 
ROM.9.17	Nyio, ojio Abuk Hollum jio hobu Masir jio, “Ehanak nyia ni iyye a hobu jio, oŋida ani etahutak agolon hoŋ teyye, buo fe oŋida ahujon hoŋ okuataru afau 'daŋ.” 
ROM.9.18	Tania, omehino Hollum jio atulo alla awak inyi, buo fe itagol ahou tulo, alla awak inyi.
