MAT.1.1	Jiꞌi sen kuachrjenixin ndo Jesucristo. Jeꞌe ndo kuachrjenixin ndo, ndo David ko ndo Abraham.
ROM.8.23	*Ko jeꞌa jeꞌo ngeꞌe jii ngataꞌa nunte xasintajni tangi jii. Kaxon jai̱na tangi tikonna, jai̱na ti chondana Espíritue ndo Dio, ixi Espíritue ndo tjakoxin naa ngeꞌe ícha tuinxin tsayéꞌena ko ícha tjumeꞌe tsajon ndo Dio. Tangi stetikonna ko stechonꞌenna nchakon ndo Dio tsingijnana ndo ko xrokjanna chjenꞌen ndo Dio ko tsayéꞌena juachaxin ixi tsenꞌana. 
ROM.8.24	Ó kuayeꞌena juachaxin tsechónna kain nchakon ixi titikaꞌonna ko stechonꞌenna ngeꞌe xratikonꞌana. Siá xrobikonna ngeꞌe stechonꞌenna íxrokondaꞌi xrochonꞌenna ícha. Ngeꞌe ó tikonni íxrokondaꞌi xrochonꞌenni ti tikonni. 
ROM.8.25	Siá stechonꞌenna ngeꞌe xratikonꞌana, xrokonda xrochonꞌenna maski tangi stena.
ROM.8.26	Ko jaña kaxon Espíritue ndo Dio tsingijnana nchakon juaꞌi xrochuntiana ndo Dio. Ixi nónaꞌina xranchi xronichjeꞌena ndo Dio, ko Espíritue ndo nichjaxin ixi jai̱na, ko jai̱na juaꞌi tienxinna xranchi tjanchia Espíritue ndo ixi jai̱na. 
ROM.8.27	Ndo Dio noꞌe ndo ngeꞌe tonoꞌe aséei̱na, ko noꞌe ndo ngeꞌe tjanchia Espíritue ndo, ixi Espíritue ndo tinóatée xranchi tjaun ndo Dio, ko nichjaxin Espíritue ndo ixi jai̱na, ni titikaon ndo.
ROM.8.28	Ó noi̱na ixi ndo Dio jian ndo. Maski tangi tatsingana, jeꞌe ndo tsingijnana ndo ixi kain ngeꞌe jian tsachrje ngajin kain ni tjueꞌe ndo, ni tsikincheꞌe jeꞌe ndo ixi jaña tjaun ndo. 
ROM.8.29	Sen ó saꞌó tsikincheꞌe ndo, tjaun ndo xrokjan sen xranchi chjenꞌen ndo, ko xrobikon sen Chjenꞌen ndo, xjan naakuaxon, ixi xjan meꞌe ícha saꞌó xjan. 
ROM.8.30	Sen tsikincheꞌe ndo Dio saꞌó, kaxon kuiyeꞌe ndo sen, ko sen kuiyeꞌe ndo, juincheméꞌe ndo jíee sen, ko sen koméꞌe jíee, chjée ndo sen ijié juachaxin.
ROM.8.31	¿Ngeꞌe xichrona? Siá ndo Dio jii ndo ngajinna, ¿ngisen xrojan ngeꞌe sinchei̱na? 
ROM.8.32	Siá ndo Dio kuajon ndo chjenꞌen ndo, xjan naakuaxon, kuenxin xjan ixi kainna, jaña kaxon xrochjai̱na ndo kain ngeꞌe. 
ROM.8.33	¿Ngisen xrojuankataꞌa ijie̱ ngajin sen tsikincheꞌe ndo Dio siá ndo Dio ó juincheméꞌe ndo jíee sen? 
ROM.8.34	¿Ngisen xrojuankataꞌa ijie̱ ngajin sen? Siá ndo Cristo kuenxin ndo ixi jeꞌe sen ko xechón ndo íjngo, ko ndatsjonxin jian jii ndo ngajin ndo Dio, ko jitinóatée ndo ngajin ndo Dio ixi kain jai̱na. 
ROM.8.35	¿Ngisen xrokuantsjei̱na ti tjuai̱na ndo Cristo?, maski chinga xrokoi̱nna, xroningakoi̱nna na̱, maski tsatsena jinta ko xrochondaꞌina manta tsetsáana, o̱ maski ijié juachjaon xrochondana, o̱ xrokueꞌenna. 
ROM.8.36	Xranchi ndachro xroon chijnie ndo Dio:
ROM.8.36	Ixi titikaonnanta chondana juachjaon kainxin nchakon
ROM.8.36	ko xrokueꞌenna kondeexin meꞌe,
ROM.8.36	xranchi kutuchjon tóña na̱ ba,
ROM.8.36	jaña tsoi̱na kaxon.
ROM.8.37	Ko maski kain ngeꞌe tangi tsatsingana, noi̱na ixi ndo Jesucristo tjuai̱na na̱ ndo ko tsingijnana ndo tsatsingana kain juachjaon. 
ROM.8.38	Méxin jian noi̱na ixi ninaa ngeꞌe tsantsjei̱na ti tjuai̱na ndo Dio. Maski ti tsenꞌenna, o̱ maski ti tsechónna, ni sen ángel, o̱ espíritu ñaꞌi, o̱ maski ngeꞌe jitonꞌen jai, o̱ ngeꞌe tsonꞌen ícha tjumeꞌe, 
ROM.8.39	o̱ ngeꞌe jitonꞌen ngajní, o̱ ngeꞌe jitonꞌen ti jii ícha yasoꞌe nunte xasintajni, o̱ inaa ngeꞌe juinchéña ndo Dio. Ninaa ngeꞌe meꞌe tsantsjei̱na ti tjuai̱na ndo Dio ixi chjai̱na ndo chjenꞌen ndo, Ncháina Jesucristo, kuenxin ndo ixi jai̱na.
ROM.9.1	Janꞌan titikaꞌon ndo Cristo ko méxin, ndachrja̱n ti nduaxin. Espíritue ndo Dio nchexraxaonna ixi kain meꞌe nduaxin, ko jaña xraxaꞌon ko ntayaꞌi. 
ROM.9.2	Tsango toniꞌe aséenna ko juaxruxinꞌa ritjén 
ROM.9.3	ixi kondeexin ni kichuuna, ni judío, tjaꞌon ixi tsitikaon na̱ ndo Cristo, maski janꞌan xrokuama ijie̱, siá jiꞌi xrobingijna na̱ ixi ndo Dio xrojuincheméꞌe ndo jíee na̱. 
ROM.9.4	Jeꞌe na̱ tsikachrjenixin na̱ tjajna Israel ko ndo Dio kuincheꞌe ndo na̱ xranchi chjenꞌen ndo, ko jii ndo ngajin na̱, ko kuajon ndo juachaxien ndo ngajin na̱ ko kuayéꞌe na̱ ti ngeꞌe tsindachro ndo tsajon ndo ko kaxon kuajon ndo ngajin na̱ ley kuayéꞌe ndo Moisés, ko juako ndo xranchi xrokuajon na̱ juasaya ngajin ndo, ko chronga ndo ngeꞌe tsayéꞌe na̱. 
ROM.9.5	Ni Israel tsikachrjenixin na̱ ni tsikachrjenixin jai̱na kaxon, ko kaxon ndo Cristo tsikachrjenixin ndo ni israelita nchakon ikjan ndo chujni. Jeꞌe ndo, ndo Dio neꞌe kain ngeꞌe jii, ko tikinixin tsajonna juasaya ngajin ndo kain nchakon. Jaña tsonꞌen.
ROM.9.6	Ko rindachrja̱nꞌi ixi ndo Dio kuajonꞌa ndo ngeꞌe tsindachro ndo ngajin ni tjajna Israel. Ixi jeꞌa kain ni tsikachrjenixin ni israelita nduaxin tikinixinꞌen na̱ tjajna Israel. 
ROM.9.7	Ko kainꞌa ni kuachrjenixin ndo Abraham nduaxin ikjan na̱ chjenꞌen ndo. Ndo Dio tsindache ndo ndo Abraham: “Ni xrokjan ni kichuua tsachrjenixin na̱ ndo Isaac.” 
ROM.9.8	Jiꞌi tienxinni ixi xroꞌan chujni ikjan chjenꞌen ndo Dio ixi tsikachrjenixin na̱ naa chujni tjintee. Naꞌi. Jeꞌo ni titikaon ngeꞌe tsindache ndo Dio ndo Abraham, ni meꞌe nduaxin tsikachrjenixin na̱ ndo. 
ROM.9.9	Jaꞌin tsindache ndo Dio ndo Abraham: “Tsi̱i̱ nchakon janchriꞌa, jan Sara, sinchejongíꞌe jan naa ichjan.”
ROM.9.10	Ko jeꞌa jeꞌo meꞌe. Kaxon kayui ichjan juinchejongíꞌe jan Rebeca naakua ndotée xjan, ndo ndatinꞌin Isaac, ndo tsikachrjexinna jai̱na. 
ROM.9.11	Ko xrajongíeꞌa kayui ichjan ko xraxroꞌan ngeꞌe jian o̱ ndakuaꞌi tsijincheꞌe xjan, jaña konꞌen ixi juako ndo Dio chónda ndo juachaxin tincheꞌe ndo ngisen tjaun ndo. 
ROM.9.12	Ixi ndache ndo jan Rebeca: “Xjan saꞌó xrokjan xjan, xjan nchexrée xjan yuxin.” 
ROM.9.13	Kaxon jaña ichro xroon chijnie ndo Dio: “Ícha tjuaꞌa
ROM.9.14	¿Ko ngeꞌe xichrona? ¿Á xrondachro na̱ ixi ndo Dio ndakuaꞌi ncheꞌe ndo? Naꞌi. 
ROM.9.15	Ixi ndo Dio tsindache ndo ndo Moisés: “Xrotjua̱ꞌa̱ ngisen tjaꞌon xrotjua̱ꞌa̱, ko tsikonóaꞌa ngisen tjaꞌon tsikonóaꞌa.” 
ROM.9.16	Jeꞌa ixi chujni tjaun o̱ jeꞌa ixi ngeꞌe tsijincheꞌe chujni, ndo Dio tincheꞌe ndo ngisen tsikonóeꞌe ndo. 
ROM.9.17	Ndachro xroon chijnie ndo Dio xranchi nichjeꞌe ndo xi rey tjajna Egipto: “Kuájon juachaxin ixi jaꞌa ikjan rey jaña tsjako juachaxin chónda janꞌan ixi jaña nchijíi nunte xasintajni xrokonoꞌe ngisen janꞌan ko xrokuitikaon na̱ nombréena.” 
ROM.9.18	Jaña siá tjaun ndo Dio tsikonóeꞌe ndo xrojan chujni, ni meꞌe tsikonóeꞌe ndo na̱, ko ngisen tjaun ndo sinchecha ndo aséen sen, jaña ncheꞌe ndo kaxon.
ROM.9.19	Ko xrojan ngisen xrondachro: “¿Sonda tsjankataꞌa ndo Dio ijie̱ ngajin chujni siá xroꞌan ngisen tsjacha xronichjangíꞌe ti tetuanꞌan ndo?” 
ROM.9.20	Janꞌan xrojuataꞌa: ¿Ngisen jaꞌanta ixi xronichjangíꞌenta ndo Dio? Xranchi naa ichi tsikóñaxin inche xronichja xrondache ngisen juinchéña ichi: “¿Sonda jaña juinchéñana?” 
ROM.9.21	Sen nchéña ichi chónda sen juachaxin sinchéña sen ngeꞌe tjaun sen. Ko chao sinchéña sen naa ichi tsonda kain nchakon o̱ jeꞌo naa chi tsondeꞌe sen nchakon jii kia ko chao jeꞌo nchitjaꞌo tsondeꞌe sen.
ROM.9.22	Jaña kaxon ndo Dio tjaun ndo xrokjuakoxin ndo ti koñao ndo ko ti ijié tetuanꞌan ndo méxin bikonóeꞌe ndo chujni tikinixinꞌen xrokuenꞌen. 
ROM.9.23	Jaña juako ndo ijié juachaxin chónda ndo ixi jeꞌe ndo bikonóai̱na ndo, jaña ó tsixraxaon ndo ó saꞌó ixi xrochjijaana ndo. 
ROM.9.24	Ko ndo Dio kuincheꞌe ndo chujni judío ko chujni jeꞌa judío. 
ROM.9.25	Jaña ndachro xroon tsikjin ndo Oseas:
ROM.9.25	Ni tikinixinꞌa tjajnána, ni meꞌe xrontatjan ni tjajnána.
ROM.9.25	Ni tjuaꞌi janꞌan, ni meꞌe xrotjua̱ꞌa̱.
ROM.9.26	Ko tjajna tsindache ndo:
ROM.9.26	“Jeꞌa ni tjajnána”,
ROM.9.26	xrondache ndo na̱ íjngo:
ROM.9.26	“Ni tjajnána jaꞌanta ixi jaꞌanta chjenꞌen ndo Dio, ndo jichón.”
ROM.9.27	Kaxon ndo Isaías ndachro ndo ixi ni israelita: “Maski ni tsachrjenixin ni Israel, kueya na̱ xranchi kueya nchese jii ti ndachaon,
ROM.9.28	ixi tuinxin tsonꞌen ngeꞌe tsindachro Ncháina ndo Dio, sinchéña ndo ijie̱ ngajin chujni ste nunte xasintajni.” 
ROM.9.29	Kaxon ndo Isaías tsindachro ndo ó saꞌó:
ROM.9.29	Ncháina, ndo Dio, chónda ndo kain juachaxin ixi kuintueꞌa ndo xrokuitjáña kain ni kuachrjenixin ndo Israel
ROM.9.29	xranchi kuitjáña kain ni tjajna Sodoma ko kain ni tjajna Gomorra.
ROM.9.30	¿Ngeꞌe ícha xrontatjunta sen jeꞌa judío? Jueꞌa sen ndo Dio ixi xrojuincheméꞌe ndo jíee sen, maski jeꞌe ndo juincheméꞌe ndo jíee sen ixi jeꞌo chuntia sen ngajin ndo Cristo. 
ROM.9.31	A̱ ni israelita kuitikaon na̱ ley ixi xrokoméexin jíee na̱, ko juaꞌi koméꞌe. 
ROM.9.32	¿Ko sonda juaꞌi koméꞌe jíee na̱? Ixi xraxaon na̱ ixi ngeꞌe xrojuincheꞌe na̱, meꞌe ndo Dio xrojuincheméꞌe ndo jíee na̱ ko xrokuayéꞌe na̱ juachaxin, ko jeꞌa ixi xrochuntia na̱ ndo. Méxin ndo Cristo ikjui ndo xranchi naa ixro kontengíxin na̱ kondeexin jíee na̱. 
ROM.9.33	Jaña chronga xroon chijnie ndo Dio:
ROM.9.33	Bakeꞌé naa ixro tjajna Jerusalén, ixro tsontengíxin na̱ ko tseꞌe na̱ nunte.
ROM.9.33	Ko ni titikaon ndo, jeꞌe na̱ xroxraxaonꞌa na̱ ixi jeꞌe ndo tsintuꞌe ndo na̱.
ROM.10.1	Kichuuna, ixi nchijíi aséenna, tjanchaꞌa ndo Dio ixi tsje̱ñaꞌo ixi ni israelita tsayéꞌe na̱ juachaxin tsechón na̱ kain nchakon. 
ROM.10.2	Janꞌan nóna ixi ni israelita tsango tjaun na̱ sincheꞌe na̱ xrojan ixra̱ ngajin ndo Dio, ko juaꞌi jian xraxaon na̱ ixi jeꞌe na̱ noeꞌa na̱ xranchi sincheꞌe na̱ ti tjaun ndo Dio. 
ROM.10.3	Ko jeꞌe na̱ titikaonꞌa na̱ xranchi ndo Dio chao sincheméꞌe ndo jíee na̱. Méxin, tjaun na̱ sincheꞌe na̱ inaa ngeꞌe ixi jaña ndo Dio tsayéꞌe ndo na̱ ko titikakonꞌa na̱ xranchi kuetuanꞌan ndo Dio sincheꞌe na̱ ixi sincheméꞌe ndo jíee na̱. 
ROM.10.4	Ko jai ixi ti kuenꞌen ndo Cristo, ña̱ juexin juachaxien ley tsoméxin ijie̱, ko jai ixi tsitikaonna ndo Cristo meꞌe sincheméꞌe ijie̱ chondana.
ROM.10.5	Ko ti xrokoméexin jíee chujni ixi ley, ndo Moisés jaꞌin tsikjin ndo: “Ngisen tsitikaon kain ley, ni meꞌe tsjacha na̱ tsoméꞌe jíee na̱ ko tsechón na̱ kain nchakon.” 
ROM.10.6	Ko ti sincheméꞌe ndo Dio jíee na̱ ixi chuntia na̱ ngajin ndo jaꞌin ndachro xroon: “Ndachroꞌanta ngaya asáanta: ¿Ngisen saxrokjui ngajní? (Jiꞌi xrondachro tjaun na̱ xroxingajin ndo Cristo íjngo.) 
ROM.10.7	Ko ndachroꞌanta kaxon: ¿Ngisen xroxingajin ti ícha yasoꞌe ti jii chujni tsikenꞌen?” (Jiꞌi xrondachro ixi tsjancheꞌenta ndo Cristo xroxechón ndo íjngo.) 
ROM.10.8	Ko xroon chijnie ndo Dio ndachro: “Chijnie ndo Dio jii tjenkanta, ngaya roꞌanta ko ngaya asáanta.” Chijni meꞌe ndachro ixi xrochuntianta ndo Dio ko meꞌe tjakoꞌannanta. 
ROM.10.9	Siá ixi roꞌanta xrondachroxinnta ko tsitikaonnta ixi ndo Jesucristo Ncháina, ko siá ixi nchijíi asáanta tsitikaonnta ixi ndo Dio juinchexechón ndo Cristo, jaꞌanta tsaricho̱nnta kain nchakon. 
ROM.10.10	Ixi siá nchijíi aséei̱na tsitikaonna ixi ndo Dio sincheméꞌe ndo jíei̱na, ko siá roꞌana xrondachroxinna ixi chuxinna ndo Jesucristo, jeꞌe ndo tsajon ndo juachaxin tsechónna kain nchakon. 
ROM.10.11	Ndachro xroon chijnie ndo Dio: “Ngisen xrochuntia ndo Dio, sen meꞌe naiꞌa tsosueꞌe sen.” 
ROM.10.12	Ko ndo Dio tikon ndo naxrajeꞌo kain chujni, á ni judío o̱ á ni jeꞌa judío. Ncháina, Nchée kain chujni ko tingijna ndo kain ni tjancheꞌe ndo. 
ROM.10.13	Kaxon ndachro xroon chijnie ndo Dio: “Kain ni tiyeꞌe Ncháina tsayéꞌe na̱ juachaxin tsechón na̱ kain nchakon.” 
ROM.10.14	¿Ko xranchi xronichjeꞌe na̱ ndo Dio siá xrachuxinꞌa na̱ ndo? ¿Ko xranchi tsichuxin na̱ ndo siá xratienꞌa na̱ ngisen jeꞌe ndo? ¿Ko xranchi xrokuinꞌen na̱ siá xroꞌan ngisen tsjakoꞌe na̱ ngisen jeꞌe ndo? 
ROM.10.15	¿Ko xranchi tsjako na̱ chijnie ndo siá xroꞌan ngisen xruanꞌan na̱ itsji na̱? Xranchi ndachro xroon jitaxin chijnie ndo Dio: “Juaxruxin tsakeꞌeni nchakon tikonni naa chujni chronga chijnie ndo Dio.”
ROM.10.16	Ko kainꞌa chujni kuitikaon na̱ chijnie ndo Dio. Jaña ndachro ndo Isaías: “Ncháina, ¿ngisen kuitikaon chijni nichjana?” 
ROM.10.17	Jaña xrokonda tsinꞌen na̱ chijnie ndo Dio, meꞌe tsaxi xrochuntia na̱ ndo, ko chijni ti tinꞌen na̱ meꞌe chijnie ndo Cristo.
ROM.10.18	Ko janꞌan xraxaꞌon: ¿Á naiꞌa kuinꞌen na̱ chijnie ndo Dio? Jaán, ó kuinꞌen na̱ chijni. Ixi ndachro xroon chijnie ndo Dio:
ROM.10.18	Chijnie ndo Dio kuinꞌen na̱ nguixin nunte,
ROM.10.18	ko ti nichja ndo nchijíi nunte xasintajni.
ROM.10.19	Ko íjngo janꞌan xraxaꞌon:
ROM.10.19	¿Á ni israelita xratienxinꞌa na̱?
ROM.10.19	Jaán, ó kuienxin na̱,
ROM.10.19	ixi ó saꞌó ndachro ndo Dio ti tsikjin ndo Moisés:
ROM.10.19	Janꞌan sintaꞌa ixi jaꞌanta tsochjuyaꞌanta ngajin kaxin tjajna tsikinchaꞌi
ROM.10.19	ko xroningakonꞌennta naa tjajna tjaunꞌa tienxin.
ROM.10.20	Ko ndachro ndo Isaías naa ngeꞌe ó saꞌó ti tsindachro ndo Dio:
ROM.10.20	Janꞌan kuajon juachaxin xrokuitjana chujni jitjeꞌa na̱
ROM.10.20	ko janꞌan konoxinna ngajin ni juanchangiꞌa ngisen janꞌan.
ROM.10.21	Ko chronga ndo Isaías ngeꞌe ndachro ndo Dio ixi ni israelita: “Nchijíi nchakon tjaꞌon tsingijna naa tjajna tienxianꞌa ko titikaonꞌa.”
ROM.11.2	Ixi ó saꞌó tsikincheꞌe ndo Dio ni israelita xranchi ni tjajnée ndo. Ko jai tintueꞌa ndo na̱. ¿Á noaꞌinta xranchi nichja xroon chijnie ndo Dio, ti tsindachro ndo profeta Elías, ti tjankataꞌa ndo ijie̱ ngajin ni Israel? Ko jaꞌin tsindachro ndo: 
ROM.11.3	“Nchána, jeꞌe na̱ naakóñaxón na̱ ni kuachronga chijnianta ko konchjenjin na̱ altar naꞌanta ko jeꞌo janꞌan kuituna ti nichja chijnianta ko kaxon tjaun na̱ naatsóñaxónna na̱.” 
ROM.11.4	Ko ndo Dio juateꞌe ndo ko ndachro ndo: “Xra ste ya̱a̱to̱ mil chujni titikaon na̱ najanꞌan ko xratakexinꞌa na̱ ntatuchiꞌin na̱ ngajin ídolo Baal.” 
ROM.11.5	Kaxon jaña jitonꞌen jai, kaxin na̱ xratitikaon na̱ ndo Dio, ni tsikincheꞌe ndo. 
ROM.11.6	Jian ndo Dio, ko juasie ndo ixi bikonóeꞌe ndo na̱, ko jeꞌa ixi xrojan ixra̱ juincheꞌe na̱ ixi méxin bikonóeꞌe ndo na̱. Ko siá jaña xrokjui, jeꞌa nduaxin ixi jeꞌe ndo bikonóeꞌe ndo na̱.
ROM.11.7	Maski itsjé ni israelita jitjee na̱ ndo Dio, ko jeꞌo kaxin na̱ kuitja na̱ ndo, ni jeꞌe ndo tsikincheꞌe ndo. Ko kaxin na̱ ícha koncha aséen na̱ ko kuitikaonꞌa na̱. 
ROM.11.8	Xranchi ndachro xroon chijnie ndo Dio: “Ndo Dio kuajonꞌa ndo juachaxin xrokuienxin na̱, ko kaxon jaña xrajitonꞌen nchakon jai. Kuajonꞌa ndo juachaxin ixi xrobikon na̱ ko xrokuienxin na̱.” 
ROM.11.9	Kaxon tsikjin ndo David:
ROM.11.9	Kia nchéña na̱, meꞌe nchexin na̱ ti ndakoꞌa,
ROM.11.9	ko meꞌe xrochónda na̱ ijié juachjaon.
ROM.11.10	Ko xranchi itjui̱ tsetaꞌa ikon na̱ meꞌe tsikonꞌa na̱
ROM.11.10	ko kondeexin ijie̱ chónda na̱
ROM.11.10	meꞌe tangi tsonꞌen na̱ kain nchakon.
ROM.11.11	Ko maski ni judío juaꞌi juincheꞌe na̱ ngeꞌe tjaun ndo Dio, jeꞌa xrondachro ixi ndo Dio ó tjáñeꞌe ndo ixi jeꞌe na̱. Ko ti kuitikaonꞌa ni judío, méxin ni jeꞌa judío juacha na̱ kuayéꞌe na̱ juachaxin tsechón na̱ kain nchakon. Ko jiꞌi sincheꞌe ixi ni judío tsochjuyeꞌe na̱ ixi jeꞌe na̱ juachaꞌi na̱ juachaxin meꞌe. 
ROM.11.12	Ixi kuitikaonꞌa ni judío, ndo Dio kuajon ndo juachaxin ngajin ni jeꞌa judío tsitikaon na̱ ndo. Ko nchakon xrokjan ni judío tsitikaon na̱ ndo Cristo, ícha jian ixi ícha itsjé na̱ xrokjan na̱ tsitikaon na̱ ko tsechón na̱ kain nchakon.
ROM.11.13	Ti xrondachrja̱n xrokonda tsinꞌennta, ni jeꞌa judío. Ndo Dio xruanꞌanna ndo sintakuanꞌannta ni jeꞌa judío, ko jiꞌi tsango tjintee. 
ROM.11.14	Tjaꞌon ixi ni tjajnána tsochjuyeꞌe na̱ ixi jaꞌanta titikaonnta ndo Dio, ko ixi jaña kaxon kaxin na̱ xrokjan na̱ tsayéꞌe na̱ juachaxin tsechón na̱ kain nchakon. 
ROM.11.15	Ixi kuintuꞌe ndo Dio ni judío, ni jeꞌa judío kuitja na̱ juachaxien ndo Dio. Ko siá xrokjan ni judío tsitikaon na̱, jaña ni ste xranchi ni tsikenꞌen jai xroxechón na̱. 
ROM.11.16	Siá xroxrajon naa nutja ó saꞌó tsikoña tsayéꞌe ndo Dio, kaxon nchijíi chuꞌu tikinixinꞌen ndo, ko kaxon siá tikinixinꞌen ndo nueꞌe naa nta̱a̱, kaxon kain chaan nta̱a̱ tikinixinꞌen ndo.
ROM.11.17	Ko kaxin ni judío xranchi chaan nta̱a̱ olivo, nta̱a̱ jian konchrinjin ndo Dio, meꞌe jeꞌe ndo juinchetsé ndo ikaxin chaan nta̱a̱ jeꞌo jitangi no jna̱, nta̱a̱ meꞌe xrokjui xranchi jaꞌanta ni jeꞌa judío, ko ixi jaña konꞌen, méxin jaꞌanta kóñanta ni tjajnée ndo Dio, ko jaña kuayeꞌenta juachaxin tsaricho̱nnta kain nchakon. 
ROM.11.18	Méxin, xraxaonꞌanta ixi jaꞌanta ícha tjinteenta ixi ni judío, ni kuitikaonꞌa ndo Dio. Xraxaonnta ixi jaꞌanta kuayeꞌenta juachaxin meꞌe kondeexin ni judío, ko jeꞌa kondeexin jaꞌanta.
ROM.11.19	Nchéxin xraxaonnta ixi ndo Dio kuintuꞌe ndo ni judío ixi jaꞌanta xrokjannta ni tjajnée ndo. 
ROM.11.20	Chao meꞌe. Ko ndo Dio kuintuꞌe ndo na̱ ixi jeꞌe na̱ kuitikaonꞌa na̱ ndo. Ko jaꞌanta kuayeꞌenta juachaxin ixi chuntianta ndo. Méxin, nchejiéꞌa asáanta. Cháña titikaonnta ndo. 
ROM.11.21	Siá ndo Dio bikonóeꞌa ndo ni judío, jaña kaxon tsikonóaꞌinta ndo siá ndakoꞌa sincheꞌenta. 
ROM.11.22	Tsjeꞌenta ixi ndo Dio tsango jian ndo, ko kaxon chjée ndo juañao, meꞌe tsajon ndo juachaxin tangi tsintekonꞌen chujni titikaonꞌa. Ko jian ndo ngajinnta, ko jaña sincheꞌe ndo, siá jian tsitikaonnta ko tsajonnta juasaya ngajin ndo. Ko siá naꞌi, jeꞌe ndo nduaxin tsintuꞌanta ndo. 
ROM.11.23	Ko ni judío, nchakon tsintuꞌe na̱ ngeꞌe ndakoꞌa kuancheꞌe na̱ ko tsitikaon na̱ ndo Dio, jeꞌe na̱ xrokjan na̱ íjngo ni tjajnée ndo, ixi jeꞌe ndo chónda ndo kain juachaxin jaña sincheꞌe ndo. 
ROM.11.24	Méxin, siá jaꞌanta jeꞌa saꞌó tsikinchaꞌanta ndo Dio ixi xrokjuinta ni tjajnée ndo, ko kuayaꞌanta ndo maski tikinixinꞌa xrokjuinta ni tjajnée ndo, ¿xranchi xrokjanꞌi ni tjajnée ndo, ni nduaxin judío, ni saꞌó tsikincheꞌe ndo, ni ikjui tjajnée ndo?
ROM.11.25	Kichuuna, xrajíi itsjé ngeꞌe tsonoꞌanta ti jeꞌo ndo Dio noꞌe ndo, ko jai sintanoꞌanta ixi jaña sinchejiéꞌa asáanta, ixi ni judío jeꞌa kain nchakon tsitikaonꞌa na̱ ndo Jesucristo, ixi tsi̱i̱ nchakon itsjé ni jeꞌa judío tsitikaon na̱ ndo, ko tjumeꞌe kaxon ni judío xrokjan na̱ tsitikaon na̱ ndo. 
ROM.11.26	Nchakon jaña tsonꞌen, tjumeꞌe kain ni judío tsayéꞌe na̱ juachaxin tsechón na̱ kain nchakon ixi xroon chijnie ndo Dio ndachro:
ROM.11.26	Tsi̱ꞌxi̱n tjajna Jerusalén naa ngisen tsingijnanta
ROM.11.26	ko tsantsje ndo ijie̱ chónda sen tsikachrjenixin ndo Jacob.
ROM.11.27	Jiꞌi juachaxin tsayéꞌe sen,
ROM.11.27	nchakon sintamaꞌa ti ndakoꞌa juincheꞌe sen.
ROM.11.28	Jai ni judío titikaonꞌa na̱ chijni natjúá, méxin, ndo Dio ningakonꞌen ndo na̱, ko chao tsajon ndo juachaxin ixi jaꞌanta, ni jeꞌa judío, tsitikaonnta ndo. Ko jaán, ndo Dio xratjueꞌe ndo ni judío ixi jeꞌe ndo tsikincheꞌe ndo sen tachríꞌe na̱. 
ROM.11.29	Kain ngeꞌe tajon ndo Dio, ko í chjijaꞌi ndo íjngo ko kaxon í tintueꞌa ndo ni ó tsikincheꞌe ndo. 
ROM.11.30	Saꞌó jaꞌanta bakitikaonꞌanta ndo Dio, ko jai ni judío tjaunꞌa na̱ tsitikaon na̱ ndo, méxin ndo Dio jai tikonóaꞌa ndo jaꞌanta. 
ROM.11.31	Ko jaña kaxon, ndo Dio tsikonóeꞌe ndo ni judío xranchi bikonóaꞌanta ndo jaꞌanta. 
ROM.11.32	Ndo Dio kuintuꞌe ndo ixi kain na̱ xrokuitikaonꞌa na̱ ndo, ixi jaña tsikonóeꞌe ndo na̱ kaxon.
ROM.11.33	Juachaxien ndo Dio tsango ijié ko tsango noꞌe ndo kain ngeꞌe. Xroꞌan chujni tienxin xranchi xraxaon ndo Dio, ko xroꞌan chujni chao xrochronga ngeꞌe tjaun ndo sincheꞌe ndo. 
ROM.11.34	Ndachro xroon chijnie ndo Dio: “¿Ngisen noꞌe xranchi xraxaon Ncháina, ko ngisen chao xrojuinchekuenꞌen ndo ngeꞌe sincheꞌe ndo? 
ROM.11.35	¿Ngisen xrokuajon ngeꞌe xrokuayéꞌe ndo Dio ko jaña xrojuinchekonkjan ndo inaa ngeꞌe?” 
ROM.11.36	*Kain ngeꞌe ti̱ꞌxi̱n ti jii ndo Dio, ko kain ngeꞌe juinchekonchjian jeꞌe ndo, kain meꞌe sincheꞌe ixra̱ ngajin ndo. Ko jeꞌe ndo tikinixinꞌen ndo juasaya kain nchakon. Jaña tsonꞌen.
ROM.12.1	Méxin, kichuuna, ndo Dio tikonóaꞌanta ndo, méxin, janꞌan tinóatáana ixi nchijíi asáanta tjéenta ndo Dio jai, ko tájonnta asáanta ko nchijíi jaꞌanta sincheꞌenta xra̱ ixi ó tjúá asáanta ko jaña tikinixin tsajonnta juasaya ngajin ndo. 
ROM.12.2	Ko íncheꞌanta xranchi ncheꞌe chujni chúxinꞌa ndo Dio, ni ste nunte xasintajni.
ROM.12.3	Juasie ndo Dio, kuajon ndo ixra̱ ntaꞌa ngajin ndo. Méxin, ntatjunta xroxraxaonꞌanta ixi jaꞌanta ícha tjinteenta. Naꞌi. Xraxaonnta jian ixi juachaxin tjáanta ndo Dio ixi chuntianta ndo. 
ROM.12.4	*Jaña cuerpoi̱na, kueya parte chónda. Ko ngujngu meꞌe jeꞌa naxrajeꞌo ixra̱ ncheꞌe. 
