MAT.1.1	Níilii caasamuncii Yéesu 
ACT.15.39	Ɓa nookohha ga iñaama bi faf ɓa hëgískohha. Barnabaas taammba na Marka, ɓa aassa gaal-giiƴ, ɓaa ƴah kúlkaa Sipaꞌ. 
ACT.15.40	Pool nak tanukka kitaam na Sílaas. Mbok-kerceencaa díŋkaanohhaɓa ga kijofkaa Haꞌmudii, ɓa ɓaa ƴah. 
ACT.15.41	Ya wíilla gohaa Síríi na waa Sílísíi, ya yaa daas ɓuwaa gëm ga Yéesuɗa, ɓa yëgís ga ngëmaa.
ACT.16.1	Waa ennda ɗa, 
ACT.16.2	Ya nak, mbok-kerceencaa dëku Lístaꞌ na Íkoñomɗa hotsee kijúɓ gari. 
ACT.16.3	 waaꞌta ya taam nari. Ya ɓayyari kon, gúꞌtari ndaga yaawúuꞌcaa dëk ga gohaamaɗa. En kiꞌenaa, ɓéeɓɓa ínohseera an paam Tímotée iñaa Gerek
ACT.16.4	Ga ɗuuƴ teerucaa ɓa kooroheeɗa, Pool na Sílaas ɓaa yéegaloh iñcaa apotaaꞌcaa na ɓuwaa kuliyuk ga jaangaa Yéerúsaleem amɗa, ɓa nakkaɓa kitaabukca. 
ACT.16.5	Fodaama, kerceencaa ɓaa wëñ kiyëgís ga ngëmaa ee ɓa ɓaa wëñ kiɓaatuk besaa en ɓéeɓ.
ACT.16.6	Pool na Sílaas ɓaa wíil ga gohaa Fírígíi na waa Galaat ndaga lak Helii yiselaꞌíꞌyii hoonohinɓa kiyéegaloh woꞌeenii Kooh ga gohaa Aasíi. 
ACT.16.7	Ga waa ɓa kaꞌ bi ɓa deeƴca gohaa Mísíiɗa, ɓa waaꞌta kiꞌaas gohaa Bítíníi wayee Helii Yéesu onndiiɓa ka. 
ACT.16.8	Waa ennda ɗa, ɓa húussa ga gohaa Mísíi, ɓaa ƴah Torowaas. 
ACT.16.9	Laakka bes ga wek 
ACT.16.10	Daa Pool hotee iñaama ga heeƴ, ga saasi ɗí tummba tóoh kikaꞌ Maseduwaan ndaga lak wëerinndíi
ACT.16.11	Waa ennda ɗa, ɗí aassa gaal-giiƴ ga teeraa Torowaas, ɗí yolohha Samotaraas dëkaa giiyaa wíilɗa. Ga kooh-wíisfaa, ɗí kaꞌta bi ga Neyapólís. 
ACT.16.12	Kolkohha daama, ɗí kaꞌta Filiip, teeraa wëñ kilaak solu ga gohaa Maseduwaan ɓu-Room teꞌɗa. Ɗí yuŋnga ga teeraama bi sammba kimaañ. 
ACT.16.13	Ga besaa 
ACT.16.14	Ga ɓeticaama, laakeera yaa teeku Lídíi ee meyohee teeraa Tíyaatíiꞌ. Ya enee toonoh píis, píiscaa súupu ciyoꞌoh ee seerin, ee ya niikeera Kooh. Ya yaa súkúrukkíi dijófíꞌ ndaga lak 
ACT.16.15	Ya bëtísiꞌussa, ya na ɓu-kaanci, lëehíꞌta ya woꞌꞌaríi an:
ACT.16.15	- Hayat, ɗú sagacukkoo ga kaanndoo en an ɗú tookin kayoh-kayohɗa an mi gëmin ga Haꞌmudiinaa. Faf ya ekkaríi ga kikaꞌ kaanci.
ACT.16.16	Laakka bes, ɗí enee na kiƴah ɗekataa kíimohsi Koohɗa, ɗí hídohha na súrga yiɓeti yaa raɓ am, onndari kimín kilíiruk. Kilíiruk kaama haydohɗeera haꞌ-kaancaagari kopaꞌ wiyewin. 
ACT.16.17	Ya yaa taabukkíi, mi na 
ACT.16.17	- Ɓuwii ɓii ɓërí en súrgacii Kooh yii ga ɗookaa-ɗookɗa. Ɓa hay kiyéegallúu waasii onohi kimúcɗa!
ACT.16.18	Ya tummba iñaama bes ciyewin. Kaꞌta bi Pool kappa ga, ya dalla kimëeñísuk, woꞌꞌa rawaa an:
ACT.16.18	- Ga teekii Yéesu 
ACT.16.19	Daa haꞌ-kaancaa súrgaa yiɓetiyaa hotee an ɓa abissii yaakaaꞌ kilaakis dërëm gari, ɓa ammba Pool na Sílaas, ɓa fítísohhaɓa bi ga 
ACT.16.20	Ɓa tuukiꞌtaɓa ga fíkíi ɓu-Room ɓaa kuliyuk ga dëkaaɗa, ɓa ëpírohha an:
ACT.16.20	- Ɓuwii ɓii ɓiyaawúuꞌ ee ɓa ɓii hícísoh dëkiigaruu. 
ACT.16.21	Ɓa ɓii jëgíroh dii baahcaa waasiigaruu hoonohinnduu kitook, hoonohinnduu kitaabuk, ɗu ɓu-Room.
ACT.16.22	Mbooloomaa ɓan taammba naɓa ga, ɓa keennda ga ɗook Pool na Sílaas. Attiꞌohcaa nakohha kiɗol kúltícaa Pool na caa Sílaas ee ɓa rípu na ngeeꞌ. 
ACT.16.23	Ga waa ɓa ríppaɓa na ngeeꞌ bi faancaa ílohha, ɓa laŋngaɓa ga kasaa. Ɓa woꞌꞌa ɓaa watuki kasaaɗa ya foñ helci gaɓa dijófíꞌ. 
ACT.16.24	Daa ɓaa watuki kasaaɗa woꞌsee iñaama, ya laŋneeraɓa ga túuyaa hanoh ɗuuƴ ga kasaaɗa, ya ekkaɓa jéeŋ ga kotcaa.
ACT.16.25	Ga ɓak leeloo wek, Pool na Sílaas ɓaa kíim Kooh, ɓaa kañnji na kiƴeek. Ɓuwaa ɓíinoo abu ga kasaa naɓaɗa ɓaa súkúrukɓa. 
ACT.16.26	Waas kíinoo kakayfaa yëngëlukka bi tawahaa kasaa waa yëngëluk. Ɓéeɓ halcaa kasaa dalla kiꞌen kúpít lëgísukka, ee jéeŋcaa pokohsee ɓuwaa abu ga kasaaɗa cëpísukka. 
ACT.16.27	Ɓaa watuki kasaaɗa tíitta ga pëní, yúudukka; daa ya hotee halcaa kasaa lëgískin gëpít, ya dalla kiɗol kalaɓfaagari, ya yaa ƴah kiharuk, ndaga ya foogee an ɓuwaa laŋsee ga kasaaɗa ɓéeɓɓa núpuunun. 
ACT.16.28	Wayee Pool fiippari didóolíꞌ an:
ACT.16.28	- Túuk kaa tumka; ɗí ɓéeɓpíi ɗí ɓee!
ACT.16.29	Ɓaa watuki kasaaɗa dalla kimeekisoh lampu, íisukka ɗuuƴ kasaa na jaaꞌ, ya keennda kakay ga kotcaa Pool na Sílaas, ya yaa saak. 
ACT.16.30	Waa ennda ɗa, ya meƴdohhaɓa kasaa, ya meekissaɓa an:
ACT.16.30	- Tiyaatii, mi jom ya kitum bi mi kimúc?
ACT.16.31	Pool na Sílaas taassari an:
ACT.16.31	- Gëmaa ga Yéesu Haꞌmudii, fu hay kimúc, fu na ɓu-kaanfu.
ACT.16.32	Pool na Sílaas nak yéegalussari woꞌeenii Haꞌmudii, ya na ɓéeɓ ɓuwaa dëk ga kaanciɗa. 
ACT.16.33	Ga wahtaama siiƴ ga wekaa, ɓaa watuki kasaaɗa taammba na Pool na Sílaas, ya tíssa gaañcaagaɓa, lëehíꞌta ya bëtísiꞌukka ga saasi, ya na ɓu-kaanci ɓéeɓɓa. 
ACT.16.34	Ya ɓayya Pool na Sílaas kaanci, tofiꞌtaɓa kanu. Keeñci soossa lool ya na ɓu-kaanci ndaga daa ɓa gëmin ga Koohɗa.
ACT.16.35	Ga waa Kooh wíisɗa, attiꞌohcaa ɓu-Room ga dëkaaɗa wosussa ɓiɓoꞌ kiwoꞌ ɓaa watuki kasaaɗa, an:
ACT.16.35	- Íisaa Pool na Sílaas ɓa ƴeeꞌ!
ACT.16.36	Ɓaa watuki kasaaɗa yaa fool kiyéegal Pool an:
ACT.16.36	- Attiꞌohcaa nakuununndoo kiꞌíissúu ɗú ƴeeꞌ. Kon diimaɗa, ɗú mínin kimeƴ ɗú ƴeeꞌ na jam.
ACT.16.37	Wayee Pool woꞌꞌa ɓuwaa wosseeɗa an:
ACT.16.37	- Ɓa feeklukinndíi ga fíkíi ɓéeɓ, ɗí kooꞌtii ga kiꞌattiꞌu ee ɗí bok ga ɓu-Room; lëehíꞌta, ɓa laŋngaríi ga kasu. Diimaɗa nak ɓa waaꞌ kilokuk ɓa íissíi ee ken yéegoo. Múk mínoo kiꞌen, ɓa hayat na kihafɓa ɓa meƴdohhíi!
ACT.16.38	Ɓuwaa wosseeɗa karussa, woꞌussa attiꞌohcaa ɓu-Room ga dëkaaɗa woꞌeenaama. Daa ɓa ínohee an Pool na Sílaas boku ga ɓu-Room, ɓa tíitta. 
ACT.16.39	Ɓa hayyaɓa kibayaluknee na kihafɓa, ɓa meƴdohhaɓa kasaa; ɓa kíimmbaɓa ɓa meƴ dëkaagaɓa. 
ACT.16.40	Pool na Sílaas meyussa kasaa, ɓa kaꞌta kaan Lídíi. Ɓa laak kerceencaa daama, ɓa daassaɓa ga ngëmaa, lëehíꞌta ɓa ɓaa ƴah.
ACT.17.2	Fodaa ya meeree ka kitumɗa, 
ACT.17.3	Ya yaa lóogísohiꞌɓaca, ya yaa teeɓɓa ga iñaa Bíncaa woꞌɗa an: «*
ACT.17.4	Laakka ga yaawúuꞌcaa, ɓuwaa gëm iñaa Pool na Sílaas woꞌɗa, ɓa taabukkaɓa. Fodaama ɓan, laakka ɓiGerek ɓigëñ ɓaa niikin Kooh, na ɓeti ɓilëekíꞌ-teek ɓiyewin ɓaa hay taabukussaɓa.
ACT.17.5	Waayee kisiis kiyaak ammba yaawúuꞌcaa ɓíinoo, ɓa hídírohha ga wílíilkohcaa ga mbedicaaɗa, ɓa nëgírohha mbooloo wiyaak, ɓa hícísohha teeraa, ɓa íisukka kaan Saasoon kiꞌamnee Pool na Sílaas, ɓa ɓayɓa ga fíkíi ɓu-teeraa. 
ACT.17.6	Ɓa hottiiɓa daama, ɓa nammba kiꞌam Saasoon na ɓimbok-kerceen ɓiliis, ɓayussaɓa ga attiꞌohcaa ga teeraaɗa, ɓa ɓaa fiip an:
ACT.17.6	- Ɓuwaama hícísohuunun ëldúna tóohwa ee diima nak ɓa leꞌin dii. 
ACT.17.7	Saasoon ɗapinɓa ga kaanci. Ɓa ɓéeɓɓa nak, ɓa tumi iñcii saafaadukoh na iñii 
ACT.17.8	Woꞌeencaama púdíꞌta faancaa ɓuwaa na caa attiꞌohcaa ga teeraaɗa. 
ACT.17.9	Saasoon, ya na ɓuwaa ɓaysee nariɗa, ɓa tíkussa kifay kopaꞌ doonaa ɓaa han kiꞌíisu.
ACT.17.10	Daa wekaa leꞌee, mbok-kerceencaa amɗohha 
ACT.17.11	Yaawúuꞌcaa ga teeraa Bereeɗa wëñussa ɓaa ga teeraa Tesaloníkɗa kiwaaꞌ ɓoꞌ. Ɓa safaꞌta ga kiteꞌ Woꞌeenaa Kooh ga keeñɓa, ee besaa en ɓéeɓ ɓa jagi Bíncaa ciselaꞌíꞌcaa kiheel kiꞌínoh ati iñaa Pool jëgírohɗa taabin naca. 
ACT.17.12	Ɓoꞌ ɓiyewin gaɓa gëmussa ga Yéesu, ee ga Gerekcaa laakka ɓeti ɓilëekíꞌ-teek ɓiyewin na ƴaal ɓiyewin ɓan ɓaa gëm ga Yéesu. 
ACT.17.13	Daa yaawúuꞌcaa Tesaloník kelohsee an Pool yaa yéegaloh Woꞌeenii Kooh ga teeraa Beree, ɓa kaꞌta daama ɓan, ɓa aawwa kiheel coow na kihícisoh helcaa ɓuwaa. 
ACT.17.14	Ɓuwaa gëm ga Yéesuɗa gaawussa kiɓay Pool giiyaa, ya aas gaal-giiƴ daama, ya ƴeeꞌ. Sílaas na Tímotée nak tesussa ga Beree. 
ACT.17.15	Ɓuwaa naksee kiɓay Poolɗa ɓedussari bi ga Ateen, lëehíꞌta ɓaa ɓoyuk Beree. Pool ɓëyrohhaɓa kiwoꞌ Sílaas na Tímotée, ɓa dawukki ga iñaa wëñ kigaaw.
ACT.17.16	Ga waa 
ACT.17.17	Ya kaꞌta 
ACT.17.18	Laakeera daama ɓijëgíroh ɓaa woꞌu ɓiꞌÉpíkuriyeŋ na ɓiꞌEstóyísiyeŋ
ACT.17.18	- Moo jawulii yii, ya waaꞌ ya kiwoꞌ?
ACT.17.18	Ɓíinoo an:
ACT.17.18	- Man na ya en na kiyéegaloh koohcaa ɗú ínohoo!
ACT.17.18	En kiꞌenaa, Pool yéegalohee loo Hewhewii woꞌ ga loo Yéesu na loo kimílískaa ɓuwaa kaaninɗa.
ACT.17.19	Waa ennda ɗa, ɓa taammba nari, ɓa ɓayyari ga paanaagaɓa woꞌsi Ayeropaasɗa
ACT.17.19	- Ɗí waaꞌ fu woꞌꞌíi iñaa leeꞌ ga iñii yiꞌasyii fu jëgírohɗa, 
ACT.17.20	ndaga fu tangalinndíi na woꞌeencaa ken ínohoo, ee ɗí waaꞌ kiꞌínoh iñii ca woꞌɗa.
ACT.17.21	En kiꞌenaa, ɓu-Ateen na sagaccaa dëku teeraaɗa tumsee rek lëgëy kisúkúruk na kiɓéestíꞌ hewhew.
ACT.17.22	Pool nak dalla kituuk ga fíkíi ɓuwaa enee ga paanaa Ayeropaas, woꞌꞌa an:
ACT.17.22	- Ɗú, ɓu-Ateen, mi hotin an en ngëmaa ɗú laakinwa lool sah. 
ACT.17.23	En kiꞌenaa, wii mi tíidísuk ga teeriigarúu, mi yaa malaksukoh iñcii ɗú jaamukiɗa, mi hotin wíinoo gaca waa bídu an: «wuu Koohyii ɗí ínohooɗa.» Iñaa ɗú jaamuki yaama ee ɗú ínohooriɗa, yërí mi hayyúu kiyéegal. 
ACT.17.24	Kooh yii sak ëldúnaɗa na ɓéeɓ iñcii gaɗa, yii en 
ACT.17.25	Ya soolukkii ɓan ɓoꞌ-súusúus tumiꞌti yen. En kiꞌenaa, yërí oni ɓéeɓ ɓuwii kumuun, kiꞌíik na ɓéeɓ iñcaa tík gaɗa. 
ACT.17.26	Ya kooroh ga ɓoꞌ yíinoo, ya sakka ɓéeɓ heetcii, ya onndaɓa kidëk daa en ɓéeɓ ga ëldúna, ya hëgísohiꞌtaɓa jamaanucii laakiɗa, ya fíisiꞌtaɓa tekiꞌtii dii ɓa jom kidëkohɗa. 
ACT.17.27	Ya tummba iñaama, doonaa fodii ɓaa en na kisëmëemíꞌ, ɓuwii aawwi kiheel kihot; ee en kiꞌenaa, ya úsaayyii yíinoo garuu.
ACT.17.28	En kiꞌenaa, yërí onnduu kipes, kikaꞌ, na kihay na kiꞌen ga ëldúna, ee bídohciigaruu woꞌuunun an ɗu ɓitowuci ɓan 
ACT.17.29	Kon, waa ɗu ɓërí en towutiigari, ɗu jomoo kifooŋ an Kooh man na nataal wúrúus, wuhëelís, wala atoh, waa ɓoꞌ-súusúus pes bi morin ga kineɓ helci. 
ACT.17.30	Kooh malakissii kiñak kiꞌínohkaa ɓuwii kuɗewaa. Diimaɗa ɓaa en ɓéeɓ daa ya enoh tóoh ya yii ɓayyi, ya súpít kipeskaagari. 
ACT.17.31	En kiꞌenaa, ya abin bes, waa ya ƴah kiꞌattiꞌ ɓéeɓ ɓu-ëldúna ee kooran waas. Ya tanukin ɓaa ƴah kiꞌattiꞌɗa. Iñaama ya teewinwa ɓéeɓ ga waa ya mílísiꞌ ɓaa yaama ga kikaanɗa.
ACT.17.32	Daa ɓa kelohee Pool meƴdohha ga kúuwci loo kimílís ga kikaan, ɓa aawwari kiñaawal. Ɓíinoo woꞌussari an:
ACT.17.32	- Bes kiliisaa, ɗí súkúrukkaa ga iñum fu woꞌ yuma.
ACT.17.33	Waa ennda ɗa, Pool meƴca yaa ƴah. 
ACT.17.34	Moona, laakka gaɓa ɓuwaa gëm iñaa ya woꞌɗa, ɓa taabukkari: ennda fodii Dëníis yaa bokee ga ɓu-paanaa woꞌsi Ayeropaasɗa na ɓetifaa teeku Damaríis na ɓiɓoꞌ ɓiliis ɓaa taabee naɓa.
ACT.18.1	Waa ennda ɗa, 
ACT.18.2	Ya hídohha daama na yaawúuꞌ, yaa teeku 
ACT.18.3	Pool nak kaꞌta gaɓa, ee waa ya bok naɓa lëgëy kihëwíꞌ mbaaꞌ-on, ya dëkka naɓa, ɓa taammba kilëgëy. 
ACT.18.4	Bes 
ACT.18.5	Sílaas na Tímotée meyohussa teeraa Maseduwaan, ɓa hayya, laakussa 
ACT.18.6	Yaawúuꞌcaa nak ɓaa heñohhi, ɓa aawwari kiɓas, Pool përtukka pëndëlaa kúltícaagari
ACT.18.6	- Binaa ɗú saŋkuꞌaa, ínohat an ɗú ɓërí tík haffúuka. Mi, mi setin ga wic. Diimaɗa mi yii ƴah ga ɓuwaa enussii yaawúuꞌɗa.
ACT.18.7	Ya kolkohha daama, ya kaꞌta kaan Títíyus Yustus, ɓoꞌ yiniikiꞌ-Kooh ee kaanfaagari deeyoh na jaangu-yaawúuraa. 
ACT.18.8	Kíríspus yaa kuliyuk ga jaangu-yaawúuraaɗa, gëmmba ga 
ACT.18.9	Laakka wekaa Haꞌmudii feeñuk Pool ga ɗuuƴ heeƴ, woꞌꞌari an:
ACT.18.9	- Ka niik dara, woꞌa, kaa ɗekoh. 
ACT.18.10	Kaa niik dara ndaga mi yii naraa, ee ken mínoo kitík yahci ga ɗookfu. En kiꞌenaa, ɓoꞌ ɓiyewin dii ga teerii wii ɓuuroo.
ACT.18.11	Waa ennda ɗa, Pool yuŋnga ga teeraa Korenti kíis na caban, ya yaa jëgíroh Woꞌeenii Kooh.
ACT.18.12	Ga jamaanaa Galíyoŋ enoh gúwernëeꞌ ga gohaa Akayɗa, yaawúuꞌcaa ɓéeɓɓa kolukɗussa Pool, ɓa ammbari, ɓa ɓayyari daa attiꞌohsiɗa. 
ACT.18.13	Daama, ɓa yammbari an:
ACT.18.13	- Ɓii yii heel kiꞌek ɓuwii ga kijaamuk Kooh na kitaabuk Kooh ee iñii ya jëgírohɗa taammbii na iñii 
ACT.18.14	Pool waaꞌta kitaas, wayee Galíyoŋ dalla kiwoꞌ yaawúuꞌcaa an:
ACT.18.14	- Súkúꞌkattoo ɗú yaawúuꞌcii! Enee an ya tum kofeel wala iñaa boninaa, eneenaa mi hayyúu kisúkúruk. 
ACT.18.15	Waa ɗú nookoh loo woꞌeen, loo teek na loo waasumgarúu, gaama guurúu, mi ƴahhii ga kiꞌaas.
ACT.18.16	Waa ennda ɗa, ya meƴdohhaɓa daa attiꞌohsiɗa. 
ACT.18.17	Daama nak, ɓa keennda ga ɗook Sosten, yaa kuliyuk ga jaangu-yaawúuraaɗa, ɓa ɓaa feekki ga fíkíi daa attiꞌohsiɗa, wayee iñaama dara ɓíttii Galíyoŋ ga.
ACT.18.18	Waa ennda ɗa, 
ACT.18.19	Ga waa ɓa leꞌ teeraa Efeesɗa, Pool tagohha na ɓuwaa ya taabee naɓaɗa, ya taammba haŋci. Ya kaꞌta 
ACT.18.20	Ɓaama kíimmbari kites naɓa wayee ya saŋnga. 
ACT.18.21	Ga wii ya taŋkoh naɓaɗa, ya woꞌꞌaɓa an:
ACT.18.21	- Neɓ Koohaa, mi hay kiɓoyuk dii kiwaakneerúu.
ACT.18.21	Ya aassa gaal-giiƴ ga Efees, ya kaꞌta teeraa Sesaree. 
ACT.18.22	Waa ennda ɗa, ya paaffa Yéerúsaleem kikëñíꞌ kerceencaa enu daamaɗa, lëehíꞌta ya kaꞌta Añcoos Síríi. 
ACT.18.23	Ya ennda daama bi sammba kimaañ, lëehíꞌta yaa ƴah. Ya koorohha gohaa Galaat ya paaffa waa Fírígíi, ya yaa daas mbok-kerceencaa ɓéeɓɓa, ngëmaagaɓa wëñ kiyëgís.
ACT.18.24	Laakka yaawúuꞌ yaa teeku Apoloos ee límohu teeraa Aleksandarí, ya hayya teeraa Efees. Ya enee ɓoꞌ yiyúudúkíꞌ ee ya ínoheera Bíncaa ciselaꞌíꞌcaa dijófíꞌ ɓan. 
ACT.18.25	Ya jëgíꞌseera Waasii Haꞌmudii, ee ya safareera lool ga kiwoꞌ loo Yéesu. Iñaa ya jëgírohee gariɗa júweera lool, wayee ya ínohee bëtísaa Saŋ-Bëtís. 
ACT.18.26	Ya yaa jangat na fít wiyëgísíꞌ ga ɗuuƴ 
ACT.18.27	Ya nak, helci ennda ga kikaꞌ gohaa Akay. Mbok kerceencaa daamaɗa ɓaatussari kidaas ga iñaama. Ɓa bínnda ɓuwaa gëm ga Yéesu enu daamaɗa këyít kiwoꞌɓa ɓa ammbi dijófíꞌ. Daa ya leꞌee daama, Kooh amɗohhari bi ya laakiꞌta ɓuwaa gëmu ga Yéesu daamaɗa jeriñ wiyaak. 
ACT.18.28	Ya ɓúlla yaawúuꞌcaa ga fíkíi ɓéeɓ, ee ya koorohee ga Bíncaa ciselaꞌíꞌcaa, kiteeɓɓa an Yéesu yërí en 
ACT.19.1	Wiima lak Apoloos yaa ga Korenti, 
ACT.19.2	- Ga wii ɗú gëm ga Yéesuɗa, ɗú laaseera ga Helii yiselaꞌíꞌyiine? Ɓa taassari an:
ACT.19.2	- Ɗí mossii kikeloh woꞌu an Helii yiselaꞌíꞌyii yii ga.
ACT.19.3	Pool meekissaɓa an:
ACT.19.3	- Kon ɗú laas ga bëtísii wiida? Ɓa taassari an:
ACT.19.3	- Ɗí laas ga bëtísaa Saŋ-Bëtís tumeeɗa.
ACT.19.4	Pool woꞌꞌaɓa an:
ACT.19.4	- Ee; Saŋ bëtísiꞌee ɓuwaa tookee kisúpít kipeskaagaɓaɗa, ee ya woꞌee 
ACT.19.5	Ga waa ɓa keloh woꞌeenaamaɗa, ɓa bëtísiꞌukka ga teekii Yéesu, 
ACT.19.6	Pool tíkkaɓa yah ga haf ee Helii yiselaꞌíꞌyii dalla kiyoosuk ga ɗookɓa. Ɓa ɓaa woꞌ ga lak ciyewin caa bokkii, ɓa ɓaa jangat woꞌeencaa meyoh ga Kooh. 
ACT.19.7	Ɓuwaa enee daamaɗa jomeera kileꞌ ɓoꞌ ɓidaaŋkaah na ɓanak.
ACT.19.8	Waa ennda ɗa, Pool kaꞌta 
ACT.19.9	Wayee laakka gaɓa ɓaa yëgís ga haf, ɓa saŋnga kigëm, ɓaa ñaawal Waasii Haꞌmudii ga fíkíi ɓuwaa ɓéeɓɓa. Waa ennda ɗa, Pool foñnjaɓa, ya ɓayya tëelíbéecaa Yéesu, ee besaa en ɓéeɓ, ya yaa jëgíꞌɓa ga ekoolaa ɓaa woꞌsi Tíranusɗa. 
ACT.19.10	Pool jëgírohha da bi ennda tíkíis tanak ee fodaama ɓéeɓ ɓuwaa dëk gohaa Aasíiɗa, ennda yaawúuꞌcaa, ennda ɓuwaa enussii yaawúuꞌɗa kelohussa Woꞌeenii Haꞌmudii.
ACT.19.11	Waa ennda ɗa, Kooh yaa tum kíntaan cidóoyíꞌ-waaꞌ ga Efees koorohha ga 
ACT.19.12	Fodaama ɓuwaa ɓaa ɓeɓ gúree-píis wala úuf, caa mosin kileꞌ ga faanfaa Pool, ɓa ɓaa tíkca ga ɗúukoolíꞌcaa. Ee fodaama ɓuwaa ɓaa wak, raɓcaa ɓaa meyoh gaɓa. 
ACT.19.13	Laakeera yaawúuꞌcaa enee kiwíil daa en ɓéeɓ kikaal raɓ ga ɓuwaa. Fodaama, ɓa jéemmba kikooroh teekaa Yéesu, ɓa kíimiꞌ ɓuwaa raɓ amɗa. Ɓa woꞌee raɓcaa an:
ACT.19.13	- Ga teekii Yéesu Pool yéegalohɗa, mi ebillúu kimeyoh ga ɓii!
ACT.19.14	Iñaama, ɓaa woꞌsi Sefaa ee bokee ga sarahohcaa yaawúuꞌcaa ɓiyaakɓaaɗa, towutaagari tiyitnatanaktaa daanseeraka kitum.
ACT.19.15	Wayee, ga waa ɓa tummbaka, rawaa taassaɓa an:
ACT.19.15	- Mi ínohin Yéesu mi ínohin ɓaa en Poolɗa, Wayee ɗú, ɗú ɓërí en ɓa?
ACT.19.16	Ɓaa rawaa abeeɗa dallaɓa kisooŋ, wëñnjaɓa dooli, gaañsohhaɓa, ɗaꞌsohha kúltícaagaɓa, ɓa meƴca kaanfaa, ɓa núppa.
ACT.19.17	Ɓu-teeraa Efees ɓéeɓɓa yéegussa iñaa laak yaama. Yaawúuꞌcaa na ɓuwaa enussii yaawúuꞌɗa, ɓéeɓɓa tíitussa, teekaa Yéesu, Haꞌmudii erussa céeꞌ wimëtíꞌ. 
ACT.19.18	Ɓiyewin ga ɓuwaa gëmɗa hayussa, woꞌussa faŋ ga fíkíi ɓéeɓ iñcaa ɓa enukoheeɗa. 
ACT.19.19	Ɓiyewin ga ɓuwaa daanee kiluhusɗa, haydohussa këyítcaa ɓa luhusoheeɗa, ɓa nëgírohhaca jal wíinoo, ɓa tëkíꞌtaca ga fíkíi ɓéeɓ. Cadamfaa këyítcaama karin ga júnnicaa leehoo. 
ACT.19.20	Fodaama, ga doolaa Haꞌmudii, woꞌeenaa Kooh waa wëñ kisíw ee doolaagawa waa wëñ kihotuk.
ACT.19.21	Ga waa iñcaama paafɗa, 
ACT.19.22	Ya wossa ɓanak ga ɓuwaa ya taabi naɓaɗa. Ɓuwaa ensee Tímotée na Erasti. Ya ga kihafci nak, ya tessa ga gohaa Aasíi bi sammba kimaañ.
ACT.19.23	Jamaanaama, coow wiyaak kolukka ga Efees ndaga Waasii Haꞌmudii yéegalohu daamaɗa. 
ACT.19.24	Laakee tíwoh hëelísaa teeku Dímitiriyus, ya tíwee tunataal-hëelístaa mandarga kaanfaa ɓa jaamukohi Artémísɗa. Tunataaltaama nak, haydohɗeerari, ya na ɓuwaa lëgëy gariɗa hëelís wiyewin. 
ACT.19.25	Laakka bes, ya hídírohha ɓuwaa lëgëyi gariɗa na ɓoꞌ ɓiliis ɓaa tumi lëgëy kitíɓ nataal fodaa gaɓaɗa, ya woꞌꞌaɓa an:
ACT.19.25	- Ɓiƴaay, ɗú ínohin an iñii ɗú laak ga alalɗa meyoh ga lëgëyiiruu wii. 
ACT.19.26	Diimaɗa nak, ɗú hotin ee ɗú kelohin iñcii Pool en na kitumɗa. Ya woꞌ an koohcaa ɓoꞌ hëwíꞌ na yahci enndii Kooh kayoh-kayoh. Ya nookin ɓoꞌ ɓiyewin ga kigëm iñaama, ee ya eemmbii naka dii ga Efees, wayee gohaa Aasíi ɓéeɓ gomin ga. 
ACT.19.27	Iñaama eemanndii ga kiɓúuk kitíɓ-nataalkiiruu rek, wayee mín kikaꞌ bi ga kiɓúuk teekii kaanfii Artémís, koohyii yiɓetiyii yiyaakyii. Ee koohyii yiima Aasíi ɓéeɓ na tóoh ëldúna jaamukiri. Kon nak teekiigari jomoo ɗa kiƴím.
ACT.19.28	Daa ɓuwaa kelohee woꞌeencaama, ɓa líiffa na tam-keeñ, ɓa ɓaa fiip an:
ACT.19.28	- Artémísyii ɓu-Efees yakin!
ACT.19.29	Díkaantaama ɓéeɓ dëkaa hícísukohha. Ɓa ammba Gayus na Arístarka ɓaa dëk Maseduwaan ee taamsee na Poolɗa, ɓa ɓaa ƴah naɓa paanaa ɓu-teeraa. 
ACT.19.30	Pool nak waaꞌta kimeƴ ga ɓuwaa, wayee ɓuwaa gëm ga Yéesuɗa íisussiiri ya kaꞌ. 
ACT.19.31	Bi ga sah ɓiɓoꞌ ga fiiliimuncaagari kuliyuk ga nguuraa ga gohaa Aasíiɗa, wosohussa gari kiwoꞌꞌi ya watuk kitoŋ kotci ga paanaa ɓu-teeraa. 
ACT.19.32	Ga wahtaama, ɓuwaa hídírukohee daamaɗa hícísukohussa, coowaa ennda cúr ga ɗuuƴɓa. Ɓii fiipi aneenaa, ɓii fiipi an. Ɓiyewin gaɓa sah ínohséeríi iñaa tah ɓuwaa hídírukoh daamaɗa. 
ACT.19.33	Ëlíksaan nak, yërí yaawúuꞌcaa kuliyukɗee ga fíkíiɓa ga hídohaama. Ɓiɓoꞌ ga ɓuwaa hídírukohee daamaɗa ɓéestírussari iñaa laakɗa. Ya ɓëwíꞌta yah kiwaaꞌ kilayohiꞌ ɓuwaama ga fíkíi mbooloomaa. 
