GEN.1.1	A kipatcilin Pasian in van le lei piangsak hi. 
EZK.40.45	 Amah in kei kiangah, "Leitaw-lam a nga inndei pen biakinnpi a nasem siampite ading hi a, 
EZK.40.46	 leilu-lam a nga inndei pen biakna-tau a nasem siampite ading ahi hi. Hihte pen 
EZK.40.47	 Tua ciangin a inntual teh a: Ningkim in - tong zakhat sau in tong zakhat a zai hi. Biakinnpi mai-ah biakna-tau a om hi.
EZK.40.48	 Amah in biakinnpi talaap ah kei hong paipih a talaap kong nangte a teh hi; a langnih tuakin tong nga a zai hi. A sunga tumna tong sawm le li zai-a a kulh khuamte d
EZK.40.49	 A talaap tong sawmnih zai-a amai pan anung dong tong sawm le nih e
EZK.41.1	Tua ciangin mipa in mun siangtho pualam ah kei hong paipih a kong nangte a teh hi. Kong nangte pang tuak g
EZK.41.2	 A sung lutna tong sawm zai-in apang tuaka kawm tong nga a zai hi. Amah in munsiangtho puanung zong a teh hi; adung tong sawmli pha a, avai tong sawmnih a pha hi.
EZK.41.3	 Tua ciangin munsiangtho sunglam ah pai-a, asung lutna kong nangte a teh hi, khat tong nih ta a zai hi. A sung lutna kong tong guk zai-a, a sung lutna kong pang tuaka kawmte a sahna tong sagih ahi hi. 
EZK.41.4	 Tua ciangin munsiangtho sung adung lam a teh hi; tong sawmnih pha a, munsiangtho pualam mong khat le mong khat a vailam tong sawmnih mah a pha hi. Amah in kei kiangah, "Hih in Mun Siangtho Pen ahi hi," hong ci hi.
EZK.41.5	 Tua ciangin biakinnpi kawm a teh hi; tong guk sah a, biakinnpi pang kimkota inndei omte tong li a zai hi.
EZK.41.6	 A panga inndeite dawl thum pha a, khat tungah khat kisuang-sawnin dawl khatah inndeino sawmthum a om hi. Biakinnpi sungah a nang ding phuh a kul lo dingin biakinnpi kimkota inndeite a nang dingin a kawm kimkot ah tawitawm a om suak hi. 
EZK.41.7	 Biakinnpi kimkota inndeinote adawl sanna tawh kizui-in zai semsem hi. Biakinnpi kimkot a kilamzia a sanna tawh kizui-in a inndeite a zai semsema kilam ahi hi. A sual niampen panin a sual laita kantanin a sual sangpen dong kahlei kidawh to hi.
EZK.41.8	 Biakinnpi kimkot teng a lei kitawisang tuama, a kimkot-a inndeite bulpi a suak hi. Tua a sangtuam pen tehna ciang-a tehin tong guk sang hi. 
EZK.41.9	 A panga inndeite a pualam sahna tong nga ahi hi. 
EZK.41.10	 Biakinnpi kimkota inndeite le siampite inndeite kikal mun-awng tong sawmnih a zai hi. 
EZK.41.11	 Tua mun-awng panin a kima inndeite-a tumna leilu-lam pan khat om a, leitaw-lam panin khat a om hi; a kimkot a mun-awng tawh kizopna bulpi tong nga a zai hi.
EZK.41.12	 Nitumna-lam panga biakinnpi tual lam a nga innpi a vailam tong sawm sagih a zai hi. Tua innpi kimkot kawm tong nga sahin tong sawmkua a sau hi.
EZK.41.13	 Tua ciangin biakinnpi a teh hi; a dung tong zakhat pha a biakinnpi tual le inn kikal tong zakhat mah a pha hi. 
EZK.41.14	 Nisuahna lama biakinnpi mai tawh kigawmin biakinnpi tual tong zakhat mah ahi hi.
EZK.41.15	 Tua ciangin biakinnpi nunglam, a tual lam nga-in a dunglam teh a, a pangtuaka lamneu tawh tong zakhat a pha hi.
EZK.41.15	Munsiangtho pualam, mun siangtho sunglam le a inntual lam nga talaap, 
EZK.41.16	 kongpite, tawhlet neute, tuate kimkota lamneu thumte - na khempeuh, a kongpi ciang dong tawh singpekin kituam khin hi. A sual, tawhlet ciang dong a kawm le tawhlet-te zong singpek in a kituam hi. 
EZK.41.17	 A pualam kongpi tung dong, munsiangtho sunglam le mun siangtho asung apua a awnna mun khempeuh ah 
EZK.41.18	 cherub-te le nisuh kungte kikhuak hi. Nisuh lim le cherub lim a kikal helh hi. Cherub khat in maitang nih nei a; 
EZK.41.19	 mihing maitang a bang lam nisuh kung lam nga-in a pang khata nisuh kung lamah humpinelkai maitang lam a nga hi. Tuate biakinnpi kimkot ah a kikhuak suak hi. 
EZK.41.20	 A sual panin a kongpi tunglam dong munsiangtho pualam kawm tung khempeuh ah cherub-te le nisuh kung bekbek kikhuak hi.
EZK.41.21	 Munsiangtho pualam kongpi khuamte a sikkim vive hi a, Mun Siangtho Pen mailam panga tawh kibang linlian hi. 
EZK.41.22	 Tua lai-ah tong thum a sang, tong nih ningkim a
EZK.41.23	 Munsiangtho puanung le Mun Siangtho Pen in kongkhak thuap nih a nei tuak hi. 
EZK.41.24	 Kong khakpite khat singpek nihta-a kibawl hi a, kongpi khatah tua kongpite nih ta kithuah hi. 
EZK.41.25	 Tua ciangin mun siangtho puanung pen tunga kawm tunga kikhuak bangin cherub le nisuh kung kikhuak a, talaap mai lamah singpek tawh liimsun khat kibawl hi. 
EZK.41.26	 Talaap kawm tunga tawhlet neute a langnih ah nisuh kung lim kikhuak hi. Biakinnpi panga inndeite in zong liimsun a nei ciat uh hi.
EZK.42.1	Tua ciangin mipa in a tual puanung pen sung leilu-lam ah hong paipih a, biakinnpi tual le leilu lam panga kawm puanung tawh kigalsaina-a inndeite omna hong tun hi. 
EZK.42.2	 A kong leilu-lam nga innpi pen adung tong c
EZK.42.3	 A tual sungnung zaw panin alangnih tuakin tong sawmnih hi-a, apuanung tual lama suangphah tawh kigalsai-in oma adawl thumin lam neu le lam neu a kimaingat dimdiam hi. 
EZK.42.4	 Tua inndeite mai sanah adung tong zakhat avai tong d
EZK.42.5	 A nuainung le a laita sualte sangin lamneute in munza khakzaw ahi manin a tungnungpen inndeite a neuzaw hi. 
EZK.42.6	 Dawl thumna-a inndeite in a tualte neih bangin khuampi a nei kei hi. Tua ahi ciangin a nuainung le a laita sangin a sual toizaw hi. 
EZK.42.7	 A puanung tual le inndeite tawh kitangin kawm puanung pen paikhawm hilhel a inndeite mai-ah om phei-in tong sawmnga mah a pha hi. 
EZK.42.8	 Apualam inntual zoma inndei kizom diudeute adung tong sawmnga a sau mah bangin munsiangtho tawh kinai pen panga kigualte tong zakhat a sau hi. 
EZK.42.9	 Inndei nuainungte in a pualama lutna tawh kibangin nisuahna lampang ah lutna khat a nei hi.
EZK.42.10	 Leitaw-lam pangah tual puanung e
EZK.42.11	 amai santak ah paikhiatna lampi a om hi. Hihte pen leilu-lam inndeite tawh kibang hi; adung avai kikima a phacia zong a kikim hi. Leilu lama kongkhakte 
EZK.42.12	 leitaw lama inndeite kongkhakte tawh kibang hi. Paikhiatna lampi bulah nisuahna lampanga kawm pai pen tawh a kibangin kongkhak khat om a, tua panin inndeite ah kilut hi.
EZK.42.13	 Tua ciangin amah in kei kiangah, "Leilu-lam le leitaw lama biakinnpi tual lam a nga inndeite, siampite ading ahi hi. 
EZK.42.14	 Hihte a siangtho ahi manin siampite tua munsiangtho ah khatvei a lut khit uh leh biakna a piak sungua a silh uh puante tua lai-ah nusia ding uh a, tua khit ciangin a puanung tualah pai thei pan ding uh hi. Mipite om nading munah a pai ma-un puan dang silh ding uh hi," hong ci hi.
EZK.42.15	 Biakinnpi sunglam pang a teh a man khit ciangin nisuahna kongpi ah hong paikhiatpih a, a kimkot khempeuh a teh hi. 
EZK.42.16	 A tehna ciangin nisuahna-lam pang teh a, tong f
EZK.42.17	 Leilu-lam pang teh a, a tehna g
EZK.42.18	 Leitaw-lam pang teh a; a tehna ciang in tong zanga a pha hi. 
EZK.42.19	 Tua ciangin nitumna-lam pang ah kihei-in teh a, a tehna cianga tehin tong zanga mah a pha hi. 
EZK.42.20	 Tua ciangin apang lite a phacia a teh hi. A kimkotah kawm nei-a, adung tong zanga pha-in avai tong zanga mah a pha hi. Tua pen munsiangtho le mun mawkmawk kikhenna ahi hi.
EZK.43.1	Tua ciangin mipa in nisuahna lam pang a nga kongpi ah kei hong paipih a, 
EZK.43.2	 nisuahna-lam pana hong tung Israel-te Pasian minthanna ka mu hi. Ama awging tuizeu hawk tawh kibanga a minthanna in leitung a taan hi. 
EZK.43.3	 Ka mangmuhna pen khuapi a a
EZK.43.4	 Nisuahna-lam nga kongpi tawnin 
EZK.43.5	 Tua ciangin Kha in kei hong khaangto-in tual sungnungah hong lutpih a, 
EZK.43.6	 Mipa ka kiangah a din laitakin biakinnpi sunglam panin mi khat in kei hong hopihna ka za hi. 
EZK.43.7	 Amah in, "Mihing tapa aw, hih mun ka kumpi tokhom hi-a, ka khepek ngakna mun ahi hi. Hih mun in Israel-te laka ka ten tawntung nading mun ahi hi. Israel innkuante - amaute le a kumpite uh a paktatna b
EZK.43.8	 Amaute in ka kongpi zomah a kongpi uh koihin, ka kongmung gei-ah a kongmung uh a phuh uh ciangin amaute tawh kawm bek in hong hala a kihhuai gamtatna tawh ka min siangtho a ninsak uh hi. Tua ciangin ka heh suaka amaute ka susia hi. 
EZK.43.9	 Tu-in ahileh amaute paktatna le nuntakna a nei lo a kumpite uh milimte ka paikhiasak dinga amaute lakah ka teng tawntung ding hi.
EZK.43.10	 "Mihing tapa aw, Israel mite a mawhna uh hangin a maizum theih nadingun biakinnpi thu a cingin gen inla 
EZK.43.11	 a gamtatnasate uh hangin a maizum uhleh biakinnpi a kilamzia - a kigualhzia, tumna le pusuahna, a buppi kigeelzia, a zat dingzia d
EZK.43.12	 "Biakinnpi tawh kisai thukham hih ahi hi: Mualtung a om huang kimkot khempeuh a siangthopen hi ding hi. Biakinnpi thukham hih bang ahi hi.
EZK.43.13	 Hih biakna-tau tong kiteh hi a, tong e
EZK.43.14	 Lei-a a kingakna pan a vial nuainung ciang tong nih sanga, tong khat zai-in, tawitawm neuzaw pan a zaizaw lama tehin asanna tong li hi-a tong khat a zai hi. 
EZK.43.15	 Biakna-tau taptung teng a sanna tong li hi-a a taptung kiu ah ki li a poto ding hi. 
EZK.43.16	 Biakna-tau taptung a ningkim hi-a, adung tong sawm le nih, avai tong sawm le nih mah ahi hi. 
EZK.43.17	 A sangtuam pen zong a ningkim mah hi a, adung tong sawm le li hi-in avai zong tong sawm le li mah ahi hi. A kimkot ah tong lang a sah geihual le tong khat a pha a ngakna a om ding hi. Biakna-tau kahlei nisuahna-lam a nga hi," a ci hi.
EZK.43.18	 Tua ciangin amah in kei kiangah, "Mihing tapa aw, hih in Thupipen 
EZK.43.19	 Ka kianga hong pai ka mai-a biakna hong pia Levi mi Zadok innkuan pana siampite tungah mawhna hanga biakna-in bawngtal no khat na pia ding uh hi, Thupipen 
EZK.43.20	 A sisan tawm na la dinga biakna-tau ki lite nuhin a tau tungnungzaw pen kiu lite, a kimkota a geivialte khempeuh na nuh dinga tua bangin biakna-tau thoihdam in kisiangsak ding hi. 
EZK.43.21	 Mawhna hanga biakna dingin bawngtal khat na la dinga munsiangtho pualam biakinnpi huang sunga tua hih nadinga kisehna munah na hal ding hi.
EZK.43.22	 "A ni nih ni ciangin kawkbaang lo keeltal khat mawhna hanga biakna-in na pia dinga, bawngtal-a siansuah bangin biakna-tau kisiansuah ding hi. 
EZK.43.23	 A kisiansuah khit ciangin ganhon lak panin bawngtalno khat le tuutal khat na pia ding hi; a nihin a kawkbaang lo hi ding hi. 
EZK.43.25	 "Ni sagih sung mawhna hanga biakna-in nisimin keeltal na zang ding uh hi. Ganhonte lak pan bawngtalno khat le tuutal khat na pia ding uh a, a nihin kawkbaang lo hi ding hi. 
EZK.43.26	 Amaute in ni sagih sung biakna-tau siansuahna bawl ding uh a, siangsak ding uh hi; tua bangin biakna-tau ap ding uh hi. 
EZK.43.27	 Hih nite a bei khit a nigiat ni-a kipanin siampite in meihal biakna le kilawmtakna biaknate h
EZK.44.1	Tua ciangin mipa in nisuahna lam a nga munsiangtho puanung kongpi ah hong paipih kik a, a kikhak hi. 
EZK.44.3	 Tua kongpi sung 
EZK.44.4	 Tua ciangin mipa in leilu-lam kongpi tawnin biakinnpi mailam ah hong paipih hi. Ka et leh 
EZK.44.6	 A lehdo Israel innkuante tungah, "Hih in Thupipen 
EZK.44.7	 A kihhuai na gamtatna khempeuh uh na behlapna un ka munsiangtho sungah lungtang le silesa a vun at loh gamdang mite na tumpih uh a an, sathau le sisan nong piak laitakun ka biakinnpi buahsakin ka thukhun na palsat uh hi. 
EZK.44.8	 Ka van siangthote kemin na sep dingte uh na sep sangsik un, ka mun siangtho sung midang na uksak uh hi. 
EZK.44.9	 Hih in Thupipen 
EZK.44.10	 " ‘Kei kiang panin taikhia-a a milimte uh nung a zui Levi-te in amaute mawhna a banbanin a thuak ding uh hi. 
EZK.44.11	 Amaute in ka munsiangtho ah na sem thei ding uh a, biakinnpi kong cingin a sungah na a sem ding uh hi; meihal biakna gante go thei ding uh a, mite ading biakna-in pia-in mite mai-ah dingin amaute na a sem thei ding uh hi. 
EZK.44.12	 Ahi zongin amaute in milimte mai mah ah na sem uh a, Israel innkuante mawhna sungah puksak uh ahi manin a mawhnate uh a thuak ding uh ka khut lamto in ka kiciam hi, Thupipen 
EZK.44.13	 Amaute siampi nasem ding ahi a, a siangtho nate khatpeuh kiang nai-ah hong pai ding ahi a, ka biakna siangtho pente tawh ahi zongin kei kiangah hong pai kei ding uh hi; amaute kihhuai gamtatnasate uh hangin a maizum ding uh hi. 
EZK.44.14	 Tua hi napi biakinnpi sunga nasemte ka uksak dinga sep ding khempeuh a sem ding uh hi.
EZK.44.15	 Ahi hangin Israel-te kei kiang pan a manthan hun sung teng Levi-te le Zadok suan siampite in ka munsiangtho a nasepte muanhuaitakin sem ding uh a, ka mai-a nasem dingin ka kiangah hong pai-in biakna-a kipia sathaute le sisante pia-in ka mai-ah a ding diing uh hi, Thupipen 
EZK.44.16	 Ka munsiangtho sungah amaute bek tum thei ding uh a, ka sabuai kiangah ka na sem dingin amaute bek ka mai-ah hong pai thei ding uh hi.
EZK.44.17	 " ‘Tual sungnung ah amaute a lut uh ciangin saihadial puan silh ding uh a, huang sungnung ahi a biakinnpi sung ahi zongin kongpite ah na a sep uh ciangin samul puan khatpeuh a silh peuhmah kei ding uh hi. 
EZK.44.18	 A lu uah saihadial puan khimin a puan tualpi nuai-uah sahadial puan a teng ding uh hi. A khua-ul uh a suaksak thei ding na khatpeuh a silh kei ding uh hi. 
EZK.44.19	 Mipite omna apua lam tual ah a paikhiat uh ciangin a sunga a nasep lai-ua a silh uh puante suahkhia-in inndei siangtho sungah nusia ding uh a, amau puansilh tawh mite a siansuah theih loh nadingun puan dang a silh ding uh hi.
EZK.44.20	 " ‘Amaute in a sam uh sausak loin lah a mettol kei ding uh hi; ahi hangin a sam uh a theu ding uh hi. 
EZK.44.21	 Tual sungnunga lut ding siampi peuhmah in zu a dawn kei ding hi. 
EZK.44.22	 Meigong numei le a pasal tawh kikhensa numeite a tenpih kei ding uh hi; Israel suan nungak bitte le siampite zi meigongte bek tenpih thei ding uh hi. 
EZK.44.23	 Amaute in ka mite a siangtho le mawhnate hilh ding uh a, asiang le anin bangci khen ding cih lak ding uh hi.
EZK.44.24	 " ‘Siampite in kisiatna khatpeuh ah thu khen ding uh a, ka khunsa ngeina zui-in thu a khensat ding uh hi. A kisehsa pawi khempeuh ah ka thukhamte le ka thukipte zui ding uh a, ka Sabbath-te siangthosak ding uh hi.
EZK.44.25	 " ‘Siampi khat misi kiangah a paina hangin a kininsak kei ding hi. Ahi zongin a misi pen a nu, a pa, a tanu, a tapa, a kimokhak nai lo a sanggamnu ahileh kininsak thei hi. 
EZK.44.26	 Amah a kisiansak khit nung ni sagih a ngak pelmawh ding hi. 
EZK.44.27	 Mun siangtho ah nasem dingin mun siangtho-a tual sungnung ah a lut ni-in amahmah adingin mawhna hanga biakna a pia ding hi, Thupipen 
EZK.44.28	 " ‘Siampite in a luah uh kei bek ka hi hi. Israel gamah neihsa bangmah na pia kei ding uh hi. Amaute neihsa keimah ka hi ding hi. 
EZK.44.29	 Amaute in an-a biaknate, mawhna hanga biaknate le khialhna hanga biaknate ne ding uh a, Israel gam sunga 
EZK.44.30	 "’Gahmasa khempeuh laka a hoihpente le a tuam vilvel a na piakte uh siampite in tang ding uh hi. No innkuan sungah thupha khat a om theih nadingin lei pana na ngah uh ante lak panin a khen masa amaute na pia ding uh hi. 
EZK.44.31	 Siampite in a sisa-a kimu le gamsate nekbaang vasate le gamsate a ne peuhmah kei ding uh hi.
EZK.45.1	"’Luah dinga leitang na hawm uh ciangin 
EZK.45.2	 Hih sung pan tong 500 ningkim munsiangtho ding hi dinga a kimkot ah tong 50 mun-awng hi ding hi. 
EZK.45.3	 Gamkhen siangtho sung panin adung tong 25,000 c
EZK.45.4	 Tua mun pen 
EZK.45.5	 Biakinnpi sunga nasem Levi-te in khuapi sungah a ten nadingun e
EZK.45.6	 " ‘Munsiangtho huam sung tawh kizomin avai tong 5,000, adung tong 25,000 munsiangtho tawh kimat dingin na pia ding uh a, tua pen Israel innkuanbup neihsa hi ding hi.
EZK.45.7	 " ‘Gam-ukpa in a siangtho gamkhen le khuapi tanhna mun tawh kigizawngin leitang nei ding hi. Nitumna-lam pangah nitumna-lam kigi ciang, nisuahna-lam pangah nisuahna-lam kigi ciang mah, nitumna-lam kigi le nisuahna-lam kigi kikhungkhawm hilhelin asauna lam kikim dinga minam neu khat in a tanhna dong ban ding hi. 
EZK.45.8	 Israel-te sungah hih leitang ama neihsa hi ding hi. Tua ciangin ka gam-ukte in ka mite nengniam nawn lo dinga a tuacih tangin Israel innkuante a beh zui-in leitang a neisak dimdiam ding uh hi.
EZK.45.9	 " ‘Hih in Thupipen 
EZK.45.10	 Tehna maan, ephah a
EZK.45.11	 Ephah le bath a liatna kikim dinga, bath khat ciangin homer c
EZK.45.12	 Shekel d
EZK.45.13	 " ‘Hih in biakna-a na piak ding uh a tuam vilvel letsong hi a: mangbuh homer khat simin epha khat sehguk suah seh khat le mangbuh-ham homer khat simin epha khat sehguk suah seh khat ahi hi. 
EZK.45.14	 Sathau piakzia ding sehna ah, bath in kiteh dinga cor khat simin (bath sawm ciangin homer khat tawh kikim ahi manin bath sawm ta ahikeh homer khat), bath khat sehsawm suah seh khat hi ding hi. 
EZK.45.15	 Israel gam lohing ngi-ingeina muna kikhawi tuuhonte zanih ciangin tuu khat ta na pia ding uh hi. Hihte mite ading thoihdam nading hi-a, an-a biakna, meihal biakna le kilawmtakna biakna f
EZK.45.16	 Israel gam-ukpa zat dingin gam mite khempeuh in hih a tuam vivel piakna a pia ding uh hi. 
EZK.45.17	 Israel innkuan sunga a kisehsa pawite khempeuh - meihal biakna, an-a biakna le dawntheih-a biakna pawite, Khathak pawi le Sabbath-te ah gam-ukpa in a sik ding ama tavuan ahi hi. Amah in Israel innkuante thoihdam nading mawhna hanga biakna, an-a biakna, meihal biakna le kilawmtakna biaknate a sik ding hi.
EZK.45.18	 " ‘Hih in Thupipen 
EZK.45.19	 Siampipa in mawhna hanga biakna sisan tawmkha la dinga biakinnpi kongkhak khuam, biakna-tau a tungnungpen kiu lite le tual sungnung kongpi khuamte nuh ding hi. 
EZK.45.20	 Mi khatpeuh sawm khol lopi-in mawh a, a thusim kei khak leh cihna-in tua kha a ni sagih ni-in tua mah bangin na hih ding uh hi; tua bangin biakinnpi thoihdamna na bawl ding uh hi.
EZK.45.21	 " ‘A kha masa sung a ni sawm le li ni-in Paisan Pawi na bawl ding uh hi; ni sagih sung sawt dinga tua sungin silngo kisawh lo anlum na ne ding uh hi. 
EZK.45.22	 Tua ni-in gam-ukpa in amah le gam mite khempeuh ading mawhna hanga biakna ding bawngtal khat a pia ding hi. 
EZK.45.23	 Tua Pawi kibawl ni sagih sung teng 
EZK.45.24	 Amah in keeltal khatah an-a biakna dingin ephah khat le tuutal khatah ephah khat mah, ephah khat ciangin sathau hin g
EZK.45.25	 A kha sagihna a ni sawm le nga ni-a kipan Pawi kibawl ni sagih sungin mawhna hanga biakna, meihal biakna, an-a biakna le sathau tua zah mah a pia ding hi.
EZK.46.1	" ‘Hih in Thupipen 
EZK.46.2	 Gam-ukpa a pua panin talaap omna kongpi zui-in lut dinga kongpi khuam kiangah a ding diing hi. Siampite in meihal biakna le kilawmtakna biakna h
EZK.46.3	 Sabbath nite le Kha Thak nite in gam mite in kongpi lutna pan 
EZK.46.4	 Gam-ukpa in Sabbath ni-in meihal biakna dingin kawkbaang lo tuuno guk le tuutal khat a pia ding hi. 
EZK.46.5	 Tuutal tawh piakkhawm ding an-a biakna pen ephah i
EZK.46.6	 Kha Thak ni simin a vekin kawkbaang lo bawngtalno khat, tuuno guk le tuutal khat hi ding hi. 
EZK.46.7	 Amah in bawngtal tawh an-a biakna ephah khat pia dinga, tuutal tawh ephah khat mah pia-in, tuuno tawh a piak nop zahzah pia dinga ephah khat simin sathau hin khat ta piakhawm ding hi. 
EZK.46.8	 Gam-ukpa a sungah a lut ciangin talaap omna kongpi zui-in lut dinga tua lai mah zui-in pusuak ding hi.
EZK.46.9	 A kisehsa pawite ah gam mite 
EZK.46.10	 Gam-ukpa zong amaute lakah a tum leh tumkhawm dinga a pusuah leh pusuakkhawm ding hi.
EZK.46.11	 " ‘Pawi mawkmawkte le a kisehsa pawite ah bawngtal khat le an-a biakna ephah khat kipiakhawm dinga, tuutal tawh ephah khat mah kipia-in tuuno tawh, a piate in a lungkimna zahzah tawh pia dinga ephah khat simin sathau hin khat ta kipiakhawm ding hi. 
EZK.46.12	 Gam-ukpa in utthu-a biakna-in 
EZK.46.13	 " ‘
EZK.46.14	 Zingsang simin tuate tawh an-a biakna ephah khat sehguk suah seh khat le annel a neelsak dingin sathau hin khat sehthum suah seh khat helkhawmin na pia ding uh hi. Hih 
EZK.46.15	 Tua bangin tuuno le an-a biakna le sathaute meihal biakna dingin zingsang simin ahun manin kipia den ding hi.
EZK.46.16	 " ‘Hih in Thupipen 
EZK.46.17	 Ahi zongin a gouluahte sung panin a nasemte khatpeuh a piak leh nasempa in a suahtak kum mateng kem thei dinga; tua khit ciangin gam-ukpa tungah kipia kik ding hi. Ama gouluahte a tapate bek tawh kisai hi; tuate amau aa ahi hi. 
EZK.46.18	 Gam-ukpa in gam mite hawlkhia-in a van uh ahi a, a leitang uh ahi zongin a goutanh uh a laksak peuhmah kei ding hi. Ka mite khatbeek amau neihsa tawh a kikhenkhiat loh nadingin amaute tate tungah piaksak ding hi, ci hi,’ ci-in gen in," hong ci hi.
