GEN.1.1	In the beginning when God created
1CO.10.23	“All things are lawful,” but not all things are beneficial. “All things are lawful,” but not all things build up. 
1CO.10.24	Do not seek your own advantage, but that of the other. 
1CO.10.25	Eat whatever is sold in the meat market without raising any question on the ground of conscience, 
1CO.10.26	for “the earth and its fullness are the Lord's.” 
1CO.10.27	If an unbeliever invites you to a meal and you are disposed to go, eat whatever is set before you without raising any question on the ground of conscience. 
1CO.10.28	But if someone says to you, “This has been offered in sacrifice,” then do not eat it, out of consideration for the one who informed you, and for the sake of conscience— 
1CO.10.29	I mean the other's conscience, not your own. For why should my liberty be subject to the judgment of someone else's conscience? 
1CO.10.30	If I partake with thankfulness, why should I be denounced because of that for which I give thanks?
1CO.10.31	So, whether you eat or drink, or whatever you do, do everything for the glory of God. 
1CO.10.32	Give no offense to Jews or to Greeks or to the church of God, 
1CO.10.33	just as I try to please everyone in everything I do, not seeking my own advantage, but that of many, so that they may be saved.
1CO.11.1	Be imitators of me, as I am of Christ.
1CO.11.2	I commend you because you remember me in everything and maintain the traditions just as I handed them on to you. 
1CO.11.3	But I want you to understand that Christ is the head of every man, and the husband
1CO.11.4	Any man who prays or prophesies with something on his head disgraces his head, 
1CO.11.5	but any woman who prays or prophesies with her head unveiled disgraces her head—it is one and the same thing as having her head shaved. 
1CO.11.6	For if a woman will not veil herself, then she should cut off her hair; but if it is disgraceful for a woman to have her hair cut off or to be shaved, she should wear a veil. 
1CO.11.7	For a man ought not to have his head veiled, since he is the image and reflection
1CO.11.8	Indeed, man was not made from woman, but woman from man. 
1CO.11.9	Neither was man created for the sake of woman, but woman for the sake of man. 
1CO.11.10	For this reason a woman ought to have a symbol of
1CO.11.11	Nevertheless, in the Lord woman is not independent of man or man independent of woman. 
1CO.11.12	For just as woman came from man, so man comes through woman; but all things come from God. 
1CO.11.13	Judge for yourselves: is it proper for a woman to pray to God with her head unveiled? 
1CO.11.14	Does not nature itself teach you that if a man wears long hair, it is degrading to him, 
1CO.11.15	but if a woman has long hair, it is her glory? For her hair is given to her for a covering. 
1CO.11.16	But if anyone is disposed to be contentious—we have no such custom, nor do the churches of God.
1CO.11.17	Now in the following instructions I do not commend you, because when you come together it is not for the better but for the worse. 
1CO.11.18	For, to begin with, when you come together as a church, I hear that there are divisions among you; and to some extent I believe it. 
1CO.11.19	Indeed, there have to be factions among you, for only so will it become clear who among you are genuine. 
1CO.11.20	When you come together, it is not really to eat the Lord's supper. 
1CO.11.21	For when the time comes to eat, each of you goes ahead with your own supper, and one goes hungry and another becomes drunk. 
1CO.11.22	What! Do you not have homes to eat and drink in? Or do you show contempt for the church of God and humiliate those who have nothing? What should I say to you? Should I commend you? In this matter I do not commend you!
1CO.11.23	For I received from the Lord what I also handed on to you, that the Lord Jesus on the night when he was betrayed took a loaf of bread, 
1CO.11.24	and when he had given thanks, he broke it and said, “This is my body that is for
1CO.11.25	In the same way he took the cup also, after supper, saying, “This cup is the new covenant in my blood. Do this, as often as you drink it, in remembrance of me.” 
1CO.11.26	For as often as you eat this bread and drink the cup, you proclaim the Lord's death until he comes.
1CO.11.27	Whoever, therefore, eats the bread or drinks the cup of the Lord in an unworthy manner will be answerable for the body and blood of the Lord. 
1CO.11.28	Examine yourselves, and only then eat of the bread and drink of the cup. 
1CO.11.29	For all who eat and drink
1CO.11.30	For this reason many of you are weak and ill, and some have died.
1CO.11.31	But if we judged ourselves, we would not be judged. 
1CO.11.32	But when we are judged by the Lord, we are disciplined
1CO.11.33	So then, my brothers and sisters,
1CO.11.34	If you are hungry, eat at home, so that when you come together, it will not be for your condemnation. About the other things I will give instructions when I come.
1CO.12.1	Now concerning spiritual gifts,
1CO.12.2	You know that when you were pagans, you were enticed and led astray to idols that could not speak. 
1CO.12.3	Therefore I want you to understand that no one speaking by the Spirit of God ever says “Let Jesus be cursed!” and no one can say “Jesus is Lord” except by the Holy Spirit.
1CO.12.4	Now there are varieties of gifts, but the same Spirit; 
1CO.12.5	and there are varieties of services, but the same Lord; 
1CO.12.6	and there are varieties of activities, but it is the same God who activates all of them in everyone. 
1CO.12.7	To each is given the manifestation of the Spirit for the common good. 
1CO.12.8	To one is given through the Spirit the utterance of wisdom, and to another the utterance of knowledge according to the same Spirit, 
1CO.12.9	to another faith by the same Spirit, to another gifts of healing by the one Spirit, 
1CO.12.10	to another the working of miracles, to another prophecy, to another the discernment of spirits, to another various kinds of tongues, to another the interpretation of tongues. 
1CO.12.11	All these are activated by one and the same Spirit, who allots to each one individually just as the Spirit chooses.
1CO.12.12	For just as the body is one and has many members, and all the members of the body, though many, are one body, so it is with Christ. 
1CO.12.13	For in the one Spirit we were all baptized into one body—Jews or Greeks, slaves or free—and we were all made to drink of one Spirit.
1CO.12.14	Indeed, the body does not consist of one member but of many. 
1CO.12.15	If the foot would say, “Because I am not a hand, I do not belong to the body,” that would not make it any less a part of the body. 
1CO.12.16	And if the ear would say, “Because I am not an eye, I do not belong to the body,” that would not make it any less a part of the body. 
1CO.12.17	If the whole body were an eye, where would the hearing be? If the whole body were hearing, where would the sense of smell be? 
1CO.12.18	But as it is, God arranged the members in the body, each one of them, as he chose. 
1CO.12.19	If all were a single member, where would the body be? 
1CO.12.20	As it is, there are many members, yet one body. 
1CO.12.21	The eye cannot say to the hand, “I have no need of you,” nor again the head to the feet, “I have no need of you.” 
1CO.12.22	On the contrary, the members of the body that seem to be weaker are indispensable, 
1CO.12.23	and those members of the body that we think less honorable we clothe with greater honor, and our less respectable members are treated with greater respect; 
1CO.12.24	whereas our more respectable members do not need this. But God has so arranged the body, giving the greater honor to the inferior member, 
1CO.12.25	that there may be no dissension within the body, but the members may have the same care for one another. 
1CO.12.26	If one member suffers, all suffer together with it; if one member is honored, all rejoice together with it.
