GEN.1.1	In the beginning when God created
JER.50.27	the time of their punishment!
JER.50.28	Listen! Fugitives and refugees from the land of Babylon are coming to declare in Zion the vengeance of the 
JER.50.29	Summon archers against Babylon, all who bend the bow. Encamp all around her; let no one escape. Repay her according to her deeds; just as she has done, do to her—for she has arrogantly defied the 
JER.50.30	Therefore her young men shall fall in her squares, and all her soldiers shall be destroyed on that day, says the 
JER.50.31	I am against you, O arrogant one,
JER.50.31	says the Lord 
JER.50.31	for your day has come,
JER.50.31	the time when I will punish you.
JER.50.32	The arrogant one shall stumble and fall,
JER.50.32	with no one to raise him up,
JER.50.32	and I will kindle a fire in his cities,
JER.50.32	and it will devour everything around him.
JER.50.33	Thus says the 
JER.50.34	Their Redeemer is strong; the 
JER.50.35	A sword against the Chaldeans, says the 
JER.50.35	and against the inhabitants of Babylon,
JER.50.35	and against her officials and her sages!
JER.50.36	A sword against the diviners,
JER.50.36	so that they may become fools!
JER.50.36	A sword against her warriors,
JER.50.36	so that they may be destroyed!
JER.50.37	A sword against her
JER.50.37	and against all the foreign troops in her midst,
JER.50.37	so that they may become women!
JER.50.37	A sword against all her treasures,
JER.50.37	that they may be plundered!
JER.50.38	A drought
JER.50.38	that they may be dried up!
JER.50.38	For it is a land of images,
JER.50.38	and they go mad over idols.
JER.50.39	Therefore wild animals shall live with hyenas in Babylon,
JER.50.40	As when God overthrew Sodom and Gomorrah and their neighbors, says the 
JER.50.41	Look, a people is coming from the north;
JER.50.41	a mighty nation and many kings
JER.50.41	are stirring from the farthest parts of the earth.
JER.50.42	They wield bow and spear,
JER.50.42	they are cruel and have no mercy.
JER.50.42	The sound of them is like the roaring sea;
JER.50.42	they ride upon horses,
JER.50.42	set in array as a warrior for battle,
JER.50.42	against you, O daughter Babylon!
JER.50.43	The king of Babylon heard news of them,
JER.50.43	and his hands fell helpless;
JER.50.43	anguish seized him,
JER.50.43	pain like that of a woman in labor.
JER.50.44	Like a lion coming up from the thickets of the Jordan against a perennial pasture, I will suddenly chase them away from her; and I will appoint over her whomever I choose.
JER.50.45	Therefore hear the plan that the 
JER.50.46	At the sound of the capture of Babylon the earth shall tremble, and her cry shall be heard among the nations.
JER.51.1	Thus says the 
JER.51.1	I am going to stir up a destructive wind
JER.51.1	against Babylon
JER.51.1	and against the inhabitants of Leb-qamai;
JER.51.2	and I will send winnowers to Babylon,
JER.51.2	and they shall winnow her.
JER.51.2	They shall empty her land
JER.51.2	when they come against her from every side
JER.51.2	on the day of trouble.
JER.51.3	Let not the archer bend his bow,
JER.51.3	and let him not array himself in his coat of mail.
JER.51.3	Do not spare her young men;
JER.51.3	utterly destroy her entire army.
JER.51.4	They shall fall down slain in the land of the Chaldeans,
JER.51.4	and wounded in her streets.
JER.51.5	Israel and Judah have not been forsaken
JER.51.5	by their God, the 
JER.51.5	though their land is full of guilt
JER.51.5	before the Holy One of Israel.
JER.51.6	Flee from the midst of Babylon,
JER.51.6	save your lives, each of you!
JER.51.6	Do not perish because of her guilt,
JER.51.6	for this is the time of the 
JER.51.6	he is repaying her what is due.
JER.51.7	Babylon was a golden cup in the 
JER.51.7	making all the earth drunken;
JER.51.7	the nations drank of her wine,
JER.51.7	and so the nations went mad.
JER.51.8	Suddenly Babylon has fallen and is shattered;
JER.51.8	wail for her!
JER.51.8	Bring balm for her wound;
JER.51.8	perhaps she may be healed.
JER.51.9	We tried to heal Babylon,
JER.51.9	but she could not be healed.
JER.51.9	Forsake her, and let each of us go
JER.51.9	to our own country;
JER.51.9	for her judgment has reached up to heaven
JER.51.9	and has been lifted up even to the skies.
JER.51.10	The 
JER.51.10	come, let us declare in Zion
JER.51.10	the work of the 
JER.51.11	Sharpen the arrows!
JER.51.11	Fill the quivers!
JER.51.11	The 
JER.51.12	Raise a standard against the walls of Babylon;
JER.51.12	make the watch strong;
JER.51.12	post sentinels;
JER.51.12	prepare the ambushes;
JER.51.12	for the 
JER.51.12	what he spoke concerning the inhabitants of Babylon.
JER.51.13	You who live by mighty waters,
JER.51.13	rich in treasures,
JER.51.13	your end has come,
JER.51.13	the thread of your life is cut.
JER.51.14	The 
JER.51.14	Surely I will fill you with troops like a swarm of locusts,
JER.51.14	and they shall raise a shout of victory over you.
JER.51.15	It is he who made the earth by his power,
JER.51.15	who established the world by his wisdom,
JER.51.15	and by his understanding stretched out the heavens.
JER.51.16	When he utters his voice there is a tumult of waters in the heavens,
JER.51.16	and he makes the mist rise from the ends of the earth.
JER.51.16	He makes lightnings for the rain,
JER.51.16	and he brings out the wind from his storehouses.
JER.51.17	Everyone is stupid and without knowledge;
JER.51.17	goldsmiths are all put to shame by their idols;
JER.51.17	for their images are false,
JER.51.17	and there is no breath in them.
JER.51.18	They are worthless, a work of delusion;
JER.51.18	at the time of their punishment they shall perish.
JER.51.19	Not like these is the 
JER.51.19	for he is the one who formed all things,
JER.51.19	and Israel is the tribe of his inheritance;
JER.51.19	the 
JER.51.20	You are my war club, my weapon of battle:
JER.51.20	with you I smash nations;
JER.51.20	with you I destroy kingdoms;
JER.51.21	with you I smash the horse and its rider;
JER.51.21	with you I smash the chariot and the charioteer;
JER.51.22	with you I smash man and woman;
JER.51.22	with you I smash the old man and the boy;
JER.51.22	with you I smash the young man and the girl;
JER.51.23	with you I smash shepherds and their flocks;
JER.51.23	with you I smash farmers and their teams;
JER.51.23	with you I smash governors and deputies.
JER.51.24	I will repay Babylon and all the inhabitants of Chaldea before your very eyes for all the wrong that they have done in Zion, says the 
JER.51.25	I am against you, O destroying mountain,
JER.51.25	says the 
JER.51.25	that destroys the whole earth;
JER.51.25	I will stretch out my hand against you,
JER.51.25	and roll you down from the crags,
JER.51.25	and make you a burned-out mountain.
JER.51.26	No stone shall be taken from you for a corner
JER.51.26	and no stone for a foundation,
JER.51.26	but you shall be a perpetual waste,
JER.51.26	says the 
JER.51.27	Raise a standard in the land,
JER.51.27	blow the trumpet among the nations;
JER.51.27	prepare the nations for war against her,
JER.51.27	summon against her the kingdoms,
JER.51.27	Ararat, Minni, and Ashkenaz;
JER.51.27	appoint a marshal against her,
JER.51.27	bring up horses like bristling locusts.
JER.51.28	Prepare the nations for war against her,
JER.51.28	the kings of the Medes, with their governors and deputies,
JER.51.28	and every land under their dominion.
JER.51.29	The land trembles and writhes,
JER.51.29	for the 
JER.51.29	to make the land of Babylon a desolation,
JER.51.29	without inhabitant.
JER.51.30	The warriors of Babylon have given up fighting,
JER.51.30	they remain in their strongholds;
JER.51.30	their strength has failed,
JER.51.30	they have become women;
JER.51.30	her buildings are set on fire,
JER.51.30	her bars are broken.
JER.51.31	One runner runs to meet another,
JER.51.31	and one messenger to meet another,
JER.51.31	to tell the king of Babylon
JER.51.31	that his city is taken from end to end:
JER.51.32	the fords have been seized,
JER.51.32	the marshes have been burned with fire,
JER.51.32	and the soldiers are in panic.
JER.51.33	For thus says the 
JER.51.33	Daughter Babylon is like a threshing floor
JER.51.33	at the time when it is trodden;
JER.51.33	yet a little while
JER.51.33	and the time of her harvest will come.
JER.51.34	“King Nebuchadrezzar of Babylon has devoured me,
JER.51.34	he has crushed me;
JER.51.34	he has made me an empty vessel,
JER.51.34	he has swallowed me like a monster;
JER.51.34	he has filled his belly with my delicacies,
JER.51.34	he has spewed me out.
JER.51.35	May my torn flesh be avenged on Babylon,”
JER.51.35	the inhabitants of Zion shall say.
JER.51.35	“May my blood be avenged on the inhabitants of Chaldea,”
JER.51.35	Jerusalem shall say.
JER.51.36	Therefore thus says the 
JER.51.36	I am going to defend your cause
JER.51.36	and take vengeance for you.
JER.51.36	I will dry up her sea
JER.51.36	and make her fountain dry;
JER.51.37	and Babylon shall become a heap of ruins,
JER.51.37	a den of jackals,
JER.51.37	an object of horror and of hissing,
JER.51.37	without inhabitant.
JER.51.38	Like lions they shall roar together;
JER.51.38	they shall growl like lions' whelps.
JER.51.39	When they are inflamed, I will set out their drink
JER.51.39	and make them drunk, until they become merry
JER.51.39	and then sleep a perpetual sleep
JER.51.39	and never wake, says the 
JER.51.40	I will bring them down like lambs to the slaughter,
JER.51.40	like rams and goats.
JER.51.41	How Sheshach
JER.51.41	the pride of the whole earth seized!
JER.51.41	How Babylon has become
JER.51.41	an object of horror among the nations!
JER.51.42	The sea has risen over Babylon;
JER.51.42	she has been covered by its tumultuous waves.
JER.51.43	Her cities have become an object of horror,
JER.51.43	a land of drought and a desert,
JER.51.43	a land in which no one lives,
JER.51.43	and through which no mortal passes.
JER.51.44	I will punish Bel in Babylon,
JER.51.44	and make him disgorge what he has swallowed.
JER.51.44	The nations shall no longer stream to him;
JER.51.44	the wall of Babylon has fallen.
JER.51.45	Come out of her, my people!
JER.51.45	Save your lives, each of you,
JER.51.45	from the fierce anger of the 
JER.51.46	Do not be fainthearted or fearful
JER.51.46	at the rumors heard in the land—
JER.51.46	one year one rumor comes,
JER.51.46	the next year another,
JER.51.46	rumors of violence in the land
JER.51.46	and of ruler against ruler.
JER.51.47	Assuredly, the days are coming
JER.51.47	when I will punish the images of Babylon;
JER.51.47	her whole land shall be put to shame,
JER.51.47	and all her slain shall fall in her midst.
JER.51.48	Then the heavens and the earth,
JER.51.48	and all that is in them,
JER.51.48	shall shout for joy over Babylon;
JER.51.48	for the destroyers shall come against them out of the north,
JER.51.48	says the 
JER.51.49	Babylon must fall for the slain of Israel,
JER.51.49	as the slain of all the earth have fallen because of Babylon.
JER.51.50	You survivors of the sword,
JER.51.50	go, do not linger!
JER.51.50	Remember the 
JER.51.50	and let Jerusalem come into your mind:
JER.51.51	We are put to shame, for we have heard insults;
JER.51.51	dishonor has covered our face,
JER.51.51	for aliens have come
JER.51.51	into the holy places of the 
JER.51.52	Therefore the time is surely coming, says the 
JER.51.52	when I will punish her idols,
JER.51.52	and through all her land
JER.51.52	the wounded shall groan.
JER.51.53	Though Babylon should mount up to heaven,
JER.51.53	and though she should fortify her strong height,
JER.51.53	from me destroyers would come upon her,
JER.51.53	says the 
JER.51.54	Listen!—a cry from Babylon!
JER.51.54	A great crashing from the land of the Chaldeans!
JER.51.55	For the 
JER.51.55	and stilling her loud clamor.
