GEN.1.1	In the beginning, when God created the universe,
2CH.29.12+2CH.29.13+2CH.29.14	The following Levites were there:
2CH.29.12+2CH.29.13+2CH.29.14	From the clan of Kohath, Mahath son of Amasai and Joel son of Azariah
2CH.29.12+2CH.29.13+2CH.29.14	From the clan of Merari, Kish son of Abdi and Azariah son of Jehallelel
2CH.29.12+2CH.29.13+2CH.29.14	From the clan of Gershon, Joah son of Zimmah and Eden son of Joah
2CH.29.12+2CH.29.13+2CH.29.14	From the clan of Elizaphan, Shimri and Jeuel
2CH.29.12+2CH.29.13+2CH.29.14	From the clan of Asaph, Zechariah and Mattaniah
2CH.29.12+2CH.29.13+2CH.29.14	From the clan of Heman, Jehuel and Shimei
2CH.29.12+2CH.29.13+2CH.29.14	From the clan of Jeduthun, Shemaiah and Uzziel
2CH.29.15	These men assembled their fellow Levites, and they all made themselves ritually clean. Then, as the king had commanded them to do, they began to make the Temple ritually clean, according to the Law of the 
2CH.29.16	The priests went inside the Temple to purify it, and they carried out into the Temple courtyard everything that was ritually unclean. From there the Levites took it all outside the city to Kidron Valley.
2CH.29.17	The work was begun on the first day of the first month, and by the eighth day they had finished it all, including the entrance room to the Temple. Then they worked for the next eight days, until the sixteenth of the month, preparing the Temple for worship.
2CH.29.18	The Levites made the following report to King Hezekiah: “We have completed the ritual purification of the whole Temple, including the altar for burnt offerings, the table for the sacred bread, and all their equipment. 
2CH.29.19	We have also brought back all the equipment which King Ahaz took away during those years he was unfaithful to God, and we have rededicated it. It is all in front of the 
2CH.29.20	Without delay King Hezekiah assembled the leading men of the city, and together they went to the Temple. 
2CH.29.21	As an offering to take away the sins of the royal family and of the people of Judah and to purify the Temple, they took seven bulls, seven sheep, seven lambs, and seven goats. The king told the priests, who were descendants of Aaron, to offer the animals as sacrifices on the altar. 
2CH.29.22	The priests killed the bulls first, then the sheep, and then the lambs, and sprinkled the blood of each sacrifice on the altar. 
2CH.29.23	Finally they took the goats to the king and to the other worshipers, who laid their hands on them. 
2CH.29.24	Then the priests killed the goats and poured their blood on the altar as a sacrifice to take away the sin of all the people, for the king had commanded that burnt offerings and sin offerings be made for all Israel.
2CH.29.25	The king followed the instructions that the 
2CH.29.26	instruments like those that King David had used. The priests also stood there with trumpets. 
2CH.29.27	Hezekiah gave the order for the burnt offering to be presented; and as the offering began, the people sang praise to the 
2CH.29.28	Everyone who was there joined in worship, and the singing and the rest of the music continued until all the sacrifices had been burned. 
2CH.29.29	Then King Hezekiah and all the people knelt down and worshiped God. 
2CH.29.30	The king and the leaders of the nation told the Levites to sing to the 
2CH.29.31	Hezekiah said to the people, “Now that you are ritually clean, bring sacrifices as offerings of thanksgiving to the 
2CH.29.32	They brought 70 bulls, 100 sheep, and 200 lambs as burnt offerings for the 
2CH.29.33	they also brought 600 bulls and 3,000 sheep as sacrifices for the people to eat. 
2CH.29.34	Since there were not enough priests to kill all these animals, the Levites helped them until the work was finished. By then more priests had made themselves ritually clean. (The Levites were more faithful in keeping ritually clean than the priests were.) 
2CH.29.35	In addition to offering the sacrifices that were burned whole, the priests were responsible for burning the fat that was offered from the sacrifices which the people ate, and for pouring out the wine that was presented with the burnt offerings.
2CH.29.35	And so worship in the Temple was begun again. 
2CH.29.36	King Hezekiah and the people were happy, because God had helped them to do all this so quickly.
2CH.30.4	The king and the people were pleased with their plan, 
2CH.30.5	so they invited all the Israelites, from Dan in the north to Beersheba in the south, to come together in Jerusalem and celebrate the Passover according to the Law, in larger numbers than ever before. 
2CH.30.6	Messengers went out at the command of the king and his officials through all Judah and Israel with the following invitation:
2CH.30.6	“People of Israel, you have survived the Assyrian conquest of the land. Now return to the 
2CH.30.7	Do not be like your ancestors and your Israelite relatives who were unfaithful to the 
2CH.30.8	Do not be stubborn as they were, but obey the 
2CH.30.9	If you return to the 
2CH.30.10	The messengers went to every city in the territory of the tribes of Ephraim and Manasseh, and as far north as the tribe of Zebulun, but people laughed at them and made fun of them. 
2CH.30.11	Still, there were some from the tribes of Asher, Manasseh, and Zebulun who were willing to come to Jerusalem. 
2CH.30.12	God was also at work in Judah and united the people in their determination to obey his will by following the commands of the king and his officials.
2CH.30.13	A great number of people gathered in Jerusalem in the second month to celebrate the Festival of Unleavened Bread. 
2CH.30.14	They took all the altars that had been used in Jerusalem for offering sacrifices and burning incense and threw them into Kidron Valley. 
2CH.30.15	And on the fourteenth day of the month they killed the lambs for the Passover sacrifice. The priests and Levites who were not ritually clean became so ashamed that they dedicated themselves to the 
2CH.30.16	They took their places in the Temple according to the instructions in the Law of Moses, the man of God. The Levites gave the blood of the sacrifices to the priests, who sprinkled it on the altar. 
2CH.30.17	Because many of the people were not ritually clean, they could not kill the Passover lambs, so the Levites did it for them and dedicated the lambs to the 
2CH.30.18	In addition, many of those who had come from the tribes of Ephraim, Manasseh, Issachar, and Zebulun had not performed the ritual of purification, and so they were observing Passover improperly. King Hezekiah offered this prayer for them: 
2CH.30.19	“O 
2CH.30.20	The 
2CH.30.21	For seven days the people who had gathered in Jerusalem celebrated the Festival of Unleavened Bread with great joy, and day after day the Levites and the priests praised the 
2CH.30.22	Hezekiah praised the Levites for their skill in conducting the worship of the 
2CH.30.22	After the seven days during which they offered sacrifices in praise of the 
2CH.30.23	they all decided to celebrate for another seven days. So they celebrated with joy. 
2CH.30.24	King Hezekiah contributed 1,000 bulls and 7,000 sheep for the people to kill and eat, and the officials gave them another 1,000 bulls and 10,000 sheep. A large number of priests went through the ritual of purification. 
2CH.30.25	So everyone was happy—the people of Judah, the priests, the Levites, the people who had come from the north, and the foreigners who had settled permanently in Israel and Judah. 
2CH.30.26	The city of Jerusalem was filled with joy, because nothing like this had happened since the days of King Solomon, the son of David. 
2CH.30.27	The priests and the Levites asked the 
2CH.31.1	After the festival ended, all the people of Israel went to every city in Judah and broke the stone pillars, cut down the symbols of the goddess Asherah, and destroyed the altars and the pagan places of worship. They did the same thing throughout the rest of Judah, and the territories of Benjamin, Ephraim, and Manasseh; then they all returned home.
2CH.31.2	King Hezekiah reestablished the organization of the priests and Levites, under which they each had specific duties. These included offering the burnt offerings and the fellowship offerings, taking part in the Temple worship, and giving praise and thanks in the various parts of the Temple. 
2CH.31.3	 From his own flocks and herds he provided animals for the burnt offerings each morning and evening, and for those offered on the Sabbath, at the New Moon Festival, and at the other festivals which are required by the Law of the 
2CH.31.5	As soon as the order was given, the people of Israel brought gifts of their finest grain, wine, olive oil, honey, and other farm produce, and they also brought the tithes
2CH.31.6	All the people who lived in the cities of Judah brought tithes of their cattle and sheep, and they also brought large quantities of gifts which they dedicated to the 
