GEN.1.1	In the beginning God created the heavens and the earth. 
PSA.27.4	and to seek him in his temple.
PSA.27.5	For in the day of trouble
PSA.27.5	he will keep me safe in his dwelling;
PSA.27.5	he will hide me in the shelter of his sacred tent
PSA.27.5	and set me high upon a rock.
PSA.27.6	Then my head will be exalted
PSA.27.6	above the enemies who surround me;
PSA.27.6	at his sacred tent I will sacrifice with shouts of joy;
PSA.27.6	I will sing and make music to the 
PSA.27.7	Hear my voice when I call, 
PSA.27.7	be merciful to me and answer me.
PSA.27.8	My heart says of you, “Seek his face!”
PSA.27.8	Your face, 
PSA.27.9	Do not hide your face from me,
PSA.27.9	do not turn your servant away in anger;
PSA.27.9	you have been my helper.
PSA.27.9	Do not reject me or forsake me,
PSA.27.9	God my Savior.
PSA.27.10	Though my father and mother forsake me,
PSA.27.10	the 
PSA.27.11	Teach me your way, 
PSA.27.11	lead me in a straight path
PSA.27.11	because of my oppressors.
PSA.27.12	Do not turn me over to the desire of my foes,
PSA.27.12	for false witnesses rise up against me,
PSA.27.12	spouting malicious accusations.
PSA.27.13	I remain confident of this:
PSA.27.13	I will see the goodness of the 
PSA.27.13	in the land of the living.
PSA.27.14	Wait for the 
PSA.27.14	be strong and take heart
PSA.27.14	and wait for the 
PSA.28.1	To you, 
PSA.28.1	you are my Rock,
PSA.28.1	do not turn a deaf ear to me.
PSA.28.1	For if you remain silent,
PSA.28.1	I will be like those who go down to the pit.
PSA.28.2	Hear my cry for mercy
PSA.28.2	as I call to you for help,
PSA.28.2	as I lift up my hands
PSA.28.2	toward your Most Holy Place.
PSA.28.3	Do not drag me away with the wicked,
PSA.28.3	with those who do evil,
PSA.28.3	who speak cordially with their neighbors
PSA.28.3	but harbor malice in their hearts.
PSA.28.4	Repay them for their deeds
PSA.28.4	and for their evil work;
PSA.28.4	repay them for what their hands have done
PSA.28.4	and bring back on them what they deserve.
PSA.28.5	Because they have no regard for the deeds of the 
PSA.28.5	and what his hands have done,
PSA.28.5	he will tear them down
PSA.28.5	and never build them up again.
PSA.28.6	Praise be to the 
PSA.28.6	for he has heard my cry for mercy.
PSA.28.7	The 
PSA.28.7	my heart trusts in him, and he helps me.
PSA.28.7	My heart leaps for joy,
PSA.28.7	and with my song I praise him.
PSA.28.8	The 
PSA.28.8	a fortress of salvation for his anointed one.
PSA.28.9	Save your people and bless your inheritance;
PSA.28.9	be their shepherd and carry them forever.
PSA.29.1	Ascribe to the 
PSA.29.1	ascribe to the 
PSA.29.2	Ascribe to the 
PSA.29.2	worship the 
PSA.29.3	The voice of the 
PSA.29.3	the God of glory thunders,
PSA.29.3	the 
PSA.29.4	The voice of the 
PSA.29.4	the voice of the 
PSA.29.5	The voice of the 
PSA.29.5	the 
PSA.29.6	He makes Lebanon leap like a calf,
PSA.29.6	Sirion
PSA.29.7	The voice of the 
PSA.29.7	with flashes of lightning.
PSA.29.8	The voice of the 
PSA.29.8	the 
PSA.29.9	The voice of the 
PSA.29.9	and strips the forests bare.
PSA.29.9	And in his temple all cry, “Glory!”
PSA.29.10	The 
PSA.29.10	the 
PSA.29.11	The 
PSA.29.11	the 
PSA.30.1	I will exalt you, 
PSA.30.1	for you lifted me out of the depths
PSA.30.1	and did not let my enemies gloat over me.
PSA.30.2	and you healed me.
PSA.30.3	You, 
PSA.30.3	you spared me from going down to the pit.
PSA.30.4	Sing the praises of the 
PSA.30.4	praise his holy name.
PSA.30.5	For his anger lasts only a moment,
PSA.30.5	but his favor lasts a lifetime;
PSA.30.5	weeping may stay for the night,
PSA.30.5	but rejoicing comes in the morning.
PSA.30.6	When I felt secure, I said,
PSA.30.6	“I will never be shaken.”
PSA.30.7	you made my royal mountain
PSA.30.7	but when you hid your face,
PSA.30.7	I was dismayed.
PSA.30.8	To you, 
PSA.30.8	to the Lord I cried for mercy:
PSA.30.9	“What is gained if I am silenced,
PSA.30.9	if I go down to the pit?
PSA.30.9	Will the dust praise you?
PSA.30.9	Will it proclaim your faithfulness?
PSA.30.10	Hear, 
PSA.30.11	You turned my wailing into dancing;
PSA.30.11	you removed my sackcloth and clothed me with joy,
PSA.30.12	that my heart may sing your praises and not be silent.
PSA.31.1	In you, 
PSA.31.1	let me never be put to shame;
PSA.31.1	deliver me in your righteousness.
PSA.31.2	Turn your ear to me,
PSA.31.2	come quickly to my rescue;
PSA.31.2	be my rock of refuge,
PSA.31.2	a strong fortress to save me.
PSA.31.3	Since you are my rock and my fortress,
PSA.31.3	for the sake of your name lead and guide me.
PSA.31.4	Keep me free from the trap that is set for me,
PSA.31.4	for you are my refuge.
PSA.31.5	Into your hands I commit my spirit;
PSA.31.5	deliver me, 
PSA.31.6	I hate those who cling to worthless idols;
PSA.31.6	as for me, I trust in the 
PSA.31.7	I will be glad and rejoice in your love,
PSA.31.7	for you saw my affliction
PSA.31.7	and knew the anguish of my soul.
PSA.31.8	You have not given me into the hands of the enemy
PSA.31.8	but have set my feet in a spacious place.
PSA.31.9	Be merciful to me, 
PSA.31.9	my eyes grow weak with sorrow,
PSA.31.9	my soul and body with grief.
PSA.31.10	My life is consumed by anguish
PSA.31.10	and my years by groaning;
PSA.31.10	my strength fails because of my affliction,
PSA.31.10	and my bones grow weak.
PSA.31.11	Because of all my enemies,
PSA.31.11	I am the utter contempt of my neighbors
PSA.31.11	and an object of dread to my closest friends—
PSA.31.11	those who see me on the street flee from me.
PSA.31.12	I am forgotten as though I were dead;
PSA.31.12	I have become like broken pottery.
PSA.31.13	For I hear many whispering,
PSA.31.13	“Terror on every side!”
PSA.31.13	They conspire against me
PSA.31.13	and plot to take my life.
PSA.31.14	But I trust in you, 
PSA.31.14	I say, “You are my God.”
PSA.31.15	My times are in your hands;
PSA.31.15	deliver me from the hands of my enemies,
PSA.31.15	from those who pursue me.
PSA.31.16	Let your face shine on your servant;
PSA.31.16	save me in your unfailing love.
PSA.31.17	Let me not be put to shame, 
PSA.31.17	for I have cried out to you;
PSA.31.17	but let the wicked be put to shame
PSA.31.17	and be silent in the realm of the dead.
PSA.31.18	Let their lying lips be silenced,
PSA.31.18	for with pride and contempt
PSA.31.18	they speak arrogantly against the righteous.
PSA.31.19	How abundant are the good things
PSA.31.19	that you have stored up for those who fear you,
PSA.31.19	that you bestow in the sight of all,
PSA.31.19	on those who take refuge in you.
PSA.31.20	In the shelter of your presence you hide them
PSA.31.20	from all human intrigues;
PSA.31.20	you keep them safe in your dwelling
PSA.31.20	from accusing tongues.
PSA.31.21	Praise be to the 
PSA.31.21	for he showed me the wonders of his love
PSA.31.21	when I was in a city under siege.
PSA.31.22	In my alarm I said,
PSA.31.22	“I am cut off from your sight!”
PSA.31.22	Yet you heard my cry for mercy
PSA.31.22	when I called to you for help.
PSA.31.23	Love the 
PSA.31.23	The 
PSA.31.23	but the proud he pays back in full.
PSA.31.24	Be strong and take heart,
PSA.31.24	all you who hope in the 
PSA.32.1	Blessed is the one
PSA.32.1	whose transgressions are forgiven,
PSA.32.1	whose sins are covered.
PSA.32.2	Blessed is the one
PSA.32.2	whose sin the 
PSA.32.2	and in whose spirit is no deceit.
PSA.32.3	When I kept silent,
PSA.32.3	my bones wasted away
PSA.32.3	through my groaning all day long.
PSA.32.4	For day and night
PSA.32.4	your hand was heavy on me;
PSA.32.4	my strength was sapped
PSA.32.4	as in the heat of summer.
PSA.32.5	Then I acknowledged my sin to you
PSA.32.5	and did not cover up my iniquity.
PSA.32.5	I said, “I will confess
PSA.32.5	my transgressions to the 
PSA.32.5	And you forgave
PSA.32.5	the guilt of my sin.
PSA.32.6	Therefore let all the faithful pray to you
PSA.32.6	while you may be found;
PSA.32.6	surely the rising of the mighty waters
PSA.32.6	will not reach them.
PSA.32.7	You are my hiding place;
PSA.32.7	you will protect me from trouble
PSA.32.7	and surround me with songs of deliverance.
PSA.32.8	I will instruct you and teach you in the way you should go;
PSA.32.8	I will counsel you with my loving eye on you.
PSA.32.9	Do not be like the horse or the mule,
PSA.32.9	which have no understanding
PSA.32.9	but must be controlled by bit and bridle
PSA.32.9	or they will not come to you.
PSA.32.10	Many are the woes of the wicked,
PSA.32.10	but the 
PSA.32.10	surrounds the one who trusts in him.
PSA.32.11	Rejoice in the 
PSA.32.11	sing, all you who are upright in heart!
PSA.33.1	Sing joyfully to the 
PSA.33.1	it is fitting for the upright to praise him.
PSA.33.2	Praise the 
PSA.33.2	make music to him on the ten-stringed lyre.
PSA.33.3	Sing to him a new song;
PSA.33.3	play skillfully, and shout for joy.
PSA.33.4	For the word of the 
PSA.33.4	he is faithful in all he does.
PSA.33.5	The 
PSA.33.5	the earth is full of his unfailing love.
PSA.33.6	By the word of the 
PSA.33.6	their starry host by the breath of his mouth.
PSA.33.7	He gathers the waters of the sea into jars
PSA.33.7	he puts the deep into storehouses.
PSA.33.8	Let all the earth fear the 
PSA.33.8	let all the people of the world revere him.
PSA.33.9	For he spoke, and it came to be;
PSA.33.9	he commanded, and it stood firm.
PSA.33.10	The 
PSA.33.10	he thwarts the purposes of the peoples.
PSA.33.11	But the plans of the 
PSA.33.11	the purposes of his heart through all generations.
PSA.33.12	Blessed is the nation whose God is the 
PSA.33.12	the people he chose for his inheritance.
PSA.33.13	From heaven the 
PSA.33.13	and sees all mankind;
PSA.33.14	from his dwelling place he watches
PSA.33.14	all who live on earth—
PSA.33.15	he who forms the hearts of all,
PSA.33.15	who considers everything they do.
PSA.33.16	No king is saved by the size of his army;
PSA.33.16	no warrior escapes by his great strength.
PSA.33.17	A horse is a vain hope for deliverance;
PSA.33.17	despite all its great strength it cannot save.
PSA.33.18	But the eyes of the 
PSA.33.18	on those whose hope is in his unfailing love,
PSA.33.19	to deliver them from death
PSA.33.19	and keep them alive in famine.
PSA.33.20	We wait in hope for the 
PSA.33.20	he is our help and our shield.
PSA.33.21	In him our hearts rejoice,
PSA.33.21	for we trust in his holy name.
PSA.33.22	May your unfailing love be with us, 
PSA.33.22	even as we put our hope in you.
PSA.34.1	I will extol the 
PSA.34.1	his praise will always be on my lips.
PSA.34.2	I will glory in the 
PSA.34.2	let the afflicted hear and rejoice.
PSA.34.3	Glorify the 
PSA.34.3	let us exalt his name together.
PSA.34.4	I sought the 
PSA.34.4	he delivered me from all my fears.
PSA.34.5	Those who look to him are radiant;
PSA.34.5	their faces are never covered with shame.
PSA.34.6	This poor man called, and the 
PSA.34.6	he saved him out of all his troubles.
PSA.34.7	The angel of the 
PSA.34.7	and he delivers them.
PSA.34.8	Taste and see that the 
PSA.34.8	blessed is the one who takes refuge in him.
PSA.34.9	Fear the 
PSA.34.9	for those who fear him lack nothing.
PSA.34.10	The lions may grow weak and hungry,
PSA.34.10	but those who seek the 
PSA.34.11	Come, my children, listen to me;
PSA.34.11	I will teach you the fear of the 
PSA.34.12	Whoever of you loves life
PSA.34.12	and desires to see many good days,
PSA.34.13	keep your tongue from evil
PSA.34.13	and your lips from telling lies.
PSA.34.14	Turn from evil and do good;
PSA.34.14	seek peace and pursue it.
PSA.34.15	The eyes of the 
PSA.34.15	and his ears are attentive to their cry;
PSA.34.16	but the face of the 
PSA.34.16	to blot out their name from the earth.
PSA.34.17	The righteous cry out, and the 
PSA.34.17	he delivers them from all their troubles.
PSA.34.18	The 
PSA.34.18	and saves those who are crushed in spirit.
PSA.34.19	The righteous person may have many troubles,
PSA.34.19	but the 
PSA.34.20	he protects all his bones,
PSA.34.20	not one of them will be broken.
PSA.34.21	Evil will slay the wicked;
PSA.34.21	the foes of the righteous will be condemned.
PSA.34.22	The 
PSA.34.22	no one who takes refuge in him will be condemned.
PSA.35.1	Contend, 
PSA.35.1	fight against those who fight against me.
PSA.35.2	Take up shield and armor;
PSA.35.2	arise and come to my aid.
PSA.35.3	Brandish spear and javelin
PSA.35.3	against those who pursue me.
PSA.35.3	Say to me,
PSA.35.3	“I am your salvation.”
PSA.35.4	May those who seek my life
PSA.35.4	be disgraced and put to shame;
PSA.35.4	may those who plot my ruin
PSA.35.4	be turned back in dismay.
PSA.35.5	May they be like chaff before the wind,
PSA.35.5	with the angel of the 
PSA.35.6	may their path be dark and slippery,
PSA.35.6	with the angel of the 
PSA.35.7	Since they hid their net for me without cause
PSA.35.7	and without cause dug a pit for me,
PSA.35.8	may ruin overtake them by surprise—
PSA.35.8	may the net they hid entangle them,
PSA.35.8	may they fall into the pit, to their ruin.
PSA.35.9	Then my soul will rejoice in the 
PSA.35.9	and delight in his salvation.
PSA.35.10	My whole being will exclaim,
PSA.35.10	“Who is like you, 
PSA.35.10	You rescue the poor from those too strong for them,
PSA.35.10	the poor and needy from those who rob them.”
PSA.35.11	Ruthless witnesses come forward;
PSA.35.11	they question me on things I know nothing about.
PSA.35.12	They repay me evil for good
PSA.35.12	and leave me like one bereaved.
PSA.35.13	Yet when they were ill, I put on sackcloth
PSA.35.13	and humbled myself with fasting.
PSA.35.13	When my prayers returned to me unanswered,
PSA.35.14	I went about mourning
PSA.35.14	as though for my friend or brother.
PSA.35.14	I bowed my head in grief
PSA.35.14	as though weeping for my mother.
PSA.35.15	But when I stumbled, they gathered in glee;
PSA.35.15	assailants gathered against me without my knowledge.
PSA.35.15	They slandered me without ceasing.
PSA.35.16	Like the ungodly they maliciously mocked;
PSA.35.16	they gnashed their teeth at me.
PSA.35.17	How long, Lord, will you look on?
PSA.35.17	Rescue me from their ravages,
PSA.35.17	my precious life from these lions.
PSA.35.18	I will give you thanks in the great assembly;
PSA.35.18	among the throngs I will praise you.
PSA.35.19	Do not let those gloat over me
PSA.35.19	who are my enemies without cause;
PSA.35.19	do not let those who hate me without reason
PSA.35.19	maliciously wink the eye.
PSA.35.20	They do not speak peaceably,
PSA.35.20	but devise false accusations
PSA.35.20	against those who live quietly in the land.
PSA.35.21	They sneer at me and say, “Aha! Aha!
PSA.35.21	With our own eyes we have seen it.”
PSA.35.22	Do not be far from me, Lord.
PSA.35.23	Awake, and rise to my defense!
PSA.35.23	Contend for me, my God and Lord.
PSA.35.24	Vindicate me in your righteousness, 
PSA.35.24	do not let them gloat over me.
PSA.35.25	Do not let them think, “Aha, just what we wanted!”
