GEN.1.1	In the beginning, when God created the universe,
PSA.90.9	Our life is cut short by your anger;
PSA.90.9	it fades away like a whisper.
PSA.90.10	eighty years, if we are strong;
PSA.90.10	yet all they bring us is trouble and sorrow;
PSA.90.10	life is soon over, and we are gone.
PSA.90.11	Who has felt the full power of your anger?
PSA.90.11	Who knows what fear your fury can bring?
PSA.90.12	Teach us how short our life is,
PSA.90.12	so that we may become wise.
PSA.90.13	How much longer will your anger last?
PSA.90.13	Have pity, O 
PSA.90.14	Fill us each morning with your constant love,
PSA.90.14	so that we may sing and be glad all our life.
PSA.90.15	Give us now as much happiness as the sadness you gave us
PSA.90.15	during all our years of misery.
PSA.90.16	Let us, your servants, see your mighty deeds;
PSA.90.16	let our descendants see your glorious might.
PSA.90.17	Lord our God, may your blessings be with us.
PSA.90.17	Give us success in all we do!
PSA.91.1	Whoever goes to the 
PSA.91.1	whoever remains under the protection of the Almighty,
PSA.91.2	can say to him,
PSA.91.2	“You are my defender and protector.
PSA.91.2	You are my God; in you I trust.”
PSA.91.3	He will keep you safe from all hidden dangers
PSA.91.3	and from all deadly diseases.
PSA.91.4	He will cover you with his wings;
PSA.91.4	you will be safe in his care;
PSA.91.4	his faithfulness will protect and defend you.
PSA.91.5	You need not fear any dangers at night
PSA.91.5	or sudden attacks during the day
PSA.91.6	or the plagues that strike in the dark
PSA.91.6	or the evils that kill in daylight.
PSA.91.7	A thousand may fall dead beside you,
PSA.91.7	ten thousand all around you,
PSA.91.7	but you will not be harmed.
PSA.91.8	You will look and see
PSA.91.8	how the wicked are punished.
PSA.91.9	You have made the 
PSA.91.9	the Most High your protector,
PSA.91.10	and so no disaster will strike you,
PSA.91.10	no violence will come near your home.
PSA.91.11	to protect you wherever you go.
PSA.91.12	to keep you from hurting your feet on the stones.
PSA.91.13	fierce lions and poisonous snakes.
PSA.91.14	God says, “I will save those who love me
PSA.91.14	and will protect those who acknowledge me as 
PSA.91.15	When they call to me, I will answer them;
PSA.91.15	when they are in trouble, I will be with them.
PSA.91.15	I will rescue them and honor them.
PSA.91.16	I will reward them with long life;
PSA.91.16	I will save them.”
PSA.92.1	How good it is to give thanks to you, O 
PSA.92.1	to sing in your honor, O Most High God,
PSA.92.2	to proclaim your constant love every morning
PSA.92.2	and your faithfulness every night,
PSA.92.3	with the music of stringed instruments
PSA.92.3	and with melody on the harp.
PSA.92.4	Your mighty deeds, O 
PSA.92.4	because of what you have done, I sing for joy.
PSA.92.5	How great are your actions, 
PSA.92.5	How deep are your thoughts!
PSA.92.6	someone who is stupid cannot understand:
PSA.92.7	the wicked may grow like weeds,
PSA.92.7	those who do wrong may prosper;
PSA.92.7	yet they will be totally destroyed,
PSA.92.8	because you, 
PSA.92.9	We know that your enemies will die,
PSA.92.9	and all the wicked will be defeated.
PSA.92.10	You have made me as strong as a wild ox;
PSA.92.10	you have blessed me with happiness.
PSA.92.11	I have seen the defeat of my enemies
PSA.92.11	and heard the cries of the wicked.
PSA.92.12	The righteous will flourish like palm trees;
PSA.92.12	they will grow like the cedars of Lebanon.
PSA.92.13	They are like trees planted in the house of the 
PSA.92.13	that flourish in the Temple of our God,
PSA.92.14	that still bear fruit in old age
PSA.92.14	and are always green and strong.
PSA.92.15	This shows that the 
PSA.92.15	that there is no wrong in my protector.
PSA.93.1	The 
PSA.93.1	He is clothed with majesty and strength.
PSA.93.1	The earth is set firmly in place
PSA.93.1	and cannot be moved.
PSA.93.2	Your throne, O 
PSA.93.2	and you existed before time began.
PSA.93.3	The ocean depths raise their voice, O 
PSA.93.3	they raise their voice and roar.
PSA.93.4	The 
PSA.93.4	greater than the roar of the ocean,
PSA.93.4	more powerful than the waves of the sea.
PSA.93.5	Your laws are eternal, 
PSA.93.5	and your Temple is holy indeed,
PSA.93.5	forever and ever.
PSA.94.1	reveal your anger!
PSA.94.2	You are the judge of us all;
PSA.94.2	rise and give the proud what they deserve!
PSA.94.3	How much longer will the wicked be glad?
PSA.94.3	How much longer, 
PSA.94.4	How much longer will criminals be proud
PSA.94.4	and boast about their crimes?
PSA.94.5	They crush your people, 
PSA.94.5	they oppress those who belong to you.
PSA.94.6	They kill widows and orphans,
PSA.94.6	and murder the strangers who live in our land.
PSA.94.7	They say, “The 
PSA.94.7	the God of Israel does not notice.”
PSA.94.8	My people, how can you be such stupid fools?
PSA.94.8	When will you ever learn?
PSA.94.9	God made our ears—can't he hear?
PSA.94.9	He made our eyes—can't he see?
PSA.94.10	He scolds the nations—won't he punish them?
PSA.94.10	He is the teacher of us all—hasn't he any knowledge?
PSA.94.11	he knows how senseless our reasoning is.
PSA.94.12	the ones to whom you teach your law!
PSA.94.13	You give them rest from days of trouble
PSA.94.13	until a pit is dug to trap the wicked.
PSA.94.14	The 
PSA.94.14	he will not desert those who belong to him.
PSA.94.15	Justice will again be found in the courts,
PSA.94.15	and all righteous people will support it.
PSA.94.16	Who stood up for me against the wicked?
PSA.94.16	Who took my side against the evildoers?
PSA.94.17	If the 
PSA.94.17	I would have gone quickly to the land of silence.
PSA.94.18	I said, “I am falling”;
PSA.94.18	but your constant love, O 
PSA.94.19	Whenever I am anxious and worried,
PSA.94.19	you comfort me and make me glad.
PSA.94.20	You have nothing to do with corrupt judges,
PSA.94.20	who make injustice legal,
PSA.94.21	who plot against good people
PSA.94.21	and sentence the innocent to death.
PSA.94.22	But the 
PSA.94.22	my God protects me.
PSA.94.23	He will punish them for their wickedness
PSA.94.23	and destroy them for their sins;
PSA.94.23	the 
PSA.95.1	Come, let us praise the 
PSA.95.1	Let us sing for joy to God, who protects us!
PSA.95.2	Let us come before him with thanksgiving
PSA.95.2	and sing joyful songs of praise.
PSA.95.3	For the 
PSA.95.3	a mighty king over all the gods.
PSA.95.4	He rules over the whole earth,
PSA.95.4	from the deepest caves to the highest hills.
PSA.95.5	He rules over the sea, which he made;
PSA.95.5	the land also, which he himself formed.
PSA.95.6	Come, let us bow down and worship him;
PSA.95.6	let us kneel before the 
PSA.95.7	we are the people he cares for,
PSA.95.7	the flock for which he provides.
PSA.95.7	Listen today to what he says:
PSA.95.8	as they were that day in the desert at Massah.
PSA.95.9	There they put me to the test and tried me,
PSA.95.9	although they had seen what I did for them.
PSA.95.10	For forty years I was disgusted with those people.
PSA.95.10	I said, ‘How disloyal they are!
PSA.95.10	They refuse to obey my commands.’
PSA.95.11	‘You will never enter the land
PSA.95.11	where I would have given you rest.’”
PSA.96.1	Sing a new song to the 
PSA.96.1	Sing to the 
PSA.96.2	Sing to the 
PSA.96.2	Proclaim every day the good news that he has saved us.
PSA.96.3	Proclaim his glory to the nations,
PSA.96.3	his mighty deeds to all peoples.
PSA.96.4	The 
PSA.96.4	he is to be honored more than all the gods.
PSA.96.5	The gods of all other nations are only idols,
PSA.96.5	but the 
PSA.96.6	Glory and majesty surround him;
PSA.96.6	power and beauty fill his Temple.
PSA.96.7	praise his glory and might.
PSA.96.8	Praise the 
PSA.96.8	bring an offering and come into his Temple.
PSA.96.9	Bow down before the Holy One when he appears;
PSA.96.9	tremble before him, all the earth!
PSA.96.10	Say to all the nations, “The 
PSA.96.10	The earth is set firmly in place and cannot be moved;
PSA.96.10	he will judge the peoples with justice.”
PSA.96.11	Be glad, earth and sky!
PSA.96.11	Roar, sea, and every creature in you;
PSA.96.12	be glad, fields, and everything in you!
PSA.96.12	The trees in the woods will shout for joy
PSA.96.13	when the 
PSA.96.13	He will rule the peoples of the world
PSA.96.13	with justice and fairness.
PSA.97.1	The 
PSA.97.1	Rejoice, you islands of the seas!
PSA.97.2	Clouds and darkness surround him;
PSA.97.2	he rules with righteousness and justice.
PSA.97.3	Fire goes in front of him
PSA.97.3	and burns up his enemies around him.
PSA.97.4	His lightning lights up the world;
PSA.97.4	the earth sees it and trembles.
PSA.97.5	The hills melt like wax before the 
PSA.97.5	before the Lord of all the earth.
PSA.97.6	The heavens proclaim his righteousness,
PSA.97.6	and all the nations see his glory.
PSA.97.7	Everyone who worships idols is put to shame;
PSA.97.7	all the gods bow down
PSA.97.8	The people of Zion are glad,
PSA.97.8	and the cities of Judah rejoice
PSA.97.8	because of your judgments, O 
PSA.97.9	you are much greater than all the gods.
PSA.97.10	The 
PSA.97.10	he protects the lives of his people;
PSA.97.10	he rescues them from the power of the wicked.
PSA.97.11	Light shines on the righteous,
PSA.97.11	and gladness on the good.
PSA.97.12	All you that are righteous be glad
PSA.97.12	because of what the 
PSA.97.12	Remember what the holy God has done,
PSA.97.12	and give thanks to him.
PSA.98.1	Sing a new song to the 
PSA.98.1	he has done wonderful things!
PSA.98.1	By his own power and holy strength
PSA.98.1	he has won the victory.
PSA.98.2	The 
PSA.98.2	he made his saving power known to the nations.
PSA.98.3	He kept his promise to the people of Israel
PSA.98.3	with loyalty and constant love for them.
PSA.98.3	All people everywhere have seen the victory of our God.
PSA.98.4	Sing for joy to the 
PSA.98.4	praise him with songs and shouts of joy!
PSA.98.5	Sing praises to the 
PSA.98.5	Play music on the harps!
PSA.98.6	Blow trumpets and horns,
PSA.98.6	and shout for joy to the 
PSA.98.7	Roar, sea, and every creature in you;
PSA.98.7	sing, earth, and all who live on you!
PSA.98.8	Clap your hands, you rivers;
PSA.98.8	you hills, sing together with joy before the 
PSA.98.9	because he comes to rule the earth.
PSA.98.9	He will rule the peoples of the world
PSA.98.9	with justice and fairness.
PSA.99.1	and the people tremble.
PSA.99.1	He sits on his throne above the winged creatures,
PSA.99.1	and the earth shakes.
PSA.99.2	The 
PSA.99.2	he is supreme over all the nations.
PSA.99.3	Everyone will praise his great and majestic name.
PSA.99.3	Holy is he!
PSA.99.4	Mighty king,
PSA.99.4	you have established justice in Israel;
PSA.99.4	you have brought righteousness and fairness.
PSA.99.5	Praise the 
PSA.99.5	worship before his throne!
PSA.99.5	Holy is he!
PSA.99.6	Moses and Aaron were his priests,
PSA.99.6	and Samuel was one who prayed to him;
PSA.99.6	they called to the 
PSA.99.7	they obeyed the laws and commands that he gave them.
PSA.99.8	O 
PSA.99.8	you showed them that you are a God who forgives,
PSA.99.8	even though you punished them for their sins.
PSA.99.9	Praise the 
PSA.99.9	and worship at his sacred hill!
PSA.99.9	The 
PSA.100.1	Sing to the 
PSA.100.2	Worship the 
PSA.100.2	come before him with happy songs!
PSA.100.3	Acknowledge that the 
PSA.100.3	He made us, and we belong to him;
PSA.100.3	we are his people, we are his flock.
PSA.100.4	Enter the Temple gates with thanksgiving;
PSA.100.4	go into its courts with praise.
PSA.100.4	Give thanks to him and praise him.
PSA.100.5	his love is eternal
PSA.100.5	and his faithfulness lasts forever.
PSA.101.1	My song is about loyalty and justice,
PSA.101.1	and I sing it to you, O 
PSA.101.2	My conduct will be faultless.
PSA.101.2	When will you come to me?
PSA.101.2	I will live a pure life in my house
PSA.101.3	and will never tolerate evil.
PSA.101.3	I hate the actions of those who turn away from God;
PSA.101.3	I will have nothing to do with them.
PSA.101.4	I will not be dishonest
PSA.101.4	and will have no dealings with evil.
PSA.101.5	I will get rid of anyone
PSA.101.5	who whispers evil things about someone else;
PSA.101.5	I will not tolerate anyone
PSA.101.5	who is proud and arrogant.
PSA.101.6	I will approve of those who are faithful to God
PSA.101.6	and will let them live in my palace.
PSA.101.6	Those who are completely honest
PSA.101.6	will be allowed to serve me.
PSA.101.7	No liar will live in my palace;
PSA.101.7	no hypocrite will remain in my presence.
PSA.101.8	Day after day I will destroy
PSA.101.8	the wicked in our land;
PSA.101.8	I will expel all who are evil
PSA.101.8	from the city of the 
PSA.102.1	Listen to my prayer, O 
PSA.102.1	and hear my cry for help!
PSA.102.2	When I am in trouble,
PSA.102.2	don't turn away from me!
PSA.102.2	Listen to me,
PSA.102.2	and answer me quickly when I call!
PSA.102.3	My life is disappearing like smoke;
PSA.102.3	my body is burning like fire.
PSA.102.4	I am beaten down like dry grass;
PSA.102.4	I have lost my desire for food.
PSA.102.5	I groan aloud;
PSA.102.5	I am nothing but skin and bones.
PSA.102.6	I am like a wild bird in the desert,
PSA.102.6	like an owl in abandoned ruins.
PSA.102.7	I lie awake;
PSA.102.7	I am like a lonely bird on a housetop.
PSA.102.8	All day long my enemies insult me;
PSA.102.8	those who mock me use my name in cursing.
PSA.102.9+PSA.102.10	Because of your anger and fury,
PSA.102.9+PSA.102.10	ashes are my food,
PSA.102.9+PSA.102.10	and my tears are mixed with my drink.
PSA.102.9+PSA.102.10	You picked me up and threw me away.
PSA.102.11	My life is like the evening shadows;
PSA.102.11	I am like dry grass.
PSA.102.12	But you, O 
PSA.102.12	all generations will remember you.
