GEN.1.1	Ku lubereberye Katonda yatonda eggulu n'ensi.
ISA.54.1	atalumwanga kuzaala!
ISA.54.1	kubanga abaana b'oyo atalina bba bangi
ISA.54.1	okusinga abaana b'omukazi eyafumbirwa, bw'ayogera Mukama.
ISA.54.2	Gaziya ekifo eky'eweema yo,
ISA.54.2	era babambe amagigi g'ennyumba zo;
ISA.54.2	tokwata mpola, wanvuya emigwa gyo,
ISA.54.2	onyweze enkondo zo.
ISA.54.3	Kubanga olyanjaala ku mukono ogwa ddyo ne ku gwa kkono;
ISA.54.3	n'ezzadde lyo lirirya amawanga,
ISA.54.3	era lirituuza abantu mu bibuga ebyalekebwayo.
ISA.54.4	Totya: kubanga tolikwatibwa nsonyi,
ISA.54.4	so toswala, kubanga ensonyi tezirikukwata:
ISA.54.4	kubanga olyerabira ensonyi ez'omu buvubuka bwo,
ISA.54.4	n'ekivume ky'obwannamwandu bwo tolikijjukira nate.
ISA.54.5	Kubanga Omutonzi wo ye balo;
ISA.54.5	Mukama ow'eggye lye linnya lye;
ISA.54.5	era Omutukuvu wa Isiraeri ye mununuzi wo;
ISA.54.5	ayitibwa Katonda w'ensi zonna.
ISA.54.6	Kubanga Mukama akuyise
ISA.54.6	ng'omukazi eyalekebwawo n'omwoyo gwe nga guliko obuyinike,
ISA.54.6	ng'omukazi owo mu buvubuka bw'agobebwa,
ISA.54.6	bw'ayogera Katonda wo.
ISA.54.7	Nkuleseewo akaseera katono;
ISA.54.7	naye ndikukuŋŋaanya n'okusaasira kungi.
ISA.54.8	Obusungu obwanjaala bwe bwankwata,
ISA.54.8	nnakukisa amaaso gange akaseera;
ISA.54.8	naye ndikusaasira n'ekisa ekitaliggwaawo,
ISA.54.8	bw'ayogera Mukama omununuzi wo.
ISA.54.9	Kubanga ekyo kiri ng'amazzi ga Nuuwa gye ndi;
ISA.54.9	kuba nga bwe nnalayira ng'amazzi ga Nuuwa tegakyayanjaala ku nsi
ISA.54.9	bwe ntyo bwe ndayidde nga sirikusunguwalira so sirikunenya.
ISA.54.10	Kubanga ensozi zirivaawo
ISA.54.10	n'obusozi buliggibwawo;
ISA.54.10	naye ekisa kyange tekirikuvaako
ISA.54.10	so n'endagaano yange ey'emirembe teriggibwawo,
ISA.54.10	bw'ayogera Mukama akusaasira.
ISA.54.11	Ggwe abonyaabonyezebwa, asuukundibwa n'omuyaga so tosanyusibwa,
ISA.54.11	laba, nditeeka amayinja go mu mabala amalungi,
ISA.54.11	ne nsimba emisingi gyo ne safiro.
ISA.54.12	N'ebitikkiro byo ndibikola n'amayinja amatwakaavu,
ISA.54.12	n'enzigi zo ne kabunkulo,
ISA.54.12	n'ensalo yo yonna n'amayinja agasanyusa.
ISA.54.13	N'abaana bo bonna baliyigirizibwa Mukama;
ISA.54.13	n'emirembe gy'abaana bo giriba mingi.
ISA.54.14	Mu butuukirivu mw'oliyima okunywezebwa;
ISA.54.14	onoobanga wala n'okujoogebwa, kubanga tolitya;
ISA.54.14	onoobanga wala n'entiisa, kubanga terikusemberera.
ISA.54.15	Laba, mpozzi balikuŋŋaana
ISA.54.15	naye si nze ndibakuŋŋaanya;
ISA.54.15	buli alikukuŋŋaanirako
ISA.54.15	aligwa ku lulwo.
ISA.54.16	Laba, nnatonda omuweesi
ISA.54.16	afukuta omuliro gw'amanda,
ISA.54.16	n'aggyamu ekintu ekikola omulimu gwe;
ISA.54.16	era nnatonda n'omuzikiriza okufaafaaganya.
ISA.54.17	Tewaabenga kya kulwanyisa kye baliweesa okulwana naawe ekiriraba omukisa;
ISA.54.17	era buli lulimi olulikugolokokerako okuwoza naawe olirusinga.
ISA.54.17	Obwo bwe busika obw'abaddu ba Mukama,
ISA.54.17	n'obutuukirivu bwabwe obuva gye ndi, bw'ayogera Mukama.
ISA.55.1	“Kale ajje, buli muntu alumiddwa ennyonta,
ISA.55.1	ajje eri amazzi,
ISA.55.1	n'oyo atalina zigula,
ISA.55.1	ajje, agule alye!
ISA.55.1	weewaawo, mujje, mugule omwenge n'amata
ISA.55.1	ebitali bya kugula ebitaliiko muwendo gwa kusasula.
ISA.55.2	Lwaki musaasanya ensimbi zammwe ku ebyo ebitali bya kulya,
ISA.55.2	lwaki okuteganira ebyo ebitakkutibwa?
ISA.55.2	mumpulirize n'obwegendereza, mulye ebirungi,
ISA.55.2	obulamu bwammwe busanyukire amasavu.
ISA.55.3	Mutege amatu gammwe, mujje gye ndi;
ISA.55.3	muwulire, mubeere abalamu;
ISA.55.3	nange naalagaana nammwe endagaano eteriggwaawo,
ISA.55.3	kwe kusaasira kwa Dawudi okw'enkalakkalira.
ISA.55.4	Laba, mmuwaddeyo okuba omujulirwa eri amawanga,
ISA.55.4	omukulu era omugabe eri amawanga.
ISA.55.5	Laba, oliyita eggwanga lye wali tomanyi,
ISA.55.5	era eggwanga eryali terikumanyi liriddukira gy'oli,
ISA.55.5	ku lwa Mukama Katonda wo ne ku lw'Omutukuvu wa Isiraeri;
ISA.55.5	kubanga akugulumizizza.
ISA.55.6	Munoonye Mukama nga bw'akyayinzika okulabika,
ISA.55.6	mumukaabirire nga bw'akyali okumpi:
ISA.55.7	omubi aleke ekkubo lye,
ISA.55.7	n'omuntu atali mutuukirivu aleke ebirowoozo bye;
ISA.55.7	era akomewo eri Mukama, naye anaamusaasira;
ISA.55.7	adde eri Katonda waffe, kubanga anaasonyiyira ddala nnyo.
ISA.55.8	Kubanga ebirowoozo byange si birowoozo byammwe,
ISA.55.8	so n'amakubo gammwe si makubo gange, bw'ayogera Mukama.
ISA.55.9	Kuba eggulu nga bwe lisinga ensi obugulumivu,
ISA.55.9	amakubo gange bwe gasinga bwe gatyo amakubo gammwe,
ISA.55.9	n'ebirowoozo byange ebirowoozo byammwe.
ISA.55.10	Kuba enkuba nga bw'ekka n'omuzira okuva mu ggulu,
ISA.55.10	ne bitaddayo, naye ne bifukirira ettaka,
ISA.55.10	ne birimeza ne biribaza,
ISA.55.10	ne biwa omusizi ensigo n'omuli eby'okulya;
ISA.55.11	bwe kityo bwe kinaabanga ekigambo kyange ekiva mu kamwa kange:
ISA.55.11	tekiridda gye ndi nga kyereere,
ISA.55.11	naye kirikola ekyo kye njagala,
ISA.55.11	era kiriraba omukisa mu ekyo kye nnakitumirira.
ISA.55.12	Kubanga mulifuluma n'essanyu,
ISA.55.12	mulitwalibwa n'emirembe okuvaayo:
ISA.55.12	ensozi n'obusozi ziribaguka
ISA.55.12	okuyimba mu maaso gammwe,
ISA.55.12	n'emiti gyonna egy'oku ttale girikuba mu ngalo.
ISA.55.13	Mu kifo ky'omweramannyo mulimera olusambya,
ISA.55.13	ne mu kifo ky'omutovu mulimera omumwanyi;
ISA.55.13	ekyo kiribaawo erinnya lya Mukama limanyibwe,
ISA.55.13	akabonero akataliggwaawo akataliggibwawo.”
ISA.56.1	Bw'atyo bw'ayogera Mukama
ISA.56.1	nti, “Mukole eby'amazima era mukolenga eby'obutuukirivu,
ISA.56.1	kubanga obulokozi bwange bunaatera okujja,
ISA.56.1	n'obutuukirivu bwange bunaatera okubikkulibwa.
ISA.56.2	Alina omukisa omuntu akola ekyo,
ISA.56.2	n'omwana w'omuntu akinyweza;
ISA.56.2	akwata Ssabbiiti obutagyonoona,
ISA.56.2	n'akuuma omukono gwe obutakola bubi bwonna.”
ISA.56.3	So ne munnaggwanga eyeegatta ne Mukama tayogeranga
ISA.56.3	nti, “Mukama talirema kunjawula n'abantu be,”
ISA.56.3	so n'omulaawe tayogeranga
ISA.56.3	nti, “Laba, ndi muti mukalu.”
ISA.56.4	Kubanga bw'atyo bw'ayogera Mukama
ISA.56.4	nti, “ Eri abalaawe abakwata Ssabbiiti zange,
ISA.56.4	ne beeroboza ebyo bye nsanyukira,
ISA.56.4	ne banyweza endagaano yange.
ISA.56.5	Nti: Abo be ndiwa ekijjukizo
ISA.56.5	n'erinnya erisinga ery'abaana ab'obulenzi n'ab'obuwala
ISA.56.5	mu nnyumba yange mu bisenge byamu,
ISA.56.5	ndibawa erinnya eritaliggwaawo
ISA.56.5	eritaliggibwawo.
ISA.56.6	Era ne bannamawanga abeegatta ne Mukama,
ISA.56.6	okumuweerezanga, n'okwagalanga erinnya lya Mukama,
ISA.56.6	okuba abaddu be,
ISA.56.6	buli muntu akwata Ssabbiiti obutagyonoona,
ISA.56.6	n'anyweza endagaano yange;
ISA.56.7	abo ndibaleeta ku lusozi lwange olutukuvu,
ISA.56.7	ne mbasanyusa mu nnyumba yange ey'okusabirangamu;
ISA.56.7	ebyabwe ebiweebwayo ebyokebwa ne ssaddaaka zaabwe
ISA.56.7	birikkirizibwa ku kyoto kyange:
ISA.56.7	kubanga ennyumba yange eneeyitibwanga nnyumba ya kusabirangamu
ISA.56.7	eri amawanga gonna.
ISA.56.8	Mukama Katonda akuŋŋaanya aba Isiraeri abaagobebwa
ISA.56.8	ayogera nti, Oliba olyawo ne mmukuŋŋaanyiza n'abalala,
ISA.56.8	obutassaako babe abakuŋŋaanyizibbwa.”
ISA.56.9	Mmwe mwenna ensolo ez'omu nsiko, mujje okulya,
ISA.56.9	mmwe mwenna ensolo ez'omu kibira.
ISA.56.10	Abakuumi be bazibe b'amaaso,
ISA.56.10	bonna tebalina kumanya;
ISA.56.10	bonna mbwa nsirusiru,
ISA.56.10	tebayinza kuboggola;
ISA.56.10	baloota, nga bagalamira,
ISA.56.10	baagala okubongoota.
ISA.56.11	Weewaawo, embwa za mululu,
ISA.56.11	teziyinza kukkuta ennaku zonna;
ISA.56.11	ne bano basumba abatayinza kutegeera;
ISA.56.11	bonna bakyamidde mu kkubo lyabwe bo,
ISA.56.11	buli muntu eri amagoba ge, okuva mu njuyi zonna.
ISA.56.12	Boogera nti, “Mujje, nnaakima omwenge,
ISA.56.12	ne twekamirira ekitamiiza;
ISA.56.12	n'olw'enkya luliba ng'olwa leero,
ISA.56.12	olukulu olutenkanika.”
ISA.57.1	Omutuukirivu azikirira,
ISA.57.1	so tewali akissaako mwoyo;
ISA.57.1	n'abantu ab'ekisa baggibwawo,
ISA.57.1	nga tewali alowooza
ISA.57.1	ng'omutuukirivu aggibwa mu bubi obugenda okujja.
ISA.57.2	Ayingira mu mirembe;
ISA.57.2	bawummulira ku bitanda byabwe,
ISA.57.2	buli muntu atambulira mu bugolokofu bwe.
ISA.57.3	Naye musembere wano,
ISA.57.3	mmwe batabani b'omukazi omulogo,
ISA.57.3	ezzadde ly'omwenzi n'omukazi eyeetunda.
ISA.57.4	Muzannyira ku ani?
ISA.57.4	ani gwe mukongoola ne mumusoomoza?
ISA.57.4	temuli baana ba kusobya,
ISA.57.4	zzadde lya bulimba,
ISA.57.5	mmwe abeereetera okwegomba mu mivule,
ISA.57.5	wansi wa buli muti ogumera;
ISA.57.5	abattira abaana mu biwonvu
ISA.57.5	wansi w'enjatika z'enjazi?
ISA.57.6	Mu mayinja amaweweevu ag'omu kiwonvu
ISA.57.6	we wali omugabo gwo; ago, ago kye kitundu kyo;
ISA.57.6	ago ge wafuukira ekiweebwayo eky'okunywa,
ISA.57.6	ge wawa ekirabo.
ISA.57.6	Ndiwooyawooyezebwa ebyo nga bibaddewo?
ISA.57.7	Ku lusozi oluwanvu olugulumivu
ISA.57.7	kwe wasimba ekitanda kyo;
ISA.57.7	era eyo gye walinnyanga okuwaayo ssaddaaka.
ISA.57.8	Era wasimba ekijjukizo kyo emabega w'enzigi n'emifuubeeto,
ISA.57.8	kubanga weebikkulidde omulala atali nze,
ISA.57.8	era olinnye ogaziyizza ekitanda kyo
ISA.57.8	ne weeragaanira endagaano nabo;
ISA.57.8	wayagala ekitanda kyabwe gye wakirabira.
ISA.57.9	N'ogenda eri kabaka ng'olina amafuta ag'omugavu,
ISA.57.9	n'oyongera kalifuwa wo,
ISA.57.9	n'otuma wala ababaka bo,
ISA.57.9	ne weetoowaza okutuusa ne mu magombe.
ISA.57.10	Olugendo lwo lwayinga obunene ne lukukooya;
ISA.57.10	naye n'otoyogera nti, “ Tewali ssuubi;”
ISA.57.10	walaba ekyakuzzaamu amaanyi;
ISA.57.10	kyewava olema okuzirika.
ISA.57.11	Era ani gwe watya n'otekemuka
ISA.57.11	n'okulimba n'olimba
ISA.57.11	n'otonjijukira nze,
ISA.57.11	so tokissanga ku mwoyo?
ISA.57.11	obw'edda ssaasirika busirisi,
ISA.57.11	naawe n'otontya?
ISA.57.12	Ndibuulira obutuukirivu bwo,
ISA.57.12	n'ebikolwa byo nabyo tebirikugasa.
ISA.57.13	Bw'okaaba, abo be wakuŋŋaanya bakulokole;
ISA.57.13	naye empewo eribatwala,
ISA.57.13	omukka gulibaggirawo ddala bonna;
ISA.57.13	naye oyo aneesiga nze ye alirya ensi,
ISA.57.13	era ye alisikira olusozi olutukuvu.
ISA.57.14	Era alyogera
ISA.57.14	nti, “ Mugulumize, mugulumize, mulongoose ekkubo,
ISA.57.14	muggye enkonge mu kkubo ly'abantu bange.”
ISA.57.15	Kubanga bw'atyo bw'ayogera oyo ali waggulu omugulumivu
ISA.57.15	atuula mu butaliggwaawo, erinnya lye Mutukuvu,
ISA.57.15	nti, “ Ntuula mu kifo ekigulumivu ekitukuvu,
ISA.57.15	era wamu n'oyo alina omwoyo oguboneredde omukkakkamu,
ISA.57.15	okulamya omwoyo gw'abakkakkamu,
ISA.57.15	n'okulamya omutima gw'abo ababoneredde.
ISA.57.16	Kubanga siriwakana ennaku zonna,
ISA.57.16	so sirisunguwala emirembe gyonna:
ISA.57.16	kubanga omwoyo gwandiggweereddewo mu maaso gange,
ISA.57.16	n'emmeeme ze nnakola.
ISA.57.17	Olw'omululu gwe ogutali gwa butuukirivu kyennava nsunguwala
ISA.57.17	ne mmukuba, nnakweka amaaso gange ne nsunguwala;
ISA.57.17	ne yeeyongera okugenda mu maaso ng'abambaala mu kkubo ly'omutima gwe.
ISA.57.18	Ndabye amakubo ge, era ndimuwonya;
ISA.57.18	n'okuluŋŋamya ndimuluŋŋamya, ne mmuddiza ebisanyusa
ISA.57.18	ye n'abo abamukaabirako.
ISA.57.19	Nze ntonda ebibala eby'emimwa: Emirembe, emirembe eri oyo ali ewala n'eri oyo ali okumpi, bw'ayogera Mukama;
ISA.57.19	nange ndimuwonya.
ISA.57.20	Naye ababi baliŋŋaanga ennyanja esiikuuka;
ISA.57.20	kubanga teyinza kuteeka,
ISA.57.20	n'amazzi gaayo gasiikuuka ebitosi n'ebisasiro.
ISA.57.21	Tewali mirembe, bw'ayogera Katonda wange, eri ababi.”
ISA.58.1	Yogerera waggulu, tosirika,
ISA.58.1	yimusa eddoboozi lyo ng'ekkondeere,
ISA.58.1	obuulire abantu bange okusobya kwabwe,
ISA.58.1	n'ennyumba ya Yakobo ebibi byabwe.
ISA.58.2	Naye bannoonya bulijjo,
ISA.58.2	era basanyuka okumanya amakubo gange;
ISA.58.2	ng'eggwanga eryakolanga eby'obutuukirivu,
ISA.58.2	ne bataleka kiragiro kya Katonda waabwe,
ISA.58.2	bansaba ebiragiro eby'obutuukirivu,
ISA.58.2	basanyuka okusemberera Katonda.
ISA.58.3	Lwaki ffe okusiiba, bwe boogera, naawe n'otolaba?
ISA.58.3	Lwaki ffe okubonyaabonya obulamu bwaffe, naawe n'otokissaako mwoyo?
ISA.58.3	Laba, ku lunaku olw'okusiiba kwammwe kwe mulabira essanyu lyammwe mmwe,
ISA.58.3	musigala munyigiriza abakozi bammwe.
ISA.58.4	Laba, musiibira ennyombo n'okulwana,
ISA.58.4	nga mukuba ebikonde.
ISA.58.4	Temuyinza kusiiba leero bwe mutyo
ISA.58.4	eddoboozi lyammwe ne liwulirwa mu ggulu.
ISA.58.5	Okusiiba kwe nnalonda bwe kutyo bwe kufaanana?
ISA.58.5	Olunaku omuntu lw'abonyezabonyezaako obulamu bwe?
ISA.58.5	Kwe kukutamya omutwe ng'olulago,
ISA.58.5	n'okwaliira ebibukutu n'evvu wansi we?
ISA.58.5	Ekyo ky'onooyita okusiiba,
ISA.58.5	era olunaku Mukama lw'asiima?
ISA.58.6	Kuno si kwe kusiiba kwe nnalonda?
ISA.58.6	okusumulula ebisiba eby'ekyejo,
ISA.58.6	okufunduukulula emigwa egy'ekikoligo,
ISA.58.6	n'okuteera ddala abajoogebwa,
ISA.58.6	era mumenye buli kikoligo?
ISA.58.7	Si kugabira bayala emmere yo,
ISA.58.7	n'oleeta abaavu abagobebwa mu nnyumba yo?
ISA.58.7	bw'olabanga ali obwereere n'omwambaza;
ISA.58.7	n'oteekweka baganda bo abeetaaga obuyambi bwo?
ISA.58.8	Kale omusana gwo ne gulyoka gusala ng'emmambya,
ISA.58.8	n'okuwona kwo ne kwanguwa okujja,
ISA.58.8	n'obutuukirivu bwo bulikukulembera;
ISA.58.8	ekitiibwa kya Mukama kirikuvaako emabega.
ISA.58.9	N'olyoka oyita Mukama n'ayitaba;
ISA.58.9	olikaaba naye alyogera nti Nze nzuuno.
ISA.58.9	Bw'onoggya wakati wo ekikoligo,
ISA.58.9	okusonga ennwe, n'okwogera obubi;
ISA.58.10	n'omuggirawo omuyala obulamu bwo,
ISA.58.10	n'okkusa obulamu obubonyaabonyezebwa;
ISA.58.10	kale omusana gwo ne gulyoka guviirayo mu kizikiza,
ISA.58.10	n'ekifu kyo kiriba ng'ettuntu;
ISA.58.11	era Mukama anaakuluŋŋamyanga ennaku zonna,
ISA.58.11	n'akkusa obulamu bwo mu bifo ebikalu
ISA.58.11	n'anyweza amagumba go;
ISA.58.11	naawe onoobanga ng'olusuku olufukirirwa amazzi
ISA.58.11	era ng'oluzzi lw'amazzi
ISA.58.11	olutaggwaamu mazzi.
ISA.58.12	N'abo abalikuvaamu balizimba ebifo eby'edda ebyazika;
ISA.58.12	olizza emisingi egy'emirembe emingi;
ISA.58.12	era oliyitibwa nti Muzibi wa kituli,
ISA.58.12	Muzza wa makubo ga kutuulamu.
ISA.58.13	Bw'onookyusanga ekigere kyo okuva ku Ssabbiiti
ISA.58.13	obutakolanga by'oyagala ggwe ku lunaku lwange olutukuvu;
ISA.58.13	Ssabbiiti n'ogiyita essanyu,
ISA.58.13	olunaku lwa Mukama olutukuvu olw'ekitiibwa;
ISA.58.13	n'ogissangamu ekitiibwa, nga tokwata makubo go ggwe,
ISA.58.13	so nga tonoonya by'oyagala ggwe, era nga toyogera bigambo byo ggwe:
ISA.58.14	kale n'olyoka osanyukira Mukama;
ISA.58.14	nange ndikwebagaza ku bifo ebigulumivu eby'ensi;
ISA.58.14	era ndikuliisa obusika bwa Yakobo kitaawo,
ISA.58.14	kubanga akamwa ka Mukama ke kakyogedde.
ISA.59.1	Laba, omukono gwa Mukama teguyimpawadde n'okuyinza ne gutayinza kulokola;
ISA.59.1	so n'okutu kwe tekumuggadde n'okuyinza ne kutayinza kuwulira;
ISA.59.2	naye obutali butuukirivu bwammwe bwe bwawudde mmwe ne Katonda wammwe,
ISA.59.2	n'ebibi byammwe bye bimukwesezza amaaso,
ISA.59.2	n'atayagala kuwulira.
ISA.59.3	Kubanga emikono gyammwe gyonoonese n'omusaayi,
ISA.59.3	engalo zammwe n'obutali butuukirivu;
ISA.59.3	emimwa gyammwe gyogedde eby'obulimba,
ISA.59.3	olulimi lwammwe luvulungutana eby'ekyejo.
ISA.59.4	Tewali awaaba eby'ensonga
ISA.59.4	so tewali awoza eby'amazima;
ISA.59.4	beesiga obutaliimu ne boogera eby'obulimba;
ISA.59.4	baba mbuto za bubi ne bazaala obutali butuukirivu.
ISA.59.5	Baalula amagi ag'essalambwa
ISA.59.5	ne baluka engoye eza nnabbubi;
ISA.59.5	alya ku magi gaabwe afa,
ISA.59.5	n'ekyo ekibetentebwa ne kiwamatukamu embalasaasa.
ISA.59.6	Engoye zaabwe tezirifuuka byambalo,
ISA.59.6	so tebalyebikka mirimu gyabwe;
ISA.59.6	emirimu gyabwe mirimu gya butali butuukirivu,
ISA.59.6	n'ekikolwa eky'ekyejo kiri mu ngalo zaabwe.
ISA.59.7	Ebigere byabwe bidduka mbiro okugoberera obubi,
ISA.59.7	era banguya okuyiwa omusaayi ogutaliiko musango;
ISA.59.7	ebirowoozo byabwe birowoozo bya butali butuukirivu;
ISA.59.7	okuzika n'okuzikirizibwa kuba mu makubo gaabwe.
ISA.59.8	Ekkubo ery'emirembe tebalimanyi;
ISA.59.8	so mu magenda gaabwe temuli musango;
ISA.59.8	beekubidde amakubo amakyamu;
ISA.59.8	buli atambulira omwo tamanyi mirembe.
ISA.59.9	Amazima gatuli wala,
ISA.59.9	so n'obutuukirivu tetubufunye,
ISA.59.9	tusuubira omusana, naye ne tulaba kizikiza;
ISA.59.9	tusuubira okumasamasa, naye ne tutambulira mu kifu.
ISA.59.10	Tuwammanta ekisenge ng'abazibe b'amaaso,
ISA.59.10	weewaawo, tuwammanta ng'abo abatalina maaso;
ISA.59.10	twesitala mu ttuntu ng'ekiro;
ISA.59.10	mu abo abalina amaanyi tuliŋŋanga abafu.
ISA.59.11	Fenna tuwuluguma ng'eddubu,
ISA.59.11	ne tuwuubaala nnyo nga bukaamukuukulu;
ISA.59.11	tusuubira omusango naye nga tewali;
ISA.59.11	tusuubira obulokozi, naye butuli wala.
ISA.59.12	Kubanga okusobya kwaffe kweyongedde mu maaso go,
ISA.59.12	n'ebibi byaffe be bajulirwa gyetuli:
ISA.59.12	kubanga okusobya kwaffe kuli naffe,
ISA.59.12	n'obutali butuukirivu bwaffe nabwo tubumanyi,
ISA.59.13	nga tusobya era nga twegaana Mukama,
ISA.59.13	era nga tukyuka obutagoberera Katonda waffe,
ISA.59.13	nga twogera eby'okujooga n'eby'okujeema,
ISA.59.13	nga tugunja ebigambo eby'obulimba era nga tubyogera okuva mu mutima.
ISA.59.14	N'omusango gukyusibwa okudda emabega,
ISA.59.14	n'obutuukirivu buyimirira wala:
ISA.59.14	kubanga amazima gagudde mu luguudo,
ISA.59.14	so n'obugolokofu tebuyinza kuyingira.
ISA.59.15	Weewaawo, amazima gabuze;
ISA.59.15	n'oyo ava mu bubi yeefuula munyago;
ISA.59.15	Mukama n'akiraba n'anyiiga
ISA.59.15	obutabaawo bwenkanya.
ISA.59.16	N'alaba nga tewali muntu,
ISA.59.16	ne yeewuunya obutabaawo muwolereza;
ISA.59.16	omukono gwe ye kyegwava gumuleetera obulokozi;
ISA.59.16	n'obutuukirivu bwe bwe bwamuwanirira.
ISA.59.17	N'ayambala obutuukirivu ng'eky'omu kifuba,
ISA.59.17	n'enkuufiira ey'obulokozi ku mutwe gwe;
ISA.59.17	n'ayambala engoye ez'okuwalana eggwanga okuba ebyambalo,
ISA.59.17	n'ayambazibwa obunyiikivu ng'omunagiro.
ISA.59.18	Ng'ebikolwa byabwe bwe biriba, bw'atyo bw'alisasula,
ISA.59.18	abamukyawa alibasasula ekiruyi,
ISA.59.18	abamukyawa alibasasula empeera;
ISA.59.18	alisasula ebizinga empeera.
ISA.59.19	Kale balitya erinnya lya Mukama okuva ebugwanjuba,
ISA.59.19	n'ekitiibwa kye okuva ebuvanjuba:
ISA.59.19	kubanga alijja ng'omugga ogukulukuta n'amaanyi,
ISA.59.19	ogutwalibwa n'omukka gwa Mukama.
ISA.59.20	Era omununuzi alijja e Sayuuni
ISA.59.20	n'eri abo abakyuka okuva mu kusobya mu Yakobo, bw'ayogera Mukama.
ISA.59.21	“Nange eno y'endagaano yange gye ndagaana nabo, bw'ayogera Mukama; omwoyo gwange oguli ku ggwe n'ebigambo byange bye ntadde mu kamwa ko tebiivenga mu kamwa ko newakubadde mu kamwa k'ezzadde lyo newakubadde mu kamwa k'ezzadde ly'ezzadde lyo, bw'ayogera Mukama, okusooka kaakano n'emirembe n'emirembe.”
ISA.60.1	Golokoka, oyake, kubanga omusana gwo guzze,
ISA.60.1	n'ekitiibwa kya Mukama kikuviiriddeyo.
ISA.60.2	Kubanga, laba, ekizikiza kiribikka ku nsi
ISA.60.2	n'ekizikiza ekikutte kiribikka ku mawanga;
ISA.60.2	naye Mukama alikuviirayo
ISA.60.2	n'ekitiibwa kye kirirabikira ku ggwe.
ISA.60.3	N'amawanga galijja eri omusana gwo,
ISA.60.3	ne bakabaka balijja eri okumasamasa kwo ng'ovaayo.
ISA.60.4	Yimusa amaaso go omagemage olabe;
ISA.60.4	bonna beekuŋŋaanyizza wamu, bajja gy'oli,
ISA.60.4	batabani bo balijja nga bava wala,
ISA.60.4	ne bawala bo balisitulibwa mu mikono.
ISA.60.5	Awo n'olyoka olaba n'oyakirwa,
ISA.60.5	n'omutima gwo gulikankana ne gugaziyizibwa;
ISA.60.5	kubanga obusukkirivu obuli mu nnyanja bulikyusibwa gy'oli,
ISA.60.5	obugagga obw'amawanga bulikujjira.
ISA.60.6	Olufulube lw'eŋŋamira lulikubikkako,
ISA.60.6	eŋŋamira eze Midiyaani ne Efa;
ISA.60.6	bonna balijja nga bava e Seeba;
ISA.60.6	balireeta ezaabu n'omugavu
ISA.60.6	ne balanga amatendo ga Mukama.
ISA.60.7	Endiga zonna eza Kedali zirikuŋŋaanyizibwa gy'oli,
ISA.60.7	endiga ennume eza Nebayoosi zirikuweereza,
ISA.60.7	zinaalinnyanga ku kyoto kyange ne zikkirizibwa,
ISA.60.7	era ndissaamu ekitiibwa ennyumba ey'ekitiibwa kyange.
ISA.60.8	Bano be baani ababuuka ng'ekire
ISA.60.8	era ng'amayiba agadda mu bisu byago?
ISA.60.9	Mazima ebizinga birinnindirira,
ISA.60.9	n'ebyombo eby'e Talusiisi bye birisooka
ISA.60.9	okuleeta batabani bo okubaggya ewala,
ISA.60.9	effeeza yaabwe n'ezaabu yaabwe wamu nabo,
ISA.60.9	olw'erinnya lya Mukama Katonda wo
ISA.60.9	n'olw'Omutukuvu owa Isiraeri,
ISA.60.9	kubanga ye yakussizzaamu ekitiibwa.
ISA.60.10	Era bannamawanga balizimba enkomera zo
ISA.60.10	ne bakabaka baabwe balikuweereza:
ISA.60.10	kubanga nnakukuba nga nkwatiddwa busungu,
ISA.60.10	naye nkusaasidde nga nkwatiddwa kisa.
ISA.60.11	Era n'enzigi zo zinaabanga si nzigale bulijjo;
ISA.60.11	teziggalwengawo misana n'ekiro;
ISA.60.11	abantu bakuleeterenga obugagga obw'amawanga
ISA.60.11	ne bakabaka baabwe nga bawambe.
ISA.60.12	Kubanga eggwanga eryo n'obwakabaka
ISA.60.12	abatalikkiriza kukuweereza baliggwaawo;
ISA.60.12	weewaawo, amawanga ago galizikiririzibwa ddala.
ISA.60.13	Ekitiibwa kya Lebanooni kirikujjira,
ISA.60.13	enfugo n'omuyovu ne namukago wamu;
ISA.60.13	okuwoomya ekifo eky'awatukuvu wange,
ISA.60.13	era ndifuula ekifo eky'ebigere byange okuba eky'ekitiibwa.
ISA.60.14	N'abaana b'abo abaakujooganga
ISA.60.14	balijja nga bakukutaamirira;
ISA.60.14	n'abo bonna abaakunyoomanga
ISA.60.14	balivuunama awali ebigere byo;
ISA.60.14	ne bakuyita kibuga kya Mukama,
ISA.60.14	Sayuuni eky'Omutukuvu owa Isiraeri.
ISA.60.15	Kubanga walekebwa n'okyayibwa
ISA.60.15	ne wataba muntu ayita mu ggwe,
ISA.60.15	ndikufuula okuba obulungi obungi
ISA.60.15	obutaliggwaawo, essanyu ery'emirembe emingi.
ISA.60.16	N'okuyonka oliyonka amata ag'amawanga,
ISA.60.16	era oliyonka amabeere ga bakabaka;
ISA.60.16	era olimanya nga nze Mukama ndi mulokozi wo
ISA.60.16	era mununuzi wo, Ow'amaanyi owa Yakobo.
ISA.60.17	Mu kifo ky'ekikomo ndireeta zaabu
ISA.60.17	ne mu kifo ky'ekyuma ndireeta ffeeza,
ISA.60.17	ne mu kifo ky'omuti ndireeta kikomo,
ISA.60.17	ne mu kifo ky'amayinja ndireeta kyuma;
ISA.60.17	era ndifuula abaami bo okuba emirembe
