GEN.1.1	Tamin’ny fiandohana, fony Andriamanitra nahary ny lanitra sy ny tany
ECC.9.16	Ka hoy aho hoe: Tsara kokoa ny fahendrena noho ny hery. Kanefa dia atao tsinontsinona ny fahendren’ity olo-mahantra, ary tsy mba henoina akory ny teniny. 
ECC.9.17	Fa aleo mihaino ny teny malefaky ny hendry toy izay ny teny mafy atao amin’ny adala. 
ECC.9.18	Mandaitra kokoa noho ny fitaovam-piadiana ny fahendrena, saingy ny olona iray mitavozavoza no mahasimba ny soa be avy aminy.
ECC.10.1	Fatin-dalitra no mahamaimbo sy manimba ny ilomanitry ny mpanao zava-manitra; toy izany koa, ny fahadalana kely dia mavesa-danja bebe kokoa noho ny fahendrena.
ECC.10.2	Ny fisainan’ny hendry dia miasa tsara, fa ny fisainan’ny adala kosa no diso fandray hevitra.
ECC.10.3	Raha mandeha eny an-dalana ny adala, dia milaza tena amin’ny olon-drehetra ho adala satria tsy ampy saina izy.
ECC.10.4	Raha tezitra aminao ny mpampiasa anao, dia aza miala amin’ny toeranao; fa ny fihetsika tony misoroka fahadisoana be vava.
ECC.10.5	Mety diso ny mpitondra. Ratsy hitako tetỳ ambonin’ny tany koa izany. 
ECC.10.6	Misy indraindray olona adala mitana toerana ambony, ary misy olo-manankaja
ECC.10.7	Nahita mpanompo mitaingin-tsoavaly aho ary olona ambony mandeha tongotra toy ny mpanompo.
ECC.10.8	Ny olona izay mihady lavaka no mety ho latsaka ao ary izay mandrava rindrina no ho voakaikitry ny bibilava
ECC.10.9	Izay manongotra ny vato no haratrany ary izay mamaky ny hazo no mety hahita loza.
ECC.10.10	Raha dombo ny famaky ka tsy asaina, dia tsy maintsy mampiasa bebe kokoa ny herin-tena ny mpikapa. Ny fahendrena manko no fomba tsara indrindra hahombiazana.
ECC.10.11	Tsy misy tombontsoan’ny olona mahay mibaiko bibilava, raha toa ka mbola voakaikiny ihany.
ECC.10.12	Ny teny aloaky ny vavan’ny hendry dia sitraky ny olona; fa ny resaky ny adala kosa manala baràka tena. 
ECC.10.13	Fahadalana no fiandohan’ny teny aloaky ny vavany; fa ny fiafarany kosa dia fahaverezan-tsaina mampidi-doza. 
ECC.10.14	Tsy mitsaha-miteny ny adala; kanefa tsy misy olona mahalala akory ny hoavy. Tsy misy mahalaza amin’ny olona izay hitranga aorian’ny fahalasanany? 
ECC.10.15	Reraka mafy amin-javatra bitika ny adala, fa ny lalana mankao an-tanàna avy no tsy fantany.
ECC.10.16	Mampalahelo ny tany izay manana mpanjaka mbola tanora fanahy sy mpitondra tendan-kanina vao maraina. 
ECC.10.17	Sambatra kosa ny tany izay manana mpanjaka ombàn-toe-panahy ambony sy mpitondra misakafo ara-potoana mba ho fanovozan-kery fa tsy ho fimamoana.
ECC.10.18	Mampiletsy ny tafontrano ny fahakamoana hanamboatra azy; ary ny asa tsirambina no mampitete ny trano.
ECC.10.19	Manao sakafo ireo lehibe mba hikoranany; ny divay kosa maharavoravo ny ainy; ary ny vola no hahazoany manao izany rehetra izany. 
ECC.10.20	Aza manozona ny mpanjaka, na dia anakampo ihany aza; tahaka izany koa aza manozona ny olo-manankaja na dia ao an’efitrano fandrianao aza. Fa mety hoentin’ny vorona ny feonao ary hambaran’ny manana elatra ny teninao.
ECC.11.1	Atsipazo eny ambony rano ny mofonao, fa ho hitanao ihany izy indray andro any
ECC.11.2	Koa ampiasao amina sehatr’asa maro ny volanao, fa tsy fantatrao mihitsy izay loza mety hitranga eto ambonin’ny tany.
ECC.11.3	Na aiza na aiza toerana ianjeran’ny hazo, dia eo amin’izay nianjerany ihany no ijanonany. Raha mavesatra ny rahona, dia handatsaka orana amin’ny tany.
ECC.11.4	Izay mataho-drivotra na manahy ny oran-ko avy dia tsy mba hamafy na hijinja.
ECC.11.5	Toy ny tsy ahafantaranao ny fiforonan’ny aina ao an-kibon’ny vehivavy bevohòka no tsy hahatakaranao ny fomba fiasan’Andriamanitra mpanao izao rehetra izao. 
ECC.11.6	Noho izany dia afafazo vao maraina ny voanao ary aza mitsahatra miasa mandra-paharivan’ny andro, fa tsy fantatrao izay ho vanona na ny teo aloha na ny tafara na koa samy ho vanona avokoa izy roa tonta.
ECC.11.7	Kanto ny fahazavàn’ny andro, ary mahafinaritra ny maso ny fahitana ny masoandro. 
ECC.11.8	Na dia ela velona aza ny olona, dia tokony hifaly amin’ny taona tsirairay omena azy. Nefa aoka hotsarovany fa ho maro ny andro manjombona, satria izay rehetra ho avy dia zava-poana.
ECC.11.9	Mifalia, ry zatovo, amin’izao fahatanoranao izao; eny, miravoravoa mandritra izany fotoanandro izany. Ataovy izay mahadiavolana ny fonao sy izay mahafinaritra ny masonao. Nefa aoka ho fantatrao fa amin’izany rehetra izany dia hotsarain’Andriamanitra ianao. 
ECC.11.10	Halaviro izay mety hampalahelo sy hampaharary, fa ny fahatanorana sy ny hery dia mihelina samy zava-poana.
ECC.12.1	Aza hadino Ilay nahary anao amin’ny androm-pahatanoranao
ECC.12.2	Amin’ny androm-pahosanao manko dia hihamatroka ny fahazavan’ny masoandro, hanjavozavo ny volana aman-kintana, ary hivangongo ny rahona mitondra orana. 
ECC.12.3	Amin’izay ny sandry aman-tanana fiarovanao tena dia hipararetra; ny ranjonao nijaridina dia hikolepaka; ny nifinao efa nihavitsy loatra dia tsy hahahota sakafo intsony; ary hihapahina ny masonao ka tsy hahita tsara intsony. 
ECC.12.4	Amin’ny androm-pahosanao koa dia hikombona ny molotrao satria hihareraka ny vodivazanao mihomokomoka ao anaty vavanao; ary ho donto ny sofinao, ka tsy ho tandrinao ny fikalom-boron-kely ary halefaka aminao avokoa ny feon’ny mpihira. 
ECC.12.5	Amin’izay koa dia hatahotra ny hiani-piakarana ianao ary ho be fanahiana rehefa mamindra; ny volon-dohanao hihafotsy toy ny voninkazo mamony fotsy; tsy ho mailaka fihetsika toy ny valala intsony ianao; ary tsy hahitanao tsirony intsony ny voan-tsiperifery
ECC.12.6	Dia ho tapaka ny kofehim-bolafotsin’ny fiainana; ho montsamontsana ny tavoara volamena; eny am-pantsakana no ho vaky ny siny; ho latsaka an-davaka famorian-drano ny fanovozana bolaky
ECC.12.7	Amin’izay no hiverina ho vovoka amin’ny tany nakana azy fahiny ny vatantsika fa ny fofonaina kosa hiverina amin’Andriamanitra Izay nanome antsika izany. 
ECC.12.8	Zava-poana ny zava-drehetra, hoy i Kôheleta; eny, zava-poana dia zava-poana izany.
ECC.12.9	Ho fanampin’izany, tsy nitsahatra nampianatra ny olona ny zavatra fantany i Kôheleta satria hendry izy. Namorona ohabolana maro izy rehefa avy nandinika sy nandanjalanja. 
ECC.12.10	Fa niezaka ny hilazalaza ny zava-misy tamim-pahamarinana i Kôheleta no nanao izay hahitana teny mahaliana koa. 
ECC.12.11	Ny tenin’ny hendry dia manindrontsindrom-panahy tahaka ny fanjaitra; ary ireo mpanangona azy dia mamefy soritra tahaka ny tsatomarika. Fanomezana avy amin’ilay hany mpitarika
ECC.12.12	Fanampin’izany koa, anaka, dia minoa anatra ianao. Fa tsy mba voafetra ny isan’ny boky azo soratana, ary mandrera-tena ny manokana fotoana maro hianarana.
ECC.12.13	Ary izao no fehin-teny momba izay rehetra voalaza: hajao Andriamanitra ary tandremo ny didiny, satria izany no andraikitry ny olona tsirairay. 
ECC.12.14	Fa hotsarain’Andriamanitra avokoa ny zavatra atao, dia ny amin’izay rehetra fonosiny na tsara izany na ratsy.
SNG.1.1	Ny tononkira tsara indrindra amin’ny tononkira rehetra. Ao amin’ny rakitsoratr’i Salômôna
SNG.1.2	Hanoroka mafy ahy tokoa anie ianao!
SNG.1.2	Fa ny safosafonao dia fy
SNG.1.2	mihoatra noho ny divay
SNG.1.3	ary koa mamerovero
SNG.1.3	mihoatra noho ireo ilomanitrao.
SNG.1.3	Ianao dia mahasintona
SNG.1.3	mihoatra noho ny ilomanitra voafantina;
SNG.1.3	koa izany no itiavan’ireo zatovovavy anao.
SNG.1.4	Ento aho hanaraka anao,
SNG.1.4	ary aoka isika hihazakazaka.
SNG.1.4	Dia ianao mpanjakako
SNG.1.4	no hampiditra ahy an’efitranonao.
SNG.1.4	Aoka isika, noho ny aminao,
SNG.1.4	hiara-tsambatra sy hiara-paly;
SNG.1.4	dia hankamamiantsika anie ny safosafonao
SNG.1.4	izay fy mihoatra noho ny divay.
SNG.1.4	Marina ny itiavan’ireo zatovovavy anao!
SNG.1.5	Ry tovovavin’i Jerosalema ô,
SNG.1.5	zarazara hoditra aho nefa bikana;
SNG.1.5	ny tarehiko dia mivalomainty
SNG.1.5	toy ny lain’ireo mpifindrafindra lasy,
SNG.1.5	nefa meva toy ny temitr’i Salômôna.
SNG.1.6	Aoka re aho mba tsy hojerenareo
SNG.1.6	araka ny mahazarazara hoditra ahy,
SNG.1.6	satria nodanihin’ny hainandro aho!
SNG.1.6	Tezitra tamiko ireo anadahiko
SNG.1.6	ka nanery ahy hiambina ny tanimboalobony;
SNG.1.6	nefa ny tanimboaloboko,
SNG.1.6	dia ny an’ny tenako manokana,
SNG.1.6	tsy mba nambenako akory!
SNG.1.7	Ambarao ahy, ry ilay tiako,
SNG.1.7	izay iandrasanao ny ondrinao
SNG.1.7	sy izay ampialanao sasatra azy
SNG.1.7	rehefa mitataovovonana
SNG.1.7	mba tsy hivezivezeko
SNG.1.7	eny amin’ny andiam-bibin’ireo namanao.
SNG.1.8	Raha tsy fantatrao izany,
SNG.1.8	ry vehivavy tsara tarehy indrindra,
SNG.1.8	dia araho ny dian’ondry;
SNG.1.8	ka tariho ny zanak’osinao
SNG.1.8	hanakaiky ny lain’ireo mpiandry ondry.
SNG.1.9	Amiko ianao, rahavako, dia meva
SNG.1.9	tahaka ny soavaly mpanao matso
SNG.1.9	izay mitarika ny kalesin’ny 
SNG.1.10	Mahatsara ny takolakao
SNG.1.10	ireo kavina eo an-daniny avy;
SNG.1.10	ary manendrika ny tenanao
SNG.1.10	ny rado iambozonanao.
SNG.1.11	Rojo volamena voaravaka volafotsy
SNG.1.11	no hampanaovinay ho anao.
SNG.1.12	Fony mbola eo amin’ny fanasàny
SNG.1.12	no mipetraka ity mpanjakako,
SNG.1.12	dia mamerovero aoka izany
SNG.1.12	ny ilomanitro natao tamin’ny 
SNG.1.13	Ny malalako amiko dia mamerovero
SNG.1.13	tahaka ny 
SNG.1.13	izay mialina eo an-tratrako;
SNG.1.14	ny malalako amiko dia manimanitra
SNG.1.14	tahaka ny voninkazo dia mamelana
SNG.1.14	any an-tanimboalobok’i Haîna-Gedỳ
SNG.1.15	Tsara tarehy ianao, rahavako,
SNG.1.15	eny, tsara tarehy ianao;
SNG.1.15	ny masonao dia mahafinaritra
SNG.1.15	tahaka ny voromahailala.
SNG.1.16	Tsara tarehy koa ianao, ry malalako,
SNG.1.16	sady mambabo tokoa.
SNG.1.16	Ahi-maitso mavana no fandriantsika;
SNG.1.17	rantsana sedera no miendrika
SNG.1.17	sakamandimby amin’ny tranontsika,
SNG.1.17	ary hazo kipresy no toa peta-drindrina.
SNG.2.1	Izaho kosa dia voninkazo
SNG.2.1	any amin’ny lemak’i Sarôna
SNG.2.1	ary lisy eny an-dohasaha.
SNG.2.2	Toy ny lisy eo anivon’ny tsilo,
SNG.2.2	dia toy izany ity rahavako,
SNG.2.2	eo anivon’ireo zatovovavy.
SNG.2.3	Toy ny hazo paoma anankiray
SNG.2.3	eo anivon’ireo hazo anaty saha,
SNG.2.3	dia toy izany ity malalako
SNG.2.3	eo anivon’ireo zatovolahy.
SNG.2.3	Ka mahafinaritra ahy ny mipetraka
SNG.2.3	eo ambany alokalon’io hazo paoma io,
SNG.2.3	sady mamy ao am-bavako ny voany.
SNG.2.4	Nentiny ho ao amin’ny toerana fisotroan-divay
SNG.2.4	ka «Fitiavana» no teny faneva teo amboniko.
SNG.2.5	«Rosoy ampempam-boaloboka aho
SNG.2.5	hamelombelona aina ahy
SNG.2.5	ary hatanjaho amina paoma aho,
SNG.2.5	fa mararim-pitia.»
SNG.2.6	Manondana ahy ny sandriny ankavia
SNG.2.6	ary mamihina ahy ny sandriny ankavanana.
SNG.2.7	«Ry tovovavin’i Jerosalema ô,
SNG.2.7	noho ny amin’ny gazela
SNG.2.7	na ny dieravavy eny an-tsaha
SNG.2.7	dia miangavy mafy anareo aho hoe:
SNG.2.7	Aza tairina na fohazina ilay tiako
SNG.2.7	raha tsy efa sitrapony!»
SNG.2.8	Injay ny feon’ny malalako!
SNG.2.8	Indro izy fa tamy
SNG.2.8	ka mitsambikimbikina eny an-tendrombohitra
SNG.2.8	ary mifalihavanja eny an-kavoana.
SNG.2.9	Ny malalako dia mailamailaka
SNG.2.9	toy ny gazela na ny diera tanora;
SNG.2.9	indro izy fa mijanona ao alatranonay,
SNG.2.9	ka manarangarana eo am-baravarankely,
SNG.2.9	zary mitsikilo eo amin’ny makarakara.
SNG.2.10	Dia niteny ny malalako
SNG.2.10	ka nanao tamiko hoe:
SNG.2.10	«Mitsangàna, rahavako;
SNG.2.10	ry ilay tsaratarehiko,
SNG.2.10	ndeha hiaraka amiko.
SNG.2.11	Fa efa lasa ny ririnina,
SNG.2.11	nitsahatra sy dify ny orana.
SNG.2.12	Mamelana amin’ny tany ny voninkazo,
SNG.2.12	tonga ny fotoam-pikalokaloana
SNG.2.12	ka re atỳ amin’ny tanintsika
SNG.2.12	ny feon’ny domohina.
SNG.2.13	Mihamasaka eny amin’ny aviavy
SNG.2.13	irony voany tanora;
SNG.2.13	ary mamerovero manitra
SNG.2.13	ny voaloboka mamony.
SNG.2.13	Koa mitsangàna, rahavako;
SNG.2.13	ry ilay tsaratarehiko,
SNG.2.13	ndeha hiaraka amiko.
SNG.2.14	E ry voromahailalako
SNG.2.14	mitoetra eny an-tsefatsefa-bato
SNG.2.14	sy miery eny amin’ny hantsana,
SNG.2.14	mba asehoy ahy ny endrikao
SNG.2.14	ary ampandreneso ahy ny feonao,
SNG.2.14	fa mamy ny feonao
SNG.2.14	ary soa ny endrikao.»
SNG.2.15	«Sambory ka omeo anay ny fosa,
SNG.2.15	dia ireo zanaka fosa
SNG.2.15	mpanimba ny tanimboalobokay
SNG.2.15	fa efa mamony izao ny voalobokay.»
SNG.2.16	Ahy ny malalako, ary azy aho.
SNG.2.16	Amin’ny toerana misy lisy
SNG.2.16	no mirao-bilona izy
SNG.2.17	Amin’ny takariva mangatsiatsiaka,
SNG.2.17	rehefa hilentika ny masoandro
SNG.2.17	ka hihamaizina ny andro,
SNG.2.17	dia miverena, ry malalako;
SNG.2.17	ary aoka ianao ho mailamailaka
SNG.2.17	toy ny gazela na ny diera tanora
SNG.2.17	no manketỳ Ambohimisaraka
SNG.3.1	Isan’alina aho eo am-pandriako iny
SNG.3.1	dia mitady ilay tiako;
SNG.3.1	tadiaviko izy fa tsy hitako.
SNG.3.2	Hifoha aho ka hitety ny tanàna,
SNG.3.2	hamakivaky arabe sy kianja,
SNG.3.2	mba hitady ilay tiako;
SNG.3.2	tadiaviko izy fa tsy hitako.
SNG.3.3	Ireo mpiambina misafo ny tanàna
SNG.3.3	no tojo ahy ka anontaniako hoe:
SNG.3.3	«Mba hitanareo ve ilay tiako izay?»
SNG.3.4	Vao nolalovako kely ireo,
SNG.3.4	dia hitako ilay tiako;
SNG.3.4	ka hazoniko izy fa tsy avelako,
SNG.3.4	raha tsy tongako any an-trano
SNG.3.4	ao an’efitr’ilay reny niteraka ahy.
SNG.3.5	«Ry tovovavin’i Jerosalema ô,
SNG.3.5	noho ny amin’ny gazela
SNG.3.5	na ny dieravavy eny an-tsaha,
SNG.3.5	dia miangavy mafy anareo aho hoe:
SNG.3.5	Aza tairina na fohazina ilay tiako,
SNG.3.5	raha tsy efa sitrapony
SNG.3.6	Iza moa irỳ miakatra avy any an-taniefitra
SNG.3.6	tahaka ny setroka mitambolimbolina
SNG.3.6	ho etona mandraradraraka 
SNG.3.6	sy emboka mamerovero
SNG.3.6	ary fofon-javamanitra isan-karazany?
SNG.3.7	–I Salômôna eo amin’ny filanjàny iny,
SNG.3.7	otronin’ny miaramila enimpolo,
SNG.3.7	dia miaramila voafantina tamin’i Israely.
SNG.3.8	Mirongo sabatra avokoa ireo
SNG.3.8	sady efa voasedra hiady.
SNG.3.8	Misakelika ny sabany avy izy
SNG.3.8	hiatrehana fanairana amin’ny alina.
SNG.3.9	Nampanao filanjana ho azy
SNG.3.9	tamin’ny hazo avy any Libano
SNG.3.9	i Salômôna mpanjaka.
SNG.3.10	Volafotsy no natao tanjany,
SNG.3.10	volamena ny fiankinana,
SNG.3.10	lamba volomparasy ny fipetrahana;
SNG.3.10	ary ny ao anatin’io filanjana io
SNG.3.10	dia ireo tovovavin’i Jerosalema
SNG.3.10	no nandravaka azy tamim-pitiavana.
SNG.3.11	«Ry tovovavin’i Jerosalema ô,
SNG.3.11	andao hijery an’i Salômôna mpanjaka
SNG.3.11	manao ilay satroboninahitra
SNG.3.11	izay nasatroky ny reniny azy
SNG.3.11	tamin’ny androm-panambadiany,
SNG.3.11	dia ilay andro nifalian’ny fony.»
SNG.4.1	Tsara tarehy ianao, rahavako;
SNG.4.1	eny, tsara tarehy ianao!
SNG.4.1	Mahafinaritra toa voromahailala
SNG.4.1	ny masonao anatin’ny voalinao;
SNG.4.1	ny volon-dohanao dia toy ny andian’osy
SNG.4.1	midina ny tendrombohitra Gilehada.
SNG.4.2	Ny nifinao dia fotsy toa andian’ondrivavy
SNG.4.2	izay efa voahety sy avy nampandroana;
SNG.4.2	samy manana rahavavy kambana ireo,
SNG.4.2	ka tsy misy izay tsy tahaka izany.
SNG.4.3	Toa ribà mena ny molotrao;
SNG.4.3	ary mahafatifaty ny vavanao.
SNG.4.3	Menamena toa hasin’ampongabendanitra
SNG.4.3	ireo takolakao anatin’ny voalinao.
SNG.4.4	Ny vozonao dia toy ny tilikambon’i Davida
SNG.4.4	izay naorina hiendrika boribory;
SNG.4.4	ampinga arivo
SNG.4.4	dia ny ampingan’ireo maherifo.
SNG.4.5	Ny nononao roa dia hoatra zana-gazela,
SNG.4.5	dia gazela kambana vao natera-dreniny
SNG.4.5	ka mirao-bilona eny anivon’ny lisy.
SNG.4.6	Amin’ny takariva mangatsiatsiaka,
SNG.4.6	rehefa hilentika ny masoandro,
SNG.4.6	dia tapa-kevitra aho ny handeha
SNG.4.6	ho etỳ an-tendrombohitrao mandraraka 
SNG.4.6	sy ho etỳ an-kavoanao mamerovero zava-manitra
SNG.4.7	Tsara avokoa ny bikanao, rahavako;
SNG.4.7	eny, tsara tsy misy tomika ianao.
SNG.4.8	Andao hiaraka amiko, ry fofombadiko;
SNG.4.8	ialao i Libano ka andao hiaraka amiko.
SNG.4.8	Hidina avy eny an-tampon’i Amanà ianao,
SNG.4.8	ary hidina avy eny Senira
SNG.4.8	Andosiro ireny fa toeram-pieren’ny liona
SNG.4.8	sy tendrombohitra fiafenan’ny leôparda.
SNG.4.9	Mambabo ny foko ianao, ry havako fofombadiko;
SNG.4.9	mambabo ny foko ny indray mipimasonao
SNG.4.9	ary na dia ny rojo anankiray eny am-bozonao aza.
SNG.4.10	Mamy tokoa ny safosafonao,
SNG.4.10	ry havako fofombadiko;
SNG.4.10	fy tokoa ny safosafonao,
SNG.4.10	eny, fy mihoatra noho ny divay;
SNG.4.10	ary ny ilomanitrao dia mahasintona ahy
SNG.4.10	mihoatra noho ny zava-manitra hafa rehetra.
SNG.4.11	Ny molotrao, ry fofombadiko,
SNG.4.11	dia toa mitsonika hamamiana
SNG.4.11	avy amin’ny vonin-javamaniry.
SNG.4.11	Mamy toa ronono aman-tantely ny teninao;
SNG.4.11	ary ny hanitr’ireo akanjonao
SNG.4.11	dia toy ny an’ireo hazo any Libano.
SNG.4.12	Zaridaina mifefy tsara hidy ianao,
SNG.4.12	ry havako fofombadiko;
SNG.4.12	zaridaina mifefy tsara hidy ianao
SNG.4.12	sady loharano voaisy tombokase.
SNG.4.13	Ianao toa sahan’ampongabendanitra
SNG.4.13	izay misy voany matsiro;
SNG.4.13	samy mamerovero ao koa
SNG.4.13	ny kôfera sy ny 
SNG.4.14	ny narda sy ny safràna,
SNG.4.14	ny veromanitra sy ny kanelina
SNG.4.14	mbamin’ny hazo manitra rehetra;
SNG.4.14	mandraradrara-pofona eo koa ny miora
SNG.4.14	sy ny aloesy ary ny menaka manitra rehetra.
SNG.4.15	Loharano ao an-jaridaina ianao,
SNG.4.15	dia fantsakana miboiboika ranovelona
SNG.4.15	izay mikoriana avy any Libano.
SNG.4.16	Mifohaza, ry rivotra avy any avaratra;
SNG.4.16	ary avia, ry rivotra avy any atsimo.
SNG.4.16	Mitsofa ao an-jaridainako ianareo,
SNG.4.16	dia handraraka ny zava-manitra eo aminy.
SNG.4.16	Aoka ny malalako hankatỳ an-jaridainany
SNG.4.16	ka hihinana ireo voankazony matsiro.
SNG.5.1	Tonga eto an-jaridainako aho,
SNG.5.1	ry havako fofombadiko,
SNG.5.1	ka mioty ny 
SNG.5.1	mbamin’ny zava-manitro,
SNG.5.1	sy mihinan-tantely avy amin’ny tohotra,
SNG.5.1	ary misotro ny divaiko sy ny rononoko.
SNG.5.1	«Mihinàna ianareo, ry sakaiza, ka misotroa;
SNG.5.1	ary aoka ianareo ho sondriam-pitia.»
SNG.5.2	Matory aho fa ny foko mahatsiaro ihany.
SNG.5.2	Injay reko ny malalako
SNG.5.2	izay mandondòna sady miteny hoe:
SNG.5.2	«Vohay aho, ry havako fofombadiko,
SNG.5.2	ry ilay voromahailalako tsy misy tomika.
SNG.5.2	Fa rakotra ando ny lohako;
SNG.5.2	ary kotsan’ireo patrakalan’ny alina
SNG.5.2	ny volon-dohako milantolanto.»
SNG.5.3	«Efa niala akanjo aho,
SNG.5.3	ka hiverina hiakanjo indray ve?
SNG.5.3	Efa nanasa tongotra koa aho,
SNG.5.3	ka handoto azy indray ve?»
SNG.5.4	Atsofok’ilay malalako ny tanany
SNG.5.4	eo amin’ny lavaky ny hidim-baravarana;
SNG.5.4	ka mampidobodoboka ny foko izany.
SNG.5.5	Mitsangana aho hamoha ny malalako.
SNG.5.5	Mitsonika menaka 
SNG.5.5	ny tanako sy ny rantsan-tanako,
SNG.5.5	raha mamoha ny hidin-trano aho
SNG.5.6	Vohako varavarana ny malalako,
SNG.5.6	kanjo efa nihodina izy ka lasa.
SNG.5.6	Mivoaka ny trano hanenjika azy aho;
SNG.5.6	dia tadiaviko izy fa tsy hitako,
SNG.5.6	ary antsointsoiko fa tsy mamaly.
SNG.5.7	Ireo mpiambina misafo ny tanàna no tojo ahy;
SNG.5.7	dia mikapoka sy mandratra ahy
SNG.5.7	ireo mpiambina manda ireo
SNG.5.7	ary manendaka ny lamba saly teny amiko
SNG.5.8	«Ry tovovavin’i Jerosalema ô,
SNG.5.8	miangavy mafy anareo aho hoe:
SNG.5.8	Raha mba tojo ny malalako ianareo,
SNG.5.8	dia inona no holazainareo aminy?
SNG.5.8	–Ilazao izy fa mararim-pitia aho!»
SNG.5.9	«Io malalanao io, inona no ananany
SNG.5.9	mihoatra noho ny tovolahy hafa,
SNG.5.9	ry vehivavy tsara tarehy indrindra?
