MAT.1.2	Abraham Isak ka abatii, ho Isak Jakob ka aba, ho Jakob Juda la mohka anuabañ atañka aba, 
ACT.11.3	lubiidola, “Niimpa no mitupipakomanii miyuatañ agiñho intii he ho mohluka agiñho diibote?” 
ACT.11.4	 Hojalo Pitar luritii ho mohlumi lutiñ biila lukotii: 
ACT.11.5	Ngo Joppa citi ho kula dukele; ho hendḛr lamapa ngo mihu kapato, ngoya kone huhi doniiñ hiilyañpa, hempḛr pulye bero chuli, yapuñ hokii nyetañ tapelo; ho hiikahii ngiiko huhi. 
ACT.11.6	Hiimi kaniiñla kadi kiile ngo kapa biilyi mikele achu-amyo atañ ho achu-amyo mentolaka doniiñ ho tabutiyyo ho yapuñ daka piita atañmi. 
ACT.11.7	Ho ngo aguñ gonge tapato ngiimi ludopa, Gurito, Pitar; mento ho diito. 
ACT.11.8	Hojalo ngo luto, Ma, Attoh; niimpalukoda hang miibḛrnii malo kacho mi ngiika aguñ ho diilii giima. 
ACT.11.9	Hojalo ronye niipa yapuñ hokii aguñ lutiila luko, Niimi Pinii darii miitii no miibḛrnii hiila luyo loda. 
ACT.11.10	Siikasi rohiñhe lyine, ho hikha rumi yapuñ ho joku chabii neku. 
ACT.11.11	Hiika myodu jaho miyu midiñhinge ude ho ahhii nohna ngunu dutonii, Kaesarea hokii ngiimi gyoha la. 
ACT.11.12	Ho Yajiyallo ngiimi mohluka agiñho imbo monge hiila luhii. Hang khiingukhiire mapa. Siika midiñkhe anubarmii atañ ngiika agiñho imbo mong, ho ngunu miyu ka ude ho ahhii. 
ACT.11.13	Ho mo ngunumi lukone niihtañpa miidopopi mohka ude ho dala ho lune, “Joppa ho kiiniñ lala ho Saimon Pitar luniiñ bomi ahgii; 
ACT.11.14	mo nunumi puyu luko kendoke nii lona nunumi lyangur kendonii, niimila ho hikha niika uru atañmi. 
ACT.11.15	Ngo luri kiile, Darii Yajiyallo mohluko huha ne niihtañpa ngunu ko lotu ho huha. 
ACT.11.16	 Ho ngo Attoh ka aguñmi hempa rito, niihtañpa mo lune, ‘Jon yasie la baptisma bido, hojalo nunu Darii Yajiyallo lo baptisma biko kendoke.’ 
ACT.11.17	Pinii matiirḛ ngunu mika ahmiñayiñ biniiñ mi mohlumi bila dokoda niihtañpa ngunumi bihii ngunuka Attoh Jisu Kristo mika henje lyiho, hu ngo Pinii mika lutiñnii?” 
ACT.11.18	Mohlu siimi tapa lala miilañru adu nyama tii. Ho mohlu Pinii mi assañtii, lubiidola, “Hokoda Pinii Midomiyu atañ miilañmi sango paka henkur kunii mi bittii ku.”
ACT.11.20	Hojalo hiiko tonge datii, miyuatañ Saiprus ho Sairene hokii, hutiina Antiok ho ahtiinii Grik atañ mitrḛ lukotii, Jisu Kristo mi tonsḛr khenyotii. 
ACT.11.21	Ho Attoh ka alah hii mohluka agiñho dobotii, ho hempḛr taropa henjenii atañ Attoh ko ahtii. 
ACT.11.22	Siika puyu mi Jerusalem daka gyoliñkonii atañka yaroo ho tapa tii, ho mohlu Barnabas mi Antiok ho kiiniñtii. 
ACT.11.23	Mo ahbiila ho Pinii ka aroh mi kappatii, mo hempyotii; ho mo harolupatii hikha miilañrumi lotiipa dutolya Attoh pa rantipa miigolugopa; 
ACT.11.24	niimpalukoda mo denki miyuke, poteje Darii Yajiyallo ho giinii. Ho hempḛr miyu taro Attoh ko ahbyañtii. 
ACT.11.25	Ho Barnabas Tarsus ho intii Sol mi kapa dupa; 
ACT.11.26	ho mo mohmi kapa lala, mo mohmi Antiok ho ahgiitii. Hikha hiika anyañmi mo anye gyoliñkonii atañmi kapa la lyitii, ho hempḛr miyu taro mi tonsḛr la lyitii; ho Antiok ho henjeajiñ atañmi lutu japa Kristan hiila gyotii.
ACT.11.27	Siisi siika myodu so nyibuhenii atañ Jerusalem hokii Antiok ho totii. 
ACT.11.28	Ho hiiko hokii kone Agabas hiila armyañ guritii ho Yajiyallo lo luko lumyo kotii hikha dohadolo ho hempḛr kahe diime ahkiñdo hiila; ho siikasi Klaudius ka myodu ho lyitii. 
ACT.11.29	Ho henjeajiñ atañ miichiloda hiila hentii, kone abi niimkane mohlu miila kendo, Judia daka dunii anubarmii atañmi bilii talyi hiila; 
ACT.11.30	ho mohlu hiila miitii, hiimi Barnabas la Sol nyika alah ho amiabañ atañpa biliitii.
ACT.12.1	Hiika myodu ho Herod radde hempḛr uro payagaya la miitii gyoliñkonii agiñ hoka dabo nii atañmi. 
ACT.12.2	Mo Jon ka anu Jems mi mentii ilyo la; 
ACT.12.3	ho mo siika miiniiñ Jew atañmi hempyo miipa do kala lala, mo Pitar mitrḛ latu dupa intii. Siikasi Ipomiiyo manii Yatañ dituñ allo myodu ho. 
ACT.12.4	Ho mo mohmi latu lala, mo mohmi patiihude ho tuntii, ho mohmi tompe dagur biinii sipahi nembitii mohmi dagur biiniipa, hiila hela Impobiiniiñ dituñ soku lala mohmi miyuatañ ko lingii talyi hiila. 
ACT.12.5	Hopa Pitar mi patiihude ho atiitii; hojalo uropa kuniiñ mi kubila mohpa Pinii kokii miitii gyoliñkonii atañ.
ACT.12.6	Hiika ayoh jaho Herod ka mohmika ago hoka lingii dupa miido jaho, Pitar dagur biinii anye ka punko imila dokele, dachañ ranyi sonye lo rako tola, ho sipahi alyeh ho patiihude mi dagur biitii; 
ACT.12.7	ho kato, Attoh ka miidopopi ahtii, ho patiihude ho hutoh byohatii; ho mo Pitar mi aruñho hinne lala ho mohmi ahutii, lubiidola, “nyibya pa gurito.” Ho dachañ ranyi hii mohka alah hokii hupa lyutii. 
ACT.12.8	Ho miidopopi mohmi lutii, “Abitarii giito ho niika nyotananii mi giito.” Ho mo hiila miitii. Ho mo mohmi lutii, “Niika pulye mi payu giila ho ngiimi imbo monto.” 
ACT.12.9	Ho mo agoho lintii ho mohmi imbomontii; mo hang chimatii niihna miidopopi miitiinii hii jije hiila, hojalo mo hentii mihu kappatii hiila. 
ACT.12.10	Mohlu kapyo la anyenii dagur bomi impo kula la, mohlu dachañ hagya ho lichi tiiku citi hoka lingii ko. Hiika hii mohlupa atoh atoh pa miiko bitii, ho mohlu hopa lintii ho lembo byahe pa impo biitii; ho ohepada miidopopi mohlumi apatela intiiku. 
ACT.12.11	Ho Pitar mo atohpa ahla. Ho lutii, “Siisi ngo hendḛr doku Attoh mohka miidopopi mi kiiniñtii ngiimi tupya dupa, Herod ka alah hokii ho hikha Jew miyu atañka hemmyo nii hokii.”
ACT.12.12	Mo siimi hendḛr lala, mo Mary ka ude ho intii, Jon ka annii ko humina Mak hiila myantiinii, nohna abuje tongepa dakuñ dala ho kunya tiinii. 
ACT.12.13	Ho hagya daka alyeh mi padiñ kiile, nyimii miira Roda hiiniiñbo lintii lukodupa. 
ACT.12.14	Pitar ka aguñmi tala la, hempyo la mo hagya mi miiko matii hojalo hakur habiila ho lukotii Pitar hagya si da hiila. 
ACT.12.15	Mohlu mohmi lutii, “No rundu pa.” Hojalo mo luti lukañtii hiila ke du. Mohlu lutii, “Siikasi mohka miidopopi ke!” 
ACT.12.16	Hojalo Pitar padiñ pakañtii; ho mohlu miiko kiile, mohlu mohmi kapa lala ho hemur nyatii. 
ACT.12.17	Hojalo mohlumi mohka alahlo miikiñ biidola aduyo lutii, mo mohlumi lukotii niihtañpa Attoh mohmi patiihude hokii lingii tiiku. Ho mo lutii, “Siika siimi Jems mi ho anubarmii atañmi lukoto.” Ho mo intiiku ho pongelya gandaho intii.
ACT.12.18	Siisi allo kukele, hiiko hempḛr hemur nyatii sipahi atañ niihna Pitar ko lyitiinii. 
ACT.12.19	Ho Herod mohmi mekele ho mohmi mepa matii, mo dagur biinii atañmi taka tara lala ho mohlumi shiido pa miito hiila lubiido. Ho mo Judia hokii Kaesarea ho totii, ho hiiko dutii.
ACT.12.20	Siisi Herod Tayer la Sidon nyika miyu atañmi hadiitii; ho mohlu tonge pa mohko ahtii, ho Blastus mi lyarpyotii, radde kiimi ka kalya binii, mohlu chimie bipe hiila kutii, niimpalukoda mohluka ganda hii radde ka ganda mi hentiñ tii diigopa. 
ACT.12.21	Khiibi tola ka donii allo ho Herod mohka radde guju mi giitii, mohka radde duko ho dutii, ho mohlumi lutii. 
ACT.12.22	Ho miyuatañ gyutii, “Aguñ si pinii kii, ho miyu kiima!” 
ACT.12.23	Ohepada Attoh ka miidopopi mohmi hitii, niimpalukoda mo Pinii mi assañdiilañ bimatii; ho mo tiho atañlo diikotii ho shiitii.
ACT.12.24	Hojalo Pinii ka aguñ hii sanchatii ho impyainsatii.
ACT.12.25	Ho Barnabas la Sol nyi Jerusalem hokii ahkur tiiku mo anye ka miigomi miija tekula, mo anye ka agiñho Jon mi ahta giitii humi na Mak hiila myantii nii.
ACT.13.1	Siisi Antiok gyoliñkonii ho hiiko nyibuhenii atañ la tonsḛrbo atañ dutii, Barnabas, Simeon humina Niger gyotiinii, Sairene daka Lucius, Manaen Herod ka hakhupiilyeako ka lengo hoka dunii ako, ho Sol. 
ACT.13.2	Mohlu Attoh mi heriila lo nyola dukele, Darii Yajiyallo lutii, “Barnabas la Sol nyimi pongepa atiito miigopa niihpana ngo mo anye mi gyotii nii.” 
ACT.13.3	Nyola ho kuku lala mohlu mohluka alah mi mohluko tengatii ho mohlumi kiiniñtii.
ACT.13.4	Hopa, Darii Yajiyallo lo kiiniñ kotola, mo anye Seleusia ho totii; ho hiiko hokii mo anye Saiprus ho khobotii. 
ACT.13.5	Mo anye Salamis ho ahchi biila, mo anye Pinii ka aguñmi gyukotii Jew atañka sinagog ho. Ho mo anye agiñho Jon datii mo anye mi hembyuñ dupa. 
ACT.13.6	Mohlu hikha siilokiiddi ho intii Papos ka aruñare lohepa, mohlu ashu miiniiñ kone ko ahtii, Jew hoka amuh nyibuhenii, Bar-Jisu hiila armyañ. 
ACT.13.7	Mo govonor ka agiñho dabotii, Sergius Paulus, chiniiñ miyu kone, Barnabas la Sol nyimi gyotii ho Pinii ka aguñmi tadu pa miitii. 
ACT.13.8	Hojalo ashu miinii Elimas (hiikahii mohka armyañ mika lusaniimi) mohlumi pitrḛ siila datii, govonor mi henjenii hokii henkur kiine dupa hiila. 
ACT.13.9	Hojalo Sol, humina Pol hiila hiitiirḛ gyotiinii, Darii Yajiyallo giitola, mohmi kaniila kaditii 
ACT.13.10	ho lutii, “No igii ka oho, no hikha lotiiniiñ niimika ahha banii, poteje gollumisu ho diimmah giitola, no miitiñ masuha pakupalya parda mi miibii dola Pinii ka lembo mi? 
ACT.13.11	Ho siisi, kato, Attoh ka alah niiko ahkiñ doke, ho no micha kendo ho ichuche myodu hepa no danyi mi kapa lakiñ make.” Ohepada hapiñ la kamo nyi mohko suhi datii ho mo miyu atañmi metii mohmi alah sebiila ingii niipa. 
ACT.13.12	Ho govonor henjetii, niihna lyitiinii hiimi kapa lala, niimpalukoda mo hemurtii Attoh kiimi ka tonsḛr niimi.
ACT.13.13	Siisi Pol la mohka ajiñ atañ Papos hokii khobo tiiku, ho Pampilia ka Perga ho ahtii. Ho Jon mo anye mi apa tela Jerusalem ho ahkur tiiku; 
ACT.13.14	hojalo mo anye inkatii Perga hokii ho Pisidia daka Antiok ho ahtii. Ho dumoalo ho mo anye sinagog ho intii ho dutii. 
ACT.13.15	Dapo la nyibuhenii mi riku lala, sinagog daka sangiibo mo anye mi gyotii, lubiidola, “Anuanye si, niinyi ko hang haro lupa sanii miyu atañpa matiirḛ dokoda, hiimi luto.” 
ACT.13.16	Hopa Pol guritii, ho mohka alah mi nyabii dola lutii:
ACT.13.16	Isrel daka miyuatañ, ho nunu Pinii mika biisonii atañ, tageto. 
ACT.13.17	Siika Isrel miyu atañka Pinii ngunuka aba atañmi kahetii ho miyu atañmi ano kahe dopa miitii mohluka Egip kiiddi hoka dulyi ho, ho alah yucha mapa mohlumi hokii agoho lingii tiiku. 
ACT.13.18	Ho alyañpiilye anyañ hepa mo mohluka agiñho zabyo ho hembo montii. 
ACT.13.19	Ho mo ganda pongkanu hemi Kanan ganda hokii pyadu loku lala, mo mohluka kiiddi mi mohluka alah ho bitii ku gandanencha chulipa, anya lampe la alyañ lyango hepa. 
ACT.13.20	Ho hiika hiiba ho mo mohlumi ayakacho kagiinii bitii Samuel nyibuhenii ka amiñ dayemi. 
ACT.13.21	Ho mohlu radde kutii; ho Pinii mohlumi Kish ka oho Sol mi bitii, Benjamin halu ka miyu kone, nyang alyañ piilye pa. 
ACT.13.22	Ho mo mohmi lapa lala, mo David mohluka radde pa miitii; humina mo pyakola ho lutiinii, Ngo kappatii Jesse ka oho David ko, miyu ngiika henko jaho miinii, huna hikha ngiika henko jaho miikiñ donii. 
ACT.13.23	Siika miyu ka oho asi hokii Pinii Isrel pa Lyangur ahgiitii, Jisu mi, mohka hemme niitii. 
ACT.13.24	 Mohka ahma rampa Jon tonsḛr khenyotii henkur niika baptisma lanii mi Isrel daka miyu atañmi. 
ACT.13.25	 Ho Jon mohka miigomi miija lala, mo lutii, Niihiila ngiimi nunu hendo? Ngo mo make. Ma, hojalo ngiika kiiliñ ho kone ahkiñ doke, huka nyota nanii mitrḛlya ngo tapya niipa lyima.
ACT.13.26	Anubarmii atañ, Abraham ka uru atañka oho atañ, ho nunu agiñ hoka dabonii Pinii mika biisonii atañ, ngunupa kiiniñ bitii siika sangopyako ka puyu mi. 
ACT.13.27	Hutiina Jerusalem ho dunii ho mohluka sangii atañpa, niimpalukoda mohlu mohmi kala matii malo nyibuhenii ka luniiñmi tala matii, nii mina dumoalo karmyañmi ritii nii, hiimi miipetii mohmi halii biidola. 
ACT.13.28	Mohlu mohmi hang shiido pa halii sanii giimasii, hojalo mohlu Pailet mi mohmi mento hiila kubiido. 
ACT.13.29	Ho mohlu hikha mo piigo mika ketola doniimi miipe lala, mohlu mohmi sannii hokii akañ ho jolo tii, ho mohmi byuh ho atiitii. 
ACT.13.30	Hojalo Pinii mohmi shiinii hokii turdo miitii; 
ACT.13.31	ho allo abuje mo hiika atañka agiñho ahtii hutiina mo agiñho Galili hokii Jerusalem lohe chabo tiinii, hiika atañ siisi mohka haki pa lyibida miyu atañpa. 
ACT.13.32	Ho ngunu ayapuyu nunupa balii giidu niihna Pinii hii aba atañmi hemme bitii nii, 
ACT.13.33	siika siimi mo miipe bitii ngunupa mohka oho atañpa Jisu mi turdo pa miila lala; anyenii assañbiisie keto laka donii hiilyañ,
ACT.13.33	No ngiika Oho,
ACT.13.33	siilo kii ngo niika aba.
ACT.13.34	Ho jije lusu dokoda mo mohmi shiinii hokii turdo pa miitii, lyakur kiine kumatii, mo hiila lutii,
ACT.13.34	Ngo niimi darii ho jije David ka lyarniiñ mi bichi.
ACT.13.35	Hopa hiira mo koneya assañbiisie ho ludo,
ACT.13.35	No niika Darii Kone mi lyake nenkiñ ma.
ACT.13.36	David pakoda, mo Pinii ka bulyañ atañmi miiho kula la mohka atoh santuñ ho, mipu tiiku, ho mohka aba atañ agiñho alie tiiku, ho lyartii ku; 
ACT.13.37	Hojalo humina Pinii turidopa miitiinii lyanii mi kapa matii. 
ACT.13.38	Siimi hopa nunu chinto, anubarmii atañ, siika miyu kiilo ke ingyamiigyanii hokii ka hello kunii mi nunumi gyuko donii, 
ACT.13.39	ho mo kiilo kone abi huna henje nyadonii kapane drih hokii tupya konyada nii mina nunu Mose ka dapo lo tupya kola matiinii. 
ACT.13.40	Hendinyato, hopa, hiilamakoda nunukoke ahkiñ donii niihna nyibuhenii atañmi lutii nii:
ACT.13.41	Kato, nunu chekhonii atañ, ho kahotamo nii, ho lyunii;
ACT.13.41	niimpalukoda ngo nunuka myodu ho miigo miida,
ACT.13.41	miigo nunu henje kemake, kone matiirḛ nunumi lukoda.
ACT.13.42	Mohlu ago linku kiile, miyuatañ lyarbiido siika drih atañ siimi rongelya dumoalo ho luko dokoda hiila. 
ACT.13.43	Ho sinagog daka dukuñ hii duja kukele, abuje Jew atañ la Judaism hoka lyiguh monii henjenii atañ Pol la Barnabas nyimi imbo montii, hiika atañ mo anye mi lutii ho lyarbiido Pinii ka aroh-aya mi miikañ ari miito hiila.
ACT.13.44	Dumoalo kone yaho hikha citi hii daja sama dakuñ nyatii Pinii ka aguñmi tadu pa hiila. 
ACT.13.45	Hojalo Jew atañ miyu taro mi kapa lala, mohlu kariñ nyatii, ho Pol ka luniiñmi chekho la miitii, ho mohmi cheriitii. 
ACT.13.46	Ho Pol la Barnabas nyi harola lutii, lubiidola, Siikasi kapyopa Pinii ka aguñmi nunumi luko lupyo dopa lyido. Niimpalukoda nunu siimi khiipa nyado, ho atohmi santḛrlamanii sango mi larii niipa lyima lusuda, tageto, ngunu Midomiyu atañ ko inchi ke ah. 
ACT.13.47	Niimpalukoda Attoh ngunumi miito ludo, lubiidola,
ACT.13.47	Ngo nunumi Midomiyu atañka hutoh pa atii biilyi ke,
ACT.13.47	niimpalukoda nunu sangopyako mi hikha kiiddiapiñ so ahgii dupa.
ACT.13.48	Ho Midomiyu atañ siimi tapa lala, mohlu hempyotii ho Pinii ka aguñmi assañtii; ho hempḛr abuje kahekola lyitii henjeniiatañ mi santḛrlamanii sango mi. 
ACT.13.49	Ho Attoh ka aguñ hii hikha gandasiiko ho tapatatii patii. 
ACT.13.50	Hojalo Jew atañ niibur niigatii tatukatu henjenii annii akha atañmi ho citi daka khiikonii miyu atañmi, ho lubuluga tii Pol la Barnabas mi miihimiire tote hiila, ho mo anye mi gandachie hokii nempa lintii. 
ACT.13.51	Hojalo mohlu mohluka alih daka dimḛr mi pipa siitii mohlumi chekhola, ho Ikonium ho intii. 
ACT.13.52	Ho henjeajiñ atañ hempyo nyatii ho Darii Yajiyallo agiñho.
ACT.14.1	Siisi Ikonium ho mohlu tongepa Jew atañka sinagog ho ahtii, ho lutii hopa abuje miyu taropa henje nyatii, Jew atañ la Grik atañ tonyeru hokii 
ACT.14.2	Hojalo henjemanii Jew atañ Midomiyu atañmi luru biido ho mohluka ahha ho iimmyo niibiido anubarmii atañmi chekho dopa. 
ACT.14.3	Hopa mohlu dakañtii myodu abuje, haropa Attohpa lubiidola, mohlu haki pa lyila miitii aroh-aya ka aguñpa, mohluka alah lo kagiñnanii ho kahotamo miigo miike nembii dola. 
ACT.14.4	Hojalo citi daka miyuatañ tache ritii; tonge Jew atañ agiñho datii, ho tonge kiiniñkonii atañ agiñho. 
ACT.14.5	Midomiyu atañ la Jew atañ, mohluka sangiinii agiñho miidupa miikele, mohlumi miipyu dupa ho mohlumi yalañ kupa, 
ACT.14.6	mohlu hiimi chimpa lala ho Laistra la Derbe ho hargiitii, Licaonia daka citi atañ ho, ho aruñare daka ganda atañ ho; 
ACT.14.7	ho hiiko mohlu ayapuyu mi tonsḛr khenyotii.
ACT.14.8	Siisi Laistra ho miyu kone dutii, huna mohka alih mi miitaluta lama tiinii; mo bubii jaho hokii liichatii, huna ronge hetrḛ ila matiinii. 
ACT.14.9	Mo Pol ka luniiñmi tala dutii; ho Pol, mohmi kaniila kadi biido ho mohko miipya lado pa henje giido hiila kapa lala, 
ACT.14.10	lutii goropa, “Gurito denki niika alih lo.” Ho mo tusḛr lala ho intii. 
ACT.14.11	Ho miyuatañ Pol ka miiniiñmi kapa lala, mohlu aguñlo mohlu gyutii, Likonium ho lubiidola, “Ngunu ko pinii atañ todoke miyu atañka kapu pa!” 
ACT.14.12	Barnabas mohlu Zeus, ho Pol, mi gyotii niimpalukoda mo bukuñ lugii niipa datii, mohlu Harmes mi gyotii. 
ACT.14.13	Ho Zeus daka nyibu, huka piniiude na citi ka hata dalyi dotiinii, siihhiibo la apoolalu khelii nansa nii biiliitii hagyaho ho miyuatañ agiñho membi nala hentii. 
ACT.14.14	Hojalo kiiniñkonii Barnabas la Pol nyi siimi tapa lala, mohlu mohluka abitarii mi sarche siitii ho miyuatañ agiñho harliñtii, gyubii dola, 
ACT.14.15	“Miyu atañ, niimpa nunu siimi miidu? Ngunu tiirḛ miyu kiike, nunuka henju ahiñ, ho nunupa ayapuyu balii bila, niimpalukoda nunumi siika piigo amanii drih atañ hokii turnii Pinii ko ahkur kiine dukupa huna dariiganda la kiiddiapiñ ho siimie ho hikha hoka danii atañmi putiinii. 
ACT.14.16	Bilo ka santuñ atañmi mo hikha ganda atañmi mohluka atoh henko indo pa miitii; 
ACT.14.17	hojalo mo apa siima atohmi haki bimapa, niimpalukoda mo aya miigo miitii ho nunumi dariiganda hokii miido hudopa ho myodu myolo mi bitii, nunuka ahha atañmi hempyo ho diigo mi bitii.” 
ACT.14.18	Siika aguñlo mohlu lutiñtii miyu atañmi mohlumi ka membi paka miiniiñmi.
ACT.14.20	Hojalo henjeajiñ atañ mo agiñho dakuñ kiile, mo guritii ho citi ho ahtiiku; ho allo lohe yaho mo Barnabas ka agiñho Derbe ho intii.
ACT.14.21	Mohlu ayapuyu mi hiika citi atañ ho tonsḛr khenyo lala ho abuje henjeajiñ miibiido, mohlu Laistra la Ikonium ho Antiok ho ahkur tiiku, 
ACT.14.22	henjeajiñ atañka yallo mi alḛr lupa lala, mohlumi henje mi haro lupatii, ho lubiido abuje hentḛrkanyi loke ngunu Pinii ka raddeganda ho ahkiñ donii. 
ACT.14.23	Ho mohlu mohlupa amiabañ kahe tiiku gyoliñkonii penge abi hokii, kuniiñ ho nyobiidola dola, mohlu mohlumi Attoh ko tiilii bitii humina mohlu henje tiinii.
ACT.14.24	Ho mohlu Pisidia mi impo biitii, ho Pampilia ho ahtii. 
ACT.14.25	Ho mohlu Perga ho aguñ luko kula la, mohlu Attalia ho totii; 
ACT.14.26	ho hiiko hokii mohlu Antiok ho khobotii, hiiko mohlu Pinii ka aroh-aya mi assañdiilañ tii nii mina mohlu miipe tiinii. 
ACT.14.27	Ho mohlu ahchi biila, mohlu tongepa gyoliñkonii mi dakuñ giitii ho lukotii hikha Pinii ka mohlumi ka miiniiñmi, ho niihtañpa mo alyeh miiko bitii Midomiyu atañmi henje dopa. 
ACT.14.28	Ho mohlu diiriihe myodu datii henjeajiñ atañ agiñho.
ACT.15.2	Ho Pol la Barnabas nyi chekhotii ho mohluka agiñho cheriitii, Pol mi ho Barnabas mi ho pongeyo tonge mi kahetii Jerusalem ho chake nendupa kiiniñkonii atañko ho amiabañ atañko siika piigopa. 
ACT.15.3	Hopa, gyoliñkonii lo kiiniñ kotola mohluka lembo ho intii, mohlu Poinisia la Samaria mi impo biitii, Midomiyu atañka lyiguh kuniiñ mi luko biidola, ho mohlu hempḛr hempyo bitii hikha anubarmii atañmi. 
ACT.15.4	Mohlu Jerusalem ho ahchi biikele, mohlumi kariikatañtii gyoliñkonii ho kiiniñkonii ho amiabañ atañ, ho mohlu hikha lukotii Pinii ka mohluka agiñ hoka miiniiñmi. 
ACT.15.5	Hojalo henjenii miyu tonge Parisi atañka agiñ hoka dabo monii guri nyatii, ho lutii, “Si mohlumi mitupipa dopa lyikiñ doke, ho mohlumi Mose ka dapo mi atiito hiila lukiñdo.”
ACT.15.6	Kiiniñkonii atañ la amiabañ atañ tonge pa dakuñtii siika piigo mi taka siidupa. 
ACT.15.7	Ho hiiko abuje chesu kula la, Pitar guritii ho mohlumi lutii, “Anubarmii atañ, nunu chindo bilo allo ho Pinii nunumi kahe la miitii, niimpalukoda ngiika aguñlo Midomiyu atañmi ayapuyu mi tapa kiine dupa ho henje kiine dupa. 
ACT.15.8	Ho Pinii huna ahha mi chidonii mohlupa haki bitii, Darii Yajiyallo bibii dola ngunu mika bichañ ho; 
ACT.15.9	ho mo hang khiingu khiirema mohlumi la ngunu mila, hojalo mohluka ahha mi asetii henjelo. 
ACT.15.10	Siisi hopa niimpa nunu Pinii mi tenka da henjeajiñ atañka langu ho halii mi jocha la nii mina ngunuka aba atañ malo ngunu jola manii? 
ACT.15.11	Hojalo ngunu henjedu ngunumi lyangur tii Attoh Jisu ka aroh-aya kopa, hii chulipa mohlumi tiirḛ.”
ACT.15.12	Ho hikha miyuatañ adu nyamatii; ho mohlu taladotii Barnabas la Pol nyika niihtañ kagiñnanii ho kahotamo Pinii miitii mohlumi miigiñ nala Midomiyu atañka punkoho. 
ACT.15.13	Mohlu luja kula la, Jems lusitii, Anubarmii atañ, ngiimi tageto. 
ACT.15.14	Simeon luko biine niihtañpa Pinii kapyopa Midomiyu atañka sohane, mohluko hokii miyu laliñtii mohka armyañ pa. 
ACT.15.15	Ho siika sokii nyibuhenii ka aguñ atañ talii nyatii, keto laka donii chuli,
ACT.15.16	Hiikahiiba pa ngo ahkur talyi,
ACT.15.16	ho Ngo David ka duko mi penti talyi, niihna giihi dokunii;
ACT.15.16	ngo byaku niimi penti talyi,
ACT.15.16	ho ngo hiimi pencha talyi,
ACT.15.17	niimpalukoda khiibemiyu atañmi Attoh mi meke nendupa,
ACT.15.17	ho hikha Midomiyu mi hutiina mina ngiika armyañ pa gyotiinii
ACT.15.18	Attoh lutii, hu siika drih atañmi bilo ka khu hokii chindopa miitii.
ACT.15.19	Hopa ngiika ayakacho kaniisi hiilake ngunu ahiare miipa masa hutiina Midomiyu hokii Pinii kii dalyi ahdonii, 
ACT.15.20	hojalo hiila kesa mohlumi dasa giitolya uyi miibḛr nii hokii ho kacho hokii ho nii mina garsḛr tiinii ho ai hokii. 
ACT.15.21	Niimpalukoda santuñ kapyo jaho hokii Mose ko done kapane citi atañ ho hutii na mohmi tonsḛr khenyo nenii, niimpalukoda mo dumoalo karmyañmi sinagog ho purine.
ACT.15.22	Ho si kakele ayatii kiiniñkonii atañ la amiabañ atañpa, hikha gyoliñkonii agiñho, mohluka punko hokii miyu kaheto ho mohlumi Antiok ho kiiniñto Pol la Barnabas nyika agiñho. Mohlu Judas, Barsabbas luniiñ bomi, ho Silas, anubarmii hoka khiiniiñ jami kiiniñtii, 
