GEN.1.1	I begyndelsen skabte Gud himlen og jorden. 
1CH.18.17	Benaja, Jojadas søn, var chef for livgarden; og Davids egne sønner var ledere ved kongens side.
1CH.19.1	Nogen tid efter døde ammonitternes konge, Nahash, og han blev efterfulgt af sønnen Hanun.
1CH.19.2	„Ham vil jeg vise venlighed,” tænkte David, „for hans far viste venlighed mod mig.” Så sendte David nogle sendebud af sted for at kondolere i anledning af faderens død.
1CH.19.3	Men de ammonitiske officerer sagde til Hanun: „De mænd er ikke kommet for at ære din fars minde! Nej, det er blot et påskud for at udspionere os, for i virkeligheden har David i sinde at angribe os.”
1CH.19.4	Derfor lod Hanun Davids mænd pågribe, hvorefter man vanærede dem ved at barbere deres skæg af. Samtidig blev deres tøj skåret af over bagdelen, og sådan blev de sendt hjem. 
1CH.19.5	Da David fik at vide, at hans sendebud var blevet så groft ydmyget, sendte han nogle af sine embedsmænd ud for at møde dem og give dem besked på at blive i Jeriko, indtil deres skæg var vokset ud igen.
1CH.19.6+1CH.19.7	Ammonitterne blev klar over, at David var rasende på dem på grund af det, de havde gjort. Derfor hvervede Hanun for 1000 sække sølv aramæiske stridsvogne, ryttere og soldater fra områderne Aram-Naharajim, Aram-Maʼaka og Zoba foruden kongen af Maʼakas hær. Den aramæiske hærstyrke marcherede frem og gjorde holdt ved Medeba samtidig med, at ammonitterhæren blev mobiliseret. 
1CH.19.8	Da David fik det at vide, sendte han straks Joab og Israels bedste styrker af sted imod dem. 
1CH.19.9	Ammonitterne tog opstilling foran byporten, mens de allierede aramæiske konger tog opstilling på den åbne slette. 
1CH.19.10+1CH.19.11	Derved blev Joab tvunget til at kæmpe på to fronter, så han delte styrkerne imellem sig og sin bror Abishaj. Selv tog han elitesoldaterne og rykkede ud mod aramæerne på sletten, mens han overlod resten af hæren til Abishaj, der skulle kæmpe imod ammonitterne foran byporten.
1CH.19.12	„Hvis jeg får brug for hjælp mod aramæerne, må du komme med det samme!” beordrede Joab. „Og hvis det viser sig, at du får besvær med ammonitterne, kommer jeg dig til hjælp. 
1CH.19.13	Vær nu ved godt mod! Vi må være tapre, hvis vi skal gøre os håb om at redde vores folk og vores Guds byer. Herrens vilje ske!”
1CH.19.14	Så gik Joab og hans krigere til angreb, og aramæerne flygtede. 
1CH.19.15	Da ammonitterne så det, flygtede de også og søgte tilflugt inden for bymuren. Derefter vendte Joab tilbage til Jerusalem med sin hær.
1CH.19.16	Da aramæerne indså, at de ikke kunne stå sig imod israelitterne, sendte de bud efter forstærkning fra de aramæiske tropper på den anden side af Eufratfloden. Hjælpetropperne var under kommando af Shofak, kong Hadadezers hærfører.
1CH.19.17	Da David hørte det, samlede han hele Israels hær og gik i spidsen for den over Jordanfloden, hvor de tog kampen op mod aramæerne. 
1CH.19.18	Aramæerne led store tab og måtte igen tage flugten. David og hans hær dræbte 7000 aramæiske vognkæmpere og 40.000 fodfolk, deriblandt hærchefen Shofak. 
1CH.19.19	Da Hadadezers vasalkonger så, at aramæerne var blevet slået, sluttede de fred med David og blev underlagt hans herredømme. Fra da af turde aramæerne ikke længere hjælpe ammonitterne.
1CH.20.1	Næste forår omkring den tid, hvor kongerne sædvanligvis drager i krig, rykkede Joab ud med den israelitiske hær. De besejrede den ammonitiske hær og belejrede Rabba.
1CH.20.2	Da David kort efter ankom til Rabba, fjernede han kronen fra ammonitterkongens
1CH.20.3	Byens befolkning tog han som krigsfanger og satte dem til at arbejde med save, hakker og økser. På samme måde gik det indbyggerne fra de øvrige byer i ammonitternes land.
1CH.20.3	Derefter vendte David og hæren tilbage til Jerusalem.
1CH.20.4	Senere, da israelitterne kæmpede mod filistrene ved Gezer, dræbte Sibbekaj fra Husha en filister af den frygtede Rafa-slægt, en mand ved navn Sippaj, hvorefter filistrene overgav sig. 
1CH.20.5	Under en anden kamp mod filistrene lykkedes det Elhanan, Jairs søn, at dræbe en filister ved navn Lahmi, en bror til Goliat, hvis spydskaft var på størrelse med en vævebom. 
1CH.20.6	Og en anden gang, da israelitterne kæmpede mod filistrene ved Gat, var der en kæmpe af Rafa-slægten med seks fingre på hver hånd og seks tæer på hver fod. 
1CH.20.7	Han hånede Israel, men Jonatan,
1CH.20.8	Disse filistre, der tilhørte kæmpeslægten Rafa fra Gat, blev hugget ned af Davids mænd.
1CH.21.1	Satan ønskede at bringe Israels folk i ulykke, så han gav David den tanke at foretage en optælling af Israels samlede hærstyrke.
1CH.21.2	David sagde derfor til Joab og de øvrige officerer: „Rejs rundt blandt alle Israels stammer fra Dan i nord til Beʼersheba i syd og optæl alle de våbenføre mænd. Kom så tilbage og fortæl mig, hvor mange jeg råder over.”
1CH.21.3	Men Joab svarede: „Gud give, at din hær må vokse til 100 gange af, hvad den er nu. Min herre og konge, er de ikke alle loyale over for dig? Hvorfor vil du begå denne synd? Hvorfor bringe ulykke over Israels folk?”
1CH.21.4	Imidlertid sejrede kongens ord over Joabs protester, så Joab rejste landet rundt for at foretage optællingen. Da han vendte tilbage til Jerusalem, 
1CH.21.5	meddelte han David det samlede tal på landets våbenføre mænd: I hele Israel var der 1.100.000 mand, heraf 470.000 i Juda. 
1CH.21.6	Joab havde dog undladt at foretage optælling i Levis og Benjamins stammeområde, for han var meget ilde til mode over kongens befaling. 
1CH.21.7	Gud var også vred over optællingen. Derfor ville han straffe Israel.
1CH.21.8	Da sagde David til Gud: „Jeg har begået en stor synd! Det var tåbeligt af mig at gøre sådan noget. Tilgiv mig!”
1CH.21.9	Så sagde Herren til profeten Gad, som var i Davids tjeneste: 
1CH.21.10	„Gå hen og sig til David: Jeg, Herren, giver dig tre muligheder for straf, og du må selv vælge, hvilken en af dem det skal være.” 
1CH.21.11	Gad gik derefter hen til David og forelagde ham de tre muligheder: 
1CH.21.12	„Vælger du tre år med hungersnød? Eller tre måneder på flugt for dine fjender? Eller tre dage, hvor Herrens engel sender pest over hele Israels land? Sig mig, hvad jeg skal svare Herren, som har sendt mig!”
1CH.21.13	„Det er et frygteligt valg,” sukkede David. „Men det er bedre at være prisgivet Herren, for hans nåde er stor. Lad mig ikke være prisgivet mennesker.”
1CH.21.14	Da sendte Herren pest over hele Israel, og 70.000 mænd døde. 
1CH.21.15	Da dødsenglen skulle til at ramme Jerusalem, blev Herren bedrøvet over den store ulykke, der var ved at ske. „Stop!” sagde han til englen. „Nu kan det være nok!” Englen stod da ved jebusitten Ornans tærskeplads. 
1CH.21.16	Da David så Herrens engel stå stille i luften med sit sværd rettet mod Jerusalem, kastede han og hans ledere sig på knæ med ansigtet mod jorden. De var alle klædt i sæk og aske.
1CH.21.17	„Det er mig, der har syndet ved at mønstre min hær,” sagde han. „Alle disse mennesker er som uskyldige får. Herre, min Gud, lad dog straffen ramme mig og min familie. Du må ikke tilintetgøre dit folk.”
1CH.21.18	Derpå sagde Herrens engel til Gad: „Sig til David, at han skal bygge et alter for Herren på jebusitten Ornans tærskeplads.” 
1CH.21.19+1CH.21.20	David var lydig mod Herrens befaling og opsøgte Ornan, der var i færd med at tærske hvede. Da Ornan vendte sig om, fik han øje på englen, og hans fire sønner løb i skjul, mens han selv fortsatte med at tærske. 
1CH.21.21	Kort efter opdagede Ornan kongen, der nærmede sig. Straks forlod han tærskepladsen, løb kong David i møde og kastede sig på knæ med ansigtet mod jorden foran ham.
1CH.21.22	David sagde til Ornan: „Lad mig købe tærskepladsen af dig til dens fulde pris, så jeg kan bygge Herren et alter og få pesten til at standse.”
1CH.21.23	„Tag den bare, min herre og konge, og gør med den, hvad du vil,” svarede Ornan. „Her, jeg giver dig mine okser til brændofferet, tærskeslæderne til offerbrænde og brug min hvede til afgrødeofferet. Jeg giver dig det hele!”
1CH.21.24	„Nej,” svarede kong David, „jeg vil betale dig den fulde pris. Jeg kan ikke tage, hvad der tilhører en anden, og ofre det til Herren. Jeg vil ikke bringe ofre, der ikke har kostet mig noget!”
1CH.21.25	Så betalte David Ornan 600 guldstykker for hele området, 
1CH.21.26	hvorefter han byggede et alter for Herren og ofrede brændofre og takofre. Han bad Herren om nåde, og Herren svarede ved at sende ild fra himlen, som fortærede ofrene på alteret. 
1CH.21.27	Herren befalede derefter englen at stikke sværdet i skeden.
1CH.21.28	David fortsatte nu med at ofre til Herren på jebusitten Ornans tærskeplads, fordi Herren dér havde svaret på hans bøn. 
1CH.21.29	Herrens telt og brændofferalteret, som Moses havde lavet i ørkenen, stod stadig på højen ved Gibeon. 
1CH.21.30	Men David turde ikke tage derhen for at søge Herren, for han var bange for Herrens engels sværd.
1CH.22.1	Derefter bekendtgjorde David: „Her er stedet, hvor Herrens Hus skal bygges. Her skal Israels folk bringe brændofre.” 
1CH.22.2	Så befalede han, at alle udlændinge, der boede i landet, skulle samles og sættes i arbejde med at tilhugge stenblokke til templet. 
1CH.22.3	Han skaffede også en masse jern til at smede søm og hængsler til portene foruden en umådelig mængde bronze. 
1CH.22.4	Fra Tyrus og Sidon skaffede han enorme mængder af cedertræ til byggeriet.
1CH.22.5	David tænkte nemlig: „Det tempel, som skal bygges for Herren, skal være så storslået, at det bliver berømt ud over hele verden. Men min søn Salomon, som skal bygge det, er stadig ung og uerfaren, så jeg vil hjælpe ham ved at gøre det hele klar.” Det var grunden til, at David inden sin død gjorde alle disse forberedelser.
1CH.22.6	David gav derpå Salomon ansvaret for at bygge et tempel for Herren, Israels Gud. 
1CH.22.7	„Det var min plan at bygge et hus til Herren, min Gud,” forklarede David ham, 
1CH.22.8	„men han sagde til mig: ‚Du har dræbt mange mennesker i de hårde krige, du har udkæmpet. Fordi du har udgydt så meget blod, bliver det ikke dig, der kommer til at bygge mit tempel. 
1CH.22.9	Men du skal få en søn, som vil blive en fredens mand. Jeg vil sørge for, at han kan leve i fred med alle nabofolkene rundt omkring jer. Han skal hedde Salomon,
1CH.22.10	Han skal bygge mig et hus og være min søn. Jeg vil være hans far, og jeg vil gøre hans herredømme over Israel urokkeligt for evigt.’
1CH.22.11	Og nu, min søn, må Herren hjælpe dig, så du kan få bygget det hus for Herren, din Gud, som han har talt om. 
1CH.22.12	Og må han give dig visdom og dømmekraft, så han kan gøre dig til konge over Israel, og så du følger Herren, din Guds, bud. 
1CH.22.13	Hvis du nøje følger de love og forskrifter, han gav Israel gennem Moses, vil det gå dig godt. Vær frimodig og stærk. Vær ikke bange og lad dig ikke skræmme. 
1CH.22.14	Med hensyn til templet har jeg gjort et stort forarbejde. Jeg har samlet næsten 4000 tons guld og 40.000 tons sølv samt umådelige mængder af jern og bronze. Jeg har også skaffet bjælker og stenblokke, og du kan selv sørge for mere. 
1CH.22.15+1CH.22.16	Mange erfarne arbejdere står til din rådighed, både stenhuggere, murere og tømrere, samt kunsthåndværkere, der kan udføre al slags arbejde i guld, sølv, bronze og jern. Gå blot i gang! Og må Herren være med dig!”
1CH.22.17	David befalede alle Israels ledere at hjælpe Salomon med projektet. 
1CH.22.18	„Herren vil være med jer!” sagde han. „Han har givet os fred med nabofolkene. Han har hjulpet mig med at besejre dem, og de er nu underlagt Herren og hans folk. 
1CH.22.19	Sæt derfor alt ind på at adlyde Herren, jeres Gud, og tag fat på at bygge hans helligdom, så Herrens Pagts Ark og alle de andre hellige ting kan blive anbragt deri.”
1CH.23.1	David var nu en gammel mand, og han indsatte derfor sin søn Salomon som konge over Israel. 
1CH.23.2	Derefter indkaldte han alle landets stammeledere, præster og levitter til et stort møde. 
1CH.23.3	Ved den lejlighed optalte man alle mænd over 30 år af Levis stamme, og det blev til 38.000.
1CH.23.4	„24.000 af disse mænd skal udføre det normale arbejde ved templet,” beordrede David. „6000 skal forestå det administrative arbejde og fungere som dommere, 
1CH.23.5	4000 skal bevogte tempelområdet, og 4000 skal lovprise Herren med de musikinstrumenter, jeg har ladet fremstille.”
1CH.23.6	David inddelte dem i grupper ud fra deres slægtskab med Levis tre sønner, Gershon, Kehat og Merari.
1CH.23.7	Gershon-slægten blev opdelt i to afdelinger, som havde navn efter to af Gershons efterkommere, Ladan
1CH.23.8+1CH.23.9	De blev igen delt op i ni grupper, hvoraf tre havde navn efter Ladans sønner Jehiel (slægtens overhoved), Zetam og Joel, tre havde navn efter Shimis sønner Shelomit, Haziel og Haran, 
1CH.23.10+1CH.23.11	og tre havde navn efter Shimis sønner Jahat, Ziza, Jeush og Beria. Jeushʼ og Berias slægter blev slået sammen til én gruppe, fordi de begge var forholdsvis små.
1CH.23.12	Kehat-slægten blev opdelt i fire afdelinger, som havde navn efter Kehats sønner Amram, Jitzhar, Hebron og Uzziel. 
1CH.23.13	Amram var far til Moses og Aron. Aron og hans efterkommere var for altid indviet til at være præster, så de kunne arbejde med de hellige ting og ofre brændofre og røgelse til Herren og i det hele taget udføre tjeneste i helligdommen. De skulle også velsigne folket i Herrens navn.
1CH.23.14+1CH.23.15	Mosesʼ efterkommere gennem sønnerne Gershom og Eliezer arbejdede som levitter. 
1CH.23.16	Shubael var overhoved for de slægter, der stammede fra Gershoms sønner. 
1CH.23.17	Rehabja, der var Eliezers eneste søn, blev overhoved for de slægter, der stammede fra hans mange sønner.
1CH.23.18	Kehats anden søn Jitzhar havde en søn ved navn Shelomit, som blev overhoved for sin slægt. 
1CH.23.19	Kehats tredje søn Hebron havde fire sønner, Jerija (slægtens overhoved), Amarja, Jahaziel og Jekamam. 
1CH.23.20	Kehats fjerde søn Uzziel havde to sønner, Mika (slægtens overhoved), og Jisshija.
1CH.23.21	Merari-slægten blev opdelt i to afdelinger, som havde navn efter Meraris sønner Mahli og Mushi. Mahli havde to sønner, Eleazar og Kish. 
1CH.23.22	Elazar havde ingen sønner, og hans døtre blev gift med Kishʼ sønner. 
1CH.23.23	Mushi havde tre sønner: Mahli, Eder og Jeremot.
1CH.23.24	Således blev Levis efterkommere omhyggeligt registreret under navnet på deres slægtsoverhoveder. En mand skulle være mindst 20 år for at få lov at arbejde ved templet. 
1CH.23.25	David sagde: „Nu har Herren, Israels Gud, givet os fred til alle sider. Nu kan han bo i Jerusalem for evigt. 
1CH.23.26	Så behøver levitterne heller ikke længere bære rundt på Herrens bolig og dens inventar fra sted til sted.”
1CH.23.27	Ifølge Davids sidste forordninger var det levitterne fra 20 år og opefter, der skulle gøre tjeneste i templet. 
1CH.23.28	De skulle hjælpe præsterne med deres tjeneste i templet, og de fik ansvaret for forgårdene og siderummene i tempelbygningen. De skulle rengøre alle de hellige redskaber og i øvrigt udføre alt forefaldende arbejde i templet. 
1CH.23.29	De skulle også sørge for bagningen af de hellige brød, de usyrnede brød og de brød, der bages på plade, blandet med olivenolie. De skulle endvidere skaffe det særlige mel til afgrødeofrene og sørge for, at alt blev afmålt i de foreskrevne mængder.
1CH.23.30	Hver morgen og aften trådte en gruppe levitter frem for Herren for at lovprise ham. 
1CH.23.31	Andre hjalp til i forbindelse med brændofrene, sabbatsofrene, nymånefesterne og de øvrige højtider. Der var nøje forskrifter for, hvor mange levitter der skulle gøre tjeneste ved de forskellige lejligheder. 
1CH.23.32	Deres ansvar var at tage sig af de praktiske gøremål ved det hellige rum og åbenbaringsteltet i almindelighed og i det hele taget hjælpe præsterne med deres arbejde.
1CH.24.1+1CH.24.2	Arons slægt, præsterne, blev opdelt i to afdelinger, som havde navn efter Arons sønner Eleazar og Itamar. Aron havde to sønner mere, Nadab og Abihu, men de døde før deres far og efterlod sig ingen børn. Derfor blev det Eleazar og Itamar, der blev præster og førte slægten videre.
1CH.24.3+1CH.24.4	I samråd med Zadok, der var overhoved for Eleazar-slægten, og Ahimelek, der var overhoved for Itamar-slægten, inddelte David nu Arons efterkommere i 24 skiftehold. Eleazars slægt blev inddelt i 16 hold og Itamars i 8, for Eleazars slægt var den største.
1CH.24.5	I hvilken rækkefølge holdene skulle gøre tjeneste blev afgjort ved lodtrækning, så den ene slægt ikke blev foretrukket frem for den anden. Der var nemlig kvalificerede ledere i begge slægter. 
