GEN.1.1	Sa kauna-unahan, gingtuga it Dios kag langit ag duta. 
ACT.12.17	Gingsinyasan anay sinra ni Pedro nak maghipos bag-o ging-uma nida kung pauno sida gingpaliwas it Gino-o sa prisuhan. Pagkatapos, nagsiling sida, “Umaan kali kang Santiago
ACT.12.18	Pagkaaga, nagkagulo kag mga sundalo dahil sa pagkawagit ni Pedro ruto sa prisuhan. 
ACT.12.19	Gingpahanap ni Haring Herodes si Pedro ag tong waya kali nakita, ida gingpabistigaran kag mga bantay ag pagkatapos ay ingsugo nida nak sinra'y matyon.
ACT.12.19	Pagkatabo it kali, nag-us-os si Herodes halin sa Hudeya papagto sa syudad it Cesareya ag nagrugay sida ruto.
ACT.12.20	Ngasing, si Haring Herodes Agripa ay rugayey nak hangit sa mga taga-Tiro ag Sidon. Kada napagka-usahan ninra nak papagtuon sa ida kag iba ninrang mga kasimanwa. Kaling inra mga kasimanwa ay nagpayungot anay sa manugpasulit it Hari nak kag ngayan ay si Blasto, agor sida kag mapatunga pramas makahagar it areglo sa paghinuon ninra it Hari. Dahil kag inra mga banwa ay ruto nagbabaoy it pagkaon sa mga duta nak nasasakupan it Hari.
ACT.12.21	Pag-abot it ida piniling adlaw nak mag-atubang sa mga tawo, ingsuksok ni Herodes kag ida bisti nak panghari ag nag-ingkor sa ida trono ag nagdiskurso sa mga tawo.
ACT.12.22	Pagkatapos nida it bisaya, nag-inukaw kag mga tawo it pagdayaw sa ida, “Kali kag boses it usang dios, buko it usang tawo!” 
ACT.12.23	Sa nak raan, ingta-o it anghel it Dios kag sakit bilang parusa kang Herodes, dahil ging-ako nida kag kadayawan nak dapat ay para yang sa Dios. Ag sida ay ingbitusan hastang namatay.
ACT.12.24	Sa yudo it pagpahirap ni Herodes sa mga nagsusunor sa Gino-o, kag epekto gihapon it mga bisaya it Dios ay waya napigahe ag nagpakaramo kag mga nagtutu-o.
ACT.12.25	Ag habang kali ay natatabo, nagbalik sina Bernabe ag Saulo sa Antiokya halin sa Herusalem, pagkatapos nak inra matuman kag inra misyon nak paghator it bulig ruto, ag ingnunot ninra si Juan nak gingtatawag rang Markos.
ACT.13.1	Ngasing, sa mga nagtutu-o kang Kristo nak perming nagtitipon sa syudad it Antiokya sa Sirya ay inggwa it mga propeta ag mga manunudlo nak sina Bernabe, Simeon nak gingtatawag nak Negro, Lucio nak taga-Cirene sa Libya, Manaen nak usang malulot nak amigo ag opisyal ni Gobernador Herodes Antipas,
ACT.13.2	Habang sinra ay nagpupuasa ag nagdadayaw sa Gino-o, nagsiling sa inra kag Ispirito Santo, “Gahina para sa Ako sina Bernabe ag Saulo para sa importanting ministeryo nak ingtawag Nako sinra.” 
ACT.13.3	Pagkatapos ninra it pagpuasa ag pagpangamuyo ingpatong ninra kag inra mga damot kana Bernabe ag Saulo, ag ingbendisyunan sinra sa inra pagpanaw.
ACT.13.4	Paghalin nina Bernabe ag Saulo, gingtuytuyan sinra it Ispirito Santo nak mag-us-os anay papagto sa banwa it Selusya ag maglarga papagto sa Isla it Cipre. 
ACT.13.5	Pagrunggo ninra sa banwa it Salamis, nagpagto anay sinra sa mga sinagoga ag nagwali sinra it mga bisaya it Dios sa inra mga kalahing Hudyo. Kanunot ra ninra si Juan Markos nak nagbubulig sa inra.
ACT.13.6	Naglibot anay sinra it pangwalihan sa bug-os nak isla hastang sa banwa it Pafos, kung hariin nakilaya ninra kag usang albularyo. Sida ay usang lahi it Hudyo nak nagpapakilayang propeta kuno it Dios, pero buko ra. Ag kag ida ngayan ay si Bar-Hesus. 
ACT.13.7	Sida ay kaibahan it gobernador ruto nak si Sergio Paulo. Kaling gobernador ay usang maayo nak tawo ag ida gingpatawag sina Bernabe ag Saulo, dahil gusto nida nak magpanimati it mga bisaya it Dios. 
ACT.13.8	Pero kaling albularyo nak si Bar-Hesus nak gingtatawag nak Elimas sa bisayang Griyego ay nagkuntra sa inra agor mapigahan kinang gobernador nak magtu-o kang Hesus.
ACT.13.9	Ugaling si Saulo, nak gingtatawag nak Pablo sa bisayang Griyego, nak puno it gahom it Ispirito Santo ay nagpakatarok it muyat sa ida, 
ACT.13.10	ag nagsiling, “Ikaw nak anak ni Satanas ag kaaway it tanang matarong, maayo ka magpangluko ag maghuman it kayainan. Wayaey baga it katapusan kinang imo pagbawog sa kamatuuran halin sa Gino-o? 
ACT.13.11	Kag Gino-o kag maparusa sa imo ag ikaw ay mabubulag. Marugay nak indi nimo makita kag silak it adlaw.”
ACT.13.11	Sa nak raan, nagyubog anay kag ida pagmuyat, bag-o wayaey sida it nakita kundi karuymanan, kada nagpanghaphap sida sa mga tawo ruto sa paghanap it maagkay sa ida. 
ACT.13.12	Ngani, it katong makita it gobernador kag natabo, nagtu-o sida sa Gino-o, dahil para sa ida kato ay katitingaya ag imaw ra kag mga tudlo tungor sa Gino-o.
ACT.13.13	Halin sa Pafos ay nagtabok sina Pablo ag ida mga kaibahan papagto sa banwa it Perga sa Pampilya. Ruto ay gingbadaan sinra ni Juan Markos ag nagpauli sa Herusalem, 
ACT.13.14	pero sina Pablo ay nagpadayon it pagtukar halin sa Perga hastang makaabot sinra sa banwa it Antiokya sa Pisidya. Pag-abot it Adlaw it Inugpahuway
ACT.13.15	Pagkatapos it pagbasa it Kasuguan ni Moises ag pagkabasa ra sa mga libro it mga propeta, kag mga pinuno it Sinagoga ay nagta-o sa inra it lugar nak sinra'y makabisaya parayan sa pagsiling, “Mga hali, inggwa baga kamo it gustong ibisaya nak makakapakusog sa buot it mga tawo?”
ACT.13.16	Ngani, nagtinrog si Pablo ag nagsinyas agor mahipos kag mga tawo, ag sida ay nagbisaya:
ACT.13.16	“Mga hali nako nak mga Israelinhon, ag kamong mga buko Hudyo nak inggwa't kahadlok sa Dios, panimati-i ninro ako. 
ACT.13.17	Kag Dios nak ingdadayaw it ato nasyon nak Israel ay imaw kag nagpili sa ato mga ginikanan ag inghuman sinra nak usang makusog ag rakong nasyon habang sinra ay nagtitiner sa bansa it Ehipto. Ag sa parayan it Ida rakong gahom sinra ay Ida gingpaliwas ruto. 
ACT.13.18	Sa suyor it kwarentang tuig nagtiis Sida sa pagtatap sa inra ruto sa disyerto. 
ACT.13.19	Pagkapirdi Nida sa pitong nasyon sa lugar it Canaan, kag inra mga duta ay ingta-o Nida sa ato mga ginikanan bilang panublion ninra. 
ACT.13.20	Kali tanan ay natabo sa suyor it halos kwatro syentos ag singkwentang (450) tuig.
ACT.13.20	“Pagkatapos it panahong kina, sinra ay gingtaw-an it Dios it mga manughusgar nak mapamuno sa inra hastang sa panahon ni Propeta Samuel. 
ACT.13.21	Ag pagkatapos, sinra ay naghagar ra sa Dios it usang hari, ag kali ay ingta-o ra sa inra nak imaw si Saulo nak anak ni Cis nak halin sa lahi ni Benjamin. Ag sida ay naghari sa suyor it kwarentang (40) tuig. 
ACT.13.22	Ag it katong ingbaoyey sida it Dios sa ida pagiging hari ay Ida ray gingbutang si haring David, ag tuyar kali kag Ida ingsiling tungor sa ida, ‘Kang David nak anak ni Jese Ako nakita kag tawo nak Ako namumut-an nak inggwa it tagipusuon nak hanra magtuman it Ako kabubut-on.’
ACT.13.23	“Ag halin sa lahi ni David kitang mga Israelinhon ay ingtaw-an it Dios it Manluluwas nak imaw si Hesus, kumporme sa Ida gingpromisa. 
ACT.13.24	Bag-o magtuna si Hesus it pagtudlo, si Juan nak Manugbawtismo ay nagbantala nak kag tanang mga Israelinhon ay kinahangyan nak maghinuysoy ag magpabawtismo. 
ACT.13.25	Ag tong mayungotey matapos kag ministeryo ni Juan dili sa duta, sida ay nagsiling, ‘Kabi baga ninro ay ako kag ingpromisang Kristo? Buko ako. Pero sa paabuton ay inggwa it usang maabot, nak aber sa paghubar it higot it Ida sandalyas ay buko ako angay.’
ACT.13.26	“Mga hali nako nak mga inanak ni Abraham, ag kamong mga buko Hudyo nak inggwa't kahadlok sa Dios, kitang tanan kag gingparay-an it kaling mensahe tungor kung pauno kita ay maluwas. 
ACT.13.27	Pero sinrang mga taga-Herusalem ag kag inra mga pinuno, dahil waya ninra gikilay-a si Hesus bilang Manluluwas nak gingparaya it Dios, ag waya ra ninra naiintyendihe kag inra mga ingbabasa sa mga libro it mga propeta kada Adlaw it Inugpahuway, ay inra ingtupar kali it katong ingpamatay si Hesus.
ACT.13.28	“Aber waya sinra it matibay nak bangranan nak husgaran Sida it kamatayon, inghagar gihapon ninra kang Gobernador Pilato nak Sida ay ipamatay. 
ACT.13.29	Tong inra'y natupar kag tanang ingsuyat it mga propeta tungor sa Ida, gingbaoy kag Ida yawas it Ida mga manugsunor sa krus nak kahoy ag ingbutang Sida sa yuyubngan. 
ACT.13.30	Pero Sida ay ingbanhaw it Dios, 
ACT.13.31	ag sa suyor it maramong adlaw nagpakita Sida sa mga nagsunor it katong pa-Herusalem sinra halin sa probinsya it Galileya. Ngasing ay sinra kag mga nagpapamatuor sa mga tawo it tungor sa Ida.
ACT.13.32	“Ag hali kami ngasing nak nagraraya sa inro it Maadong Balita, nak kung ni-o kag gingpromisa it Dios sa ato mga ginikanan, 
ACT.13.33	ay Ida ra ingtupar sa ato nak inra mga inanak sa Ida pagbanhaw kang Hesus. Kada ngani nasuyat sa pangruhang salmo:
ACT.13.33	“ ‘Ikawey kag Ako Anak,
ACT.13.33	ag ngasing Akoey apamatuuran nak Ako kag Imo Tatay.’
ACT.13.34	“Ag nahanungor sa kamatuuran nak gingbanhaw Nida si Hesus ag indiey nak gador Nida marayanan kag kamatayon liwat, ay imaw kali kag Ida ingsiling:
ACT.13.34	“ ‘Ita-o Nako sa inro kag mga balaan
ACT.13.34	ag inggwa't kasiguruhan nak pagpakamaado
ACT.13.34	nak Ako gingpromisa kang David.’
ACT.13.35	“Kada, ingsiling ni David sa ibang salmo,
ACT.13.35	“ ‘Indi Nimo gitugot nak kag yawas it Imo Balaan ay
ACT.13.35	mayunot sa yuyubngan.’ ”
ACT.13.36	“Buko si David kag ingpapatungran it kali kundi si Hesus, dahil si David, pagkatapos nak ida matuman kag kabubut-on it Dios sa ida kabuhi, sa ida pagtaliwan dili sa duta, sida ay gingyubong sa tupar it ida ginikanan ag kag ida yawas ay ruto nagyunot. 
ACT.13.37	Pero si Hesus nak ingbanhaw it Dios ay waya girayan it pagyunot.
ACT.13.38	“Ngani, mga hali namo, dapat ninrong maayaman nak parayan kang Hesus, mababaton ninro kag kapatawaran it inro kasal-anan. 
ACT.13.39	Ag parayan sa Ida, aber si-o nak magtu-o ay abilangon it Dios nak matarong sa Ida pagmuyat. Ag inding gador kali matabo kung parayan yang sa pagtuman sa Kasuguan ni Moises. 
ACT.13.40	Kada mag-andam kamo, sabaling sa inro matabo kaling mga gingsisiling it mga propeta katong una pa nak,
ACT.13.41	“ ‘Muyati, kamong mga maayo magpanglibak,
ACT.13.41	matitingaya nak gador kamo ag mamamatay,
ACT.13.41	dahil sa inro kapanahunan ay inggwa ako it ahimuon
ACT.13.41	nak indi ninro mapatihan
ACT.13.41	aber inggwa it mag-uma it kali sa inro.’ ”
ACT.13.42	Pagkatapos, it katong paliwasoney sina Pablo ag Bernabe sa sinagoga, gingpangabay sinra it mga tawo nak sa masunor nak Adlaw it Inugpahuway ay magwali sinra liwat tungor sa mga bagay nak kali. 
ACT.13.43	Ag katong magbinuyaganey sinra agor magpinauli, katong mga halin sa sinagoga ay nagsinunor kana Pablo ag Bernabe, katong maramong mga lahi it Hudyo ag imaw ra kag mga dating pagano nak ngasing ay narayay ag matutomey sa relihiyon it mga lahi it Hudyo. Gingtudluan pa sinra nina Pablo pramas ingganyuhon sinra nak magpadayon sa pagpangabuhi it matarong kumporme sa kaaduhan it Dios.
ACT.13.44	Katong masunor nak Adlaw it Inugpahuway, halos tanang mga tawo ruto sa banwa it Antiokya ay nagtinipon agor magpanimati sa mga bisaya it Dios. 
ACT.13.45	Pero, tong nakita it ibang mga lahi it Hudyo katong maramong mga tawo, abang kahili ninra, kada gingkuntra ninra kag mga ingbisaya ni Pablo ag gingmayain ninra sida.
ACT.13.46	Pero waya't kahadlok nak nagbisaya gihapon sina Pablo ag Bernabe. Siling ninra, “Gingkinahangyan nak sa inro anay nak mga lahi it Hudyo maiwali kaling mga bisaya it Dios, ugaling waya ninro kali gibatuna ag ingpapakita ninro nak buko kamo angay nak makaagom it kabuhi nak waya't katapusan, kada muyati, aray-on namo kali sa mga buko Hudyo. 
ACT.13.47	Dahil imaw kina kag sugo sa amo it Gino-o tong magsiling Sida nak:
ACT.13.47	“ ‘Gingbutang ka Nako agor maging iwag
ACT.13.47	para sa mga buko Hudyo,
ACT.13.47	agor imo maiwali kag parayan it kaluwasan
ACT.13.47	hastang sa pinaka-mayadong mga parti it kalibutan.’ ”
ACT.13.48	Ag tong narunggan kali it mga buko Hudyo nagkinasadya sinra ag inra inghimaya kag mga bisaya it Dios, ag sinra nak rahagto nak pinili it Dios agor makaagom it kabuhi nak waya't katapusan ay nagtu-o.
ACT.13.49	Ag nabantog kag mga bisaya it Gino-o sa tanang mga lugar hampig ruto. 
ACT.13.50	Ugaling ay gingsugsog it katong ibang mga lahi it Hudyo kag mga kabading dungganon nak mga matutom sa inra relihiyon ag imaw ra kag mga kayake nak mga pinuno it inra banwa, nak magkuntra sa inra. Sinra ra kag nagpamuno sa paghingabot laban kana Pablo ag Bernabe, ag sinra ay inra pinangtabog halin sa lugar nak inra nasasakupan.
ACT.13.51	Sa paghalin nina Pablo, gingpaypagan ninra it taybo kag inra mga siki bilang tanra sa mga tawo ruto nak wayaey sinra it salabton sa inra kabuhi, ag nagpadayon sinra papagto sa banwa it Iconyo.
ACT.13.52	Pero sa yudo it kina kag mga manugsunor ni Hesus ruto sa Antiokya ay napuno it kasadya ag gahom it Ispirito Santo.
ACT.14.1	Sa Iconyo kag mga natabo ay pareho ra sa mga natabo sa banwa it Antiokya. Pag-abot nina Pablo ag Bernabe ruto nagsuyor sinra sa sinagoga it mga lahi it Hudyo. Abang ado kag inra pagwali, kada maramong mga lahi it Hudyo ag mga Griyego ra kag nagtu-o. 
ACT.14.2	Ugaling inggwa ruto it mga lahi it Hudyo nak indi gustong magtu-o, ag ingsugsog ninra kag ibang mga buko Hudyo nak indi ra magtu-o, ag gingsiraan ninra kag mga nagtutu-o kang Kristo.
ACT.14.3	Sa gihapon ay nagrugay ruto sina Pablo ag Bernabe. Ag sinra ay waya nahadlok nak nagwali it tungor sa Gino-o nak imaw kag nagpamatuor sa inra gingwawali tungor sa Ida kaaduhan, parayan sa pagpakita it mga katitingayang milagro ag tanra nak Ida ginghuman parayan sa inra.
ACT.14.4	Kada, naparti sa ruhang grupo kag mga tawo ruto. Kag iba ay nag-apin sa mga lahi it Hudyo ag kag iba ay sa mga apostoles. 
ACT.14.5	Kaibahan kag mga pinuno it banwa, aguluhon ag abungguon tan-a sina Pablo it katong mga Hudyo ag mga Griyego nak buko ampin sa inra.
ACT.14.6	Ugaling nasaduran kali nina Pablo, kada naglikaw sinra papagto sa mga banwa it Listra ag Derbe sa Licaonya ag sa mga lugar palibot ruto. 
ACT.14.7	Ruto ay nagpadayon sinra sa pagwali it Maadong Balita.
ACT.14.8	Ngasing, ruto sa banwa it Listra ay inggwa't usang kayake nak nagpapaka-ingkor yang dahil sida ay yupog, nak tuna pa sa ida pagkatawo ay indiey sida makapanaw. 
ACT.14.9	Nagpanimati sida sa pagwali ni Pablo. Nakita sida ni Pablo ag sa ida pagpakamuyat diling yupog ay nabatyagan nida nak kali ay inggwa't pagtu-o nak sida ay mapapaado. 
ACT.14.10	Kada nagsiling it makusog si Pablo, “Tinrog sa imo sariling mga siki.” Ag gulpi nganing napaiknat sida ag imaw katong nakapanawey.
ACT.14.11	Tong makita it mga tawo kaling ginghuman ni Pablo, nag-inukaw sinra sa inra sariling bisaya nak Licaonyanhon ag nagsiling, “Nagpilhig rili sa ato duta kag ruhang dios nak naghitsurang tawo!” 
ACT.14.12	Si Bernabe kuno kag dios ninra nak si Zeus, ag si Pablo ray kuno ay kag dios ninra nak si Hermes, dahil sida kag manugbisaya.
ACT.14.13	Kag Templo ni Zeus ay ruto sa pasuyuron it banwa. Ag kag saserdote ruto ay nagraya sa pwertahan it banwa it mga kulintas nak human sa mga buyak, ag mga turong baka, agor kato ay ipadaga ag ihalar tan-a nida kaibahan it ida mga kasimanwa kana Bernabe ag Pablo.
ACT.14.14	Pero tong nasaduran kali it mga apostoles nak sina Bernabe ag Pablo, inra ginggisi kag inra mga baro tuna sa liab, bilang pagpakita nak abang rakong sala kag ahumanon it kaling mga tawo. Ag nagrali-rali sinrang ruha it patunga sa karamuan ag nag-ukaw it:
ACT.14.15	“Mga Nonong, ya anay! Asing ginghuhuman ninro kali? Mga tawo ra kaming pareho sa inro, ag ingwawali namo sa inro kag Maadong Balita agor inro atalikuran kaling mga waya't kapuyos-puyos nak inro ginghuhuman, ag magsunor kamo sa buhi nak Dios nak Imaw kag naghuman it langit, duta ag ragat, ag tanang rahina. 
ACT.14.16	Sa suyor it marugay nak panahon ay gingpabad-an yang Nida kamo ag kag iba pang mga nasyon nak magpangabuhi it kumporme sa inro kagustuhan, 
ACT.14.17	pero nagta-o gihapon Sida it mga pamatuor agor makilaya ninro Sida parayan sa maadong butang nak Ida inghihimo. Gingkaluy-an kamo Nida sa pagta-o sa inro it uyan halin sa langit ag mga tubason sa tamang mga panahon, mga pagkaon nak makakata-o sa inro it kabusgan, ag kasadyahan ra sa inro mga tagipusuon.”
ACT.14.18	Aber inra kali gingbisaya, ay isutan yangey tan-a nak waya ninra napigahe kag mga tawo sa pagpadaga ag paghalar sa inra.
ACT.14.19	Pero inggwa't mga Hudyo nak nag-abot halin sa mga banwa it Antiokya ag Iconyo. Inra nakaer kag ibang mga tawo ruto laban kang Pablo. Kada inra sida gingpangbunggo it maragkong bato bag-o ginggudor paliwas sa banwa dahil ingpamutang ninra nak sida ay minatayey. 
ACT.14.20	Pero it katong ingragipunan sida it mga manugsunor ni Hesus ruto, sida ay nagbangon ag nagbalik sa banwa. Pagkaaga naghalin yangey sinra ni Bernabe papagto sa banwa it Derbe.
ACT.14.21	Pagkawali nina Pablo ag Bernabe it Maadong Balita sa banwa it Derbe kung hariin ay maramo sinrang naraya nak naging mga manugsunor ni Hesus, ay nagbalik sinra papagto sa mga banwa it Listra, Iconyo ag Antiokya sa Pisidya. 
ACT.14.22	Gingpakusog ninra kag mga buot it mga manugsunor ni Hesus sa mga banwang kali ag linaygayan sinra nak magpabilin nak matutom sa pagtu-o sa Gino-o. Ag gingparumrom ra ninra sa inra nak talagang maagom anay nak gador it maramong hirap bag-o makasuyor sa gingharian it Dios sa langit. 
ACT.14.23	Ag sa kada banwa ay nagpili sinra it mga pinuno nak marumaya sa mga nagtutu-o ruto. Nagpuasa anay sinra ag nagpangamuyo para riling mga pinuno, bag-o gingtugyan sinra sa Gino-o nak imaw kag inra ingtutuuhan.
ACT.14.24	Pagkarayan ninra sa mga banwa it Pisidya, nakaabot sinra sa probinsya it Pampilya. 
ACT.14.25	Pag-abot ninra sa banwa it Perga, nagwali sinra it mga bisaya it Dios ruto bag-o nag-us-os pa-banwa it Atalya.
ACT.14.26	Halin sa Atalya naglarga sinra pabalik sa syudad it Antiokya sa Sirya kung hariin sinra ay ingbendisyunan ag ingsalig sa Dios para sa misyon nak ngasing ay inray natuman.
ACT.14.27	Pag-abot ninra ruto, gingtipon ninra kag mga nagtutu-o ag ging-umaan it tanang inghimo it Dios parayan sa inra. Nag-uma ra sinra kung pauno gingbuksan it Dios kag rayan agor kag mga buko Hudyo ra ay magtu-o. 
ACT.14.28	Nagrugay sinra ruto kaibahan kag mga manugsunor ni Hesus.
ACT.15.1	Ngasing, inggwa't pilang mga kayake nak nagpagto sa syudad it Antiokya halin sa probinsya it Hudeya ag nagtudlo sa inra mga hali sa Gino-o nak, “Kung indi kamo magpatuli tuyar sa gingtudlo ni Moises, indi kamo maluwas.” 
ACT.15.2	Ag tong ingkuntra kali nina Pablo ag Bernabe ay nagsinuay-suayan sinra. Ngani, nagkausa kag mga nagtutu-o ruto nak pilion sina Pablo ag Bernabe ag mga pila pang mga hali sa Gino-o. Napagka-usahan ninra nak papagtuon sinra sa syudad it Herusalem agor hinuunan ninra kaibahan kag mga apostoles ag mga pinuno ruto kag tungor rili.
ACT.15.3	Ngani, dahil sinra ay gingsugo it mga ingtipon nak mga nagtutu-o nak mapa-Herusalem, nagtuman sinra ag ruto nagrayan sa mga lugar it Penisya ag Samarya. Ag ruto ra ay ging-uma ninra sa mga hali sa Gino-o kag pagtu-o kang Hesus it mga buko Hudyo, ag kali ay nagta-o sa inra it kasadya. 
ACT.15.4	Pag-abot ninra sa Herusalem, masadya kag pagbaton sa inra it tinipon nak mga nagtutu-o, mga apostoles ag inra mga pinuno. Ag ging-uma ninra kag tanang inghuman it Dios parayan sa inra.
ACT.15.5	Pero inggwa ruto it pilang nagtutu-o kang Kristo nak kaibahan sa sekta it mga Pariseo nak nagtinrog ag nagsiling, “Kinahangyan nak tulion katong mga buko Hudyo nak nagtutu-o kang Kristo ag tudluan nak magsunor sa Kasuguan ni Moises.”
ACT.15.6	Kada, nagtipon ray kag mga apostoles ag mga pinuno agor mahinuunan kag tungor sa problema nak kali. 
ACT.15.7	Pagkatapos ninrang magdiskusyon it marugay, nagtinrog si Pedro ag nagsiling sa inra:
ACT.15.7	“Mga hali nako sa Gino-o, ayamey ninro nak it kato ay gingpili ako it Dios halin sa inro, agor sa ako pagwali kag mga buko Hudyo ay makarungog it Maadong Balita ag sinra ay magtu-o kang Hesus. 
ACT.15.8	Kag Dios nak nakakaayam it tagipusuon it bawat tawo kag nagpamatuor nak sinra ra ay maluluwas, dahil tuyar sa ato, sinra ra ay gingtaw-an it Ispirito Santo. 
ACT.15.9	Sinra ay waya gitratara it Dios nak iba sa ato, kundi inglimpyo ra nida kag inra tagipusuon dahil sa inra pagtu-o kang Kristo.
ACT.15.10	“Asing ingpupurbahan ninro kag Dios kung mahahangit Sida o indi sa pagpilit ninro sa inra nak sunron kag tanang Kasuguan ni Moises? Dahil sinra ay pay inro gingbubutangan it mabug-at nak yugo sa inra mga liog nak aber ngani kita, o kag ato mga ginikanan it kato, ay indi makaagwanta nak pas-anon kali. 
