GEN.1.1	Дар ибтидо Худо замину осмонро офарид. 
LUK.20.35	Вале онҳое, ки ба зинда шудану дар олами оянда зиндагӣ кардан лоиқ дониста шудаанд, на зан мегиранд ва на ба шавҳар мебароянд. 
LUK.20.36	Онҳо дигар мурда наметавонанд, чунки мисли фариштаҳо мешаванд. Онҳо фарзандони Худо ҳастанд, охир Худо онҳоро аз мурдагон зинда кардааст. 
LUK.20.37	Дар бораи аз нав зинда шудани мурдагон бошад, худи Мӯсо ба воситаи буттаи сӯхтаистода нақл карда, Худовандро Худои Иброҳим, Худои Исҳоқ ва Худои Ёқуб меномад. 
LUK.20.38	Ӯ на Худои мурдагон, балки Худои зиндагон аст. Барои Ӯ ҳама зинда ҳастанд». 
LUK.20.39	Он гоҳ баъзе аз шариатдонон гуфтанд: «Хуб гуфтӣ, устод!»
LUK.20.40	Ва дигар ҳеҷ кас ҷуръат накард, ки ба Ӯ саволе диҳад.
LUK.20.41	Аммо Исо ба онҳо гуфт: «Чӣ тавр одамон гуфта метавонанд, ки Таъиншудаи Худо аз насли Довуд аст? 
LUK.20.42+LUK.20.43	 Охир, худи Довуд дар китоби Забур мегӯяд:
LUK.20.42+LUK.20.43	„Худованд ба Худованди ман гуфт:
LUK.20.42+LUK.20.43	«То даме ки душманонатро зери пойҳоят наандозам,
LUK.20.42+LUK.20.43	аз тарафи дасти рости Ман бишин»“.
LUK.20.44	Довуд Ӯро „Худованд“ меномад. Пас, чӣ тавр Вай аз насли Довуд шуда метавонад?»
LUK.20.45	Ҳангоме ки тамоми мардум ба суханони Вай гӯш мекарданд, Исо ба шогирдони худ гуфт: 
LUK.20.46	«Аз шариатдонон эҳтиёт шавед. Чун либосҳои қимат пӯшида мегарданд ва ба онҳо маъқул аст, ки мардум дар бозорҳо ба онҳо салом диҳанд. Онҳо дӯст медоранд, ки дар ҷойҳои беҳтарини ибодатхонаҳо бишинанд ва дар тӯю зиёфатҳо бологузар бошанд. 
LUK.20.47	Онҳо намоишкорона дуру дароз дуо мехонанд, вале дар асл молу мулки бевазанонро хӯрда ғорат мекунанд! Барои ин корашон ҷазои сахттар мебинанд».
LUK.21.1	Исо як назар андохта, бойҳоеро дид, ки ба сандуқи хайрия ҳадяҳои худро меандохтанд. 
LUK.21.2	Ӯ бевазани камбағалеро низ дид, ки ба он ҷо ду тангаи хурди мисинро андохт. 
LUK.21.3	Баъд гуфт: «Ба ростӣ ба шумо мегӯям, ки ин бевазани бечора аз ҳама зиёдтар хайрот кард. 
LUK.21.4	Чунки онҳо аз зиёдатии бойигариашон хайрия карданд, вай бошад, ҳамаи он ризқу рӯзиашро, ки дошт, дод».
LUK.21.5	Вақте ки баъзеҳо дар бораи Хонаи Худо сухан меронданду таъриф мекарданд, ки он бо чӣ гуна сангҳои зебо ва ҳадяҳои қиматбаҳо оро дода шудааст, Исо гуфт: 
LUK.21.6	«Рӯзҳое меоянд, ки аз ҳамаи ин чизҳои медидаатон санг бар болои сангаш намонда ба замин яксон мегардад». 
LUK.21.7	Аз Ӯ пурсиданд: «Устод, пас ин ҳодиса кай рӯй медиҳад ва ба амал омадани онро аз кадом нишона мефаҳмем?» 
LUK.21.8	Ӯ ҷавоб дод: «Эҳтиёт шавед, ки мабодо шуморо гумроҳ накунанд, зеро бисёр касоне пайдо мешаванд, ки гӯё аз номи Ман омада бошанду „Ман ҳамонам!“ ва ё „Вақташ расид!“ мегӯянд. Аз паси онҳо наравед! 
LUK.21.9	Вақте ки овозаи ҷангҳову шӯришҳо ба гӯшатон мерасад, ба воҳима наафтед. Зеро аввал бояд ҳамаи ин воқеаҳо ба вуҷуд оянд, вале ин маънои якбора расидани охирзамонро надорад». 
LUK.21.10	Баъд Исо ба онҳо гуфт: «Як халқ бо халқи дигар ҷанг мекунад ва як давлат ба давлати дигар ҳуҷум мекунад. 
LUK.21.11	Заминҷунбиҳои сахт ва дар ҷойҳои гуногун қаҳтиву гуруснагӣ ва вабо хоҳад шуд. Аз осмон ҳодисаҳои пурдаҳшат ва нишонаҳои бузург намоён хоҳанд гашт. 
LUK.21.12	Вале, пеш аз он ки ҳамаи ин ба амал ояд, шуморо дастгир карда, азоб хоҳанд дод ва ба ибодатхонаву зиндонҳо хоҳанд бурд. Аз барои номи Ман шуморо ба назди подшоҳону ҳокимон мебаранд. 
LUK.21.13	Ин ҳамон вақтест, ки дар бораи Ман шаҳодат медиҳед. 
LUK.21.14	Қарор диҳед, то пешакӣ ташвиш накашед, ки дар ҷавоб чӣ бояд бигӯед. 
LUK.21.15	Зеро Ман ба шумо чунон ҳикмат ва суханпардозиро ато мекунам, ки ҳеҷ яке аз душманонатон наметавонад бар он муқобилате нишон дода, норозигии худро баён кунад. 
LUK.21.16	Ҳатто падару модарон, бародарон, хешон ва дӯстонатон шуморо таслим хоҳанд намуд ва баъзеи шумо кушта мешавед. 
LUK.21.17	Аз барои Маро пайравӣ карданатон ҳама ба шумо бо чашми нафрат нигоҳ мекунанд. 
LUK.21.18	Вале як тори мӯйе ҳам аз сари шумо нахоҳад афтод. 
LUK.21.19	Истодагарӣ намоед ва ҳаётро ба даст хоҳед овард.
LUK.21.20	Ҳамин ки Ерусалимро дар иҳотаи аскарон дидед, бидонед, ки вақти вайрон шудани он наздик аст. 
LUK.21.21	Он вақт, агар касе дар Яҳудия бошад, ба кӯҳистон гурезад. Касе, ки дар Ерусалим бошад, аз он ҷо биравад ва касе, ки дар гирду атрофи шаҳр ҳаст, ба шаҳр барнагардад. 
LUK.21.22	Чун он рӯзҳо, ҳамчун иҷрошавии гуфтаҳои навиштаҷот, рӯзҳои ҷазо мешаванд.
LUK.21.23	Вой бар ҳоли заноне, ки он рӯзҳо ҳомиладор хоҳанд буд ва модароне, ки кӯдаки ширхор хоҳанд дошт, чунки дар замин мусибати бузурге ба амал меояду ин мардум гирифтори ғазаб мешавад. 
LUK.21.24	Баъзеҳо аз дами шамшер ҳалок мегарданду дигаронро ба мамлакатҳои гуногун асир карда мебаранд. Ғайрияҳудиён бошанд, то вақти ба охир расидани давраи онҳо Ерусалимро поймол мекунанд.
LUK.21.25	Дар офтоб, моҳ ва ситорагон нишонаҳое зоҳир мешаванд ва дар рӯи замин мардум ба ғаму андӯҳ печида, аз хурӯши баҳру мавҷҳо ба ҳайрат меафтанд. 
